Injected Beam Statistics for Fill number 7850
Injection start time: Fri May 12 13:57:41 2006
Injection complete time:  Fri May 12 14:11:52 2006
Ring	Bunches/Cycles	Avg Bunch in RHIC (10^6_protons)	Avg Efficiency - XCBM to RHIC	Bunching Eff	XCBM to Uxf1	Uxf1 to Wxf	Wxf to Arc	Arc to RHIC
Blue	111/111	  144190	   0.978	NA	   1.057	   0.949	   0.983	   0.992
Yellow	110/110	  144814	   0.957	NA	   1.048	   0.948	   0.998	   0.972

Time	BST_IN	B_EARLY	B_LATE	AGS_other	AGS_CBM	XCBM	Eff1*	bunches	uxf1	Eff2*	uxf3	wxf1	Eff3*	xxf1	bluEff4*	bluChg	bluEff5*	bluEffTotal	bluOld	bluNew	yxf1	yelEff4*	yelChg	yelEff5*	yelEffTotal	yelOld	yelNew
05/12/2006 13:57:41 	  483800 	  353900 	  186800 	 	  170200 	  147200 	   0.000 	1 	  154621 	   1.050 	 	  146743 	   0.949 	  144230 	   0.983 	  144822 	   1.004 	   0.984 	    -269 	  144553	   -2940 	 -  	      23 	 -  	 -  	     120 	     143	
05/12/2006 13:57:45 	  481300 	  715300 	  374800 	 	  168400 	  147100 	   0.000 	1 	  155925 	   1.060 	  152153 	  148495 	   0.952 	  145989 	   0.983 	  145897 	   0.999 	   0.992 	  144482 	  290378	      43 	 -  	      48 	 -  	 -  	     118 	     165	
05/12/2006 13:57:48 	  485700 	  355100 	  184400 	 	  165800 	  144500 	   0.000 	1 	  152142 	   1.053 	  148625 	  144407 	   0.949 	  143372 	   0.993 	  142092 	   0.991 	   0.983 	  290280 	  432372	   -3545 	 -  	      -1 	 -  	 -  	     165 	     164	
05/12/2006 13:57:52 	  490400 	  356200 	  185500 	 	  168800 	  148700 	   0.000 	1 	  156708 	   1.054 	  153329 	  148703 	   0.949 	  147019 	   0.989 	  146542 	   0.997 	   0.985 	  432272 	  578815	  -20447 	 -  	      26 	 -  	 -  	     123 	     150	
05/12/2006 13:57:56 	  478600 	  354100 	  187300 	 	  169200 	  147600 	   0.000 	1 	  155708 	   1.055 	  150725 	  147452 	   0.947 	  145646 	   0.988 	  144405 	   0.991 	   0.978 	  578477 	  722882	     389 	 -  	      25 	 -  	 -  	     136 	     160	
05/12/2006 13:58:00 	  478500 	  350400 	  185400 	 	  166000 	  146000 	   0.000 	1 	  153838 	   1.054 	  148751 	  146659 	   0.953 	  143801 	   0.981 	  143851 	   1.000 	   0.985 	  722702 	  866553	   -1599 	 -  	      18 	 -  	 -  	     145 	     163	
05/12/2006 13:58:04 	  483600 	  355900 	  186300 	 	  156500 	  138500 	   0.000 	1 	  147446 	   1.065 	  143376 	  140861 	   0.955 	  140411 	   0.997 	  137924 	   0.982 	   0.996 	  866336 	 1004259	   -1081 	 -  	       2 	 -  	 -  	     162 	     164	
05/12/2006 13:58:07 	  473600 	  352100 	  186100 	 	  166000 	  147500 	   0.000 	1 	  154838 	   1.050 	  150767 	  143740 	   0.928 	  143672 	   1.000 	  144797 	   1.008 	   0.982 	 1004076 	 1148874	     994 	 -  	      26 	 -  	 -  	     119 	     146	
05/12/2006 13:58:11 	  479000 	  351900 	  181700 	 	  165400 	  141100 	   0.000 	1 	  151664 	   1.075 	  147449 	  143865 	   0.949 	  141097 	   0.981 	  141304 	   1.001 	   1.001 	 1148454 	 1289758	  -18588 	 -  	       1 	 -  	 -  	     133 	     134	
05/12/2006 13:58:15 	  487400 	  357600 	  188200 	 	  168400 	  145200 	   0.000 	1 	  154055 	   1.061 	  148037 	  146201 	   0.949 	  146719 	   1.004 	  143427 	   0.978 	   0.988 	 1289348 	 1432775	  -10245 	 -  	      18 	 -  	 -  	     124 	     141	
05/12/2006 13:58:19 	  473800 	  351100 	  184500 	 	  168800 	  148500 	   0.000 	1 	  155838 	   1.049 	  151439 	  148453 	   0.953 	  146676 	   0.988 	  145655 	   0.993 	   0.981 	 1432542 	 1578197	     562 	 -  	      40 	 -  	 -  	     131 	     171	
05/12/2006 13:58:23 	  477100 	  355500 	  183000 	 	  166000 	  143900 	   0.000 	1 	  152794 	   1.062 	  149213 	  145074 	   0.949 	  142685 	   0.984 	  142286 	   0.997 	   0.989 	 1577916 	 1720202	     -43 	 -  	      57 	 -  	 -  	     119 	     176	
05/12/2006 13:58:26 	  487300 	  356100 	  184200 	 	  160700 	  142300 	   0.000 	1 	  150185 	   1.055 	  146273 	  142280 	   0.947 	  140411 	   0.987 	  140325 	   0.999 	   0.986 	 1720039 	 1860364	     130 	 -  	      -8 	 -  	 -  	     156 	     148	
05/12/2006 13:58:30 	  475000 	  353400 	  183300 	 	  167600 	  144100 	   0.000 	1 	  153577 	   1.066 	  150053 	  145283 	   0.946 	  145989 	   1.005 	  143587 	   0.984 	   0.996 	 1859802 	 2003389	   -7090 	 -  	      32 	 -  	 -  	     107 	     139	
05/12/2006 13:58:34 	  480600 	  357200 	  187400 	 	  170800 	  146800 	   0.000 	1 	  155882 	   1.062 	  152321 	  148995 	   0.956 	  145603 	   0.977 	  144734 	   0.994 	   0.986 	 2002855 	 2147589	     994 	 -  	      11 	 -  	 -  	     134 	     145	
05/12/2006 13:58:38 	  476500 	  351800 	  184300 	 	  164100 	  142900 	   0.000 	1 	  152142 	   1.065 	  149045 	  144365 	   0.949 	  141612 	   0.981 	  141235 	   0.997 	   0.988 	 2147351 	 2288586	  -12450 	 -  	       6 	 -  	 -  	     129 	     135	
05/12/2006 13:58:42 	  477400 	  348400 	  183900 	 	  164600 	  139600 	   0.000 	1 	  149707 	   1.072 	  145979 	  141821 	   0.947 	  130155 	   0.918 	  139166 	   1.069 	   0.997 	 2288289 	 2427455	    1124 	 -  	      62 	 -  	 -  	     135 	     197	
05/12/2006 13:58:45 	  492300 	  361200 	  192700 	 	  176600 	  154300 	   0.000 	1 	  161404 	   1.046 	  157109 	  152958 	   0.948 	  150967 	   0.987 	  150548 	   0.997 	   0.976 	 2427228 	 2577776	     -43 	 -  	      -7 	 -  	 -  	     162 	     156	
05/12/2006 13:58:49 	  477300 	  353900 	  187900 	 	  165900 	  142800 	   0.000 	1 	  152751 	   1.070 	  147827 	  145033 	   0.949 	  142943 	   0.986 	  142699 	   0.998 	   0.999 	 2577465 	 2720164	       0 	 -  	      38 	 -  	 -  	     144 	     182	
05/12/2006 13:58:53 	  482600 	  356200 	  185400 	 	  165200 	  144300 	   0.000 	1 	  153055 	   1.061 	  147449 	  145116 	   0.948 	  142728 	   0.984 	  142255 	   0.997 	   0.986 	 2719632 	 2861887	    1167 	 -  	      26 	 -  	 -  	     182 	     208	
05/12/2006 13:58:57 	  477500 	  351900 	  187500 	 	  169400 	  141100 	   0.000 	1 	  151533 	   1.074 	  147701 	  143990 	   0.950 	  141827 	   0.985 	  140130 	   0.988 	   0.993 	 2861573 	 3001702	      43 	 -  	      -8 	 -  	 -  	     177 	     169	
05/12/2006 13:59:01 	  475100 	  350200 	  185500 	 	  164500 	  138200 	   0.000 	1 	  148316 	   1.073 	  144090 	  140820 	   0.949 	  138565 	   0.984 	  137215 	   0.990 	   0.993 	 3001392 	 3138607	    -562 	 -  	      12 	 -  	 -  	     163 	     174	
05/12/2006 13:59:04 	  486500 	  355700 	  185200 	 	  167900 	  146000 	   0.000 	1 	  154229 	   1.056 	  150347 	  146701 	   0.951 	  144702 	   0.986 	  144061 	   0.996 	   0.987 	 3138225 	 3282285	    -605 	 -  	     -11 	 -  	 -  	     174 	     163	
05/12/2006 13:59:08 	  478300 	  350000 	  181700 	 	  166200 	  144200 	   0.000 	1 	  152446 	   1.057 	  149927 	  144866 	   0.950 	  142513 	   0.984 	  142314 	   0.999 	   0.987 	 3281870 	 3424184	    -346 	 -  	      36 	 -  	 -  	     138 	     174	
05/12/2006 13:59:12 	  475700 	  352100 	  187100 	 	  166600 	  144100 	   0.000 	1 	  152533 	   1.059 	  147659 	  144741 	   0.949 	  143200 	   0.989 	  141771 	   0.990 	   0.984 	 3423374 	 3565146	     259 	 -  	      47 	 -  	 -  	     152 	     200	
05/12/2006 13:59:16 	  484600 	  354000 	  187200 	 	  166700 	  142000 	   0.000 	1 	  151577 	   1.067 	  147827 	  144073 	   0.950 	  142041 	   0.986 	  140193 	   0.987 	   0.987 	 3564718 	 3704911	    -389 	 -  	      -9 	 -  	 -  	     198 	     189	
05/12/2006 13:59:20 	  474600 	  346900 	  182500 	 	  162800 	  138100 	   0.000 	1 	  147403 	   1.067 	  144006 	  140152 	   0.951 	  137965 	   0.984 	  136188 	   0.987 	   0.986 	 3704500 	 3840687	     216 	 -  	     -18 	 -  	 -  	     172 	     154	
05/12/2006 13:59:23 	  474200 	  350700 	  184500 	 	  169400 	  146700 	   0.000 	1 	  155099 	   1.057 	  151145 	  147494 	   0.951 	  145088 	   0.984 	  144110 	   0.993 	   0.982 	 3840314 	 3984425	    -432 	 -  	      -3 	 -  	 -  	     154 	     151	
05/12/2006 13:59:27 	  485800 	  353400 	  185000 	 	  167200 	  143000 	   0.000 	1 	  153229 	   1.072 	  149423 	  145450 	   0.949 	  143930 	   0.990 	  143157 	   0.995 	   1.001 	 3983344 	 4126501	     821 	 -  	      20 	 -  	 -  	     129 	     149	
05/12/2006 13:59:31 	  489300 	  352500 	  184200 	 	  167000 	  144500 	   0.000 	1 	  153316 	   1.061 	  149129 	  145491 	   0.949 	  143157 	   0.984 	  142688 	   0.997 	   0.987 	 4125513 	 4268201	     303 	 -  	      37 	 -  	 -  	     149 	     186	
05/12/2006 13:59:35 	  479600 	  354500 	  184400 	 	  168700 	  146900 	   0.000 	1 	  156751 	   1.067 	  152111 	  148828 	   0.949 	  146633 	   0.985 	  145533 	   0.992 	   0.991 	 4267755 	 4413288	    -432 	 -  	      27 	 -  	 -  	     151 	     178	
05/12/2006 13:59:39 	  474200 	  350300 	  181300 	 	  162500 	  141600 	   0.000 	1 	  151446 	   1.070 	  147533 	  143823 	   0.950 	  141569 	   0.984 	  139324 	   0.984 	   0.984 	 4412866 	 4552190	     605 	 -  	      10 	 -  	 -  	     156 	     166	
05/12/2006 13:59:42 	  478700 	  351200 	  182900 	 	  165700 	  143400 	   0.000 	1 	  152838 	   1.066 	  150053 	  145116 	   0.949 	  143028 	   0.986 	  141971 	   0.993 	   0.990 	 4551696 	 4693667	     303 	 -  	      -2 	 -  	 -  	     166 	     164	
05/12/2006 13:59:46 	  481400 	  350500 	  177300 	 	  159300 	  137100 	   0.000 	1 	  147837 	   1.078 	  143040 	  140403 	   0.950 	  134703 	   0.959 	  137101 	   1.018 	   1.000 	 4692660 	 4829761	   19583 	 -  	      21 	 -  	 -  	     160 	     181	
05/12/2006 13:59:50 	  477200 	  350900 	  184700 	 	  165200 	  143200 	   0.000 	1 	  153142 	   1.069 	  148793 	  145158 	   0.948 	  142943 	   0.985 	  142265 	   0.995 	   0.993 	 4828816 	 4971081	      86 	 -  	      40 	 -  	 -  	     173 	     213	
05/12/2006 13:59:54 	  481200 	  351300 	  189000 	 	  169900 	  145400 	   0.000 	1 	  154447 	   1.062 	  150473 	  146826 	   0.951 	  143758 	   0.979 	  143334 	   0.997 	   0.986 	 4970533 	 5113867	    -346 	 -  	      -3 	 -  	 -  	     209 	     206	
05/12/2006 13:59:58 	  485900 	  353300 	  183200 	 	  164300 	  139500 	   0.000 	1 	  151142 	   1.083 	  147029 	  143823 	   0.952 	  139681 	   0.971 	  139349 	   0.998 	   0.999 	 5113312 	 5252661	   -1513 	 -  	      -7 	 -  	 -  	     180 	     173	
05/12/2006 14:00:01 	  482000 	  356200 	  190100 	 	  171500 	  148600 	   0.000 	1 	  157142 	   1.057 	  153959 	  149120 	   0.949 	  144359 	   0.968 	  144839 	   1.003 	   0.975 	 5252210 	 5397050	   -2550 	 -  	       6 	 -  	 -  	     173 	     178	
05/12/2006 14:00:05 	  481800 	  350700 	  183900 	 	  167400 	  143700 	   0.000 	1 	  151881 	   1.057 	  147323 	  145283 	   0.957 	  127837 	   0.880 	  140999 	   1.103 	   0.981 	 5396544 	 5537543	    1470 	 -  	      19 	 -  	 -  	     155 	     174	
05/12/2006 14:00:09 	  478700 	  352800 	  185800 	 	  165000 	  142800 	   0.000 	1 	  151229 	   1.059 	  146525 	  143322 	   0.948 	  140797 	   0.982 	  139686 	   0.992 	   0.978 	 5536400 	 5676086	     908 	 -  	       8 	 -  	 -  	     174 	     182	
05/12/2006 14:00:13 	  484000 	  354400 	  185000 	 	  167200 	  145700 	   0.000 	1 	  154360 	   1.059 	  151271 	  146242 	   0.947 	  143972 	   0.984 	  143154 	   0.994 	   0.983 	 5675480 	 5818635	   -2421 	 -  	      33 	 -  	 -  	     182 	     215	
05/12/2006 14:00:17 	  476800 	  351100 	  184900 	 	  166700 	  144200 	   0.000 	1 	  152968 	   1.061 	  146693 	  145033 	   0.948 	  143457 	   0.989 	  141662 	   0.987 	   0.982 	 5818087 	 5959748	     821 	 -  	     -18 	 -  	 -  	     213 	     195	
05/12/2006 14:00:20 	  484600 	  353900 	  184800 	 	  168800 	  147300 	   0.000 	1 	  155751 	   1.057 	  152237 	  147994 	   0.950 	  146633 	   0.991 	  144367 	   0.985 	   0.980 	 5959249 	 6103617	   10072 	 -  	      31 	 -  	 -  	     170 	     201	
05/12/2006 14:00:24 	  479900 	  352800 	  185000 	 	  167600 	  144700 	   0.000 	1 	  154664 	   1.069 	  149381 	  146534 	   0.947 	  144573 	   0.987 	  143629 	   0.993 	   0.993 	 6103091 	 6246720	   11629 	 -  	       7 	 -  	 -  	     161 	     168	
05/12/2006 14:00:28 	  475300 	  352200 	  186000 	 	  168100 	  145900 	   0.000 	1 	  154664 	   1.060 	  151229 	  146618 	   0.948 	  144230 	   0.984 	  143475 	   0.995 	   0.983 	 6245643 	 6389117	  -18675 	 -  	      27 	 -  	 -  	     152 	     179	
05/12/2006 14:00:32 	  485500 	  356300 	  187000 	 	  171400 	  145000 	   0.000 	1 	  153316 	   1.057 	  149717 	  146075 	   0.953 	  141655 	   0.970 	  141613 	   1.000 	   0.977 	 6388556 	 6530170	    7781 	 -  	      -7 	 -  	 -  	     171 	     165	
05/12/2006 14:00:36 	  478500 	  353000 	  188500 	 	  168700 	  146100 	   0.000 	1 	  154708 	   1.059 	  150641 	  146576 	   0.947 	  145474 	   0.992 	  143520 	   0.987 	   0.982 	 6529652 	 6673172	  -20793 	 -  	      22 	 -  	 -  	     148 	     170	
05/12/2006 14:00:39 	  495700 	  357600 	  184800 	 	  165400 	  143700 	   0.000 	1 	  152490 	   1.061 	  149339 	  144282 	   0.946 	  140840 	   0.976 	  141015 	   1.001 	   0.981 	 6672523 	 6813539	   -1254 	 -  	       5 	 -  	 -  	     170 	     174	
05/12/2006 14:00:43 	  487900 	  357100 	  184900 	 	  170700 	  147400 	   0.000 	1 	  154099 	   1.045 	  149843 	  146493 	   0.951 	  142900 	   0.975 	  143513 	   1.004 	   0.974 	 6812270 	 6955783	    -476 	 -  	      26 	 -  	 -  	     155 	     182	
05/12/2006 14:00:47 	  483600 	  356200 	  187300 	 	  171700 	  148200 	   0.000 	1 	  156838 	   1.058 	  152279 	  148954 	   0.950 	  154786 	   1.039 	  145458 	   0.940 	   0.981 	 6954586 	 7100045	   -1816 	 -  	      -1 	 -  	 -  	     182 	     181	
05/12/2006 14:00:51 	  482000 	  356500 	  188600 	 	  172400 	  148400 	   0.000 	1 	  157664 	   1.062 	  151691 	  149704 	   0.950 	  147148 	   0.983 	  145505 	   0.989 	   0.980 	 7099437 	 7244941	     735 	 -  	      20 	 -  	 -  	     159 	     180	
05/12/2006 14:00:55 	  488400 	  359700 	  187800 	 	  171900 	  142500 	   0.000 	1 	  152360 	   1.069 	  149213 	  144741 	   0.950 	  142556 	   0.985 	  140472 	   0.985 	   0.986 	 7244207 	 7384679	    -346 	 -  	       9 	 -  	 -  	     145 	     154	
05/12/2006 14:00:58 	  485000 	  355900 	  183200 	 	  165600 	  144500 	   0.000 	1 	  153229 	   1.060 	  148079 	  145533 	   0.950 	  143372 	   0.985 	  141362 	   0.986 	   0.978 	 7384011 	 7525373	     -86 	 -  	      35 	 -  	 -  	     154 	     189	
05/12/2006 14:01:02 	  483200 	  358200 	  187800 	 	  168400 	  146600 	   0.000 	1 	  155490 	   1.061 	  151271 	  147452 	   0.948 	  145389 	   0.986 	  143681 	   0.988 	   0.980 	 7524671 	 7668353	    -259 	 -  	      19 	 -  	 -  	     189 	     208	
05/12/2006 14:01:06 	  492400 	  364100 	  190500 	 	  169800 	  147800 	   0.000 	1 	  155751 	   1.054 	  151481 	  147577 	   0.948 	  145689 	   0.987 	  143893 	   0.988 	   0.974 	 7666781 	 7810673	    -648 	 -  	      10 	 -  	 -  	     173 	     183	
05/12/2006 14:01:10 	  490200 	  360400 	  189600 	 	  171400 	  147700 	   0.000 	1 	  156273 	   1.058 	  152195 	  148536 	   0.950 	  146161 	   0.984 	  144044 	   0.986 	   0.975 	 7809918 	 7953962	    -389 	 -  	      10 	 -  	 -  	     171 	     181	
05/12/2006 14:01:14 	  488300 	  363500 	  190200 	 	  173900 	  149300 	   0.000 	1 	  158490 	   1.062 	  155009 	  149913 	   0.946 	  148006 	   0.987 	  146124 	   0.987 	   0.979 	 7953390 	 8099513	    -605 	 -  	     -20 	 -  	 -  	     162 	     143	
05/12/2006 14:01:17 	  491300 	  365200 	  188400 	 	  172100 	  146100 	   0.000 	1 	  155447 	   1.064 	  150809 	  147535 	   0.949 	  145732 	   0.988 	  144711 	   0.993 	   0.990 	 8099008 	 8243719	     259 	 -  	      13 	 -  	 -  	     124 	     137	
05/12/2006 14:01:21 	  499700 	  361300 	  187100 	 	  172300 	  151400 	   0.000 	1 	  159708 	   1.055 	  155429 	  149955 	   0.939 	  148006 	   0.987 	  146662 	   0.991 	   0.969 	 8242280 	 8388942	    -519 	 -  	      16 	 -  	 -  	     109 	     124	
05/12/2006 14:01:25 	  503300 	  364100 	  188100 	 	  169400 	  142700 	   0.000 	1 	  153012 	   1.072 	  148541 	  145116 	   0.948 	  142985 	   0.985 	  141053 	   0.986 	   0.988 	 8387700 	 8528753	      86 	 -  	      67 	 -  	 -  	     123 	     190	
05/12/2006 14:01:29 	  489600 	  362200 	  190500 	 	  172700 	  149500 	   0.000 	1 	  157708 	   1.055 	  153455 	  149371 	   0.947 	  147148 	   0.985 	  144598 	   0.983 	   0.967 	 8527892 	 8672490	     130 	 -  	      48 	 -  	 -  	     126 	     173	
05/12/2006 14:01:33 	  497100 	  362300 	  186100 	 	  168200 	  142500 	   0.000 	1 	  152446 	   1.070 	  148247 	  144657 	   0.949 	  142556 	   0.985 	  140064 	   0.983 	   0.983 	 8671782 	 8811847	    -303 	 -  	      39 	 -  	 -  	     173 	     212	
05/12/2006 14:01:36 	  503300 	  365200 	  190900 	 	  171900 	  147800 	   0.000 	1 	  157838 	   1.068 	  153959 	  149412 	   0.947 	  147062 	   0.984 	  145029 	   0.986 	   0.981 	 8811088 	 8956117	     -43 	 -  	      -8 	 -  	 -  	     212 	     204	
05/12/2006 14:01:40 	  480200 	  356300 	  185800 	 	  166600 	  146000 	   0.000 	1 	  154708 	   1.060 	  150305 	  147035 	   0.950 	  144831 	   0.985 	  143415 	   0.990 	   0.982 	 8955451 	 9098866	     562 	 -  	      -5 	 -  	 -  	     196 	     191	
05/12/2006 14:01:44 	  486000 	  357900 	  184800 	 	  133900 	  145200 	   0.000 	1 	  152838 	   1.053 	  149297 	  145199 	   0.950 	  143329 	   0.987 	  141397 	   0.987 	   0.974 	 9097556 	 9238953	    -432 	 -  	      -7 	 -  	 -  	     167 	     160	
05/12/2006 14:01:48 	  491100 	  361500 	  195000 	 	  172200 	  148600 	   0.000 	1 	  156447 	   1.053 	  152573 	  148745 	   0.951 	  146504 	   0.985 	  144100 	   0.984 	   0.970 	 9238301 	 9382401	    -303 	 -  	      42 	 -  	 -  	     160 	     202	
05/12/2006 14:01:52 	  486700 	  358800 	  187200 	 	  166600 	  147300 	   0.000 	1 	  155142 	   1.053 	  151019 	  147452 	   0.950 	  145303 	   0.985 	  142550 	   0.981 	   0.968 	 9381730 	 9524280	    -908 	 -  	       6 	 -  	 -  	     163 	     169	
05/12/2006 14:01:55 	  490400 	  361000 	  188000 	 	  169000 	  143300 	   0.000 	1 	  154490 	   1.078 	  150305 	  146534 	   0.949 	  144444 	   0.986 	  141987 	   0.983 	   0.991 	 9523359 	 9665346	     303 	 -  	      12 	 -  	 -  	     164 	     176	
05/12/2006 14:01:59 	  495600 	  361300 	  188800 	 	  169600 	  148600 	   0.000 	1 	  156186 	   1.051 	  151019 	  148036 	   0.948 	  145861 	   0.985 	  144206 	   0.989 	   0.970 	 9664726 	 9808932	     130 	 -  	      16 	 -  	 -  	     170 	     186	
05/12/2006 14:02:03 	  485700 	  358300 	  192600 	 	  174100 	  148800 	   0.000 	1 	  157316 	   1.057 	  152405 	  149120 	   0.948 	  147062 	   0.986 	  145374 	   0.989 	   0.977 	 9807357 	 9952731	      43 	 -  	      22 	 -  	 -  	     169 	     192	
05/12/2006 14:02:07 	  496900 	  365200 	  190000 	 	  170800 	  146700 	   0.000 	1 	  155229 	   1.058 	  151523 	  147285 	   0.949 	  144702 	   0.982 	  142509 	   0.985 	   0.971 	 9951840 	10094349	     303 	 -  	      35 	 -  	 -  	     153 	     188	
05/12/2006 14:02:11 	  495500 	  360300 	  187600 	 	  167900 	  145500 	   0.000 	1 	  155142 	   1.066 	  151103 	  147327 	   0.950 	  145260 	   0.986 	  142593 	   0.982 	   0.980 	10093612 	10236205	     173 	 -  	      14 	 -  	 -  	     172 	     186	
05/12/2006 14:02:14 	  495200 	  363300 	  188700 	 	  172200 	  148900 	   0.000 	1 	  156490 	   1.051 	  152783 	  148453 	   0.949 	  145775 	   0.982 	  144094 	   0.988 	   0.968 	10235295 	10379389	    -346 	 -  	      26 	 -  	 -  	     179 	     205	
05/12/2006 14:02:18 	  493000 	  365200 	  191000 	 	  175700 	  150300 	   0.000 	1 	  157708 	   1.049 	  153791 	  149454 	   0.948 	  137793 	   0.922 	  146608 	   1.064 	   0.975 	10377562 	10524170	     692 	 -  	      18 	 -  	 -  	     170 	     188	
05/12/2006 14:02:22 	  490700 	  362100 	  191200 	 	  170400 	  148000 	   0.000 	1 	  157056 	   1.061 	  153455 	  149204 	   0.950 	  147320 	   0.987 	  145436 	   0.987 	   0.983 	10522584 	10668020	     -43 	 -  	       3 	 -  	 -  	     181 	     183	
05/12/2006 14:02:26 	  499500 	  366800 	  190000 	 	  173500 	  148400 	   0.000 	1 	  157186 	   1.059 	  153203 	  149329 	   0.950 	  145131 	   0.972 	  144331 	   0.994 	   0.973 	10667043 	10811374	    -648 	 -  	      29 	 -  	 -  	     183 	     212	
05/12/2006 14:02:30 	  491100 	  364500 	  196400 	 	  178400 	  153000 	   0.000 	1 	  162230 	   1.060 	  156899 	  154042 	   0.950 	  151182 	   0.981 	  149261 	   0.987 	   0.976 	10810521 	10959783	   -1383 	 -  	      -4 	 -  	 -  	     193 	     189	
05/12/2006 14:02:33 	  485200 	  361300 	  194000 	 	  178100 	  153000 	   0.000 	1 	  160360 	   1.048 	  155471 	  151999 	   0.948 	  150967 	   0.993 	  147671 	   0.978 	   0.965 	10958954 	11106624	     648 	 -  	      37 	 -  	 -  	     189 	     226	
05/12/2006 14:02:37 	  497500 	  361800 	  198700 	 	  179000 	  151500 	   0.000 	1 	  159534 	   1.053 	  154841 	  151623 	   0.950 	  148521 	   0.980 	  147769 	   0.995 	   0.975 	11105852 	11253621	     562 	 -  	      23 	 -  	 -  	     205 	     228	
05/12/2006 14:02:41 	  490700 	  362300 	  195800 	 	  178500 	  152400 	   0.000 	1 	  160665 	   1.054 	  155765 	  152499 	   0.949 	  150281 	   0.985 	  148784 	   0.990 	   0.976 	11251850 	11400634	    -216 	 -  	      11 	 -  	 -  	     180 	     192	
05/12/2006 14:02:45 	  495400 	  362600 	  195800 	 	  176800 	  153000 	   0.000 	1 	  161230 	   1.054 	  157528 	  153083 	   0.949 	  149036 	   0.974 	  148550 	   0.997 	   0.971 	11399786 	11548336	    -519 	 -  	      45 	 -  	 -  	     173 	     218	
05/12/2006 14:02:49 	  502200 	  363900 	  197100 	 	  177800 	  153100 	   0.000 	1 	  160143 	   1.046 	  154799 	  152207 	   0.950 	  152984 	   1.005 	  147442 	   0.964 	   0.963 	11547450 	11694891	   -1470 	 -  	       9 	 -  	 -  	     179 	     187	
05/12/2006 14:02:52 	  496200 	  363200 	  195700 	 	  174200 	  149000 	   0.000 	1 	  156969 	   1.053 	  152531 	  149037 	   0.949 	  146590 	   0.984 	  144136 	   0.983 	   0.967 	11693960 	11838096	     -86 	 -  	      12 	 -  	 -  	     187 	     199	
05/12/2006 14:02:56 	  494900 	  365000 	  199400 	 	  176300 	  152200 	   0.000 	1 	  160795 	   1.056 	  156269 	  152499 	   0.948 	  149551 	   0.981 	  148009 	   0.990 	   0.972 	11836943 	11984951	     130 	 -  	     -15 	 -  	 -  	     197 	     182	
05/12/2006 14:03:00 	  492700 	  362700 	  197200 	 	  181300 	  155900 	   0.000 	1 	  161839 	   1.038 	  157612 	  153792 	   0.950 	  147792 	   0.961 	  150609 	   1.019 	   0.966 	11983117 	12133726	   10980 	 -  	     -32 	 -  	 -  	     180 	     148	
05/12/2006 14:03:04 	  493700 	  362500 	  197400 	 	  180600 	  152100 	   0.000 	1 	  160273 	   1.054 	  156395 	  152708 	   0.953 	  151997 	   0.995 	  147722 	   0.972 	   0.971 	12132951 	12280672	   -1556 	 -  	      47 	 -  	 -  	     148 	     194	
05/12/2006 14:03:08 	  497700 	  366500 	  198500 	 	  180600 	  155500 	   0.000 	1 	  162752 	   1.047 	  158158 	  154835 	   0.951 	  160451 	   1.036 	  149518 	   0.932 	   0.962 	12279825 	12429343	     130 	 -  	      15 	 -  	 -  	     173 	     188	
05/12/2006 14:03:11 	  494600 	  365300 	  199200 	 	  181500 	  156000 	   0.000 	1 	  162882 	   1.044 	  158620 	  154042 	   0.946 	  155859 	   1.012 	  150953 	   0.969 	   0.968 	12428429 	12579382	  -17378 	 -  	      21 	 -  	 -  	     175 	     195	
05/12/2006 14:03:15 	  499600 	  367800 	  198400 	 	  181100 	  155100 	   0.000 	1 	  162926 	   1.050 	  157277 	  155419 	   0.954 	  150238 	   0.967 	  150199 	   1.000 	   0.968 	12577585 	12727784	   14482 	 -  	      34 	 -  	 -  	     182 	     217	
05/12/2006 14:03:19 	  497700 	  364000 	  196500 	 	  176500 	  149300 	   0.000 	1 	  157490 	   1.055 	  154631 	  149538 	   0.950 	  147835 	   0.989 	  146029 	   0.988 	   0.978 	12726024 	12872052	   -2853 	 -  	      13 	 -  	 -  	     173 	     187	
05/12/2006 14:03:23 	  487600 	  360300 	  190200 	 	  170100 	  144700 	   0.000 	1 	  153490 	   1.061 	  150011 	  146451 	   0.954 	  141655 	   0.967 	  140811 	   0.994 	   0.973 	12871103 	13011915	   14136 	 -  	      -2 	 -  	 -  	     171 	     168	
05/12/2006 14:03:27 	  487400 	  361000 	  194200 	 	  179000 	  154200 	   0.000 	1 	  161056 	   1.044 	  157025 	  152791 	   0.949 	  153628 	   1.005 	  148797 	   0.969 	   0.965 	13010904 	13159701	   -1470 	 -  	      24 	 -  	 -  	     158 	     182	
05/12/2006 14:03:30 	  492300 	  360300 	  195000 	 	  175200 	  152400 	   0.000 	1 	  159056 	   1.044 	  156227 	  151790 	   0.954 	  146075 	   0.962 	  147019 	   1.006 	   0.965 	13158768 	13305786	    8646 	 -  	      34 	 -  	 -  	     181 	     215	
05/12/2006 14:03:34 	  490400 	  364900 	  197700 	 	  179700 	  152600 	   0.000 	1 	  160143 	   1.049 	  155807 	  151540 	   0.946 	  147920 	   0.976 	  146896 	   0.993 	   0.963 	13303600 	13450496	   -1037 	 -  	     -15 	 -  	 -  	     215 	     200	
