BARPRESS,1011.4,mbar,,,,,,,,,,
WAVEDIR,140,degrees,,,,,,,,,,
WAVEHT,1.5,m,,,,,,,,,,
WAVEPER,7,sec,,,,,,,,,,
WINDDIR,130,degrees,,,,,,,,,,
WINDSP,7.7,m/sec,,,,,,,,,,

DETAILS,TEMP,,,,,,,,,,,
DEPTH,C,,,,,,,,,,,
decimal places,2,,,,,,,,,,,
0,28,,,,,,,,,,,


STATION,4 / A,,,,,,,,,27,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
11,35,,S,169,45,,E,6,15,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,7,15,,local,,,,,,,,

DETAILS,CHL A,CHL B/A,CHL C/A,LC14,PRIM PROD_INT,,,,,,,
DEPTH,mg/m3,,,mgC/m3/hr,GC/M2/DAY,,,,,,,
decimal places,2,1,1,2,2,,,,,,,
0,0.06,,,0.1,
10,0.06,,,,
20,,,,0.13,0.02
25,0.07,,,,
40,,,,0.11,0.05
50,0.17,0.2,0.6,,
60,,,,0.14,0.07
75,0.29,0.5,0.7,,
80,,,,0.09,0.1
100,0.21,0.6,0.7,0.05,0.11
125,0.11,0.7,0.9,0.02,0.12
150,0.07,0.9,1.1,0,0.12
175,0.05,0.8,0.8,,
200,0.02,,,0.01,


STATION,4,,,,,,,,,28,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
11,35,,S,169,45,,E,6,15,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,9,0,,local,,,,,,,,
BOTTOM DEPTH,1600,M,,,,,,,,,,

DETAILS,TEMP,SAL,OXY,PH,ALK,PO4,TCO2,NO2,NO3,,,
DEPTH,C,psu,ml/l,,meq/l,ug-at/l,MMOL/L,ug-at/l,ug-at/l,,,
decimal places,2,3,2,2,3,2,2,2,2,,,
0,27.88,34.771,4.5,8.323,2.367,0.46,1.95,0.01,0.13,,,
9,27.88,34.768,4.54,8.333,2.338,0.48,1.91,0.03,0.05,,,
23,27.88,34.779,4.55,8.344,2.365,0.49,1.93,0,0.03,,,
46,27.7,34.964,4.46,8.329,2.378,0.56,1.95,0.03,0.45,,,
68,26.49,35.616,3.96,8.293,2.418,0.74,2.02,0.24,2.6,,,
91,26,35.874,3.72,8.274,2.435,0.79,2.05,0.41,2.8
113,24.89,35.961,3.44,8.245,2.439,0.92,2.09,0.33,5.2
135,23.55,36.036,3.22,8.238,2.443,1.02,2.11,0.06,6.8
180,21.9,35.91,3.26,8.235,2.438,1.05,2.1,0.02,8
225,19.21,35.619,3.17,8.232,2.419,1.22,2.12,0.01,10.1
269,15.49,35.212,3.02,8.212,2.409,1.49,2.13,0.01,13.9
314,12.66,34.943,3.01,8.211,2.402,1.74,2.14,0.01,17.6
451,8.14,34.593,3.59,8.206,2.4,2.12,2.18,,24.6
544,6.58,34.534,3.42,8.149,2.395,2.41,2.2,,27.6
637,5.96,34.511,,,,,,,
730,5.58,34.519,3.34,8.108,2.4,2.56,2.24,,30.5
823,4.95,34.528,,,,,,,
916,4.57,34.519,3.36,8.123,2.429,2.66,2.25,,31.5
1103,3.72,34.538,3.34,8.067,2.429,2.75,2.28,,32.8


STATION,17,,,,,,,,,29,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
11,6,,S,169,48,,E,6,15,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,12,0,,local,,,,,,,,
AIRTEMP,27.3,C,,,,,,,,,,
RELAT HUMID,87,percent,,,,,,,,,,
BARPRESS,1012.5,mbar,,,,,,,,,,
WAVEDIR,140,degrees,,,,,,,,,,
WAVEHT,1.5,m,,,,,,,,,,
WAVEPER,7,sec,,,,,,,,,,
WINDDIR,140,degrees,,,,,,,,,,
WINDSP,7.2,m/sec,,,,,,,,,,

DETAILS,TEMP,,,,,,,,,,,
DEPTH,C,,,,,,,,,,,
decimal places,2,,,,,,,,,,,
0,28.1,,,,,,,,,,,


STATION,18,,,,,,,,,30,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
10,0,,S,170,0,,E,6,15,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,18,0,,local,,,,,,,,
AIRTEMP,27.3,C,,,,,,,,,,
RELAT HUMID,88,percent,,,,,,,,,,
BARPRESS,1010.6,mbar,,,,,,,,,,
WAVEDIR,130,degrees,,,,,,,,,,
WAVEHT,1.5,m,,,,,,,,,,
WAVEPER,7,sec,,,,,,,,,,
WINDDIR,120,degrees,,,,,,,,,,
WINDSP,5.1,m/sec,,,,,,,,,,

DETAILS,TEMP,,,,,,,,,,,
DEPTH,C,,,,,,,,,,,
decimal places,2,,,,,,,,,,,
0,28.6,,,,,,,,,,,


STATION,4B,,,,,,,,,31,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
11,35,,S,169,45,,E,6,15,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TOW DISTANCE,5230,m,,,,,,,,,,
TIME,20,37,,local


DETAILS,TAX COUNT B720,TAX WET WT B720,TAX NAME,
DEPTH,#/haul,mg/haul,,
decimal places,0,0,,
,53,1092,AMPHIPODES,
,27,6717,CARIDES,
,14,2035,CEPHALOPODES,
,127,3216,CHETOGNATHES,
,219,1446,COPEPODES,
,338,11639,EUPHAUSIACES,
,5,676,HETEROPODES,
,44,369,CRUSTACEA LARVA,
,193,7130,FISH LARVA,
,8,257,STOMATOPODA LARVA,
,4,9144,LEPTOCERHALES,,,,,,,,,
,1,6866,MYSIDACES,,,,,,,,,
,,39414,GELATINOUS ANIMALS,,,,,,,,,
,28,5526,PENEIDES,,,,,,,,,
,1,36,PHYLLOSOMES,,,,,,,,,
,168,38700,FISH,,,,,,,,,
,44,596,PTEROPODES THECOSOMES,,,,,,,,,
,31,3284,SERGESTIDES,,,,,,,,,


STATION,19,,,,,,,,,32,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
9,48,,S,169,54,,E,6,16,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,0,0,,local,,,,,,,,
AIRTEMP,28.2,C,,,,,,,,
RELAT HUMID,83,percent,,,,,,,,
BARPRESS,1012.4,mbar,,,,,,,,
WAVEDIR,130,degrees,,,,,,,,
WAVEHT,1.5,m,,,,,,,,
WAVEPER,9,sec,,,,,,,,
WINDDIR,100,degrees,,,,,,,,
WINDSP,7.2,m/sec,,,,,,,,

DETAILS,TEMP,,,,,,,,,
DEPTH,C,,,,,,,,,
decimal places,2,,,,,,,,,
0,28.6,,,,,,,,,


STATION,20,,,,,,,,,33
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
9,0,,S,170,0,,E,6,16,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,6,0,,local,,,,,,,,
AIRTEMP,28.2,C,,,,,,,,,,
RELAT HUMID,83,percent,,,,,,,,,,
BARPRESS,1009.7,mbar,,,,,,,,,,
WAVEDIR,130,degrees,,,,,,,,,,
WAVEHT,1.5,m,,,,,,,,,,
WAVEPER,9,sec,,,,,,,,,,
WINDDIR,130,degrees,,,,,,,,,,
WINDSP,5.1,m/sec,,,,,,,,,,

DETAILS,TEMP,,,,,,,,,,,
DEPTH,C,,,,,,,,,,,
decimal places,2,,,,,,,,,,,
0,29,,,,,,,,,,,


STATION,5 / A,,,,,,,,,34,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
9,51,,S,169,55,,E,6,16,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,6,45,,local,,,,,,,,

DETAILS,CHL A,CHL B/A,CHL C/A,LC14,PRIM PROD_INT,,,,,,,
DEPTH,mg/m3,,,mgC/m3/hr,GC/M2/DAY,,,,,,,
decimal places,2,1,1,2,2,,,,,,,
0,,,,0.15,,,,,,,,
10,0.08,,0.5,,,,,,,,,
20,,,,0.21,0.04,,,,,,,
25,0.08,,0,,,,,,,,,
40,,,,0.17,0.07,,,,,,,
50,0.13,,0,,,,,,,,,
60,,,,0.17,0.11,,,,,,,
75,0.23,0.5,0.1,,,,,,,,,
80,,,,0.1,0.14,,,,,,,
100,0.23,0.5,0.1,0.03,0.15,,,,,,,
125,0.08,0.8,1,0,0.15,,,,,,,
150,0.03,0.7,1,0,0.15,,,,,,,
175,0.02,,,,,,,,,,,
200,,,,0.03,,,,,,,,


STATION,5 / A,,,,,,,,,35,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
9,51,,S,169,55,,E,6,16,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,8,35,,local,,,,,,,,
BOTTOM DEPTH,3400,M,,,,,,,,,,

DETAILS,TEMP,SAL,OXY,PH,ALK,PO4,TCO2,NO2,NO3,,,
DEPTH,C,psu,ml/l,,meq/l,ug-at/l,MMOL/L,ug-at/l,ug-at/l,,,
decimal places,2,3,2,2,3,2,2,2,2,,,
0,28.48,34.443,4.46,8.271,2.337,0.42,1.95,0,0,,,
10,28.48,34.435,4.47,8.279,2.343,0.41,1.95,0,0,,,
24,28.49,34.434,4.47,8.281,2.339,0.43,1.95,0,0,,,
47,28.48,34.439,4.45,8.274,2.335,0.44,1.95,0,0.02,,,
70,27.75,35.253,4.18,8.226,2.391,0.58,2.04,0.1,0.48,,,
92,26.35,35.787,3.39,8.18,2.423,0.99,2.1,0.51,3.3,,,
113,25.33,35.914,3.15,8.165,2.429,1.03,2.13,0.12,7.3,,,
135,24.06,35.982,3.08,8.157,2.432,1.09,2.15,0.03,8.6,
179,22,35.891,3.1,8.139,2.432,1.15,2.16,0.02,9.5,
225,18.71,35.55,2.86,8.107,2.413,1.39,2.18,0.01,11.6,
270,15.82,35.252,2.71,8.109,2.414,1.64,2.19,0.01,16.1,
315,12.65,34.96,2.56,8.077,2.401,1.91,2.22,0.01,19.9,
360,11.06,34.824,2.82,8.059,2.401,1.86,2.23,,21.7,
449,9.72,34.73,2.97,8.036,2.394,2.16,2.23,,22.4,
540,8,34.629,3.05,,2.396,2.34,,,25.3,
631,6.64,34.55,,,,,,,,
722,5.85,34.52,3.31,7.968,2.395,2.59,2.28,,28.9,
813,5.15,34.535,,,,,,,,
904,4.93,34.524,3.25,8.026,2.427,2.64,2.29,,30.3,
1088,4.01,34.538,3.24,7.951,2.423,2.75,2.32,,,


STATION,21,,,,,,,,,36
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
8,30,,S,169,54,,E,6,16,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,12,0,,local,,,,,,,,
AIRTEMP,28.2,C,,,,,,,,,,
RELAT HUMID,83,percent,,,,,,,,,,
BARPRESS,1011.6,mbar,,,,,,,,,,
WAVEDIR,130,degrees,,,,,,,,,,
WAVEHT,1.5,m,,,,,,,,,,
WAVEPER,9,sec,,,,,,,,,,
WINDDIR,120,degrees,,,,,,,,,,
WINDSP,7.7,m/sec,,,,,,,,,,

DETAILS,TEMP,,,,,,,,,,,
DEPTH,C,,,,,,,,,,,
decimal places,2,,,,,,,,,,,
0,29,,,,,,,,,,,


STATION,22,,,,,,,,,37,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
7,36,,S,170,0,,E,6,16,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,18,0,,local,,,,,,,,
AIRTEMP,27.8,C,,,,,,,,,,
RELAT HUMID,86,percent,,,,,,,,,,
BARPRESS,1009.4,mbar,,,,,,,,,,
WAVEDIR,120,degrees,,,,,,,,,,
WAVEHT,2,m,,,,,,,,,,
WAVEPER,9,sec,,,,,,,,,,
WINDDIR,120,degrees,,,,,,,,,,
WINDSP,9.8,m/sec,,,,,,,,,,

DETAILS,TEMP,,,,,,,,,,,
DEPTH,C,,,,,,,,,,,
decimal places,2,,,,,,,,,,,
0,29.4,,,,,,,,,,,


STATION,5 / B,,,,,,,,,38,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
8,38,,S,169,52,,E,6,16,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,19,39,,local,,,,,,,,
BOTTOM DEPTH,4600,M,,,,,,,,,,

DETAILS,TEMP,SAL,OXY,PH,ALK,PO4,TCO2,NO2,NO3
DEPTH,C,psu,ml/l,,meq/l,ug-at/l,MMOL/L,ug-at/l,ug-at/l
decimal places,2,3,2,2,3,2,2,2,2
0,28.85,34.57,4.47,8.262,2.351,0.52,1.97,0,0.12
9,28.84,34.566,4.47,8.269,2.355,0.5,1.97,0,0.2
23,28.79,34.577,4.44,8.278,2.354,0.52,1.96,0,0.24
45,28.73,34.607,4.46,8.27,2.352,0.71,1.96,0,0.29
66,27.65,35.287,3.92,8.206,2.398,0.94,2.06,0.2,2.6
87,27.17,35.61,3.52,8.179,2.416,1.13,2.09,0.11,4.8
109,26.31,35.653,3.21,8.16,2.42,1.15,2.11,0.05,8
130,26.02,35.817,3.28,8.173,2.433,1.16,2.11,0.03,7.7
174,22.71,35.935,3.15,8.068,2.439,1.23,2.2,0.01,9
218,19.1,35.585,3.1,8.122,2.42,1.39,2.17,0.02,9.3
262,14.57,35.112,2.37,8.082,2.413,1.96,2.21,0,18.3
306,12.17,34.908,2.28,8.024,2.397,2.25,2.24,0,19.3
350,9.99,34.747,2.15,8.001,2.398,2.44,2.24,,22.5,,,
438,8.26,34.642,2.72,7.977,2.393,2.51,2.26,,25.6,,,
525,7.48,34.609,2.76,7.986,2.398,2.53,2.27,,26.5,,,
703,6.17,34.547,2.86,7.933,2.395,2.74,2.3,,26.6,,,
885,5.2,34.524,2.92,7.922,2.401,2.86,2.31,,27.9,,,
1068,4.32,34.536,3.01,7.911,,2.79,,,29.5,,,


STATION,5B,,,,,,,,,39,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
8,38,,S,169,52,,E,6,16,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TOW DISTANCE,4360,m,,,,,,,,,,
TIME,20,43,,local,,,,,,,,


DETAILS,TAX COUNT B660,TAX WET WT B660,TAX NAME
DEPTH,#/haul,mg/haul,
decimal places,0,0,
,51,1231,AMPHIPODES
,23,9567,CARIDES
,8,2923,CEPHALOPODES
,89,2117,CHETOGNATHES
,98,934,COPEPODES
,576,26782,EUPHAUSIACES
,3,953,HETEROPODES
,24,246,CRUSTACEA LARVA
,86,1177,FISH LARVA
,8,257,STOMATOPODA LARVA
,6,1441,LEPTOCERHALES
,1,3947,MYSIDACES
,,44544,GELATINOUS ANIMALS,,,,,,,,,
,31,6005,PENEIDES,,,,,,,,,
,1,36,PHYLLOSOMES,,,,,,,,,
,141,33173,FISH,,,,,,,,,
,87,1363,PTEROPODES THECOSOMES,,,,,,,,,
,24,3330,SERGESTIDES,,,,,,,,,


STATION,23,,,,,,,,,40,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
7,18,,S,170,0,,E,6,17,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,0,0,,local,,,,,,,,
AIRTEMP,28.9,C,,,,,,,,,,
RELAT HUMID,79,percent,,,,,,,,,,
BARPRESS,1010.5,mbar,,,,,,,,,,
WAVEDIR,120,degrees,,,,,,,,,,
WAVEHT,2,m,,,,,,,,,,
WAVEPER,9,sec,,,,,,,,,,
WINDDIR,120,degrees,,,,,,,,,,
WINDSP,10.3,m/sec,,,,,,,,,,

DETAILS,TEMP,,,,,,,,,,,
DEPTH,C,,,,,,,,,,,
decimal places,2,,,,,,,,,,,
0,29.4,,,,,,,,,,,


STATION,6 / A,,,,,,,,,41,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
7,18,,S,170,0,,E,6,17,1966,BORA III,4111

HEADERS,,,

DETAILS,CHL A,CHL B/A,CHL C/A
DEPTH,mg/m3,,
decimal places,2,1,1
0,0.03,,
10,0.03,,
25,0.03,,
50,0.05,,
75,0.2,0.5,0.8
100,0.16,0.6,0.9
125,0.09,0.8,1
150,0.06,0.8,0.9
175,0.04,0.6,
200,0.02,,


STATION,24,,,,,,,,,42,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
6,24,,S,170,0,,E,6,17,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,6,0,,local,,,,,,,,
AIRTEMP,28.9,C,,,,,,,,,,
RELAT HUMID,79,percent,,,,,,,,,,
BARPRESS,1008.5,mbar,,,,,,,,,,
WAVEDIR,100,degrees,,,,,,,,,,
WAVEHT,2,m,,,,,,,,,,
WAVEPER,9,sec,,,,,,,,,,
WINDDIR,80,degrees,,,,,,,,,,
WINDSP,10.3,m/sec,,,,,,,,,,

DETAILS,TEMP,,,,,,,,,,,
DEPTH,C,,,,,,,,,,,
decimal places,2,,,,,,,,,,,
0,29.5,,,,,,,,,,,


STATION,6 / A,,,,,,,,,43,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
7,18,,S,170,0,,E,6,17,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,8,35,,local,,,,,,,,
BOTTOM DEPTH,4000,M,,,,,,,,,,

DETAILS,TEMP,SAL,OXY,PH,ALK,PO4,TCO2,NO2,NO3,,,
DEPTH,C,psu,ml/l,,meq/l,ug-at/l,MMOL/L,ug-at/l,ug-at/l
decimal places,2,3,2,2,3,2,2,2,2
0,29.2,34.413,4.43,8.26,2.351,0.54,1.96,0,0.06
9,29.21,34.401,4.41,8.262,2.347,0.53,1.96,0,0.04
23,29.22,34.401,4.41,8.264,2.339,0.55,1.95,0,0.01
45,29.28,34.551,4.43,8.253,2.351,0.56,1.97,0,0.04
67,27.94,35.611,3.95,8.182,2.419,0.91,2.09,0.59,1.9
89,27.42,35.765,3.68,8.183,2.426,1,2.1,1.68,3.5
111,26.79,35.903,3.48,8.174,2.436,1.06,2.11,1.64,4.7
133,25.68,36.084,3.48,8.181,2.444,1.09,2.12,0.11,6.3
178,23.39,36.076,3.44,8.166,2.448,1.11,2.16,0.03,6.9
222,20.25,35.726,3.29,8.126,2.429,1.27,2.17,0.01,8.9
266,16.71,35.325,2.74,8.118,2.427,1.65,2.2,0.01,10.2
311,13.26,34.996,2.36,8.063,2.408,2.07,2.23,0.01,20
357,10.76,34.804,2.33,7.985,2.394,2.25,2.25,,24.5
449,8.07,34.627,2.84,7.979,2.397,2.44,2.26,,27.4
541,6.88,34.579,2.79,7.982,2.404,2.58,2.28,,28.8,,,
632,6.24,34.547,,,,,,,,,,
725,5.61,34.528,2.73,7.904,2.402,2.81,2.31,,33,,,
818,4.97,34.539,,,,,,,,,,
913,4.61,34.537,2.86,7.978,2.433,2.85,2.32,,32.7,,,
1108,3.98,34.555,2.82,7.901,2.434,2.9,2.35,,32.4,,,


STATION,25,,,,,,,,,44,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
5,42,,S,170,0,,E,6,17,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,12,0,,local,,,,,,,,
AIRTEMP,25.8,C,,,,,,,,,,
RELAT HUMID,93,percent,,,,,,,,,,
BARPRESS,1011.4,mbar,,,,,,,,,,
WAVEDIR,130,degrees,,,,,,,,,,
WAVEHT,1,m,,,,,,,,,,
WAVEPER,9,sec,,,,,,,,,,
WINDDIR,100,degrees,,,,,,,,,,
WINDSP,6.7,m/sec,,,,,,,,,,

DETAILS,TEMP,,,,,,,,,,,
DEPTH,C,,,,,,,,,,,
decimal places,2,,,,,,,,,,,
0,29.8,,,,,,,,,,,


STATION,26,,,,,,,,,45,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
5,6,,S,170,0,,E,6,17,1966,BORA III,4111

HEADERS,,,,
TIME,18,0,,local
AIRTEMP,24.1,C,,
RELAT HUMID,100,percent,,
BARPRESS,1010.6,mbar,,
WAVEDIR,160,degrees,,
WAVEHT,1,m,,
WAVEPER,9,sec,,
WINDDIR,220,degrees,,
WINDSP,6.2,m/sec,,

DETAILS,TEMP,,,
DEPTH,C,,,
decimal places,2,,,
0,29,,,


STATION,6 / B,,,,,,,,,46,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
6,0,,S,170,0,,E,6,17,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,19,26,,local,,,,,,,,
BOTTOM DEPTH,3200,M,,,,,,,,,,

DETAILS,TEMP,SAL,OXY,PH,ALK,PO4,TCO2,NO2,NO3,,,
DEPTH,C,psu,ml/l,,meq/l,ug-at/l,MMOL/L,ug-at/l,ug-at/l,,,
decimal places,2,3,2,2,3,2,2,2,2,,,
0,29.68,34.788,4.49,8.253,2.384,0.51,,0.01,0.2,,,
9,29.76,34.882,4.51,8.26,2.375,0.52,1.99,0.02,0.11,,,
22,29.77,34.881,4.44,8.259,2.378,0.48,1.98,0,0.02,,,
44,29.86,34.956,4.57,8.253,2.392,0.5,1.99,0,0.26
66,29.82,35.285,4.64,8.229,2.413,0.6,2.01,0.01,0.14
89,28.91,35.446,4.3,8.206,2.417,0.72,2.06,0.37,1.3
111,28.14,35.596,3.96,8.187,2.436,0.84,2.08,1.68,2.2
133,27.03,35.866,3.7,8.186,2.446,0.96,2.11,1.26,4.1
177,22.82,36.019,3.62,8.158,2.42,1.05,2.16,0.03,7.1
222,18.77,35.559,3.13,8.11,2.432,1.31,2.18,0.01,10.6
268,15.21,35.181,2.46,8.124,2.405,1.82,2.2,0.01,17.9
312,12.46,34.958,2.58,8.067,2.396,2.05,2.23,0,21.3
358,10.52,34.801,3.16,8.061,2.391,2.1,2.22,,21.7
448,8.26,34.633,3.45,8.034,2.407,2.21,2.23,,21.9
539,7,34.566,3.28,8.035,2.405,2.43,2.26,,26.2
721,5.83,34.531,3.13,7.954,2.426,2.58,2.3,,32
903,4.81,34.541,2.72,7.918,,2.89,2.33,,34.6
1085,4.04,34.561,2.65,7.96,,2.98,,,31


STATION,6B,,,,,,,,,47,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
6,0,,S,170,0,,E,6,17,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TOW DISTANCE,4570,m,,,,,,,,,,
TIME,20,51,,local,,,,,,,,


DETAILS,TAX COUNT B910,TAX WET WT B910,TAX NAME,,,,,,,,,
DEPTH,#/haul,mg/haul,,,,,,,,,,
decimal places,0,0,,,,,,,,,,
,9,785,AMPHIPODES,,,,,,,,,
,11,5409,CARIDES,,,,,,,,,
,1,125,CEPHALOPODES,,,,,,,,,
,42,971,CHETOGNATHES,,,,,,,
,117,834,COPEPODES,,,,,,,
,1783,54661,EUPHAUSIACES,,,,,,,
,3,43,CRUSTACEA LARVA,,,,,,,
,55,564,FISH LARVA,,,,,,,
,2,25,STOMATOPODA LARVA,,,,,,,
,6,262,LEPTOCERHALES,,,,,,,
,,18036,GELATINOUS ANIMALS,,,,,,,
,22,4753,PENEIDES,,,,,,,
,1,143,PHYLLOSOMES,,,,,,,
,245,59533,FISH,,,,,,,
,137,2426,PTEROPODES THECOSOMES,,,,,,,
,7,2543,SERGESTIDES,,,,,,,


STATION,27,,,,,,,,,48
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
5,0,,S,170,0,,E,6,18,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,0,0,,local,,,,,,,,
AIRTEMP,27.3,C,,,,,,,,,,
RELAT HUMID,81,percent,,,,,,,,,,
BARPRESS,1011,mbar,,,,,,,,,,
WAVEDIR,130,degrees,,,,,,,,,,
WAVEHT,1,m,,,,,,,,,,
WAVEPER,7,sec,,,,,,,,,,
WINDDIR,240,degrees,,,,,,,,,,
WINDSP,2.1,m/sec,,,,,,,,,,

DETAILS,TEMP,,,,,,,,,,,
DEPTH,C,,,,,,,,,,,
decimal places,2,,,,,,,,,,,
0,29.5,,,,,,,,,,,


STATION,7 / A,,,,,,,,,49,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
5,4,,S,169,42,,E,6,18,1966,BORA III,4111

HEADERS,,,,,,,,,,,,

DETAILS,CHL A,CHL B/A,CHL C/A,,,,,,,,,
DEPTH,mg/m3,,,,,,,,,,,
decimal places,2,1,1,,,,,,,,,
0,0.05,,,,,,,,,,,
10,0.05,,,,,,,,,,,
25,0.06,,,,,,,,,,,
75,0.12,0.2,0.7,,,,,,,,,
100,0.15,0.4,0.8,,,,,,,,,
125,0.12,0.6,1,,,,,,,,,
150,0.1,0.8,1,,,,,,,,,
175,0.03,0.7,,,,,,,,,,


STATION,28,,,,,,,,,50,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
4,12,,S,170,0,,E,6,18,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,6,0,,local,,,,,,,,
AIRTEMP,25.3,C,,,,,,,,,,
RELAT HUMID,82,percent,,,,,,,,,,
BARPRESS,1010.4,mbar,,,,,,,,,,
WAVEDIR,130,degrees,,,,,,,,,,
WAVEHT,1,m,,,,,,,,,,
WAVEPER,9,sec,,,,,,,,,,
WINDDIR,250,degrees,,,,,,,,,,
WINDSP,1,m/sec,,,,,,,,,,

DETAILS,TEMP,,,,,,,,,,,
DEPTH,C,,,,,,,,,,,
decimal places,2,,,,,,,,,,,
0,29.7,,,,,,,,,,,


STATION,7 / A,,,,,,,,,51,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
5,4,,S,169,42,,E,6,18,1966,BORA III,4111

HEADERS,,,,,,,,,
TIME,8,48,,local,,,,,
BOTTOM DEPTH,3200,M,,,,,,,

