                                                       29 Apr 2008 15:45:16
Satellite-CALIPSO-Sensor-LIDAR_3deg


       Time (UTCG)          Latitude (deg)    Longitude (deg)    Range (km)
 5 May 2008 03:35:36.000          -77.5489          -167.1540    732.285994
 5 May 2008 03:35:37.000          -77.5037          -167.3419    732.278394
 5 May 2008 03:35:38.000          -77.4583          -167.5285    732.270746
 5 May 2008 03:35:39.000          -77.4128          -167.7138    732.263052
 5 May 2008 03:35:40.000          -77.3672          -167.8978    732.255311
 5 May 2008 03:35:41.000          -77.3215          -168.0806    732.247523
 5 May 2008 03:35:42.000          -77.2756          -168.2621    732.239688
 5 May 2008 03:35:43.000          -77.2296          -168.4423    732.231806
 5 May 2008 03:35:44.000          -77.1836          -168.6213    732.223878
 5 May 2008 03:35:45.000          -77.1374          -168.7990    732.215903
 5 May 2008 03:35:46.000          -77.0910          -168.9755    732.207881
 5 May 2008 03:35:46.124          -77.0853          -168.9974    732.206882

       Time (UTCG)          Latitude (deg)    Longitude (deg)    Range (km)
------------------------    --------------    ---------------    ----------
 5 May 2008 10:05:45.694          -77.0975          -164.2602    732.206193
 5 May 2008 10:05:46.000          -77.1117          -164.3142    732.208702
 5 May 2008 10:05:47.000          -77.1580          -164.4912    732.216866
 5 May 2008 10:05:48.000          -77.2041          -164.6695    732.224984
 5 May 2008 10:05:49.000          -77.2502          -164.8490    732.233055
 5 May 2008 10:05:50.000          -77.2961          -165.0297    732.241080
 5 May 2008 10:05:51.000          -77.3419          -165.2117    732.249058
 5 May 2008 10:05:52.000          -77.3876          -165.3950    732.256990
 5 May 2008 10:05:53.000          -77.4332          -165.5795    732.264875
 5 May 2008 10:05:54.000          -77.4787          -165.7654    732.272714
 5 May 2008 10:05:55.000          -77.5240          -165.9525    732.280506
 5 May 2008 10:05:56.000          -77.5692          -166.1410    732.288251
 5 May 2008 10:05:57.000          -77.6143          -166.3307    732.295950
 5 May 2008 10:05:58.000          -77.6592          -166.5218    732.303602
 5 May 2008 10:05:59.000          -77.7040          -166.7143    732.311207
 5 May 2008 10:06:00.000          -77.7487          -166.9081    732.318766
 5 May 2008 10:06:01.000          -77.7933          -167.1032    732.326278
 5 May 2008 10:06:02.000          -77.8377          -167.2998    732.333742
 5 May 2008 10:06:03.000          -77.8820          -167.4977    732.341161
 5 May 2008 10:06:04.000          -77.9262          -167.6970    732.348532
 5 May 2008 10:06:05.000          -77.9702          -167.8978    732.355856
 5 May 2008 10:06:06.000          -78.0141          -168.0999    732.363133
 5 May 2008 10:06:07.000          -78.0578          -168.3035    732.370364
 5 May 2008 10:06:08.000          -78.1014          -168.5085    732.377547
 5 May 2008 10:06:09.000          -78.1449          -168.7150    732.384684
 5 May 2008 10:06:10.000          -78.1882          -168.9229    732.391773
 5 May 2008 10:06:11.000          -78.2314          -169.1323    732.398815
 5 May 2008 10:06:12.000          -78.2744          -169.3432    732.405811
 5 May 2008 10:06:13.000          -78.3173          -169.5556    732.412759
 5 May 2008 10:06:14.000          -78.3600          -169.7696    732.419660
 5 May 2008 10:06:15.000          -78.4026          -169.9850    732.426513
 5 May 2008 10:06:15.356          -78.4177          -170.0621    732.428942

       Time (UTCG)          Latitude (deg)    Longitude (deg)    Range (km)
------------------------    --------------    ---------------    ----------
 7 May 2008 03:23:06.497          -77.9356          -162.3747    732.345928
 7 May 2008 03:23:07.000          -77.9134          -162.4754    732.342298
 7 May 2008 03:23:08.000          -77.8692          -162.6744    732.335052
 7 May 2008 03:23:09.000          -77.8249          -162.8720    732.327760
 7 May 2008 03:23:10.000          -77.7805          -163.0682    732.320420
 7 May 2008 03:23:11.000          -77.7359          -163.2630    732.313033
 7 May 2008 03:23:12.000          -77.6912          -163.4565    732.305599
 7 May 2008 03:23:13.000          -77.6463          -163.6486    732.298118
 7 May 2008 03:23:14.000          -77.6014          -163.8393    732.290589
 7 May 2008 03:23:15.000          -77.5563          -164.0288    732.283014
 7 May 2008 03:23:16.000          -77.5110          -164.2169    732.275392
 7 May 2008 03:23:17.000          -77.4657          -164.4037    732.267723
 7 May 2008 03:23:18.000          -77.4202          -164.5892    732.260007
 7 May 2008 03:23:19.000          -77.3746          -164.7735    732.252245
 7 May 2008 03:23:20.000          -77.3289          -164.9564    732.244435
 7 May 2008 03:23:21.000          -77.2831          -165.1381    732.236579
 7 May 2008 03:23:22.000          -77.2371          -165.3185    732.228676
 7 May 2008 03:23:23.000          -77.1911          -165.4977    732.220726
 7 May 2008 03:23:24.000          -77.1449          -165.6757    732.212729
 7 May 2008 03:23:25.000          -77.0986          -165.8524    732.204686
 7 May 2008 03:23:26.000          -77.0522          -166.0279    732.196596
 7 May 2008 03:23:27.000          -77.0057          -166.2023    732.188459
 7 May 2008 03:23:28.000          -76.9591          -166.3754    732.180276
 7 May 2008 03:23:28.560          -76.9329          -166.4718    732.175673

       Time (UTCG)          Latitude (deg)    Longitude (deg)    Range (km)
------------------------    --------------    ---------------    ----------
 7 May 2008 09:53:33.500          -77.4950          -162.7408    732.251151
 7 May 2008 09:53:34.000          -77.5176          -162.8344    732.255034
 7 May 2008 09:53:35.000          -77.5629          -163.0227    732.262768
 7 May 2008 09:53:36.000          -77.6080          -163.2123    732.270455
 7 May 2008 09:53:37.000          -77.6529          -163.4032    732.278096
 7 May 2008 09:53:38.000          -77.6978          -163.5955    732.285689
 7 May 2008 09:53:39.000          -77.7425          -163.7891    732.293237
 7 May 2008 09:53:40.000          -77.7871          -163.9841    732.300737
 7 May 2008 09:53:41.000          -77.8315          -164.1804    732.308191
 7 May 2008 09:53:42.000          -77.8758          -164.3781    732.315598
 7 May 2008 09:53:43.000          -77.9200          -164.5773    732.322958
 7 May 2008 09:53:44.000          -77.9641          -164.7778    732.330271
 7 May 2008 09:53:45.000          -78.0080          -164.9798    732.337537
 7 May 2008 09:53:46.000          -78.0517          -165.1831    732.344756
 7 May 2008 09:53:47.000          -78.0953          -165.3880    732.351929
 7 May 2008 09:53:48.000          -78.1388          -165.5942    732.359054
 7 May 2008 09:53:49.000          -78.1822          -165.8020    732.366133
 7 May 2008 09:53:50.000          -78.2253          -166.0112    732.373164
 7 May 2008 09:53:51.000          -78.2684          -166.2219    732.380148
 7 May 2008 09:53:52.000          -78.3113          -166.4341    732.387085
 7 May 2008 09:53:53.000          -78.3540          -166.6478    732.393975
 7 May 2008 09:53:54.000          -78.3966          -166.8630    732.400818
 7 May 2008 09:53:55.000          -78.4390          -167.0797    732.407614
 7 May 2008 09:53:56.000          -78.4813          -167.2980    732.414363
 7 May 2008 09:53:57.000          -78.5234          -167.5179    732.421064
 7 May 2008 09:53:58.000          -78.5654          -167.7393    732.427718
 7 May 2008 09:53:59.000          -78.6072          -167.9622    732.434325
 7 May 2008 09:54:00.000          -78.6488          -168.1868    732.440885
 7 May 2008 09:54:00.711          -78.6783          -168.3473    732.445517

       Time (UTCG)          Latitude (deg)    Longitude (deg)    Range (km)
------------------------    --------------    ---------------    ----------
 9 May 2008 09:41:27.501          -78.1577          -162.5892    732.345965
 9 May 2008 09:41:28.000          -78.1793          -162.6930    732.349487
 9 May 2008 09:41:29.000          -78.2225          -162.9021    732.356505
 9 May 2008 09:41:30.000          -78.2656          -163.1127    732.363475
 9 May 2008 09:41:31.000          -78.3085          -163.3248    732.370399
 9 May 2008 09:41:32.000          -78.3512          -163.5384    732.377275
 9 May 2008 09:41:33.000          -78.3938          -163.7535    732.384105
 9 May 2008 09:41:34.000          -78.4363          -163.9701    732.390887
 9 May 2008 09:41:35.000          -78.4785          -164.1883    732.397622
 9 May 2008 09:41:36.000          -78.5207          -164.4080    732.404310
 9 May 2008 09:41:37.000          -78.5627          -164.6293    732.410950
 9 May 2008 09:41:38.000          -78.6045          -164.8522    732.417544
 9 May 2008 09:41:39.000          -78.6461          -165.0766    732.424090
 9 May 2008 09:41:40.000          -78.6876          -165.3027    732.430589
 9 May 2008 09:41:40.502          -78.7083          -165.4167    732.433832

       Time (UTCG)          Latitude (deg)    Longitude (deg)    Range (km)
------------------------    --------------    ---------------    ----------
10 May 2008 03:53:42.848          -78.7368          -166.0754    732.474570
10 May 2008 03:53:43.000          -78.7306          -166.1101    732.473618
10 May 2008 03:53:44.000          -78.6893          -166.3379    732.467316
10 May 2008 03:53:45.000          -78.6478          -166.5641    732.460966
10 May 2008 03:53:46.000          -78.6062          -166.7886    732.454568
10 May 2008 03:53:47.000          -78.5644          -167.0116    732.448123
10 May 2008 03:53:48.000          -78.5225          -167.2330    732.441631
10 May 2008 03:53:49.000          -78.4804          -167.4529    732.435091
10 May 2008 03:53:50.000          -78.4381          -167.6712    732.428503
10 May 2008 03:53:51.000          -78.3957          -167.8879    732.421868
10 May 2008 03:53:52.000          -78.3531          -168.1032    732.415185
10 May 2008 03:53:53.000          -78.3104          -168.3169    732.408455
10 May 2008 03:53:54.000          -78.2675          -168.5291    732.401678
10 May 2008 03:53:55.000          -78.2245          -168.7398    732.394853
10 May 2008 03:53:56.000          -78.1813          -168.9490    732.387981
10 May 2008 03:53:57.000          -78.1380          -169.1568    732.381062
10 May 2008 03:53:58.000          -78.0945          -169.3631    732.374095
10 May 2008 03:53:59.000          -78.0509          -169.5679    732.367081
10 May 2008 03:54:00.000          -78.0072          -169.7713    732.360019
10 May 2008 03:54:01.000          -77.9633          -169.9733    732.352911
10 May 2008 03:54:02.000          -77.9193          -170.1738    732.345755
10 May 2008 03:54:03.000          -77.8751          -170.3730    732.338552
10 May 2008 03:54:04.000          -77.8308          -170.5707    732.331302
10 May 2008 03:54:05.000          -77.7864          -170.7671    732.324005
10 May 2008 03:54:05.859          -77.7481          -170.9347    732.317699

       Time (UTCG)          Latitude (deg)    Longitude (deg)    Range (km)
------------------------    --------------    ---------------    ----------
10 May 2008 10:24:18.884          -77.0460          -168.6975    732.222519
10 May 2008 10:24:19.000          -77.0514          -168.7177    732.223470
10 May 2008 10:24:20.000          -77.0978          -168.8932    732.231666
10 May 2008 10:24:21.000          -77.1441          -169.0698    732.239816
10 May 2008 10:24:22.000          -77.1903          -169.2477    732.247919
10 May 2008 10:24:23.000          -77.2364          -169.4269    732.255976
10 May 2008 10:24:24.000          -77.2824          -169.6072    732.263987
10 May 2008 10:24:25.000          -77.3282          -169.7889    732.271951
10 May 2008 10:24:26.000          -77.3739          -169.9718    732.279868
10 May 2008 10:24:27.000          -77.4195          -170.1559    732.287739
10 May 2008 10:24:28.000          -77.4650          -170.3414    732.295563
10 May 2008 10:24:29.000          -77.5104          -170.5282    732.303341
10 May 2008 10:24:29.958          -77.5538          -170.7083    732.310750

       Time (UTCG)          Latitude (deg)    Longitude (deg)    Range (km)
------------------------    --------------    ---------------    ----------
12 May 2008 03:41:26.175          -78.5566          -163.9639    732.431347
12 May 2008 03:41:27.000          -78.5220          -164.1464    732.425955
12 May 2008 03:41:28.000          -78.4799          -164.3662    732.419377
12 May 2008 03:41:29.000          -78.4377          -164.5845    732.412751
12 May 2008 03:41:30.000          -78.3952          -164.8012    732.406077
12 May 2008 03:41:31.000          -78.3527          -165.0164    732.399356
12 May 2008 03:41:32.000          -78.3099          -165.2301    732.392588
12 May 2008 03:41:33.000          -78.2670          -165.4423    732.385772
12 May 2008 03:41:34.000          -78.2240          -165.6530    732.378909
12 May 2008 03:41:35.000          -78.1808          -165.8622    732.371998
12 May 2008 03:41:36.000          -78.1375          -166.0699    732.365040
12 May 2008 03:41:37.000          -78.0940          -166.2762    732.358035
12 May 2008 03:41:38.000          -78.0504          -166.4810    732.350983
12 May 2008 03:41:39.000          -78.0067          -166.6843    732.343883
12 May 2008 03:41:40.000          -77.9628          -166.8863    732.336736
12 May 2008 03:41:41.000          -77.9187          -167.0868    732.329542
12 May 2008 03:41:42.000          -77.8746          -167.2859    732.322301
12 May 2008 03:41:43.000          -77.8303          -167.4836    732.315013
12 May 2008 03:41:44.000          -77.7858          -167.6800    732.307677
12 May 2008 03:41:45.000          -77.7413          -167.8750    732.300294
12 May 2008 03:41:46.000          -77.6966          -168.0686    732.292865
12 May 2008 03:41:47.000          -77.6517          -168.2608    732.285388
12 May 2008 03:41:48.000          -77.6068          -168.4517    732.277865
12 May 2008 03:41:49.000          -77.5617          -168.6413    732.270294
12 May 2008 03:41:50.000          -77.5165          -168.8296    732.262676
12 May 2008 03:41:51.000          -77.4711          -169.0165    732.255012
12 May 2008 03:41:52.000          -77.4257          -169.2022    732.247301
12 May 2008 03:41:53.000          -77.3801          -169.3865    732.239542
12 May 2008 03:41:54.000          -77.3344          -169.5696    732.231737
12 May 2008 03:41:55.000          -77.2886          -169.7515    732.223886
12 May 2008 03:41:55.741          -77.2546          -169.8853    732.218038

       Time (UTCG)          Latitude (deg)    Longitude (deg)    Range (km)
------------------------    --------------    ---------------    ----------
12 May 2008 10:11:56.385          -76.9787          -165.3496    732.190048
12 May 2008 10:11:57.000          -77.0074          -165.4562    732.195132
12 May 2008 10:11:58.000          -77.0539          -165.6305    732.203359
12 May 2008 10:11:59.000          -77.1003          -165.8060    732.211539
12 May 2008 10:12:00.000          -77.1466          -165.9828    732.219673
12 May 2008 10:12:01.000          -77.1928          -166.1607    732.227761
12 May 2008 10:12:02.000          -77.2389          -166.3399    732.235802
12 May 2008 10:12:03.000          -77.2848          -166.5203    732.243797
12 May 2008 10:12:04.000          -77.3307          -166.7020    732.251745
12 May 2008 10:12:05.000          -77.3764          -166.8849    732.259646
12 May 2008 10:12:06.000          -77.4220          -167.0692    732.267501
12 May 2008 10:12:07.000          -77.4675          -167.2547    732.275310
12 May 2008 10:12:08.000          -77.5129          -167.4415    732.283072
12 May 2008 10:12:09.000          -77.5581          -167.6296    732.290787
12 May 2008 10:12:10.000          -77.6032          -167.8190    732.298455
12 May 2008 10:12:11.000          -77.6482          -168.0098    732.306077
12 May 2008 10:12:12.000          -77.6931          -168.2019    732.313652
12 May 2008 10:12:13.000          -77.7378          -168.3954    732.321181
12 May 2008 10:12:14.000          -77.7824          -168.5902    732.328662
12 May 2008 10:12:15.000          -77.8269          -168.7864    732.336097
12 May 2008 10:12:16.000          -77.8712          -168.9840    732.343485
12 May 2008 10:12:17.000          -77.9154          -169.1829    732.350826
12 May 2008 10:12:18.000          -77.9594          -169.3833    732.358120
12 May 2008 10:12:19.000          -78.0034          -169.5851    732.365367
12 May 2008 10:12:20.000          -78.0471          -169.7883    732.372567
12 May 2008 10:12:21.000          -78.0908          -169.9930    732.379720
12 May 2008 10:12:22.000          -78.1343          -170.1991    732.386827
12 May 2008 10:12:23.000          -78.1776          -170.4066    732.393886
12 May 2008 10:12:24.000          -78.2208          -170.6157    732.400898
12 May 2008 10:12:24.054          -78.2232          -170.6271    732.401279

       Time (UTCG)          Latitude (deg)    Longitude (deg)    Range (km)
------------------------    --------------    ---------------    ----------
14 May 2008 03:29:13.427          -78.2017          -162.6690    732.365102
14 May 2008 03:29:14.000          -78.1770          -162.7886    732.361117
14 May 2008 03:29:15.000          -78.1336          -162.9962    732.354123
14 May 2008 03:29:16.000          -78.0901          -163.2023    732.347083
14 May 2008 03:29:17.000          -78.0465          -163.4070    732.339995
14 May 2008 03:29:18.000          -78.0027          -163.6102    732.332860
14 May 2008 03:29:19.000          -77.9588          -163.8121    732.325678
14 May 2008 03:29:20.000          -77.9148          -164.0124    732.318448
14 May 2008 03:29:21.000          -77.8706          -164.2114    732.311172
14 May 2008 03:29:22.000          -77.8263          -164.4090    732.303848
14 May 2008 03:29:23.000          -77.7818          -164.6053    732.296477
14 May 2008 03:29:24.000          -77.7373          -164.8001    732.289059
14 May 2008 03:29:25.000          -77.6925          -164.9936    732.281594
14 May 2008 03:29:26.000          -77.6477          -165.1857    732.274083
14 May 2008 03:29:27.000          -77.6027          -165.3765    732.266524
14 May 2008 03:29:28.000          -77.5576          -165.5660    732.258918
14 May 2008 03:29:29.000          -77.5124          -165.7541    732.251265
14 May 2008 03:29:30.000          -77.4671          -165.9409    732.243565
14 May 2008 03:29:31.000          -77.4216          -166.1265    732.235819
14 May 2008 03:29:32.000          -77.3760          -166.3107    732.228025
14 May 2008 03:29:33.000          -77.3303          -166.4937    732.220185
14 May 2008 03:29:34.000          -77.2845          -166.6754    732.212298
14 May 2008 03:29:35.000          -77.2385          -166.8559    732.204364
14 May 2008 03:29:36.000          -77.1924          -167.0351    732.196384
14 May 2008 03:29:37.000          -77.1463          -167.2130    732.188356
14 May 2008 03:29:38.000          -77.1000          -167.3898    732.180282
14 May 2008 03:29:39.000          -77.0536          -167.5653    732.172162
14 May 2008 03:29:40.000          -77.0070          -167.7397    732.163995
14 May 2008 03:29:40.787          -76.9704          -167.8760    732.157534

       Time (UTCG)          Latitude (deg)    Longitude (deg)    Range (km)
------------------------    --------------    ---------------    ----------
14 May 2008 09:59:41.616          -77.2729          -163.3785    732.213181
14 May 2008 09:59:42.000          -77.2905          -163.4479    732.216233
14 May 2008 09:59:43.000          -77.3363          -163.6297    732.224160
14 May 2008 09:59:44.000          -77.3820          -163.8128    732.232040
14 May 2008 09:59:45.000          -77.4276          -163.9972    732.239873
14 May 2008 09:59:46.000          -77.4731          -164.1829    732.247660
14 May 2008 09:59:47.000          -77.5185          -164.3698    732.255400
14 May 2008 09:59:48.000          -77.5637          -164.5581    732.263094
14 May 2008 09:59:49.000          -77.6088          -164.7477    732.270741
14 May 2008 09:59:50.000          -77.6538          -164.9386    732.278341
14 May 2008 09:59:51.000          -77.6986          -165.1309    732.285895
14 May 2008 09:59:52.000          -77.7433          -165.3245    732.293402
14 May 2008 09:59:53.000          -77.7879          -165.5195    732.300862
14 May 2008 09:59:54.000          -77.8323          -165.7159    732.308275
14 May 2008 09:59:55.000          -77.8767          -165.9136    732.315642
14 May 2008 09:59:56.000          -77.9208          -166.1127    732.322961
14 May 2008 09:59:57.000          -77.9649          -166.3133    732.330234
14 May 2008 09:59:58.000          -78.0088          -166.5152    732.337460
14 May 2008 09:59:59.000          -78.0526          -166.7186    732.344639
14 May 2008 10:00:00.000          -78.0962          -166.9235    732.351771
14 May 2008 10:00:01.000          -78.1397          -167.1297    732.358856
14 May 2008 10:00:02.000          -78.1830          -167.3375    732.365894
14 May 2008 10:00:03.000          -78.2262          -167.5467    732.372885
14 May 2008 10:00:04.000          -78.2692          -167.7574    732.379829
14 May 2008 10:00:05.000          -78.3121          -167.9696    732.386725
14 May 2008 10:00:06.000          -78.3549          -168.1833    732.393575
14 May 2008 10:00:07.000          -78.3975          -168.3986    732.400378
14 May 2008 10:00:08.000          -78.4399          -168.6153    732.407133
14 May 2008 10:00:09.000          -78.4822          -168.8336    732.413841
14 May 2008 10:00:10.000          -78.5243          -169.0535    732.420502
14 May 2008 10:00:11.000          -78.5662          -169.2749    732.427116
