Table 45.  PAD District 3—Year-to-Date Imports of Crude Oil and Petroleum Products into the United States by ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"         Country of Origin, January-September 2007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,         (Thousand Barrels),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country of Origin,,,Crude Oila,,Liquefied Petroleum Gases,Unfinished Oilsa,Finished Motor Gasoline,,,Motor Gasoline Blend. Comp.,,,Oxygenates,,,Distillate Fuel Oil,,,,,Kerosene,Finished Aviation Gasoline,Aviation Gasoline Blend. Comp.,Kerosene-Type Jet Fuel,Special Naphthas,Residual Fuel Oil,,,,Petrochemical Feedstocks,,Waxes,"Petrol-
eum
 Coke",Asphalt and Road Oil,"Lubri-
cants",Misc. Products,Total Products,Total Crude Oil and Products,Daily Average,,
,,,,Pentanes Plus,,,Reformulated,Conventional,Total,Reform-ulated ,Conven-tional,Total,Fuel Ethanol (FE),Methyl Tertiary Butyl Ether (MTBE),Other Oxygen-ates,15 ppm sulfur and under,Greater than 15 ppm to 500 ppm sulfur,501 to 2000 ppm,Greater than 2000 ppm,Total,,,,,,Less than  0.31 % sulfur,0.31 to 1.00     % sulfur,Greater than 1.00 % sulfur,Total,Naphtha,Other Oils,,,,,,,,Crude Oil,Products,Total
OPEC,,,"970,190","6,593","15,446","21,870",0,217,217,108,"3,466","3,574",0,0,0,62,0,632,0,694,0,0,0,589,770,"1,086","1,304",360,"2,750","1,161","32,811",0,725,71,47,13,"87,331","1,057,521","3,554",320,"3,874"
,Algeria,,"85,893",0,"4,632",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,26,0,0,0,0,0,"30,567",0,0,0,0,0,"35,271","121,164",315,129,444
,Angola,,"81,615",0,0,"1,128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,129",0,"1,129",0,0,0,0,0,0,0,"2,257","83,872",299,8,307
,Indonesia,,0,0,0,"1,405",0,0,0,0,0,0,0,0,0,62,0,0,0,62,0,0,0,0,0,206,0,0,206,0,934,0,0,0,0,0,"2,607","2,607",0,10,10
,Iran,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Iraq,,"91,294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"91,294",334,0,334
,Kuwait,,"43,430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0,704,0,0,0,"1,020","44,450",159,4,163
,Libya,,"10,925",0,613,"4,493",0,0,0,0,96,96,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,170,598,"1,310",0,0,0,0,0,"7,280","18,205",40,27,67
,Nigeria,,"164,948",0,"3,489","3,953",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0,375,522,0,0,0,0,0,0,"8,339","173,287",604,31,635
,Qatar,,0,0,0,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,491,0,2,2
,Saudi Arabia,,"227,867",0,"3,006",0,0,0,0,0,0,0,0,0,0,0,0,632,0,632,0,0,0,0,710,0,0,260,260,0,0,0,0,0,0,0,"4,608","232,475",835,17,852
,United Arab Emirates,,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,228,228,0,1,1
,Venezuela,,"264,218","6,593","3,706","10,246",0,217,217,108,"3,370","3,478",0,0,0,0,0,0,0,0,0,0,0,253,34,335,175,0,510,41,0,0,21,71,47,13,"25,230","289,448",968,92,"1,060"
Non OPEC,,,"573,108","1,817","7,183","108,486",0,"7,556","7,556",878,"14,795","15,673",922,0,0,"2,548",61,"3,083",120,"5,812",7,0,0,707,"2,415","2,639","8,628","15,454","26,721","19,617","6,735",346,"2,245",2,"2,411",35,"208,802","781,910","2,099",765,"2,864"
,Argentina,,"3,978",0,0,691,0,"1,465","1,465",0,206,206,0,0,0,0,0,113,0,113,0,0,0,0,0,0,70,0,70,399,123,0,870,0,38,0,"3,975","7,953",15,15,29
,Aruba,,0,200,0,"22,288",0,0,0,0,499,499,0,0,0,0,0,0,120,120,0,0,0,267,0,0,0,0,0,919,0,0,0,0,0,0,"24,293","24,293",0,89,89
,Australia,,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,2,0,2
,Bahamas,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bahrain,,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,312,0,1,1
,Belgium,,0,0,11,"13,361",0,0,0,0,342,342,0,0,0,0,0,162,0,162,0,0,0,0,46,149,102,0,251,18,292,0,0,0,2,0,"14,485","14,485",0,53,53
,Brazil,,"21,144",0,137,697,0,985,985,0,316,316,447,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,215,0,0,404,0,0,34,"3,483","24,627",77,13,90
,Brunei,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cameroon,,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,303,45,0,0,0,0,0,0,650,650,0,2,2
,Canada,,"25,153",0,0,478,0,0,0,0,62,62,0,0,0,"1,970",0,0,0,"1,970",0,0,0,0,555,0,77,0,77,"1,618",48,0,390,0,1,0,"5,199","30,352",92,19,111
,Chad,,"7,191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,191",26,0,26
,China,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,82,463,0,1,0,547,547,0,2,2
,Colombia,,"23,819",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,101,"23,920",87,0,88
,Congo (Brazzaville),,"10,577",0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,"10,944",39,1,40
,Denmark,,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,242,0,0,0,0,0,0,0,463,463,0,2,2
,Ecuador,,"10,385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,65,180,0,0,0,0,0,0,245,"10,630",38,1,39
,Egypt,,0,0,0,0,0,0,0,0,485,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,485,0,2,2
,Equatorial Guinea,,"10,594",0,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,"11,053",39,2,40
,Estonia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Finland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,France,,0,0,132,808,0,0,0,0,"1,173","1,173",0,0,0,0,0,103,0,103,0,0,0,0,8,0,110,128,238,16,441,41,0,0,24,0,"2,984","2,984",0,11,11
,Gabon,,900,0,0,0,0,319,319,260,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579,"1,479",3,2,5
,Germany,,0,0,0,"4,620",0,"1,209","1,209",0,462,462,0,0,0,0,0,0,0,0,0,0,0,0,24,0,354,318,672,121,0,13,19,0,38,0,"7,178","7,178",0,26,26
,Guatemala,,"3,444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,444",13,0,13
,India,,0,0,0,"2,374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871,362,"1,233",0,378,11,0,2,0,0,"3,998","3,998",0,15,15
,Italy,,0,0,58,"1,707",0,310,310,537,285,822,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,"1,446","1,446",494,0,0,0,0,196,0,"5,049","5,049",0,18,18
,"Korea, South",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,722,0,0,0,0,164,22,0,0,0,"1,927",0,"3,165","3,165",0,12,12
,Latvia,,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,284,0,1,1
,Lithuania,,0,0,0,877,0,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,177","1,177",0,4,4
