# StationID,Lat(deg.NAD27),Lon(deg.NAD27),Elev(m.NGVD29),Obs_grav(mGal),Free_air_anom(mGal),Inner_terr_corr(mGal),Total_terr_corr(mGal),Complete_Bouguer_anom(mGal),Isostatic_anom(mGal) -- see USGS OFR2006-1396 for more info
99193xt,36.6185,-114.2358,742.4,979627.47,-15.15,0.41,1.54,-97.57,17.72
99194yu,36.6230,-114.2373,728.1,979631.23,-16.18,0.47,1.60,-96.93,18.41
99195zv,36.6263,-114.2398,733.8,979630.59,-15.35,0.33,1.40,-96.94,18.38
99196aw,36.6300,-114.2450,691.1,979638.01,-21.43,0.32,1.38,-98.22,16.99
99197bx,36.6340,-114.2462,683.7,979639.43,-22.64,0.28,1.31,-98.66,16.60
99198cy,36.6393,-114.2462,657.0,979644.88,-25.89,0.28,1.34,-98.86,16.53
99199dz,36.6418,-114.2512,636.9,979647.98,-29.21,0.31,1.29,-99.97,15.29
99200eb,36.6423,-114.2570,613.0,979650.95,-33.64,0.33,1.25,-101.75,13.32
99201fc,36.6440,-114.2623,588.0,979653.41,-39.05,0.22,1.07,-104.51,10.41
99202gd,36.6467,-114.2682,556.7,979656.68,-45.66,0.26,1.07,-107.58,7.21
99203he,36.6507,-114.2730,536.4,979654.82,-54.15,0.21,0.96,-113.88,0.86
99204if,36.6533,-114.2775,520.0,979654.58,-59.67,0.17,0.88,-117.64,-2.98
99205jg,36.6560,-114.2823,494.1,979656.48,-65.98,0.12,0.83,-121.08,-6.52
99206kh,36.6598,-114.2860,476.1,979657.79,-70.55,0.11,0.82,-123.63,-9.11
99207li,36.6745,-114.2820,422.2,979667.95,-78.31,0.14,1.19,-124.91,-9.76
99208mj,36.6815,-114.2798,421.1,979668.07,-79.14,0.09,1.14,-125.67,-10.20
99209nk,36.6847,-114.2688,421.8,979671.57,-75.70,0.29,1.54,-121.91,-5.91
99210ol,36.6893,-114.2615,420.3,979673.67,-74.47,0.21,1.58,-120.46,-4.08
99211pm,36.6952,-114.2547,443.0,979669.13,-72.51,0.29,1.51,-121.14,-4.35
99212qn,36.7000,-114.2438,456.5,979666.98,-70.91,0.24,1.51,-121.07,-3.74
99213ro,36.7085,-114.2387,432.0,979669.10,-77.08,0.30,1.71,-124.26,-6.48
99214sp,36.7230,-114.2268,435.9,979666.58,-79.65,0.28,1.56,-127.44,-8.78
99215tq,36.7728,-114.0427,581.0,979606.10,-99.68,0.04,1.29,-164.13,-36.32
99216ur,36.7727,-114.0347,583.8,979606.82,-98.08,0.05,1.39,-162.74,-34.53
99217vs,36.7727,-114.0240,579.7,979607.62,-98.55,0.03,1.56,-162.58,-33.82
99218wt,36.7742,-114.0053,586.3,979609.03,-95.22,0.03,1.92,-159.65,-29.86
99253xu,36.7718,-114.0163,587.0,979607.57,-96.27,0.03,1.70,-160.99,-31.84
99254yv,36.7683,-114.0125,601.6,979606.36,-92.67,0.05,1.79,-158.95,-29.63
99255zw,36.7642,-114.0110,608.0,979604.79,-91.91,0.04,1.88,-158.82,-29.45
99256ax,36.7600,-114.0087,618.0,979603.35,-89.91,0.05,1.99,-157.83,-28.42
99257by,36.7560,-114.0065,630.6,979602.08,-86.94,0.05,2.08,-156.20,-26.73
99258cz,36.7530,-114.0050,643.9,979601.23,-83.42,0.05,2.10,-154.16,-24.63
99259da,36.7487,-114.0050,658.9,979599.77,-79.87,0.06,2.18,-152.23,-22.75
99260eb,36.7442,-114.0022,670.7,979598.61,-77.02,0.08,2.37,-150.52,-20.96
99261fc,36.7397,-114.0000,691.9,979598.06,-70.63,0.09,2.48,-146.41,-16.82
99272gd,36.7128,-114.0115,817.0,979585.99,-41.76,0.15,2.65,-131.50,-2.84
99273he,36.7137,-114.0278,821.0,979579.36,-47.24,0.15,2.23,-137.84,-10.12
9N/300fd,36.3222,-114.3063,619.0,979639.41,-15.67,0.72,1.66,-84.04,22.43
9N/310vq,36.3240,-114.2985,631.3,979640.02,-11.41,1.57,2.66,-80.17,26.62
9e/040ur,36.2978,-114.3187,630.1,979631.28,-18.29,0.35,1.14,-88.42,17.29
AR001tp,36.3627,-114.1207,849.9,979569.51,-17.82,0.16,0.95,-112.95,2.69
C100Bmq,36.5553,-114.2470,628.5,979629.86,-42.43,0.08,0.94,-112.59,0.63
C100lr,36.5547,-114.2512,609.9,979635.23,-42.74,0.07,0.96,-110.78,2.23
C12ns,36.5922,-114.2142,792.2,979612.13,-12.85,0.29,1.77,-100.66,15.02
C16pt,36.5908,-114.2155,783.0,979613.05,-14.63,0.27,1.71,-101.46,14.13
C1ou,36.5958,-114.2105,819.0,979608.16,-8.86,0.30,1.87,-99.59,16.32
C20qv,36.5895,-114.2167,775.0,979614.06,-15.97,0.24,1.66,-101.96,13.55
C24rw,36.5878,-114.2182,766.4,979615.22,-17.33,0.21,1.60,-102.40,12.99
C28sx,36.5867,-114.2198,758.0,979616.19,-18.85,0.19,1.55,-103.02,12.24
C32ty,36.5853,-114.2213,749.8,979617.54,-19.92,0.17,1.50,-103.21,11.95
C36uz,36.5838,-114.2223,740.6,979618.70,-21.47,0.16,1.49,-103.74,11.35
C40Aua,36.5815,-114.2230,729.1,979619.66,-23.87,0.14,1.46,-104.87,10.14
C40Bvb,36.5807,-114.2218,727.1,979619.28,-24.79,0.16,1.51,-105.51,9.53
C40tc,36.5822,-114.2240,730.1,979620.44,-22.82,0.14,1.43,-103.96,11.03
C42wd,36.5810,-114.2250,725.3,979621.12,-23.53,0.12,1.39,-104.17,10.73
C44ye,36.5800,-114.2260,720.6,979621.70,-24.30,0.11,1.36,-104.44,10.38
C46zf,36.5792,-114.2268,715.3,979622.29,-25.27,0.11,1.34,-104.84,9.92
C48ag,36.5783,-114.2278,710.7,979623.15,-25.78,0.10,1.31,-104.85,9.84
C4xh,36.5948,-114.2115,811.6,979609.57,-9.66,0.30,1.85,-99.57,16.27
C50Aci,36.5767,-114.2275,705.1,979622.47,-28.02,0.10,1.32,-106.46,8.18
C50Bdj,36.5758,-114.2265,704.0,979621.64,-29.13,0.10,1.34,-107.42,7.24
C50bk,36.5775,-114.2285,706.1,979623.74,-26.52,0.10,1.30,-105.09,9.52
C52el,36.5765,-114.2295,700.7,979624.60,-27.23,0.10,1.28,-105.21,9.33
C54hu,36.5755,-114.2303,696.1,979624.98,-28.19,0.10,1.27,-105.66,8.81
C56bo,36.5747,-114.2312,691.3,979625.37,-29.20,0.10,1.26,-106.14,8.27
C58wj,36.5740,-114.2322,687.9,979625.14,-30.44,0.09,1.22,-107.02,7.32
C60Aye,36.5725,-114.2322,681.8,979625.03,-32.29,0.09,1.22,-108.19,6.11
C60Bzf,36.5718,-114.2312,680.6,979624.25,-33.40,0.09,1.25,-109.13,5.21
C60rg,36.5732,-114.2332,683.3,979625.51,-31.41,0.09,1.21,-107.50,6.76
C62Avb,36.5715,-114.2330,677.0,979625.37,-33.36,0.09,1.21,-108.72,5.52
C62Bwc,36.5707,-114.2318,674.6,979624.74,-34.67,0.09,1.24,-109.73,4.55
C62od,36.5722,-114.2340,678.8,979625.42,-32.81,0.09,1.19,-108.40,5.81
C64Asy,36.5703,-114.2335,660.9,979625.61,-37.97,0.25,1.43,-111.31,2.89
C64Btz,36.5697,-114.2323,670.9,979624.74,-35.71,0.09,1.23,-110.37,3.87
C64la,36.5712,-114.2347,674.9,979625.80,-33.56,0.09,1.18,-108.72,5.43
C66Apv,36.5693,-114.2343,669.5,979625.80,-35.06,0.08,1.18,-109.61,4.52
C66Bqw,36.5685,-114.2330,666.8,979625.22,-36.38,0.08,1.21,-110.60,3.58
C66ix,36.5702,-114.2355,670.5,979626.48,-34.13,0.09,1.17,-108.81,5.28
C68Alr,36.5687,-114.2353,664.5,979626.24,-36.11,0.09,1.18,-110.09,3.98
C68Bms,36.5677,-114.2340,661.4,979625.75,-37.46,0.09,1.22,-111.06,3.05
C68et,36.5693,-114.2363,665.2,979626.87,-35.30,0.09,1.16,-109.38,4.65
C70Aio,36.5677,-114.2363,660.8,979626.41,-36.98,0.08,1.15,-110.57,3.42
C70Bjp,36.5670,-114.2352,657.7,979626.12,-38.18,0.09,1.20,-111.38,2.66
C70bq,36.5683,-114.2373,662.9,979626.95,-35.85,0.09,1.14,-109.69,4.27
C72Alr,36.5668,-114.2372,657.2,979627.20,-37.22,0.08,1.14,-110.42,3.52
C72Bms,36.5660,-114.2360,656.4,979626.09,-38.51,0.07,1.15,-111.61,2.38
C72kt,36.5675,-114.2382,659.0,979627.50,-36.42,0.09,1.13,-109.84,4.06
C74Aou,36.5655,-114.2378,653.6,979627.16,-38.25,0.07,1.12,-111.07,2.80
C74Bpv,36.5647,-114.2368,653.3,979626.29,-39.16,0.06,1.12,-111.94,1.96
C74nw,36.5665,-114.2388,655.1,979627.98,-37.07,0.08,1.11,-110.07,3.78
C77qx,36.5652,-114.2398,653.5,979627.35,-38.09,0.08,1.09,-110.92,2.85
C80ry,36.5638,-114.2410,645.3,979628.12,-39.72,0.08,1.09,-111.64,2.06
C83Avz,36.5623,-114.2407,639.3,979629.52,-40.04,0.07,1.09,-111.27,2.40
C83Bwa,36.5615,-114.2398,642.1,979628.12,-40.51,0.06,1.07,-112.07,1.62
C83tb,36.5630,-114.2417,639.6,979629.86,-39.68,0.08,1.09,-110.94,2.71
C84xc,36.5623,-114.2422,641.0,979629.33,-39.72,0.07,1.06,-111.17,2.44
C88yd,36.5608,-114.2443,634.6,979630.93,-39.95,0.07,1.03,-110.72,2.77
C8ue,36.5935,-114.2128,801.5,979610.97,-11.24,0.30,1.81,-100.06,15.70
C92zf,36.5595,-114.2460,628.4,979631.85,-40.82,0.07,1.01,-110.90,2.49
C94Acg,36.5578,-114.2462,622.6,979632.57,-41.77,0.07,1.02,-111.19,2.14
C94Bdh,36.5570,-114.2452,631.5,979629.67,-41.85,0.09,0.99,-112.30,1.04
C94bi,36.5587,-114.2470,624.9,979632.56,-41.14,0.07,1.01,-110.82,2.50
C96ej,36.5578,-114.2478,621.6,979633.05,-41.57,0.07,1.00,-110.90,2.36
DGH100ko,36.3820,-114.4250,439.2,979646.84,-68.88,0.09,0.41,-118.18,-14.10
DGH101lp,36.3830,-114.4150,417.6,979647.64,-74.82,0.08,0.36,-121.74,-17.49
DGH102mq,36.3820,-114.4060,386.8,979651.04,-80.85,0.08,0.40,-124.24,-19.83
DGH103nr,36.3820,-114.3970,364.8,979653.14,-85.53,0.04,0.40,-126.43,-21.85
DGH104ps,36.4410,-114.3700,411.8,979646.24,-83.03,0.26,0.40,-129.25,-23.00
DGH105qt,36.4410,-114.3610,426.4,979640.84,-83.92,0.27,0.42,-131.77,-25.29
DGH106ru,36.4410,-114.3530,363.6,979652.64,-91.50,0.21,0.53,-132.13,-25.44
DGH107sv,36.3900,-114.4330,478.5,979643.64,-60.64,0.40,0.71,-114.08,-9.99
DGH108tw,36.3900,-114.4250,452.6,979646.94,-65.33,0.09,0.37,-116.19,-11.95
DGH109ux,36.3900,-114.4150,430.7,979646.94,-72.08,0.10,0.34,-120.50,-16.11
DGH10oy,36.3170,-114.4870,492.2,979646.94,-46.82,0.08,0.45,-102.07,0.14
DGH110vz,36.3900,-114.4060,414.2,979646.74,-77.38,0.13,0.36,-123.91,-19.38
DGH111wa,36.3900,-114.3970,364.8,979654.34,-85.02,0.11,0.48,-125.85,-21.15
DGH112xb,36.3900,-114.3880,362.1,979652.94,-87.25,0.05,0.40,-127.85,-22.93
DGH113yc,36.4530,-114.3650,363.6,979658.04,-87.14,0.10,0.37,-127.93,-21.32
DGH114ad,36.4570,-114.3690,364.5,979660.44,-84.80,0.04,0.29,-125.77,-19.20
DGH116be,36.4110,-114.4130,412.7,979656.34,-70.06,0.07,0.29,-116.48,-11.74
DGH117cf,36.4070,-114.4050,404.1,979650.74,-77.96,0.04,0.26,-123.45,-18.62
DGH118dg,36.3970,-114.4250,445.6,979649.24,-65.80,0.12,0.39,-115.85,-11.52
DGH119eh,36.3970,-114.4160,431.9,979645.94,-73.32,0.22,0.45,-121.76,-17.29
DGH11zi,36.3170,-114.4780,466.0,979647.34,-54.49,0.11,0.44,-106.80,-4.52
DGH120fj,36.3970,-114.4060,409.9,979647.04,-79.01,0.12,0.35,-125.06,-20.40
DGH121gk,36.3960,-114.3970,393.5,979647.74,-83.29,0.15,0.40,-127.44,-22.62
DGH122hl,36.3970,-114.3880,376.1,979649.44,-87.04,0.06,0.35,-129.27,-24.26
DGH123im,36.3970,-114.3790,367.6,979650.44,-88.67,0.04,0.36,-129.93,-24.67
DGH124kn,36.4040,-114.4240,448.6,979652.84,-61.87,0.11,0.33,-112.32,-7.88
DGH125lo,36.4040,-114.4150,414.2,979652.94,-72.39,0.07,0.32,-118.96,-14.35
DGH126mp,36.4040,-114.4060,413.0,979648.74,-76.96,0.06,0.26,-123.45,-18.68
DGH127nq,36.4040,-114.3970,372.1,979654.04,-84.28,0.20,0.52,-125.89,-20.94
DGH128or,36.4040,-114.3880,398.7,979645.94,-84.17,0.11,0.31,-128.99,-23.84
DGH129ps,36.4040,-114.3780,361.8,979651.64,-89.86,0.23,0.57,-130.25,-24.86
DGH12jt,36.3170,-114.4690,459.0,979646.44,-57.56,0.07,0.35,-109.16,-6.80
DGH130qu,36.4120,-114.4250,459.0,979655.14,-57.06,0.12,0.28,-108.73,-4.16
DGH131rv,36.4120,-114.4160,429.4,979654.74,-66.59,0.07,0.25,-114.94,-10.24
DGH132sw,36.4190,-114.4250,443.2,979660.34,-57.33,0.05,0.21,-107.29,-2.62
DGH133tx,36.4260,-114.4160,437.4,979659.24,-60.83,0.04,0.15,-110.19,-5.24
DGH134vy,36.4340,-114.4160,432.8,979659.04,-63.14,0.05,0.16,-111.98,-6.87
DGH135wz,36.4340,-114.4070,435.5,979656.94,-64.41,0.07,0.15,-113.56,-8.28
DGH136ya,36.4340,-114.3970,446.5,979652.74,-65.21,0.10,0.16,-115.59,-10.13
DGH137zb,36.4340,-114.3880,458.4,979643.64,-70.65,0.18,0.26,-122.27,-16.60
DGH138ac,36.4340,-114.3790,468.1,979635.84,-75.45,0.19,0.31,-128.12,-22.22
DGH139bd,36.4340,-114.3700,471.5,979632.34,-77.90,0.39,0.54,-130.73,-24.60
DGH13ue,36.3170,-114.4600,446.5,979647.04,-60.81,0.13,0.40,-110.95,-8.45
DGH140cf,36.4340,-114.3610,417.6,979641.74,-85.13,0.35,0.51,-131.89,-25.53
DGH141dg,36.4340,-114.3540,361.8,979652.04,-92.05,0.37,0.71,-132.31,-25.77
DGH142eh,36.4080,-114.3890,401.7,979646.94,-82.59,0.05,0.24,-127.82,-22.64
DGH143fi,36.4080,-114.3970,398.4,979649.34,-81.21,0.08,0.29,-126.02,-21.00
DGH144hj,36.4080,-114.3930,404.1,979647.14,-81.65,0.05,0.24,-127.16,-22.07
DGH145ik,36.4080,-114.3880,399.0,979647.14,-83.22,0.05,0.25,-128.14,-22.94
DGH146jl,36.4080,-114.3830,398.7,979646.34,-84.11,0.14,0.34,-128.91,-23.60
DGH147km,36.4080,-114.3800,361.2,979652.74,-89.29,0.22,0.56,-129.63,-24.23
DGH148ln,36.4120,-114.4060,407.8,979652.94,-75.06,0.09,0.29,-120.93,-16.02
DGH149mo,36.4120,-114.3970,413.9,979647.54,-78.58,0.06,0.22,-125.21,-20.10
DGH14gp,36.3170,-114.4510,440.1,979644.64,-65.19,0.16,0.41,-114.60,-12.00
DGH150nq,36.4120,-114.3930,400.8,979648.64,-81.51,0.09,0.28,-126.60,-21.42
DGH152or,36.4120,-114.3840,387.1,979648.54,-85.84,0.14,0.37,-129.30,-23.96
DGH153ps,36.4120,-114.3790,360.3,979653.24,-89.41,0.18,0.52,-129.68,-24.19
DGH155rt,36.4190,-114.4160,438.3,979656.34,-62.85,0.05,0.19,-112.28,-7.46
DGH156su,36.4190,-114.4060,457.5,979647.94,-65.32,0.15,0.23,-116.87,-11.85
DGH157tv,36.4190,-114.3970,432.2,979647.54,-73.53,0.10,0.20,-122.25,-17.05
DGH158uw,36.4190,-114.3930,438.6,979643.44,-75.65,0.19,0.29,-125.01,-19.73
DGH159vx,36.4190,-114.3880,415.4,979646.24,-80.01,0.15,0.28,-126.75,-21.37
DGH15qy,36.3170,-114.4420,407.5,979648.94,-70.95,0.23,0.55,-116.53,-13.79
DGH160wz,36.4190,-114.3840,424.6,979642.14,-81.28,0.33,0.45,-128.89,-23.43
DGH161xa,36.4190,-114.3790,375.5,979650.44,-88.12,0.38,0.64,-130.00,-24.41
DGH163zc,36.4260,-114.4060,476.4,979647.34,-60.70,0.29,0.35,-114.26,-9.11
DGH164bd,36.4260,-114.3970,461.7,979645.94,-66.63,0.21,0.28,-118.61,-13.27
DGH165ce,36.4260,-114.3880,470.0,979638.54,-71.47,0.39,0.49,-124.18,-18.67
DGH166df,36.4260,-114.3790,481.0,979630.74,-75.88,0.89,1.03,-129.28,-23.56
DGH167eg,36.4270,-114.3700,463.9,979631.24,-80.74,1.20,1.34,-131.90,-25.93
DGH168fh,36.4270,-114.3600,360.3,979652.44,-91.50,0.53,0.87,-131.43,-25.18
DGH169gi,36.4080,-114.3750,370.0,979649.74,-89.57,0.04,0.34,-131.12,-25.57
DGH16aj,36.3170,-114.4330,396.8,979649.64,-73.55,0.08,0.41,-118.06,-15.22
DGH170hk,36.4150,-114.3970,418.2,979648.34,-76.71,0.09,0.24,-123.81,-18.66
DGH171il,36.4150,-114.3930,414.8,979647.24,-78.85,0.08,0.23,-125.58,-20.34
DGH172jm,36.4150,-114.3880,406.0,979647.44,-81.37,0.07,0.24,-127.09,-21.77
DGH173kn,36.4150,-114.3840,409.3,979644.84,-82.96,0.15,0.31,-128.98,-23.57
DGH174mo,36.4160,-114.3790,379.2,979649.64,-87.52,0.14,0.39,-130.06,-24.51
DGH176oq,36.4230,-114.3970,454.1,979643.14,-71.52,0.17,0.25,-122.67,-17.39
DGH177pr,36.4230,-114.3920,429.1,979645.54,-76.83,0.25,0.35,-125.05,-19.68
DGH178qs,36.4230,-114.3880,421.8,979645.44,-79.18,0.25,0.36,-126.57,-21.12
DGH179rt,36.4230,-114.3840,415.7,979644.04,-82.47,0.26,0.39,-129.14,-23.61
DGH17lu,36.3170,-114.4240,398.0,979648.34,-74.48,0.46,0.76,-118.77,-15.74
DGH180sv,36.4230,-114.3790,399.3,979645.14,-86.43,0.51,0.68,-130.95,-25.30
DGH181tw,36.4230,-114.3740,409.3,979641.64,-86.85,0.67,0.83,-132.35,-26.58
DGH182ux,36.4230,-114.3700,365.4,979651.14,-90.89,1.19,1.49,-130.77,-24.89
DGH184xz,36.2990,-114.3770,360.0,979665.64,-67.35,0.05,0.70,-107.41,-3.54
DGH185ya,36.3110,-114.3750,362.1,979666.74,-66.64,0.04,0.65,-106.98,-2.89
DGH186zb,36.3260,-114.3740,360.3,979666.94,-68.29,0.07,0.65,-108.43,-4.13
DGH187ac,36.3350,-114.3700,359.6,979664.24,-71.98,0.22,0.82,-111.87,-7.31
DGH188bd,36.3470,-114.3650,359.6,979663.24,-74.01,0.19,0.81,-113.92,-9.05
DGH189ce,36.3570,-114.3650,359.6,979660.84,-77.28,0.21,0.77,-117.22,-12.21
DGH18wf,36.3240,-114.4870,505.9,979645.74,-44.39,0.08,0.54,-101.10,1.23
DGH190dg,36.3610,-114.3630,389.2,979652.74,-76.59,0.38,0.81,-119.84,-14.73
DGH191eh,36.3770,-114.3580,359.6,979657.24,-82.60,0.06,0.58,-122.74,-17.24
DGH192fi,36.3830,-114.3550,359.6,979656.34,-84.02,0.04,0.56,-124.18,-18.50
DGH193gj,36.3880,-114.3430,360.0,979658.24,-82.43,0.06,0.66,-122.53,-16.43
DGH194ik,36.4000,-114.3280,360.0,979660.64,-81.07,0.05,0.76,-121.07,-14.25
DGH195jl,36.4150,-114.3230,360.0,979658.94,-84.06,0.04,0.69,-124.13,-16.94
DGH196km,36.4230,-114.3200,360.0,979656.84,-86.85,0.08,0.72,-126.89,-19.46
DGH197ln,36.4400,-114.3290,374.9,979649.14,-91.42,0.06,0.46,-133.41,-25.95
DGH198mo,36.4490,-114.3340,359.6,979652.14,-93.92,0.14,0.56,-134.08,-26.65
DGH199np,36.4560,-114.3350,359.6,979652.64,-94.03,0.12,0.52,-134.22,-26.68
DGH19hq,36.3240,-114.4780,506.2,979641.34,-48.69,0.28,0.59,-105.39,-2.99
DGH1xr,36.3660,-114.4590,474.9,979641.74,-61.58,1.16,1.94,-113.39,-10.06
DGH200os,36.4060,-114.4210,408.2,979660.24,-67.12,0.45,0.77,-112.55,-8.01
DGH201pt,36.3130,-114.4180,363.6,979657.64,-75.45,0.06,0.52,-116.09,-13.03
DGH202qu,36.3140,-114.4170,377.0,979654.84,-74.20,0.08,0.47,-116.41,-13.30
DGH206ux,36.3160,-114.4150,360.9,979658.74,-75.43,0.21,0.65,-115.64,-12.46
DGH21vz,36.3240,-114.4600,475.2,979639.74,-59.86,0.20,0.44,-113.20,-10.59
DGH23xb,36.3240,-114.4430,406.3,979649.44,-71.42,0.12,0.45,-116.97,-14.13
DGH24zc,36.3240,-114.4330,365.1,979655.24,-78.34,0.10,0.56,-119.11,-16.14
DGH25ad,36.3320,-114.4870,516.0,979639.74,-47.96,0.09,0.69,-105.67,-3.18
DGH26be,36.3310,-114.4780,513.3,979638.44,-50.01,0.08,0.49,-107.61,-5.06
DGH27cf,36.3310,-114.4690,478.8,979642.14,-56.95,0.12,0.48,-110.66,-8.02
DGH28dg,36.3320,-114.4600,450.2,979645.14,-62.87,0.20,0.56,-113.27,-10.53
DGH29eh,36.3320,-114.4510,425.5,979647.34,-68.29,0.20,0.55,-115.90,-13.05
DGH2yi,36.3910,-114.4220,447.1,979647.14,-66.91,0.07,0.33,-117.19,-12.91
DGH31gk,36.3320,-114.4340,360.9,979655.44,-80.12,0.11,0.61,-120.37,-17.27
DGH32hl,36.3390,-114.4870,515.4,979636.44,-52.06,0.23,0.99,-109.39,-6.76
DGH33im,36.3380,-114.4780,507.5,979636.54,-54.31,0.12,0.66,-111.08,-8.38
DGH34kn,36.3390,-114.4690,489.8,979635.84,-60.55,0.20,0.64,-115.34,-12.55
DGH35lo,36.3390,-114.4600,470.0,979639.74,-62.76,0.29,0.67,-115.29,-12.41
DGH36mp,36.3390,-114.4510,416.0,979647.54,-71.62,0.24,0.69,-118.02,-15.07
DGH37nq,36.3380,-114.4420,381.9,979651.84,-77.75,0.11,0.61,-120.38,-17.33
DGH38or,36.3390,-114.4340,360.0,979656.24,-80.20,0.09,0.64,-120.33,-17.10
DGH39ps,36.3460,-114.4780,531.5,979631.24,-52.89,0.11,0.77,-112.27,-9.44
DGH3jt,36.3060,-114.4250,367.3,979657.84,-73.50,0.31,0.82,-114.26,-11.40
DGH40qu,36.3460,-114.4690,519.7,979631.04,-56.73,0.19,0.68,-114.86,-11.96
DGH42sw,36.3460,-114.4510,404.1,979650.54,-72.90,0.29,0.89,-117.75,-14.65
DGH44vy,36.3460,-114.4330,359.6,979656.74,-80.43,0.09,0.67,-120.47,-17.11
DGH45wz,36.3530,-114.4780,562.9,979625.84,-49.20,0.25,0.99,-111.90,-8.97
DGH46xa,36.3530,-114.4690,547.4,979626.54,-53.29,0.28,0.88,-114.36,-11.34
DGH47yb,36.3530,-114.4600,451.1,979644.64,-64.90,0.46,1.17,-114.79,-11.68
DGH49ad,36.3530,-114.4430,402.6,979651.34,-73.16,0.11,0.68,-118.06,-14.74
DGH4ue,36.3020,-114.4870,497.7,979646.94,-43.82,0.30,0.49,-99.66,2.30
DGH50bf,36.3530,-114.4340,377.3,979654.64,-77.67,0.11,0.66,-119.73,-16.29
DGH51cg,36.3530,-114.4240,363.3,979655.94,-80.69,0.05,0.54,-121.29,-17.68
DGH52dh,36.3610,-114.4780,565.4,979626.54,-48.42,1.39,2.23,-110.17,-7.10
DGH53ei,36.3610,-114.4690,544.0,979628.34,-53.22,1.25,1.97,-112.82,-9.68
DGH54gj,36.3610,-114.4600,479.7,979640.24,-61.17,0.57,1.31,-114.15,-10.93
DGH55hk,36.3610,-114.4510,455.3,979644.24,-64.69,0.17,0.81,-115.41,-12.07
DGH56il,36.3610,-114.4430,430.4,979647.44,-69.18,0.10,0.66,-117.23,-13.77
DGH57jm,36.3610,-114.4340,415.1,979648.84,-72.50,0.07,0.51,-118.97,-15.43
DGH58kn,36.3610,-114.4240,396.5,979650.94,-76.13,0.08,0.46,-120.56,-16.82
DGH59lo,36.3610,-114.4140,369.1,979655.14,-80.39,0.04,0.45,-121.73,-17.82
DGH5fp,36.3030,-114.4770,447.7,979654.64,-51.64,0.09,0.41,-101.91,0.15
DGH60mq,36.4410,-114.4060,423.0,979661.14,-64.67,0.04,0.14,-112.41,-7.00
DGH61nr,36.4410,-114.3970,422.7,979659.44,-66.46,0.10,0.19,-114.13,-8.54
DGH62os,36.4410,-114.3880,436.8,979651.34,-70.21,0.16,0.23,-119.42,-13.62
DGH63pt,36.4410,-114.3800,436.5,979645.44,-76.20,0.21,0.30,-125.31,-19.31
DGH64ru,36.3030,-114.4330,384.0,979655.64,-70.29,0.47,0.96,-112.81,-10.14
DGH65sv,36.3030,-114.4240,370.9,979658.34,-71.63,0.72,1.23,-112.39,-9.55
DGH66tw,36.3100,-114.4870,448.0,979655.34,-51.45,0.18,0.64,-101.52,0.57
DGH69vy,36.3110,-114.4600,452.3,979645.24,-60.31,0.19,0.43,-111.08,-8.69
DGH72yc,36.3100,-114.4330,396.2,979649.94,-72.83,0.10,0.48,-117.20,-14.45
DGH73zd,36.3100,-114.4240,371.8,979654.14,-76.16,0.15,0.61,-117.64,-14.70
DGH76be,36.4480,-114.4320,491.5,979648.34,-56.94,0.06,0.08,-112.48,-7.34
DGH79cf,36.4760,-114.4530,517.1,979630.64,-69.16,0.15,0.15,-127.53,-22.06
DGH7ag,36.3030,-114.4590,434.9,979650.34,-59.89,0.06,0.37,-108.74,-6.45
DGH80dh,36.4820,-114.4530,503.5,979631.74,-72.77,0.24,0.23,-129.52,-23.95
DGH81ei,36.4880,-114.4440,446.6,979645.94,-76.65,0.14,0.19,-127.02,-21.24
DGH84gj,36.4420,-114.3750,430.3,979644.44,-79.21,0.15,0.25,-127.66,-21.51
DGH85hk,36.4450,-114.3600,381.1,979650.74,-88.35,0.15,0.38,-131.11,-24.53
DGH86il,36.4420,-114.3580,425.5,979640.54,-84.58,0.55,0.70,-132.05,-25.50
DGH87jm,36.3680,-114.4520,448.9,979646.34,-65.17,0.69,1.49,-114.50,-11.05
DGH88kn,36.3690,-114.4430,446.8,979645.54,-66.71,0.19,0.79,-116.50,-12.93
DGH89lo,36.3680,-114.4340,427.3,979647.54,-70.64,0.10,0.56,-118.45,-14.81
DGH8fp,36.3030,-114.4510,418.5,979650.54,-64.75,0.08,0.47,-111.65,-9.29
DGH90mq,36.3680,-114.4240,413.3,979648.44,-74.06,0.06,0.42,-120.43,-16.60
DGH91nr,36.3690,-114.4160,370.9,979655.34,-80.32,0.35,0.80,-121.52,-17.55
DGH92os,36.3680,-114.4060,367.6,979654.04,-82.56,0.02,0.40,-123.78,-19.60
DGH93pt,36.3750,-114.4430,469.7,979642.94,-62.76,0.39,0.94,-114.98,-11.31
DGH94ru,36.3750,-114.4340,456.3,979644.14,-65.70,0.14,0.54,-116.80,-13.03
DGH95sv,36.3750,-114.4250,425.2,979647.34,-72.09,0.08,0.44,-119.78,-15.85
DGH96tw,36.3750,-114.4150,409.0,979647.84,-76.59,0.08,0.38,-122.51,-18.42
DGH97ux,36.3750,-114.4060,370.6,979653.44,-82.84,0.11,0.49,-124.30,-20.01
DGH98vy,36.3750,-114.3970,364.2,979653.34,-84.91,0.02,0.39,-125.75,-21.26
DGH9qz,36.3030,-114.4410,408.1,979651.94,-66.55,0.26,0.67,-112.09,-9.54
