# StationID,Lat(deg.NAD27),Lon(deg.NAD27),Elev(m.NGVD29),Obs_grav(mGal),Free_air_anom(mGal),Inner_terr_corr(mGal),Total_terr_corr(mGal),Complete_Bouguer_anom(mGal),Isostatic_anom(mGal) -- see USGS OFR2006-1396 for more info
04L104,37.3280,-114.8837,1422.1,979474.54,-20.07,0.02,0.65,-179.91,-25.78
04L105,37.3303,-114.9020,1403.1,979477.79,-22.88,0.02,0.55,-180.68,-26.44
04L106,37.3170,-114.9295,1381.4,979481.93,-24.25,0.01,0.51,-179.66,-26.22
04L107,37.3267,-114.9518,1384.6,979484.48,-21.55,0.02,0.43,-177.40,-23.44
04L108,37.3125,-114.9372,1384.9,979482.29,-22.44,0.01,0.50,-178.25,-25.06
04L109,37.3258,-114.9345,1382.8,979480.02,-26.51,0.00,0.43,-182.15,-28.22
04C013,37.2465,-114.9693,1297.8,979507.52,-18.31,2.43,3.76,-161.07,-11.59
04C014,37.2542,-114.9627,1342.1,979497.28,-15.55,1.01,2.21,-164.84,-14.96
04C015,37.2605,-114.9570,1425.2,979478.49,-9.28,0.29,1.31,-168.81,-18.66
04C016,37.2690,-114.9528,1408.4,979480.71,-12.98,0.12,1.02,-170.91,-20.27
04C017,37.2873,-114.9440,1394.0,979483.44,-16.27,0.04,0.73,-172.88,-21.16
04C018,37.2960,-114.9498,1386.6,979486.14,-16.61,0.03,0.60,-172.51,-20.26
04C019,37.3063,-114.9545,1383.8,979484.24,-20.29,0.01,0.50,-175.98,-23.17
04C020,37.3123,-114.9518,1384.2,979483.80,-21.11,0.01,0.47,-176.88,-23.73
04C021,37.3100,-114.9610,1382.5,979485.44,-19.79,0.04,0.50,-175.33,-22.31
04C022,37.3155,-114.9647,1383.5,979486.55,-18.86,0.11,0.55,-174.46,-21.14
04C040,37.3287,-114.7980,2039.9,979345.96,41.82,7.45,13.71,-174.25,-20.47
04C041,37.3010,-114.8002,1692.3,979421.12,12.20,0.95,2.82,-175.81,-23.39
04C042,37.3223,-114.8387,1596.9,979440.90,0.71,1.84,3.06,-176.35,-22.64
04C043,37.3050,-114.8522,1725.1,979414.14,14.99,3.58,5.91,-173.61,-21.08
04C044,37.2913,-114.8607,1780.9,979404.53,23.77,4.80,7.73,-169.26,-17.62
04C045,37.2968,-114.8825,1671.5,979430.41,15.44,3.64,5.55,-167.51,-15.46
04C047,37.2858,-114.9313,1413.5,979482.09,-11.47,0.07,0.97,-170.04,-18.40
04C048,37.2692,-114.9397,1414.2,979480.95,-10.97,0.18,1.24,-169.33,-18.71
04C049,37.2420,-114.9483,1769.3,979401.07,21.04,3.61,8.40,-170.02,-21.25
04C050,37.2420,-114.9790,1520.0,979455.74,-1.17,4.52,6.46,-166.20,-17.12
04C052,37.2708,-114.9883,1678.6,979418.68,8.17,3.88,7.48,-173.63,-23.08
04C053,37.2818,-114.9738,1592.5,979440.72,2.69,1.65,3.65,-173.29,-22.02
04C054,37.2942,-114.9893,1542.3,979452.50,-2.08,1.27,2.84,-173.23,-21.21
04C057,37.3298,-114.9868,1527.7,979452.44,-9.77,2.41,3.64,-178.47,-24.51
04C104,37.2963,-114.8287,1522.9,979454.73,-6.02,0.06,1.31,-176.53,-24.30
04C105,37.2862,-114.7880,1690.3,979421.92,13.69,1.33,3.42,-173.50,-22.05
04C106,37.2862,-114.7980,1636.1,979433.90,8.94,0.71,2.61,-172.97,-21.44
04C107,37.2913,-114.8075,1589.0,979442.47,2.52,0.44,2.08,-174.62,-22.75
04C108,37.2440,-114.8377,1655.5,979439.00,23.71,1.28,2.83,-160.16,-11.36
04C109,37.2310,-114.8747,1556.0,979460.22,15.37,0.31,1.53,-158.63,-10.50
04C110,37.2352,-114.8660,1555.3,979462.88,17.46,0.30,1.55,-156.44,-8.09
04C111,37.2392,-114.8585,1574.4,979460.99,21.09,0.46,1.73,-154.77,-6.21
04C112,37.2447,-114.8528,1591.9,979455.24,20.28,0.54,1.82,-157.46,-8.55
04C113,37.2488,-114.8477,1610.4,979449.52,19.90,0.59,1.92,-159.81,-10.64
04C114,37.2552,-114.8443,1635.0,979444.38,21.78,0.57,1.99,-160.63,-11.13
04C115,37.2630,-114.8393,1615.0,979444.96,15.50,0.52,1.87,-164.77,-14.75
04C116,37.2707,-114.8353,1574.3,979452.42,9.76,0.53,1.85,-165.97,-15.43
04C117,37.2873,-114.8377,1525.2,979455.78,-3.46,0.09,1.28,-174.26,-22.63
04C118,37.2967,-114.8368,1511.0,979459.14,-5.32,0.15,1.26,-174.53,-22.28
04C119,37.3142,-114.8363,1489.4,979465.24,-7.40,0.41,1.49,-173.95,-20.60
04C120,37.3227,-114.8447,1473.3,979468.82,-9.54,0.35,1.31,-174.46,-20.61
04C121,37.3232,-114.8588,1454.8,979470.27,-13.82,0.08,0.91,-177.07,-23.20
04C122,37.3292,-114.8920,1412.6,979476.29,-21.35,0.01,0.59,-180.18,-25.99
04C123,37.3315,-114.9105,1394.6,979478.29,-25.10,0.01,0.50,-182.00,-27.71
04C155,37.3313,-114.9105,1396.3,979478.40,-24.46,0.01,0.50,-181.55,-27.27
04C157,37.3208,-114.8713,1434.1,979473.62,-16.64,0.04,0.82,-177.66,-23.95
1002eo,37.2128,-114.2243,1234.4,979516.40,-26.04,0.03,0.48,-164.96,-17.20
1003fp,37.2227,-114.2177,1252.7,979510.01,-27.65,0.04,0.51,-168.59,-20.00
1004gq,37.2257,-114.1977,1254.6,979512.23,-25.12,0.03,0.47,-166.31,-17.30
1008hr,37.3077,-114.1970,1453.0,979469.23,-14.07,0.29,1.41,-176.63,-21.21
1011is,37.2717,-114.2080,1414.6,979474.31,-17.70,0.37,1.25,-176.10,-23.61
1012jt,37.2250,-114.2250,1263.1,979507.24,-27.42,0.06,0.56,-169.48,-20.77
1013ku,37.2362,-114.2260,1305.1,979495.61,-27.06,0.09,0.67,-173.73,-24.10
1021lv,37.0700,-114.3657,1032.4,979583.64,-8.70,0.22,0.84,-124.51,11.82
1027nw,37.1103,-114.3342,968.7,979591.31,-24.19,0.01,0.34,-133.32,6.09
1035oy,37.0822,-114.2723,988.2,979588.93,-18.10,0.25,0.47,-129.30,8.30
1050ra,37.2718,-114.6073,1210.1,979514.63,-40.47,0.16,1.56,-175.56,-24.65
1053sb,37.2750,-114.6487,1305.1,979495.81,-30.25,0.71,2.07,-175.52,-24.45
1054tc,37.2550,-114.6433,1186.3,979522.49,-38.48,0.13,1.38,-171.07,-21.35
1074vd,37.0997,-114.7735,951.9,979577.56,-42.18,0.01,1.01,-148.75,-9.46
1075we,37.0905,-114.7880,941.5,979579.68,-42.46,0.01,1.06,-147.82,-9.02
1080xg,37.0392,-114.8477,889.4,979604.05,-29.71,0.24,1.36,-128.89,7.34
1084yh,37.0428,-114.9817,809.5,979615.89,-42.82,0.13,1.33,-133.02,5.74
1085zi,37.0325,-114.9730,822.0,979611.07,-42.89,0.06,1.03,-134.80,3.28
1086aj,37.0097,-114.9488,841.2,979603.18,-42.87,0.03,0.68,-137.30,-0.90
1087bk,37.0030,-114.9408,839.7,979604.99,-40.95,0.02,0.63,-135.26,0.66
1088cl,37.0070,-114.9197,854.7,979607.10,-34.58,0.03,0.63,-130.57,5.12
1099dm,37.0145,-114.1358,864.7,979609.98,-29.25,0.04,0.19,-126.82,7.56
1148tz,37.3222,-114.9688,1383.5,979486.23,-19.77,0.28,0.70,-175.22,-21.54
1149ua,37.2988,-114.9602,1383.2,979485.26,-18.80,0.04,0.58,-174.34,-21.94
1154vb,37.3075,-114.9295,1384.1,979485.38,-19.15,0.07,0.65,-174.73,-21.82
11lq,37.0350,-114.2475,903.4,979610.91,-18.16,0.27,0.58,-119.70,14.72
1275bg,37.1000,-114.9943,839.1,979607.70,-46.86,0.07,1.92,-139.81,2.02
1276ch,37.0915,-114.9955,838.2,979605.26,-48.84,0.08,1.79,-141.82,-0.43
1277di,37.0635,-114.9923,802.2,979613.07,-49.69,0.10,1.73,-138.67,1.30
1278ej,37.0150,-114.9808,786.1,979613.28,-50.25,0.05,1.12,-138.02,-0.62
12ad,37.0417,-114.9883,808.3,979609.47,-49.52,0.13,1.35,-139.57,-0.76
13tw,37.0448,-114.9843,795.5,979615.75,-47.46,0.14,1.48,-135.93,2.98
17vq,37.0530,-114.0832,838.8,979608.55,-42.02,0.02,0.36,-136.49,1.37
21qp,37.0625,-114.5558,744.6,979646.21,-34.24,1.21,3.03,-115.42,20.31
22nt,37.0732,-114.9888,807.7,979611.29,-50.62,0.24,2.01,-139.94,0.41
27rm,37.0853,-114.9917,822.4,979606.83,-51.63,0.07,1.90,-142.71,-1.68
28wv,37.0897,-114.2743,979.6,979589.20,-21.12,0.03,0.27,-131.56,6.59
29V125ju,37.3068,-114.9850,1579.5,979441.44,-2.77,4.53,6.47,-174.47,-21.79
29V127lw,37.2988,-114.9602,1383.2,979485.47,-18.58,0.04,0.58,-174.13,-21.73
29V128mx,37.3283,-114.9683,1383.8,979485.61,-20.83,0.15,0.56,-176.46,-22.41
29V134sd,37.3170,-114.9470,1383.2,979483.97,-21.66,0.01,0.45,-177.33,-23.91
29V135te,37.2797,-114.9478,1402.1,979481.21,-15.34,0.09,0.85,-172.74,-21.49
29V136uf,37.2567,-114.9305,1628.2,979438.75,13.93,3.08,4.99,-164.71,-14.98
29V137vg,37.2725,-114.9247,1489.6,979471.83,2.88,1.18,2.31,-162.88,-12.16
29V138wh,37.2955,-114.9175,1515.5,979460.39,-2.57,1.30,2.37,-171.18,-19.09
29V139xi,37.3052,-114.9355,1384.7,979484.36,-19.78,0.02,0.58,-175.49,-22.71
29V140yj,37.3145,-114.9153,1432.0,979476.07,-14.29,0.48,1.10,-174.80,-21.52
29V141zk,37.3330,-114.9218,1387.5,979477.57,-28.13,0.00,0.44,-184.29,-29.90
29V147fq,37.3228,-114.8988,1409.4,979479.40,-18.67,0.01,0.60,-177.13,-23.32
29V148gr,37.3262,-114.8762,1431.3,979472.50,-19.10,0.01,0.70,-179.93,-25.88
29V149hs,37.3038,-114.8823,1492.9,979470.22,-0.43,0.76,1.66,-167.22,-14.57
29V150it,37.2760,-114.8987,1942.2,979367.29,37.60,5.26,11.92,-169.31,-18.76
29V151ju,37.2562,-114.8552,1818.1,979404.10,37.88,3.95,6.99,-160.06,-10.65
29V153lw,37.3075,-114.8587,1557.2,979454.10,2.95,1.67,2.68,-170.04,-17.20
29V159qb,37.3043,-114.8363,1502.4,979461.60,-6.17,0.27,1.36,-174.33,-21.59
29V160rc,37.2810,-114.8380,1539.9,979453.82,-0.35,0.16,1.40,-172.67,-21.43
29V161sd,37.2640,-114.8323,1704.7,979420.96,19.08,2.52,4.28,-168.85,-18.85
29V163te,37.2783,-114.8102,1760.5,979403.96,18.04,1.51,3.72,-176.71,-25.82
29V165uf,37.3173,-114.8260,1531.6,979454.65,-5.25,0.16,1.40,-176.64,-23.12
29V171al,37.3317,-114.8043,1961.7,979365.40,36.87,6.51,11.52,-172.62,-18.60
29V172bm,37.3100,-114.7918,1774.5,979406.39,22.04,1.60,3.86,-174.14,-21.26
29V173cn,37.2742,-114.7685,2242.4,979290.72,53.75,9.37,21.49,-177.17,-27.02
34kt,37.1093,-114.7602,959.8,979577.05,-41.09,0.02,1.04,-148.52,-8.67
40db,37.1360,-114.9567,1436.2,979488.46,14.94,6.01,9.33,-137.81,5.11
42mg,37.1358,-114.2932,1036.6,979574.79,-21.96,0.02,0.32,-138.78,2.68
441256kc,37.1133,-114.4900,788.9,979618.39,-52.82,0.46,1.72,-140.31,-0.91
441257ld,37.1575,-114.4742,812.0,979600.53,-67.40,0.10,1.37,-157.84,-15.15
441258me,37.2125,-114.4675,868.0,979590.39,-65.05,0.44,2.12,-161.06,-14.19
441259nf,37.2592,-114.4658,894.1,979583.65,-67.81,0.65,3.15,-165.72,-15.18
441261og,37.1500,-114.3275,1062.8,979563.53,-26.38,0.05,0.46,-145.99,-3.60
441262ph,37.1033,-114.3250,968.0,979590.24,-24.85,0.02,0.31,-133.93,5.00
48rh,37.1538,-114.7087,1009.5,979570.12,-36.57,0.05,1.15,-149.49,-6.84
4nz,37.0108,-114.6070,682.4,979658.87,-36.27,1.52,3.55,-109.91,22.33
51iw,37.1602,-114.8967,1658.7,979437.62,30.61,0.38,3.03,-153.42,-9.77
52kx,37.1657,-114.5445,1056.4,979565.38,-27.87,0.04,0.45,-146.77,-3.72
56750bm,37.2805,-114.5942,1244.8,979508.72,-36.42,0.26,1.47,-175.51,-24.00
56750dn,37.1015,-114.9070,1354.8,979496.90,1.27,3.51,5.30,-146.36,-5.94
56750eo,37.1582,-114.8272,1603.8,979448.21,24.44,3.21,6.41,-150.04,-6.89
56751qd,37.1382,-114.6635,1366.1,979495.92,0.59,3.06,4.84,-148.77,-7.71
56752oe,37.2025,-114.5455,1136.8,979542.40,-29.25,0.05,0.63,-157.03,-11.24
56752sh,37.1043,-114.3255,966.2,979589.90,-25.84,0.01,0.31,-134.72,4.30
56752ti,37.1357,-114.2932,1036.6,979574.79,-21.96,0.02,0.31,-138.77,2.67
56752uj,37.1655,-114.5443,1056.4,979565.39,-27.84,0.04,0.45,-146.75,-3.71
56753lp,37.1720,-114.2595,1129.2,979551.71,-19.64,0.04,0.41,-146.78,-2.42
56753mq,37.2050,-114.2808,1237.1,979526.46,-14.48,0.16,0.83,-153.34,-6.54
56753nr,37.2572,-114.1743,1258.4,979516.54,-22.37,0.35,0.91,-163.56,-11.80
56753rt,37.1107,-114.4670,942.4,979589.72,-33.90,0.30,0.83,-139.59,-0.46
56753su,37.1412,-114.6122,1200.3,979537.79,-8.94,2.05,2.66,-141.83,-0.60
56754cs,37.1783,-114.1288,1107.6,979564.54,-14.01,0.19,0.52,-138.62,7.44
56754dt,37.2112,-114.4683,868.0,979590.04,-65.28,0.38,2.03,-161.38,-14.60
56754iv,37.1465,-114.3883,1050.9,979571.60,-21.68,0.08,0.50,-139.91,1.98
56755nq,37.3102,-114.5675,1323.1,979488.96,-34.61,0.19,1.09,-182.89,-29.20
56755ts,37.1107,-114.4667,941.2,979589.54,-34.46,0.26,0.80,-140.04,-0.91
56756ns,37.1507,-114.3298,1066.8,979563.21,-25.53,0.05,0.47,-145.58,-3.15
567572cg,37.2487,-114.2638,1350.2,979490.40,-19.46,0.11,0.97,-170.90,-20.59
567573ns,37.2513,-114.2522,1340.8,979490.44,-22.55,0.12,0.91,-173.00,-22.39
567574fg,37.2627,-114.2652,1386.8,979480.32,-19.47,0.20,1.18,-174.82,-23.42
567575uy,37.2727,-114.2802,1418.8,979473.07,-17.72,0.64,1.85,-176.00,-23.96
567576pp,37.1568,-114.3060,1085.0,979563.14,-20.52,0.05,0.46,-142.63,0.34
567577dg,37.1637,-114.2857,1104.9,979559.28,-18.83,0.04,0.44,-143.21,0.39
567578ta,37.1758,-114.2850,1139.9,979552.01,-16.37,0.06,0.53,-144.59,-0.05
567579tw,37.1797,-114.3032,1165.8,979540.35,-20.37,0.08,0.65,-151.40,-6.71
56757ty,37.3215,-114.1888,1435.0,979470.51,-19.54,1.04,2.37,-179.12,-22.53
56757uz,37.0530,-114.0830,838.8,979608.54,-42.03,0.02,0.36,-136.50,1.36
56757xb,37.1117,-114.4922,788.8,979618.15,-52.95,0.69,1.95,-140.20,-0.93
56757yc,37.1520,-114.1722,1160.6,979554.89,-5.03,0.22,0.51,-135.61,7.90
567580jn,37.1718,-114.2947,1131.4,979552.64,-18.02,0.06,0.54,-145.27,-1.11
567581ue,37.1678,-114.3113,1122.2,979550.04,-23.10,0.07,0.58,-149.29,-5.53
567582os,37.1875,-114.2775,1170.7,979543.28,-16.61,0.06,0.58,-148.25,-2.75
567583zd,37.1990,-114.2747,1211.5,979533.97,-14.34,0.07,0.65,-150.51,-4.11
567584nu,37.2095,-114.2708,1246.0,979524.43,-14.16,0.07,0.71,-154.14,-6.93
567585hj,37.1683,-114.2513,1116.1,979555.64,-19.43,0.07,0.41,-145.09,-0.96
567586uu,37.1768,-114.2443,1147.5,979547.03,-19.09,0.03,0.39,-148.31,-3.48
567587hm,37.1807,-114.2303,1162.5,979542.29,-19.54,0.02,0.37,-150.47,-5.23
567588wx,37.1833,-114.2168,1178.6,979539.07,-18.02,0.03,0.37,-150.77,-5.23
567589hi,37.1757,-114.2120,1155.1,979545.07,-18.61,0.03,0.35,-148.72,-3.75
56758dj,37.1910,-114.1825,1190.5,979543.85,-10.25,0.10,0.43,-144.26,2.15
56758fk,37.0897,-114.2742,979.6,979589.21,-21.12,0.03,0.27,-131.55,6.60
567590va,37.1882,-114.2020,1183.5,979538.60,-17.40,0.03,0.37,-150.70,-4.66
567591im,37.1842,-114.1702,1204.8,979544.32,-4.76,0.31,0.65,-140.18,5.83
567592uy,37.1835,-114.1555,1165.2,979553.49,-7.76,0.43,0.75,-138.61,7.49
567593hl,37.1632,-114.1395,1091.1,979567.04,-15.29,0.37,0.74,-137.81,6.96
567594xy,37.1598,-114.1485,1116.7,979562.22,-11.92,0.41,0.75,-137.32,7.02
567595jg,37.1582,-114.1628,1141.1,979557.78,-8.69,0.35,0.66,-136.92,7.16
567596rs,37.1527,-114.2003,1150.6,979556.68,-6.38,0.15,0.44,-135.90,7.36
567597av,37.1412,-114.2077,1125.6,979561.22,-8.55,0.30,0.58,-135.12,7.22
567598cx,37.1595,-114.2245,1130.2,979553.49,-16.46,0.04,0.33,-143.79,-0.17
567599dy,37.1880,-114.2478,1170.4,979539.85,-20.18,0.03,0.44,-151.93,-6.25
56759lz,37.2708,-114.1280,1170.7,979544.51,-22.64,0.37,1.09,-153.77,-0.41
56759ob,37.1590,-114.4742,811.9,979600.21,-67.88,0.11,1.40,-158.28,-15.49
5675db,37.0108,-114.6068,682.4,979658.86,-36.30,1.60,3.63,-109.85,22.39
5675gc,37.0150,-114.1278,880.2,979604.75,-29.75,0.01,0.16,-129.09,5.43
5675wd,37.0037,-114.0837,801.3,979604.24,-53.61,0.03,0.21,-144.01,-9.22
57de,37.1877,-114.5987,1218.6,979532.30,-12.84,0.63,1.30,-149.15,-4.50
60ij,37.2008,-114.9537,1844.0,979383.70,30.30,10.41,18.31,-159.23,-12.92
636607kr,37.0448,-114.9843,795.5,979616.08,-47.14,0.14,1.48,-135.60,3.31
636608ls,37.0853,-114.9917,822.4,979607.15,-51.29,0.07,1.90,-142.37,-1.34
636638gn,37.3330,-114.9217,1387.5,979477.61,-28.09,0.00,0.45,-184.25,-29.86
636736ov,37.0097,-114.9490,841.2,979603.14,-42.93,0.03,0.68,-137.35,-0.95
636737pw,37.0255,-114.8563,897.3,979600.61,-29.52,0.13,1.06,-129.89,5.64
636738qx,37.0475,-114.8398,897.9,979600.15,-31.71,0.11,1.29,-131.92,4.71
636739ry,37.0793,-114.7998,930.6,979582.86,-41.69,0.02,1.14,-145.73,-7.60
636740sz,37.1475,-114.7683,1020.8,979567.46,-35.19,0.40,1.73,-148.80,-6.30
636741ta,37.1855,-114.7688,1185.7,979539.10,-15.99,0.50,1.96,-147.94,-2.89
636743ub,37.1310,-114.7340,990.6,979577.60,-32.93,0.10,1.19,-143.68,-2.50
636744vc,37.1537,-114.7087,1009.5,979570.46,-36.21,0.05,1.15,-149.13,-6.49
636745wd,37.2023,-114.6693,1075.3,979550.29,-40.32,0.08,1.21,-160.59,-14.59
636746xe,37.1785,-114.6905,1037.5,979559.68,-40.51,0.01,0.97,-156.77,-12.46
636747yf,37.1947,-114.7333,1076.3,979553.72,-35.91,0.09,1.48,-156.03,-10.38
636748zg,37.2392,-114.6410,1135.1,979533.14,-42.23,0.20,1.54,-168.91,-20.31
636826gn,37.0597,-114.9073,1124.7,979557.83,-5.13,3.32,4.25,-127.92,10.24
636827ho,37.1015,-114.9070,1357.9,979497.25,2.58,3.70,5.51,-145.19,-4.77
636828ip,37.1362,-114.9567,1436.2,979488.79,15.25,5.82,9.13,-137.69,5.24
636829jq,37.1600,-114.8967,1658.7,979437.96,30.96,0.38,3.03,-153.07,-9.43
636830kr,37.2008,-114.9537,1844.0,979384.04,30.63,10.41,18.31,-158.89,-12.58
636831ls,37.2208,-114.8975,1727.6,979426.94,35.89,0.38,2.88,-156.01,-8.64
636832mt,37.2652,-114.9625,1526.7,979453.60,-3.26,2.92,4.23,-171.27,-20.93
636835ov,37.2642,-114.8642,1819.7,979401.57,35.14,4.55,7.68,-162.29,-12.34
636836pw,37.2267,-114.7840,1550.5,979459.86,13.69,3.12,5.16,-156.07,-8.45
636837qx,37.2153,-114.8438,1707.8,979430.47,33.79,1.81,4.12,-154.65,-7.77
636839ry,37.0988,-114.8557,1272.5,979524.15,3.37,2.60,3.90,-136.40,3.38
636841sz,37.0502,-114.7468,1339.3,979525.35,29.40,3.15,5.35,-116.43,19.05
636843ub,37.0228,-114.6850,932.1,979599.60,-19.56,0.12,0.56,-124.35,8.96
636844vc,37.1383,-114.6635,1366.1,979496.26,0.92,3.03,4.81,-148.47,-7.40
636845wd,37.2847,-114.7222,1732.2,979406.14,10.95,4.76,7.58,-176.77,-25.40
636852dk,37.2452,-114.5553,1547.2,979448.24,-0.56,5.84,8.64,-166.46,-17.75
636854fm,37.1655,-114.5447,1056.4,979565.72,-27.51,0.04,0.45,-146.42,-3.38
636855gn,37.1412,-114.6123,1200.3,979538.14,-8.59,2.14,2.75,-141.39,-0.16
636856ho,37.1107,-114.5393,918.1,979595.53,-35.60,0.17,0.66,-138.71,0.39
636857ip,37.0808,-114.6055,964.1,979600.85,-13.48,0.86,1.37,-121.07,15.89
636858jq,37.0307,-114.5268,1128.7,979572.36,13.16,1.66,3.38,-110.96,22.35
636908qx,37.3178,-114.9572,1387.5,979484.28,-20.10,0.04,0.48,-176.23,-22.81
636909ry,37.2947,-114.9407,1392.3,979484.14,-16.74,0.02,0.65,-173.24,-21.09
636910sz,37.2937,-114.8192,1545.0,979449.33,-4.37,0.19,1.59,-177.08,-25.01
636913vc,37.3270,-114.8555,1458.2,979468.53,-14.85,0.06,0.90,-178.50,-24.39
636926dk,37.3263,-114.5033,1002.5,979558.01,-65.87,3.01,7.01,-172.14,-16.79
636934kr,37.3103,-114.5675,1323.1,979489.28,-34.31,0.19,1.09,-182.58,-28.87
636935ls,37.2507,-114.5372,1270.7,979511.96,-22.59,0.50,1.42,-164.65,-15.29
636936mt,37.2807,-114.5942,1244.8,979509.07,-36.08,0.25,1.46,-175.18,-23.66
636937nu,37.2605,-114.6193,1183.8,979520.64,-41.57,0.24,1.67,-173.60,-23.49
636938ov,37.2990,-114.6565,1408.8,979472.40,-23.78,3.38,5.20,-177.58,-24.92
636939pw,37.2365,-114.6892,1191.5,979522.33,-35.42,0.26,1.51,-168.47,-20.05
637161vc,37.0625,-114.5557,744.6,979646.54,-33.92,1.29,3.12,-115.01,20.71
637167wd,37.1467,-114.3883,1050.9,979571.97,-21.32,0.08,0.51,-139.55,2.36
637173xe,37.1025,-114.4017,1007.4,979590.72,-12.15,0.25,0.70,-125.29,13.31
637178zg,37.0348,-114.2475,903.4,979611.24,-17.82,0.26,0.57,-119.37,15.04
637179ah,37.0892,-114.2733,979.7,979589.53,-20.73,0.04,0.28,-131.16,6.96
637180bi,37.1392,-114.2933,1036.5,979575.11,-21.97,0.04,0.35,-138.73,2.95
637183dk,37.2633,-114.2858,1434.0,979473.79,-11.50,0.42,1.62,-171.72,-20.44
637184el,37.1758,-114.2592,1124.9,979552.03,-20.98,0.07,0.47,-147.58,-2.90
637185fm,37.2142,-114.2158,1238.9,979512.85,-28.32,0.03,0.47,-167.75,-19.81
637187ho,37.2575,-114.1750,1258.5,979516.89,-22.02,0.33,0.89,-163.24,-11.46
637190jq,37.0142,-114.1292,883.3,979605.08,-28.38,0.04,0.19,-128.05,6.40
637191kr,37.0067,-114.0833,804.3,979604.57,-52.61,0.04,0.22,-143.34,-8.38
637192ls,37.0542,-114.0823,840.9,979608.89,-41.13,0.02,0.37,-135.84,2.11
637198nu,37.0533,-114.3317,915.1,979606.29,-20.77,0.08,0.94,-123.27,12.06
637825mt,37.1917,-114.1783,1190.6,979544.18,-9.94,0.33,0.66,-143.74,2.78
637826nu,37.1783,-114.1288,1103.5,979564.89,-14.93,0.26,0.59,-139.00,7.07
637827ov,37.1508,-114.1717,1157.1,979555.22,-5.67,0.35,0.64,-135.73,7.69
637828pw,37.1308,-114.2033,1121.5,979561.26,-8.87,0.14,0.42,-135.14,6.43
65ok,37.2142,-114.2075,1239.0,979512.50,-28.65,0.03,0.45,-168.10,-20.09
675001wy,37.2042,-114.2310,1216.7,979523.49,-23.67,0.03,0.46,-160.61,-13.55
675005xz,37.2420,-114.1833,1290.2,979507.57,-20.22,0.05,0.55,-165.33,-14.90
675006ya,37.2493,-114.1775,1297.2,979509.22,-17.04,0.04,0.56,-162.94,-11.87
675007zb,37.2738,-114.1887,1372.5,979484.11,-21.06,0.24,0.98,-175.00,-22.11
675008ac,37.3075,-114.1970,1452.9,979469.22,-14.10,0.29,1.40,-176.64,-21.23
675009bd,37.3155,-114.1888,1429.8,979474.78,-16.36,0.49,1.68,-176.03,-19.89
675010ce,37.2862,-114.2207,1484.6,979461.39,-10.29,0.68,1.81,-175.99,-22.46
675011df,37.2715,-114.2080,1414.5,979474.32,-17.70,0.36,1.24,-176.10,-23.63
675014eg,37.1298,-114.2625,1046.6,979568.60,-24.56,0.02,0.26,-142.54,-1.40
675015fh,37.1382,-114.3177,1029.0,979576.71,-22.60,0.03,0.37,-138.49,3.07
675016gi,37.1398,-114.3307,1029.6,979573.68,-25.58,0.04,0.42,-141.50,0.13
675017hj,37.1238,-114.3673,995.4,979586.21,-22.22,0.04,0.44,-134.27,6.01
675018ik,37.1037,-114.3600,994.5,979589.26,-17.69,0.21,0.54,-129.53,9.31
675019jl,37.0982,-114.3662,972.9,979593.78,-19.35,0.05,0.49,-128.81,9.61
675020km,37.0793,-114.3508,972.0,979594.07,-17.70,0.05,0.55,-127.00,10.05
675021ln,37.0698,-114.3657,1032.3,979583.64,-8.71,0.22,0.84,-124.51,11.81
675022mo,37.0562,-114.3325,913.7,979605.64,-22.10,0.07,0.92,-124.46,11.06
675023np,37.0412,-114.3225,919.2,979604.68,-20.06,0.07,0.84,-123.12,11.39
675024oq,37.0275,-114.3168,918.6,979605.47,-18.26,0.04,0.80,-121.29,12.28
675025pr,37.0190,-114.3137,913.1,979606.53,-18.17,0.11,0.89,-120.48,12.52
675026qs,37.0892,-114.3232,946.7,979595.24,-25.19,0.01,0.35,-131.83,6.11
675027rt,37.1103,-114.3340,968.6,979591.32,-24.20,0.01,0.34,-133.32,6.09
675028su,37.0973,-114.3223,956.4,979593.22,-24.93,0.01,0.32,-132.70,5.80
675029tv,37.1152,-114.3205,983.8,979587.65,-23.60,0.01,0.31,-134.47,5.32
675030uw,37.1245,-114.3192,997.0,979585.14,-22.85,0.02,0.33,-135.18,5.32
675031vx,37.1058,-114.3102,973.8,979587.89,-25.63,0.01,0.28,-135.41,3.77
675032wy,37.0902,-114.2987,961.6,979592.72,-23.20,0.01,0.27,-131.61,6.44
675033xz,37.1043,-114.2805,994.8,979577.43,-29.48,0.02,0.24,-141.66,-2.48
675034ya,37.1137,-114.2677,1016.2,979573.61,-27.51,0.02,0.24,-142.10,-2.20
675035zb,37.0820,-114.2723,988.1,979588.93,-18.11,0.25,0.47,-129.30,8.29
675036ac,37.1780,-114.1058,1061.6,979573.64,-19.08,0.12,0.47,-138.55,7.78
675037cd,37.1712,-114.0972,1036.3,979579.85,-20.08,0.46,0.82,-136.35,9.61
675038fe,37.1665,-114.0873,1019.2,979582.86,-21.94,0.44,0.81,-136.29,9.48
675039gf,37.1820,-114.0888,1049.1,979574.28,-22.65,0.10,0.45,-140.73,6.19
675040hg,37.2047,-114.0810,1005.5,979581.60,-30.74,0.44,1.08,-143.29,5.55
