JD,Date,Time,Lat,Long,"xCO2,w","xCO2,a",EqTemp,Pressure,SST(TSG),Sal(TSG),"fCO2w,eq","fCO2w,in situ",fCO2a,dfCO2
311.076956,11/07/01,01:50:49,29.42698902,-140.4528252,377.0775105,371.1663139,22.584072,1019.46106,22.47,34.59,368.2529923,366.6049034,362.3141906,4.290712772
311.080081,11/07/01,01:55:19,29.42077421,-140.4590218,376.8573116,371.1663139,22.505236,1019.113159,22.45,34.58,367.9206402,367.1219208,362.3141906,4.807730203
311.083218,11/07/01,01:59:50,29.41453554,-140.4652423,376.8083854,371.1663139,22.465834,1019.332886,22.42,34.56,367.971758,367.3085975,362.3141906,4.994406934
311.115521,11/07/01,02:46:21,29.35029333,-140.5292967,377.0241225,371.1827755,22.39312,1019.506836,22.29,34.53,368.3225339,366.8300766,362.4851637,4.344912855
311.118623,11/07/01,02:50:49,29.33807333,-140.5483883,377.1952792,371.1827755,22.523425,1019.451904,22.37,34.52,368.4227352,366.2058728,362.4851637,3.720709039
311.121759,11/07/01,02:55:20,29.32298167,-140.569075,377.1463741,371.1827755,22.502205,1019.442749,22.43,34.55,368.3366731,367.2917807,362.4851637,4.806616927
311.124884,11/07/01,02:59:50,29.31555167,-140.5737633,377.1463741,371.1827755,22.480987,1019.799805,22.44,34.55,368.4632825,367.8695039,362.4851637,5.384340167
311.157188,11/07/01,03:46:21,29.280485,-140.5946933,375.7869517,371.575872,22.399178,1020.046997,22.34,34.83,367.2862194,366.4313306,363.0614683,3.369862266
311.160301,11/07/01,03:50:50,29.276135,-140.60236,375.8601442,371.575872,22.444622,1019.882202,22.37,34.84,367.2794583,366.2021569,363.0614683,3.140688591
311.163426,11/07/01,03:55:20,29.27092667,-140.6120933,375.8113486,371.575872,22.468864,1019.992065,22.38,34.85,367.2666305,365.9843422,363.0614683,2.922873911
311.166551,11/07/01,03:59:50,29.26664667,-140.6198083,375.7625555,371.575872,22.480987,1019.900513,22.39,34.83,367.1791836,365.8667261,363.0614683,2.805257746
311.198854,11/07/01,04:46:21,29.22610667,-140.673715,375.3413914,371.8883545,22.53252,1019.799805,22.44,34.96,366.70206,365.3696682,363.39028,1.979388188
311.201956,11/07/01,04:50:49,29.21972167,-140.686295,375.2926672,371.8883545,22.526457,1020.083618,22.45,34.94,366.7532962,365.651688,363.39028,2.261407942
311.205081,11/07/01,04:55:19,29.21239,-140.7014,375.7312766,371.8883545,22.399178,1019.726562,22.41,34.92,367.0731701,367.2296344,363.39028,3.839354371
311.208218,11/07/01,04:59:50,29.20541667,-140.7149417,375.6581606,371.8883545,22.371919,1020.037842,22.35,34.89,367.1514785,366.8346528,363.39028,3.444372783
311.240521,11/07/01,05:46:21,29.15904167,-140.7906083,374.6188117,371.1046923,22.411295,1020.193481,22.33,34.81,366.2041591,365.0336753,362.7492624,2.284412922
311.243623,11/07/01,05:50:49,29.15327167,-140.802425,374.8865633,371.1046923,22.332553,1019.927979,22.31,34.79,366.3794447,366.054022,362.7492624,3.30475956
311.246759,11/07/01,05:55:20,29.14600833,-140.8171383,374.716167,371.1046923,22.317415,1020.230103,22.26,34.76,366.352955,365.5250373,362.7492624,2.775774866
311.249884,11/07/01,05:59:50,29.14052333,-140.8291333,374.7891901,371.1046923,22.402207,1020.202637,22.3,34.77,366.3912076,364.9194281,362.7492624,2.170165642
311.282188,11/07/01,06:46:21,29.09960167,-140.9129067,374.4080998,371.4529649,22.272011,1020.266724,22.24,34.81,366.0770185,365.6153762,363.2789288,2.336447432
311.285301,11/07/01,06:50:50,29.09237833,-140.9277667,374.4567571,371.4529649,22.396149,1020.202637,22.3,34.81,366.0664362,364.6828378,363.2789288,1.403909003
311.288426,11/07/01,06:55:20,29.08296333,-140.94655,374.7244184,371.4529649,22.314388,1020.605469,22.3,34.82,366.4766393,366.2689188,363.2789288,2.989989982
311.291551,11/07/01,06:59:50,29.075545,-140.96154,375.2599751,371.4529649,22.359805,1020.193481,22.3,34.82,366.8483303,365.9851364,363.2789288,2.706207662
311.323854,11/07/01,07:46:21,28.99260667,-141.1427083,372.5554511,371.0921752,22.477956,1019.863892,22.44,34.76,364.0026635,363.4590987,362.5252267,0.93387203
311.326956,11/07/01,07:50:49,28.98682833,-141.15874,372.4340937,371.0921752,22.493111,1019.836426,22.46,34.84,363.8628858,363.388885,362.5252267,0.863658293
311.330081,11/07/01,07:55:19,28.97914667,-141.178565,370.2524586,371.0921752,22.565875,1019.763184,22.55,34.88,361.6530739,361.4271708,362.5252267,-1.09805591
311.333218,11/07/01,07:59:50,28.97306333,-141.1943517,367.6897774,371.0921752,22.632609,1019.735718,22.58,34.89,359.1227866,358.3800361,362.5252267,-4.145190601
311.365521,11/07/01,08:46:21,28.90157833,-141.3810383,366.4213274,370.9960312,22.450682,1019.332886,22.54,34.96,357.761971,359.0235748,362.2150309,-3.191456087
311.368623,11/07/01,08:50:49,28.89527167,-141.39681,370.2615479,370.9960312,22.302279,1019.296265,22.27,34.83,361.6523149,361.1922741,362.2150309,-1.022756754
311.371759,11/07/01,08:55:20,28.8875,-141.4165683,372.4910479,370.9960312,22.232672,1019.32373,22.23,34.76,363.8625576,363.8242131,362.2150309,1.609182275
311.374884,11/07/01,08:59:50,28.88147,-141.432455,373.826522,370.9960312,22.326498,1019.259644,22.24,34.81,365.1380573,363.8955015,362.2150309,1.680470626
311.407188,11/07/01,09:46:21,28.810755,-141.61844,371.291029,371.0081652,22.438562,1018.728638,22.33,34.81,362.4161227,360.8695959,362.1248294,-1.255233504
311.410301,11/07/01,09:50:50,28.80394667,-141.6340333,371.8489293,371.0081652,22.329525,1018.774414,22.36,34.85,362.9604153,363.3966985,362.1248294,1.271869043
311.413426,11/07/01,09:55:20,28.79543,-141.653565,373.3788127,371.0081652,22.344664,1018.453979,22.26,34.8,364.3933241,363.1795908,362.1248294,1.054761354
311.416551,11/07/01,09:59:50,28.78864667,-141.6692217,371.727618,371.0081652,22.64778,1018.508911,22.49,34.85,362.6699557,360.4262808,362.1248294,-1.698548591
311.448854,11/07/01,10:46:21,28.70620167,-141.8545083,368.9609461,370.9416769,22.681162,1018.215942,22.65,34.89,359.7722581,359.3315101,361.7320426,-2.400532477
311.451956,11/07/01,10:50:49,28.69887667,-141.8701817,368.4038732,370.9416769,22.717587,1018.106079,22.66,34.88,359.1834027,358.3708085,361.7320426,-3.361234086
311.455081,11/07/01,10:55:19,28.68978667,-141.889795,367.5326067,370.9416769,22.687232,1018.051147,22.65,34.86,358.3197511,357.7952625,361.7320426,-3.936780059
311.458218,11/07/01,10:59:50,28.682475,-141.9055017,368.0891543,370.9416769,22.763133,1018.307495,22.68,35.04,358.9387685,357.7674292,361.7320426,-3.964613382
311.490521,11/07/01,11:46:21,28.59683,-142.0902017,369.2315531,370.8103182,22.781355,1017.63916,22.71,34.94,359.7920433,358.7842738,361.354748,-2.57047426
311.493623,11/07/01,11:50:49,28.58969333,-142.1060383,369.0859562,370.8103182,22.790467,1017.767334,22.71,34.95,359.6967577,358.56086,361.354748,-2.793888026
311.496759,11/07/01,11:55:20,28.58077,-142.1257317,369.3286305,370.8103182,22.693302,1017.630005,22.69,34.94,359.8949485,359.848209,361.354748,-1.506539002
311.499884,11/07/01,11:59:50,28.57358833,-142.141455,369.377173,370.8103182,22.711516,1017.172241,22.66,34.92,359.7932466,359.0650239,361.354748,-2.289724153
311.532188,11/07/01,12:46:21,28.48982667,-142.326205,374.5459264,370.8495685,22.699373,1017.346191,22.63,34.97,364.9098974,363.9162241,361.278073,2.638151121
311.535289,11/07/01,12:50:49,28.48276,-142.3421217,375.5476766,370.8495685,22.687232,1017.263794,22.63,34.96,365.8553819,365.0333205,361.278073,3.755247536
311.538426,11/07/01,12:55:20,28.47405167,-142.36206,376.0611828,370.8495685,22.675092,1017.227173,22.64,34.96,366.3361858,365.8312416,361.278073,4.553168582
311.541551,11/07/01,12:59:50,28.46703667,-142.3778,376.2813428,370.8495685,22.73884,1017.355347,22.63,34.96,366.6040008,365.039768,361.278073,3.761694999
311.573854,11/07/01,13:46:21,28.38552167,-142.560515,376.1969926,370.7147322,22.556778,1017.355347,22.59,35.12,366.5462752,367.0256173,361.1279762,5.897641088
311.576956,11/07/01,13:50:49,28.37861333,-142.5758783,376.783715,370.7147322,22.568908,1017.327881,22.56,35.1,367.1253381,366.9967335,361.1279762,5.868757262
311.580081,11/07/01,13:55:19,28.36986833,-142.5951817,375.5129573,370.7147322,22.638677,1017.190552,22.64,35.12,365.7894812,365.8085095,361.1279762,4.680533216
311.583218,11/07/01,13:59:50,28.36272833,-142.6105633,374.2683482,370.7147322,22.675092,1017.126465,22.67,35.12,364.5358644,364.4628951,361.1279762,3.334918827
311.615521,11/07/01,14:46:21,28.27831667,-142.7929517,376.8245539,370.7480506,22.757059,1017.282104,22.69,35.05,367.071049,366.1054491,361.2638201,4.841629052
311.618623,11/07/01,14:50:49,28.271195,-142.8089683,377.6063922,370.7480506,22.754023,1017.327881,22.69,35.04,367.8495995,366.9257771,361.2638201,5.661957015
311.621759,11/07/01,14:55:20,28.26176833,-142.8286133,377.9975675,370.7480506,22.729731,1017.758179,22.72,35.04,368.3727983,368.2320198,361.2638201,6.968199776
311.624884,11/07/01,14:59:50,28.25455333,-142.8445967,377.8753069,370.7480506,22.726695,1017.483521,22.7,35.04,368.1634683,367.7776011,361.2638201,6.513781072
311.657188,11/07/01,15:46:21,28.16771667,-143.0307783,368.3788111,371.2053657,22.55981,1018.051147,22.54,35.18,359.2099034,358.9298302,361.8599498,-2.930119638
311.660289,11/07/01,15:50:49,28.16025333,-143.0465,368.9595363,371.2053657,22.584072,1017.730713,22.56,35.18,359.6483513,359.307713,361.8599498,-2.552236781
311.663426,11/07/01,15:55:20,28.15151,-143.0664717,368.7175215,371.2053657,22.578006,1017.941284,22.58,35.19,359.4773406,359.5055602,361.8599498,-2.35438958
311.666551,11/07/01,15:59:50,28.144015,-143.0822433,368.4513811,371.2053657,22.611372,1017.767334,22.58,35.19,359.1548236,358.7116144,361.8599498,-3.14833538
311.698854,11/07/01,16:46:21,28.05924,-143.26818,372.4158783,371.1533939,22.860346,1018.609619,22.75,35.17,363.2282239,361.6576681,361.9291691,-0.271500979
311.701956,11/07/01,16:50:49,28.05193333,-143.2837233,369.2871412,371.1533939,22.848191,1018.609619,22.83,35.21,360.130126,359.8728317,361.9291691,-2.056337432
311.705081,11/07/01,16:55:19,28.04275667,-143.3032233,366.2656483,371.1533939,22.924179,1018.490601,22.87,35.23,357.1175136,356.358261,361.9291691,-5.570908119
311.708218,11/07/01,16:59:50,28.03612,-143.319125,365.3008969,371.1533939,22.915058,1018.508911,22.87,35.22,356.1833845,355.5533726,361.9291691,-6.375796566
311.740521,11/07/01,17:46:21,27.95081833,-143.50332,375.7672903,371.7323377,22.747949,1018.893433,22.72,35.18,366.619708,366.2174,362.693267,3.524132995
311.743623,11/07/01,17:50:49,27.94366833,-143.5190267,375.4262994,371.7323377,22.744913,1018.865967,22.74,35.19,366.2650839,366.1943962,362.693267,3.501129143
311.746759,11/07/01,17:55:20,27.93433,-143.5384433,374.1608796,371.7323377,22.808693,1018.765259,22.76,35.19,364.9816579,364.2843231,362.693267,1.591056115
311.749884,11/07/01,17:59:50,27.92702667,-143.554265,371.344366,371.7323377,22.845152,1019.003296,22.84,35.29,362.2746877,362.2013836,362.693267,-0.491883406
311.782188,11/07/01,18:46:21,27.843535,-143.7342117,378.7134971,371.1743704,22.811731,1019.021606,22.79,35.25,369.5004488,369.1854066,362.2491678,6.936238799
311.785289,11/07/01,18:50:49,27.83674333,-143.748665,377.8338272,371.1743704,22.82996,1019.076538,22.81,35.25,368.6506277,368.361922,362.2491678,6.112754181
311.788426,11/07/01,18:55:20,27.82821833,-143.7667,375.9551509,371.1743704,22.772244,1019.13147,22.82,35.26,366.8320235,367.5207248,362.2491678,5.271556966
311.791551,11/07/01,18:59:50,27.82161833,-143.7814133,372.6464245,371.1743704,22.915058,1019.186401,22.89,35.29,363.5824504,363.2250087,362.2491678,0.975840925
311.823854,11/07/01,19:46:21,27.74275333,-143.9561033,379.3012419,371.0571537,22.623507,1018.591309,22.58,35.14,370.0380873,369.4059031,362.1482179,7.257685196
311.826956,11/07/01,19:50:49,27.73545333,-143.97054,379.8643957,371.0571537,22.720623,1018.399048,22.67,35.17,370.4621899,369.7264112,362.1482179,7.578193348
311.830081,11/07/01,19:55:19,27.72679833,-143.98872,379.8399036,371.0571537,22.714552,1018.371582,22.69,35.18,370.416145,370.0591388,362.1482179,7.910920954
311.833218,11/07/01,19:59:50,27.71925833,-144.0029783,380.0848544,371.0571537,22.772244,1018.756104,22.73,35.18,370.7748266,370.1604621,362.1482179,8.01224422
311.865521,11/07/01,20:46:21,27.63538833,-144.1753417,381.317777,372.2423645,22.975876,1018.078613,22.9,35.26,371.6211168,370.5175574,362.8093643,7.708193071
311.868623,11/07/01,20:50:49,27.62857333,-144.190055,382.1040735,372.2423645,23.018464,1018.170166,22.94,35.28,372.3975746,371.2545056,362.8093643,8.44514129
311.871759,11/07/01,20:55:20,27.619605,-144.2081217,382.5220646,372.2423645,23.021506,1017.913818,22.94,35.26,372.7083747,371.5201415,362.8093643,8.710777212
311.874884,11/07/01,20:59:50,27.61274333,-144.2227867,382.5958472,372.2423645,23.054978,1017.877197,22.96,35.25,372.7542047,371.3701021,362.8093643,8.560737735
311.907188,11/07/01,21:46:21,27.53082333,-144.3950683,383.3257641,373.925324,23.262081,1016.925049,23.22,35.29,372.9461226,372.3328486,363.9937055,8.33914313
311.910301,11/07/01,21:50:50,27.52378333,-144.40983,383.5479703,373.925324,23.240747,1016.815186,23.17,35.31,373.1520236,372.1208601,363.9937055,8.127154599
311.913426,11/07/01,21:55:20,27.51554833,-144.42845,383.2270222,373.925324,23.213322,1016.842651,23.14,35.32,372.8687574,371.800681,363.9937055,7.806975551
311.916551,11/07/01,21:59:50,27.50941167,-144.44344,383.3257641,373.925324,23.240747,1016.586304,23.15,35.3,372.861864,371.54069,363.9937055,7.546984569
311.948854,11/07/01,22:46:21,27.42809667,-144.61613,384.9403358,373.3214696,23.371853,1016.247559,23.25,35.33,374.2419247,372.464364,363.0503207,9.414043319
311.951956,11/07/01,22:50:49,27.42113833,-144.6308267,386.2536548,373.3214696,23.310857,1016.28418,23.25,35.29,375.5324255,374.6402932,363.0503207,11.5899725
311.955081,11/07/01,22:55:19,27.41234167,-144.64917,386.5264494,373.3214696,23.381005,1015.982056,23.24,35.26,375.6888729,373.6252547,363.0503207,10.57493408
311.958218,11/07/01,22:59:50,27.4054,-144.6638183,386.8737515,373.3214696,23.341352,1016.183472,23.2,35.28,376.1282956,374.0567232,363.0503207,11.00640251
311.990521,11/07/01,23:46:21,27.32386833,-144.835595,382.6451824,372.0594819,23.097591,1016.375732,23.11,35.22,372.1448334,372.3257117,361.7481311,10.57758053
311.993623,11/07/01,23:50:49,27.31698333,-144.850195,382.6204662,372.0594819,23.143262,1016.329956,22.98,35.2,372.1833178,369.812251,361.7481311,8.064119803
311.996759,11/07/01,23:55:20,27.308695,-144.8686367,383.3622277,372.0594819,23.109769,1015.95459,23.02,35.23,372.7389006,371.4311347,361.7481311,9.683003532
311.999884,11/07/01,23:59:50,27.30192833,-144.8833667,384.2530952,372.0594819,23.091503,1016.091919,23.03,35.24,373.6508845,372.7521984,361.7481311,11.00406728
312.032188,11/08/01,00:46:21,27.22563,-145.0579583,386.8837277,372.1623412,23.170673,1015.808105,23.1,35.23,376.0573307,375.0190849,361.8055856,13.21349929
312.035301,11/08/01,00:50:50,27.21922167,-145.0723967,386.0392214,372.1623412,23.22551,1015.79895,23.08,35.22,375.2453505,373.1160332,361.8055856,11.31044754
312.038426,11/08/01,00:55:20,27.212605,-145.08763,384.9226258,372.1623412,23.207228,1015.982056,23.09,35.23,374.2231714,372.5110041,361.8055856,10.70541848
312.041551,11/08/01,00:59:50,27.20683167,-145.1009933,384.6002941,372.1623412,23.155444,1015.890503,23.1,35.24,373.8690269,373.0586968,361.8055856,11.25311113
312.073854,11/08/01,01:46:21,27.14190667,-145.2437167,381.1544837,371.5412328,23.167627,1015.79895,23.07,35.26,370.5035498,369.0902362,361.1170984,7.973137836
312.076956,11/08/01,01:50:49,27.137435,-145.253565,380.6599827,371.5412328,23.234652,1015.826416,23.09,35.27,370.0209609,367.9323982,361.1170984,6.815299765
312.080081,11/08/01,01:55:19,27.13191333,-145.2659183,379.8446102,371.5412328,23.188949,1015.698242,23.12,35.27,369.162127,368.1670124,361.1170984,7.049914028
312.083218,11/08/01,01:59:50,27.12660333,-145.2773117,378.8325333,371.5412328,23.094547,1015.881348,23.1,35.28,368.2590146,368.3376994,361.1170984,7.220601004
312.115521,11/08/01,02:46:21,27.05380833,-145.4320317,378.2634747,371.4994029,23.191996,1015.707397,23.13,35.29,367.6228773,366.7315668,361.0673152,5.664251579
312.118623,11/08/01,02:50:49,27.04658667,-145.447315,378.2881589,371.4994029,23.179811,1015.79895,23.1,35.28,367.699172,366.5518108,361.0673152,5.484495561
312.121759,11/08/01,02:55:20,27.03756167,-145.4664883,378.609112,371.4994029,23.268177,1015.835571,23.14,35.29,368.0004194,366.1592101,361.0673152,5.091894846
312.124884,11/08/01,02:59:50,27.03017167,-145.4815267,370.3726203,371.4994029,23.943555,1015.826416,23.79,35.4,359.5963461,357.4500268,361.0673152,-3.617288441
312.157188,11/08/01,03:46:21,26.94554833,-145.6607267,359.9164289,371.1238864,24.164365,1016.156006,24.16,35.44,349.3362065,349.2767754,360.1729133,-10.89613786
312.160301,11/08/01,03:50:50,26.93849667,-145.676155,359.868025,371.1238864,24.188923,1016.375732,24.14,35.44,349.3792957,348.7138082,360.1729133,-11.45910514
312.163426,11/08/01,03:55:20,26.930205,-145.6958817,359.9164289,371.1238864,24.188923,1016.000366,24.15,35.45,349.2873012,348.7578709,360.1729133,-11.4150424
312.166551,11/08/01,03:59:50,26.92323,-145.7116367,360.0858625,371.1238864,24.182783,1016.174316,24.13,35.45,349.5256337,348.8073755,360.1729133,-11.36553782
312.198854,11/08/01,04:46:21,26.854545,-145.8638833,359.8921151,372.0358759,24.093786,1016.339111,24.09,35.43,349.420313,349.3687268,361.2455241,-11.87679733
312.201968,11/08/01,04:50:50,26.85002,-145.8749017,359.4808008,372.0358759,24.060045,1016.522217,24.01,35.42,349.1344744,348.453568,361.2455241,-12.79195614
312.205093,11/08/01,04:55:20,26.844475,-145.8887367,359.6017573,372.0358759,24.084583,1016.925049,24,35.41,349.4004846,348.2497992,361.2455241,-12.99572497
312.208218,11/08/01,04:59:50,26.83999,-145.89961,361.7815848,372.0358759,23.710899,1016.641235,23.86,35.45,351.5030918,353.5579271,361.2455241,-7.687597077
312.240521,11/08/01,05:46:21,26.76993,-146.0546067,359.5175738,372.1102249,24.11833,1016.723633,24.02,35.41,349.235277,347.8988569,361.3972757,-13.49841876
312.243623,11/08/01,05:50:49,26.764225,-146.06818,358.8402948,372.1102249,24.14288,1016.714478,24.02,35.41,348.5741366,346.9081548,361.3972757,-14.48912093
312.246759,11/08/01,05:55:20,26.75747,-146.0851733,358.7919362,372.1102249,24.112194,1016.47644,24.06,35.41,348.4187985,347.7103336,361.3972757,-13.6869421
312.249884,11/08/01,05:59:50,26.752205,-146.0986483,358.3809888,372.1102249,24.109125,1016.403198,24.04,35.41,348.0060761,347.0691429,361.3972757,-14.32813276
312.282188,11/08/01,06:46:21,26.68656833,-146.2572267,358.0790218,371.8805795,24.102989,1016.842651,24.01,35.42,347.8859151,346.6264704,361.3834724,-14.75700197
312.285301,11/08/01,06:50:50,26.68008667,-146.270475,358.5624454,371.8805795,24.149018,1016.732788,24.11,35.42,348.2559334,347.7265544,361.3834724,-13.65691798
312.288426,11/08/01,06:55:20,26.67204167,-146.2875167,358.2240228,371.8805795,24.038578,1016.687012,24.02,35.43,347.9659296,347.7137724,361.3834724,-13.66969992
312.291551,11/08/01,06:59:50,26.66563333,-146.3010417,357.8374034,371.8805795,24.004852,1016.110229,23.95,35.41,347.4295941,346.6865347,361.3834724,-14.69693765
312.323854,11/08/01,07:46:21,26.59058833,-146.45415,358.139676,371.4250403,24.139811,1016.265869,24.08,35.43,347.6991508,346.8891729,360.5491842,-13.66001134
312.326956,11/08/01,07:50:49,26.58423333,-146.4671717,357.6562472,371.4250403,24.152087,1016.073608,24.04,35.43,347.1864651,345.6723592,360.5491842,-14.87682504
312.330081,11/08/01,07:55:19,26.576815,-146.4836267,357.4146259,371.4250403,24.112194,1016.320801,24.06,35.42,347.0266413,346.3208741,360.5491842,-14.22831017
312.333218,11/08/01,07:59:50,26.57056,-146.4966317,356.8591325,371.4250403,24.127536,1016.146851,24.06,35.43,346.4262831,345.5149392,360.5491842,-15.03424505
312.365521,11/08/01,08:46:21,26.500305,-146.6550617,356.4478827,371.6317186,24.109125,1016.293335,24.09,35.43,346.0602462,345.8021522,360.6992678,-14.8971156
312.368623,11/08/01,08:50:49,26.49397333,-146.6689133,355.6753272,371.6317186,24.167434,1016.174316,24.07,35.41,345.2805421,343.9710289,360.6992678,-16.72823887
312.371759,11/08/01,08:55:20,26.486215,-146.6862633,355.385783,371.6317186,24.164365,1016.165161,24.08,35.41,344.9902189,343.8569482,360.6992678,-16.84231953
312.374884,11/08/01,08:59:50,26.480135,-146.70026,355.3375343,371.6317186,24.167434,1016.311646,24.13,35.43,344.964452,344.4611897,360.6992678,-16.23807807
312.407188,11/08/01,09:46:21,26.406185,-146.86836,357.0515799,372.7023715,24.029379,1016.036987,24.03,35.42,346.5926345,346.6010352,361.8201876,-15.21915237
312.410301,11/08/01,09:50:50,26.39967833,-146.8836917,356.809802,372.7023715,24.010983,1015.95459,23.95,35.42,346.3773065,345.5537118,361.8201876,-16.2664758
312.413426,11/08/01,09:55:20,26.39111333,-146.9028483,357.0032194,372.7023715,23.983394,1015.753174,23.95,35.42,346.4943322,346.0428587,361.8201876,-15.77732887
312.416551,11/08/01,09:59:50,26.38404167,-146.9180983,356.7856275,372.7023715,23.934363,1015.744019,23.93,35.41,346.2919147,346.2329075,361.8201876,-15.58728014
312.448854,11/08/01,10:46:21,26.30665667,-147.087875,363.8754018,373.7474129,23.863914,1015.515137,23.81,35.45,353.1648452,352.4222488,362.8040709,-10.38182205
312.451956,11/08/01,10:50:49,26.30009833,-147.10197,363.1201754,373.7474129,23.860852,1015.515137,23.82,35.46,352.4258213,351.8641039,362.8040709,-10.93996693
312.455081,11/08/01,10:55:19,26.29190667,-147.1196133,362.3412038,373.7474129,23.888413,1015.707397,23.84,35.46,351.7261701,351.0619765,362.8040709,-11.74209437
312.458218,11/08/01,10:59:50,26.28526667,-147.1337233,362.0735771,373.7474129,23.870038,1015.597534,23.8,35.46,351.4515243,350.4916448,362.8040709,-12.31242607
312.490521,11/08/01,11:46:21,26.20385333,-147.2969233,358.7718466,375.2492333,24.164365,1015.322876,24.03,35.51,348.0109829,346.1927798,363.995852,-17.80307222
312.493623,11/08/01,11:50:49,26.196765,-147.31071,357.1475382,375.2492333,24.149018,1015.258789,24.07,35.51,346.3886301,345.3228582,363.995852,-18.67299384
312.496759,11/08/01,11:55:20,26.18792333,-147.3280917,356.5663675,375.2492333,24.130604,1015.158081,24.1,35.51,345.7714511,345.3589307,363.995852,-18.63692126
312.499884,11/08/01,11:59:50,26.18080667,-147.3420417,356.0339387,375.2492333,24.188923,1014.974976,24.11,35.51,345.1849486,344.124283,363.995852,-19.87156896
312.532188,11/08/01,12:46:21,26.09837667,-147.5053717,355.6720515,376.31356,24.136742,1014.44397,24.16,35.53,344.6180828,344.9309025,364.7230704,-19.79216797
312.535289,11/08/01,12:50:49,26.09155667,-147.51919,355.0679241,376.31356,24.231913,1014.645386,24.17,35.53,344.0970201,343.2674347,364.7230704,-21.45563576
312.538426,11/08/01,12:55:20,26.08294333,-147.53641,354.802232,376.31356,24.253413,1014.810181,24.21,35.52,343.8727259,343.2912668,364.7230704,-21.43180365
312.541551,11/08/01,12:59:50,26.07594,-147.5502433,354.7539324,376.31356,24.296426,1014.691162,24.21,35.53,343.7844346,342.6284813,364.7230704,-22.09458915
312.573854,11/08/01,13:46:21,25.99876667,-147.716195,356.3738141,374.7484463,24.213487,1014.736938,24.14,35.39,345.412116,344.4239554,363.1638409,-18.73988554
312.576956,11/08/01,13:50:49,25.991915,-147.73011,356.4463619,374.7484463,24.207346,1014.727783,24.15,35.38,345.4730835,344.7015606,363.1638409,-18.46228031
312.580081,11/08/01,13:55:19,25.98264167,-147.7471683,356.2770923,374.7484463,24.191994,1014.672852,24.16,35.38,345.2836899,344.8532134,363.1638409,-18.31062753
312.583218,11/08/01,13:59:50,25.97616833,-147.7613283,356.1078534,374.7484463,24.167434,1014.489746,24.17,35.39,345.0495013,345.0840336,363.1638409,-18.07980738
312.615521,11/08/01,14:46:21,25.90367833,-147.93029,358.358655,374.6814006,24.339453,1014.44397,24.21,35.39,347.1897507,345.4439688,363.1343443,-17.69037552
312.618623,11/08/01,14:50:49,25.89739667,-147.9445633,356.9303039,374.6814006,24.281062,1014.434814,24.23,35.43,345.7906988,345.1033955,363.1343443,-18.03094889
312.621759,11/08/01,14:55:20,25.88975833,-147.9623367,356.3982522,374.6814006,24.265701,1014.398193,24.24,35.44,345.2563581,344.910719,363.1343443,-18.2236253
312.624884,11/08/01,14:59:50,25.88361333,-147.9766283,356.1565099,374.6814006,24.262629,1014.764404,24.24,35.44,345.1504818,344.8462204,363.1343443,-18.2881239
312.657188,11/08/01,15:46:21,25.81323167,-148.145085,356.3273572,375.1050574,24.191994,1014.736938,24.23,35.46,345.3126455,345.8247522,363.4755273,-17.65077508
312.660289,11/08/01,15:50:49,25.80724333,-148.1592617,355.9893924,375.1050574,24.265701,1014.819336,24.24,35.47,345.0079365,344.6625343,363.4755273,-18.81299294
312.663426,11/08/01,15:55:20,25.799825,-148.17705,355.6515507,375.1050574,24.238056,1014.682007,24.22,35.48,344.6447191,344.4022195,363.4755273,-19.07330783
312.666551,11/08/01,15:59:50,25.79761167,-148.1917967,355.723935,375.1050574,24.179713,1015.148926,24.17,35.5,344.9088012,344.7781807,363.4755273,-18.69734662
312.698854,11/08/01,16:46:21,25.74809167,-148.3362633,355.4239609,373.1617163,24.265701,1015.560913,24.25,35.49,344.7132533,344.5023743,361.9599181,-17.45754382
312.701956,11/08/01,16:50:49,25.74362833,-148.3434733,355.3998574,373.1617163,24.299498,1015.963745,24.26,35.5,344.8246719,344.2943878,361.9599181,-17.66553039
312.705081,11/08/01,16:55:19,25.73814667,-148.3526533,355.3998574,373.1617163,24.259557,1015.560913,24.25,35.5,344.6899329,344.5615608,361.9599181,-17.39835734
312.708218,11/08/01,16:59:50,25.73393167,-148.360075,355.2793489,373.1617163,24.271845,1015.78064,24.25,35.49,344.6497949,344.3564957,361.9599181,-17.60342245
312.740521,11/08/01,17:46:21,25.68453333,-148.448015,355.3307446,372.5185486,24.379421,1016.677856,24.29,35.45,344.9886349,343.7894122,361.6132749,-17.82386275
312.743623,11/08/01,17:50:49,25.68031,-148.4554517,354.777348,372.5185486,24.302571,1016.61377,24.3,35.45,344.4228752,344.3883722,361.6132749,-17.22490267
312.746759,11/08/01,17:55:20,25.67524833,-148.4648267,354.48875,372.5185486,24.324084,1016.503906,24.3,35.44,344.1043307,343.7815921,361.6132749,-17.83168285
312.749884,11/08/01,17:59:50,25.67114667,-148.4722817,354.5608911,372.5185486,24.324084,1016.897583,24.29,35.44,344.3177721,343.8608471,361.6132749,-17.75242782
312.782188,11/08/01,18:46:21,25.60112333,-148.6017733,355.1012731,372.6322651,24.404023,1017.501831,24.37,35.47,345.004832,344.5481181,361.9520347,-17.40391663
