JD,Date,Time,Lat,Long,"xCO2,w","xCO2,a",EqTemp,Pressure,SST(TSG),Sal(TSG),"fCO2w,eq","fCO2w,in situ",fCO2a,dfCO2
309.365521,11/05/01,08:46:21,32.83058493,-137.0591787,388.2750989,372.4832311,19.648087,1023.48938,19.63,32.89,382.3036602,382.0266859,366.8381034,15.18858252
309.368623,11/05/01,08:50:49,32.82441586,-137.0653297,388.4221156,372.4832311,19.639145,1023.48938,19.56,32.9,382.4844182,381.2732955,366.8381034,14.43519205
309.371759,11/05/01,08:55:20,32.81817918,-137.0715482,387.9566316,372.4832311,19.528887,1023.562622,19.55,32.86,382.0589299,382.3825671,366.8381034,15.54446371
309.374884,11/05/01,08:59:50,32.81196437,-137.0777448,387.9811257,372.4832311,19.651068,1023.269653,19.57,32.84,381.9609201,380.7221408,366.8381034,13.88403743
309.407188,11/05/01,09:46:21,32.74772018,-137.1418012,388.9096776,372.303636,19.725604,1023.425293,19.62,32.74,382.9084145,381.2925179,366.5053506,14.78716732
309.410301,11/05/01,09:50:50,32.74152924,-137.147974,388.9096776,372.303636,19.722622,1023.352051,19.65,32.75,382.8649793,381.7531195,366.5053506,15.24776895
309.413426,11/05/01,09:55:20,32.73531443,-137.1541707,389.6445724,372.303636,19.785251,1023.150635,19.72,32.77,383.4750964,382.4748572,366.5053506,15.96950662
309.416551,11/05/01,09:59:50,32.72909962,-137.1603673,390.5516202,372.303636,19.871771,1023.141479,19.74,32.96,384.3547549,382.3343082,366.5053506,15.82895762
309.448854,11/05/01,10:46:21,32.66485742,-137.2244217,391.3437192,373.0155976,19.788234,1023.214722,19.81,32.89,385.1255421,385.4611421,367.0770602,18.3840819
309.451956,11/05/01,10:50:49,32.65868835,-137.2305728,392.2020707,373.0155976,19.880723,1023.123169,19.82,32.91,385.9297808,384.9938044,367.0770602,17.91674422
309.455081,11/05/01,10:55:19,32.65247355,-137.2367694,392.6192267,373.0155976,19.824031,1023.205566,19.82,32.91,386.3720845,386.3097881,367.0770602,19.23272798
309.458218,11/05/01,10:59:50,32.64623487,-137.2429898,393.4785765,373.0155976,19.797183,1023.233032,19.89,32.99,387.1918039,388.6321877,367.0770602,21.55512751
309.490521,11/05/01,11:46:21,32.58199267,-137.3070443,394.7633254,372.425635,19.916537,1023.342896,19.94,33.03,388.4722926,388.8367428,366.4309089,22.40583396
309.493623,11/05/01,11:50:49,32.5758236,-137.3131953,395.1814465,372.425635,19.925491,1023.205566,19.91,33.02,388.8462999,388.6056599,366.4309089,22.17475109
309.496759,11/05/01,11:55:20,32.56958692,-137.3194137,394.7879164,372.425635,19.829998,1023.141479,19.92,33.03,388.4289245,389.8294808,366.4309089,23.39857195
309.499884,11/05/01,11:59:50,32.56337211,-137.3256104,393.8538391,372.425635,19.886692,1023.150635,19.84,32.98,387.5555513,386.832782,366.4309089,20.40187319
309.532188,11/05/01,12:46:21,32.49912792,-137.3896668,395.4918348,372.6102138,19.946386,1022.994995,19.95,32.99,389.0483301,389.1045117,366.5980765,22.50643526
309.535289,11/05/01,12:50:49,32.49296084,-137.3958158,395.6886625,372.6102138,20.009085,1023.104858,19.94,32.97,389.2899499,388.2173772,366.5980765,21.61930071
309.538426,11/05/01,12:55:20,32.48672217,-137.4020363,395.6886625,372.6102138,20.003113,1023.205566,19.95,32.94,389.3236597,388.4986934,366.5980765,21.90061694
309.541551,11/05/01,12:59:50,32.48050737,-137.4082329,395.3688349,372.6102138,19.952357,1023.361206,19.92,32.91,389.08535,388.5826794,366.5980765,21.98460289
309.573854,11/05/01,13:46:21,32.41626516,-137.4722873,394.3303851,373.0454042,19.895645,1023.223877,19.92,33.06,388.0108663,388.388805,367.1003917,21.28841331
309.576956,11/05/01,13:50:49,32.4100961,-137.4784383,394.3303851,373.0454042,19.931461,1023.406982,19.92,33.03,388.0817389,387.9040287,367.1003917,20.80363705
309.580081,11/05/01,13:55:19,32.40388129,-137.484635,394.2321847,373.0454042,19.889676,1023.406982,19.92,33.05,387.9851913,388.4558025,367.1003917,21.35541077
309.583218,11/05/01,13:59:50,32.39764262,-137.4908554,394.1830877,373.0454042,19.883707,1023.205566,19.9,33.05,387.8693967,388.1221224,367.1003917,21.0217307
309.615521,11/05/01,14:46:21,32.33340041,-137.5549098,395.8130495,372.5645735,20.179367,1023.425293,20.01,33.07,389.5001159,386.8776361,366.6397202,20.23791587
309.618623,11/05/01,14:50:49,32.32723135,-137.5610609,396.3784485,372.5645735,20.018044,1023.187256,20.02,33.07,389.9583248,389.9887835,366.6397202,23.3490633
309.621759,11/05/01,14:55:20,32.32099466,-137.5672793,396.5997693,372.5645735,20.053882,1023.361206,20.02,33.05,390.2438185,389.7163512,366.6397202,23.07663099
309.624884,11/05/01,14:59:50,32.31477986,-137.5734759,396.5259908,372.5645735,20.029989,1023.480225,20.02,33.02,390.2174946,390.0618981,366.6397202,23.42217783
309.657188,11/05/01,15:46:21,32.25053566,-137.6375323,395.2627404,372.6473576,20.047908,1023.635864,19.96,32.94,389.06654,387.7033607,366.7761227,20.92723796
309.660289,11/05/01,15:50:49,32.24436859,-137.6436814,395.8769656,372.6473576,20.000127,1023.782349,19.95,32.92,389.7334209,388.9539896,366.7761227,22.17786691
309.663426,11/05/01,15:55:20,32.23812992,-137.6499018,396.4423532,372.6473576,20.056869,1023.699951,19.98,32.98,390.2421326,389.0465092,366.7761227,22.27038654
309.666551,11/05/01,15:59:50,32.23191511,-137.6560985,397.3524941,372.6473576,20.062842,1023.617554,20.01,32.98,391.0897069,390.265737,366.7761227,23.48961431
309.698854,11/05/01,16:46:21,32.1676729,-137.7201529,400.4186904,372.317802,20.526376,1024.130249,20.49,33.34,394.0474411,393.4777956,366.2206911,27.25710455
309.701956,11/05/01,16:50:49,32.16150384,-137.7263039,400.6411715,372.317802,20.652178,1024.102783,20.5,33.32,394.2498798,391.8731856,366.2206911,25.65249449
309.705081,11/05/01,16:55:19,32.15528903,-137.7325005,400.4681269,372.317802,20.65817,1024.276733,20.61,33.41,394.0870455,393.3335068,366.2206911,27.1128157
309.708218,11/05/01,16:59:50,32.14905036,-137.738721,400.5175655,372.317802,20.802056,1024.240112,20.67,33.42,394.0875935,392.027309,366.2206911,25.80661787
309.740521,11/05/01,17:46:21,32.08480816,-137.8027754,399.7570151,371.9789359,21.012101,1023.928833,20.92,33.57,393.0761315,391.6437003,365.8509101,25.79279019
309.743623,11/05/01,17:50:49,32.07863909,-137.8089264,400.7476207,371.9789359,20.991085,1024.32251,20.93,33.57,394.1996458,393.2462857,365.8509101,27.39537556
309.746759,11/05/01,17:55:20,32.07240241,-137.8151449,400.4998895,371.9789359,21.009099,1024.276733,20.93,33.56,393.9378769,392.7047481,365.8509101,26.85383805
309.749884,11/05/01,17:59:50,32.0661876,-137.8213415,400.3512764,371.9789359,20.982079,1024.395752,20.93,33.56,393.8385673,393.0262785,365.8509101,27.17536844
309.782188,11/05/01,18:46:21,32.00194341,-137.8853979,398.8200704,372.1220462,20.988083,1024.304199,20.99,33.61,392.2624184,392.2922348,365.9676187,26.32461609
309.785289,11/05/01,18:50:49,31.99577633,-137.891547,399.2656938,372.1220462,20.994087,1024.093628,20.97,33.61,392.6294431,392.254676,365.9676187,26.28705731
309.788426,11/05/01,18:55:20,31.98953766,-137.8977674,399.8849064,372.1220462,21.015104,1024.240112,20.98,33.57,393.2900516,392.743196,365.9676187,26.7755773
309.791551,11/05/01,18:59:50,31.98332285,-137.903964,400.1574673,372.1220462,20.961067,1023.956299,20.94,33.55,393.469179,393.1406355,365.9676187,27.17301676
309.823854,11/05/01,19:46:21,31.91908065,-137.9680184,400.9562913,372.6667699,21.150271,1024.066162,21.07,33.44,394.2227143,392.9717208,366.4485802,26.52314059
309.826956,11/05/01,19:50:49,31.91291158,-137.9741695,401.9254329,372.6667699,21.078168,1023.873901,21.05,33.42,395.1110203,394.6704122,366.4485802,28.22183197
309.830081,11/05/01,19:55:19,31.90669678,-137.9803661,402.5471087,372.6667699,20.913048,1024.01123,20.9,33.36,395.8625928,395.6578252,366.4485802,29.20924495
309.833218,11/05/01,19:59:50,31.9004581,-137.9865866,401.6520023,372.6667699,20.931054,1023.690796,20.91,33.33,394.849876,394.5203671,366.4485802,28.07178685
309.865521,11/05/01,20:46:21,31.8362159,-138.050641,402.8409095,372.0132181,21.147266,1023.278809,21.04,33.49,395.7813312,394.1041891,365.509605,28.5945841
309.868623,11/05/01,20:50:49,31.83004683,-138.056792,403.738779,372.0132181,21.069158,1022.98584,21.02,33.47,396.5586016,395.7872504,365.509605,30.2776454
309.871759,11/05/01,20:55:20,31.82381015,-138.0630104,403.838585,372.0132181,21.075165,1023.086548,21,33.43,396.708001,395.5288003,365.509605,30.01919531
309.874884,11/05/01,20:59:50,31.81759535,-138.0692071,404.1130956,372.0132181,21.060147,1022.958374,21,33.41,396.9266103,395.9821383,365.509605,30.47253328
309.907188,11/05/01,21:46:21,31.75335115,-138.1332635,400.4973721,372.0345287,21.288554,1022.116089,21.18,33.37,392.9393631,391.2554215,365.1082297,26.14719186
309.910301,11/05/01,21:50:50,31.74716021,-138.1394363,400.9209944,372.0345287,21.153276,1022.427368,21.13,33.38,393.5067706,393.14425,365.1082297,28.03602036
309.913426,11/05/01,21:55:20,31.7409454,-138.145633,400.8213045,372.0345287,21.138252,1021.987915,21.11,33.42,393.2474415,392.8076939,365.1082297,27.6994642
309.916551,11/05/01,21:59:50,31.7347306,-138.1518296,400.5222867,372.0345287,21.156281,1022.180176,21.09,33.38,393.0411473,392.0108937,365.1082297,26.90266401
309.948854,11/05/01,22:46:21,31.67048839,-138.215884,401.1662459,372.1748319,21.432973,1021.850586,21.31,33.32,393.4148199,391.5074834,365.0569518,26.4505316
309.951968,11/05/01,22:50:50,31.66429546,-138.2220588,401.9654385,372.1748319,21.435983,1021.713257,21.33,33.29,394.1323825,392.485188,365.0569518,27.42823617
309.955093,11/05/01,22:55:20,31.65808065,-138.2282555,402.1153505,372.1748319,21.390838,1021.594238,21.31,33.29,394.2440305,392.9862782,365.0569518,27.92932635
309.958218,11/05/01,22:59:50,31.65186585,-138.2344521,401.765587,372.1748319,21.378801,1021.740723,21.29,33.27,393.970605,392.5899711,365.0569518,27.53301924
309.990521,11/05/01,23:46:21,31.58762364,-138.2985065,399.4778696,373.4924063,21.481141,1021.768188,21.43,33.49,391.65747,390.8667884,366.1917184,24.67506999
309.993623,11/05/01,23:50:49,31.58145458,-138.3046576,398.7042045,373.4924063,21.420933,1021.539307,21.39,33.41,390.8321431,390.3544616,366.1917184,24.16274327
309.996759,11/05/01,23:55:20,31.57521789,-138.310876,398.4298079,373.4924063,21.508242,1021.713257,21.41,33.37,390.619445,389.1060794,366.1917184,22.91436103
309.999884,11/05/01,23:59:50,31.56900309,-138.3170727,398.8788559,373.4924063,21.484152,1021.447754,21.43,33.36,390.943762,390.1080501,366.1917184,23.91633176
310.032188,11/06/01,00:46:21,31.50475889,-138.3811291,399.4905242,373.2124964,21.499208,1021.594238,21.42,33.37,391.6067399,390.3831049,365.8082746,24.57483038
310.035301,11/06/01,00:50:50,31.49856795,-138.3873019,400.7149395,373.2124964,21.472109,1021.621704,21.41,33.33,392.8234796,391.8606454,365.8082746,26.05237084
310.038426,11/06/01,00:55:20,31.49235315,-138.3934985,400.4149576,373.2124964,21.580534,1021.456909,21.41,33.29,392.4642836,389.8305696,365.8082746,24.02229507
310.041551,11/06/01,00:59:50,31.48613834,-138.3996952,400.4899455,373.2124964,21.583547,1021.47522,21.45,33.25,392.5212625,390.4570259,365.8082746,24.64875135
310.073854,11/06/01,01:46:21,31.42189613,-138.4637496,396.0921907,372.620732,21.782522,1021.374512,21.6,33.29,388.0842968,385.3000636,365.0591793,20.24088431
310.076956,11/06/01,01:50:49,31.41572707,-138.4699006,396.1669291,372.620732,21.601625,1021.511841,21.6,33.28,388.2109855,388.1860693,365.0591793,23.12688993
310.080081,11/06/01,01:55:19,31.40951226,-138.4760973,396.1420157,372.620732,21.469098,1021.292114,21.48,33.15,388.1704795,388.3378214,365.0591793,23.27864204
310.083218,11/06/01,01:59:50,31.40327359,-138.4823177,397.1140493,372.620732,21.487163,1021.47522,21.45,33.04,389.2114134,388.6401316,365.0591793,23.58095232
310.115521,11/06/01,02:46:21,31.33903139,-138.5463721,394.4095381,373.0366511,21.469098,1021.530151,21.43,32.97,386.5932498,385.9960252,365.6188536,20.3771716
310.118623,11/06/01,02:50:49,31.33286232,-138.5525231,394.135668,373.0366511,21.429963,1021.356201,21.4,33.06,386.2751927,385.8176562,365.6188536,20.19880267
310.121759,11/06/01,02:55:20,31.32662564,-138.5587416,393.7374307,373.0366511,21.47512,1021.511841,21.39,33.02,385.950734,384.6538159,365.6188536,19.03496235
310.124884,11/06/01,02:59:50,31.32041083,-138.5649382,393.2398329,373.0366511,21.466087,1021.520996,21.37,32.98,385.477822,384.0157415,365.6188536,18.39688798
310.157188,11/06/01,03:46:21,31.25616664,-138.6289946,392.6927718,372.7834705,21.692048,1021.786499,21.47,33.2,384.987654,381.6267406,365.4510258,16.17571482
310.160301,11/06/01,03:50:50,31.2499757,-138.6351675,394.2362138,372.7834705,21.655872,1021.575928,21.48,33.15,386.4130867,383.7385809,365.4510258,18.28755517
310.163426,11/06/01,03:55:20,31.24376089,-138.6413641,394.7096356,372.7834705,21.574508,1021.749878,21.46,33.14,386.9562131,385.2094314,365.4510258,19.7584056
310.166551,11/06/01,03:59:50,31.23754608,-138.6475607,393.414436,372.7834705,21.553421,1021.868896,21.47,33.09,385.7264599,384.4567894,365.4510258,19.00576366
310.198854,11/06/01,04:46:21,31.17330388,-138.7116152,387.6230521,372.7763191,21.396856,1021.923828,21.25,33.56,380.1963285,377.9920836,365.5043168,12.48776678
310.201956,11/06/01,04:50:49,31.16713481,-138.7177662,387.8956367,372.7763191,21.342696,1021.813965,21.24,33.5,380.4270973,378.8828479,365.5043168,13.37853114
310.205081,11/06/01,04:55:19,31.16092001,-138.7239628,387.8460708,372.7763191,21.348713,1021.630859,21.28,33.51,380.2861291,379.2525991,365.5043168,13.74828233
310.208218,11/06/01,04:59:50,31.15468133,-138.7301833,387.9947752,372.7763191,21.38181,1021.539307,21.28,33.47,380.3967878,378.8663709,365.5043168,13.3620541
310.240521,11/06/01,05:46:21,31.09043913,-138.7942377,388.7411263,373.166395,21.634774,1021.640015,21.5,33.49,381.041882,379.0175927,365.8487267,13.16886598
310.243623,11/06/01,05:50:49,31.08427006,-138.8003887,389.0139102,373.166395,21.628746,1021.694946,21.52,33.45,381.3185997,379.6832072,365.8487267,13.83448056
310.246759,11/06/01,05:55:20,31.07803338,-138.8066072,388.9891088,373.166395,21.535348,1021.685791,21.5,33.42,381.3020999,380.7694145,365.8487267,14.92068778
310.249884,11/06/01,05:59:50,31.07181858,-138.8128038,388.5675719,373.166395,21.505231,1021.49353,21.49,33.41,380.8210815,380.5916905,365.8487267,14.7429638
310.282188,11/06/01,06:46:21,31.00757438,-138.8768602,385.5921885,372.6888002,21.448024,1022.244263,21.42,33.595,378.2303923,377.8110042,365.4956825,12.3153217
310.285301,11/06/01,06:50:50,31.00138344,-138.883033,385.5427686,372.6888002,21.487163,1022.198486,21.4,33.55,378.1756275,376.8732688,365.4956825,11.37758625
310.288426,11/06/01,06:55:20,30.99516863,-138.8892297,385.9629096,372.6888002,21.411904,1022.079468,21.41,33.51,378.5366908,378.5081528,365.4956825,13.01247029
310.291551,11/06/01,06:59:50,30.98895383,-138.8954263,386.1359562,372.6888002,21.451035,1022.15271,21.4,33.56,378.7401456,377.9757733,365.4956825,12.48009076
310.323854,11/06/01,07:46:21,30.92471162,-138.9594807,385.5551828,373.5089384,21.625733,1022.344971,21.44,33.7,378.2215137,375.4541306,366.3671784,9.086952219
310.326956,11/06/01,07:50:49,30.91854256,-138.9656318,384.9627829,373.5089384,21.761407,1022.235107,21.68,33.87,377.463076,376.2511082,366.3671784,9.883929776
310.330081,11/06/01,07:55:19,30.91232775,-138.9718284,384.6667052,373.5089384,21.698078,1022.024536,21.67,33.85,377.0987101,376.6804498,366.3671784,10.3132714
310.333218,11/06/01,07:59:50,30.90608908,-138.9780488,384.5433636,373.5089384,21.652858,1021.914673,21.66,33.87,376.9420627,377.0485184,366.3671784,10.68134005
310.365521,11/06/01,08:46:21,30.84184687,-139.0421032,385.0005026,372.6843557,21.577521,1021.47522,21.55,33.87,377.2865114,376.8760009,365.2496975,11.62630343
310.368634,11/06/01,08:50:50,30.83565593,-139.0482761,385.5681896,372.6843557,21.541372,1021.273804,21.52,33.83,377.7833025,377.4639919,365.2496975,12.21429437
310.371759,11/06/01,08:55:20,30.82944113,-139.0544727,385.6669481,372.6843557,21.613678,1021.191406,21.53,33.8,377.8429615,376.5947475,365.2496975,11.34504999
310.374884,11/06/01,08:59:50,30.82322632,-139.0606694,386.1855777,372.6843557,21.63176,1021.374512,21.53,33.77,378.4204688,376.9010517,365.2496975,11.65135423
310.407188,11/06/01,09:46:21,30.75898212,-139.1247258,384.9894429,372.2146849,21.785539,1021.136475,21.73,33.87,377.0444807,376.2182223,364.5256045,11.69261776
310.410301,11/06/01,09:50:50,30.75279118,-139.1308986,385.4098876,372.2146849,21.785539,1020.935059,21.73,33.83,377.3796791,376.5527203,364.5256045,12.02711579
310.413426,11/06/01,09:55:20,30.74657638,-139.1370952,385.6077996,372.2146849,21.803641,1020.935059,21.72,33.81,377.579116,376.3339491,364.5256045,11.80834466
310.416551,11/06/01,09:59:50,30.74036157,-139.1432919,385.9047345,372.2146849,21.779506,1020.880127,21.71,33.76,377.8545078,376.8185847,364.5256045,12.29298017
310.448854,11/06/01,10:46:21,30.67611936,-139.2073463,385.9411878,373.1212626,21.764423,1020.46814,21.74,33.71,377.7162549,377.3520168,365.1889895,12.16302724
310.451956,11/06/01,10:50:49,30.6699503,-139.2134973,386.6109257,373.1212626,21.64683,1020.303345,21.72,33.69,378.3204867,379.4164072,365.1889895,14.22741762
310.455081,11/06/01,10:55:19,30.66373549,-139.219694,386.4620602,373.1212626,21.740294,1020.449829,21.69,33.65,378.2475697,377.4967484,365.1889895,12.30775885
310.458218,11/06/01,10:59:50,30.65749682,-139.2259144,386.4620602,373.1212626,21.767439,1020.504761,21.68,33.64,378.2741534,376.9699263,365.1889895,11.78093679
310.490521,11/06/01,11:46:21,30.59325462,-139.2899688,387.2449334,372.004268,21.94551,1020.129395,21.79,33.58,378.8335299,376.5167171,363.9692181,12.54749904
310.493623,11/06/01,11:50:49,30.58708555,-139.2961198,387.2449334,372.004268,21.927391,1020.220947,21.77,33.66,378.8804241,376.535099,363.9692181,12.56588095
310.496759,11/06/01,11:55:20,30.58084887,-139.3023383,386.971515,372.004268,21.845886,1020.129395,21.72,33.63,378.6068125,376.7300027,363.9692181,12.76078459
310.499884,11/06/01,11:59:50,30.57463406,-139.3085349,387.5681508,372.004268,21.830797,1020.111084,21.69,33.69,379.2012222,377.0993598,363.9692181,13.13014165
310.532188,11/06/01,12:46:21,30.51038987,-139.3725913,383.8526595,372.1360956,21.94249,1019.735718,21.84,34.27,375.3411632,373.8260607,363.9023377,9.923723036
310.535289,11/06/01,12:50:49,30.50422279,-139.3787404,384.2249837,372.1360956,21.95155,1019.735718,21.84,34.26,375.7051785,374.0550179,363.9023377,10.15268021
310.538426,11/06/01,12:55:20,30.49798412,-139.3849608,384.2746365,372.1360956,21.912295,1019.726562,21.84,34.27,375.7503224,374.6796147,363.9023377,10.77727697
310.541551,11/06/01,12:59:50,30.49176931,-139.3911575,384.5229341,372.1360956,21.95759,1019.744873,21.85,34.35,375.9946873,374.4018811,363.9023377,10.49954343
310.573854,11/06/01,13:46:21,30.42752711,-139.4552119,382.2770166,373.6999593,21.761407,1019.63501,21.65,34.36,373.8715442,372.2289685,365.44806,6.780908482
310.576956,11/06/01,13:50:49,30.42135804,-139.4613629,382.2026458,373.6999593,21.857958,1019.790649,21.72,34.37,373.8175504,371.7862342,365.44806,6.338174214
310.580081,11/06/01,13:55:19,30.41514324,-139.4675595,381.3848988,373.6999593,21.758391,1019.680786,21.79,34.39,372.936739,373.4029938,365.44806,7.954933812
310.583218,11/06/01,13:59:50,30.40890457,-139.47378,381.3105884,373.6999593,21.87305,1019.63501,21.79,34.38,372.8468527,371.6258461,365.44806,6.177786099
310.615521,11/06/01,14:46:21,30.34466236,-139.5378344,376.9784519,372.237179,21.94249,1020.010376,21.9,34.37,368.6877314,368.0694941,364.0456388,4.02385526
310.618623,11/06/01,14:50:49,30.33849329,-139.5439854,376.8307372,372.237179,21.993836,1020.028687,21.92,34.35,368.5385871,367.4657265,364.0456388,3.420087676
310.621759,11/06/01,14:55:20,30.33225661,-139.5502039,376.7815035,372.237179,21.927391,1020.001221,21.94,34.32,368.4687278,368.6523063,364.0456388,4.606667457
310.624884,11/06/01,14:59:50,30.32604181,-139.5564005,376.8061201,372.237179,21.978732,1019.80896,21.94,34.44,368.4221684,367.8590997,364.0456388,3.813460891
310.657188,11/06/01,15:46:21,30.26179761,-139.6204569,376.4928149,373.0177253,22.021026,1020.202637,21.97,34.25,368.2435641,367.5025144,364.8709311,2.631583385
310.660289,11/06/01,15:50:49,30.25563053,-139.626606,376.738547,373.0177253,22.108671,1020.449829,21.99,34.26,368.5641656,366.8426411,364.8709311,1.971710057
310.663426,11/06/01,15:55:20,30.24939186,-139.6328264,376.320836,373.0177253,22.048221,1020.257568,22,34.33,368.0790155,367.3790966,364.8709311,2.508165558
310.666551,11/06/01,15:59:50,30.24317706,-139.639023,375.5104501,373.0177253,22.048221,1020.303345,21.99,34.4,367.3093408,366.466125,364.8709311,1.595193989
310.698854,11/06/01,16:46:21,30.17893485,-139.7030774,374.0470318,372.4563404,22.087511,1020.907593,22,34.55,366.0953238,364.8329743,364.5039056,0.329068667
310.701956,11/06/01,16:50:49,30.17276579,-139.7092285,374.6104817,372.4563404,22.123788,1020.962524,22.02,34.55,366.6556807,365.157214,364.5039056,0.653308418
310.705081,11/06/01,16:55:19,30.16655098,-139.7154251,374.6104817,372.4563404,22.135882,1021.136475,22.08,34.57,366.6857392,365.8781713,364.5039056,1.374265727
310.708218,11/06/01,16:59:50,30.16031231,-139.7216455,374.6349863,372.4563404,22.184269,1020.962524,22.09,34.57,366.6399197,365.2792664,364.5039056,0.775360824
310.740521,11/06/01,17:46:21,30.0960701,-139.7857,377.0626409,-999.99,22.169147,1021.511841,22.03,34.5,369.2535274,367.2330405,-999.99,-999.99
310.743623,11/06/01,17:50:49,30.08990104,-139.791851,376.964413,-999.99,22.17822,1021.502686,22.05,34.52,369.1425974,367.2810279,-999.99,-999.99
310.746759,11/06/01,17:55:20,30.08366436,-139.7980694,376.6452344,-999.99,22.172171,1021.411133,22.11,34.53,368.7617858,367.8588276,-999.99,-999.99
310.749884,11/06/01,17:59:50,30.07744955,-139.8042661,376.890748,-999.99,22.193344,1021.520996,22.09,34.51,369.0542681,367.5536292,-999.99,-999.99
310.782188,11/06/01,18:46:21,30.01320535,-139.8683225,379.3212204,-999.99,22.22057,1021.713257,22.13,34.59,371.4832408,370.1597605,-999.99,-999.99
310.785289,11/06/01,18:50:49,30.00703828,-139.8744715,378.7302733,-999.99,22.154026,1021.539307,22.13,34.58,370.8396475,370.4885159,-999.99,-999.99
310.788426,11/06/01,18:55:20,30.00079961,-139.880692,378.853361,-999.99,22.190319,1021.594238,22.12,34.61,370.9865807,369.9597053,-999.99,-999.99
310.791551,11/06/01,18:59:50,29.9945848,-139.8868886,379.2473346,-999.99,22.147978,1021.511841,22.12,34.61,371.3416352,370.9322332,-999.99,-999.99
310.823854,11/06/01,19:46:21,29.9303426,-139.950943,376.0811225,372.1851071,22.217544,1021.530151,22.13,34.55,368.2421445,366.9734234,364.4789638,2.494459531
310.826956,11/06/01,19:50:49,29.92417353,-139.957094,380.6070199,372.1851071,22.22057,1021.704102,22.15,34.55,372.7272078,371.6922837,364.4789638,7.213319886
310.830081,11/06/01,19:55:19,29.91795872,-139.9632907,381.1494018,372.1851071,22.275038,1021.548462,22.18,34.54,373.1824708,371.7883034,364.4789638,7.309339545
310.833218,11/06/01,19:59:50,29.91172005,-139.9695111,373.2128929,372.1851071,22.302279,1021.658325,22.19,34.53,365.4464209,363.8327626,364.4789638,-0.646201258
310.865521,11/06/01,20:46:21,29.84747785,-140.0335655,378.4912654,371.0485639,22.299252,1021.502686,22.19,34.69,370.5578602,368.9666448,363.3282257,5.638419131
310.868623,11/06/01,20:50:49,29.84130878,-140.0397166,378.4175611,371.0485639,22.278064,1021.14563,22.21,34.69,370.3411979,369.3494713,363.3282257,6.021245668
310.871759,11/06/01,20:55:20,29.8350721,-140.045935,377.9754429,371.0485639,22.371919,1021.411133,22.24,34.69,369.9898355,368.07313,363.3282257,4.744904284
310.874884,11/06/01,20:59:50,29.82885729,-140.0521316,375.9391653,371.0485639,22.36889,1021.447754,22.29,34.71,367.9813286,366.8398216,363.3282257,3.511595905
310.907188,11/06/01,21:46:21,29.7646131,-140.116188,381.3146193,371.0554531,22.329525,1020.532227,22.27,34.65,372.9110036,372.0381285,362.9510473,9.087081164
310.910289,11/06/01,21:50:49,29.75844602,-140.1223371,381.5847946,371.0554531,22.326498,1020.697021,22.28,34.71,373.2315351,372.5489397,362.9510473,9.597892401
310.913426,11/06/01,21:55:20,29.75220735,-140.1285575,382.0516393,371.0554531,22.399178,1020.404053,22.31,34.72,373.5604618,372.2519916,362.9510473,9.300944317
310.916551,11/06/01,21:59:50,29.74599254,-140.1347542,382.2974378,371.0554531,22.347692,1020.623779,22.33,34.74,373.8717435,373.6114899,362.9510473,10.66044261
310.948854,11/06/01,22:46:21,29.68175034,-140.1988086,381.4144311,371.7058377,22.293198,1019.992065,22.25,34.68,372.8178424,372.1841712,363.261238,8.922933218
310.951956,11/06/01,22:50:49,29.67558127,-140.2049596,381.855602,371.7058377,22.326498,1019.955444,22.27,34.68,373.2235754,372.3943591,363.261238,9.133121062
310.955081,11/06/01,22:55:19,29.66936647,-140.2111562,381.8310869,371.7058377,22.299252,1019.863892,22.25,34.68,373.1769662,372.4539426,363.261238,9.192704627
310.958218,11/06/01,22:59:50,29.6631278,-140.2173767,381.8310869,371.7058377,22.365862,1019.717407,22.26,34.68,373.1160797,371.5647178,363.261238,8.303479851
310.990521,11/06/01,23:46:21,29.59888559,-140.2814311,380.486373,372.2210987,22.650814,1019.552612,22.49,34.64,371.6047756,369.2644656,363.6074581,5.657007449
310.993623,11/06/01,23:50:49,29.59271652,-140.2875821,379.996206,372.2210987,22.675092,1019.113159,22.57,34.66,370.9144546,369.3863618,363.6074581,5.778903658
310.996759,11/06/01,23:55:20,29.58647984,-140.2938006,379.9472035,372.2210987,22.711516,1019.177246,22.61,34.67,370.8668338,369.3911954,363.6074581,5.783737258
310.999884,11/06/01,23:59:50,29.58026504,-140.2999972,379.7757151,372.2210987,22.675092,1019.067383,22.58,34.66,370.6761909,369.2940788,363.6074581,5.686620659
311.032188,11/07/01,00:46:21,29.51602084,-140.3640536,379.9985956,371.428845,22.784392,1019.433594,22.7,34.68,370.9591313,369.7323375,362.6431211,7.08921638
311.035301,11/07/01,00:50:50,29.5098299,-140.3702265,379.8513144,371.428845,22.678127,1019.396973,22.67,34.66,370.8194974,370.7011328,362.6431211,8.058011658
311.038426,11/07/01,00:55:20,29.50361509,-140.3764231,379.9249522,371.428845,22.70848,1019.442749,22.66,34.64,370.9143554,370.2088139,362.6431211,7.565692829
311.041551,11/07/01,00:59:50,29.49740029,-140.3826197,380.0967956,371.428845,22.705444,1019.058228,22.67,34.61,370.9322105,370.4162184,362.6431211,7.773097283
311.073854,11/07/01,01:46:21,29.43315808,-140.4466741,377.6159897,371.1663139,22.53252,1019.406128,22.44,34.61,368.7761786,367.4366032,362.3141906,5.122412585
