"FIPS","Region","State","1948.1","1948.2","1948.3","1948.4","1949.1","1949.2","1949.3","1949.4","1950.1","1950.2","1950.3","1950.4","1951.1","1951.2","1951.3","1951.4","1952.1","1952.2","1952.3","1952.4","1953.1","1953.2","1953.3","1953.4","1954.1","1954.2","1954.3","1954.4","1955.1","1955.2","1955.3","1955.4","1956.1","1956.2","1956.3","1956.4","1957.1","1957.2","1957.3","1957.4","1958.1","1958.2","1958.3","1958.4","1959.1","1959.2","1959.3","1959.4","1960.1","1960.2","1960.3","1960.4","1961.1","1961.2","1961.3","1961.4","1962.1","1962.2","1962.3","1962.4","1963.1","1963.2","1963.3","1963.4","1964.1","1964.2","1964.3","1964.4","1965.1","1965.2","1965.3","1965.4","1966.1","1966.2","1966.3","1966.4","1967.1","1967.2","1967.3","1967.4","1968.1","1968.2","1968.3","1968.4","1969.1","1969.2","1969.3","1969.4","1970.1","1970.2","1970.3","1970.4","1971.1","1971.2","1971.3","1971.4","1972.1","1972.2","1972.3","1972.4","1973.1","1973.2","1973.3","1973.4","1974.1","1974.2","1974.3","1974.4","1975.1","1975.2","1975.3","1975.4","1976.1","1976.2","1976.3","1976.4","1977.1","1977.2","1977.3","1977.4","1978.1","1978.2","1978.3","1978.4","1979.1","1979.2","1979.3","1979.4","1980.1","1980.2","1980.3","1980.4","1981.1","1981.2","1981.3","1981.4","1982.1","1982.2","1982.3","1982.4","1983.1","1983.2","1983.3","1983.4","1984.1","1984.2","1984.3","1984.4","1985.1","1985.2","1985.3","1985.4","1986.1","1986.2","1986.3","1986.4","1987.1","1987.2","1987.3","1987.4","1988.1","1988.2","1988.3","1988.4","1989.1","1989.2","1989.3","1989.4","1990.1","1990.2","1990.3","1990.4","1991.1","1991.2","1991.3","1991.4","1992.1","1992.2","1992.3","1992.4","1993.1","1993.2","1993.3","1993.4","1994.1","1994.2","1994.3","1994.4","1995.1","1995.2","1995.3","1995.4","1996.1","1996.2","1996.3","1996.4","1997.1","1997.2","1997.3","1997.4","1998.1","1998.2","1998.3","1998.4","1999.1","1999.2","1999.3","1999.4","2000.1","2000.2","2000.3","2000.4","2001.1","2001.2","2001.3","2001.4","2002.1","2002.2","2002.3","2002.4","2003.1"
"11","2","Dist. of Columbia",1587,1620,1687,1714,1679,1706,1706,1747,1806,1766,1792,1819,1835,1860,1889,1953,1927,1956,1988,2001,1926,1922,1895,1872,1841,1859,1859,1877,1808,1822,1890,1906,1868,1923,1963,2012,1982,1993,2005,2001,1989,2051,2161,2143,2098,2150,2152,2206,2181,2226,2259,2281,2280,2299,2348,2381,2368,2414,2458,2521,2498,2529,2576,2620,2623,2649,2719,2742,2759,2781,2875,2932,2922,2913,2973,3037,3115,3181,3192,3223,3247,3362,3418,3485,3341,3378,3497,3585,3611,3786,3842,3916,3994,4135,4242,4279,4380,4477,4511,4700,4718,4736,4784,4902,4998,5192,5350,5525,5525,5669,5807,5922,5946,5999,6143,6352,6349,6550,6684,6876,6811,6925,7037,7229,7146,7312,7490,7781,7612,7707,7940,8265,8356,8423,8764,8926,9104,9335,9470,9646,9608,9736,9882,10067,10437,10703,11059,11189,11426,11437,11524,11750,11942,12069,12225,12349,12567,12714,12940,13372,13598,13920,14447,14623,14952,15122,15196,15429,15731,15945,16241,16395,16401,16612,16690,16901,17248,17429,17603,17853,17958,18169,18306,18569,18275,18635,18597,18490,18219,18234,18157,18258,18438,18285,18549,18797,18984,19017,19220,19318,19773,20149,20526,20574,20503,20628,20828,21181,22333,22689,22938,23434,23144,23324,23276,23305,24204,24677,24768,25393,25475
"12","5","Florida",3036,3032,3148,3172,3190,3195,3193,3310,3621,3545,3667,3822,3939,4092,4201,4309,4281,4616,4805,4916,5003,5153,5225,5362,5318,5380,5518,5690,5924,6139,6390,6623,6892,7165,7347,7589,7737,7929,8145,8299,8504,8590,8826,9023,9292,9606,9808,9950,9965,10085,10071,10370,10437,10568,10774,10989,11210,11476,11660,11795,12063,12158,12460,12839,13132,13442,13671,14044,14326,14598,15037,15530,15816,16142,16632,16965,17504,17858,18382,18877,19667,20534,21389,22001,23105,23696,24753,25636,26135,27269,27864,28410,29279,30334,31124,32067,33437,34336,35620,38066,38957,40667,42487,43867,45091,46272,47542,47945,48716,49973,50843,51880,53583,54703,55779,57687,59187,61022,63216,65811,68211,70647,74070,76400,79723,81965,85529,89158,93955,96628,100074,104871,109336,111560,116972,118570,120094,122351,124949,126407,130936,134397,136962,141075,145257,149821,154933,157795,162226,165714,168009,171728,176135,178308,181303,184061,189047,193444,199286,205980,208743,212572,218895,225809,233801,239329,242355,247262,253298,257130,260977,262510,264821,267765,268934,271697,275642,278964,269718,291789,289531,296567,298559,303052,302801,309893,314177,320764,326703,330889,335707,340801,347845,353115,357884,361700,369780,374701,380367,385845,395982,403685,409057,411861,418732,423538,426687,431669,444157,452177,459035,465884,470309,475131,478106,478882,485611,493048,495859,501588,506154
"13","5","Georgia",3096,3218,3266,3299,3214,3182,3193,3302,3575,3569,3730,3859,4066,4210,4302,4433,4510,4567,4625,4644,4618,4737,4769,4746,4694,4627,4674,4762,4981,5105,5273,5344,5455,5505,5563,5666,5659,5740,5782,5765,5863,5924,6131,6164,6288,6382,6461,6554,6587,6730,6760,6787,6843,6912,6989,7259,7310,7474,7603,7747,7889,8065,8274,8492,8597,8727,8958,9182,9375,9587,9922,10236,10401,10621,10880,11214,11451,11562,11806,11992,12347,12795,13189,13493,13745,14168,14681,14968,15138,15586,15676,16119,16547,17148,17498,17880,18584,18908,19615,20536,20985,21666,22367,23238,23517,24015,24682,25035,24939,25678,26270,27356,28175,28803,29512,30267,30800,31829,32941,34122,35165,36335,37590,38691,39919,40822,42159,43634,44715,45498,46837,48906,50704,51712,53526,54201,55374,56418,57257,58158,59592,61245,62728,65014,67761,69997,72468,74174,76059,77429,79029,80941,83143,84171,85846,87344,89067,90568,92886,95509,96741,99200,101398,103768,105735,106976,108055,110137,112958,114762,116913,117023,118269,120454,121840,123814,127014,129317,131195,135209,134229,138431,139550,142873,143740,148393,150545,153982,156511,157853,160490,164348,167164,172174,175319,177085,179784,181989,184804,188452,193962,197992,202621,205842,209650,211752,213907,218724,226268,229859,233463,236058,238069,239184,240715,241046,243028,245628,246123,248050,251170
"15","8","Hawaii",0,0,0,0,0,0,0,0,696,697,714,745,770,805,834,856,873,887,895,914,916,922,923,924,927,932,934,943,962,971,987,1012,1021,1033,1044,1057,1085,1100,1115,1127,1131,1143,1190,1210,1266,1292,1316,1352,1430,1487,1520,1552,1586,1605,1623,1665,1682,1718,1753,1787,1809,1836,1847,1907,1953,1994,2040,2061,2129,2163,2236,2291,2393,2393,2411,2451,2526,2580,2659,2717,2792,2891,3048,3067,3210,3260,3442,3606,3694,3871,3966,4020,4097,4187,4265,4335,4439,4563,4718,4922,5045,5091,5191,5386,5618,5848,6126,6270,6257,6378,6491,6734,6819,6942,7093,7275,7412,7510,7665,8020,8113,8312,8653,8910,9269,9533,9817,10096,10768,10991,11196,11604,11859,11713,12283,12308,12380,12763,13092,13150,13836,13921,13980,14487,14746,15261,15572,15734,16080,16212,16348,16624,16912,17098,17380,17646,17998,18328,18755,19214,19799,20135,20530,21131,21774,22263,22675,23220,23950,24585,25250,25874,25871,26002,26250,26668,27717,28150,26541,29028,28924,29213,29010,29124,29295,29553,29880,30233,30078,30266,30196,30267,30254,30310,30474,30535,31052,31126,31382,31313,31677,31733,31869,32084,32101,32356,32934,33113,33642,34291,34504,35099,35467,35462,35805,35766,36757,37244,37570,38016,38773
"16","7","Idaho",726,735,744,758,717,742,727,725,765,757,798,818,853,872,885,917,937,955,998,970,964,909,910,913,926,920,932,963,968,987,983,1006,1034,1071,1121,1114,1092,1128,1176,1183,1153,1152,1183,1208,1224,1241,1240,1265,1278,1273,1270,1273,1312,1331,1364,1396,1440,1454,1447,1449,1464,1457,1500,1503,1486,1498,1537,1598,1691,1713,1787,1818,1814,1771,1757,1798,1833,1859,1932,1959,1972,2013,2038,2068,2205,2302,2346,2391,2479,2528,2585,2615,2694,2753,2787,2879,2972,3059,3238,3401,3431,3579,3736,3986,4199,4236,4452,4507,4439,4529,4691,4882,5082,5165,5276,5441,5505,5583,5799,6120,6291,6574,6783,7022,7089,7184,7436,7742,8073,7975,8308,8766,8876,8946,9234,9144,9198,9325,9395,9555,10013,10086,10053,10359,10575,10858,11136,11302,11499,11550,11557,11703,11757,11788,11923,11936,12134,12302,12497,12754,12841,13203,13578,13794,14408,14610,14743,15122,15752,15964,16178,16324,16472,16709,16877,17243,17890,18245,18517,18877,19538,19974,20132,20777,20644,21278,21688,21987,22495,22643,22857,23482,23599,24206,24376,24513,24695,25057,25435,25719,26539,26836,27249,27640,28268,28580,28980,29778,30544,31075,31333,31754,32064,32365,32515,32507,33294,33221,33695,34129,34638
"17","3","Illinois",15202,15377,15678,15873,14853,14672,14473,14437,15306,15630,16210,16866,17331,17778,17883,18238,18312,18451,18805,19333,19676,20132,20190,20082,20049,19955,20107,20465,20633,21188,21689,22164,22768,23171,23519,24019,24193,24293,24545,24499,24482,24596,24972,25256,25765,26482,26519,26784,27053,27132,27380,27380,27639,27989,28477,28898,29247,29828,29986,30268,30471,30749,31200,31628,32170,32795,33448,34107,34704,35435,36225,37353,37910,38462,39437,40181,40582,41082,41919,42162,43049,44076,44879,45878,46607,47683,48691,49266,49910,50291,51451,52141,52586,54440,55178,56263,57478,58298,59431,61914,63578,65452,67228,69625,70556,71333,73824,75794,76426,77869,79884,81782,83965,85382,87499,89546,92212,94437,96655,99244,101780,104905,107709,109924,112580,114965,118895,121561,124319,123676,127379,131275,136144,137808,142632,144125,142972,145926,146952,147707,147349,149677,152448,156984,161832,166256,170044,172062,173793,175529,177449,180374,181662,184665,186937,188464,192303,194779,198407,202297,207035,208484,211535,214034,220707,222811,224674,227905,232544,236300,239265,242263,241301,244888,247203,250418,257635,262712,265678,273450,267605,273406,274535,281337,279113,286808,291750,296367,300856,302511,305346,310357,315983,320642,325362,329171,332556,337819,342998,349004,353785,360415,365576,368550,368151,371869,373875,381355,392581,398686,405376,410567,413332,411904,414358,412582,415157,420863,420922,422491,426906
"18","3","Indiana",5495,5598,5769,5711,5482,5399,5391,5282,5697,5844,6182,6465,6794,7031,7064,7146,7197,7200,7337,7774,8006,8203,8217,8077,7876,7565,7583,7771,7984,8237,8447,8607,8824,8927,8903,9151,9152,9228,9357,9264,9119,9107,9268,9438,9719,9963,9766,9880,10278,10363,10340,10314,10333,10491,10713,10950,11081,11298,11454,11613,11649,11856,12014,12201,12321,12550,12873,13095,13484,13857,14171,14722,14820,15032,15375,15588,15731,15721,15996,16282,16749,17137,17481,17919,18468,18956,19394,19576,19509,19699,20022,20078,20682,21538,21727,22248,22930,23095,23642,24705,25912,26731,27482,28584,28318,28487,29508,30099,30074,30391,31711,32611,33590,34611,35421,36386,37041,38519,39546,40533,41304,43056,44356,45693,46988,47516,48637,49881,50815,50326,51997,54384,55515,55926,57837,57730,57602,58474,58655,59245,59268,60145,61529,63308,65882,67448,68813,69570,70572,71274,71965,73196,74129,74902,75808,76688,78092,79299,80786,82854,83645,85157,86683,87551,91657,92334,92614,93914,95963,97204,99047,99415,99179,100311,101550,103546,105375,107973,109677,112354,111325,114270,115201,117906,118599,120351,122747,124452,125712,125969,126599,127820,129666,132120,134265,135508,136879,138460,139883,142616,146265,148496,150399,152112,152453,153133,154431,157602,162336,164309,166165,165361,168181,168290,169060,168955,171072,173169,174777,176538,178427
"19","4","Iowa",4024,4272,4286,4125,3658,3468,3373,3486,3792,3901,4164,4227,4310,4318,4249,4267,4327,4517,4669,4606,4448,4321,4303,4355,4601,4658,4794,4724,4603,4438,4421,4438,4451,4666,4845,5041,5064,5213,5365,5419,5227,5396,5453,5476,5476,5516,5518,5604,5559,5629,5728,5800,5888,5933,6058,6154,6189,6250,6263,6418,6509,6595,6733,6884,6894,6864,7000,7238,7342,7692,7882,8160,8395,8383,8444,8659,8556,8503,8760,8731,9011,9191,9444,9493,9764,10137,10458,10617,10801,10840,10970,11086,11106,11373,11445,11760,12190,12381,12782,13832,14191,15080,15926,16641,15966,15464,16120,16649,17150,17478,18153,18582,18615,18821,19230,19757,20655,20956,21352,21935,23691,24375,24922,25532,25953,26186,26884,27314,27928,26739,28452,29606,31087,31131,32740,32620,31540,32128,32480,33552,32388,32935,32557,33989,35720,36421,37003,37199,37638,37791,37930,38252,38689,38928,39381,39579,40312,41041,41328,42217,42503,42381,42809,41904,45148,45553,45903,46946,47259,48032,48876,49083,49064,49667,50118,50545,52150,52943,53379,54172,52977,54003,51956,54627,56705,57763,58213,59314,59374,59667,60309,61334,63352,64475,65478,65480,66722,67519,68079,69432,69640,70756,71937,72789,71534,71919,73326,74855,76108,77676,78421,78715,79391,79654,80152,80093,81814,82375,82803,83577,84623
"20","4","Kansas",2376,2583,2588,2686,2469,2526,2498,2511,2757,2724,2782,2949,3037,2964,3175,3320,3357,3560,3880,3653,3597,3489,3379,3408,3545,3623,3712,3750,3737,3665,3623,3647,3709,3845,3925,3954,3951,3995,4132,4188,4436,4370,4558,4616,4592,4527,4497,4577,4553,4644,4819,4887,4939,4863,4959,4974,5072,5152,5151,5196,5249,5293,5244,5355,5400,5509,5613,5706,5752,5864,5999,6111,6197,6300,6400,6567,6569,6560,6700,6819,7008,7145,7353,7462,7656,7791,8033,8257,8343,8509,8700,8757,8997,9312,9364,9564,9941,10189,10538,10954,11121,11481,12167,13001,12799,12679,13009,13374,13475,13849,14404,14658,15036,15232,15546,15979,16162,16447,16983,18155,17524,18432,19309,20147,20585,21253,21998,22922,23307,23142,23709,24965,25883,26339,27255,27818,28151,28893,28668,29443,29081,29615,30040,30815,31984,32629,33403,33870,34212,34596,34975,35354,35766,35989,36393,36878,37242,37870,38356,38960,39299,40069,40402,41057,41689,42052,42300,43028,44212,44830,45582,45790,45930,46559,47375,48095,49364,50101,50410,51753,51190,52266,52052,53493,53505,54703,55213,56006,56152,56325,56769,57261,58879,59551,60561,61305,62347,63280,64156,65128,66426,67602,68462,69095,68710,69151,69928,72199,71753,73639,75309,74825,76291,76556,77327,77138,77875,77967,78418,79028,80467
"21","5","Kentucky",2663,2769,2914,2870,2711,2698,2627,2651,2854,2825,2921,3023,3173,3356,3443,3589,3516,3560,3657,3714,3844,3803,3803,3705,3748,3684,3726,3806,3848,3843,3947,4033,4026,4150,4200,4286,4290,4361,4424,4393,4485,4508,4602,4680,4715,4831,4831,4870,4845,4971,5026,5027,5130,5183,5337,5501,5498,5601,5629,5716,5787,5877,5933,6002,6148,6090,6167,6279,6448,6605,6809,6941,7102,7191,7407,7619,7818,7816,7982,8118,8338,8604,8803,8992,9220,9436,9638,9717,9905,10188,10453,10603,10844,11143,11276,11479,11934,12095,12445,13103,13415,13664,14127,14689,14965,15494,16087,16417,16367,16818,17302,17964,18609,18882,19534,20107,20819,21591,22032,22709,22772,24340,25102,25790,26822,27278,28226,29028,29405,29415,30386,31430,32377,32414,34403,34561,34914,35288,35613,35460,35340,35847,36780,37726,39426,40555,41499,42029,42131,42562,42777,43342,43703,43943,44510,44779,45700,46489,47523,48611,48470,49629,50459,51198,52938,53271,53744,54829,56008,56705,57584,58404,58576,59713,60965,62060,63775,64665,65205,66595,66136,67243,67869,68987,69032,70508,71139,72446,73070,73704,74197,75347,76258,77699,79131,79798,81507,82418,83251,84530,86261,87829,88993,89511,89553,90524,91411,93383,96542,97668,98868,99780,100459,100953,101830,101649,103365,104583,105556,106548,107703
"22","5","Louisiana",2502,2621,2707,2747,2806,2838,2809,2860,3057,2914,2976,3102,3209,3308,3406,3477,3492,3609,3733,3689,3766,3843,3859,3929,3940,3820,3823,3861,3952,4058,4165,4286,4372,4515,4625,4702,4839,4981,5154,5160,5129,5123,5138,5247,5303,5392,5442,5489,5461,5528,5525,5526,5608,5679,5714,5892,5948,5967,6110,6138,6219,6352,6534,6679,6743,6862,6938,7073,7165,7322,7590,7828,7942,8109,8415,8628,8878,8978,9033,9305,9640,9829,10027,10118,10167,10361,10660,10804,10936,11271,11465,11673,12019,12283,12433,12659,12915,13256,13683,14206,14374,14695,15474,15985,16351,16896,17564,18121,18417,18957,19476,20203,21017,21706,22167,22952,23675,24285,24896,25691,26621,27810,29026,29801,30825,31475,32876,34193,35586,36113,37864,39643,41031,42097,43907,44926,45596,45958,46178,46087,46989,47086,47940,49000,49546,50770,51924,52442,52964,53451,53687,53625,53717,53075,52905,52323,52630,52749,53476,54293,54820,55844,56701,57593,58278,59157,59802,60876,62577,63673,64855,65811,66751,67647,68449,69868,70921,72223,72293,74427,74162,75801,76256,77426,79228,79998,81592,82668,83559,84045,85245,85441,86234,87535,88504,89242,90621,91531,92586,94407,95814,97246,98137,98633,97803,98796,99022,100586,101827,103306,104252,105135,107373,108618,110287,110991,112155,113505,113982,115257,116381
"23","1","Maine",1074,1055,1101,1125,1085,1078,1059,1052,1100,1082,1090,1110,1162,1200,1216,1256,1286,1293,1329,1356,1336,1325,1319,1310,1312,1324,1352,1382,1414,1460,1506,1527,1542,1557,1570,1592,1601,1625,1636,1626,1671,1681,1715,1720,1730,1761,1780,1813,1838,1877,1887,1883,1884,1876,1902,1914,1940,1969,1984,1991,2005,2010,2043,2080,2127,2168,2199,2293,2309,2357,2397,2442,2482,2510,2555,2597,2619,2649,2689,2719,2793,2826,2872,2926,3011,3091,3152,3205,3301,3399,3449,3500,3541,3625,3702,3733,3968,3932,3978,4117,4242,4441,4595,4800,4919,5009,5100,5170,5136,5280,5456,5674,5918,6107,6358,6503,6559,6715,6847,7034,7211,7437,7631,7844,8122,8270,8533,8810,9162,9254,9537,9943,10066,10245,10656,10871,10876,11088,11393,11535,11637,11957,12186,12533,12988,13381,13680,13872,14422,14447,14517,14914,15213,15573,15913,16315,16541,16998,17515,18103,18287,18767,19266,19824,20395,20553,20562,20890,21305,21551,21700,21529,21674,21703,21848,22056,22300,22601,22789,23014,22925,23176,23438,23629,23663,24090,24290,24652,24740,25010,25048,25387,25847,26225,26629,27035,27407,27636,27768,28280,28658,29301,29777,30138,29765,30410,31316,31228,32059,32757,33121,33529,34234,34394,34585,34753,35481,35858,36141,36483,36908
"24","2","Maryland",3303,3339,3464,3524,3480,3473,3477,3504,3749,3784,3914,4022,4191,4369,4512,4647,4740,4792,4887,5016,5107,5195,5211,5203,5161,5170,5192,5288,5394,5525,5727,5806,5970,6091,6173,6318,6445,6478,6571,6552,6490,6623,6882,6941,7016,7184,7084,7222,7393,7452,7533,7591,7727,7860,8051,8210,8384,8557,8666,8826,8978,9118,9268,9500,9716,9910,10205,10417,10671,10811,11167,11344,11753,11939,12272,12569,12855,13070,13298,13616,13986,14482,14812,15184,15644,16031,16534,16916,17349,17988,18226,18475,18980,19564,19934,20260,20820,21190,21793,22568,23212,23612,24099,24770,25232,26062,26702,27517,27797,28080,28818,29672,30395,31010,31870,32492,33126,33905,34657,35751,36465,37709,38702,39795,40756,41590,42844,44334,45844,46578,47764,49712,51088,51887,53841,54626,54989,56191,57196,58542,59179,60541,62285,63484,65646,67593,69830,70954,73064,74187,75217,76938,78557,79911,81259,82719,84556,86414,88603,91353,93012,94549,97316,99410,102185,103395,104362,106079,108365,109871,111643,111921,113096,114340,114822,115606,117414,118711,119711,121834,121295,123683,124444,126883,126758,129251,130870,132515,133753,134673,135450,136585,138469,139953,141573,143242,146306,147737,149175,152085,154303,157716,160027,161960,164625,166021,168178,170617,176498,179203,182368,185696,188357,189786,190747,191170,194304,196862,198005,199454,202136
"25","1","Massachusetts",6951,7020,7173,7117,7065,6988,6975,7035,7539,7533,7820,8140,8286,8472,8491,8585,8592,8730,8874,9056,9225,9397,9413,9391,9408,9352,9469,9677,9783,9966,10245,10442,10531,10650,10792,10951,11131,11321,11388,11435,11401,11459,11759,11889,12058,12335,12558,12787,12785,12940,13021,13082,13286,13508,13660,13925,14109,14353,14494,14606,14742,14845,15013,15225,15548,15849,16115,16377,16531,16821,17364,17526,17930,18181,18599,19047,19516,19870,20245,20540,21209,21734,22121,22646,22970,23519,24083,24509,24882,25478,25841,26154,26495,27065,27590,27828,28624,29062,29531,30462,31169,31853,32353,33056,33713,34488,35236,35769,35986,36708,37419,38286,38984,39697,40753,41396,42296,43238,44433,45486,46604,48001,49601,50588,52361,53419,55018,56909,59078,60102,61878,64256,65619,66934,69614,70803,71591,73182,75055,75728,77240,79318,80917,84030,86723,89682,92516,94341,96257,97505,98509,101043,102862,104883,106916,109242,111376,113639,117147,120881,123537,126386,128480,131916,134054,134700,135253,136377,138185,139588,140982,140334,140941,142312,142728,143875,146759,148190,148664,152770,149825,153405,155784,158034,156681,161815,162803,166245,166886,168840,171133,173348,175488,178816,181560,185085,187869,189839,192496,196179,198853,204472,207654,209727,211615,214186,218631,223830,235826,238462,245457,248107,250661,248883,248235,247332,247765,252257,251714,252127,253786
"26","3","Michigan",9422,9526,9869,10022,9775,9571,9805,9527,10198,10650,11386,11801,12109,12357,12347,12466,12734,12847,13082,14151,14850,15094,15154,14985,14704,14612,14412,14958,15558,16335,16560,16759,16661,16793,17012,17491,17604,17474,17481,17360,17104,16857,17560,17373,17788,18464,18509,18501,19201,19126,19134,18922,18635,19058,19231,19699,19963,20417,20724,21131,21354,21601,22091,22885,23350,23916,24554,24747,25763,26503,26965,28228,28430,28997,29734,30294,30119,30364,31223,30993,32737,33500,34281,35363,35356,35971,36833,37438,36663,37701,37810,37066,39104,40188,40555,41675,43033,44067,45079,47083,48676,49862,50736,52205,52260,53100,55305,55272,54613,55926,58101,60126,62123,63679,65092,67458,69400,71706,74376,75970,77688,79720,82479,85262,87801,88859,90284,91963,94193,93521,95976,100179,100453,101944,103580,103844,102553,104470,105187,105700,106427,109243,111997,115417,118306,121586,124675,126862,130707,131773,133971,138461,139980,142113,142548,143945,146150,147201,148317,151096,155098,157258,159350,162411,167751,167813,169395,171494,173688,176529,179287,178910,177743,180402,182510,185326,186196,190906,192006,199043,195516,203568,205934,210291,213542,216657,220531,225752,229522,230176,232079,234599,233253,237020,239727,242379,245986,248461,252113,254304,261218,263523,264078,269260,272720,274467,276777,280785,291251,292004,293583,294304,295843,296181,297092,296806,295932,304930,306682,307437,309724
"27","4","Minnesota",4016,4193,4305,4131,3950,3908,3840,3894,4208,4176,4348,4491,4642,4759,4768,4880,4846,4883,5017,5051,5121,5228,5234,5287,5369,5293,5363,5443,5498,5637,5755,5815,5844,5910,5959,6102,6186,6297,6408,6382,6554,6618,6747,6802,6851,6946,6941,7062,7214,7340,7462,7510,7597,7687,7820,7929,8054,8143,8207,8357,8465,8605,8765,8906,8883,8942,9047,9280,9530,9874,10173,10377,10567,10665,10944,11180,11347,11484,11808,11936,12253,12602,13064,13376,13655,13982,14395,14772,15138,15357,15648,15710,15996,16385,16648,16839,17248,17389,17872,19082,19618,20606,21565,22607,22558,22547,22891,23034,23424,23928,24806,25458,25709,26055,26941,27787,29228,29697,30292,31121,32559,33342,34157,35639,36328,37344,38458,39855,40937,40834,42663,44196,45144,45580,47453,48007,48432,49155,49714,50884,50283,51690,52525,54133,56945,58570,60164,61388,61927,62809,63472,64402,65533,66288,67397,67918,70230,70720,71962,73368,74860,74972,75944,76536,80385,81503,82694,84526,85668,87682,88786,89046,88941,90284,91306,92324,94838,95848,97312,100103,98209,100194,98636,102109,103076,106220,108602,110708,111459,112471,113318,115619,118764,121286,123552,124716,125422,127898,130220,132539,136469,139343,141075,143235,144328,146293,147261,150723,154381,158125,160570,163070,164055,164632,165126,165325,167189,169755,171656,171969,173557
"28","5","Mississippi",1520,1776,1752,1615,1680,1410,1370,1421,1587,1629,1699,1783,1772,1834,1873,1886,1898,1926,2117,1855,2092,1981,1919,1920,1920,1854,1941,1950,2035,2140,2178,2259,2240,2163,2200,2165,2154,2248,2247,2229,2322,2386,2410,2530,2585,2624,2703,2732,2634,2689,2693,2777,2847,2875,2881,3064,2998,2997,3108,3115,3214,3308,3428,3502,3456,3437,3510,3556,3610,3678,3880,4000,4003,4070,4145,4298,4392,4447,4451,4546,4677,4848,4936,5041,5209,5282,5390,5498,5570,5851,5972,6070,6271,6423,6585,6701,7047,7205,7499,7860,8118,8347,8570,8923,9016,9234,9589,9608,9654,9883,10205,10629,11141,11365,11668,12071,12427,12694,13132,13494,13703,14293,14760,15023,15769,16105,16669,17158,17327,17203,18120,18824,19357,19766,20454,20666,20975,21170,21225,21523,21524,21896,22228,22833,23730,24281,24631,24946,25287,25624,25362,26441,26419,26564,26854,26943,27633,27909,28435,29017,29203,29895,30542,31069,31746,32154,32390,32835,33196,33710,34220,34587,35044,35517,35944,36595,37546,38163,38581,39300,39695,40433,41070,41875,42897,43782,44536,45094,45563,45862,46402,47141,47879,48762,49405,49546,50670,51268,51731,52721,54010,54681,55540,56056,55801,56351,57129,57916,58563,59561,60068,60195,61420,61739,62092,62437,63376,63990,64523,65077,66274
"29","4","Missouri",5152,5269,5357,5376,5164,5158,5130,5151,5504,5500,5699,5930,6133,6214,6263,6353,6390,6489,6665,6814,6914,6995,6998,7024,7036,6975,6983,7083,7293,7480,7601,7684,7777,7909,7979,8055,8101,8088,8259,8201,8358,8473,8621,8771,8866,9041,9071,9238,9196,9290,9413,9404,9487,9534,9671,9850,9931,10156,10214,10313,10432,10569,10720,10919,11018,11133,11348,11511,11765,12044,12372,12733,12823,12941,13180,13439,13668,13771,14016,14227,14723,15232,15624,16003,16040,16244,16755,17047,17536,17827,18229,18421,18882,19359,19541,19802,20371,20843,21187,22080,22715,23226,23820,24534,24759,24844,25494,26010,26377,27025,27924,28649,29469,29871,30680,31642,32498,33249,34337,35411,36201,37443,38488,39599,40961,41931,43227,44287,45182,44649,46589,48449,50083,50581,52622,53020,53036,54244,54649,55655,55990,57193,58433,60061,62378,63872,65377,66290,67766,68867,69765,70969,71779,72377,73226,74053,75777,76517,77364,78802,79892,81361,82278,83448,85767,86582,87482,88370,89277,90530,91740,92453,93776,95030,96418,97697,99759,100685,101607,103923,103738,106309,105584,109563,109113,111729,113287,115127,116047,117200,118133,119179,121458,123184,124696,126628,129080,129999,131705,133793,136204,138370,140245,141130,141727,142885,143982,146660,150470,153761,155682,156483,157920,158745,159866,159843,161919,162979,164041,165471,166322
"30","7","Montana",848,867,923,922,807,781,808,817,892,933,1003,1097,1073,1083,1058,1091,1064,1084,1140,1101,1093,1119,1113,1135,1145,1081,1092,1102,1184,1196,1211,1226,1250,1264,1261,1287,1289,1311,1337,1355,1366,1364,1377,1403,1364,1358,1353,1340,1363,1425,1434,1412,1394,1372,1428,1446,1532,1643,1681,1739,1684,1623,1611,1634,1636,1646,1689,1710,1746,1762,1819,1869,1885,1908,1971,1958,1967,1964,1948,1988,2023,2056,2079,2116,2190,2237,2333,2357,2420,2523,2590,2576,2615,2661,2701,2799,2911,3058,3198,3360,3342,3664,3645,3933,3914,3846,4015,4089,4122,4244,4446,4551,4595,4661,4713,4844,4906,5010,5212,5348,5733,5966,6063,6451,6584,6221,6385,7006,7242,6894,6974,7736,7870,7986,8358,8376,8045,8357,8282,9638,8812,8981,8974,9196,9313,9537,9756,9829,9780,9708,9792,9860,10071,10129,10183,10190,10337,10438,10460,10616,10570,10668,10728,10804,11445,11662,11727,11937,12161,12324,12536,12644,13065,13176,13432,13672,13812,14003,14146,14341,14883,15191,15121,15518,15101,15391,15629,15876,16113,16172,16346,16557,16624,16879,17120,17347,17329,17564,17864,18148,18525,18924,19082,19237,19097,19361,19239,19925,20249,20593,20967,21166,21523,21740,22015,21799,22270,22490,22862,22979,23333
