UT	Glat	Glon	Radius	Dst	Kp	E22.7-29.8eV	E29.8-39.2eV	E39.2-51.5eV	E51.5-67.7eV	E67.7-88.9eV	E88.9-115.0eV	E115.0-151.0eV	E151.0-196.0eV	E196.0-259.0eV	E259.0-342.0eV	E342.0-447.0eV	E447.0-593.0eV	E593.0-776.0eV	E.776-1.03keV	E1.03-1.35kev	E1.35-1.77keV	E1.77-2.31keV	E2.31-3.05keV	E3.05-4.00keV	E4.00-5.28keV	E5.28-6.94keV	E6.94-9.12keV	E9.12-12.0keV	E12.0-15.8keV	E15.8-20.7keV	E20.7-27.3keV	E27.3-35.8keV	E35.8-47.1keV	E50-75keV	E75-105keV	E105-150keV	E150-225keV	E225-315keV	E315-500keV	E500-750keV	E0.75-1.1MeV	E1.1-1.5MeV	E>1.5MeV	E0.7-1.8MeV	E1.8-3.5MeV	E3.5-6.0MeV	E6.0-7.8MeV	E7.8-10.8	E10.8-25.8	P0.70-1.27eV	P1.27-2.3eV	P2.3-3.3eV	P3.3-3.9eV	P3.94.8eV	P4.8-6.1eV	P6.1-8.1eV	P8.1-10.5eV	P10.5-12.3eV	P12.3-15.8eV	P15.8-20.4eV	P20.4-26.2eV	P26.2-33.1eV	P33.1-42.7eV	P42.7-55.6eV	P55.6-72.2	P72.2-93.6eV	P93.6-124.0eV	P124.0-161.0eV	P161.0-211.0eV	P211.0-276.0eV	P276.0-365.0eV	P365.0-480.0eV	P480.0-626.0eV	P626.0-825.0eV	P.825-1.090keV	P1.09-1.42keV	P1.42-1.87keV	P1.87-2.45keV	P2.45-3.20keV	P3.20-4.20keV	P4.20-5.53keV	P5.53-7.26keV	P7.26-9.53keV	P9.53-12.5keV	P12.5-16.4keV	P16.4-21.6keV	P21.6-28.3keV	P28.3-37.1keV	P37.1-48.7keV	P50-75keV	P75-113keV	P113-170keV	P170-250keV	P250-400keV	P400-670keV	P0.67-1.2MeV	P1.2-1.9MeV	P1.9-3.1MeV	P3.1-5.0MeV	P5.0-7.7MeV	P7.7-50.0MeV	P11-14MeV	P14-20MeV	P>20Mev	DENLP	DENHP	DENHE	TPARHP	TPERHP	TPARHE	TPERHE	THETA_P	PHI_P	THETA_E	PHI_E	SC_POTEN
0.518700	0.328550	103.710000	6.616900 -60	3.0	3.4026e+08	1.9579e+08	1.5942e+08	1.2054e+08	9.6128e+07	6.8294e+07	4.7558e+07	3.8085e+07	2.8291e+07	2.3905e+07	1.9253e+07	1.6978e+07	1.3641e+07	9.5972e+06	7.328e+06	6.8498e+06	4.7868e+06	3.3461e+06	3.1276e+06	3.1691e+06	3.0209e+06	2.7449e+06	2.4468e+06	2.1832e+06	1.6285e+06	937040	385670	138700	201996	39472.5	18943.2	9896.29	4643.12	2101.68	876.437	379.838	147.843	69.0858	93.0544	8.20663	0.231466	0.0122152	0.0016601	0.0012291	1.131e+08	1.0409e+08	5.6133e+07	3.3032e+07	1.0956e+07	1.0173	8.4214e+06	4.5024e+07	2.6118e+07	7.6657e+06	1.3215e+07	5.1274e+06	6.842e+06	315200	2.4314e+06	1.6822e+06	2.4479e+06	1.2079e+06	2.4263e+06	704830	1.2708e+06	779100	505310	641390	341340	318920	204640	169400	165330	149520	113010	208740	140980	81153	29846	19377	39470	48213	72073	57960	110759	9137.78	1639.95	409.504	69.4253	348.383	18.7626	4.21547	0.327747	0.110639	0.0638381	0.011995	-999	-999	-999	1.9083	0.64727	0.60297	3895.1	4454.5	1369.9	1893.2	80.855	-12.631	113.38	-7.2322	-2.3939	
0.542600	0.329910	103.710000	6.616900 -60	3.0	3.0375e+08	2.004e+08	1.4671e+08	1.2212e+08	8.3765e+07	6.5212e+07	5.0969e+07	3.7232e+07	2.8969e+07	2.5309e+07	2.1343e+07	1.742e+07	1.2777e+07	9.9613e+06	8.1087e+06	6.4521e+06	4.5289e+06	3.2191e+06	3.1967e+06	3.0126e+06	2.9364e+06	2.6905e+06	2.5316e+06	2.1108e+06	1.4783e+06	912030	404350	121360	202242	39470	19017.3	9862.69	4689.73	2125.58	882.225	389.363	149.906	68.84	93.37	8.24692	0.230666	0.0142115	0.00185125	0.00131636	8.797e+07	18.88	4.7497e+07	2.9729e+07	1.6435e+07	2.8534e+07	2.0211e+07	3.216e+07	1.776e+07	2.4701e+07	1.7841e+07	1.3844e+07	4.4272e+06	6.304e+06	2.1882e+06	934580	2.1599e+06	1.3178e+06	669320	1.1534e+06	684270	1.0759e+06	224580	448980	455110	294390	251150	98814	218660	169720	177150	146810	183960	83729	25032	35165	36803	60068	64778	51735	107965	8990.67	1621.21	418.404	68.7241	337.164	18.4687	4.10808	0.25636	0.110639	0.0704904	0.0124433	-999	-999	-999	2.0813	0.65112	0.5238	3902	4442.3	1566	2149.5	96.516	12.74	114.13	-6.5549	-2.4257	
0.566500	0.332620	103.710000	6.616900 -60	3.0	3.1618e+08	1.7258e+08	1.3256e+08	1.1541e+08	7.4478e+07	5.6626e+07	4.898e+07	4.0313e+07	3.1599e+07	2.489e+07	2.0703e+07	1.7036e+07	1.2608e+07	1.0128e+07	7.7398e+06	6.2349e+06	4.3127e+06	3.304e+06	3.1066e+06	2.9739e+06	3.0004e+06	2.813e+06	2.5779e+06	1.8192e+06	1.4693e+06	939090	389670	124320	201725	39549	19088.5	9908.6	4728.29	2142.62	887.37	388.635	149.318	68.7017	93.48	8.27085	0.230039	0.0137752	0.00205694	0.00131262	1.3824e+08	1.1797e+08	5.6133e+07	0.65104	3.2869e+07	5.2678e+07	3.8739e+07	4.5024e+07	8.3578e+06	2.2145e+07	5.2862e+06	8.7166e+06	8.4519e+06	5.6736e+06	3.4039e+06	6.542e+06	863980	3.7336e+06	1.255e+06	1.1534e+06	928650	816200	1.0668e+06	149660	227560	551970	344170	183510	208000	210140	164930	149100	132380	91458	30809	23683	37337	63230	77909	59892	107028	9023.42	1620.38	425.347	69.6602	339.324	16.7862	3.97363	0.295005	-999	0.0814903	0.0127177	-999	-999	-999	3.2384	0.71712	0.57062	3912.7	4206.5	1375.6	1918.7	86.351	14.368	115.38	-7.7676	-1.0574	
0.590400	0.333980	103.710000	6.616900 -60	3.0	2.5135e+08	1.522e+08	1.2591e+08	9.0353e+07	7.0741e+07	5.298e+07	4.3366e+07	3.2558e+07	2.9539e+07	2.4317e+07	2.1624e+07	1.7198e+07	1.2099e+07	9.7688e+06	8.2252e+06	6.2466e+06	3.9859e+06	3.4598e+06	3.111e+06	2.7995e+06	2.824e+06	2.6585e+06	2.1312e+06	1.8399e+06	1.7588e+06	1.0255e+06	407970	122630	201386	39529.9	19100.6	9976.69	4728.63	2152.5	888.821	382.558	147.517	67.2124	93.4668	8.26078	0.229218	0.0127156	0.00190734	0.0012827	1.0054e+08	4.8576e+07	3.0226e+07	4.9548e+07	2.7391e+07	8.7796e+06	1.6843e+07	2.5728e+06	1.5671e+07	8.5174e+06	1.8502e+07	7.6911e+06	6.0371e+06	1.8912e+06	1.2157e+06	-999	1.152e+06	1.6472e+06	920310	128150	439890	519400	224580	598630	568890	233060	297660	190570	192000	193970	140500	197270	135820	51526	33697	30141	36803	60858	68280	48300	111619	9285.11	1639.65	431.084	69.5507	350.217	17.0693	3.73069	0.304926	-999	0.0910037	0.0101749	-999	-999	-999	1.3168	0.60423	0.54783	4314.8	4674.7	1492.8	2045.8	85.764	21.789	114.81	-11.164	-4.4711	
0.614300	0.333980	103.710000	6.616900 -60	3.0	3.3113e+08	1.6341e+08	1.1929e+08	9.6791e+07	7.565e+07	5.7578e+07	4.9022e+07	3.9951e+07	3.0557e+07	2.4382e+07	2.0979e+07	1.6717e+07	1.3532e+07	9.7316e+06	7.9539e+06	6.0665e+06	4.0699e+06	3.6545e+06	3.5549e+06	3.0627e+06	2.8877e+06	2.4076e+06	2.172e+06	2.2348e+06	1.8249e+06	1.0361e+06	416370	148930	201782	39520.9	19062.4	10000	4742.62	2178.92	893.544	379.567	148.198	67.7867	93.472	8.2001	0.224705	0.0123104	0.00170165	0.00132758	1.3824e+08	1.0409e+08	9.4995e+07	7.9277e+07	2.4652e+07	2.1949e+07	1.0106e+07	4.7597e+07	2.9252e+07	2.8959e+07	5.2862e+06	0	1.2074e+06	5.6736e+06	4.8627e+06	2.9906e+06	4.3199e+06	768690	2.1753e+06	704830	1.0753e+06	445200	673750	791050	227560	196260	223250	352910	239990	222260	152710	178920	161610	88882	38511	20812	36270	62439	64778	54526	115193	9265.65	1656.66	422.31	66.6119	355.217	17.8983	3.69354	0.278524	0.108333	0.0716713	0.0106831	-999	-999	-999	0.89173	0.57704	0.51277	4473	4641.1	1634.4	2233.7	52.017	39.742	113.95	-12.475	-7.6845	
0.638200	0.336700	103.710000	6.616900 -60	3.0	3.2868e+08	1.681e+08	1.2111e+08	9.6775e+07	7.4863e+07	6.3199e+07	5.0556e+07	3.8393e+07	3.1599e+07	2.5296e+07	2.169e+07	1.7377e+07	1.3298e+07	9.7818e+06	7.8776e+06	6.4259e+06	4.1039e+06	3.6094e+06	3.1744e+06	2.81e+06	2.7025e+06	2.4456e+06	2.3205e+06	2.3666e+06	1.825e+06	999110	462120	148430	202789	39612.8	19067.9	10060.1	4747.94	2178.25	899.842	377.189	145.874	67.4463	93.2947	8.11011	0.222071	0.0126065	0.00155205	0.00140424	1.508e+08	1.1103e+08	7.7723e+07	9.5793e+07	3.5608e+07	4.6093e+07	1.5159e+07	3.4733e+07	1.6716e+07	1.5331e+07	2.1805e+07	8.2039e+06	3.6222e+06	7.5648e+06	0.055949	2.8037e+06	2.4479e+06	1.757e+06	1.5896e+06	1.4737e+06	391010	408100	701820	641390	650160	466110	437190	282330	133330	210140	213800	194980	180520	66983	41399	21530	42671	72319	79660	51735	116543	9193.28	1671.39	409.444	64.7885	364.962	18.3061	4.51402	0.30432	0.109102	0.0707852	0.0120989	-999	-999	-999	2.0776	0.66477	0.51509	4497.9	4164.4	1651.5	2279.5	148.7	84.376	112.54	-10.32	-2.5513	
0.662100	0.338050	103.710000	6.616900 -60	3.0	3.5022e+08	1.7277e+08	1.2166e+08	9.969e+07	8.6042e+07	6.2583e+07	5.0996e+07	3.7818e+07	3.3343e+07	2.9172e+07	2.3074e+07	1.7729e+07	1.2149e+07	9.2751e+06	7.9985e+06	6.528e+06	4.596e+06	3.3989e+06	3.1445e+06	2.4758e+06	2.2452e+06	2.4268e+06	2.5267e+06	2.5437e+06	1.8678e+06	1.1208e+06	460980	177710	204873	39573.1	19009.1	10059.9	4757.55	2165.19	886.458	373.326	140.676	65.2168	92.5008	7.93017	0.219142	0.0122325	0.00153335	0.00134815	1.7594e+08	2.7758e+07	4.3179e+07	5.6155e+07	5.2043e+07	3.6011	3.537e+07	1.801e+07	2.2984e+07	1.6183e+07	1.0572e+07	1.4357e+07	5.6346e+06	8.1952e+06	4.6196e+06	3.5514e+06	2.1599e+06	3.0748e+06	1.8406e+06	1.4097e+06	1.1242e+06	853300	814110	491730	666420	404780	148830	211740	245330	181850	161880	199570	134100	74712	20218	30141	38937	64415	71198	47656	121039	9504.18	1658.9	426.365	69.4547	382.635	19.356	4.6779	0.335829	0.109486	0.103099	0.0103838	-999	-999	-999	1.4967	0.64162	0.52743	4108.3	4524.5	1660.3	2306.3	96.032	-12.757	113.31	-8.6042	-4.5938	
0.686000	0.339410	103.710000	6.616900 -60	3.0	3.8215e+08	1.5555e+08	1.2781e+08	1.1058e+08	7.9518e+07	6.3581e+07	4.7912e+07	4.0473e+07	3.4221e+07	2.8582e+07	2.5325e+07	1.9485e+07	1.4071e+07	9.7024e+06	7.7828e+06	6.2425e+06	4.8399e+06	3.4925e+06	3.1988e+06	2.6679e+06	2.478e+06	2.4848e+06	2.3156e+06	2.3084e+06	1.7257e+06	991070	487570	163430	206032	39219.7	18892.5	10056.8	4782.42	2161.11	867.076	371.676	141.843	66.1139	91.945	7.88152	0.217335	0.0121269	0.00160711	0.00133859	1.131e+08	9.7152e+07	4.7497e+07	6.2761e+07	6.5738e+07	1.5364e+07	2.5264e+07	3.0874e+07	3.1342e+06	2.1294e+07	2.0484e+07	1.3331e+07	0	315200	3.4039e+06	3.9252e+06	2.3039e+06	3.0748e+06	418320	1.1534e+06	1.7595e+06	630700	673750	513110	438860	196260	269760	204690	170660	222260	164930	188100	163330	73424	35623	27988	36270	58883	64195	50447	118071	9391.42	1639.98	423.618	73.0612	377.37	19.8652	4.14207	0.288726	0.108333	0.0967341	0.00982327	-999	-999	-999	2.003	0.62873	0.60321	4052.1	4628.6	1420.2	1947.3	92.174	-22.057	115.2	-6.4977	-2.5501	
0.709900	0.340770	103.710000	6.616900 -60	3.0	2.973e+08	1.582e+08	1.1178e+08	9.5799e+07	7.4006e+07	6.2186e+07	5.3264e+07	4.992e+07	4.1551e+07	3.4181e+07	2.6693e+07	1.8853e+07	1.4142e+07	1.1156e+07	8.6011e+06	6.9143e+06	4.6e+06	3.4132e+06	2.9817e+06	2.3907e+06	2.3455e+06	2.597e+06	2.5488e+06	2.0269e+06	1.3684e+06	844650	444700	169650	205266	38857.2	18804.8	10029.2	4838.62	2140.48	871.175	371.362	145.129	67.2847	92.0545	7.92261	0.219804	0.0129337	0.00127156	0.00136498	6.2835e+07	6.9394e+06	1.2954e+07	-999	-999	3.0729e+07	4.5476e+07	7.7185e+06	1.8805e+07	2.9811e+07	1.6519e+07	1.0255e+07	7.2445e+06	1.576e+06	4.6196e+06	2.9906e+06	2.3039e+06	2.1963e+06	1.6733e+06	1.2815e+06	879770	667800	842180	897950	390100	282120	316270	324680	192000	165680	171040	204160	111750	68272	22144	25836	49071	64020	69447	53452	111370	9071.51	1617.83	392.319	71.664	359.606	18.1971	3.69053	0.267477	0.108333	0.093298	0.0127435	-999	-999	-999	2.0499	0.62104	0.54881	4254.6	4638	1482.9	2012.9	91.919	-5.4956	115.43	-8.1425	-2.4321	
0.733800	0.343480	103.710000	6.616900 -60	3.0	3.0088e+08	1.586e+08	1.4818e+08	1.2315e+08	9.9472e+07	7.7924e+07	5.8522e+07	5.3397e+07	3.9331e+07	2.8626e+07	2.1343e+07	1.8256e+07	1.538e+07	1.0728e+07	8.1477e+06	6.8137e+06	4.5805e+06	3.2674e+06	2.6641e+06	2.1055e+06	2.3695e+06	2.5645e+06	2.3334e+06	1.7933e+06	1.2272e+06	846060	448340	160430	202723	38505.5	18573.2	10007.7	4800.83	2094.9	879.625	375.232	144.776	64.8443	92.3043	7.86943	0.217442	0.0124974	0.00134636	0.0013388	1.2567e+07	5.5515e+07	7.3405e+07	2.6426e+07	6.8477e+07	-999	2.358e+07	2.1869e+07	2.2984e+07	1.3628e+07	9.2508e+06	1.0255e+07	8.8544e+06	315200	972540	2.243e+06	863980	658880	2.6773e+06	256300	1.0264e+06	742000	533380	662770	422610	380250	288360	211740	229330	202050	210740	121580	137540	66983	28883	30859	46938	61254	67696	50018	106844	8973.94	1602.72	397.293	65.0526	343.941	16.7728	3.41113	0.327916	-999	0.0926676	0.0127196	-999	-999	-999	3.7586	0.70012	0.72162	3834.7	4174.2	1069.8	1464.6	87.898	33.234	114.4	-8.0856	-0.70029	
0.757600	0.343480	103.710000	6.616900 -60	3.0	3.4884e+08	1.9203e+08	1.8054e+08	1.3455e+08	9.8918e+07	6.748e+07	5.479e+07	4.6572e+07	3.6585e+07	2.7016e+07	2.1667e+07	1.8848e+07	1.3628e+07	1.0085e+07	8.079e+06	6.8844e+06	4.1422e+06	2.8606e+06	2.2099e+06	1.9201e+06	2.3094e+06	2.3947e+06	2.0999e+06	1.7416e+06	1.2748e+06	821770	390210	171340	201264	38157.9	18452.1	10220.9	4694.52	2116.21	873.98	378.948	144.624	62.9696	92.2096	7.83829	0.215052	0.0128402	0.00147024	0.00123783	3.6445e+08	1.5961e+08	8.6359e+07	1.9531	1.0956e+07	5.7067e+07	2.6949e+07	2.7015e+07	1.0447e+06	1.7887e+07	7.9292e+06	3.5892e+06	4.4272e+06	2.5216e+06	4.1333e+06	4.299e+06	2.1599e+06	1.2079e+06	1.4223e+06	1.4097e+06	1.0264e+06	482300	926400	769670	341340	134930	334870	155280	117330	210140	222960	183510	146130	81153	28883	40906	53872	55721	62152	50662	105305	8957.23	1602.05	407.072	61.3233	334.527	17.3733	3.60093	0.322995	-999	0.0818935	0.00961419	-999	-999	-999	4.199	0.66976	0.73304	3878.1	4363.9	1008.3	1367.3	90.737	30.38	113.28	-8.6867	-0.53423	
0.781500	0.344840	103.710000	6.616900 -60	3.0	3.3253e+08	2.1518e+08	1.6074e+08	1.2821e+08	1.1337e+08	9.122e+07	6.6013e+07	4.9133e+07	3.5486e+07	2.7138e+07	1.9536e+07	1.3688e+07	1.1724e+07	8.7719e+06	7.077e+06	5.7259e+06	3.2463e+06	2.4595e+06	1.9711e+06	1.9576e+06	2.0803e+06	2.2665e+06	2.1408e+06	1.8272e+06	1.3009e+06	890660	423570	159840	201576	37992.3	18581.1	10419.2	4667.4	2165.32	880.338	378.812	139.628	63.8535	91.789	7.8068	0.214294	0.0118273	0.00161926	0.00115556	2.2621e+08	1.0409e+08	5.1815e+07	5.6155e+07	3.2869e+07	3.5118e+07	2.6949e+07	3.0874e+07	2.9252e+07	-999	1.0572e+07	9.2294e+06	5.6346e+06	7.88e+06	2.4314e+06	5.9813e+06	3.8879e+06	-999	1.255e+06	640750	1.955e+06	1.5582e+06	701820	513110	438860	294390	372080	310560	277330	214180	204630	217920	144420	65695	47176	50236	63473	69553	63903	44651	108560	9006.56	1599.47	398.017	62.3432	339.967	17.1477	3.55139	0.274444	0.113044	0.0918055	0.010004	-999	-999	-999	3.4064	0.59528	0.70803	4411.5	4640.1	1039.9	1423.2	20.569	13.559	113.82	-10.529	-0.75141	
0.805400	0.347560	103.710000	6.616900 -60	3.0	3.0813e+08	2.1574e+08	1.5367e+08	1.1304e+08	8.2407e+07	7.2997e+07	5.5539e+07	4.2817e+07	2.5692e+07	2.0513e+07	1.5591e+07	1.4199e+07	1.1841e+07	8.5202e+06	7.2207e+06	4.9734e+06	3.1859e+06	2.0039e+06	1.9862e+06	1.8026e+06	2.0287e+06	2.1582e+06	2.177e+06	1.9016e+06	1.39e+06	885610	471620	173040	201014	37810.7	18918.2	10502.5	4786.04	2172.37	884.594	377.385	137.628	65.0762	91.3752	7.77842	0.216363	0.011578	0.0017297	0.00118173	2.3877e+08	8.3273e+07	-999	1.6516e+07	3.013e+07	3.5118e+07	2.358e+07	1.1578e+07	2.7163e+07	2.5552e+06	1.0572e+07	1.487e+07	1.2074e+06	630400	2.4314e+06	1.4953e+06	863980	109810	1.1713e+06	1.0893e+06	195500	333900	477240	235180	243810	233060	362780	155280	160000	121230	152710	174340	116910	36068	25995	20094	46938	73109	74116	44866	111617	9051.98	1583.51	399.635	67.9251	353.795	17.1672	3.35849	0.276569	0.111841	0.0791004	0.010477	-999	-999	-999	2.5851	0.57705	0.63786	4479.2	4764.6	1157.8	1594.6	84.954	9.771	113.09	-10.098	-1.0979	
0.829300	0.347560	103.710000	6.616900 -60	3.0	3.4197e+08	2.3026e+08	1.8296e+08	1.4198e+08	1.1716e+08	7.9882e+07	6.6236e+07	4.7347e+07	3.1074e+07	2.2416e+07	1.882e+07	1.5657e+07	1.2134e+07	9.1713e+06	6.7739e+06	4.9289e+06	3.0438e+06	2.1426e+06	2.0201e+06	1.7957e+06	1.9843e+06	2.2185e+06	2.3019e+06	2.0141e+06	1.4374e+06	992230	483870	166610	201584	38142.4	20184.8	10739.2	4902.96	2180.12	884.164	377.496	139.58	64.7564	91.3784	7.79968	0.221477	0.0124039	0.00157075	0.00124157	7.5402e+07	9.0213e+07	4.318e+06	6.9367e+07	3.2869e+07	5.9262e+07	3.3686e+07	3.0874e+07	3.0297e+07	2.4701e+07	1.4537e+07	6.6657e+06	6.0371e+06	0.17802	9.2392e+06	3.3645e+06	1.44e+06	3.8434e+06	501990	1.5378e+06	1.6618e+06	704900	505310	662770	341340	355720	493010	345850	255990	242460	189360	199570	134100	68272	54878	32294	54938	73109	72365	50232	113136	9029.42	1574.28	398.95	73.4321	367.856	18.7202	3.79031	0.253727	0.110639	0.0696212	0.010711	-999	-999	-999	4.3757	0.67899	0.7196	4052.4	4438	1053.6	1460	70.609	-4.307	112.55	-9.1205	-0.55068	
0.853200	0.350270	103.710000	6.616900 -60	3.0	3.5296e+08	2.3232e+08	1.8397e+08	1.33e+08	9.0382e+07	7.727e+07	5.2136e+07	3.4851e+07	2.5573e+07	2.1637e+07	1.7196e+07	1.4375e+07	1.1477e+07	8.1225e+06	5.872e+06	4.5588e+06	2.8108e+06	1.9148e+06	1.7482e+06	1.8796e+06	2.0546e+06	2.241e+06	2.3047e+06	1.8806e+06	1.5048e+06	977170	513930	171360	202548	39308.6	22090.3	11014	4935.39	2188.06	885.806	379.42	138.109	64.2914	91.6148	7.84099	0.223234	0.0127467	0.00143986	0.00134254	6.2835e+07	7.6334e+07	6.4769e+07	7.9277e+07	6.026e+07	-999	3.537e+07	2.9587e+07	2.0894e+07	2.1294e+07	1.9823e+07	1.2819e+07	1.0464e+07	8.5104e+06	7.5372e+06	5.9813e+06	1.872e+06	1.8668e+06	2.008e+06	1.3456e+06	1.564e+06	667800	477240	919330	390100	539710	213950	324680	176000	173770	155770	208740	139260	50238	26958	36600	44271	65996	60401	44222	114300	8883.24	1566.42	403.806	71.7477	383.884	18.5495	4.05953	0.259277	-999	0.0712433	0.0111196	-999	-999	-999	4.1667	0.65795	0.66519	3822.6	4254.8	1138.6	1566	91.509	-16.03	114.65	-5.1146	-0.5958	
0.877100	0.350270	103.710000	6.616900 -60	3.0	3.8742e+08	1.8897e+08	1.4952e+08	1.1337e+08	8.0138e+07	6.6468e+07	4.8937e+07	3.2701e+07	2.6644e+07	2.0915e+07	1.8273e+07	1.3728e+07	1.1122e+07	8.7196e+06	6.42e+06	4.5842e+06	2.8542e+06	1.708e+06	1.6611e+06	1.6719e+06	2.0729e+06	2.616e+06	2.6828e+06	2.097e+06	1.5822e+06	1.0055e+06	480080	156540	203975	41892.4	24009.2	11385.5	4982.62	2199.35	887.164	378.367	138.299	65.4333	91.8116	7.87814	0.223495	0.0129025	0.00147726	0.00137246	6.2835e+07	1.5961e+08	-999	3.6335e+07	3.2869e+07	1.0975e+07	4.5476e+07	3.9879e+07	3.3431e+07	2.4701e+07	1.6519e+07	1.4357e+07	2.8173e+06	7.2496e+06	6.0784e+06	1.4953e+06	3.3119e+06	2.4159e+06	1.4223e+06	1.2174e+06	1.0264e+06	185500	364950	641390	438860	306650	251150	303500	229330	149520	171040	155980	103150	47661	46213	38036	52805	68762	75866	49588	116014	8792.57	1504.48	406.204	68.2439	405.798	17.7651	4.076	0.317342	0.110639	0.0822816	0.0145035	-999	-999	-999	4.3968	0.63553	0.26978	4189.3	4579.4	2903.3	3951.1	84.509	-6.5617	115.84	-6.1782	-0.67896	
0.901000	0.352990	103.710000	6.616900 -60	3.0	3.3244e+08	2.1568e+08	1.5354e+08	1.1006e+08	8.7784e+07	7.3219e+07	5.9585e+07	4.2209e+07	3.1268e+07	2.4084e+07	1.9594e+07	1.7106e+07	1.3587e+07	8.2972e+06	6.0181e+06	4.4803e+06	2.719e+06	1.7263e+06	1.738e+06	1.8224e+06	2.1772e+06	2.4878e+06	2.6267e+06	2.0313e+06	1.4538e+06	952900	439290	162890	209759	45419.3	24949.9	11601	4981.11	2202.01	890.54	377.033	139.602	66.1557	91.8189	7.91257	0.225231	0.0138046	0.00173074	0.00131034	2.7648e+08	2.7758e+07	6.9087e+07	0	3.8347e+07	3.9508e+07	2.358e+07	2.7015e+07	2.9252e+07	1.8738e+07	5.9469e+06	8.7166e+06	2.0124e+06	2.2064e+06	3.1608e+06	2.0561e+06	2.016e+06	1.8668e+06	501990	961130	1.2708e+06	667800	814110	705530	308830	294390	316270	381140	239990	145480	189360	176630	116910	12881	14442	37318	58672	73900	55149	43363	113502	8613.54	1475.29	405.67	65.1666	413.06	17.6715	3.86175	0.311789	0.110639	0.0834185	0.015824	-999	-999	-999	3.4967	0.6804	0.44628	4575.8	3900.4	1759.9	2382.9	16.188	88.252	113.53	-7.5295	-0.92476	
0.924900	0.354340	103.710000	6.616900 -60	3.0	3.3374e+08	1.9374e+08	1.4691e+08	1.066e+08	8.369e+07	6.3949e+07	5.4691e+07	4.0054e+07	3.0958e+07	2.5935e+07	2.2615e+07	1.8442e+07	1.422e+07	8.9747e+06	6.0296e+06	4.1158e+06	2.566e+06	2.0056e+06	2.0161e+06	2.0566e+06	2.3335e+06	2.638e+06	2.572e+06	1.8889e+06	1.419e+06	905930	475890	176080	217194	48847.2	25166.1	11601.3	4956.92	2202.84	892.116	376.494	143.315	66.7038	91.8053	7.95918	0.226947	0.0136973	0.00193539	0.00118734	7.5402e+07	9.7152e+07	1.1658e+08	4.6245e+07	6.026e+07	3.5118e+07	0.48828	4.1165e+07	1.4626e+07	2.6404e+07	9.9116e+06	6.6657e+06	6.0371e+06	4.728e+06	3.1608e+06	4.1121e+06	2.7359e+06	1.757e+06	2.5936e+06	1.3456e+06	1.0264e+06	927500	729890	726910	601400	355720	306970	218800	234660	173770	201580	185800	94558	56678	27920	31577	57072	63625	63903	44436	111828	8595.51	1494.52	405.57	67.3032	427.406	17.7292	3.56534	0.280502	-999	0.0830751	0.0118362	-999	-999	-999	3.9275	0.67046	0.44208	3716.6	4399.8	1742.3	2372.1	85.305	10.196	114.38	-7.4298	-0.72394	
0.948800	0.354340	103.710000	6.616900 -60	3.0	3.6227e+08	1.7496e+08	1.3815e+08	1.139e+08	9.1378e+07	6.7648e+07	5.9505e+07	4.0892e+07	3.507e+07	2.6186e+07	2.4558e+07	1.7692e+07	1.2093e+07	8.272e+06	5.8866e+06	4.357e+06	2.4711e+06	1.8207e+06	1.8716e+06	2.0704e+06	2.4374e+06	2.5996e+06	2.4898e+06	1.9544e+06	1.5538e+06	973190	457410	178450	227352	51757.9	25272.7	11698.4	4920.04	2209.64	897.65	379.801	148.165	66.8461	92.2691	8.03605	0.2278	0.0135414	0.0017297	0.00121726	1.508e+08	2.7758e+07	5.1815e+07	5.9458e+07	0.97656	2.6339e+07	4.2107e+07	4.3738e+07	4.2834e+07	2.3849e+07	2.1145e+07	2.4612e+07	7.2445e+06	8.5104e+06	4.6196e+06	5.7944e+06	3.3119e+06	3.1846e+06	1.255e+06	1.2815e+06	1.0264e+06	816200	814110	470360	406350	453840	399990	303500	239990	181850	207690	174340	111750	27051	32734	38753	52272	79827	62736	43578	112560	8720.7	1465.66	392.372	71.9839	444.286	18.8595	3.60754	0.324237	0.110639	0.0641912	0.0125294	-999	-999	-999	4.2043	0.64881	0.55966	3976	4212.1	1404.3	1901.9	86.559	1.8694	114.54	-8.2686	-0.64088	
