Holstein
Changes in May 2006 productive life and Net Merit using formulas to be implemented August 2006
PL diff is NewPL - (1.4 x OldPL) [see: http://aipl.arsusda.gov/reference/changes/eval0608.html]
UNOFFICIAL - NOT TO BE USED FOR ADVERTISING!  

                   ________PL_______ _REL__   ___NM$___
Bull ID             New   Old  Diff  New Old  Old  Diff NAAB Code  Name
HOUSA000001681168  -0.7  -0.4  -0.1  75  77  -531    58 001HO00223 R-MEL BURKE STRETCH
HOUSA000001703083  -4.2  -3.2   0.3  79  80  -531    23 016HO00104 WAYSIDE-ACRES STARBOY
HOUSA000001704821  -1.8  -0.8  -0.7  62  64  -531    30 007HO00703 DIAMOND-GROVE ZHIVAGO
HOUSA000001710350   2.1   0.5   1.4  59  61  -531   140 007HO00750 LORDALE JERRY
HOUSA000001750249  -2.0  -1.4  -0.0  56  57  -531    44 011HO02114 RICH-J TRI MILLION
HOUSA000001756221  -1.9  -1.0  -0.5  43  44  -531    63 110HO06515 IDACREST VIRGINIAN BENEFIT
HOUSA000001768875  -2.3  -1.4  -0.3  46  45  -531    36 100HO01135 M-JAYBEE CONDUCTOR JOSIE
HOUSA000001772049  -2.9  -1.3  -1.1  57  58  -531    34 014HO00512 ROCK-HOME CONDUCTOR KARL
HOUSA000001783352  -0.6  -0.3  -0.2  52  52  -531    60 011HO02199 SEELEY-VIEW ELEVATION LASER
HOUSA000001783467  -3.8  -2.4  -0.4  61  62  -531    12 001HO00322 MARIES TORNADO
HOUSA000001787020   0.3  -1.1   1.8  60  61  -531   110 029HO03669 FROG-HOLLOW ELEVATION BEN
HOUSA000001817159  -0.5  -0.6   0.3  62  63  -531    73 015HO05248 WIL-O-JON LORADO-ET
HOUSA000001837346  -3.2  -2.4   0.2  66  67  -531     9 008HO00105 JUNIPER-MIST GN INVESTMT-ET
HOUSA000001856166  -2.1  -2.0   0.7  60  61  -531    56 001HO00399 THONYMA ENCORE-ET
HOUSA000001869702  -3.2  -1.6  -1.0  63  65  -531    12 007HO01565 PACK-HERD J TRISTAM
HOUSA000001880694  -3.3  -2.1  -0.4  45  46  -531    24 100HO01578 MOREDA-LAGUNA JOYS VALIANT-ET
HOUSA000001934583  -2.6  -1.4  -0.6  61  63  -531    16 091HO01590 MUN-CRE LESTER
HOUSA000001944466   0.1  -0.2   0.4  57  58  -531    83 021HO00978 KIEKHAEFER BLACKJACK
HOUSA000001946952  -4.2  -3.0   0.0  54  55  -531     8 009HO00997 STREAMVUE SPIRT OF BRANNDY
HOUSA000001971028  -2.6  -1.1  -1.1  71  72  -531    58 029HO05313 CEDAR-SUMMIT PROTOTYPE-ET
HOUSA000001974192  -1.0  -0.3  -0.6  54  55  -531    61 130HO00022 WALNUTDALE BOVA DUGAN-ET
HOUSA000001996003  -3.2  -2.9   0.9  60  60  -531    41 007HO03165 LUMMI ROTATION
HOUSA000002000443  -0.8  -1.0   0.6  73  78  -531    96 029HO05475 DEWYN SUBLIME-RED-TWIN
HOUSA000002032273  -2.9  -2.9   1.2  65  66  -531    60 091HO02305 P-PEN-COL DESTINY-ET
HOUSA000002035992  -4.2  -3.2   0.3  48  48  -531    18 122HO00604 SIKKEMA-STAR ROTATE HOLIDAY
HOCAN000000340960  -2.3  -1.8   0.2  74  75  -532    57 073HO00233 STERK IVY PRESTIGE-TW
HOUSA000001363393  -4.1  -1.4  -2.1  89  90  -532    -9 017HO00178 HAYSSEN D V IMPERIAL
HOUSA000001510586  -2.7  -1.7  -0.3  98  98  -532    35 017HO00325 OLMANSON KINGPIN ROBURKE
HOUSA000001516864  -5.3  -3.4  -0.5  63  66  -532    15 003HO00398 DON-SAWYER ROYAL CROWN
HOUSA000001582885  -3.5  -2.6   0.1  85  86  -532    44 026HO00109 ELEVATION APOLLO LOCHINVAR
HOUSA000001615737  -1.3  -1.6   0.9  66  67  -532    82 029HO03405 COTTONWOOD-VALE PACEMAKER
HOUSA000001624636  -2.9  -2.0  -0.1  91  92  -532    49 040HO02209 AN-DA-BEAUTY SKYLINER CHIEF
HOUSA000001674831  -2.6  -1.3  -0.8  73  75  -532    30 040HO02378 WHITTIER-FARMS ROCKET LAD
HOUSA000001677859  -2.1  -1.9   0.6  91  92  -532    20 011HO01191 GREEN-VALE T COMPLETE WILLIAM
HOUSA000001678581  -3.7  -2.3  -0.5  58  59  -532    11 011HO02036 LO-PINE MAJOR ADMIRAL
HOUSA000001729891  -1.8  -1.2  -0.1  55  57  -532    62 001HO00284 VALID MAGNATE-TWIN
HOUSA000001750949  -2.5  -1.9   0.2  61  61  -532    33 029HO03452 MAKAREVICH KINGPIN KAMERAD
HOUSA000001764943  -2.0  -1.5   0.1  98  98  -532    34 011HO02174 DIAMOND-S B CHIEF LORD
HOUSA000001769174  -1.1  -0.6  -0.3  51  53  -532    52 100HO01093 WILBAR ELEVATION WATERFALL
HOUSA000001769323  -5.6  -2.9  -1.5  73  75  -532    -6 009HO00666 KEYSTONE JOB DESCRIPTION
HOUSA000001799275  -3.7  -2.1  -0.8  64  65  -532    17 007HO01207 ARLINDA JEM
HOUSA000001827483  -2.1  -1.4  -0.1  73  74  -532    52 029HO04025 EL PATRON
HOUSA000001830661  -1.9  -0.6  -1.1  54  55  -532    29 083HO00671 GENTLE-VALLEY CRAYON
HOUSA000001845584  -0.4  -0.4   0.2  65  65  -532    73 029HO03949 RUANN PETE LILLISTON
HOUSA000001861018  -2.8  -2.2   0.3  58  59  -532    53 014HO00698 TESK-HOLM VALID
HOUSA000001879125  -1.1  -1.5   1.0  50  52  -532    67 001HO00458 TIKVAH JETSTAR SCOTCH-RED-ET
HOUSA000001899585  -3.8  -2.6  -0.2  59  60  -532    46 029HO04510 PENTACLES-VA R FORD TRIBUTE-ET
HOUSA000001946832  -2.0  -1.5   0.1  60  61  -532    63 007HO01874 EMINENCE AGI IJON NOBLE
HOCAN000000330643  -1.9  -1.2  -0.2  99  99  -533    52 073HO00177 ROYBROOK TEMPO
HOCAN000000364847  -3.4  -2.1  -0.5  58  59  -533    24 071HO00680 MITY-FINE MODERATOR-ET
HOUSA000001350848  -2.5  -1.8   0.0  83  84  -533    40 003HO00076 HIGH MEADOW FARM SIR GALLAHAD
HOUSA000001469339  -1.5  -0.4  -0.9  70  72  -533    60 021HO00084 SAPA SKA RINGO COMRE
HOUSA000001552338   0.1  -0.6   0.9  53  55  -533    82 029HO02433 CLEARLINE K I MARK
HOUSA000001601535  -1.9  -0.7  -0.9  95  96  -533    38 014HO00430 HAYSSEN ROYALTY-TWIN
HOUSA000001608940   1.3   0.1   1.2  67  68  -533   140 031HO00129 CORREIA GREAT BOOTMAKER
HOUSA000001616372  -0.2  -0.4   0.4  79  81  -533   107 040HO02195 ARLINDA CALIFORNO-TWIN
HOUSA000001630047  -0.1  -0.6   0.7  50  52  -533   102 031HO00256 KOOI BURKE BOOTS
HOUSA000001639580  -0.2  -0.8   0.9  75  77  -533   118 011HO02500 DOORCO FOND ADAM
HOUSA000001669747  -1.1  -1.1   0.4  58  60  -533    98 007HO00511 THONYMA KINSMAN
HOUSA000001671360  -0.9  -0.7   0.1  47  47  -533    71 011HO02043 KEN-RIC ELEVATION
HOUSA000001697388  -0.3  -0.6   0.5  49  49  -533    88 110HO06331 JOH-ANN GAY LIGHTING
HOUSA000001697527  -2.0  -0.8  -0.9  59  61  -533    52 007HO00689 FAIR-HILL CHIEF CAMERON
HOUSA000001718158  -3.5  -2.9   0.6  54  55  -533    37 001HO00275 LIN-CON TIPPY HUELIO
HOUSA000001754740  -2.3  -1.9   0.4  61  62  -533    79 029HO03503 PINEYVALE STARLITE OBI KENOBI
HOUSA000001755296  -1.5  -1.9   1.2  72  74  -533    76 023HO00235 EXRANCO DIPLOMAT
HOUSA000001765054  -3.4  -2.3  -0.2  68  69  -533    38 011HO01372 LEE-GIN CONDUCTOR SONNY
HOUSA000001776635  -2.3  -1.5  -0.2  61  63  -533    43 008HO01140 JO-EL BARRETT LAWRENCE SAFETY
HOUSA000001777268  -0.8  -0.8   0.3  54  55  -533    48 017HO00427 CROIXVIEW MAMMYS BIG BOY
HOUSA000001797689  -0.7  -1.8   1.8  67  68  -533   122 007HO01150 KAM-JA ROOTS
HOUSA000001801714  -2.2  -0.8  -1.1  47  48  -533    55 100HO01054 RAINS-VILLE CHIEF GLEN
HOUSA000001829471  -2.4  -1.2  -0.7  76  78  -533    36 029HO03985 WOODBINE MANIPULATOR-ET
HOUSA000001879923  -3.9  -2.8   0.0  96  97  -533   -30 007HO01599 ARLINDA MIL-R-MOR MANDATE-ET
HOUSA000001888708  -2.8  -2.5   0.7  62  63  -533    52 008HO00506 NEVER-REST-M ONE-OF-A-KIND-ET
HOUSA000001901950  -0.5  -0.2  -0.2  52  52  -533    59 031HO00490 LYNNCREST SHOWDOWN-RED-ET
HOUSA000001917682  -1.6  -0.9  -0.3  61  62  -533    38 029HO05036 RUANN PETE MY-LAD 4616
HOUSA000001954070  -1.1  -0.6  -0.3  68  69  -533    58 023HO00307 EXRANCO SELLER
HOUSA000002043204  -3.1  -2.6   0.5  63  64  -533    32 029HO06008 BELLVALE BUTTE
HOUSA000002061683  -1.3  -1.2   0.4  55  57  -533    92 021HO01700 SELLCREST LASS RICO-RED-ET
HOCAN000000388637  -0.1  -0.7   0.9  86  89  -534   128 029HO03550 A RIDGES-WOOD TRIPLE R-RED
HOUSA000001385225  -2.1  -1.3  -0.3  95  96  -534    58 013HO00287 SKAGVALE ROYAL MONARCH
HOUSA000001475201  -4.3  -2.2  -1.2  59  60  -534     5 021HO00186 RETLAW DOUBLE FORTUNE
HOUSA000001496121   0.4  -0.1   0.5  94  94  -534    99 029HO01939 ROBSON ROMANDALE REFLECT DELL
HOUSA000001552571  -1.8  -1.7   0.6  80  81  -534    59 017HO00249 M-V-B-A KINGPIN DORIS FRANK
HOUSA000001561523  -3.4  -1.6  -1.2  63  66  -534    17 003HO00519 PGF PROPER APOLLO
HOUSA000001572656  -2.1  -1.3  -0.3  99  99  -534    22 029HO02502 LUDVUE FOND TOM
HOUSA000001593394  -2.7  -2.0   0.1  62  64  -534    33 029HO02587 PACLAMAR ASTRO RANGER
HOUSA000001595580  -2.6  -2.1   0.3  70  72  -534    40 007HO02027 MARBETH STAND UP
HOUSA000001596220   1.0  -0.2   1.3  59  60  -534   116 007HO00212 OZLAND BLUE CHIP
HOUSA000001598041  -1.3  -1.2   0.4  90  91  -534    78 011HO00135 METCALFS ASTEROID
HOUSA000001605344   1.3  -0.3   1.7  88  89  -534   144 015HO00160 KEYSTONE FLEETFOOT
HOUSA000001618052   0.5  -0.8   1.6  52  53  -534   136 011HO01048 CENTER-FIELD BOOSTER
HOUSA000001619215  -2.3  -1.7   0.1  99  99  -534    17 007HO00273 ARLINDA BOOTMAKER PALORIES LAD
HOUSA000001644765  -0.8  -1.4   1.2  63  64  -534    83 011HO01107 LIME-ROCK CAPSULE
HOUSA000001665995  -2.6  -1.7  -0.2  53  53  -534    31 040HO02317 S-W-D MODEL KING
HOUSA000001675424  -3.5  -2.9   0.6  58  60  -534    35 011HO01190 WILSONDALE KIT JEWEL-TWIN
HOUSA000001678710  -3.9  -1.9  -1.2  97  97  -534     8 029HO03070 NUNESDALE CM BLEND
HOUSA000001696143  -1.5  -1.1   0.0  53  54  -534    68 011HO01257 KONETA LEGEND
HOUSA000001697807  -1.0  -0.3  -0.6  42  43  -534    63 110HO06716 HARPAIN ELEVATION PRINCE
HOUSA000001710401  -0.3  -0.6   0.5  69  71  -534   123 021HO00355 DIN-ELITE STARLITE BEACON
HOUSA000001720881  -1.5  -1.3   0.3  93  94  -534    51 009HO00581 KEN-RIC MARCUS NEIL
HOUSA000001727640  -0.6  -1.4   1.4  66  67  -534    89 003HO00933 VEAZLAND GAY MYLES STANDISH
HOUSA000001770039  -3.2  -1.9  -0.5  62  64  -534    36 021HO00591 PODONQUE TOPLINE
HOUSA000001770118  -1.0  -1.1   0.5  62  63  -534    70 007HO01011 PEARMONT CAMPAIGNER-ET
HOUSA000001770366  -1.2  -1.0   0.2  62  63  -534    73 014HO00517 DUNWOOD COUNTDOWN
HOUSA000001771052  -4.4  -2.8  -0.5  70  71  -534     7 009HO00648 BROWNCROFT CHIEF POET
HOUSA000001774144  -1.1  -0.6  -0.3  64  66  -534    55 008HO01139 SUN-BEN SIZZLER
HOUSA000001810187  -1.9  -1.5   0.2  57  58  -534    45 029HO04310 CFI KING HAMLET
HOUSA000001822512   1.6   0.6   0.8  57  58  -534   127 008HO00413 DIXIE-LEE BOOTS LANNY
HOUSA000001838714  -1.4  -0.4  -0.8  74  75  -534    36 029HO04020 STREAMVUE GLENDELL BANNDIT
HOUSA000001851906  -2.5  -1.7  -0.1  54  56  -534    50 006HO01007 LARRY-MOORE PRESTIGE DE-RED-ET
HOUSA000001876190  -0.6  -1.1   0.9  66  67  -534    88 023HO00273 BOSSIR NED ROCKET HANSEL-ET
HOUSA000001896121  -0.9  -0.7   0.1  55  55  -534    75 100HO01626 GEN-ACE SENSATION-ET
HOUSA000001901177  -0.9  -0.7   0.1  52  53  -534    69 100HO01722 THONYMA MARS PEPPER
HOUSA000001985237  -1.5  -1.1   0.0  68  69  -534    38 007HO03095 EMERALD-ACRES-V-R ENERGIZER-ET
HOUSA000001343995  -0.4   0.1  -0.5  94  94  -535    84 011HO00059 KYLAND CRESCENT PREMIER
HOUSA000001369029  -3.4  -1.6  -1.2  88  89  -535    43 019HO00038 MAVIEW VICTOR LAIRD
HOUSA000001414618   0.5   0.0   0.5  98  98  -535    81 009HO00085 A CITATION SOVEREIGN
HOUSA000001504830  -5.9  -3.2  -1.4  52  54  -535   -29 029HO02287 ALSTAR SUPREME
HOUSA000001527802  -1.0  -0.6  -0.2  98  98  -535    54 007HO00341 ROUND-OAK RAG APPLE ELATION
HOUSA000001560648  -3.5  -2.9   0.6  69  70  -535    41 009HO00112 LAVACRES APOLLO
HOUSA000001563682  -0.7  -1.5   1.4  54  55  -535    86 029HO02426 UK NED JIM LAD
HOUSA000001578549   1.6   0.3   1.2  90  91  -535   121 014HO00269 G-J FORMATION
HOUSA000001583601  -0.2  -0.5   0.5  69  71  -535    90 003HO00581 POEHLS FOBES STACY
HOUSA000001597691  -4.6  -3.1  -0.3  99  99  -535    11 009HO00143 HILLHAVEN STANDOUT JOB
HOUSA000001601151  -2.7  -1.9  -0.0  91  91  -535    44 007HO00244 BACH-ECHO LUCKY GEOFFREY-TWIN
HOUSA000001615642   0.3  -0.2   0.6  79  81  -535    83 015HO00163 POVERTY-HOLLOW RIGHT CROSS
HOUSA000001615951  -3.2  -2.0  -0.4  98  98  -535    13 029HO02679 WILCOXVIEW BLACK STAR-TWIN
HOUSA000001624692  -3.2  -1.5  -1.1  71  72  -535    15 014HO00335 GAYDALE REVENUE
HOUSA000001632713  -4.4  -2.3  -1.2  61  63  -535    11 029HO02762 INDIANHILLS SUNLINER
HOUSA000001661030  -1.8  -1.1  -0.3  59  60  -535    46 011HO02013 LIAS CHIEFTAIN
HOUSA000001663497  -3.6  -2.4  -0.2  99  99  -535    41 014HO00495 PLUSHANSKI PERSUADER
HOUSA000001667239  -1.3  -0.9  -0.0  96  97  -535    89 017HO00359 EAGLE-ACRES BOOTCAP
HOUSA000001668997  -0.2   0.4  -0.8  62  63  -535    64 029HO02970 DUMBELLE HEUERS DUKE LEGEND
HOUSA000001696636  -2.5  -1.4  -0.5  56  57  -535    30 029HO03177 TIHO SUPREME
HOUSA000001700362  -0.1  -0.4   0.5  69  71  -535    78 009HO00552 MIDDESSA POLLY DUKE
HOUSA000001701903  -2.0  -2.2   1.1  66  67  -535    97 009HO00550 STRAWBERRY-ACRES KP WINNER
HOUSA000001712350  -3.1  -2.3   0.1  67  68  -535    43 015HO00235 OCEAN-VIEW STANDOUT BEACON
HOUSA000001713857  -5.6  -2.7  -1.8  58  60  -535   -21 003HO00909 BUSY-ACRES AUDACK DESTINY
HOUSA000001748325  -1.2  -1.6   1.0  63  65  -535    78 003HO01048 GORGEVISTA CRYSTAN
HOUSA000001750323  -3.3  -2.1  -0.4  66  68  -535    16 029HO03437 ROCBY CHIEF SPECTER-TWIN
HOUSA000001761032  -3.2  -2.8   0.7  59  60  -535    65 015HO00313 THONYMA PREMIER
HOUSA000001824261   0.3   0.4  -0.3  61  62  -535    77 029HO04099 RUANN ELEVATION ALEX
HOUSA000001829813  -0.3  -0.6   0.5  61  62  -535    78 009HO00755 STONEY-LEA MILEMARKER
HOUSA000001847370  -1.4  -1.0   0.0  56  56  -535    49 029HO04088 GRANADA LTD
HOUSA000001875921  -2.5  -1.6  -0.3  96  97  -535    34 029HO05800 ARLINDA RUSSELL
HOUSA000001878765  -2.9  -2.7   0.9  64  65  -535    59 007HO01541 BEECHER VAQUERO-ET
HOUSA000001884041  -1.7  -1.4   0.3  62  62  -535    80 011HO02534 FLONETTE GLENDELL CODY-ET
HOUSA000001988888  -2.0  -2.1   0.9  72  76  -535    80 021HO01080 C STONETOWN CARDINAL-RED-ET
HOUSA000002008292  -1.0  -1.2   0.7  46  46  -535    77 100HO02750 VILAMAR AIR-OSA WHAM
HOUSA000002021579  -1.7  -1.6   0.5  65  66  -535    49 014HO01204 PRICES-LTD NED SAXON-ET
HOUSA000002084197  -2.9  -2.3   0.3  52  53  -535    18 021HO01822 CHUCKANUT ROTATE LORN-ET
HOCAN000000387757  -2.9  -2.0  -0.1  87  90  -536    33 073HO01111 GRANDUC PROGRESSION-RED
HOUSA000001383004  -2.9  -2.0  -0.1  99  99  -536    43 011HO00027 PINEYHILL MAJORITY
HOUSA000001508246  -1.4  -0.8  -0.3  98  99  -536    52 040HO02253 ZION-MEADOWS ADMIRAL
HOUSA000001515207  -1.1  -1.0   0.3  98  98  -536    69 001HO00159 RUANN KNIGHT LUCKY
HOUSA000001538505  -3.1  -1.6  -0.9  95  95  -536     0 007HO02003 SUNNYSIDE GOVERNOR
HOUSA000001540435  -2.0  -1.9   0.7  95  95  -536    53 040HO02267 AUFDERMAUR KINGPIN SKY
HOUSA000001578215  -2.5  -1.5  -0.4  66  68  -536    22 029HO02518 MAPLEBOUND PERFECTION
HOUSA000001608880  -2.6  -1.6  -0.4  52  52  -536    37 029HO02681 PENN-OCTO ASTROJACK
HOUSA000001611226  -3.6  -2.5  -0.1  84  85  -536    34 024HO00831 LEE-LANE CHIEF PEDRO
HOUSA000001625536  -1.1  -1.4   0.9  97  97  -536    68 040HO02734 SKOKIE IVANHOE STAR
HOUSA000001640264  -0.9  -0.7   0.1  80  81  -536    82 007HO00433 STERK SKYLINER BOOTS
HOUSA000001652419  -0.2   0.1  -0.3  56  57  -536    90 007HO00486 SKAGVALE ESTEEM OF GEE-BAR-DEE
HOUSA000001666282  -0.3  -0.8   0.8  50  51  -536    92 040HO02361 WESTPHALIA VITALITY
HOUSA000001668913  -1.0  -1.0   0.4  92  93  -536    63 014HO00535 ARLINDA CEDAR
HOUSA000001678122   0.0   0.6  -0.8  64  66  -536    77 029HO03061 STONE-FRONT ZEN
HOUSA000001683412  -2.0  -1.0  -0.6  58  60  -536    45 040HO02353 KIMSTEAD EXECUTIVE
HOUSA000001699218  -2.3  -1.4  -0.3  60  62  -536    73 007HO00697 CONANT-ACRES GOLDEN JEWEL
HOUSA000001709417  -1.2  -1.0   0.2  83  85  -536    59 007HO02609 DIXIE-LEE DELIVERANCE
HOUSA000001726591  -4.7  -3.4   0.1  97  97  -536     2 029HO03360 COLDSPRINGS HAKIM
HOUSA000001732687  -2.9  -2.4   0.5  64  65  -536    65 029HO03373 JA-SAL STARLITE TOBY
HOUSA000001753903  -3.5  -2.0  -0.7  71  72  -536    11 007HO00987 BROOKS-TWAIN CHIEF POP
HOUSA000001775629  -3.6  -2.7   0.2  62  63  -536    27 008HO01145 CHEPACHET ORLANDO PREMIER
HOUSA000001803447  -2.2  -1.4  -0.2  58  59  -536    64 007HO01214 LONGROW STARLITE ROCKY
HOUSA000001809675  -4.3  -2.7  -0.5  65  66  -536    20 008HO01242 TERAMIS CONVENE TERRY
HOUSA000001819221  -2.8  -1.9  -0.1  48  49  -536    60 091HO01040 MAHONEY GLENDELL PRESLEY
HOUSA000001820419  -2.4  -2.5   1.1  53  54  -536    71 014HO00613 HILLTOP-HANOVER-C PROMISE
HOUSA000001869503  -2.2  -1.9   0.5  53  54  -536    53 100HO01462 ARLINDA VALIANT
HOUSA000001889606  -0.6  -1.1   0.9  61  62  -536   108 029HO04496 WALEBE IMAGE
HOUSA000001893692  -5.5  -3.7  -0.3  92  93  -536   -27 007HO01685 CAL-CHRIS PERFECTION
HOUSA000001896145  -0.1   0.0  -0.1  59  61  -536   118 008HO01543 BLACKMOUNT PREFERED ROADRUNNER
HOUSA000001906711  -4.0  -2.5  -0.5  56  57  -536    31 001HO00473 VIR-CLAR IJON EXCITER-ET
HOUSA000001909730  -3.6  -2.3  -0.4  63  64  -536    16 008HO00573 BI-JO CHAIRMAN LENOX
HOUSA000001960150  -2.3  -1.1  -0.8  68  70  -536    39 008HO01776 NOWERLAND STAR DOBERMAN-ET
HOUSA000001984831  -4.4  -3.5   0.5  66  67  -536    43 007HO02228 WIN-ROSE JETSON CECIL-ET
HOUSA000002016301  -3.1  -1.6  -0.9  56  56  -536    39 100HO02721 RAFTER-M NED-ET
HOUSA000002028464  -4.7  -3.4   0.1  67  67  -536    27 009HO01309 AL-HART MERIT-ET
HOUSA000001267271  -3.1  -1.7  -0.7  97  97  -537    18 004HO00260 SKOKIE SENSATION
HOUSA000001286934   1.7   0.8   0.6  81  82  -537   132 003HO00127 BE GLAD MAJOR
HOUSA000001381770  -0.4  -0.3   0.0  82  84  -537    83 017HO00145 OAK BEND ROMEO DELIGHT
HOUSA000001475571  -4.3  -1.7  -1.9  51  52  -537    11 029HO02165 MAYFALK COMET KING MARK
HOUSA000001594505  -2.4  -1.4  -0.4  46  48  -537    41 007HO00204 LONG-HAVEN STANDOUT APOLLO
HOUSA000001597615  -2.3  -1.2  -0.6  91  92  -537    75 007HO00134 KENJO BOOTMAKER
HOUSA000001617444  -1.5  -0.7  -0.5  41  42  -537    60 045HO00053 HATOREY ASTRO PAL
HOUSA000001619154  -2.4  -1.6  -0.2  42  42  -537    46 110HO02087 DELLFIELD STAR PILOT
HOUSA000001628724  -2.0  -2.3   1.2  66  67  -537    74 009HO00172 KILINSDALE DIAMOND JIM
HOUSA000001647516  -3.2  -1.7  -0.8  50  51  -537    33 011HO02003 NUNESDALE CHIEF TAYLOR
HOUSA000001657246  -0.7  -0.8   0.4  54  56  -537    75 040HO02271 BURLEY MARQUIS ASTRO-TWIN
HOUSA000001661397   1.0   0.1   0.9  52  53  -537   121 011HO01143 TIHO D T SUN
HOUSA000001664033   0.0  -0.6   0.8  78  79  -537    85 029HO02916 HILLAIRE MON PRINCE
HOUSA000001664320  -3.1  -2.5   0.4  72  74  -537    33 003HO00756 BISHCROFT ELEVATION CANDIDATE
HOUSA000001669113  -2.6  -1.8  -0.1  60  62  -537    37 040HO02324 BUTLERVIEW FABULOUS
HOUSA000001669327  -1.0  -0.5  -0.3  45  45  -537    76 011HO01187 SILVERWOOD TRIUNE PABST-TWIN
HOUSA000001669739  -1.1  -0.7  -0.1  76  78  -537    47 029HO03020 RUANN KINGROYAL
HOUSA000001676372  -0.6  -1.1   0.9  59  61  -537    83 040HO02415 APPLENOTCH SPICY JACK
HOUSA000001682092   0.7   0.4   0.1  53  54  -537    93 040HO02426 LAWCREST MUSIC MAN
HOUSA000001711116  -1.8  -1.4   0.2  63  64  -537    69 003HO00877 GUN-MILL ROCK REPUBLIC
HOUSA000001715663  -0.9  -0.4  -0.3  63  65  -537    69 007HO00788 KNOXLAND MONITOR MARQUIS
HOUSA000001729166  -2.9  -2.2   0.2  54  55  -537    33 110HO06647 CLOVER-WILL ROCKY
HOUSA000001748676  -4.6  -2.8  -0.7  79  81  -537     9 011HO01346 ENG-AMER HARDYS TOPPER
HOUSA000001770289  -3.4  -2.3  -0.2  48  49  -537    49 100HO01292 GEE-BAR-DEE PACEMAKER DYNAMIC
HOUSA000001778500  -1.8  -1.7   0.6  60  62  -537    59 008HO00094 DEAN-C-T ELEVATION PROMISE
HOUSA000001782332  -1.5  -1.3   0.3  57  58  -537    64 011HO01407 PINE-TREE BARRET WILMA JUSTIN
HOUSA000001790624  -3.0  -1.8  -0.5  63  64  -537    25 009HO00678 BROOKFIELD LUSTER
HOUSA000001792057  -4.2  -2.7  -0.4  69  71  -537    -9 011HO02202 REDROOF QUADSOME
HOUSA000001794223  -2.4  -1.8   0.1  57  58  -537    59 029HO03631 JEN-E-LYNN CREATOR
HOUSA000001810220  -5.6  -3.7  -0.4  59  60  -537    -9 008HO00394 VINCENT-VIEW DOLLY CHIEF-TWIN
HOUSA000001817606  -1.7  -1.3   0.1  57  58  -537    39 100HO05226 VEEMENS SHOTGUN-ET
HOUSA000001819452  -1.5  -1.0  -0.1  97  97  -537    47 014HO00900 AIR-OSA STRAIGHT-PINE BRYN
HOUSA000001856512  -4.3  -2.9  -0.2  81  82  -537    -2 021HO00673 FISHER-PLACE M OPPORTUNITY-ET
HOUSA000001879461  -3.0  -2.3   0.2  54  55  -537    48 083HO01098 DOUBLE-D JUD PETE
HOUSA000001893026  -3.1  -2.6   0.5  59  59  -537    54 029HO04608 MTN-SHADOWS LUCKY CHARM
HOUSA000001893693  -2.1  -2.2   1.0  64  65  -537    39 007HO01656 CAL-CHRIS CALIFORNIA
HOUSA000001925679  -3.7  -2.7   0.1  60  61  -537     1 008HO00590 ROTHROCK PETE CHAMP
HOUSA000001928267  -3.0  -2.3   0.2  67  68  -537    44 014HO01105 IDA-MAR TONY LUCKY-ET
HOUSA000002008447  -2.5  -2.2   0.6  56  56  -537    65 036HO04591 COLDSPRINGS RAPHEL-ET
HOCAN000000353636  -1.8  -1.4   0.2  55  55  -538    50 071HO00631 PICKLAND SUPER ASTRONAUT ET
HOUSA000001374286   0.9   0.0   0.9  84  85  -538   110 014HO00198 ELEVATION TIDY BUSTER
HOUSA000001539510  -2.4  -1.5  -0.3  89  90  -538    48 040HO02233 OSCWIL BOB STYLIST
HOUSA000001572724  -2.6  -1.7  -0.2  55  56  -538    52 029HO02486 ANILORAC PREMIER LEADER
HOUSA000001577222  -3.3  -2.5   0.2  51  52  -538    27 031HO00141 DUARTE-ACRES PERFORMER PAT
HOUSA000001614052   0.0  -0.9   1.3  79  81  -538   137 009HO00154 MAPLE-PASS TAMMY IBM
HOUSA000001651848  -0.6  -0.4  -0.0  54  56  -538    44 029HO02812 AJRF STAR MAKER
HOUSA000001658696  -5.0  -3.3  -0.4  55  57  -538     3 029HO02869 RINEHART LIGHTNING
HOUSA000001660651  -2.5  -1.5  -0.4  91  92  -538    38 040HO02301 ROYALANE CHIEF SANDY SQUIRE
HOUSA000001679244  -0.4  -0.4   0.2  60  62  -538    74 029HO03071 HERSTEIN VINENED AMERICUA
HOUSA000001696190  -3.3  -2.3  -0.1  73  74  -538    59 076HO00007 MARVILLA DESIGNER-TWIN
HOUSA000001701621  -0.8  -0.4  -0.2  59  60  -538    54 007HO00682 DUMBELLE DUKE SPECIAL-EDITION
HOUSA000001706572  -1.4  -0.8  -0.3  60  61  -538    68 007HO00718 MIACRES COLUMBO
HOUSA000001709300  -1.4  -1.3   0.4  45  46  -538    83 029HO03256 VAPONA VEEDICTION DARIN
HOUSA000001733583   0.1  -0.2   0.4  52  52  -538    84 031HO00159 ZONNEVELD R O LOUIS-OC
HOUSA000001741565  -2.7  -2.2   0.4  67  68  -538    32 040HO02836 GILLBROOK CONFUCIUS
HOUSA000001743677  -3.1  -2.5   0.4  99  99  -538    23 009HO00622 BREEZYVIEW JOB ROYAL STEWART
HOUSA000001755729  -4.8  -3.5   0.1  89  90  -538    20 029HO03500 LONSFARM PREMIER-ET
