Holstein
Changes in May 2006 productive life and Net Merit using formulas to be implemented August 2006
PL diff is NewPL - (1.4 x OldPL) [see: http://aipl.arsusda.gov/reference/changes/eval0608.html]
UNOFFICIAL - NOT TO BE USED FOR ADVERTISING!  

                   ________PL_______ _REL__   ___NM$___
Bull ID             New   Old  Diff  New Old  Old  Diff NAAB Code  Name
HOUSA000129270450   3.2   1.9   0.5  66  70   324     3 029HO10369 MORNINGVIEW JORGENSON-ET
HOUSA000130227577  -3.1  -1.7  -0.7  65  67   324  -135 007HO07128 CHEESEHEADS TANNER-ET
HOUSA000130895998   0.6   0.8  -0.5  64  66   324   -54 007HO07048 HUNSBERGER ADDISON COMBAT
HOUSA000130953429  -0.8  -0.1  -0.7  67  70   324   -91 007HO07086 CREEK EMERSON SANDERS-ET
HOUSA000017337427   3.4   2.5  -0.1  78  81   323    -1 029HO09425 WA-DEL CARNIVAL-ET
HOUSA000060119897   1.7   1.7  -0.7  64  67   323   -44 007HO07060 WILRA ADDISON 281-ET
HOUSA000123474940   1.3   1.1  -0.2  76  79   323     4 029HO10002 ARLINDA GOLD
HOUSA000130825083   1.0   0.6   0.2  61  63   323   -44 200HO01555 SANDY-VALLEY BARNABAS-ET
HOUSA000130949950  -0.3   0.1  -0.4  58  60   323   -14 014HO03916 DIVIDING-RIDGE CLARK-ET
HOCAN000007175742   1.3   0.6   0.5  72  75   322    -1 011HO05850 ALTAGEN-I JOEL
HOUSA000002280422   1.7   1.6  -0.5  70  71   322   -47 007HO05377 MAR-BIL JABOT GARFIELD-ET
HOUSA000017360046   3.7   2.1   0.8  61  63   322    34 001HO02332 DESTINY-M RUBY WINDJAMIN-TW
HOUSA000018045511   5.0   3.8  -0.3  74  77   322    41 100HO09809 BROOKS-TWAIN D JARRETT-ET
HOUSA000128731080   2.9   2.4  -0.5  52  55   322    -6 100HO09287 NUNES-ACRES MANFRED MIST-ET
HOUSA000128935167   1.6   0.8   0.5  71  75   322   -15 014HO03649 MELARRY SCORE FRILLS-ET
HOUSA000129272340  -1.3  -1.3   0.5  68  71   322   -51 029HO10438 VISION-GEN QUALIFIER-ET
HOUSA000129765529   1.6   1.2  -0.1  77  81   322   -36 011HO06121 SANDY-VALLEY ARMON-ET
HOCAN000010528230   2.3   1.8  -0.2  63  66   321    15 011HO05907 TOPSPEED-I HARRISSON
HODNK000870720513   3.8   3.3  -0.8  66  68   321    12 029HO09666 EDGEMEAD D-S JACOBUS-ET
HOFRA002199029827   2.1   1.4   0.1  58  61   321   -18 183HO00120 PEARLY
HOUSA000060317789  -0.3  -0.5   0.4  57  60   321   -52 001HO07019 SCHULTZ ADI REBO CRI-ET
HOUSA000123847229  -1.5  -0.8  -0.4  53  56   321   -50 031HO00715 SIKKEMA-STAR MORDECAI-ET
HOUSA000127086048   2.6   1.9  -0.1  72  76   321   -24 029HO10259 DON-SHER CELSIUS 4X4-ET
HOCAN000007207945   0.8   0.0   0.8  72  75   320   -20 011HO06468 ALTAGEN-I OMEGA
HOUSA000002289624   3.6   2.5   0.1  90  92   320    23 029HO08786 WHITTAIL-VALLEY ZEST-ET
HOUSA000017373198   4.5   3.9  -1.0  84  88   320     9 011HO05086 KCK BARDALE BLASTOFF-ET
HOUSA000124974881   2.9   1.9   0.2  71  75   320    27 029HO10110 DYECREST FITZGERALD
HOUSA000125987370   1.6   0.6   0.8  70  74   320   -36 009HO02705 LEXY-LANE JAFFA-ET
HOUSA000131206726   0.4   0.6  -0.4  57  60   320   -82 029HO10831 PEN-COL JERICHO-ET
HOUSA000002288374   4.7   3.0   0.5  80  81   319    47 097HO00019 528 HOL-STIENS STEVE
HOUSA000017070696   1.8   1.2   0.1  73  75   319   -26 011HO04862 OLMAR CELSIUS TRIUMPH-ET
HOUSA000060000317   1.8   1.2   0.1  69  73   319    18 001HO06828 PENN-ENGLAND QUINN 76A-ET
HOUSA000060355804  -1.0  -0.6  -0.2  56  57   319   -93 014HO03962 PENN-ENGLAND MERCADO 121A
HOUSA000121802613   2.3   1.7  -0.1  69  72   319   -24 007HO06278 KEYSTONE WADE POCONO-ET
HOUSA000123983651  -0.3  -0.1  -0.2  84  86   319   -44 007HO06313 CROCKETT-ACRES SULLY-ET
HOUSA000131407770  -0.7  -0.5   0.0  56  62   319   -36 001HO07208 LATUCH WEBSTER WALLY-ET
HOUSA000017002077   1.2   1.4  -0.8  74  77   318   -51 151HO00270 HALO BELLWOOD DESIGN-ET
HOUSA000018007034   2.0   1.6  -0.2  65  66   318     2 006HO00975 ROSSDALE RUDY ANTONIO-ET
HOUSA000060429235  -1.3   0.0  -1.3  51  52   318  -128 100HO09608 TIDY-BROOK BRETT CARL-ET
HOUSA000124413977   0.8   0.6  -0.0  69  72   318   -17 007HO06465 GLEN-D-HAVEN WIND AUSTIN-ET
HOUSA000126938052   0.6   0.6  -0.2  70  72   318   -49 200HO00126 SIKKEMA-STAR MRTY ZIPPO-ET
HOUSA000129766481   0.8   1.1  -0.7  64  67   318   -23 014HO03738 BARBI-LYN M MATTISON-ET
HOUSA000129851349  -1.4  -1.0   0.0  60  62   318   -57 001HO06825 LONDONDALE EDDIE MAYOR
HOUSA000130566535  -0.4   0.0  -0.4  64  67   318   -82 007HO06929 TIDY-BROOK LANTZ RON-ET
HOUSA000131045387   2.3   1.7  -0.1  59  63   318    -2 029HO10773 PASEN QUANTUM-ET
HOCAN000006682654  -0.6  -0.4  -0.0  79  84   317   -43 200HO00003 BENNER AEROWOOD
HOUSA000002210356   3.1   2.2   0.0  89  90   317     9 001HO03532 WELCOME GILES-ET
HOUSA000002250537   1.0   0.7   0.0  91  93   317   -20 009HO02133 PLUM-VALLEY-VU MASHBURN-ET
HOUSA000002298379   1.8   0.9   0.5  74  76   317   -21 011HO04738 KINGS-RANSOM C DROP-ET
HOUSA000125322025   3.6   2.7  -0.2  74  77   317     9 029HO10100 BRANDT-VIEW PANTHER-ET
HOUSA000129215202   3.4   2.2   0.3  66  69   317    12 014HO03639 MLK-M DECISION JOFRE-ET
HOUSA000129595308   3.4   2.5  -0.1  57  61   317    24 100HO09380 BROOKS-TWAIN T FLETCHER-ET
HOUSA000130816368   1.7   0.9   0.4  60  63   317     1 001HO06967 PECK-VALLEY WILLY CONVINCER
HOUSA000130903590   0.2   0.3  -0.2  67  70   317   -61 007HO07066 PROBSTLAND AARON ELMORE-ET
HOUSA000207184675   1.0   0.9  -0.3  64  67   317   -23 100HO09416 REGANCREST-MR SHANE-ET
HOCAN000006575503   0.7   0.5  -0.0  57  60   316   -51 039HO00768 COMESTAR CLASSIC-ET
HOCAN000006724243   2.3   1.9  -0.4  72  75   316     2 200HO03016 SUNNYLODGE JAGUAR
HOUSA000002175218   1.1   0.9  -0.2  64  65   316   -34 036HO00086 ROCBY BELLMAN SASSY SCOT-ET
HOUSA000017251413   0.7   1.2  -1.0  90  92   316   -29 009HO02448 ART-ACRES PATRON SPOCK-ET
HOUSA000060030339   5.7   3.6   0.7  72  76   316    80 029HO10606 LANGS-TWIN-B TRENDSETTER-ET
HOUSA000060162873   0.4   0.2   0.1  68  72   316    -2 001HO05948 MICKLE-HOB MTOTO CAN CRI-ET
HOUSA000128379848   2.9   2.0   0.1  68  71   316   -17 014HO03574 GLEN-TOCTIN BREAKER-ET
HOUSA000128797510   3.4   2.6  -0.2  67  69   316    20 007HO07168 PINE-SHELTER RDLF LEGEND-ET
HOUSA000130978633   0.8   0.9  -0.5  62  65   316   -45 029HO10693 RICECREST COSMO-ET
HOUSA000207124226   1.6   1.1   0.1  70  73   316    14 007HO06662 REGANCREST-CR MTOT TRENT-ET
HOCAN000006666474  -0.1   0.2  -0.4  70  73   315   -35 029HO09398 LYSTEL BARCLAY
HONLD000245383045   0.8   0.4   0.2  61  65   315    -8 029HO09972 WOUDHOEVE 934-ET
HOUSA000002198734   4.0   2.7   0.2  71  73   315    52 029HO07705 MURANDA AMBITION LEGEND-ET
HOUSA000002245295   4.5   3.1   0.2  66  68   315    62 001HO03689 WELCOME LANNIE
HOUSA000002285679  -0.2   0.0  -0.2  91  93   315   -66 014HO02759 BEACHLAWN BELLWOOD BURKE-ET
HOUSA000017380632   0.2   0.2  -0.1  66  68   315   -37 011HO05185 MAR-RIVER OLYMPIC-ET
HOUSA000122986080   3.3   2.6  -0.3  66  69   315    -4 001HO05852 GRIZZLY-BLUFF M LARS CRI-ET
HOUSA000123901028   1.7   1.5  -0.4  69  71   315   -21 001HO02344 ZIMMERVIEW CHALLNGR ZANE-ET
HOUSA000125688495  -0.7  -0.2  -0.4  63  66   315   -51 001HO06548 LONG-VISTA KETCH MATTIE
HOUSA000127019154   2.6   1.9  -0.1  66  69   315    26 122HO01505 CREEK TERRY DELWIN-ET
HOUSA000127617183   0.4   0.4  -0.2  64  66   315   -25 100HO09225 WA-DEL WIN COLMAN-ET
HOUSA000128263864  -0.3   0.8  -1.4  62  65   315   -86 122HO01456 WELCOME GOLDSTEIN-TW
HOUSA000128820858   0.1   0.3  -0.3  66  69   315   -72 029HO10440 AMMON FARM DYSON-ET
HOUSA000128857098   2.6   1.6   0.4  70  74   315    26 029HO10496 GEN-GRO HEZEKIAH-ET
HOUSA000129772336  -1.3  -1.1   0.2  71  73   315   -64 200HO03193 RICECREST CARILLON-ET
HOGBR000000598501   0.0   0.0   0.0  64  67   314   -57 029HO10202 MOET NEWTON PI ET
HOUSA000002156116   4.2   2.7   0.4  72  73   314    44 001HO04264 KEMVIEW LANCE-ET
HOUSA000002301911   2.8   2.3  -0.4  95  96   314    38 009HO02394 PRIDE-OF-IOWA LINER CRACKER
HOUSA000017383562   3.3   2.4  -0.1  78  82   314    28 007HO08428 NOR-SOM STORMY
HOUSA000060264801   3.9   2.8  -0.0  62  66   314    55 011HO07390 PEN-COL TUG MCGRAW
HOUSA000060292397   0.2   0.4  -0.4  58  60   314   -24 014HO03953 MAR-BIL LYNCH GENESEE
HOUSA000060316760  -0.7  -0.3  -0.3  63  66   314   -77 001HO07124 K-TAL ADDISON JAZZ-ET
HOUSA000120660359   2.9   2.2  -0.2  67  70   314    12 014HO03233 REEL-CHAR 951 GF JIM
HOUSA000129715748   4.1   2.6   0.5  70  75   314    38 011HO06550 L-L-M-DAIRY DIRECT
HOUSA000130615051  -0.6  -0.4  -0.0  55  59   314   -60 029HO10732 VISION-GEN ONWARD-ET
HOUSA000018005824   1.4   1.5  -0.7  70  72   313   -57 001HO05522 RICK-MER DARNELL-ET
HOUSA000124313343   0.0   0.3  -0.4  72  74   313   -60 029HO09802 KED-VG CORKY JADE-ET
HOUSA000125416115   1.4   0.5   0.7  77  80   313     3 029HO10073 SANDY-VALLEY BURMEISTER-ET
HOUSA000127769545  -1.0  -0.9   0.3  50  51   313   -45 029HO10111 RICECREST REMINGTON-ET
HOUSA000128842528   1.7   1.3  -0.1  68  71   313   -19 200HO01412 JERLAND-MOHRFIELD DAVEY-ET
HOUSA000131601400   1.4   0.8   0.3  61  61   313   -51 007HO07399 O-BEE JONAH-ET
HOFRA005994022699   0.6   0.1   0.5  70  73   312   -30 182HO00129 JESTHER-ET
HOUSA000002162818   4.5   3.2   0.0  67  69   312    55 009HO01755 CONANT-ACRES-JY SAMURAI-ET
HOUSA000060255479   1.3   0.6   0.5  67  71   312   -15 001HO06887 PA-PRIDE MATHIAS-ET
HOUSA000123588089   1.3   1.2  -0.4  71  73   312    -1 001HO05538 AMERI-MILK THEORY TOM-ET
HOUSA000123884952  -1.6  -1.1  -0.1  54  56   312   -68 006HO00865 WA-DEL BARLO JUSTICE-ET
HOUSA000128210651   3.2   2.0   0.4  64  67   312    13 001HO05763 WILSTAR-RS MANFRD GUNNER-ET
HOUSA000129704348   1.9   1.8  -0.6  61  64   312   -32 007HO06957 JEFFREY-WAY TOURNAME-ET
HOUSA000130338109  -0.2  -0.2   0.1  64  66   312   -24 200HO00187 RIVER-GORGE CONNECTION-ET
HOUSA000131147557  -1.6  -0.5  -0.9  56  56   312  -104 007HO08142 SANDY-VALLEY EMM FROST-ET
HOUSA000017210719   1.1   0.3   0.7  67  69   311   -22 001HO02268 HARTLINE MANDEL NEWMAN-ET
HOUSA000060144961   0.9   1.2  -0.8  60  63   311   -69 007HO06720 WANTA-DC CELSIUS CODY-ET
HOUSA000124036156   2.5   1.6   0.3  71  74   311     9 011HO06139 LANGS-TWIN-B LARIN-ET
HOUSA000124095924  -0.6  -0.6   0.2  67  70   311   -56 007HO06371 RICECREST FIDEL-ET
HOUSA000125358330   2.2   1.3   0.4  64  67   311    33 200HO04422 ELMBRINK WILMER-ET
HOUSA000127661034   0.6   0.5  -0.1  65  68   311   -67 007HO06572 SURE-VIEW AMEL AL-ET
HOUSA000128021352   2.7   2.2  -0.4  74  78   311   -15 029HO10248 PEN-COL OREO
HOUSA000128574878   1.9   1.7  -0.5  64  67   311     5 122HO01490 DINOMI MANFRED GRADUATE-ET
HOUSA000131082515   0.8   0.7  -0.2  59  62   311   -57 001HO06983 HOWCREST ROCKFORD-ET
HOGBR000000598286   0.6  -0.5   1.3  64  67   310   -26 029HO10200 MOET NILE PI
HONLD000192264301  -0.1  -0.1   0.0  67  69   310   -48 029HO09527 EASTERVIEW LABOR
HOUSA000002259039   1.5   0.9   0.2  98  98   310   -14 029HO08338 WIL-HART ALVIN-ET
HOUSA000002289548  -1.9  -1.3  -0.1  99  99   310   -96 029HO08557 RICECREST BRETT-ET
HOUSA000120855850   0.6   0.3   0.2  77  79   310   -28 011HO06649 MORNINGVIEW JUDGEMENT-ET
HOUSA000125354028   1.4   0.6   0.6  66  69   310    23 001HO02362 DOUGHTY-VALLEY MART DELL-ET
HOUSA000128082159   2.5   2.3  -0.7  70  73   310    -9 001HO06717 MURANDA MANFRED LOOKOUT-ET
HOUSA000129443393   2.5   1.5   0.4  73  77   310    33 029HO10476 PARADISE-DND SOMERSET-ET
HOUSA000002168960   2.4   1.3   0.6  99  99   309    -4 001HO04316 CORNER-PINES AMBITION-ET
HOUSA000002233970   1.9   0.8   0.8  56  57   309    43 158HO00036 HM-NV PINNACLE
HOUSA000002247421   1.6   0.9   0.3  97  97   309    13 097HO00002 528 ETAZON LABELLE-ET
HOUSA000060082156   0.2   0.0   0.2  63  65   309   -31 044HO00308 PEN-COL D OLIVER-ET
HOUSA000060346207  -0.5   0.1  -0.6  63  66   309   -46 007HO07062 JUNGE BOND SANTA-ET
HOUSA000127778242  -0.1  -0.1   0.0  73  77   309   -57 029HO10226 L-L-M-DAIRY DEL RIO-ET
HOUSA000128072022   1.0   0.4   0.4  62  64   309   -22 007HO06612 SHER-EST CELSIUS SLEEPER-ET
HOUSA000130577186   2.6   2.5  -0.9  64  67   309     2 001HO06845 LISLEVIEW MTOTO LETHAL-ET
HOUSA000130612414  -0.1  -0.2   0.2  69  74   309   -46 001HO06980 G-TOCTIN-LJP ADD JUMPER-ET
HOUSA000002192107   2.3   1.2   0.6  99  99   308    -6 009HO01868 MERIT BESTOW
HOUSA000002224948   4.0   3.0  -0.2  95  96   308    46 029HO07822 WINDCREST CUBBY JALAPENO-ET
HOUSA000002257810   2.4   1.7   0.0  71  73   308    13 001HO05014 KI-ZUID H CHARLIE TCG-ET
HOUSA000050460186   3.2   2.1   0.3  64  66   308    20 001HO05788 DEV-LIN DANCER DUDLEY-ET
HOUSA000060180331   1.8   1.3  -0.0  64  67   308   -16 029HO10663 SHADYCREST-H ADDYSTON-ET
HOUSA000122651023   3.6   2.4   0.2  58  60   308    19 200HO00077 MARKWELL RAINE-ET
HOUSA000123569358   1.7   1.4  -0.3  64  66   308   -29 007HO06402 CHEL-BROOK WADE MACRO-ET
HOUSA000123980144   2.6   1.7   0.2  69  72   308   -10 011HO06152 HESTERS BAILIFF-ET
HOUSA000123981798   1.5   1.6  -0.7  78  81   308   -32 029HO10009 SANDY-VALLEY DALZIEL-ET
HOUSA000127292012   0.8   1.0  -0.6  64  66   308   -27 001HO02376 LONG-HAVEN CASSIUS-ET
HOUSA000128385793   1.8   1.7  -0.6  76  79   308   -21 011HO06395 SANDY-VALLEY FULLHOUSE-ET
HOUSA000129856791  -1.3  -0.1  -1.2  64  66   308  -119 007HO06986 HILMAR A B DIRECTOR-ET
HOUSA000130679833   0.6   1.4  -1.4  65  67   308   -77 007HO07071 LE-O-LA EMERSON CLASSIC-TW
HOUSA000131350818   0.9   0.8  -0.2  57  58   308   -41 100HO09711 HIDDEN-VIEW ARSENAL-ET
HOUSA000131849105   1.1   1.0  -0.3  60  63   308   -41 007HO07299 RICECREST ERICKSON-ET
HOUSA000017151586   1.8   1.8  -0.7  93  95   307     6 007HO05650 NEU-WAY ALVIN ALLOY-ET
HOUSA000018007956   0.9   0.5   0.2  67  69   307   -10 011HO05000 TESK-HOLM TRESAS RUBICON-ET
HOUSA000050049348  -3.4  -2.5   0.1  55  55   307  -111 006HO00921 TESK-HOLM CONVINCR TOKEN-ET
HOUSA000060077553   0.6   0.7  -0.4  64  67   307   -26 014HO03743 ART-ACRES CONVIN CAL 459-ET
HOUSA000122588255  -0.8  -0.9   0.5  46  47   307   -48 100HO09630 SLE CONV SONIC-ET
HOUSA000127312499   1.7   1.0   0.3  70  73   307   -22 009HO02754 SOLLIEN LEAD DESERT-ET
HOUSA000127667683   1.4   1.0  -0.0  68  71   307   -35 014HO03561 SANDY-VALLEY D FARMER-ET
HOUSA000127694186  -1.7  -1.6   0.5  71  74   307   -70 001HO06563 RICECREST GRIFFIN-ET
HOUSA000128123522   0.4   0.4  -0.2  69  72   307   -34 011HO06207 O-BROTHER THEORY-ET
HOUSA000128790586  -0.8   0.3  -1.2  67  70   307   -74 029HO10572 VANTAGE-PT MERCHANT-ET
HOUSA000129476267  -1.4  -0.7  -0.4  62  65   307   -85 007HO06830 GLEN-TOCTIN BRAXTON-ET
HOUSA000130654441  -0.9  -0.4  -0.3  66  69   307   -87 200HO03222 RAGGI MONITOR-ET
HOUSA000002300805   1.0   0.7   0.0  90  92   306   -16 029HO09066 ROSY-LANE BW DEMO-ET
HOUSA000017222416   5.3   4.0  -0.3  76  78   306    37 011HO05120 SULLY DELTA-ET
HOUSA000018041556   0.4   0.3  -0.0  78  82   306    -9 001HO05524 SHADYCREST-H WESLEY PAT-ET
HOUSA000121008019  -0.4  -0.1  -0.3  66  68   306   -17 091HO00235 JUNGE WINCHESTER SHARP-ET
HOUSA000124039001   1.4   1.9  -1.3  70  72   306   -17 011HO05696 JON-DE BOOKER-ET
HOUSA000124307779   4.3   3.1  -0.0  64  66   306    37 536HO00206 RICECREST TIERNEY-ET
HOUSA000125415954   2.4   1.6   0.2  72  75   306   -11 011HO05815 SANDY-VALLEY GRANADO-ET
HOUSA000126167591   2.4   2.0  -0.4  61  63   306   -20 001HO06539 KAY-BEN FRED DANA
HOUSA000128628894   0.6   0.6  -0.2  67  71   306   -33 007HO06726 JEFFREY-WAY TRELLIS-ET
HOUSA000129408998   1.6   0.7   0.6  64  67   306   -20 014HO03678 QUICKLAND KILO MAXWELL-ET
HOUSA000130556435  -0.8   0.0  -0.8  58  59   306   -79 100HO09604 HIDDEN-VIEW PIERRE-ET
HOCAN000007207954   3.0   2.3  -0.2  69  73   305    -5 011HO06382 ALTAGEN CARDINAL-ET
HOUSA000002249257   2.8   2.2  -0.3  95  96   305    -3 029HO08229 LANG-NORRBOM LOMBARDY-ET
HOUSA000002282361   3.7   2.8  -0.2  87  89   305     8 122HO01283 END-ROAD KENT BANKROLL-ET
HOUSA000017099335   0.5   0.6  -0.3  97  98   305    -7 001HO05306 REGANCREST JUROR BOND-ET
HOUSA000018042292   1.3   0.5   0.6  73  75   305   -30 011HO05523 HARTFORD MACARTHUR-ET
HOUSA000060445554   2.2   1.8  -0.3  61  64   305   -32 007HO08146 MARKWELL DURHAM FIDEL-ET
HOUSA000126853007   0.8   0.9  -0.5  85  88   305   -70 007HO06682 B-HIDDENHILLS MAR MARMAX-ET
HOUSA000127588867  -0.6  -0.4  -0.0  62  65   305   -46 001HO02385 ZIMMERVIEW GLENWOOD SAUL-ET
HOUSA000127685078   3.4   2.1   0.5  71  73   305    -9 014HO03524 RIDGE-STAR CEL JAKIN
HOUSA000128012990   2.5   2.2  -0.6  69  72   305   -12 007HO06600 HUNSBERGER MANFRED HANK-ET
HOUSA000129301358  -1.9  -1.6   0.3  60  63   305   -78 007HO06693 EVERGREEN-SC BO CEPHUS-ET
HOUSA000129832645   0.3   0.2   0.0  63  67   305    12 001HO06818 WELCOME LIMERICK
HOUSA000131021455   0.3   0.4  -0.3  58  62   305   -74 007HO08145 STOUDER MARSHALL MORTEN-ET
HOUSA000002270412   4.4   2.9   0.3  54  55   304    54 099HO03402 CACHE-VALLEY FANCY JEWELRY
HOUSA000017273387   3.3   2.0   0.5  95  96   304    34 029HO09280 RICECREST LABRYINTH-ET
HOUSA000060162893   0.2   0.5  -0.5  67  69   304   -72 001HO05965 CO-OP F2 EDDIE VICK-ET
HOUSA000122682043   0.1   0.0   0.1  67  70   304   -41 014HO03729 NED-EL CONVINCR SARATOGA-ET
HOUSA000124111781   2.6   1.2   0.9  72  76   304    35 029HO10082 VANTAGE-PT TRIPPER-ET
HOUSA000128717402   1.3   1.1  -0.2  68  71   304   -54 007HO06687 LUTZ-BROOKVIEW E C CODY-ET
HOUSA000129367244   1.6   1.2  -0.1  70  74   304    -4 007HO06831 G-TOCTIN-SM CEDRIC-ET
HOUSA000130247870   2.8   1.4   0.8  64  68   304    21 001HO06886 RIDGE-STAR EARL JOCKSTER-ET
HOUSA000130447289   1.1   0.5   0.4  65  68   304    18 007HO06952 RICKLAND MTOTO DONNY-ET
HOUSA000131865664   0.3   0.4  -0.3  59  60   304   -82 014HO03940 ROZ-ACRES BWN MERT-ET
HOUSA000017382004   3.9   3.1  -0.4  82  86   303    10 009HO02517 GLEN-D-HAVEN RUDOLPH JETTA
HOUSA000060044803  -0.8  -0.7   0.2  67  70   303   -61 001HO05897 PYRAMID-DR DIAMOND CRI-ET
HOUSA000122986594   2.4   1.9  -0.3  67  70   303    14 001HO05802 HIDDEN-VIEW FREEPORT CRI-ET
HOUSA000126989683  -2.4  -1.8   0.1  72  75   303   -54 011HO05982 CREEK GLENWOOD DATABASE-ET
HOUSA000127366881   0.5   0.3   0.1  57  59   303   -21 151HO00347 HALO GW DENAIR-ET
HOUSA000128108354   2.3   0.9   1.0  61  63   303     9 204HO02014 MD-DELIGHT STORM ALANTA-ET
HOUSA000128326783   0.4   0.5  -0.3  64  66   303   -38 536HO00245 RICECREST MIDAS-ET
HOUSA000129104616  -2.1  -1.6   0.1  65  67   303   -58 001HO06732 WA-DEL JOSHUA-ET
HOUSA000130308902  -0.3  -0.1  -0.2  56  59   303   -63 029HO10730 PEN-COL CHECKMATE-ET
HOUSA000130468770   2.6   2.6  -1.0  64  67   303   -13 001HO06926 RANZLAND BONNEVILLE-ET
HOUSA000131303115  -1.4  -0.9  -0.1  61  64   303   -86 007HO07169 BROOK-CORNER BW MARSH AC-DC
HOUSA000131419685  -1.2  -0.8  -0.1  61  64   303   -68 001HO07198 HORSTYLE ABBOT-ET
HOUSA000002212633   1.9   1.8  -0.6  67  68   302    13 001HO04601 RICECREST TORY-ET
HOUSA000002270380  -0.1   0.0  -0.1  70  72   302   -41 001HO05048 HIGHLIGHT ALLIANCE-ET
HOUSA000017127829  -0.5  -0.3  -0.1  67  69   302   -62 023HO05064 ROCKERS BELLWOOD ELI
HOUSA000017265567   2.9   1.5   0.8  76  77   302    16 029HO09277 PEN-COL-B SPENCER-TW
HOUSA000121407948   2.9   2.4  -0.5  78  82   302    -4 001HO05491 CARNATION FREEDOM-CRI-ET
HOUSA000127317618   0.3  -0.2   0.6  66  68   302   -22 007HO06581 LACLAR WNCHSTR LABONZA
HOUSA000127549271   0.6   0.4   0.0  75  79   302   -21 029HO10370 REGANCREST-HHF MALIN-ET
HOCAN000006961595   2.4   1.8  -0.1  71  73   301     6 011HO05741 CALBRETT PACIFIC
HOUSA000017007935   1.0   0.1   0.9  96  97   301   -72 007HO05710 PAGEN-ERNWOOD DANE-ET
HOUSA000060000329  -1.4  -0.9  -0.1  63  66   301   -88 029HO10744 PENN-ENGLAND ALDAN-ET
HOUSA000127424956  -0.6  -0.3  -0.2  68  70   301   -64 011HO05928 LADYS-CHOICE MARTINI-ET
HOUSA000127918613   1.2   1.4  -0.8  64  67   301   -36 001HO05738 BOBCOL MAN PEPPER-ET
HOUSA000129628114  -0.8  -0.4  -0.2  58  62   301   -45 031HO00759 SULLY CONVINCER ROSCO
HOUSA000129740726   0.1   0.2  -0.2  68  70   301   -69 001HO06674 RICECREST DURANGO-ET
HOUSA000002280875   0.7   0.1   0.6  96  97   300   -60 001HO03872 HOWVALE BELLWOOD DIAL-ET
HOUSA000017036332   0.6   0.6  -0.2  98  98   300   -36 097HO00021 528 ETAZON LORD LILY-ET
HOUSA000017210955   1.3   1.7  -1.1  90  92   300   -16 014HO03040 SDA PATRON NICK NOAH-ET
HOUSA000017365519   1.9   1.9  -0.8  93  95   300    -3 011HO05284 TIMLYNN THRONE-ET
HOUSA000060317738  -1.9  -1.4   0.1  61  64   300   -70 001HO05984 DIRIGO-FM HRLD AZI CRI-ET
HOUSA000121049625   4.0   2.5   0.5  87  91   300    29 011HO05486 GUIDED-PATH TOMAHAWK
HOUSA000124801602   2.0   1.6  -0.2  73  76   300   -10 001HO06488 RICECREST WESLEY-ET
HOUSA000128698222   2.2   1.8  -0.3  64  66   300   -11 122HO01470 KRONHILL BLITZ-ET
HOUSA000129208271   0.3   0.7  -0.7  61  64   300   -55 007HO06944 FRITZLAND CK JSTAR-ET
HOUSA000129452362   2.4   2.2  -0.7  73  78   300    21 029HO10599 JAMESHILL-R EASTON
HOUSA000130198792  -1.0  -0.5  -0.3  49  49   300   -60 076HO00419 VANTAGE-PT WINSTON-ET
HOUSA000131815940   2.3   1.6   0.1  51  53   300    23 036HO00291 FUTURALAND MTO ZADHERE-ET
HOUSA000207128257   2.2   2.4  -1.2  61  63   300   -20 001HO06946 KERNDT MAY COPPER CAL-ET
HOUSA000017273389   1.2   1.0  -0.2  88  91   299   -40 007HO05891 RICECREST DILLON-ET
HOUSA000018000222   3.1   2.2   0.0  80  83   299    32 029HO09495 DIAMOND-OAK DUSTER DANTE-ET
HOUSA000018021429   1.7   0.9   0.4  78  82   299    -7 001HO05433 CO-OP LONDON COSMO-ET
HOUSA000060000328   1.1   1.4  -0.9  63  66   299   -16 014HO03832 PENN-ENGLAND GINGER 87A-ET
HOUSA000125525295   5.9   3.8   0.6  70  73   299    51 122HO01431 HILMAR T EXCELL-ET
HOUSA000130724757   1.4   1.2  -0.3  61  64   299    -9 029HO10608 J-ROC CARLTON-ET
HOUSA000207487693  -1.2  -0.2  -0.9  72  76   299   -52 007HO06972 REGAN-ENGLAND DEMAS-ET
HOUSA000207549904   1.4   1.3  -0.4  57  59   299   -11 029HO10751 CHAN-LEE KIRBY GARVEY-ET
HOUSA000002301129   1.5   0.9   0.2  97  98   298     6 029HO08933 SPRINGHILL-OH ELLIPSIS-ET
HOUSA000017340490   1.9   1.8  -0.6  72  74   298    14 009HO02496 SDA JUDGE NICK JONAN-ET
HOUSA000050417080  -0.3  -0.4   0.3  75  79   298   -21 029HO10072 HARTFORD MEGASTAR-ET
HOUSA000120334346   2.9   2.6  -0.7  69  71   298     1 009HO02592 ACKLAND JUDGE GLENN-ET
HOUSA000125647245   2.4   2.1  -0.5  64  66   298    13 001HO06520 REU-HEL MANFRED BLAZE
HOUSA000125990950   1.0   0.9  -0.3  62  65   298   -41 001HO06580 MISTE-HOLLOW AMEL APPLE
HOUSA000127664774   2.0   1.7  -0.4  73  76   298   -23 029HO10150 HYNDL TERRY DAUBERT-ET
HOUSA000129505837   2.0   1.6  -0.2  68  71   298    16 200HO00192 PARKER RIC-ET
