UT	Glat	Glon	Radius	Dst	Kp	E26.7-33.8eV	E33.8-43.8eV	E43.8-55.0eV	E55.0-72.9eV	E72.9-94.8eV	E94.8-121.0eV	E121.0-159.0eV	E159.0-207.0eV	E207.0-270.0eV	E270.0-353.0eV	E353.0-468.0eV	E468.0-607.0eV	E607.0-796.0eV	E.796-1.05keV	E1.05-1.39kev	E1.39-1.83keV	E1.83-2.40keV	E2.40-3.10keV	E3.10-4.11keV	E4.11-5.39keV	E5.39-7.08keV	E7.08-9.29keV	E9.29-12.2keV	E12.2-16.0keV	E16.0-21.0keV	E21.0-27.6keV	E27.6-36.2keV	E36.2-47.5keV	E50-75keV	E75-105keV	E105-150keV	E150-225keV	E225-315keV	E315-500keV	E500-750keV	E0.75-1.1MeV	E1.1-1.5MeV	E>1.5MeV	E0.7-1.8MeV	E1.8-3.5MeV	E3.5-6.0MeV	E6.0-7.8MeV	E7.8-10.8	E10.8-25.8	P1.35-1.8eV	P1.8-2.2eV	P2.2-2.9eV	P2.9-3.8eV	P3.8-5.0eV	P5.0-6.8eV	P6.8-9.1eV	P9.1-11.8eV	P11.8-14.8eV	P14.8-18.4eV	P18.4-22.8eV	P22.8-29.3eV	P29.3-35.9eV	P35.9-45.9eV	P45.9-59.1eV	P59.1-75.7eV	P75.7-97.6eV	P97.6-126.0eV	P126.0-163.0eV	P163.0-212.0eV	P212.0-276.0eV	P276.0-362.0eV	P362.0-475.0eV	P475.0-619.0eV	P619.0-811.0eV	P.811-1.070keV	P1.07-1.40keV	P1.40-1.84keV	P1.84-2.38keV	P2.38-3.13keV	P3.13-4.09keV	P4.09-5.37keV	P5.37-7.04keV	P7.04-9.21keV	P9.21-12.1keV	P12.1-15.8keV	P15.8-20.7keV	P20.7-27.1keV	P27.1-35.5keV	P35.5-46.5keV	P50-75keV	P75-113keV	P113-170keV	P170-250keV	P250-400keV	P400-670keV	P0.67-1.2MeV	P1.2-1.9MeV	P1.9-3.1MeV	P3.1-5.0MeV	P5.0-7.7MeV	P7.7-50.0MeV	P11-14MeV	P14-20MeV	P>20Mev	DENLP	DENHP	DENHE	TPARHP	TPERHP	TPARHE	TPERHE	THETA_P	PHI_P	THETA_E	PHI_E	SC_POTEN
5.646900	-1.740300	70.447000	6.608500 -29	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46891.2	5004.95	3379.79	2002.51	789.919	319.261	71.4755	22.7726	8.23156	3.1068	9.90525	0.516822	0.0135698	0.0038957	0.00243093	0.00163423	3.2608e+07	2.5231e+07	6.6052e+06	1.536e+07	6.4508e+06	8.6637e+06	4.9481e+06	9.2427e+06	4.3242e+06	7.8585e+06	5.2412e+06	4.8158e+06	2.2517e+06	2.4985e+06	3.0313e+06	1.0102e+06	1.2414e+06	564040	859460	783870	208360	266960	310880	276530	195260	214310	121500	126650	192370	199260	208670	117710	42911	62828	99149	133520	176380	158520	84694	77369	139158	10940.1	2162.97	484.87	79.4591	104.682	1.44005	0.246662	0.090635	-999	0.0395238	0.00357143	-999	-999	-999	0.86528	0.5484	0	5475.4	10209	0	0	106.94	18.971	0	0	-0.10007	
5.670800	-1.740300	70.447000	6.608500 -29	3.0	3.5223e+08	2.5594e+08	1.8159e+08	1.0355e+08	5.8588e+07	4.3094e+07	3.4757e+07	2.7058e+07	1.8848e+07	1.3567e+07	8.952e+06	6.6861e+06	3.4604e+06	1.9936e+06	1.5991e+06	1.3967e+06	1.475e+06	1.7181e+06	2.054e+06	2.133e+06	1.837e+06	1.1676e+06	667310	361810	220810	119080	52496	25994	47022.4	5019.24	3332.67	2018.88	786.127	319.514	71.6442	23.1288	7.95359	3.12363	9.69019	0.512294	0.014051	0.00386453	0.00259923	0.00156318	1.1003e+07	3.1371e+07	3.591e+07	1.8616e+07	9.0743e+06	0.18311	5.8143e+06	9.8397e+06	1.2842e+07	7.5127e+06	6.0314e+06	2.8138e+06	2.8092e+06	4.1757e+06	1.7364e+06	2.4379e+06	1.7725e+06	1.7839e+06	831640	573860	397070	461090	473340	194870	259080	261500	216020	190900	246410	252830	262340	162100	41503	72317	142470	169190	208360	198930	122690	99261	138256	10909.4	2198.04	491.332	82.1683	105.244	1.48516	0.266921	0.090635	0.0522222	0.0538961	0.00380953	-999	-999	-999	1.0889	0.72148	0.46522	7228	9292.1	497.54	750.41	105.05	-10.366	107.28	-9.2413	-0.64152	
5.694700	-1.740300	70.447000	6.608500 -29	3.0	1.421e+08	9.1788e+07	6.0147e+07	3.5257e+07	2.4462e+07	1.7079e+07	1.4907e+07	9.7245e+06	7.2605e+06	5.2749e+06	3.2667e+06	1.9841e+06	1.1978e+06	716420	465380	448500	538650	628700	690300	707160	686380	445500	247040	121880	60052	42990	13981	8543.6	47041.8	5006.74	3320.93	2012.46	768.018	313.93	68.9635	22.9162	7.91191	3.15405	9.47967	0.503912	0.0136732	0.00383337	0.00230003	0.00155944	3.6677e+06	3.1214e+07	8.8069e+06	1.5219e+07	1.3009e+07	8.7443e+06	5.0676e+06	1.1389e+07	1.103e+07	7.1764e+06	6.3177e+06	3.7042e+06	3.4704e+06	3.3505e+06	3.5645e+06	1.513e+06	1.5088e+06	861940	827280	600270	534250	550900	498790	268390	196130	254650	242250	133280	228130	244670	299480	140710	47308	87735	133490	169160	209580	211930	128720	108690	137724	10838.9	2189.19	483.412	81.9853	103.981	1.40907	0.314296	0.113294	0.0522222	0.0574331	0.00238095	-999	-999	-999	1.1935	0.7233	0.17391	7348.1	9464	941.28	428.45	106.04	-8.6648	37.484	32.839	-0.15541	
5.718600	-1.740300	70.447000	6.608500 -29	3.0	3.6192e+08	2.4524e+08	1.7703e+08	1.1001e+08	6.0818e+07	4.1511e+07	3.3968e+07	2.5383e+07	1.9572e+07	1.357e+07	8.7286e+06	5.6952e+06	3.687e+06	2.1349e+06	1.5481e+06	1.3116e+06	1.4709e+06	1.644e+06	1.9472e+06	2.1126e+06	1.8045e+06	1.1812e+06	663590	363670	209060	114700	60507	23620	46758.2	5032.53	3333.12	1999.09	767.112	315.254	68.4225	21.4767	8.02636	3.1506	9.41155	0.507993	0.0128854	0.0038022	0.00213174	0.00177634	1.457e+07	2.8655e+07	2.0126e+07	6.7009e+06	1.5597e+07	3.9222e+06	6.5212e+06	1.0407e+07	8.9624e+06	8.9054e+06	2.7714e+06	3.0773e+06	2.7995e+06	1.9432e+06	1.9437e+06	1.4253e+06	1.1177e+06	410850	788560	664820	419290	481510	351490	341340	266590	184700	167600	265230	218620	256120	226630	159320	53231	76731	136340	166680	206180	200840	115680	99820	136640	10718.1	2160.48	477.385	79.7749	102.381	1.52888	0.242656	0.120847	0.0522222	0.0443871	0.00370371	-999	-999	-999	0.95661	0.69542	0.45025	7495.9	9382.4	498.85	753.78	106.48	-1.7095	108.88	-10.278	-0.7329	
5.742400	-1.740300	70.447000	6.608500 -29	3.0	2.6967e+07	1.5515e+07	8.9835e+06	2.2437e+06	1.4841e+06	937760	632870	446390	235780	322980	87506	65876	18636	33342	30021	20292	46448	62611	71985	88242	37672	24184	29830	13604	8291.4	3639.3	249.61	793.08	46126.3	4989.96	3310.45	2001.65	769.303	318.913	71.9082	20.5764	7.84507	3.02082	9.50923	0.509992	0.0126809	0.00433202	0.00230003	0.00186983	1.0702e+07	1.972e+07	1.1319e+07	2.7087e+07	6.5227e+06	8.7711e+06	1.0075e+07	4.8292e+06	1.1427e+07	9.867e+06	6.8751e+06	3.2681e+06	3.6466e+06	2.7645e+06	3.0252e+06	1.679e+06	1.6379e+06	559800	985430	483730	442150	549420	324170	123340	180230	320730	206650	252640	238660	284130	226050	130430	42266	84184	136460	170510	206790	174140	115310	104180	135785	10499	2120.11	482.685	77.4937	101.88	1.51907	0.224541	0.090635	0.0522222	0.0395238	0.00380953	-999	-999	-999	1.0322	0.68695	0.014634	7355.3	9296.3	1770.2	190.8	109.6	-5.6137	47.963	-15.221	-0.10095	
5.766300	-1.740300	70.447000	6.608500 -29	3.0	3.4726e+08	2.4364e+08	1.5804e+08	9.5824e+07	6.498e+07	4.1866e+07	3.1098e+07	2.5057e+07	1.85e+07	1.2651e+07	9.7718e+06	5.9563e+06	3.6233e+06	2.0503e+06	1.5739e+06	1.3808e+06	1.473e+06	1.8201e+06	2.1797e+06	2.1267e+06	1.7787e+06	1.1935e+06	642090	346900	210230	117880	51955	24757	46215.8	4968.18	3300.47	1996.08	770.75	315.735	72.1755	21.5482	7.928	2.85924	9.55421	0.509176	0.013748	0.00458134	0.00215044	0.00167724	3.6175e+07	1.3973e+07	2.4591e+07	8.6121e+06	1.6873e+07	4.8221e+06	7.8752e+06	1.2031e+07	5.5149e+06	1.1279e+07	4.1495e+06	3.7103e+06	3.6466e+06	3.3467e+06	2.0654e+06	1.8451e+06	1.3133e+06	1.4274e+06	628230	577210	395780	512020	378440	349760	330190	238070	206890	224800	231130	276570	241360	131000	56444	88167	140380	173490	212740	186520	122070	99173	135786	10445.8	2088.19	490.602	77.9234	99.6207	1.40941	0.269484	0.090635	0.0522222	0.0395238	0.00297619	-999	-999	-999	1.0242	0.71043	0.44694	7328.7	9239.1	507.15	773.79	109.07	-6.5479	108.83	-11.513	-0.69843	
5.790200	-1.740300	70.447000	6.608500 -29	3.0	2.0064e+08	1.4364e+08	9.3122e+07	6.0143e+07	3.1406e+07	2.4183e+07	1.7128e+07	1.5153e+07	1.1254e+07	8.1483e+06	5.158e+06	3.2909e+06	1.849e+06	1.1178e+06	878580	749870	891610	1.0165e+06	1.2475e+06	1.3168e+06	1.0913e+06	666340	324500	190130	112280	67331	30951	11372	46735.8	4979.89	3318.63	2008.15	783.055	321.638	71.6996	22.0278	7.95973	3.2239	9.64017	0.525461	0.0139338	0.00423852	0.00188864	0.00152391	3.6074e+07	1.7162e+07	1.3396e+07	1.6752e+06	3.9352e+06	5.7758e+06	6.5212e+06	5.9326e+06	7.2564e+06	6.4848e+06	4.6686e+06	5.258e+06	4.3561e+06	1.9355e+06	2.1751e+06	588130	1.3078e+06	763110	708940	420860	438930	267940	564860	298510	125890	368080	180030	224990	233830	228880	234060	128300	59317	84413	130030	158630	205110	178060	105310	105550	135786	10536.3	2111.77	488.148	78.4863	99.6394	1.50702	0.288182	0.090635	-999	0.0395238	0.0033259	-999	-999	-999	0.97205	0.70089	0.25708	7357.7	9103.7	873.18	543.55	107.59	-5.1403	39.772	46.948	-0.30914	
5.814100	-1.740300	70.447000	6.608500 -29	3.0	9.191e+07	6.2947e+07	5.8146e+07	3.6283e+07	2.5947e+07	1.5863e+07	1.0842e+07	8.8974e+06	6.1641e+06	4.9941e+06	3.7227e+06	2.1837e+06	1.5454e+06	882990	667350	433660	496510	615150	706720	732290	652310	503880	254830	138500	79562	45643	19479	9813.7	46786.1	4960.28	3326.51	2010.32	783.688	330.477	70.8616	21.7251	7.86284	3.25409	9.89292	0.537856	0.0136508	0.00417619	0.00213174	0.00160057	1.8339e+07	3.6961e+07	2.4653e+07	3.3505e+06	1.5561e+07	9.7248e+06	9.9958e+06	3.3101e+06	1.3263e+07	4.4385e+06	6.8598e+06	4.8097e+06	3.4752e+06	4.1641e+06	2.3763e+06	1.5984e+06	1.3096e+06	1.2756e+06	1.2641e+06	544100	513320	603800	349620	419860	322900	309340	202580	211730	230910	195750	269890	137200	48903	86898	143720	173840	219180	186770	122250	105270	135388	10713.2	2126.05	490.409	79.813	103.174	1.50702	0.257403	0.090635	-999	0.0483069	0.00339605	-999	-999	-999	1.2879	0.72217	0.14308	7426.7	9038.1	335.76	774.63	106.57	-11.081	93.452	-23.402	-0.13582	
5.838000	-1.740300	70.447000	6.608500 -29	3.0	3.4484e+08	2.443e+08	1.6485e+08	1.009e+08	6.3386e+07	4.4844e+07	3.3837e+07	2.4932e+07	1.7853e+07	1.3954e+07	9.0979e+06	5.581e+06	3.5986e+06	1.9107e+06	1.5685e+06	1.412e+06	1.4724e+06	1.7536e+06	1.9948e+06	2.1132e+06	1.8027e+06	1.1476e+06	620120	341780	193150	106860	50208	25365	46105.9	4916	3311.48	1988.77	771.565	330.996	68.5931	21.6713	7.7228	2.9927	9.91172	0.518595	0.0141507	0.00467483	0.00235613	0.00169033	3.6275e+07	1.7004e+07	1.1195e+07	2.7276e+07	3.8274e+06	8.8248e+06	1.2963e+07	1.0837e+07	7.2564e+06	8.8959e+06	4.3747e+06	2.629e+06	3.9845e+06	2.3654e+06	2.3703e+06	1.6837e+06	1.3724e+06	1.1168e+06	664770	449780	578050	443620	485880	401010	242740	231550	306090	214620	217750	256670	269690	118050	47238	87524	134650	153170	214450	177040	123990	96362	135147	10810.3	2124.68	483.936	79.3423	103.347	1.2772	0.220222	-999	-999	0.0610823	0.00291006	-999	-999	-999	1.0391	0.69386	0.447	7546.5	9442.5	488.64	749.79	108.3	-5.2943	108.49	-11.824	-0.64045	
5.861900	-1.740300	70.447000	6.608500 -29	3.0	3.2973e+08	2.3467e+08	1.7007e+08	9.5196e+07	6.1829e+07	4.0001e+07	3.0986e+07	2.3694e+07	1.889e+07	1.2969e+07	9.3261e+06	5.6771e+06	3.4026e+06	2.1742e+06	1.3687e+06	1.4173e+06	1.4547e+06	1.6119e+06	2.0711e+06	2.1419e+06	1.8196e+06	1.1517e+06	666840	297960	221600	99043	47329	21230	45726.7	4903.61	3321.35	1976.58	769.559	325.702	68.812	22.8089	7.1548	2.94959	9.76421	0.500092	0.0139812	0.00448784	0.00243093	0.00163797	2.9241e+07	0.8138	2.0188e+07	8.4705e+06	6.5227e+06	6.7294e+06	8.6816e+06	1.0852e+07	7.3038e+06	7.2332e+06	5.5504e+06	4.8279e+06	3.3039e+06	3.1944e+06	1.5352e+06	1.0219e+06	1.1732e+06	764520	745480	571340	628290	534410	255480	349480	298830	208950	121630	214900	223380	264020	250510	122390	62507	76246	135450	177350	212860	188040	120610	96121	134136	10774.3	2129.76	484.194	79.4448	101.481	1.33246	0.191985	-999	-999	0.0592857	0.00284971	-999	-999	-999	0.91639	0.72164	0.43948	7179.7	9019.2	498.76	767.6	108.79	-8.7568	107.64	-10.234	-0.77635	
5.885800	-1.740300	70.447000	6.608500 -29	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46026.9	4933.77	3343.24	1996.1	778.092	322.033	68.044	22.9838	6.9568	3.15198	9.5235	0.505487	0.0137269	0.00408269	0.00211304	0.00162675	3.2105e+07	3.6882e+07	3.1258e+07	1.0335e+07	9.0383e+06	3.8416e+06	9.3885e+06	1.0346e+07	8.0976e+06	5.7837e+06	5.2031e+06	3.9314e+06	4.5226e+06	3.3313e+06	1.7304e+06	1.9328e+06	1.4351e+06	913470	627140	423370	419930	567870	337080	267820	242740	195920	193460	210690	210870	199310	198510	106880	47953	71083	113300	141170	185670	154580	100980	86213	134095	10807.6	2154.44	506.708	81.0282	102.021	1.40769	0.226941	0.090635	-999	0.0536716	0.00296689	-999	-999	-999	1.1324	0.60337	0	6540.7	9399.5	0	0	84.697	-43.638	0	0	-0.10007	
5.909700	-1.740300	70.447000	6.608500 -29	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46902.4	5010.97	3340.18	2027.05	797.735	331.874	69.1432	21.5166	7.34308	3.25617	9.28663	0.524102	0.013596	0.0038022	0.00209434	0.0015931	1.4369e+07	8.4628e+06	4.4035e+06	1.6752e+06	3.8274e+06	1.9611e+06	4.988e+06	3.7711e+06	3.8563e+06	5.438e+06	1.9278e+06	3.0349e+06	2.2613e+06	825110	971860	754170	717560	252020	273220	181090	209000	178140	81229	91795	125460	88348	67403	119170	67416	87147	71544	50719	15128	24123	42842	55101	79875	58565	45932	32942	135351	11059.2	2234.68	514.617	86.8687	103.194	1.34227	0.243103	0.090635	-999	0.0572646	0.00322864	-999	-999	-999	0.50616	0.25488	0	10120	4957.2	0	0	147.07	51.825	0	0	-0.10007	
5.933600	-1.740300	70.447000	6.608500 -29	3.0	3.4503e+08	2.309e+08	1.6687e+08	1.1089e+08	6.5938e+07	4.5373e+07	3.2685e+07	2.588e+07	1.8849e+07	1.3433e+07	8.8805e+06	5.842e+06	3.1456e+06	2.1102e+06	1.6213e+06	1.4437e+06	1.6298e+06	1.8406e+06	2.0489e+06	2.1478e+06	1.861e+06	1.2602e+06	676600	359930	221690	120300	53898	25151	47378.8	5049.74	3365.29	2029.73	814.1	339.795	71.6806	21.0246	7.81799	2.87468	9.3189	0.531566	0.0135423	0.00327238	0.00237483	0.00160805	7.3355e+06	3.6961e+07	3.5848e+07	2.5648e+07	5.1032e+06	9.7517e+06	1.0075e+07	2.1274e+07	1.8849e+07	1.0251e+07	9.9175e+06	5.467e+06	4.3416e+06	4.0311e+06	2.6167e+06	1.679e+06	1.5088e+06	1.3716e+06	898180	937700	672080	497500	379190	339050	308090	255970	230070	208280	202390	270620	254870	129570	53231	96510	138010	170000	228120	173060	128750	107040	135288	11271.2	2262.09	511.056	88.5328	104.799	1.32127	0.228356	0.108762	-999	0.0526985	0.00333334	-999	-999	-999	1.2668	0.73078	0.45404	7454	9223.7	500.42	780.03	105.29	-7.9305	108.36	-11.579	-0.49105	
5.957500	-1.740300	70.447000	6.608500 -29	3.0	3.496e+08	2.5836e+08	1.5656e+08	1.0508e+08	6.7051e+07	4.3252e+07	3.223e+07	2.3049e+07	1.7809e+07	1.3212e+07	9.0621e+06	5.7493e+06	3.0087e+06	2.0093e+06	1.6257e+06	1.2842e+06	1.5202e+06	1.7348e+06	1.9706e+06	2.0652e+06	1.7406e+06	1.191e+06	672330	353220	201170	107180	45811	20933	47293.8	5028.76	3384.27	2051.45	815.502	337.537	71.6074	20.5972	7.983	2.84126	9.45837	0.506105	0.0134002	0.0038957	0.00250573	0.00164919	3.6476e+07	3.1135e+07	1.5722e+07	1.6752e+06	2.6235e+06	9.6711e+06	7.915e+06	8.1998e+06	1.6254e+07	9.2512e+06	6.5811e+06	4.3736e+06	3.8228e+06	3.6282e+06	1.6148e+06	1.3493e+06	1.1787e+06	917710	546430	332410	396420	337820	337080	123630	273240	337800	221330	231810	173880	237320	250630	115680	50803	96924	135480	177210	215070	168250	125840	111210	134873	11337.5	2241.4	520.14	85.8208	107.085	1.39719	0.251191	0.18127	-999	0.0483069	0.0026455	-999	-999	-999	0.83138	0.68056	0.44008	7850.4	9816.1	489.13	771.16	107.25	-9.6985	107.93	-10.456	-0.88569	
5.981400	-1.740300	70.447000	6.608500 -29	3.0	3.3526e+08	2.4798e+08	1.6908e+08	1.0237e+08	6.1266e+07	4.2313e+07	3.1105e+07	2.447e+07	1.7988e+07	1.2419e+07	8.6898e+06	6.0219e+06	3.5641e+06	2.0519e+06	1.4947e+06	1.3582e+06	1.4311e+06	1.7871e+06	1.9664e+06	1.9834e+06	1.7565e+06	1.1803e+06	647290	336000	193270	108080	48800	23019	47077.1	5017.53	3353.31	2052.02	813.053	338.398	72.0768	21.5857	7.86072	3.04802	9.56362	0.494126	0.0135748	0.00400478	0.00230003	0.00168659	7.3355e+06	1.4052e+07	1.566e+07	6.7009e+06	1.8077e+07	1.9288e+07	1.8757e+07	1.8561e+07	1.4993e+07	7.5222e+06	8.2684e+06	7.8385e+06	3.2942e+06	2.9168e+06	2.0594e+06	1.7644e+06	1.8999e+06	715810	627140	718470	555180	496030	365530	286090	299050	201940	216020	224610	244140	242610	232220	111250	43954	116170	135080	165540	213520	159620	123810	105560	134123	11320.4	2237.42	522.764	85.5757	103.924	1.34141	0.228802	0.090635	-999	0.0543453	0.00290592	-999	-999	-999	1.43	0.72951	0.448	7400.5	9051.9	473.38	759.31	103.28	-9.4719	106.77	-10.715	-0.39269	
6.005300	-1.740300	70.447000	6.608500 -22	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46508.5	4989.83	3319.29	2034.98	810.763	334.337	72.2039	22.5747	7.77103	3.27162	9.50949	0.504373	0.0132955	0.00416061	0.00209434	0.0017726	1.4369e+07	1.1336e+07	4.4655e+06	3.3505e+06	1.2758e+06	2.9148e+06	1.4536e+06	2.7433e+06	3.4238e+06	1.0184e+06	557330	1.0813e+06	685400	0.02416	651910	336740	261920	303550	116160	119890	68593	177150	107810	50965	30928	65581	53973	51276	51554	57467	70033	34775	9299.8	26088	31405	35549	59683	36223	32813	29297	132615	11196.4	2217.79	514.584	85.6284	100.686	1.14378	0.219485	0.090635	-999	0.0513192	0.00369957	-999	-999	-999	0.37989	0.25897	0	12843	3714.7	0	0	38.329	-85.798	0	0	-0.10007	
6.029200	-1.740300	70.447000	6.608500 -22	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46094.4	4971.05	3302.55	2037.67	803.976	324.789	71.4714	21.9033	7.38624	2.97841	9.29616	0.505522	0.0140485	0.00377103	0.00228133	0.00174268	7.2149e+07	1.3973e+07	1.5722e+07	1.1727e+07	3.9352e+06	1.0544e+07	7.8155e+06	1.9007e+07	1.3636e+07	1.0502e+07	4.661e+06	4.3554e+06	4.3368e+06	3.3158e+06	1.7184e+06	1.347e+06	1.0477e+06	810400	900360	665660	508810	510540	349620	276810	195480	200450	193210	217790	225360	250510	222060	112420	48786	92475	131090	167120	220870	180600	123840	102720	131442	10993.6	2183.27	511.842	84.3326	101.009	1.24449	0.250945	0.090635	0.0522222	0.0430608	0.00333334	-999	-999	-999	1.4376	0.70433	0	7570.4	9494.9	0	0	107.38	-12.045	0	0	-0.10007	
6.053100	-1.740300	70.447000	6.608500 -22	3.0	3.4333e+08	2.4155e+08	1.6748e+08	9.7635e+07	6.4976e+07	4.2798e+07	3.2062e+07	2.5231e+07	1.6999e+07	1.241e+07	9.1776e+06	5.7945e+06	3.6483e+06	2.2136e+06	1.3745e+06	1.379e+06	1.4539e+06	1.7077e+06	1.9566e+06	1.9044e+06	1.754e+06	1.2148e+06	629860	339110	175420	102960	49063	24117	46522.4	4971.6	3311.69	2044.31	801.498	323.565	70.4602	21.5349	7.38391	2.69695	9.14835	0.504814	0.0141083	0.00345938	0.00207564	0.00165293	2.5473e+07	3.9677e+07	2.0064e+07	1.5502e+07	2.5516e+06	1.7381e+07	1.0036e+07	9.8548e+06	1.0224e+07	1.0923e+07	6.8827e+06	5.4609e+06	5.57e+06	2.7683e+06	2.2757e+06	2.1935e+06	1.9717e+06	712990	902540	815300	509460	656690	391730	276240	369720	214480	188780	187540	189670	240340	251040	107930	52586	91849	139260	177140	225370	165830	121340	106930	130899	10809.8	2196.48	520.179	82.1589	100.407	1.36448	0.242432	0.0901629	0.0522222	0.0394552	0.00291006	-999	-999	-999	1.144	0.7279	0.4396	7289.1	9072.6	477.68	745.42	106.4	-8.083	107.03	-11.16	-0.50062	
6.077000	-1.740300	70.447000	6.608500 -22	3.0	2.9592e+08	2.4288e+08	1.6683e+08	1.0295e+08	6.2291e+07	4.0041e+07	3.1024e+07	2.2806e+07	1.7521e+07	1.3221e+07	8.3508e+06	5.6241e+06	3.5053e+06	2.1949e+06	1.4462e+06	1.2478e+06	1.4941e+06	1.6754e+06	1.8673e+06	1.9557e+06	1.6766e+06	1.1467e+06	599010	332330	170270	91363	43455	19819	46999.7	5006.08	3331.63	2047.11	798.441	331.224	69.748	20.7527	7.89013	2.81428	9.12334	0.495589	0.0133267	0.00377104	0.00200084	0.00162675	1.457e+07	1.4052e+07	8.993e+06	6.7953e+06	3.9352e+06	9.5636e+06	9.3288e+06	1.1434e+07	1.1954e+07	9.1469e+06	6.9056e+06	4.8097e+06	1.7135e+06	2.5293e+06	1.1852e+06	1.2546e+06	660270	1.1168e+06	434640	754940	484660	248510	390980	309790	329320	320070	224390	231620	229070	236720	234180	88630	59892	96493	137280	150630	209680	162080	116390	106310	130407	10732.1	2208.2	518.16	83.4655	100.274	1.3514	0.227909	0.0901629	-999	0.0393694	0.00267857	-999	-999	-999	0.96903	0.68728	0.4372	7524.4	9485.9	459.05	726.92	106.42	-9.3332	108.11	-10.613	-0.63285	
6.100800	-1.726700	70.447000	6.608500 -22	3.0	3.4406e+08	2.2533e+08	1.5975e+08	1.0283e+08	6.494e+07	4.5351e+07	2.7777e+07	2.0366e+07	1.7297e+07	1.2783e+07	8.3866e+06	6.3295e+06	3.6061e+06	2.2381e+06	1.5536e+06	1.4161e+06	1.5028e+06	1.7562e+06	1.9203e+06	1.893e+06	1.7225e+06	1.1486e+06	617540	330930	169090	81681	39903	20770	47207.4	5043.34	3347.85	2042.95	792.81	339.369	71.5206	19.4266	7.75538	2.96066	8.98771	0.484743	0.0139301	0.00345938	0.00215044	0.00166789	5.381e+07	1.3973e+07	3.5724e+07	1.1915e+07	1.283e+07	9.6442e+06	6.5411e+06	1.1986e+07	1.1592e+07	7.849e+06	6.0696e+06	5.7063e+06	2.1045e+06	2.3577e+06	2.9156e+06	1.7667e+06	1.1878e+06	760280	1.1005e+06	482060	579980	602810	244060	318780	275630	231550	180280	277020	202750	239210	214340	123470	45643	107180	151370	171080	225870	166830	118000	100840	129904	10786.9	2210.98	504.975	84.8558	101.217	1.4509	0.215983	0.090635	-999	0.0540365	0.00267392	-999	-999	-999	1.198	0.70073	0.43	7527.4	9475.4	476.43	751.29	109.9	-9.98	106.21	-11.074	-0.45942	
6.124700	-1.726700	70.447000	6.608500 -22	3.0	3.3989e+08	2.277e+08	1.529e+08	1.0049e+08	6.534e+07	4.3092e+07	2.9822e+07	2.143e+07	1.6985e+07	1.2651e+07	8.6665e+06	5.6983e+06	3.7227e+06	2.2794e+06	1.6126e+06	1.4412e+06	1.5006e+06	1.7817e+06	2.0045e+06	1.9672e+06	1.6234e+06	1.1401e+06	653770	345160	178340	102970	41783	20933	47547.7	5066.85	3382.3	2062.75	814.359	342.923	73.8011	20.9185	7.73655	3.28591	8.99674	0.499842	0.0141133	0.00355288	0.00209434	0.00169407	3.2608e+07	1.7162e+07	1.9816e+07	1.7224e+06	7.6907e+06	9.6442e+06	1.139e+07	8.0789e+06	1.6231e+07	8.8864e+06	7.6958e+06	4.3675e+06	3.1229e+06	2.6315e+06	871220	2.2719e+06	907640	909230	1.0563e+06	720990	463080	534410	416810	330350	368420	255970	247440	201270	225720	232880	234180	109160	59223	110990	137490	170890	226390	171990	122050	98180	130101	10914.4	2261.89	512.708	83.7798	101.965	1.65128	0.244692	0.090635	-999	0.0670053	0.00277158	-999	-999	-999	1.2167	0.73027	0.43605	7339.5	9146.6	479.35	754.8	107.24	-12.267	106.31	-8.7464	-0.46192	
