UT	Glat	Glon	Radius	Dst	Kp	E26.7-33.8eV	E33.8-43.8eV	E43.8-55.0eV	E55.0-72.9eV	E72.9-94.8eV	E94.8-121.0eV	E121.0-159.0eV	E159.0-207.0eV	E207.0-270.0eV	E270.0-353.0eV	E353.0-468.0eV	E468.0-607.0eV	E607.0-796.0eV	E.796-1.05keV	E1.05-1.39kev	E1.39-1.83keV	E1.83-2.40keV	E2.40-3.10keV	E3.10-4.11keV	E4.11-5.39keV	E5.39-7.08keV	E7.08-9.29keV	E9.29-12.2keV	E12.2-16.0keV	E16.0-21.0keV	E21.0-27.6keV	E27.6-36.2keV	E36.2-47.5keV	E50-75keV	E75-105keV	E105-150keV	E150-225keV	E225-315keV	E315-500keV	E500-750keV	E0.75-1.1MeV	E1.1-1.5MeV	E>1.5MeV	E0.7-1.8MeV	E1.8-3.5MeV	E3.5-6.0MeV	E6.0-7.8MeV	E7.8-10.8	E10.8-25.8	P1.35-1.8eV	P1.8-2.2eV	P2.2-2.9eV	P2.9-3.8eV	P3.8-5.0eV	P5.0-6.8eV	P6.8-9.1eV	P9.1-11.8eV	P11.8-14.8eV	P14.8-18.4eV	P18.4-22.8eV	P22.8-29.3eV	P29.3-35.9eV	P35.9-45.9eV	P45.9-59.1eV	P59.1-75.7eV	P75.7-97.6eV	P97.6-126.0eV	P126.0-163.0eV	P163.0-212.0eV	P212.0-276.0eV	P276.0-362.0eV	P362.0-475.0eV	P475.0-619.0eV	P619.0-811.0eV	P.811-1.070keV	P1.07-1.40keV	P1.40-1.84keV	P1.84-2.38keV	P2.38-3.13keV	P3.13-4.09keV	P4.09-5.37keV	P5.37-7.04keV	P7.04-9.21keV	P9.21-12.1keV	P12.1-15.8keV	P15.8-20.7keV	P20.7-27.1keV	P27.1-35.5keV	P35.5-46.5keV	P50-75keV	P75-113keV	P113-170keV	P170-250keV	P250-400keV	P400-670keV	P0.67-1.2MeV	P1.2-1.9MeV	P1.9-3.1MeV	P3.1-5.0MeV	P5.0-7.7MeV	P7.7-50.0MeV	P11-14MeV	P14-20MeV	P>20Mev	DENLP	DENHP	DENHE	TPARHP	TPERHP	TPARHE	TPERHE	THETA_P	PHI_P	THETA_E	PHI_E	SC_POTEN
10.234400	-0.648690	70.447000	6.605900 -15	3.0	3.7486e+08	2.7228e+08	1.7683e+08	1.0679e+08	6.7405e+07	4.252e+07	2.8576e+07	2.0213e+07	1.3238e+07	8.9921e+06	5.9937e+06	4.3261e+06	3.0152e+06	1.9542e+06	951410	547560	370170	390580	453530	437340	394660	337290	287440	176120	109040	86721	51955	23773	77437.2	8825.66	3839.12	1873.44	894.912	456.264	122.163	31.216	8.47002	3.64769	11.3946	0.610912	0.0281693	0.00333472	0.00237483	0.00178569	3.6476e+07	1.4367e+07	1.7862e+07	1.6752e+06	3.8274e+06	1.4627e+07	5.7546e+06	2.0171e+07	2.5673e+07	2.2538e+07	1.2078e+07	9.1652e+06	5.9224e+06	3.7689e+06	3.0162e+06	1.3376e+06	1.647e+06	867580	1.2188e+06	663140	697520	300910	392110	306360	197440	196250	161920	72108	28877	45464	107420	149290	232470	215140	183090	147800	195330	176360	156350	145530	130547	14638	3391.85	706.058	121.743	148.698	2.44718	0.26792	0.090635	0.0522222	0.0527692	0.00325025	-999	-999	-999	1.7029	0.75995	0.41601	8235.2	10284	248.96	413.26	102.91	-5.4314	103.66	-5.9008	-0.14628	
10.258300	-0.641890	70.447000	6.605900 -15	3.0	3.5971e+08	2.6614e+08	1.7276e+08	1.0409e+08	6.5692e+07	4.1313e+07	3.0105e+07	2.1543e+07	1.2915e+07	9.4444e+06	5.9456e+06	4.0765e+06	3.0517e+06	2.0441e+06	933390	471510	391950	442630	458950	382670	367480	354620	288680	190340	106360	67873	47097	23121	77826.6	8587.66	3706.5	1862.88	892.984	458.945	121.333	31.1345	8.61065	3.52587	11.5207	0.592849	0.0274786	0.00342821	0.00209434	0.0017165	1.4648	1.6847e+07	4.4035e+06	1.6752e+07	3.8992e+06	8.6368e+06	2.8474e+06	1.0852e+07	1.581e+07	1.2297e+07	1.3185e+07	6.2666e+06	9.0356e+06	3.6243e+06	4.2074e+06	1.6007e+06	850340	605690	979980	481220	602850	264990	255480	370030	337930	260340	157360	74996	28733	37462	93578	137130	226430	259690	182520	137490	185580	164580	162870	142810	130045	14666.2	3409.25	706.958	122.232	145.527	2.45696	0.235953	0.090635	-999	0.0543453	0.00370371	-999	-999	-999	1.5239	0.77151	0.41481	8157.7	10148	238.14	405.02	102.92	0.21656	104.81	-4.8429	-0.15298	
10.282200	-0.633730	70.447000	6.605900 -15	3.0	3.8548e+08	2.6157e+08	1.8243e+08	1.122e+08	6.5176e+07	4.3823e+07	3.0784e+07	1.914e+07	1.3208e+07	9.1852e+06	6.2322e+06	4.2939e+06	3.0846e+06	1.8142e+06	986710	628890	413760	496050	464650	407480	399640	339850	297090	165770	117870	81329	49931	34014	78037.8	8448.1	3595.48	1864	887.587	459.113	119.495	29.9584	8.24095	3.04403	11.532	0.588946	0.0271184	0.00373987	0.00228133	0.00188853	5.788e+07	2.2436e+07	2.4467e+07	1.3779e+07	1.5561e+07	5.7489e+06	5.655e+06	1.6369e+07	2.338e+07	2.0369e+07	1.4834e+07	8.2626e+06	7.1363e+06	3.4566e+06	3.3542e+06	2.4449e+06	1.4333e+06	1.3187e+06	981070	1.1087e+06	464370	389740	632430	410860	305250	255310	108440	88348	51914	70923	89709	147100	213640	241430	187850	153490	187400	183360	149490	139420	128874	14636.8	3374.17	691.627	120.704	142.586	2.10634	0.229033	0.0911221	-999	0.0632382	0.00317461	-999	-999	-999	1.7182	0.75407	0.40711	8303.5	10180	251.32	413.61	103.13	-0.45496	105.75	-6.7809	-0.14404	
10.306000	-0.620130	70.447000	6.605800 -15	3.0	3.8867e+08	2.6977e+08	1.8866e+08	1.0495e+08	6.4497e+07	4.0746e+07	2.843e+07	2.0146e+07	1.3856e+07	9.6103e+06	6.1425e+06	3.9982e+06	3.1499e+06	1.7457e+06	1.0732e+06	527750	423720	418020	459230	406470	395650	372470	270420	186540	114410	91312	48314	31551	78991.6	8374.18	3536.8	1859.99	883.615	456.097	118.154	29.9762	8.15972	3.20631	11.4748	0.601346	0.0276806	0.00345938	0.00237483	0.00187357	1.8138e+07	8.384e+06	8.993e+06	1.201e+07	9.1821e+06	2.8879e+06	1.0802e+07	7.6632e+06	1.7877e+07	1.6716e+07	9.3449e+06	7.887e+06	4.3513e+06	4.4533e+06	2.9366e+06	2.2075e+06	1.9717e+06	1.0236e+06	1.0574e+06	1.1477e+06	512680	672200	418680	309220	260600	225700	139490	44553	83423	78980	96806	131470	239590	234560	174650	145130	185410	170170	163140	145920	128552	14764	3347.95	688.056	117.522	142.625	2.08431	0.247551	0.0913657	-999	0.0702646	0.00306123	-999	-999	-999	1.5226	0.74473	0.4058	8507.6	10250	254.51	419.33	102.9	-2.2831	106.37	-6.2668	-0.15564	
10.329900	-0.613330	70.447000	6.605800 -15	3.0	3.9483e+08	2.6961e+08	1.7674e+08	1.1018e+08	6.6389e+07	4.4629e+07	2.8435e+07	1.9236e+07	1.3784e+07	9.1892e+06	6.1329e+06	4.8258e+06	3.1447e+06	2.0161e+06	994680	509130	374800	438790	408360	398000	360020	360400	277640	183990	131480	82548	42323	30944	80104.1	8352.38	3492.77	1872.26	880.245	444.747	116.451	30.0568	8.48596	3.23438	11.2591	0.596763	0.0274911	0.0037087	0.00207564	0.00180626	1.8037e+07	1.7083e+07	1.7676e+07	1.8616e+07	5.2469e+06	953680	1.0075e+07	1.0883e+07	1.1966e+07	1.4381e+07	1.4075e+07	7.8325e+06	4.1751e+06	3.3158e+06	2.4004e+06	1.6884e+06	1.4424e+06	1.7366e+06	711120	788900	649220	426640	337830	329200	260170	225530	153550	44553	72247	75034	77833	141380	215230	228240	174780	160620	206850	178910	167320	147690	129345	15022.2	3337.63	695.737	113.419	142.853	2.25011	0.196627	0.090635	-999	0.0553971	0.00357623	-999	-999	-999	1.3678	0.78147	0.41195	8322.8	10008	245.61	415.52	102.36	-5.6261	105.03	-6.1262	-0.16716	
10.353800	-0.598370	70.447000	6.605800 -15	3.0	4.2634e+08	2.7173e+08	1.8244e+08	1.146e+08	6.7687e+07	4.2723e+07	2.8754e+07	1.8143e+07	1.3337e+07	9.0212e+06	6.2413e+06	4.3063e+06	3.2811e+06	1.9421e+06	1.1143e+06	523240	417140	473760	460800	445840	387170	368600	274380	193100	117180	78600	47794	24757	81175	8357.72	3454.13	1878.61	874.765	444.073	116.719	29.7198	8.47242	3.19012	11.2853	0.598475	0.0267718	0.00352171	0.00216914	0.00178756	3.2809e+07	8.6202e+06	2.4653e+07	1.5407e+07	1.2758e+06	1.1713e+07	1.6497e+07	3.7719e+07	3.7194e+07	3.2424e+07	1.2914e+07	8.7108e+06	8.3502e+06	5.6813e+06	3.5735e+06	2.1058e+06	1.8944e+06	1.8756e+06	1.4855e+06	720990	769980	478560	404270	338200	305470	238230	157360	48198	72464	67141	107300	137100	240080	224100	164460	144340	185460	170120	167280	145830	129650	15067.8	3276.33	696.629	116.555	142.949	2.19502	0.196627	-999	0.0522222	0.0395946	0.0034667	-999	-999	-999	1.9741	0.74935	0.41777	8576	10186	241.8	406.77	104.37	-2.3623	105.8	-9.0756	-0.13423	
10.377700	-0.591570	70.447000	6.605800 -15	3.0	4.2079e+08	2.7636e+08	1.8343e+08	1.0951e+08	6.4333e+07	4.2201e+07	2.6526e+07	1.8501e+07	1.2933e+07	9.103e+06	6.0145e+06	4.6552e+06	2.9262e+06	2.0673e+06	1.1337e+06	573950	372900	444400	465020	357240	361890	320710	289910	185450	118880	70378	38918	26136	82251.1	8278.59	3401.03	1858.08	872.301	450.394	117.454	30.3716	8.25864	3.51111	11.3729	0.600285	0.0273241	0.00353729	0.00249638	0.0017726	3.2708e+07	1.9641e+07	6.7292e+06	8.5177e+06	1.6801e+07	1.264e+07	0.24414	7.633e+06	7.677e+06	1.5044e+07	9.3907e+06	8.5019e+06	6.3785e+06	2.4869e+06	2.2817e+06	1.34e+06	1.1805e+06	1.4761e+06	621690	878180	416710	213080	161710	288370	188840	273870	121880	43984	41531	67086	89544	145170	216210	207570	164580	146100	183710	176260	172510	143050	130180	15113.5	3265.29	699.46	118.265	143.815	2.20355	0.204492	0.090635	0.0522222	0.0508164	0.00380953	-999	-999	-999	1.6436	0.75647	0.42015	8402.5	10269	228.97	400.62	103.09	-6.0514	104.45	-5.9693	-0.14535	
10.425500	-0.569820	70.447000	6.605800 -15	3.0	3.8638e+08	2.6318e+08	1.7142e+08	1.0597e+08	6.6675e+07	4.6014e+07	3.2456e+07	1.9813e+07	1.2765e+07	8.3666e+06	6.0933e+06	4.3953e+06	3.2105e+06	2.0299e+06	1.2252e+06	552440	439110	436560	470240	422520	380360	361600	299400	194930	122860	75460	46276	29521	83591.8	8156.76	3352.78	1846.34	865.616	446.111	116.627	29.6586	8.00926	3.55965	11.5619	0.596924	0.0272892	0.00314772	0.00246833	0.00189227	2.5071e+07	2.8734e+06	1.7862e+07	1.8664e+07	1.0314e+07	8.7174e+06	9.1894e+06	1.1344e+07	2.2912e+07	1.8062e+07	1.3162e+07	9.3923e+06	6.9457e+06	2.2093e+06	1.9347e+06	2.2531e+06	1.1068e+06	1.8255e+06	901450	568830	508810	408680	334460	297940	265720	195260	179910	64911	49355	94710	107010	170650	237260	232020	186440	159930	206480	165820	171230	131720	130820	15515.1	3322.5	697.584	112.872	144.086	2.1721	0.255932	0.0910003	-999	0.0514447	0.0037415	-999	-999	-999	1.7229	0.75685	0.4126	8475.6	10414	243.56	405.65	100.8	-9.4695	105.28	-6.4726	-0.14276	
10.449400	-0.563020	70.447000	6.605800 -15	3.0	3.8189e+08	2.7099e+08	1.7987e+08	1.0986e+08	6.8866e+07	4.7361e+07	2.8535e+07	1.9244e+07	1.3015e+07	9.272e+06	6.1248e+06	4.2678e+06	2.9999e+06	1.8542e+06	1.1229e+06	544920	362630	455420	449110	396470	352960	372990	251560	187230	112990	87614	49764	31169	83618.9	8009.49	3253.61	1833.97	862.759	440.253	115.474	29.4798	8.06473	3.67672	11.3856	0.579062	0.0268902	0.00314772	0.00226263	0.00186235	6.1548e+07	1.4367e+07	8.8069e+06	2.2061e+07	1.4393e+07	1.174e+07	1.0762e+07	7.6027e+06	1.4933e+07	1.3652e+07	1.2658e+07	1.2691e+07	6.6126e+06	4.7116e+06	2.7083e+06	1.6007e+06	2.0454e+06	1.4761e+06	666950	785540	625710	463060	376200	217140	368420	243600	117570	64059	62369	83255	144640	148050	248020	208120	174590	157350	214540	180440	184500	129550	130239	15565.9	3253.86	678.693	111.731	143.466	2.2837	0.23646	0.090635	-999	0.0564626	0.00442177	-999	-999	-999	1.5468	0.7843	0.41785	8292.2	10045	248.26	409.87	103.39	-5.4641	104.8	-4.6334	-0.15445	
10.473300	-0.548060	70.447000	6.605800 -15	3.0	3.5704e+08	2.4006e+08	1.6122e+08	1.0163e+08	6.7553e+07	4.6323e+07	3.0727e+07	1.9904e+07	1.2973e+07	8.4805e+06	5.7429e+06	4.5392e+06	3.1753e+06	2.1014e+06	1.0108e+06	605790	404060	437230	464530	427070	347740	353120	284300	218260	109010	83741	54161	33295	84227.3	8024.52	3214.88	1821.38	849.29	433.192	114.566	29.4088	8.52504	3.61771	11.1773	0.5759	0.0262582	0.00395803	0.00205694	0.00185487	3.2507e+07	2.5546e+07	6.7913e+06	2.0433e+07	9.0383e+06	5.722e+06	7.1285e+06	1.9634e+07	2.5625e+07	2.2846e+07	1.4323e+07	7.8507e+06	7.7831e+06	3.4913e+06	3.7748e+06	2.5232e+06	2.0254e+06	1.1111e+06	787470	902910	648570	513000	417940	410580	266160	249950	63093	47630	46507	100880	114640	152220	233860	214540	172940	157630	214350	172020	183200	126220	130049	15717	3254.58	672.981	112.469	141.35	2.26166	0.229264	0.135953	-999	0.0592858	0.0047619	-999	-999	-999	1.677	0.75901	0.39193	8277.7	10282	265.74	426.32	103.9	-2.8276	105.85	-5.2515	-0.14674	
10.497200	-0.541260	70.447000	6.605700 -15	3.0	3.5185e+08	2.7313e+08	1.6802e+08	1.1254e+08	6.9408e+07	4.7018e+07	3.0454e+07	1.918e+07	1.1445e+07	8.4825e+06	6.0475e+06	4.0732e+06	3.392e+06	1.7373e+06	1.2067e+06	576920	463260	440410	476720	414000	367380	354250	306260	200530	119530	81380	48427	34449	84398	7927.13	3180.32	1821.12	838.396	429.511	114.293	29.0446	7.99863	3.4583	11.1401	0.582117	0.025779	0.00376757	0.0018367	0.00176242	5.381e+07	3.4323e+07	2.0126e+07	1.0335e+07	1.0314e+07	3.8147e+06	1.7144e+07	9.7642e+06	1.581e+07	1.6418e+07	1.8976e+07	8.9198e+06	7.6262e+06	4.8562e+06	1.9377e+06	2.8483e+06	1.5606e+06	860530	745480	756620	441510	514480	555690	442130	351860	231550	129870	88632	64640	82707	125380	167600	239750	212590	163560	182560	215760	173680	184790	136850	129728	15641.5	3169.3	669.941	110.781	140.703	2.12527	0.300995	0.113294	0.0522222	0.05709	0.00380953	-999	-999	-999	1.4991	0.78538	0.39931	8267.5	10106	260.97	422.05	105.48	-0.99539	105.41	-5.6543	-0.15746	
10.521100	-0.526300	70.447000	6.605700 -15	3.0	3.628e+08	2.4979e+08	1.6233e+08	1.0915e+08	6.8657e+07	4.7342e+07	3.1009e+07	1.8647e+07	1.2265e+07	8.9892e+06	6.4701e+06	4.4228e+06	3.2857e+06	2.0402e+06	1.0587e+06	582610	459960	429700	453280	404440	375680	363760	285090	189520	128500	78274	43571	30933	84745.9	7847.35	3120.8	1810.06	841.985	429.748	116.749	28.5037	7.54196	3.08805	11.2411	0.58674	0.0264252	0.00352171	0.00190734	0.00175016	1.9531	4.2786e+07	2.0374e+07	6.7481e+06	6.4867e+06	1.3539e+07	7.8553e+06	1.5251e+07	1.5437e+07	1.8379e+07	1.5143e+07	1.0689e+07	7.1267e+06	3.8826e+06	1.8401e+06	1.4323e+06	1.3778e+06	1.4175e+06	1.1392e+06	784700	718460	336340	568600	266390	360690	267190	135310	20359	65145	73198	112160	173050	261110	213910	167550	170910	227220	169600	193280	124440	129867	15632	3101.94	670.342	106.909	141.145	2.24069	0.302552	0.0909272	0.0522222	0.03963	0.00380953	-999	-999	-999	1.8244	0.79163	0.40263	7940	9893.8	260.21	431.73	105.97	-3.3646	105.38	-5.1718	-0.14238	
10.545000	-0.519500	70.447000	6.605700 -15	3.0	3.0897e+08	2.4402e+08	1.583e+08	1.0391e+08	6.5852e+07	4.7934e+07	3.0608e+07	1.9792e+07	1.2954e+07	7.7425e+06	5.4428e+06	4.1692e+06	2.8349e+06	1.8723e+06	1.08e+06	609330	406660	402160	409190	402710	373310	345340	307640	173000	122500	79658	49453	35769	85521.1	7927.43	3094.77	1799.6	851.045	436.4	118.119	29.3464	8.22501	2.87842	11.3433	0.589091	0.0265187	0.00330355	0.00215044	0.00191471	5.0846e+07	1.7083e+07	4.5275e+06	1.1868e+07	1.4321e+07	3.8147e+06	9.9162e+06	1.5742e+07	1.2807e+07	1.5679e+07	1.125e+07	9.3802e+06	4.3368e+06	3.1905e+06	1.7304e+06	2.2695e+06	979490	963590	744390	361330	510100	391700	417560	370320	338360	196250	94515	44363	54690	98930	105580	167290	261710	219590	176460	188960	224730	179810	192080	121370	131249	15889.4	3115.77	670.361	108.245	142.116	2.26006	0.227777	0.0911221	0.0522222	0.0509074	0.00380953	-999	-999	-999	1.5575	0.77577	0.39393	8328.4	10128	264.15	435.71	103.62	1.5813	104.7	-5.7993	-0.15575	
10.568900	-0.504540	70.447000	6.605700 -15	3.0	3.7333e+08	2.6365e+08	1.6715e+08	1.0782e+08	6.7332e+07	4.924e+07	3.0853e+07	2.0571e+07	1.3051e+07	8.7791e+06	6.4081e+06	4.1953e+06	2.9586e+06	1.958e+06	1.0622e+06	553500	460400	461490	448740	412290	352730	342800	277000	192250	111050	78299	51063	35736	85699.9	7840.44	3040.08	1797.31	861.158	435.351	116.343	30.0463	8.79473	2.83582	11.3435	0.583473	0.0253045	0.00349054	0.00241223	0.00193714	1.457e+07	3.393e+07	1.7862e+07	1.6752e+06	1.1734e+07	7.8443e+06	7.8752e+06	1.5251e+07	1.754e+07	1.224e+07	1.9766e+07	1.0086e+07	6.0986e+06	4.5747e+06	2.166e+06	1.43e+06	1.5106e+06	1.0709e+06	704580	577210	559050	441650	445260	420430	251350	148730	113010	68557	41531	61194	104070	145810	236680	223760	174570	181060	218360	180540	192690	123020	131517	15920.4	3041.96	665.913	110.477	141.435	2.15077	0.244692	0.090635	-999	0.0571608	0.00357527	-999	-999	-999	1.5412	0.75394	0.40213	8496.1	10408	257.33	413.52	102.24	-2.4467	107.04	-4.4603	-0.15309	
10.592800	-0.497740	70.447000	6.605700 -15	3.0	3.8014e+08	2.5598e+08	1.6805e+08	1.0681e+08	6.8177e+07	4.7327e+07	2.8606e+07	1.8479e+07	1.2425e+07	8.8147e+06	5.8686e+06	4.4025e+06	2.9712e+06	2.0339e+06	1.0255e+06	512510	434550	448090	411560	370150	377600	351960	280830	205720	89719	77673	45257	31113	86239.1	7674.85	2968.04	1788.1	849.476	436.245	115.793	30.3971	8.39555	2.95741	11.3135	0.573572	0.0255376	0.00336588	0.00241223	0.00185487	1.1003e+07	1.3973e+07	2.0064e+07	1.68e+07	2.0844e+07	1.264e+07	1.0743e+07	1.0837e+07	1.3553e+07	2.0932e+07	8.4783e+06	9.7861e+06	5.7124e+06	3.0498e+06	3.1319e+06	2.0941e+06	1.0477e+06	660040	824010	420860	578690	279510	390610	419860	305910	190230	152800	50518	39044	86927	108350	163910	247370	224370	173130	192470	204770	178470	194150	113200	130955	15755.3	2966.41	651.653	113.532	140.077	2.12074	0.315295	0.090635	-999	0.0509074	0.00318314	-999	-999	-999	1.4715	0.73598	0.399	8815.4	10411	246.35	413.02	102.76	-0.1868	108.58	-6.715	-0.15536	
10.616700	-0.482780	70.447000	6.605700 -15	3.0	3.4434e+08	2.3494e+08	1.6492e+08	9.9069e+07	6.9281e+07	4.7107e+07	3.0661e+07	1.8668e+07	1.2966e+07	8.6413e+06	6.0398e+06	4.1746e+06	3.2115e+06	1.9004e+06	984690	582610	395970	463050	456220	381820	389870	357040	293470	185580	100990	71571	45332	35736	87079.7	7634.11	2944.63	1784.56	840.21	436.209	116.615	30.2257	7.873	3.27864	11.3149	0.576045	0.0252035	0.00299189	0.00211304	0.00179878	3.9742e+07	5.4122e+07	1.1071e+07	5.0257e+06	5.2469e+06	4.7952e+06	9.3089e+06	1.4132e+07	1.7469e+07	2.052e+07	9.6235e+06	8.2989e+06	5.2225e+06	2.7761e+06	2.9036e+06	2.2742e+06	1.245e+06	1.2213e+06	981070	904590	583850	230540	378440	278240	329100	261330	135310	51276	67200	43409	83544	171630	249310	211790	153510	201040	198600	180970	199640	110370	131570	15774.8	2962.88	647.798	115.646	141.265	2.17352	0.290989	0.090635	-999	0.0526985	0.00272657	-999	-999	-999	1.452	0.74091	0.39206	8612	10240	263.3	428.63	106.15	-6.8326	104.88	-5.9057	-0.16086	
10.640500	-0.474630	70.447000	6.605700 -15	3.0	3.1053e+08	2.3723e+08	1.6144e+08	1.1235e+08	6.6991e+07	4.9282e+07	3.2121e+07	2.0035e+07	1.2695e+07	7.9645e+06	5.9041e+06	4.279e+06	2.8341e+06	2.0276e+06	1.3452e+06	615590	428350	361010	418200	355660	362150	341450	307040	174790	109490	75777	41540	37377	87302.4	7533.92	2913.26	1782.02	840.886	434.124	116.956	29.5424	8.15666	3.70646	11.4156	0.591045	0.0248208	0.00314772	0.00190734	0.00173146	1.457e+07	3.9677e+07	1.1133e+07	6.8897e+06	1.2758e+06	953680	1.0703e+07	1.3641e+07	2.1372e+07	1.3699e+07	9.6083e+06	6.9844e+06	3.3184e+06	2.217e+06	2.2757e+06	1.4277e+06	1.2432e+06	1.1196e+06	470080	601940	372270	479050	241820	369750	431800	184530	117190	81719	52203	102550	102930	183240	246700	223900	162290	211370	197790	184610	199450	115270	132214	15880.8	2973.12	664.067	119.51	141.449	2.09497	0.254103	0.090635	-999	0.0539541	0.00278418	-999	-999	-999	1.418	0.78632	0.39688	8225.5	10037	257.77	422.07	106.07	-6.2819	104.58	-7.1276	-0.16266	
10.664400	-0.467830	70.447000	6.605700 -15	3.0	3.1715e+08	2.4551e+08	1.7309e+08	1.0779e+08	7.239e+07	4.9809e+07	3.3675e+07	1.9038e+07	1.2277e+07	8.1888e+06	6.194e+06	4.1286e+06	3.2909e+06	1.9146e+06	1.0675e+06	563700	413190	436560	463820	389110	366470	321880	280430	160240	107540	71254	44389	38087	87215.2	7371.93	2877.88	1776.87	842.036	436.224	116.942	29.3035	8.17522	3.91562	11.4798	0.59354	0.0253718	0.00317889	0.00215044	0.00166415	1.7836e+07	2.5546e+07	6.7913e+06	1.0099e+07	2.2012e+07	1.1686e+07	7.2081e+06	1.5236e+07	1.4418e+07	2.0137e+07	1.6174e+07	7.2055e+06	4.3465e+06	2.6353e+06	2.16e+06	1.679e+06	1.0477e+06	763110	627140	574700	858220	370790	378070	430850	329320	154090	125810	40718	69760	88654	129580	176000	238920	210470	152990	232630	205030	196260	184210	106070	132592	15892	2977.36	660.206	121.77	140.756	2.00914	0.227214	-999	0.0530643	0.0504189	0.00375796	-999	-999	-999	1.4563	0.78486	0.40165	8182.6	9956.1	245	414.41	106.54	-1.1762	105.77	-5.7877	-0.15743	
10.688300	-0.452870	70.447000	6.605700 -15	3.0	3.1934e+08	2.3365e+08	1.5922e+08	1.0762e+08	7.0309e+07	4.8627e+07	3.1251e+07	1.9778e+07	1.2591e+07	8.9275e+06	5.9759e+06	4.229e+06	3.1767e+06	1.8119e+06	1.0888e+06	573790	449000	488620	471990	383190	352000	382570	293500	176480	109290	77064	49418	38065	87368.6	7159.61	2854.83	1776.25	839.361	435.271	114.433	28.8348	7.85269	3.76642	11.4206	0.58276	0.0251686	0.00299189	0.00224393	0.0017726	1.0903e+07	1.4131e+07	2.0188e+07	1.2057e+07	2.5516e+06	3.8684e+06	7.8951e+06	1.9128e+07	1.0704e+07	1.0933e+07	8.841e+06	8.7593e+06	4.1944e+06	3.4797e+06	1.8431e+06	1.7714e+06	1.9699e+06	1.7323e+06	903630	635900	349410	370790	365160	298800	345660	201940	166850	65195	75384	57413	101580	190830	219560	184730	165950	232360	205880	195530	190130	112330	134029	15852.7	2923.32	647.149	120.721	140.373	2.14188	0.157302	0.120847	0.0530643	0.0528047	0.00341234	-999	-999	-999	1.1987	0.76499	0.39192	8397.9	10249	258.43	427.58	105.82	-9.6278	106.07	-4.99	-0.18383	
10.712200	-0.446070	70.447000	6.605600 -15	3.0	3.3113e+08	2.2538e+08	1.6817e+08	1.0852e+08	7.2523e+07	4.8445e+07	3.2494e+07	2.0799e+07	1.2734e+07	9.0385e+06	5.9715e+06	3.9963e+06	3.031e+06	2.0505e+06	1.0917e+06	562080	388740	396340	425350	411400	347040	352900	297930	191650	113310	86539	47329	33295	87818	7098.74	2827.59	1768.38	836.203	436.293	115.252	29.1269	7.76644	3.46876	11.2868	0.56745	0.0247971	0.00306981	0.00199149	0.0019708	4.6374e+07	2.8734e+06	1.3272e+07	8.4234e+06	9.1821e+06	7.7369e+06	1.2983e+07	1.4699e+07	1.8393e+07	1.8744e+07	1.5701e+07	7.6296e+06	5.9176e+06	3.4566e+06	3.2415e+06	1.0886e+06	1.446e+06	1.121e+06	745480	786380	507520	495040	283180	440980	235230	219510	152920	85460	62225	86818	98357	182950	259690	192310	169820	248090	208550	192060	189120	109510	136099	15915.8	2902.45	643.691	118.185	139.893	2.19466	0.217802	0.120847	0.0522222	0.0474286	0.00297619	-999	-999	-999	1.5486	0.78511	0.39499	8097.9	9948.7	261.21	433.32	104.05	-6.2666	105.59	-6.3708	-0.15558	
10.736100	-0.431110	70.447000	6.605600 -15	3.0	2.903e+08	2.1155e+08	1.53e+08	1.0475e+08	7.0916e+07	4.8597e+07	3.3569e+07	2.061e+07	1.3047e+07	7.7611e+06	5.751e+06	4.4643e+06	2.8488e+06	1.9412e+06	1.2224e+06	541050	423010	455210	425390	404940	392120	321270	274820	194210	117980	64542	51720	35686	86902.6	6961.95	2803.69	1744	830.185	433.492	118.768	30.6812	7.79286	3.48565	11.3074	0.566664	0.0243271	0.00331913	0.00202889	0.00191471	3.9541e+07	2.8104e+07	4.5275e+06	5.0257e+06	1.6729e+07	1.5447e+07	1.361e+07	2.0065e+07	2.5614e+07	2.0501e+07	1.6205e+07	7.5629e+06	6.4364e+06	5.8336e+06	4.1188e+06	2.1888e+06	2.1672e+06	1.0681e+06	1.0198e+06	541580	577410	459120	443760	443270	362650	189900	89580	91236	33780	96820	126600	177540	230570	187020	168190	240590	200120	195930	189920	108330	137998	16060.6	2896.33	633.993	115.873	139.046	2.10581	0.258605	0.090635	0.0522222	0.0439862	0.00368315	-999	-999	-999	1.5289	0.76995	0.39047	8110.9	10173	259.1	432.83	104.82	-6.9226	105.82	-4.5039	-0.15562	
