NASA Ames Airborne Tracking 14-Channel Sunphotometer, AATS-14
SAFARI-2000  8/29/2000
Date processed: 28-Jan-2002 by Beat Schmid, Version 1.6
NO2 [molec/cm2]: 2e+015
O3 [DU]: 291
Relative Std Dev Filter Aerosol[%]: 3.0
Relative Std Dev Filter H2O [%]: 6.0
Max m_aero: Inf
Max tau_aero: 5.0
Max tau_aero error: Inf
Min Alpha Angstrom: 0.00
H2O coeff.  a: 0.005994 b: 0.6356
aerosol wavelengths [10^-6 m] 0.3535 0.3800 0.4490 0.4994 0.5246 0.6057 0.6751 0.7784 0.8645 1.0191 1.2413 1.5574
UT[h] Lat[deg] Long[deg] GPS_Alt[km] p_Alt[km] p[hPa] H2O[cm] H2O_Err[cm] AOD_flag AOD0354 AOD0380 AOD0449 AOD0499 AOD0525 AOD0606 AOD0675 AOD0778 AOD0865 AOD1019 AOD1241 AOD1557  Err0354 Err0380 Err0449 Err0499 Err0525 Err0606 Err0675 Err0778 Err0865 Err1019 Err1241 Err1557  a2_fit a1_fit a0_fit
09.03972 -22.87127  28.77355   2.909   2.901  726.34  0.2505  0.1051             1  0.2141  0.1977  0.1515  0.1228  0.1192  0.0882  0.0672  0.0519  0.0425  0.0317  0.0231  0.0151  0.0104  0.0204  0.0234  0.0283  0.0489  0.0314  0.0044  0.0025  0.0034  0.0026  0.0035  0.0101 -0.0108 -1.8316 -3.3792
09.04083 -22.87127  28.77355   2.914   2.904  726.14  0.2541  0.1052             1  0.2163  0.1999  0.1527  0.1242  0.1196  0.0895  0.0683  0.0526  0.0431  0.0322  0.0236  0.0160  0.0105  0.0205  0.0235  0.0283  0.0489  0.0314  0.0044  0.0026  0.0034  0.0026  0.0035  0.0101  0.0286 -1.7815 -3.3561
09.04194 -22.87273  28.76707   2.914   2.903  726.21  0.2553  0.1052             1  0.2153  0.1987  0.1521  0.1237  0.1196  0.0888  0.0678  0.0523  0.0429  0.0321  0.0235  0.0156  0.0103  0.0204  0.0233  0.0283  0.0488  0.0314  0.0043  0.0024  0.0033  0.0025  0.0034  0.0101  0.0103 -1.8020 -3.3646
09.04306 -22.87273  28.76707   2.913   2.906  725.94  0.2587  0.1053             1  0.2177  0.2009  0.1539  0.1249  0.1210  0.0897  0.0685  0.0529  0.0434  0.0325  0.0238  0.0157  0.0104  0.0205  0.0235  0.0283  0.0489  0.0314  0.0044  0.0026  0.0034  0.0026  0.0035  0.0101  0.0081 -1.8039 -3.3537
09.04417 -22.87463  28.76116   2.913   2.904  726.14  0.2560  0.1052             1  0.2146  0.1981  0.1518  0.1232  0.1196  0.0884  0.0674  0.0522  0.0428  0.0320  0.0233  0.0153  0.0105  0.0205  0.0235  0.0283  0.0489  0.0314  0.0045  0.0026  0.0035  0.0027  0.0036  0.0101 -0.0049 -1.8195 -3.3709
09.04528 -22.87622  28.75712   2.920   2.901  726.34  0.2532  0.1052             1  0.2108  0.1947  0.1490  0.1209  0.1171  0.0871  0.0663  0.0513  0.0421  0.0315  0.0231  0.0153  0.0104  0.0205  0.0235  0.0283  0.0489  0.0314  0.0044  0.0026  0.0034  0.0026  0.0035  0.0101  0.0125 -1.7986 -3.3843
09.04639 -22.87803  28.75322   2.922   2.907  725.87  0.2560  0.1052             1  0.2135  0.1968  0.1510  0.1224  0.1193  0.0876  0.0669  0.0519  0.0425  0.0318  0.0233  0.0149  0.0104  0.0205  0.0235  0.0283  0.0489  0.0314  0.0044  0.0026  0.0034  0.0026  0.0035  0.0101 -0.0195 -1.8352 -3.3793
09.04750 -22.87903  28.75131   2.918   2.908  725.74  0.2549  0.1052             1  0.2130  0.1968  0.1504  0.1222  0.1180  0.0879  0.0671  0.0517  0.0425  0.0318  0.0233  0.0156  0.0105  0.0205  0.0235  0.0283  0.0489  0.0314  0.0044  0.0026  0.0034  0.0026  0.0035  0.0101  0.0186 -1.7920 -3.3733
09.04861 -22.88114  28.74763   2.919   2.902  726.27  0.2589  0.1053             1  0.2162  0.1998  0.1527  0.1241  0.1195  0.0896  0.0683  0.0527  0.0434  0.0324  0.0239  0.0162  0.0104  0.0205  0.0234  0.0283  0.0489  0.0314  0.0044  0.0025  0.0034  0.0026  0.0035  0.0101  0.0349 -1.7686 -3.3503
09.04972 -22.88227  28.74585   2.919   2.900  726.41  0.2577  0.1052             1  0.2142  0.1978  0.1514  0.1230  0.1192  0.0883  0.0674  0.0521  0.0428  0.0320  0.0234  0.0153  0.0104  0.0205  0.0234  0.0283  0.0489  0.0314  0.0044  0.0025  0.0034  0.0026  0.0035  0.0101 -0.0009 -1.8129 -3.3703
09.05083 -22.88442  28.74273   2.918   2.903  726.21  0.2616  0.1053             1  0.2165  0.1998  0.1530  0.1242  0.1204  0.0892  0.0681  0.0527  0.0432  0.0323  0.0236  0.0156  0.0105  0.0205  0.0235  0.0283  0.0489  0.0314  0.0045  0.0026  0.0034  0.0027  0.0035  0.0101  0.0037 -1.8083 -3.3595
09.05194 -22.88442  28.74273   2.918   2.906  725.94  0.2627  0.1053             1  0.2159  0.1991  0.1526  0.1238  0.1205  0.0887  0.0678  0.0525  0.0431  0.0322  0.0236  0.0152  0.0105  0.0205  0.0235  0.0283  0.0489  0.0314  0.0045  0.0026  0.0035  0.0027  0.0036  0.0101 -0.0105 -1.8234 -3.3648
09.05306 -22.88858  28.73751   2.909   2.900  726.48  0.2623  0.1053             1  0.2145  0.1981  0.1516  0.1231  0.1193  0.0885  0.0675  0.0523  0.0430  0.0321  0.0236  0.0156  0.0105  0.0205  0.0235  0.0283  0.0489  0.0314  0.0044  0.0026  0.0034  0.0027  0.0035  0.0101  0.0106 -1.7967 -3.3639
09.05417 -22.88858  28.73751   2.909   2.902  726.27  0.2598  0.1053             1  0.2113  0.1952  0.1494  0.1212  0.1175  0.0872  0.0665  0.0515  0.0424  0.0317  0.0233  0.0154  0.0104  0.0205  0.0235  0.0283  0.0489  0.0314  0.0044  0.0026  0.0034  0.0026  0.0035  0.0101  0.0104 -1.7963 -3.3784
09.05528 -22.88858  28.73751   2.908   2.900  726.48  0.2596  0.1053             1  0.2109  0.1952  0.1488  0.1216  0.1162  0.0878  0.0668  0.0516  0.0425  0.0316  0.0234  0.0161  0.0107  0.0205  0.0237  0.0284  0.0490  0.0314  0.0046  0.0028  0.0036  0.0029  0.0037  0.0102  0.0456 -1.7548 -3.3705
09.05639 -22.89524  28.73091   2.910   2.894  727.01  0.2613  0.1054             1  0.2143  0.1974  0.1519  0.1231  0.1207  0.0876  0.0669  0.0522  0.0426  0.0318  0.0231  0.0141  0.0109  0.0205  0.0240  0.0285  0.0492  0.0314  0.0047  0.0030  0.0038  0.0031  0.0039  0.0102 -0.0654 -1.8885 -3.3859
09.05750 -22.89871  28.72818   2.910   2.901  726.34  0.2609  0.1053             1  0.2146  0.1978  0.1519  0.1231  0.1204  0.0877  0.0669  0.0520  0.0426  0.0317  0.0231  0.0143  0.0106  0.0205  0.0237  0.0284  0.0490  0.0314  0.0045  0.0028  0.0035  0.0028  0.0036  0.0102 -0.0501 -1.8754 -3.3853
09.05861 -22.89871  28.72818   2.910   2.907  725.80  0.2573  0.1053             1  0.2127  0.1963  0.1504  0.1219  0.1188  0.0872  0.0665  0.0515  0.0422  0.0315  0.0230  0.0146  0.0107  0.0205  0.0237  0.0284  0.0490  0.0314  0.0046  0.0028  0.0036  0.0029  0.0037  0.0102 -0.0269 -1.8489 -3.3892
09.05972 -22.90483  28.72448   2.908   2.906  725.94  0.2496  0.1052             1  0.2083  0.1913  0.1477  0.1198  0.1192  0.0839  0.0638  0.0503  0.0406  0.0303  0.0217  0.0116  0.0110  0.0205  0.0241  0.0285  0.0492  0.0314  0.0048  0.0031  0.0038  0.0031  0.0039  0.0103 -0.1885 -2.0422 -3.4536
09.06083 -22.90483  28.72448   2.908   2.910  725.60  0.2413  0.1050             1  0.2013  0.1851  0.1426  0.1154  0.1146  0.0813  0.0617  0.0485  0.0392  0.0292  0.0208  0.0114  0.0106  0.0205  0.0236  0.0284  0.0490  0.0314  0.0045  0.0027  0.0035  0.0027  0.0036  0.0101 -0.1667 -2.0216 -3.4868
09.06194 -22.91017  28.72220   2.911   2.912  725.40  0.2404  0.1052             1  0.2013  0.1848  0.1426  0.1158  0.1158  0.0807  0.0613  0.0485  0.0389  0.0291  0.0206  0.0104  0.0127  0.0208  0.0259  0.0293  0.0501  0.0316  0.0057  0.0045  0.0050  0.0045  0.0051  0.0108 -0.2385 -2.1040 -3.5034
09.06306 -22.91201  28.72156   2.909   2.907  725.87  0.2429  0.1051             1  0.2015  0.1855  0.1428  0.1156  0.1144  0.0815  0.0619  0.0485  0.0392  0.0291  0.0208  0.0116  0.0111  0.0206  0.0242  0.0286  0.0493  0.0315  0.0048  0.0032  0.0039  0.0033  0.0040  0.0103 -0.1580 -2.0137 -3.4854
09.06417 -22.91569  28.72047   2.909   2.907  725.87  0.2481  0.1051             1  0.2031  0.1875  0.1434  0.1161  0.1132  0.0832  0.0632  0.0489  0.0400  0.0297  0.0215  0.0136  0.0105  0.0205  0.0236  0.0284  0.0490  0.0314  0.0045  0.0027  0.0035  0.0027  0.0036  0.0101 -0.0424 -1.8753 -3.4470
09.06528 -22.91939  28.71953   2.907   2.903  726.21  0.2485  0.1051             1  0.2009  0.1861  0.1417  0.1152  0.1106  0.0835  0.0633  0.0486  0.0402  0.0298  0.0219  0.0151  0.0103  0.0205  0.0233  0.0283  0.0489  0.0314  0.0043  0.0024  0.0033  0.0025  0.0034  0.0101  0.0409 -1.7710 -3.4302
09.06639 -22.92126  28.71908   2.908   2.904  726.07  0.2482  0.1051             1  0.2014  0.1869  0.1420  0.1159  0.1101  0.0843  0.0639  0.0489  0.0405  0.0299  0.0222  0.0157  0.0103  0.0205  0.0233  0.0283  0.0489  0.0314  0.0043  0.0024  0.0033  0.0025  0.0034  0.0101  0.0651 -1.7396 -3.4182
09.06750 -22.92498  28.71828   2.911   2.901  726.34  0.2496  0.1051             1  0.2034  0.1886  0.1435  0.1170  0.1117  0.0849  0.0645  0.0495  0.0409  0.0304  0.0224  0.0157  0.0104  0.0205  0.0234  0.0283  0.0489  0.0314  0.0044  0.0025  0.0034  0.0026  0.0035  0.0101  0.0554 -1.7475 -3.4077
09.06861 -22.92800  28.71768   2.908   2.902  726.27  0.2490  0.1051             1  0.2043  0.1895  0.1439  0.1176  0.1113  0.0857  0.0650  0.0497  0.0412  0.0305  0.0226  0.0163  0.0104  0.0205  0.0234  0.0283  0.0489  0.0314  0.0044  0.0025  0.0033  0.0025  0.0034  0.0101  0.0804 -1.7191 -3.3981
09.06972 -22.92988  28.71736   2.911   2.904  726.14  0.2517  0.1052             1  0.2104  0.1939  0.1492  0.1207  0.1187  0.0858  0.0654  0.0510  0.0416  0.0309  0.0223  0.0133  0.0107  0.0205  0.0238  0.0285  0.0491  0.0314  0.0046  0.0029  0.0036  0.0029  0.0037  0.0102 -0.0903 -1.9245 -3.4163
09.07083 -22.93367  28.71682   2.905   2.903  726.21  0.2487  0.1051             1  0.2085  0.1922  0.1477  0.1199  0.1173  0.0852  0.0649  0.0505  0.0412  0.0307  0.0223  0.0135  0.0106  0.0205  0.0237  0.0284  0.0490  0.0314  0.0045  0.0028  0.0035  0.0028  0.0036  0.0102 -0.0760 -1.9066 -3.4207
09.07194 -22.93554  28.71661   2.911   2.904  726.07  0.2401  0.1050             1  0.1989  0.1854  0.1398  0.1154  0.1065  0.0847  0.0639  0.0485  0.0403  0.0295  0.0220  0.0170  0.0103  0.0205  0.0233  0.0283  0.0489  0.0314  0.0043  0.0024  0.0033  0.0025  0.0034  0.0101  0.1340 -1.6605 -3.4133
09.07306 -22.94047  28.71601   2.912   2.908  725.74  0.2384  0.1050             1  0.2006  0.1853  0.1420  0.1152  0.1125  0.0823  0.0625  0.0484  0.0396  0.0294  0.0212  0.0131  0.0110  0.0205  0.0240  0.0285  0.0492  0.0315  0.0047  0.0031  0.0038  0.0031  0.0039  0.0102 -0.0668 -1.9022 -3.4619
09.07417 -22.94233  28.71580   2.914   2.908  725.74  0.2375  0.1049             1  0.1989  0.1847  0.1402  0.1144  0.1086  0.0834  0.0632  0.0483  0.0400  0.0295  0.0218  0.0157  0.0103  0.0205  0.0233  0.0283  0.0489  0.0314  0.0043  0.0024  0.0033  0.0025  0.0034  0.0101  0.0748 -1.7299 -3.4294
09.07528 -22.94611  28.71536   2.911   2.905  726.01  0.2392  0.1049             1  0.2000  0.1858  0.1409  0.1152  0.1088  0.0841  0.0637  0.0486  0.0403  0.0297  0.0220  0.0161  0.0103  0.0205  0.0233  0.0283  0.0489  0.0314  0.0043  0.0024  0.0033  0.0025  0.0034  0.0101  0.0907 -1.7111 -3.4196
09.07639 -22.94611  28.71536   2.911   2.907  725.80  0.2390  0.1049             1  0.1997  0.1856  0.1407  0.1150  0.1086  0.0840  0.0636  0.0485  0.0403  0.0296  0.0219  0.0160  0.0103  0.0205  0.0233  0.0283  0.0489  0.0314  0.0043  0.0024  0.0033  0.0025  0.0034  0.0101  0.0869 -1.7157 -3.4221
09.07750 -22.94611  28.71536   2.917   2.916  725.06  0.2416  0.1050             1  0.2019  0.1878  0.1419  0.1166  0.1088  0.0854  0.0646  0.0491  0.0408  0.0300  0.0224  0.0170  0.0103  0.0205  0.0233  0.0283  0.0489  0.0314  0.0043  0.0024  0.0033  0.0025  0.0034  0.0101  0.1218 -1.6734 -3.4016
09.07861 -22.95475  28.71416   2.918   2.906  725.94  0.2474  0.1051             1  0.2052  0.1908  0.1445  0.1186  0.1109  0.0867  0.0657  0.0500  0.0416  0.0306  0.0228  0.0172  0.0104  0.0205  0.0234  0.0283  0.0489  0.0314  0.0044  0.0025  0.0033  0.0025  0.0034  0.0101  0.1154 -1.6789 -3.3845
09.07972 -22.95849  28.71357   2.919   2.907  725.80  0.2548  0.1052             1  0.2116  0.1963  0.1492  0.1219  0.1153  0.0888  0.0676  0.0516  0.0429  0.0318  0.0236  0.0174  0.0103  0.0205  0.0233  0.0283  0.0489  0.0314  0.0043  0.0024  0.0033  0.0024  0.0034  0.0101  0.1011 -1.6916 -3.3547
09.08083 -22.96038  28.71326   2.916   2.900  726.41  0.2517  0.1051             1  0.2095  0.1944  0.1478  0.1207  0.1146  0.0877  0.0668  0.0510  0.0423  0.0313  0.0232  0.0168  0.0103  0.0205  0.0233  0.0283  0.0489  0.0314  0.0043  0.0024  0.0033  0.0025  0.0034  0.0101  0.0827 -1.7160 -3.3713
09.08194 -22.96417  28.71261   2.914   2.907  725.87  0.2466  0.1051             1  0.2055  0.1907  0.1448  0.1185  0.1117  0.0864  0.0655  0.0499  0.0415  0.0306  0.0227  0.0167  0.0103  0.0205  0.0233  0.0283  0.0489  0.0314  0.0043  0.0024  0.0033  0.0024  0.0034  0.0101  0.0968 -1.7023 -3.3897
09.08306 -22.96605  28.71229   2.916   2.907  725.87  0.2450  0.1050             1  0.2031  0.1887  0.1432  0.1172  0.1104  0.0856  0.0649  0.0495  0.0410  0.0303  0.0225  0.0167  0.0103  0.0205  0.0234  0.0283  0.0489  0.0314  0.0043  0.0024  0.0033  0.0025  0.0034  0.0101  0.1024 -1.6937 -3.3977
09.08417 -22.96979  28.71162   2.920   2.911  725.47  0.2445  0.1050             1  0.2004  0.1864  0.1411  0.1157  0.1086  0.0848  0.0642  0.0488  0.0406  0.0300  0.0224  0.0167  0.0103  0.0205  0.0233  0.0283  0.0489  0.0314  0.0043  0.0024  0.0033  0.0025  0.0034  0.0101  0.1114 -1.6809 -3.4068
09.08528 -22.97354  28.71095   2.916   2.909  725.67  0.2455  0.1050             1  0.2000  0.1858  0.1411  0.1152  0.1094  0.0841  0.0638  0.0488  0.0405  0.0300  0.0223  0.0160  0.0103  0.0205  0.0233  0.0283  0.0489  0.0314  0.0043  0.0024  0.0033  0.0024  0.0034  0.0101  0.0823 -1.7133 -3.4146
09.08639 -22.97542  28.71062   2.914   2.904  726.14  0.2471  0.1051             1  0.1988  0.1848  0.1403  0.1149  0.1086  0.0841  0.0638  0.0486  0.0404  0.0299  0.0223  0.0163  0.0103  0.0205  0.0233  0.0283  0.0489  0.0314  0.0043  0.0024  0.0033  0.0024  0.0034  0.0101  0.0928 -1.6968 -3.4135
09.08750 -22.97542  28.71062   2.914   2.904  726.07  0.2452  0.1050             1  0.1968  0.1828  0.1389  0.1136  0.1077  0.0832  0.0630  0.0481  0.0400  0.0296  0.0220  0.0160  0.0103  0.0205  0.0233  0.0283  0.0489  0.0314  0.0043  0.0024  0.0033  0.0024  0.0034  0.0101  0.0868 -1.7040 -3.4254
09.08861 -22.97542  28.71062   2.914   2.908  725.74  0.2433  0.1050             1  0.1967  0.1826  0.1390  0.1135  0.1083  0.0828  0.0629  0.0481  0.0399  0.0296  0.0219  0.0155  0.0103  0.0205  0.0233  0.0283  0.0489  0.0314  0.0043  0.0024  0.0033  0.0024  0.0034  0.0101  0.0610 -1.7336 -3.4315
09.08972 -22.97542  28.71062   2.914   2.898  726.61  0.2377  0.1049             1  0.1926  0.1791  0.1364  0.1113  0.1063  0.0815  0.0617  0.0472  0.0392  0.0290  0.0214  0.0153  0.0103  0.0205  0.0233  0.0283  0.0489  0.0314  0.0043  0.0024  0.0033  0.0025  0.0034  0.0101  0.0617 -1.7310 -3.4492
09.09083 -22.97542  28.71062   2.914   2.915  725.13  0.2379  0.1049             1  0.1936  0.1799  0.1368  0.1118  0.1064  0.0816  0.0618  0.0473  0.0392  0.0290  0.0215  0.0154  0.0103  0.0205  0.0233  0.0283  0.0489  0.0314  0.0043  0.0024  0.0033  0.0025  0.0034  0.0101  0.0694 -1.7268 -3.4476
09.09194 -22.97542  28.71062   2.914   2.919  724.79  0.2377  0.1049             1  0.1934  0.1798  0.1367  0.1116  0.1063  0.0815  0.0618  0.0473  0.0392  0.0290  0.0215  0.0154  0.0103  0.0205  0.0233  0.0283  0.0489  0.0314  0.0043  0.0024  0.0033  0.0024  0.0034  0.0101  0.0710 -1.7246 -3.4478
09.09306 -22.99272  28.70738   2.923   2.903  726.21  0.2376  0.1049             1  0.1924  0.1791  0.1362  0.1114  0.1058  0.0816  0.0618  0.0472  0.0392  0.0290  0.0214  0.0155  0.0103  0.0205  0.0233  0.0283  0.0489  0.0314  0.0043  0.0024  0.0033  0.0024  0.0034  0.0101  0.0712 -1.7215 -3.4488
09.09417 -22.99272  28.70738   2.923   2.911  725.47  0.2389  0.1049             1  0.1939  0.1807  0.1369  0.1126  0.1053  0.0827  0.0626  0.0476  0.0397  0.0292  0.0218  0.0164  0.0103  0.0205  0.0233  0.0283  0.0489  0.0314  0.0043  0.0024  0.0033  0.0024  0.0034  0.0101  0.1125 -1.6713 -3.4297
09.09528 -22.99986  28.70597   2.925   2.906  725.94  0.2445  0.1050             1  0.1996  0.1858  0.1410  0.1158  0.1086  0.0849  0.0645  0.0491  0.0410  0.0303  0.0227  0.0170  0.0103  0.0205  0.0233  0.0283  0.0489  0.0314  0.0043  0.0024  0.0033  0.0024  0.0034  0.0101  0.1154 -1.6631 -3.3964
09.09639 -22.99986  28.70597   2.925   2.907  725.87  0.2439  0.1050             1  0.1986  0.1847  0.1404  0.1150  0.1086  0.0842  0.0638  0.0488  0.0406  0.0301  0.0225  0.0165  0.0103  0.0205  0.0233  0.0283  0.0489  0.0314  0.0043  0.0024  0.0033  0.0024  0.0034  0.0101  0.1000 -1.6829 -3.4070
09.09750 -22.99986  28.70597   2.923   2.910  725.60  0.2417  0.1050             1  0.1955  0.1818  0.1381  0.1130  0.1069  0.0828  0.0627  0.0479  0.0399  0.0295  0.0220  0.0161  0.0103  0.0205  0.0234  0.0283  0.0489  0.0314  0.0043  0.0024  0.0033  0.0025  0.0034  0.0101  0.0963 -1.6910 -3.4273
09.09861 -23.00699  28.70455   2.923   2.906  725.94  0.2374  0.1049             1  0.1914  0.1780  0.1355  0.1107  0.1052  0.0810  0.0614  0.0469  0.0390  0.0288  0.0214  0.0154  0.0103  0.0205  0.0234  0.0283  0.0489  0.0314  0.0043  0.0024  0.0033  0.0025  0.0034  0.0101  0.0771 -1.7136 -3.4527
09.09972 -23.01267  28.70341   2.913   2.911  725.53  0.2367  0.1050             1  0.1825  0.1734  0.1267  0.1141  0.0875  0.0807  0.0615  0.0441  0.0376  0.0235  0.0194  0.0199  0.0118  0.0207  0.0249  0.0289  0.0497  0.0316  0.0052  0.0038  0.0044  0.0038  0.0044  0.0105  0.3361 -1.4809 -3.4900
09.10083 -23.01267  28.70341   2.913   2.907  725.87  0.2308  0.1048             1  0.1845  0.1718  0.1306  0.1068  0.1014  0.0781  0.0589  0.0449  0.0373  0.0274  0.0202  0.0145  0.0105  0.0205  0.0236  0.0284  0.0490  0.0315  0.0045  0.0026  0.0035  0.0027  0.0036  0.0101  0.0602 -1.7428 -3.5009
09.10194 -23.01798  28.70259   2.914   2.911  725.47  0.2301  0.1049             1  0.1866  0.1729  0.1326  0.1077  0.1052  0.0773  0.0584  0.0452  0.0370  0.0273  0.0196  0.0121  0.0111  0.0206  0.0242  0.0286  0.0493  0.0315  0.0048  0.0032  0.0039  0.0032  0.0040  0.0103 -0.0802 -1.9147 -3.5315
09.10306 -23.02142  28.70239   2.911   2.907  725.80  0.2346  0.1051             1  0.1938  0.1779  0.1383  0.1125  0.1136  0.0780  0.0591  0.0471  0.0375  0.0282  0.0196  0.0091  0.0125  0.0208  0.0257  0.0292  0.0501  0.0316  0.0056  0.0043  0.0048  0.0043  0.0049  0.0107 -0.3366 -2.2077 -3.5518
09.10417 -23.02483  28.70254   2.905   2.904  726.07  0.2348  0.1049             1  0.1910  0.1764  0.1361  0.1101  0.1090  0.0784  0.0594  0.0464  0.0378  0.0281  0.0201  0.0115  0.0105  0.0205  0.0236  0.0284  0.0490  0.0315  0.0045  0.0026  0.0034  0.0027  0.0035  0.0101 -0.1406 -1.9793 -3.5186
09.10528 -23.02483  28.70254   2.912   2.904  726.07  0.2361  0.1050             1  0.1932  0.1781  0.1379  0.1116  0.1113  0.0788  0.0598  0.0469  0.0380  0.0284  0.0202  0.0109  0.0116  0.0207  0.0247  0.0288  0.0496  0.0316  0.0051  0.0036  0.0042  0.0036  0.0043  0.0104 -0.1891 -2.0352 -3.5180
09.10639 -23.02820  28.70305   2.912   2.905  726.01  0.2353  0.1050             1  0.1934  0.1778  0.1380  0.1119  0.1124  0.0782  0.0593  0.0470  0.0378  0.0283  0.0200  0.0100  0.0120  0.0207  0.0251  0.0290  0.0498  0.0316  0.0053  0.0039  0.0045  0.0039  0.0046  0.0105 -0.2604 -2.1179 -3.5349
09.10750 -23.03295  28.70434   2.912   2.912  725.40  0.2362  0.1050             1  0.1936  0.1784  0.1380  0.1117  0.1115  0.0786  0.0596  0.0469  0.0379  0.0283  0.0201  0.0107  0.0110  0.0206  0.0241  0.0286  0.0493  0.0315  0.0048  0.0031  0.0038  0.0031  0.0039  0.0103 -0.2029 -2.0552 -3.5236
09.10861 -23.03295  28.70434   2.912   2.909  725.67  0.2377  0.1050             1  0.1951  0.1795  0.1390  0.1126  0.1127  0.0790  0.0600  0.0473  0.0382  0.0285  0.0203  0.0106  0.0117  0.0207  0.0248  0.0289  0.0496  0.0316  0.0051  0.0037  0.0043  0.0037  0.0044  0.0105 -0.2174 -2.0697 -3.5178
09.10972 -23.03295  28.70434   2.912   2.904  726.14  0.2334  0.1050             1  0.1913  0.1759  0.1365  0.1107  0.1114  0.0773  0.0587  0.0465  0.0374  0.0280  0.0198  0.0098  0.0115  0.0207  0.0246  0.0288  0.0496  0.0316  0.0050  0.0035  0.0042  0.0036  0.0042  0.0104 -0.2655 -2.1224 -3.5455
09.11083 -23.04155  28.70867   2.905   2.897  726.68  0.2357  0.1050             1  0.1935  0.1779  0.1382  0.1121  0.1128  0.0783  0.0594  0.0472  0.0379  0.0284  0.0201  0.0099  0.0115  0.0207  0.0246  0.0288  0.0496  0.0316  0.0051  0.0035  0.0042  0.0036  0.0043  0.0104 -0.2671 -2.1215 -3.5316
09.11194 -23.04155  28.70867   2.915   2.904  726.14  0.2382  0.1050             1  0.1964  0.1807  0.1402  0.1138  0.1139  0.0798  0.0607  0.0480  0.0388  0.0290  0.0207  0.0107  0.0110  0.0206  0.0241  0.0286  0.0493  0.0315  0.0048  0.0031  0.0038  0.0031  0.0039  0.0103 -0.2203 -2.0640 -3.5027
09.11306 -23.04608  28.71235   2.916   2.901  726.34  0.2325  0.1049             1  0.1897  0.1749  0.1355  0.1097  0.1098  0.0774  0.0588  0.0463  0.0376  0.0280  0.0201  0.0107  0.0112  0.0206  0.0243  0.0287  0.0494  0.0315  0.0049  0.0033  0.0040  0.0033  0.0041  0.0103 -0.1970 -2.0373 -3.5314
09.11417 -23.04608  28.71235   2.916   2.913  725.33  0.2306  0.1049             1  0.1891  0.1740  0.1349  0.1093  0.1098  0.0767  0.0581  0.0460  0.0371  0.0277  0.0197  0.0099  0.0115  0.0207  0.0246  0.0288  0.0496  0.0316  0.0050  0.0035  0.0042  0.0036  0.0042  0.0104 -0.2478 -2.1013 -3.5525
09.11528 -23.04608  28.71235   2.916   2.907  725.87  0.2318  0.1049             1  0.1908  0.1754  0.1364  0.1107  0.1116  0.0772  0.0586  0.0466  0.0375  0.0280  0.0199  0.0096  0.0112  0.0206  0.0243  0.0287  0.0494  0.0315  0.0049  0.0033  0.0040  0.0033  0.0040  0.0103 -0.2880 -2.1422 -3.5471
09.11639 -23.05193  28.71930   2.915   2.909  725.67  0.2290  0.1049             1  0.1874  0.1725  0.1338  0.1085  0.1093  0.0759  0.0576  0.0457  0.0368  0.0275  0.0195  0.0095  0.0116  0.0207  0.0247  0.0288  0.0496  0.0316  0.0051  0.0036  0.0042  0.0036  0.0043  0.0104 -0.2749 -2.1291 -3.5642
09.11750 -23.05301  28.72099   2.917   2.903  726.21  0.2298  0.1049             1  0.1867  0.1720  0.1335  0.1082  0.1089  0.0760  0.0576  0.0456  0.0368  0.0275  0.0196  0.0098  0.0112  0.0206  0.0243  0.0287  0.0494  0.0316  0.0049  0.0033  0.0040  0.0033  0.0041  0.0103 -0.2509 -2.0984 -3.5586
09.11861 -23.05301  28.72099   2.917   2.907  725.80  0.2322  0.1049             1  0.1889  0.1740  0.1350  0.1095  0.1101  0.0767  0.0582  0.0462  0.0372  0.0278  0.0198  0.0099  0.0115  0.0207  0.0246  0.0288  0.0496  0.0316  0.0050  0.0035  0.0041  0.0035  0.0042  0.0104 -0.2515 -2.1006 -3.5486
09.11972 -23.05301  28.72099   2.917   2.907  725.87  0.2324  0.1049             1  0.1882  0.1736  0.1346  0.1090  0.1091  0.0769  0.0584  0.0461  0.0374  0.0279  0.0200  0.0107  0.0113  0.0206  0.0244  0.0287  0.0495  0.0316  0.0049  0.0034  0.0040  0.0034  0.0041  0.0104 -0.1976 -2.0340 -3.5354
09.12083 -23.05768  28.73228   2.919   2.911  725.53  0.2362  0.1050             1  0.1928  0.1776  0.1379  0.1118  0.1122  0.0785  0.0597  0.0474  0.0383  0.0286  0.0206  0.0105  0.0111  0.0206  0.0242  0.0287  0.0494  0.0315  0.0048  0.0032  0.0039  0.0032  0.0040  0.0103 -0.2253 -2.0634 -3.5157
09.12194 -23.05768  28.73228   2.919   2.905  726.01  0.2315  0.1049             1  0.1877  0.1727  0.1343  0.1090  0.1099  0.0762  0.0579  0.0460  0.0371  0.0278  0.0199  0.0097  0.0112  0.0206  0.0243  0.0287  0.0495  0.0316  0.0049  0.0033  0.0040  0.0033  0.0041  0.0103 -0.2716 -2.1163 -3.5529
