NASA Ames Airborne Tracking 14-Channel Sunphotometer, AATS-14
SAFARI-2000  8/29/2000
Date processed: 28-Jan-2002 by Beat Schmid, Version 1.6
NO2 [molec/cm2]: 2e+015
O3 [DU]: 291
Relative Std Dev Filter Aerosol[%]: 3.0
Relative Std Dev Filter H2O [%]: 6.0
Max m_aero: Inf
Max tau_aero: 5.0
Max tau_aero error: Inf
Min Alpha Angstrom: 0.00
H2O coeff.  a: 0.005994 b: 0.6356
aerosol wavelengths [10^-6 m] 0.3535 0.3800 0.4490 0.4994 0.5246 0.6057 0.6751 0.7784 0.8645 1.0191 1.2413 1.5574
UT[h] Lat[deg] Long[deg] GPS_Alt[km] p_Alt[km] p[hPa] H2O[cm] H2O_Err[cm] AOD_flag AOD0354 AOD0380 AOD0449 AOD0499 AOD0525 AOD0606 AOD0675 AOD0778 AOD0865 AOD1019 AOD1241 AOD1557  Err0354 Err0380 Err0449 Err0499 Err0525 Err0606 Err0675 Err0778 Err0865 Err1019 Err1241 Err1557  a2_fit a1_fit a0_fit
10.49389 -22.93407  28.74711   1.622   1.598  847.20  0.7009  0.1128             1  0.3238  0.2995  0.2282  0.1925  0.1692  0.1397  0.1090  0.0833  0.0729  0.0519  0.0447  0.0388  0.0126  0.0215  0.0256  0.0298  0.0513  0.0326  0.0053  0.0038  0.0044  0.0038  0.0045  0.0108  0.3510 -1.3125 -2.7925
10.49500 -22.92985  28.75146   1.618   1.600  846.93  0.7269  0.1131             1  0.3096  0.2872  0.2188  0.1862  0.1623  0.1355  0.1057  0.0811  0.0714  0.0506  0.0440  0.0386  0.0117  0.0214  0.0247  0.0294  0.0508  0.0325  0.0048  0.0030  0.0038  0.0030  0.0039  0.0105  0.3570 -1.2822 -2.8120
10.49611 -22.92985  28.75146   1.618   1.606  846.32  0.6969  0.1128             1  0.3096  0.2874  0.2191  0.1864  0.1628  0.1352  0.1055  0.0808  0.0711  0.0503  0.0438  0.0381  0.0129  0.0216  0.0260  0.0299  0.0514  0.0326  0.0055  0.0040  0.0046  0.0041  0.0048  0.0109  0.3505 -1.2955 -2.8178
10.49722 -22.92713  28.75700   1.627   1.599  847.06  0.6985  0.1129             1  0.3177  0.2956  0.2232  0.1929  0.1621  0.1386  0.1086  0.0820  0.0722  0.0493  0.0439  0.0401  0.0131  0.0216  0.0262  0.0300  0.0515  0.0326  0.0056  0.0042  0.0048  0.0042  0.0049  0.0109  0.3894 -1.2749 -2.8054
10.49833 -22.92655  28.75900   1.623   1.594  847.60  0.6759  0.1123             1  0.3294  0.3044  0.2319  0.1951  0.1726  0.1417  0.1102  0.0842  0.0736  0.0522  0.0447  0.0382  0.0118  0.0214  0.0247  0.0295  0.0508  0.0325  0.0048  0.0030  0.0038  0.0031  0.0039  0.0106  0.3334 -1.3421 -2.7882
10.49944 -22.92603  28.76233   1.614   1.596  847.40  0.6711  0.1122             1  0.3341  0.3094  0.2340  0.1990  0.1718  0.1433  0.1116  0.0844  0.0739  0.0513  0.0445  0.0392  0.0120  0.0214  0.0250  0.0296  0.0509  0.0325  0.0050  0.0033  0.0040  0.0033  0.0041  0.0106  0.3590 -1.3318 -2.7859
10.50056 -22.92622  28.76733   1.611   1.600  846.93  0.6884  0.1128             1  0.3220  0.2982  0.2266  0.1928  0.1676  0.1398  0.1091  0.0834  0.0732  0.0517  0.0450  0.0396  0.0135  0.0217  0.0267  0.0302  0.0518  0.0327  0.0058  0.0045  0.0051  0.0045  0.0052  0.0111  0.3629 -1.2923 -2.7886
10.50167 -22.92666  28.76939   1.618   1.602  846.73  0.6745  0.1123             1  0.3205  0.2966  0.2271  0.1898  0.1703  0.1387  0.1082  0.0831  0.0730  0.0524  0.0450  0.0381  0.0121  0.0215  0.0251  0.0296  0.0510  0.0325  0.0050  0.0034  0.0041  0.0034  0.0042  0.0107  0.3312 -1.3215 -2.7934
10.50278 -22.92812  28.77328   1.626   1.608  846.19  0.6750  0.1123             1  0.3152  0.2927  0.2220  0.1911  0.1631  0.1377  0.1076  0.0821  0.0722  0.0504  0.0443  0.0398  0.0122  0.0215  0.0251  0.0296  0.0510  0.0325  0.0050  0.0034  0.0041  0.0035  0.0042  0.0107  0.3757 -1.2746 -2.8020
10.50389 -22.93030  28.77680   1.622   1.605  846.46  0.6842  0.1123             1  0.3159  0.2933  0.2230  0.1908  0.1646  0.1381  0.1079  0.0826  0.0727  0.0511  0.0448  0.0398  0.0114  0.0214  0.0244  0.0293  0.0506  0.0325  0.0046  0.0027  0.0036  0.0028  0.0037  0.0105  0.3690 -1.2751 -2.7946
10.50500 -22.93162  28.77836   1.617   1.610  845.99  0.6563  0.1124             1  0.3253  0.3013  0.2287  0.1945  0.1687  0.1406  0.1096  0.0833  0.0730  0.0511  0.0443  0.0389  0.0142  0.0218  0.0275  0.0305  0.0522  0.0327  0.0063  0.0050  0.0055  0.0051  0.0056  0.0113  0.3538 -1.3193 -2.7955
10.50833 -22.94057  28.78359   1.609   1.594  847.60  0.6586  0.1119             1  0.3330  0.3079  0.2342  0.1976  0.1741  0.1428  0.1112  0.0848  0.0741  0.0523  0.0449  0.0385  0.0115  0.0214  0.0244  0.0293  0.0506  0.0325  0.0046  0.0028  0.0036  0.0028  0.0037  0.0105  0.3365 -1.3456 -2.7829
10.50944 -22.94251  28.78396   1.617   1.593  847.67  0.6569  0.1120             1  0.3343  0.3096  0.2347  0.2001  0.1727  0.1438  0.1119  0.0849  0.0742  0.0517  0.0447  0.0393  0.0122  0.0215  0.0252  0.0296  0.0510  0.0325  0.0051  0.0034  0.0041  0.0035  0.0043  0.0107  0.3517 -1.3360 -2.7816
10.51056 -22.94450  28.78409   1.615   1.596  847.40  0.6771  0.1123             1  0.3341  0.3099  0.2339  0.2011  0.1705  0.1441  0.1126  0.0850  0.0745  0.0513  0.0449  0.0405  0.0118  0.0214  0.0247  0.0294  0.0508  0.0325  0.0048  0.0030  0.0038  0.0031  0.0039  0.0105  0.3765 -1.3070 -2.7761
10.51167 -22.94940  28.78343   1.610   1.596  847.33  0.6943  0.1137             1  0.3261  0.3049  0.2276  0.1959  0.1629  0.1422  0.1121  0.0821  0.0746  0.0491  0.0449  0.0423  0.0169  0.0222  0.0307  0.0319  0.0540  0.0331  0.0078  0.0068  0.0072  0.0068  0.0073  0.0122  0.4318 -1.2416 -2.7856
10.51278 -22.95262  28.78217   1.612   1.596  847.33  0.7094  0.1133             1  0.3207  0.2980  0.2259  0.1948  0.1655  0.1401  0.1097  0.0834  0.0734  0.0510  0.0450  0.0405  0.0140  0.0217  0.0272  0.0304  0.0520  0.0327  0.0061  0.0049  0.0054  0.0049  0.0055  0.0112  0.3797 -1.2729 -2.7859
10.51500 -22.95700  28.77890   1.632   1.609  846.05  0.6984  0.1136             0  0.3370  0.3230  0.2454  0.2145  0.1754  0.1583  0.1318  0.0940  0.0846  0.0598  0.0578  0.0775  0.0164  0.0221  0.0301  0.0316  0.0536  0.0330  0.0075  0.0065  0.0069  0.0065  0.0069  0.0120  0.7434 -0.7726 -2.5532
10.51944 -22.96263  28.76685   1.638   1.627  844.31  0.6720  0.1125             1  0.3254  0.3065  0.2288  0.1952  0.1635  0.1440  0.1148  0.0824  0.0756  0.0500  0.0467  0.0506  0.0133  0.0216  0.0264  0.0301  0.0516  0.0326  0.0057  0.0044  0.0049  0.0044  0.0050  0.0110  0.5608 -1.0851 -2.7456
10.52056 -22.96265  28.76261   1.664   1.639  843.16  0.6879  0.1136             1  0.3117  0.2925  0.2184  0.1895  0.1557  0.1371  0.1084  0.0794  0.0724  0.0476  0.0438  0.0415  0.0169  0.0222  0.0307  0.0318  0.0539  0.0330  0.0077  0.0068  0.0072  0.0068  0.0072  0.0122  0.4350 -1.2238 -2.8142
10.52167 -22.96265  28.76261   1.664   1.662  840.87  0.6870  0.1126             1  0.3080  0.2881  0.2163  0.1864  0.1559  0.1358  0.1068  0.0790  0.0718  0.0481  0.0436  0.0413  0.0128  0.0215  0.0259  0.0299  0.0513  0.0326  0.0055  0.0040  0.0046  0.0040  0.0047  0.0109  0.4308 -1.2175 -2.8175
10.52278 -22.96178  28.75849   1.687   1.681  838.99  0.6673  0.1123             1  0.3095  0.2890  0.2172  0.1840  0.1582  0.1354  0.1064  0.0785  0.0717  0.0485  0.0436  0.0401  0.0126  0.0215  0.0257  0.0298  0.0512  0.0326  0.0053  0.0038  0.0045  0.0039  0.0046  0.0108  0.4135 -1.2417 -2.8231
10.52389 -22.96178  28.75849   1.687   1.692  837.91  0.6307  0.1118             1  0.3174  0.2933  0.2242  0.1888  0.1686  0.1353  0.1056  0.0809  0.0709  0.0501  0.0429  0.0354  0.0133  0.0216  0.0265  0.0301  0.0516  0.0326  0.0058  0.0044  0.0050  0.0044  0.0051  0.0110  0.3047 -1.3782 -2.8330
10.52611 -22.96178  28.75849   1.687   1.702  836.97  0.5857  0.1108             1  0.3197  0.2958  0.2250  0.1893  0.1675  0.1370  0.1065  0.0810  0.0708  0.0499  0.0425  0.0363  0.0120  0.0214  0.0250  0.0295  0.0509  0.0325  0.0050  0.0033  0.0040  0.0033  0.0041  0.0106  0.3240 -1.3672 -2.8325
10.52722 -22.96178  28.75849   1.687   1.712  836.03  0.6080  0.1115             1  0.3168  0.2939  0.2226  0.1903  0.1632  0.1366  0.1065  0.0805  0.0706  0.0488  0.0424  0.0376  0.0135  0.0216  0.0266  0.0302  0.0517  0.0326  0.0058  0.0045  0.0051  0.0045  0.0052  0.0111  0.3571 -1.3300 -2.8332
10.52833 -22.94963  28.74537   1.733   1.722  835.02  0.6109  0.1115             1  0.3133  0.2910  0.2194  0.1897  0.1595  0.1353  0.1053  0.0794  0.0697  0.0474  0.0415  0.0377  0.0132  0.0216  0.0264  0.0301  0.0516  0.0326  0.0057  0.0044  0.0049  0.0044  0.0050  0.0110  0.3728 -1.3204 -2.8479
10.52944 -22.94963  28.74537   1.733   1.731  834.14  0.6161  0.1114             1  0.3116  0.2883  0.2194  0.1852  0.1632  0.1341  0.1042  0.0796  0.0698  0.0493  0.0424  0.0362  0.0127  0.0215  0.0257  0.0298  0.0513  0.0326  0.0054  0.0039  0.0045  0.0039  0.0046  0.0108  0.3346 -1.3417 -2.8436
10.53278 -22.93727  28.74499   1.758   1.744  832.87  0.5983  0.1110             1  0.3191  0.2951  0.2249  0.1882  0.1669  0.1366  0.1062  0.0806  0.0706  0.0497  0.0424  0.0364  0.0117  0.0214  0.0247  0.0295  0.0508  0.0325  0.0048  0.0031  0.0038  0.0031  0.0040  0.0106  0.3321 -1.3597 -2.8345
10.53389 -22.93727  28.74499   1.765   1.753  831.99  0.5959  0.1111             1  0.3143  0.2911  0.2209  0.1873  0.1626  0.1348  0.1050  0.0791  0.0695  0.0480  0.0415  0.0366  0.0127  0.0215  0.0258  0.0298  0.0513  0.0326  0.0054  0.0039  0.0045  0.0039  0.0046  0.0108  0.3514 -1.3456 -2.8516
10.53500 -22.93353  28.74659   1.765   1.768  830.51  0.6207  0.1113             1  0.3076  0.2852  0.2169  0.1842  0.1596  0.1329  0.1037  0.0787  0.0690  0.0478  0.0416  0.0367  0.0114  0.0213  0.0244  0.0293  0.0506  0.0325  0.0046  0.0028  0.0036  0.0028  0.0037  0.0105  0.3533 -1.3251 -2.8547
10.53611 -22.92929  28.74978   1.790   1.781  829.30  0.6237  0.1115             1  0.3039  0.2813  0.2140  0.1806  0.1587  0.1316  0.1023  0.0782  0.0685  0.0486  0.0417  0.0362  0.0120  0.0214  0.0250  0.0296  0.0509  0.0325  0.0050  0.0033  0.0040  0.0034  0.0042  0.0106  0.3443 -1.3214 -2.8583
10.53722 -22.92929  28.74978   1.820   1.808  826.67  0.6451  0.1119             1  0.2983  0.2772  0.2106  0.1800  0.1553  0.1306  0.1018  0.0778  0.0685  0.0480  0.0418  0.0371  0.0123  0.0214  0.0254  0.0297  0.0511  0.0325  0.0052  0.0037  0.0043  0.0037  0.0044  0.0107  0.3607 -1.2888 -2.8571
10.53833 -22.92560  28.75471   1.820   1.823  825.19  0.6198  0.1116             1  0.2983  0.2769  0.2101  0.1800  0.1545  0.1304  0.1016  0.0777  0.0685  0.0479  0.0419  0.0375  0.0131  0.0215  0.0263  0.0300  0.0515  0.0326  0.0057  0.0043  0.0048  0.0043  0.0049  0.0110  0.3721 -1.2775 -2.8575
10.53944 -22.92454  28.75692   1.838   1.832  824.39  0.6123  0.1112             1  0.2987  0.2776  0.2106  0.1801  0.1550  0.1304  0.1017  0.0777  0.0684  0.0477  0.0419  0.0373  0.0118  0.0214  0.0249  0.0295  0.0509  0.0325  0.0049  0.0032  0.0040  0.0033  0.0041  0.0106  0.3687 -1.2844 -2.8590
10.54056 -22.92375  28.75926   1.849   1.834  824.18  0.5870  0.1108             1  0.3098  0.2873  0.2172  0.1857  0.1592  0.1336  0.1038  0.0787  0.0690  0.0475  0.0414  0.0367  0.0118  0.0214  0.0249  0.0295  0.0508  0.0325  0.0049  0.0032  0.0039  0.0032  0.0041  0.0106  0.3586 -1.3306 -2.8581
10.54167 -22.92303  28.76375   1.851   1.836  823.92  0.5775  0.1106             1  0.3115  0.2885  0.2185  0.1852  0.1609  0.1334  0.1035  0.0785  0.0687  0.0476  0.0411  0.0358  0.0115  0.0213  0.0245  0.0294  0.0507  0.0325  0.0047  0.0029  0.0037  0.0030  0.0038  0.0105  0.3443 -1.3545 -2.8638
10.54278 -22.92300  28.76582   1.859   1.844  823.18  0.5873  0.1109             1  0.3048  0.2829  0.2139  0.1832  0.1563  0.1318  0.1027  0.0778  0.0683  0.0469  0.0411  0.0367  0.0121  0.0214  0.0252  0.0296  0.0510  0.0325  0.0051  0.0035  0.0042  0.0035  0.0043  0.0107  0.3665 -1.3156 -2.8668
10.54389 -22.92364  28.77027   1.865   1.847  822.91  0.5820  0.1110             1  0.3032  0.2806  0.2139  0.1794  0.1596  0.1304  0.1018  0.0780  0.0684  0.0483  0.0417  0.0355  0.0130  0.0215  0.0262  0.0300  0.0515  0.0326  0.0056  0.0042  0.0048  0.0042  0.0049  0.0109  0.3347 -1.3341 -2.8643
10.54500 -22.92438  28.77260   1.888   1.869  820.82  0.5717  0.1109             1  0.3026  0.2807  0.2129  0.1807  0.1574  0.1309  0.1019  0.0776  0.0681  0.0475  0.0413  0.0361  0.0135  0.0216  0.0267  0.0302  0.0518  0.0326  0.0059  0.0046  0.0051  0.0046  0.0052  0.0111  0.3509 -1.3228 -2.8680
10.54611 -22.92645  28.77649   1.888   1.877  820.01  0.5599  0.1106             1  0.2983  0.2773  0.2098  0.1800  0.1534  0.1294  0.1007  0.0763  0.0671  0.0459  0.0404  0.0361  0.0129  0.0215  0.0261  0.0300  0.0515  0.0326  0.0056  0.0042  0.0048  0.0042  0.0049  0.0109  0.3650 -1.3154 -2.8852
10.54944 -22.93369  28.78281   1.931   1.923  815.64  0.5214  0.1102             1  0.3030  0.2817  0.2119  0.1826  0.1532  0.1303  0.1013  0.0757  0.0668  0.0446  0.0394  0.0358  0.0145  0.0218  0.0280  0.0307  0.0524  0.0328  0.0065  0.0053  0.0058  0.0054  0.0059  0.0114  0.3750 -1.3367 -2.8982
10.55056 -22.93725  28.78408   1.946   1.927  815.24  0.5234  0.1099             1  0.3035  0.2816  0.2126  0.1813  0.1554  0.1302  0.1012  0.0760  0.0670  0.0456  0.0398  0.0352  0.0125  0.0214  0.0257  0.0298  0.0512  0.0325  0.0054  0.0039  0.0045  0.0039  0.0046  0.0108  0.3570 -1.3482 -2.8936
10.55167 -22.93913  28.78442   1.953   1.928  815.10  0.5363  0.1101             1  0.3054  0.2831  0.2142  0.1819  0.1574  0.1308  0.1017  0.0768  0.0675  0.0464  0.0403  0.0352  0.0122  0.0214  0.0253  0.0297  0.0510  0.0325  0.0052  0.0036  0.0043  0.0036  0.0044  0.0107  0.3480 -1.3524 -2.8842
10.55278 -22.93913  28.78442   1.953   1.938  814.16  0.5558  0.1113             1  0.2931  0.2748  0.2046  0.1758  0.1456  0.1279  0.1005  0.0730  0.0668  0.0431  0.0396  0.0374  0.0169  0.0222  0.0308  0.0319  0.0540  0.0330  0.0078  0.0069  0.0072  0.0069  0.0073  0.0122  0.4280 -1.2607 -2.9057
10.55389 -22.94548  28.78403   1.956   1.944  813.62  0.5711  0.1105             1  0.2891  0.2736  0.2049  0.1734  0.1469  0.1292  0.1035  0.0735  0.0685  0.0452  0.0428  0.0476  0.0110  0.0212  0.0241  0.0292  0.0504  0.0324  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.5908 -1.0372 -2.8410
10.55611 -22.95005  28.78214   1.973   1.974  810.73  0.5654  0.1117             0  0.2925  0.2787  0.2082  0.1804  0.1473  0.1335  0.1083  0.0768  0.0714  0.0469  0.0451  0.0538  0.0179  0.0224  0.0321  0.0324  0.0547  0.0332  0.0084  0.0075  0.0078  0.0075  0.0079  0.0126  0.6376 -0.9557 -2.7872
10.56056 -22.95889  28.77043   2.010   2.011  807.23  0.5225  0.1115             1  0.2921  0.2773  0.2034  0.1729  0.1407  0.1292  0.1032  0.0701  0.0675  0.0414  0.0405  0.0468  0.0201  0.0228  0.0349  0.0337  0.0564  0.0335  0.0095  0.0088  0.0091  0.0088  0.0091  0.0134  0.6333 -1.0500 -2.8827
10.56167 -22.95959  28.76724   2.028   2.018  806.55  0.5394  0.1115             1  0.2860  0.2723  0.1989  0.1679  0.1378  0.1276  0.1019  0.0693  0.0679  0.0412  0.0403  0.0442  0.0188  0.0225  0.0332  0.0329  0.0554  0.0333  0.0088  0.0080  0.0083  0.0080  0.0084  0.0129  0.5845 -1.0832 -2.8957
10.56389 -22.95975  28.76561   2.033   2.057  802.85  0.5167  0.1100             1  0.2863  0.2663  0.2015  0.1718  0.1476  0.1241  0.0964  0.0728  0.0645  0.0443  0.0387  0.0342  0.0136  0.0216  0.0270  0.0303  0.0518  0.0326  0.0060  0.0047  0.0053  0.0048  0.0054  0.0111  0.3580 -1.3240 -2.9289
10.56500 -22.95888  28.75788   2.071   2.072  801.51  0.5182  0.1096             1  0.2832  0.2651  0.1984  0.1692  0.1429  0.1231  0.0966  0.0707  0.0646  0.0422  0.0382  0.0350  0.0109  0.0212  0.0241  0.0292  0.0504  0.0324  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.3976 -1.2913 -2.9425
10.56611 -22.95775  28.75480   2.082   2.071  801.57  0.5026  0.1099             1  0.2805  0.2623  0.1963  0.1714  0.1400  0.1221  0.0955  0.0706  0.0632  0.0412  0.0373  0.0351  0.0142  0.0217  0.0277  0.0306  0.0522  0.0327  0.0064  0.0052  0.0057  0.0052  0.0057  0.0113  0.4059 -1.2915 -2.9565
10.56722 -22.95700  28.75333   2.087   2.077  800.97  0.4791  0.1091             1  0.2839  0.2634  0.1996  0.1687  0.1474  0.1220  0.0945  0.0714  0.0630  0.0436  0.0376  0.0326  0.0117  0.0213  0.0249  0.0295  0.0508  0.0325  0.0049  0.0033  0.0040  0.0033  0.0041  0.0106  0.3379 -1.3598 -2.9548
10.56833 -22.95414  28.74934   2.102   2.087  800.09  0.4743  0.1092             1  0.2799  0.2604  0.1964  0.1686  0.1430  0.1209  0.0936  0.0704  0.0622  0.0420  0.0366  0.0329  0.0129  0.0215  0.0262  0.0300  0.0515  0.0326  0.0057  0.0043  0.0048  0.0043  0.0049  0.0110  0.3586 -1.3459 -2.9713
10.56944 -22.95414  28.74934   2.111   2.106  798.28  0.4727  0.1097             1  0.2783  0.2601  0.1945  0.1679  0.1394  0.1204  0.0939  0.0691  0.0622  0.0406  0.0365  0.0338  0.0161  0.0220  0.0299  0.0315  0.0534  0.0329  0.0074  0.0064  0.0068  0.0064  0.0069  0.0120  0.3963 -1.3123 -2.9774
10.57056 -22.94984  28.74574   2.116   2.107  798.21  0.4615  0.1087             1  0.2761  0.2567  0.1942  0.1655  0.1424  0.1190  0.0920  0.0695  0.0613  0.0418  0.0362  0.0319  0.0109  0.0212  0.0241  0.0292  0.0504  0.0324  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.3444 -1.3590 -2.9854
10.57167 -22.94984  28.74574   2.116   2.127  796.26  0.4570  0.1087             1  0.2805  0.2598  0.1975  0.1651  0.1472  0.1202  0.0928  0.0706  0.0622  0.0435  0.0371  0.0313  0.0113  0.0212  0.0244  0.0293  0.0506  0.0324  0.0047  0.0028  0.0037  0.0029  0.0038  0.0105  0.3160 -1.3820 -2.9703
10.57278 -22.94437  28.74338   2.137   2.130  796.06  0.4562  0.1089             1  0.2781  0.2585  0.1950  0.1668  0.1425  0.1200  0.0926  0.0698  0.0615  0.0417  0.0361  0.0321  0.0129  0.0215  0.0262  0.0300  0.0514  0.0326  0.0056  0.0042  0.0048  0.0042  0.0049  0.0109  0.3458 -1.3624 -2.9830
10.57611 -22.93455  28.74342   2.170   2.170  792.29  0.4525  0.1087             1  0.2763  0.2570  0.1943  0.1660  0.1409  0.1193  0.0926  0.0693  0.0613  0.0411  0.0359  0.0325  0.0122  0.0214  0.0254  0.0297  0.0511  0.0325  0.0052  0.0037  0.0043  0.0037  0.0045  0.0107  0.3607 -1.3479 -2.9876
10.57722 -22.93156  28.74451   2.182   2.179  791.41  0.4614  0.1089             1  0.2780  0.2577  0.1960  0.1649  0.1449  0.1189  0.0925  0.0697  0.0617  0.0423  0.0365  0.0316  0.0121  0.0214  0.0254  0.0297  0.0511  0.0325  0.0052  0.0037  0.0043  0.0037  0.0044  0.0107  0.3323 -1.3713 -2.9811
10.57833 -22.93156  28.74451   2.185   2.185  790.88  0.4639  0.1089             1  0.2752  0.2563  0.1927  0.1663  0.1390  0.1188  0.0924  0.0689  0.0610  0.0405  0.0356  0.0328  0.0117  0.0213  0.0249  0.0295  0.0508  0.0325  0.0050  0.0033  0.0040  0.0033  0.0041  0.0106  0.3767 -1.3338 -2.9918
10.57944 -22.92615  28.74804   2.194   2.198  789.66  0.4602  0.1088             1  0.2751  0.2551  0.1935  0.1631  0.1427  0.1184  0.0915  0.0693  0.0609  0.0423  0.0361  0.0313  0.0115  0.0213  0.0248  0.0294  0.0507  0.0324  0.0049  0.0032  0.0039  0.0032  0.0040  0.0106  0.3306 -1.3689 -2.9890
10.58056 -22.92615  28.74804   2.194   2.218  787.85  0.4628  0.1088             1  0.2711  0.2518  0.1906  0.1619  0.1398  0.1170  0.0906  0.0686  0.0605  0.0414  0.0359  0.0316  0.0117  0.0213  0.0249  0.0295  0.0508  0.0325  0.0050  0.0033  0.0040  0.0033  0.0041  0.0106  0.3469 -1.3481 -2.9971
10.58167 -22.92200  28.75313   2.219   2.223  787.31  0.4638  0.1090             1  0.2667  0.2484  0.1878  0.1610  0.1370  0.1161  0.0899  0.0679  0.0601  0.0407  0.0355  0.0320  0.0125  0.0214  0.0258  0.0298  0.0513  0.0325  0.0054  0.0040  0.0046  0.0040  0.0047  0.0108  0.3572 -1.3316 -3.0041
10.58278 -22.92119  28.75460   2.223   2.233  786.37  0.4658  0.1091             1  0.2608  0.2434  0.1837  0.1593  0.1327  0.1143  0.0887  0.0668  0.0593  0.0397  0.0353  0.0325  0.0128  0.0214  0.0261  0.0300  0.0514  0.0326  0.0056  0.0042  0.0048  0.0042  0.0049  0.0109  0.3808 -1.2993 -3.0148
10.58389 -22.91937  28.75972   2.247   2.247  785.16  0.4470  0.1086             1  0.2599  0.2417  0.1834  0.1553  0.1354  0.1131  0.0877  0.0666  0.0592  0.0408  0.0356  0.0312  0.0114  0.0212  0.0247  0.0294  0.0507  0.0324  0.0048  0.0031  0.0039  0.0031  0.0040  0.0106  0.3483 -1.3242 -3.0173
10.58500 -22.91905  28.76136   2.276   2.256  784.28  0.4240  0.1083             1  0.2642  0.2456  0.1864  0.1565  0.1376  0.1137  0.0880  0.0666  0.0588  0.0402  0.0350  0.0301  0.0122  0.0214  0.0255  0.0297  0.0511  0.0325  0.0053  0.0038  0.0044  0.0038  0.0045  0.0108  0.3326 -1.3679 -3.0286
10.58611 -22.91884  28.76472   2.276   2.263  783.61  0.4135  0.1080             1  0.2672  0.2484  0.1877  0.1593  0.1374  0.1152  0.0889  0.0671  0.0591  0.0400  0.0347  0.0306  0.0116  0.0213  0.0249  0.0295  0.0508  0.0324  0.0049  0.0033  0.0040  0.0033  0.0041  0.0106  0.3396 -1.3702 -3.0251
10.58722 -22.91884  28.76472   2.276   2.277  782.33  0.4200  0.1082             1  0.2611  0.2432  0.1835  0.1574  0.1337  0.1135  0.0877  0.0661  0.0584  0.0392  0.0344  0.0309  0.0121  0.0213  0.0254  0.0297  0.0510  0.0325  0.0052  0.0036  0.0043  0.0037  0.0044  0.0107  0.3549 -1.3445 -3.0354
10.58833 -22.92042  28.77320   2.301   2.289  781.25  0.4174  0.1082             1  0.2553  0.2377  0.1810  0.1527  0.1342  0.1109  0.0856  0.0650  0.0577  0.0395  0.0344  0.0294  0.0126  0.0214  0.0260  0.0299  0.0513  0.0325  0.0055  0.0041  0.0047  0.0041  0.0048  0.0109  0.3238 -1.3641 -3.0491
10.58944 -22.92127  28.77504   2.307   2.308  779.50  0.3982  0.1079             1  0.2565  0.2394  0.1802  0.1556  0.1305  0.1115  0.0859  0.0645  0.0571  0.0377  0.0333  0.0302  0.0122  0.0213  0.0255  0.0297  0.0511  0.0325  0.0053  0.0037  0.0044  0.0038  0.0045  0.0108  0.3596 -1.3518 -3.0621
10.59056 -22.92295  28.77775   2.327   2.313  779.03  0.3844  0.1077             1  0.2645  0.2458  0.1860  0.1576  0.1367  0.1140  0.0877  0.0661  0.0584  0.0395  0.0339  0.0296  0.0124  0.0214  0.0257  0.0298  0.0512  0.0325  0.0054  0.0039  0.0045  0.0039  0.0046  0.0108  0.3242 -1.3935 -3.0430
10.59389 -22.93033  28.78372   2.342   2.347  775.87  0.3747  0.1075             1  0.2543  0.2369  0.1788  0.1528  0.1303  0.1099  0.0845  0.0635  0.0563  0.0375  0.0327  0.0291  0.0123  0.0214  0.0257  0.0298  0.0512  0.0325  0.0054  0.0039  0.0045  0.0039  0.0046  0.0108  0.3431 -1.3751 -3.0798
10.59500 -22.93391  28.78474   2.366   2.358  774.86  0.3772  0.1075             1  0.2516  0.2348  0.1766  0.1522  0.1278  0.1091  0.0841  0.0630  0.0559  0.0369  0.0326  0.0296  0.0120  0.0213  0.0254  0.0296  0.0510  0.0325  0.0052  0.0036  0.0043  0.0037  0.0044  0.0107  0.3644 -1.3505 -3.0847
10.59833 -22.94123  28.78448   2.389   2.377  773.11  0.3939  0.1076             1  0.2583  0.2395  0.1825  0.1519  0.1369  0.1102  0.0854  0.0648  0.0575  0.0398  0.0342  0.0282  0.0108  0.0211  0.0241  0.0292  0.0504  0.0324  0.0045  0.0025  0.0034  0.0026  0.0035  0.0104  0.2994 -1.4039 -3.0575
10.59944 -22.94123  28.78448   2.389   2.399  771.16  0.3938  0.1077             1  0.2559  0.2366  0.1812  0.1495  0.1378  0.1084  0.0838  0.0643  0.0566  0.0399  0.0339  0.0267  0.0114  0.0212  0.0247  0.0294  0.0507  0.0324  0.0048  0.0031  0.0039  0.0032  0.0040  0.0106  0.2630 -1.4420 -3.0727
10.60056 -22.94882  28.78284   2.404   2.399  771.09  0.3966  0.1077             1  0.2541  0.2347  0.1809  0.1480  0.1394  0.1071  0.0830  0.0641  0.0565  0.0401  0.0339  0.0256  0.0110  0.0212  0.0243  0.0293  0.0505  0.0324  0.0046  0.0028  0.0036  0.0028  0.0037  0.0105  0.2298 -1.4718 -3.0789
10.60167 -22.95062  28.78244   2.411   2.407  770.42  0.3857  0.1075             1  0.2562  0.2366  0.1820  0.1491  0.1395  0.1082  0.0837  0.0645  0.0568  0.0402  0.0339  0.0261  0.0107  0.0211  0.0240  0.0291  0.0503  0.0323  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.2405 -1.4646 -3.0735
