Job	Nr. Sections	Submitted	Ended	User	Physics group	Total real time	Average real time	Main Exe	Exe group	User time of main exe	Total user time	Datasets
12652	38	1229632977	1229680298	cdfprd	???	1438566.0	37857.0	ProductionExe	Ana	314294.0	365293568	local
12653	1	1229633131	1229634358	pagan	???	0.0	0.0	<None>	???	0.0	0	<None>
12654	1	1229633436	1229634363	pagan	???	0.0	0.0	<None>	???	0.0	0	<None>
12655	1	1229633542	1229634457	pagan	???	0.0	0.0	<None>	???	0.0	0	<None>
12656	34	1229633908	1229688556	cdfprd	???	1265505.0	37220.7352941	ProductionExe	Ana	296924.0	382636032	local
12657	77	1229635123	1229678004	cdfprd	???	2641863.0	34309.9090909	ProductionExe	Ana	519741.0	360218624	local
12658	50	1229636074	1229639387	stager	???	96651.0	1933.02	AC++Dump	misc	72705.0	248946688	local
12659	1	1229636817	1229637303	cdfprd_ntp	???	250.0	250.0	<None>	???	0.0	0	<None>
12660	66	1229637444	1229688098	cdfprd	???	2171463.0	32900.9545455	ProductionExe	Ana	481295.0	378712064	local
12661	1530	1229637601	1229657644	attal	???	592126.0	387.010457516	TRGSim++	MC	220.0	737595392	local
12662	17	1229638907	1229679554	cdfprd	???	552193.0	32481.9411765	ProductionExe	Ana	111877.0	355901440	local
12663	1	1229638931	1229639709	cdfprd_ntp	???	608.0	608.0	<None>	???	0.0	0	<None>
12665	10	1229639931	1229675047	cdfprd	???	311782.0	31178.2	ProductionExe	Ana	63354.0	356253696	local
12666	14	1229641368	1229676405	cdfprd	???	390171.0	27869.3571429	ProductionExe	Ana	66810.0	353890304	local
12667	50	1229643267	1229646435	stager	???	94580.0	1891.6	AC++Dump	misc	70387.0	248434688	local
12671	5	1229647112	1229678556	cdfprd	???	119715.0	23943.0	ProductionExe	Ana	29253.0	351199232	local
12673	8	1229649520	1229670456	cdfprd	???	150544.0	18818.0	ProductionExe	Ana	33353.0	349937664	local
12674	50	1229650496	1229654070	stager	???	93917.0	1878.34	AC++Dump	misc	67532.0	245313536	local
12675	6	1229652173	1229674194	cdfprd	???	99736.0	16622.6666667	ProductionExe	Ana	28272.0	349995008	local
12676	46	1229652457	1229687506	jcfree	???	688732.0	14972.4347826	main.exe	???	416807.0	303476736	<None>
12678	50	1229657686	1229661137	stager	???	87346.0	1746.92	AC++Dump	misc	59869.0	249180160	local
12682	44	1229663213	1229696196	cdfprd	???	1070124.0	24321.0	ProductionExe	Ana	412012.0	405180416	local
12683	50	1229664874	1229668407	stager	???	105674.0	2113.48	AC++Dump	misc	74977.0	248479744	local
12684	2	1229665126	1229690350	cdfprd	???	40257.0	20128.5	ProductionExe	Ana	13046.0	341536768	local
12685	151	1229666770	1229697012	cdfprd	???	2733242.0	18100.9403974	ProductionExe	Ana	1018787.0	393322496	local
12688	50	1229672075	1229675556	stager	???	116110.0	2322.2	AC++Dump	misc	83385.0	248426496	local
12691	296	1229675760	1229685381	cdfprd	???	58315.0	197.010135135	ProductionExe	Ana	7983.0	390094848	local
12694	50	1229679296	1229687228	stager	???	98105.0	1962.1	AC++Dump	misc	67795.0	253632512	local
12699	18	1229680960	1229696833	cdfprd	???	145822.0	8101.22222222	ProductionExe	Ana	93838.0	383025152	local
12700	35	1229683339	1229695697	cdfprd	???	31274.0	893.542857143	ProductionExe	Ana	22205.0	362364928	local
12702	50	1229686473	1229689310	stager	???	88657.0	1773.14	AC++Dump	misc	65083.0	243961856	local
12711	50	1229693672	1229696545	stager	???	91853.0	1837.06	AC++Dump	misc	64987.0	245071872	local
