stcty,reg,div,stname,ctyname,time,popestimate,popest_male,popest_fem,under5_tot,under5_male,under5_fem,age513_tot,age513_male,age513_fem,age1417_tot,age1417_male,age1417_fem,age1824_tot,age1824_male,age1824_fem,age16plus_tot,age16plus_male,age16plus_fem,age18plus_tot,age18plus_male,age18plus_fem,age1544_tot,age1544_male,age1544_fem,age65plus_tot,age65plus_male,age65plus_fem,age85plus_tot,age85plus_male,age85plus_fem
24043,3,5,Maryland,Washington County,5,134672,68803,65869,8094,4211,3883,15653,8082,7571,7250,3723,3527,11871,6625,5246,107313,54644,52669,103675,52787,50888,58197,31757,26440,19011,7710,11301,2470,730,1740
24045,3,5,Maryland,Wicomico County,5,86084,41052,45032,5450,2729,2721,10504,5415,5089,4801,2477,2324,10735,5130,5605,67753,31665,36088,65329,30431,34898,37478,18111,19367,11052,4443,6609,1338,352,986
24047,3,5,Maryland,Worcester County,5,48768,23733,25035,2515,1248,1267,4955,2508,2447,2332,1213,1119,3444,1813,1631,40122,19368,20754,38966,18764,20202,17877,8993,8884,9944,4444,5500,931,286,645
24510,3,5,Maryland,Baltimore city,5,636479,296402,340077,42974,21738,21236,79596,40506,39090,34821,17497,17324,68966,32921,36045,496034,225121,270913,479088,216661,262427,280488,133997,146491,81461,30571,50890,10528,2965,7563
24001,3,5,Maryland,Allegany County,6,73668,36720,36948,3520,1849,1671,7218,3730,3488,3791,2017,1774,8791,4363,4428,61093,30173,30920,59139,29124,30015,31030,16643,14387,13143,5186,7957,1972,517,1455
24003,3,5,Maryland,Anne Arundel County,6,506620,252759,253861,34008,17590,16418,63039,32131,30908,28598,14628,13970,45506,25228,20278,395147,195680,199467,380975,188410,192565,220541,112944,107597,51708,22340,29368,5256,1707,3549
24005,3,5,Maryland,Baltimore County,6,777184,368938,408246,45803,23386,22417,90344,46059,44285,42917,21966,20951,71251,34994,36257,619187,288381,330806,598120,277527,320593,324563,157003,167560,112916,45712,67204,15201,4777,10424
24009,3,5,Maryland,Calvert County,6,84110,41489,42621,5073,2584,2489,11791,5988,5803,5798,3044,2754,7835,4032,3803,64299,31352,32947,61448,29873,31575,37364,18386,18978,7483,3151,4332,884,272,612
24011,3,5,Maryland,Caroline County,6,30861,15138,15723,1863,971,892,4011,2053,1958,1966,1024,942,2914,1566,1348,23977,11592,12385,23021,11090,11931,12927,6521,6406,4074,1721,2353,556,158,398
24013,3,5,Maryland,Carroll County,6,163207,80468,82739,9576,4813,4763,21906,11289,10617,10412,5384,5028,15453,8019,7434,126457,61634,64823,121313,58982,62331,70221,35171,35050,17731,7352,10379,2327,654,1673
24015,3,5,Maryland,Cecil County,6,92746,45894,46852,5895,2948,2947,12455,6365,6090,5837,3023,2814,8302,4247,4055,71356,34997,36359,68559,33558,35001,40358,19980,20378,9729,4311,5418,995,296,699
24017,3,5,Maryland,Charles County,6,133049,65144,67905,9035,4686,4349,18699,9506,9193,8762,4438,4324,12832,6544,6288,100922,48719,52203,96553,46514,50039,60756,29772,30984,10442,4446,5996,1131,310,821
24019,3,5,Maryland,Dorchester County,6,30612,14440,16172,1620,781,839,3456,1726,1730,1751,889,862,2477,1258,1219,24659,11481,13178,23785,11044,12741,11582,5663,5919,5302,2164,3138,709,211,498
24021,3,5,Maryland,Frederick County,6,213662,105235,108427,14547,7344,7203,28854,14840,14014,13124,6714,6410,19413,9672,9741,163592,79656,83936,157137,76337,80800,94616,47004,47612,20655,8593,12062,2471,777,1694
24023,3,5,Maryland,Garrett County,6,30049,14832,15217,1630,848,782,3622,1852,1770,1747,923,824,2855,1488,1367,23947,11680,12267,23050,11209,11841,12164,6159,6005,4612,2007,2605,571,203,368
24025,3,5,Maryland,Harford County,6,232175,113833,118342,15130,7701,7429,31825,16368,15457,14587,7462,7125,19964,10255,9709,177794,85933,91861,170633,82302,88331,98277,48346,49931,24564,10554,14010,2308,745,1563
24027,3,5,Maryland,Howard County,6,264265,129968,134297,18132,9188,8944,37337,19352,17985,16311,8341,7970,19820,10448,9372,200450,97188,103262,192485,93087,99398,114805,56584,58221,21085,9151,11934,2301,679,1622
24029,3,5,Maryland,Kent County,6,19680,9446,10234,856,460,396,1921,1000,921,1043,519,524,2509,1189,1320,16396,7751,8645,15860,7467,8393,7776,3779,3997,3811,1641,2170,568,199,369
24031,3,5,Maryland,Montgomery County,6,918881,441868,477013,64298,32739,31559,115293,58928,56365,51414,26245,25169,67373,35291,32082,712895,336702,376193,687876,323956,363920,378366,185149,193217,104950,43206,61744,14781,4698,10083
24033,3,5,Maryland,Prince George's County,6,838716,402547,436169,61461,31132,30329,113061,57947,55114,47590,24352,23238,85351,43921,41430,639845,300921,338924,616604,289116,327488,381107,185967,195140,68313,28535,39778,6608,1887,4721
24035,3,5,Maryland,Queen Anne's County,6,44108,21883,22225,2547,1270,1277,5487,2802,2685,2581,1363,1218,3572,1856,1716,34722,17106,17616,33493,16448,17045,17963,9034,8929,5573,2538,3035,623,220,403
24037,3,5,Maryland,St. Mary's County,6,92754,46555,46199,6413,3206,3207,12647,6433,6214,5744,2970,2774,9738,4945,4793,70726,35379,35347,67950,33946,34004,42226,21464,20762,8450,3815,4635,946,309,637
24039,3,5,Maryland,Somerset County,6,25447,13548,11899,1219,589,630,2287,1145,1142,1058,541,517,4349,2234,2115,21413,11550,9863,20883,11273,9610,12569,7343,5226,3445,1426,2019,447,134,313
24041,3,5,Maryland,Talbot County,6,34670,16563,18107,1733,923,810,3675,1839,1836,1788,932,856,2549,1332,1217,28359,13350,15009,27474,12869,14605,12067,6022,6045,7440,3168,4272,994,344,650
24043,3,5,Maryland,Washington County,6,136796,69877,66919,8081,4199,3882,15677,8076,7601,7370,3815,3555,12602,7018,5584,109367,55670,53697,105668,53787,51881,59255,32393,26862,19224,7821,11403,2551,767,1784
24045,3,5,Maryland,Wicomico County,6,87375,41691,45684,5527,2811,2716,10396,5308,5088,4873,2533,2340,10768,5173,5595,69025,32310,36715,66579,31039,35540,37908,18347,19561,11221,4493,6728,1443,376,1067
24047,3,5,Maryland,Worcester County,6,49604,24117,25487,2531,1255,1276,4951,2505,2446,2391,1241,1150,3694,1957,1737,40923,19749,21174,39731,19116,20615,18288,9206,9082,10257,4575,5682,1000,337,663
24510,3,5,Maryland,Baltimore city,6,628670,292690,335980,44009,22208,21801,77102,39303,37799,35078,17708,17370,67557,32460,35097,489610,222143,267467,472481,213471,259010,274919,131249,143670,78852,29497,49355,10852,3089,7763
