SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
050,10,001,Delaware,Kent County,4,8,10526,5109,5417,3924,4066,987,1106,32,36,121,140,1,3,44,66,3958,4116,1005,1136,53,70,136,161,1,5,3785,3937,971,1089,30,35,119,137,1,2,43,65,3818,3986,988,1118,51,69,134,158,1,4,139,129,16,17,2,1,2,3,0,1,1,1,140,130,17,18,2,1,2,3,0,1
050,10,001,Delaware,Kent County,4,9,10314,4958,5356,3913,4037,889,1108,34,33,78,116,2,2,42,60,3945,4082,907,1137,58,68,90,132,2,2,3794,3936,863,1084,31,31,78,115,2,2,41,58,3825,3979,880,1111,55,66,90,131,2,2,119,101,26,24,3,2,0,1,0,0,1,2,120,103,27,26,3,2,0,1,0,0
050,10,001,Delaware,Kent County,4,10,8791,4170,4621,3295,3494,763,930,33,28,45,122,0,1,34,46,3322,3528,776,951,55,57,52,134,0,2,3221,3425,747,914,32,27,43,122,0,1,34,46,3248,3459,760,935,54,56,50,134,0,2,74,69,16,16,1,1,2,0,0,0,0,0,74,69,16,16,1,1,2,0,0,0
050,10,001,Delaware,Kent County,4,11,8003,3916,4087,3082,3127,724,786,34,28,41,103,0,2,35,41,3111,3160,737,804,59,59,46,108,0,2,3019,3066,711,774,32,27,41,101,0,2,35,41,3048,3099,724,792,57,58,46,106,0,2,63,61,13,12,2,1,0,2,0,0,0,0,63,61,13,12,2,1,0,2,0,0
050,10,001,Delaware,Kent County,4,12,6246,3003,3243,2446,2566,474,557,18,19,35,75,1,2,29,24,2470,2585,485,567,37,36,40,79,1,2,2409,2513,469,552,18,19,35,74,1,2,29,24,2433,2532,480,562,37,36,40,78,1,2,37,53,5,5,0,0,0,1,0,0,0,0,37,53,5,5,0,0,0,1,0,0
050,10,001,Delaware,Kent County,4,13,5282,2479,2803,2000,2276,413,421,15,18,31,68,0,0,20,20,2015,2291,420,427,29,33,35,73,0,0,1953,2234,410,416,15,18,29,68,0,0,20,20,1968,2249,417,422,29,33,33,73,0,0,47,42,3,5,0,0,2,0,0,0,0,0,47,42,3,5,0,0,2,0,0,0
050,10,001,Delaware,Kent County,4,14,4615,2190,2425,1771,1937,357,407,22,15,27,48,0,1,13,17,1781,1948,360,413,32,26,30,54,0,1,1743,1913,351,404,21,15,27,47,0,0,13,17,1753,1924,354,410,31,26,30,53,0,0,28,24,6,3,1,0,0,1,0,1,0,0,28,24,6,3,1,0,0,1,0,1
050,10,001,Delaware,Kent County,4,15,4034,1817,2217,1548,1859,246,289,10,18,10,34,0,0,3,17,1551,1869,246,296,12,29,11,40,0,0,1526,1833,244,287,10,18,10,34,0,0,3,17,1529,1843,244,294,12,29,11,40,0,0,22,26,2,2,0,0,0,0,0,0,0,0,22,26,2,2,0,0,0,0,0,0
050,10,001,Delaware,Kent County,4,16,2995,1270,1725,1087,1483,170,219,6,6,3,15,0,0,4,2,1091,1485,170,219,9,8,4,15,0,0,1072,1464,169,217,6,6,3,15,0,0,4,2,1076,1466,169,217,9,8,4,15,0,0,15,19,1,2,0,0,0,0,0,0,0,0,15,19,1,2,0,0,0,0,0,0
050,10,001,Delaware,Kent County,4,17,2007,757,1250,648,1103,99,133,4,5,4,4,0,1,2,4,649,1106,100,134,6,9,4,4,0,1,643,1092,99,132,4,5,4,4,0,1,2,4,644,1095,100,133,6,9,4,4,0,1,5,11,0,1,0,0,0,0,0,0,0,0,5,11,0,1,0,0,0,0,0,0
050,10,001,Delaware,Kent County,4,18,1596,446,1150,364,994,75,141,3,5,2,2,0,0,2,8,366,1001,75,145,4,11,3,4,0,1,363,982,75,141,3,5,2,2,0,0,2,8,365,989,75,145,4,11,3,4,0,1,1,12,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0
050,10,001,Delaware,Kent County,5,0,131591,63516,68075,47646,50121,13357,14991,397,412,993,1360,27,28,1096,1163,48575,51096,14009,15691,739,821,1286,1658,45,41,45827,48391,13030,14623,366,378,974,1342,13,19,1064,1117,46727,49324,13652,15282,706,780,1264,1638,31,32,1819,1730,327,368,31,34,19,18,14,9,32,46,1848,1772,357,409,33,41,22,20,14,9
050,10,001,Delaware,Kent County,5,1,9391,4733,4658,3278,3132,1147,1185,14,22,74,87,1,1,219,231,3480,3345,1313,1358,37,48,124,141,4,4,3062,2929,1112,1147,13,20,74,87,0,0,213,221,3258,3132,1272,1310,36,46,124,141,3,3,216,203,35,38,1,2,0,0,1,1,6,10,222,213,41,48,1,2,0,0,1,1
050,10,001,Delaware,Kent County,5,2,9346,4767,4579,3305,3194,1181,1121,27,30,74,75,2,1,178,158,3464,3334,1307,1232,59,63,118,112,7,4,3114,3010,1149,1085,24,21,73,70,0,1,171,149,3267,3143,1269,1189,56,51,115,106,5,4,191,184,32,36,3,9,1,5,2,0,7,9,197,191,38,43,3,12,3,6,2,0
050,10,001,Delaware,Kent County,5,3,10142,5222,4920,3648,3477,1311,1223,32,27,86,72,0,1,145,120,3775,3582,1404,1303,68,57,125,102,2,1,3486,3307,1274,1179,27,23,83,72,0,1,139,115,3607,3407,1362,1254,62,53,122,102,2,1,162,170,37,44,5,4,3,0,0,0,6,5,168,175,42,49,6,4,3,0,0,0
050,10,001,Delaware,Kent County,5,4,9779,4908,4871,3293,3164,1410,1502,22,28,68,63,4,3,111,111,3389,3258,1478,1572,56,65,98,90,5,3,3141,3033,1373,1459,21,24,64,60,2,2,107,106,3234,3122,1437,1526,55,59,93,87,3,2,152,131,37,43,1,4,4,3,2,1,4,5,155,136,41,46,1,6,5,3,2,1
050,10,001,Delaware,Kent County,5,5,10234,4951,5283,3428,3435,1310,1631,29,32,72,80,10,5,102,100,3511,3516,1365,1693,61,66,108,108,15,6,3253,3283,1276,1576,26,30,71,79,5,3,100,95,3334,3360,1329,1633,58,64,107,106,10,4,175,152,34,55,3,2,1,1,5,2,2,5,177,156,36,60,3,2,1,2,5,2
050,10,001,Delaware,Kent County,5,6,8070,3872,4198,2896,2998,782,1000,29,27,111,110,2,1,52,62,2937,3049,807,1035,48,52,129,128,4,1,2719,2831,734,974,24,24,109,109,0,0,51,60,2759,2880,758,1007,43,49,127,127,2,0,177,167,48,26,5,3,2,1,2,1,1,2,178,169,49,28,5,3,2,1,2,1
050,10,001,Delaware,Kent County,5,7,8945,4336,4609,3270,3368,887,1030,37,29,89,123,1,2,52,57,3311,3413,912,1061,61,55,105,139,1,2,3110,3216,864,993,34,26,89,120,1,2,51,52,3150,3257,888,1020,58,50,105,136,1,2,160,152,23,37,3,3,0,3,0,0,1,5,161,156,24,41,3,5,0,3,0,0
050,10,001,Delaware,Kent County,5,8,10308,5001,5307,3800,3922,996,1138,27,29,129,150,2,4,47,64,3835,3971,1016,1168,49,58,146,173,2,6,3665,3797,982,1120,26,27,127,148,1,2,47,63,3700,3845,1002,1149,48,56,144,171,1,4,135,125,14,18,1,2,2,2,1,2,0,1,135,126,14,19,1,2,2,2,1,2
050,10,001,Delaware,Kent County,5,9,10418,5043,5375,3976,4055,910,1108,27,37,88,115,2,1,40,59,4006,4100,928,1136,45,70,102,132,2,2,3859,3944,887,1084,24,36,88,114,2,1,38,57,3887,3987,903,1110,42,69,102,131,2,2,117,111,23,24,3,1,0,1,0,0,2,2,119,113,25,26,3,1,0,1,0,0
050,10,001,Delaware,Kent County,5,10,9252,4399,4853,3478,3676,793,970,38,30,49,127,1,1,40,49,3508,3712,809,991,63,60,58,141,1,2,3384,3593,776,955,35,28,47,126,0,1,38,49,3413,3629,790,976,59,58,56,140,0,2,94,83,17,15,3,2,2,1,1,0,2,0,95,83,19,15,4,2,2,1,1,0
050,10,001,Delaware,Kent County,5,11,7817,3763,4054,2963,3049,703,817,28,28,36,114,0,2,33,44,2990,3082,716,836,50,59,41,122,0,3,2899,2994,691,805,26,27,36,113,0,2,32,44,2925,3027,703,824,48,58,41,121,0,3,64,55,12,12,2,1,0,1,0,0,1,0,65,55,13,12,2,1,0,1,0,0
050,10,001,Delaware,Kent County,5,12,6802,3305,3497,2688,2781,518,601,26,20,40,65,1,2,32,28,2713,2805,531,612,48,39,45,70,1,2,2642,2727,512,593,26,19,40,65,1,2,32,27,2667,2750,525,603,48,38,45,70,1,2,46,54,6,8,0,1,0,0,0,0,0,1,46,55,6,9,0,1,0,0,0,0
050,10,001,Delaware,Kent County,5,13,5399,2536,2863,2039,2320,436,429,14,21,28,68,0,1,19,24,2053,2338,443,438,27,37,32,74,0,1,1997,2281,433,425,14,21,25,68,0,0,19,23,2011,2298,440,433,27,37,29,74,0,0,42,39,3,4,0,0,3,0,0,1,0,1,42,40,3,5,0,0,3,0,0,1
050,10,001,Delaware,Kent County,5,14,4659,2196,2463,1785,1959,349,416,20,17,29,52,0,1,13,18,1794,1972,353,422,30,28,32,58,0,1,1746,1928,344,412,19,17,29,52,0,0,13,18,1755,1941,348,418,29,28,32,58,0,0,39,31,5,4,1,0,0,0,0,1,0,0,39,31,5,4,1,0,0,0,0,1
050,10,001,Delaware,Kent County,5,15,4142,1907,2235,1613,1850,265,315,13,15,8,36,0,0,8,19,1619,1863,267,322,19,29,10,41,0,0,1597,1823,264,313,13,15,7,36,0,0,8,19,1603,1836,266,320,19,29,9,41,0,0,16,27,1,2,0,0,1,0,0,0,0,0,16,27,1,2,0,0,1,0,0,0
050,10,001,Delaware,Kent County,5,16,3000,1278,1722,1087,1483,178,211,6,8,6,17,0,0,1,3,1088,1485,178,212,7,11,6,17,0,0,1061,1462,178,210,6,8,6,17,0,0,1,3,1062,1464,178,211,7,11,6,17,0,0,26,21,0,1,0,0,0,0,0,0,0,0,26,21,0,1,0,0,0,0,0,0
050,10,001,Delaware,Kent County,5,17,2136,793,1343,678,1172,105,150,4,6,4,5,1,2,1,8,679,1178,105,152,5,12,4,7,1,2,672,1161,105,149,4,6,4,5,1,2,1,8,673,1167,105,151,5,12,4,7,1,2,6,11,0,1,0,0,0,0,0,0,0,0,6,11,0,1,0,0,0,0,0,0
050,10,001,Delaware,Kent County,5,18,1751,506,1245,421,1086,76,144,4,6,2,1,0,0,3,8,423,1093,77,148,6,12,3,3,0,1,420,1072,76,144,4,6,2,1,0,0,3,8,422,1079,77,148,6,12,3,3,0,1,1,14,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0
050,10,001,Delaware,Kent County,6,0,134626,65040,69586,48686,51112,13746,15412,399,401,1028,1422,25,29,1156,1210,49678,52125,14443,16165,763,808,1321,1727,40,39,46727,49248,13414,15041,369,369,1008,1398,13,20,1119,1161,47684,50215,14078,15746,730,775,1298,1700,28,30,1959,1864,332,371,30,32,20,24,12,9,37,49,1994,1910,365,419,33,33,23,27,12,9
050,10,001,Delaware,Kent County,6,1,9535,4865,4670,3365,3146,1182,1174,17,20,68,90,0,0,233,240,3580,3367,1363,1357,38,42,119,146,2,1,3123,2919,1150,1141,17,19,68,90,0,0,225,227,3330,3127,1323,1311,38,41,119,146,2,1,242,227,32,33,0,1,0,0,0,0,8,13,250,240,40,46,0,1,0,0,0,0
050,10,001,Delaware,Kent County,6,2,9239,4711,4528,3268,3113,1155,1143,24,26,74,82,3,1,187,163,3437,3259,1287,1260,55,56,121,120,8,3,3062,2912,1124,1100,20,20,74,79,1,1,178,156,3223,3051,1249,1211,51,49,118,117,6,3,206,201,31,43,4,6,0,3,2,0,9,7,214,208,38,49,4,7,3,3,2,0
050,10,001,Delaware,Kent County,6,3,9993,5135,4858,3548,3418,1328,1212,29,32,85,70,0,2,145,124,3677,3526,1421,1296,64,62,123,101,3,2,3386,3246,1293,1169,25,25,83,68,0,1,138,118,3509,3349,1381,1247,57,55,121,98,3,1,162,172,35,43,4,7,2,2,0,1,7,6,168,177,40,49,7,7,2,3,0,1
050,10,001,Delaware,Kent County,6,4,10056,5051,5005,3399,3231,1443,1563,23,26,69,64,3,2,114,119,3498,3330,1515,1642,58,62,97,94,4,2,3235,3092,1402,1519,21,22,65,62,2,1,110,115,3330,3187,1470,1594,56,58,93,92,3,1,164,139,41,44,2,4,4,2,1,1,4,4,168,143,45,48,2,4,4,2,1,1
050,10,001,Delaware,Kent County,6,5,10671,5230,5441,3615,3529,1381,1685,33,33,84,83,9,4,108,107,3704,3615,1443,1753,67,65,119,115,12,7,3427,3361,1346,1635,30,31,81,80,4,3,105,101,3513,3443,1405,1697,64,63,116,110,7,6,188,168,35,50,3,2,3,3,5,1,3,6,191,172,38,56,3,2,3,5,5,1
050,10,001,Delaware,Kent County,6,6,8615,4142,4473,3099,3186,850,1068,28,25,104,121,4,4,57,69,3144,3242,881,1109,48,51,122,141,5,4,2907,3010,803,1041,25,23,102,120,1,2,55,66,2950,3063,832,1079,45,49,120,140,2,2,192,176,47,27,3,2,2,1,3,2,2,3,194,179,49,30,3,2,2,1,3,2
050,10,001,Delaware,Kent County,6,7,8929,4241,4688,3174,3418,878,1064,38,29,93,116,1,1,57,60,3218,3466,906,1098,65,55,109,133,1,1,3001,3244,848,1022,33,25,92,114,1,1,55,57,3043,3289,874,1053,60,51,108,131,1,1,173,174,30,42,5,4,1,2,0,0,2,3,175,177,32,45,5,4,1,2,0,0
050,10,001,Delaware,Kent County,6,8,10075,4915,5160,3712,3775,998,1119,26,34,130,165,1,5,48,62,3748,3822,1020,1148,48,65,147,185,1,7,3571,3631,986,1100,25,32,129,162,1,3,47,62,3606,3678,1007,1129,47,63,146,182,1,5,141,144,12,19,1,2,1,3,0,2,1,0,142,144,13,19,1,2,1,3,0,2
050,10,001,Delaware,Kent County,6,9,10761,5236,5525,4102,4162,963,1161,23,29,103,113,3,2,42,58,4135,4207,981,1189,44,60,117,130,3,2,3972,4064,943,1139,20,29,101,112,2,1,41,56,4004,4107,960,1165,41,60,115,129,2,1,130,98,20,22,3,0,2,1,1,1,1,2,131,100,21,24,3,0,2,1,1,1
050,10,001,Delaware,Kent County,6,10,9858,4668,5190,3678,3921,862,1028,36,33,52,149,0,1,40,58,3709,3964,878,1056,62,69,61,163,0,1,3581,3835,845,1011,34,31,50,148,0,1,40,55,3612,3875,861,1036,60,67,59,162,0,1,97,86,17,17,2,2,2,1,0,0,0,3,97,89,17,20,2,2,2,1,0,0
050,10,001,Delaware,Kent County,6,11,7883,3773,4110,2977,3095,687,843,28,25,44,102,0,2,37,43,3007,3127,702,863,54,54,50,110,0,3,2913,3031,673,831,28,24,44,100,0,2,37,42,2943,3062,688,850,54,53,50,108,0,3,64,64,14,12,0,1,0,2,0,0,0,1,64,65,14,13,0,1,0,2,0,0
050,10,001,Delaware,Kent County,6,12,7197,3494,3703,2825,2934,561,636,30,19,41,81,1,4,36,29,2856,2958,573,649,56,39,46,85,1,4,2770,2872,552,628,28,18,41,78,1,3,36,28,2801,2895,564,640,54,38,46,82,1,3,55,62,9,8,2,1,0,3,0,1,0,1,55,63,9,9,2,1,0,3,0,1
050,10,001,Delaware,Kent County,6,13,5638,2673,2965,2155,2399,447,463,12,19,35,61,0,0,24,23,2175,2417,455,472,28,35,40,66,0,0,2112,2362,443,459,12,19,32,61,0,0,24,23,2132,2380,451,468,28,35,37,66,0,0,43,37,4,4,0,0,3,0,0,0,0,0,43,37,4,4,0,0,3,0,0,0
050,10,001,Delaware,Kent County,6,14,4776,2266,2510,1845,2009,360,416,21,13,29,54,0,0,11,18,1853,2023,363,421,30,26,31,59,0,0,1801,1973,357,412,20,13,29,53,0,0,11,18,1809,1987,360,417,29,26,31,58,0,0,44,36,3,4,1,0,0,1,0,0,0,0,44,36,3,4,1,0,0,1,0,0
050,10,001,Delaware,Kent County,6,15,4311,1989,2322,1671,1922,285,315,17,20,7,45,0,0,9,20,1677,1935,288,323,25,34,8,51,0,0,1653,1893,283,313,17,20,7,45,0,0,9,20,1659,1906,286,321,25,34,8,51,0,0,18,29,2,2,0,0,0,0,0,0,0,0,18,29,2,2,0,0,0,0,0,0
050,10,001,Delaware,Kent County,6,16,3027,1301,1726,1108,1473,183,223,4,8,4,18,0,0,2,4,1110,1476,183,224,6,12,4,18,0,0,1079,1451,183,223,4,8,4,18,0,0,2,4,1081,1454,183,224,6,12,4,18,0,0,29,22,0,0,0,0,0,0,0,0,0,0,29,22,0,0,0,0,0,0,0,0
050,10,001,Delaware,Kent County,6,17,2216,800,1416,679,1241,112,161,5,4,2,6,0,1,2,3,681,1243,112,162,7,7,2,6,0,1,669,1230,112,160,5,4,2,6,0,1,2,3,671,1232,112,161,7,7,2,6,0,1,10,11,0,1,0,0,0,0,0,0,0,0,10,11,0,1,0,0,0,0,0,0
050,10,001,Delaware,Kent County,6,18,1846,550,1296,466,1140,71,138,5,6,4,2,0,0,4,10,469,1148,72,143,8,14,5,4,0,1,465,1122,71,138,5,6,4,2,0,0,4,10,468,1130,72,143,8,14,5,4,0,1,1,18,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0
050,10,001,Delaware,Kent County,7,0,139118,67222,71896,50243,52739,14243,15966,397,413,1083,1480,29,29,1227,1269,51296,53809,14991,16760,766,827,1400,1801,48,42,48163,50731,13900,15584,371,381,1061,1459,16,22,1189,1217,49181,51754,14613,16329,737,791,1375,1776,35,35,2080,2008,343,382,26,32,22,21,13,7,38,52,2115,2055,378,431,29,36,25,25,13,7
050,10,001,Delaware,Kent County,7,1,9849,5053,4796,3471,3167,1257,1263,13,19,70,96,0,0,242,251,3695,3398,1451,1459,29,35,121,156,0,1,3219,2933,1221,1227,13,18,68,95,0,0,233,237,3435,3152,1406,1409,29,34,118,153,0,1,252,234,36,36,0,1,2,1,0,0,9,14,260,246,45,50,0,1,3,3,0,0
050,10,001,Delaware,Kent County,7,2,9245,4697,4548,3275,3143,1134,1133,24,21,71,78,1,0,192,173,3449,3301,1272,1257,54,50,118,118,6,4,3053,2927,1102,1095,20,16,69,75,0,0,185,164,3220,3077,1234,1211,50,43,115,115,5,4,222,216,32,38,4,5,2,3,1,0,7,9,229,224,38,46,4,7,3,3,1,0
050,10,001,Delaware,Kent County,7,3,9943,5126,4817,3528,3366,1329,1212,27,31,88,76,0,3,154,129,3666,3480,1428,1298,61,62,130,108,4,3,3354,3193,1302,1167,24,23,87,75,0,2,150,123,3488,3301,1398,1248,57,53,129,107,4,2,174,173,27,45,3,8,1,1,0,1,4,6,178,179,30,50,4,9,1,1,0,1
050,10,001,Delaware,Kent County,7,4,10348,5185,5163,3479,3328,1482,1619,22,28,74,60,5,2,123,126,3586,3434,1559,1703,57,66,107,90,8,2,3308,3171,1437,1574,20,23,71,58,3,2,119,120,3411,3271,1510,1653,55,60,104,88,6,2,171,157,45,45,2,5,3,2,2,0,4,6,175,163,49,50,2,6,3,2,2,0
050,10,001,Delaware,Kent County,7,5,11072,5446,5626,3644,3592,1551,1784,37,37,81,95,11,6,122,112,3745,3682,1620,1853,75,73,122,129,16,8,3458,3422,1520,1739,34,35,77,92,5,3,118,107,3556,3509,1585,1803,72,71,117,124,10,5,186,170,31,45,3,2,4,3,6,3,4,5,189,173,35,50,3,2,5,5,6,3
050,10,001,Delaware,Kent County,7,6,9562,4592,4970,3530,3632,857,1127,25,25,110,111,5,2,65,73,3584,3693,891,1170,49,51,131,132,6,3,3329,3429,805,1092,22,22,110,109,1,1,63,70,3381,3487,837,1132,46,48,131,130,2,2,201,203,52,35,3,3,0,2,4,1,2,3,203,206,54,38,3,3,0,2,4,1
050,10,001,Delaware,Kent County,7,7,8982,4226,4756,3161,3487,870,1049,34,29,102,128,1,1,58,62,3206,3536,899,1086,61,57,119,143,1,1,2977,3283,836,1007,30,26,100,127,1,1,57,58,3021,3328,864,1040,57,54,117,142,1,1,184,204,34,42,4,3,2,1,0,0,1,4,185,208,35,46,4,3,2,1,0,0
050,10,001,Delaware,Kent County,7,8,10021,4901,5120,3672,3695,1005,1151,28,32,146,173,1,4,49,65,3709,3746,1027,1183,51,63,163,193,1,5,3514,3557,992,1130,26,30,145,170,1,3,49,64,3551,3607,1014,1161,49,61,162,190,1,4,158,138,13,21,2,2,1,3,0,1,0,1,158,139,13,22,2,2,1,3,0,1
050,10,001,Delaware,Kent County,7,9,11010,5389,5621,4209,4233,1008,1182,19,30,109,117,3,1,41,58,4241,4277,1025,1212,38,61,124,133,3,1,4073,4122,989,1164,17,29,108,117,3,1,40,56,4104,4164,1005,1192,36,60,123,133,3,1,136,111,19,18,2,1,1,0,0,0,1,2,137,113,20,20,2,1,1,0,0,0
050,10,001,Delaware,Kent County,7,10,10265,4910,5355,3847,4037,911,1080,44,32,61,150,0,0,47,56,3882,4078,931,1105,73,67,73,165,0,1,3735,3946,894,1059,42,30,59,148,0,0,46,55,3769,3986,913,1083,71,65,71,163,0,1,112,91,17,21,2,2,2,2,0,0,1,1,113,92,18,22,2,2,2,2,0,0
050,10,001,Delaware,Kent County,7,11,8242,3976,4266,3139,3206,732,876,26,29,41,107,0,3,38,45,3169,3240,748,898,51,59,48,116,0,3,3072,3139,716,862,26,29,40,105,0,3,37,44,3101,3172,731,883,51,59,47,114,0,3,67,67,16,14,0,0,1,2,0,0,1,1,68,68,17,15,0,0,1,2,0,0
050,10,001,Delaware,Kent County,7,12,7593,3620,3973,2920,3118,585,697,30,25,46,96,2,3,37,34,2949,3144,599,712,56,49,51,102,3,3,2859,3052,576,689,30,25,46,95,2,3,34,34,2886,3078,588,704,54,49,51,101,3,3,61,66,9,8,0,0,0,1,0,0,3,0,63,66,11,8,2,0,0,1,0,0
050,10,001,Delaware,Kent County,7,13,6048,2868,3180,2333,2569,459,506,16,17,36,64,0,0,24,24,2352,2588,468,516,31,34,41,69,0,0,2287,2522,455,501,16,17,33,64,0,0,23,24,2305,2541,463,511,31,34,38,69,0,0,46,47,4,5,0,0,3,0,0,0,1,0,47,47,5,5,0,0,3,0,0,0
050,10,001,Delaware,Kent County,7,14,4915,2288,2627,1874,2125,357,412,18,17,26,54,0,1,13,18,1884,2138,362,418,28,29,27,59,0,1,1831,2084,354,407,17,17,26,54,0,0,13,18,1841,2097,359,413,27,29,27,59,0,0,43,41,3,5,1,0,0,0,0,1,0,0,43,41,3,5,1,0,0,0,0,1
050,10,001,Delaware,Kent County,7,15,4496,2109,2387,1750,1966,319,342,18,15,10,45,0,0,12,19,1759,1979,323,349,28,26,11,52,0,1,1729,1936,316,340,18,15,10,45,0,0,12,19,1738,1949,320,347,28,26,11,52,0,1,21,30,3,2,0,0,0,0,0,0,0,0,21,30,3,2,0,0,0,0,0,0
050,10,001,Delaware,Kent County,7,16,3164,1389,1775,1183,1510,188,220,6,14,7,23,0,1,5,7,1187,1516,189,221,10,20,8,24,0,1,1151,1486,186,219,6,14,7,23,0,1,5,7,1155,1492,187,220,10,20,8,24,0,1,32,24,2,1,0,0,0,0,0,0,0,0,32,24,2,1,0,0,0,0,0,0
050,10,001,Delaware,Kent County,7,17,2399,858,1541,724,1353,125,171,5,5,2,4,0,2,2,6,726,1358,125,172,7,9,2,6,0,2,714,1336,125,170,5,5,2,4,0,2,2,6,716,1341,125,171,7,9,2,6,0,2,10,17,0,1,0,0,0,0,0,0,0,0,10,17,0,1,0,0,0,0,0,0
050,10,001,Delaware,Kent County,7,18,1964,589,1375,504,1212,74,142,5,7,3,3,0,0,3,11,507,1221,74,148,7,16,4,6,0,2,500,1193,74,142,5,7,3,3,0,0,3,11,503,1202,74,148,7,16,4,6,0,2,4,19,0,0,0,0,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,0
050,10,001,Delaware,Kent County,8,0,143968,69609,74359,51838,54217,14870,16758,417,438,1150,1540,35,41,1299,1365,52960,55374,15673,17626,791,862,1480,1880,57,53,49565,52033,14515,16365,389,400,1123,1517,20,22,1256,1304,50647,53133,15279,17176,759,821,1450,1852,42,34,2273,2184,355,393,28,38,27,23,15,19,43,61,2313,2241,394,450,32,41,30,28,15,19
050,10,001,Delaware,Kent County,8,1,10125,5171,4954,3563,3205,1275,1372,14,16,67,97,0,0,252,264,3797,3450,1480,1583,29,30,117,155,0,0,3303,2955,1230,1339,14,16,62,97,0,0,241,249,3526,3187,1424,1535,29,30,112,153,0,0,260,250,45,33,0,0,5,0,0,0,11,15,271,263,56,48,0,0,5,2,0,0
050,10,001,Delaware,Kent County,8,2,9403,4745,4658,3260,3149,1177,1212,23,24,75,87,3,1,207,185,3448,3317,1327,1348,53,51,126,131,8,3,3031,2936,1145,1172,20,19,73,84,1,1,198,176,3211,3096,1287,1300,50,45,122,127,6,3,229,213,32,40,3,5,2,3,2,0,9,9,237,221,40,48,3,6,4,4,2,0
050,10,001,Delaware,Kent County,8,3,9923,5123,4800,3519,3357,1332,1205,26,35,86,69,0,2,160,132,3664,3475,1441,1296,58,66,125,98,4,2,3324,3160,1305,1158,24,23,85,68,0,1,155,126,3464,3272,1409,1244,56,53,124,97,4,1,195,197,27,47,2,12,1,1,0,1,5,6,200,203,32,52,2,13,1,1,0,1
050,10,001,Delaware,Kent County,8,4,10566,5351,5215,3566,3330,1543,1655,27,28,75,67,5,2,135,133,3684,3442,1629,1744,65,65,109,101,7,2,3369,3155,1500,1612,25,23,72,65,3,2,128,128,3481,3262,1581,1696,60,60,106,99,5,2,197,175,43,43,2,5,3,2,2,0,7,5,203,180,48,48,5,5,3,2,2,0
050,10,001,Delaware,Kent County,8,5,11236,5604,5632,3693,3519,1632,1841,36,50,101,95,11,5,131,122,3802,3618,1707,1917,76,88,144,129,16,9,3476,3338,1597,1799,34,46,97,91,5,2,128,117,3583,3433,1669,1870,74,84,139,124,10,6,217,181,35,42,2,4,4,4,6,3,3,5,219,185,38,47,2,4,5,5,6,3
050,10,001,Delaware,Kent County,8,6,10711,5151,5560,3960,4125,961,1211,32,23,116,107,4,7,78,87,4025,4197,1002,1262,59,53,142,133,8,9,3749,3909,913,1172,29,20,111,102,1,1,76,80,3812,3974,952,1218,56,49,137,127,5,3,211,216,48,39,3,3,5,5,3,6,2,7,213,223,50,44,3,4,5,6,3,6
050,10,001,Delaware,Kent County,8,7,9169,4262,4907,3204,3505,855,1167,33,32,109,131,3,1,58,71,3251,3562,885,1209,58,62,125,149,3,1,3004,3279,819,1122,27,28,108,131,2,1,56,66,3049,3331,847,1159,52,58,124,149,2,1,200,226,36,45,6,4,1,0,1,0,2,5,202,231,38,50,6,4,1,0,1,0
