#callSign,cycle_number,julian_day,ocean,date,time,time_qc,latitude,longitude,position_qc,data_center,data_mode
1900149,006,2452675.019120,indian,2003-02-04,12:27:32,1,-43.812,83.645,1,AO,R
1900149,006,2452675.039525,indian,2003-02-04,12:56:55,1,-43.801,83.646,1,AO,R
1900149,006,2452675.089444,indian,2003-02-04,14:08:48,1,-43.784,83.666,1,AO,R
1900149,006,2452675.108877,indian,2003-02-04,14:36:47,1,-43.778,83.664,1,AO,R
1900149,006,2452675.138056,indian,2003-02-04,15:18:48,1,-43.759,83.667,1,AO,R
1900149,006,2452675.158148,indian,2003-02-04,15:47:44,1,-43.759,83.680,1,AO,R
1900149,006,2452675.160729,unknown,2003-02-04,15:51:27,1,99999.000,99999.000,9,AO,R
1900149,007,2452680.231296,unknown,2003-02-09,17:33:04,8,99999.000,99999.000,9,AO,R
1900149,007,2452685.301852,unknown,2003-02-14,19:14:40,1,99999.000,99999.000,9,AO,R
1900149,007,2452685.322917,indian,2003-02-14,19:45:00,1,-44.004,84.724,1,AO,R
1900149,007,2452685.369896,indian,2003-02-14,20:52:39,1,-44.014,84.726,1,AO,R
1900149,007,2452685.376389,indian,2003-02-14,21:02:00,1,-44.019,84.718,1,AO,R
1900149,007,2452685.446713,indian,2003-02-14,22:43:16,1,-44.040,84.723,1,AO,R
1900149,007,2452685.479120,indian,2003-02-14,23:29:56,1,-44.044,84.709,1,AO,R
1900149,007,2452685.489815,indian,2003-02-14,23:45:20,1,-44.047,84.709,1,AO,R
1900149,007,2452685.514433,indian,2003-02-15,00:20:47,1,-44.045,84.731,1,AO,R
1900149,007,2452685.548472,indian,2003-02-15,01:09:48,1,-44.065,84.705,1,AO,R
1900149,007,2452685.559167,indian,2003-02-15,01:25:12,1,-44.067,84.706,1,AO,R
1900149,007,2452685.592546,indian,2003-02-15,02:13:16,1,-44.070,84.701,1,AO,R
1900149,007,2452685.596111,indian,2003-02-15,02:18:24,1,-44.080,84.693,1,AO,R
1900149,007,2452685.661574,indian,2003-02-15,03:52:40,1,-44.099,84.682,1,AO,R
1900149,007,2452685.670000,unknown,2003-02-15,04:04:48,1,99999.000,99999.000,9,AO,R
1900149,008,2452690.770498,unknown,2003-02-20,06:29:31,8,99999.000,99999.000,9,AO,R
1900149,008,2452695.870995,unknown,2003-02-25,08:54:14,1,99999.000,99999.000,9,AO,R
1900149,008,2452695.926076,indian,2003-02-25,10:13:33,1,-45.182,83.985,1,AO,R
1900149,008,2452695.945197,indian,2003-02-25,10:41:05,1,-45.191,83.971,1,AO,R
1900149,008,2452695.974051,indian,2003-02-25,11:22:38,1,-45.200,83.986,1,AO,R
1900149,008,2452696.044688,indian,2003-02-25,13:04:21,1,-45.227,83.978,1,AO,R
1900149,008,2452696.045012,indian,2003-02-25,13:04:49,1,-45.227,83.979,1,AO,R
1900149,008,2452696.114039,indian,2003-02-25,14:44:13,1,-45.258,83.967,1,AO,R
1900149,008,2452696.114688,indian,2003-02-25,14:45:09,1,-45.258,83.967,1,AO,R
1900149,008,2452696.157141,indian,2003-02-25,15:46:17,1,-45.281,83.980,1,AO,R
1900149,008,2452696.183391,indian,2003-02-25,16:24:05,1,-45.294,83.960,1,AO,R
1900149,008,2452696.217743,indian,2003-02-25,17:13:33,1,-45.305,83.976,1,AO,R
1900149,008,2452696.226817,indian,2003-02-25,17:26:37,1,-45.311,83.963,1,AO,R
1900149,008,2452696.231354,unknown,2003-02-25,17:33:09,1,99999.000,99999.000,9,AO,R
1900149,009,2452701.322928,unknown,2003-03-02,19:45:01,8,99999.000,99999.000,9,AO,R
1900149,009,2452706.414502,unknown,2003-03-07,21:56:53,1,99999.000,99999.000,9,AO,R
1900149,009,2452706.427477,indian,2003-03-07,22:15:34,1,-47.466,81.610,1,AO,R
1900149,009,2452706.437199,indian,2003-03-07,22:29:34,1,-47.461,81.613,1,AO,R
1900149,009,2452706.495521,indian,2003-03-07,23:53:33,1,-47.464,81.614,1,AO,R
1900149,009,2452706.505903,indian,2003-03-08,00:08:30,1,-47.467,81.613,1,AO,R
1900149,009,2452706.510440,indian,2003-03-08,00:15:02,1,-47.460,81.608,1,AO,R
1900149,009,2452706.565197,indian,2003-03-08,01:33:53,1,-47.462,81.614,1,AO,R
1900149,009,2452706.575891,indian,2003-03-08,01:49:17,1,-47.463,81.609,1,AO,R
1900149,009,2452706.600532,indian,2003-03-08,02:24:46,1,-47.459,81.612,1,AO,R
1900149,009,2452706.615764,indian,2003-03-08,02:46:42,1,-47.459,81.612,1,AO,R
1900149,009,2452706.669560,indian,2003-03-08,04:04:10,1,-47.458,81.605,1,AO,R
1900149,009,2452706.684792,indian,2003-03-08,04:26:06,1,-47.456,81.602,1,AO,R
1900149,009,2452706.739560,indian,2003-03-08,05:44:58,1,-47.451,81.590,1,AO,R
1900149,009,2452706.754792,indian,2003-03-08,06:06:54,1,-47.449,81.584,1,AO,R
1900149,009,2452706.789144,indian,2003-03-08,06:56:22,1,-47.446,81.583,1,AO,R
1900149,009,2452706.791725,unknown,2003-03-08,07:00:05,1,99999.000,99999.000,9,AO,R
1900149,010,2452711.856933,unknown,2003-03-13,08:33:59,8,99999.000,99999.000,9,AO,R
1900149,010,2452716.922153,unknown,2003-03-18,10:07:54,1,99999.000,99999.000,9,AO,R
1900149,010,2452716.990532,indian,2003-03-18,11:46:22,1,-47.399,80.896,1,AO,R
1900149,010,2452717.000567,indian,2003-03-18,12:00:49,1,-47.392,80.908,1,AO,R
1900149,010,2452717.049826,indian,2003-03-18,13:11:45,1,-47.399,80.904,1,AO,R
1900149,010,2452717.070579,indian,2003-03-18,13:41:38,1,-47.396,80.912,1,AO,R
1900149,010,2452717.119178,indian,2003-03-18,14:51:37,1,-47.395,80.921,1,AO,R
1900149,010,2452717.140243,indian,2003-03-18,15:21:57,1,-47.391,80.932,1,AO,R
1900149,010,2452717.176227,indian,2003-03-18,16:13:46,1,-47.386,80.934,1,AO,R
1900149,010,2452717.225150,indian,2003-03-18,17:24:13,1,-47.375,80.945,1,AO,R
1900149,010,2452717.245579,indian,2003-03-18,17:53:38,1,-47.371,80.956,1,AO,R
1900149,010,2452717.261782,indian,2003-03-18,18:16:58,1,-47.365,80.967,1,AO,R
1900149,010,2452717.314282,indian,2003-03-18,19:32:34,1,-47.341,80.961,1,AO,R
1900149,010,2452717.336308,unknown,2003-03-18,20:04:17,1,99999.000,99999.000,9,AO,R
1900149,011,2452722.416458,unknown,2003-03-23,21:59:42,8,99999.000,99999.000,9,AO,R
1900149,011,2452727.496597,unknown,2003-03-28,23:55:06,1,99999.000,99999.000,9,AO,R
1900149,011,2452727.501146,indian,2003-03-29,00:01:39,1,-47.001,80.658,1,AO,R
1900149,011,2452727.570810,indian,2003-03-29,01:41:58,1,-46.983,80.682,1,AO,R
1900149,011,2452727.601609,indian,2003-03-29,02:26:19,1,-46.980,80.696,1,AO,R
1900149,011,2452727.634340,indian,2003-03-29,03:13:27,1,-46.968,80.729,1,AO,R
1900149,011,2452727.677118,indian,2003-03-29,04:15:03,1,-46.956,80.764,1,AO,R
1900149,011,2452727.704664,indian,2003-03-29,04:54:43,1,-46.939,80.764,1,AO,R
1900149,011,2452727.746794,indian,2003-03-29,05:55:23,1,-46.919,80.791,1,AO,R
1900149,011,2452727.835914,indian,2003-03-29,08:03:43,1,-46.880,80.835,1,AO,R
1900149,011,2452727.840127,unknown,2003-03-29,08:09:47,1,99999.000,99999.000,9,AO,R
1900149,012,2452732.931019,unknown,2003-04-03,10:20:40,8,99999.000,99999.000,9,AO,R
1900149,012,2452738.021921,unknown,2003-04-08,12:31:34,1,99999.000,99999.000,9,AO,R
1900149,012,2452738.026134,indian,2003-04-08,12:37:38,1,-46.106,82.318,1,AO,R
1900149,012,2452738.054340,indian,2003-04-08,13:18:15,1,-46.102,82.338,1,AO,R
1900149,012,2452738.096458,indian,2003-04-08,14:18:54,1,-46.103,82.365,1,AO,R
1900149,012,2452738.123356,indian,2003-04-08,14:57:38,1,-46.105,82.384,1,AO,R
1900149,012,2452738.165162,indian,2003-04-08,15:57:50,1,-46.102,82.396,1,AO,R
1900149,012,2452738.195637,indian,2003-04-08,16:41:43,1,-46.104,82.418,1,AO,R
1900149,012,2452738.233218,indian,2003-04-08,17:35:50,1,-46.103,82.427,1,AO,R
1900149,012,2452738.237755,indian,2003-04-08,17:42:22,1,-46.101,82.443,1,AO,R
1900149,012,2452738.264340,indian,2003-04-08,18:20:39,1,-46.108,82.446,1,AO,R
1900149,012,2452738.302581,indian,2003-04-08,19:15:43,1,-46.104,82.454,1,AO,R
1900149,012,2452738.307442,indian,2003-04-08,19:22:43,1,-46.102,82.468,1,AO,R
1900149,012,2452738.377766,indian,2003-04-08,21:03:59,1,-46.101,82.495,1,AO,R
1900149,012,2452738.387477,unknown,2003-04-08,21:17:58,1,99999.000,99999.000,9,AO,R
1900149,013,2452743.470301,unknown,2003-04-13,23:17:14,8,99999.000,99999.000,9,AO,R
1900149,013,2452748.553125,unknown,2003-04-19,01:16:30,1,99999.000,99999.000,9,AO,R
1900149,013,2452748.557326,indian,2003-04-19,01:22:33,1,-46.703,83.473,1,AO,R
1900149,013,2452748.575162,indian,2003-04-19,01:48:14,1,-46.707,83.466,1,AO,R
1900149,013,2452748.584560,indian,2003-04-19,02:01:46,1,-46.711,83.461,1,AO,R
1900149,013,2452748.615671,indian,2003-04-19,02:46:34,1,-46.720,83.468,1,AO,R
1900149,013,2452748.652616,indian,2003-04-19,03:39:46,1,-46.736,83.461,1,AO,R
1900149,013,2452748.684699,indian,2003-04-19,04:25:58,1,-46.747,83.470,1,AO,R
1900149,013,2452748.722616,indian,2003-04-19,05:20:34,1,-46.759,83.493,1,AO,R
1900149,013,2452748.754375,indian,2003-04-19,06:06:18,1,-46.769,83.499,1,AO,R
1900149,013,2452748.812049,indian,2003-04-19,07:29:21,1,-46.780,83.514,1,AO,R
1900149,013,2452748.935197,indian,2003-04-19,10:26:41,1,-46.800,83.534,1,AO,R
1900149,013,2452748.951736,indian,2003-04-19,10:50:30,1,-46.807,83.528,1,AO,R
1900149,013,2452748.955613,unknown,2003-04-19,10:56:05,1,99999.000,99999.000,9,AO,R
1900149,014,2452754.033102,unknown,2003-04-24,12:47:40,8,99999.000,99999.000,9,AO,R
1900149,014,2452759.110590,unknown,2003-04-29,14:39:15,1,99999.000,99999.000,9,AO,R
1900149,014,2452759.143981,indian,2003-04-29,15:27:20,1,-47.480,83.582,1,AO,R
1900149,014,2452759.213970,indian,2003-04-29,17:08:07,1,-47.474,83.588,1,AO,R
1900149,014,2452759.283009,indian,2003-04-29,18:47:32,1,-47.474,83.596,1,AO,R
1900149,014,2452759.283657,indian,2003-04-29,18:48:28,1,-47.474,83.601,1,AO,R
1900149,014,2452759.353333,indian,2003-04-29,20:28:48,1,-47.471,83.604,1,AO,R
1900149,014,2452759.377639,indian,2003-04-29,21:03:48,1,-47.470,83.599,1,AO,R
1900149,014,2452759.446979,indian,2003-04-29,22:43:39,1,-47.471,83.638,1,AO,R
1900149,014,2452759.461238,indian,2003-04-29,23:04:11,1,-47.474,83.635,1,AO,R
1900149,014,2452759.467083,indian,2003-04-29,23:12:36,1,-47.472,83.614,1,AO,R
1900149,014,2452759.469676,unknown,2003-04-29,23:16:20,1,99999.000,99999.000,9,AO,R
1900149,015,2452764.568044,unknown,2003-05-05,01:37:59,8,99999.000,99999.000,9,AO,R
1900149,015,2452769.666412,unknown,2003-05-10,03:59:38,1,99999.000,99999.000,9,AO,R
1900149,015,2452769.741609,indian,2003-05-10,05:47:55,1,-47.542,84.043,1,AO,R
1900149,015,2452769.762662,indian,2003-05-10,06:18:14,1,-47.543,84.050,1,AO,R
1900149,015,2452769.787303,indian,2003-05-10,06:53:43,1,-47.528,84.051,1,AO,R
1900149,015,2452769.857951,indian,2003-05-10,08:35:27,1,-47.523,84.054,1,AO,R
1900149,015,2452769.927616,indian,2003-05-10,10:15:46,1,-47.511,84.060,1,AO,R
1900149,015,2452770.018692,indian,2003-05-10,12:26:55,1,-47.502,84.056,1,AO,R
1900149,015,2452770.025486,indian,2003-05-10,12:36:42,1,-47.496,84.056,1,AO,R
1900149,015,2452770.029375,unknown,2003-05-10,12:42:18,1,99999.000,99999.000,9,AO,R
1900149,016,2452775.102500,unknown,2003-05-15,14:27:36,8,99999.000,99999.000,9,AO,R
1900149,016,2452780.175637,unknown,2003-05-20,16:12:55,1,99999.000,99999.000,9,AO,R
1900149,016,2452780.178542,indian,2003-05-20,16:17:06,1,-47.586,86.148,1,AO,R
1900149,016,2452780.216782,indian,2003-05-20,17:12:10,1,-47.592,86.166,1,AO,R
1900149,016,2452780.232674,indian,2003-05-20,17:35:03,1,-47.596,86.161,1,AO,R
1900149,016,2452780.247245,indian,2003-05-20,17:56:02,1,-47.602,86.148,1,AO,R
1900149,016,2452780.259896,indian,2003-05-20,18:14:15,1,-47.600,86.168,1,AO,R
1900149,016,2452780.285810,indian,2003-05-20,18:51:34,1,-47.609,86.175,1,AO,R
1900149,016,2452780.301053,indian,2003-05-20,19:13:31,1,-47.613,86.176,1,AO,R
1900149,016,2452780.316609,indian,2003-05-20,19:35:55,1,-47.619,86.174,1,AO,R
1900149,016,2452780.329248,indian,2003-05-20,19:54:07,1,-47.619,86.190,1,AO,R
1900149,016,2452780.371690,indian,2003-05-20,20:55:14,1,-47.633,86.198,1,AO,R
1900149,016,2452780.399572,indian,2003-05-20,21:35:23,1,-47.634,86.208,1,AO,R
1900149,016,2452780.417072,indian,2003-05-20,22:00:35,1,-47.636,86.213,1,AO,R
1900149,016,2452780.470532,indian,2003-05-20,23:17:34,1,-47.655,86.218,1,AO,R
1900149,016,2452780.486100,indian,2003-05-20,23:39:59,1,-47.661,86.217,1,AO,R
1900149,016,2452780.540208,indian,2003-05-21,00:57:54,1,-47.677,86.235,1,AO,R
1900149,016,2452780.555775,indian,2003-05-21,01:20:19,1,-47.682,86.236,1,AO,R
1900149,016,2452780.569387,indian,2003-05-21,01:39:55,1,-47.686,86.228,1,AO,R
1900149,016,2452780.589155,unknown,2003-05-21,02:08:23,1,99999.000,99999.000,9,AO,R
1900149,017,2452785.673785,unknown,2003-05-26,04:10:15,8,99999.000,99999.000,9,AO,R
1900149,017,2452790.758414,unknown,2003-05-31,06:12:07,1,99999.000,99999.000,9,AO,R
1900149,017,2452790.770081,indian,2003-05-31,06:28:55,1,-47.823,85.435,1,AO,R
1900149,017,2452790.833935,indian,2003-05-31,08:00:52,1,-47.832,85.455,1,AO,R
1900149,017,2452790.903600,indian,2003-05-31,09:41:11,1,-47.843,85.455,1,AO,R
1900149,017,2452790.972951,indian,2003-05-31,11:21:03,1,-47.867,85.471,1,AO,R
1900149,017,2452791.050417,indian,2003-05-31,13:12:36,1,-47.877,85.500,1,AO,R
1900149,017,2452791.092859,indian,2003-05-31,14:13:43,1,-47.885,85.515,1,AO,R
1900149,017,2452791.120405,indian,2003-05-31,14:53:23,1,-47.887,85.522,1,AO,R
1900149,017,2452791.130451,unknown,2003-05-31,15:07:51,1,99999.000,99999.000,9,AO,R
1900149,018,2452796.194896,unknown,2003-06-05,16:40:39,8,99999.000,99999.000,9,AO,R
1900149,018,2452801.259340,unknown,2003-06-10,18:13:27,1,99999.000,99999.000,9,AO,R
1900149,018,2452801.269062,indian,2003-06-10,18:27:27,1,-48.181,84.806,1,AO,R
1900149,018,2452801.305035,indian,2003-06-10,19:19:15,1,-48.182,84.798,1,AO,R
1900149,018,2452801.318958,indian,2003-06-10,19:39:18,1,-48.180,84.795,1,AO,R
1900149,018,2452801.323831,indian,2003-06-10,19:46:19,1,-48.183,84.791,1,AO,R
1900149,018,2452801.364329,indian,2003-06-10,20:44:38,1,-48.184,84.786,1,AO,R
1900149,018,2452801.375035,indian,2003-06-10,21:00:03,1,-48.186,84.782,1,AO,R
1900149,018,2452801.442431,indian,2003-06-10,22:37:06,1,-48.187,84.767,1,AO,R
1900149,018,2452801.475162,indian,2003-06-10,23:24:14,1,-48.189,84.763,1,AO,R
1900149,018,2452801.503044,indian,2003-06-11,00:04:23,1,-48.192,84.760,1,AO,R
1900149,018,2452801.511794,indian,2003-06-11,00:16:59,1,-48.192,84.749,1,AO,R
1900149,018,2452801.544850,indian,2003-06-11,01:04:35,1,-48.194,84.753,1,AO,R
1900149,018,2452801.581782,indian,2003-06-11,01:57:46,1,-48.194,84.742,1,AO,R
1900149,018,2452801.587951,indian,2003-06-11,02:06:39,1,-48.194,84.743,1,AO,R
1900149,018,2452801.594757,indian,2003-06-11,02:16:27,1,-48.193,84.743,1,AO,R
1900149,018,2452801.606100,indian,2003-06-11,02:32:47,1,-48.196,84.741,1,AO,R
1900149,018,2452801.614850,indian,2003-06-11,02:45:23,1,-48.191,84.732,1,AO,R
1900149,018,2452801.656644,indian,2003-06-11,03:45:34,1,-48.192,84.727,1,AO,R
1900149,018,2452801.663461,indian,2003-06-11,03:55:23,1,-48.194,84.725,1,AO,R
1900149,018,2452801.672211,unknown,2003-06-11,04:07:59,1,99999.000,99999.000,9,AO,R
1900149,019,2452806.738611,unknown,2003-06-16,05:43:36,8,99999.000,99999.000,9,AO,R
1900149,019,2452811.805012,unknown,2003-06-21,07:19:13,1,99999.000,99999.000,9,AO,R
1900149,019,2452811.808912,indian,2003-06-21,07:24:50,1,-48.908,82.739,1,AO,R
1900149,019,2452811.879225,indian,2003-06-21,09:06:05,1,-48.912,82.716,1,AO,R
1900149,019,2452811.949236,indian,2003-06-21,10:46:54,1,-48.912,82.694,1,AO,R
1900149,019,2452811.978727,indian,2003-06-21,11:29:22,1,-48.909,82.685,1,AO,R
1900149,019,2452812.005625,indian,2003-06-21,12:08:06,1,-48.898,82.674,1,AO,R
1900149,019,2452812.028299,indian,2003-06-21,12:40:45,1,-48.908,82.664,1,AO,R
1900149,019,2452812.050012,indian,2003-06-21,13:12:01,1,-48.909,82.655,1,AO,R
1900149,019,2452812.076262,indian,2003-06-21,13:49:49,1,-48.908,82.648,1,AO,R
1900149,019,2452812.098299,indian,2003-06-21,14:21:33,1,-48.907,82.636,1,AO,R
1900149,019,2452812.145289,indian,2003-06-21,15:29:13,1,-48.906,82.621,1,AO,R
1900149,019,2452812.146910,indian,2003-06-21,15:31:33,1,-48.908,82.628,1,AO,R
1900149,019,2452812.147234,indian,2003-06-21,15:32:01,1,-48.917,82.630,1,AO,R
1900149,019,2452812.167326,indian,2003-06-21,16:00:57,1,-48.904,82.609,1,AO,R
1900149,019,2452812.214005,unknown,2003-06-21,17:08:10,1,99999.000,99999.000,9,AO,R
1900149,020,2452817.280069,unknown,2003-06-26,18:43:18,8,99999.000,99999.000,9,AO,R
1900149,020,2452822.346146,unknown,2003-07-01,20:18:27,1,99999.000,99999.000,9,AO,R
1900149,020,2452822.351007,indian,2003-07-01,20:25:27,1,-48.922,81.918,1,AO,R
1900149,020,2452822.421343,indian,2003-07-01,22:06:44,1,-48.939,81.906,1,AO,R
1900149,020,2452822.422963,indian,2003-07-01,22:09:04,1,-48.933,81.918,1,AO,R
1900149,020,2452822.467998,indian,2003-07-01,23:13:55,1,-48.938,81.907,1,AO,R
1900149,020,2452822.480313,indian,2003-07-01,23:31:39,1,-48.939,81.907,1,AO,R
1900149,020,2452822.495220,indian,2003-07-01,23:53:07,1,-48.942,81.906,1,AO,R
1900149,020,2452822.549352,indian,2003-07-02,01:11:04,1,-48.957,81.909,1,AO,R
1900149,020,2452822.589201,indian,2003-07-02,02:08:27,1,-48.958,81.909,1,AO,R
1900149,020,2452822.601852,indian,2003-07-02,02:26:40,1,-48.964,81.903,1,AO,R
1900149,020,2452822.606065,indian,2003-07-02,02:32:44,1,-48.964,81.904,1,AO,R
1900149,020,2452822.608009,indian,2003-07-02,02:35:32,1,-48.962,81.906,1,AO,R
1900149,020,2452822.619352,indian,2003-07-02,02:51:52,1,-48.965,81.907,1,AO,R
