UTMX,UTMY,Line,Shot,Lon,Lat,YEAR,DOY:HR:MIN:SEC
689726,3090636,tx714_27a,4000,-97.07187500,27.92722222,1996,196:19:14:38
689730,3090763,tx714_27a,4500,-97.07181111,27.92837222,1996,196:19:15:40
689714,3090880,tx714_27a,5000,-97.07195000,27.92942500,1996,196:19:16:42
689661,3090975,tx714_27a,5500,-97.07247222,27.93029444,1996,196:19:17:44
689609,3091071,tx714_27a,6000,-97.07299167,27.93116667,1996,196:19:18:46
689556,3091167,tx714_27a,6500,-97.07351389,27.93203889,1996,196:19:19:49
689503,3091263,tx714_27a,7000,-97.07403333,27.93291111,1996,196:19:20:51
689497,3091352,tx714_27a,7500,-97.07408611,27.93371667,1996,196:19:21:53
689532,3091436,tx714_27a,8000,-97.07371389,27.93446667,1996,196:19:22:55
689567,3091519,tx714_27a,8500,-97.07334444,27.93521389,1996,196:19:23:57
689602,3091603,tx714_27a,9000,-97.07297222,27.93596111,1996,196:19:24:59
689638,3091686,tx714_27a,9500,-97.07260000,27.93670833,1996,196:19:26:02
689706,3091713,tx714_27a,10000,-97.07190000,27.93693889,1996,196:19:27:04
689789,3091715,tx714_27a,10500,-97.07106111,27.93695278,1996,196:19:28:06
689871,3091718,tx714_27a,11000,-97.07022222,27.93696667,1996,196:19:29:08
689954,3091721,tx714_27a,11500,-97.06938333,27.93698056,1996,196:19:30:10
690036,3091724,tx714_27a,12000,-97.06854444,27.93699722,1996,196:19:31:12
690103,3091752,tx714_27a,12500,-97.06786667,27.93723889,1996,196:19:32:15
690167,3091783,tx714_27a,13000,-97.06720833,27.93751111,1996,196:19:33:17
690231,3091815,tx714_27a,13500,-97.06655000,27.93778611,1996,196:19:34:19
690295,3091846,tx714_27a,14000,-97.06589444,27.93805833,1996,196:19:35:21
690353,3091882,tx714_27a,14500,-97.06530000,27.93837222,1996,196:19:36:23
690302,3091995,tx714_27a,15000,-97.06580000,27.93940278,1996,196:19:37:25
690251,3092108,tx714_27a,15500,-97.06630000,27.94043056,1996,196:19:38:28
690200,3092221,tx714_27a,16000,-97.06680000,27.94145833,1996,196:19:39:30
690149,3092334,tx714_27a,16500,-97.06730278,27.94248611,1996,196:19:40:32
690107,3092451,tx714_27a,17000,-97.06771111,27.94354722,1996,196:19:41:34
690095,3092581,tx714_27a,17500,-97.06781111,27.94471944,1996,196:19:42:36
690083,3092711,tx714_27a,18000,-97.06791111,27.94588889,1996,196:19:43:38
690071,3092840,tx714_27a,18500,-97.06800833,27.94706111,1996,196:19:44:41
690060,3092970,tx714_27a,19000,-97.06810833,27.94823056,1996,196:19:45:43
690053,3093048,tx714_27b,0,-97.06816667,27.94894167,1996,196:19:46:21
690065,3093160,tx714_27b,500,-97.06801944,27.94994722,1996,196:19:47:23
690078,3093272,tx714_27b,1000,-97.06787222,27.95095278,1996,196:19:48:25
690090,3093383,tx714_27b,1500,-97.06772778,27.95195833,1996,196:19:49:27
690103,3093495,tx714_27b,2000,-97.06758056,27.95296389,1996,196:19:50:29
690112,3093595,tx714_27b,2500,-97.06746944,27.95386389,1996,196:19:51:31
690106,3093638,tx714_27b,3000,-97.06753333,27.95425000,1996,196:19:52:33
690099,3093680,tx714_27b,3500,-97.06759444,27.95463611,1996,196:19:53:35
690092,3093723,tx714_27b,4000,-97.06765833,27.95502222,1996,196:19:54:37
690085,3093766,tx714_27b,4500,-97.06772222,27.95540833,1996,196:19:55:39
690088,3093840,tx714_27b,5000,-97.06767778,27.95607500,1996,196:19:56:41
690111,3093976,tx714_27b,5500,-97.06741944,27.95730278,1996,196:19:57:43
690135,3094112,tx714_27b,6000,-97.06715833,27.95852778,1996,196:19:58:45
690158,3094249,tx714_27b,6500,-97.06689722,27.95975556,1996,196:19:59:47
690182,3094385,tx714_27b,7000,-97.06663889,27.96098056,1996,196:20:00:49
690200,3094521,tx714_27b,7500,-97.06643333,27.96220556,1996,196:20:01:52
690212,3094657,tx714_27b,8000,-97.06628333,27.96343056,1996,196:20:02:54
690225,3094793,tx714_27b,8500,-97.06613333,27.96465556,1996,196:20:03:56
690238,3094929,tx714_27b,9000,-97.06598333,27.96588056,1996,196:20:04:58
690250,3095064,tx714_27b,9500,-97.06583611,27.96710278,1996,196:20:06:00
690258,3095200,tx714_27b,10000,-97.06573056,27.96832778,1996,196:20:07:02
690264,3095336,tx714_27b,10500,-97.06564722,27.96954722,1996,196:20:08:04
690270,3095471,tx714_27b,11000,-97.06556667,27.97076944,1996,196:20:09:06
690276,3095607,tx714_27b,11500,-97.06548333,27.97199167,1996,196:20:10:08
690282,3095742,tx714_27b,12000,-97.06540278,27.97321389,1996,196:20:11:10
690311,3095872,tx714_27b,12500,-97.06508611,27.97437778,1996,196:20:12:12
690345,3096000,tx714_27b,13000,-97.06472222,27.97552778,1996,196:20:13:14
690378,3096128,tx714_27b,13500,-97.06436111,27.97667778,1996,196:20:14:16
690412,3096256,tx714_27b,14000,-97.06399722,27.97782778,1996,196:20:15:18
690446,3096383,tx714_27b,14500,-97.06363333,27.97897500,1996,196:20:16:20
690468,3096513,tx714_27b,15000,-97.06338333,27.98013889,1996,196:20:17:23
690491,3096642,tx714_27b,15500,-97.06313333,27.98130000,1996,196:20:18:25
690513,3096771,tx714_27b,16000,-97.06288333,27.98246111,1996,196:20:19:27
690536,3096900,tx714_27b,16500,-97.06263333,27.98362222,1996,196:20:20:29
690559,3097028,tx714_27b,17000,-97.06238333,27.98476944,1996,196:20:21:31
690581,3097147,tx714_27b,17500,-97.06213611,27.98584444,1996,196:20:22:33
690603,3097267,tx714_27b,18000,-97.06188889,27.98691944,1996,196:20:23:35
690626,3097386,tx714_27b,18500,-97.06164167,27.98799444,1996,196:20:24:37
690648,3097506,tx714_27b,19000,-97.06139444,27.98906944,1996,196:20:25:39
690663,3097585,tx714_27c,0,-97.06122778,27.98978611,1996,196:20:26:21
690639,3097658,tx714_27c,500,-97.06146944,27.99044722,1996,196:20:27:23
690614,3097731,tx714_27c,1000,-97.06171111,27.99111111,1996,196:20:28:25
690589,3097804,tx714_27c,1500,-97.06195278,27.99177222,1996,196:20:29:27
690564,3097877,tx714_27c,2000,-97.06219444,27.99243611,1996,196:20:30:29
678425,3110970,tx715_28,0,-97.18359722,28.11224722,1996,197:14:30:45
678486,3111017,tx715_28,500,-97.18296389,28.11266389,1996,197:14:31:47
678547,3111064,tx715_28,1000,-97.18233333,28.11307778,1996,197:14:32:49
678609,3111111,tx715_28,1500,-97.18170000,28.11349444,1996,197:14:33:51
678671,3111157,tx715_28,2000,-97.18106667,28.11390833,1996,197:14:34:53
678737,3111208,tx715_28,2500,-97.18038611,28.11435833,1996,197:14:35:55
678829,3111279,tx715_28,3000,-97.17943889,28.11498611,1996,197:14:36:57
678921,3111350,tx715_28,3500,-97.17849167,28.11561667,1996,197:14:37:59
679013,3111422,tx715_28,4000,-97.17754167,28.11624722,1996,197:14:39:01
679105,3111493,tx715_28,4500,-97.17659444,28.11687500,1996,197:14:40:03
679200,3111560,tx715_28,5000,-97.17561667,28.11746667,1996,197:14:41:05
679302,3111617,tx715_28,5500,-97.17456944,28.11796944,1996,197:14:42:07
679404,3111674,tx715_28,6000,-97.17352222,28.11847222,1996,197:14:43:09
679506,3111731,tx715_28,6500,-97.17247500,28.11897500,1996,197:14:44:11
679608,3111789,tx715_28,7000,-97.17142778,28.11947778,1996,197:14:45:13
679709,3111852,tx715_28,7500,-97.17039722,28.12003611,1996,197:14:46:15
679807,3111921,tx715_28,8000,-97.16938611,28.12064722,1996,197:14:47:17
679905,3111991,tx715_28,8500,-97.16837500,28.12125833,1996,197:14:48:19
680003,3112060,tx715_28,9000,-97.16736667,28.12186944,1996,197:14:49:21
680101,3112129,tx715_28,9500,-97.16635556,28.12248056,1996,197:14:50:23
680204,3112203,tx715_28,10000,-97.16529722,28.12313333,1996,197:14:51:25
680309,3112279,tx715_28,10500,-97.16421944,28.12380556,1996,197:14:52:27
680414,3112355,tx715_28,11000,-97.16313889,28.12447778,1996,197:14:53:30
680519,3112431,tx715_28,11500,-97.16206111,28.12514722,1996,197:14:54:32
680624,3112507,tx715_28,12000,-97.16098333,28.12581944,1996,197:14:55:34
680718,3112601,tx715_28,12500,-97.16000556,28.12665278,1996,197:14:56:36
680811,3112698,tx715_28,13000,-97.15905000,28.12751944,1996,197:14:57:38
680903,3112796,tx715_28,13500,-97.15809722,28.12838611,1996,197:14:58:40
680995,3112893,tx715_28,14000,-97.15714167,28.12925278,1996,197:14:59:42
681087,3112991,tx715_28,14500,-97.15618889,28.13011944,1996,197:15:00:44
681189,3113071,tx715_28,15000,-97.15513889,28.13082778,1996,197:15:01:46
681291,3113150,tx715_28,15500,-97.15408889,28.13153333,1996,197:15:02:48
681393,3113230,tx715_28,16000,-97.15303889,28.13223889,1996,197:15:03:50
681495,3113310,tx715_28,16500,-97.15198889,28.13294444,1996,197:15:04:52
681598,3113388,tx715_28,17000,-97.15092778,28.13363889,1996,197:15:05:54
681708,3113461,tx715_28,17500,-97.14979722,28.13427500,1996,197:15:06:56
681818,3113532,tx715_28,18000,-97.14866944,28.13490833,1996,197:15:07:58
681928,3113605,tx715_28,18500,-97.14753889,28.13554444,1996,197:15:09:00
682038,3113677,tx715_28,19000,-97.14641111,28.13618056,1996,197:15:10:02
682147,3113748,tx715_28,19500,-97.14528611,28.13681111,1996,197:15:11:04
682256,3113820,tx715_28,20000,-97.14416944,28.13743889,1996,197:15:12:06
682364,3113891,tx715_28,20500,-97.14305556,28.13806667,1996,197:15:13:08
682473,3113962,tx715_28,21000,-97.14193889,28.13869167,1996,197:15:14:10
682581,3114033,tx715_28,21500,-97.14082500,28.13931944,1996,197:15:15:13
682692,3114102,tx715_28,22000,-97.13968333,28.13992222,1996,197:15:16:15
682806,3114167,tx715_28,22500,-97.13851111,28.14049722,1996,197:15:17:17
682920,3114232,tx715_28,23000,-97.13734167,28.14107222,1996,197:15:18:19
683034,3114298,tx715_28,23500,-97.13616944,28.14164722,1996,197:15:19:21
683148,3114363,tx715_28,24000,-97.13500000,28.14222222,1996,197:15:20:23
683617,3114063,tx715_29,500,-97.13027778,28.13944444,1996,197:15:26:45
683321,3113750,tx715_29,1000,-97.13333333,28.13666667,1996,197:15:31:45
682915,3113559,tx715_29,1500,-97.13750000,28.13500000,1996,197:15:35:45
682536,3113338,tx715_29,2000,-97.14138889,28.13305556,1996,197:15:39:45
682130,3113147,tx715_29,2500,-97.14555556,28.13138889,1996,197:15:43:45
681723,3112956,tx715_29,3000,-97.14972222,28.12972222,1996,197:15:47:45
681344,3112766,tx715_29,3500,-97.15361111,28.12805556,1996,197:15:51:45
680857,3112481,tx715_29,4000,-97.15861111,28.12555556,1996,197:15:56:45
680479,3112229,tx715_29,4500,-97.16250000,28.12333333,1996,197:16:00:45
680154,3112040,tx715_29,5000,-97.16583333,28.12166667,1996,197:16:04:08
679695,3111725,tx715_29,5500,-97.17055556,28.11888889,1996,197:16:09:08
679316,3111504,tx715_29,6000,-97.17444444,28.11694444,1996,197:16:13:08
678938,3111252,tx715_29,6500,-97.17833333,28.11472222,1996,197:16:17:08
678587,3110969,tx715_29,7000,-97.18194444,28.11222222,1996,197:16:21:08
678736,3110140,tx715_30,500,-97.18055556,28.10472222,1996,197:16:29:50
679011,3109990,tx715_30,1000,-97.17777778,28.10333333,1996,197:16:33:50
679390,3110242,tx715_30,1500,-97.17388889,28.10555556,1996,197:16:37:50
679769,3110433,tx715_30,2000,-97.17000000,28.10722222,1996,197:16:41:50
680176,3110624,tx715_30,2500,-97.16583333,28.10888889,1996,197:16:45:50
680691,3110847,tx715_30,3000,-97.16055556,28.11083333,1996,197:16:50:50
681096,3111099,tx715_30,3500,-97.15638889,28.11305556,1996,197:16:54:50
681421,3111289,tx715_30,4000,-97.15305556,28.11472222,1996,197:16:58:50
681773,3111479,tx715_30,4500,-97.14944444,28.11638889,1996,197:17:02:50
682179,3111701,tx715_30,5000,-97.14527778,28.11833333,1996,197:17:06:50
682558,3111922,tx715_30,5500,-97.14138889,28.12027778,1996,197:17:10:50
683073,3112146,tx715_30,6000,-97.13611111,28.12222222,1996,197:17:15:50
683452,3112367,tx715_30,6500,-97.13222222,28.12416667,1996,197:17:19:50
683885,3112589,tx715_30,7000,-97.12777778,28.12611111,1996,197:17:23:50
684231,3113179,tx715_31,500,-97.12416667,28.13138889,1996,197:17:31:50
684088,3113608,tx715_31,1000,-97.12555556,28.13527778,1996,197:17:35:50
683836,3114005,tx715_31,1500,-97.12805556,28.13888889,1996,197:17:39:50
683451,3114183,tx715_31,2000,-97.13194444,28.14055556,1996,197:17:43:50
683042,3114177,tx715_31,2500,-97.13611111,28.14055556,1996,197:17:47:50
682524,3114169,tx715_31,3000,-97.14138889,28.14055556,1996,197:17:52:50
682501,3113892,tx715_32,500,-97.14166667,28.13805556,1996,197:17:56:50
682671,3113463,tx715_32,1000,-97.14000000,28.13416667,1996,197:18:01:50
682785,3113126,tx715_32,1500,-97.13888889,28.13111111,1996,197:18:05:50
682926,3112821,tx715_32,2000,-97.13750000,28.12833333,1996,197:18:09:50
683041,3112484,tx715_32,2500,-97.13638889,28.12527778,1996,197:18:13:50
683209,3112178,tx715_32,3000,-97.13472222,28.12250000,1996,197:18:17:50
682832,3111865,tx715_33,500,-97.13861111,28.11972222,1996,197:18:23:50
682507,3111706,tx715_33,1000,-97.14194444,28.11833333,1996,197:18:27:50
682073,3111515,tx715_33,1500,-97.14638889,28.11666667,1996,197:18:32:50
681822,3111880,tx715_33,2000,-97.14888889,28.12000000,1996,197:18:36:50
681624,3112277,tx715_33,2500,-97.15083333,28.12361111,1996,197:18:40:50
681400,3112705,tx715_33,3000,-97.15305556,28.12750000,1996,197:18:44:50
681148,3113101,tx715_33,3500,-97.15555556,28.13111111,1996,197:18:48:50
680962,3112760,tx715_34,500,-97.15750000,28.12805556,1996,197:18:54:50
681049,3112453,tx715_34,1000,-97.15666667,28.12527778,1996,197:18:58:50
680945,3112113,tx715_34,1500,-97.15777778,28.12222222,1996,197:19:02:50
680950,3111775,tx715_34,2000,-97.15777778,28.11916667,1996,197:19:06:50
680901,3111404,tx715_34,2500,-97.15833333,28.11583333,1996,197:19:10:50
680906,3111066,tx715_34,3000,-97.15833333,28.11277778,1996,197:19:14:50
680631,3111185,tx715_35,500,-97.16111111,28.11388889,1996,197:19:23:50
680488,3111644,tx715_35,1000,-97.16250000,28.11805556,1996,197:19:27:50
680290,3112103,tx715_35,1500,-97.16444444,28.12222222,1996,197:19:31:50
680210,3111948,tx715_36,500,-97.16527778,28.12083333,1996,197:19:36:50
680135,3111516,tx715_36,1000,-97.16611111,28.11694444,1996,197:19:41:50
680058,3111207,tx715_36,1500,-97.16694444,28.11416667,1996,197:19:45:50
680008,3110898,tx715_36,2000,-97.16750000,28.11138889,1996,197:19:49:50
679985,3110590,tx715_36,2500,-97.16777778,28.10861111,1996,197:19:53:50
679935,3110251,tx715_36,3000,-97.16833333,28.10555556,1996,197:19:57:50
679659,3110462,tx715_37,500,-97.17111111,28.10750000,1996,197:20:04:50
679462,3110859,tx715_37,1000,-97.17305556,28.11111111,1996,197:20:08:50
679210,3111286,tx715_37,1500,-97.17555556,28.11500000,1996,197:20:12:50
679047,3111222,tx715_38,500,-97.17722222,28.11444444,1996,197:20:19:50
678997,3110914,tx715_38,1000,-97.17777778,28.11166667,1996,197:20:23:50
678946,3110667,tx715_38,1500,-97.17833333,28.10944444,1996,197:20:27:50
678923,3110420,tx715_38,2000,-97.17861111,28.10722222,1996,197:20:31:50
678872,3110173,tx715_38,2500,-97.17916667,28.10500000,1996,197:20:35:50
678822,3109834,tx715_38,3000,-97.17972222,28.10194444,1996,197:20:40:50
678799,3109556,tx715_38,3500,-97.18000000,28.09944444,1996,197:20:44:50
678749,3109278,tx715_38,4000,-97.18055556,28.09694444,1996,197:20:48:50
678698,3109031,tx715_38,4500,-97.18111111,28.09472222,1996,197:20:52:50
690893,3094756,tx716_39a,0,-97.05935556,27.96423056,1996,198:13:12:01
690979,3094721,tx716_39a,500,-97.05848056,27.96390000,1996,198:13:13:02
691066,3094686,tx716_39a,1000,-97.05760556,27.96356944,1996,198:13:14:04
691153,3094651,tx716_39a,1500,-97.05673056,27.96324167,1996,198:13:15:06
691240,3094616,tx716_39a,2000,-97.05585278,27.96291111,1996,198:13:16:08
691327,3094586,tx716_39a,2500,-97.05496667,27.96263333,1996,198:13:17:10
691418,3094578,tx716_39a,3000,-97.05404167,27.96255000,1996,198:13:18:12
691510,3094571,tx716_39a,3500,-97.05311389,27.96246667,1996,198:13:19:14
691601,3094563,tx716_39a,4000,-97.05218611,27.96238333,1996,198:13:20:16
691693,3094555,tx716_39a,4500,-97.05125833,27.96230000,1996,198:13:21:18
691740,3094523,tx716_39a,5000,-97.05078333,27.96200000,1996,198:13:22:20
691708,3094445,tx716_39a,5500,-97.05112222,27.96130833,1996,198:13:23:22
691675,3094368,tx716_39a,6000,-97.05146389,27.96061667,1996,198:13:24:24
691643,3094291,tx716_39a,6500,-97.05180556,27.95992222,1996,198:13:25:26
691611,3094214,tx716_39a,7000,-97.05214444,27.95923056,1996,198:13:26:28
691545,3094180,tx716_39a,7500,-97.05281667,27.95893889,1996,198:13:27:30
691447,3094190,tx716_39a,8000,-97.05381667,27.95903889,1996,198:13:28:32
691348,3094199,tx716_39a,8500,-97.05481667,27.95913889,1996,198:13:29:34
691250,3094209,tx716_39a,9000,-97.05581389,27.95923889,1996,198:13:30:36
691151,3094218,tx716_39a,9500,-97.05681389,27.95933889,1996,198:13:31:38
691051,3094225,tx716_39a,10000,-97.05783333,27.95941111,1996,198:13:32:40
690949,3094230,tx716_39a,10500,-97.05886389,27.95946944,1996,198:13:33:42
690848,3094234,tx716_39a,11000,-97.05989722,27.95952778,1996,198:13:34:44
690746,3094240,tx716_39a,11500,-97.06092778,27.95958889,1996,198:13:35:46
690645,3094244,tx716_39a,12000,-97.06195833,27.95964722,1996,198:13:36:48
690546,3094229,tx716_39a,12500,-97.06295833,27.95952500,1996,198:13:37:50
690449,3094210,tx716_39a,13000,-97.06395000,27.95936111,1996,198:13:38:52
690352,3094190,tx716_39a,13500,-97.06494167,27.95920000,1996,198:13:39:54
690255,3094170,tx716_39a,14000,-97.06593333,27.95903611,1996,198:13:40:56
690157,3094151,tx716_39a,14500,-97.06692778,27.95887222,1996,198:13:41:58
690121,3094089,tx716_39a,15000,-97.06730556,27.95831667,1996,198:13:43:00
690087,3094025,tx716_39a,15500,-97.06766389,27.95774722,1996,198:13:44:02
690052,3093961,tx716_39a,16000,-97.06802222,27.95717778,1996,198:13:45:04
690018,3093897,tx716_39a,16500,-97.06838056,27.95660556,1996,198:13:46:06
689987,3093830,tx716_39a,17000,-97.06870833,27.95600556,1996,198:13:47:08
689975,3093737,tx716_39a,17500,-97.06884167,27.95516667,1996,198:13:48:10
689964,3093644,tx716_39a,18000,-97.06897222,27.95433056,1996,198:13:49:12
689952,3093551,tx716_39a,18500,-97.06910278,27.95349444,1996,198:13:50:14
689941,3093459,tx716_39a,19000,-97.06923611,27.95265833,1996,198:13:51:16
689933,3093392,tx716_39b,0,-97.06932500,27.95206111,1996,198:13:52:01
690003,3093385,tx716_39b,500,-97.06861944,27.95198333,1996,198:13:53:02
690072,3093377,tx716_39b,1000,-97.06791389,27.95190278,1996,198:13:54:04
690142,3093369,tx716_39b,1500,-97.06720556,27.95182500,1996,198:13:55:06
690212,3093362,tx716_39b,2000,-97.06650000,27.95174444,1996,198:13:56:08
690287,3093356,tx716_39b,2500,-97.06573611,27.95168056,1996,198:13:57:10
690393,3093359,tx716_39b,3000,-97.06465833,27.95169722,1996,198:13:58:12
690499,3093362,tx716_39b,3500,-97.06358056,27.95171111,1996,198:13:59:14
690605,3093366,tx716_39b,4000,-97.06250278,27.95172778,1996,198:14:00:15
690711,3093369,tx716_39b,4500,-97.06142222,27.95174167,1996,198:14:01:17
690817,3093374,tx716_39b,5000,-97.06034444,27.95177222,1996,198:14:02:19
690923,3093382,tx716_39b,5500,-97.05926944,27.95183056,1996,198:14:03:21
691029,3093391,tx716_39b,6000,-97.05819444,27.95188889,1996,198:14:04:23
691135,3093399,tx716_39b,6500,-97.05711667,27.95194722,1996,198:14:05:25
691240,3093407,tx716_39b,7000,-97.05604167,27.95200278,1996,198:14:06:27
691695,3093168,tx716_40,0,-97.05146111,27.94978611,1996,198:14:14:01
691684,3093081,tx716_40,500,-97.05158333,27.94900278,1996,198:14:15:02
691674,3092994,tx716_40,1000,-97.05170556,27.94822222,1996,198:14:16:04
691663,3092907,tx716_40,1500,-97.05182778,27.94743889,1996,198:14:17:06
691652,3092820,tx716_40,2000,-97.05195000,27.94665556,1996,198:14:18:08
691635,3092743,tx716_40,2500,-97.05213889,27.94596111,1996,198:14:19:10
691574,3092728,tx716_40,3000,-97.05276389,27.94583333,1996,198:14:20:12
691513,3092713,tx716_40,3500,-97.05338611,27.94570278,1996,198:14:21:14
691452,3092697,tx716_40,4000,-97.05400833,27.94557500,1996,198:14:22:16
691391,3092682,tx716_40,4500,-97.05463056,27.94544444,1996,198:14:23:17
691319,3092686,tx716_40,5000,-97.05536111,27.94548611,1996,198:14:24:19
691219,3092735,tx716_40,5500,-97.05636111,27.94594444,1996,198:14:25:21
691120,3092784,tx716_40,6000,-97.05736111,27.94640278,1996,198:14:26:23
691021,3092833,tx716_40,6500,-97.05836111,27.94686111,1996,198:14:27:25
690922,3092882,tx716_40,7000,-97.05936111,27.94731944,1996,198:14:28:27
690822,3092918,tx716_40,7500,-97.06036944,27.94765278,1996,198:14:29:29
690722,3092936,tx716_40,8000,-97.06138611,27.94783333,1996,198:14:30:31
690621,3092954,tx716_40,8500,-97.06240556,27.94801111,1996,198:14:31:32
690521,3092973,tx716_40,9000,-97.06342222,27.94819167,1996,198:14:32:34
690420,3092991,tx716_40,9500,-97.06444167,27.94836944,1996,198:14:33:36
690325,3092983,tx716_40,10000,-97.06540556,27.94831667,1996,198:14:34:38
690234,3092959,tx716_40,10500,-97.06633333,27.94811111,1996,198:14:35:40
690143,3092935,tx716_40,11000,-97.06726111,27.94790278,1996,198:14:36:42
690053,3092910,tx716_40,11500,-97.06818889,27.94769444,1996,198:14:37:44
689962,3092886,tx716_40,12000,-97.06911667,27.94748889,1996,198:14:38:46
689830,3092678,tx716_41,0,-97.07048333,27.94562778,1996,198:14:42:01
689820,3092593,tx716_41,500,-97.07060000,27.94486944,1996,198:14:43:02
689810,3092509,tx716_41,1000,-97.07071389,27.94411111,1996,198:14:44:04
689800,3092425,tx716_41,1500,-97.07082778,27.94335000,1996,198:14:45:06
689790,3092340,tx716_41,2000,-97.07094444,27.94259167,1996,198:14:46:08
689794,3092266,tx716_41,2500,-97.07092222,27.94191944,1996,198:14:47:10
689881,3092252,tx716_41,3000,-97.07003611,27.94178333,1996,198:14:48:12
689969,3092239,tx716_41,3500,-97.06915000,27.94165000,1996,198:14:49:13
690056,3092225,tx716_41,4000,-97.06826389,27.94151389,1996,198:14:50:15
690143,3092212,tx716_41,4500,-97.06737778,27.94138056,1996,198:14:51:17
690237,3092204,tx716_41,5000,-97.06642500,27.94129444,1996,198:14:52:19
690346,3092209,tx716_41,5500,-97.06531944,27.94132500,1996,198:14:53:21
690455,3092214,tx716_41,6000,-97.06421389,27.94135833,1996,198:14:54:23
690564,3092220,tx716_41,6500,-97.06310833,27.94139167,1996,198:14:55:24
690672,3092225,tx716_41,7000,-97.06200278,27.94142222,1996,198:14:56:26
690783,3092231,tx716_41,7500,-97.06087778,27.94146111,1996,198:14:57:28
690896,3092238,tx716_41,8000,-97.05972778,27.94151111,1996,198:14:58:30
691009,3092245,tx716_41,8500,-97.05858056,27.94155833,1996,198:14:59:32
691122,3092252,tx716_41,9000,-97.05743056,27.94160556,1996,198:15:00:34
691235,3092259,tx716_41,9500,-97.05628056,27.94165278,1996,198:15:01:35
691349,3092266,tx716_41,10000,-97.05512222,27.94170000,1996,198:15:02:37
691463,3092273,tx716_41,10500,-97.05395833,27.94174444,1996,198:15:03:39
691578,3092280,tx716_41,11000,-97.05279444,27.94178889,1996,198:15:04:41
691692,3092287,tx716_41,11500,-97.05163333,27.94183333,1996,198:15:05:43
691806,3092293,tx716_41,12000,-97.05046944,27.94187500,1996,198:15:06:45
691838,3092124,tx716_42a,0,-97.05017778,27.94035000,1996,198:15:09:01
691831,3092033,tx716_42a,500,-97.05025833,27.93952500,1996,198:15:10:02
691825,3091941,tx716_42a,1000,-97.05033889,27.93869722,1996,198:15:11:04
691818,3091850,tx716_42a,1500,-97.05041944,27.93787222,1996,198:15:12:06
691811,3091758,tx716_42a,2000,-97.05051389,27.93704722,1996,198:15:13:08
691793,3091666,tx716_42a,2500,-97.05070556,27.93621944,1996,198:15:14:09
691776,3091574,tx716_42a,3000,-97.05089722,27.93539167,1996,198:15:15:11
691758,3091482,tx716_42a,3500,-97.05108889,27.93456389,1996,198:15:16:13
691741,3091390,tx716_42a,4000,-97.05128056,27.93373611,1996,198:15:17:15
691724,3091300,tx716_42a,4500,-97.05146389,27.93292500,1996,198:15:18:16
691709,3091215,tx716_42a,5000,-97.05163333,27.93216111,1996,198:15:19:18
691694,3091130,tx716_42a,5500,-97.05180278,27.93139444,1996,198:15:20:20
691679,3091045,tx716_42a,6000,-97.05196944,27.93063056,1996,198:15:21:22
691663,3090959,tx716_42a,6500,-97.05213889,27.92986389,1996,198:15:22:24
691611,3090921,tx716_42a,7000,-97.05267222,27.92952222,1996,198:15:23:25
691505,3090951,tx716_42a,7500,-97.05374444,27.92980833,1996,198:15:24:27
691399,3090980,tx716_42a,8000,-97.05481667,27.93009167,1996,198:15:25:29
691293,3091010,tx716_42a,8500,-97.05588889,27.93037500,1996,198:15:26:31
691187,3091040,tx716_42a,9000,-97.05696111,27.93066111,1996,198:15:27:32
691081,3091055,tx716_42a,9500,-97.05803611,27.93081111,1996,198:15:28:34
690975,3091058,tx716_42a,10000,-97.05911389,27.93085000,1996,198:15:29:36
690869,3091061,tx716_42a,10500,-97.06019167,27.93089167,1996,198:15:30:38
690763,3091063,tx716_42a,11000,-97.06126667,27.93093056,1996,198:15:31:40
690657,3091066,tx716_42a,11500,-97.06234444,27.93097222,1996,198:15:32:41
690548,3091067,tx716_42a,12000,-97.06344722,27.93099722,1996,198:15:33:43
690438,3091068,tx716_42a,12500,-97.06456389,27.93101944,1996,198:15:34:45
690329,3091068,tx716_42a,13000,-97.06567778,27.93103889,1996,198:15:35:47
690219,3091069,tx716_42a,13500,-97.06679444,27.93105833,1996,198:15:36:48
690109,3091070,tx716_42a,14000,-97.06791111,27.93108056,1996,198:15:37:50
689999,3091085,tx716_42a,14500,-97.06902500,27.93123611,1996,198:15:38:52
689889,3091104,tx716_42a,15000,-97.07013611,27.93142222,1996,198:15:39:54
689779,3091123,tx716_42a,15500,-97.07125000,27.93160556,1996,198:15:40:55
689669,3091142,tx716_42a,16000,-97.07236389,27.93179167,1996,198:15:41:57
689560,3091160,tx716_42a,16500,-97.07347778,27.93197778,1996,198:15:42:59
689501,3091132,tx716_42a,17000,-97.07408056,27.93172778,1996,198:15:44:01
689443,3091102,tx716_42a,17500,-97.07466944,27.93146389,1996,198:15:45:03
689386,3091071,tx716_42a,18000,-97.07525833,27.93120000,1996,198:15:46:04
689328,3091042,tx716_42a,18500,-97.07584722,27.93093889,1996,198:15:47:06
689278,3091015,tx716_42b,0,-97.07636389,27.93070556,1996,198:15:48:01
689292,3090973,tx716_42b,500,-97.07622778,27.93032778,1996,198:15:49:02
689306,3090931,tx716_42b,1000,-97.07609444,27.92994722,1996,198:15:50:04
689320,3090889,tx716_42b,1500,-97.07595833,27.92956667,1996,198:15:51:06
689333,3090848,tx716_42b,2000,-97.07582500,27.92918889,1996,198:15:52:08
