2005 Colorado River interpolated elevation		
easting (m)	northing (m)	elev (ft)
623588.251	4273815.688	3945.563099
623590.251	4273815.688	3945.891183
623592.251	4273815.688	3946.101156
623594.251	4273815.688	3946.43252
623596.251	4273815.688	3946.363623
623598.251	4273815.688	3946.189738
623600.251	4273815.688	3945.92071
623602.251	4273815.688	3945.68449
623604.251	4273815.688	3945.559818
623606.251	4273815.688	3945.658243
623608.251	4273815.688	3945.576223
623610.251	4273815.688	3945.641839
623612.251	4273815.688	3945.48764
623614.251	4273815.688	3945.438428
623616.251	4273815.688	3945.379373
623618.251	4273815.688	3945.156276
623620.251	4273815.688	3945.29079
623622.251	4273815.688	3945.310475
623624.251	4273815.688	3945.248139
623626.251	4273815.688	3945.139872
623628.251	4273815.688	3945.17268
623630.251	4273815.688	3945.231735
623632.251	4273815.688	3945.300633
623634.251	4273815.688	3945.29079
623636.251	4273815.688	3945.120187
623638.251	4273815.688	3945.143153
623640.251	4273815.688	3945.310475
623642.251	4273815.688	3945.425304
623644.251	4273815.688	3945.356407
623646.251	4273815.688	3945.435147
623648.251	4273815.688	3945.415462
623650.251	4273815.688	3945.277667
623652.251	4273815.688	3945.008638
623654.251	4273815.688	3944.903652
623656.251	4273815.688	3944.916775
623658.251	4273815.688	3944.959426
623660.251	4273815.688	3944.943022
623662.251	4273815.688	3945.038166
623664.251	4273815.688	3945.018481
623666.251	4273815.688	3944.903652
623668.251	4273815.688	3944.785542
623670.251	4273815.688	3944.710083
623672.251	4273815.688	3944.834754
623674.251	4273815.688	3945.041447
623676.251	4273815.688	3945.110344
623678.251	4273815.688	3945.143153
623680.251	4273815.688	3945.310475
623682.251	4273815.688	3945.467955
623684.251	4273815.688	3945.654963
623686.251	4273815.688	3945.654963
623688.251	4273815.688	3945.687771
623690.251	4273815.688	3945.792758
623692.251	4273815.688	3945.68449
623694.251	4273815.688	3945.727141
623696.251	4273815.688	3945.969923
623698.251	4273815.688	3945.917429
623700.251	4273815.688	3945.943676
623702.251	4273815.688	3945.759949
623704.251	4273815.688	3945.815723
623706.251	4273815.688	3946.058505
623708.251	4273815.688	3946.425958
623710.251	4273815.688	3946.540788
623712.251	4273815.688	3946.176615
623714.251	4273815.688	3945.743545
623716.251	4273815.688	3945.494202
623718.251	4273815.688	3945.405619
623720.251	4273815.688	3945.359688
623722.251	4273815.688	3945.277667
623724.251	4273815.688	3944.903652
623726.251	4273815.688	3944.683836
623728.251	4273815.688	3944.598534
623730.251	4273815.688	3944.529637
623732.251	4273815.688	3945.56638
623734.251	4273815.688	3945.864936
623736.251	4273815.688	3945.796038
623738.251	4273815.688	3945.221893
623740.251	4273815.688	3945.005358
623742.251	4273815.688	3944.6215
623744.251	4273815.688	3944.257328
623746.251	4273815.688	3943.765203
623748.251	4273815.688	3943.601161
623750.251	4273815.688	3943.315728
623752.251	4273815.688	3943.417434
623754.251	4273815.688	3942.96796
623756.251	4273815.688	3942.997488
623758.251	4273815.688	3942.869535
623760.251	4273815.688	3942.908905
623762.251	4273815.688	3942.879378
623764.251	4273815.688	3943.069666
623766.251	4273815.688	3942.383972
623768.251	4273815.688	3942.18056
623770.251	4273815.688	3942.229773
623772.251	4273815.688	3942.118224
623774.251	4273815.688	3942.075573
623776.251	4273815.688	3942.108382
623778.251	4273815.688	3941.911532
623780.251	4273815.688	3941.685154
623782.251	4273815.688	3941.714682
623784.251	4273815.688	3942.14119
623786.251	4273815.688	3942.190403
623788.251	4273815.688	3942.429903
623790.251	4273815.688	3942.603788
623792.251	4273815.688	3942.807199
623794.251	4273815.688	3942.787514
623796.251	4273815.688	3942.767829
623798.251	4273815.688	3942.820323
623800.251	4273815.688	3942.777672
623802.251	4273815.688	3942.826884
623804.251	4273815.688	3942.88922
623806.251	4273815.688	3942.761268
623808.251	4273815.688	3942.774391
623810.251	4273815.688	3942.902343
623812.251	4273815.688	3943.033577
623814.251	4273815.688	3943.236988
623816.251	4273815.688	3943.948929
623818.251	4273815.688	3944.165464
623820.251	4273815.688	3944.519794
623822.251	4273815.688	3944.063758
623824.251	4273815.688	3943.896436
623826.251	4273815.688	3943.840662
623828.251	4273815.688	3944.050635
623830.251	4273815.688	3944.247485
623832.251	4273815.688	3944.375438
623834.251	4273815.688	3944.339348
623836.251	4273815.688	3944.178588
623838.251	4273815.688	3943.827538
623840.251	4273815.688	3943.47977
623842.251	4273815.688	3943.309167
623844.251	4273815.688	3943.611003
623846.251	4273815.688	3943.824258
623848.251	4273815.688	3943.981738
623850.251	4273815.688	3944.30654
623852.251	4273815.688	3944.457458
623854.251	4273815.688	3944.201553
623856.251	4273815.688	3943.67662
623858.251	4273815.688	3943.315728
623860.251	4273815.688	3943.368222
623862.251	4273815.688	3943.591318
623864.251	4273815.688	3943.75536
623866.251	4273815.688	3943.837381
623868.251	4273815.688	3943.893155
623870.251	4273815.688	3943.929244
623872.251	4273815.688	3944.103128
623874.251	4273815.688	3944.293417
623876.251	4273815.688	3944.142498
623878.251	4273815.688	3944.080163
623880.251	4273815.688	3944.080163
623882.251	4273815.688	3944.221238
623884.251	4273815.688	3943.939087
623886.251	4273815.688	3943.837381
623888.251	4273815.688	3944.224519
623890.251	4273815.688	3944.421369
623892.251	4273815.688	3944.194992
623894.251	4273815.688	3944.391842
623896.251	4273815.688	3944.414808
623898.251	4273815.688	3944.473863
623900.251	4273815.688	3944.628062
623902.251	4273815.688	3944.785542
623904.251	4273815.688	3944.677274
623906.251	4273815.688	3944.811788
623908.251	4273815.688	3944.962707
623910.251	4273815.688	3944.939741
623912.251	4273815.688	3945.044728
623914.251	4273815.688	3945.067693
623916.251	4273815.688	3945.070974
623918.251	4273815.688	3944.998796
623920.251	4273815.688	3944.883967
623922.251	4273815.688	3944.952864
623924.251	4273815.688	3945.110344
623926.251	4273815.688	3944.998796
623928.251	4273815.688	3945.297352
623930.251	4273815.688	3945.441708
623932.251	4273815.688	3945.454832
623934.251	4273815.688	3945.474517
623936.251	4273815.688	3945.477798
623938.251	4273815.688	3945.454832
623940.251	4273815.688	3945.198927
623942.251	4273815.688	3945.057851
623944.251	4273815.688	3945.530291
623946.251	4273815.688	3945.992888
623948.251	4273815.688	3946.189738
623950.251	4273815.688	3946.163492
623952.251	4273815.688	3945.897744
623954.251	4273815.688	3945.809162
623956.251	4273815.688	3945.845251
623958.251	4273815.688	3945.904306
623960.251	4273815.688	3946.084752
623962.251	4273815.688	3946.094594
623964.251	4273815.688	3945.76323
623966.251	4273815.688	3945.8026
623968.251	4273815.688	3945.799319
623970.251	4273815.688	3945.72386
623972.251	4273815.688	3945.681209
623974.251	4273815.688	3945.878059
623976.251	4273815.688	3945.861655
623978.251	4273815.688	3946.028978
623980.251	4273815.688	3946.127403
623982.251	4273815.688	3946.252074
623984.251	4273815.688	3946.245513
623986.251	4273815.688	3946.261917
623988.251	4273815.688	3946.343938
623990.251	4273815.688	3946.366903
623992.251	4273815.688	3946.386588
623994.251	4273815.688	3946.557192
623996.251	4273815.688	3946.465328
623998.251	4273815.688	3946.547349
624000.251	4273815.688	3946.468609
624002.251	4273815.688	3946.445643
624004.251	4273815.688	3946.560473
624006.251	4273815.688	3946.672021
624008.251	4273815.688	3946.819658
624010.251	4273815.688	3946.964015
624012.251	4273815.688	3946.911522
624014.251	4273815.688	3946.898398
624016.251	4273815.688	3946.980419
624018.251	4273815.688	3946.918083
624020.251	4273815.688	3947.055878
624022.251	4273815.688	3947.091968
624024.251	4273815.688	3947.091968
624026.251	4273815.688	3947.029632
624028.251	4273815.688	3947.000104
624030.251	4273815.688	3947.157584
624032.251	4273815.688	3947.177269
624034.251	4273815.688	3947.046036
624036.251	4273815.688	3947.055878
624038.251	4273815.688	3947.311784
624040.251	4273815.688	3947.374119
624042.251	4273815.688	3947.944984
624044.251	4273815.688	3948.099184
624046.251	4273815.688	3947.817032
624048.251	4273815.688	3947.374119
624050.251	4273815.688	3947.308503
624052.251	4273815.688	3947.072283
624054.251	4273815.688	3946.872152
624056.251	4273815.688	3946.62937
624058.251	4273815.688	3946.376746
624060.251	4273815.688	3946.51126
624062.251	4273815.688	3946.399712
624064.251	4273815.688	3946.386588
624066.251	4273815.688	3946.366903
624068.251	4273815.688	3946.462048
624070.251	4273815.688	3946.448924
624072.251	4273815.688	3946.612966
624074.251	4273815.688	3946.540788
624076.251	4273815.688	3946.829501
624078.251	4273815.688	3947.095249
624080.251	4273815.688	3947.091968
624082.251	4273815.688	3947.301941
624084.251	4273815.688	3947.213359
624086.251	4273815.688	3947.105091
624088.251	4273815.688	3946.996823
624090.251	4273815.688	3947.836717
624092.251	4273815.688	3947.229763
624094.251	4273815.688	3946.855748
624096.251	4273815.688	3946.836063
624098.251	4273815.688	3946.921364
624100.251	4273815.688	3947.397085
624102.251	4273815.688	3947.082125
624104.251	4273815.688	3947.095249
624106.251	4273815.688	3946.740918
624108.251	4273815.688	3946.941049
624110.251	4273815.688	3946.773727
624112.251	4273815.688	3946.665459
624114.251	4273815.688	3946.809816
624116.251	4273815.688	3946.773727
624118.251	4273815.688	3946.596562
624120.251	4273815.688	3946.540788
624122.251	4273815.688	3946.553911
624124.251	4273815.688	3946.94433
624126.251	4273815.688	3947.137899
624128.251	4273815.688	3947.154304
624130.251	4273815.688	3946.832782
624132.251	4273815.688	3946.419397
624134.251	4273815.688	3946.147088
624136.251	4273815.688	3946.396431
624138.251	4273815.688	3946.494856
624140.251	4273815.688	3946.366903
624142.251	4273815.688	3946.186458
624144.251	4273815.688	3946.068348
624146.251	4273815.688	3946.504698
624148.251	4273815.688	3946.209423
624150.251	4273815.688	3946.104437
624152.251	4273815.688	3946.160211
624154.251	4273815.688	3946.485013
624156.251	4273815.688	3946.094594
624158.251	4273815.688	3946.59
624160.251	4273815.688	3946.809816
624162.251	4273815.688	3946.957453
624164.251	4273815.688	3947.164146
624166.251	4273815.688	3947.242886
624168.251	4273815.688	3947.193674
624170.251	4273815.688	3946.819658
624172.251	4273815.688	3946.193019
624174.251	4273815.688	3946.058505
624176.251	4273815.688	3946.517822
624178.251	4273815.688	3946.544068
624180.251	4273815.688	3946.268478
624182.251	4273815.688	3945.819004
624184.251	4273815.688	3945.878059
624186.251	4273815.688	3946.028978
624188.251	4273815.688	3946.150368
624190.251	4273815.688	3946.553911
623564.251	4273813.688	3946.540788
623566.251	4273813.688	3946.284883
623568.251	4273813.688	3945.838689
623570.251	4273813.688	3945.828847
623572.251	4273813.688	3945.92071
623574.251	4273813.688	3946.222547
623576.251	4273813.688	3946.425958
623578.251	4273813.688	3946.435801
623580.251	4273813.688	3946.402993
623582.251	4273813.688	3946.009293
623584.251	4273813.688	3945.887902
623586.251	4273813.688	3945.717298
623588.251	4273813.688	3945.878059
623590.251	4273813.688	3946.088033
623592.251	4273813.688	3946.143807
623594.251	4273813.688	3946.383308
623596.251	4273813.688	3946.35378
623598.251	4273813.688	3946.366903
623600.251	4273813.688	3946.133964
623602.251	4273813.688	3945.983046
623604.251	4273813.688	3945.779634
623606.251	4273813.688	3945.569661
623608.251	4273813.688	3945.704175
623610.251	4273813.688	3945.592627
623612.251	4273813.688	3945.513887
623614.251	4273813.688	3945.513887
623616.251	4273813.688	3945.451551
623618.251	4273813.688	3945.235016
623620.251	4273813.688	3945.336722
623622.251	4273813.688	3945.405619
623624.251	4273813.688	3945.441708
623626.251	4273813.688	3945.238297
623628.251	4273813.688	3945.215331
623630.251	4273813.688	3945.241578
623632.251	4273813.688	3945.287509
623634.251	4273813.688	3945.235016
623636.251	4273813.688	3945.146433
623638.251	4273813.688	3945.175961
623640.251	4273813.688	3945.340003
623642.251	4273813.688	3945.540133
623644.251	4273813.688	3945.458113
623646.251	4273813.688	3945.454832
623648.251	4273813.688	3945.385934
623650.251	4273813.688	3945.044728
623652.251	4273813.688	3944.906933
623654.251	4273813.688	3944.841316
623656.251	4273813.688	3944.946303
623658.251	4273813.688	3945.048008
623660.251	4273813.688	3945.025043
623662.251	4273813.688	3945.061132
623664.251	4273813.688	3944.916775
623666.251	4273813.688	3945.002077
623668.251	4273813.688	3944.946303
623670.251	4273813.688	3944.913494
623672.251	4273813.688	3945.113625
623674.251	4273813.688	3945.313756
623676.251	4273813.688	3945.235016
623678.251	4273813.688	3945.297352
623680.251	4273813.688	3945.510606
623682.251	4273813.688	3945.625435
623684.251	4273813.688	3945.845251
623686.251	4273813.688	3945.861655
623688.251	4273813.688	3945.910868
623690.251	4273813.688	3945.989608
623692.251	4273813.688	3945.953518
623694.251	4273813.688	3946.094594
623696.251	4273813.688	3946.124122
623698.251	4273813.688	3946.035539
623700.251	4273813.688	3945.907587
623702.251	4273813.688	3945.917429
623704.251	4273813.688	3946.130683
623706.251	4273813.688	3946.065067
623708.251	4273813.688	3946.189738
623710.251	4273813.688	3946.514541
623712.251	4273813.688	3946.307848
623714.251	4273813.688	3945.848532
623716.251	4273813.688	3945.517168
623718.251	4273813.688	3945.533572
623720.251	4273813.688	3945.336722
623722.251	4273813.688	3945.084098
623724.251	4273813.688	3944.726487
623726.251	4273813.688	3944.66087
623728.251	4273813.688	3944.565726
623730.251	4273813.688	3944.680555
623732.251	4273813.688	3945.317037
623734.251	4273813.688	3945.887902
623736.251	4273813.688	3945.874778
623738.251	4273813.688	3945.340003
623740.251	4273813.688	3944.959426
623742.251	4273813.688	3944.680555
623744.251	4273813.688	3944.194992
623746.251	4273813.688	3943.742237
623748.251	4273813.688	3943.663497
623750.251	4273813.688	3943.430558
623752.251	4273813.688	3943.702867
623754.251	4273813.688	3943.08607
623756.251	4273813.688	3942.817042
623758.251	4273813.688	3942.843288
623760.251	4273813.688	3942.836727
623762.251	4273813.688	3942.912186
623764.251	4273813.688	3942.918748
623766.251	4273813.688	3942.443027
623768.251	4273813.688	3942.233053
623770.251	4273813.688	3942.183841
623772.251	4273813.688	3942.055888
623774.251	4273813.688	3942.144471
623776.251	4273813.688	3942.098539
623778.251	4273813.688	3942.009957
623780.251	4273813.688	3941.694997
623782.251	4273813.688	3941.783579
623784.251	4273813.688	3941.885285
623786.251	4273813.688	3942.134628
623788.251	4273813.688	3942.351163
623790.251	4273813.688	3942.502082
623792.251	4273813.688	3942.590664
623794.251	4273813.688	3942.757987
623796.251	4273813.688	3942.646438
623798.251	4273813.688	3942.528328
623800.251	4273813.688	3942.41678
623802.251	4273813.688	3942.449588
623804.251	4273813.688	3942.679247
623806.251	4273813.688	3942.61363
623808.251	4273813.688	3942.436465
623810.251	4273813.688	3942.423342
623812.251	4273813.688	3942.551294
623814.251	4273813.688	3942.554575
623816.251	4273813.688	3943.017173
623818.251	4273813.688	3943.971895
623820.251	4273813.688	3944.539479
623822.251	4273813.688	3944.342629
623824.251	4273813.688	3944.076882
623826.251	4273813.688	3944.142498
623828.251	4273813.688	3944.231081
623830.251	4273813.688	3944.381999
623832.251	4273813.688	3944.483705
623834.251	4273813.688	3944.46402
623836.251	4273813.688	3944.175307
623838.251	4273813.688	3943.945648
623840.251	4273813.688	3943.446962
623842.251	4273813.688	3943.394468
623844.251	4273813.688	3943.496174
623846.251	4273813.688	3943.735675
623848.251	4273813.688	3943.899717
623850.251	4273813.688	3944.083443
623852.251	4273813.688	3944.290136
623854.251	4273813.688	3944.090005
623856.251	4273813.688	3943.571633
623858.251	4273813.688	3943.273078
623860.251	4273813.688	3943.28292
623862.251	4273813.688	3943.686463
623864.251	4273813.688	3943.896436
623866.251	4273813.688	3943.886593
623868.251	4273813.688	3943.79473
623870.251	4273813.688	3943.771764
623872.251	4273813.688	3944.021108
623874.251	4273813.688	3944.231081
623876.251	4273813.688	3944.155622
623878.251	4273813.688	3944.099848
623880.251	4273813.688	3944.135937
623882.251	4273813.688	3944.103128
623884.251	4273813.688	3944.10969
623886.251	4273813.688	3944.001423
623888.251	4273813.688	3944.053916
623890.251	4273813.688	3944.457458
623892.251	4273813.688	3944.483705
623894.251	4273813.688	3944.381999
623896.251	4273813.688	3944.506671
623898.251	4273813.688	3944.38528
623900.251	4273813.688	3944.427931
623902.251	4273813.688	3944.716644
623904.251	4273813.688	3944.788823
623906.251	4273813.688	3944.883967
623908.251	4273813.688	3944.929898
623910.251	4273813.688	3945.130029
623912.251	4273813.688	3945.084098
623914.251	4273813.688	3945.182523
623916.251	4273813.688	3945.254701
623918.251	4273813.688	3945.477798
623920.251	4273813.688	3945.320318
623922.251	4273813.688	3945.077536
623924.251	4273813.688	3945.05457
623926.251	4273813.688	3945.313756
623928.251	4273813.688	3945.356407
623930.251	4273813.688	3945.326879
623932.251	4273813.688	3945.425304
623934.251	4273813.688	3945.635278
623936.251	4273813.688	3945.484359
623938.251	4273813.688	3945.29079
623940.251	4273813.688	3945.33016
623942.251	4273813.688	3945.169399
623944.251	4273813.688	3945.838689
623946.251	4273813.688	3946.068348
623948.251	4273813.688	3946.281602
623950.251	4273813.688	3946.209423
623952.251	4273813.688	3946.035539
623954.251	4273813.688	3945.989608
623956.251	4273813.688	3945.96008
623958.251	4273813.688	3946.015854
623960.251	4273813.688	3946.360342
623962.251	4273813.688	3946.452205
623964.251	4273813.688	3945.992888
623966.251	4273813.688	3946.028978
623968.251	4273813.688	3945.914148
623970.251	4273813.688	3945.835408
623972.251	4273813.688	3946.055224
623974.251	4273813.688	3946.032258
623976.251	4273813.688	3946.032258
623978.251	4273813.688	3946.091313
623980.251	4273813.688	3946.327533
623982.251	4273813.688	3946.439082
623984.251	4273813.688	3946.681863
623986.251	4273813.688	3946.599843
623988.251	4273813.688	3946.642493
623990.251	4273813.688	3946.606404
623992.251	4273813.688	3946.616247
623994.251	4273813.688	3946.675302
623996.251	4273813.688	3946.612966
623998.251	4273813.688	3946.530945
624000.251	4273813.688	3946.573596
624002.251	4273813.688	3946.547349
624004.251	4273813.688	3946.763884
624006.251	4273813.688	3946.790131
624008.251	4273813.688	3947.019789
624010.251	4273813.688	3947.108372
624012.251	4273813.688	3947.055878
624014.251	4273813.688	3947.167427
624016.251	4273813.688	3947.173989
624018.251	4273813.688	3947.088687
624020.251	4273813.688	3947.223201
624022.251	4273813.688	3947.223201
624024.251	4273813.688	3947.265852
624026.251	4273813.688	3947.328188
624028.251	4273813.688	3947.21992
624030.251	4273813.688	3947.334749
624032.251	4273813.688	3947.426613
624034.251	4273813.688	3947.246167
624036.251	4273813.688	3947.469264
624038.251	4273813.688	3947.649709
624040.251	4273813.688	3947.836717
624042.251	4273813.688	3948.227136
624044.251	4273813.688	3948.302595
624046.251	4273813.688	3948.131992
624048.251	4273813.688	3947.639867
624050.251	4273813.688	3947.557846
624052.251	4273813.688	3947.311784
624054.251	4273813.688	3947.085406
624056.251	4273813.688	3946.767165
624058.251	4273813.688	3946.816378
624060.251	4273813.688	3946.727795
624062.251	4273813.688	3946.645774
624064.251	4273813.688	3946.612966
624066.251	4273813.688	3946.839343
624068.251	4273813.688	3946.757323
624070.251	4273813.688	3946.675302
624072.251	4273813.688	3946.757323
624074.251	4273813.688	3946.908241
624076.251	4273813.688	3947.013228
624078.251	4273813.688	3947.242886
624080.251	4273813.688	3947.397085
624082.251	4273813.688	3947.383962
624084.251	4273813.688	3947.170708
624086.251	4273813.688	3947.311784
624088.251	4273813.688	3947.488949
624090.251	4273813.688	3947.754696
624092.251	4273813.688	3947.160865
624094.251	4273813.688	3947.029632
624096.251	4273813.688	3946.849186
624098.251	4273813.688	3946.918083
624100.251	4273813.688	3947.347873
624102.251	4273813.688	3947.009947
624104.251	4273813.688	3946.62937
624106.251	4273813.688	3946.468609
624108.251	4273813.688	3946.947611
624110.251	4273813.688	3947.131338
624112.251	4273813.688	3947.036193
624114.251	4273813.688	3946.82622
624116.251	4273813.688	3946.822939
624118.251	4273813.688	3946.780288
624120.251	4273813.688	3946.731076
624122.251	4273813.688	3947.006666
624124.251	4273813.688	3947.246167
624126.251	4273813.688	3947.21992
624128.251	4273813.688	3947.167427
624130.251	4273813.688	3946.996823
624132.251	4273813.688	3946.652336
624134.251	4273813.688	3946.409554
624136.251	4273813.688	3946.448924
624138.251	4273813.688	3946.547349
624140.251	4273813.688	3946.635932
624142.251	4273813.688	3946.465328
624144.251	4273813.688	3946.491575
624146.251	4273813.688	3946.612966
624148.251	4273813.688	3946.363623
624150.251	4273813.688	3946.215985
624152.251	4273813.688	3946.252074
624154.251	4273813.688	3946.734357
624156.251	4273813.688	3946.921364
624158.251	4273813.688	3947.14118
624160.251	4273813.688	3947.275694
624162.251	4273813.688	3947.472544
624164.251	4273813.688	3947.544723
624166.251	4273813.688	3947.708764
624168.251	4273813.688	3947.469264
624170.251	4273813.688	3947.295379
624172.251	4273813.688	3946.813097
624174.251	4273813.688	3946.557192
624176.251	4273813.688	3947.000104
624178.251	4273813.688	3947.029632
624180.251	4273813.688	3946.557192
624182.251	4273813.688	3946.478452
624184.251	4273813.688	3946.104437
624186.251	4273813.688	3945.989608
624188.251	4273813.688	3946.298006
624190.251	4273813.688	3946.567034
623564.251	4273811.688	3946.724514
623566.251	4273811.688	3946.642493
623568.251	4273811.688	3946.268478
623570.251	4273811.688	3946.176615
623572.251	4273811.688	3946.143807
623574.251	4273811.688	3946.442363
623576.251	4273811.688	3946.606404
623578.251	4273811.688	3946.662178
623580.251	4273811.688	3946.547349
623582.251	4273811.688	3946.150368
623584.251	4273811.688	3946.042101
623586.251	4273811.688	3946.140526
623588.251	4273811.688	3946.186458
623590.251	4273811.688	3946.206143
623592.251	4273811.688	3946.091313
623594.251	4273811.688	3946.363623
623596.251	4273811.688	3946.478452
623598.251	4273811.688	3946.373465
623600.251	4273811.688	3946.399712
623602.251	4273811.688	3946.337376
623604.251	4273811.688	3945.992888
623606.251	4273811.688	3945.838689
623608.251	4273811.688	3945.740264
623610.251	4273811.688	3945.661524
623612.251	4273811.688	3945.592627
623614.251	4273811.688	3945.559818
623616.251	4273811.688	3945.530291
623618.251	4273811.688	3945.435147
623620.251	4273811.688	3945.294071
623622.251	4273811.688	3945.402338
623624.251	4273811.688	3945.56638
623626.251	4273811.688	3945.205488
623628.251	4273811.688	3945.13331
623630.251	4273811.688	3945.297352
623632.251	4273811.688	3945.353126
623634.251	4273811.688	3945.244858
623636.251	4273811.688	3945.067693
623638.251	4273811.688	3945.156276
623640.251	4273811.688	3945.349845
623642.251	4273811.688	3945.540133
623644.251	4273811.688	3945.589346
623646.251	4273811.688	3945.451551
623648.251	4273811.688	3945.130029
623650.251	4273811.688	3944.864282
623652.251	4273811.688	3944.733048
623654.251	4273811.688	3945.021762
623656.251	4273811.688	3945.061132
623658.251	4273811.688	3945.09394
623660.251	4273811.688	3944.985673
623662.251	4273811.688	3944.89709
623664.251	4273811.688	3944.93646
623666.251	4273811.688	3945.084098
623668.251	4273811.688	3945.169399
623670.251	4273811.688	3945.294071
623672.251	4273811.688	3945.435147
623674.251	4273811.688	3945.464674
623676.251	4273811.688	3945.668086
623678.251	4273811.688	3945.68449
623680.251	4273811.688	3945.789477
623682.251	4273811.688	3946.002731
623684.251	4273811.688	3946.025697
623686.251	4273811.688	3946.252074
623688.251	4273811.688	3946.27504
623690.251	4273811.688	3946.304568
623692.251	4273811.688	3946.202862
623694.251	4273811.688	3946.15693
623696.251	4273811.688	3946.23567
623698.251	4273811.688	3946.209423
623700.251	4273811.688	3945.973203
623702.251	4273811.688	3946.081471
623704.251	4273811.688	3946.127403
623706.251	4273811.688	3946.163492
623708.251	4273811.688	3946.120841
623710.251	4273811.688	3946.23567
623712.251	4273811.688	3946.288163
623714.251	4273811.688	3946.002731
623716.251	4273811.688	3945.556538
623718.251	4273811.688	3945.569661
623720.251	4273811.688	3945.218612
623722.251	4273811.688	3944.861001
623724.251	4273811.688	3944.759295
623726.251	4273811.688	3944.762576
623728.251	4273811.688	3944.706802
623730.251	4273811.688	3944.729768
623732.251	4273811.688	3944.749453
623734.251	4273811.688	3945.156276
623736.251	4273811.688	3945.543414
623738.251	4273811.688	3945.405619
623740.251	4273811.688	3944.752733
623742.251	4273811.688	3944.500109
623744.251	4273811.688	3944.135937
623746.251	4273811.688	3943.660216
623748.251	4273811.688	3943.643812
623750.251	4273811.688	3943.689743
623752.251	4273811.688	3943.414153
623754.251	4273811.688	3943.138563
623756.251	4273811.688	3943.066385
623758.251	4273811.688	3942.958118
623760.251	4273811.688	3942.88922
623762.251	4273811.688	3942.826884
623764.251	4273811.688	3942.817042
623766.251	4273811.688	3942.662843
623768.251	4273811.688	3942.393814
623770.251	4273811.688	3942.193683
623772.251	4273811.688	3942.236334
623774.251	4273811.688	3942.206807
623776.251	4273811.688	3942.203526
623778.251	4273811.688	3942.082135
623780.251	4273811.688	3941.90497
623782.251	4273811.688	3941.681873
623784.251	4273811.688	3941.734367
623786.251	4273811.688	3942.02308
623788.251	4273811.688	3942.236334
623790.251	4273811.688	3942.236334
623792.251	4273811.688	3942.272423
623794.251	4273811.688	3942.170718
623796.251	4273811.688	3942.164156
623798.251	4273811.688	3941.947621
623800.251	4273811.688	3941.777017
623802.251	4273811.688	3942.013238
623804.251	4273811.688	3942.164156
623806.251	4273811.688	3942.256019
623808.251	4273811.688	3942.147752
623810.251	4273811.688	3941.809826
623812.251	4273811.688	3941.573606
623814.251	4273811.688	3941.357071
623816.251	4273811.688	3941.937778
623818.251	4273811.688	3945.175961
623820.251	4273811.688	3944.874124
623822.251	4273811.688	3944.539479
623824.251	4273811.688	3944.395123
623826.251	4273811.688	3944.470582
623828.251	4273811.688	3944.483705
623830.251	4273811.688	3944.664151
623832.251	4273811.688	3944.523075
623834.251	4273811.688	3944.309821
623836.251	4273811.688	3944.145779
623838.251	4273811.688	3943.981738
623840.251	4273811.688	3943.765203
623842.251	4273811.688	3943.545387
623844.251	4273811.688	3943.430558
623846.251	4273811.688	3943.670058
623848.251	4273811.688	3943.75536
623850.251	4273811.688	3943.784888
623852.251	4273811.688	3943.87347
623854.251	4273811.688	3943.847223
623856.251	4273811.688	3943.565072
623858.251	4273811.688	3943.486332
623860.251	4273811.688	3943.483051
623862.251	4273811.688	3943.397749
623864.251	4273811.688	3943.604442
623866.251	4273811.688	3943.742237
623868.251	4273811.688	3943.853785
623870.251	4273811.688	3943.778326
623872.251	4273811.688	3943.876751
623874.251	4273811.688	3943.978457
623876.251	4273811.688	3944.135937
623878.251	4273811.688	3944.067039
623880.251	4273811.688	3944.135937
623882.251	4273811.688	3944.116252
623884.251	4273811.688	3944.198273
623886.251	4273811.688	3943.955491
623888.251	4273811.688	3944.293417
623890.251	4273811.688	3944.670713
623892.251	4273811.688	3944.690398
623894.251	4273811.688	3944.523075
623896.251	4273811.688	3944.746172
623898.251	4273811.688	3944.772418
623900.251	4273811.688	3944.654308
623902.251	4273811.688	3944.775699
623904.251	4273811.688	3945.156276
623906.251	4273811.688	3945.044728
623908.251	4273811.688	3945.061132
623910.251	4273811.688	3945.494202
623912.251	4273811.688	3945.589346
623914.251	4273811.688	3945.549976
623916.251	4273811.688	3945.513887
623918.251	4273811.688	3945.989608
623920.251	4273811.688	3945.750107
623922.251	4273811.688	3945.225173
623924.251	4273811.688	3945.340003
623926.251	4273811.688	3945.4089
623928.251	4273811.688	3945.326879
623930.251	4273811.688	3945.504044
623932.251	4273811.688	3945.746826
623934.251	4273811.688	3945.717298
623936.251	4273811.688	3945.589346
623938.251	4273811.688	3945.628716
623940.251	4273811.688	3945.612312
623942.251	4273811.688	3945.635278
623944.251	4273811.688	3946.324253
623946.251	4273811.688	3946.458767
623948.251	4273811.688	3946.330814
623950.251	4273811.688	3946.255355
623952.251	4273811.688	3946.160211
623954.251	4273811.688	3946.101156
623956.251	4273811.688	3946.1963
623958.251	4273811.688	3946.23567
623960.251	4273811.688	3946.465328
623962.251	4273811.688	3946.521103
623964.251	4273811.688	3946.47189
623966.251	4273811.688	3946.258636
623968.251	4273811.688	3946.150368
623970.251	4273811.688	3946.380027
623972.251	4273811.688	3946.380027
