2005 Colorado River interpolated elevation		
easting (m)	northing (m)	elev (ft)
623662.251	4273859.688	3942.420061
623664.251	4273859.688	3942.315074
623666.251	4273859.688	3942.134628
623668.251	4273859.688	3942.019799
623670.251	4273859.688	3941.941059
623672.251	4273859.688	3941.862319
623674.251	4273859.688	3941.809826
623676.251	4273859.688	3941.845915
623678.251	4273859.688	3941.803264
623680.251	4273859.688	3941.836073
623682.251	4273859.688	3941.918093
623684.251	4273859.688	3941.878723
623686.251	4273859.688	3941.842634
623688.251	4273859.688	3941.790141
623690.251	4273859.688	3941.406283
623692.251	4273859.688	3941.19631
623694.251	4273859.688	3941.632661
623696.251	4273859.688	3941.82623
623698.251	4273859.688	3941.980429
623700.251	4273859.688	3942.088697
623702.251	4273859.688	3942.301951
623704.251	4273859.688	3943.368222
623706.251	4273859.688	3943.633969
623708.251	4273859.688	3943.702867
623710.251	4273859.688	3943.633969
623712.251	4273859.688	3943.614284
623714.251	4273859.688	3942.941713
623716.251	4273859.688	3942.600507
623718.251	4273859.688	3942.406938
623720.251	4273859.688	3942.170718
623722.251	4273859.688	3942.10182
623724.251	4273859.688	3942.354444
623726.251	4273859.688	3942.597226
623728.251	4273859.688	3942.764548
623730.251	4273859.688	3942.735021
623732.251	4273859.688	3942.751425
623734.251	4273859.688	3943.013892
623736.251	4273859.688	3943.099193
623738.251	4273859.688	3943.161529
623740.251	4273859.688	3943.138563
623742.251	4273859.688	3943.109036
623744.251	4273859.688	3943.135283
623746.251	4273859.688	3943.233708
623748.251	4273859.688	3943.194338
623750.251	4273859.688	3943.141844
623752.251	4273859.688	3943.013892
623754.251	4273859.688	3942.577541
623756.251	4273859.688	3942.649719
623758.251	4273859.688	3942.689089
623760.251	4273859.688	3942.774391
623762.251	4273859.688	3942.666123
623764.251	4273859.688	3942.603788
623766.251	4273859.688	3942.702213
623768.251	4273859.688	3942.643158
623770.251	4273859.688	3942.820323
623772.251	4273859.688	3943.200899
623774.251	4273859.688	3943.191057
623776.251	4273859.688	3942.92859
623778.251	4273859.688	3943.056543
623780.251	4273859.688	3943.027015
623782.251	4273859.688	3943.08607
623784.251	4273859.688	3943.210742
623786.251	4273859.688	3943.325571
623788.251	4273859.688	3943.223865
623790.251	4273859.688	3943.227146
623792.251	4273859.688	3943.420715
623794.251	4273859.688	3943.351818
623796.251	4273859.688	3943.348537
623798.251	4273859.688	3943.223865
623800.251	4273859.688	3943.236988
623802.251	4273859.688	3943.341975
623804.251	4273859.688	3943.423996
623806.251	4273859.688	3943.463366
623808.251	4273859.688	3943.364941
623810.251	4273859.688	3943.420715
623812.251	4273859.688	3943.40103
623814.251	4273859.688	3943.319009
623816.251	4273859.688	3943.223865
623818.251	4273859.688	3943.273078
623820.251	4273859.688	3943.276358
623822.251	4273859.688	3943.132002
623824.251	4273859.688	3943.460085
623826.251	4273859.688	3943.466647
623828.251	4273859.688	3943.269797
623830.251	4273859.688	3943.138563
623832.251	4273859.688	3943.384626
623834.251	4273859.688	3943.476489
623836.251	4273859.688	3943.141844
623838.251	4273859.688	3943.109036
623840.251	4273859.688	3943.013892
623842.251	4273859.688	3942.935152
623844.251	4273859.688	3942.347883
623846.251	4273859.688	3942.164156
623848.251	4273859.688	3942.003395
623850.251	4273859.688	3942.06245
623852.251	4273859.688	3942.052608
623854.251	4273859.688	3941.908251
623856.251	4273859.688	3941.855758
623858.251	4273859.688	3941.567044
623860.251	4273859.688	3941.317701
623862.251	4273859.688	3941.202872
623864.251	4273859.688	3941.150378
623866.251	4273859.688	3941.124132
623868.251	4273859.688	3941.015864
623870.251	4273859.688	3940.868227
623872.251	4273859.688	3940.88135
623874.251	4273859.688	3940.88135
623876.251	4273859.688	3940.924001
623878.251	4273859.688	3940.983056
623880.251	4273859.688	3941.143817
623882.251	4273859.688	3941.219276
623884.251	4273859.688	3941.43253
623886.251	4273859.688	3941.524393
623888.251	4273859.688	3941.685154
623890.251	4273859.688	3941.891847
623892.251	4273859.688	3941.924655
623894.251	4273859.688	3941.888566
623896.251	4273859.688	3941.996833
623898.251	4273859.688	3942.114943
623900.251	4273859.688	3942.21993
623902.251	4273859.688	3942.095258
623904.251	4273859.688	3942.196964
623906.251	4273859.688	3942.200245
623908.251	4273859.688	3942.131348
623910.251	4273859.688	3941.957463
623912.251	4273859.688	3942.036203
623914.251	4273859.688	3942.108382
623916.251	4273859.688	3942.167437
623918.251	4273859.688	3942.14119
623920.251	4273859.688	3942.170718
623922.251	4273859.688	3942.088697
623924.251	4273859.688	3941.967306
623926.251	4273859.688	3941.977148
623928.251	4273859.688	3942.065731
623930.251	4273859.688	3942.239615
623932.251	4273859.688	3942.318355
623934.251	4273859.688	3942.305232
623936.251	4273859.688	3941.996833
623938.251	4273859.688	3941.842634
623940.251	4273859.688	3941.714682
623942.251	4273859.688	3941.547359
623944.251	4273859.688	3941.252084
623946.251	4273859.688	3941.360352
623948.251	4273859.688	3941.386598
623950.251	4273859.688	3941.209433
623952.251	4273859.688	3941.107727
623954.251	4273859.688	3941.071638
623956.251	4273859.688	3940.891192
623958.251	4273859.688	3940.812452
623960.251	4273859.688	3940.638568
623962.251	4273859.688	3940.507335
623964.251	4273859.688	3940.425314
623966.251	4273859.688	3940.359697
623968.251	4273859.688	3940.323608
623970.251	4273859.688	3940.382663
623972.251	4273859.688	3940.44828
623974.251	4273859.688	3940.599198
623976.251	4273859.688	3940.720589
623978.251	4273859.688	3941.163502
623980.251	4273859.688	3941.337386
623982.251	4273859.688	3941.678592
623984.251	4273859.688	3941.829511
623986.251	4273859.688	3941.416126
623988.251	4273859.688	3941.301297
623990.251	4273859.688	3941.337386
623992.251	4273859.688	3941.455496
623994.251	4273859.688	3941.465338
623996.251	4273859.688	3941.770456
623998.251	4273859.688	3941.688435
624000.251	4273859.688	3941.780298
624002.251	4273859.688	3941.849196
624004.251	4273859.688	3942.269143
624006.251	4273859.688	3942.18056
624008.251	4273859.688	3942.108382
624010.251	4273859.688	3942.105101
624012.251	4273859.688	3942.239615
624014.251	4273859.688	3942.278985
624016.251	4273859.688	3942.239615
624018.251	4273859.688	3942.196964
624020.251	4273859.688	3941.98371
624022.251	4273859.688	3942.003395
624024.251	4273859.688	3942.190403
624026.251	4273859.688	3942.321636
624028.251	4273859.688	3942.223211
624030.251	4273859.688	3942.206807
624032.251	4273859.688	3942.065731
624034.251	4273859.688	3942.069012
624036.251	4273859.688	3942.078854
624038.251	4273859.688	3941.947621
624040.251	4273859.688	3941.813107
624042.251	4273859.688	3941.665469
624044.251	4273859.688	3941.553921
624046.251	4273859.688	3941.458777
624048.251	4273859.688	3941.396441
624050.251	4273859.688	3941.265207
624052.251	4273859.688	3941.143817
624054.251	4273859.688	3941.091323
624056.251	4273859.688	3940.940405
624058.251	4273859.688	3940.809172
624060.251	4273859.688	3940.681219
624062.251	4273859.688	3940.510616
624064.251	4273859.688	3940.228464
624066.251	4273859.688	3940.195656
624068.251	4273859.688	3940.01521
624070.251	4273859.688	3939.943032
624072.251	4273859.688	3939.847887
624074.251	4273859.688	3939.890538
624076.251	4273859.688	3939.788832
624078.251	4273859.688	3939.775709
624080.251	4273859.688	3939.696969
624082.251	4273859.688	3939.706812
624084.251	4273859.688	3939.861011
624086.251	4273859.688	3940.064422
624088.251	4273859.688	3940.113635
624090.251	4273859.688	3940.205498
624092.251	4273859.688	3940.349855
624094.251	4273859.688	3940.625445
624096.251	4273859.688	3940.779644
624098.251	4273859.688	3941.032268
624100.251	4273859.688	3941.278331
624102.251	4273859.688	3941.793422
624104.251	4273859.688	3942.032923
624106.251	4273859.688	3942.269143
624108.251	4273859.688	3942.96796
624110.251	4273859.688	3943.168091
624112.251	4273859.688	3943.079508
624114.251	4273859.688	3943.095913
624116.251	4273859.688	3943.453523
624118.251	4273859.688	3943.476489
624120.251	4273859.688	3943.417434
624122.251	4273859.688	3943.423996
624124.251	4273859.688	3943.515859
624126.251	4273859.688	3943.643812
624128.251	4273859.688	3943.830819
624130.251	4273859.688	3943.768483
624132.251	4273859.688	3943.4404
624134.251	4273859.688	3943.158248
624136.251	4273859.688	3942.997488
624138.251	4273859.688	3943.000768
624140.251	4273859.688	3943.010611
624142.251	4273859.688	3943.08607
624144.251	4273859.688	3943.148406
624146.251	4273859.688	3943.102474
624148.251	4273859.688	3943.286201
624150.251	4273859.688	3943.378064
624152.251	4273859.688	3943.345256
624154.251	4273859.688	3943.325571
624156.251	4273859.688	3943.355098
624158.251	4273859.688	3943.381345
624160.251	4273859.688	3943.463366
624162.251	4273859.688	3943.502736
624164.251	4273859.688	3943.483051
624166.251	4273859.688	3943.391188
624168.251	4273859.688	3943.55851
624170.251	4273859.688	3943.643812
624172.251	4273859.688	3944.017827
624174.251	4273859.688	3944.240923
624176.251	4273859.688	3944.391842
624178.251	4273859.688	3944.50339
624180.251	4273859.688	3944.756014
624182.251	4273859.688	3944.969268
624184.251	4273859.688	3945.159557
624186.251	4273859.688	3945.36953
624188.251	4273859.688	3944.795384
624190.251	4273859.688	3944.664151
623564.251	4273857.688	3944.168745
623566.251	4273857.688	3944.181868
623568.251	4273857.688	3944.067039
623570.251	4273857.688	3943.998142
623572.251	4273857.688	3944.116252
623574.251	4273857.688	3944.168745
623576.251	4273857.688	3944.349191
623578.251	4273857.688	3944.342629
623580.251	4273857.688	3944.132656
623582.251	4273857.688	3943.781607
623584.251	4273857.688	3943.742237
623586.251	4273857.688	3943.883313
623588.251	4273857.688	3944.027669
623590.251	4273857.688	3944.135937
623592.251	4273857.688	3944.158903
623594.251	4273857.688	3943.942368
623596.251	4273857.688	3943.870189
623598.251	4273857.688	3943.633969
623600.251	4273857.688	3943.177933
623602.251	4273857.688	3942.974522
623604.251	4273857.688	3942.944994
623606.251	4273857.688	3943.020453
623608.251	4273857.688	3943.036858
623610.251	4273857.688	3943.010611
623612.251	4273857.688	3942.803918
623614.251	4273857.688	3942.721898
623616.251	4273857.688	3942.584103
623618.251	4273857.688	3942.577541
623620.251	4273857.688	3942.636596
623622.251	4273857.688	3942.518486
623624.251	4273857.688	3942.603788
623626.251	4273857.688	3942.767829
623628.251	4273857.688	3942.984364
623630.251	4273857.688	3942.780953
623632.251	4273857.688	3942.895782
623634.251	4273857.688	3942.653
623636.251	4273857.688	3942.518486
623638.251	4273857.688	3942.446308
623640.251	4273857.688	3942.511924
623642.251	4273857.688	3942.712055
623644.251	4273857.688	3942.689089
623646.251	4273857.688	3942.328198
623648.251	4273857.688	3942.249458
623650.251	4273857.688	3942.357725
623652.251	4273857.688	3942.469273
623654.251	4273857.688	3942.718617
623656.251	4273857.688	3942.712055
623658.251	4273857.688	3942.81048
623660.251	4273857.688	3942.797357
623662.251	4273857.688	3942.590664
623664.251	4273857.688	3942.344602
623666.251	4273857.688	3942.301951
623668.251	4273857.688	3942.177279
623670.251	4273857.688	3942.124786
623672.251	4273857.688	3941.891847
623674.251	4273857.688	3942.02308
623676.251	4273857.688	3941.947621
623678.251	4273857.688	3941.941059
623680.251	4273857.688	3941.895128
623682.251	4273857.688	3942.000114
623684.251	4273857.688	3941.960744
623686.251	4273857.688	3941.921374
623688.251	4273857.688	3941.885285
623690.251	4273857.688	3941.658907
623692.251	4273857.688	3941.51127
623694.251	4273857.688	3941.760613
623696.251	4273857.688	3941.875443
623698.251	4273857.688	3941.901689
623700.251	4273857.688	3942.151033
623702.251	4273857.688	3942.177279
623704.251	4273857.688	3942.387253
623706.251	4273857.688	3943.214023
623708.251	4273857.688	3943.191057
623710.251	4273857.688	3943.20418
623712.251	4273857.688	3943.171372
623714.251	4273857.688	3942.636596
623716.251	4273857.688	3942.370848
623718.251	4273857.688	3942.288828
623720.251	4273857.688	3941.996833
623722.251	4273857.688	3942.105101
623724.251	4273857.688	3942.446308
623726.251	4273857.688	3942.800638
623728.251	4273857.688	3942.931871
623730.251	4273857.688	3942.649719
623732.251	4273857.688	3942.721898
623734.251	4273857.688	3942.833446
623736.251	4273857.688	3942.974522
623738.251	4273857.688	3943.017173
623740.251	4273857.688	3942.984364
623742.251	4273857.688	3943.033577
623744.251	4273857.688	3942.977803
623746.251	4273857.688	3943.076228
623748.251	4273857.688	3943.132002
623750.251	4273857.688	3943.269797
623752.251	4273857.688	3942.84985
623754.251	4273857.688	3942.774391
623756.251	4273857.688	3942.876097
623758.251	4273857.688	3942.820323
623760.251	4273857.688	3942.784233
623762.251	4273857.688	3942.653
623764.251	4273857.688	3942.682528
623766.251	4273857.688	3942.702213
623768.251	4273857.688	3942.735021
623770.251	4273857.688	3942.899063
623772.251	4273857.688	3942.915467
623774.251	4273857.688	3943.223865
623776.251	4273857.688	3943.348537
623778.251	4273857.688	3943.410873
623780.251	4273857.688	3943.177933
623782.251	4273857.688	3943.223865
623784.251	4273857.688	3943.502736
623786.251	4273857.688	3943.607723
623788.251	4273857.688	3943.791449
623790.251	4273857.688	3943.394468
623792.251	4273857.688	3943.450243
623794.251	4273857.688	3943.492893
623796.251	4273857.688	3943.463366
623798.251	4273857.688	3943.40103
623800.251	4273857.688	3943.492893
623802.251	4273857.688	3943.512578
623804.251	4273857.688	3943.565072
623806.251	4273857.688	3943.581476
623808.251	4273857.688	3943.611003
623810.251	4273857.688	3943.364941
623812.251	4273857.688	3943.345256
623814.251	4273857.688	3943.214023
623816.251	4273857.688	3943.154968
623818.251	4273857.688	3943.200899
623820.251	4273857.688	3943.138563
623822.251	4273857.688	3943.200899
623824.251	4273857.688	3943.4404
623826.251	4273857.688	3943.36166
623828.251	4273857.688	3943.384626
623830.251	4273857.688	3943.250112
623832.251	4273857.688	3943.345256
623834.251	4273857.688	3943.512578
623836.251	4273857.688	3943.233708
623838.251	4273857.688	3943.033577
623840.251	4273857.688	3943.040138
623842.251	4273857.688	3942.938433
623844.251	4273857.688	3942.479116
623846.251	4273857.688	3942.193683
623848.251	4273857.688	3941.921374
623850.251	4273857.688	3941.90497
623852.251	4273857.688	3941.937778
623854.251	4273857.688	3941.973868
623856.251	4273857.688	3941.793422
623858.251	4273857.688	3941.570325
623860.251	4273857.688	3941.429249
623862.251	4273857.688	3941.294735
623864.251	4273857.688	3941.209433
623866.251	4273857.688	3941.088042
623868.251	4273857.688	3941.065077
623870.251	4273857.688	3941.140536
623872.251	4273857.688	3941.11757
623874.251	4273857.688	3941.238961
623876.251	4273857.688	3941.202872
623878.251	4273857.688	3941.376756
623880.251	4273857.688	3941.439092
623882.251	4273857.688	3941.553921
623884.251	4273857.688	3941.606414
623886.251	4273857.688	3941.655627
623888.251	4273857.688	3941.8656
623890.251	4273857.688	3942.02308
623892.251	4273857.688	3942.046046
623894.251	4273857.688	3942.046046
623896.251	4273857.688	3942.331478
623898.251	4273857.688	3942.321636
623900.251	4273857.688	3942.233053
623902.251	4273857.688	3942.108382
623904.251	4273857.688	3942.347883
623906.251	4273857.688	3942.406938
623908.251	4273857.688	3942.374129
623910.251	4273857.688	3942.049327
623912.251	4273857.688	3941.973868
623914.251	4273857.688	3942.032923
623916.251	4273857.688	3942.082135
623918.251	4273857.688	3942.082135
623920.251	4273857.688	3942.105101
623922.251	4273857.688	3942.046046
623924.251	4273857.688	3941.918093
623926.251	4273857.688	3941.891847
623928.251	4273857.688	3942.121505
623930.251	4273857.688	3942.410218
623932.251	4273857.688	3942.551294
623934.251	4273857.688	3942.374129
623936.251	4273857.688	3942.187122
623938.251	4273857.688	3941.885285
623940.251	4273857.688	3941.698277
623942.251	4273857.688	3941.596572
623944.251	4273857.688	3941.645784
623946.251	4273857.688	3941.724524
623948.251	4273857.688	3941.691716
623950.251	4273857.688	3941.580167
623952.251	4273857.688	3941.576887
623954.251	4273857.688	3941.255365
623956.251	4273857.688	3940.904316
623958.251	4273857.688	3940.796048
623960.251	4273857.688	3940.60576
623962.251	4273857.688	3940.576232
623964.251	4273857.688	3940.507335
623966.251	4273857.688	3940.425314
623968.251	4273857.688	3940.36954
623970.251	4273857.688	3940.362978
623972.251	4273857.688	3940.615602
623974.251	4273857.688	3940.832137
623976.251	4273857.688	3941.199591
623978.251	4273857.688	3941.537517
623980.251	4273857.688	3941.685154
623982.251	4273857.688	3941.937778
623984.251	4273857.688	3941.898408
623986.251	4273857.688	3941.665469
623988.251	4273857.688	3941.524393
623990.251	4273857.688	3941.481742
623992.251	4273857.688	3941.655627
623994.251	4273857.688	3941.836073
623996.251	4273857.688	3941.875443
623998.251	4273857.688	3941.70812
624000.251	4273857.688	3941.862319
624002.251	4273857.688	3941.927936
624004.251	4273857.688	3942.406938
624006.251	4273857.688	3942.433184
624008.251	4273857.688	3942.538171
624010.251	4273857.688	3942.45615
624012.251	4273857.688	3942.482397
624014.251	4273857.688	3942.459431
624016.251	4273857.688	3942.403657
624018.251	4273857.688	3942.236334
624020.251	4273857.688	3942.042765
624022.251	4273857.688	3942.059169
624024.251	4273857.688	3942.213368
624026.251	4273857.688	3942.354444
624028.251	4273857.688	3942.328198
624030.251	4273857.688	3942.213368
624032.251	4273857.688	3942.239615
624034.251	4273857.688	3942.059169
624036.251	4273857.688	3941.977148
624038.251	4273857.688	3941.891847
624040.251	4273857.688	3941.777017
624042.251	4273857.688	3941.622818
624044.251	4273857.688	3941.491585
624046.251	4273857.688	3941.439092
624048.251	4273857.688	3941.340667
624050.251	4273857.688	3941.268488
624052.251	4273857.688	3941.193029
624054.251	4273857.688	3941.176625
624056.251	4273857.688	3941.025707
624058.251	4273857.688	3940.946967
624060.251	4273857.688	3940.782925
624062.251	4273857.688	3940.60576
624064.251	4273857.688	3940.297362
624066.251	4273857.688	3940.402348
624068.251	4273857.688	3940.235026
624070.251	4273857.688	3940.17269
624072.251	4273857.688	3940.080827
624074.251	4273857.688	3940.064422
624076.251	4273857.688	3940.01521
624078.251	4273857.688	3940.031614
624080.251	4273857.688	3940.018491
624082.251	4273857.688	3939.854449
624084.251	4273857.688	3939.926627
624086.251	4273857.688	3940.267834
624088.251	4273857.688	3940.372821
624090.251	4273857.688	3940.507335
624092.251	4273857.688	3940.72387
624094.251	4273857.688	3940.838699
624096.251	4273857.688	3940.986337
624098.251	4273857.688	3941.202872
624100.251	4273857.688	3941.448934
624102.251	4273857.688	3942.046046
624104.251	4273857.688	3942.213368
624106.251	4273857.688	3942.413499
624108.251	4273857.688	3942.96796
624110.251	4273857.688	3943.027015
624112.251	4273857.688	3943.200899
624114.251	4273857.688	3943.312448
624116.251	4273857.688	3943.463366
624118.251	4273857.688	3943.496174
624120.251	4273857.688	3943.532263
624122.251	4273857.688	3943.525702
624124.251	4273857.688	3943.528983
624126.251	4273857.688	3943.624127
624128.251	4273857.688	3943.840662
624130.251	4273857.688	3943.709428
624132.251	4273857.688	3943.47977
624134.251	4273857.688	3943.233708
624136.251	4273857.688	3943.217303
624138.251	4273857.688	3943.141844
624140.251	4273857.688	3943.276358
624142.251	4273857.688	3943.302605
624144.251	4273857.688	3943.296043
624146.251	4273857.688	3943.141844
624148.251	4273857.688	3943.154968
624150.251	4273857.688	3943.325571
624152.251	4273857.688	3943.358379
624154.251	4273857.688	3943.328852
624156.251	4273857.688	3943.289482
624158.251	4273857.688	3943.358379
624160.251	4273857.688	3943.355098
624162.251	4273857.688	3943.335413
624164.251	4273857.688	3943.286201
624166.251	4273857.688	3943.296043
624168.251	4273857.688	3943.338694
624170.251	4273857.688	3943.417434
624172.251	4273857.688	3943.758641
624174.251	4273857.688	3944.040793
624176.251	4273857.688	3944.083443
624178.251	4273857.688	3944.214677
624180.251	4273857.688	3944.46402
624182.251	4273857.688	3944.470582
624184.251	4273857.688	3944.683836
624186.251	4273857.688	3944.614938
624188.251	4273857.688	3944.677274
624190.251	4273857.688	3944.316383
623564.251	4273855.688	3944.447616
623566.251	4273855.688	3944.313102
623568.251	4273855.688	3944.18843
623570.251	4273855.688	3944.181868
623572.251	4273855.688	3944.194992
623574.251	4273855.688	3944.572288
623576.251	4273855.688	3944.349191
623578.251	4273855.688	3944.10969
623580.251	4273855.688	3944.175307
623582.251	4273855.688	3944.080163
623584.251	4273855.688	3943.935806
623586.251	4273855.688	3943.886593
623588.251	4273855.688	3943.95221
623590.251	4273855.688	3944.152341
623592.251	4273855.688	3943.919402
623594.251	4273855.688	3944.037512
623596.251	4273855.688	3943.971895
623598.251	4273855.688	3943.866908
623600.251	4273855.688	3943.469928
623602.251	4273855.688	3943.296043
623604.251	4273855.688	3943.168091
623606.251	4273855.688	3943.118878
623608.251	4273855.688	3943.053262
623610.251	4273855.688	3943.013892
623612.251	4273855.688	3942.925309
623614.251	4273855.688	3942.780953
623616.251	4273855.688	3942.721898
623618.251	4273855.688	3942.685808
623620.251	4273855.688	3942.748144
623622.251	4273855.688	3942.777672
623624.251	4273855.688	3942.836727
623626.251	4273855.688	3943.194338
623628.251	4273855.688	3943.089351
623630.251	4273855.688	3943.082789
623632.251	4273855.688	3943.273078
623634.251	4273855.688	3942.774391
623636.251	4273855.688	3942.600507
623638.251	4273855.688	3942.653
623640.251	4273855.688	3943.069666
623642.251	4273855.688	3943.16481
623644.251	4273855.688	3942.974522
623646.251	4273855.688	3942.482397
623648.251	4273855.688	3942.249458
623650.251	4273855.688	3942.265862
623652.251	4273855.688	3942.525048
623654.251	4273855.688	3943.135283
623656.251	4273855.688	3942.944994
623658.251	4273855.688	3942.994207
623660.251	4273855.688	3942.862973
623662.251	4273855.688	3942.689089
623664.251	4273855.688	3942.57426
623666.251	4273855.688	3942.518486
623668.251	4273855.688	3942.318355
623670.251	4273855.688	3942.256019
623672.251	4273855.688	3942.295389
623674.251	4273855.688	3942.118224
623676.251	4273855.688	3941.845915
623678.251	4273855.688	3941.645784
623680.251	4273855.688	3942.177279
623682.251	4273855.688	3942.091978
623684.251	4273855.688	3941.986991
623686.251	4273855.688	3942.128067
623688.251	4273855.688	3942.003395
623690.251	4273855.688	3941.964025
623692.251	4273855.688	3941.8656
623694.251	4273855.688	3942.242896
623696.251	4273855.688	3942.196964
623698.251	4273855.688	3941.777017
623700.251	4273855.688	3941.891847
623702.251	4273855.688	3942.380691
623704.251	4273855.688	3942.561137
623706.251	4273855.688	3942.334759
623708.251	4273855.688	3942.426623
623710.251	4273855.688	3942.869535
623712.251	4273855.688	3942.69237
623714.251	4273855.688	3942.393814
623716.251	4273855.688	3942.216649
623718.251	4273855.688	3942.134628
623720.251	4273855.688	3941.996833
623722.251	4273855.688	3941.973868
623724.251	4273855.688	3942.449588
623726.251	4273855.688	3943.141844
623728.251	4273855.688	3942.685808
623730.251	4273855.688	3942.472554
623732.251	4273855.688	3942.492239
623734.251	4273855.688	3942.551294
623736.251	4273855.688	3942.659562
623738.251	4273855.688	3942.780953
623740.251	4273855.688	3942.748144
623742.251	4273855.688	3942.784233
623744.251	4273855.688	3942.823603
623746.251	4273855.688	3942.882658
623748.251	4273855.688	3942.918748
623750.251	4273855.688	3942.964679
623752.251	4273855.688	3942.981083
623754.251	4273855.688	3942.912186
623756.251	4273855.688	3942.974522
623758.251	4273855.688	3942.971241
623760.251	4273855.688	3942.862973
623762.251	4273855.688	3942.748144
623764.251	4273855.688	3942.682528
623766.251	4273855.688	3942.639877
623768.251	4273855.688	3942.885939
623770.251	4273855.688	3943.004049
623772.251	4273855.688	3943.217303
623774.251	4273855.688	3943.437119
623776.251	4273855.688	3943.601161
623778.251	4273855.688	3943.578195
623780.251	4273855.688	3943.627408
623782.251	4273855.688	3943.732394
623784.251	4273855.688	3943.71599
623786.251	4273855.688	3944.103128
623788.251	4273855.688	3944.116252
623790.251	4273855.688	3944.158903
623792.251	4273855.688	3943.916121
623794.251	4273855.688	3943.935806
623796.251	4273855.688	3943.906278
623798.251	4273855.688	3943.870189
623800.251	4273855.688	3943.866908
623802.251	4273855.688	3943.880032
623804.251	4273855.688	3943.899717
623806.251	4273855.688	3943.860347
623808.251	4273855.688	3943.837381
623810.251	4273855.688	3943.555229
623812.251	4273855.688	3943.328852
623814.251	4273855.688	3943.158248
623816.251	4273855.688	3943.177933
623818.251	4273855.688	3943.171372
623820.251	4273855.688	3943.256673
623822.251	4273855.688	3943.407592
623824.251	4273855.688	3943.32229
623826.251	4273855.688	3943.443681
623828.251	4273855.688	3943.397749
623830.251	4273855.688	3943.266516
623832.251	4273855.688	3943.384626
623834.251	4273855.688	3943.394468
623836.251	4273855.688	3943.315728
623838.251	4273855.688	3943.109036
623840.251	4273855.688	3942.872816
623842.251	4273855.688	3942.908905
623844.251	4273855.688	3942.626753
623846.251	4273855.688	3942.295389
623848.251	4273855.688	3941.964025
623850.251	4273855.688	3941.642503
623852.251	4273855.688	3941.770456
623854.251	4273855.688	3941.822949
623856.251	4273855.688	3941.878723
623858.251	4273855.688	3941.790141
623860.251	4273855.688	3941.750771
623862.251	4273855.688	3941.59001
623864.251	4273855.688	3941.521112
623866.251	4273855.688	3941.291454
623868.251	4273855.688	3941.301297
623870.251	4273855.688	3941.399722
623872.251	4273855.688	3941.514551
623874.251	4273855.688	3941.445653
623876.251	4273855.688	3941.547359
623878.251	4273855.688	3941.655627
623880.251	4273855.688	3941.731086
623882.251	4273855.688	3941.8656
623884.251	4273855.688	3941.990272
623886.251	4273855.688	3941.927936
623888.251	4273855.688	3942.098539
623890.251	4273855.688	3942.173998
623892.251	4273855.688	3942.229773
623894.251	4273855.688	3942.364287
623896.251	4273855.688	3942.561137
623898.251	4273855.688	3942.429903
623900.251	4273855.688	3942.151033
623902.251	4273855.688	3942.14119
623904.251	4273855.688	3942.492239
623906.251	4273855.688	3942.584103
623908.251	4273855.688	3942.367568
623910.251	4273855.688	3942.252738
623912.251	4273855.688	3942.128067
623914.251	4273855.688	3941.921374
623916.251	4273855.688	3941.914813
623918.251	4273855.688	3941.970587
623920.251	4273855.688	3941.98371
623922.251	4273855.688	3941.908251
623924.251	4273855.688	3941.855758
623926.251	4273855.688	3941.950902
623928.251	4273855.688	3942.308513
623930.251	4273855.688	3942.502082
623932.251	4273855.688	3942.567698
623934.251	4273855.688	3942.472554
623936.251	4273855.688	3942.272423
623938.251	4273855.688	3942.098539
623940.251	4273855.688	3941.727805
623942.251	4273855.688	3941.678592
623944.251	4273855.688	3941.98371
623946.251	4273855.688	3942.111663
623948.251	4273855.688	3942.177279
623950.251	4273855.688	3941.882004
623952.251	4273855.688	3941.98371
623954.251	4273855.688	3941.583448
623956.251	4273855.688	3940.907597
623958.251	4273855.688	3940.72387
623960.251	4273855.688	3940.681219
623962.251	4273855.688	3940.582794
623964.251	4273855.688	3940.674657
623966.251	4273855.688	3940.589356
623968.251	4273855.688	3940.549986
623970.251	4273855.688	3940.543424
623972.251	4273855.688	3940.950247
623974.251	4273855.688	3941.311139
623976.251	4273855.688	3941.494866
623978.251	4273855.688	3941.819668
623980.251	4273855.688	3942.105101
623982.251	4273855.688	3942.341321
623984.251	4273855.688	3942.347883
623986.251	4273855.688	3942.000114
623988.251	4273855.688	3941.872162
623990.251	4273855.688	3942.078854
623992.251	4273855.688	3942.160875
623994.251	4273855.688	3942.173998
623996.251	4273855.688	3942.177279
623998.251	4273855.688	3941.973868
624000.251	4273855.688	3942.039484
624002.251	4273855.688	3942.124786
624004.251	4273855.688	3942.344602
624006.251	4273855.688	3942.672685
624008.251	4273855.688	3943.089351
624010.251	4273855.688	3943.16481
624012.251	4273855.688	3942.899063
624014.251	4273855.688	3942.774391
624016.251	4273855.688	3942.479116
624018.251	4273855.688	3942.374129
624020.251	4273855.688	3942.213368
624022.251	4273855.688	3942.190403
624024.251	4273855.688	3942.521767
624026.251	4273855.688	3942.301951
624028.251	4273855.688	3942.318355
624030.251	4273855.688	3942.275704
624032.251	4273855.688	3942.265862
624034.251	4273855.688	3942.111663
624036.251	4273855.688	3941.90497
624038.251	4273855.688	3941.813107
624040.251	4273855.688	3941.635942
624042.251	4273855.688	3941.462057
624044.251	4273855.688	3941.412845
624046.251	4273855.688	3941.317701
