12,001,000200,1,502,+29.656442,-82.328334
12,001,000200,2,404,+29.656367,-82.333027
12,001,000200,3,445,+29.655528,-82.336665
12,001,000200,4,651,+29.65176,-82.335057
12,001,000200,5,840,+29.649893,-82.338057
12,001,000200,6,1999,+29.645218,-82.335853
12,001,000200,7,636,+29.646095,-82.329233
12,001,000300,1,960,+29.691512,-82.334062
12,001,000300,2,804,+29.68442,-82.334683
12,001,000300,3,403,+29.677393,-82.33449
12,001,000300,4,614,+29.683904,-82.327471
12,001,000300,5,1337,+29.670575,-82.3316
12,001,000300,6,551,+29.663057,-82.327212
12,001,000300,7,954,+29.663378,-82.334984
12,001,000400,1,1213,+29.681614,-82.300465
12,001,000400,2,1275,+29.670559,-82.304719
12,001,000400,3,1007,+29.670343,-82.316079
12,001,000400,4,2400,+29.680037,-82.311602
12,001,000500,1,538,+29.665263,-82.306532
12,001,000500,2,360,+29.661984,-82.312385
12,001,000500,3,821,+29.662643,-82.317675
12,001,000500,4,965,+29.656025,-82.313401
12,001,000500,5,676,+29.656108,-82.319993
12,001,000500,6,1343,+29.650146,-82.321097
12,001,000600,1,1194,+29.66182,-82.295118
12,001,000600,2,847,+29.656323,-82.304188
12,001,000600,3,649,+29.648883,-82.289878
12,001,000600,4,953,+29.6563,-82.292486
12,001,000700,1,704,+29.647835,-82.309871
12,001,000700,2,565,+29.640259,-82.312714
12,001,000700,3,2528,+29.640258,-82.300376
12,001,000700,4,2353,+29.62564,-82.283981
12,001,000700,5,1305,+29.6299,-82.313189
12,001,000800,1,3503,+29.635709,-82.333949
12,001,000800,2,3482,+29.623647,-82.333556
12,001,000800,3,1454,+29.632271,-82.342704
12,001,000901,1,2672,+29.643242,-82.362361
12,001,000902,1,6090,+29.64634,-82.345838
12,001,001000,1,767,+29.663051,-82.346792
12,001,001000,2,509,+29.65729,-82.342767
12,001,001000,3,1764,+29.654138,-82.343415
12,001,001000,4,904,+29.654671,-82.351427
12,001,001000,5,853,+29.663457,-82.361645
12,001,001000,6,1329,+29.653471,-82.364306
12,001,001100,1,3032,+29.678735,-82.381805
12,001,001100,2,3507,+29.672843,-82.355725
12,001,001201,1,2484,+29.696644,-82.379666
12,001,001202,1,6287,+29.694811,-82.35988
12,001,001203,1,3778,+29.68572,-82.346719
12,001,001400,1,559,+29.650894,-82.267366
12,001,001400,2,1107,+29.642636,-82.257874
12,001,001400,9,1650,+29.672456,-82.270415
12,001,001501,1,1963,+29.637592,-82.382453
12,001,001501,2,6172,+29.626039,-82.379709
12,001,001502,1,1016,+29.632019,-82.36429
12,001,001502,2,5083,+29.626545,-82.361045
12,001,001503,1,7011,+29.61526,-82.363605
12,001,001504,1,655,+29.616221,-82.347321
12,001,001505,1,565,+29.603227,-82.353408
12,001,001600,1,1281,+29.656407,-82.378453
12,001,001600,2,800,+29.649719,-82.384366
12,001,001600,3,5144,+29.648483,-82.395014
12,001,001701,1,2541,+29.682256,-82.398277
12,001,001701,2,2527,+29.680357,-82.425388
12,001,001702,1,2248,+29.665566,-82.382252
12,001,001702,2,1557,+29.666166,-82.394593
12,001,001702,3,1253,+29.667249,-82.408905
12,001,001801,1,817,+29.809928,-82.495422
12,001,001801,2,511,+29.822121,-82.538996
12,001,001801,3,1395,+29.832383,-82.596602
12,001,001801,4,2800,+29.867726,-82.522994
12,001,001801,5,794,+29.866113,-82.407868
12,001,001802,1,1071,+29.799389,-82.480776
12,001,001802,2,819,+29.787299,-82.455286
12,001,001802,3,874,+29.771576,-82.391067
12,001,001803,1,1243,+29.707269,-82.368134
12,001,001803,2,5501,+29.716895,-82.370791
