#SVF-01
# Submission code:
## Title: fr96arx2.svf
## Boundary-XY:0.0 0.0 0.0 2.0 1.0 2.0 1.0 0.0 0.0 0.0
0.825	0.025	-0.862533	-0.506002	0
0.575	0.025	-0.953865	0.300235	0
0.425	0.025	-0.961294	-0.275523	0
0.275	0.025	-0.955727	0.294254	0
0.625	0.025	-0.947246	-0.320506	0
0.125	0.025	-0.923292	-0.384099	0
0.225	0.025	-0.946887	-0.321565	0
0.975	0.025	-0.413186	0.910647	0
0.075	0.025	-0.924767	-0.380535	0
0.025	0.025	-0.824663	0.565625	0
0.725	0.025	-0.919741	-0.392527	0
0.875	0.025	-0.784332	0.620342	0
0.325	0.025	-0.958277	-0.285841	0
0.175	0.025	-0.93656	0.350508	0
0.925	0.025	-0.679974	-0.733236	0
0.775	0.025	-0.885363	0.464901	0
0.375	0.025	-0.961034	0.276429	0
0.475	0.025	-0.960683	0.277648	0
0.525	0.025	-0.958312	-0.285724	0
0.675	0.025	-0.934252	0.356614	0
0.825	0.075	-0.464712	-0.885462	0
0.425	0.075	-0.870366	-0.492405	0
0.575	0.075	-0.849093	0.528243	0
0.125	0.075	-0.819635	-0.572885	0
0.225	0.075	-0.839857	-0.542808	0
0.275	0.075	-0.852483	0.522756	0
0.075	0.075	-0.787275	-0.616601	0
0.025	0.075	-0.382036	0.924147	0
0.725	0.075	-0.710794	-0.703401	0
0.375	0.075	-0.868863	0.495052	0
0.475	0.075	-0.86873	0.495287	0
0.625	0.075	-0.817844	-0.57544	0
0.325	0.075	-0.864848	-0.502035	0
0.975	0.075	-0.0520697	0.998643	0
0.175	0.075	-0.809	0.587808	0
0.875	0.075	-0.322535	0.946558	0
0.775	0.075	-0.638737	0.769425	0
0.675	0.075	-0.792858	0.609406	0
0.925	0.075	-0.152583	-0.988291	0
0.525	0.075	-0.857763	-0.514046	0
0.975	0.125	0.106975	0.994262	0
0.475	0.125	0.774904	0.632079	0
0.925	0.125	0.204639	-0.978838	0
