   yr mo da hr mn sc                S_40                T_28
 2004  3 25  0 57 30           32.820843            2.790992
 2004  3 25  1 57 30           32.818642            2.811708
 2004  3 25  2 57 30           32.814785            2.846592
 2004  3 25  3 57 30           32.815186            2.853583
 2004  3 25  4 57 30           32.825981            2.853883
 2004  3 25  5 57 30           32.843407            2.874250
 2004  3 25  6 57 30           32.851723            2.893083
 2004  3 25  7 57 30           32.848507            2.900650
 2004  3 25  8 57 30           32.837250            2.894500
 2004  3 25  9 57 30           32.828278            2.866608
 2004  3 25 10 57 30           32.822239            2.834450
 2004  3 25 11 57 30           32.827660            2.849808
 2004  3 25 12 57 30           32.828022            2.850617
 2004  3 25 13 57 30           32.829121            2.847858
 2004  3 25 14 57 30           32.828621            2.842442
 2004  3 25 15 57 30           32.825935            2.852550
 2004  3 25 16 57 30           32.827667            2.858875
 2004  3 25 17 57 30           32.837967            2.871142
 2004  3 25 18 57 30           32.843990            2.889800
 2004  3 25 19 57 30           32.849148            2.894342
 2004  3 25 20 57 30           32.850266            2.895025
 2004  3 25 21 57 30           32.846035            2.889067
 2004  3 25 22 57 30           32.844124            2.878300
 2004  3 25 23 57 30           32.834446            2.850558
 2004  3 26  0 57 30           32.834473            2.849267
 2004  3 26  1 57 30           32.833073            2.851900
 2004  3 26  2 57 30           32.845314            2.886817
 2004  3 26  3 57 30           32.856068            2.905467
 2004  3 26  4 57 30           32.858807            2.910150
 2004  3 26  5 57 30           32.861774            2.911550
 2004  3 26  6 57 30           32.860695            2.913350
 2004  3 26  7 57 30           32.859634            2.919558
 2004  3 26  8 57 30           32.839657            2.925625
 2004  3 26  9 57 30           32.836834            2.936608
 2004  3 26 10 57 30           32.834263            2.904900
 2004  3 26 11 57 30           32.817257            2.893517
 2004  3 26 12 57 30           32.831013            2.886900
 2004  3 26 13 57 30           32.821476            2.894242
 2004  3 26 14 57 30           32.751221            2.949300
 2004  3 26 15 57 30           32.792187            2.933267
 2004  3 26 16 57 30           32.834167            2.922158
 2004  3 26 17 57 30           32.847950            2.921825
 2004  3 26 18 57 30           32.846668            2.936458
 2004  3 26 19 57 30           32.854664            2.925267
 2004  3 26 20 57 30           32.856075            2.922725
 2004  3 26 21 57 30           32.850006            2.923183
 2004  3 26 22 57 30           32.848297            2.921700
 2004  3 26 23 57 30           32.844391            2.930367
 2004  3 27  0 57 30           32.831200            2.923167
 2004  3 27  1 57 30           32.818268            2.928358
 2004  3 27  2 57 30           32.825851            2.941883
 2004  3 27  3 57 30           32.843765            2.934242
 2004  3 27  4 57 30           32.845673            2.923533
 2004  3 27  5 57 30           32.845764            2.904067
 2004  3 27  6 57 30           32.835976            2.866658
 2004  3 27  7 57 30           32.846985            2.883392
 2004  3 27  8 57 30           32.848579            2.891733
 2004  3 27  9 57 30           32.847847            2.879392
 2004  3 27 10 57 30           32.847874            2.904742
 2004  3 27 11 57 30           32.846497            2.944408
 2004  3 27 12 57 30           32.839798            2.928758
 2004  3 27 13 57 30           32.847851            2.943508
 2004  3 27 14 57 30           32.853687            2.924742
 2004  3 27 15 57 30           32.866177            2.923258
 2004  3 27 16 57 30           32.859406            2.942617
 2004  3 27 17 57 30           32.852852            2.952183
 2004  3 27 18 57 30           32.851856            2.935275
 2004  3 27 19 57 30           32.852146            2.921192
 2004  3 27 20 57 30           32.850967            2.928983
 2004  3 27 21 57 30           32.842796            2.965717
 2004  3 27 22 57 30           32.835434            2.983250
 2004  3 27 23 57 30           32.846119            2.957100
 2004  3 28  0 57 30           32.854279            2.937950
 2004  3 28  1 57 30           32.847225            2.943592
 2004  3 28  2 57 30           32.802780            2.987992
 2004  3 28  3 57 30           32.811184            2.986492
 2004  3 28  4 57 30           32.762123            3.022025
 2004  3 28  5 57 30           32.805607            2.998492
 2004  3 28  6 57 30           32.751476            3.096158
 2004  3 28  7 57 30           32.727757            3.171783
 2004  3 28  8 57 30           32.760464            3.098891
 2004  3 28  9 57 30           32.749691            3.089800
 2004  3 28 10 57 30           32.797356            3.018175
 2004  3 28 11 57 30           32.843563            3.015058
 2004  3 28 12 57 30           32.799126            3.010750
 2004  3 28 13 57 30           32.779926            3.045100
 2004  3 28 14 57 30           32.845310            3.031850
 2004  3 28 15 57 30           32.763290            3.070300
 2004  3 28 16 57 30           32.823997            3.045183
 2004  3 28 17 57 30           32.758411            3.057400
 2004  3 28 18 57 30           32.738911            3.062667
 2004  3 28 19 57 30           32.744480            3.097133
 2004  3 28 20 57 30           32.757999            3.130183
 2004  3 28 21 57 30           32.763805            3.104458
 2004  3 28 22 57 30           32.775227            3.083633
 2004  3 28 23 57 30           32.802219            3.078150
 2004  3 29  0 57 30           32.807365            3.088458
 2004  3 29  1 57 30           32.803082            3.110983
 2004  3 29  2 57 30           32.788406            3.121517
 2004  3 29  3 57 30           32.810444            3.131717
 2004  3 29  4 57 30           32.807636            3.106183
 2004  3 29  5 57 30           32.815121            3.100617
 2004  3 29  6 57 30           32.827816            3.067108
 2004  3 29  7 57 30           32.807732            3.076733
 2004  3 29  8 57 30           32.788750            3.079600
 2004  3 29  9 57 30           32.786018            3.063858
 2004  3 29 10 57 30           32.791233            3.046950
 2004  3 29 11 57 30           32.798714            3.083275
 2004  3 29 12 57 30           32.775349            3.137633
 2004  3 29 13 57 30           32.823223            3.251558
 2004  3 29 14 57 30           32.784580            3.302158
 2004  3 29 15 57 30           32.785946            3.313317
 2004  3 29 16 57 30           32.760262            3.341942
 2004  3 29 17 57 30           32.802708            3.290258
 2004  3 29 18 57 30           32.798721            3.162808
 2004  3 29 19 57 30           32.805294            3.181783
 2004  3 29 20 57 30           32.801327            3.177600
 2004  3 29 21 57 30           32.781181            3.067983
 2004  3 29 22 57 30           32.785778            3.063042
 2004  3 29 23 57 30           32.801720            3.173433
 2004  3 30  0 57 30           32.816460            3.264625
 2004  3 30  1 57 30           32.843651            3.303333
 2004  3 30  2 57 30           32.820980            3.318750
 2004  3 30  3 57 30           32.815498            3.325417
 2004  3 30  4 57 30           32.815647            3.322958
 2004  3 30  5 57 30           32.813351            3.320608
 2004  3 30  6 57 30           32.818890            3.289742
 2004  3 30  7 57 30           32.832283            3.288200
 2004  3 30  8 57 30           32.832195            3.257317
 2004  3 30  9 57 30           32.824062            3.243483
 2004  3 30 10 57 30           32.817528            3.223967
 2004  3 30 11 57 30           32.821159            3.224808
 2004  3 30 12 57 30           32.830143            3.270250
 2004  3 30 13 57 30           32.819916            3.350333
 2004  3 30 14 57 30           32.845440            3.365850
 2004  3 30 15 57 30           32.801445            3.422808
 2004  3 30 16 57 30           32.795834            3.445883
 2004  3 30 17 57 30           32.799980            3.426575
 2004  3 30 18 57 30           32.796967            3.374983
 2004  3 30 19 57 30           32.838139            3.360367
 2004  3 30 20 57 30           32.810349            3.373733
 2004  3 30 21 57 30           32.805614            3.380392
 2004  3 30 22 57 30           32.809986            3.372933
 2004  3 30 23 57 30           32.820477            3.358700
 2004  3 31  0 57 30           32.822773            3.365242
 2004  3 31  1 57 30           32.832458            3.407800
 2004  3 31  2 57 30           32.794102            3.412875
 2004  3 31  3 57 30           32.782990            3.440958
 2004  3 31  4 57 30           32.788383            3.447792
 2004  3 31  5 57 30           32.737118            3.414225
 2004  3 31  6 57 30           32.812599            3.415042
 2004  3 31  7 57 30           32.833347            3.394450
 2004  3 31  8 57 30           32.834476            3.393133
 2004  3 31  9 57 30           32.845436            3.402867
 2004  3 31 10 57 30           32.840282            3.390542
 2004  3 31 11 57 30           32.832371            3.376017
 2004  3 31 12 57 30           32.840332            3.378967
 2004  3 31 13 57 30           32.835392            3.367167
 2004  3 31 14 57 30           32.845303            3.400783
 2004  3 31 15 57 30           32.812725            3.403283
 2004  3 31 16 57 30           32.812553            3.385825
 2004  3 31 17 57 30           32.835167            3.373883
 2004  3 31 18 57 30           32.827721            3.376317
 2004  3 31 19 57 30           32.826035            3.382800
 2004  3 31 20 57 30           32.841660            3.363183
 2004  3 31 21 57 30           32.810738            3.371458
 2004  3 31 22 57 30           32.802826            3.381167
 2004  3 31 23 57 30           32.761822            3.396817
 2004  4  1  0 57 30           32.783443            3.385617
 2004  4  1  1 57 30           32.745632            3.388042
 2004  4  1  2 57 30           32.716290            3.385025
 2004  4  1  3 57 30           32.744747            3.381558
 2004  4  1  4 57 30           32.767853            3.366792
 2004  4  1  5 57 30           32.746548            3.375567
 2004  4  1  6 57 30           32.718445            3.392242
 2004  4  1  7 57 30           32.773361            3.358100
 2004  4  1  8 57 30           32.798672            3.356400
 2004  4  1  9 57 30           32.803280            3.350917
 2004  4  1 10 57 30           32.807083            3.330042
 2004  4  1 11 57 30           32.832569            3.289067
 2004  4  1 12 57 30           32.828186            3.314267
 2004  4  1 13 57 30           32.825275            3.259092
 2004  4  1 14 57 30           32.773159            3.233008
 2004  4  1 15 57 30           32.807529            3.288125
 2004  4  1 16 57 30           32.782646            3.296083
 2004  4  1 17 57 30           32.753441            3.306208
 2004  4  1 18 57 30           32.705078            3.337942
 2004  4  1 19 57 30           32.583309            3.344658
 2004  4  1 20 57 30           32.699463            3.391700
 2004  4  1 21 57 30           32.800953            3.454667
 2004  4  1 22 57 30           32.745132            3.394742
 2004  4  1 23 57 30           32.692352            3.346017
 2004  4  2  0 57 30           32.615456            3.287200
 2004  4  2  1 57 30           32.551167            3.101058
 2004  4  2  2 57 30           32.519276            3.167017
 2004  4  2  3 57 30           32.490555            3.254142
 2004  4  2  4 57 30           32.566864            3.374317
 2004  4  2  5 57 30           32.591579            3.426975
 2004  4  2  6 57 30           32.524933            3.384783
 2004  4  2  7 57 30           32.573193            3.427242
 2004  4  2  8 57 30           32.601807            3.489125
 2004  4  2  9 57 30           32.608757            3.470408
 2004  4  2 10 57 30           32.605011            3.428492
 2004  4  2 11 57 30           32.616676            3.424900
 2004  4  2 12 57 30           32.617863            3.389883
 2004  4  2 13 57 30           32.575706            3.200250
 2004  4  2 14 57 30           32.557991            3.225133
 2004  4  2 15 57 30           32.496124            3.038217
 2004  4  2 16 57 30           32.468914            2.932375
 2004  4  2 17 57 30           32.432468            2.931783
 2004  4  2 18 57 30           32.472645            2.912092
 2004  4  2 19 57 30           32.507233            2.923467
 2004  4  2 20 57 30           32.489029            2.938400
 2004  4  2 21 57 30           32.474171            2.922067
 2004  4  2 22 57 30           32.478104            2.917967
 2004  4  2 23 57 30           32.470551            2.911717
 2004  4  3  0 57 30           32.472641            2.882000
 2004  4  3  1 57 30           32.473999            2.876300
 2004  4  3  2 57 30           32.468830            2.879167
 2004  4  3  3 57 30           32.457443            2.893525
 2004  4  3  4 57 30           32.430885            2.911642
 2004  4  3  5 57 30           32.388504            2.959558
 2004  4  3  6 57 30           32.351444            2.981892
 2004  4  3  7 57 30           32.293877            2.987567
 2004  4  3  8 57 30           32.251358            2.950033
 2004  4  3  9 57 30           32.395119            2.814825
 2004  4  3 10 57 30           32.464096            2.780058
 2004  4  3 11 57 30           32.501789            2.746692
 2004  4  3 12 57 30           32.504238            2.733092
 2004  4  3 13 57 30           32.488068            2.738283
 2004  4  3 14 57 30           32.460827            2.762733
 2004  4  3 15 57 30           32.443493            2.778892
 2004  4  3 16 57 30           32.388409            2.829050
 2004  4  3 17 57 30           32.316353            2.935183
 2004  4  3 18 57 30           32.285889            3.042417
 2004  4  3 19 57 30           32.253147            3.082900
 2004  4  3 20 57 30           32.206184            3.131717
 2004  4  3 21 57 30           32.236549            3.015392
 2004  4  3 22 57 30           32.337410            2.929183
 2004  4  3 23 57 30           32.356598            2.910542
 2004  4  4  0 57 30           32.363220            2.896500
 2004  4  4  1 57 30           32.374336            2.889717
 2004  4  4  2 57 30           32.375538            2.886933
 2004  4  4  3 57 30           32.371338            2.887800
 2004  4  4  4 57 30           32.336678            2.904192
 2004  4  4  5 57 30           32.304493            2.911208
 2004  4  4  6 57 30           32.322041            2.908067
 2004  4  4  7 57 30           32.331650            2.901183
 2004  4  4  8 57 30           32.321373            2.904883
 2004  4  4  9 57 30           32.345219            2.895175
 2004  4  4 10 57 30           32.360493            2.901008
 2004  4  4 11 57 30           32.419109            2.958450
 2004  4  4 12 57 30           32.540512            2.949383
 2004  4  4 13 57 30           32.588005            2.920625
 2004  4  4 14 57 30           32.650627            2.895892
 2004  4  4 15 57 30           32.747124            2.887133
 2004  4  4 16 57 30           32.696472            2.900950
 2004  4  4 17 57 30           32.552166            2.971283
 2004  4  4 18 57 30           32.576229            2.969883
 2004  4  4 19 57 30           32.553925            2.946850
 2004  4  4 20 57 30           32.515800            2.917017
 2004  4  4 21 57 30           32.533363            2.923542
 2004  4  4 22 57 30           32.560234            2.938175
 2004  4  4 23 57 30           32.493950            2.939800
 2004  4  5  0 57 30           32.507256            2.966892
 2004  4  5  1 57 30           32.716660            2.898875
 2004  4  5  2 57 30           32.822983            2.862508
 2004  4  5  3 57 30           32.816360            2.853383
 2004  4  5  4 57 30           32.777863            2.783408
 2004  4  5  5 57 30           32.740604            2.816092
 2004  4  5  6 57 30           32.687641            2.850083
 2004  4  5  7 57 30           32.751251            2.862808
 2004  4  5  8 57 30           32.694481            2.877317
 2004  4  5  9 57 30           32.695595            2.880133
 2004  4  5 10 57 30           32.680408            2.890833
 2004  4  5 11 57 30           32.582401            2.900275
 2004  4  5 12 57 30           32.450375            2.933717
 2004  4  5 13 57 30           32.397766            2.939375
 2004  4  5 14 57 30           32.324875            2.963425
 2004  4  5 15 57 30           32.323376            2.957125
 2004  4  5 16 57 30           32.426319            2.924575
 2004  4  5 17 57 30           32.357964            2.948867
 2004  4  5 18 57 30           32.267246            2.967000
 2004  4  5 19 57 30           32.228798            2.975433
 2004  4  5 20 57 30           32.196098            2.981458
 2004  4  5 21 57 30           32.155624            2.989483
 2004  4  5 22 57 30           32.175602            2.989317
 2004  4  5 23 57 30           32.191376            2.985317
 2004  4  6  0 57 30           32.249958            2.966608
 2004  4  6  1 57 30           32.535202            2.907183
 2004  4  6  2 57 30           32.566780            2.899458
 2004  4  6  3 57 30           32.651352            2.891050
 2004  4  6  4 57 30           32.469219            2.935792
 2004  4  6  5 57 30           32.409801            2.929775
 2004  4  6  6 57 30           32.338512            2.947083
 2004  4  6  7 57 30           32.335636            2.950583
 2004  4  6  8 57 30           32.334435            2.951242
 2004  4  6  9 57 30           32.262074            2.968533
 2004  4  6 10 57 30           32.217358            2.983758
 2004  4  6 11 57 30           32.028099            3.008233
 2004  4  6 12 57 30           31.839458            3.004842
 2004  4  6 13 57 30           32.015942            2.989483
 2004  4  6 14 57 30           32.117321            2.977658
 2004  4  6 15 57 30           32.176575            2.967133
 2004  4  6 16 57 30           32.199516            2.975575
 2004  4  6 17 57 30           32.298462            2.948192
 2004  4  6 18 57 30           32.374733            2.945525
 2004  4  6 19 57 30           32.255386            2.968683
 2004  4  6 20 57 30           32.114544            3.002758
 2004  4  6 21 57 30           32.005066            3.027533
 2004  4  6 22 57 30           31.931820            3.042442
 2004  4  6 23 57 30           31.988575            3.047258
 2004  4  7  0 57 30           31.936897            3.054567
 2004  4  7  1 57 30           31.753050            3.125417
 2004  4  7  2 57 30           31.878422            3.095858
 2004  4  7  3 57 30           32.066895            3.035017
 2004  4  7  4 57 30           32.013329            3.036967
 2004  4  7  5 57 30           32.101891            3.010400
 2004  4  7  6 57 30           32.233234            2.991325
 2004  4  7  7 57 30           32.217644            3.003375
 2004  4  7  8 57 30           32.122189            3.031025
 2004  4  7  9 57 30           32.101135            3.032408
 2004  4  7 10 57 30           32.015083            3.052083
 2004  4  7 11 57 30           31.920931            3.065175
 2004  4  7 12 57 30           31.858374            3.106108
 2004  4  7 13 57 30           31.924957            3.094525
 2004  4  7 14 57 30           32.182949            3.044817
 2004  4  7 15 57 30           32.203297            3.096225
 2004  4  7 16 57 30           32.158592            3.088592
 2004  4  7 17 57 30           32.213413            3.092083
 2004  4  7 18 57 30           32.224407            3.031900
 2004  4  7 19 57 30           32.152313            3.017450
 2004  4  7 20 57 30           32.157852            3.015225
 2004  4  7 21 57 30           32.191986            3.006233
 2004  4  7 22 57 30           32.154350            3.012300
 2004  4  7 23 57 30           32.100067            3.015667
 2004  4  8  0 57 30           31.993288            3.058217
 2004  4  8  1 57 30           32.201397            3.025508
 2004  4  8  2 57 30           32.293018            2.994083
 2004  4  8  3 57 30           32.322449            3.003283
 2004  4  8  4 57 30           32.457855            3.007333
 2004  4  8  5 57 30           32.494724            3.052133
 2004  4  8  6 57 30           32.545544            3.102067
 2004  4  8  7 57 30           32.428352            3.035242
 2004  4  8  8 57 30           32.363800            3.012017
 2004  4  8  9 57 30           32.487576            2.960875
 2004  4  8 10 57 30           32.274487            3.011817
 2004  4  8 11 57 30           32.357323            2.990433
 2004  4  8 12 57 30           32.386719            2.987317
 2004  4  8 13 57 30           32.273190            3.016642
 2004  4  8 14 57 30           32.239944            3.047167
 2004  4  8 15 57 30           32.222652            3.082517
 2004  4  8 16 57 30           32.394474            3.028050
 2004  4  8 17 57 30           32.456959            2.990367
 2004  4  8 18 57 30           32.519135            2.958742
 2004  4  8 19 57 30           32.466976            2.982133
 2004  4  8 20 57 30           32.434166            2.989692
 2004  4  8 21 57 30           32.468212            2.983675
 2004  4  8 22 57 30           32.444244            3.002025
 2004  4  8 23 57 30           32.429939            2.997183
 2004  4  9  0 57 30           32.237946            3.108142
 2004  4  9  1 57 30           32.249783            3.088083
 2004  4  9  2 57 30           32.262917            3.143692
 2004  4  9  3 57 30           32.330013            3.115575
 2004  4  9  4 57 30           32.396580            3.084908
 2004  4  9  5 57 30           32.448372            3.041408
 2004  4  9  6 57 30           32.458981            3.144092
 2004  4  9  7 57 30           32.497597            3.121633
 2004  4  9  8 57 30           32.493271            3.039458
 2004  4  9  9 57 30           32.393723            3.010600
 2004  4  9 10 57 30           32.375664            3.000750
 2004  4  9 11 57 30           32.372990            3.018117
 2004  4  9 12 57 30           32.384045            3.039167
 2004  4  9 13 57 30           32.411583            3.061258
 2004  4  9 14 57 30           32.392559            3.067950
 2004  4  9 15 57 30           32.324623            3.084833
 2004  4  9 16 57 30           32.227592            3.165067
 2004  4  9 17 57 30           32.186264            3.183533
 2004  4  9 18 57 30           32.175793            3.177375
 2004  4  9 19 57 30           32.216633            3.163233
 2004  4  9 20 57 30           32.276962            3.122925
 2004  4  9 21 57 30           32.317726            3.107375
 2004  4  9 22 57 30           32.353832            3.095658
 2004  4  9 23 57 30           32.347023            3.106608
 2004  4 10  0 57 30           32.376293            3.109050
 2004  4 10  1 57 30           32.413128            3.107375
 2004  4 10  2 57 30           32.382656            3.152600
 2004  4 10  3 57 30           32.378555            3.160525
 2004  4 10  4 57 30           32.386169            3.161542
 2004  4 10  5 57 30           32.404114            3.146000
 2004  4 10  6 57 30           32.369110            3.166425
 2004  4 10  7 57 30           32.451168            3.117883
 2004  4 10  8 57 30           32.408001            3.161258
 2004  4 10  9 57 30           32.427357            3.104900
 2004  4 10 10 57 30           32.431545            3.054083
 2004  4 10 11 57 30           32.431850            3.046125
 2004  4 10 12 57 30           32.360344            3.085558
 2004  4 10 13 57 30           32.390381            3.107575
 2004  4 10 14 57 30           32.491573            3.114250
 2004  4 10 15 57 30           32.475925            3.190042
 2004  4 10 16 57 30           32.449623            3.226408
 2004  4 10 17 57 30           32.427807            3.227767
 2004  4 10 18 57 30           32.386215            3.232400
 2004  4 10 19 57 30           32.408150            3.210200
 2004  4 10 20 57 30           32.426243            3.203425
 2004  4 10 21 57 30           32.447453            3.199500
 2004  4 10 22 57 30           32.459129            3.196042
 2004  4 10 23 57 30           32.514347            3.156958
 2004  4 11  0 57 30           32.471149            3.204767
 2004  4 11  1 57 30           32.476505            3.204317
 2004  4 11  2 57 30           32.546154            3.169250
 2004  4 11  3 57 30           32.513062            3.169150
 2004  4 11  4 57 30           32.481987            3.173100
 2004  4 11  5 57 30           32.481300            3.195517
 2004  4 11  6 57 30           32.407547            3.176375
 2004  4 11  7 57 30           32.432423            3.145342
 2004  4 11  8 57 30           32.472675            3.220433
 2004  4 11  9 57 30           32.484043            3.213467
 2004  4 11 10 57 30           32.363247            3.350425
 2004  4 11 11 57 30           32.475010            3.234750
 2004  4 11 12 57 30           32.508297            3.194017
 2004  4 11 13 57 30           32.443821            3.260508
 2004  4 11 14 57 30           32.356815            3.308417
 2004  4 11 15 57 30           32.382652            3.281317
 2004  4 11 16 57 30           32.429962            3.239425
 2004  4 11 17 57 30           32.405014            3.209175
 2004  4 11 18 57 30           32.233845            3.241942
 2004  4 11 19 57 30           32.166695            3.334175
 2004  4 11 20 57 30           32.288944            3.239825
 2004  4 11 21 57 30           32.373947            3.172133
 2004  4 11 22 57 30           32.361950            3.231958
 2004  4 11 23 57 30           32.358406            3.230400
 2004  4 12  0 57 30           32.443634            3.189608
 2004  4 12  1 57 30           32.479038            3.193517
 2004  4 12  2 57 30           32.423000            3.227675
 2004  4 12  3 57 30           32.432842            3.180925
 2004  4 12  4 57 30           32.409653            3.191808
 2004  4 12  5 57 30           32.356613            3.220067
 2004  4 12  6 57 30           32.361214            3.178558
 2004  4 12  7 57 30           32.183434            3.401317
 2004  4 12  8 57 30           32.240482            3.314950
 2004  4 12  9 57 30           32.333221            3.199592
 2004  4 12 10 57 30           32.382698            3.183825
 2004  4 12 11 57 30           32.311707            3.316675
 2004  4 12 12 57 30           32.422836            3.215308
 2004  4 12 13 57 30           32.462013            3.175467
 2004  4 12 14 57 30           32.431789            3.164875
 2004  4 12 15 57 30           32.447956            3.152292
 2004  4 12 16 57 30           32.260021            3.342850
 2004  4 12 17 57 30           32.338001            3.275575
 2004  4 12 18 57 30           32.243805            3.303608
 2004  4 12 19 57 30           32.189777            3.276692
 2004  4 12 20 57 30           32.184879            3.302000
 2004  4 12 21 57 30           32.303875            3.277700
 2004  4 12 22 57 30           32.302467            3.287842
 2004  4 12 23 57 30           32.312679            3.276442
 2004  4 13  0 57 30           32.314564            3.287217
 2004  4 13  1 57 30           32.314739            3.273950
 2004  4 13  2 57 30           32.304344            3.278825
 2004  4 13  3 57 30           32.248985            3.363308
 2004  4 13  4 57 30           32.206680            3.390175
 2004  4 13  5 57 30           32.206657            3.384542
 2004  4 13  6 57 30           32.324459            3.297625
 2004  4 13  7 57 30           32.312508            3.306508
 2004  4 13  8 57 30           32.246490            3.356758
 2004  4 13  9 57 30           32.314331            3.287233
 2004  4 13 10 57 30           32.347347            3.268775
 2004  4 13 11 57 30           32.329506            3.280667
 2004  4 13 12 57 30           32.282509            3.335200
 2004  4 13 13 57 30           32.274029            3.182608
 2004  4 13 14 57 30           32.243210            3.170350
 2004  4 13 15 57 30           32.239208            3.175425
 2004  4 13 16 57 30           32.128143            3.258200
 2004  4 13 17 57 30           31.961622            3.360167
 2004  4 13 18 57 30           31.947886            3.283317
 2004  4 13 19 57 30           31.944416            3.349900
 2004  4 13 20 57 30           31.904867            3.614642
 2004  4 13 21 57 30           31.927671            3.535425
 2004  4 13 22 57 30           32.020397            3.396717
 2004  4 13 23 57 30           32.105381            3.319425
 2004  4 14  0 57 30           32.117771            3.309392
 2004  4 14  1 57 30           32.066029            3.340842
 2004  4 14  2 57 30           32.002151            3.379925
 2004  4 14  3 57 30           31.990023            3.417300
 2004  4 14  4 57 30           31.925432            3.461942
 2004  4 14  5 57 30           31.751991            3.588050
 2004  4 14  6 57 30           31.771538            3.670508
 2004  4 14  7 57 30           31.794069            3.661725
 2004  4 14  8 57 30           31.869076            3.767325
 2004  4 14  9 57 30           31.840046            3.764458
 2004  4 14 10 57 30           31.884289            3.607525
 2004  4 14 11 57 30           31.998457            3.485258
 2004  4 14 12 57 30           32.034363            3.418567
 2004  4 14 13 57 30           32.030655            3.428425
 2004  4 14 14 57 30           32.014732            3.452375
 2004  4 14 15 57 30           31.981894            3.470783
 2004  4 14 16 57 30           31.940861            3.529517
 2004  4 14 17 57 30           31.935492            3.536800
 2004  4 14 18 57 30           31.925238            3.576083
 2004  4 14 19 57 30           31.864990            3.676275
 2004  4 14 20 57 30           31.802052            3.750258
 2004  4 14 21 57 30           31.597429            4.033992
 2004  4 14 22 57 30           31.527758            4.187550
 2004  4 14 23 57 30           31.575563            4.088358
 2004  4 15  0 57 30           31.836607            3.712708
 2004  4 15  1 57 30           31.734478            3.827100
 2004  4 15  2 57 30           31.706789            3.850108
 2004  4 15  3 57 30           31.709761            3.855658
 2004  4 15  4 57 30           31.826029            3.893258
 2004  4 15  5 57 30           31.810120            3.910675
 2004  4 15  6 57 30           31.802967            3.806233
 2004  4 15  7 57 30           31.877876            3.697108
 2004  4 15  8 57 30           31.902348            3.685300
 2004  4 15  9 57 30           31.957243            3.636175
 2004  4 15 10 57 30           31.997683            3.575558
 2004  4 15 11 57 30           31.879934            3.708733
 2004  4 15 12 57 30           31.933832            3.654025
 2004  4 15 13 57 30           31.893288            3.735600
 2004  4 15 14 57 30           31.686613            4.074008
 2004  4 15 15 57 30           31.722733            4.034091
 2004  4 15 16 57 30           31.812424            3.916558
 2004  4 15 17 57 30           31.844658            3.880458
 2004  4 15 18 57 30           31.671030            4.121075
 2004  4 15 19 57 30           31.545094            4.303858
 2004  4 15 20 57 30           31.541151            4.304208
 2004  4 15 21 57 30           31.540491            4.215967
 2004  4 15 22 57 30           31.666492            3.984433
 2004  4 15 23 57 30           31.803860            3.828708
 2004  4 16  0 57 30           31.978319            3.630992
 2004  4 16  1 57 30           31.955759            3.658558
 2004  4 16  2 57 30           31.923018            3.701267
 2004  4 16  3 57 30           31.874405            3.771200
 2004  4 16  4 57 30           31.854891            3.786033
 2004  4 16  5 57 30           31.856544            3.782308
 2004  4 16  6 57 30           31.847427            3.797975
 2004  4 16  7 57 30           31.863667            3.766433
 2004  4 16  8 57 30           31.851385            3.780625
 2004  4 16  9 57 30           31.758484            3.906933
 2004  4 16 10 57 30           31.602697            4.094642
 2004  4 16 11 57 30           31.552992            4.148883
 2004  4 16 12 57 30           31.534641            4.150417
 2004  4 16 13 57 30           31.525467            4.141533
 2004  4 16 14 57 30           31.526346            4.180617
 2004  4 16 15 57 30           31.454359            4.276475
 2004  4 16 16 57 30           31.429453            4.270058
 2004  4 16 17 57 30           31.450686            4.170967
 2004  4 16 18 57 30           31.455910            4.215717
 2004  4 16 19 57 30           31.448919            4.240517
 2004  4 16 20 57 30           31.410044            4.171292
 2004  4 16 21 57 30           31.382137            4.262683
 2004  4 16 22 57 30           31.474253            4.259992
 2004  4 16 23 57 30           31.541037            4.197633
 2004  4 17  0 57 30           31.582186            4.330966
 2004  4 17  1 57 30           31.609941            4.367867
 2004  4 17  2 57 30           31.621809            4.340042
 2004  4 17  3 57 30           31.614229            4.186683
 2004  4 17  4 57 30           31.511776            4.257234
 2004  4 17  5 57 30           31.474749            4.242758
 2004  4 17  6 57 30           31.513391            4.183767
 2004  4 17  7 57 30           31.521921            4.171967
 2004  4 17  8 57 30           31.521469            4.179550
 2004  4 17  9 57 30           31.504013            4.219425
 2004  4 17 10 57 30           31.473581            4.259075
 2004  4 17 11 57 30           31.485832            4.237967
 2004  4 17 12 57 30           31.525665            4.172700
 2004  4 17 13 57 30           31.590263            4.084725
 2004  4 17 14 57 30           31.652838            4.041792
 2004  4 17 15 57 30           31.651159            4.042892
 2004  4 17 16 57 30           31.602001            4.095792
 2004  4 17 17 57 30           31.499775            4.248209
 2004  4 17 18 57 30           31.547739            4.170617
 2004  4 17 19 57 30           31.626661            4.077950
 2004  4 17 20 57 30           31.531092            4.187742
 2004  4 17 21 57 30           31.419886            4.393950
 2004  4 17 22 57 30           31.449739            4.479233
 2004  4 17 23 57 30           31.587667            4.093017
 2004  4 18  0 57 30           31.679457            3.982000
 2004  4 18  1 57 30           31.820368            3.885242
 2004  4 18  2 57 30           31.844498            3.872042
 2004  4 18  3 57 30           31.842936            3.892942
 2004  4 18  4 57 30           31.788305            3.937725
 2004  4 18  5 57 30           31.723391            3.962642
