   yr mo da hr mn sc                S_40                T_28
 2004  2 29 18 57 30           32.847424            2.026900
 2004  2 29 19 57 30           32.850952            2.075642
 2004  2 29 20 57 30           32.854534            2.082283
 2004  2 29 21 57 30           32.848015            2.075733
 2004  2 29 22 57 30           32.847202            2.085217
 2004  2 29 23 57 30           32.840202            2.039175
 2004  3  1  0 57 30           32.837234            2.000600
 2004  3  1  1 57 30           32.832169            1.968692
 2004  3  1  2 57 30           32.829391            2.015067
 2004  3  1  3 57 30           32.822498            1.991833
 2004  3  1  4 57 30           32.790867            2.070750
 2004  3  1  5 57 30           32.828190            2.088692
 2004  3  1  6 57 30           32.851635            2.108733
 2004  3  1  7 57 30           32.840599            2.065775
 2004  3  1  8 57 30           32.834843            2.018308
 2004  3  1  9 57 30           32.832264            2.015375
 2004  3  1 10 57 30           32.835228            2.024325
 2004  3  1 11 57 30           32.836506            2.023075
 2004  3  1 12 57 30           32.855675            2.099958
 2004  3  1 13 57 30           32.873165            2.163492
 2004  3  1 14 57 30           32.863575            2.218967
 2004  3  1 15 57 30           32.835354            2.130933
 2004  3  1 16 57 30           32.836811            2.160842
 2004  3  1 17 57 30           32.845104            2.199183
 2004  3  1 18 57 30           32.825745            2.131517
 2004  3  1 19 57 30           32.829971            2.152275
 2004  3  1 20 57 30           32.853233            2.210100
 2004  3  1 21 57 30           32.857529            2.214842
 2004  3  1 22 57 30           32.854755            2.185833
 2004  3  1 23 57 30           32.849041            2.153258
 2004  3  2  0 57 30           32.850391            2.186867
 2004  3  2  1 57 30           32.860249            2.202575
 2004  3  2  2 57 30           32.853104            2.236308
 2004  3  2  3 57 30           32.865967            2.266992
 2004  3  2  4 57 30           32.830605            2.289558
 2004  3  2  5 57 30           32.858479            2.317550
 2004  3  2  6 57 30           32.863159            2.323925
 2004  3  2  7 57 30           32.868702            2.283408
 2004  3  2  8 57 30           32.884808            2.243908
 2004  3  2  9 57 30           32.874672            2.245433
 2004  3  2 10 57 30           32.869198            2.245950
 2004  3  2 11 57 30           32.867012            2.279742
 2004  3  2 12 57 30           32.872223            2.240817
 2004  3  2 13 57 30           32.861725            2.178458
 2004  3  2 14 57 30           32.868744            2.245550
 2004  3  2 15 57 30           32.868210            2.296167
 2004  3  2 16 57 30           32.861233            2.290842
 2004  3  2 17 57 30           32.853344            2.271992
 2004  3  2 18 57 30           32.870811            2.286125
 2004  3  2 19 57 30           32.867805            2.297825
 2004  3  2 20 57 30           32.896618            2.286575
 2004  3  2 21 57 30           32.895931            2.290100
 2004  3  2 22 57 30           32.886848            2.279300
 2004  3  2 23 57 30           32.878819            2.256150
 2004  3  3  0 57 30           32.870346            2.239125
 2004  3  3  1 57 30           32.864861            2.208825
 2004  3  3  2 57 30           32.856247            2.158608
 2004  3  3  3 57 30           32.843536            2.131833
 2004  3  3  4 57 30           32.841236            2.141600
 2004  3  3  5 57 30           32.859062            2.156950
 2004  3  3  6 57 30           32.866905            2.193500
 2004  3  3  7 57 30           32.840530            2.087400
 2004  3  3  8 57 30           32.824306            2.088617
 2004  3  3  9 57 30           32.818977            2.083875
 2004  3  3 10 57 30           32.791752            2.106892
 2004  3  3 11 57 30           32.773613            2.243242
 2004  3  3 12 57 30           32.781830            2.242925
 2004  3  3 13 57 30           32.790401            2.221767
 2004  3  3 14 57 30           32.798832            2.139467
 2004  3  3 15 57 30           32.796181            2.156692
 2004  3  3 16 57 30           32.791271            2.127975
 2004  3  3 17 57 30           32.823532            2.164850
 2004  3  3 18 57 30           32.845047            2.191392
 2004  3  3 19 57 30           32.843185            2.252683
 2004  3  3 20 57 30           32.827927            2.236917
 2004  3  3 21 57 30           32.833427            2.230317
 2004  3  3 22 57 30           32.831059            2.155358
 2004  3  3 23 57 30           32.812538            2.094558
 2004  3  4  0 57 30           32.807159            2.103367
 2004  3  4  1 57 30           32.814789            2.109925
 2004  3  4  2 57 30           32.797985            2.129775
 2004  3  4  3 57 30           32.793629            2.178917
 2004  3  4  4 57 30           32.818130            2.311400
 2004  3  4  5 57 30           32.815395            2.288817
 2004  3  4  6 57 30           32.829037            2.324675
 2004  3  4  7 57 30           32.829479            2.331875
 2004  3  4  8 57 30           32.818550            2.283850
 2004  3  4  9 57 30           32.806183            2.286392
 2004  3  4 10 57 30           32.830135            2.283125
 2004  3  4 11 57 30           32.827484            2.238717
 2004  3  4 12 57 30           32.835941            2.224383
 2004  3  4 13 57 30           32.830921            2.173417
 2004  3  4 14 57 30           32.833881            2.224467
 2004  3  4 15 57 30           32.818863            2.152808
 2004  3  4 16 57 30           32.813240            2.176933
 2004  3  4 17 57 30           32.789341            2.225883
 2004  3  4 18 57 30           32.793282            2.199217
 2004  3  4 19 57 30           32.796654            2.204558
 2004  3  4 20 57 30           32.825687            2.226558
 2004  3  4 21 57 30           32.804806            2.214825
 2004  3  4 22 57 30           32.789906            2.198450
 2004  3  4 23 57 30           32.800098            2.201750
 2004  3  5  0 57 30           32.795074            2.211075
 2004  3  5  1 57 30           32.785110            2.241658
 2004  3  5  2 57 30           32.793686            2.203708
 2004  3  5  3 57 30           32.796055            2.232317
 2004  3  5  4 57 30           32.792156            2.294683
 2004  3  5  5 57 30           32.798656            2.183717
 2004  3  5  6 57 30           32.786201            2.170492
 2004  3  5  7 57 30           32.787102            2.175675
 2004  3  5  8 57 30           32.774609            2.190850
 2004  3  5  9 57 30           32.752892            2.454408
 2004  3  5 10 57 30           32.783020            2.288367
 2004  3  5 11 57 30           32.794819            2.293383
 2004  3  5 12 57 30           32.807865            2.314250
 2004  3  5 13 57 30           32.812450            2.320625
 2004  3  5 14 57 30           32.809097            2.345075
 2004  3  5 15 57 30           32.801987            2.369033
 2004  3  5 16 57 30           32.792400            2.425833
 2004  3  5 17 57 30           32.788483            2.339417
 2004  3  5 18 57 30           32.791855            2.242233
 2004  3  5 19 57 30           32.767838            2.223233
 2004  3  5 20 57 30           32.814182            2.266450
 2004  3  5 21 57 30           32.783653            2.256233
 2004  3  5 22 57 30           32.721626            2.350675
 2004  3  5 23 57 30           32.786434            2.289417
 2004  3  6  0 57 30           32.803856            2.300000
 2004  3  6  1 57 30           32.810970            2.347175
 2004  3  6  2 57 30           32.825905            2.324000
 2004  3  6  3 57 30           32.844749            2.301500
 2004  3  6  4 57 30           32.834732            2.289275
 2004  3  6  5 57 30           32.823898            2.310575
 2004  3  6  6 57 30           32.809563            2.353842
 2004  3  6  7 57 30           32.807892            2.282942
 2004  3  6  8 57 30           32.831245            2.313425
 2004  3  6  9 57 30           32.823502            2.318600
 2004  3  6 10 57 30           32.776974            2.350700
 2004  3  6 11 57 30           32.788277            2.360825
 2004  3  6 12 57 30           32.780708            2.415683
 2004  3  6 13 57 30           32.787636            2.418592
 2004  3  6 14 57 30           32.806908            2.374750
 2004  3  6 15 57 30           32.812325            2.362925
 2004  3  6 16 57 30           32.822803            2.310050
 2004  3  6 17 57 30           32.813480            2.280483
 2004  3  6 18 57 30           32.797142            2.323700
 2004  3  6 19 57 30           32.792507            2.360750
 2004  3  6 20 57 30           32.824890            2.323925
 2004  3  6 21 57 30           32.807690            2.337425
 2004  3  6 22 57 30           32.808739            2.323475
 2004  3  6 23 57 30           32.838333            2.277200
 2004  3  7  0 57 30           32.873440            2.283275
 2004  3  7  1 57 30           32.893608            2.292875
 2004  3  7  2 57 30           32.916183            2.311250
 2004  3  7  3 57 30           32.926460            2.360825
 2004  3  7  4 57 30           32.925518            2.374100
 2004  3  7  5 57 30           32.804729            2.427725
 2004  3  7  6 57 30           32.769928            2.456267
 2004  3  7  7 57 30           32.828526            2.342975
 2004  3  7  8 57 30           32.816498            2.330900
 2004  3  7  9 57 30           32.794720            2.350325
 2004  3  7 10 57 30           32.786259            2.378800
 2004  3  7 11 57 30           32.802353            2.346425
 2004  3  7 12 57 30           32.779213            2.426675
 2004  3  7 13 57 30           32.798359            2.467492
 2004  3  7 14 57 30           32.829002            2.471367
 2004  3  7 15 57 30           32.847401            2.480042
 2004  3  7 16 57 30           32.849747            2.486858
 2004  3  7 17 57 30           32.847286            2.465250
 2004  3  7 18 57 30           32.838432            2.493825
 2004  3  7 19 57 30           32.816048            2.431233
 2004  3  7 20 57 30           32.783447            2.382267
 2004  3  7 21 57 30           32.768631            2.391800
 2004  3  7 22 57 30           32.752819            2.441225
 2004  3  7 23 57 30           32.761852            2.426175
 2004  3  8  0 57 30           32.810856            2.429083
 2004  3  8  1 57 30           32.859413            2.534117
 2004  3  8  2 57 30           32.857079            2.583608
 2004  3  8  3 57 30           32.868660            2.555983
 2004  3  8  4 57 30           32.880695            2.523167
 2004  3  8  5 57 30           32.884438            2.544233
 2004  3  8  6 57 30           32.881023            2.547233
 2004  3  8  7 57 30           32.886356            2.505208
 2004  3  8  8 57 30           32.854462            2.441142
 2004  3  8  9 57 30           32.846664            2.397708
 2004  3  8 10 57 30           32.811829            2.420400
 2004  3  8 11 57 30           32.767357            2.493317
 2004  3  8 12 57 30           32.767124            2.575100
 2004  3  8 13 57 30           32.841869            2.567983
 2004  3  8 14 57 30           32.873585            2.533033
 2004  3  8 15 57 30           32.845356            2.517558
 2004  3  8 16 57 30           32.836082            2.517692
 2004  3  8 17 57 30           32.832485            2.529958
 2004  3  8 18 57 30           32.818619            2.517325
 2004  3  8 19 57 30           32.790375            2.534450
 2004  3  8 20 57 30           32.814388            2.521650
 2004  3  8 21 57 30           32.766922            2.502750
 2004  3  8 22 57 30           32.804874            2.475875
 2004  3  8 23 57 30           32.760334            2.490092
 2004  3  9  0 57 30           32.770927            2.488358
 2004  3  9  1 57 30           32.810791            2.526742
 2004  3  9  2 57 30           32.806923            2.514633
 2004  3  9  3 57 30           32.836967            2.503500
 2004  3  9  4 57 30           32.851383            2.510325
 2004  3  9  5 57 30           32.853226            2.512650
 2004  3  9  6 57 30           32.846355            2.507175
 2004  3  9  7 57 30           32.835125            2.505300
 2004  3  9  8 57 30           32.830147            2.548417
 2004  3  9  9 57 30           32.818844            2.546092
 2004  3  9 10 57 30           32.838932            2.532050
 2004  3  9 11 57 30           32.826008            2.534675
 2004  3  9 12 57 30           32.814468            2.536175
 2004  3  9 13 57 30           32.827549            2.541950
 2004  3  9 14 57 30           32.826916            2.540667
 2004  3  9 15 57 30           32.838303            2.518383
 2004  3  9 16 57 30           32.849316            2.526075
 2004  3  9 17 57 30           32.850727            2.523225
 2004  3  9 18 57 30           32.840240            2.513750
 2004  3  9 19 57 30           32.833157            2.529517
 2004  3  9 20 57 30           32.814507            2.539842
 2004  3  9 21 57 30           32.800873            2.538408
 2004  3  9 22 57 30           32.799549            2.518217
 2004  3  9 23 57 30           32.774338            2.494050
 2004  3 10  0 57 30           32.742474            2.513233
 2004  3 10  1 57 30           32.801792            2.526083
 2004  3 10  2 57 30           32.822376            2.535350
 2004  3 10  3 57 30           32.845654            2.532275
 2004  3 10  4 57 30           32.857151            2.537900
 2004  3 10  5 57 30           32.870811            2.549550
 2004  3 10  6 57 30           32.882504            2.563433
 2004  3 10  7 57 30           32.884476            2.566583
 2004  3 10  8 57 30           32.853786            2.534517
 2004  3 10  9 57 30           32.817646            2.519333
 2004  3 10 10 57 30           32.803352            2.527633
 2004  3 10 11 57 30           32.832893            2.533700
 2004  3 10 12 57 30           32.816925            2.527858
 2004  3 10 13 57 30           32.801800            2.526500
 2004  3 10 14 57 30           32.827740            2.534150
 2004  3 10 15 57 30           32.827366            2.533250
 2004  3 10 16 57 30           32.809940            2.529050
 2004  3 10 17 57 30           32.809734            2.530100
 2004  3 10 18 57 30           32.807396            2.528458
 2004  3 10 19 57 30           32.781437            2.526208
 2004  3 10 20 57 30           32.799522            2.522783
 2004  3 10 21 57 30           32.792492            2.526350
 2004  3 10 22 57 30           32.769684            2.522100
 2004  3 10 23 57 30           32.766708            2.517792
 2004  3 11  0 57 30           32.797501            2.524867
 2004  3 11  1 57 30           32.711994            2.602875
 2004  3 11  2 57 30           32.695492            2.582950
 2004  3 11  3 57 30           32.713879            2.551942
 2004  3 11  4 57 30           32.721573            2.550583
 2004  3 11  5 57 30           32.724224            2.554150
 2004  3 11  6 57 30           32.745903            2.555133
 2004  3 11  7 57 30           32.735584            2.547608
 2004  3 11  8 57 30           32.713455            2.550658
 2004  3 11  9 57 30           32.703831            2.554758
 2004  3 11 10 57 30           32.671364            2.554750
 2004  3 11 11 57 30           32.664375            2.558725
 2004  3 11 12 57 30           32.656883            2.551717
 2004  3 11 13 57 30           32.654228            2.543375
 2004  3 11 14 57 30           32.672977            2.548500
 2004  3 11 15 57 30           32.765545            2.551233
 2004  3 11 16 57 30           32.827747            2.532350
 2004  3 11 17 57 30           32.845058            2.534225
 2004  3 11 18 57 30           32.859543            2.543292
 2004  3 11 19 57 30           32.860638            2.547617
 2004  3 11 20 57 30           32.845844            2.547417
 2004  3 11 21 57 30           32.817047            2.545092
 2004  3 11 22 57 30           32.816017            2.550742
 2004  3 11 23 57 30           32.810833            2.543208
 2004  3 12  0 57 30           32.805626            2.552508
 2004  3 12  1 57 30           32.799046            2.557750
 2004  3 12  2 57 30           32.809612            2.554867
 2004  3 12  3 57 30           32.845856            2.550475
 2004  3 12  4 57 30           32.868629            2.547450
 2004  3 12  5 57 30           32.871792            2.546808
 2004  3 12  6 57 30           32.875500            2.547425
 2004  3 12  7 57 30           32.875137            2.547350
 2004  3 12  8 57 30           32.875038            2.547983
 2004  3 12  9 57 30           32.870129            2.546000
 2004  3 12 10 57 30           32.859154            2.544725
 2004  3 12 11 57 30           32.830067            2.547758
 2004  3 12 12 57 30           32.818893            2.553025
 2004  3 12 13 57 30           32.837704            2.551000
 2004  3 12 14 57 30           32.831722            2.550475
 2004  3 12 15 57 30           32.824333            2.550267
 2004  3 12 16 57 30           32.867012            2.550500
 2004  3 12 17 57 30           32.875912            2.554525
 2004  3 12 18 57 30           32.887516            2.556025
 2004  3 12 19 57 30           32.891174            2.560600
 2004  3 12 20 57 30           32.874039            2.568592
 2004  3 12 21 57 30           32.832455            2.571650
 2004  3 12 22 57 30           32.806316            2.571717
 2004  3 12 23 57 30           32.783016            2.573050
 2004  3 13  0 57 30           32.795845            2.567642
 2004  3 13  1 57 30           32.809200            2.569650
 2004  3 13  2 57 30           32.773937            2.572483
 2004  3 13  3 57 30           32.808716            2.569275
 2004  3 13  4 57 30           32.815838            2.568892
 2004  3 13  5 57 30           32.809681            2.543267
 2004  3 13  6 57 30           32.830761            2.546125
 2004  3 13  7 57 30           32.847443            2.540892
 2004  3 13  8 57 30           32.858913            2.534075
 2004  3 13  9 57 30           32.864822            2.535725
 2004  3 13 10 57 30           32.858444            2.535275
 2004  3 13 11 57 30           32.830845            2.537375
 2004  3 13 12 57 30           32.815254            2.535200
 2004  3 13 13 57 30           32.804375            2.533625
 2004  3 13 14 57 30           32.803219            2.543525
 2004  3 13 15 57 30           32.796680            2.548733
 2004  3 13 16 57 30           32.798271            2.549408
 2004  3 13 17 57 30           32.833950            2.582658
 2004  3 13 18 57 30           32.860901            2.630142
 2004  3 13 19 57 30           32.878956            2.638217
 2004  3 13 20 57 30           32.897209            2.662750
 2004  3 13 21 57 30           32.908417            2.667758
 2004  3 13 22 57 30           32.905357            2.666100
 2004  3 13 23 57 30           32.872601            2.673408
 2004  3 14  0 57 30           32.851952            2.658592
 2004  3 14  1 57 30           32.815048            2.635733
 2004  3 14  2 57 30           32.806816            2.614692
 2004  3 14  3 57 30           32.804279            2.610717
 2004  3 14  4 57 30           32.812305            2.642742
 2004  3 14  5 57 30           32.859283            2.676042
 2004  3 14  6 57 30           32.874084            2.625342
 2004  3 14  7 57 30           32.920467            2.631175
 2004  3 14  8 57 30           32.950714            2.638667
 2004  3 14  9 57 30           32.955986            2.606167
 2004  3 14 10 57 30           32.956696            2.601158
 2004  3 14 11 57 30           32.954334            2.605875
 2004  3 14 12 57 30           32.907959            2.653133
 2004  3 14 13 57 30           32.886162            2.625508
 2004  3 14 14 57 30           32.872921            2.614758
 2004  3 14 15 57 30           32.875389            2.612675
 2004  3 14 16 57 30           32.875343            2.610500
 2004  3 14 17 57 30           32.895889            2.611625
 2004  3 14 18 57 30           32.910007            2.622892
 2004  3 14 19 57 30           32.939587            2.609550
 2004  3 14 20 57 30           32.925739            2.606333
 2004  3 14 21 57 30           32.945770            2.593642
 2004  3 14 22 57 30           32.944397            2.586225
 2004  3 14 23 57 30           32.944019            2.587125
 2004  3 15  0 57 30           32.943989            2.589150
 2004  3 15  1 57 30           32.945717            2.599175
 2004  3 15  2 57 30           32.936398            2.604425
 2004  3 15  3 57 30           32.936417            2.597025
 2004  3 15  4 57 30           32.922714            2.589675
 2004  3 15  5 57 30           32.883263            2.583908
 2004  3 15  6 57 30           32.890907            2.590725
 2004  3 15  7 57 30           32.893463            2.606917
 2004  3 15  8 57 30           32.904232            2.618808
 2004  3 15  9 57 30           32.931747            2.578383
 2004  3 15 10 57 30           32.935631            2.559850
 2004  3 15 11 57 30           32.925182            2.577792
 2004  3 15 12 57 30           32.923584            2.604008
 2004  3 15 13 57 30           32.908150            2.604875
 2004  3 15 14 57 30           32.898354            2.610275
 2004  3 15 15 57 30           32.892483            2.610725
 2004  3 15 16 57 30           32.895584            2.609075
 2004  3 15 17 57 30           32.894012            2.580325
 2004  3 15 18 57 30           32.858303            2.637950
 2004  3 15 19 57 30           32.879242            2.629917
 2004  3 15 20 57 30           32.862743            2.651358
 2004  3 15 21 57 30           32.867725            2.632158
 2004  3 15 22 57 30           32.866562            2.630442
 2004  3 15 23 57 30           32.874413            2.601900
 2004  3 16  0 57 30           32.859306            2.643942
 2004  3 16  1 57 30           32.853226            2.663158
 2004  3 16  2 57 30           32.880348            2.576292
 2004  3 16  3 57 30           32.855373            2.672683
 2004  3 16  4 57 30           32.878117            2.586375
 2004  3 16  5 57 30           32.863613            2.624333
 2004  3 16  6 57 30           32.846111            2.669042
 2004  3 16  7 57 30           32.876179            2.600292
 2004  3 16  8 57 30           32.878891            2.593642
 2004  3 16  9 57 30           32.866207            2.610733
 2004  3 16 10 57 30           32.877968            2.581983
 2004  3 16 11 57 30           32.887356            2.573708
 2004  3 16 12 57 30           32.881527            2.593092
 2004  3 16 13 57 30           32.823284            2.677892
 2004  3 16 14 57 30           32.872036            2.754408
 2004  3 16 15 57 30           32.899719            2.874383
 2004  3 16 16 57 30           32.919888            2.899175
 2004  3 16 17 57 30           32.934048            2.893233
 2004  3 16 18 57 30           32.874828            2.827750
 2004  3 16 19 57 30           32.804615            2.777833
 2004  3 16 20 57 30           32.817905            2.812217
 2004  3 16 21 57 30           32.890339            2.882283
 2004  3 16 22 57 30           32.904591            2.877092
 2004  3 16 23 57 30           32.864426            2.813467
 2004  3 17  0 57 30           32.836815            2.739842
 2004  3 17  1 57 30           32.842262            2.732842
 2004  3 17  2 57 30           32.828922            2.706383
 2004  3 17  3 57 30           32.809475            2.701283
 2004  3 17  4 57 30           32.810528            2.759808
 2004  3 17  5 57 30           32.818661            2.829508
 2004  3 17  6 57 30           32.827152            2.849367
 2004  3 17  7 57 30           32.814579            2.832242
 2004  3 17  8 57 30           32.797298            2.786683
 2004  3 17  9 57 30           32.840580            2.732692
 2004  3 17 10 57 30           32.899345            2.617958
 2004  3 17 11 57 30           32.911949            2.592967
 2004  3 17 12 57 30           32.917553            2.594475
 2004  3 17 13 57 30           32.907391            2.627442
 2004  3 17 14 57 30           32.876347            2.660800
 2004  3 17 15 57 30           32.866577            2.670742
 2004  3 17 16 57 30           32.873005            2.633558
 2004  3 17 17 57 30           32.876553            2.637917
 2004  3 17 18 57 30           32.878204            2.664475
 2004  3 17 19 57 30           32.874104            2.681550
 2004  3 17 20 57 30           32.863461            2.685267
 2004  3 17 21 57 30           32.878849            2.670600
 2004  3 17 22 57 30           32.918419            2.716817
 2004  3 17 23 57 30           32.938412            2.730617
 2004  3 18  0 57 30           32.944622            2.733517
 2004  3 18  1 57 30           32.946095            2.739775
 2004  3 18  2 57 30           32.934643            2.744383
 2004  3 18  3 57 30           32.899540            2.743725
 2004  3 18  4 57 30           32.879066            2.751767
 2004  3 18  5 57 30           32.872833            2.740667
 2004  3 18  6 57 30           32.885353            2.720467
 2004  3 18  7 57 30           32.874805            2.715558
 2004  3 18  8 57 30           32.858128            2.743408
 2004  3 18  9 57 30           32.913128            2.740283
 2004  3 18 10 57 30           32.924667            2.774408
 2004  3 18 11 57 30           32.936089            2.778125
 2004  3 18 12 57 30           32.945202            2.782083
 2004  3 18 13 57 30           32.952442            2.806575
 2004  3 18 14 57 30           32.943699            2.791442
 2004  3 18 15 57 30           32.927738            2.774792
 2004  3 18 16 57 30           32.918354            2.755725
 2004  3 18 17 57 30           32.892891            2.740300
 2004  3 18 18 57 30           32.878426            2.766517
 2004  3 18 19 57 30           32.906181            2.752733
 2004  3 18 20 57 30           32.879837            2.745433
 2004  3 18 21 57 30           32.897442            2.755033
 2004  3 18 22 57 30           32.937813            2.817875
 2004  3 18 23 57 30           32.942635            2.832317
 2004  3 19  0 57 30           32.933910            2.813800
 2004  3 19  1 57 30           32.934654            2.815600
 2004  3 19  2 57 30           32.932125            2.816175
 2004  3 19  3 57 30           32.931305            2.816550
 2004  3 19  4 57 30           32.931683            2.826058
 2004  3 19  5 57 30           32.927879            2.797483
 2004  3 19  6 57 30           32.882107            2.787892
 2004  3 19  7 57 30           32.869633            2.781625
 2004  3 19  8 57 30           32.915024            2.788858
 2004  3 19  9 57 30           32.917377            2.786558
 2004  3 19 10 57 30           32.922974            2.777008
 2004  3 19 11 57 30           32.932606            2.815808
 2004  3 19 12 57 30           32.936562            2.824883
 2004  3 19 13 57 30           32.938377            2.827417
 2004  3 19 14 57 30           32.940697            2.825475
 2004  3 19 15 57 30           32.912376            2.790708
 2004  3 19 16 57 30           32.889339            2.748708
 2004  3 19 17 57 30           32.860909            2.698625
 2004  3 19 18 57 30           32.850941            2.665808
 2004  3 19 19 57 30           32.871902            2.700775
 2004  3 19 20 57 30           32.876240            2.708667
 2004  3 19 21 57 30           32.908791            2.743133
 2004  3 19 22 57 30           32.889542            2.717325
 2004  3 19 23 57 30           32.906055            2.752958
 2004  3 20  0 57 30           32.880943            2.732550
 2004  3 20  1 57 30           32.876392            2.730458
 2004  3 20  2 57 30           32.868595            2.745217
 2004  3 20  3 57 30           32.875858            2.754475
 2004  3 20  4 57 30           32.861015            2.742383
 2004  3 20  5 57 30           32.860413            2.705642
 2004  3 20  6 57 30           32.846500            2.662750
 2004  3 20  7 57 30           32.858177            2.653058
 2004  3 20  8 57 30           32.891773            2.692808
 2004  3 20  9 57 30           32.866692            2.676317
 2004  3 20 10 57 30           32.860142            2.668350
 2004  3 20 11 57 30           32.879292            2.684292
 2004  3 20 12 57 30           32.887794            2.687825
 2004  3 20 13 57 30           32.880558            2.699517
 2004  3 20 14 57 30           32.874996            2.692800
 2004  3 20 15 57 30           32.878571            2.689008
 2004  3 20 16 57 30           32.875923            2.689158
 2004  3 20 17 57 30           32.868271            2.669617
 2004  3 20 18 57 30           32.868053            2.632900
 2004  3 20 19 57 30           32.806889            2.504608
 2004  3 20 20 57 30           32.814777            2.479158
 2004  3 20 21 57 30           32.834187            2.539308
 2004  3 20 22 57 30           32.750755            2.565017
 2004  3 20 23 57 30           32.843884            2.657067
 2004  3 21  0 57 30           32.870071            2.695492
 2004  3 21  1 57 30           32.883125            2.718833
 2004  3 21  2 57 30           32.892418            2.747083
 2004  3 21  3 57 30           32.892632            2.756983
 2004  3 21  4 57 30           32.891930            2.748192
 2004  3 21  5 57 30           32.893890            2.745433
 2004  3 21  6 57 30           32.886486            2.741483
 2004  3 21  7 57 30           32.870907            2.693625
 2004  3 21  8 57 30           32.868320            2.675683
 2004  3 21  9 57 30           32.867390            2.666567
 2004  3 21 10 57 30           32.868206            2.667883
 2004  3 21 11 57 30           32.867020            2.681700
 2004  3 21 12 57 30           32.875141            2.706683
 2004  3 21 13 57 30           32.886753            2.745750
 2004  3 21 14 57 30           32.895584            2.761475
 2004  3 21 15 57 30           32.898140            2.769417
 2004  3 21 16 57 30           32.889336            2.752825
 2004  3 21 17 57 30           32.883595            2.733450
 2004  3 21 18 57 30           32.867111            2.699008
 2004  3 21 19 57 30           32.851147            2.662450
 2004  3 21 20 57 30           32.834301            2.608633
 2004  3 21 21 57 30           32.852585            2.649533
 2004  3 21 22 57 30           32.843834            2.648350
 2004  3 21 23 57 30           32.846695            2.650950
 2004  3 22  0 57 30           32.854382            2.686100
 2004  3 22  1 57 30           32.868290            2.736133
 2004  3 22  2 57 30           32.884804            2.793683
 2004  3 22  3 57 30           32.892399            2.821758
 2004  3 22  4 57 30           32.892788            2.828750
 2004  3 22  5 57 30           32.803135            2.814525
 2004  3 22  6 57 30           32.787022            2.791658
 2004  3 22  7 57 30           32.793842            2.703025
 2004  3 22  8 57 30           32.829433            2.688042
 2004  3 22  9 57 30           32.834961            2.759167
 2004  3 22 10 57 30           32.835732            2.788467
 2004  3 22 11 57 30           32.817623            2.748333
 2004  3 22 12 57 30           32.790218            2.726742
 2004  3 22 13 57 30           32.777908            2.754733
 2004  3 22 14 57 30           32.791405            2.766150
 2004  3 22 15 57 30           32.808876            2.780000
 2004  3 22 16 57 30           32.823452            2.789075
 2004  3 22 17 57 30           32.826202            2.789350
 2004  3 22 18 57 30           32.820183            2.800925
 2004  3 22 19 57 30           32.800133            2.819800
 2004  3 22 20 57 30           32.792191            2.787133
 2004  3 22 21 57 30           32.815971            2.778142
 2004  3 22 22 57 30           32.833321            2.777008
 2004  3 22 23 57 30           32.818039            2.789825
 2004  3 23  0 57 30           32.791981            2.818483
 2004  3 23  1 57 30           32.822979            2.852400
 2004  3 23  2 57 30           32.856949            2.909442
 2004  3 23  3 57 30           32.870224            2.932667
 2004  3 23  4 57 30           32.875793            2.933425
 2004  3 23  5 57 30           32.877384            2.919550
 2004  3 23  6 57 30           32.876385            2.917900
 2004  3 23  7 57 30           32.869751            2.900717
 2004  3 23  8 57 30           32.845192            2.879142
 2004  3 23  9 57 30           32.869961            2.920500
 2004  3 23 10 57 30           32.869987            2.919325
 2004  3 23 11 57 30           32.874146            2.920200
 2004  3 23 12 57 30           32.870895            2.891808
 2004  3 23 13 57 30           32.853409            2.859100
 2004  3 23 14 57 30           32.893944            2.855092
 2004  3 23 15 57 30           32.879879            2.782583
 2004  3 23 16 57 30           32.902271            2.823392
 2004  3 23 17 57 30           32.911915            2.867633
 2004  3 23 18 57 30           32.916878            2.868683
 2004  3 23 19 57 30           32.887829            2.831058
 2004  3 23 20 57 30           32.878658            2.844433
 2004  3 23 21 57 30           32.849575            2.819225
 2004  3 23 22 57 30           32.846561            2.839242
 2004  3 23 23 57 30           32.843285            2.841392
 2004  3 24  0 57 30           32.839298            2.807758
 2004  3 24  1 57 30           32.833847            2.811717
 2004  3 24  2 57 30           32.812412            2.807675
 2004  3 24  3 57 30           32.815708            2.802775
 2004  3 24  4 57 30           32.827858            2.801750
 2004  3 24  5 57 30           32.843491            2.794600
 2004  3 24  6 57 30           32.804260            2.763292
 2004  3 24  7 57 30           32.803879            2.741492
 2004  3 24  8 57 30           32.812542            2.720250
 2004  3 24  9 57 30           32.815907            2.703567
 2004  3 24 10 57 30           32.818951            2.693200
 2004  3 24 11 57 30           32.821457            2.691175
 2004  3 24 12 57 30           32.823040            2.694700
 2004  3 24 13 57 30           32.824097            2.699683
 2004  3 24 14 57 30           32.830784            2.721667
 2004  3 24 15 57 30           32.838715            2.744308
 2004  3 24 16 57 30           32.842751            2.772550
 2004  3 24 17 57 30           32.846699            2.769117
 2004  3 24 18 57 30           32.841507            2.739692
 2004  3 24 19 57 30           32.826469            2.733050
 2004  3 24 20 57 30           32.822594            2.719733
 2004  3 24 21 57 30           32.817223            2.753483
 2004  3 24 22 57 30           32.811157            2.786325
 2004  3 24 23 57 30           32.819004            2.791000
