SUMLEV,STATE,COUNTY,STNAME,CTYNAME,Sex,Origin,Race,CENSUS2000POP,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,POPESTIMATE2005
050,17,109,Illinois,McDonough County,0,1,3,39,39,13,13,13,13,17,13
050,17,109,Illinois,McDonough County,0,1,4,665,665,711,786,801,850,889,891
050,17,109,Illinois,McDonough County,0,1,5,10,10,0,0,1,1,1,1
050,17,109,Illinois,McDonough County,0,1,6,266,266,224,238,249,252,268,265
050,17,109,Illinois,McDonough County,0,2,1,450,450,500,506,534,546,549,551
050,17,109,Illinois,McDonough County,0,2,2,14,14,14,13,13,12,12,13
050,17,109,Illinois,McDonough County,0,2,3,8,8,4,4,5,4,5,7
050,17,109,Illinois,McDonough County,0,2,4,4,4,6,5,5,5,6,6
050,17,109,Illinois,McDonough County,0,2,5,2,2,0,0,0,0,1,1
050,17,109,Illinois,McDonough County,0,2,6,10,10,5,6,4,4,4,3
050,17,109,Illinois,McDonough County,1,0,1,15000,15000,14935,14857,14869,14730,14525,14357
050,17,109,Illinois,McDonough County,1,0,2,552,552,628,666,693,695,700,701
050,17,109,Illinois,McDonough County,1,0,3,26,26,11,11,12,10,13,14
050,17,109,Illinois,McDonough County,1,0,4,343,343,364,394,397,412,424,416
050,17,109,Illinois,McDonough County,1,0,5,3,3,0,0,0,1,1,1
050,17,109,Illinois,McDonough County,1,0,6,139,139,117,126,128,124,133,131
050,17,109,Illinois,McDonough County,1,1,1,14754,14754,14675,14596,14592,14448,14243,14075
050,17,109,Illinois,McDonough County,1,1,2,546,546,622,661,688,690,695,696
050,17,109,Illinois,McDonough County,1,1,3,22,22,9,9,9,9,10,9
050,17,109,Illinois,McDonough County,1,1,4,341,341,360,391,394,409,420,412
050,17,109,Illinois,McDonough County,1,1,5,1,1,0,0,0,1,0,0
050,17,109,Illinois,McDonough County,1,1,6,134,134,114,123,126,122,132,130
050,17,109,Illinois,McDonough County,1,2,1,246,246,260,261,277,282,282,282
050,17,109,Illinois,McDonough County,1,2,2,6,6,6,5,5,5,5,5
050,17,109,Illinois,McDonough County,1,2,3,4,4,2,2,3,1,3,5
050,17,109,Illinois,McDonough County,1,2,4,2,2,4,3,3,3,4,4
050,17,109,Illinois,McDonough County,1,2,5,2,2,0,0,0,0,1,1
050,17,109,Illinois,McDonough County,1,2,6,5,5,3,3,2,2,1,1
050,17,109,Illinois,McDonough County,2,0,1,15763,15763,15704,15633,15536,15403,15208,15042
050,17,109,Illinois,McDonough County,2,0,2,594,594,630,643,672,674,677,679
050,17,109,Illinois,McDonough County,2,0,3,21,21,6,6,6,7,9,6
050,17,109,Illinois,McDonough County,2,0,4,326,326,353,397,409,443,471,481
050,17,109,Illinois,McDonough County,2,0,5,9,9,0,0,1,0,1,1
050,17,109,Illinois,McDonough County,2,0,6,137,137,112,118,125,132,139,137
050,17,109,Illinois,McDonough County,2,1,1,15559,15559,15464,15388,15279,15139,14941,14773
050,17,109,Illinois,McDonough County,2,1,2,586,586,622,635,664,667,670,671
050,17,109,Illinois,McDonough County,2,1,3,17,17,4,4,4,4,7,4
050,17,109,Illinois,McDonough County,2,1,4,324,324,351,395,407,441,469,479
050,17,109,Illinois,McDonough County,2,1,5,9,9,0,0,1,0,1,1
050,17,109,Illinois,McDonough County,2,1,6,132,132,110,115,123,130,136,135
050,17,109,Illinois,McDonough County,2,2,1,204,204,240,245,257,264,267,269
050,17,109,Illinois,McDonough County,2,2,2,8,8,8,8,8,7,7,8
050,17,109,Illinois,McDonough County,2,2,3,4,4,2,2,2,3,2,2
050,17,109,Illinois,McDonough County,2,2,4,2,2,2,2,2,2,2,2
050,17,109,Illinois,McDonough County,2,2,5,0,0,0,0,0,0,0,0
050,17,109,Illinois,McDonough County,2,2,6,5,5,2,3,2,2,3,2
050,17,111,Illinois,McHenry County,0,0,1,252271,252256,253672,261013,268815,277045,283609,290213
050,17,111,Illinois,McHenry County,0,0,2,1636,1636,1630,1898,2221,2383,2613,2823
050,17,111,Illinois,McHenry County,0,0,3,491,491,478,518,527,548,601,601
050,17,111,Illinois,McHenry County,0,0,4,3878,3878,3921,4495,5103,6011,6643,7372
050,17,111,Illinois,McHenry County,0,0,5,84,84,92,113,124,148,163,178
050,17,111,Illinois,McHenry County,0,0,6,1717,1717,1896,2073,2225,2424,2631,2803
050,17,111,Illinois,McHenry County,0,1,1,233343,233328,234355,239835,245602,251648,256246,260523
050,17,111,Illinois,McHenry County,0,1,2,1398,1398,1408,1643,1932,2065,2265,2427
050,17,111,Illinois,McHenry County,0,1,3,361,361,341,355,346,352,390,374
050,17,111,Illinois,McHenry County,0,1,4,3800,3800,3838,4407,5014,5918,6545,7266
050,17,111,Illinois,McHenry County,0,1,5,44,44,57,68,79,95,103,108
050,17,111,Illinois,McHenry County,0,1,6,1529,1529,1726,1886,2016,2198,2396,2550
050,17,111,Illinois,McHenry County,0,2,1,18928,18928,19317,21178,23213,25397,27363,29690
050,17,111,Illinois,McHenry County,0,2,2,238,238,222,255,289,318,348,396
050,17,111,Illinois,McHenry County,0,2,3,130,130,137,163,181,196,211,227
050,17,111,Illinois,McHenry County,0,2,4,78,78,83,88,89,93,98,106
050,17,111,Illinois,McHenry County,0,2,5,40,40,35,45,45,53,60,70
050,17,111,Illinois,McHenry County,0,2,6,188,188,170,187,209,226,235,253
050,17,111,Illinois,McHenry County,1,0,1,126523,126515,127287,130962,134915,139009,142304,145610
050,17,111,Illinois,McHenry County,1,0,2,914,914,911,1051,1218,1299,1412,1511
050,17,111,Illinois,McHenry County,1,0,3,238,238,230,247,253,267,298,303
050,17,111,Illinois,McHenry County,1,0,4,1854,1854,1879,2155,2448,2899,3220,3577
050,17,111,Illinois,McHenry County,1,0,5,43,43,44,57,66,80,86,93
050,17,111,Illinois,McHenry County,1,0,6,902,902,948,1023,1100,1202,1304,1391
050,17,111,Illinois,McHenry County,1,1,1,116090,116082,116629,119313,122194,125137,127371,129412
050,17,111,Illinois,McHenry County,1,1,2,791,791,793,915,1064,1128,1227,1304
050,17,111,Illinois,McHenry County,1,1,3,170,170,164,170,167,171,192,184
050,17,111,Illinois,McHenry County,1,1,4,1807,1807,1835,2109,2401,2848,3166,3519
050,17,111,Illinois,McHenry County,1,1,5,24,24,23,29,38,49,52,55
050,17,111,Illinois,McHenry County,1,1,6,796,796,861,930,998,1088,1185,1264
050,17,111,Illinois,McHenry County,1,2,1,10433,10433,10658,11649,12721,13872,14933,16198
050,17,111,Illinois,McHenry County,1,2,2,123,123,118,136,154,171,185,207
050,17,111,Illinois,McHenry County,1,2,3,68,68,66,77,86,96,106,119
050,17,111,Illinois,McHenry County,1,2,4,47,47,44,46,47,51,54,58
050,17,111,Illinois,McHenry County,1,2,5,19,19,21,28,28,31,34,38
050,17,111,Illinois,McHenry County,1,2,6,106,106,87,93,102,114,119,127
050,17,111,Illinois,McHenry County,2,0,1,125748,125741,126385,130051,133900,138036,141305,144603
050,17,111,Illinois,McHenry County,2,0,2,722,722,719,847,1003,1084,1201,1312
050,17,111,Illinois,McHenry County,2,0,3,253,253,248,271,274,281,303,298
050,17,111,Illinois,McHenry County,2,0,4,2024,2024,2042,2340,2655,3112,3423,3795
050,17,111,Illinois,McHenry County,2,0,5,41,41,48,56,58,68,77,85
050,17,111,Illinois,McHenry County,2,0,6,815,815,948,1050,1125,1222,1327,1412
050,17,111,Illinois,McHenry County,2,1,1,117253,117246,117726,120522,123408,126511,128875,131111
050,17,111,Illinois,McHenry County,2,1,2,607,607,615,728,868,937,1038,1123
050,17,111,Illinois,McHenry County,2,1,3,191,191,177,185,179,181,198,190
050,17,111,Illinois,McHenry County,2,1,4,1993,1993,2003,2298,2613,3070,3379,3747
050,17,111,Illinois,McHenry County,2,1,5,20,20,34,39,41,46,51,53
050,17,111,Illinois,McHenry County,2,1,6,733,733,865,956,1018,1110,1211,1286
050,17,111,Illinois,McHenry County,2,2,1,8495,8495,8659,9529,10492,11525,12430,13492
050,17,111,Illinois,McHenry County,2,2,2,115,115,104,119,135,147,163,189
050,17,111,Illinois,McHenry County,2,2,3,62,62,71,86,95,100,105,108
050,17,111,Illinois,McHenry County,2,2,4,31,31,39,42,42,42,44,48
050,17,111,Illinois,McHenry County,2,2,5,21,21,14,17,17,22,26,32
050,17,111,Illinois,McHenry County,2,2,6,82,82,83,94,107,112,116,126
050,17,113,Illinois,McLean County,0,0,1,135992,135992,136272,137252,139208,140036,141019,141922
050,17,113,Illinois,McLean County,0,0,2,9407,9407,9493,9711,9927,10176,10282,10333
050,17,113,Illinois,McLean County,0,0,3,251,251,206,215,245,237,240,235
050,17,113,Illinois,McLean County,0,0,4,3117,3117,3192,3406,3904,4273,4178,4312
050,17,113,Illinois,McLean County,0,0,5,51,51,16,22,31,32,34,39
050,17,113,Illinois,McLean County,0,0,6,1615,1615,1683,1800,1918,2027,2094,2172
050,17,113,Illinois,McLean County,0,1,1,132450,132450,132668,133352,135059,135724,136554,137320
050,17,113,Illinois,McLean County,0,1,2,9233,9233,9299,9506,9717,9960,10065,10116
050,17,113,Illinois,McLean County,0,1,3,227,227,182,191,222,213,215,210
050,17,113,Illinois,McLean County,0,1,4,3088,3088,3156,3368,3866,4233,4139,4273
050,17,113,Illinois,McLean County,0,1,5,43,43,10,14,21,25,25,29
050,17,113,Illinois,McLean County,0,1,6,1559,1559,1655,1766,1882,1988,2054,2129
050,17,113,Illinois,McLean County,0,2,1,3542,3542,3604,3900,4149,4312,4465,4602
050,17,113,Illinois,McLean County,0,2,2,174,174,194,205,210,216,217,217
050,17,113,Illinois,McLean County,0,2,3,24,24,24,24,23,24,25,25
050,17,113,Illinois,McLean County,0,2,4,29,29,36,38,38,40,39,39
050,17,113,Illinois,McLean County,0,2,5,8,8,6,8,10,7,9,10
050,17,113,Illinois,McLean County,0,2,6,56,56,28,34,36,39,40,43
050,17,113,Illinois,McLean County,1,0,1,65647,65647,65803,66298,67272,67623,68089,68551
050,17,113,Illinois,McLean County,1,0,2,4548,4548,4583,4687,4808,4909,4944,4963
050,17,113,Illinois,McLean County,1,0,3,131,131,104,109,126,121,123,117
050,17,113,Illinois,McLean County,1,0,4,1599,1599,1643,1753,2002,2192,2145,2219
050,17,113,Illinois,McLean County,1,0,5,28,28,11,11,17,15,14,18
050,17,113,Illinois,McLean County,1,0,6,778,778,816,874,929,986,1014,1053
050,17,113,Illinois,McLean County,1,1,1,63748,63748,63867,64219,65059,65333,65726,66123
050,17,113,Illinois,McLean County,1,1,2,4459,4459,4498,4597,4712,4812,4847,4866
050,17,113,Illinois,McLean County,1,1,3,118,118,92,96,113,108,110,104
050,17,113,Illinois,McLean County,1,1,4,1586,1586,1623,1734,1983,2172,2125,2200
050,17,113,Illinois,McLean County,1,1,5,24,24,5,5,10,10,9,12
050,17,113,Illinois,McLean County,1,1,6,752,752,803,856,912,968,993,1030
050,17,113,Illinois,McLean County,1,2,1,1899,1899,1936,2079,2213,2290,2363,2428
050,17,113,Illinois,McLean County,1,2,2,89,89,85,90,96,97,97,97
050,17,113,Illinois,McLean County,1,2,3,13,13,12,13,13,13,13,13
050,17,113,Illinois,McLean County,1,2,4,13,13,20,19,19,20,20,19
050,17,113,Illinois,McLean County,1,2,5,4,4,6,6,7,5,5,6
050,17,113,Illinois,McLean County,1,2,6,26,26,13,18,17,18,21,23
050,17,113,Illinois,McLean County,2,0,1,70345,70345,70469,70954,71936,72413,72930,73371
050,17,113,Illinois,McLean County,2,0,2,4859,4859,4910,5024,5119,5267,5338,5370
050,17,113,Illinois,McLean County,2,0,3,120,120,102,106,119,116,117,118
050,17,113,Illinois,McLean County,2,0,4,1518,1518,1549,1653,1902,2081,2033,2093
050,17,113,Illinois,McLean County,2,0,5,23,23,5,11,14,17,20,21
050,17,113,Illinois,McLean County,2,0,6,837,837,867,926,989,1041,1080,1119
050,17,113,Illinois,McLean County,2,1,1,68702,68702,68801,69133,70000,70391,70828,71197
050,17,113,Illinois,McLean County,2,1,2,4774,4774,4801,4909,5005,5148,5218,5250
050,17,113,Illinois,McLean County,2,1,3,109,109,90,95,109,105,105,106
050,17,113,Illinois,McLean County,2,1,4,1502,1502,1533,1634,1883,2061,2014,2073
050,17,113,Illinois,McLean County,2,1,5,19,19,5,9,11,15,16,17
050,17,113,Illinois,McLean County,2,1,6,807,807,852,910,970,1020,1061,1099
050,17,113,Illinois,McLean County,2,2,1,1643,1643,1668,1821,1936,2022,2102,2174
050,17,113,Illinois,McLean County,2,2,2,85,85,109,115,114,119,120,120
050,17,113,Illinois,McLean County,2,2,3,11,11,12,11,10,11,12,12
050,17,113,Illinois,McLean County,2,2,4,16,16,16,19,19,20,19,20
050,17,113,Illinois,McLean County,2,2,5,4,4,0,2,3,2,4,4
050,17,113,Illinois,McLean County,2,2,6,30,30,15,16,19,21,19,20
050,17,115,Illinois,Macon County,0,0,1,96190,96190,96045,94974,93819,92583,91732,91212
050,17,115,Illinois,Macon County,0,0,2,16204,16204,16224,16124,16032,15887,15992,16041
050,17,115,Illinois,Macon County,0,0,3,205,205,160,182,187,181,209,218
050,17,115,Illinois,Macon County,0,0,4,673,673,649,734,804,856,912,970
050,17,115,Illinois,Macon County,0,0,5,27,27,14,17,21,21,24,23
050,17,115,Illinois,Macon County,0,0,6,1407,1407,1400,1469,1515,1571,1633,1703
050,17,115,Illinois,Macon County,0,1,1,95262,95262,95096,94010,92841,91573,90645,90153
050,17,115,Illinois,Macon County,0,1,2,16088,16088,16096,15992,15892,15738,15840,15885
050,17,115,Illinois,Macon County,0,1,3,181,181,131,152,158,151,179,188
050,17,115,Illinois,Macon County,0,1,4,665,665,645,725,793,842,898,956
050,17,115,Illinois,Macon County,0,1,5,20,20,0,1,2,0,1,0
050,17,115,Illinois,Macon County,0,1,6,1370,1370,1396,1465,1512,1568,1630,1700
050,17,115,Illinois,Macon County,0,2,1,928,928,949,964,978,1010,1087,1059
050,17,115,Illinois,Macon County,0,2,2,116,116,128,132,140,149,152,156
050,17,115,Illinois,Macon County,0,2,3,24,24,29,30,29,30,30,30
050,17,115,Illinois,Macon County,0,2,4,8,8,4,9,11,14,14,14
050,17,115,Illinois,Macon County,0,2,5,7,7,14,16,19,21,23,23
050,17,115,Illinois,Macon County,0,2,6,37,37,4,4,3,3,3,3
050,17,115,Illinois,Macon County,1,0,1,46243,46243,46180,45616,45075,44512,44164,43970
050,17,115,Illinois,Macon County,1,0,2,7399,7399,7414,7352,7275,7199,7249,7248
050,17,115,Illinois,Macon County,1,0,3,95,95,72,83,86,85,96,99
050,17,115,Illinois,Macon County,1,0,4,311,311,311,355,384,403,427,458
050,17,115,Illinois,Macon County,1,0,5,12,12,5,7,10,11,13,13
050,17,115,Illinois,Macon County,1,0,6,666,666,650,688,706,739,771,809
050,17,115,Illinois,Macon County,1,1,1,45805,45805,45730,45158,44607,44035,43647,43468
050,17,115,Illinois,Macon County,1,1,2,7340,7340,7350,7288,7210,7129,7178,7177
050,17,115,Illinois,Macon County,1,1,3,80,80,55,66,69,67,79,82
050,17,115,Illinois,Macon County,1,1,4,308,308,308,350,377,396,419,450
050,17,115,Illinois,Macon County,1,1,5,9,9,0,0,1,0,0,0
050,17,115,Illinois,Macon County,1,1,6,647,647,647,686,704,737,769,807
050,17,115,Illinois,Macon County,1,2,1,438,438,450,458,468,477,517,502
050,17,115,Illinois,Macon County,1,2,2,59,59,64,64,65,70,71,71
050,17,115,Illinois,Macon County,1,2,3,15,15,17,17,17,18,17,17
050,17,115,Illinois,Macon County,1,2,4,3,3,3,5,7,7,8,8
050,17,115,Illinois,Macon County,1,2,5,3,3,5,7,9,11,13,13
050,17,115,Illinois,Macon County,1,2,6,19,19,3,2,2,2,2,2
050,17,115,Illinois,Macon County,2,0,1,49947,49947,49865,49358,48744,48071,47568,47242
050,17,115,Illinois,Macon County,2,0,2,8805,8805,8810,8772,8757,8688,8743,8793
050,17,115,Illinois,Macon County,2,0,3,110,110,88,99,101,96,113,119
050,17,115,Illinois,Macon County,2,0,4,362,362,338,379,420,453,485,512
050,17,115,Illinois,Macon County,2,0,5,15,15,9,10,11,10,11,10
050,17,115,Illinois,Macon County,2,0,6,741,741,750,781,809,832,862,894
050,17,115,Illinois,Macon County,2,1,1,49457,49457,49366,48852,48234,47538,46998,46685
050,17,115,Illinois,Macon County,2,1,2,8748,8748,8746,8704,8682,8609,8662,8708
050,17,115,Illinois,Macon County,2,1,3,101,101,76,86,89,84,100,106
050,17,115,Illinois,Macon County,2,1,4,357,357,337,375,416,446,479,506
050,17,115,Illinois,Macon County,2,1,5,11,11,0,1,1,0,1,0
050,17,115,Illinois,Macon County,2,1,6,723,723,749,779,808,831,861,893
050,17,115,Illinois,Macon County,2,2,1,490,490,499,506,510,533,570,557
050,17,115,Illinois,Macon County,2,2,2,57,57,64,68,75,79,81,85
050,17,115,Illinois,Macon County,2,2,3,9,9,12,13,12,12,13,13
050,17,115,Illinois,Macon County,2,2,4,5,5,1,4,4,7,6,6
050,17,115,Illinois,Macon County,2,2,5,4,4,9,9,10,10,10,10
050,17,115,Illinois,Macon County,2,2,6,18,18,1,2,1,1,1,1
050,17,117,Illinois,Macoupin County,0,0,1,48154,48154,48155,48093,48096,48154,48148,48144
050,17,117,Illinois,Macoupin County,0,0,2,405,405,425,479,486,473,482,512
050,17,117,Illinois,Macoupin County,0,0,3,113,113,110,81,84,82,84,88
050,17,117,Illinois,Macoupin County,0,0,4,89,89,95,100,107,111,113,115
050,17,117,Illinois,Macoupin County,0,0,5,14,14,8,10,9,8,10,9
050,17,117,Illinois,Macoupin County,0,0,6,244,244,219,220,228,227,236,243
050,17,117,Illinois,Macoupin County,0,1,1,47875,47875,47871,47804,47804,47843,47837,47833
050,17,117,Illinois,Macoupin County,0,1,2,400,400,420,474,481,468,477,507
050,17,117,Illinois,Macoupin County,0,1,3,100,100,98,69,72,70,72,75
050,17,117,Illinois,Macoupin County,0,1,4,88,88,95,100,107,111,113,114
050,17,117,Illinois,Macoupin County,0,1,5,12,12,1,2,1,1,2,1
050,17,117,Illinois,Macoupin County,0,1,6,239,239,217,219,227,226,235,242
050,17,117,Illinois,Macoupin County,0,2,1,279,279,284,289,292,311,311,311
050,17,117,Illinois,Macoupin County,0,2,2,5,5,5,5,5,5,5,5
050,17,117,Illinois,Macoupin County,0,2,3,13,13,12,12,12,12,12,13
050,17,117,Illinois,Macoupin County,0,2,4,1,1,0,0,0,0,0,1
050,17,117,Illinois,Macoupin County,0,2,5,2,2,7,8,8,7,8,8
050,17,117,Illinois,Macoupin County,0,2,6,5,5,2,1,1,1,1,1
050,17,117,Illinois,Macoupin County,1,0,1,23420,23420,23439,23396,23395,23429,23449,23487
050,17,117,Illinois,Macoupin County,1,0,2,217,217,227,272,278,269,273,283
050,17,117,Illinois,Macoupin County,1,0,3,57,57,55,41,44,44,45,46
050,17,117,Illinois,Macoupin County,1,0,4,41,41,38,42,46,48,49,48
050,17,117,Illinois,Macoupin County,1,0,5,7,7,1,2,2,1,3,2
050,17,117,Illinois,Macoupin County,1,0,6,132,132,109,108,109,110,111,116
050,17,117,Illinois,Macoupin County,1,1,1,23297,23297,23314,23266,23263,23286,23302,23338
050,17,117,Illinois,Macoupin County,1,1,2,215,215,225,270,276,267,271,281
050,17,117,Illinois,Macoupin County,1,1,3,52,52,50,36,39,39,40,41
050,17,117,Illinois,Macoupin County,1,1,4,41,41,38,42,46,48,49,48
050,17,117,Illinois,Macoupin County,1,1,5,6,6,0,0,0,0,1,0
050,17,117,Illinois,Macoupin County,1,1,6,130,130,108,108,109,110,111,116
050,17,117,Illinois,Macoupin County,1,2,1,123,123,125,130,132,143,147,149
050,17,117,Illinois,Macoupin County,1,2,2,2,2,2,2,2,2,2,2
050,17,117,Illinois,Macoupin County,1,2,3,5,5,5,5,5,5,5,5
050,17,117,Illinois,Macoupin County,1,2,4,0,0,0,0,0,0,0,0
050,17,117,Illinois,Macoupin County,1,2,5,1,1,1,2,2,1,2,2
050,17,117,Illinois,Macoupin County,1,2,6,2,2,1,0,0,0,0,0
050,17,117,Illinois,Macoupin County,2,0,1,24734,24734,24716,24697,24701,24725,24699,24657
050,17,117,Illinois,Macoupin County,2,0,2,188,188,198,207,208,204,209,229
050,17,117,Illinois,Macoupin County,2,0,3,56,56,55,40,40,38,39,42
050,17,117,Illinois,Macoupin County,2,0,4,48,48,57,58,61,63,64,67
050,17,117,Illinois,Macoupin County,2,0,5,7,7,7,8,7,7,7,7
050,17,117,Illinois,Macoupin County,2,0,6,112,112,110,112,119,117,125,127
050,17,117,Illinois,Macoupin County,2,1,1,24578,24578,24557,24538,24541,24557,24535,24495
050,17,117,Illinois,Macoupin County,2,1,2,185,185,195,204,205,201,206,226
050,17,117,Illinois,Macoupin County,2,1,3,48,48,48,33,33,31,32,34
050,17,117,Illinois,Macoupin County,2,1,4,47,47,57,58,61,63,64,66
050,17,117,Illinois,Macoupin County,2,1,5,6,6,1,2,1,1,1,1
050,17,117,Illinois,Macoupin County,2,1,6,109,109,109,111,118,116,124,126
050,17,117,Illinois,Macoupin County,2,2,1,156,156,159,159,160,168,164,162
050,17,117,Illinois,Macoupin County,2,2,2,3,3,3,3,3,3,3,3
050,17,117,Illinois,Macoupin County,2,2,3,8,8,7,7,7,7,7,8
050,17,117,Illinois,Macoupin County,2,2,4,1,1,0,0,0,0,0,1
050,17,117,Illinois,Macoupin County,2,2,5,1,1,6,6,6,6,6,6
050,17,117,Illinois,Macoupin County,2,2,6,3,3,1,1,1,1,1,1
050,17,119,Illinois,Madison County,0,0,1,235237,235244,235323,236082,236692,238456,238108,238380
050,17,119,Illinois,Madison County,0,0,2,19060,19064,19167,19466,19476,19872,20282,20766
050,17,119,Illinois,Madison County,0,0,3,719,719,621,623,628,621,644,662
050,17,119,Illinois,Madison County,0,0,4,1609,1609,1590,1592,1621,1684,1741,1756
050,17,119,Illinois,Madison County,0,0,5,57,57,52,64,62,69,64,63
050,17,119,Illinois,Madison County,0,0,6,2259,2259,2356,2400,2447,2522,2604,2682
050,17,119,Illinois,Madison County,0,1,1,231672,231679,231680,232257,232589,234152,233580,233714
050,17,119,Illinois,Madison County,0,1,2,18924,18928,19018,19307,19295,19677,20076,20554
050,17,119,Illinois,Madison County,0,1,3,632,632,540,533,537,526,544,549
050,17,119,Illinois,Madison County,0,1,4,1572,1572,1563,1560,1584,1638,1699,1706
050,17,119,Illinois,Madison County,0,1,5,51,51,19,24,17,20,14,13
050,17,119,Illinois,Madison County,0,1,6,2165,2165,2325,2370,2411,2485,2567,2641
050,17,119,Illinois,Madison County,0,2,1,3565,3565,3643,3825,4103,4304,4528,4666
050,17,119,Illinois,Madison County,0,2,2,136,136,149,159,181,195,206,212
050,17,119,Illinois,Madison County,0,2,3,87,87,81,90,91,95,100,113
050,17,119,Illinois,Madison County,0,2,4,37,37,27,32,37,46,42,50
050,17,119,Illinois,Madison County,0,2,5,6,6,33,40,45,49,50,50
050,17,119,Illinois,Madison County,0,2,6,94,94,31,30,36,37,37,41
050,17,119,Illinois,Madison County,1,0,1,113818,113820,113877,114338,114720,115655,115531,115626
050,17,119,Illinois,Madison County,1,0,2,8710,8712,8761,8912,8912,9083,9300,9568
050,17,119,Illinois,Madison County,1,0,3,339,339,305,306,308,306,315,319
050,17,119,Illinois,Madison County,1,0,4,744,744,747,745,760,792,818,825
050,17,119,Illinois,Madison County,1,0,5,26,26,24,28,27,29,26,25
050,17,119,Illinois,Madison County,1,0,6,1121,1121,1137,1153,1178,1213,1257,1297
050,17,119,Illinois,Madison County,1,1,1,111957,111959,111978,112347,112579,113400,113156,113165
050,17,119,Illinois,Madison County,1,1,2,8652,8654,8702,8846,8833,8997,9207,9472
050,17,119,Illinois,Madison County,1,1,3,290,290,262,256,257,253,260,262
050,17,119,Illinois,Madison County,1,1,4,724,724,734,733,745,774,802,807
050,17,119,Illinois,Madison County,1,1,5,25,25,7,9,8,10,7,6
050,17,119,Illinois,Madison County,1,1,6,1074,1074,1121,1139,1161,1194,1238,1278
050,17,119,Illinois,Madison County,1,2,1,1861,1861,1899,1991,2141,2255,2375,2461
050,17,119,Illinois,Madison County,1,2,2,58,58,59,66,79,86,93,96
050,17,119,Illinois,Madison County,1,2,3,49,49,43,50,51,53,55,57
050,17,119,Illinois,Madison County,1,2,4,20,20,13,12,15,18,16,18
050,17,119,Illinois,Madison County,1,2,5,1,1,17,19,19,19,19,19
050,17,119,Illinois,Madison County,1,2,6,47,47,16,14,17,19,19,19
050,17,119,Illinois,Madison County,2,0,1,121419,121424,121446,121744,121972,122801,122577,122754
050,17,119,Illinois,Madison County,2,0,2,10350,10352,10406,10554,10564,10789,10982,11198
050,17,119,Illinois,Madison County,2,0,3,380,380,316,317,320,315,329,343
050,17,119,Illinois,Madison County,2,0,4,865,865,843,847,861,892,923,931
050,17,119,Illinois,Madison County,2,0,5,31,31,28,36,35,40,38,38
050,17,119,Illinois,Madison County,2,0,6,1138,1138,1219,1247,1269,1309,1347,1385
050,17,119,Illinois,Madison County,2,1,1,119715,119720,119702,119910,120010,120752,120424,120549
050,17,119,Illinois,Madison County,2,1,2,10272,10274,10316,10461,10462,10680,10869,11082
050,17,119,Illinois,Madison County,2,1,3,342,342,278,277,280,273,284,287
050,17,119,Illinois,Madison County,2,1,4,848,848,829,827,839,864,897,899
050,17,119,Illinois,Madison County,2,1,5,26,26,12,15,9,10,7,7
050,17,119,Illinois,Madison County,2,1,6,1091,1091,1204,1231,1250,1291,1329,1363
050,17,119,Illinois,Madison County,2,2,1,1704,1704,1744,1834,1962,2049,2153,2205
050,17,119,Illinois,Madison County,2,2,2,78,78,90,93,102,109,113,116
050,17,119,Illinois,Madison County,2,2,3,38,38,38,40,40,42,45,56
050,17,119,Illinois,Madison County,2,2,4,17,17,14,20,22,28,26,32
050,17,119,Illinois,Madison County,2,2,5,5,5,16,21,26,30,31,31
050,17,119,Illinois,Madison County,2,2,6,47,47,15,16,19,18,18,22
050,17,121,Illinois,Marion County,0,0,1,39335,39335,39388,39110,38744,38494,38069,37767
050,17,121,Illinois,Marion County,0,0,2,1618,1618,1643,1657,1613,1610,1608,1615
050,17,121,Illinois,Marion County,0,0,3,93,93,43,47,47,54,70,77
050,17,121,Illinois,Marion County,0,0,4,244,244,250,257,266,253,262,258
050,17,121,Illinois,Marion County,0,0,5,16,16,3,3,2,3,2,4
050,17,121,Illinois,Marion County,0,0,6,385,385,380,391,394,406,417,423
050,17,121,Illinois,Marion County,0,1,1,38993,38993,39023,38710,38373,38117,37697,37382
050,17,121,Illinois,Marion County,0,1,2,1607,1607,1632,1646,1602,1599,1597,1604
050,17,121,Illinois,Marion County,0,1,3,85,85,38,39,39,46,61,68
050,17,121,Illinois,Marion County,0,1,4,242,242,250,257,265,252,260,258
050,17,121,Illinois,Marion County,0,1,5,15,15,0,0,0,0,0,1
050,17,121,Illinois,Marion County,0,1,6,371,371,379,388,391,404,415,420
050,17,121,Illinois,Marion County,0,2,1,342,342,365,400,371,377,372,385
050,17,121,Illinois,Marion County,0,2,2,11,11,11,11,11,11,11,11
050,17,121,Illinois,Marion County,0,2,3,8,8,5,8,8,8,9,9
050,17,121,Illinois,Marion County,0,2,4,2,2,0,0,1,1,2,0
050,17,121,Illinois,Marion County,0,2,5,1,1,3,3,2,3,2,3
050,17,121,Illinois,Marion County,0,2,6,14,14,1,3,3,2,2,3
050,17,121,Illinois,Marion County,1,0,1,18958,18958,18984,18829,18656,18546,18364,18208
050,17,121,Illinois,Marion County,1,0,2,765,765,787,803,779,777,775,778
050,17,121,Illinois,Marion County,1,0,3,43,43,20,22,22,25,30,37
050,17,121,Illinois,Marion County,1,0,4,125,125,125,131,138,128,135,135
