SUMLEV,STATE,COUNTY,STNAME,CTYNAME,Sex,Origin,Race,CENSUS2000POP,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,POPESTIMATE2005
050,17,035,Illinois,Cumberland County,2,2,2,0,0,0,0,0,0,0,0
050,17,035,Illinois,Cumberland County,2,2,3,1,1,1,1,1,1,1,1
050,17,035,Illinois,Cumberland County,2,2,4,0,0,0,0,0,0,0,0
050,17,035,Illinois,Cumberland County,2,2,5,0,0,0,0,0,0,0,0
050,17,035,Illinois,Cumberland County,2,2,6,2,2,0,0,0,0,1,0
050,17,037,Illinois,DeKalb County,0,0,1,81519,81519,81632,82482,83512,84942,86553,88687
050,17,037,Illinois,DeKalb County,0,0,2,4168,4168,4280,4488,4754,4911,4845,4907
050,17,037,Illinois,DeKalb County,0,0,3,226,226,226,211,224,216,241,242
050,17,037,Illinois,DeKalb County,0,0,4,2139,2139,2221,2359,2450,2497,2556,2661
050,17,037,Illinois,DeKalb County,0,0,5,60,60,73,73,78,80,81,85
050,17,037,Illinois,DeKalb County,0,0,6,857,857,860,895,947,985,1030,1083
050,17,037,Illinois,DeKalb County,0,1,1,75945,75945,75972,76392,77087,78310,79316,80786
050,17,037,Illinois,DeKalb County,0,1,2,4078,4078,4177,4380,4642,4798,4714,4762
050,17,037,Illinois,DeKalb County,0,1,3,165,165,169,148,155,146,166,159
050,17,037,Illinois,DeKalb County,0,1,4,2109,2109,2156,2298,2389,2442,2496,2602
050,17,037,Illinois,DeKalb County,0,1,5,42,42,27,30,31,31,30,33
050,17,037,Illinois,DeKalb County,0,1,6,800,800,822,856,903,935,974,1017
050,17,037,Illinois,DeKalb County,0,2,1,5574,5574,5660,6090,6425,6632,7237,7901
050,17,037,Illinois,DeKalb County,0,2,2,90,90,103,108,112,113,131,145
050,17,037,Illinois,DeKalb County,0,2,3,61,61,57,63,69,70,75,83
050,17,037,Illinois,DeKalb County,0,2,4,30,30,65,61,61,55,60,59
050,17,037,Illinois,DeKalb County,0,2,5,18,18,46,43,47,49,51,52
050,17,037,Illinois,DeKalb County,0,2,6,57,57,38,39,44,50,56,66
050,17,037,Illinois,DeKalb County,1,0,1,40623,40623,40663,41152,41719,42460,43330,44421
050,17,037,Illinois,DeKalb County,1,0,2,1843,1843,1895,1990,2103,2185,2144,2177
050,17,037,Illinois,DeKalb County,1,0,3,113,113,118,111,117,115,129,129
050,17,037,Illinois,DeKalb County,1,0,4,1092,1092,1103,1175,1225,1249,1281,1333
050,17,037,Illinois,DeKalb County,1,0,5,32,32,33,34,35,34,35,37
050,17,037,Illinois,DeKalb County,1,0,6,383,383,422,442,465,485,505,540
050,17,037,Illinois,DeKalb County,1,1,1,37509,37509,37508,37753,38127,38741,39271,39996
050,17,037,Illinois,DeKalb County,1,1,2,1792,1792,1834,1927,2040,2120,2072,2098
050,17,037,Illinois,DeKalb County,1,1,3,86,86,91,81,85,81,94,91
050,17,037,Illinois,DeKalb County,1,1,4,1077,1077,1078,1151,1202,1229,1258,1312
050,17,037,Illinois,DeKalb County,1,1,5,22,22,14,16,16,14,14,16
050,17,037,Illinois,DeKalb County,1,1,6,360,360,405,425,447,460,481,509
050,17,037,Illinois,DeKalb County,1,2,1,3114,3114,3155,3399,3592,3719,4059,4425
050,17,037,Illinois,DeKalb County,1,2,2,51,51,61,63,63,65,72,79
050,17,037,Illinois,DeKalb County,1,2,3,27,27,27,30,32,34,35,38
050,17,037,Illinois,DeKalb County,1,2,4,15,15,25,24,23,20,23,21
050,17,037,Illinois,DeKalb County,1,2,5,10,10,19,18,19,20,21,21
050,17,037,Illinois,DeKalb County,1,2,6,23,23,17,17,18,25,24,31
050,17,037,Illinois,DeKalb County,2,0,1,40896,40896,40969,41330,41793,42482,43223,44266
050,17,037,Illinois,DeKalb County,2,0,2,2325,2325,2385,2498,2651,2726,2701,2730
050,17,037,Illinois,DeKalb County,2,0,3,113,113,108,100,107,101,112,113
050,17,037,Illinois,DeKalb County,2,0,4,1047,1047,1118,1184,1225,1248,1275,1328
050,17,037,Illinois,DeKalb County,2,0,5,28,28,40,39,43,46,46,48
050,17,037,Illinois,DeKalb County,2,0,6,474,474,438,453,482,500,525,543
050,17,037,Illinois,DeKalb County,2,1,1,38436,38436,38464,38639,38960,39569,40045,40790
050,17,037,Illinois,DeKalb County,2,1,2,2286,2286,2343,2453,2602,2678,2642,2664
050,17,037,Illinois,DeKalb County,2,1,3,79,79,78,67,70,65,72,68
050,17,037,Illinois,DeKalb County,2,1,4,1032,1032,1078,1147,1187,1213,1238,1290
050,17,037,Illinois,DeKalb County,2,1,5,20,20,13,14,15,17,16,17
050,17,037,Illinois,DeKalb County,2,1,6,440,440,417,431,456,475,493,508
050,17,037,Illinois,DeKalb County,2,2,1,2460,2460,2505,2691,2833,2913,3178,3476
050,17,037,Illinois,DeKalb County,2,2,2,39,39,42,45,49,48,59,66
050,17,037,Illinois,DeKalb County,2,2,3,34,34,30,33,37,36,40,45
050,17,037,Illinois,DeKalb County,2,2,4,15,15,40,37,38,35,37,38
050,17,037,Illinois,DeKalb County,2,2,5,8,8,27,25,28,29,30,31
050,17,037,Illinois,DeKalb County,2,2,6,34,34,21,22,26,25,32,35
050,17,039,Illinois,De Witt County,0,0,1,16526,16526,16544,16503,16386,16356,16272,16315
050,17,039,Illinois,De Witt County,0,0,2,86,86,98,104,104,106,128,122
050,17,039,Illinois,De Witt County,0,0,3,32,32,33,16,27,23,25,29
050,17,039,Illinois,De Witt County,0,0,4,47,47,46,49,51,53,54,57
050,17,039,Illinois,De Witt County,0,0,5,4,4,2,2,2,2,2,2
050,17,039,Illinois,De Witt County,0,0,6,103,103,69,71,78,80,88,92
050,17,039,Illinois,De Witt County,0,1,1,16326,16326,16342,16293,16159,16128,16017,16069
050,17,039,Illinois,De Witt County,0,1,2,82,82,94,100,101,103,125,119
050,17,039,Illinois,De Witt County,0,1,3,27,27,27,10,21,17,19,23
050,17,039,Illinois,De Witt County,0,1,4,46,46,46,49,50,53,54,57
050,17,039,Illinois,De Witt County,0,1,5,3,3,0,0,0,0,0,0
050,17,039,Illinois,De Witt County,0,1,6,101,101,68,71,78,80,88,92
050,17,039,Illinois,De Witt County,0,2,1,200,200,202,210,227,228,255,246
050,17,039,Illinois,De Witt County,0,2,2,4,4,4,4,3,3,3,3
050,17,039,Illinois,De Witt County,0,2,3,5,5,6,6,6,6,6,6
050,17,039,Illinois,De Witt County,0,2,4,1,1,0,0,1,0,0,0
050,17,039,Illinois,De Witt County,0,2,5,1,1,2,2,2,2,2,2
050,17,039,Illinois,De Witt County,0,2,6,2,2,1,0,0,0,0,0
050,17,039,Illinois,De Witt County,1,0,1,8054,8054,8064,8051,7991,7981,7928,7930
050,17,039,Illinois,De Witt County,1,0,2,67,67,70,76,76,78,90,85
050,17,039,Illinois,De Witt County,1,0,3,20,20,19,9,15,14,15,16
050,17,039,Illinois,De Witt County,1,0,4,18,18,20,23,24,26,28,28
050,17,039,Illinois,De Witt County,1,0,5,2,2,1,1,1,1,1,1
050,17,039,Illinois,De Witt County,1,0,6,51,51,40,41,45,47,53,55
050,17,039,Illinois,De Witt County,1,1,1,7958,7958,7966,7949,7883,7876,7811,7818
050,17,039,Illinois,De Witt County,1,1,2,65,65,68,74,74,76,88,84
050,17,039,Illinois,De Witt County,1,1,3,18,18,16,6,12,11,12,13
050,17,039,Illinois,De Witt County,1,1,4,17,17,20,23,24,26,28,28
050,17,039,Illinois,De Witt County,1,1,5,2,2,0,0,0,0,0,0
050,17,039,Illinois,De Witt County,1,1,6,49,49,39,41,45,47,53,55
050,17,039,Illinois,De Witt County,1,2,1,96,96,98,102,108,105,117,112
050,17,039,Illinois,De Witt County,1,2,2,2,2,2,2,2,2,2,1
050,17,039,Illinois,De Witt County,1,2,3,2,2,3,3,3,3,3,3
050,17,039,Illinois,De Witt County,1,2,4,1,1,0,0,0,0,0,0
050,17,039,Illinois,De Witt County,1,2,5,0,0,1,1,1,1,1,1
050,17,039,Illinois,De Witt County,1,2,6,2,2,1,0,0,0,0,0
050,17,039,Illinois,De Witt County,2,0,1,8472,8472,8480,8452,8395,8375,8344,8385
050,17,039,Illinois,De Witt County,2,0,2,19,19,28,28,28,28,38,37
050,17,039,Illinois,De Witt County,2,0,3,12,12,14,7,12,9,10,13
050,17,039,Illinois,De Witt County,2,0,4,29,29,26,26,27,27,26,29
050,17,039,Illinois,De Witt County,2,0,5,2,2,1,1,1,1,1,1
050,17,039,Illinois,De Witt County,2,0,6,52,52,29,30,33,33,35,37
050,17,039,Illinois,De Witt County,2,1,1,8368,8368,8376,8344,8276,8252,8206,8251
050,17,039,Illinois,De Witt County,2,1,2,17,17,26,26,27,27,37,35
050,17,039,Illinois,De Witt County,2,1,3,9,9,11,4,9,6,7,10
050,17,039,Illinois,De Witt County,2,1,4,29,29,26,26,26,27,26,29
050,17,039,Illinois,De Witt County,2,1,5,1,1,0,0,0,0,0,0
050,17,039,Illinois,De Witt County,2,1,6,52,52,29,30,33,33,35,37
050,17,039,Illinois,De Witt County,2,2,1,104,104,104,108,119,123,138,134
050,17,039,Illinois,De Witt County,2,2,2,2,2,2,2,1,1,1,2
050,17,039,Illinois,De Witt County,2,2,3,3,3,3,3,3,3,3,3
050,17,039,Illinois,De Witt County,2,2,4,0,0,0,0,1,0,0,0
050,17,039,Illinois,De Witt County,2,2,5,1,1,1,1,1,1,1,1
050,17,039,Illinois,De Witt County,2,2,6,0,0,0,0,0,0,0,0
050,17,041,Illinois,Douglas County,0,0,1,19679,19679,19693,19697,19690,19613,19664,19639
050,17,041,Illinois,Douglas County,0,0,2,64,64,72,85,85,85,96,91
050,17,041,Illinois,Douglas County,0,0,3,38,38,42,45,43,44,43,47
050,17,041,Illinois,Douglas County,0,0,4,52,52,58,63,66,92,86,100
050,17,041,Illinois,Douglas County,0,0,5,2,2,1,2,2,2,1,2
050,17,041,Illinois,Douglas County,0,0,6,87,87,55,59,59,63,69,71
050,17,041,Illinois,Douglas County,0,1,1,19010,19010,19020,18983,18927,18778,18746,18680
050,17,041,Illinois,Douglas County,0,1,2,59,59,66,79,79,79,90,85
050,17,041,Illinois,Douglas County,0,1,3,29,29,33,34,31,29,28,30
050,17,041,Illinois,Douglas County,0,1,4,50,50,57,63,66,92,86,100
050,17,041,Illinois,Douglas County,0,1,5,2,2,0,0,0,0,0,0
050,17,041,Illinois,Douglas County,0,1,6,82,82,55,59,59,63,67,69
050,17,041,Illinois,Douglas County,0,2,1,669,669,673,714,763,835,918,959
050,17,041,Illinois,Douglas County,0,2,2,5,5,6,6,6,6,6,6
050,17,041,Illinois,Douglas County,0,2,3,9,9,9,11,12,15,15,17
050,17,041,Illinois,Douglas County,0,2,4,2,2,1,0,0,0,0,0
050,17,041,Illinois,Douglas County,0,2,5,0,0,1,2,2,2,1,2
050,17,041,Illinois,Douglas County,0,2,6,5,5,0,0,0,0,2,2
050,17,041,Illinois,Douglas County,1,0,1,9545,9545,9554,9576,9585,9561,9612,9615
050,17,041,Illinois,Douglas County,1,0,2,39,39,45,62,62,62,66,65
050,17,041,Illinois,Douglas County,1,0,3,19,19,22,24,24,26,25,29
050,17,041,Illinois,Douglas County,1,0,4,22,22,29,29,29,38,34,40
050,17,041,Illinois,Douglas County,1,0,5,2,2,1,1,1,1,0,1
050,17,041,Illinois,Douglas County,1,0,6,48,48,30,31,31,32,36,38
050,17,041,Illinois,Douglas County,1,1,1,9167,9167,9172,9172,9152,9089,9098,9083
050,17,041,Illinois,Douglas County,1,1,2,36,36,41,58,58,58,62,61
050,17,041,Illinois,Douglas County,1,1,3,15,15,18,18,17,16,15,17
050,17,041,Illinois,Douglas County,1,1,4,21,21,29,29,29,38,34,40
050,17,041,Illinois,Douglas County,1,1,5,2,2,0,0,0,0,0,0
050,17,041,Illinois,Douglas County,1,1,6,43,43,30,31,31,32,34,36
050,17,041,Illinois,Douglas County,1,2,1,378,378,382,404,433,472,514,532
050,17,041,Illinois,Douglas County,1,2,2,3,3,4,4,4,4,4,4
050,17,041,Illinois,Douglas County,1,2,3,4,4,4,6,7,10,10,12
050,17,041,Illinois,Douglas County,1,2,4,1,1,0,0,0,0,0,0
050,17,041,Illinois,Douglas County,1,2,5,0,0,1,1,1,1,0,1
050,17,041,Illinois,Douglas County,1,2,6,5,5,0,0,0,0,2,2
050,17,041,Illinois,Douglas County,2,0,1,10134,10134,10139,10121,10105,10052,10052,10024
050,17,041,Illinois,Douglas County,2,0,2,25,25,27,23,23,23,30,26
050,17,041,Illinois,Douglas County,2,0,3,19,19,20,21,19,18,18,18
050,17,041,Illinois,Douglas County,2,0,4,30,30,29,34,37,54,52,60
050,17,041,Illinois,Douglas County,2,0,5,0,0,0,1,1,1,1,1
050,17,041,Illinois,Douglas County,2,0,6,39,39,25,28,28,31,33,33
050,17,041,Illinois,Douglas County,2,1,1,9843,9843,9848,9811,9775,9689,9648,9597
050,17,041,Illinois,Douglas County,2,1,2,23,23,25,21,21,21,28,24
050,17,041,Illinois,Douglas County,2,1,3,14,14,15,16,14,13,13,13
050,17,041,Illinois,Douglas County,2,1,4,29,29,28,34,37,54,52,60
050,17,041,Illinois,Douglas County,2,1,5,0,0,0,0,0,0,0,0
050,17,041,Illinois,Douglas County,2,1,6,39,39,25,28,28,31,33,33
050,17,041,Illinois,Douglas County,2,2,1,291,291,291,310,330,363,404,427
050,17,041,Illinois,Douglas County,2,2,2,2,2,2,2,2,2,2,2
050,17,041,Illinois,Douglas County,2,2,3,5,5,5,5,5,5,5,5
050,17,041,Illinois,Douglas County,2,2,4,1,1,1,0,0,0,0,0
050,17,041,Illinois,Douglas County,2,2,5,0,0,0,1,1,1,1,1
050,17,041,Illinois,Douglas County,2,2,6,0,0,0,0,0,0,0,0
050,17,043,Illinois,DuPage County,0,0,1,792661,792652,793222,795665,795312,792871,790993,787790
050,17,043,Illinois,DuPage County,0,0,2,28217,28217,28287,29710,31122,33289,35843,37791
050,17,043,Illinois,DuPage County,0,0,3,1773,1773,1744,1781,1803,1890,1905,1891
050,17,043,Illinois,DuPage County,0,0,4,72628,72628,74007,78090,82558,85750,88316,90254
050,17,043,Illinois,DuPage County,0,0,5,284,284,201,219,228,240,245,245
050,17,043,Illinois,DuPage County,0,0,6,8598,8598,9282,9692,10024,10455,10824,11142
050,17,043,Illinois,DuPage County,0,1,1,714654,714645,714250,711173,706103,698695,693313,686234
050,17,043,Illinois,DuPage County,0,1,2,27206,27206,27237,28535,29853,31914,34414,36300
050,17,043,Illinois,DuPage County,0,1,3,936,936,979,978,954,1004,1003,976
050,17,043,Illinois,DuPage County,0,1,4,72034,72034,73504,77571,82022,85209,87760,89688
050,17,043,Illinois,DuPage County,0,1,5,187,187,155,162,169,174,178,179
050,17,043,Illinois,DuPage County,0,1,6,7778,7778,8606,8954,9259,9649,9982,10283
050,17,043,Illinois,DuPage County,0,2,1,78007,78007,78972,84492,89209,94176,97680,101556
050,17,043,Illinois,DuPage County,0,2,2,1011,1011,1050,1175,1269,1375,1429,1491
050,17,043,Illinois,DuPage County,0,2,3,837,837,765,803,849,886,902,915
050,17,043,Illinois,DuPage County,0,2,4,594,594,503,519,536,541,556,566
050,17,043,Illinois,DuPage County,0,2,5,97,97,46,57,59,66,67,66
050,17,043,Illinois,DuPage County,0,2,6,820,820,676,738,765,806,842,859
050,17,043,Illinois,DuPage County,1,0,1,390972,390966,391360,392924,393316,392520,391940,390611
050,17,043,Illinois,DuPage County,1,0,2,13506,13506,13568,14224,14968,16046,17337,18322
050,17,043,Illinois,DuPage County,1,0,3,900,900,900,923,942,989,992,984
050,17,043,Illinois,DuPage County,1,0,4,35897,35897,36555,38473,40650,42156,43368,44288
050,17,043,Illinois,DuPage County,1,0,5,144,144,98,115,118,121,127,126
050,17,043,Illinois,DuPage County,1,0,6,4312,4312,4639,4846,5016,5236,5414,5576
050,17,043,Illinois,DuPage County,1,1,1,348611,348605,348456,346981,344760,341171,338649,335250
050,17,043,Illinois,DuPage County,1,1,2,12961,12961,13012,13604,14296,15324,16585,17536
050,17,043,Illinois,DuPage County,1,1,3,443,443,477,477,471,496,491,478
050,17,043,Illinois,DuPage County,1,1,4,35580,35580,36302,38204,40367,41862,43062,43970
050,17,043,Illinois,DuPage County,1,1,5,94,94,74,81,87,85,87,87
050,17,043,Illinois,DuPage County,1,1,6,3902,3902,4286,4459,4618,4814,4976,5130
050,17,043,Illinois,DuPage County,1,2,1,42361,42361,42904,45943,48556,51349,53291,55361
050,17,043,Illinois,DuPage County,1,2,2,545,545,556,620,672,722,752,786
050,17,043,Illinois,DuPage County,1,2,3,457,457,423,446,471,493,501,506
050,17,043,Illinois,DuPage County,1,2,4,317,317,253,269,283,294,306,318
050,17,043,Illinois,DuPage County,1,2,5,50,50,24,34,31,36,40,39
050,17,043,Illinois,DuPage County,1,2,6,410,410,353,387,398,422,438,446
050,17,043,Illinois,DuPage County,2,0,1,401689,401686,401862,402741,401996,400351,399053,397179
050,17,043,Illinois,DuPage County,2,0,2,14711,14711,14719,15486,16154,17243,18506,19469
050,17,043,Illinois,DuPage County,2,0,3,873,873,844,858,861,901,913,907
050,17,043,Illinois,DuPage County,2,0,4,36731,36731,37452,39617,41908,43594,44948,45966
050,17,043,Illinois,DuPage County,2,0,5,140,140,103,104,110,119,118,119
050,17,043,Illinois,DuPage County,2,0,6,4286,4286,4643,4846,5008,5219,5410,5566
050,17,043,Illinois,DuPage County,2,1,1,366043,366040,365794,364192,361343,357524,354664,350984
050,17,043,Illinois,DuPage County,2,1,2,14245,14245,14225,14931,15557,16590,17829,18764
050,17,043,Illinois,DuPage County,2,1,3,493,493,502,501,483,508,512,498
050,17,043,Illinois,DuPage County,2,1,4,36454,36454,37202,39367,41655,43347,44698,45718
050,17,043,Illinois,DuPage County,2,1,5,93,93,81,81,82,89,91,92
050,17,043,Illinois,DuPage County,2,1,6,3876,3876,4320,4495,4641,4835,5006,5153
050,17,043,Illinois,DuPage County,2,2,1,35646,35646,36068,38549,40653,42827,44389,46195
050,17,043,Illinois,DuPage County,2,2,2,466,466,494,555,597,653,677,705
050,17,043,Illinois,DuPage County,2,2,3,380,380,342,357,378,393,401,409
050,17,043,Illinois,DuPage County,2,2,4,277,277,250,250,253,247,250,248
050,17,043,Illinois,DuPage County,2,2,5,47,47,22,23,28,30,27,27
050,17,043,Illinois,DuPage County,2,2,6,410,410,323,351,367,384,404,413
050,17,045,Illinois,Edgar County,0,0,1,19197,19197,19169,19053,18900,18818,18742,18638
050,17,045,Illinois,Edgar County,0,0,2,369,369,375,395,393,392,391,392
050,17,045,Illinois,Edgar County,0,0,3,37,37,43,43,43,41,43,42
050,17,045,Illinois,Edgar County,0,0,4,37,37,41,39,41,43,42,55
050,17,045,Illinois,Edgar County,0,0,5,2,2,2,3,2,3,3,3
050,17,045,Illinois,Edgar County,0,0,6,62,62,29,27,29,29,28,27
050,17,045,Illinois,Edgar County,0,1,1,19066,19066,19023,18906,18752,18651,18584,18482
050,17,045,Illinois,Edgar County,0,1,2,363,363,369,389,387,386,385,386
050,17,045,Illinois,Edgar County,0,1,3,26,26,32,32,32,30,32,31
050,17,045,Illinois,Edgar County,0,1,4,34,34,38,39,39,41,41,54
050,17,045,Illinois,Edgar County,0,1,5,2,2,0,0,0,0,0,0
050,17,045,Illinois,Edgar County,0,1,6,59,59,29,27,29,29,28,27
050,17,045,Illinois,Edgar County,0,2,1,131,131,146,147,148,167,158,156
050,17,045,Illinois,Edgar County,0,2,2,6,6,6,6,6,6,6,6
050,17,045,Illinois,Edgar County,0,2,3,11,11,11,11,11,11,11,11
050,17,045,Illinois,Edgar County,0,2,4,3,3,3,0,2,2,1,1
050,17,045,Illinois,Edgar County,0,2,5,0,0,2,3,2,3,3,3
050,17,045,Illinois,Edgar County,0,2,6,3,3,0,0,0,0,0,0
050,17,045,Illinois,Edgar County,1,0,1,9213,9213,9210,9195,9129,9097,9050,9003
050,17,045,Illinois,Edgar County,1,0,2,331,331,333,354,353,352,351,353
050,17,045,Illinois,Edgar County,1,0,3,18,18,22,22,22,21,22,22
050,17,045,Illinois,Edgar County,1,0,4,8,8,10,9,10,10,9,16
050,17,045,Illinois,Edgar County,1,0,5,2,2,0,1,0,1,1,1
050,17,045,Illinois,Edgar County,1,0,6,30,30,15,12,14,16,14,14
050,17,045,Illinois,Edgar County,1,1,1,9141,9141,9123,9108,9041,8999,8956,8908
050,17,045,Illinois,Edgar County,1,1,2,326,326,328,349,348,347,346,348
050,17,045,Illinois,Edgar County,1,1,3,13,13,17,17,17,16,17,17
050,17,045,Illinois,Edgar County,1,1,4,7,7,9,9,9,10,9,16
050,17,045,Illinois,Edgar County,1,1,5,2,2,0,0,0,0,0,0
050,17,045,Illinois,Edgar County,1,1,6,27,27,15,12,14,16,14,14
050,17,045,Illinois,Edgar County,1,2,1,72,72,87,87,88,98,94,95
050,17,045,Illinois,Edgar County,1,2,2,5,5,5,5,5,5,5,5
050,17,045,Illinois,Edgar County,1,2,3,5,5,5,5,5,5,5,5
050,17,045,Illinois,Edgar County,1,2,4,1,1,1,0,1,0,0,0
050,17,045,Illinois,Edgar County,1,2,5,0,0,0,1,0,1,1,1
050,17,045,Illinois,Edgar County,1,2,6,3,3,0,0,0,0,0,0
050,17,045,Illinois,Edgar County,2,0,1,9984,9984,9959,9858,9771,9721,9692,9635
050,17,045,Illinois,Edgar County,2,0,2,38,38,42,41,40,40,40,39
050,17,045,Illinois,Edgar County,2,0,3,19,19,21,21,21,20,21,20
050,17,045,Illinois,Edgar County,2,0,4,29,29,31,30,31,33,33,39
050,17,045,Illinois,Edgar County,2,0,5,0,0,2,2,2,2,2,2
050,17,045,Illinois,Edgar County,2,0,6,32,32,14,15,15,13,14,13
050,17,045,Illinois,Edgar County,2,1,1,9925,9925,9900,9798,9711,9652,9628,9574
050,17,045,Illinois,Edgar County,2,1,2,37,37,41,40,39,39,39,38
050,17,045,Illinois,Edgar County,2,1,3,13,13,15,15,15,14,15,14
050,17,045,Illinois,Edgar County,2,1,4,27,27,29,30,30,31,32,38
050,17,045,Illinois,Edgar County,2,1,5,0,0,0,0,0,0,0,0
050,17,045,Illinois,Edgar County,2,1,6,32,32,14,15,15,13,14,13
050,17,045,Illinois,Edgar County,2,2,1,59,59,59,60,60,69,64,61
050,17,045,Illinois,Edgar County,2,2,2,1,1,1,1,1,1,1,1
050,17,045,Illinois,Edgar County,2,2,3,6,6,6,6,6,6,6,6
050,17,045,Illinois,Edgar County,2,2,4,2,2,2,0,1,2,1,1
050,17,045,Illinois,Edgar County,2,2,5,0,0,2,2,2,2,2,2
050,17,045,Illinois,Edgar County,2,2,6,0,0,0,0,0,0,0,0
050,17,047,Illinois,Edwards County,0,0,1,6898,6898,6904,6825,6775,6786,6724,6724
050,17,047,Illinois,Edwards County,0,0,2,12,12,13,11,11,11,11,11
050,17,047,Illinois,Edwards County,0,0,3,6,6,0,0,0,0,1,2
050,17,047,Illinois,Edwards County,0,0,4,29,29,34,32,34,35,34,33
050,17,047,Illinois,Edwards County,0,0,5,3,3,7,7,6,6,7,6
050,17,047,Illinois,Edwards County,0,0,6,23,23,8,8,8,8,8,8
050,17,047,Illinois,Edwards County,0,1,1,6872,6872,6878,6798,6747,6758,6696,6697
050,17,047,Illinois,Edwards County,0,1,2,10,10,11,9,9,9,9,9
050,17,047,Illinois,Edwards County,0,1,3,6,6,0,0,0,0,1,2
050,17,047,Illinois,Edwards County,0,1,4,25,25,34,32,34,33,33,31
050,17,047,Illinois,Edwards County,0,1,5,3,3,0,1,0,1,1,1
050,17,047,Illinois,Edwards County,0,1,6,23,23,8,8,8,8,8,8
050,17,047,Illinois,Edwards County,0,2,1,26,26,26,27,28,28,28,27
050,17,047,Illinois,Edwards County,0,2,2,2,2,2,2,2,2,2,2
050,17,047,Illinois,Edwards County,0,2,3,0,0,0,0,0,0,0,0
050,17,047,Illinois,Edwards County,0,2,4,4,4,0,0,0,2,1,2
050,17,047,Illinois,Edwards County,0,2,5,0,0,7,6,6,5,6,5
050,17,047,Illinois,Edwards County,0,2,6,0,0,0,0,0,0,0,0
050,17,047,Illinois,Edwards County,1,0,1,3345,3345,3349,3304,3269,3270,3240,3248
050,17,047,Illinois,Edwards County,1,0,2,8,8,9,7,7,7,7,7
050,17,047,Illinois,Edwards County,1,0,3,1,1,0,0,0,0,0,1
050,17,047,Illinois,Edwards County,1,0,4,9,9,15,14,16,17,16,15
050,17,047,Illinois,Edwards County,1,0,5,1,1,3,4,3,3,4,4
050,17,047,Illinois,Edwards County,1,0,6,10,10,2,2,2,2,2,2
050,17,047,Illinois,Edwards County,1,1,1,3328,3328,3332,3286,3250,3251,3221,3230
050,17,047,Illinois,Edwards County,1,1,2,7,7,8,6,6,6,6,6
050,17,047,Illinois,Edwards County,1,1,3,1,1,0,0,0,0,0,1
050,17,047,Illinois,Edwards County,1,1,4,7,7,15,14,16,15,15,14
050,17,047,Illinois,Edwards County,1,1,5,1,1,0,1,0,1,1,1
050,17,047,Illinois,Edwards County,1,1,6,10,10,2,2,2,2,2,2
050,17,047,Illinois,Edwards County,1,2,1,17,17,17,18,19,19,19,18
050,17,047,Illinois,Edwards County,1,2,2,1,1,1,1,1,1,1,1
050,17,047,Illinois,Edwards County,1,2,3,0,0,0,0,0,0,0,0
050,17,047,Illinois,Edwards County,1,2,4,2,2,0,0,0,2,1,1
050,17,047,Illinois,Edwards County,1,2,5,0,0,3,3,3,2,3,3
050,17,047,Illinois,Edwards County,1,2,6,0,0,0,0,0,0,0,0
050,17,047,Illinois,Edwards County,2,0,1,3553,3553,3555,3521,3506,3516,3484,3476
050,17,047,Illinois,Edwards County,2,0,2,4,4,4,4,4,4,4,4
050,17,047,Illinois,Edwards County,2,0,3,5,5,0,0,0,0,1,1
050,17,047,Illinois,Edwards County,2,0,4,20,20,19,18,18,18,18,18
050,17,047,Illinois,Edwards County,2,0,5,2,2,4,3,3,3,3,2
050,17,047,Illinois,Edwards County,2,0,6,13,13,6,6,6,6,6,6
050,17,047,Illinois,Edwards County,2,1,1,3544,3544,3546,3512,3497,3507,3475,3467
050,17,047,Illinois,Edwards County,2,1,2,3,3,3,3,3,3,3,3
050,17,047,Illinois,Edwards County,2,1,3,5,5,0,0,0,0,1,1
050,17,047,Illinois,Edwards County,2,1,4,18,18,19,18,18,18,18,17
050,17,047,Illinois,Edwards County,2,1,5,2,2,0,0,0,0,0,0
050,17,047,Illinois,Edwards County,2,1,6,13,13,6,6,6,6,6,6
050,17,047,Illinois,Edwards County,2,2,1,9,9,9,9,9,9,9,9
050,17,047,Illinois,Edwards County,2,2,2,1,1,1,1,1,1,1,1
050,17,047,Illinois,Edwards County,2,2,3,0,0,0,0,0,0,0,0
050,17,047,Illinois,Edwards County,2,2,4,2,2,0,0,0,0,0,1
050,17,047,Illinois,Edwards County,2,2,5,0,0,4,3,3,3,3,2
050,17,047,Illinois,Edwards County,2,2,6,0,0,0,0,0,0,0,0
050,17,049,Illinois,Effingham County,0,0,1,33907,33907,33922,33985,34026,34106,34220,34154
050,17,049,Illinois,Effingham County,0,0,2,59,59,63,87,89,105,112,109
050,17,049,Illinois,Effingham County,0,0,3,68,68,73,73,73,70,73,75
050,17,049,Illinois,Effingham County,0,0,4,117,117,129,138,131,150,146,148
050,17,049,Illinois,Effingham County,0,0,5,4,4,1,1,1,1,1,1
050,17,049,Illinois,Effingham County,0,0,6,109,109,80,78,82,86,88,94
050,17,049,Illinois,Effingham County,0,1,1,33683,33683,33691,33680,33720,33798,33863,33790
050,17,049,Illinois,Effingham County,0,1,2,56,56,60,84,86,102,109,106
050,17,049,Illinois,Effingham County,0,1,3,51,51,55,55,55,52,55,58
