Header:
Instrument	ASRC_U111
Source	Sun
Location	TMTF
Environment	Outdoors
Year	2004
Day	199
Date	2004JUL17
Operation	Discrete
Measurement_purpose	Irradiance
Number_of_scans	1
Number_of_columns	4
Number_of_rows	701
Start_time	23.49984	[UTC]
Stop_time	23.78262	[UTC]
Start_wavelength	290.00	[nm]
Stop_wavelength	360.00	[nm]
Increment_wavelength	0.10	[nm]
Dark_signal	0.65450	[p_s^-1]
ForeOptic_temperature	26.49	[ns]
Front_temperature	26.49	[ns]
Back_temperature	23.26	[ns]
Inside_temperature	22.79	[ns]
Shelter_temperature	18.14	[ns]
PSUnit_temperature	21.65	[ns]
AirCond_temperature	22.73	[ns]
Outside_temperature	24.73	[ns]
Comments	none
Formatted_file	2004199f23.u11
Responsivity_file	03352Rsm.u11
Analysis_program	Calc_Irrad.c
Labels:
Wavelength	Irradiance	dE(R)/E	dE(S)/E
[nm]	[mW_m^-2_nm^-1]
Data:
290.003	0.00209	0.0862	0.0000
290.103	-0.00102	0.1236	-0.0000
290.203	0.00054	0.1701	-0.0000
290.303	-0.00102	0.1236	-0.0000
290.403	-0.00101	0.1236	-0.0000
290.503	0.00054	0.1701	-0.0000
290.603	-0.00101	0.1236	-0.0000
290.703	0.00208	0.0862	-0.0000
290.803	0.00053	0.1701	-0.0000
290.903	0.00053	0.1701	-0.0000
291.003	-0.00101	0.1236	-0.0000
291.103	0.00053	0.1701	0.0000
291.203	-0.00101	0.1236	0.0000
291.303	0.00053	0.1701	0.0000
291.403	-0.00101	0.1236	0.0000
291.503	0.00053	0.1701	0.0000
291.603	0.00207	0.0862	0.0000
291.703	0.00207	0.0862	0.0000
291.803	0.00053	0.1701	0.0000
291.903	0.00053	0.1701	0.0000
292.003	0.00053	0.1701	0.0000
292.103	-0.00100	0.1236	-0.0000
292.203	0.00206	0.0862	-0.0000
292.303	-0.00100	0.1236	-0.0000
292.403	-0.00100	0.1236	-0.0000
292.503	0.00053	0.1701	-0.0000
292.603	0.00053	0.1701	-0.0000
292.703	0.00053	0.1701	-0.0000
292.803	-0.00100	0.1236	-0.0000
292.903	0.00205	0.0862	-0.0000
293.003	0.00053	0.1701	-0.0000
293.103	-0.00100	0.1236	0.0000
293.203	0.00053	0.1701	0.0000
293.303	0.00053	0.1701	0.0000
293.403	0.00053	0.1701	0.0000
293.503	0.00053	0.1701	0.0000
293.603	-0.00099	0.1236	0.0000
293.703	0.00204	0.0862	0.0000
293.803	-0.00099	0.1236	0.0000
293.903	0.00052	0.1701	0.0000
294.003	-0.00099	0.1236	0.0000
294.103	-0.00099	0.1236	-0.0000
294.203	-0.00099	0.1236	-0.0000
294.303	0.00052	0.1701	-0.0000
294.403	-0.00099	0.1236	-0.0000
294.503	0.00204	0.0862	-0.0000
294.603	0.00203	0.0862	-0.0000
294.703	0.00052	0.1701	-0.0000
294.803	0.00052	0.1701	-0.0000
294.903	0.00052	0.1701	-0.0000
295.003	0.00203	0.0862	-0.0000
295.103	0.00052	0.1701	0.0000
295.203	0.00052	0.1701	0.0000
295.303	0.00052	0.1701	0.0000
295.403	0.00203	0.0862	0.0000
295.503	0.00203	0.0862	0.0000
295.603	0.00202	0.0862	0.0000
295.703	0.00052	0.1701	0.0000
295.803	0.00202	0.0862	0.0000
295.903	0.00202	0.0862	0.0000
296.003	0.00052	0.1701	0.0000
296.103	0.00202	0.0862	-0.0000
296.203	0.00202	0.0862	-0.0000
