SEQ='MG'     NUCCHG=16                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  85997457.5   NPRNTI= 3   NPRNTF= 5
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2P6 3S1             (2)0( 0.5)        0.0 
     2          2P6 3P1             (2)1( 0.5)   106188.1 
     3          2P6 3P1             (2)1( 1.5)   107487.4 
     4          2P6 3D1             (2)2( 1.5)   248208.2*
     5          2P6 3D1             (2)2( 2.5)   248376.5*

   IC RESOLVED LEVEL INDEXING           BWNR=  86578705.4   NLVL= 411
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR       AUGER RATES:  INDP-INDP', INDP'=1,...INDP-1
   ----  ----   ----                 - -   --  ----------      -----------
             1.10E-16  3.13E-16  2.48E-16  1.31E-16  4.22E-17  1.62E-17  5.96E-18  1.54E-18  5.50E-19
   377       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.45E-30  4.11E-20  4.53E-17
             8.97E-16  2.54E-15  2.01E-15  1.07E-15  3.43E-16  1.32E-16  4.84E-17  1.25E-17  4.47E-18
   378       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.58E-31  1.16E-21  1.26E-18
             2.49E-17  7.02E-17  5.55E-17  2.93E-17  9.44E-18  3.62E-18  1.33E-18  3.45E-19  1.23E-19
   379       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.66E-31  2.71E-21  2.96E-18
             5.80E-17  1.64E-16  1.29E-16  6.82E-17  2.20E-17  8.41E-18  3.10E-18  8.02E-19  2.86E-19
   380       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.19E-31  8.74E-22  9.53E-19
             1.87E-17  5.27E-17  4.16E-17  2.20E-17  7.08E-18  2.71E-18  9.98E-19  2.59E-19  9.22E-20
   381       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.36E-32  9.91E-23  1.08E-19
             2.11E-18  5.96E-18  4.70E-18  2.49E-18  8.00E-19  3.07E-19  1.13E-19  2.92E-20  1.04E-20
   382       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.56E-31  6.33E-21  6.91E-18
             1.36E-16  3.82E-16  3.02E-16  1.59E-16  5.13E-17  1.97E-17  7.24E-18  1.88E-18  6.68E-19
   383       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.80E-33  1.96E-23  2.10E-20
             4.09E-19  1.15E-18  9.04E-19  4.78E-19  1.54E-19  5.89E-20  2.17E-20  5.61E-21  2.00E-21
   384       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.59E-33  1.15E-23  1.24E-20
             2.44E-19  6.85E-19  5.41E-19  2.86E-19  9.20E-20  3.52E-20  1.30E-20  3.36E-21  1.20E-21
   385       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.26E-32  3.86E-22  4.19E-19
             8.22E-18  2.32E-17  1.83E-17  9.65E-18  3.11E-18  1.19E-18  4.38E-19  1.14E-19  4.05E-20
   386       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.60E-32  4.81E-22  5.21E-19
             1.02E-17  2.87E-17  2.27E-17  1.20E-17  3.86E-18  1.48E-18  5.44E-19  1.41E-19  5.02E-20
   387       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.12E-31  7.01E-21  7.83E-18
             1.57E-16  4.48E-16  3.56E-16  1.88E-16  6.08E-17  2.33E-17  8.58E-18  2.22E-18  7.93E-19
   388       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.51E-31  1.87E-21  2.05E-18
             4.05E-17  1.15E-16  9.06E-17  4.79E-17  1.54E-17  5.91E-18  2.18E-18  5.64E-19  2.01E-19
   389       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.96E-31  6.04E-21  6.65E-18
             1.31E-16  3.71E-16  2.94E-16  1.55E-16  5.00E-17  1.92E-17  7.05E-18  1.83E-18  6.52E-19
   390       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.30E-30  1.76E-20  1.95E-17
             3.85E-16  1.09E-15  8.60E-16  4.55E-16  1.46E-16  5.61E-17  2.07E-17  5.35E-18  1.91E-18
   391       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.97E-31  1.46E-21  1.61E-18
             3.17E-17  8.97E-17  7.10E-17  3.75E-17  1.21E-17  4.63E-18  1.71E-18  4.42E-19  1.58E-19
   392       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.47E-31  1.10E-21  1.21E-18
             2.38E-17  6.72E-17  5.31E-17  2.81E-17  9.04E-18  3.46E-18  1.27E-18  3.30E-19  1.18E-19
   393       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.54E-31  2.66E-21  2.91E-18
             5.73E-17  1.62E-16  1.28E-16  6.76E-17  2.18E-17  8.34E-18  3.07E-18  7.95E-19  2.83E-19
   394       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.63E-31  1.21E-21  1.32E-18
             2.61E-17  7.38E-17  5.84E-17  3.09E-17  9.94E-18  3.81E-18  1.40E-18  3.63E-19  1.29E-19
   395       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.77E-32  1.33E-22  1.46E-19
             2.87E-18  8.10E-18  6.40E-18  3.38E-18  1.09E-18  4.17E-19  1.54E-19  3.98E-20  1.42E-20
   396       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.49E-32  1.86E-22  2.03E-19
             3.99E-18  1.13E-17  8.90E-18  4.70E-18  1.51E-18  5.80E-19  2.14E-19  5.54E-20  1.97E-20
   397       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.23E-32  3.24E-22  3.59E-19
             7.09E-18  2.01E-17  1.59E-17  8.40E-18  2.70E-18  1.04E-18  3.81E-19  9.89E-20  3.52E-20
   398       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.14E-32  8.34E-23  9.12E-20
             1.79E-18  5.07E-18  4.00E-18  2.12E-18  6.81E-19  2.61E-19  9.61E-20  2.49E-20  8.88E-21
   399       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.91E-33  2.85E-23  3.10E-20
             6.08E-19  1.71E-18  1.35E-18  7.14E-19  2.30E-19  8.81E-20  3.24E-20  8.41E-21  3.00E-21
   400       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.18E-33  1.63E-23  1.79E-20
             3.54E-19  1.00E-18  7.90E-19  4.18E-19  1.34E-19  5.15E-20  1.90E-20  4.92E-21  1.75E-21
   401       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.74E-31  1.31E-21  1.44E-18
             2.85E-17  8.06E-17  6.37E-17  3.37E-17  1.09E-17  4.16E-18  1.53E-18  3.97E-19  1.41E-19
   402       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.08E-30  8.22E-21  9.04E-18
             1.78E-16  5.04E-16  3.98E-16  2.10E-16  6.78E-17  2.60E-17  9.56E-18  2.48E-18  8.83E-19
   403       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.07E-31  8.15E-22  8.97E-19
             1.77E-17  5.00E-17  3.95E-17  2.09E-17  6.73E-18  2.58E-18  9.49E-19  2.46E-19  8.77E-20
   404       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.64E-32  7.36E-22  8.11E-19
             1.60E-17  4.53E-17  3.58E-17  1.89E-17  6.09E-18  2.34E-18  8.60E-19  2.23E-19  7.94E-20
   405       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.02E-30  7.90E-21  8.73E-18
             1.73E-16  4.89E-16  3.87E-16  2.04E-16  6.58E-17  2.52E-17  9.28E-18  2.41E-18  8.58E-19
   406       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.37E-34  7.03E-24  7.72E-21
             1.52E-19  4.30E-19  3.40E-19  1.80E-19  5.79E-20  2.22E-20  8.16E-21  2.12E-21  7.54E-22
   407       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.76E-33  1.22E-23  1.31E-20
             2.55E-19  7.16E-19  5.65E-19  2.98E-19  9.60E-20  3.68E-20  1.35E-20  3.51E-21  1.25E-21
   408       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.63E-33  4.18E-23  4.61E-20
             9.11E-19  2.58E-18  2.04E-18  1.08E-18  3.48E-19  1.33E-19  4.91E-20  1.27E-20  4.53E-21
   409       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.03E-32  7.77E-23  8.59E-20
             1.70E-18  4.82E-18  3.82E-18  2.02E-18  6.51E-19  2.49E-19  9.18E-20  2.38E-20  8.48E-21
   410       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.05E-30  8.15E-21  9.03E-18
             1.79E-16  5.07E-16  4.01E-16  2.12E-16  6.83E-17  2.62E-17  9.63E-18  2.50E-18  8.90E-19
   411       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.04E-31  1.54E-21  1.70E-18
             3.36E-17  9.51E-17  7.52E-17  3.98E-17  1.28E-17  4.91E-18  1.81E-18  4.69E-19  1.67E-19

                                                                                     --------------------------
                                                                                     PRTF= 1  LVLPRT= (2S  0.5)
   ILREP
   -----
     5       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.72E-32  2.05E-22  1.09E-16  1.27E-14
             1.10E-13  2.05E-13  1.43E-13  7.08E-14  2.20E-14  8.32E-15  3.05E-15  7.86E-16  2.80E-16
     6       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.74E-35  1.23E-23  5.51E-17  8.78E-15
             8.71E-14  1.79E-13  1.29E-13  6.56E-14  2.06E-14  7.83E-15  2.87E-15  7.42E-16  2.64E-16
     7       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.21E-38  8.90E-26  2.30E-18  4.26E-16
             3.82E-15  7.14E-15  4.97E-15  2.47E-15  7.68E-16  2.91E-16  1.06E-16  2.75E-17  9.79E-18
     8       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.11E-39  2.39E-26  1.29E-18  3.75E-16
             4.67E-15  1.08E-14  8.11E-15  4.18E-15  1.33E-15  5.07E-16  1.86E-16  4.82E-17  1.72E-17
     9       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.66E-40  3.01E-26  3.76E-18  1.58E-15
             2.40E-14  6.22E-14  4.82E-14  2.53E-14  8.11E-15  3.11E-15  1.14E-15  2.96E-16  1.05E-16
    10       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.54E-41  1.26E-26  1.93E-18  5.96E-16
             6.46E-15  1.31E-14  9.30E-15  4.67E-15  1.46E-15  5.53E-16  2.03E-16  5.24E-17  1.86E-17
    11       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.05E-42  2.08E-27  4.12E-19  1.39E-16
             1.56E-15  3.23E-15  2.32E-15  1.17E-15  3.65E-16  1.39E-16  5.08E-17  1.31E-17  4.67E-18
    12       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.46E-42  1.32E-27  3.61E-19  1.41E-16
             1.79E-15  4.06E-15  3.01E-15  1.55E-15  4.89E-16  1.86E-16  6.84E-17  1.77E-17  6.31E-18
    13       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.12E-42  2.86E-27  1.17E-18  6.09E-16
             9.77E-15  2.63E-14  2.07E-14  1.10E-14  3.54E-15  1.36E-15  5.00E-16  1.30E-16  4.62E-17
    14       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.15E-42  1.95E-27  8.80E-19  3.92E-16
             5.11E-15  1.16E-14  8.54E-15  4.37E-15  1.38E-15  5.26E-16  1.93E-16  4.99E-17  1.78E-17
    15       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.48E-43  1.41E-28  6.55E-20  2.93E-17
             3.82E-16  8.63E-16  6.36E-16  3.25E-16  1.03E-16  3.91E-17  1.44E-17  3.71E-18  1.32E-18
    16       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.48E-43  2.86E-28  1.49E-19  6.93E-17
             9.17E-16  2.09E-15  1.54E-15  7.89E-16  2.49E-16  9.50E-17  3.49E-17  9.02E-18  3.21E-18
    17       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.84E-43  2.83E-28  1.78E-19  9.07E-17
             1.30E-15  3.14E-15  2.38E-15  1.23E-15  3.93E-16  1.50E-16  5.51E-17  1.43E-17  5.08E-18
    18       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.15E-43  6.61E-28  5.24E-19  3.36E-16
             5.95E-15  1.70E-14  1.37E-14  7.32E-15  2.37E-15  9.12E-16  3.36E-16  8.72E-17  3.11E-17
    19       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.31E-43  5.58E-28  4.57E-19  2.50E-16
             3.65E-15  8.89E-15  6.73E-15  3.49E-15  1.11E-15  4.24E-16  1.56E-16  4.04E-17  1.44E-17
    20       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.16E-44  5.38E-29  4.47E-20  2.44E-17
             3.51E-16  8.43E-16  6.35E-16  3.28E-16  1.04E-16  3.98E-17  1.46E-17  3.78E-18  1.35E-18
    21       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.64E-46  1.66E-30  1.38E-21  7.57E-19
             1.10E-17  2.65E-17  2.00E-17  1.04E-17  3.30E-18  1.26E-18  4.62E-19  1.20E-19  4.26E-20
    22       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.89E-44  8.11E-29  7.22E-20  4.01E-17
             5.80E-16  1.39E-15  1.05E-15  5.43E-16  1.73E-16  6.58E-17  2.42E-17  6.26E-18  2.23E-18
    23       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.28E-44  1.11E-28  1.11E-19  6.59E-17
             1.01E-15  2.54E-15  1.95E-15  1.02E-15  3.26E-16  1.24E-16  4.58E-17  1.19E-17  4.22E-18
    24       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.81E-44  2.74E-28  3.21E-19  2.31E-16
             4.32E-15  1.27E-14  1.04E-14  5.56E-15  1.81E-15  6.96E-16  2.57E-16  6.66E-17  2.37E-17
    25       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.25E-44  2.30E-28  2.70E-19  1.67E-16
             2.61E-15  6.64E-15  5.10E-15  2.67E-15  8.53E-16  3.26E-16  1.20E-16  3.11E-17  1.11E-17
    26       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.14E-45  2.74E-29  3.24E-20  1.99E-17
             3.05E-16  7.63E-16  5.83E-16  3.03E-16  9.68E-17  3.70E-17  1.36E-17  3.52E-18  1.25E-18
    27       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.76E-46  1.23E-30  1.46E-21  8.96E-19
             1.37E-17  3.44E-17  2.63E-17  1.37E-17  4.36E-18  1.67E-18  6.12E-19  1.59E-19  5.65E-20
    29       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.88E-45  3.31E-29  4.08E-20  2.53E-17
             3.87E-16  9.63E-16  7.34E-16  3.81E-16  1.22E-16  4.65E-17  1.71E-17  4.42E-18  1.58E-18
    30       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.08E-44  5.91E-29  7.93E-20  5.14E-17
             8.18E-16  2.10E-15  1.62E-15  8.50E-16  2.72E-16  1.04E-16  3.83E-17  9.92E-18  3.53E-18
    31       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.67E-44  1.36E-28  2.04E-19  1.58E-16
             3.06E-15  9.20E-15  7.52E-15  4.05E-15  1.32E-15  5.09E-16  1.88E-16  4.87E-17  1.74E-17
    32       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.40E-44  1.17E-28  1.73E-19  1.16E-16
             1.90E-15  4.97E-15  3.86E-15  2.03E-15  6.51E-16  2.49E-16  9.17E-17  2.38E-17  8.47E-18
    33       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.78E-45  1.50E-29  2.22E-20  1.48E-17
             2.36E-16  6.07E-16  4.68E-16  2.45E-16  7.84E-17  3.00E-17  1.10E-17  2.85E-18  1.02E-18
    34       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.80E-47  8.27E-31  1.22E-21  8.12E-19
             1.29E-17  3.31E-17  2.55E-17  1.33E-17  4.26E-18  1.63E-18  5.99E-19  1.55E-19  5.53E-20
    37       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.87E-45  1.67E-29  2.54E-20  1.69E-17
             2.69E-16  6.84E-16  5.25E-16  2.74E-16  8.76E-17  3.35E-17  1.23E-17  3.19E-18  1.14E-18
    38       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.33E-45  3.76E-29  6.11E-20  4.20E-17
             6.84E-16  1.78E-15  1.38E-15  7.22E-16  2.31E-16  8.86E-17  3.26E-17  8.44E-18  3.01E-18
    39       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.83E-29  1.39E-19  1.13E-16
             2.25E-15  6.86E-15  5.63E-15  3.04E-15  9.94E-16  3.83E-16  1.41E-16  3.66E-17  1.31E-17
    40       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.80E-29  1.18E-19  8.38E-17
             1.41E-15  3.76E-15  2.95E-15  1.55E-15  4.99E-16  1.91E-16  7.04E-17  1.82E-17  6.50E-18
    41       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.10E-30  1.58E-20  1.11E-17
             1.82E-16  4.77E-16  3.70E-16  1.94E-16  6.22E-17  2.38E-17  8.76E-18  2.27E-18  8.09E-19
    42       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.63E-31  9.74E-22  6.80E-19
             1.11E-17  2.90E-17  2.25E-17  1.18E-17  3.77E-18  1.44E-18  5.31E-19  1.37E-19  4.90E-20
    46       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.43E-30  1.67E-20  1.17E-17
             1.90E-16  4.92E-16  3.80E-16  1.99E-16  6.36E-17  2.43E-17  8.95E-18  2.32E-18  8.26E-19
    47       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.67E-29  4.95E-20  3.54E-17
             5.86E-16  1.53E-15  1.19E-15  6.23E-16  2.00E-16  7.64E-17  2.81E-17  7.28E-18  2.60E-18
    48       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.95E-29  9.86E-20  8.41E-17
             1.70E-15  5.25E-15  4.33E-15  2.34E-15  7.66E-16  2.95E-16  1.09E-16  2.82E-17  1.01E-17
    49       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.32E-29  8.38E-20  6.20E-17
             1.07E-15  2.89E-15  2.27E-15  1.20E-15  3.87E-16  1.48E-16  5.46E-17  1.41E-17  5.04E-18
    50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.95E-30  1.15E-20  8.40E-18
             1.41E-16  3.75E-16  2.93E-16  1.54E-16  4.94E-17  1.89E-17  6.96E-18  1.80E-18  6.43E-19
    51       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.96E-31  7.67E-22  5.57E-19
             9.30E-18  2.45E-17  1.90E-17  1.00E-17  3.21E-18  1.23E-18  4.52E-19  1.17E-19  4.17E-20

   INREP
   -----
     3       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.72E-32  2.18E-22  1.65E-16  2.15E-14
             1.97E-13  3.84E-13  2.72E-13  1.36E-13  4.26E-14  1.62E-14  5.91E-15  1.53E-15  5.44E-16
     4       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.37E-38  1.56E-25  9.28E-18  2.98E-15
             3.89E-14  9.32E-14  7.06E-14  3.66E-14  1.17E-14  4.46E-15  1.64E-15  4.24E-16  1.51E-16
     5       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.89E-41  8.34E-27  2.89E-18  1.31E-15
             1.86E-14  4.60E-14  3.53E-14  1.84E-14  5.88E-15  2.25E-15  8.26E-16  2.14E-16  7.63E-17
     6       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.99E-43  1.84E-27  1.35E-18  7.71E-16
             1.22E-14  3.20E-14  2.50E-14  1.32E-14  4.23E-15  1.62E-15  5.97E-16  1.55E-16  5.51E-17
     7       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.89E-43  7.25E-28  8.08E-19  5.25E-16
             8.84E-15  2.41E-14  1.91E-14  1.01E-14  3.26E-15  1.25E-15  4.61E-16  1.19E-16  4.26E-17
     8       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.02E-44  3.62E-28  5.21E-19  3.67E-16
             6.42E-15  1.79E-14  1.42E-14  7.57E-15  2.45E-15  9.40E-16  3.46E-16  8.98E-17  3.20E-17
     9       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.20E-45  2.10E-28  3.59E-19  2.68E-16
             4.80E-15  1.36E-14  1.09E-14  5.80E-15  1.88E-15  7.21E-16  2.66E-16  6.89E-17  2.46E-17
    10       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.35E-28  2.61E-19  2.02E-16
             3.69E-15  1.06E-14  8.48E-15  4.53E-15  1.47E-15  5.64E-16  2.08E-16  5.39E-17  1.92E-17
    11       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.35E-29  1.97E-19  1.57E-16
             2.92E-15  8.40E-15  6.76E-15  3.62E-15  1.17E-15  4.51E-16  1.66E-16  4.31E-17  1.54E-17
    12       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.81E-29  1.54E-19  1.25E-16
             2.35E-15  6.80E-15  5.49E-15  2.94E-15  9.54E-16  3.66E-16  1.35E-16  3.50E-17  1.25E-17
    13       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.15E-29  1.22E-19  1.02E-16
             1.92E-15  5.59E-15  4.52E-15  2.42E-15  7.86E-16  3.02E-16  1.11E-16  2.89E-17  1.03E-17
    14       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.02E-29  9.95E-20  8.35E-17
             1.58E-15  4.63E-15  3.74E-15  2.00E-15  6.51E-16  2.50E-16  9.22E-17  2.39E-17  8.53E-18
    15       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.19E-29  8.16E-20  6.92E-17
             1.32E-15  3.85E-15  3.12E-15  1.67E-15  5.43E-16  2.09E-16  7.69E-17  2.00E-17  7.12E-18
    16       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.57E-29  6.75E-20  5.78E-17
             1.11E-15  3.24E-15  2.63E-15  1.41E-15  4.58E-16  1.76E-16  6.49E-17  1.68E-17  6.00E-18
    17       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.33E-29  3.66E-20  3.23E-17
             6.37E-16  1.91E-15  1.56E-15  8.38E-16  2.73E-16  1.05E-16  3.87E-17  1.01E-17  3.58E-18
    18       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.39E-30  1.59E-20  1.45E-17
             2.90E-16  8.77E-16  7.18E-16  3.87E-16  1.26E-16  4.86E-17  1.79E-17  4.65E-18  1.66E-18
    19       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.36E-30  1.30E-20  1.19E-17
             2.40E-16  7.31E-16  5.99E-16  3.23E-16  1.05E-16  4.06E-17  1.50E-17  3.88E-18  1.38E-18
    20       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.58E-30  1.08E-20  9.95E-18
             2.02E-16  6.15E-16  5.04E-16  2.72E-16  8.89E-17  3.42E-17  1.26E-17  3.27E-18  1.17E-18
    21       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.97E-30  9.03E-21  8.40E-18
             1.71E-16  5.24E-16  4.30E-16  2.32E-16  7.59E-17  2.92E-17  1.08E-17  2.80E-18  9.97E-19
    22       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.29E-30  7.05E-21  6.63E-18
             1.36E-16  4.19E-16  3.45E-16  1.87E-16  6.09E-17  2.35E-17  8.66E-18  2.25E-18  8.01E-19
    23       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.67E-30  5.22E-21  4.96E-18
             1.03E-16  3.18E-16  2.62E-16  1.42E-16  4.63E-17  1.78E-17  6.58E-18  1.71E-18  6.09E-19
    24       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.10E-30  3.49E-21  3.38E-18
             7.10E-17  2.22E-16  1.84E-16  9.95E-17  3.26E-17  1.25E-17  4.63E-18  1.20E-18  4.29E-19
