UT	Glat	Glon	Radius	Dst	Kp	E23.1-30.5eV	E30.5-42.5eV	E42.5-55.2eV	E55.2-71.9eV	E71.9-93.6eV	E93.6-122.0eV	E122.0-161.0eV	E161.0-210.0eV	E210.0-275.0eV	E275.0-360.0eV	E360.0-471.0eV	E471.0-617.0eV	E617.0-815.0eV	E.815-1.07keV	E1.07-1.40kev	E1.40-1.82keV	E1.82-2.39keV	E2.39-3.12keV	E3.12-4.09keV	E4.09-5.36keV	E5.36-7.02keV	E7.02-9.19keV	E9.19-12.0keV	E12.0-15.8keV	E15.8-20.6keV	E20.6-27.0keV	E27.0-35.4keV	E35.4-46.4-43.37keV	E50-75keV	E75-105keV	E105-150keV	E150-225keV	E225-315keV	E315-500keV	E500-750keV	E0.75-1.1MeV	E1.1-1.5MeV	E>1.5MeV	E0.7-1.8MeV	E1.8-3.5MeV	E3.5-6.0MeV	E6.0-7.8MeV	E7.8-10.8	E10.8-25.8	P.03-.06eV	P.06-.13eV	P13-.25V	P.25-.52eV	P.52-1.0eV	P1.0-2.3eV	P2.3-4.1eV	P4.1-6.1eV	P6.1-9.0eV	P9.0-12.9eV	P12.9-18.5eV	P18.5-25.5eV	P25.5-34.5eV	P34.5-45.8eV	P45.8-61.2eV	P61.2-80.9eV	P80.9-105.0eV	P105.0-139.0eV	P139.0-182.0eV	P182.0-237.0eV	P237.0-314.0eV	P314.0-408.0eV	P408.0-538.0eV	P538.0-703.0eV	P703.0-925.0eV	P.925-1.22keV	P1.22-1.51keV	P1.51-1.98keV	P1.98-2.58keV	P2.58-3.36keV	P3.36-4.36keV	P4.36-5.82keV	P5.82-7.60keV	P7.60-9.92keV	P9.92-13.0keV	P13.0-16.9keV	P16.9-22.1keV	P22.1-28.8keV	P28.8-37.6keV	P37.6-49.1keV	P50-75keV	P75-113keV	P113-170keV	P170-250keV	P250-400keV	P400-670keV	P0.67-1.2MeV	P1.2-1.9MeV	P1.9-3.1MeV	P3.1-5.0MeV	P5.0-7.7MeV	P7.7-50.0MeV	P11-14MeV	P14-20MeV	P>20Mev	DENLP	DENHP	DENHE	TPARHP	TPERHP	TPARHE	TPERHE	THETA_P	PHI_P	THETA_E	PHI_E	SC_POTEN
0.527200	-1.588800	69.460000	6.616200 -16	2.0	1.7792e+08	1.0827e+08	7.2308e+07	5.4148e+07	3.9975e+07	2.6514e+07	1.9388e+07	1.5632e+07	1.3564e+07	9.6413e+06	5.6926e+06	2.6592e+06	1.9841e+06	1.7956e+06	1.3502e+06	660810	441880	429770	466920	569950	490780	208910	96673	64299	45223	-999	-999	-999	89275.6	17559.4	6351.36	3293.64	1293.48	642.894	216.984	61.153	23.7809	5016.45	19.0986	1.06123	0.0296738	0.00604872	0.00413258	0.00240346	0	0	0	0	0	2.0639e+07	2.7136e+07	9.2819e+07	3.2127e+07	1.8319e+07	8.707e+06	5.8677e+06	1.7051e+06	647080	2.1242e+06	850740	370430	487650	139200	149990	281370	245610	153860	158180	67411	87580	87946	71896	96377	143310	120830	13442	20593	40704	40349	45931	53831	36803	40198	36870	53238.5	6200.48	2166.6	689.341	111.898	43.272	1.33714	0.36129	0.233548	-999	0.164496	0.015629	-999	-999	-999	2.3299	0.3218	0.25033	5089.4	7555.2	284.64	422.37	107.33	-9.1265	108.13	-5.2013	-0.11085	
0.551100	-1.588800	69.460000	6.616200 -16	2.0	1.7448e+08	1.115e+08	7.6448e+07	5.6472e+07	3.6005e+07	2.5177e+07	1.8969e+07	1.5143e+07	1.1444e+07	1.0136e+07	5.632e+06	3.4881e+06	1.9765e+06	1.7154e+06	1.4017e+06	825300	450270	426400	518660	594970	500650	204020	122580	60366	54087	-999	-999	-999	90236.9	17721.5	6378.37	3307.03	1314.64	639.751	213.139	64.8753	24.1189	4586.24	19.024	1.05655	0.0300642	0.00587471	0.00430087	0.00236533	0	0	0	0	0	1.5234e+07	4.4388e+07	1.0895e+08	4.5191e+07	2.3014e+07	1.1583e+07	4.6019e+06	5.5286e+06	4.3593e+06	2.8029e+06	1.5188e+06	1.2763e+06	1.0357e+06	808050	154210	305810	227770	150140	241240	146220	137710	150900	72390	156170	156280	114800	5939.6	25793	47411	45389	51538	48581	38887	41082	40311	53563.5	6180.73	2170.95	680.815	107.007	42.4915	1.35226	0.451613	0.233548	-999	0.154065	0.0181682	-999	-999	-999	2.8774	0.34384	0.25014	4720.5	7184.1	303.47	425.49	109.23	-4.2977	108.98	-11.825	-0.10755	
0.575000	-1.602400	69.460000	6.616200 -16	2.0	1.8797e+08	1.1661e+08	7.4222e+07	5.2233e+07	3.9415e+07	2.7929e+07	2.1261e+07	1.5337e+07	1.2797e+07	9.5845e+06	6.1185e+06	3.4443e+06	2.0691e+06	1.7982e+06	1.4011e+06	759470	483730	451240	492140	527600	525810	245040	110840	72971	60870	-999	-999	-999	90581.2	17900	6307.32	3333.33	1319.21	641.112	212.573	67.4442	23.354	4808.42	18.9796	1.06388	0.0303173	0.00617079	0.00506755	0.00232233	0	0	0	0	0	-999	4.2006e+07	1.4668e+08	5.2926e+07	1.9727e+07	1.0504e+07	6.9994e+06	3.3601e+06	4.1754e+06	2.036e+06	709430	1.2e+06	647030	190550	442840	338880	117540	202660	235590	95581	39888	105160	143150	125960	168470	123500	25909	26838	39276	50910	48869	50676	36270	45075	39338	53506.3	6258.28	2152.69	676.793	110.514	43.6228	1.19358	0.541936	0.233548	-999	0.179742	0.0139654	-999	-999	-999	2.754	0.30779	0.25204	5438.2	7872.7	300.67	433.19	111.96	-7.0625	109.84	-13.587	-0.10857	
0.598900	-1.602400	69.460000	6.616200 -16	2.0	1.8159e+08	1.1859e+08	7.269e+07	5.5119e+07	3.7626e+07	2.7184e+07	2.0508e+07	1.6275e+07	1.4324e+07	9.5802e+06	6.0294e+06	3.4489e+06	2.0896e+06	1.843e+06	1.2983e+06	742600	466260	473620	488340	574580	525860	232300	97350	66250	58420	-999	-999	-999	90776.3	18050.9	6374.89	3381.71	1298.44	632.288	205.982	65.7983	22.237	5019.68	19.0118	1.06443	0.0292452	0.00641665	0.00473304	0.00236991	0	0	0	0	0	-999	4.2954e+07	1.2708e+08	4.3884e+07	1.8073e+07	1.1052e+07	7.7789e+06	4.0791e+06	2.9187e+06	1.0813e+06	1.7678e+06	1.3174e+06	548040	826300	367190	305810	256120	272510	245480	160840	87580	121100	97278	155680	173970	120830	24884	25793	40007	47624	55042	45732	40780	44920	39030	53558.7	6343.59	2116.79	662.982	110.029	45.2598	1.22172	0.36129	0.233548	-999	0.156472	0.0122198	-999	-999	-999	2.5532	0.33229	0.25045	4976.5	7243.7	293.86	434.36	110.51	-8.1344	109.87	-6.24	-0.1097	
0.622800	-1.616000	69.460000	6.616200 -16	2.0	1.9129e+08	1.1321e+08	7.4472e+07	5.216e+07	3.5686e+07	2.5822e+07	2.0191e+07	1.5239e+07	1.2431e+07	9.4238e+06	5.5248e+06	3.5115e+06	1.9732e+06	1.7571e+06	1.4348e+06	752190	473370	426030	497470	566870	494640	222220	105450	58242	41825	-999	-999	-999	91233.6	18098	6454.37	3396.03	1299.14	628.709	208.459	65.4106	22.5592	5058.27	19.113	1.06306	0.0302537	0.00631103	0.00451592	0.00242143	0	0	0	0	0	2.1979e+07	5.6589e+07	9.714e+07	3.9551e+07	2.2581e+07	8.422e+06	6.6097e+06	5.0561e+06	3.7786e+06	3.1288e+06	2.3119e+06	886820	828220	940030	441540	140690	314520	297840	100450	104500	118850	54158	56341	131320	195730	141420	25372	26194	44711	52485	50888	48096	38413	41796	41550	53696.4	6306.32	2097.57	637.049	99.6774	44.9352	1.08565	0.421506	0.233548	-999	0.141761	0.0117371	-999	-999	-999	2.6719	0.3229	0.2488	5080.4	7874.6	297.4	418	109.39	-4.6616	111.4	-6.9498	-0.10831	
0.646700	-1.616000	69.460000	6.616200 -16	2.0	1.7418e+08	1.0949e+08	7.5553e+07	5.3407e+07	3.7841e+07	2.567e+07	1.9899e+07	1.5891e+07	1.3859e+07	8.8605e+06	5.5057e+06	3.6168e+06	1.8843e+06	1.7712e+06	1.2689e+06	812720	468070	476210	477250	575450	545320	219520	111980	66125	44192	-999	-999	-999	91143.2	18309.5	6371.3	3370.72	1318.42	631.66	212.742	66.5609	23.7039	5132.73	19.1175	1.05407	0.0304506	0.00596821	0.00475901	0.0023242	0	0	0	0	0	3.7034e+07	3.0291e+07	9.03e+07	4.8272e+07	2.6107e+07	1.0561e+07	5.559e+06	2.5726e+06	1.4338e+06	1.8315e+06	821900	319810	449060	249120	92528	20239	135380	169890	201340	216110	123160	98642	138900	132180	169430	151200	20082	29499	43101	46874	48425	50815	34729	47925	37947	54038.2	6279.83	2094.46	646.841	95.7086	42.3753	1.24904	0.481721	0.233548	-999	0.127814	0.0133446	-999	-999	-999	2.7087	0.32314	0.24973	5137.1	7718.8	309.41	428.39	108.92	-10.502	109.94	-13.02	-0.10864	
0.670600	-1.629500	69.460000	6.616300 -16	2.0	1.7692e+08	1.0817e+08	7.4329e+07	5.4077e+07	3.964e+07	2.9993e+07	1.9244e+07	1.5092e+07	1.2018e+07	8.8875e+06	5.9152e+06	3.6415e+06	2.1523e+06	1.8295e+06	1.4118e+06	690860	391580	413120	467990	619180	516040	227650	108590	74705	50035	-999	-999	-999	91828.6	18381.1	6347.87	3359.87	1311.82	635.72	209.666	65.6746	23.8422	5025.65	19.051	1.05224	0.0302736	0.00604612	0.00471226	0.00223258	0	0	0	0	0	2.122e+07	3.9336e+07	9.4214e+07	5.2414e+07	1.3e+07	7.041e+06	4.2807e+06	4.1978e+06	2.5219e+06	1.1311e+06	1.49e+06	1.0167e+06	1.1951e+06	305990	332130	282360	227020	140830	164270	243620	80027	125090	76980	130570	181730	134430	11929	22124	40127	44660	46988	50037	41325	42559	39652	54630.3	6287.62	2128.27	650.305	101.103	42.1478	1.19891	0.451613	0.233548	-999	0.128387	0.0133724	-999	-999	-999	2.8848	0.34972	0.25645	4897.1	7225.5	291.64	436.74	110.18	-11.241	106.78	-10.473	-0.108	
0.694400	-1.629500	69.460000	6.616300 -16	2.0	1.7275e+08	1.1479e+08	7.1154e+07	5.3023e+07	3.9519e+07	2.7291e+07	2.1136e+07	1.4855e+07	1.3175e+07	9.9006e+06	6.0056e+06	3.358e+06	2.1475e+06	1.9275e+06	1.4652e+06	796940	417330	483270	490620	549350	511360	236040	106900	61230	45145	-999	-999	-999	93294.4	18428.5	6268.56	3373.31	1312.71	638.354	211.337	62.0873	23.2021	5196.77	18.9164	1.06043	0.0308221	0.00626428	0.00499275	0.00229989	0	0	0	0	0	1.4653e+07	4.772e+07	1.0095e+08	4.2668e+07	2.0569e+07	9.312e+06	4.7515e+06	3.6956e+06	3.3818e+06	2.4719e+06	1.9504e+06	1.0071e+06	637520	404870	437320	191780	289360	315160	334630	195790	89203	108320	110060	131060	205480	125950	26234	25391	44894	52712	49673	52617	39136	44419	39088	54754	6356.38	2156.56	659.636	106.739	44.5978	1.0626	0.36129	0.233548	-999	0.127814	0.0117371	-999	-999	-999	2.8361	0.35731	0.25429	4748.9	7104	296	423.18	106.91	-10.45	109.78	-8.5783	-0.10785	
0.718300	-1.643100	69.460000	6.616300 -16	2.0	1.8003e+08	1.096e+08	7.8298e+07	5.1057e+07	3.7731e+07	2.655e+07	2.0951e+07	1.592e+07	1.289e+07	9.1903e+06	6.0145e+06	3.0727e+06	1.8422e+06	1.7888e+06	1.2922e+06	563720	438370	444950	499600	574960	501290	220640	126670	64470	52439	-999	-999	-999	95135.4	18513.8	6151.8	3383.81	1312.15	641.543	205.431	61.7383	23.7919	5449.26	18.908	1.07556	0.0312584	0.00566608	0.00478602	0.00227101	0	0	0	0	0	1.7904	3.124e+07	8.1576e+07	4.4798e+07	1.3352e+07	9.6145e+06	3.6073e+06	2.6707e+06	3.2047e+06	976480	800750	1.58e+06	449060	514790	332130	262120	209930	274940	291470	140850	88641	137680	113670	116510	231210	109460	17331	21760	39642	56907	50322	52860	38668	39125	38385	55187.8	6420.37	2188.7	691.179	107.855	48.6066	1.10045	0.365208	-999	-999	0.181602	0.0186391	-999	-999	-999	2.7923	0.35578	0.24833	4586.2	6939.9	316.43	439.87	111.8	-7.989	111.08	-7.8977	-0.10849	
0.742200	-1.643100	69.460000	6.616300 -16	2.0	1.7195e+08	1.1104e+08	7.6185e+07	5.0378e+07	3.6139e+07	2.6213e+07	2.0706e+07	1.5784e+07	1.3601e+07	1.0062e+07	5.6367e+06	3.3011e+06	2.1792e+06	1.929e+06	1.457e+06	686780	475070	454520	543030	609020	486600	228030	112620	68426	49538	-999	-999	-999	96615.4	18499.1	6094.07	3396.6	1300.45	642.254	206.126	64.5377	23.4458	5244.94	19.0004	1.07802	0.0313572	0.00540723	0.00474966	0.00211291	0	0	0	0	0	7.3264e+06	2.3055e+07	1.1743e+08	5.8457e+07	1.5144e+07	9.8249e+06	6.9184e+06	2.4835e+06	1.9412e+06	2.7646e+06	1.8428e+06	737920	622980	623010	515880	204610	224570	385570	150680	251800	121290	121100	109420	171610	146050	114360	17006	21237	47292	51935	49997	51546	38631	43982	37707	55268	6362.74	2176.63	683.569	112.836	46.8955	0.892872	0.415208	-999	-999	0.189204	0.0209306	-999	-999	-999	2.6279	0.3531	0.25237	4747.2	7129.4	301.07	432.51	106.88	-5.9751	108.47	-8.792	-0.10941	
0.766100	-1.643100	69.460000	6.616300 -16	2.0	1.8665e+08	1.1661e+08	7.1308e+07	5.2094e+07	3.952e+07	2.8095e+07	1.9672e+07	1.5884e+07	1.3293e+07	8.6519e+06	5.8292e+06	3.296e+06	1.9269e+06	1.5138e+06	1.2099e+06	775530	422120	465500	472140	585820	487470	214560	117340	54436	55975	-999	-999	-999	96688.9	18425.8	6064.25	3439.7	1295.37	632.21	214.153	64.7926	23.111	5135.3	19.0701	1.06485	0.0306239	0.00573446	0.00503015	0.00212039	0	0	0	0	0	3.6632e+06	3.2762e+07	8.8891e+07	4.5347e+07	1.4735e+07	1.3494e+07	1.0014e+07	4.5037e+06	2.2937e+06	1.3241e+06	1.9754e+06	899290	258360	104400	141550	46896	196970	280520	85886	189010	90264	52262	107450	116890	140570	143290	24884	21480	53908	62745	48239	49374	37698	44108	40541	55220.4	6277.03	2134.77	666.213	110.598	42.9805	0.840959	0.419624	-999	-999	0.1694	0.0136065	-999	-999	-999	2.6415	0.33345	0.25552	5191	7653.2	284.47	428.4	112.13	-8.6123	107.75	-10.221	-0.10909	
0.790000	-1.656700	69.460000	6.616400 -16	2.0	1.7009e+08	1.0966e+08	7.2411e+07	5.3183e+07	4.1082e+07	2.6398e+07	1.9119e+07	1.4502e+07	1.2931e+07	8.9653e+06	5.9707e+06	3.187e+06	1.9304e+06	1.7626e+06	1.1684e+06	668260	408770	450490	489110	618440	515350	206720	106280	59948	49934	-999	-999	-999	96750.6	18279	6007.81	3435.22	1296.89	631.179	214.306	64.5443	23.8255	5147.58	19.2268	1.06365	0.03087	0.00559249	0.00512157	0.00230986	0	0	0	0	0	3.6632e+06	1.6767e+07	9.1641e+07	4.1397e+07	1.5226e+07	8.365e+06	8.1967e+06	3.8234e+06	463170	2.0309e+06	1.5477e+06	1.6658e+06	335540	381110	313950	288780	261000	171750	148290	307060	165980	123830	104490	122850	159400	135080	13442	30507	45379	60304	51930	52964	39954	43910	37126	55220.5	6276.75	2145.11	679.947	100.577	46.438	1.09701	0.431291	-999	-999	0.173614	0.0129731	-999	-999	-999	2.3189	0.31337	0.24505	5215.6	7773.7	302.68	424.48	110.34	-10.474	115.28	-5.0322	-0.11099	
0.813900	-1.656700	69.460000	6.616400 -16	2.0	1.7484e+08	1.0848e+08	7.639e+07	5.612e+07	3.778e+07	2.9467e+07	1.9306e+07	1.5979e+07	1.2864e+07	8.8636e+06	6.036e+06	3.4796e+06	1.837e+06	1.6571e+06	1.3356e+06	705730	421760	394880	492070	606910	498550	204560	117700	66027	47609	-999	-999	-999	97094.9	18137.5	6005.2	3411.8	1310.47	631.977	212.69	65.5191	23.4067	4831.99	19.311	1.06794	0.0310428	0.00559422	0.00492731	0.00225128	0	0	0	0	0	3.0467e+07	3.4483e+07	7.1172e+07	5.2295e+07	1.7451e+07	1.0825e+07	7.7259e+06	3.271e+06	4.1021e+06	1.7267e+06	1.0872e+06	1.3489e+06	584390	225350	375630	450690	261750	251470	215910	172240	127470	76181	128240	126330	180870	114710	17219	22768	43558	62449	47966	50295	41371	43139	44349	55477.1	6310.94	2134.63	670.997	103.668	48.0213	1.2811	0.477957	-999	-999	0.182837	0.0117065	-999	-999	-999	2.5863	0.35811	0.24909	4992	7261.5	309.8	435.77	107	-10.57	110.73	-9.8029	-0.10966	
0.837800	-1.670200	69.460000	6.616400 -16	2.0	1.6556e+08	1.0995e+08	7.3274e+07	5.4333e+07	3.8434e+07	2.7325e+07	1.9725e+07	1.7218e+07	1.3174e+07	9.3219e+06	5.2411e+06	3.3529e+06	2.025e+06	1.8336e+06	1.1576e+06	747770	487080	407500	485990	580570	570020	240960	101540	68987	54285	-999	-999	-999	97523.6	18087.7	6035.17	3392.79	1319.69	641.626	209.757	66.125	22.3275	4885.96	19.2857	1.06945	0.0304656	0.00631103	0.00494601	0.00225501	0	0	0	0	0	1.6395e+07	2.3143e+07	9.1343e+07	4.6298e+07	1.9243e+07	7.817e+06	6.3665e+06	4.789e+06	3.8961e+06	1.5005e+06	1.0209e+06	608090	1.0357e+06	104400	123370	268540	171060	243450	237000	130530	67917	75355	127740	156170	181920	106380	30336	35426	45407	53689	55006	49729	38573	40842	39254	55810.4	6320.9	2139.5	645.925	107.168	46.6067	1.07906	0.448791	-999	-999	0.213087	0.0107258	-999	-999	-999	2.54	0.36237	0.24938	4688.9	6997	298.03	441.79	106.92	-7.0273	110.62	-10.793	-0.11011	
0.861700	-1.670200	69.460000	6.616400 -16	2.0	1.5986e+08	1.0724e+08	7.7847e+07	5.3761e+07	3.871e+07	2.7416e+07	2.1587e+07	1.6836e+07	1.4605e+07	8.2195e+06	5.3491e+06	3.2794e+06	1.7989e+06	1.6183e+06	1.2752e+06	779650	459300	463200	515470	605650	505720	220760	117550	69536	52697	-999	-999	-999	96847.5	18048.7	5995.51	3382.37	1306.04	642.757	212.124	65.2936	23.4359	5118.55	19.2771	1.06688	0.0304662	0.00632834	0.00540414	0.00232399	0	0	0	0	0	1.4653e+07	1.0479e+07	8.1698e+07	4.073e+07	1.7476e+07	1.1697e+07	5.4374e+06	3.2322e+06	2.0877e+06	1.2359e+06	1.4775e+06	997590	1.0939e+06	80635	194800	252500	201850	216260	226670	154070	86768	120030	139050	105940	163760	135950	16518	23011	43347	58502	57758	52591	37136	42772	40624	55726.4	6319.6	2150.46	631.149	103.443	43.9853	0.928176	0.405041	-999	0.120645	0.196593	0.0121432	-999	-999	-999	2.5483	0.33019	0.24911	5183.4	7511.2	306.85	453.03	109.54	-8.408	107.64	-6.7132	-0.11056	
0.885600	-1.670200	69.460000	6.616400 -16	2.0	1.67e+08	1.0643e+08	7.3628e+07	4.992e+07	3.663e+07	2.5499e+07	2.0423e+07	1.569e+07	1.2414e+07	8.9698e+06	6.0039e+06	2.8857e+06	1.8037e+06	1.5706e+06	1.105e+06	709700	421260	480310	522090	598760	446810	203720	115610	72873	45361	-999	-999	-999	95815.1	17901.9	5935.96	3368.53	1324.01	644.287	215.653	65.0737	24.7593	5316.66	19.2363	1.07255	0.0304781	0.00607728	0.00512365	0.00229615	0	0	0	0	0	4.6282e+07	2.4665e+07	8.6439e+07	4.8666e+07	1.5741e+07	1.1355e+06	7.6043e+06	5.0652e+06	1.7573e+06	2.1408e+06	1.5063e+06	940370	410470	144720	159730	164130	132940	372550	160030	106980	91637	123630	150850	142870	170370	118310	24884	23170	46167	59712	52888	54251	40106	43656	38799	55807.4	6304.66	2157.73	641.442	106.296	45.138	0.992988	0.451613	-999	0.120645	0.174344	0.0139217	-999	-999	-999	2.4177	0.3197	0.24484	4857.4	7677.7	306.92	447.06	107.88	-6.9269	109.53	-9.1588	-0.11101	
0.909500	-1.683800	69.460000	6.616500 -16	2.0	1.6956e+08	1.0508e+08	7.6837e+07	5.1226e+07	3.4112e+07	2.7068e+07	2.0449e+07	1.612e+07	1.2794e+07	9.1942e+06	5.8292e+06	2.881e+06	2.0625e+06	1.8193e+06	1.2708e+06	686320	471220	403960	498840	579000	505820	214220	123560	64671	49856	-999	-999	-999	95315.4	17702.2	5905.38	3313.02	1327.9	642.641	213.882	63.7485	24.502	5145.88	19.2298	1.07349	0.0303921	0.00593704	0.00431958	0.00220266	0	0	0	0	0	-999	4.1057e+07	1.0754e+08	5.2021e+07	1.5741e+07	1.4253e+07	5.425e+06	5.5971e+06	3.7275e+06	1.9095e+06	1.2824e+06	908830	1.1324e+06	560630	419140	285570	191340	331190	229060	168360	111300	124890	167240	119740	208420	107810	13442	30628	48747	67378	54852	45631	34755	39670	43130	56004	6296.76	2144.43	653.053	103.617	47.4982	1.0482	0.479839	-999	-999	0.170514	0.015629	-999	-999	-999	2.6633	0.35292	0.24247	4939.6	7094.7	301.4	442.37	108.01	-6.1541	110.37	-10.85	-0.1088	
0.933400	-1.683800	69.460000	6.616500 -16	2.0	1.6928e+08	1.0693e+08	6.9682e+07	5.8275e+07	3.6379e+07	2.8768e+07	1.9343e+07	1.614e+07	1.3347e+07	9.5059e+06	6.1891e+06	3.1736e+06	1.9592e+06	1.7123e+06	1.2198e+06	624110	515980	408540	472760	627210	497970	211100	112140	78803	46098	-999	-999	-999	94710.8	17468.1	5977.73	3284.82	1315.48	632.456	212.955	62.8897	24.3201	5006.19	19.3054	1.0757	0.0304544	0.00575004	0.00409518	0.00216526	0	0	0	0	0	1.099e+07	4.4675e+07	8.5382e+07	4.0337e+07	1.5823e+07	1.1793e+07	7.3767e+06	5.3802e+06	3.2933e+06	1.9811e+06	1.3612e+06	487790	1.2046e+06	335270	367190	224850	229460	302130	162860	216850	128280	122560	104340	142640	156000	118180	29260	33009	44437	59047	67879	39166	43732	42900	37858	56189.7	6252.25	2129.97	651.413	103.753	44.9894	1.08821	0.431291	-999	-999	0.153262	0.0113898	-999	-999	-999	2.4251	0.36245	0.247	4589.4	6917	301.87	452.86	109.87	-10.884	106.83	-10.501	-0.11139	
0.957300	-1.697400	69.460000	6.616500 -16	2.0	1.501e+08	9.8555e+07	7.0023e+07	4.8356e+07	3.6911e+07	2.5718e+07	2.0579e+07	1.429e+07	1.2785e+07	9.3936e+06	5.3901e+06	2.8637e+06	2.072e+06	1.7982e+06	1.1871e+06	600420	492620	517700	543140	639760	440610	183900	108340	80383	47830	-999	-999	-999	94835.2	17126.8	5974.15	3304.89	1330.82	633.769	209.319	64.5952	23.6138	5530.99	19.353	1.07744	0.0305142	0.00548514	0.00422608	0.00227371	0	0	0	0	0	1.2732e+07	4.1432e+07	8.3743e+07	3.2365e+07	1.7803e+07	1.0013e+07	6.0298e+06	4.2275e+06	3.4261e+06	1.5286e+06	1.6726e+06	1.2954e+06	608440	311510	145770	449700	30795	288540	118280	188680	80588	123830	103690	122360	195440	116010	26234	24906	49387	56157	61947	53792	40619	45457	37549	56177.1	6184.95	2161.28	677.901	109.975	44.7619	1.05919	0.505807	-999	-999	0.143433	0.00974517	-999	-999	-999	2.4848	0.32938	0.2387	5093.5	7842.3	310.86	452.02	109.04	-10.086	107.36	-6.5433	-0.1102	
0.981200	-1.697400	69.460000	6.616500 -16	2.0	1.7089e+08	1.0327e+08	6.767e+07	4.8874e+07	3.7017e+07	2.8168e+07	2.1157e+07	1.5736e+07	1.3004e+07	8.3728e+06	5.3687e+06	2.9576e+06	1.7955e+06	1.6084e+06	1.1623e+06	719540	439450	465790	520100	600330	458990	204210	136870	77395	50510	-999	-999	-999	94696.5	16936.9	6009.13	3307.65	1316.82	634.203	213.244	65.044	22.3694	5225.97	19.3819	1.08129	0.0305321	0.00541588	0.00448579	0.00223923	0	0	0	0	0	4.5522e+07	5.8773e+07	7.5033e+07	3.6981e+07	1.9676e+07	8.0625e+06	7.3486e+06	5.6062e+06	279270	938140	1.465e+06	766530	622980	386620	30843	154510	293490	233580	205580	202560	74658	62958	117120	149090	161390	85071	13767	13582	53634	55607	51090	45693	47072	42736	41165	56194.7	6156.77	2177.95	671.383	108.742	48.4712	1.25143	0.433549	0.233548	-999	0.145582	0.0113898	-999	-999	-999	2.9778	0.34305	0.23874	4838.1	7538.7	313.88	448.99	108.35	-4.6292	113.34	-7.156	-0.10711	
1.005100	-1.697400	69.460000	6.616500 -16	2.0	1.4672e+08	1.0183e+08	6.8207e+07	5.0102e+07	3.7614e+07	2.8678e+07	2.0504e+07	1.6815e+07	1.2568e+07	8.2512e+06	5.772e+06	3.253e+06	1.8402e+06	1.781e+06	1.2681e+06	581160	493600	445910	538260	588490	448840	191870	104220	81746	46913	-999	-999	-999	93581.6	16783.6	6092.55	3294.97	1328.28	635.838	220.495	67.5554	22.8289	4973.06	19.4822	1.08154	0.0301165	0.00582796	0.00424477	0.00225501	0	0	0	0	0	1.4653e+07	5.1051e+07	9.0706e+07	4.0538e+07	5.4817e+06	9.312e+06	6.4071e+06	2.9857e+06	1.4559e+06	2.7863e+06	796900	877290	714700	491020	326610	63926	124870	134110	171770	124830	60363	85224	105810	172850	154580	112130	13442	32159	62015	70136	53743	45604	38014	40893	35960	56312.8	6206.03	2155.81	649.716	106.915	46.9224	1.32665	0.481721	0.233548	-999	0.127241	0.0119516	-999	-999	-999	2.5227	0.31645	0.23831	5213.1	7509.1	312.77	451.88	113.1	-9.8806	111.84	-13.191	-0.10987	
1.029000	-1.711000	69.460000	6.616600 -16	2.0	1.5337e+08	9.9849e+07	7.4073e+07	5.2469e+07	3.7275e+07	2.7061e+07	2.1211e+07	1.6391e+07	1.2791e+07	9.0281e+06	5.1358e+06	2.7781e+06	1.782e+06	1.7825e+06	1.1546e+06	638200	541080	436430	553820	603950	464930	163820	118780	60343	47411	-999	-999	-999	92959.8	16627.3	6118.4	3267.71	1332.59	635.848	218.691	69.7371	25.0791	5048.71	19.5624	1.07649	0.0295568	0.00568772	0.00419803	0.00227371	0	0	0	0	0	1.9531	1.1141e+07	8.9649e+07	3.5638e+07	1.8916e+07	1.2547e+07	6.8373e+06	4.7297e+06	2.4844e+06	1.2359e+06	327800	718850	714700	457920	225640	225840	245610	204520	75558	283190	54433	50998	91891	163890	168770	115000	23859	21078	60370	56997	51419	40802	37584	45706	35066	56655.5	6225.62	2142.32	672.835	102.32	43.3705	1.27346	0.722581	0.233548	-999	0.127886	0.0108961	-999	-999	-999	2.2883	0.32094	0.24164	5141	7610.7	299.95	447.97	109.98	-12.448	107.92	-7.6581	-0.11192	
1.052900	-1.711000	69.460000	6.616600 -16	2.0	1.59e+08	9.8585e+07	7.0143e+07	5.1131e+07	3.6204e+07	2.9362e+07	2.0463e+07	1.6148e+07	1.2413e+07	8.0006e+06	5.3889e+06	2.9359e+06	1.7785e+06	1.9134e+06	1.1467e+06	614230	460860	440640	526170	630780	430680	184600	112810	70252	39559	-999	-999	-999	91933.7	16612.1	6108.89	3229.84	1319.51	634.503	215.741	66.9786	24.7123	5165.81	19.4586	1.07606	0.0303731	0.00572494	0.00463591	0.00230633	0	0	0	0	0	1.6976e+07	2.1334e+07	7.4681e+07	4.3848e+07	1.3271e+07	1.0202e+07	5.8677e+06	3.4491e+06	3.1315e+06	1.5504e+06	1.2574e+06	1.368e+06	845000	774940	79866	241880	224570	263200	260920	168690	186210	116480	108430	145980	144170	107380	22621	27725	45682	70316	50564	50037	40716	43153	39118	56816.2	6133.17	2133.74	675.95	102.512	43.5643	1.467	0.503549	0.233548	-999	0.149785	0.0107871	-999	-999	-999	2.3734	0.35108	0.23929	4722.3	7181.2	310.22	437.85	110.12	-10.039	111.75	-7.5726	-0.11075	
