Phase,PC_Date,PC_Time,YearDay,Lat,Lon,Pressure,SBE_Temp,SBE_Cond,SBE_Sal,IR_mVolts,IR_Conc,NewXCO2,dCO2,Avg_mV,GasFlow,WaterFlow,Eq_volts,Eq_Temp,SCS_Temp,SCS_Sal,pH2O,fCO2_weq,fCO2_a,fCO2_wInSitu,dfCO2,AirFlag,IR_Temp,Wind_Dir_Rel,Wind_Speed_Rel,Wind_Dir_Abs,Wind_Speed_Abs,QCFlag,Fluoro,SeaLevelPressure,COG,SOG,AirTemp
WATER,9/8/05,20:47:59,251.8666551,33.16966,-78.097623,1013.552635,27.4449,5.71409,36.0658,0.4173,389.6768,389.5783757,0.098424323,,495.153625,10.08576,300.524,27.374,27.31,35.96,35.58607479,374.8462167,,373.936782,15.7355458,,30.91712,115.1,4.08,51.28,14.17,2,4.556,1013.25,253.1,13.9,27.29
WATER,9/8/05,20:52:20,251.8696759,33.163127,-78.116095,1013.418522,27.4217,5.7117,36.0668,0.4115,388.3601,388.2661056,0.093994435,,490.338379,10.071431,300.501,27.351,27.28,35.96,35.52358591,373.5557901,,372.5501555,14.34891932,,30.9143,127.9,5.05,54.3,17.07,2,4.56,1013.27,247,14.3,27.47
WATER,9/8/05,20:56:41,251.8726968,33.156375,-78.134507,1013.472221,27.4229,5.71235,36.0705,0.4097,387.951,387.85923,0.091770039,,483.959778,9.998749,300.484,27.334,27.3,35.95,35.56542801,373.1691345,,372.6876394,14.48640316,,30.90463,146.3,12.62,51.29,25.87,2,4.66,1013.26,249,13.9,27.44
WATER,9/8/05,21:01:23,251.8759606,33.149122,-78.154237,1013.575839,27.4982,5.71891,36.059,0.411,388.2307,388.1530665,0.077633522,,481.795105,9.997119,300.542,27.392,27.39,35.94,35.75356897,373.4208232,,373.3924767,15.19124043,,30.88913,139.7,8.54,52.94,21.67,2,4.726,1013.35,248.1,13.8,27.39
STD1,9/8/05,21:05:44,251.8789815,33.142388,-78.172712,1013.505954,27.5491,5.72321,36.0503,0.0164,303.25,0.01625,,0.01625,54.169891,10.08953,300.606,27.456,27.43,35.94,35.83737837,,,,,,30.8785,125.5,7.38,49.8,19.34,,4.828,1013.31,245.6,13.7,27.57
STD2,9/8/05,21:09:45,251.8817708,33.136138,-78.189787,1013.605016,27.5713,5.72564,36.0505,0.3343,370.9,0.33415,,0.33415,48.000816,10.302108,300.63,27.48,27.45,35.94,35.87934717,,,,,,30.8659,129.3,2.72,58.98,15.66,,4.795,1013.3,245.4,13.8,27.57
STD3,9/8/05,21:13:46,251.8845602,33.130017,-78.206915,1013.543081,27.609,5.73027,36.0543,0.5131,411.42,0.51315,,0.51315,54.416389,10.10396,300.668,27.518,27.5,35.94,35.98445644,,,,,,30.86206,136.2,4.85,56.24,17.82,,4.885,1013.36,251.2,14.1,27.19
WATER,9/8/05,21:17:47,251.8873495,33.124072,-78.22421,1013.583144,27.6331,5.73265,36.0526,0.417,389.4028,389.4371662,-0.034366245,,491.600311,10.295755,300.709,27.559,27.51,35.94,36.00551043,374.5641338,,373.8690924,15.91821666,,30.85902,142.9,9.32,50.58,22.1,2,4.942,1013.33,250.9,14,27.24
WATER,9/8/05,21:22:28,251.8906019,33.117115,-78.244392,1013.476905,27.6527,5.73516,36.0553,0.4099,387.804,387.8339027,-0.029902668,,486.64502,10.275267,300.716,27.566,27.52,35.95,36.02637916,372.9737386,,372.3238836,14.37300783,,30.84946,139.2,5.44,56.9,19.15,2,4.87,1013.26,247.4,14.8,27.22
WATER,9/8/05,21:26:50,251.8936343,33.110638,-78.263298,1013.473138,27.6524,5.73563,36.0589,0.4085,387.4866,387.5180911,-0.031491072,,478.688873,10.155937,300.72,27.57,27.52,35.95,36.02637916,372.6685913,,371.9628514,14.01197558,,30.8336,141.7,9.71,52.81,22.54,2,4.914,1013.16,251.6,13.4,27.14
WATER,9/8/05,21:31:31,251.8968866,33.103603,-78.28334,1013.423177,27.6567,5.73591,36.0576,0.4101,387.8581,387.8790273,-0.020927347,,481.962219,10.111316,300.718,27.568,27.53,35.95,36.04745449,372.988727,,372.4517963,14.5009205,,30.80871,135.3,9.12,50.7,20.55,2,5.036,1013.21,244.1,14.5,27.42
AIR,9/8/05,21:35:52,251.8999074,33.097052,-78.302015,1013.5072,27.6705,5.73696,36.0544,0.3415,372.4935,372.5293662,-0.03586616,,516.661865,10.140581,300.738,27.588,27.54,35.94,36.06873676,,358.2514541,,,2,30.79175,115.5,6.41,46.57,18.11,,5.009,1013.24,248.1,14,27.32
AIR,9/8/05,21:39:53,251.9026968,33.0909,-78.319413,1013.445593,27.6761,5.73724,36.052,0.3418,372.5497,372.5959336,-0.046233558,,515.730835,10.192947,300.73,27.58,27.55,35.94,36.08983368,,358.2852859,,,2,30.78275,148.3,11.26,53,24.8,,5.043,1013.12,245.9,14.4,27.27
AIR,9/8/05,21:43:54,251.9054861,33.084435,-78.336423,1013.31055,27.6859,5.73715,36.0439,0.3405,372.2678,372.3075103,-0.039710327,,527.747437,9.922771,300.764,27.614,27.56,35.94,36.11094133,,357.9508758,,,2,30.77683,125.4,9.12,43.82,20.76,,5.01,1013.13,243.6,13.8,27.17
WATER,9/8/05,21:47:56,251.908287,33.077798,-78.353505,1013.390161,27.6935,5.74194,36.072,0.4154,389.0524,389.0756272,-0.023227161,,484.383392,10.047974,300.748,27.598,27.56,35.96,36.11054845,374.103019,,373.5646806,15.61380486,,30.77496,140.8,5.82,52.64,19.11,2,4.916,1013.13,249.8,13.9,27.32
WATER,9/8/05,21:52:17,251.9113079,33.070793,-78.371952,1013.491243,27.6723,5.73826,36.0622,0.4127,388.4414,388.4658469,-0.024446922,,482.306427,10.085684,300.753,27.603,27.53,35.95,36.04745449,373.579034,,372.5469584,14.59608266,,30.76658,147,10.87,53.75,23.57,2,5.007,1013.16,244.3,13.6,27.02
WATER,9/8/05,21:56:58,251.9145602,33.063405,-78.392008,1013.413795,27.6564,5.73649,36.0619,0.4126,388.4214,388.4432701,-0.021870113,,481.764923,10.038309,300.734,27.584,27.52,35.95,36.02637916,373.5356384,,372.6306246,14.67974882,,30.75353,133.8,7.76,52.01,20.45,2,4.999,1013.18,248,14.2,27.02
WATER,9/8/05,22:01:19,251.917581,33.056752,-78.4108,1013.382412,27.6494,5.73632,36.0662,0.4129,388.4963,388.5110022,-0.014702178,,476.804932,10.117353,300.725,27.575,27.52,35.95,36.02637916,373.5887751,,372.8107395,14.85986376,,30.73577,134.1,7.96,49.07,21.72,2,5.012,1013.14,247.4,13.7,26.92
STD1,9/8/05,22:06:01,251.9208449,33.049582,-78.431032,1013.379733,27.665,5.73807,36.0664,0.0161,303.25,0.01585,,0.01585,55.085777,9.914012,300.725,27.575,27.54,35.95,36.06854055,,,,,,30.72757,137.6,6.02,55.58,19.18,,5.036,1013.12,245.1,14,26.79
STD2,9/8/05,22:09:42,251.9234028,33.044018,-78.446908,1013.451122,27.6678,5.73768,36.0616,0.334,370.9,0.33405,,0.33405,47.42289,10.111715,300.737,27.587,27.54,35.95,36.06854055,,,,,,30.71934,149.3,10.48,52.28,24.31,,5.048,1013.14,248.6,14.4,26.69
STD3,9/8/05,22:13:43,251.9261921,33.038003,-78.464182,1013.29975,27.6869,5.73956,36.0602,0.5132,411.42,0.5134,,0.5134,54.371059,9.920733,300.729,27.579,27.57,35.94,36.13205973,,,,,,30.71284,138.3,8.54,50.57,21.35,,5.05,1013.06,247.6,14.4,26.77
WATER,9/8/05,22:17:44,251.9289815,33.031912,-78.481518,1013.399242,27.7171,5.74247,36.0576,0.4098,387.8219,387.8037989,0.018101123,,485.431671,10.141088,300.784,27.634,27.59,35.94,36.17432879,372.8596811,,372.2385482,14.03007228,,30.71352,137.8,10.68,51.45,23.68,2,5.077,1013.1,242.7,13.8,26.59
WATER,9/8/05,22:22:25,251.9322338,33.024908,-78.501697,1013.425025,27.7175,5.74252,36.0577,0.4032,386.3525,386.3187701,0.033729883,,482.514954,9.840985,300.782,27.632,27.58,35.95,36.15299221,371.4496492,,370.7183248,12.50984888,,30.70512,135.2,10.09,48.09,22.51,2,5.069,1013.17,249.2,14.5,26.44
WATER,9/8/05,22:26:46,251.9352546,33.018243,-78.520405,1013.466864,27.679,5.73754,36.0519,0.4033,386.3598,386.3412531,0.018546855,,478.215515,10.225148,300.729,27.579,27.54,35.94,36.06873676,371.5186416,,370.9697026,12.76122675,,30.6886,143.8,10.48,52.36,23.39,2,5.097,1013.25,245.5,14,26.47
WATER,9/8/05,22:31:28,251.9385185,33.011173,-78.540617,1013.498176,27.6594,5.73417,36.0432,0.4043,386.5789,386.5661129,0.012787114,,477.864441,10.169367,300.73,27.58,27.52,35.93,36.02677113,371.7624661,,370.9177597,12.70928383,,30.66482,145.1,8.93,59.83,23.02,2,5.106,1013.2,245.6,14.2,26.47
AIR,9/8/05,22:35:49,251.9415394,33.004358,-78.559247,1013.525405,27.676,5.73522,36.0378,0.3406,372.3642,372.3495099,0.014690081,,521.415405,9.961613,300.729,27.579,27.55,35.93,36.09003001,,358.0774936,,,2,30.64918,142.8,11.45,48.49,23.94,,5.101,1013.26,245.8,13.7,26.62
AIR,9/8/05,22:39:50,251.9443287,32.998057,-78.576413,1013.455892,27.665,5.73411,36.0385,0.341,372.4411,372.4381041,0.00299594,,543.02887,10.202779,300.744,27.594,27.51,35.93,36.0057063,,358.1675837,,,2,30.64059,135.1,6.6,52.34,19.44,,5.105,1013.27,245.6,14.1,26.59
AIR,9/8/05,22:43:51,251.9471181,32.991717,-78.593633,1013.440208,27.599,5.7252,36.026,0.3409,372.4351,372.4159547,0.019145279,,538.991882,9.953126,300.678,27.528,27.42,35.91,35.81699453,,358.2084759,,,2,30.63818,117.7,3.88,53.87,16.52,,5.09,1013.22,243.1,14.3,26.67
WATER,9/8/05,22:47:52,251.9499074,32.985462,-78.610893,1013.394014,27.5114,5.70585,35.9559,0.4017,385.9934,385.981589,0.011811032,,485.099213,10.124757,300.591,27.441,27.36,35.84,35.69276559,371.2853878,,370.1457192,11.93724333,,30.63729,131.2,10.68,41.94,22.02,2,5.09,1013.14,245.8,14.7,26.62
WATER,9/8/05,22:52:13,251.9529282,32.97864,-78.629512,1013.296312,27.4962,5.70031,35.9283,0.402,386.0738,386.0490156,0.024784443,,481.034515,10.318447,300.578,27.428,27.36,35.81,35.6933481,371.3129168,,370.3557633,12.14728739,,30.62668,127.6,6.99,48.83,19.09,2,5.119,1013.14,248.3,14.1,26.54
WATER,9/8/05,22:56:55,251.9561921,32.97153,-78.649795,1013.415772,27.5137,5.69918,35.9068,0.4041,386.5397,386.5211367,0.018563347,,478.16748,10.245915,300.572,27.422,27.36,35.78,35.69393062,371.8122235,,370.9382701,12.72979424,,30.60901,137.9,9.32,48.83,22.31,2,5.344,1013.11,244.3,13.7,26.72
WATER,9/8/05,23:01:16,251.959213,32.964868,-78.668377,1013.383815,27.4717,5.67932,35.7979,0.4159,389.1937,389.1784002,0.015299829,,475.517944,10.037157,300.559,27.409,27.33,35.68,35.63321444,374.3789568,,373.2583115,15.04983557,,30.58535,149.9,8.74,57.19,19.95,2,5.368,1013.18,248.4,14.5,26.62
STD1,9/8/05,23:05:57,251.9624653,32.957468,-78.688405,1013.423463,27.484,5.67267,35.7412,0.0156,303.25,0.0156,,0.0156,54.46011,10.094984,300.57,27.42,27.35,35.62,35.67614023,,,,,,30.56769,151.1,11.65,52.26,25.14,,5.346,1013.15,248.8,13.9,26.57
STD2,9/8/05,23:09:58,251.9652546,32.9512,-78.705582,1013.356414,27.5002,5.66956,35.7067,0.3341,370.9,0.33405,,0.33405,47.508629,10.041984,300.557,27.407,27.38,35.58,35.73964187,,,,,,30.55177,130.9,10.09,46.61,21.78,,5.314,1013.11,250,14.4,26.67
STD3,9/8/05,23:14:00,251.9680556,32.945183,-78.722868,1013.375493,27.5118,5.66893,35.6934,0.5136,411.42,0.5137,,0.5137,53.360939,10.135465,300.578,27.428,27.38,35.57,35.73983629,,,,,,30.5401,141.3,6.79,52.66,20.35,,5.244,1013.12,245.3,14.2,26.49
WATER,9/8/05,23:18:01,251.9708449,32.939103,-78.740098,1013.468039,27.5259,5.66864,35.6805,0.4505,396.9716,396.9714887,0.000111318,,483.77475,9.997754,300.589,27.439,27.4,35.56,35.78190137,381.8515189,,381.287483,22.93735178,,30.53018,146.1,11.26,51.86,23.89,2,5.318,1013.21,244.5,14,26.59
WATER,9/8/05,23:22:22,251.9738657,32.932495,-78.758692,1013.463584,27.5404,5.67253,35.6971,0.4426,395.1845,395.1802135,0.004286528,,484.600647,9.944469,300.587,27.437,27.41,35.58,35.80246318,380.118886,,379.7299916,21.37986036,,30.50988,124.4,4.66,52.93,16.88,2,5.399,1013.24,252.4,14.8,26.69
WATER,9/8/05,23:26:43,251.9768866,32.92578,-78.777173,1013.485499,27.5932,5.676,35.6814,0.4411,394.8522,394.8404692,0.011730836,,477.599762,10.043824,300.635,27.485,27.49,35.55,35.97104397,379.7362517,,379.8082185,21.45808724,,30.48321,150.4,8.54,54.11,22.33,2,5.388,1013.22,246.1,14,26.62
WATER,9/8/05,23:31:24,251.9801389,32.918552,-78.797083,1013.596422,27.6671,5.67794,35.6389,0.4382,394.1956,394.1839661,0.011633875,,476.851166,10.109435,300.693,27.543,27.56,35.51,36.11938939,379.0913409,,379.3355839,20.9854527,,30.45454,143.6,6.6,46.84,18.18,2,5.475,1013.26,249.9,13.9,26.69
AIR,9/8/05,23:35:46,251.9831713,32.911695,-78.815763,1013.561888,27.7238,5.6837,35.6365,0.3416,372.5613,372.5686894,-0.007389439,,532.109802,10.199451,300.774,27.624,27.61,35.51,36.22511368,,358.2529317,,,2,30.42907,146.1,9.12,52.65,22.36,,5.609,1013.33,248.3,14.2,26.64
AIR,9/8/05,23:39:47,251.9859606,32.90545,-78.83286,1013.405029,27.6996,5.67202,35.5723,0.3417,372.5758,372.5908114,-0.015011428,,525.297424,10.236898,300.736,27.586,27.56,35.44,36.12076485,,358.2542856,,,2,30.41092,129.7,8.54,47.07,20.16,,5.725,1013.22,247.3,13.4,26.64
AIR,9/8/05,23:43:48,251.98875,32.899447,-78.850045,1013.506383,27.6487,5.65507,35.4911,0.3418,372.6108,372.6129339,-0.002133943,,526.73291,10.07089,300.727,27.577,27.51,35.36,36.01687268,,358.3501312,,,2,30.40081,126.9,10.09,43.48,21.99,,5.977,1013.23,248,13.9,26.64
WATER,9/8/05,23:47:49,251.9915394,32.893468,-78.86727,1013.520421,27.6384,5.65288,35.4833,0.4679,400.9499,400.9284195,0.021480453,,485.419312,10.229792,300.678,27.528,27.51,35.36,36.01687268,385.5872998,,385.3246202,26.974489,,30.39034,141.7,7.57,53.03,21.07,2,6.018,1013.27,246.2,14.2,26.52
WATER,9/8/05,23:52:30,251.9947917,32.8865,-78.88728,1013.515422,27.6177,5.64865,35.469,0.4635,399.9399,399.9263103,0.013589676,,482.34787,10.205651,300.684,27.534,27.47,35.34,35.9330854,384.6539612,,383.7229923,25.37286109,,30.37891,128.5,4.85,54.33,17.44,2,6.011,1013.31,244.4,14,26.44
WATER,9/8/05,23:56:51,251.9978125,32.880077,-78.90596,1013.543668,27.5834,5.63722,35.4142,0.4683,401.0394,401.0195709,0.019829063,,478.584351,10.15937,300.663,27.513,27.45,35.29,35.89203635,385.7325242,,384.8134978,26.46336654,,30.36022,131.6,3.11,57.12,17.62,2,6.099,1013.24,251.1,14,26.59
WATER,9/9/05,0:01:13,252.0008449,32.873635,-78.92456,1013.431399,27.5785,5.63264,35.3854,0.4785,403.3532,403.3467781,0.006421933,,475.448517,10.028983,300.659,27.509,27.44,35.26,35.8716246,387.9344194,,386.9224855,28.5723543,,30.33419,151.1,5.63,57.36,20.15,2,6.19,1013.25,247.6,14,26.69
STD1_Drain,9/9/05,0:05:54,252.0040972,32.86632,-78.944237,1013.461693,27.5602,5.62763,35.3638,0.0156,303.25,0.01535,,0.01535,53.961395,10.198482,300.637,27.487,27.43,35.24,35.85102784,,,,,,30.32562,149.8,5.44,56.3,18.51,,6.323,1013.21,245.7,13.5,26.69
STD2,9/9/05,0:09:55,252.0068866,32.859987,-78.96104,1013.308673,27.5624,5.62576,35.3489,0.334,370.9,0.33385,,0.33385,47.965767,10.091844,300.634,27.484,27.44,35.2,35.87279547,,,,,,30.3123,133.2,9.71,45.68,21.83,,6.224,1013.1,244.6,14.2,26.54
STD3,9/9/05,0:13:56,252.0096759,32.853588,-78.97792,1013.411689,27.5692,5.61617,35.2758,0.5138,411.42,0.51385,,0.51385,54.029972,10.069509,300.64,27.49,27.44,35.15,35.87377122,,,,,,30.30509,148.3,10.87,52.32,23.65,,6.383,1013.18,246.5,14,26.52
WATER,9/9/05,0:17:57,252.0124653,32.84726,-78.994613,1013.57498,27.5623,5.61557,35.2768,0.5108,410.7494,410.7196516,0.029748444,,485.230499,10.158314,300.629,27.479,27.42,35.17,35.83141592,395.0995391,,394.2187025,36.06227586,,30.29916,137.3,7.96,51.39,20.19,2,6.441,1013.27,249,13.5,26.54
WATER,9/9/05,0:22:19,252.0154977,32.840658,-79.013005,1013.632718,27.5093,5.60953,35.274,0.5025,408.8298,408.816187,0.01361295,,481.467285,9.961889,300.598,27.448,27.37,35.15,35.72707907,393.3329187,,392.1735298,34.0171032,,30.2901,128.2,6.21,50.35,18.21,2,6.458,1013.35,248.8,13.9,26.72
WATER,9/9/05,0:27:00,252.01875,32.833732,-79.03274,1013.544255,27.4976,5.60796,35.2717,0.5015,408.5978,408.5870911,0.010708921,,476.312531,10.146985,300.554,27.404,27.36,35.15,35.70616574,393.0851975,,392.4309431,34.27451646,,30.27346,152.3,10.48,55.72,23.1,2,6.49,1013.32,245.2,14,26.67
WATER,9/9/05,0:31:21,252.0217708,32.827372,-79.051162,1013.517943,27.4943,5.6082,35.2759,0.4983,407.8728,407.8543266,0.018473373,,477.164612,10.098708,300.564,27.414,27.36,35.16,35.7059715,392.3697539,,391.5684065,33.41197985,,30.25045,133.1,5.82,52.14,18.84,2,6.506,1013.26,245.9,13.5,26.72
AIR,9/9/05,0:35:42,252.0247917,32.820773,-79.069512,1013.33616,27.4759,5.60885,35.2944,0.3395,372.1168,372.1467633,-0.029963287,,522.753357,10.282576,300.55,27.4,27.34,35.17,35.66398303,,357.9664088,,,2,30.23346,130.6,5.05,53.93,16.83,,6.684,1013.19,246.1,14.4,26.52
AIR,9/9/05,0:39:44,252.0275926,32.814595,-79.08642,1013.386651,27.4738,5.60864,35.2944,0.3405,372.344,372.3675989,-0.023598896,,521.082336,10.093699,300.549,27.399,27.35,35.17,35.68487482,,358.1898079,,,2,30.22072,150.4,12.62,53.49,25.93,,6.715,1013.15,242.9,13.9,26.52
AIR,9/9/05,0:43:45,252.0303819,32.808445,-79.103395,1013.489467,27.4898,5.61478,35.3259,0.3402,372.2758,372.3013429,-0.02554286,,521.892578,10.177515,300.556,27.406,27.36,35.2,35.70519454,,358.1564266,,,2,30.2166,151.8,8.35,53.83,21.92,,6.732,1013.18,241.8,13.6,26.67
WATER,9/9/05,0:47:46,252.0331713,32.802293,-79.120208,1013.554368,27.4737,5.61195,35.318,0.4959,407.3094,407.3050959,0.00430406,,484.478149,10.337371,300.554,27.404,27.33,35.2,35.6425202,391.8809584,,390.7844517,32.6280251,,30.21136,129.7,5.24,51.29,17.91,2,7.14,1013.22,244.2,13.7,26.69
WATER,9/9/05,0:52:27,252.0364236,32.795138,-79.13994,1013.58631,27.4384,5.60511,35.2961,0.4838,404.5422,404.540531,0.001669022,,478.479614,10.303306,300.513,27.363,27.3,35.18,35.58032878,389.2581124,,388.3300734,30.17364679,,30.20114,148.9,7.38,54.5,19.99,2,7.192,1013.28,245.7,13.4,26.62
WATER,9/9/05,0:56:48,252.0394444,32.788468,-79.15831,1013.748268,27.4135,5.61168,35.3617,0.4776,403.1241,403.1268697,-0.002769687,,477.415405,10.328154,300.496,27.346,27.27,35.24,35.51668597,387.9868967,,386.8709723,28.71454565,,30.18624,144,7.18,53.29,20.45,2,7.021,1013.28,244.3,14.1,26.72
WATER,9/9/05,1:01:30,252.0427083,32.78118,-79.17813,1013.601192,27.3908,5.6193,35.433,0.4691,401.2012,401.1919713,0.009228749,,478.612518,10.19686,300.471,27.321,27.24,35.32,35.45275712,386.0914117,,384.9074958,26.75106914,,30.16601,231.3,5.05,83.51,20.63,2,6.902,1013.34,240.7,14,26.64
STD1,9/9/05,1:05:51,252.0457292,32.774398,-79.196513,1013.670118,27.3549,5.62207,35.48,0.0151,303.25,0.01485,,0.01485,55.161953,10.274705,300.4,27.25,27.2,35.37,35.3687659,,,,,,30.15558,163.4,3.11,62.52,17.1,,6.997,1013.34,243.7,14.1,26.74
STD2,9/9/05,1:09:52,252.0485185,32.768382,-79.213532,1013.522283,27.3145,5.6185,35.4853,0.3337,370.9,0.33365,,0.33365,44.585289,9.883779,300.358,27.208,27.19,35.35,35.34842024,,,,,,30.14366,149.4,7.96,56.36,21.54,,7.188,1013.41,246.2,14.6,26.79
STD3,9/9/05,1:13:53,252.0513079,32.762512,-79.230477,1013.621933,27.3429,5.62207,35.4891,0.5139,411.42,0.51385,,0.51385,54.58197,10.22691,300.378,27.228,27.23,35.36,35.43121294,,,,,,30.13939,145.8,10.09,53.65,22.04,,7.171,1013.37,249.7,13.4,26.67
WATER,9/9/05,1:17:54,252.0540972,32.756642,-79.247473,1013.487863,27.3537,5.6221,35.4811,0.4739,402.2816,402.2946488,-0.01304884,,485.754486,10.211524,300.43,27.28,27.23,35.35,35.43140568,387.1160351,,386.3827263,28.37201031,,30.13764,145.3,8.54,55.11,20.99,2,7.206,1013.25,250.6,13.7,26.64
WATER,9/9/05,1:22:35,252.0573495,32.749772,-79.267275,1013.546132,27.3625,5.62903,35.5237,0.4628,399.7702,399.7735702,-0.00337019,,483.582489,10.304256,300.429,27.279,27.22,35.39,35.40987291,384.7213202,,383.8612506,25.85053457,,30.12855,143.3,8.35,53.43,21.58,2,7.325,1013.25,245.2,14.2,26.57
WATER,9/9/05,1:26:57,252.0603819,32.743128,-79.285897,1013.606621,27.3477,5.62088,35.4769,0.4631,399.8295,399.8416253,-0.012125254,,481.287659,10.102444,300.415,27.265,27.21,35.35,35.38989178,384.8183243,,384.016229,26.00551292,,30.11483,148.5,6.02,54.71,19.69,2,7.282,1013.24,243,13.4,26.72
WATER,9/9/05,1:31:18,252.0634028,32.736468,-79.304323,1013.54162,27.3455,5.61851,35.4618,0.4674,400.8202,400.817583,0.002617018,,479.867187,10.156751,300.419,27.269,27.21,35.33,35.39027682,385.7318274,,384.869545,26.85882901,,30.09468,139.9,11.84,49.61,25.1,2,7.315,1013.26,250.2,14.2,26.69
AIR,9/9/05,1:35:59,252.0666551,32.729408,-79.323918,1013.566815,27.3325,5.61411,35.4404,0.3393,372.1501,372.1454468,0.0046532,,535.370911,10.153921,300.366,27.216,27.2,35.29,35.37030518,,358.1552403,,,2,30.07966,134.2,6.99,49.73,19.53,,7.341,1013.27,248.1,13.7,26.64
AIR,9/9/05,1:40:00,252.0694444,32.723267,-79.340783,1013.516696,27.336,5.60133,35.3468,0.3395,372.1873,372.1895631,-0.002263095,,532.546875,10.048264,300.417,27.267,27.22,35.19,35.41372571,,358.1637147,,,2,30.0724,132.6,6.21,53.2,18.38,,7.288,1013.23,245.2,13.9,26.67
AIR,9/9/05,1:44:01,252.0722338,32.717173,-79.357562,1013.468196,27.3604,5.59409,35.2768,0.3389,372.0452,372.0572203,-0.0120203,,546.163269,10.088629,300.42,27.27,27.23,35.13,35.43564637,,358.010716,,,2,30.06784,151.8,8.74,54.98,21.6,,7.395,1013.27,245.4,14.1,26.57
WATER,9/9/05,1:48:03,252.0750347,32.711025,-79.374358,1013.556072,27.3802,5.58806,35.2191,0.5071,409.8677,409.8724845,-0.004784454,,483.717926,10.03839,300.425,27.275,27.27,35.06,35.52016394,394.4002638,,394.3255542,36.31483818,,30.06224,136.8,8.15,49.17,20.71,2,7.462,1013.33,247.7,13.5,26.59
WATER,9/9/05,1:52:24,252.0780556,32.704438,-79.392455,1013.583101,27.4367,5.5642,35.0073,0.5067,409.7714,409.7808524,-0.009452385,,477.914856,10.212973,300.481,27.331,27.33,34.86,35.64911325,394.2718871,,394.2569549,36.24623882,,30.0563,143.3,7.76,51.54,20.07,2,7.809,1013.34,249.2,13.8,26.57
WATER,9/9/05,1:56:45,252.0810764,32.697985,-79.41054,1013.6635,27.4655,5.56788,35.0118,0.5124,411.0827,411.0873758,-0.004675772,,479.237793,10.327408,300.525,27.375,27.34,34.88,35.66960982,395.5533386,,395.0295995,37.01888347,,30.04032,161.7,7.38,60.35,20.64,2,7.72,1013.31,251.3,13.9,26.69
WATER,9/9/05,2:01:26,252.0843287,32.691258,-79.430145,1013.619512,27.474,5.55955,34.9465,0.5143,411.5052,411.5232499,-0.018049899,,475.403412,10.198767,300.533,27.383,27.35,34.8,35.69205819,395.9459915,,395.4517244,37.44100834,,30.02235,145.1,6.02,65.29,19.51,2,7.839,1013.35,244.8,12.8,26.69
STD1,9/9/05,2:05:48,252.0873611,32.684937,-79.448207,1013.659361,27.4911,5.55329,34.8895,0.0146,303.25,,,,53.236038,10.176378,300.536,27.386,27.36,34.74,35.71413053,,,,,,30.01142,134.5,4.08,55.39,16.91,,7.929,1013.37,245.4,13.5,26.72
STD2,9/9/05,2:09:49,252.0901505,32.678988,-79.464767,1013.536578,27.4821,5.54437,34.833,0.3336,370.9,,,,47.533127,9.931344,300.536,27.386,27.38,34.57,35.75928405,,,,,,30.00565,166.5,7.38,59,21.05,,8.001,1013.35,250.5,12.9,26.64
STD3,9/9/05,2:13:50,252.0929398,32.672837,-79.481418,1013.564294,27.5211,5.50718,34.5413,0.5138,411.42,,,,55.560886,10.190156,300.58,27.43,27.4,34.39,35.80468309,,,,,,30.00568,167.3,5.63,59.59,19.35,,8.171,1013.29,247.3,13.9,26.64
WATER,9/9/05,2:17:51,252.0957292,32.666687,-79.497907,1013.493564,27.5189,5.50432,34.5226,0.5554,421.005,421.010673,-0.005672975,,486.218323,10.41197,300.541,27.391,27.39,34.39,35.78372909,404.9847557,,404.9694444,404.9694444,,30.00588,133.8,5.05,51.96,17.48,2,8.368,1013.29,244.8,13.3,26.72
WATER,9/9/05,2:22:32,252.0989815,32.659573,-79.517178,1013.489352,27.4922,5.50758,34.5654,0.5324,415.7129,415.6971748,0.015725196,,481.877075,10.156337,300.579,27.429,27.37,34.43,35.74107539,399.8889403,,398.99762,398.99762,,30.0034,131.8,9.71,46.66,22.19,2,8.405,1013.31,249.2,14.1,26.64
WATER,9/9/05,2:26:53,252.1020023,32.653095,-79.535038,1013.540875,27.4868,5.50879,34.5779,0.5216,413.2175,413.2114952,0.00600475,,479.283417,10.236952,300.545,27.395,27.36,34.45,35.71976524,397.5272477,,397.0010996,397.0010996,,29.99233,147.7,6.6,54.88,20.6,2,8.53,1013.27,248.7,13.8,26.69
