111,1999,335,0,-2.6969,0.70081,-2.6029,11.611,28.047,280.7,-0.13008,-0.99596,352.08
111,1999,335,1,-2.3998,0.74372,-2.2765,11.667,27.853,280.52,-0.133415,-1.0488,352.32
111,1999,335,2,-2.3998,0.70081,-2.1002,11.691,27.665,281.08,-0.123409,-1.061,352.69
111,1999,335,3,-2.1655,0.90106,-1.8508,11.725,27.696,281.12,-0.180111,-1.059,353.01
111,1999,335,4,-2.057,0.70799,-1.7313,11.734,27.543,281.1,-0.160098,-0.95938,353.43
111,1999,335,5,-2.0741,0.53635,-1.9077,11.726,27.593,280.95,-0.123409,-0.84555,353.55
111,1999,335,6,-2.1256,0.56496,-1.9462,11.722,27.572,281.19,-0.163434,-0.79474,353.55
111,1999,335,7,-2.1198,0.69368,-1.9441,11.736,27.527,281.46,-0.123409,-0.68295,353.41
111,1999,335,8,-2.057,0.7795,-1.8488,11.772,27.593,281.51,-0.126744,-0.62197,353.47
111,1999,335,9,-2.057,0.66507,-1.7921,11.785,27.718,281.42,-0.113403,-0.60978,353.21
111,1999,335,10,-2.017,0.67222,-1.7373,11.794,27.39,281.32,-0.193452,-0.57725,353.5
111,1999,335,11,-1.9598,0.67222,-1.7029,11.809,27.354,281.67,-0.120074,-0.39229,353.81
111,1999,335,12,-1.937,0.5435,-1.7029,11.794,27.33,281.82,-0.17344,-0.35367,354.22
111,1999,335,13,-1.8056,0.58641,-1.6806,11.795,27.222,282.06,-0.253489,-0.27846,354.72
111,1999,335,14,-1.7141,0.55065,-1.6238,11.799,27.435,282.28,-0.226806,-0.18497,354.52
111,1999,335,15,-1.7256,0.55065,-1.5549,11.81,27.399,282.18,-0.176775,-0.13212,354.57
111,1999,335,16,-1.7313,0.52919,-1.5488,11.811,27.372,282.07,-0.190117,-0.06504,354.28
111,1999,335,17,-1.7141,0.50059,-1.5609,11.821,27.3,281.99,-0.150092,-0.02236,354.54
111,1999,335,18,-1.7199,0.5435,-1.6035,11.821,27.294,282.29,-0.123409,-0.02642,355.07
111,1999,335,19,-1.7141,0.42908,-1.6299,11.816,27.192,282.58,-0.133415,-0.01016,355.35
111,1999,335,20,-1.737,0.50774,-1.6968,11.806,27.24,282.09,-0.230141,-0.0122,355.84
111,1999,335,21,-1.7884,0.35756,-1.711,11.8,27.271,282.52,-0.176775,-0.08943,355.93
111,1999,335,22,-1.8513,0.16448,-1.8143,11.77,27.226,282.33,-0.186781,-0.15651,356.02
111,1999,335,23,-1.8913,0.17878,-1.9096,11.753,27.159,282.27,-0.233477,-0.19716,356.35
111,1999,335,24,-1.9027,0.15733,-1.9178,11.74,27.087,282.28,-0.156763,-0.19106,356.29
111,1999,335,25,-1.857,0.19309,-1.8793,11.74,26.759,282.31,-0.200123,-0.15041,356.7
111,1999,335,26,-1.777,0.2503,-1.8043,11.745,26.736,282.52,-0.176775,-0.11789,356.76
111,1999,335,27,-1.7313,0.33612,-1.711,11.764,26.709,282.66,-0.203458,-0.11789,356.54
111,1999,335,28,-1.7142,0.34327,-1.6846,11.779,26.514,282.38,-0.270166,-0.12805,357.02
