_LRT_EF_COVERAGE_SRC_EZ.PGM_SYS_ACRNM,V_LRT_EF_COVERAGE_SRC_EZ.PGM_SYS_ID,V_LRT_EF_COVERAGE_SRC_EZ.REGISTRY_ID,V_LRT_EF_COVERAGE_SRC_EZ.COUNTY_NAME,V_LRT_EF_COVERAGE_SRC_EZ.STATE_CODE
TRIS,54002DNLDS980LO,110000420688,ST. CROIX,WI
WI-ESR,397920,110016946894,RACINE,WI
WI-ESR,456043,110010887647,LAFAYETTE,WI
PCS,WI0028461,110010887683,PRICE,WI
WI-ESR,456051,110010887709,FOREST,WI
WI-ESR,455484,110010890027,MONROE,WI
PCS,WI0020559,110002321176,WAUKESHA,WI
PCS,WI0003077,110000422748,EAU CLAIRE,WI
WI-ESR,8116,110007869850,GRANT,WI
NPDES,WI0003107,110007869850,GRANT,WI
RCRAINFO,WIR000047076,110007869850,GRANT,WI
WI-ESR,454407,110010890072,EAU CLAIRE,WI
PCS,WI0003191,110010890072,EAU CLAIRE,WI
PCS,WI0003450,110000594205,MARATHON,WI
NPDES,WI0002810,110000422267,LINCOLN,WI
PCS,WI0002887,110000422846,ASHLAND,WI
NPDES,WI0022756,110010888806,WAUSHARA,WI
WI-ESR,455702,110010848468,SHAWANO,WI
PCS,WI0025062,110010888209,KENOSHA,WI
WI-ESR,455827,110010888209,KENOSHA,WI
NPDES,WI0020222,110002051485,OZAUKEE,WI
PCS,WI0020231,110010889869,DODGE,WI
PCS,WI0020249,110010889878,CLARK,WI
RCRAINFO,WIT560011884,110002084119,WAUKESHA,WI
PCS,WI0020265,110002084119,WAUKESHA,WI
PCS,WI0020281,110010889896,DANE,WI
PCS,WI0020397,110005459912,WALWORTH,WI
PCS,WI0020419,110010889976,LAFAYETTE,WI
NPDES,WI0029050,110010887246,VILAS,WI
NPDES,WI0028908,110016951271,LA CROSSE,WI
PCS,WI0029076,110010887255,MARATHON,WI
PCS,WI0029327,110013670633,WALWORTH,WI
PCS,WI0029386,110010887353,VILAS,WI
WI-ESR,456116,110010887362,BUFFALO,WI
PCS,WI0029467,110010887371,MARINETTE,WI
NPDES,WI0029599,110010892677,ASHLAND,WI
WI-ESR,455530,110010889707,CLARK,WI
PCS,WI0020893,110005436867,CALUMET,WI
NPDES,WI0020907,110010848128,GRANT,WI
PCS,WI0020907,110010848128,GRANT,WI
PCS,WI0020915,110010889716,MONROE,WI
WI-ESR,455534,110010889734,CLARK,WI
PCS,WI0020940,110010889734,CLARK,WI
NPDES,WI0020958,110010889743,VERNON,WI
PCS,WI0020443,110010889985,CALUMET,WI
PCS,WI0028991,110010887184,TREMPEALEAU,WI
PCS,WI0020061,110010848217,GREEN,WI
WI-ESR,455536,110010848137,TREMPEALEAU,WI
NPDES,WI0030929,110010892329,SAUK,WI
WI-ESR,455843,110010887754,BARRON,WI
PCS,WI0020991,110000850810,BROWN,WI
PCS,WI0030970,110010886531,TREMPEALEAU,WI
WI-ESR,456225,110010886531,TREMPEALEAU,WI
NPDES,WI0031020,110010886559,JEFFERSON,WI
WI-ESR,455755,110010888487,DANE,WI
PCS,WI0024465,110010888067,VERNON,WI
PCS,WI0025348,110010893462,VERNON,WI
NPDES,WI0025569,110010848404,MARATHON,WI
PCS,WI0025569,110010848404,MARATHON,WI
PCS,WI0024635,110010888101,JUNEAU,WI
PCS,WI0024708,110002050128,DUNN,WI
PCS,WI0021083,110010889798,WALWORTH,WI
WI-ESR,455540,110010889805,COLUMBIA,WI
PCS,WI0031160,110010886595,DODGE,WI
PCS,WI0031186,110010886602,MILWAUKEE,WI
WI-ESR,8956,110000420973,OUTAGAMIE,WI
PCS,WI0024821,110010888156,GRANT,WI
PCS,WI0024911,110010888165,WASHINGTON,WI
NPDES,WI0028053,110010887567,WASHINGTON,WI
NPDES,WI0028061,110010887576,OUTAGAMIE,WI
WI-ESR,454419,110010889574,SHEBOYGAN,WI
PCS,WI0020737,110005490762,MONROE,WI
RCRAINFO,WID000668806,110013325990,KEWAUNEE,WI
PCS,WI0021865,110000736124,BARRON,WI
WI-ESR,454466,110010885792,MANITOWOC,WI
NPDES,WI0031852,110010886229,SHAWANO,WI
PCS,WI0031852,110010886229,SHAWANO,WI
NPDES,WI0032085,110010892052,JUNEAU,WI
NPDES,WI0032123,110010886345,CALUMET,WI
PCS,WI0032140,110010886354,ST. CROIX,WI
WI-ESR,456224,110010886620,WOOD,WI
PCS,WI0036030,110010885943,MANITOWOC,WI
NPDES,WI0030848,110010887086,MANITOWOC,WI
RCRAINFO,WID093426633,110006142414,PORTAGE,WI
PCS,WI0055816,110002035084,WALWORTH,WI
PCS,WI0020818,110010895709,FOND DU LAC,WI
PCS,WI0026867,110010887914,FOND DU LAC,WI
PCS,WI0026930,110010848351,ROCK,WI
PCS,WI0026948,110010887950,DANE,WI
PCS,WI0001996,110000420633,DODGE,WI
PCS,WI0021733,110005421445,WASHINGTON,WI
PCS,WI0021741,110010888913,BROWN,WI
NPDES,WI0022080,110010889128,MARINETTE,WI
PCS,WI0035483,110010885836,SAUK,WI
PCS,WI0035581,110005535162,MARATHON,WI
PCS,WI0035866,110010885890,DOUGLAS,WI
NPDES,WI0035874,110010885907,MANITOWOC,WI
PCS,WI0038580,110000419930,GREEN,WI
PCS,WI0000132,110000494448,FOND DU LAC,WI
PCS,WI0002020,110002034281,GRANT,WI
RCRAINFO,WID006073365,110012603307,DODGE,WI
RCRAINFO,WIR000024026,110000422123,MARATHON,WI
PCS,WI0003883,110002037796,TAYLOR,WI
NPDES,WI0004171,110010890205,DOUGLAS,WI
PCS,WI0023892,110010888502,TREMPEALEAU,WI
PCS,WI0023949,110010888539,WAUPACA,WI
PCS,WI0036021,110002051528,WALWORTH,WI
PCS,WI0022136,110010848510,MARATHON,WI
PCS,WI0022179,110010889164,CLARK,WI
WI-ESR,455651,110010889182,GRANT,WI
PCS,WI0021202,110010889244,CLARK,WI
PCS,WI0021288,110010889299,WOOD,WI
NPDES,WI0021296,110010889306,DUNN,WI
PCS,WI0022306,110010888619,IRON,WI
PCS,WI0022322,110010888628,DODGE,WI
PCS,WI0024040,110010888003,BUFFALO,WI
NPDES,WI0024139,110010888012,LAFAYETTE,WI
PCS,WI0002488,110010890447,JEFFERSON,WI
PCS,WI0023663,110010888469,DUNN,WI
NPDES,WI0023663,110010888469,DUNN,WI
PCS,WI0022438,110010888726,BROWN,WI
PCS,WI0022471,110010888735,SHEBOYGAN,WI
WI-ESR,129160,110002050119,JEFFERSON,WI
PCS,WI0022608,110010888744,WALWORTH,WI
PCS,WI0001309,110000416381,SHEBOYGAN,WI
PCS,WI0001341,110005518136,SHAWANO,WI
PCS,WI0001571,110009513810,KEWAUNEE,WI
PCS,WI0001236,110000416041,SHEBOYGAN,WI
WI-ESR,9194,110000605934,CHIPPEWA,WI
NPDES,WI0025844,110002051519,WOOD,WI
ICIS,8028304,110028112646,RUSK,WI
NPDES,WI0026026,110000605907,BUFFALO,WI
PCS,WI0024261,110010888049,LA CROSSE,WI
PCS,WI0024333,110002050315,JEFFERSON,WI
NPDES,WI0022748,110010888799,LANGLADE,WI
WI-ESR,396083,110010886194,COLUMBIA,WI
PCS,WI0031780,110010886194,COLUMBIA,WI
PCS,WI0023981,110010893952,GRANT,WI
PCS,WI0023345,110002050299,DODGE,WI
WI-ESR,408243,110010809704,GREEN,WI
PCS,WI0046957,110010809704,GREEN,WI
RCRAINFO,WID006110274,110007331459,DODGE,WI
PCS,WI0050725,110000494420,BARRON,WI
WI-ESR,454480,110010885168,KENOSHA,WI
PCS,WI0051250,110000594232,JACKSON,WI
WI-ESR,455659,110010888584,CRAWFORD,WI
WI-ESR,457663,110010848057,MANITOWOC,WI
WI-ESR,455584,110010889360,CALUMET,WI
NPDES,WI0023442,110010888398,FOND DU LAC,WI
WI-ESR,125556,110008242151,SHEBOYGAN,WI
RCRAINFO,WID006168900,110000594241,LA CROSSE,WI
PCS,WI0023523,110010888423,COLUMBIA,WI
NPDES,WI0001759,110010890679,SHEBOYGAN,WI
PCS,WI0001848,110013863275,BROWN,WI
WI-ESR,454781,110010888325,BARRON,WI
WI-ESR,180380,110016951039,WINNEBAGO,WI
WI-ESR,456186,110010887040,FOND DU LAC,WI
NPDES,WI0030716,110010887040,FOND DU LAC,WI
PCS,WI0030767,110002052126,ASHLAND,WI
NPDES,WI0030767,110002052126,ASHLAND,WI
PCS,WI0030805,110010893051,IOWA,WI
NPDES,WI0026689,110010887870,RACINE,WI
AIRS/AFS,5505700008,110006884522,JUNEAU,WI
PCS,WI0036641,110010886078,JACKSON,WI
WI-ESR,96319,110008231706,TAYLOR,WI
NPDES,WI0036765,110010886103,CRAWFORD,WI
PCS,WI0060526,110010883785,MARATHON,WI
NPDES,WI0060071,110010884436,WAUSHARA,WI
WI-ESR,456635,110008234080,DOUGLAS,WI
WI-ESR,9513,110008234080,DOUGLAS,WI
NPDES,WI0060348,110010883712,RACINE,WI
NPDES,WI0031658,110010886782,DANE,WI
SDWIS,WI6170263,110010886791,DUNN,WI
PCS,WI0036102,110010885961,CHIPPEWA,WI
PCS,WI0061263,110010883883,JUNEAU,WI
NPDES,WI0061301,110010883892,WAUSHARA,WI
PCS,WI0003735,110002033807,ASHLAND,WI
NPDES,WI0021521,110010847156,MARATHON,WI
PCS,WI0031372,110010886675,SHEBOYGAN,WI
NPDES,WI0031411,110010886693,MARATHON,WI
PCS,WI0031411,110010886693,MARATHON,WI
PCS,WI0022047,110010889093,MANITOWOC,WI
NPDES,WI0036447,110010886005,SAUK,WI
TRIS,54736CMSTNW377S,110037144612,PEPIN,WI
TRIS,54481GMBRJ31BRH,110037144417,PORTAGE,WI
RCRAINFO,WI0000918359,110009513650,WAUKESHA,WI
WI-ESR,121711,110009517601,WASHINGTON,WI
WI-ESR,155709,110006141433,IRON,WI
WI-ESR,157639,110006141530,DANE,WI
WI-ESR,400409,110006141585,OCONTO,WI
RCRAINFO,WID023546948,110006141914,WASHBURN,WI
RCRAINFO,WID117519678,110009516737,WAUKESHA,WI
RCRAINFO,WI0000564047,110009513605,WASHINGTON,WI
RCRAINFO,WID042005942,110006142049,WOOD,WI
WI-ESR,114765,110006142174,WOOD,WI
RCRAINFO,WID099934713,110006142469,VILAS,WI
WI-ESR,117827,110006142511,SHAWANO,WI
WI-ESR,405873,110006142548,OZAUKEE,WI
RCRAINFO,WID955085501,110006142771,ONEIDA,WI
RCRAINFO,WID982066367,110006143208,GRANT,WI
RCRAINFO,WID982624850,110006143413,PIERCE,WI
NCDB,C05#101193WI00901,110011824044,FOND DU LAC,WI
RCRAINFO,WID988578217,110006143798,GREEN LAKE,WI
WI-ESR,125743,110006143878,ONEIDA,WI
WI-ESR,151833,110006143985,GRANT,WI
RCRAINFO,WI0000116459,110005409334,MILWAUKEE,WI
ICIS,12798,110005421329,WAUKESHA,WI
RCRAINFO,WID002960797,110005422569,WASHINGTON,WI
RCRAINFO,WID988576559,110006143707,ONEIDA,WI
WI-ESR,127174,110006144092,ST. CROIX,WI
RCRAINFO,WID988596920,110006144216,OZAUKEE,WI
RCRAINFO,WID988598892,110006144341,BURNETT,WI
RCRAINFO,WID988606133,110006144500,ST. CROIX,WI
RCRAINFO,WIR000017202,110006146615,WASHBURN,WI
RCRAINFO,WIR000021550,110006146777,ONEIDA,WI
RCRAINFO,WIR000024240,110006146928,VILAS,WI
RCRAINFO,WID981193964,110005455426,MANITOWOC,WI
RCRAINFO,WID988615043,110006144662,ONEIDA,WI
RCRAINFO,WID988620860,110006144957,JEFFERSON,WI
RCRAINFO,WID988623567,110006145064,MILWAUKEE,WI
RCRAINFO,WID023499650,110005432380,SHEBOYGAN,WI
RCRAINFO,WID047261979,110005435653,WAUKESHA,WI
WI-ESR,116089,110005442397,SHEBOYGAN,WI
WI-ESR,146870,110006145288,EAU CLAIRE,WI
RCRAINFO,WID988634986,110006145322,VILAS,WI
RCRAINFO,WI0000593962,110005415826,WAUKESHA,WI
WI-ESR,160214,110006146189,ST. CROIX,WI
WI-ESR,176222,110006146465,LAFAYETTE,WI
WI-ESR,201680,110006147598,BURNETT,WI
WI-ESR,397044,110006147801,ROCK,WI
RCRAINFO,WIR000043042,110006147801,ROCK,WI
RCRAINFO,WIR000024331,110006146937,COLUMBIA,WI
RCRAINFO,WIR000024844,110006146982,DOOR,WI
RCRAINFO,WIR000026724,110006147071,WALWORTH,WI
RCRAINFO,WID982645970,110005465807,PEPIN,WI
WI-ESR,124132,110005465923,BARRON,WI
RCRAINFO,WID988566436,110005466209,WASHINGTON,WI
RCRAINFO,WID988574539,110005467958,VILAS,WI
RCRAINFO,WID988576518,110005468993,MARATHON,WI
NCDB,I05#19910404WI011 1,110005461160,PIERCE,WI
RCRAINFO,WIR000003905,110006145929,EAU CLAIRE,WI
RCRAINFO,WIR000006874,110006146143,OZAUKEE,WI
AIRS/AFS,5511501471,110005463943,SHAWANO,WI
RCRAINFO,WID982626202,110005464363,WAUKESHA,WI
RCRAINFO,WID982626509,110005464425,MILWAUKEE,WI
WI-ESR,123893,110005465219,MARATHON,WI
RCRAINFO,WID988604617,110005484350,KENOSHA,WI
RCRAINFO,WID988592507,110005475878,WAUKESHA,WI
NCDB,C05#032289WI00801,110011812235,PORTAGE,WI
WI-ESR,186833,110006148105,OCONTO,WI
RCRAINFO,WIR000048470,110006148114,MONROE,WI
WI-ESR,12332515,110006148169,BURNETT,WI
WI-ESR,19653571,110006148310,POLK,WI
WI-ESR,144841,110005494955,MILWAUKEE,WI
RCRAINFO,WID988634036,110005500190,WAUKESHA,WI
RCRAINFO,WIR000006700,110005511810,WAUKESHA,WI
RCRAINFO,WI0000020958,110006140899,PRICE,WI
RCRAINFO,WIR000032383,110006147295,VILAS,WI
WI-ESR,199937,110006147295,VILAS,WI
RCRAINFO,WIR000032771,110006147302,DOUGLAS,WI
WI-ESR,25328784,110012176983,WAUKESHA,WI
RCRAINFO,WIR000029017,110006147213,VILAS,WI
WI-ESR,144062,110005493224,WAUKESHA,WI
RCRAINFO,WIR000015503,110005518467,MILWAUKEE,WI
AIRS/AFS,5500500033,110001920823,BARRON,WI
TBA,WIBFN0507927,110001925196,VERNON,WI
WI-ESR,177432,110005520524,FOND DU LAC,WI
RCRAINFO,WIR000020842,110005522559,TREMPEALEAU,WI
RCRAINFO,WIR000023754,110005524726,WAUKESHA,WI
WI-ESR,180983,110005525280,WAUKESHA,WI
AIRS/AFS,5506500003,110001927979,LAFAYETTE,WI
ICIS,600023732,110001928736,WAUKESHA,WI
NCDB,C05#059229011WR,110011705397,SAINT CROIX,WI
NCDB,I05#19920730WI009 1,110009516602,BROWN,WI
WI-ESR,3033049,110005538999,ST. CROIX,WI
RCRAINFO,WIR000108704,110012179061,WAUKESHA,WI
RCRAINFO,WIR000107300,110012179622,OUTAGAMIE,WI
RCRAINFO,WIR000107045,110012180095,LA CROSSE,WI
WI-ESR,403152,110016871508,FOREST,WI
WI-ESR,402849,110016871982,ST. CROIX,WI
WI-ESR,402846,110016872008,ST. CROIX,WI
WI-ESR,403906,110016874328,ONEIDA,WI
WI-ESR,403874,110016874612,ONEIDA,WI
WI-ESR,3043998,110016876781,ROCK,WI
WI-ESR,154505,110005413640,ROCK,WI
SDWIS,WI2300786,110013083956,KENOSHA,WI
WI-ESR,3038874,110016877343,WAUKESHA,WI
WI-ESR,3056249,110016878486,VILAS,WI
WI-ESR,405885,110016890337,OZAUKEE,WI
WI-ESR,405851,110016890471,VILAS,WI
WI-ESR,14676732,110016892237,DANE,WI
WI-ESR,11915611,110016892503,LANGLADE,WI
WI-ESR,406587,110016898259,POLK,WI
SDWIS,WI6560131,110013064986,ST. CROIX,WI
RCRAINFO,WIR000114066,110015926765,ST CROIX,WI
WI-ESR,456298,110010886381,OUTAGAMIE,WI
WI-ESR,414251,110016907720,DANE,WI
WI-ESR,398893,110016941014,WAUKESHA,WI
NCDB,C05#072690WI00902,110011585070,WALWORTH,WI
NCDB,I05#19890602WI002 1,110011585800,PORTAGE,WI
NCDB,I05#19880510WI007 1,110011587087,DUNN,WI
WI-ESR,407445,110016900889,BURNETT,WI
WI-ESR,410075,110016913857,MARINETTE,WI
WI-ESR,163553,110016927977,SAWYER,WI
WI-ESR,150793,110016929911,MARATHON,WI
WI-ESR,410317,110016930393,ST. CROIX,WI
WI-ESR,398693,110016947054,WAUKESHA,WI
WI-ESR,399006,110016947624,BROWN,WI
WI-ESR,412408,110016948570,GRANT,WI
WI-ESR,408209,110016904661,VILAS,WI
WI-ESR,51433410,110016926102,MONROE,WI
WI-ESR,160980,110016927218,JEFFERSON,WI
WI-ESR,397122,110016944814,ROCK,WI
WI-ESR,397478,110016946162,BURNETT,WI
WI-ESR,398042,110016946607,RACINE,WI
WI-ESR,408264,110016903671,VILAS,WI
WI-ESR,410261,110016916426,CRAWFORD,WI
WI-ESR,415255,110016850969,OCONTO,WI
WI-ESR,415179,110016851398,ROCK,WI
RCRAINFO,WID988594180,110009519333,WASHINGTON,WI
WI-ESR,41766634,110016924266,OCONTO,WI
WI-ESR,396961,110016943753,LAFAYETTE,WI
WI-ESR,396959,110016943762,LAFAYETTE,WI
WI-ESR,407289,110016901469,OCONTO,WI
WI-ESR,407285,110016901833,OCONTO,WI
WI-ESR,409915,110016915301,WALWORTH,WI
WI-ESR,410442,110016915347,VILAS,WI
WI-ESR,410438,110016915365,VILAS,WI
WI-ESR,410773,110016917309,DOUGLAS,WI
WI-ESR,413896,110016848811,VILAS,WI
WI-ESR,413870,110016848928,PORTAGE,WI
WI-ESR,414017,110016849026,VILAS,WI
WI-ESR,408122,110016905063,WOOD,WI
WI-ESR,408121,110016905072,VILAS,WI
WI-ESR,414190,110016908827,BURNETT,WI
WI-ESR,414089,110016908925,OCONTO,WI
WI-ESR,413657,110016847411,OCONTO,WI
WI-ESR,413655,110016847420,DANE,WI
WI-ESR,398733,110016937430,WAUKESHA,WI
WI-ESR,396683,110016939107,GRANT,WI
WI-ESR,397038,110016939492,ROCK,WI
RCRAINFO,WID988600730,110009519609,WASHINGTON,WI
WI-ESR,414624,110016909087,VILAS,WI
WI-ESR,414661,110016909363,VILAS,WI
WI-ESR,414520,110016909639,SHEBOYGAN,WI
WI-ESR,414881,110016910887,CHIPPEWA,WI
WI-ESR,409091,110016911314,WINNEBAGO,WI
WI-ESR,396294,110016932756,DANE,WI
WI-ESR,396152,110016933292,COLUMBIA,WI
WI-ESR,404649,110013058065,BAYFIELD,WI
RCRAINFO,WI0000207209,110005412106,EAU CLAIRE,WI
RCRAINFO,WIR000033332,110005531781,WAUKESHA,WI
RCRAINFO,WIR000037721,110005535046,OZAUKEE,WI
WI-ESR,11493512,110016879145,PRICE,WI
WI-ESR,404991,110016884344,DOUGLAS,WI
WI-ESR,404966,110016884460,DOUGLAS,WI
WI-ESR,29144394,110016895742,OCONTO,WI
RCRAINFO,WIR000114934,110016709070,JACKSON,WI
WI-ESR,404217,110016881285,VILAS,WI
RCRAINFO,WIR000005264,110009521044,WAUKESHA,WI
WI-ESR,11493449,110016879421,WAUKESHA,WI
WI-ESR,406643,110016898856,WAUKESHA,WI
WI-ESR,407108,110016899141,ROCK,WI
WI-ESR,407093,110016899720,IOWA,WI
WI-ESR,405670,110016888171,BURNETT,WI
WI-ESR,403975,110016882499,ONEIDA,WI
WI-ESR,10059,110009515952,WAUKESHA,WI
RCRAINFO,WID086181864,110009516407,MARATHON,WI
RCRAINFO,WID138555768,110009516808,WAUKESHA,WI
RCRAINFO,WIR000117754,110017872845,MARATHON,WI
WI-ESR,121341,110009517521,WAUKESHA,WI
WI-ESR,126769,110009519164,MARATHON,WI
WI-ESR,400081,110016858550,MARINETTE,WI
WI-ESR,400501,110016860011,OCONTO,WI
WI-ESR,402738,110016869717,POLK,WI
WI-ESR,401917,110016867577,CHIPPEWA,WI
WI-ESR,401575,110016866248,WINNEBAGO,WI
WI-ESR,402905,110016872348,TREMPEALEAU,WI
WI-ESR,403931,110016874177,ONEIDA,WI
NCDB,C05#GM01FI682,110013759735,ROCK,WI
RCRAINFO,WIR000104166,110006535801,DOOR,WI
RCRAINFO,WI0000557538,110008230592,MILWAUKEE,WI
RCRAINFO,WID006433171,110008232812,WAUKESHA,WI
RCRAINFO,WID023615032,110008233820,WOOD,WI
WI-ESR,113439,110008234357,IOWA,WI
WI-ESR,126051,110008242552,WOOD,WI
WI-ESR,21754816,110006536533,DANE,WI
RCRAINFO,WID988608600,110008245112,RACINE,WI
WI-ESR,9181,110008245728,BARRON,WI
RCRAINFO,WIR000007666,110008248912,WAUKESHA,WI
RCRAINFO,WIR000011544,110008249252,PIERCE,WI
NEI,NEIWI19986,110022406902,PORTABLE SOURCE,WI
AIRS/AFS,5577736737,110022407242,PORTABLE SOURCE,WI
RCRAINFO,WID988604252,110015812012,CHIPPEWA,WI
WI-ESR,24067268,110016893888,SAWYER,WI
WI-ESR,27243846,110016894716,GRANT,WI
WI-ESR,400843,110016862359,SHAWANO,WI
AIRS/AFS,5501922360,110022398127,CLARK,WI
WI-ESR,157426,110009513785,WAUKESHA,WI
WI-ESR,398527,110016941390,TREMPEALEAU,WI
WI-ESR,141636,110016926424,CRAWFORD,WI
WI-ESR,145246,110009520189,WAUKESHA,WI
RCRAINFO,WID988642435,110009520811,GRANT,WI
RCRAINFO,WIR000025643,110009521794,WASHBURN,WI
WI-ESR,408291,110016854554,BURNETT,WI
WI-ESR,415368,110016852949,POLK,WI
WI-ESR,25565810,110016853350,BARRON,WI
AIRS/AFS,5577725165,110022404771,PORTABLE SOURCE,WI
RCRAINFO,WIR000122259,110022479771,OZAUKEE,WI
RCRAINFO,WIR000120378,110020479141,BURNETT,WI
AIRS/AFS,5500919974,110022398029,BROWN,WI
RCRAINFO,WIR000120840,110020746870,OUTAGAMIE,WI
RCRAINFO,WIR000109801,110012557919,OCONTO,WI
RCRAINFO,WIR000121574,110022311167,DANE,WI
RCRAINFO,WIR000121731,110022311185,JEFFERSON,WI
RCRAINFO,WID980680631,110005452278,PORTAGE,WI
WI-ESR,174009,110006463923,MILWAUKEE,WI
RCRAINFO,WIR000014019,110006464094,WASHINGTON,WI
RCRAINFO,WIR000121905,110022433062,DANE,WI
RCRAINFO,WIR000123349,110022818030,ROCK,WI
WI-ESR,175400,110009521375,WAUKESHA,WI
ICIS,1400004752,110037252415,BROWN,WI
RCRAINFO,WID988637583,110035781865,BROWN,WI
RCRAINFO,WID006087860,110024832109,RACINE,WI
RCRAINFO,WIR000125427,110024832190,ROCK,WI
RCRAINFO,WI0000376293,110005414408,MONROE,WI
RCRAINFO,WID988594891,110005477634,MARATHON,WI
TRIS,53172CPRPW2800N,110000417834,MILWAUKEE,WI
WI-ESR,8559,110000417889,RACINE,WI
RCRAINFO,WIR000003541,110000420624,DODGE,WI
WI-ESR,515784,110000420624,DODGE,WI
TRIS,54307FRTHW1919S,110013863275,BROWN,WI
TRIS,54555LNTHRHWY13,110005442459,PRICE,WI
TRIS,54614WBSTRCOUNT,110000605916,LA CROSSE,WI
TRIS,53001DLLCR627MA,110000416041,SHEBOYGAN,WI
WI-ESR,108567,110000416069,OZAUKEE,WI
TRIS,53014WRTHN3EBRE,110027360497,CALUMET,WI
TRIS,53094WTRTW1141S,110000417102,JEFFERSON,WI
TRIS,53051TSCNTW124N,110000416586,WAUKESHA,WI
TRIS,53403RCNPL620ST,110000419351,RACINE,WI
TRIS,53403WSCNS931CA,110000742670,RACINE,WI
TRIS,53207WBPLC368WS,110005423498,WASHINGTON,WI
TRIS,53717LNR  726HE,110005540548,DANE,WI
TRIS,53589STGHT416SA,110000420054,DANE,WI
TRIS,53948PRKRH1040P,110000420535,JUNEAU,WI
RCRAINFO,WID000808956,110007332118,MARATHON,WI
TRIS,53565NLSND856FA,110000419912,IOWA,WI
NEI,NEI2WIT19380,110002348399,WAUKESHA,WI
WI-ESR,120916,110000859063,ROCK,WI
TRIS,53074SMPLC500NS,110000884687,OZAUKEE,WI
AIRS/AFS,5511700074,110000416782,SHEBOYGAN,WI
TRIS,53085PLYVN320RA,110000416942,SHEBOYGAN,WI
NCDB,D05#EPCRA-05-4-0028,110000497347,WAUKESHA,WI
TRIS,53186QLTYC1908M,110000497347,WAUKESHA,WI
TRIS,53511NTDND1546H,110000419510,ROCK,WI
RBLC,23363,110000416997,WAUKESHA,WI
RBLC,24974,110000416997,WAUKESHA,WI
TRIS,53089QDGRPN63W2,110000416997,WAUKESHA,WI
NPDES,WI0000027,110000422070,CLARK,WI
TRIS,54701MRCNP800WI,110000422695,EAU CLAIRE,WI
WI-ESR,9199,110000594269,CHIPPEWA,WI
TRIS,53119GNRCP211MU,110005418431,WAUKESHA,WI
TRIS,54221MPRLS1440N,110009515168,MANITOWOC,WI
TRIS,54494CNSLDNASHR,110000544233,WOOD,WI
AIRS/AFS,5503300320,110000594278,DUNN,WI
RCRAINFO,WID078673084,110000594278,DUNN,WI
TRIS,54751MC   1425P,110000594278,DUNN,WI
ACRES,6959774360843,110037178808,RACINE,WI
ACRES,6959774380501,110037178835,RACINE,WI
ACRES,6959774380522,110037178871,RACINE,WI
AIRS/AFS,5502531925,110027215671,DANE,WI
AIRS/AFS,5577704271,110027215742,PORTABLE SOURCE,WI
PCS,WI0056812,110031276081,DODGE,WI
TRIS,54115PRTCT29ENT,110025332664,BROWN,WI
TRIS,54601DVNCD200CA,110000422427,LA CROSSE,WI
RCRAINFO,WIR000010116,110015811013,WASHINGTON,WI
SDWIS,055295301,110012920553,SAWYER,WI
TRIS,53704STRNS4200S,110000420214,DANE,WI
ICIS,35962,110000877953,DOUGLAS,WI
TRIS,54984SHLMT550CO,110000768269,WAUSHARA,WI
WI-ESR,411355,110000768269,WAUSHARA,WI
TRIS,53212TLLCR714EK,110000418708,MILWAUKEE,WI
TRIS,53095LVLVL807PL,110000417120,WASHINGTON,WI
TRIS,53095MTYLT742IN,110009517718,WASHINGTON,WI
TRIS,54729NDNHD1610P,110000422800,CHIPPEWA,WI
TRIS,54952WSCNS948WI,110013663400,WINNEBAGO,WI
RBLC,24969,110000594296,SAWYER,WI
TRIS,54843LSNPCRT8GE,110000594296,SAWYER,WI
WI-ESR,9550,110002034995,SAWYER,WI
TRIS,54843NRSNN121VE,110002034995,SAWYER,WI
TRIS,54880MSLNC2206W,110000422971,DOUGLAS,WI
TRIS,53094SPNCSPOBOX,110000417077,JEFFERSON,WI
TRIS,53094WKSHF661SO,110027360503,JEFFERSON,WI
TRIS,53182MRCNR1440T,110000500324,RACINE,WI
TRIS,53095THWST400WA,110000417148,WASHINGTON,WI
WI-ESR,454958,110000768090,RUSK,WI
TRIS,54474FRMSTFOREM,110000422123,MARATHON,WI
TRIS,54805TWNTWRT1HW,110000494420,BARRON,WI
TRIS,54952PPLTN1420E,110002122122,WINNEBAGO,WI
TRIS,54840BRNTT11679,110000728954,BURNETT,WI
TRIS,54956MRCNN155WE,110009513909,WINNEBAGO,WI
TRIS,54487HRLYD426ES,110000422258,LINCOLN,WI
TRIS,54868JHNSN215EA,110000422926,BARRON,WI
TRIS,53034WGNRP331RI,110000855584,DODGE,WI
TRIS,53035GNRLT1025I,110002120348,DODGE,WI
WI-ESR,8626,110009515872,WAUKESHA,WI
TRIS,54110BRLLN200PA,110000420802,CALUMET,WI
TRIS,54115NCLTP200MA,110000420884,BROWN,WI
TRIS,54307DVNCS1031O,110000421632,BROWN,WI
TRIS,54307GRNBY3250S,110000421650,BROWN,WI
TRIS,54612MDMRC501SW,110009521990,TREMPEALEAU,WI
TRIS,53545TWNST3631P,110000419743,ROCK,WI
RCRAINFO,WID988593497,110000605881,ROCK,WI
TRIS,53546MRGNC31EMR,110008237817,ROCK,WI
WI-ESR,9858,110000419752,ROCK,WI
TRIS,53547HFCRN2101K,110002121301,ROCK,WI
