_LRT_EF_COVERAGE_SRC_EZ.PGM_SYS_ACRNM,V_LRT_EF_COVERAGE_SRC_EZ.PGM_SYS_ID,V_LRT_EF_COVERAGE_SRC_EZ.REGISTRY_ID,V_LRT_EF_COVERAGE_SRC_EZ.COUNTY_NAME,V_LRT_EF_COVERAGE_SRC_EZ.STATE_CODE
NCDB,C05#020494WI00901,110011812020,MILWAUKEE,WI
RCRAINFO,WID060441441,110005438785,MILWAUKEE,WI
RCRAINFO,WID041203589,110005434672,CHIPPEWA,WI
RCRAINFO,WID041410507,110005434681,OUTAGAMIE,WI
RCRAINFO,WI0000122317,110005409744,SHEBOYGAN,WI
RCRAINFO,WI0000122614,110005409922,DOOR,WI
RCRAINFO,WI0000122804,110005409986,MILWAUKEE,WI
RCRAINFO,WID982629834,110005464611,DOUGLAS,WI
RCRAINFO,WID988567293,110005466325,KENOSHA,WI
RCRAINFO,WID988579397,110001924348,MILWAUKEE,WI
RCRAINFO,WID988594438,110005477313,MILWAUKEE,WI
RCRAINFO,WID988594743,110005477527,DANE,WI
RCRAINFO,WID988579223,110005470775,MARATHON,WI
RCRAINFO,WID988579249,110005470793,WAUKESHA,WI
WI-ESR,153631,110009513482,MONROE,WI
RCRAINFO,WI0000260018,110005412758,DANE,WI
RCRAINFO,WI1180090465,110005420151,MILWAUKEE,WI
RCRAINFO,WID040793226,110005434501,MILWAUKEE,WI
RCRAINFO,WID041189291,110002122168,WINNEBAGO,WI
RCRAINFO,WID041190810,110005434583,WINNEBAGO,WI
RCRAINFO,WID042006601,110005434752,LANGLADE,WI
RCRAINFO,WID042615021,110005434921,ROCK,WI
RCRAINFO,WID061736534,110005439007,MILWAUKEE,WI
RCRAINFO,WID988598793,110005480363,BROWN,WI
RCRAINFO,WID988588554,110005473567,WASHINGTON,WI
RCRAINFO,WID988596706,110005479160,MILWAUKEE,WI
RCRAINFO,WID988570420,110005466780,MILWAUKEE,WI
RCRAINFO,WID988570438,110005466799,VERNON,WI
RCRAINFO,WID988581195,110005471872,DANE,WI
RCRAINFO,WID982635294,110005464924,MARATHON,WI
RCRAINFO,WID988581336,110005471961,CLARK,WI
RCRAINFO,WID982640047,110005465317,CRAWFORD,WI
RCRAINFO,WID988594156,110005477073,BROWN,WI
RCRAINFO,WID988594917,110009450058,LANGLADE,WI
RCRAINFO,WID988580130,110005471177,DANE,WI
RCRAINFO,WID988597456,110008243720,LA CROSSE,WI
RCRAINFO,WID006074611,110005423363,ROCK,WI
RCRAINFO,WID006072078,110010887479,SHEBOYGAN,WI
RCRAINFO,WID988581799,110005472309,DANE,WI
RCRAINFO,WID988582813,110005472363,IOWA,WI
RCRAINFO,WID988587713,110005472942,MILWAUKEE,WI
RCRAINFO,WID988579827,110005268316,EAU CLAIRE,WI
RCRAINFO,WID988580015,110009518815,CALUMET,WI
RCRAINFO,WID988580361,110000422276,LINCOLN,WI
RCRAINFO,WID988595294,110001922199,LA CROSSE,WI
RCRAINFO,WID988595344,110005477983,WASHINGTON,WI
RCRAINFO,WID988595468,110005478116,ROCK,WI
RCRAINFO,WID988580478,110005471355,WINNEBAGO,WI
RCRAINFO,WI5120590539,110005420491,DANE,WI
RCRAINFO,WI5122357218,110005420516,PRICE,WI
RCRAINFO,WID006078844,110005423764,WAUKESHA,WI
RCRAINFO,WID006076632,110009514285,WAUKESHA,WI
RCRAINFO,WID006076822,110005423595,MILWAUKEE,WI
RCRAINFO,WID006076871,110009518085,OZAUKEE,WI
RCRAINFO,WID006078117,110005423684,SHEBOYGAN,WI
RCRAINFO,WID988580437,110005471337,PIERCE,WI
RCRAINFO,WID988581609,110005472167,FOND DU LAC,WI
RCRAINFO,WID988597381,110005479678,SAUK,WI
RCRAINFO,WID988599171,110005480611,RACINE,WI
RCRAINFO,WID988599361,110005480773,WAUKESHA,WI
RCRAINFO,WID988599403,110005480791,WAUKESHA,WI
RCRAINFO,WID006077077,110005423639,DODGE,WI
RCRAINFO,WID006077101,110001927005,MILWAUKEE,WI
RCRAINFO,WID006081103,110005423951,SHEBOYGAN,WI
NEI,NEIWI1339170,110010298622,WAUKESHA,WI
RCRAINFO,WID041192402,110005434636,MILWAUKEE,WI
RCRAINFO,WID988568085,110009518398,MILWAUKEE,WI
RCRAINFO,WID006085799,110000418566,MILWAUKEE,WI
RCRAINFO,WID000712950,110032993143,ROCK,WI
RCRAINFO,WID000713032,110015813459,DANE,WI
RCRAINFO,WID006085732,110008232297,RACINE,WI
RCRAINFO,WID006085906,110000850794,MILWAUKEE,WI
RCRAINFO,WID006086136,110005424460,MILWAUKEE,WI
RCRAINFO,WID000809079,110000855209,WINNEBAGO,WI
WI-ESR,8289,110000857662,MILWAUKEE,WI
RCRAINFO,WID000809152,110000418049,WAUKESHA,WI
RCRAINFO,WI0000123497,110005410064,MILWAUKEE,WI
RCRAINFO,WI0000123521,110005410091,MILWAUKEE,WI
RCRAINFO,WI0000961664,110005418468,MILWAUKEE,WI
RCRAINFO,WID000854752,110000555097,WAUKESHA,WI
RCRAINFO,WID001272327,110005422275,BARRON,WI
RCRAINFO,WI0000934133,110005418057,WINNEBAGO,WI
RCRAINFO,WI0000934158,110005418066,MILWAUKEE,WI
RCRAINFO,WI0000934760,110005418155,WOOD,WI
RCRAINFO,WI0000942318,110005418262,SHEBOYGAN,WI
RCRAINFO,WI0000942367,110005418299,WALWORTH,WI
RCRAINFO,WID001781046,110001922689,MILWAUKEE,WI
RCRAINFO,WI0000942433,110005418333,WINNEBAGO,WI
RCRAINFO,WI0000961607,110005418413,MILWAUKEE,WI
RCRAINFO,WI0000968388,110005418681,WAUKESHA,WI
RCRAINFO,WID003819562,110005422596,BROWN,WI
RCRAINFO,WID003912284,110009514114,WINNEBAGO,WI
RCRAINFO,WID000808519,110002120650,KENOSHA,WI
RCRAINFO,WID000808535,110005422042,MILWAUKEE,WI
RCRAINFO,WI0000060913,110005265925,KENOSHA,WI
RCRAINFO,WID980824981,110005452802,MILWAUKEE,WI
RCRAINFO,WID980825897,110005452848,ROCK,WI
RCRAINFO,WID988593232,110005476467,COLUMBIA,WI
RCRAINFO,WID988593430,110005476617,BROWN,WI
RCRAINFO,WID988593489,110005476635,MARATHON,WI
RCRAINFO,WID988640421,110008247637,WAUKESHA,WI
RCRAINFO,WID006098685,110005425272,MILWAUKEE,WI
RCRAINFO,WID006097430,110000885711,MILWAUKEE,WI
RCRAINFO,WID023617798,110005433227,WOOD,WI
RCRAINFO,WID026765156,110005433370,TREMPEALEAU,WI
RCRAINFO,WID029224482,110005433487,WAUPACA,WI
RCRAINFO,WID030018725,110001920725,ASHLAND,WI
RCRAINFO,WID030175228,110005433520,OUTAGAMIE,WI
RCRAINFO,WID057163057,110002121132,MILWAUKEE,WI
WI-ESR,110800,110006793568,WAUKESHA,WI
RCRAINFO,WID009783531,110005428359,LA CROSSE,WI
RCRAINFO,WID030188346,110005433584,OUTAGAMIE,WI
RCRAINFO,WID980896849,110005452866,WAUKESHA,WI
RCRAINFO,WID980896971,110009455669,PORTAGE,WI
RCRAINFO,WID106725641,110005448104,DANE,WI
RCRAINFO,WID108295254,110005448186,MILWAUKEE,WI
RCRAINFO,WID980904452,110000855799,PORTAGE,WI
RCRAINFO,WID084228915,110000593929,WASHINGTON,WI
RCRAINFO,WIR000006262,110005511589,MILWAUKEE,WI
RCRAINFO,WIR000006379,110005511632,MILWAUKEE,WI
RCRAINFO,WIR000006510,110005511703,MILWAUKEE,WI
RCRAINFO,WID988628707,110005496132,CHIPPEWA,WI
RCRAINFO,WIR000017947,110005520285,WASHINGTON,WI
RCRAINFO,WID006100630,110000416443,DODGE,WI
RCRAINFO,WIR000006973,110005512007,ROCK,WI
RCRAINFO,WID006102735,110002121178,MILWAUKEE,WI
RCRAINFO,WIR000007906,110000423587,WAUPACA,WI
RCRAINFO,WIR000007914,110005512613,WAUKESHA,WI
RCRAINFO,WID006100275,110000620668,DODGE,WI
RCRAINFO,WIR000018978,110005521079,COLUMBIA,WI
RCRAINFO,WID988641825,110005505747,MILWAUKEE,WI
RCRAINFO,WID009854522,110005428402,CRAWFORD,WI
RCRAINFO,WID010111599,110005428411,BROWN,WI
RCRAINFO,WID011614005,110005428509,WAUKESHA,WI
RCRAINFO,WID006103584,110012603487,SHEBOYGAN,WI
RCRAINFO,WID030181325,110009515426,OUTAGAMIE,WI
RCRAINFO,WIR000020388,110005522112,DANE,WI
RCRAINFO,WID008960981,110008232983,MILWAUKEE,WI
WI-ESR,8390,110000418316,MILWAUKEE,WI
RCRAINFO,WID035459585,110005433842,WASHINGTON,WI
RCRAINFO,WID037472883,110005433904,BARRON,WI
RCRAINFO,WID037478724,110005433922,EAU CLAIRE,WI
WI-ESR,112602,110005433922,EAU CLAIRE,WI
RCRAINFO,WID006106231,110002120918,MILWAUKEE,WI
RCRAINFO,WID012347191,110005428527,MILWAUKEE,WI
RCRAINFO,WID012495214,110001926667,MILWAUKEE,WI
RCRAINFO,WID014671051,110000420535,JUNEAU,WI
RCRAINFO,WID112351960,110005448275,BARRON,WI
RCRAINFO,WID113519607,110005448300,OZAUKEE,WI
RCRAINFO,WID988628749,110005496150,FOND DU LAC,WI
RCRAINFO,WID988640462,110005504775,WASHINGTON,WI
RCRAINFO,WID988640561,110005504837,MILWAUKEE,WI
RCRAINFO,WID988640645,110005504855,MILWAUKEE,WI
RCRAINFO,WID988610283,110005487044,DANE,WI
RCRAINFO,WID988641155,110005505211,OZAUKEE,WI
RCRAINFO,WIR000006676,110005511794,MILWAUKEE,WI
RCRAINFO,WID988629093,110005496418,ONEIDA,WI
RCRAINFO,WIR000018648,110005520846,WINNEBAGO,WI
RCRAINFO,WID988641460,110005505453,GRANT,WI
RCRAINFO,WIR000019794,110005521649,MARATHON,WI
RCRAINFO,WIR000019984,110005521818,LA CROSSE,WI
RCRAINFO,WIR000020156,110005521943,DANE,WI
RCRAINFO,WIR000007658,110005512490,MILWAUKEE,WI
WI-ESR,9004,110005425539,SHEBOYGAN,WI
RCRAINFO,WID006104285,110005425539,SHEBOYGAN,WI
AIRS/AFS,5511700014,110005425539,SHEBOYGAN,WI
RCRAINFO,WID006105217,110001922616,MILWAUKEE,WI
RCRAINFO,WID006105464,110005425584,SAUK,WI
RCRAINFO,WIR000008250,110005512891,ST. CROIX,WI
RCRAINFO,WIR000008292,110005512926,MILWAUKEE,WI
RCRAINFO,WIR000008318,110005512944,MILWAUKEE,WI
RCRAINFO,WID014802284,110005428652,MILWAUKEE,WI
RCRAINFO,WID014822571,110005428670,MILWAUKEE,WI
RCRAINFO,WID016741480,110005428732,MANITOWOC,WI
RCRAINFO,WIR000021162,110005522808,MILWAUKEE,WI
RCRAINFO,WID006106389,110005425628,MILWAUKEE,WI
AIRS/AQS,17085,110020991186,DODGE,WI
AIRS/AQS,17088,110021093083,DODGE,WI
RCRAINFO,WID006107379,110002122113,WINNEBAGO,WI
RBLC,25137,110017418837,MARINETTE,WI
RCRAINFO,WID079970778,110005442510,LINCOLN,WI
RCRAINFO,WID080049968,110009516247,DANE,WI
RCRAINFO,WID081136152,110005442930,ST. CROIX,WI
RCRAINFO,WID988629010,110005496356,DANE,WI
RCRAINFO,WID988629408,110005496640,WINNEBAGO,WI
RCRAINFO,WID988641023,110005505122,ROCK,WI
RCRAINFO,WID988641668,110005505621,MILWAUKEE,WI
RCRAINFO,WID988611059,110005487696,MILWAUKEE,WI
RCRAINFO,WID988611075,110005487703,MILWAUKEE,WI
RCRAINFO,WID988629606,110005496793,RACINE,WI
RCRAINFO,WID988629515,110005496739,MILWAUKEE,WI
RCRAINFO,WID988629671,110005496855,MILWAUKEE,WI
RCRAINFO,WIR000007757,110005512533,KENOSHA,WI
RCRAINFO,WIR000007815,110006463914,MILWAUKEE,WI
RCRAINFO,WID988630240,110005497266,BROWN,WI
RCRAINFO,WID988630273,110005497293,MILWAUKEE,WI
RCRAINFO,WIR000007328,110005512258,MILWAUKEE,WI
RCRAINFO,WIR000008466,110005513033,SHEBOYGAN,WI
RCRAINFO,WIR000008573,110005513131,CALUMET,WI
RCRAINFO,WIR000020511,110005522238,MILWAUKEE,WI
RCRAINFO,WIR000008680,110001922251,LA CROSSE,WI
RCRAINFO,WIR000008706,110005513239,OUTAGAMIE,WI
RCRAINFO,WIR000021337,110005522924,RACINE,WI
RCRAINFO,WID006106496,110000418307,MILWAUKEE,WI
RCRAINFO,WID006106686,110005425655,MILWAUKEE,WI
RCRAINFO,WIR000009167,110005513612,PRICE,WI
RCRAINFO,WIR000021519,110005523095,MILWAUKEE,WI
RCRAINFO,WIR000022087,110005523521,BROWN,WI
WI-ESR,9025,110000416773,SHEBOYGAN,WI
RCRAINFO,WID006112528,110005425913,MILWAUKEE,WI
RCRAINFO,WID006112262,110000894694,DANE,WI
RCRAINFO,WID006117790,110002120847,MILWAUKEE,WI
RCRAINFO,WID006117816,110005426182,MILWAUKEE,WI
RCRAINFO,WID080494479,110005442690,DANE,WI
RCRAINFO,WID080495237,110005442707,WINNEBAGO,WI
RCRAINFO,WID080497829,110005442716,DANE,WI
RCRAINFO,WID058736166,110005438286,WALWORTH,WI
WI-ESR,117929,110005447819,OUTAGAMIE,WI
RCRAINFO,WID988610838,110005487516,MILWAUKEE,WI
RCRAINFO,WID988610861,110005487543,SHEBOYGAN,WI
RCRAINFO,WID988611018,110005487669,MILWAUKEE,WI
RCRAINFO,WID061736864,110005439025,MILWAUKEE,WI
WI-ESR,146346,110005497060,WASHINGTON,WI
RCRAINFO,WID988630190,110005497220,WASHINGTON,WI
RCRAINFO,WID088878723,110000418940,MILWAUKEE,WI
RCRAINFO,WID988642088,110006463530,MARINETTE,WI
RCRAINFO,WID988642286,110005506087,BROWN,WI
RCRAINFO,WID988642351,110005506130,PORTAGE,WI
RCRAINFO,WIR000009126,110005513578,EAU CLAIRE,WI
RCRAINFO,WIR000009134,110005513587,MILWAUKEE,WI
RCRAINFO,WID006111272,110002122051,FOND DU LAC,WI
RCRAINFO,WID006111538,110005425897,DANE,WI
RCRAINFO,WID020475786,110005429214,ST. CROIX,WI
NCDB,I05#20001204MA-JK 1,110020511212,MILWAUKEE,WI
ICIS,30634,110020511212,MILWAUKEE,WI
RCRAINFO,WID021105093,110020511212,MILWAUKEE,WI
RCRAINFO,WID988588273,110005473353,FOND DU LAC,WI
RCRAINFO,WID988587853,110000875312,OUTAGAMIE,WI
RCRAINFO,WID988599577,110005480880,DANE,WI
RCRAINFO,WID988599718,110005480979,KENOSHA,WI
RCRAINFO,WID988599825,110005481068,RUSK,WI
RCRAINFO,WID988615431,110005489435,SAUK,WI
RCRAINFO,WID988616496,110005490218,MILWAUKEE,WI
RCRAINFO,WID988618724,110005491324,OUTAGAMIE,WI
RCRAINFO,WID988580809,110005471587,ONEIDA,WI
RCRAINFO,WID988596417,110005478973,MILWAUKEE,WI
RCRAINFO,WID058740218,110005438320,MILWAUKEE,WI
RCRAINFO,WID038760864,110017386121,BROWN,WI
RCRAINFO,WID038764791,110005434057,BROWN,WI
RCRAINFO,WID063500748,110000423550,WAUSHARA,WI
RCRAINFO,WID063503668,110001921305,COLUMBIA,WI
WI-ESR,150822,110000420893,BROWN,WI
RCRAINFO,WID089849400,110005444082,WAUKESHA,WI
RCRAINFO,WID089852040,110000417692,MILWAUKEE,WI
RCRAINFO,WID086693439,110005443804,WINNEBAGO,WI
RCRAINFO,WID130739097,110005449595,DOUGLAS,WI
RCRAINFO,WID093021905,110005444420,WAUKESHA,WI
RCRAINFO,WID144744059,110011858640,MILWAUKEE,WI
RCRAINFO,WID988570958,110005467093,WINNEBAGO,WI
RCRAINFO,WID988588455,110000419217,MILWAUKEE,WI
RCRAINFO,WID988589909,110005474557,MILWAUKEE,WI
RCRAINFO,WID988602132,110005482450,COLUMBIA,WI
RCRAINFO,WID988600607,110000421963,WOOD,WI
RCRAINFO,WID988599536,110005480862,MILWAUKEE,WI
RCRAINFO,WID988589800,110005474478,MANITOWOC,WI
RCRAINFO,WID988599924,110005481139,WALWORTH,WI
RCRAINFO,WID988601217,110005481763,JEFFERSON,WI
RCRAINFO,WID988603486,110005483529,OUTAGAMIE,WI
RCRAINFO,WID988603494,110006462737,MANITOWOC,WI
RCRAINFO,WID988603528,110005483556,CRAWFORD,WI
RCRAINFO,WID988600375,110005481371,MILWAUKEE,WI
RCRAINFO,WID988616033,110005489872,JEFFERSON,WI
RCRAINFO,WID988616868,110005490398,WAUKESHA,WI
WI-ESR,135805,110005486848,WINNEBAGO,WI
RCRAINFO,WID988595922,110005478535,MILWAUKEE,WI
RCRAINFO,WID020460788,110005428965,ROCK,WI
RCRAINFO,WID020462214,110005429027,MILWAUKEE,WI
RCRAINFO,WID038768289,110000421963,WOOD,WI
RCRAINFO,WID038984456,110005434235,KENOSHA,WI
RCRAINFO,WID020464848,110000418263,MILWAUKEE,WI
RCRAINFO,WID063504807,110005439579,MILWAUKEE,WI
RCRAINFO,WID063504856,110005439588,DANE,WI
RCRAINFO,WID063505754,110000419413,RACINE,WI
RCRAINFO,WID091778282,110005444206,DANE,WI
RCRAINFO,WID091785840,110001923731,MILWAUKEE,WI
RCRAINFO,WID130189590,110005449489,MILWAUKEE,WI
RCRAINFO,WID092779842,110005444340,LA CROSSE,WI
RCRAINFO,WID093427136,110005444563,MARATHON,WI
RCRAINFO,WID147737647,110005450136,MILWAUKEE,WI
RCRAINFO,WID981097785,110005454481,MILWAUKEE,WI
TRIS,53151STHWS2445S,110000859054,WAUKESHA,WI
RCRAINFO,WID981097926,110005454490,EAU CLAIRE,WI
RCRAINFO,WID988588950,110005473889,MILWAUKEE,WI
RCRAINFO,WID988589032,110005473941,MILWAUKEE,WI
RCRAINFO,WID988600748,110005481558,KENOSHA,WI
RCRAINFO,WID988615928,110005489774,MILWAUKEE,WI
RCRAINFO,WID988615969,110005489809,VILAS,WI
RCRAINFO,WID988615977,110005489818,WAUKESHA,WI
RCRAINFO,WID988601555,110005481996,BROWN,WI
RCRAINFO,WID988601696,110005482076,MILWAUKEE,WI
WI-ESR,142158,110006144797,ASHLAND,WI
RCRAINFO,WID988618252,110005490977,BROWN,WI
AIRS/AFS,5500100021,110009517059,ADAMS,WI
RCRAINFO,WID988597258,110009519422,WOOD,WI
RCRAINFO,WID988587622,110005472880,WALWORTH,WI
RCRAINFO,WID988631578,110005498292,CHIPPEWA,WI
WI-ESR,197386,110009521856,MILWAUKEE,WI
RCRAINFO,WID038985966,110005434306,MILWAUKEE,WI
RCRAINFO,WID062828926,110005439276,POLK,WI
RCRAINFO,WID062845300,110005439285,DOUGLAS,WI
RCRAINFO,WID063380869,110008234865,TAYLOR,WI
RCRAINFO,WID065454415,110005439837,PORTAGE,WI
RCRAINFO,WID147736417,110005441487,OZAUKEE,WI
NCDB,I05#19940811WI009 2,110005444876,KENOSHA,WI
RCRAINFO,WID096344627,110005444894,KENOSHA,WI
WI-ESR,118659,110001926471,MARATHON,WI
RCRAINFO,WID147743645,110005450181,MILWAUKEE,WI
RCRAINFO,WID981193626,110005455364,MANITOWOC,WI
RCRAINFO,WID988603429,110005483477,MILWAUKEE,WI
RCRAINFO,WID988603460,110005483501,PRICE,WI
WI-ESR,128985,110007911028,DOUGLAS,WI
RCRAINFO,WID988618419,110005491075,LA CROSSE,WI
RCRAINFO,WID988618450,110005491119,MILWAUKEE,WI
RCRAINFO,WID988598900,110005480434,WASHINGTON,WI
RCRAINFO,WID988598983,110005480498,BROWN,WI
RCRAINFO,WID988599031,110022161809,WAUKESHA,WI
RCRAINFO,WID988600086,110005481273,DANE,WI
RCRAINFO,WID988597118,110005479473,MILWAUKEE,WI
RCRAINFO,WID060460904,110005438909,ROCK,WI
RCRAINFO,WID062091301,110005439230,DANE,WI
RCRAINFO,WI0000280297,110009513491,MILWAUKEE,WI
RCRAINFO,WID094356334,110008235695,MILWAUKEE,WI
RCRAINFO,WID068303395,110005440291,MARATHON,WI
RCRAINFO,WID068304534,110000421428,DOOR,WI
WI-ESR,118713,110005450332,DOUGLAS,WI
RCRAINFO,WID150024313,110005450332,DOUGLAS,WI
RCRAINFO,WID150844389,110005450396,DANE,WI
RCRAINFO,WID156966533,110005450813,MILWAUKEE,WI
RCRAINFO,WID981193972,110005455435,WOOD,WI
RCRAINFO,WID981194954,110005455480,OZAUKEE,WI
RCRAINFO,WID981195498,110002038036,KEWAUNEE,WI
RCRAINFO,WI0000263681,110005412810,MARATHON,WI
RCRAINFO,WID988603775,110005483716,WAUKESHA,WI
RCRAINFO,WID988618989,110005491510,EAU CLAIRE,WI
RCRAINFO,WID981533581,110005456835,DANE,WI
RCRAINFO,WID981530470,110005456675,ROCK,WI
RCRAINFO,WI0000283747,110005413150,MILWAUKEE,WI
RCRAINFO,WI2211890270,110005420268,SAUK,WI
RCRAINFO,WI2360010340,110000577509,MONROE,WI
RCRAINFO,WI3140990125,110006366299,BROWN,WI
RCRAINFO,WID096349063,110005444910,DANE,WI
RCRAINFO,WID097336796,110005445278,JEFFERSON,WI
RCRAINFO,WID097337968,110005445296,MILWAUKEE,WI
RCRAINFO,WID168507234,110005451331,BROWN,WI
RCRAINFO,WID981193691,110005455391,WINNEBAGO,WI
RCRAINFO,WID174818328,110005451518,MILWAUKEE,WI
RCRAINFO,WID175689546,110005451527,MANITOWOC,WI
WI-ESR,120696,110005455934,MILWAUKEE,WI
RCRAINFO,WID982072795,110005460937,DANE,WI
RCRAINFO,WID982072811,110005460955,WALWORTH,WI
RCRAINFO,WID981198211,110005456069,MILWAUKEE,WI
RCRAINFO,WID982073439,110005460973,MARATHON,WI
RCRAINFO,WI0000263715,110005412847,MILWAUKEE,WI
RCRAINFO,WI0000289272,110005413383,WAUKESHA,WI
RCRAINFO,WI0000329540,110016892870,WAUKESHA,WI
RCRAINFO,WI0000351874,110008230413,OCONTO,WI
RCRAINFO,WI0000368308,110005414159,KENOSHA,WI
RCRAINFO,WI0000374801,110005414239,MILWAUKEE,WI
RCRAINFO,WID980613434,110005451992,DANE,WI
RCRAINFO,WID980614895,110005452054,SAUK,WI
RCRAINFO,WI9211890075,110005420936,DANE,WI
RCRAINFO,WI9690311122,110005420963,KENOSHA,WI
RCRAINFO,WID980679476,110005452250,OCONTO,WI
RCRAINFO,WIR000032110,110005530835,KENOSHA,WI
RCRAINFO,WIR000032144,110005530853,BROWN,WI
RCRAINFO,WID161929179,110005450966,BROWN,WI
RCRAINFO,WID164044349,110005451000,MILWAUKEE,WI
WI-ESR,146578,110001925542,WAUKESHA,WI
RCRAINFO,WID164075723,110005451082,DANE,WI
RCRAINFO,WID164124109,110005451180,OUTAGAMIE,WI
RCRAINFO,WID164125643,110005451215,FOND DU LAC,WI
RCRAINFO,WID165973033,110005451242,BUFFALO,WI
WI-ESR,120662,110005455792,EAU CLAIRE,WI
RCRAINFO,WID981197015,110005455818,RACINE,WI
RCRAINFO,WID181784067,110000418655,MILWAUKEE,WI
RCRAINFO,WID187974498,110005451670,ROCK,WI
RCRAINFO,WID981197692,110005456005,MARATHON,WI
RCRAINFO,WID982204968,110000419994,SAUK,WI
RCRAINFO,WID981201239,110005456274,ROCK,WI
RCRAINFO,WID982204778,110009517754,LA CROSSE,WI
RCRAINFO,WI0000283838,110005413230,ADAMS,WI
RCRAINFO,WI0000289066,110005413258,MILWAUKEE,WI
RCRAINFO,WI0000289082,110005413267,BURNETT,WI
RCRAINFO,WI0000289199,110005413329,CRAWFORD,WI
RCRAINFO,WI0000336917,110005413668,MARQUETTE,WI
RCRAINFO,WI0000337089,110005413677,ROCK,WI
RCRAINFO,WI0000352344,110005413935,MILWAUKEE,WI
RCRAINFO,WI5180090099,110005420534,DANE,WI
RCRAINFO,WI5211890020,110005420561,DANE,WI
RCRAINFO,WI0000361501,110001921813,EAU CLAIRE,WI
RCRAINFO,WID980614903,110005452063,DANE,WI
RCRAINFO,WID980614911,110005452072,JEFFERSON,WI
RCRAINFO,WID980614945,110000419119,MILWAUKEE,WI
RCRAINFO,WID006080071,110001926587,WAUKESHA,WI
RCRAINFO,WID006080519,110001922607,MILWAUKEE,WI
RCRAINFO,WID006082705,110000419253,MILWAUKEE,WI
RCRAINFO,WID980616973,110005452161,MANITOWOC,WI
RCRAINFO,WID006082945,110001923376,MILWAUKEE,WI
RCRAINFO,WID980682785,110005452349,WASHINGTON,WI
RCRAINFO,WID980683445,110005452367,OUTAGAMIE,WI
RCRAINFO,WID981538028,110005457013,WAUKESHA,WI
RCRAINFO,WID981538036,110005457022,WAUPACA,WI
RCRAINFO,WID177871175,110009516988,WINNEBAGO,WI
RCRAINFO,WIR000013243,110005516628,PORTAGE,WI
RCRAINFO,WID982209033,110005461455,OUTAGAMIE,WI
RCRAINFO,WIR000013466,110005516762,WAUKESHA,WI
WI-ESR,124707,110006143627,SHEBOYGAN,WI
RCRAINFO,WI0000351346,110005413775,WALWORTH,WI
RCRAINFO,WID006183644,110002034762,MONROE,WI
RCRAINFO,WI9210020054,110000620846,SAUK,WI
WI-ESR,9142,110005421070,WINNEBAGO,WI
RCRAINFO,WID006082523,110002433395,MILWAUKEE,WI
RCRAINFO,WID980701239,110005452483,MILWAUKEE,WI
RCRAINFO,WID980701759,110005452535,OUTAGAMIE,WI
RCRAINFO,WI0000003533,110005407666,MILWAUKEE,WI
RCRAINFO,WI0000003715,110005407719,MILWAUKEE,WI
WI-ESR,110066,110005426887,LA CROSSE,WI
RCRAINFO,WID023409444,110005431719,MILWAUKEE,WI
RCRAINFO,WID023412828,110005431728,MILWAUKEE,WI
RCRAINFO,WI0000007229,110005407933,MILWAUKEE,WI
WI-ESR,151794,110005408291,BROWN,WI
RCRAINFO,WID006082200,110009514347,MILWAUKEE,WI
RCRAINFO,WID000711192,110005421383,WAUKESHA,WI
RCRAINFO,WIR000013524,110015811031,MILWAUKEE,WI
RCRAINFO,WIR000013599,110005516851,KENOSHA,WI
RCRAINFO,WIR000013607,110005516860,WOOD,WI
RCRAINFO,WIR000029801,110005269048,DANE,WI
RCRAINFO,WID006205298,110007332001,LA CROSSE,WI
WI-ESR,9344,110000422677,VERNON,WI
RCRAINFO,WID006210728,110000422677,VERNON,WI
RCRAINFO,WI0000013789,110005408273,EAU CLAIRE,WI
RCRAINFO,WI0000449561,110005414809,MARATHON,WI
RCRAINFO,WID000711366,110005421445,WASHINGTON,WI
RCRAINFO,WID000711382,110027215500,MARATHON,WI
RCRAINFO,WID000711408,110007331510,DOUGLAS,WI
RCRAINFO,WID100082908,110005446026,CLARK,WI
RCRAINFO,WID193004645,110005451714,WINNEBAGO,WI
RCRAINFO,WID560010993,110005451741,PORTAGE,WI
RCRAINFO,WI0000674408,110005416157,OZAUKEE,WI
RCRAINFO,WI0000675173,110005416219,ROCK,WI
AIRS/AQS,17607,110020923991,WINNEBAGO,WI
RCRAINFO,WI0000038919,110005265168,MARATHON,WI
RCRAINFO,WI0000039925,110005265168,MARATHON,WI
WI-ESR,155245,110005416530,WAUKESHA,WI
RCRAINFO,WID980902936,110000419324,RACINE,WI
RCRAINFO,WID988640041,110005504427,DANE,WI
RCRAINFO,WID008107054,110002121365,DANE,WI
RCRAINFO,WID007947278,110000857742,MILWAUKEE,WI
AIRS/AFS,5508516067,110005428091,BROWN,WI
RCRAINFO,WID007947443,110005428108,MILWAUKEE,WI
RCRAINFO,WID008807679,110005428199,DOUGLAS,WI
RCRAINFO,WID027203967,110005433414,WASHINGTON,WI
RCRAINFO,WID027266097,110005433423,MILWAUKEE,WI
RCRAINFO,WID008960858,110000857751,WAUKESHA,WI
RCRAINFO,WID008807661,110005428180,DOUGLAS,WI
RCRAINFO,WID057164014,110001926925,MILWAUKEE,WI
RCRAINFO,WID057165318,110005438053,WINNEBAGO,WI
RCRAINFO,WID057166522,110000497383,DANE,WI
RCRAINFO,WID057167116,110005438080,WASHINGTON,WI
