UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
C,4.1,2000,51,3613834,1766605,1847229,1492388,1528220,180560,212025,13785,14379,62873,73899,2176,2247,14823,16459,1504568,1541620,183851,216240,23192,24889,67146,78352,3971,4137,1628768,1702786,1364335,1394468,175521,206389,11648,12311,62045,72962,1850,1920,13369,14736,1375241,1406380,178174,209844,20360,22010,65968,76990,3497,3607,137837,144443,128053,133752,5039,5636,2137,2068,828,937,326,327,1454,1723,129327,135240,5677,6396,2832,2879,1178,1362,474,530
C,4.1,2000,52,3704695,1813299,1891396,1550421,1586266,172751,202887,13679,14324,59884,69476,2119,2023,14445,16420,1562346,1599636,175872,206891,22888,24989,64007,73867,3882,3956,1679320,1750456,1425825,1455402,168026,197577,11554,12301,59061,68586,1827,1725,13027,14865,1436516,1467415,170523,200911,20110,22202,62837,72598,3433,3484,133979,140940,124596,130864,4725,5310,2125,2023,823,890,292,298,1418,1555,125830,132221,5349,5980,2778,2787,1170,1269,449,472
C,4.1,2000,53,3632868,1776452,1856416,1534350,1574556,157691,185857,13142,13440,55214,64520,1860,1964,14195,16079,1546261,1587924,160628,189729,22446,24159,58961,68499,3559,3650,1652332,1724889,1418856,1452630,153316,180763,11165,11552,54506,63703,1606,1652,12883,14589,1429616,1464676,155714,183968,19784,21577,57940,67356,3176,3193,124120,131527,115494,121926,4375,5094,1977,1888,708,817,254,312,1312,1490,116645,123248,4914,5761,2662,2582,1021,1143,383,457
C,4.1,2000,54,2816407,1371365,1445042,1165829,1204610,133852,160264,10506,10987,48186,54680,1806,1796,11186,12705,1175058,1214973,136303,163418,17484,19006,51390,58191,3280,3361,1259689,1325841,1061758,1093773,129959,155749,8826,9378,47550,53979,1544,1563,10052,11399,1069983,1103006,131911,158298,15266,16791,50501,57177,2902,2996,111676,119201,104071,110837,3893,4515,1680,1609,636,701,262,233,1134,1306,105075,111967,4392,5120,2218,2215,889,1014,378,365
C,4.1,2000,55,2849682,1386010,1463672,1183515,1225892,132618,159247,10115,10936,47020,53455,1655,1786,11087,12356,1192671,1236044,134964,162157,17152,18928,50122,56753,3143,3314,1280765,1351059,1085137,1120813,129115,155251,8582,9358,46441,52798,1439,1550,10051,11289,1093386,1130029,131013,157697,15111,16838,49302,55841,2806,2965,105245,112613,98378,105079,3503,3996,1533,1578,579,657,216,236,1036,1067,99285,106015,3951,4460,2041,2090,820,912,337,349
C,4.1,2000,56,2836798,1374595,1462203,1183896,1237933,125654,151536,9989,10280,43065,48615,1505,1576,10486,12263,1192576,1248081,127882,154431,16791,18396,45901,51749,2889,3058,1277915,1355215,1093610,1138096,122314,147716,8544,8912,42542,47980,1328,1355,9577,11156,1101504,1147286,124149,150125,14920,16488,45159,50841,2582,2711,96680,106988,90286,99837,3340,3820,1445,1368,523,635,177,221,909,1107,91072,100795,3733,4306,1871,1908,742,908,307,347
C,4.1,2000,57,2863506,1383736,1479770,1197791,1259444,123342,150620,9283,10006,41352,46648,1441,1448,10527,11604,1206680,1269119,125501,153366,16230,17743,44118,49485,2718,2752,1293117,1377498,1113111,1164041,120156,146874,8077,8670,40889,46040,1259,1279,9625,10594,1121208,1172830,121924,149185,14584,15911,43437,48665,2445,2489,90619,102272,84680,95403,3186,3746,1206,1336,463,608,182,169,902,1010,85472,96289,3577,4181,1646,1832,681,820,273,263
C,4.1,2000,58,2539800,1222387,1317413,1053347,1114979,110854,137813,8628,8975,38907,44056,1356,1287,9295,10303,1061109,1123514,112763,140204,14794,15771,41319,46700,2442,2490,1138997,1225057,975238,1028664,108106,134514,7470,7821,38470,43534,1181,1099,8532,9425,982328,1036417,109703,136543,13259,14210,40704,45946,2173,2218,83390,92356,78109,86315,2748,3299,1158,1154,437,522,175,188,763,878,78781,87097,3060,3661,1535,1561,615,754,269,272
C,4.1,2000,59,2376758,1139551,1237207,976914,1042849,106904,132591,8137,8490,37695,42352,1301,1323,8600,9602,984085,1050734,108661,134886,13693,14735,40103,44871,2376,2518,1059402,1147581,901845,959003,104132,129335,7062,7475,37289,41881,1135,1144,7939,8743,908452,966140,105589,131244,12315,13319,39526,44201,2130,2244,80149,89626,75069,83846,2772,3256,1075,1015,406,471,166,179,661,859,75633,84594,3072,3642,1378,1416,577,670,246,274
C,4.1,2000,60,2319855,1111479,1208376,949675,1014699,106945,133296,7650,8190,37602,41428,1240,1352,8367,9411,956675,1022419,108662,135536,12997,14177,39962,44009,2228,2476,1032778,1119590,876045,931635,104183,130060,6632,7165,37164,40955,1083,1181,7671,8594,882442,938647,105583,131938,11650,12744,39354,43353,2006,2235,78701,88786,73630,83064,2762,3236,1018,1025,438,473,157,171,696,817,74233,83772,3079,3598,1347,1433,608,656,222,241
C,4.1,2000,61,2221180,1061636,1159544,914927,983604,96724,121452,7249,7614,33869,37220,1099,1162,7768,8492,921426,990653,98335,123393,12345,13070,35974,39470,1991,2192,989707,1077256,847516,906677,94286,118368,6288,6672,33499,36770,962,996,7156,7773,853495,913083,95639,119974,11070,11822,35452,38845,1788,1948,71929,82288,67411,76927,2438,3084,961,942,370,450,137,166,612,719,67931,77570,2696,3419,1275,1248,522,625,203,244
C,4.1,2000,62,2171049,1033843,1137206,889946,962019,95782,120982,6758,7366,32856,37418,1116,1205,7385,8216,896127,968761,97329,122982,11494,12606,34915,39641,2046,2169,964480,1057112,824888,887257,93420,117937,5904,6376,32497,36974,980,1066,6791,7502,830544,893378,94733,119600,10371,11319,34404,39023,1834,1949,69363,80094,65058,74762,2362,3045,854,990,359,444,136,139,594,714,65583,75383,2596,3382,1123,1287,511,618,212,220
C,4.1,2000,63,2053137,971190,1081947,837411,917819,89014,113586,6230,6695,30719,35149,1004,1011,6812,7687,843078,924107,90480,115387,10575,11570,32649,37317,1787,1937,906270,1005342,776506,846014,86827,110850,5406,5799,30406,34747,861,891,6264,7041,781696,851741,88054,112366,9494,10392,32196,36739,1591,1746,64920,76605,60905,71805,2187,2736,824,896,313,402,143,120,548,646,61382,72366,2426,3021,1081,1178,453,578,196,191
C,4.1,2000,64,2040013,958283,1081730,827401,915884,88855,115726,5929,6607,28657,34994,867,983,6574,7536,832835,922062,90272,117553,10117,11425,30524,37101,1655,1826,895795,1006506,768677,845411,86698,112963,5188,5787,28369,34597,776,859,6087,6889,773684,851037,87914,114535,9149,10281,30112,36533,1518,1639,62488,75224,58724,70473,2157,2763,741,820,288,397,91,124,487,647,59151,71025,2358,3018,968,1144,412,568,137,187
C,4.1,2000,65,2029911,950651,1079260,822121,916331,87538,114073,5580,6405,28123,34142,965,1029,6324,7280,827442,922307,88839,115808,9620,10910,29879,36253,1713,1911,888922,1005281,764123,846926,85483,111507,4843,5541,27819,33777,869,879,5785,6651,768963,852356,86550,112965,8649,9772,29430,35713,1559,1700,61729,73979,57998,69405,2055,2566,737,864,304,365,96,150,539,629,58479,69951,2289,2843,971,1138,449,540,154,211
C,4.1,2000,66,1860320,864156,996164,750326,847015,77306,104137,4914,5663,24949,31828,827,866,5834,6655,755244,852522,78479,105725,8561,9830,26641,33688,1539,1648,810015,929789,699330,784766,75572,101730,4281,4938,24688,31501,746,746,5398,6108,703876,789787,76561,103072,7746,8862,26248,33231,1409,1471,54141,66375,50996,62249,1734,2407,633,725,261,327,81,120,436,547,51368,62735,1918,2653,815,968,393,457,130,177
C,4.1,2000,67,1896451,874079,1022372,760234,870958,78080,106165,4832,5694,24554,32054,822,873,5557,6628,764856,876380,79293,107782,8281,9847,26160,33877,1509,1699,821842,956799,711131,809460,76339,103832,4217,4975,24295,31698,721,765,5139,6069,715388,814399,77370,105196,7463,8882,25810,33388,1361,1525,52237,65573,49103,61498,1741,2333,615,719,259,356,101,108,418,559,49468,61981,1923,2586,818,965,350,489,148,174
C,4.1,2000,68,1864515,856145,1008370,754905,871651,69042,95507,4252,5166,22152,29158,688,782,5106,6106,759225,876731,70129,96949,7522,9022,23548,30814,1289,1476,805813,945934,707286,812821,67552,93440,3709,4515,21951,28844,601,675,4714,5639,711248,817494,68493,94682,6789,8151,23247,30384,1160,1317,50332,62436,47619,58830,1490,2067,543,651,201,314,87,107,392,467,47977,59237,1636,2267,733,871,301,430,129,159
C,4.1,2000,69,1882348,855331,1027017,755233,889532,68103,95378,4261,4884,22041,30231,735,796,4958,6196,759383,894676,69172,96808,7307,8710,23521,31977,1361,1569,805586,964211,708276,830455,66577,93215,3686,4216,21837,29934,649,684,4561,5707,712079,835178,67469,94438,6559,7820,23210,31553,1230,1404,49745,62806,46957,59077,1526,2163,575,668,204,297,86,112,397,489,47304,59498,1703,2370,748,890,311,424,131,165
C,4.1,2000,70,1875175,844517,1030658,745604,891836,67520,97804,4142,4837,21797,29417,644,743,4810,6021,749669,896771,68516,99299,7154,8584,23184,31095,1237,1468,796186,968661,699959,833443,65998,95746,3606,4163,21596,29095,564,650,4463,5564,703717,837970,66864,97046,6436,7707,22896,30669,1119,1326,48331,61997,45645,58393,1522,2058,536,674,201,322,80,93,347,457,45952,58801,1652,2253,718,877,288,426,118,142
C,4.1,2000,71,1788269,798517,989752,709694,862586,60691,89592,3562,4396,19495,26837,590,672,4485,5669,713516,867237,61606,91026,6419,7951,20712,28394,1137,1359,754991,932761,668495,809021,59425,87594,3083,3762,19315,26570,523,584,4150,5230,672016,813306,60201,88818,5785,7128,20446,28007,1042,1221,43526,56991,41199,53565,1266,1998,479,634,180,267,67,88,335,439,41500,53931,1405,2208,634,823,266,387,95,138
C,4.1,2000,72,1791696,791164,1000532,704877,874865,58965,89131,3380,4244,19102,26064,552,682,4288,5546,708571,879442,59762,90465,6108,7714,20331,27592,1033,1367,750172,946691,666043,824101,57802,87346,2940,3705,18913,25801,488,606,3986,5132,669459,828324,58502,88505,5512,6987,20071,27227,929,1232,40992,53841,38834,50764,1163,1785,440,539,189,263,64,76,302,414,39112,51118,1260,1960,596,727,260,365,104,135
C,4.1,2000,73,1725168,751433,973735,670976,854758,55518,84958,3042,3964,17493,24168,448,660,3956,5227,674353,859062,56291,86255,5565,7329,18597,25565,899,1287,713677,923157,635209,807119,54383,83258,2661,3438,17341,23923,396,573,3687,4846,638347,811098,55047,84383,5067,6626,18367,25229,814,1154,37756,50578,35767,47639,1135,1700,381,526,152,245,52,87,269,381,36006,47964,1244,1872,498,703,230,336,85,133
C,4.1,2000,74,1677133,717281,959852,640535,843101,53263,84066,2790,3761,16531,23216,418,566,3744,5142,643732,847327,54078,85376,5167,7003,17540,24547,834,1164,682195,911684,607271,797672,52238,82478,2461,3316,16398,22976,361,498,3466,4744,610231,801567,52937,83596,4701,6394,17338,24212,747,1053,35086,48168,33264,45429,1025,1588,329,445,133,240,57,68,278,398,33501,45760,1141,1780,466,609,202,335,87,111
C,4.1,2000,75,1651641,695865,955776,622731,845112,50154,79836,2785,3682,16297,21708,433,545,3465,4893,625652,849159,50889,81029,4961,6846,17288,22976,842,1111,663261,909969,591850,801916,49238,78312,2416,3190,16145,21491,389,480,3223,4580,594566,805702,49872,79364,4472,6214,17074,22669,766,1005,32604,45807,30881,43196,916,1524,369,492,152,217,44,65,242,313,31086,43457,1017,1665,489,632,214,307,76,106
C,4.1,2000,76,1556567,647773,908794,581713,807672,45301,73378,2439,3293,14830,19428,349,477,3141,4546,584400,811517,45956,74451,4451,6246,15676,20566,700,988,617507,867869,552933,769030,44510,72051,2132,2883,14703,19258,299,415,2930,4232,555445,772609,45066,72983,4049,5695,15500,20314,625,884,30266,40925,28780,38642,791,1327,307,410,127,170,50,62,211,314,28955,38908,890,1468,402,551,176,252,75,104
C,4.1,2000,77,1460781,599742,861039,538578,765667,41868,69555,2169,2988,13955,18130,327,481,2845,4218,540974,769153,42449,70622,3960,5729,14761,19213,680,962,572543,823724,512777,730471,41098,68302,1890,2640,13851,17957,279,427,2648,3927,515002,733713,41606,69230,3579,5246,14610,18971,606,875,27199,37315,25801,35196,770,1253,279,348,104,173,48,54,197,291,25972,35440,843,1392,381,483,151,242,74,87
C,4.1,2000,78,1431916,579368,852548,523777,764376,38179,64775,2045,2908,12339,16023,268,367,2760,4099,526130,767775,38771,65754,3747,5644,13146,16998,596,854,554953,817524,500607,731270,37504,63671,1794,2571,12249,15862,227,316,2572,3834,502801,734435,38026,64540,3409,5196,13002,16760,531,758,24415,35024,23170,33106,675,1104,251,337,90,161,41,51,188,265,23329,33340,745,1214,338,448,144,238,65,96
C,4.1,2000,79,1314908,521708,793200,472630,711632,33820,59825,1684,2630,10895,15075,272,353,2407,3685,474671,714726,34360,60734,3173,5025,11616,16004,558,765,500729,761008,452769,681332,33174,58662,1467,2329,10834,14952,226,310,2259,3423,454682,684197,33651,59438,2894,4609,11512,15819,493,693,20979,32192,19861,30300,646,1163,217,301,61,123,46,43,148,262,19989,30529,709,1296,279,416,104,185,65,72
C,4.1,2000,80,1207365,467013,740352,420094,659371,32770,60665,1547,2474,10262,13980,214,340,2126,3522,421855,662291,33228,61550,2872,4832,10883,14820,464,712,448056,711049,402119,631765,32262,59660,1336,2178,10182,13855,181,293,1976,3298,403754,634500,32653,60449,2580,4426,10768,14637,420,645,18957,29303,17975,27606,508,1005,211,296,80,125,33,47,150,224,18101,27791,575,1101,292,406,115,183,44,67
C,4.1,2000,81,1072048,406546,665502,368996,599710,26094,49320,1329,2023,8105,11162,234,287,1788,3000,370531,602227,26477,50058,2469,3987,8576,11868,451,670,391718,641644,355002,577284,25634,48463,1157,1799,8037,11047,197,245,1691,2806,356455,579637,25976,49111,2260,3676,8480,11709,399,594,14828,23858,13994,22426,460,857,172,224,68,115,37,42,97,194,14076,22590,501,947,209,311,96,159,52,76
C,4.1,2000,82,981562,364815,616747,332925,556945,22113,44717,1120,1878,6934,10227,206,280,1517,2700,334209,559214,22463,45382,2060,3676,7378,10843,399,580,351470,594815,320284,536216,21733,43952,982,1692,6886,10145,174,255,1411,2555,321480,538360,22043,44548,1875,3424,7294,10730,353,537,13345,21932,12641,20729,380,765,138,186,48,82,32,25,106,145,12729,20854,420,834,185,252,84,113,46,43
C,4.1,2000,83,883063,317289,565774,289117,511006,19380,41259,914,1611,6294,9109,165,240,1419,2549,290330,513164,19682,41910,1797,3317,6690,9669,327,500,306352,546710,278802,493035,19021,40608,804,1457,6253,9024,141,200,1331,2386,279937,495053,19289,41179,1646,3096,6625,9546,288,441,10937,19064,10315,17971,359,651,110,154,41,85,24,40,88,163,10393,18111,393,731,151,221,65,123,39,59
C,4.1,2000,84,801329,279234,522095,254798,472938,16961,36955,795,1504,5337,8163,145,209,1198,2326,255819,474891,17214,37518,1551,3076,5665,8668,288,485,269382,504633,245433,456427,16675,36393,717,1357,5295,8092,121,180,1141,2184,246405,458260,16909,36882,1444,2857,5608,8569,253,435,9852,17462,9365,16511,286,562,78,147,42,71,24,29,57,142,9414,16631,305,636,107,219,57,99,35,50
C,4.1,2000,85,730194,244874,485320,222571,438476,15554,36018,763,1379,4773,7120,114,191,1099,2136,223511,440263,15793,36553,1447,2847,5072,7580,251,411,236094,468917,214266,422971,15301,35454,667,1242,4732,7062,95,171,1033,2017,215150,424655,15510,35941,1327,2659,5011,7483,223,376,8780,16403,8305,15505,253,564,96,137,41,58,19,20,66,119,8361,15608,283,612,120,188,61,97,28,35
C,4.1,2000,86,635154,204981,430173,186479,389095,12982,31815,578,1283,3929,5943,97,157,916,1880,187262,390703,13194,32253,1136,2572,4186,6330,204,345,197339,415243,179239,375026,12757,31302,520,1141,3890,5879,80,134,853,1761,179969,376531,12942,31689,1044,2365,4130,6240,181,316,7642,14930,7240,14069,225,513,58,142,39,64,17,23,63,119,7293,14172,252,564,92,207,56,90,23,29
C,4.1,2000,87,557330,173520,383810,157273,346653,11406,29147,609,1120,3360,5086,102,140,770,1664,157939,348072,11578,29589,1077,2250,3572,5420,188,306,166971,370653,151077,334223,11232,28699,532,1006,3324,5040,86,115,720,1570,151702,335563,11373,29091,985,2095,3521,5355,162,267,6549,13157,6196,12430,174,448,77,114,36,46,16,25,50,94,6237,12509,205,498,92,155,51,65,26,39
C,4.1,2000,88,465481,139395,326086,126291,296244,9017,23289,468,901,2868,4162,90,143,661,1347,126844,297387,9186,23633,869,1811,3066,4460,189,298,133961,314915,121163,285709,8865,22898,407,814,2841,4121,76,124,609,1249,121670,286771,9007,23194,783,1672,3025,4397,160,261,5434,11171,5128,10535,152,391,61,87,27,41,14,19,52,98,5174,10616,179,439,86,139,41,63,29,37
C,4.1,2000,89,401659,113731,287928,101942,259837,8299,22337,397,868,2481,3579,62,104,550,1203,102403,260833,8425,22673,703,1679,2647,3836,157,230,109111,278198,97596,250607,8157,22031,349,779,2447,3547,52,88,510,1146,98029,251557,8264,22338,639,1560,2595,3792,139,204,4620,9730,4346,9230,142,306,48,89,34,32,10,16,40,57,4374,9276,161,335,64,119,52,44,18,26
C,4.1,2000,90,327904,89678,238226,80652,216211,6345,17689,343,627,1887,2690,49,80,402,929,80998,216999,6441,17924,591,1249,1996,2882,102,180,86023,230566,77180,209008,6251,17380,298,575,1872,2667,42,66,380,870,77506,209745,6339,17585,538,1166,1971,2848,91,156,3655,7660,3472,7203,94,309,45,52,15,23,7,14,22,59,3492,7254,102,339,53,83,25,34,11,24
C,4.1,2000,91,266386,68980,197406,62185,180122,4722,13918,233,494,1475,2044,39,72,326,756,62463,180776,4796,14088,432,989,1574,2218,84,160,66090,191144,59445,174185,4648,13720,205,444,1454,2022,32,55,306,718,59705,174803,4712,13879,394,925,1549,2182,76,139,2890,6262,2740,5937,74,198,28,50,21,22,7,17,20,38,2758,5973,84,209,38,64,25,36,8,21
C,4.1,2000,92,218217,54437,163780,48721,148972,4082,11984,191,414,1156,1698,38,74,249,638,48933,149503,4142,12166,340,845,1230,1822,73,143,52046,158696,46458,144184,4032,11813,169,377,1126,1665,32,61,229,596,46654,144686,4078,11979,317,784,1193,1775,64,119,2391,5084,2263,4788,50,171,22,37,30,33,6,13,20,42,2279,4817,64,187,23,61,37,47,9,24
C,4.1,2000,93,169066,39693,129373,35398,117290,3060,9793,118,344,867,1413,31,48,219,485,35577,117703,3115,9943,235,659,942,1507,62,98,37826,125300,33639,113403,3009,9681,94,319,855,1394,25,45,204,458,33805,113794,3056,9820,205,621,924,1481,53,91,1867,4073,1759,3887,51,112,24,25,12,19,6,3,15,27,1772,3909,59,123,30,38,18,26,9,7
C,4.1,2000,94,130958,29537,101421,26015,91404,2524,8330,119,250,693,1075,28,43,158,319,26137,91675,2561,8424,203,457,761,1149,49,82,28070,98091,24627,88238,2491,8239,101,221,685,1061,23,36,143,296,24742,88490,2521,8322,177,417,746,1125,41,67,1467,3330,1388,3166,33,91,18,29,8,14,5,7,15,23,1395,3185,40,102,26,40,15,24,8,15
C,4.1,2000,95,98095,21097,76998,18445,69216,1936,6427,102,220,490,830,16,28,108,277,18532,69436,1961,6526,163,397,529,889,28,57,19987,74442,17396,66791,1905,6341,89,203,487,825,11,23,99,259,17475,66996,1926,6432,144,375,524,876,21,51,1110,2556,1049,2425,31,86,13,17,3,5,5,5,9,18,1057,2440,35,94,19,22,5,13,7,6
C,4.1,2000,96,72680,14704,57976,12803,51911,1396,4987,70,146,354,711,7,20,74,201,12858,52066,1425,5063,109,266,376,758,22,53,13916,56165,12075,50181,1360,4937,61,132,346,705,7,16,67,194,12124,50330,1382,5012,96,247,366,750,20,49,788,1811,728,1730,36,50,9,14,8,6,0,4,7,7,734,1736,43,51,13,19,10,8,2,4
C,4.1,2000,97,52844,10308,42536,8808,37657,1103,4076,55,105,267,516,8,16,67,166,8861,37783,1129,4139,93,214,295,560,19,28,9653,41115,8212,36333,1072,4012,48,94,261,508,7,16,53,152,8255,36449,1092,4068,79,196,280,547,14,27,655,1421,596,1324,31,64,7,11,6,8,1,0,14,14,606,1334,37,71,14,18,15,13,5,1
C,4.1,2000,98,36003,6804,29199,5738,25829,784,2716,34,107,186,397,12,20,50,130,5775,25927,800,2771,58,189,212,429,24,35,6357,28165,5327,24865,767,2679,29,100,181,392,12,17,41,112,5360,24953,779,2722,46,171,201,415,18,26,447,1034,411,964,17,37,5,7,5,5,0,3,9,18,415,974,21,49,12,18,11,14,6,9
C,4.1,2000,99,27162,5202,21960,4211,18994,743,2477,41,82,152,295,7,20,48,92,4244,19060,766,2525,67,134,174,319,22,33,4837,21167,3874,18267,733,2439,36,76,150,290,6,15,38,80,3901,18322,749,2478,57,121,165,314,17,25,365,793,337,727,10,38,5,6,2,5,1,5,10,12,343,738,17,47,10,13,9,5,5,8
C,4.1,2000,100,50454,10057,40397,7678,33636,1747,5553,126,194,290,699,46,49,170,266,7791,33822,1832,5681,229,329,382,803,90,109,9100,38721,6859,32136,1699,5470,103,164,272,689,38,41,129,221,6949,32296,1758,5569,180,282,335,768,67,82,957,1676,819,1500,48,83,23,30,18,10,8,8,41,45,842,1526,74,112,49,47,47,35,23,27
C,4.2,2000,999,280200922,137009464,143191458,111674186,115518022,16795373,18678916,1322984,1328765,5096058,5456370,231122,226605,1889741,1982780,113295841,117207032,17461010,19405011,2069737,2133197,5793488,6165425,449016,449366,118929110,126060601,94962616,99779983,16124368,17967671,1027883,1059335,4982780,5338919,181889,180788,1649574,1733905,96373478,101251987,16685927,18583957,1675099,1761002,5611180,5975382,370780,373393,18080354,17130857,16711570,15738039,671005,711245,295101,269430,113278,117451,49233,45817,240167,248875,16922363,15955045,775083,821054,394638,372195,182308,190043,78236,75973
C,4.2,2000,0,3805718,1949050,1856668,1492186,1415163,291477,282702,23723,22582,70510,67182,4151,3936,67003,65103,1553080,1474305,326001,316663,38368,36744,95024,90710,9583,9187,1554434,1480223,1135191,1074964,274068,266105,17228,16438,67356,64138,2910,2752,57681,55826,1187799,1125865,304259,295701,28667,27373,88823,84665,7181,6887,394616,376445,356995,340199,17409,16597,6495,6144,3154,3044,1241,1184,9322,9277,365281,348440,21742,20962,9701,9371,6201,6045,2402,2300
C,4.2,2000,1,3820647,1953136,1867511,1496086,1422284,294701,286083,23998,22934,69060,69154,4239,4055,65052,63001,1555190,1479497,328188,318937,38323,36809,92687,91699,9692,9139,1572816,1502140,1151875,1092310,277760,269485,17675,17017,66012,66174,3078,2882,56416,54272,1203267,1141769,307368,298282,29000,27846,86721,85867,7504,6938,380320,365371,344211,329974,16941,16598,6323,5917,3048,2980,1161,1173,8636,8729,351923,337728,20820,20655,9323,8963,5966,5832,2188,2201
C,4.2,2000,2,3790534,1939037,1851497,1482944,1409010,295966,285507,23357,22631,71200,70472,4155,3892,61415,59985,1538624,1463362,327543,316657,36957,35759,93450,92059,9265,8780,1565050,1493975,1143842,1085289,279534,269737,17290,16723,68278,67615,3029,2800,53077,51811,1192111,1132343,307315,297052,27923,27076,87785,86558,7132,6724,373987,357522,339102,323721,16432,15770,6067,5908,2922,2857,1126,1092,8338,8174,346513,331019,20228,19605,9034,8683,5665,5501,2133,2056
C,4.2,2000,3,3832855,1958991,1873864,1503352,1429256,296488,287904,23647,22904,72170,72214,4176,3890,59158,57696,1556941,1481392,326218,317232,37293,36076,93684,93059,9157,8864,1585022,1516389,1163794,1104992,280217,272192,17473,17007,69290,69411,2990,2796,51258,49991,1210350,1150281,306368,298047,28308,27445,88258,87744,7029,6818,373969,357475,339558,324264,16271,15712,6174,5897,2880,2803,1186,1094,7900,7705,346591,331111,19850,19185,8985,8631,5426,5315,2128,2046
C,4.2,2000,4,3926400,2010693,1915707,1543765,1462539,306742,297260,23984,23013,73383,72582,4275,4111,58544,56202,1596584,1513134,335819,325606,37872,36258,94775,92904,9495,8993,1633125,1554957,1200617,1134663,290353,281567,17853,17179,70497,69873,3085,3007,50720,48668,1246479,1178607,315879,306536,28941,27807,89369,87625,7343,6965,377568,360750,343148,327876,16389,15693,6131,5834,2886,2709,1190,1104,7824,7534,350105,334527,19940,19070,8931,8451,5406,5279,2152,2028
C,4.2,2000,5,3965175,2031106,1934069,1555129,1473375,317962,307999,24534,23533,72896,70400,4409,4137,56176,54625,1605584,1522334,345345,335039,38411,36967,93360,90199,9510,9044,1656341,1576311,1214454,1148349,301586,292236,18311,17602,70140,67677,3179,3023,48671,47424,1258250,1190963,325653,316022,29435,28429,88224,85151,7328,6997,374765,357758,340675,325026,16376,15763,6223,5931,2756,2723,1230,1114,7505,7201,347334,331371,19692,19017,8976,8538,5136,5048,2182,2047
C,4.2,2000,6,4019782,2058266,1961516,1572453,1490387,329430,320215,25143,24725,72851,69119,4397,4322,53992,52748,1620893,1537504,355118,345892,39173,38475,92592,87963,9433,9187,1686059,1605298,1233707,1166956,313128,304200,19039,18703,70143,66521,3242,3264,46800,45654,1275774,1207795,335659,326737,30360,29820,87585,83111,7387,7240,372207,356218,338746,323431,16302,16015,6104,6022,2708,2598,1155,1058,7192,7094,345119,329709,19459,19155,8813,8655,5007,4852,2046,1947
C,4.2,2000,7,4118211,2109896,2008315,1611104,1526035,342278,330728,26239,25730,73334,70130,4449,4270,52492,51422,1658014,1571841,366446,354860,40411,39975,92904,88690,9398,9164,1736760,1651071,1271350,1201228,326003,314997,19928,19541,70625,67508,3289,3159,45565,44638,1312150,1241063,347161,336160,31486,31190,87997,83915,7376,7184,373136,357244,339754,324807,16275,15731,6311,6189,2709,2622,1160,1111,6927,6784,345864,330778,19285,18700,8925,8785,4907,4775,2022,1980
C,4.2,2000,8,4179294,2137874,2041420,1636815,1556395,344237,334223,27205,26596,73436,69394,4549,4177,51632,50635,1682807,1601381,367127,357284,42178,41115,92629,87815,9537,9107,1770320,1689005,1301906,1236067,328382,318648,20942,20476,70803,66834,3469,3158,44818,43822,1341845,1275034,348401,338731,33242,32338,87826,83143,7600,7254,367554,352415,334909,320328,15855,15575,6263,6120,2633,2560,1080,1019,6814,6813,340962,326347,18726,18553,8936,8777,4803,4672,1937,1853
C,4.2,2000,9,4267393,2186337,2081056,1677063,1588953,351509,341146,27700,27008,74447,69900,4582,4484,51036,49565,1722295,1632831,373430,362753,42737,41881,93929,88388,9788,9506,1822091,1732871,1345481,1272915,335509,325592,21331,20736,71817,67305,3473,3368,44480,42955,1384955,1311000,354726,344487,33768,32926,89183,83637,7795,7548,364246,348185,331582,316038,16000,15554,6369,6272,2630,2595,1109,1116,6556,6610,337340,321831,18704,18266,8969,8955,4746,4751,1993,1958
