UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
N,8,2008,51,4406280,2153240,2253040,1788457,1825448,234250,282160,18594,19985,88405,99808,3179,3130,20355,22509,1805033,1843478,238979,288082,29712,32736,95770,107281,5816,5945,1921637,2023500,1573179,1613343,226157,272953,14562,16399,86996,98329,2660,2605,18083,19871,1587749,1629076,229931,277731,24640,27907,93790,105162,5061,5117,231603,229540,215278,212105,8093,9207,4032,3586,1409,1479,519,525,2272,2638,217284,214402,9048,10351,5072,4829,1980,2119,755,828
N,8,2008,52,4237780,2066038,2171742,1718231,1758776,222039,269706,17609,19241,85808,99136,3027,3145,19324,21738,1733917,1776095,226506,275491,28470,31724,92665,106294,5478,5838,1848496,1953943,1515986,1557658,214432,260958,13849,15818,84509,97652,2532,2624,17188,19233,1529813,1572840,217942,265599,23670,27124,90891,104182,4759,5041,217542,217799,202245,201118,7607,8748,3760,3423,1299,1484,495,521,2136,2505,204104,203255,8564,9892,4800,4600,1774,2112,719,797
N,8,2008,53,4230659,2068998,2161661,1721502,1753906,221300,265993,17620,18655,86453,98901,2978,3084,19145,21122,1736920,1770851,225921,271416,28309,30956,93179,105754,5450,5746,1855717,1949283,1523607,1557836,213564,257245,13943,15434,85158,97450,2480,2590,16965,18728,1537137,1572739,217191,261573,23598,26592,91406,103753,4711,4994,213281,212378,197895,196070,7736,8748,3677,3221,1295,1451,498,494,2180,2394,199783,198112,8730,9843,4711,4364,1773,2001,739,752
N,8,2008,54,4070911,1980737,2090174,1656298,1704396,206742,252039,16590,17982,80546,92846,2778,2940,17783,19971,1670726,1720417,210900,257200,26719,29897,86639,99042,5090,5424,1787309,1892941,1476932,1522256,199616,244086,13272,14942,79335,91492,2344,2488,15810,17677,1489629,1536319,202901,248190,22474,25750,84935,97177,4451,4721,193428,197233,179366,182140,7126,7953,3318,3040,1211,1354,434,452,1973,2294,181097,184098,7999,9010,4245,4147,1704,1865,639,703
N,8,2008,55,3913280,1898188,2015092,1593811,1651509,192205,235914,15563,16971,76747,88898,2601,2768,17261,19032,1607863,1666769,196130,240735,25568,28368,82596,94890,4775,5115,1719737,1829227,1428343,1479638,185693,228521,12448,14115,75655,87647,2190,2325,15408,16981,1440775,1493104,188777,232441,21575,24559,81084,93121,4176,4472,178451,185865,165468,171871,6512,7393,3115,2856,1092,1251,411,443,1853,2051,167088,173665,7353,8294,3993,3809,1512,1769,599,643
N,8,2008,56,3793368,1840183,1953185,1550223,1603229,183047,227414,14876,16112,73624,85828,2522,2600,15891,18002,1563040,1617658,186620,232038,24395,27181,78798,91188,4596,4842,1672879,1778807,1394994,1441912,176865,220519,12093,13395,72592,84664,2118,2238,14217,16079,1406361,1454676,179725,224286,20796,23531,77387,89570,4004,4293,167304,174378,155229,161317,6182,6895,2783,2717,1032,1164,404,362,1674,1923,156679,162982,6895,7752,3599,3650,1411,1618,592,549
N,8,2008,57,3667810,1773597,1894213,1493502,1554160,178765,222714,14365,15373,69217,82156,2403,2471,15345,17339,1506066,1568045,182331,227320,23589,26187,73991,87131,4263,4513,1613618,1726908,1344836,1399494,173073,216049,11758,12864,68244,81048,2020,2091,13687,15362,1355962,1411662,175870,219764,20196,22752,72658,85549,3723,3911,159979,167305,148666,154666,5692,6665,2607,2509,973,1108,383,380,1658,1977,150104,156383,6461,7556,3393,3435,1333,1582,540,602
N,8,2008,58,3639988,1760604,1879384,1474483,1535205,180766,222023,14319,15213,73652,87240,2498,2505,14886,17198,1486468,1548868,184276,226538,23310,25839,78290,92317,4489,4621,1602875,1711807,1328047,1380115,174970,215327,11739,12780,72656,86100,2120,2156,13343,15329,1338701,1392167,177746,218973,20022,22539,76935,90719,3950,4075,157729,167577,146436,155090,5796,6696,2580,2433,996,1140,378,349,1543,1869,147767,156701,6530,7565,3288,3300,1355,1598,539,546
N,8,2008,59,3510081,1691744,1818337,1431085,1500562,163429,204897,13202,14323,67505,79919,2240,2362,14283,16274,1442736,1513703,166657,209161,22009,24606,71815,84467,4068,4272,1549385,1665690,1298781,1359123,158298,198945,10943,12106,66636,78959,1910,2021,12817,14536,1309154,1370759,160861,202412,19055,21579,70594,83081,3574,3735,142359,152647,132304,141439,5131,5952,2259,2217,869,960,330,341,1466,1738,133582,142944,5796,6749,2954,3027,1221,1386,494,537
N,8,2008,60,3451267,1660538,1790729,1416127,1492529,152650,191609,12633,13706,63351,74935,2074,2101,13703,15849,1427381,1505385,155721,195552,21221,23792,67337,79312,3735,3966,1527326,1645257,1292285,1357441,147939,186107,10492,11665,62559,74021,1785,1790,12266,14233,1302280,1368893,150377,189338,18418,20981,66206,78007,3294,3473,133212,145472,123842,135088,4711,5502,2141,2041,792,914,289,311,1437,1616,125101,136492,5344,6214,2803,2811,1131,1305,441,493
N,8,2008,61,3629050,1747351,1881699,1515022,1598155,144338,182095,12780,13443,59229,69769,1907,2010,14075,16227,1526754,1611600,147215,186063,21941,24106,63090,73897,3617,3719,1620604,1742258,1397053,1468715,139950,176829,10737,11467,58467,68896,1651,1706,12746,14645,1407618,1480770,142267,180063,19241,21397,62008,72670,3227,3261,126747,139441,117969,129440,4388,5266,2043,1976,762,873,256,304,1329,1582,119136,130830,4948,6000,2700,2709,1082,1227,390,458
N,8,2008,62,2733427,1304879,1428548,1117036,1194678,113849,148319,9938,10729,51483,60219,1762,1805,10811,12798,1125961,1205114,116263,151515,16602,18778,54650,63814,3161,3383,1194707,1305204,1014368,1080148,110034,143537,8221,9026,50898,59496,1513,1540,9673,11457,1022286,1089409,111919,146105,14364,16464,53805,62788,2807,2973,110172,123344,102668,114530,3815,4782,1717,1703,585,723,249,265,1138,1341,103675,115705,4344,5410,2238,2314,845,1026,354,410
N,8,2008,63,2655578,1264454,1391124,1082287,1162995,111760,146612,9380,10498,48972,57190,1643,1804,10412,12025,1090834,1172817,113991,149527,15866,18154,51990,60472,3050,3245,1159400,1274332,984190,1054149,108255,142362,7821,8887,48356,56522,1428,1548,9350,10864,991806,1062954,110033,144746,13788,16004,51135,59536,2720,2877,105054,116792,98097,108846,3505,4250,1559,1611,616,668,215,256,1062,1161,99028,109863,3958,4781,2078,2150,855,936,330,368
N,8,2008,64,2601873,1231976,1369897,1062042,1155870,103939,137497,8837,9794,46064,53495,1492,1594,9602,11647,1069948,1165499,105965,140265,14911,17314,48818,56626,2776,3028,1137259,1260017,973506,1053216,100722,133683,7455,8346,45569,52844,1309,1389,8698,10539,980634,1061880,102349,135953,13101,15345,48115,55704,2469,2703,94717,109880,88536,102654,3217,3814,1382,1448,495,651,183,205,904,1108,89314,103619,3616,4312,1810,1969,703,922,307,325
N,8,2008,65,2687200,1268658,1418542,1104953,1209829,101445,136780,8527,9466,42563,49579,1394,1485,9776,11403,1113161,1219280,103523,139506,14922,17013,45154,52439,2605,2786,1179500,1313791,1021637,1112169,98366,132925,7271,8086,42092,48959,1225,1305,8909,10347,1029085,1120697,100053,135166,13254,15126,44480,51599,2333,2501,89158,104751,83316,97660,3079,3855,1256,1380,471,620,169,180,867,1056,84076,98583,3470,4340,1668,1887,674,840,272,285
N,8,2008,66,2367960,1109931,1258029,960152,1064872,91002,124936,7717,8575,41172,48280,1272,1363,8616,10003,967326,1073146,92819,127294,13314,15071,43522,50932,2321,2518,1028974,1162223,884320,975364,88313,121475,6611,7367,40745,47721,1118,1180,7867,9116,890836,982849,89809,123449,11851,13454,42918,50161,2080,2250,80957,95806,75832,89508,2689,3461,1106,1208,427,559,154,183,749,887,76490,90297,3010,3845,1463,1617,604,771,241,268
N,8,2008,67,2172880,1012372,1160508,873312,979532,84489,117437,7105,7908,38387,45139,1231,1289,7848,9203,879870,987114,86083,119622,12195,13871,40558,47574,2166,2408,936498,1070987,802250,895862,81917,114202,6087,6806,37998,44674,1085,1104,7161,8339,808216,902668,83212,115999,10846,12369,39993,46916,1946,2140,75874,89521,71062,83670,2572,3235,1018,1102,389,465,146,185,687,864,71654,84446,2871,3623,1349,1502,565,658,220,268
N,8,2008,68,2092782,971095,1121687,831852,941618,85126,117864,6889,7636,38561,44411,1205,1292,7462,8866,838079,948911,86648,119977,11583,13220,40744,46876,2105,2373,896604,1032461,762120,858192,82539,114611,5903,6607,38148,43920,1045,1107,6849,8024,767819,864750,83776,116353,10321,11785,40184,46188,1873,2111,74491,89226,69732,83426,2587,3253,986,1029,413,491,160,185,613,842,70260,84161,2872,3624,1262,1435,560,688,232,262
N,8,2008,69,1968110,910306,1057804,785530,895642,75749,105844,6150,7008,34949,40180,1079,1176,6849,7954,791231,902204,77217,107704,10564,12021,36853,42416,1857,2129,842187,975373,721680,818527,73436,102789,5293,6063,34574,39736,949,1020,6255,7238,726873,824455,74634,104307,9409,10751,36341,41804,1677,1902,68119,82431,63850,77115,2313,3055,857,945,375,444,130,156,594,716,64358,77749,2583,3397,1155,1270,512,612,180,227
N,8,2008,70,1910485,876776,1033709,758062,875693,72363,103228,5833,6697,32975,39186,999,1166,6544,7739,763545,882046,73724,105115,10044,11562,34806,41297,1803,2088,812271,954427,697618,801658,70153,100250,5025,5704,32640,38757,862,1021,5973,7037,702606,807395,71264,101793,8969,10296,34334,40701,1593,1870,64505,79282,60444,74035,2210,2978,808,993,335,429,137,145,571,702,60939,74651,2460,3322,1075,1266,472,596,210,218
N,8,2008,71,1781163,811214,969949,700878,821716,67374,96491,5398,6228,30753,37365,928,1022,5883,7127,705749,827527,68659,98180,9150,10698,32440,39406,1615,1903,751664,895023,645076,751657,65305,93716,4637,5299,30456,36943,813,911,5377,6497,649511,756913,66373,95127,8152,9491,32009,38826,1446,1720,59550,74926,55802,70059,2069,2775,761,929,297,422,115,111,506,630,56238,70614,2286,3053,998,1207,431,580,169,183
N,8,2008,72,1715493,774120,941373,669704,797862,64312,94225,5037,5865,28646,35780,821,960,5600,6681,674373,803346,65537,95833,8586,10087,30239,37671,1436,1711,717649,869341,616675,730441,62365,91549,4356,5052,28385,35406,723,844,5145,6049,620942,735380,63403,92895,7695,8967,29864,37139,1295,1538,56471,72032,53029,67421,1947,2676,681,813,261,374,98,116,455,632,53431,67966,2134,2938,891,1120,375,532,141,173
N,8,2008,73,1695235,758405,936830,657069,794896,63167,93267,4831,5836,27238,35187,804,987,5296,6657,661476,800325,64270,94885,8141,10003,28788,37099,1470,1763,702885,865369,604852,727860,61329,90742,4185,5003,26960,34848,726,850,4833,6066,608847,732765,62216,92116,7305,8895,28396,36607,1338,1573,55520,71461,52217,67036,1838,2525,646,833,278,339,78,137,463,591,52629,67560,2054,2769,836,1108,392,492,132,190
N,8,2008,74,1532826,678814,854012,589483,726026,55142,83692,4218,5082,24386,32379,776,876,4809,5957,593552,730956,56122,85118,7278,8773,25745,34101,1325,1562,629916,790124,543542,666154,53505,81415,3646,4345,24133,32050,697,749,4393,5411,547251,670607,54310,82597,6523,7801,25367,33627,1205,1368,48898,63888,45941,59872,1637,2277,572,737,253,329,79,127,416,546,46301,60349,1812,2521,755,972,378,474,120,194
N,8,2008,75,1485374,650020,835354,567119,711757,50977,80399,3901,4931,22867,31760,682,800,4474,5707,570869,716438,51911,81768,6637,8449,24194,33374,1243,1536,605410,775068,525220,655213,49489,78232,3364,4249,22642,31462,591,705,4104,5207,528642,659451,50274,79383,5934,7533,23876,32971,1105,1386,44610,60286,41899,56544,1488,2167,537,682,225,298,91,95,370,500,42227,56987,1637,2385,703,916,318,403,138,150
N,8,2008,76,1449779,628371,821408,552003,705909,46940,75286,3666,4660,21006,29398,625,766,4131,5389,555451,710390,47835,76595,6248,8057,22187,30862,1125,1376,585335,763026,511370,651055,45621,73261,3192,4024,20805,29095,547,661,3800,4930,514525,655144,46382,74356,5608,7222,21914,30450,1009,1215,43036,58382,40633,54854,1319,2025,474,636,201,303,78,105,331,459,40926,55246,1453,2239,640,835,273,412,116,161
N,8,2008,77,1395492,598083,797409,530486,691560,40754,68009,3303,4124,19210,27996,569,711,3761,5009,533638,695707,41598,69212,5615,7194,20318,29437,1045,1307,557309,741885,492003,639239,39497,66153,2835,3558,19051,27721,498,612,3425,4602,494857,643036,40191,67186,4999,6433,20076,29052,932,1166,40774,55524,38483,52321,1257,1856,468,566,159,275,71,99,336,407,38781,52671,1407,2026,616,761,242,385,113,141
N,8,2008,78,1392472,589431,803041,520476,693766,42041,71077,3435,4176,19230,28253,565,687,3684,5082,523587,697960,42797,72312,5750,7329,20316,29690,1000,1272,549049,746767,482399,640787,40745,69192,2980,3577,19057,27977,504,590,3364,4644,485224,644584,41378,70226,5130,6534,20066,29326,903,1130,40382,56274,38077,52979,1296,1885,455,599,173,276,61,97,320,438,38363,53376,1419,2086,620,795,250,364,97,142
N,8,2008,79,1272764,531771,740993,472575,643870,35635,63114,2905,3662,16847,25157,462,624,3347,4566,475400,647610,36365,64233,5016,6493,17779,26459,883,1194,496335,690516,439121,596409,34554,61383,2500,3113,16705,24885,400,539,3055,4187,441685,599832,35163,62340,4482,5780,17563,26076,791,1061,35436,50477,33454,47461,1081,1731,405,549,142,272,62,85,292,379,33715,47778,1202,1893,534,713,216,383,92,133
N,8,2008,80,1225713,504108,721605,449865,629841,32670,59642,2594,3441,15474,23757,428,549,3077,4375,452529,633432,33252,60738,4529,6167,16350,24967,788,1071,471382,674247,418850,585290,31740,57971,2254,2969,15323,23524,386,485,2829,4008,421289,588572,32232,58896,4070,5531,16133,24642,711,958,32726,47358,31015,44551,930,1671,340,472,151,233,42,64,248,367,31240,44860,1020,1842,459,636,217,325,77,113
N,8,2008,81,1154885,467890,686995,417872,601241,30287,56286,2373,3236,14257,21547,350,584,2751,4101,420222,604629,30802,57248,4149,5885,15021,22667,661,1087,438674,644089,390208,560782,29412,54872,2058,2797,14144,21344,316,514,2536,3780,392366,563891,29855,55700,3733,5295,14846,22399,594,974,29216,42906,27664,40459,875,1414,315,439,113,203,34,70,215,321,27856,40738,947,1548,416,590,175,268,67,113
N,8,2008,82,1064753,421375,643378,376361,564051,27623,52104,2056,2935,12490,19949,321,484,2524,3855,378524,567213,28145,53078,3672,5373,13196,20986,595,930,394904,603354,351277,526290,26817,50806,1812,2528,12392,19760,269,432,2337,3538,353281,529196,27262,51624,3334,4831,13046,20713,521,841,26471,40024,25084,37761,806,1298,244,407,98,189,52,52,187,317,25243,38017,883,1454,338,542,150,273,74,89
N,8,2008,83,1010725,391895,618830,349631,543479,25537,49938,1965,2816,12207,18543,288,435,2267,3619,351549,546479,26001,50874,3378,5111,12866,19479,559,862,367791,581314,326754,508136,24894,48648,1711,2446,12098,18361,259,379,2075,3344,328509,510899,25289,49440,3022,4623,12704,19232,502,778,24104,37516,22877,35343,643,1290,254,370,109,182,29,56,192,275,23040,35580,712,1434,356,488,162,247,57,84
N,8,2008,84,917527,349489,568038,312274,502195,22236,43428,1829,2521,10914,16243,287,389,1949,3262,313940,504944,22672,44169,3056,4662,11455,17092,487,740,327952,535101,291846,471076,21635,42365,1598,2196,10818,16105,251,339,1804,3020,293389,473631,21993,42997,2763,4233,11327,16880,435,652,21537,32937,20428,31119,601,1063,231,325,96,138,36,50,145,242,20551,31313,679,1172,293,429,128,212,52,88
N,8,2008,85,808088,305361,502727,273050,445097,19227,37943,1453,2247,9679,14185,206,353,1746,2902,274511,447500,19589,38691,2558,4164,10167,14919,435,649,286120,474186,254762,418127,18724,36986,1260,1981,9599,14082,182,315,1593,2695,256095,420357,19031,37623,2278,3804,10052,14768,390,591,19241,28541,18288,26970,503,957,193,266,80,103,24,38,153,207,18416,27143,558,1068,280,360,115,151,45,58
N,8,2008,86,734929,272709,462220,244055,410453,16994,33845,1328,2017,8579,12872,179,299,1574,2734,245409,412729,17358,34523,2314,3818,9018,13529,366,633,256147,436079,228313,385784,16528,32997,1180,1775,8524,12742,160,256,1442,2525,229557,387876,16830,33583,2114,3489,8924,13347,326,553,16562,26141,15742,24669,466,848,148,242,55,130,19,43,132,209,15852,24853,528,940,200,329,94,182,40,80
N,8,2008,87,644180,234833,409347,211660,365682,13750,28479,1033,1818,6926,10830,158,225,1306,2313,212769,367621,14021,29048,1840,3373,7324,11403,319,487,221100,386673,198636,344246,13360,27739,884,1616,6886,10751,132,194,1202,2127,199659,346029,13591,28216,1638,3087,7253,11269,278,423,13733,22674,13024,21436,390,740,149,202,40,79,26,31,104,186,13110,21592,430,832,202,286,71,134,41,64
N,8,2008,88,570874,203432,367442,181549,324334,13314,28669,937,1730,6347,10284,143,218,1142,2207,182485,326130,13572,29245,1648,3203,6702,10813,290,479,191390,346651,170116,304768,12979,27898,815,1546,6311,10201,118,195,1051,2043,170978,306432,13189,28395,1486,2944,6639,10689,255,438,12042,20791,11433,19566,335,771,122,184,36,83,25,23,91,164,11507,19698,383,850,162,259,63,124,35,41
N,8,2008,89,416223,145082,271141,128969,239280,9586,20946,743,1323,4853,7713,99,197,832,1682,129668,240696,9772,21335,1273,2457,5099,8106,186,389,136399,255988,120772,224979,9332,20443,627,1192,4812,7643,82,166,774,1565,121423,226307,9496,20777,1132,2273,5036,8005,162,337,8683,15153,8197,14301,254,503,116,131,41,70,17,31,58,117,8245,14389,276,558,141,184,63,101,24,52
N,8,2008,90,382234,132330,249904,119509,222852,7632,17604,626,1189,3754,6599,108,183,701,1477,120122,224082,7786,17982,1085,2187,3925,6949,198,359,124807,236186,112359,209891,7428,17139,548,1083,3716,6535,103,170,653,1368,112935,211036,7564,17470,982,2020,3871,6861,185,324,7523,13718,7150,12961,204,465,78,106,38,64,5,13,48,109,7187,13046,222,512,103,167,54,88,13,35
N,8,2008,91,300131,101856,198275,91236,175343,6293,14923,473,956,3162,5636,97,110,595,1307,91746,176441,6446,15263,846,1842,3336,5939,157,250,96130,187570,85813,165222,6126,14583,422,871,3150,5588,72,105,547,1201,86287,166234,6257,14876,777,1713,3307,5859,121,223,5726,10705,5423,10121,167,340,51,85,12,48,25,5,48,106,5459,10207,189,387,69,129,29,80,36,27
N,8,2008,92,243493,79667,163826,71305,145045,5007,11931,371,892,2460,4715,67,121,457,1122,71700,145985,5098,12206,650,1644,2595,4977,142,252,75002,154578,66884,136291,4868,11618,334,844,2439,4674,55,102,422,1049,67249,137177,4949,11855,592,1557,2566,4917,119,222,4665,9248,4421,8754,139,313,37,48,21,41,12,19,35,73,4451,8808,149,351,58,87,29,60,23,30
N,8,2008,93,206136,65852,140284,58656,123548,4381,11103,315,773,2029,3794,41,86,430,980,59005,124351,4480,11383,592,1458,2152,4004,101,194,61913,132174,54922,115872,4275,10842,270,706,2015,3766,31,80,400,908,55246,116614,4360,11086,538,1362,2127,3950,83,174,3939,8110,3734,7676,106,261,45,67,14,28,10,6,30,72,3759,7737,120,297,54,96,25,54,18,20
N,8,2008,94,165081,50903,114178,44931,99720,3676,9718,242,729,1678,3124,49,70,327,817,45206,100411,3758,9889,460,1305,1774,3312,84,155,47577,107095,41763,93029,3601,9474,220,667,1664,3100,41,58,288,767,42008,93680,3666,9628,415,1222,1748,3267,70,132,3326,7083,3168,6691,75,244,22,62,14,24,8,12,39,50,3198,6731,92,261,45,83,26,45,14,23
N,8,2008,95,124702,36977,87725,32641,76321,2651,7717,213,522,1200,2390,25,50,247,725,32847,76933,2729,7913,350,1008,1279,2543,55,137,34451,81957,30254,70861,2576,7553,190,476,1185,2367,19,40,227,660,30444,71421,2642,7717,321,936,1256,2499,41,114,2526,5768,2387,5460,75,164,23,46,15,23,6,10,20,65,2403,5512,87,196,29,72,23,44,14,23
N,8,2008,96,96549,27777,68772,24149,59663,2280,6243,189,507,915,1783,39,71,205,505,24317,60081,2340,6370,324,851,980,1892,65,135,25786,64163,22277,55306,2234,6093,157,475,907,1772,33,64,178,453,22427,55683,2276,6189,282,794,960,1869,52,113,1991,4609,1872,4357,46,150,32,32,8,11,6,7,27,52,1890,4398,64,181,42,57,20,23,13,22
N,8,2008,97,69529,19142,50387,16529,43678,1580,4458,113,372,725,1406,14,48,181,425,16668,44038,1635,4582,204,656,791,1501,54,111,17653,46823,15124,40293,1543,4355,98,342,721,1393,9,43,158,397,15249,40632,1584,4461,178,615,778,1479,41,96,1489,3564,1405,3385,37,103,15,30,4,13,5,5,23,28,1419,3406,51,121,26,41,13,22,13,15
N,8,2008,98,53918,14375,39543,12096,33438,1477,4466,119,297,555,993,14,28,114,321,12187,33700,1513,4574,179,502,598,1068,42,65,13187,36761,10983,30797,1439,4381,103,281,555,982,10,20,97,300,11060,31045,1471,4473,156,477,588,1052,33,51,1188,2782,1113,2641,38,85,16,16,0,11,4,8,17,21,1127,2655,42,101,23,25,10,16,9,14
N,8,2008,99,33554,8570,24984,7360,21640,707,2288,72,222,336,579,8,17,87,238,7431,21839,735,2347,129,369,361,646,20,57,7844,23151,6672,19913,692,2223,63,209,335,578,6,12,76,216,6733,20095,715,2275,117,351,356,634,16,46,726,1833,688,1727,15,65,9,13,1,1,2,5,11,22,698,1744,20,72,12,18,5,12,4,11
N,8,2008,100,72249,17076,55173,13957,46192,1875,6209,185,573,626,1341,62,96,371,762,14213,46769,2039,6520,377,1024,804,1585,164,256,15044,50803,12299,42246,1736,6076,108,503,595,1293,42,66,264,619,12486,42724,1836,6312,246,887,705,1469,107,180,2032,4370,1658,3946,139,133,77,70,31,48,20,30,107,143,1727,4045,203,208,131,137,99,116,57,76
