02,01,04000US01,EC,21,21, ,2002,2, ,282, ,78, ,7508, ,346791, ,6050, ,12651, ,272764, ,2339270, ,671111, ,2615060, ,395321, 
02,01,04000US01,EC,21,211, ,2002,1, ,45, ,12, ,792, ,47556, ,562, ,1119, ,37088, ,1447033, ,241036, ,1393849, ,294220, 
02,01,04000US01,EC,21,2111, ,2002,1, ,45, ,12, ,792, ,47556, ,562, ,1119, ,37088, ,1447033, ,241036, ,1393849, ,294220, 
02,01,04000US01,EC,21,21111, ,2002,1, ,45, ,12, ,792, ,47556, ,562, ,1119, ,37088, ,1447033, ,241036, ,1393849, ,294220, 
02,01,04000US01,EC,21,211111, ,2002,1, ,37, ,11, ,695, ,41230, ,470, ,935, ,30942, ,1415711, ,121183, ,1260384, ,276510, 
02,01,04000US01,EC,21,211112, ,2002,2, ,8, ,1, ,97, ,6326, ,92, ,184, ,6146, ,31322, ,119853, ,133465, ,17710, 
02,01,04000US01,EC,21,212, ,2002,2, ,154, ,49, ,5549, ,257667, ,4621, ,9775, ,204069, ,767217, ,384467, ,1068472, ,83212, 
02,01,04000US01,EC,21,2121, ,2002,1, ,38, ,19, ,3258, ,171234, ,2709, ,5871, ,136060, ,462609, ,268387, ,680383, ,50613, 
02,01,04000US01,EC,21,21211, ,2002,1, ,38, ,19, ,3258, ,171234, ,2709, ,5871, ,136060, ,462609, ,268387, ,680383, ,50613, 
02,01,04000US01,EC,21,212111, ,2002,1, ,28, ,12, ,567, ,24489, ,474, ,1009, ,19760, ,89248, ,62189, ,138884, ,12553, 
02,01,04000US01,EC,21,212112, ,2002,1, ,10, ,7, ,2691, ,146745, ,2235, ,4862, ,116300, ,373361, ,206198, ,541499, ,38060, 
02,01,04000US01,EC,21,2122, ,2002,9, ,3, ,0, ,7, ,293, ,6, ,12, ,206, ,769, ,423, ,1085, ,107, 
02,01,04000US01,EC,21,21223, ,2002,9, ,1, ,0, ,0,a,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
02,01,04000US01,EC,21,212234, ,2002,9, ,1, ,0, ,0,a,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
02,01,04000US01,EC,21,21229, ,2002,9, ,2, ,0, ,0,a,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
02,01,04000US01,EC,21,212299, ,2002,9, ,2, ,0, ,0,a,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
02,01,04000US01,EC,21,2123, ,2002,4, ,113, ,30, ,2284, ,86140, ,1906, ,3892, ,67803, ,303839, ,115657, ,387004, ,32492, 
02,01,04000US01,EC,21,21231, ,2002,5, ,51, ,18, ,1535, ,62097, ,1299, ,2756, ,49137, ,219673, ,79272, ,275941, ,23004, 
02,01,04000US01,EC,21,212311, ,2002,0, ,3, ,2, ,0,b,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
02,01,04000US01,EC,21,212312, ,2002,5, ,40, ,14, ,1352, ,56795, ,1151, ,2480, ,45040, ,202768, ,73204, ,255375, ,20597, 
02,01,04000US01,EC,21,212313, ,2002,0, ,1, ,0, ,0,a,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
02,01,04000US01,EC,21,212319, ,2002,4, ,7, ,2, ,75, ,2859, ,60, ,141, ,2344, ,11448, ,0,D,13547, ,0,D
02,01,04000US01,EC,21,21232, ,2002,2, ,60, ,11, ,0,f,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
02,01,04000US01,EC,21,212321, ,2002,3, ,48, ,7, ,454, ,14891, ,365, ,665, ,11814, ,50102, ,16986, ,62152, ,4936, 
02,01,04000US01,EC,21,212322, ,2002,3, ,4, ,0, ,0,b,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
02,01,04000US01,EC,21,212324, ,2002,0, ,1, ,1, ,0,b,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
02,01,04000US01,EC,21,212325, ,2002,0, ,7, ,3, ,179, ,4881, ,154, ,289, ,3645, ,20050, ,10286, ,27596, ,2740, 
02,01,04000US01,EC,21,21239, ,2002,0, ,2, ,1, ,0,b,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
02,01,04000US01,EC,21,212399, ,2002,0, ,2, ,1, ,0,b,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
02,01,04000US01,EC,21,213, ,2002,6, ,83, ,17, ,1167, ,41568, ,867, ,1757, ,31607, ,125020, ,45608, ,152739, ,17889, 
