SUMLEV,state,county,PLACE,cousub,NAME,StateName,PopCensus_2000,Popbase_2000,Pop_2000,Pop_2001,Pop_2002,Pop_2003,Pop_2004,Pop_2005,Pop_2006
157,08,047,99990,00000,Balance of Gilpin County,Colorado,4124,4124,4165,4188,4244,4256,4274,4353,4424
050,08,049,00000,00000,Grand County,Colorado,12442,12442,12481,12612,12894,13003,13205,13140,13406
157,08,049,28305,00000,Fraser town,Colorado,910,917,915,905,911,908,912,894,899
157,08,049,31605,00000,Granby town,Colorado,1525,1697,1694,1681,1691,1687,1693,1665,1674
157,08,049,31715,00000,Grand Lake town,Colorado,447,447,446,442,444,443,444,436,437
157,08,049,37600,00000,Hot Sulphur Springs town,Colorado,521,529,528,524,528,526,527,517,518
157,08,049,41560,00000,Kremmling town,Colorado,1578,1578,1576,1566,1579,1575,1577,1545,1549
157,08,049,85705,00000,Winter Park town,Colorado,662,662,671,706,708,705,709,701,717
157,08,049,99990,00000,Balance of Grand County,Colorado,6799,6612,6651,6788,7033,7159,7343,7382,7612
050,08,051,00000,00000,Gunnison County,Colorado,13956,13956,13994,14030,14008,13932,14134,14182,14331
157,08,051,18310,00000,Crested Butte town,Colorado,1529,1529,1532,1529,1517,1494,1517,1541,1554
157,08,051,33640,00000,Gunnison city,Colorado,5409,5411,5399,5315,5279,5244,5308,5283,5309
157,08,051,48555,00000,Marble town,Colorado,105,105,105,103,102,101,102,102,100
157,08,051,52570,00000,Mount Crested Butte town,Colorado,707,707,718,757,753,744,745,754,765
157,08,051,59830,00000,Pitkin town,Colorado,124,124,123,120,118,115,116,114,113
157,08,051,99990,00000,Balance of Gunnison County,Colorado,6082,6080,6117,6206,6239,6234,6346,6388,6490
050,08,053,00000,00000,Hinsdale County,Colorado,790,790,787,800,780,773,803,786,819
157,08,053,42330,00000,Lake City town,Colorado,375,378,376,381,370,365,379,369,383
157,08,053,99990,00000,Balance of Hinsdale County,Colorado,415,412,411,419,410,408,424,417,436
050,08,055,00000,00000,Huerfano County,Colorado,7862,7862,7828,7791,7898,7838,7738,7741,7808
157,08,055,44100,00000,La Veta town,Colorado,924,924,918,906,912,903,888,883,887
157,08,055,82350,00000,Walsenburg city,Colorado,4182,4186,4154,4078,4076,4014,3941,3932,3943
157,08,055,99990,00000,Balance of Huerfano County,Colorado,2756,2752,2756,2807,2910,2921,2909,2926,2978
050,08,057,00000,00000,Jackson County,Colorado,1577,1577,1578,1544,1534,1488,1472,1423,1406
157,08,057,82130,00000,Walden town,Colorado,734,734,732,709,698,675,661,635,621
157,08,057,99990,00000,Balance of Jackson County,Colorado,843,843,846,835,836,813,811,788,785
050,08,059,00000,00000,Jefferson County,Colorado,527056,525330,526591,530041,530299,527710,525119,524809,526994
157,08,059,03455,00000,Arvada city (pt.),Colorado,99306,99530,99464,99484,99299,99683,99450,100673,101827
157,08,059,08070,00000,Bow Mar town (pt.),Colorado,240,240,240,237,234,230,226,226,227
157,08,059,23135,00000,Edgewater city,Colorado,5445,5445,5461,5498,5429,5335,5262,5192,5159
157,08,059,30835,00000,Golden city,Colorado,17159,17173,17206,17271,17294,17468,17403,17308,17239
157,08,059,42495,00000,Lakeside town,Colorado,20,20,20,20,20,19,20,19,19
157,08,059,43000,00000,Lakewood city,Colorado,144126,144363,144427,144069,143499,142198,141223,140175,140024
157,08,059,45255,00000,Littleton city (pt.),Colorado,109,109,111,116,128,134,136,135,135
157,08,059,52075,00000,Morrison town,Colorado,430,424,424,420,417,412,410,409,407
157,08,059,52350,00000,Mountain View town,Colorado,569,569,568,561,553,543,535,527,523
157,08,059,75640,00000,Superior town (pt.),Colorado,3,0,6,28,33,41,43,43,43
157,08,059,83835,00000,Westminster city (pt.),Colorado,43521,43645,43886,44652,45222,45455,45556,45707,45845
157,08,059,84440,00000,Wheat Ridge city,Colorado,32913,32915,32872,32564,32154,31646,31348,31133,30979
157,08,059,99990,00000,Balance of Jefferson County,Colorado,181666,180897,181906,185121,186017,184546,183507,183262,184567
050,08,061,00000,00000,Kiowa County,Colorado,1622,1622,1611,1527,1492,1462,1418,1417,1413
157,08,061,22145,00000,Eads town,Colorado,747,747,742,703,686,671,650,649,647
157,08,061,34740,00000,Haswell town,Colorado,84,84,83,79,77,76,75,76,75
157,08,061,69700,00000,Sheridan Lake town,Colorado,66,66,66,63,62,61,60,60,60
157,08,061,99990,00000,Balance of Kiowa County,Colorado,725,725,720,682,667,654,633,632,631
050,08,063,00000,00000,Kit Carson County,Colorado,8011,8011,7990,7871,7950,7845,7740,7664,7590
157,08,063,06530,00000,Bethune town,Colorado,225,225,225,224,227,222,217,218,215
157,08,063,10600,00000,Burlington city,Colorado,3678,3678,3667,3610,3648,3610,3548,3506,3480
157,08,063,26765,00000,Flagler town,Colorado,612,612,615,622,624,610,596,592,586
157,08,063,69040,00000,Seibert town,Colorado,180,180,181,184,185,181,177,174,171
157,08,063,74485,00000,Stratton town,Colorado,669,669,666,652,661,652,639,629,627
157,08,063,81690,00000,Vona town,Colorado,95,95,95,93,94,92,92,91,90
157,08,063,99990,00000,Balance of Kit Carson County,Colorado,2552,2552,2541,2486,2511,2478,2471,2454,2421
050,08,065,00000,00000,Lake County,Colorado,7812,7812,7812,7829,7826,7703,7734,7724,7814
157,08,065,44320,00000,Leadville city,Colorado,2821,2821,2810,2772,2748,2722,2710,2684,2705
157,08,065,99990,00000,Balance of Lake County,Colorado,4991,4991,5002,5057,5078,4981,5024,5040,5109
050,08,067,00000,00000,La Plata County,Colorado,43941,43941,44177,44921,45784,46108,46572,47230,47936
157,08,067,05265,00000,Bayfield town,Colorado,1549,1587,1595,1620,1630,1647,1628,1658,1792
157,08,067,22035,00000,Durango city,Colorado,13922,14438,14473,14551,14877,14913,15251,15439,15614
157,08,067,38535,00000,Ignacio town,Colorado,669,671,672,673,675,669,656,644,630
157,08,067,99990,00000,Balance of La Plata County,Colorado,27801,27245,27437,28077,28602,28879,29037,29489,29900
050,08,069,00000,00000,Larimer County,Colorado,251494,251494,252942,259607,263748,266280,268810,271842,276253
157,08,069,06255,00000,Berthoud town (pt.),Colorado,4823,4878,4916,5085,5040,4967,4918,4892,4936
157,08,069,25115,00000,Estes Park town,Colorado,5413,5501,5527,5651,5664,5692,5803,5826,6006
157,08,069,27425,00000,Fort Collins city,Colorado,118652,119056,119659,122479,124621,125933,126995,128017,129467
157,08,069,39855,00000,Johnstown town (pt.),Colorado,X,177,177,175,173,304,450,594,755
157,08,069,46465,00000,Loveland city,Colorado,50608,51289,51816,54095,55735,56982,58346,59631,61122
157,08,069,77510,00000,Timnath town,Colorado,223,223,223,223,221,218,216,214,213
157,08,069,83230,00000,Wellington town,Colorado,2672,2674,2674,2683,2664,2637,2786,3467,4128
157,08,069,85485,00000,Windsor town (pt.),Colorado,284,310,348,500,650,774,885,1035,1206
157,08,069,99990,00000,Balance of Larimer County,Colorado,68819,67386,67602,68716,68980,68773,68411,68166,68420
050,08,071,00000,00000,Las Animas County,Colorado,15207,15207,15287,15224,15442,15504,15356,15387,15564
157,08,071,00760,00000,Aguilar town,Colorado,593,593,595,586,589,584,573,576,578
157,08,071,08345,00000,Branson town,Colorado,77,77,77,77,78,78,78,78,79
157,08,071,15550,00000,Cokedale town,Colorado,139,139,139,137,138,136,134,135,135
157,08,071,40570,00000,Kim town,Colorado,65,65,65,65,66,66,66,66,66
157,08,071,73715,00000,Starkville town,Colorado,128,128,129,128,129,129,129,130,130
157,08,071,78610,00000,Trinidad city,Colorado,9078,9096,9131,9045,9154,9153,9052,9042,9134
157,08,071,99990,00000,Balance of Las Animas County,Colorado,5127,5109,5151,5186,5288,5358,5324,5360,5442
050,08,073,00000,00000,Lincoln County,Colorado,6087,6087,6069,5891,5912,5866,5713,5617,5458
157,08,073,03235,00000,Arriba town,Colorado,244,244,243,233,234,233,229,225,217
157,08,073,29680,00000,Genoa town,Colorado,211,211,210,201,202,201,197,194,187
157,08,073,37875,00000,Hugo town,Colorado,885,885,881,848,851,841,815,799,771
157,08,073,44980,00000,Limon town,Colorado,2071,2071,2063,1992,1995,1982,1918,1879,1817
157,08,073,99990,00000,Balance of Lincoln County,Colorado,2676,2676,2672,2617,2630,2609,2554,2520,2466
050,08,075,00000,00000,Logan County,Colorado,20504,20574,20661,20985,21008,20956,20878,20687,20780
157,08,075,18640,00000,Crook town,Colorado,128,128,129,131,132,131,130,128,128
157,08,075,26875,00000,Fleming town,Colorado,426,426,429,442,448,451,450,443,442
157,08,075,38590,00000,Iliff town,Colorado,213,213,214,219,220,219,216,218,222
157,08,075,50040,00000,Merino town,Colorado,246,236,240,258,272,278,283,278,278
157,08,075,58235,00000,Peetz town,Colorado,227,227,228,232,233,231,229,225,224
157,08,075,73935,00000,Sterling city,Colorado,11360,12780,12810,12910,12847,12781,12713,12571,12581
157,08,075,99990,00000,Balance of Logan County,Colorado,7904,6564,6611,6793,6856,6865,6857,6824,6905
050,08,077,00000,00000,Mesa County,Colorado,116255,116935,117502,119209,122119,124570,127250,129746,134189
157,08,077,15605,00000,Collbran town,Colorado,388,394,395,395,400,402,405,407,415
157,08,077,19355,00000,De Beque town,Colorado,451,451,452,456,464,467,470,472,481
157,08,077,28745,00000,Fruita city,Colorado,6478,6641,6653,6672,6761,6813,6863,6907,7055
157,08,077,31660,00000,Grand Junction city,Colorado,41986,44583,44616,44548,45004,45301,45616,45903,46898
157,08,077,56970,00000,Palisade town,Colorado,2579,2583,2588,2596,2630,2648,2665,2680,2734
157,08,077,99990,00000,Balance of Mesa County,Colorado,64373,62283,62798,64542,66860,68939,71231,73377,76606
050,08,079,00000,00000,Mineral County,Colorado,831,831,838,815,857,888,932,923,929
157,08,079,17980,00000,Creede town,Colorado,377,377,380,367,385,397,414,408,409
157,08,079,99990,00000,Balance of Mineral County,Colorado,454,454,458,448,472,491,518,515,520
050,08,081,00000,00000,Moffat County,Colorado,13184,13184,13182,13219,13420,13408,13531,13397,13680
157,08,081,17760,00000,Craig city,Colorado,9189,9193,9179,9156,9244,9201,9263,9129,9251
157,08,081,20495,00000,Dinosaur town,Colorado,319,322,322,322,342,340,344,340,342
157,08,081,99990,00000,Balance of Moffat County,Colorado,3676,3669,3681,3741,3834,3867,3924,3928,4087
050,08,083,00000,00000,Montezuma County,Colorado,23830,23830,23887,23814,24074,24421,24667,24767,25217
157,08,083,17375,00000,Cortez city,Colorado,7977,7988,8009,7994,8123,8224,8226,8255,8448
157,08,083,20770,00000,Dolores town,Colorado,857,860,861,855,855,869,869,869,899
157,08,083,48115,00000,Mancos town,Colorado,1119,1119,1122,1121,1132,1152,1168,1184,1226
157,08,083,99990,00000,Balance of Montezuma County,Colorado,13877,13863,13895,13844,13964,14176,14404,14459,14644
050,08,085,00000,00000,Montrose County,Colorado,33432,33432,33599,34334,35307,35895,36610,37554,38559
157,08,085,51745,00000,Montrose city,Colorado,12344,12858,12947,13324,13956,14331,14872,15582,16449
157,08,085,53120,00000,Naturita town,Colorado,635,635,637,647,663,666,668,666,659
157,08,085,54935,00000,Nucla town,Colorado,734,734,734,737,741,739,737,740,733
157,08,085,55540,00000,Olathe town,Colorado,1573,1592,1598,1624,1650,1669,1687,1706,1721
157,08,085,99990,00000,Balance of Montrose County,Colorado,18146,17613,17683,18002,18297,18490,18646,18860,18997
050,08,087,00000,00000,Morgan County,Colorado,27171,27171,27265,27383,27662,27959,28046,27997,28109
157,08,087,09555,00000,Brush city,Colorado,5117,5117,5130,5133,5162,5195,5204,5186,5205
157,08,087,27810,00000,Fort Morgan city,Colorado,11034,11035,11044,10980,11006,11014,10961,10845,10807
157,08,087,36610,00000,Hillrose town,Colorado,254,254,256,261,268,272,274,274,278
157,08,087,45695,00000,Log Lane Village town,Colorado,1006,1015,1020,1030,1042,1042,1034,1020,1010
157,08,087,84770,00000,Wiggins town,Colorado,838,838,843,854,862,925,950,951,944
157,08,087,99990,00000,Balance of Morgan County,Colorado,8922,8912,8972,9125,9322,9511,9623,9721,9865
050,08,089,00000,00000,Otero County,Colorado,20311,20311,20261,20075,19798,19706,19577,19507,19452
157,08,089,13460,00000,Cheraw town,Colorado,211,213,213,212,209,210,212,212,211
157,08,089,27975,00000,Fowler town,Colorado,1206,1206,1201,1183,1162,1155,1142,1138,1134
157,08,089,42110,00000,La Junta city,Colorado,7568,7573,7557,7494,7401,7363,7298,7265,7242
157,08,089,48500,00000,Manzanola town,Colorado,525,525,523,518,509,506,500,496,494
157,08,089,65190,00000,Rocky Ford city,Colorado,4286,4286,4273,4225,4156,4131,4146,4124,4118
157,08,089,75970,00000,Swink town,Colorado,696,696,695,691,683,687,683,684,681
157,08,089,99990,00000,Balance of Otero County,Colorado,5819,5812,5799,5752,5678,5654,5596,5588,5572
050,08,091,00000,00000,Ouray County,Colorado,3742,3742,3779,3857,3959,4001,4152,4257,4307
157,08,091,56420,00000,Ouray city,Colorado,813,813,818,822,824,833,857,876,896
157,08,091,64200,00000,Ridgway town,Colorado,713,716,721,727,735,731,745,752,749
157,08,091,99990,00000,Balance of Ouray County,Colorado,2216,2213,2240,2308,2400,2437,2550,2629,2662
050,08,093,00000,00000,Park County,Colorado,14523,14523,14698,15399,16107,16482,16744,16944,17157
157,08,093,01530,00000,Alma town,Colorado,179,179,179,180,184,185,186,183,181
157,08,093,25610,00000,Fairplay town,Colorado,610,625,630,649,669,675,678,677,678
157,08,093,99990,00000,Balance of Park County,Colorado,13734,13719,13889,14570,15254,15622,15880,16084,16298
050,08,095,00000,00000,Phillips County,Colorado,4480,4480,4461,4484,4542,4505,4572,4577,4601
157,08,095,34960,00000,Haxtun town,Colorado,982,982,978,981,999,986,996,993,997
157,08,095,37270,00000,Holyoke city,Colorado,2261,2261,2250,2261,2283,2258,2290,2285,2291
157,08,095,57245,00000,Paoli town,Colorado,42,42,42,42,43,42,43,43,42
157,08,095,99990,00000,Balance of Phillips County,Colorado,1195,1195,1191,1200,1217,1219,1243,1256,1271
050,08,097,00000,00000,Pitkin County,Colorado,14872,14872,14777,14842,14882,14866,14748,14822,14798
157,08,097,03620,00000,Aspen city,Colorado,5914,5977,5925,5894,5895,5841,5767,5769,5728
157,08,097,04935,00000,Basalt town (pt.),Colorado,729,732,732,755,784,793,803,814,821
157,08,097,71755,00000,Snowmass Village town,Colorado,1822,1822,1805,1794,1811,1788,1760,1755,1741
157,08,097,99990,00000,Balance of Pitkin County,Colorado,6407,6341,6315,6399,6392,6444,6418,6484,6508
050,08,099,00000,00000,Prowers County,Colorado,14483,14483,14469,14310,14230,14149,13984,13923,13776
157,08,099,31550,00000,Granada town,Colorado,640,640,640,634,631,625,613,613,612
157,08,099,34520,00000,Hartman town,Colorado,111,111,111,110,110,109,109,109,108
157,08,099,37215,00000,Holly town,Colorado,1048,1048,1047,1038,1033,1026,1008,1000,987
157,08,099,43110,00000,Lamar city,Colorado,8869,8869,8858,8754,8693,8631,8492,8440,8356
157,08,099,85045,00000,Wiley town,Colorado,483,483,483,477,476,475,476,476,470
157,08,099,99990,00000,Balance of Prowers County,Colorado,3332,3332,3330,3297,3287,3283,3286,3285,3243
050,08,101,00000,00000,Pueblo County,Colorado,141472,141472,141862,144387,147258,148712,149649,150974,152912
157,08,101,07795,00000,Boone town,Colorado,323,323,324,329,334,334,333,332,333
157,08,101,62000,00000,Pueblo city,Colorado,102121,102139,102151,102888,103679,103624,103274,103269,103730
157,08,101,66895,00000,Rye town,Colorado,202,202,202,203,204,204,205,204,203
157,08,101,99990,00000,Balance of Pueblo County,Colorado,38826,38808,39185,40967,43041,44550,45837,47169,48646
050,08,103,00000,00000,Rio Blanco County,Colorado,5986,5986,5988,5909,6002,5988,6055,6000,6180
157,08,103,49875,00000,Meeker town,Colorado,2242,2242,2239,2196,2237,2233,2260,2232,2300
157,08,103,62880,00000,Rangely town,Colorado,2096,2100,2101,2075,2093,2079,2090,2051,2090
157,08,103,99990,00000,Balance of Rio Blanco County,Colorado,1648,1644,1648,1638,1672,1676,1705,1717,1790
050,08,105,00000,00000,Rio Grande County,Colorado,12413,12413,12434,12208,12203,12300,12378,12251,12006
157,08,105,12855,00000,Center town (pt.),Colorado,29,29,29,28,28,28,28,27,26
157,08,105,19795,00000,Del Norte town,Colorado,1705,1879,1875,1815,1794,1784,1767,1736,1685
157,08,105,51635,00000,Monte Vista city,Colorado,4529,4583,4581,4459,4406,4400,4374,4263,4159
157,08,105,72395,00000,South Fork town,Colorado,604,604,602,581,575,577,584,575,558
157,08,105,99990,00000,Balance of Rio Grande County,Colorado,5546,5318,5347,5325,5400,5511,5625,5650,5578
050,08,107,00000,00000,Routt County,Colorado,19690,19690,19833,20233,20374,20763,21053,21284,21580
157,08,107,35070,00000,Hayden town,Colorado,1634,1638,1631,1591,1568,1572,1563,1539,1534
157,08,107,55155,00000,Oak Creek town,Colorado,849,849,845,824,811,813,808,795,791
157,08,107,73825,00000,Steamboat Springs city,Colorado,9815,9968,9915,9636,9479,9505,9461,9329,9315
157,08,107,86475,00000,Yampa town,Colorado,443,443,441,430,423,424,422,415,413
157,08,107,99990,00000,Balance of Routt County,Colorado,6949,6792,7001,7752,8093,8449,8799,9206,9527
050,08,109,00000,00000,Saguache County,Colorado,5917,5917,5986,6158,6462,6654,6992,7032,7006
157,08,109,07571,00000,Bonanza town,Colorado,14,14,14,14,14,15,15,15,15
157,08,109,12855,00000,Center town (pt.),Colorado,2363,2363,2369,2355,2413,2442,2517,2471,2419
157,08,109,18420,00000,Crestone town,Colorado,73,73,73,72,74,78,84,84,86
157,08,109,51250,00000,Moffat town,Colorado,114,114,114,114,117,118,124,121,122
157,08,109,67005,00000,Saguache town,Colorado,578,578,579,576,589,596,617,606,595
157,08,109,99990,00000,Balance of Saguache County,Colorado,2775,2775,2837,3027,3255,3405,3635,3735,3769
050,08,111,00000,00000,San Juan County,Colorado,558,558,556,573,567,569,578,568,578
157,08,111,70580,00000,Silverton town,Colorado,531,531,529,545,539,542,550,539,548
157,08,111,99990,00000,Balance of San Juan County,Colorado,27,27,27,28,28,27,28,29,30
050,08,113,00000,00000,San Miguel County,Colorado,6594,6594,6622,6891,7153,7125,7103,7190,7143
157,08,113,52550,00000,Mountain Village town,Colorado,978,978,992,1074,1128,1114,1112,1141,1195
157,08,113,54880,00000,Norwood town,Colorado,438,438,439,452,466,462,458,459,445
157,08,113,55870,00000,Ophir town,Colorado,113,113,113,116,119,118,117,119,124
157,08,113,68655,00000,Sawpit town,Colorado,25,25,25,25,26,25,25,24,23
157,08,113,76795,00000,Telluride town,Colorado,2221,2221,2224,2287,2347,2321,2293,2296,2267
157,08,113,99990,00000,Balance of San Miguel County,Colorado,2819,2819,2829,2937,3067,3085,3098,3151,3089
050,08,115,00000,00000,Sedgwick County,Colorado,2747,2747,2750,2669,2709,2645,2550,2523,2467
157,08,115,39965,00000,Julesburg town,Colorado,1467,1471,1471,1425,1442,1407,1354,1337,1308
157,08,115,56475,00000,Ovid town,Colorado,330,330,331,321,328,322,316,314,306
157,08,115,68930,00000,Sedgwick town,Colorado,191,191,191,186,188,184,176,174,171
157,08,115,99990,00000,Balance of Sedgwick County,Colorado,759,755,757,737,751,732,704,698,682
050,08,117,00000,00000,Summit County,Colorado,23548,23548,23668,24569,24766,24990,24863,24963,25399
157,08,117,07410,00000,Blue River town,Colorado,685,689,707,689,748,760,790,817,864
157,08,117,08400,00000,Breckenridge town,Colorado,2408,2368,2419,2559,2623,2630,2653,2688,2768
157,08,117,20440,00000,Dillon town,Colorado,802,802,803,797,789,791,779,776,780
157,08,117,28690,00000,Frisco town,Colorado,2443,2477,2422,2401,2410,2439,2426,2427,2498
157,08,117,51690,00000,Montezuma town,Colorado,42,42,42,43,43,43,42,42,42
157,08,117,70525,00000,Silverthorne town,Colorado,3196,3196,3227,3457,3528,3602,3595,3621,3733
157,08,117,99990,00000,Balance of Summit County,Colorado,13972,13974,14048,14623,14625,14725,14578,14592,14714
050,08,119,00000,00000,Teller County,Colorado,20555,20555,20676,21235,21567,21657,21621,21862,22243
157,08,119,18530,00000,Cripple Creek city,Colorado,1115,1115,1114,1113,1110,1092,1071,1062,1068
157,08,119,32650,00000,Green Mountain Falls town (pt.),Colorado,46,46,46,47,48,49,49,49,51
157,08,119,80865,00000,Victor city,Colorado,445,445,443,439,438,430,421,418,422
157,08,119,86090,00000,Woodland Park city,Colorado,6515,6595,6606,6676,6723,6695,6639,6653,6729
157,08,119,99990,00000,Balance of Teller County,Colorado,12434,12354,12467,12960,13248,13391,13441,13680,13973
050,08,121,00000,00000,Washington County,Colorado,4926,4926,4950,4847,4844,4805,4658,4628,4630
157,08,121,00925,00000,Akron town,Colorado,1711,1711,1717,1675,1666,1644,1586,1574,1573
157,08,121,56365,00000,Otis town,Colorado,534,534,536,524,524,520,511,510,509
157,08,121,99990,00000,Balance of Washington County,Colorado,2681,2681,2697,2648,2654,2641,2561,2544,2548
050,08,123,00000,00000,Weld County,Colorado,180936,180861,183149,193544,204457,211839,219500,228158,236857
157,08,123,03950,00000,Ault town,Colorado,1432,1432,1428,1425,1424,1420,1410,1421,1420
157,08,123,06255,00000,Berthoud town (pt.),Colorado,16,44,57,111,123,125,135,154,184
157,08,123,08675,00000,Brighton city (pt.),Colorado,154,205,223,298,379,511,570,637,721
157,08,123,19080,00000,Dacono city,Colorado,3015,3023,3051,3186,3261,3268,3377,3518,3752
157,08,123,22860,00000,Eaton town,Colorado,2690,2694,2739,2937,3473,3679,3800,3921,4044
157,08,123,24950,00000,Erie town (pt.),Colorado,2009,2065,2188,2689,2962,3224,3781,4887,5766
157,08,123,25280,00000,Evans city,Colorado,9514,10202,10552,12017,13774,15233,16388,17415,17977
157,08,123,26600,00000,Firestone town,Colorado,1908,1992,2241,3246,4343,5161,5857,6484,7124
157,08,123,27700,00000,Fort Lupton city,Colorado,6787,7103,7153,7401,7446,7410,7391,7390,7424
157,08,123,28360,00000,Frederick town,Colorado,2467,2517,2785,3867,4698,5346,6065,6618,7395
157,08,123,29185,00000,Garden City town,Colorado,357,357,356,353,352,345,342,341,339
157,08,123,29955,00000,Gilcrest town,Colorado,1162,1161,1159,1157,1182,1160,1150,1144,1139
157,08,123,32155,00000,Greeley city,Colorado,76930,77860,78258,80382,82704,84382,85736,87440,89046
157,08,123,33310,00000,Grover town,Colorado,153,153,153,156,156,154,154,154,153
157,08,123,37820,00000,Hudson town,Colorado,1565,1565,1568,1593,1616,1587,1591,1581,1582
157,08,123,39855,00000,Johnstown town (pt.),Colorado,3827,4124,4207,4565,4977,5436,6006,6679,7482
157,08,123,40185,00000,Keenesburg town,Colorado,855,856,875,959,1139,1125,1136,1137,1140
157,08,123,40515,00000,Kersey town,Colorado,1389,1399,1396,1393,1395,1384,1382,1406,1418
157,08,123,43605,00000,La Salle town,Colorado,1849,1849,1842,1830,1823,1789,1823,1888,1916
157,08,123,45530,00000,Lochbuie town,Colorado,2049,2154,2246,2629,3013,3284,3478,3667,4033
157,08,123,45970,00000,Longmont city (pt.),Colorado,24,41,62,146,236,285,329,374,430
157,08,123,49600,00000,Mead town,Colorado,2017,2030,2051,2149,2197,2170,2338,2666,2849
157,08,123,50480,00000,Milliken town,Colorado,2888,2917,3012,3413,3953,4657,5208,5575,5801
157,08,123,54330,00000,Northglenn city (pt.),Colorado,12,12,34,120,212,220,220,222,220
157,08,123,55045,00000,Nunn town,Colorado,471,471,473,483,499,510,518,519,524
157,08,123,59005,00000,Pierce town,Colorado,884,884,883,888,890,880,874,869,864
157,08,123,60160,00000,Platteville town,Colorado,2370,2374,2378,2411,2538,2554,2570,2590,2611
157,08,123,63045,00000,Raymer town,Colorado,91,91,91,91,92,91,92,92,91
157,08,123,69150,00000,Severance town,Colorado,597,663,676,732,916,1209,1588,1978,2590
157,08,123,77290,00000,Thornton city (pt.),Colorado,0,0,1,1,2,3,4,4,5
157,08,123,85485,00000,Windsor town (pt.),Colorado,9612,9673,9901,10878,11866,12389,12969,13797,14770
157,08,123,99990,00000,Balance of Weld County,Colorado,41832,38950,39110,40038,40816,40848,41218,41590,42047
050,08,125,00000,00000,Yuma County,Colorado,9841,9841,9824,9851,9765,9844,9763,9785,9829
157,08,125,23025,00000,Eckley town,Colorado,278,278,278,280,278,279,274,273,273
157,08,125,86310,00000,Wray city,Colorado,2187,2194,2191,2199,2173,2182,2148,2149,2160
157,08,125,86750,00000,Yuma city,Colorado,3285,3285,3279,3289,3264,3286,3239,3234,3249
157,08,125,99990,00000,Balance of Yuma County,Colorado,4091,4084,4076,4083,4050,4097,4102,4129,4147
