  DATE;LATVIAI;LATVIAR;
  10MAY2005; 1.851509; 1.851509;
  09MAY2005; 1.849454; 1.849454;
  08MAY2005; 1.845018; 1.845018;
  07MAY2005; 1.845018; 1.845018;
  06MAY2005; 1.845018; 1.845018;
  05MAY2005; 1.862544; 1.862544;
  04MAY2005; 1.861504; 1.861504;
  03MAY2005; 1.849797; 1.849797;
  02MAY2005; 1.849112; 1.849112;
  01MAY2005; 1.849454; 1.849454;
  30APR2005; 1.849454; 1.849454;
  29APR2005; 1.849454; 1.849454;
  28APR2005; 1.853912; 1.853912;
  27APR2005; 1.857700; 1.857700;
  26APR2005; 1.866716; 1.866716;
  25APR2005; 1.868810; 1.868810;
  24APR2005; 1.878640; 1.878640;
  23APR2005; 1.878640; 1.878640;
  22APR2005; 1.878640; 1.878640;
  21APR2005; 1.876525; 1.876525;
  20APR2005; 1.880406; 1.880406;
  19APR2005; 1.877229; 1.877229;
  18APR2005; 1.871257; 1.871257;
  17APR2005; 1.855976; 1.855976;
  16APR2005; 1.855976; 1.855976;
  15APR2005; 1.855976; 1.855976;
  14APR2005; 1.884802; 1.884802;
  13APR2005; 1.856665; 1.856665;
  12APR2005; 1.858045; 1.858045;
  11APR2005; 1.864628; 1.864628;
  10APR2005; 1.859773; 1.859773;
  09APR2005; 1.859773; 1.859773;
  08APR2005; 1.859773; 1.859773;
  07APR2005; 1.847746; 1.847746;
  06APR2005; 1.849454; 1.849454;
  05APR2005; 1.847746; 1.847746;
  04APR2005; 1.846381; 1.846381;
  03APR2005; 1.854943; 1.854943;
  02APR2005; 1.854943; 1.854943;
  01APR2005; 1.854943; 1.854943;
  31MAR2005; 1.863238; 1.863238;
  30MAR2005; 1.857700; 1.857700;
  29MAR2005; 1.857355; 1.857355;
  28MAR2005; 1.852881; 1.852881;
  27MAR2005; 1.862891; 1.862891;
  26MAR2005; 1.862891; 1.862891;
  25MAR2005; 1.862891; 1.862891;
  24MAR2005; 1.859773; 1.859773;
  23MAR2005; 1.866368; 1.866368;
  22MAR2005; 1.881114; 1.881114;
  21MAR2005; 1.892864; 1.892864;
  20MAR2005; 1.914242; 1.914242;
  19MAR2005; 1.914242; 1.914242;
  18MAR2005; 1.914242; 1.914242;
  17MAR2005; 1.923077; 1.923077;
  16MAR2005; 1.882014; 1.882014;
  15MAR2005; 1.912777; 1.912777;
  14MAR2005; 1.921968; 1.921968;
  13MAR2005; 1.878645; 1.878645;
  12MAR2005; 1.878645; 1.878645;
  11MAR2005; 1.878645; 1.878645;
  10MAR2005; 1.877866; 1.877866;
  09MAR2005; 1.877408; 1.877408;
  08MAR2005; 1.917178; 1.917178;
  07MAR2005; 1.897533; 1.897533;
  06MAR2005; 1.902226; 1.902226;
  05MAR2005; 1.902226; 1.902226;
  04MAR2005; 1.902226; 1.902226;
  03MAR2005; 1.883594; 1.883594;
  02MAR2005; 1.887505; 1.887505;
  01MAR2005; 1.895016; 1.895016;
  28FEB2005; 1.902588; 1.902588;
  27FEB2005; 1.902950; 1.902950;
  26FEB2005; 1.902950; 1.902950;
  25FEB2005; 1.902950; 1.902950;
  24FEB2005; 1.897533; 1.897533;
  23FEB2005; 1.898975; 1.898975;
  22FEB2005; 1.904399; 1.904399;
  21FEB2005; 1.877229; 1.877229;
  20FEB2005; 1.878993; 1.878993;
  19FEB2005; 1.878993; 1.878993;
  18FEB2005; 1.878993; 1.878993;
  17FEB2005; 1.878640; 1.878640;
  16FEB2005; 1.875469; 1.875469;
  15FEB2005; 1.871257; 1.871257;
  14FEB2005; 1.863933; 1.863933;
  13FEB2005; 1.895572; 1.895572;
  12FEB2005; 1.895572; 1.895572;
  11FEB2005; 1.895572; 1.895572;
  10FEB2005; 1.897657; 1.897657;
  09FEB2005; 1.900214; 1.900214;
  08FEB2005; 1.902663; 1.902663;
  07FEB2005; 1.905183; 1.905183;
  06FEB2005; 1.907137; 1.907137;
  05FEB2005; 1.907137; 1.907137;
  04FEB2005; 1.907137; 1.907137;
  03FEB2005; 1.908970; 1.908970;
  02FEB2005; 1.873712; 1.873712;
  01FEB2005; 1.874414; 1.874414;
  31JAN2005; 1.873010; 1.873010;
  30JAN2005; 1.874414; 1.874414;
  29JAN2005; 1.874414; 1.874414;
  28JAN2005; 1.874414; 1.874414;
  27JAN2005; 1.874766; 1.874766;
  26JAN2005; 1.880053; 1.880053;
  25JAN2005; 1.921150; 1.921150;
  24JAN2005; 1.922574; 1.922574;
  23JAN2005; 1.924145; 1.924145;
  22JAN2005; 1.924145; 1.924145;
  21JAN2005; 1.924145; 1.924145;
  20JAN2005; 1.925929; 1.925929;
  19JAN2005; 1.927444; 1.927444;
  18JAN2005; 1.928658; 1.928658;
  17JAN2005; 1.929666; 1.929666;
  16JAN2005; 1.930451; 1.930451;
  15JAN2005; 1.930451; 1.930451;
  14JAN2005; 1.930451; 1.930451;
  13JAN2005; 1.898614; 1.898614;
  12JAN2005; 1.905488; 1.905488;
  11JAN2005; 1.931553; 1.931553;
  10JAN2005; 1.932269; 1.932269;
  09JAN2005; 1.933120; 1.933120;
  08JAN2005; 1.933120; 1.933120;
  07JAN2005; 1.933120; 1.933120;
  06JAN2005; 1.890359; 1.890359;
  05JAN2005; 1.904037; 1.904037;
  04JAN2005; 1.906578; 1.906578;
  03JAN2005; 1.934236; 1.934236;
  02JAN2005; 1.943635; 1.943635;
  01JAN2005; 1.943635; 1.943635;
  31DEC2004; 1.943635; 1.943635;
  30DEC2004; 1.955417; 1.955417;
  29DEC2004; 1.951600; 1.951600;
  28DEC2004; 1.955034; 1.955034;
  27DEC2004; 1.958864; 1.958864;
  26DEC2004; 1.951981; 1.951981;
  25DEC2004; 1.951981; 1.951981;
  24DEC2004; 1.951981; 1.951981;
  23DEC2004; 1.951220; 1.951220;
  22DEC2004; 1.941748; 1.941748;
  21DEC2004; 1.941748; 1.941748;
  20DEC2004; 1.946283; 1.946283;
  19DEC2004; 1.940617; 1.940617;
  18DEC2004; 1.940617; 1.940617;
  17DEC2004; 1.940617; 1.940617;
  16DEC2004; 1.933862; 1.933862;
  15DEC2004; 1.942879; 1.942879;
  14DEC2004; 1.933488; 1.933488;
  13DEC2004; 1.934985; 1.934985;
  12DEC2004; 1.928640; 1.928640;
  11DEC2004; 1.928640; 1.928640;
  10DEC2004; 1.928640; 1.928640;
  09DEC2004; 1.937984; 1.937984;
  08DEC2004; 1.939488; 1.939488;
  07DEC2004; 1.902271; 1.902271;
  06DEC2004; 1.900136; 1.900136;
  05DEC2004; 1.897845; 1.897845;
  04DEC2004; 1.897845; 1.897845;
  03DEC2004; 1.897845; 1.897845;
  02DEC2004; 1.937984; 1.937984;
  01DEC2004; 1.893237; 1.893237;
  30NOV2004; 1.891084; 1.891084;
  29NOV2004; 1.889026; 1.889026;
  28NOV2004; 1.887062; 1.887062;
  27NOV2004; 1.887062; 1.887062;
  26NOV2004; 1.887062; 1.887062;
  25NOV2004; 1.885243; 1.885243;
  24NOV2004; 1.883331; 1.883331;
  23NOV2004; 1.921230; 1.921230;
  22NOV2004; 1.917546; 1.917546;
  21NOV2004; 1.915342; 1.915342;
  20NOV2004; 1.915342; 1.915342;
  19NOV2004; 1.915342; 1.915342;
  18NOV2004; 1.908397; 1.908397;
  17NOV2004; 1.915342; 1.915342;
  16NOV2004; 1.908033; 1.908033;
  15NOV2004; 1.907305; 1.907305;
  14NOV2004; 1.909126; 1.909126;
  13NOV2004; 1.909126; 1.909126;
  12NOV2004; 1.909126; 1.909126;
  11NOV2004; 1.900779; 1.900779;
  10NOV2004; 1.897893; 1.897893;
  09NOV2004; 1.902588; 1.902588;
  08NOV2004; 1.904399; 1.904399;
  07NOV2004; 1.905125; 1.905125;
  06NOV2004; 1.905125; 1.905125;
  05NOV2004; 1.905125; 1.905125;
  04NOV2004; 1.896813; 1.896813;
  03NOV2004; 1.894298; 1.894298;
  02NOV2004; 1.888931; 1.888931;
  01NOV2004; 1.888218; 1.888218;
  31OCT2004; 1.892148; 1.892148;
  30OCT2004; 1.892148; 1.892148;
  29OCT2004; 1.892148; 1.892148;
  28OCT2004; 1.885725; 1.885725;
  27OCT2004; 1.886081; 1.886081;
  26OCT2004; 1.889288; 1.889288;
  25OCT2004; 1.893222; 1.893222;
  24OCT2004; 1.884304; 1.884304;
  23OCT2004; 1.884304; 1.884304;
  22OCT2004; 1.884304; 1.884304;
  21OCT2004; 1.880053; 1.880053;
  20OCT2004; 1.876173; 1.876173;
  19OCT2004; 1.871608; 1.871608;
  18OCT2004; 1.867414; 1.867414;
  17OCT2004; 1.866020; 1.866020;
  16OCT2004; 1.866020; 1.866020;
  15OCT2004; 1.866020; 1.866020;
  14OCT2004; 1.858736; 1.858736;
  13OCT2004; 1.856321; 1.856321;
  12OCT2004; 1.853912; 1.853912;
  11OCT2004; 1.860119; 1.860119;
  10OCT2004; 1.861504; 1.861504;
  09OCT2004; 1.861504; 1.861504;
  08OCT2004; 1.861504; 1.861504;
  07OCT2004; 1.849112; 1.849112;
  06OCT2004; 1.847063; 1.847063;
  05OCT2004; 1.848087; 1.848087;
  04OCT2004; 1.850824; 1.850824;
  03OCT2004; 1.859427; 1.859427;
  02OCT2004; 1.859427; 1.859427;
  01OCT2004; 1.859427; 1.859427;
  30SEP2004; 1.861851; 1.861851;
  29SEP2004; 1.852881; 1.852881;
  28SEP2004; 1.852881; 1.852881;
  27SEP2004; 1.849112; 1.849112;
  26SEP2004; 1.853225; 1.853225;
  25SEP2004; 1.853225; 1.853225;
  24SEP2004; 1.853225; 1.853225;
  23SEP2004; 1.851852; 1.851852;
  22SEP2004; 1.852195; 1.852195;
  21SEP2004; 1.857700; 1.857700;
  20SEP2004; 1.846722; 1.846722;
  19SEP2004; 1.849454; 1.849454;
  18SEP2004; 1.849454; 1.849454;
  17SEP2004; 1.849454; 1.849454;
  16SEP2004; 1.848429; 1.848429;
  15SEP2004; 1.844678; 1.844678;
  14SEP2004; 1.852538; 1.852538;
  13SEP2004; 1.851852; 1.851852;
  12SEP2004; 1.854256; 1.854256;
  11SEP2004; 1.854256; 1.854256;
  10SEP2004; 1.854256; 1.854256;
  09SEP2004; 1.850824; 1.850824;
  08SEP2004; 1.847746; 1.847746;
  07SEP2004; 1.841621; 1.841621;
  06SEP2004; 1.837222; 1.837222;
  05SEP2004; 1.838573; 1.838573;
  04SEP2004; 1.838573; 1.838573;
  03SEP2004; 1.838573; 1.838573;
  02SEP2004; 1.847063; 1.847063;
  01SEP2004; 1.848429; 1.848429;
  31AUG2004; 1.849454; 1.849454;
  30AUG2004; 1.840604; 1.840604;
  29AUG2004; 1.837560; 1.837560;
  28AUG2004; 1.837560; 1.837560;
  27AUG2004; 1.837560; 1.837560;
  26AUG2004; 1.843658; 1.843658;
  25AUG2004; 1.840265; 1.840265;
  24AUG2004; 1.840943; 1.840943;
  23AUG2004; 1.848087; 1.848087;
  22AUG2004; 1.861158; 1.861158;
  21AUG2004; 1.861158; 1.861158;
  20AUG2004; 1.861158; 1.861158;
  19AUG2004; 1.865672; 1.865672;
  18AUG2004; 1.862544; 1.862544;
  17AUG2004; 1.862197; 1.862197;
  16AUG2004; 1.862544; 1.862544;
  15AUG2004; 1.863586; 1.863586;
  14AUG2004; 1.863586; 1.863586;
  13AUG2004; 1.863586; 1.863586;
  12AUG2004; 1.853912; 1.853912;
  11AUG2004; 1.853568; 1.853568;
  10AUG2004; 1.852538; 1.852538;
  09AUG2004; 1.858045; 1.858045;
  08AUG2004; 1.858045; 1.858045;
  07AUG2004; 1.858045; 1.858045;
  06AUG2004; 1.858045; 1.858045;
  05AUG2004; 1.841282; 1.841282;
  04AUG2004; 1.843658; 1.843658;
  03AUG2004; 1.843658; 1.843658;
  02AUG2004; 1.842299; 1.842299;
  01AUG2004; 1.838911; 1.838911;
  31JUL2004; 1.838911; 1.838911;
  30JUL2004; 1.838911; 1.838911;
  29JUL2004; 1.838573; 1.838573;
  28JUL2004; 1.840943; 1.840943;
  27JUL2004; 1.842978; 1.842978;
  26JUL2004; 1.852881; 1.852881;
  25JUL2004; 1.848429; 1.848429;
  24JUL2004; 1.848429; 1.848429;
  23JUL2004; 1.848429; 1.848429;
  22JUL2004; 1.859427; 1.859427;
  21JUL2004; 1.860465; 1.860465;
  20JUL2004; 1.867414; 1.867414;
  19JUL2004; 1.875469; 1.875469;
  18JUL2004; 1.875821; 1.875821;
  17JUL2004; 1.875821; 1.875821;
  16JUL2004; 1.875821; 1.875821;
  15JUL2004; 1.865672; 1.865672;
  14JUL2004; 1.868460; 1.868460;
  13JUL2004; 1.867762; 1.867762;
  12JUL2004; 1.873361; 1.873361;
  11JUL2004; 1.873361; 1.873361;
  10JUL2004; 1.873361; 1.873361;
  09JUL2004; 1.873361; 1.873361;
  08JUL2004; 1.867065; 1.867065;
  07JUL2004; 1.868810; 1.868810;
  06JUL2004; 1.859427; 1.859427;
  05JUL2004; 1.858045; 1.858045;
  04JUL2004; 1.862197; 1.862197;
  03JUL2004; 1.862197; 1.862197;
  02JUL2004; 1.862197; 1.862197;
  01JUL2004; 1.854256; 1.854256;
  30JUN2004; 1.852538; 1.852538;
  29JUN2004; 1.847746; 1.847746;
  28JUN2004; 1.857010; 1.857010;
  27JUN2004; 1.855976; 1.855976;
  26JUN2004; 1.855976; 1.855976;
  25JUN2004; 1.855976; 1.855976;
  24JUN2004; 1.857700; 1.857700;
  23JUN2004; 1.849112; 1.849112;
  22JUN2004; 1.849454; 1.849454;
  21JUN2004; 1.847746; 1.847746;
  20JUN2004; 1.849454; 1.849454;
  19JUN2004; 1.849454; 1.849454;
  18JUN2004; 1.849454; 1.849454;
  17JUN2004; 1.845700; 1.845700;
  16JUN2004; 1.842299; 1.842299;
  15JUN2004; 1.852195; 1.852195;
  14JUN2004; 1.838573; 1.838573;
  13JUN2004; 1.840943; 1.840943;
  12JUN2004; 1.840943; 1.840943;
  11JUN2004; 1.840943; 1.840943;
  10JUN2004; 1.851166; 1.851166;
  09JUN2004; 1.842978; 1.842978;
  08JUN2004; 1.854943; 1.854943;
  07JUN2004; 1.855976; 1.855976;
  06JUN2004; 1.849454; 1.849454;
  05JUN2004; 1.849454; 1.849454;
  04JUN2004; 1.849454; 1.849454;
  03JUN2004; 1.847746; 1.847746;
  02JUN2004; 1.853225; 1.853225;
  01JUN2004; 1.855288; 1.855288;
  31MAY2004; 1.854256; 1.854256;
  30MAY2004; 1.854943; 1.854943;
  29MAY2004; 1.854943; 1.854943;
  28MAY2004; 1.854943; 1.854943;
  27MAY2004; 1.857700; 1.857700;
  26MAY2004; 1.842299; 1.842299;
  25MAY2004; 1.841621; 1.841621;
  24MAY2004; 1.830496; 1.830496;
  23MAY2004; 1.832845; 1.832845;
  22MAY2004; 1.832845; 1.832845;
  21MAY2004; 1.832845; 1.832845;
  20MAY2004; 1.826818; 1.826818;
  19MAY2004; 1.828822; 1.828822;
  18MAY2004; 1.818512; 1.818512;
  17MAY2004; 1.822822; 1.822822;
  16MAY2004; 1.817191; 1.817191;
  15MAY2004; 1.817191; 1.817191;
  14MAY2004; 1.817191; 1.817191;
  13MAY2004; 1.806685; 1.806685;
  12MAY2004; 1.812908; 1.812908;
  11MAY2004; 1.816860; 1.816860;
  10MAY2004; 1.817191; 1.817191;
  09MAY2004; 1.826818; 1.826818;
  08MAY2004; 1.826818; 1.826818;
  07MAY2004; 1.826818; 1.826818;
  06MAY2004; 1.843658; 1.843658;
  05MAY2004; 1.850139; 1.850139;
  04MAY2004; 1.847404; 1.847404;
  03MAY2004; 1.831502; 1.831502;
  02MAY2004; 1.835199; 1.835199;
  01MAY2004; 1.835199; 1.835199;
  30APR2004; 1.835199; 1.835199;
  29APR2004; 1.834862; 1.834862;
  28APR2004; 1.827485; 1.827485;
  27APR2004; 1.835873; 1.835873;
  26APR2004; 1.832845; 1.832845;
  25APR2004; 1.829157; 1.829157;
  24APR2004; 1.829157; 1.829157;
  23APR2004; 1.829157; 1.829157;
  22APR2004; 1.833853; 1.833853;
  21APR2004; 1.829157; 1.829157;
  20APR2004; 1.832845; 1.832845;
  19APR2004; 1.844678; 1.844678;
  18APR2004; 1.843998; 1.843998;
  17APR2004; 1.843998; 1.843998;
  16APR2004; 1.843998; 1.843998;
  15APR2004; 1.842299; 1.842299;
  14APR2004; 1.839250; 1.839250;
  13APR2004; 1.847063; 1.847063;
  12APR2004; 1.859773; 1.859773;
  11APR2004; 1.855976; 1.855976;
  10APR2004; 1.855976; 1.855976;
  09APR2004; 1.855976; 1.855976;
  08APR2004; 1.856665; 1.856665;
  07APR2004; 1.864628; 1.864628;
  06APR2004; 1.860119; 1.860119;
  05APR2004; 1.854256; 1.854256;
  04APR2004; 1.863586; 1.863586;
  03APR2004; 1.863586; 1.863586;
  02APR2004; 1.863586; 1.863586;
  01APR2004; 1.881114; 1.881114;
  31MAR2004; 1.875469; 1.875469;
  30MAR2004; 1.861504; 1.861504;
  29MAR2004; 1.860811; 1.860811;
  28MAR2004; 1.857700; 1.857700;
  27MAR2004; 1.857700; 1.857700;
  26MAR2004; 1.857700; 1.857700;
  25MAR2004; 1.855288; 1.855288;
  24MAR2004; 1.857700; 1.857700;
  23MAR2004; 1.870557; 1.870557;
  22MAR2004; 1.870208; 1.870208;
  21MAR2004; 1.865672; 1.865672;
  20MAR2004; 1.865672; 1.865672;
  19MAR2004; 1.865672; 1.865672;
  18MAR2004; 1.871608; 1.871608;
  17MAR2004; 1.858045; 1.858045;
  16MAR2004; 1.857355; 1.857355;
  15MAR2004; 1.853568; 1.853568;
  14MAR2004; 1.848087; 1.848087;
  13MAR2004; 1.848087; 1.848087;
  12MAR2004; 1.848087; 1.848087;
  11MAR2004; 1.857010; 1.857010;
  10MAR2004; 1.851509; 1.851509;
  09MAR2004; 1.856665; 1.856665;
  08MAR2004; 1.864628; 1.864628;
  07MAR2004; 1.861158; 1.861158;
  06MAR2004; 1.861158; 1.861158;
  05MAR2004; 1.861158; 1.861158;
  04MAR2004; 1.850139; 1.850139;
  03MAR2004; 1.852881; 1.852881;
  02MAR2004; 1.855976; 1.855976;
  01MAR2004; 1.873712; 1.873712;
  29FEB2004; 1.874414; 1.874414;
  28FEB2004; 1.874414; 1.874414;
  27FEB2004; 1.874414; 1.874414;
  26FEB2004; 1.869858; 1.869858;
  25FEB2004; 1.875821; 1.875821;
  24FEB2004; 1.890002; 1.890002;
  23FEB2004; 1.879346; 1.879346;
  22FEB2004; 1.876525; 1.876525;
  21FEB2004; 1.876525; 1.876525;
  20FEB2004; 1.876525; 1.876525;
  19FEB2004; 1.895375; 1.895375;
  18FEB2004; 1.893581; 1.893581;
  17FEB2004; 1.905488; 1.905488;
  16FEB2004; 1.901141; 1.901141;
  15FEB2004; 1.898614; 1.898614;
  14FEB2004; 1.898614; 1.898614;
  13FEB2004; 1.898614; 1.898614;
  12FEB2004; 1.902588; 1.902588;
  11FEB2004; 1.904762; 1.904762;
  10FEB2004; 1.894298; 1.894298;
  09FEB2004; 1.892506; 1.892506;
  08FEB2004; 1.891432; 1.891432;
  07FEB2004; 1.891432; 1.891432;
  06FEB2004; 1.891432; 1.891432;
  05FEB2004; 1.879699; 1.879699;
  04FEB2004; 1.879699; 1.879699;
  03FEB2004; 1.880760; 1.880760;
  02FEB2004; 1.873010; 1.873010;
  01FEB2004; 1.876173; 1.876173;
  31JAN2004; 1.876173; 1.876173;
  30JAN2004; 1.876173; 1.876173;
  29JAN2004; 1.871257; 1.871257;
  28JAN2004; 1.874766; 1.874766;
  27JAN2004; 1.884659; 1.884659;
  26JAN2004; 1.871608; 1.871608;
  25JAN2004; 1.879346; 1.879346;
  24JAN2004; 1.879346; 1.879346;
  23JAN2004; 1.879346; 1.879346;
  22JAN2004; 1.889645; 1.889645;
  21JAN2004; 1.881114; 1.881114;
  20JAN2004; 1.877934; 1.877934;
  19JAN2004; 1.860119; 1.860119;
  18JAN2004; 1.865324; 1.865324;
  17JAN2004; 1.865324; 1.865324;
  16JAN2004; 1.865324; 1.865324;
  15JAN2004; 1.877582; 1.877582;
  14JAN2004; 1.884304; 1.884304;
  13JAN2004; 1.892506; 1.892506;
  12JAN2004; 1.890359; 1.890359;
  11JAN2004; 1.848751; 1.848751;
  10JAN2004; 1.848751; 1.848751;
  09JAN2004; 1.848751; 1.848751;
  08JAN2004; 1.846563; 1.846563;
  07JAN2004; 1.881822; 1.881822;
  06JAN2004; 1.842098; 1.842098;
  05JAN2004; 1.839933; 1.839933;
  04JAN2004; 1.876173; 1.876173;
  03JAN2004; 1.876173; 1.876173;
  02JAN2004; 1.876173; 1.876173;
  01JAN2004; 1.874414; 1.874414;
  31DEC2003; 1.874414; 1.874414;
  30DEC2003; 1.871608; 1.871608;
  29DEC2003; 1.868111; 1.868111;
  28DEC2003; 1.863238; 1.863238;
  27DEC2003; 1.863238; 1.863238;
  26DEC2003; 1.863238; 1.863238;
  25DEC2003; 1.865672; 1.865672;
  24DEC2003; 1.865324; 1.865324;
  23DEC2003; 1.860465; 1.860465;
  22DEC2003; 1.861851; 1.861851;
  21DEC2003; 1.860465; 1.860465;
  20DEC2003; 1.860465; 1.860465;
  19DEC2003; 1.860465; 1.860465;
  18DEC2003; 1.821357; 1.821357;
  17DEC2003; 1.861158; 1.861158;
  16DEC2003; 1.855632; 1.855632;
  15DEC2003; 1.854599; 1.854599;
  14DEC2003; 1.853225; 1.853225;
  13DEC2003; 1.853225; 1.853225;
  12DEC2003; 1.853225; 1.853225;
  11DEC2003; 1.848087; 1.848087;
  10DEC2003; 1.849112; 1.849112;
  09DEC2003; 1.853568; 1.853568;
  08DEC2003; 1.849797; 1.849797;
  07DEC2003; 1.844678; 1.844678;
  06DEC2003; 1.844678; 1.844678;
  05DEC2003; 1.844678; 1.844678;
  04DEC2003; 1.839250; 1.839250;
  03DEC2003; 1.839926; 1.839926;
  02DEC2003; 1.838235; 1.838235;
  01DEC2003; 1.829491; 1.829491;
  30NOV2003; 1.830161; 1.830161;
  29NOV2003; 1.830161; 1.830161;
  28NOV2003; 1.830161; 1.830161;
  27NOV2003; 1.823819; 1.823819;
  26NOV2003; 1.827485; 1.827485;
  25NOV2003; 1.816860; 1.816860;
  24NOV2003; 1.815541; 1.815541;
  23NOV2003; 1.825484; 1.825484;
  22NOV2003; 1.825484; 1.825484;
  21NOV2003; 1.825484; 1.825484;
  20NOV2003; 1.824818; 1.824818;
  19NOV2003; 1.822157; 1.822157;
  18NOV2003; 1.829157; 1.829157;
  17NOV2003; 1.815211; 1.815211;
  16NOV2003; 1.817521; 1.817521;
  15NOV2003; 1.817521; 1.817521;
  14NOV2003; 1.817521; 1.817521;
  13NOV2003; 1.810938; 1.810938;
  12NOV2003; 1.802451; 1.802451;
  11NOV2003; 1.795655; 1.795655;
  10NOV2003; 1.794366; 1.794366;
  09NOV2003; 1.796300; 1.796300;
  08NOV2003; 1.796300; 1.796300;
  07NOV2003; 1.796300; 1.796300;
  06NOV2003; 1.785395; 1.785395;
  05NOV2003; 1.786991; 1.786991;
  04NOV2003; 1.793722; 1.793722;
  03NOV2003; 1.786033; 1.786033;
  02NOV2003; 1.796300; 1.796300;
  01NOV2003; 1.796300; 1.796300;
  31OCT2003; 1.796300; 1.796300;
  30OCT2003; 1.801477; 1.801477;
  29OCT2003; 1.804077; 1.804077;
  28OCT2003; 1.803752; 1.803752;
  27OCT2003; 1.809627; 1.809627;
  26OCT2003; 1.810938; 1.810938;
  25OCT2003; 1.810938; 1.810938;
  24OCT2003; 1.810938; 1.810938;
  23OCT2003; 1.811266; 1.811266;
  22OCT2003; 1.775096; 1.775096;
  21OCT2003; 1.805380; 1.805380;
  20OCT2003; 1.800828; 1.800828;
  19OCT2003; 1.807338; 1.807338;
  18OCT2003; 1.807338; 1.807338;
  17OCT2003; 1.807338; 1.807338;
  16OCT2003; 1.801153; 1.801153;
  15OCT2003; 1.803101; 1.803101;
  14OCT2003; 1.764618; 1.764618;
  13OCT2003; 1.762927; 1.762927;
  12OCT2003; 1.761361; 1.761361;
  11OCT2003; 1.761361; 1.761361;
  10OCT2003; 1.761361; 1.761361;
  09OCT2003; 1.759907; 1.759907;
  08OCT2003; 1.758450; 1.758450;
  07OCT2003; 1.757020; 1.757020;
  06OCT2003; 1.755859; 1.755859;
  05OCT2003; 1.793079; 1.793079;
  04OCT2003; 1.793079; 1.793079;
  03OCT2003; 1.793079; 1.793079;
  02OCT2003; 1.753631; 1.753631;
  01OCT2003; 1.752283; 1.752283;
  30SEP2003; 1.751228; 1.751228;
  29SEP2003; 1.750112; 1.750112;
  28SEP2003; 1.785714; 1.785714;
  27SEP2003; 1.785714; 1.785714;
  26SEP2003; 1.785714; 1.785714;
  25SEP2003; 1.783485; 1.783485;
  24SEP2003; 1.785714; 1.785714;
  23SEP2003; 1.781578; 1.781578;
  22SEP2003; 1.782214; 1.782214;
  21SEP2003; 1.770852; 1.770852;
  20SEP2003; 1.770852; 1.770852;
  19SEP2003; 1.770852; 1.770852;
  18SEP2003; 1.756235; 1.756235;
  17SEP2003; 1.759324; 1.759324;
  16SEP2003; 1.750088; 1.750088;
  15SEP2003; 1.756852; 1.756852;
  14SEP2003; 1.757469; 1.757469;
  13SEP2003; 1.757469; 1.757469;
  12SEP2003; 1.757469; 1.757469;
  11SEP2003; 1.751620; 1.751620;
  10SEP2003; 1.751927; 1.751927;
  09SEP2003; 1.753156; 1.753156;
  08SEP2003; 1.744592; 1.744592;
  07SEP2003; 1.745810; 1.745810;
  06SEP2003; 1.745810; 1.745810;
  05SEP2003; 1.745810; 1.745810;
  04SEP2003; 1.736111; 1.736111;
  03SEP2003; 1.731602; 1.731602;
  02SEP2003; 1.728011; 1.728011;
  01SEP2003; 1.736111; 1.736111;
  31AUG2003; 1.737016; 1.737016;
  30AUG2003; 1.737016; 1.737016;
  29AUG2003; 1.737016; 1.737016;
  28AUG2003; 1.729805; 1.729805;
  27AUG2003; 1.730403; 1.730403;
  26AUG2003; 1.728310; 1.728310;
  25AUG2003; 1.730104; 1.730104;
  24AUG2003; 1.733403; 1.733403;
  23AUG2003; 1.733403; 1.733403;
  22AUG2003; 1.733403; 1.733403;
  21AUG2003; 1.732202; 1.732202;
  20AUG2003; 1.741857; 1.741857;
  19AUG2003; 1.743071; 1.743071;
  18AUG2003; 1.740038; 1.740038;
  17AUG2003; 1.747946; 1.747946;
  16AUG2003; 1.747946; 1.747946;
  15AUG2003; 1.747946; 1.747946;
  14AUG2003; 1.748863; 1.748863;
  13AUG2003; 1.751007; 1.751007;
  12AUG2003; 1.748863; 1.748863;
  11AUG2003; 1.754386; 1.754386;
  10AUG2003; 1.750394; 1.750394;
  09AUG2003; 1.750394; 1.750394;
  08AUG2003; 1.750394; 1.750394;
  07AUG2003; 1.754694; 1.754694;
  06AUG2003; 1.748557; 1.748557;
  05AUG2003; 1.753771; 1.753771;
  04AUG2003; 1.751313; 1.751313;
  03AUG2003; 1.747030; 1.747030;
  02AUG2003; 1.747030; 1.747030;
  01AUG2003; 1.747030; 1.747030;
  31JUL2003; 1.743983; 1.743983;
  30JUL2003; 1.752234; 1.752234;
  29JUL2003; 1.758087; 1.758087;
  28JUL2003; 1.762425; 1.762425;
  27JUL2003; 1.764602; 1.764602;
  26JUL2003; 1.764602; 1.764602;
  25JUL2003; 1.764602; 1.764602;
  24JUL2003; 1.762425; 1.762425;
  23JUL2003; 1.762425; 1.762425;
  22JUL2003; 1.751927; 1.751927;
  21JUL2003; 1.753156; 1.753156;
  20JUL2003; 1.749169; 1.749169;
  19JUL2003; 1.749169; 1.749169;
  18JUL2003; 1.749169; 1.749169;
  17JUL2003; 1.744592; 1.744592;
  16JUL2003; 1.746115; 1.746115;
  15JUL2003; 1.743679; 1.743679;
  14JUL2003; 1.754386; 1.754386;
  13JUL2003; 1.757160; 1.757160;
