  DATE;LATVIAI;LATVIAR;
  08MAR2007; 1.852195; 1.852195;
  07MAR2007; 1.854599; 1.854599;
  06MAR2007; 1.850139; 1.850139;
  05MAR2007; 1.854599; 1.854599;
  04MAR2007; 1.859082; 1.859082;
  03MAR2007; 1.859082; 1.859082;
  02MAR2007; 1.859082; 1.859082;
  01MAR2007; 1.862544; 1.862544;
  28FEB2007; 1.868810; 1.868810;
  27FEB2007; 1.880406; 1.880406;
  26FEB2007; 1.866716; 1.866716;
  25FEB2007; 1.864976; 1.864976;
  24FEB2007; 1.864976; 1.864976;
  23FEB2007; 1.864976; 1.864976;
  22FEB2007; 1.860119; 1.860119;
  21FEB2007; 1.855976; 1.855976;
  20FEB2007; 1.858736; 1.858736;
  19FEB2007; 1.857010; 1.857010;
  18FEB2007; 1.883239; 1.883239;
  17FEB2007; 1.883239; 1.883239;
  16FEB2007; 1.883239; 1.883239;
  15FEB2007; 1.885725; 1.885725;
  14FEB2007; 1.883594; 1.883594;
  13FEB2007; 1.868460; 1.868460;
  12FEB2007; 1.861158; 1.861158;
  11FEB2007; 1.866368; 1.866368;
  10FEB2007; 1.866368; 1.866368;
  09FEB2007; 1.866368; 1.866368;
  08FEB2007; 1.871958; 1.871958;
  07FEB2007; 1.869159; 1.869159;
  06FEB2007; 1.859773; 1.859773;
  05FEB2007; 1.855976; 1.855976;
  04FEB2007; 1.862891; 1.862891;
  03FEB2007; 1.862891; 1.862891;
  02FEB2007; 1.862891; 1.862891;
  01FEB2007; 1.869858; 1.869858;
  31JAN2007; 1.866020; 1.866020;
  30JAN2007; 1.860119; 1.860119;
  29JAN2007; 1.857010; 1.857010;
  28JAN2007; 1.852195; 1.852195;
  27JAN2007; 1.852195; 1.852195;
  26JAN2007; 1.852195; 1.852195;
  25JAN2007; 1.860811; 1.860811;
  24JAN2007; 1.858736; 1.858736;
  23JAN2007; 1.868810; 1.868810;
  22JAN2007; 1.857355; 1.857355;
  21JAN2007; 1.855632; 1.855632;
  20JAN2007; 1.855632; 1.855632;
  19JAN2007; 1.855632; 1.855632;
  18JAN2007; 1.857010; 1.857010;
  17JAN2007; 1.855976; 1.855976;
  16JAN2007; 1.853568; 1.853568;
  15JAN2007; 1.854256; 1.854256;
  14JAN2007; 1.853568; 1.853568;
  13JAN2007; 1.853568; 1.853568;
  12JAN2007; 1.853568; 1.853568;
  11JAN2007; 1.847404; 1.847404;
  10JAN2007; 1.854599; 1.854599;
  09JAN2007; 1.862544; 1.862544;
  08JAN2007; 1.863933; 1.863933;
  07JAN2007; 1.861851; 1.861851;
  06JAN2007; 1.861851; 1.861851;
  05JAN2007; 1.861851; 1.861851;
  04JAN2007; 1.875821; 1.875821;
  03JAN2007; 1.889645; 1.889645;
  02JAN2007; 1.901502; 1.901502;
  01JAN2007; 1.891790; 1.891790;
  31DEC2006; 1.891790; 1.891790;
  30DEC2006; 1.891790; 1.891790;
  29DEC2006; 1.891790; 1.891790;
  28DEC2006; 1.885725; 1.885725;
  27DEC2006; 1.883239; 1.883239;
  26DEC2006; 1.882885; 1.882885;
  25DEC2006; 1.886081; 1.886081;
  24DEC2006; 1.886081; 1.886081;
  23DEC2006; 1.886081; 1.886081;
  22DEC2006; 1.886081; 1.886081;
  21DEC2006; 1.887861; 1.887861;
  20DEC2006; 1.890002; 1.890002;
  19DEC2006; 1.888574; 1.888574;
  18DEC2006; 1.873361; 1.873361;
  17DEC2006; 1.877229; 1.877229;
  16DEC2006; 1.877229; 1.877229;
  15DEC2006; 1.877229; 1.877229;
  14DEC2006; 1.888218; 1.888218;
  13DEC2006; 1.851376; 1.851376;
  12DEC2006; 1.848903; 1.848903;
  11DEC2006; 1.846511; 1.846511;
  10DEC2006; 1.843731; 1.843731;
  09DEC2006; 1.843731; 1.843731;
  08DEC2006; 1.843731; 1.843731;
  07DEC2006; 1.841160; 1.841160;
  06DEC2006; 1.838574; 1.838574;
  05DEC2006; 1.835974; 1.835974;
  04DEC2006; 1.833502; 1.833502;
  03DEC2006; 1.830927; 1.830927;
  02DEC2006; 1.830927; 1.830927;
  01DEC2006; 1.830927; 1.830927;
  30NOV2006; 1.829013; 1.829013;
  29NOV2006; 1.827450; 1.827450;
  28NOV2006; 1.826088; 1.826088;
  27NOV2006; 1.824839; 1.824839;
  26NOV2006; 1.823422; 1.823422;
  25NOV2006; 1.823422; 1.823422;
  24NOV2006; 1.823422; 1.823422;
  23NOV2006; 1.857700; 1.857700;
  22NOV2006; 1.854943; 1.854943;
  21NOV2006; 1.838235; 1.838235;
  20NOV2006; 1.836210; 1.836210;
  19NOV2006; 1.837560; 1.837560;
  18NOV2006; 1.837560; 1.837560;
  17NOV2006; 1.837560; 1.837560;
  16NOV2006; 1.834862; 1.834862;
  15NOV2006; 1.838573; 1.838573;
  14NOV2006; 1.839926; 1.839926;
  13NOV2006; 1.840265; 1.840265;
  12NOV2006; 1.846722; 1.846722;
  11NOV2006; 1.846722; 1.846722;
  10NOV2006; 1.846722; 1.846722;
  09NOV2006; 1.837560; 1.837560;
  08NOV2006; 1.832509; 1.832509;
  07NOV2006; 1.838573; 1.838573;
  06NOV2006; 1.825817; 1.825817;
  05NOV2006; 1.824152; 1.824152;
  04NOV2006; 1.824152; 1.824152;
  03NOV2006; 1.824152; 1.824152;
  02NOV2006; 1.833517; 1.833517;
  01NOV2006; 1.834526; 1.834526;
  31OCT2006; 1.833181; 1.833181;
  30OCT2006; 1.826150; 1.826150;
  29OCT2006; 1.828154; 1.828154;
  28OCT2006; 1.828154; 1.828154;
  27OCT2006; 1.828154; 1.828154;
  26OCT2006; 1.820499; 1.820499;
  25OCT2006; 1.808318; 1.808318;
  24OCT2006; 1.802127; 1.802127;
  23OCT2006; 1.803427; 1.803427;
  22OCT2006; 1.810610; 1.810610;
  21OCT2006; 1.810610; 1.810610;
  20OCT2006; 1.810610; 1.810610;
  19OCT2006; 1.809627; 1.809627;
  18OCT2006; 1.797914; 1.797914;
  17OCT2006; 1.801477; 1.801477;
  16OCT2006; 1.797914; 1.797914;
  15OCT2006; 1.795010; 1.795010;
  14OCT2006; 1.795010; 1.795010;
  13OCT2006; 1.795010; 1.795010;
  12OCT2006; 1.800828; 1.800828;
  11OCT2006; 1.802776; 1.802776;
  10OCT2006; 1.801477; 1.801477;
  09OCT2006; 1.810610; 1.810610;
  08OCT2006; 1.808318; 1.808318;
  07OCT2006; 1.808318; 1.808318;
  06OCT2006; 1.808318; 1.808318;
  05OCT2006; 1.823154; 1.823154;
  04OCT2006; 1.822490; 1.822490;
  03OCT2006; 1.830161; 1.830161;
  02OCT2006; 1.831166; 1.831166;
  01OCT2006; 1.819836; 1.819836;
  30SEP2006; 1.819836; 1.819836;
  29SEP2006; 1.819836; 1.819836;
  28SEP2006; 1.822490; 1.822490;
  27SEP2006; 1.826150; 1.826150;
  26SEP2006; 1.820830; 1.820830;
  25SEP2006; 1.830161; 1.830161;
  24SEP2006; 1.839250; 1.839250;
  23SEP2006; 1.839250; 1.839250;
  22SEP2006; 1.839250; 1.839250;
  21SEP2006; 1.827485; 1.827485;
  20SEP2006; 1.824818; 1.824818;
  19SEP2006; 1.825484; 1.825484;
  18SEP2006; 1.822490; 1.822490;
  17SEP2006; 1.817521; 1.817521;
  16SEP2006; 1.817521; 1.817521;
  15SEP2006; 1.817521; 1.817521;
  14SEP2006; 1.831502; 1.831502;
  13SEP2006; 1.821162; 1.821162;
  12SEP2006; 1.823154; 1.823154;
  11SEP2006; 1.822822; 1.822822;
  10SEP2006; 1.820499; 1.820499;
  09SEP2006; 1.820499; 1.820499;
  08SEP2006; 1.820499; 1.820499;
  07SEP2006; 1.829157; 1.829157;
  06SEP2006; 1.837222; 1.837222;
  05SEP2006; 1.839588; 1.839588;
  04SEP2006; 1.848429; 1.848429;
  03SEP2006; 1.839926; 1.839926;
  02SEP2006; 1.839926; 1.839926;
  01SEP2006; 1.839926; 1.839926;
  31AUG2006; 1.839250; 1.839250;
  30AUG2006; 1.843658; 1.843658;
  29AUG2006; 1.832845; 1.832845;
  28AUG2006; 1.837897; 1.837897;
  27AUG2006; 1.832173; 1.832173;
  26AUG2006; 1.832173; 1.832173;
  25AUG2006; 1.832173; 1.832173;
  24AUG2006; 1.838235; 1.838235;
  23AUG2006; 1.838573; 1.838573;
  22AUG2006; 1.841282; 1.841282;
  21AUG2006; 1.856321; 1.856321;
  20AUG2006; 1.841960; 1.841960;
  19AUG2006; 1.841960; 1.841960;
  18AUG2006; 1.841960; 1.841960;
  17AUG2006; 1.848087; 1.848087;
  16AUG2006; 1.846722; 1.846722;
  15AUG2006; 1.836885; 1.836885;
  14AUG2006; 1.831502; 1.831502;
  13AUG2006; 1.834189; 1.834189;
  12AUG2006; 1.834189; 1.834189;
  11AUG2006; 1.834189; 1.834189;
  10AUG2006; 1.835536; 1.835536;
  09AUG2006; 1.851509; 1.851509;
  08AUG2006; 1.844338; 1.844338;
  07AUG2006; 1.847746; 1.847746;
  06AUG2006; 1.852195; 1.852195;
  05AUG2006; 1.852195; 1.852195;
  04AUG2006; 1.852195; 1.852195;
  03AUG2006; 1.838235; 1.838235;
  02AUG2006; 1.840265; 1.840265;
  01AUG2006; 1.830831; 1.830831;
  31JUL2006; 1.833853; 1.833853;
  30JUL2006; 1.833517; 1.833517;
  29JUL2006; 1.833517; 1.833517;
  28JUL2006; 1.833517; 1.833517;
  27JUL2006; 1.829491; 1.829491;
  26JUL2006; 1.812908; 1.812908;
  25JUL2006; 1.814224; 1.814224;
  24JUL2006; 1.814224; 1.814224;
  23JUL2006; 1.823154; 1.823154;
  22JUL2006; 1.823154; 1.823154;
  21JUL2006; 1.823154; 1.823154;
  20JUL2006; 1.817191; 1.817191;
  19JUL2006; 1.805054; 1.805054;
  18JUL2006; 1.795010; 1.795010;
  17JUL2006; 1.798238; 1.798238;
  16JUL2006; 1.815541; 1.815541;
  15JUL2006; 1.815541; 1.815541;
  14JUL2006; 1.815541; 1.815541;
  13JUL2006; 1.823819; 1.823819;
  12JUL2006; 1.822822; 1.822822;
  11JUL2006; 1.832173; 1.832173;
  10JUL2006; 1.830161; 1.830161;
  09JUL2006; 1.842299; 1.842299;
  08JUL2006; 1.842299; 1.842299;
  07JUL2006; 1.842299; 1.842299;
  06JUL2006; 1.832173; 1.832173;
  05JUL2006; 1.827151; 1.827151;
  04JUL2006; 1.838573; 1.838573;
  03JUL2006; 1.838911; 1.838911;
  02JUL2006; 1.836547; 1.836547;
  01JUL2006; 1.836547; 1.836547;
  30JUN2006; 1.836547; 1.836547;
  29JUN2006; 1.801153; 1.801153;
  28JUN2006; 1.799532; 1.799532;
  27JUN2006; 1.809955; 1.809955;
  26JUN2006; 1.803427; 1.803427;
  25JUN2006; 1.798238; 1.798238;
  24JUN2006; 1.798238; 1.798238;
  23JUN2006; 1.798238; 1.798238;
  22JUN2006; 1.806685; 1.806685;
  21JUN2006; 1.816530; 1.816530;
  20JUN2006; 1.806358; 1.806358;
  19JUN2006; 1.804403; 1.804403;
  18JUN2006; 1.816201; 1.816201;
  17JUN2006; 1.816201; 1.816201;
  16JUN2006; 1.816201; 1.816201;
  15JUN2006; 1.813894; 1.813894;
  14JUN2006; 1.812908; 1.812908;
  13JUN2006; 1.805054; 1.805054;
  12JUN2006; 1.808318; 1.808318;
  11JUN2006; 1.816860; 1.816860;
  10JUN2006; 1.816860; 1.816860;
  09JUN2006; 1.816860; 1.816860;
  08JUN2006; 1.815211; 1.815211;
  07JUN2006; 1.835873; 1.835873;
  06JUN2006; 1.841621; 1.841621;
  05JUN2006; 1.809873; 1.809873;
  04JUN2006; 1.806955; 1.806955;
  03JUN2006; 1.806955; 1.806955;
  02JUN2006; 1.806955; 1.806955;
  01JUN2006; 1.842299; 1.842299;
  31MAY2006; 1.802767; 1.802767;
  30MAY2006; 1.800507; 1.800507;
  29MAY2006; 1.832509; 1.832509;
  28MAY2006; 1.827485; 1.827485;
  27MAY2006; 1.827485; 1.827485;
  26MAY2006; 1.827485; 1.827485;
  25MAY2006; 1.793712; 1.793712;
  24MAY2006; 1.790977; 1.790977;
  23MAY2006; 1.788220; 1.788220;
  22MAY2006; 1.785403; 1.785403;
  21MAY2006; 1.782906; 1.782906;
  20MAY2006; 1.782906; 1.782906;
  19MAY2006; 1.782906; 1.782906;
  18MAY2006; 1.779910; 1.779910;
  17MAY2006; 1.777397; 1.777397;
  16MAY2006; 1.774654; 1.774654;
  15MAY2006; 1.772276; 1.772276;
  14MAY2006; 1.769718; 1.769718;
  13MAY2006; 1.769718; 1.769718;
  12MAY2006; 1.769718; 1.769718;
  11MAY2006; 1.767338; 1.767338;
  10MAY2006; 1.764603; 1.764603;
  09MAY2006; 1.761927; 1.761927;
  08MAY2006; 1.759077; 1.759077;
  07MAY2006; 1.755991; 1.755991;
  06MAY2006; 1.755991; 1.755991;
  05MAY2006; 1.755991; 1.755991;
  04MAY2006; 1.753236; 1.753236;
  03MAY2006; 1.750753; 1.750753;
  02MAY2006; 1.748016; 1.748016;
  01MAY2006; 1.745825; 1.745825;
  30APR2006; 1.743725; 1.743725;
  29APR2006; 1.743725; 1.743725;
  28APR2006; 1.743725; 1.743725;
  27APR2006; 1.741717; 1.741717;
  26APR2006; 1.739887; 1.739887;
  25APR2006; 1.738147; 1.738147;
  24APR2006; 1.736308; 1.736308;
  23APR2006; 1.772421; 1.772421;
  22APR2006; 1.772421; 1.772421;
  21APR2006; 1.772421; 1.772421;
  20APR2006; 1.768347; 1.768347;
  19APR2006; 1.731597; 1.731597;
  18APR2006; 1.764914; 1.764914;
  17APR2006; 1.764602; 1.764602;
  16APR2006; 1.736714; 1.736714;
  15APR2006; 1.736714; 1.736714;
  14APR2006; 1.736714; 1.736714;
  13APR2006; 1.736714; 1.736714;
  12APR2006; 1.740038; 1.740038;
  11APR2006; 1.742464; 1.742464;
  10APR2006; 1.739130; 1.739130;
  09APR2006; 1.740947; 1.740947;
  08APR2006; 1.740947; 1.740947;
  07APR2006; 1.740947; 1.740947;
  06APR2006; 1.757469; 1.757469;
  05APR2006; 1.722383; 1.722383;
  04APR2006; 1.721271; 1.721271;
  03APR2006; 1.740644; 1.740644;
  02APR2006; 1.739130; 1.739130;
  01APR2006; 1.739130; 1.739130;
  31MAR2006; 1.739130; 1.739130;
  30MAR2006; 1.744287; 1.744287;
  29MAR2006; 1.724138; 1.724138;
  28MAR2006; 1.736413; 1.736413;
  27MAR2006; 1.728608; 1.728608;
  26MAR2006; 1.725923; 1.725923;
  25MAR2006; 1.725923; 1.725923;
  24MAR2006; 1.725923; 1.725923;
  23MAR2006; 1.721467; 1.721467;
  22MAR2006; 1.737016; 1.737016;
  21MAR2006; 1.737016; 1.737016;
  20MAR2006; 1.748863; 1.748863;
  19MAR2006; 1.748863; 1.748863;
  18MAR2006; 1.748863; 1.748863;
  17MAR2006; 1.748863; 1.748863;
  16MAR2006; 1.746420; 1.746420;
  15MAR2006; 1.729505; 1.729505;
  14MAR2006; 1.726817; 1.726817;
  13MAR2006; 1.713502; 1.713502;
  12MAR2006; 1.707359; 1.707359;
  11MAR2006; 1.707359; 1.707359;
  10MAR2006; 1.707359; 1.707359;
  09MAR2006; 1.712622; 1.712622;
  08MAR2006; 1.712622; 1.712622;
  07MAR2006; 1.707359; 1.707359;
  06MAR2006; 1.725626; 1.725626;
  05MAR2006; 1.725626; 1.725626;
  04MAR2006; 1.725626; 1.725626;
  03MAR2006; 1.725626; 1.725626;
  02MAR2006; 1.721467; 1.721467;
  01MAR2006; 1.713796; 1.713796;
  28FEB2006; 1.712622; 1.712622;
  27FEB2006; 1.703578; 1.703578;
  26FEB2006; 1.704739; 1.704739;
  25FEB2006; 1.704739; 1.704739;
  24FEB2006; 1.704739; 1.704739;
  23FEB2006; 1.712622; 1.712622;
  22FEB2006; 1.707067; 1.707067;
  21FEB2006; 1.709694; 1.709694;
  20FEB2006; 1.716444; 1.716444;
  19FEB2006; 1.712915; 1.712915;
  18FEB2006; 1.712915; 1.712915;
  17FEB2006; 1.712915; 1.712915;
  16FEB2006; 1.707359; 1.707359;
  15FEB2006; 1.709694; 1.709694;
  14FEB2006; 1.705611; 1.705611;
  13FEB2006; 1.710571; 1.710571;
  12FEB2006; 1.711157; 1.711157;
  11FEB2006; 1.711157; 1.711157;
  10FEB2006; 1.711157; 1.711157;
  09FEB2006; 1.717328; 1.717328;
  08FEB2006; 1.717033; 1.717033;
  07FEB2006; 1.717328; 1.717328;
  06FEB2006; 1.721467; 1.721467;
  05FEB2006; 1.724138; 1.724138;
  04FEB2006; 1.724138; 1.724138;
  03FEB2006; 1.724138; 1.724138;
  02FEB2006; 1.737016; 1.737016;
  01FEB2006; 1.738224; 1.738224;
  31JAN2006; 1.744287; 1.744287;
  30JAN2006; 1.736413; 1.736413;
  29JAN2006; 1.743983; 1.743983;
  28JAN2006; 1.743983; 1.743983;
  27JAN2006; 1.743983; 1.743983;
  26JAN2006; 1.718860; 1.718860;
  25JAN2006; 1.717187; 1.717187;
  24JAN2006; 1.715453; 1.715453;
  23JAN2006; 1.713711; 1.713711;
  22JAN2006; 1.737619; 1.737619;
  21JAN2006; 1.737619; 1.737619;
  20JAN2006; 1.737619; 1.737619;
  19JAN2006; 1.740947; 1.740947;
  18JAN2006; 1.738526; 1.738526;
  17JAN2006; 1.733403; 1.733403;
  16JAN2006; 1.741553; 1.741553;
  15JAN2006; 1.735810; 1.735810;
  14JAN2006; 1.735810; 1.735810;
  13JAN2006; 1.735810; 1.735810;
  12JAN2006; 1.729206; 1.729206;
  11JAN2006; 1.738526; 1.738526;
  10JAN2006; 1.734004; 1.734004;
  09JAN2006; 1.735207; 1.735207;
  08JAN2006; 1.699238; 1.699238;
  07JAN2006; 1.699238; 1.699238;
  06JAN2006; 1.699238; 1.699238;
  05JAN2006; 1.698178; 1.698178;
  04JAN2006; 1.697140; 1.697140;
  03JAN2006; 1.721170; 1.721170;
  02JAN2006; 1.694341; 1.694341;
  01JAN2006; 1.694915; 1.694915;
  31DEC2005; 1.763011; 1.763011;
  30DEC2005; 1.763011; 1.763011;
  29DEC2005; 1.760971; 1.760971;
  28DEC2005; 1.724138; 1.724138;
  27DEC2005; 1.757621; 1.757621;
  26DEC2005; 1.755311; 1.755311;
  25DEC2005; 1.753033; 1.753033;
  24DEC2005; 1.753033; 1.753033;
  23DEC2005; 1.753033; 1.753033;
  22DEC2005; 1.750986; 1.750986;
  21DEC2005; 1.749095; 1.749095;
  20DEC2005; 1.747267; 1.747267;
  19DEC2005; 1.724138; 1.724138;
  18DEC2005; 1.724138; 1.724138;
  17DEC2005; 1.724138; 1.724138;
  16DEC2005; 1.724138; 1.724138;
  15DEC2005; 1.724138; 1.724138;
  14DEC2005; 1.724138; 1.724138;
  13DEC2005; 1.724138; 1.724138;
  12DEC2005; 1.724138; 1.724138;
  11DEC2005; 1.740688; 1.740688;
  10DEC2005; 1.740688; 1.740688;
  09DEC2005; 1.740688; 1.740688;
  08DEC2005; 1.738985; 1.738985;
  07DEC2005; 1.737560; 1.737560;
  06DEC2005; 1.735771; 1.735771;
  05DEC2005; 1.694915; 1.694915;
  04DEC2005; 1.730693; 1.730693;
  03DEC2005; 1.730693; 1.730693;
  02DEC2005; 1.730693; 1.730693;
  01DEC2005; 1.694915; 1.694915;
  30NOV2005; 1.694915; 1.694915;
  29NOV2005; 1.694915; 1.694915;
  28NOV2005; 1.694915; 1.694915;
  27NOV2005; 1.694915; 1.694915;
  26NOV2005; 1.694915; 1.694915;
  25NOV2005; 1.694915; 1.694915;
  24NOV2005; 1.694915; 1.694915;
  23NOV2005; 1.694915; 1.694915;
  22NOV2005; 1.694915; 1.694915;
  21NOV2005; 1.694915; 1.694915;
  20NOV2005; 1.694915; 1.694915;
  19NOV2005; 1.694915; 1.694915;
  18NOV2005; 1.694915; 1.694915;
  17NOV2005; 1.694915; 1.694915;
  16NOV2005; 1.707169; 1.707169;
  15NOV2005; 1.666667; 1.666667;
  14NOV2005; 1.666667; 1.666667;
  13NOV2005; 1.666667; 1.666667;
  12NOV2005; 1.666667; 1.666667;
  11NOV2005; 1.666667; 1.666667;
  10NOV2005; 1.694915; 1.694915;
  09NOV2005; 1.694915; 1.694915;
  08NOV2005; 1.694915; 1.694915;
  07NOV2005; 1.694915; 1.694915;
  06NOV2005; 1.694915; 1.694915;
  05NOV2005; 1.694915; 1.694915;
  04NOV2005; 1.694915; 1.694915;
  03NOV2005; 1.724138; 1.724138;
  02NOV2005; 1.724138; 1.724138;
  01NOV2005; 1.724138; 1.724138;
  31OCT2005; 1.724138; 1.724138;
  30OCT2005; 1.724138; 1.724138;
  29OCT2005; 1.724138; 1.724138;
  28OCT2005; 1.724138; 1.724138;
  27OCT2005; 1.699420; 1.699420;
  26OCT2005; 1.724138; 1.724138;
  25OCT2005; 1.724138; 1.724138;
  24OCT2005; 1.724138; 1.724138;
  23OCT2005; 1.724138; 1.724138;
  22OCT2005; 1.724138; 1.724138;
  21OCT2005; 1.724138; 1.724138;
  20OCT2005; 1.724138; 1.724138;
  19OCT2005; 1.724138; 1.724138;
  18OCT2005; 1.724138; 1.724138;
  17OCT2005; 1.724138; 1.724138;
  16OCT2005; 1.724138; 1.724138;
  15OCT2005; 1.724138; 1.724138;
  14OCT2005; 1.724138; 1.724138;
  13OCT2005; 1.724138; 1.724138;
  12OCT2005; 1.724138; 1.724138;
  11OCT2005; 1.724138; 1.724138;
  10OCT2005; 1.724138; 1.724138;
  09OCT2005; 1.724138; 1.724138;
  08OCT2005; 1.724138; 1.724138;
  07OCT2005; 1.724138; 1.724138;
  06OCT2005; 1.707458; 1.707458;
  05OCT2005; 1.724138; 1.724138;
  04OCT2005; 1.724138; 1.724138;
  03OCT2005; 1.724138; 1.724138;
  02OCT2005; 1.732502; 1.732502;
  01OCT2005; 1.732502; 1.732502;
  30SEP2005; 1.732502; 1.732502;
  29SEP2005; 1.725923; 1.725923;
  28SEP2005; 1.766396; 1.766396;
  27SEP2005; 1.767130; 1.767130;
  26SEP2005; 1.728608; 1.728608;
  25SEP2005; 1.734004; 1.734004;
  24SEP2005; 1.734004; 1.734004;
  23SEP2005; 1.734004; 1.734004;
  22SEP2005; 1.745201; 1.745201;
  21SEP2005; 1.757160; 1.757160;
  20SEP2005; 1.749169; 1.749169;
  19SEP2005; 1.745201; 1.745201;
  18SEP2005; 1.755002; 1.755002;
  17SEP2005; 1.755002; 1.755002;
  16SEP2005; 1.755002; 1.755002;
  15SEP2005; 1.755618; 1.755618;
  14SEP2005; 1.768034; 1.768034;
  13SEP2005; 1.763980; 1.763980;
  12SEP2005; 1.764602; 1.764602;
  11SEP2005; 1.785714; 1.785714;
  10SEP2005; 1.785714; 1.785714;
  09SEP2005; 1.785714; 1.785714;
  08SEP2005; 1.783485; 1.783485;
  07SEP2005; 1.788589; 1.788589;
  06SEP2005; 1.793400; 1.793400;
  05SEP2005; 1.756258; 1.756258;
  04SEP2005; 1.754079; 1.754079;
  03SEP2005; 1.754079; 1.754079;
  02SEP2005; 1.754079; 1.754079;
  01SEP2005; 1.790831; 1.790831;
  31AUG2005; 1.766472; 1.766472;
  30AUG2005; 1.751927; 1.751927;
  29AUG2005; 1.763047; 1.763047;
  28AUG2005; 1.772107; 1.772107;
  27AUG2005; 1.772107; 1.772107;
  26AUG2005; 1.772107; 1.772107;
  25AUG2005; 1.765537; 1.765537;
  24AUG2005; 1.760253; 1.760253;
  23AUG2005; 1.753156; 1.753156;
  22AUG2005; 1.757469; 1.757469;
  21AUG2005; 1.744896; 1.744896;
  20AUG2005; 1.744896; 1.744896;
  19AUG2005; 1.744896; 1.744896;
  18AUG2005; 1.749475; 1.749475;
  17AUG2005; 1.768034; 1.768034;
  16AUG2005; 1.770538; 1.770538;
  15AUG2005; 1.776830; 1.776830;
  14AUG2005; 1.742222; 1.742222;
  13AUG2005; 1.742222; 1.742222;
  12AUG2005; 1.742222; 1.742222;
  11AUG2005; 1.741055; 1.741055;
  10AUG2005; 1.779043; 1.779043;
  09AUG2005; 1.773993; 1.773993;
  08AUG2005; 1.776514; 1.776514;
  07AUG2005; 1.772421; 1.772421;
  06AUG2005; 1.772421; 1.772421;
  05AUG2005; 1.772421; 1.772421;
  04AUG2005; 1.736915; 1.736915;
  03AUG2005; 1.769598; 1.769598;
  02AUG2005; 1.753771; 1.753771;
  01AUG2005; 1.754078; 1.754078;
  31JUL2005; 1.746115; 1.746115;
  30JUL2005; 1.746115; 1.746115;
  29JUL2005; 1.746115; 1.746115;
  28JUL2005; 1.736111; 1.736111;
  27JUL2005; 1.729805; 1.729805;
  26JUL2005; 1.726817; 1.726817;
  25JUL2005; 1.733102; 1.733102;
  24JUL2005; 1.740341; 1.740341;
  23JUL2005; 1.740341; 1.740341;
  22JUL2005; 1.740341; 1.740341;
  21JUL2005; 1.741553; 1.741553;
  20JUL2005; 1.725923; 1.725923;
  19JUL2005; 1.722653; 1.722653;
  18JUL2005; 1.731902; 1.731902;
  17JUL2005; 1.730403; 1.730403;
  16JUL2005; 1.730403; 1.730403;
  15JUL2005; 1.730403; 1.730403;
  14JUL2005; 1.738828; 1.738828;
  13JUL2005; 1.737921; 1.737921;
  12JUL2005; 1.752234; 1.752234;
  11JUL2005; 1.734004; 1.734004;
  10JUL2005; 1.762597; 1.762597;
  09JUL2005; 1.762597; 1.762597;
  08JUL2005; 1.762597; 1.762597;
  07JUL2005; 1.765201; 1.765201;
  06JUL2005; 1.768353; 1.768353;
  05JUL2005; 1.771876; 1.771876;
  04JUL2005; 1.775348; 1.775348;
  03JUL2005; 1.778489; 1.778489;
  02JUL2005; 1.778489; 1.778489;
  01JUL2005; 1.778489; 1.778489;
  30JUN2005; 1.781552; 1.781552;
  29JUN2005; 1.784702; 1.784702;
  28JUN2005; 1.787604; 1.787604;
  27JUN2005; 1.790118; 1.790118;
  26JUN2005; 1.792898; 1.792898;
  25JUN2005; 1.792898; 1.792898;
  24JUN2005; 1.792898; 1.792898;
  23JUN2005; 1.795986; 1.795986;
  22JUN2005; 1.798867; 1.798867;
  21JUN2005; 1.801775; 1.801775;
  20JUN2005; 1.804850; 1.804850;
  19JUN2005; 1.807670; 1.807670;
  18JUN2005; 1.807670; 1.807670;
  17JUN2005; 1.807670; 1.807670;
  16JUN2005; 1.811067; 1.811067;
  15JUN2005; 1.814516; 1.814516;
  14JUN2005; 1.818231; 1.818231;
  13JUN2005; 1.821481; 1.821481;
  12JUN2005; 1.824319; 1.824319;
  11JUN2005; 1.824319; 1.824319;
  10JUN2005; 1.824319; 1.824319;
  09JUN2005; 1.826366; 1.826366;
  08JUN2005; 1.828815; 1.828815;
  07JUN2005; 1.831113; 1.831113;
  06JUN2005; 1.833668; 1.833668;
  05JUN2005; 1.836210; 1.836210;
  04JUN2005; 1.836210; 1.836210;
  03JUN2005; 1.836210; 1.836210;
  02JUN2005; 1.838288; 1.838288;
  01JUN2005; 1.840711; 1.840711;
  31MAY2005; 1.842673; 1.842673;
  30MAY2005; 1.844021; 1.844021;
  29MAY2005; 1.810610; 1.810610;
  28MAY2005; 1.810610; 1.810610;
  27MAY2005; 1.810610; 1.810610;
  26MAY2005; 1.846747; 1.846747;
  25MAY2005; 1.811266; 1.811266;
  24MAY2005; 1.808645; 1.808645;
  23MAY2005; 1.850247; 1.850247;
  22MAY2005; 1.851702; 1.851702;
  21MAY2005; 1.851702; 1.851702;
  20MAY2005; 1.851702; 1.851702;
  19MAY2005; 1.816860; 1.816860;
  18MAY2005; 1.822157; 1.822157;
  17MAY2005; 1.855609; 1.855609;
  16MAY2005; 1.815871; 1.815871;
  15MAY2005; 1.860026; 1.860026;
  14MAY2005; 1.860026; 1.860026;
  13MAY2005; 1.860026; 1.860026;
  12MAY2005; 1.821494; 1.821494;
  11MAY2005; 1.839588; 1.839588;
