#Title   :NB M SHELL                                                           
#Version :       1.1
#NPTS-   :    1024.0
#NCOL-   :       5.0
#OFFS-EV :  -168.335
#EVCH-   :     1.285
#VOLT-KV :     100.0
#ALPH-MR :      2.00
#BETA-MR :      5.70
#LTIM-MS :     500.0
#DTIM-MS :       0.0
#BCUR-NA :      0.00
#BDIA-NM :      0.00
#THCK-NM :       0.0
#SPECTRUM:
       0.0,       0.0,       0.0,       0.0,       0.0,
       0.0,       0.0,       0.0,       0.0,       0.0,
       0.0,       0.0,       0.0,       0.0,       0.0,
       0.0,       0.0,       0.0,       0.0,       0.0,
       0.0,       0.0,       0.0,       0.0,       0.0,
       0.0,       0.0,       0.0,       0.0,       0.0,
       0.0,       0.0,       0.0,       0.0,       0.0,
       0.0,       0.0,       0.0,       0.0,       0.0,
       0.0,       0.0,       0.0,       0.0,       0.0,
       0.0,       0.0,       0.0,       0.0,       0.0,
     210.0,     211.0,     226.0,     204.0,     206.0,
     219.0,     216.0,     232.0,     231.0,     193.0,
     226.0,     219.0,     253.0,     254.0,     241.0,
     273.0,     231.0,     245.0,     299.0,     317.0,
     297.0,     322.0,     338.0,     283.0,     292.0,
     293.0,     306.0,     333.0,     317.0,     331.0,
     348.0,     350.0,     358.0,     332.0,     369.0,
     373.0,     371.0,     397.0,     391.0,     426.0,
     418.0,     420.0,     442.0,     470.0,     460.0,
     462.0,     496.0,     568.0,     530.0,     527.0,
     604.0,     651.0,     686.0,     698.0,     760.0,
     845.0,     886.0,    1012.0,    1111.0,    1232.0,
    1384.0,    1584.0,    1774.0,    2169.0,    2576.0,
    3108.0,    3828.0,    4659.0,    5864.0,    7435.0,
    9458.0,   12730.0,   17297.0,   24448.0,   36079.0,
   56148.0,   97609.0,  212748.0,  540168.0,  999999.0,
  999999.0,  999999.0,  999999.0,  999999.0,  942159.0,
  639401.0,  555748.0,  540850.0,  557945.0,  596140.0,
  633677.0,  656427.0,  673794.0,  693140.0,  723287.0,
  768557.0,  826940.0,  927823.0,  976836.0,  926060.0,
  841532.0,  762063.0,  680928.0,  600412.0,  517177.0,
  459951.0,  428229.0,  414961.0,  417716.0,  440445.0,
  471272.0,  497853.0,  539226.0,  562748.0,  583176.0,
  591490.0,  600509.0,  602596.0,  598327.0,  582226.0,
  550126.0,  505880.0,  458948.0,  405402.0,  354992.0,
  310182.0,  274518.0,  243511.0,  216672.0,  195032.0,
  176911.0,  162799.0,  149032.0,  138430.0,  128790.0,
  118954.0,  110080.0,  102584.0,   94978.0,   88887.0,
   83732.0,   77379.0,   72442.0,   67816.0,   64519.0,
   60067.0,   57026.0,   54498.0,   52427.0,   49282.0,
   47347.0,   45334.0,   43591.0,   41487.0,   40294.0,
   38368.0,   36855.0,   34656.0,   33289.0,   31722.0,
   30152.0,   28512.0,   27088.0,   25606.0,   24206.0,
   22994.0,   22136.0,   20733.0,   19869.0,   18826.0,
   17760.0,   17020.0,   16406.0,   15558.0,   14673.0,
   14310.0,   13544.0,   13048.0,   12790.0,   12099.0,
   11505.0,   11068.0,   10871.0,   10348.0,    9965.0,
    9734.0,    9346.0,    9028.0,    8819.0,    8535.0,
    8264.0,    8091.0,    7713.0,    7485.0,    7094.0,
    7125.0,    7050.0,    6544.0,    6548.0,    6465.0,
    6247.0,    5968.0,    5802.0,    5674.0,    5470.0,
