"date"	"origin"	"destination"	"owac"	"dwac"	"carrier"	"Group"	"type"	"Total"	"Schedule"	"Charter"
200001.00	"SJU"	"BOG"	3	327	"VX"	0	"Passengers"	1356	1356	0
200001.00	"SJU"	"CCS"	3	388	"LR"	0	"Passengers"	3913	3913	0
200001.00	"SJU"	"DOM"	3	221	"OW"	2	"Passengers"	2748	2748	0
200001.00	"SJU"	"EIS"	3	282	"OW"	2	"Passengers"	20794	20794	0
200001.00	"SJU"	"FRA"	3	429	"DE"	0	"Passengers"	1130	1130	0
200001.00	"SJU"	"GCM"	3	233	"BA"	0	"Passengers"	806	806	0
200001.00	"SJU"	"GND"	3	273	"MMQ"	1	"Passengers"	172	0	172
200001.00	"SJU"	"GND"	3	273	"OW"	2	"Passengers"	2156	2156	0
200001.00	"SJU"	"LGW"	3	493	"BA"	0	"Passengers"	2804	2804	0
200001.00	"SJU"	"LGW"	3	493	"BY"	0	"Passengers"	2916	0	2916
200001.00	"SJU"	"LRM"	3	224	"OW"	2	"Passengers"	4109	4109	0
200001.00	"SJU"	"MAD"	3	482	"IB"	0	"Passengers"	7984	7984	0
200001.00	"SJU"	"MEX"	3	148	"MX"	0	"Passengers"	730	730	0
200001.00	"SJU"	"PAP"	3	238	"OW"	2	"Passengers"	1272	1272	0
200001.00	"SJU"	"POP"	3	224	"MP"	0	"Passengers"	1069	1069	0
200001.00	"SJU"	"POP"	3	224	"OW"	2	"Passengers"	3338	3338	0
200001.00	"SJU"	"POS"	3	280	"OW"	2	"Passengers"	3182	3182	0
200001.00	"SJU"	"POS"	3	280	"TZ"	3	"Passengers"	140	0	140
200001.00	"SJU"	"PTP"	3	235	"OW"	2	"Passengers"	3595	3595	0
200001.00	"SJU"	"PTP"	3	235	"TX"	0	"Passengers"	756	756	0
200001.00	"SJU"	"PTY"	3	162	"CM"	0	"Passengers"	2766	2766	0
200001.00	"SJU"	"PUJ"	3	224	"DE"	0	"Passengers"	1100	1100	0
200001.00	"SJU"	"PUJ"	3	224	"MP"	0	"Passengers"	1360	1360	0
200001.00	"SJU"	"PUJ"	3	224	"OW"	2	"Passengers"	3955	3955	0
200001.00	"SJU"	"SDQ"	3	224	"AA"	3	"Passengers"	18101	18101	0
200001.00	"SJU"	"SDQ"	3	224	"CM"	0	"Passengers"	9689	9689	0
200001.00	"SJU"	"SDQ"	3	224	"IB"	0	"Passengers"	5794	5794	0
200001.00	"SJU"	"SDQ"	3	224	"OW"	2	"Passengers"	17976	17976	0
200001.00	"SJU"	"SDQ"	3	224	"TW"	3	"Passengers"	11541	11541	0
200001.00	"SJU"	"SDQ"	3	224	"VX"	0	"Passengers"	1395	1395	0
200001.00	"SJU"	"SKB"	3	275	"OW"	2	"Passengers"	6477	6477	0
200001.00	"SJU"	"SLU"	3	276	"OW"	2	"Passengers"	8473	8473	0
200001.00	"SJU"	"STI"	3	224	"OW"	2	"Passengers"	6238	6238	0
200001.00	"SJU"	"SVD"	3	279	"OW"	2	"Passengers"	3200	3200	0
200001.00	"SJU"	"SXM"	3	259	"AA"	3	"Passengers"	7139	7139	0
200001.00	"SJU"	"SXM"	3	259	"AC"	0	"Passengers"	134	0	134
200001.00	"SJU"	"SXM"	3	259	"FCQ"	1	"Passengers"	82	0	82
200001.00	"SJU"	"SXM"	3	259	"OW"	2	"Passengers"	7755	7755	0
200001.00	"SJU"	"SXM"	3	259	"SY"	2	"Passengers"	320	0	320
200001.00	"SJU"	"TAB"	3	280	"OW"	2	"Passengers"	1308	1308	0
200001.00	"SJU"	"UVF"	3	276	"MMQ"	1	"Passengers"	144	0	144
200001.00	"SJU"	"UVF"	3	276	"TZ"	3	"Passengers"	289	0	289
200001.00	"SJU"	"YYZ"	3	936	"2T"	0	"Passengers"	516	516	0
200001.00	"SJU"	"YYZ"	3	936	"AC"	0	"Passengers"	511	0	511
200001.00	"SLC"	"CUN"	87	148	"LGQ"	0	"Passengers"	1521	0	1521
200001.00	"SLC"	"MZT"	87	148	"LGQ"	0	"Passengers"	793	0	793
200001.00	"SLC"	"PVR"	87	148	"LGQ"	0	"Passengers"	1279	0	1279
200001.00	"SLC"	"SJD"	87	148	"LGQ"	0	"Passengers"	830	0	830
200001.00	"SLC"	"YVR"	87	906	"AA"	3	"Passengers"	231	231	0
200001.00	"SPN"	"CTS"	5	736	"JO"	0	"Passengers"	980	0	980
200001.00	"SPN"	"KIX"	5	736	"JL"	0	"Passengers"	12973	12973	0
200001.00	"SPN"	"NGO"	5	736	"JL"	0	"Passengers"	746	0	746
200001.00	"SPN"	"NOU"	5	846	"JO"	0	"Passengers"	980	0	980
200001.00	"SPN"	"NRT"	5	736	"JL"	0	"Passengers"	19759	19759	0
200001.00	"SPN"	"NRT"	5	736	"NW"	3	"Passengers"	19420	19420	0
200001.00	"SPN"	"PUS"	5	778	"OZ"	0	"Passengers"	218	218	0
200001.00	"SPN"	"SEL"	5	778	"OZ"	0	"Passengers"	10992	10992	0
200001.00	"SRQ"	"YYZ"	33	936	"2T"	0	"Passengers"	2865	2865	0
200001.00	"SRQ"	"YYZ"	33	936	"TS"	0	"Passengers"	2079	2079	0
200001.00	"STL"	"AUA"	64	277	"RYQ"	2	"Passengers"	1298	0	1298
200001.00	"STL"	"CUN"	64	148	"1I"	1	"Passengers"	1706	0	1706
200001.00	"STL"	"CUN"	64	148	"MG"	1	"Passengers"	1208	0	1208
200001.00	"STL"	"CUN"	64	148	"TW"	3	"Passengers"	6841	6841	0
200001.00	"STL"	"CUN"	64	148	"TZ"	3	"Passengers"	2442	0	2442
200001.00	"STL"	"CZM"	64	148	"TW"	3	"Passengers"	1259	1259	0
200001.00	"STL"	"LGW"	64	493	"TW"	3	"Passengers"	8146	8146	0
200001.00	"STL"	"MBJ"	64	243	"1I"	1	"Passengers"	1988	0	1988
200001.00	"STL"	"MBJ"	64	243	"TW"	3	"Passengers"	2146	2146	0
200001.00	"STL"	"MEX"	64	148	"TW"	3	"Passengers"	2750	2750	0
200001.00	"STL"	"NAS"	64	204	"TZ"	3	"Passengers"	212	0	212
200001.00	"STL"	"PUJ"	64	224	"1I"	1	"Passengers"	350	0	350
200001.00	"STL"	"PVR"	64	148	"1I"	1	"Passengers"	1879	0	1879
200001.00	"STL"	"PVR"	64	148	"MG"	1	"Passengers"	828	0	828
200001.00	"STL"	"PVR"	64	148	"TW"	3	"Passengers"	1623	1623	0
200001.00	"STL"	"UVF"	64	276	"RYQ"	2	"Passengers"	745	0	745
200001.00	"STL"	"YWG"	64	926	"NW"	3	"Passengers"	17	17	0
200001.00	"STL"	"YYZ"	64	936	"TW"	3	"Passengers"	4988	4988	0
200001.00	"STL"	"ZIH"	64	148	"TW"	3	"Passengers"	1247	1247	0
200001.00	"STT"	"ANU"	4	206	"RYQ"	2	"Passengers"	611	0	611
200001.00	"STT"	"PUJ"	4	224	"RYQ"	2	"Passengers"	420	0	420
200001.00	"STT"	"PUJ"	4	224	"TZ"	3	"Passengers"	458	0	458
200001.00	"STX"	"ANU"	4	206	"OW"	2	"Passengers"	3	3	0
200001.00	"STX"	"LRM"	4	224	"OW"	2	"Passengers"	33	33	0
200001.00	"STX"	"POP"	4	224	"OW"	2	"Passengers"	24	24	0
200001.00	"STX"	"SDQ"	4	224	"OW"	2	"Passengers"	63	63	0
200001.00	"STX"	"SKB"	4	275	"OW"	2	"Passengers"	3	3	0
200001.00	"SWF"	"CUN"	22	148	"MMQ"	1	"Passengers"	228	0	228
200001.00	"SWF"	"LHR"	22	493	"AA"	3	"Passengers"	49	49	0
200001.00	"TPA"	"ACA"	33	148	"DE"	0	"Passengers"	815	815	0
200001.00	"TPA"	"AUA"	33	277	"FQ"	0	"Passengers"	507	507	0
200001.00	"TPA"	"AUA"	33	277	"LGQ"	0	"Passengers"	1689	0	1689
200001.00	"TPA"	"CUN"	33	148	"US"	3	"Passengers"	135	135	0
200001.00	"TPA"	"FRA"	33	429	"DE"	0	"Passengers"	4425	4425	0
200001.00	"TPA"	"GCM"	33	233	"KX"	0	"Passengers"	1860	1860	0
200001.00	"TPA"	"LGW"	33	493	"BA"	0	"Passengers"	8625	8625	0
200001.00	"TPA"	"MBJ"	33	243	"NW"	3	"Passengers"	6148	6148	0
200001.00	"TPA"	"NAS"	33	204	"JX"	1	"Passengers"	79	0	79
200001.00	"TPA"	"PUJ"	33	224	"LGQ"	0	"Passengers"	366	0	366
200001.00	"TPA"	"PVR"	33	148	"DE"	0	"Passengers"	1403	1403	0
200001.00	"TPA"	"SAP"	33	131	"FCQ"	1	"Passengers"	295	0	295
200001.00	"TPA"	"SJO"	33	110	"DE"	0	"Passengers"	1643	1643	0
200001.00	"TPA"	"YUL"	33	941	"AC"	0	"Passengers"	1503	1503	0
200001.00	"TPA"	"YYC"	33	916	"CP"	0	"Passengers"	43	0	43
200001.00	"TPA"	"YYZ"	33	936	"AC"	0	"Passengers"	12625	12625	0
200001.00	"TUL"	"SJD"	73	148	"BCQ"	0	"Passengers"	102	0	102
200001.00	"TUL"	"YYZ"	73	936	"BCQ"	0	"Passengers"	102	0	102
200001.00	"TUS"	"ACA"	81	148	"RYQ"	2	"Passengers"	159	0	159
200001.00	"TUS"	"HMO"	81	148	"JR"	0	"Passengers"	2461	2461	0
200001.00	"TUS"	"PVR"	81	148	"RYQ"	2	"Passengers"	264	0	264
200001.00	"TYS"	"NAS"	54	204	"MMQ"	1	"Passengers"	322	0	322
200001.00	"TYS"	"NAS"	54	204	"T9"	1	"Passengers"	169	0	169
200001.00	"WRI"	"YQX"	21	961	"MMQ"	1	"Passengers"	89	0	89
200002.00	"ABI"	"MTY"	74	148	"AA"	3	"Passengers"	55	55	0
200002.00	"ABI"	"YYC"	74	916	"AA"	3	"Passengers"	99	99	0
200002.00	"ACY"	"YMX"	21	941	"PN"	1	"Passengers"	170	0	170
200002.00	"ACY"	"YYZ"	21	936	"PN"	1	"Passengers"	58	0	58
200002.00	"ALB"	"YUL"	22	941	"MQ"	3	"Passengers"	53	53	0
200002.00	"ANC"	"GDX"	1	770	"H5"	0	"Passengers"	412	412	0
200002.00	"ANC"	"HKG"	1	729	"CX"	0	"Passengers"	6198	6198	0
200002.00	"ANC"	"KIX"	1	736	"NW"	3	"Passengers"	271	271	0
200002.00	"ANC"	"NGO"	1	736	"DL"	3	"Passengers"	223	223	0
200002.00	"ANC"	"NRT"	1	736	"DL"	3	"Passengers"	261	261	0
200002.00	"ANC"	"NRT"	1	736	"NW"	3	"Passengers"	282	282	0
200002.00	"ANC"	"NRT"	1	736	"UA"	3	"Passengers"	171	171	0
200002.00	"ANC"	"SEL"	1	778	"KE"	0	"Passengers"	5480	5480	0
200002.00	"ANC"	"SEL"	1	778	"OZ"	0	"Passengers"	6407	6407	0
200002.00	"ANC"	"TPE"	1	781	"CI"	0	"Passengers"	5352	5352	0
200002.00	"ANC"	"YYZ"	1	936	"CX"	0	"Passengers"	6198	6198	0
200002.00	"ANC"	"YYZ"	1	936	"KE"	0	"Passengers"	4727	4727	0
200002.00	"ATL"	"ACA"	34	148	"AM"	0	"Passengers"	361	0	361
200002.00	"ATL"	"ACA"	34	148	"DL"	3	"Passengers"	688	0	688
200002.00	"ATL"	"AMS"	34	461	"DL"	3	"Passengers"	8112	8112	0
200002.00	"ATL"	"AMS"	34	461	"KL"	0	"Passengers"	5835	5835	0
200002.00	"ATL"	"AUA"	34	277	"5X"	3	"Passengers"	254	0	254
200002.00	"ATL"	"AUA"	34	277	"DL"	3	"Passengers"	6453	6453	0
200002.00	"ATL"	"AUA"	34	277	"SEQ"	0	"Passengers"	2122	0	2122
200002.00	"ATL"	"BDA"	34	207	"DL"	3	"Passengers"	7045	7045	0
200002.00	"ATL"	"BON"	34	259	"LM"	0	"Passengers"	770	770	0
200002.00	"ATL"	"BRU"	34	409	"DL"	3	"Passengers"	7717	7717	0
200002.00	"ATL"	"BRU"	34	409	"SN"	0	"Passengers"	8311	8311	0
200002.00	"ATL"	"CCS"	34	388	"DL"	3	"Passengers"	3785	3785	0
200002.00	"ATL"	"CDG"	34	427	"AF"	0	"Passengers"	8421	8421	0
200002.00	"ATL"	"CDG"	34	427	"DL"	3	"Passengers"	11763	11763	0
200002.00	"ATL"	"CPT"	34	562	"SA"	0	"Passengers"	1877	1877	0
200002.00	"ATL"	"CUN"	34	148	"AM"	0	"Passengers"	5969	5969	0
200002.00	"ATL"	"CUN"	34	148	"DL"	3	"Passengers"	8282	8282	0
200002.00	"ATL"	"CUN"	34	148	"LGQ"	0	"Passengers"	3417	0	3417
200002.00	"ATL"	"CUN"	34	148	"MMQ"	1	"Passengers"	166	0	166
200002.00	"ATL"	"CUN"	34	148	"TZ"	3	"Passengers"	3141	0	3141
200002.00	"ATL"	"CUN"	34	148	"X9"	1	"Passengers"	217	0	217
200002.00	"ATL"	"CUR"	34	259	"LM"	0	"Passengers"	553	553	0
200002.00	"ATL"	"CZM"	34	148	"AM"	0	"Passengers"	949	949	0
200002.00	"ATL"	"DUB"	34	441	"DL"	3	"Passengers"	2567	2567	0
200002.00	"ATL"	"EZE"	34	303	"MJ"	0	"Passengers"	2631	2631	0
200002.00	"ATL"	"FCO"	34	450	"DL"	3	"Passengers"	8139	8139	0
200002.00	"ATL"	"FRA"	34	429	"DL"	3	"Passengers"	16959	16959	0
200002.00	"ATL"	"FRA"	34	429	"LH"	0	"Passengers"	8588	8588	0
200002.00	"ATL"	"GCM"	34	233	"DL"	3	"Passengers"	7777	7777	0
200002.00	"ATL"	"GDL"	34	148	"DL"	3	"Passengers"	3318	3318	0
200002.00	"ATL"	"GRU"	34	316	"DL"	3	"Passengers"	9752	9752	0
200002.00	"ATL"	"GUA"	34	127	"DL"	3	"Passengers"	5622	5622	0
200002.00	"ATL"	"JNB"	34	562	"SA"	0	"Passengers"	2973	2973	0
200002.00	"ATL"	"KEF"	34	439	"DL"	3	"Passengers"	156	156	0
200002.00	"ATL"	"LGW"	34	493	"BA"	0	"Passengers"	8102	8102	0
200002.00	"ATL"	"LGW"	34	493	"DL"	3	"Passengers"	19761	19761	0
200002.00	"ATL"	"LIM"	34	368	"DL"	3	"Passengers"	7407	7407	0
200002.00	"ATL"	"MAD"	34	482	"DL"	3	"Passengers"	4802	4802	0
200002.00	"ATL"	"MAN"	34	493	"DL"	3	"Passengers"	9987	9987	0
200002.00	"ATL"	"MBJ"	34	243	"JM"	0	"Passengers"	13460	13460	0
200002.00	"ATL"	"MEX"	34	148	"AM"	0	"Passengers"	9253	9249	4
200002.00	"ATL"	"MEX"	34	148	"DL"	3	"Passengers"	15479	15479	0
200002.00	"ATL"	"MEX"	34	148	"MMQ"	1	"Passengers"	146	0	146
200002.00	"ATL"	"MTY"	34	148	"AM"	0	"Passengers"	7333	7333	0
200002.00	"ATL"	"MUC"	34	429	"DL"	3	"Passengers"	8522	8522	0
200002.00	"ATL"	"NAS"	34	204	"DL"	3	"Passengers"	17974	17974	0
200002.00	"ATL"	"NAS"	34	204	"MMQ"	1	"Passengers"	156	0	156
200002.00	"ATL"	"NAS"	34	204	"T9"	1	"Passengers"	162	0	162
200002.00	"ATL"	"NRT"	34	736	"DL"	3	"Passengers"	10235	10235	0
200002.00	"ATL"	"PLS"	34	281	"MMQ"	1	"Passengers"	496	0	496
200002.00	"ATL"	"PLS"	34	281	"T9"	1	"Passengers"	297	0	297
200002.00	"ATL"	"PTY"	34	162	"DL"	3	"Passengers"	5106	5106	0
200002.00	"ATL"	"SAL"	34	118	"DL"	3	"Passengers"	6872	6872	0
200002.00	"ATL"	"SID"	34	507	"SA"	0	"Passengers"	2141	2141	0
200002.00	"ATL"	"SJO"	34	110	"DL"	3	"Passengers"	9800	9800	0
200002.00	"ATL"	"SNN"	34	441	"DL"	3	"Passengers"	2353	2353	0
200002.00	"ATL"	"SNN"	34	441	"SR"	0	"Passengers"	208	208	0
200002.00	"ATL"	"STR"	34	429	"DL"	3	"Passengers"	5473	5473	0
200002.00	"ATL"	"YMX"	34	941	"DL"	3	"Passengers"	82	82	0
200002.00	"ATL"	"YUL"	34	941	"AC"	0	"Passengers"	49	0	49
200002.00	"ATL"	"YUL"	34	941	"DL"	3	"Passengers"	12120	12120	0
200002.00	"ATL"	"YYZ"	34	936	"AC"	0	"Passengers"	12095	12095	0
200002.00	"ATL"	"YYZ"	34	936	"DL"	3	"Passengers"	16313	16313	0
200002.00	"ATL"	"YYZ"	34	936	"SEQ"	0	"Passengers"	86	0	86
200002.00	"ATL"	"ZLO"	34	148	"MMQ"	1	"Passengers"	86	0	86
200002.00	"ATL"	"ZRH"	34	486	"DL"	3	"Passengers"	5437	5437	0
200002.00	"ATL"	"ZRH"	34	486	"SR"	0	"Passengers"	13063	13063	0
200002.00	"AUS"	"LIR"	74	110	"MMQ"	1	"Passengers"	155	0	155
200002.00	"BDL"	"AUA"	11	277	"LGQ"	0	"Passengers"	1146	0	1146
200002.00	"BDL"	"FPO"	11	204	"7Z"	0	"Passengers"	2241	2241	0
200002.00	"BDL"	"PUJ"	11	224	"LGQ"	0	"Passengers"	718	0	718
200002.00	"BDL"	"SDQ"	11	224	"LGQ"	0	"Passengers"	324	0	324
200002.00	"BDL"	"YUL"	11	941	"DL"	3	"Passengers"	164	164	0
200002.00	"BGR"	"BLL"	12	419	"TZQ"	0	"Passengers"	795	0	795
200002.00	"BGR"	"CPH"	12	419	"TZQ"	0	"Passengers"	797	0	797
200002.00	"BGR"	"CUN"	12	148	"AY"	0	"Passengers"	838	0	838
200002.00	"BGR"	"HEL"	12	425	"AY"	0	"Passengers"	5855	1630	4225
200002.00	"BGR"	"JED"	12	670	"SV"	0	"Passengers"	47	47	0
200002.00	"BGR"	"LGW"	12	493	"TW"	3	"Passengers"	187	187	0
200002.00	"BGR"	"POP"	12	224	"AY"	0	"Passengers"	3384	0	3384
200002.00	"BGR"	"PVR"	12	148	"TZQ"	0	"Passengers"	1592	0	1592
200002.00	"BGR"	"SNN"	12	441	"TZ"	3	"Passengers"	340	0	340
200002.00	"BGR"	"STR"	12	429	"DL"	3	"Passengers"	328	328	0
200002.00	"BHM"	"MTY"	51	148	"AM"	0	"Passengers"	36	36	0
200002.00	"BHM"	"NAS"	51	204	"MMQ"	1	"Passengers"	169	0	169
200002.00	"BIS"	"CUN"	66	148	"TZ"	3	"Passengers"	171	0	171
200002.00	"BNA"	"AUA"	54	277	"5X"	3	"Passengers"	534	0	534
200002.00	"BNA"	"CUN"	54	148	"5X"	3	"Passengers"	444	0	444
200002.00	"BNA"	"CUN"	54	148	"FCQ"	1	"Passengers"	1591	0	1591
200002.00	"BNA"	"YEG"	54	916	"AC"	0	"Passengers"	34	0	34
200002.00	"BOS"	"AMS"	13	461	"NW"	3	"Passengers"	11949	11949	0
200002.00	"BOS"	"ANU"	13	206	"1I"	1	"Passengers"	338	0	338
200002.00	"BOS"	"ANU"	13	206	"LGQ"	0	"Passengers"	428	0	428
200002.00	"BOS"	"ATH"	13	433	"OA"	0	"Passengers"	1543	1543	0
200002.00	"BOS"	"AUA"	13	277	"1I"	1	"Passengers"	173	0	173
200002.00	"BOS"	"AUA"	13	277	"LGQ"	0	"Passengers"	2070	0	2070
200002.00	"BOS"	"AUA"	13	277	"X9"	1	"Passengers"	20267	0	20267
200002.00	"BOS"	"BDA"	13	207	"DL"	3	"Passengers"	5831	5831	0
200002.00	"BOS"	"BDA"	13	207	"TW"	3	"Passengers"	141	141	0
200002.00	"BOS"	"BRU"	13	409	"SN"	0	"Passengers"	7385	7385	0
200002.00	"BOS"	"CDG"	13	427	"AA"	3	"Passengers"	5451	5451	0
200002.00	"BOS"	"CDG"	13	427	"AF"	0	"Passengers"	8719	8719	0
200002.00	"BOS"	"CDG"	13	427	"TW"	3	"Passengers"	190	190	0
200002.00	"BOS"	"CUN"	13	148	"LGQ"	0	"Passengers"	2417	0	2417
200002.00	"BOS"	"CUN"	13	148	"X9"	1	"Passengers"	15680	0	15680
200002.00	"BOS"	"CUN"	13	148	"XG"	1	"Passengers"	3249	0	3249
200002.00	"BOS"	"CZM"	13	148	"LGQ"	0	"Passengers"	309	0	309
200002.00	"BOS"	"FPO"	13	204	"LGQ"	0	"Passengers"	1437	0	1437
200002.00	"BOS"	"FRA"	13	429	"LH"	0	"Passengers"	14536	14536	0
200002.00	"BOS"	"KEF"	13	439	"FI"	0	"Passengers"	5348	5348	0
200002.00	"BOS"	"LGW"	13	493	"BA"	0	"Passengers"	246	246	0
200002.00	"BOS"	"LGW"	13	493	"TW"	3	"Passengers"	154	154	0
200002.00	"BOS"	"LGW"	13	493	"VS"	0	"Passengers"	16653	16653	0
200002.00	"BOS"	"LHR"	13	493	"AA"	3	"Passengers"	13863	13863	0
200002.00	"BOS"	"LHR"	13	493	"BA"	0	"Passengers"	32130	32130	0
200002.00	"BOS"	"LHR"	13	493	"UA"	3	"Passengers"	6598	6598	0
200002.00	"BOS"	"LIR"	13	110	"LGQ"	0	"Passengers"	331	0	331
200002.00	"BOS"	"LIS"	13	469	"TP"	0	"Passengers"	854	854	0
200002.00	"BOS"	"MBJ"	13	243	"1I"	1	"Passengers"	2176	0	2176
200002.00	"BOS"	"MBJ"	13	243	"PN"	1	"Passengers"	291	0	291
200002.00	"BOS"	"MBJ"	13	243	"SM"	1	"Passengers"	321	0	321
200002.00	"BOS"	"MBJ"	13	243	"SY"	2	"Passengers"	1287	0	1287
200002.00	"BOS"	"MXP"	13	450	"AZ"	0	"Passengers"	7094	7094	0
200002.00	"BOS"	"NAS"	13	204	"1I"	1	"Passengers"	165	0	165
200002.00	"BOS"	"NAS"	13	204	"LGQ"	0	"Passengers"	298	0	298
200002.00	"BOS"	"NAS"	13	204	"MMQ"	1	"Passengers"	170	0	170
200002.00	"BOS"	"NAS"	13	204	"X9"	1	"Passengers"	633	0	633
200002.00	"BOS"	"NRT"	13	736	"JL"	0	"Passengers"	271	271	0
200002.00	"BOS"	"PDL"	13	469	"TP"	0	"Passengers"	889	889	0
200002.00	"BOS"	"PLS"	13	281	"LGQ"	0	"Passengers"	1278	0	1278
200002.00	"BOS"	"POP"	13	224	"SY"	2	"Passengers"	1311	0	1311
200002.00	"BOS"	"PUJ"	13	224	"1I"	1	"Passengers"	532	0	532
200002.00	"BOS"	"PUJ"	13	224	"LGQ"	0	"Passengers"	850	0	850
200002.00	"BOS"	"SDQ"	13	224	"LGQ"	0	"Passengers"	798	0	798
200002.00	"BOS"	"SEL"	13	778	"KE"	0	"Passengers"	3084	3084	0
200002.00	"BOS"	"SJO"	13	110	"XG"	1	"Passengers"	202	0	202
200002.00	"BOS"	"SKB"	13	275	"LGQ"	0	"Passengers"	466	0	466
200002.00	"BOS"	"SKB"	13	275	"PN"	1	"Passengers"	140	0	140
200002.00	"BOS"	"SNN"	13	441	"EI"	0	"Passengers"	14016	14016	0
200002.00	"BOS"	"SNN"	13	441	"SR"	0	"Passengers"	127	127	0
200002.00	"BOS"	"SXM"	13	259	"PN"	1	"Passengers"	131	0	131
200002.00	"BOS"	"SXM"	13	259	"XG"	1	"Passengers"	1676	0	1676
200002.00	"BOS"	"TER"	13	469	"TP"	0	"Passengers"	1195	1195	0
200002.00	"BOS"	"UVF"	13	276	"XG"	1	"Passengers"	1623	0	1623
200002.00	"BOS"	"YHU"	13	941	"MMQ"	1	"Passengers"	41	0	41
200002.00	"BOS"	"YOW"	13	936	"MMQ"	1	"Passengers"	42	0	42
200002.00	"BOS"	"YUL"	13	941	"AA"	3	"Passengers"	65	65	0
200002.00	"BOS"	"YUL"	13	941	"NW"	3	"Passengers"	172	172	0
200002.00	"BOS"	"YVR"	13	906	"CP"	0	"Passengers"	3798	3798	0
200002.00	"BOS"	"YYZ"	13	936	"AC"	0	"Passengers"	23568	23568	0
200002.00	"BOS"	"YYZ"	13	936	"SN"	0	"Passengers"	101	101	0
200002.00	"BOS"	"ZRH"	13	486	"SR"	0	"Passengers"	10491	10491	0
200002.00	"BUF"	"CUN"	22	148	"LGQ"	0	"Passengers"	1160	0	1160
200002.00	"BUF"	"YOW"	22	936	"QN"	0	"Passengers"	36	36	0
200002.00	"BWI"	"AUA"	35	277	"FQ"	0	"Passengers"	789	789	0
200002.00	"BWI"	"AUA"	35	277	"LGQ"	0	"Passengers"	173	0	173
200002.00	"BWI"	"AUA"	35	277	"RYQ"	2	"Passengers"	932	0	932
200002.00	"BWI"	"BDA"	35	207	"US"	3	"Passengers"	2505	2505	0
200002.00	"BWI"	"CUN"	35	148	"MMQ"	1	"Passengers"	300	0	300
200002.00	"BWI"	"CUN"	35	148	"RYQ"	2	"Passengers"	4696	0	4696
200002.00	"BWI"	"FPO"	35	204	"7Z"	0	"Passengers"	2803	2803	0
200002.00	"BWI"	"KEF"	35	439	"FI"	0	"Passengers"	4806	4806	0
200002.00	"BWI"	"LGW"	35	493	"BA"	0	"Passengers"	5838	5838	0
200002.00	"BWI"	"LRM"	35	224	"MMQ"	1	"Passengers"	169	0	169
200002.00	"BWI"	"MBJ"	35	243	"JM"	0	"Passengers"	7074	7074	0
200002.00	"BWI"	"NAS"	35	204	"LGQ"	0	"Passengers"	2457	0	2457
200002.00	"BWI"	"PUJ"	35	224	"RYQ"	2	"Passengers"	1860	0	1860
200002.00	"BWI"	"PVR"	35	148	"RYQ"	2	"Passengers"	505	0	505
200002.00	"BWI"	"SDQ"	35	224	"LGQ"	0	"Passengers"	163	0	163
200002.00	"BWI"	"SDQ"	35	224	"MMQ"	1	"Passengers"	170	0	170
200002.00	"BWI"	"SJO"	35	110	"CO"	3	"Passengers"	120	120	0
200002.00	"CAE"	"YYZ"	37	936	"DL"	3	"Passengers"	41	41	0
200002.00	"CHS"	"ANU"	37	206	"MMQ"	1	"Passengers"	151	0	151
200002.00	"CLE"	"ANU"	44	206	"MMQ"	1	"Passengers"	151	0	151
200002.00	"CLE"	"AUA"	44	277	"RYQ"	2	"Passengers"	1056	0	1056
200002.00	"CLE"	"CUN"	44	148	"CO"	3	"Passengers"	675	675	0
200002.00	"CLE"	"CUN"	44	148	"LGQ"	0	"Passengers"	793	0	793
200002.00	"CLE"	"CUN"	44	148	"RYQ"	2	"Passengers"	2902	0	2902
200002.00	"CLE"	"CUN"	44	148	"TZ"	3	"Passengers"	2280	0	2280
200002.00	"CLE"	"FPO"	44	204	"7Z"	0	"Passengers"	1994	1994	0
200002.00	"CLE"	"LGW"	44	493	"CO"	3	"Passengers"	4042	4042	0
200002.00	"CLE"	"NAS"	44	204	"RYQ"	2	"Passengers"	2064	0	2064
200002.00	"CLE"	"PUJ"	44	224	"RYQ"	2	"Passengers"	868	0	868
200002.00	"CLE"	"PVR"	44	148	"RYQ"	2	"Passengers"	997	0	997
200002.00	"CLE"	"YUL"	44	941	"RU"	2	"Passengers"	3428	3428	0
200002.00	"CLE"	"YYZ"	44	936	"CO"	3	"Passengers"	114	114	0
200002.00	"CLE"	"YYZ"	44	936	"RU"	2	"Passengers"	2876	2876	0
200002.00	"CLM"	"YYJ"	93	906	"QX"	2	"Passengers"	20	20	0
200002.00	"CLT"	"AUA"	36	277	"SEQ"	0	"Passengers"	804	0	804
200002.00	"CLT"	"CUN"	36	148	"FCQ"	1	"Passengers"	3654	0	3654
200002.00	"CLT"	"CUN"	36	148	"LGQ"	0	"Passengers"	449	0	449
200002.00	"CLT"	"CUN"	36	148	"US"	3	"Passengers"	7090	7090	0
200002.00	"CLT"	"GCM"	36	233	"US"	3	"Passengers"	6442	6442	0
200002.00	"CLT"	"LGW"	36	493	"BA"	0	"Passengers"	5297	5297	0
200002.00	"CLT"	"LGW"	36	493	"US"	3	"Passengers"	6409	6409	0
200002.00	"CLT"	"MBJ"	36	243	"US"	3	"Passengers"	7165	7165	0
200002.00	"CLT"	"NAS"	36	204	"US"	3	"Passengers"	7400	7400	0
