       2      10       6      99       0      15       0     -999.000
      Alt            U            V       U_quality    V_quality
      65.0000     -3.12974      8.10721    0.0770600   0.00210214
      75.0000     -3.43531      8.45142    0.0799971   0.00229775
      85.0000    -0.111147      8.74946    0.0159290   0.00234662
      95.0000     0.178400      8.87804    0.0128259   0.00251888
      105.000     0.284593      8.88935    0.0107057   0.00275853
      115.000     0.357971      8.85338    0.0110546   0.00310978
      125.000     0.408442      8.79709    0.0119488   0.00354221
      135.000     0.450023      8.73023    0.0128430   0.00401529
      145.000     0.494641      8.66491    0.0134266   0.00443376
      155.000     0.530007      8.60916    0.0132618   0.00463451
      165.000     0.540065      8.55169    0.0130741   0.00484823
      175.000     0.535575      8.49660    0.0135151   0.00532707
      185.000     0.516918      8.44600    0.0135750   0.00568449
      195.000     0.489166      8.37760    0.0142059   0.00631349
      205.000     0.467626      8.31711    0.0144849   0.00683358
      215.000     0.457426      8.26797    0.0137274   0.00685922
      225.000     0.465090      8.21181    0.0128690   0.00678283
      235.000     0.482333      8.14433    0.0130754   0.00728604
      245.000     0.491065      8.08509    0.0124481   0.00729187
      255.000     0.485473      7.99959    0.0129853   0.00800559
      265.000     0.474525      7.91310    0.0136591   0.00882314
      275.000     0.474129      7.84250    0.0123369   0.00831097
      285.000     0.492002      7.73800    0.0120656   0.00837443
      295.000     0.522617      7.61570    0.0131283   0.00936390
      305.000     0.559353      7.54182    0.0129685   0.00938487
      315.000     0.597621      7.51117    0.0111905   0.00824287
      325.000     0.618279      7.46380    0.0111092   0.00828315
      335.000     0.616345      7.40997    0.0116357   0.00875607
      345.000     0.613430      7.35420    0.0126463   0.00962461
      355.000     0.625100      7.33894    0.0116295   0.00891788
      365.000     0.639711      7.30878    0.0117535   0.00906718
      375.000     0.664510      7.25302    0.0138459    0.0106793
      385.000     0.685331      7.21995    0.0131797    0.0101878
      395.000     0.703670      7.16655    0.0151419    0.0117878
      405.000     0.695848      7.10351    0.0157385    0.0123392
      415.000     0.698540      7.01703    0.0134591    0.0106248
      425.000     0.681183      6.91150    0.0140452    0.0111900
      435.000     0.657382      6.82273    0.0127680    0.0102776
      445.000     0.628840      6.74242    0.0119034   0.00967491
      455.000     0.551260      6.62335    0.0131641    0.0107388
      465.000     0.469399      6.48326    0.0146575    0.0119986
      475.000     0.398262      6.34551    0.0140900    0.0115956
      485.000     0.378610      6.19665    0.0140786    0.0116264
      495.000     0.388232      6.03359    0.0146985    0.0121861
      505.000     0.384993      5.90862    0.0143671    0.0118912
      515.000     0.359609      5.77864    0.0136583    0.0112854
      525.000     0.324144      5.64129    0.0140759    0.0115894
      535.000     0.311061      5.49976    0.0155592    0.0126223
      545.000     0.270473      5.32767    0.0165656    0.0132828
      555.000     0.181755      5.12764    0.0165884    0.0131792
      565.000     0.110980      4.94415    0.0166398    0.0132710
      575.000    0.0202553      4.77380    0.0174264    0.0138296
      585.000   -0.0854650      4.64168    0.0185461    0.0143109
      595.000    -0.187442      4.53055    0.0206909    0.0153598
      605.000    -0.326824      4.38985    0.0218278    0.0159256
      615.000    -0.441078      4.28751    0.0216320    0.0162072
      625.000    -0.474482      4.21854    0.0221622    0.0170368
      635.000    -0.488663      4.13935    0.0231373    0.0178074
      645.000    -0.538262      4.06508    0.0268839    0.0198641
      655.000    -0.610538      4.03718    0.0338091    0.0225777
      665.000    -0.729366      3.96008    0.0442782    0.0249841
      675.000    -0.966621      3.88550    0.0676938    0.0302717
      685.000     -1.54499      3.90061    0.0807578    0.0308538
      695.000     -1.91276      4.00470    0.0805248    0.0301706
      705.000     -2.12986      4.05858    0.0853181    0.0310092
      715.000     -2.33576      4.12509    0.0923858    0.0308667
      725.000     -2.53699      4.07629     0.100779    0.0314796
      735.000     -2.78835      3.98673    0.0998232    0.0301967
      745.000     -2.66135      3.96245     0.103650    0.0302656
      755.000     -2.39487      3.91477     0.124263    0.0349051
      765.000     -2.35487      3.91095     0.117270    0.0350277
      775.000     -2.33626      3.97845     0.100255    0.0320125
      785.000     -2.19940      3.91363     0.124479    0.0406774
      795.000     -2.02694      3.74426     0.164551    0.0503156
      805.000     -2.04663      3.69232     0.144377    0.0421415
      815.000     -2.15758      3.69289     0.125174    0.0343256
      825.000     -2.27031      3.60232     0.125106    0.0349092
      835.000     -1.92783      3.47513     0.124626    0.0355927
      845.000     -1.82121      3.40582     0.119330    0.0373368
      855.000     -2.73612      3.34736     0.123998    0.0394186
      865.000     -2.35046      3.34134     0.122121    0.0396041
      875.000     -1.38878      3.40531     0.130621    0.0385438
      885.000     -1.56305      3.39119     0.133254    0.0387320
      895.000     -1.07659      3.38247     0.160739    0.0409185
      905.000     -1.47810      3.37988     0.176026    0.0433207
      915.000     -999.000     -999.000     -999.000     -999.000
      925.000     -999.000     -999.000     -999.000     -999.000
      935.000     -999.000     -999.000     -999.000     -999.000
      945.000     -999.000     -999.000     -999.000     -999.000
      955.000     -999.000     -999.000     -999.000     -999.000
      965.000     -999.000     -999.000     -999.000     -999.000
      975.000     -1.54870      4.01919     0.195302    0.0575680
      985.000     -999.000     -999.000     -999.000     -999.000
      995.000     -999.000     -999.000     -999.000     -999.000
       2      10       6      99       4      30       0     -999.000
      Alt            U            V       U_quality    V_quality
      15.0000     -1.72488      3.29816     0.151060    0.0176532
      25.0000     -1.42645      4.26123     0.124557    0.0145276
      35.0000    -0.929772      5.51223     0.104363    0.0121319
      45.0000    -0.466143      6.65564    0.0889606    0.0103803
      55.0000    -0.247410      7.51554    0.0691784   0.00809292
      65.0000    -0.203309      8.07585    0.0633525   0.00744387
      75.0000    -0.100131      8.50581    0.0716903   0.00844831
      85.0000     0.250941      8.91821    0.0192688   0.00527746
      95.0000     0.294935      9.19421    0.0129574   0.00447202
      105.000     0.383130      9.29812    0.0103180   0.00431764
      115.000     0.464891      9.28590    0.0100951   0.00439509
      125.000     0.511539      9.20603    0.0100567   0.00441536
      135.000     0.543501      9.10244   0.00925162   0.00409286
      145.000     0.579554      8.97990   0.00920525   0.00409882
      155.000     0.604960      8.86640   0.00941842   0.00421505
      165.000     0.609941      8.75551   0.00945604   0.00425733
      175.000     0.601661      8.62856   0.00884623   0.00400859
      185.000     0.577724      8.50482   0.00830932   0.00378942
      195.000     0.547995      8.39296   0.00814905   0.00373306
      205.000     0.525381      8.27350   0.00866841   0.00398855
      215.000     0.512093      8.16275   0.00907572   0.00418608
      225.000     0.516763      8.06523   0.00877198   0.00404918
      235.000     0.530739      7.96078   0.00849921   0.00393422
      245.000     0.531244      7.85388   0.00846260   0.00393699
      255.000     0.520740      7.74027   0.00889119   0.00416452
      265.000     0.505720      7.62910   0.00852707   0.00402161
      275.000     0.501254      7.51735   0.00862369   0.00408076
      285.000     0.515709      7.40086   0.00896946   0.00425430
      295.000     0.545668      7.30133   0.00858424   0.00408599
      305.000     0.586350      7.21784   0.00825917   0.00393275
      315.000     0.627531      7.15034   0.00860757   0.00411463
      325.000     0.646963      7.09382   0.00866166   0.00414640
      335.000     0.640129      7.03156   0.00891885   0.00428144
      345.000     0.637253      6.97823   0.00945304   0.00455493
      355.000     0.649738      6.95289   0.00950949   0.00458759
      365.000     0.666063      6.92496    0.0102684   0.00497170
      375.000     0.690559      6.89440    0.0117851   0.00570292
      385.000     0.713978      6.87246    0.0118787   0.00575426
      395.000     0.732205      6.84737    0.0119167   0.00581091
      405.000     0.718832      6.81722    0.0112010   0.00552628
      415.000     0.716535      6.76779    0.0100573   0.00502247
      425.000     0.698558      6.70739   0.00980137   0.00493534
      435.000     0.673562      6.62282   0.00975959   0.00494800
      445.000     0.642981      6.52482    0.0101116   0.00516403
      455.000     0.566700      6.40678    0.0107598   0.00552228
      465.000     0.485917      6.27197    0.0112487   0.00580365
      475.000     0.412329      6.13868    0.0115666   0.00601010
      485.000     0.386166      6.00502    0.0113459   0.00589748
      495.000     0.395694      5.85152    0.0116052   0.00604677
      505.000     0.392901      5.69285    0.0118891   0.00615802
      515.000     0.368566      5.52765    0.0117234   0.00604203
      525.000     0.337449      5.37544    0.0120714   0.00615671
      535.000     0.325088      5.24409    0.0128387   0.00643635
      545.000     0.284043      5.10585    0.0135199   0.00670314
      555.000     0.196192      4.93501    0.0140227   0.00688636
      565.000     0.120519      4.74945    0.0148119   0.00719167
      575.000    0.0276087      4.56628    0.0151291   0.00715714
      585.000   -0.0774342      4.39150    0.0157411   0.00714242
      595.000    -0.174648      4.24039    0.0171573   0.00747235
      605.000    -0.317574      4.11007    0.0184841   0.00790599
      615.000    -0.431351      4.01955    0.0180595   0.00781944
      625.000    -0.461421      3.95621    0.0183583   0.00801138
      635.000    -0.481747      3.91518    0.0192534   0.00820936
      645.000    -0.533839      3.89518    0.0216212   0.00862801
      655.000    -0.613941      3.87607    0.0263752   0.00930214
      665.000    -0.777410      3.83869    0.0347596    0.0104312
      675.000     -1.03513      3.78622    0.0526417    0.0128667
      685.000     -1.53050      3.80748    0.0613036    0.0134427
      695.000     -1.86182      3.86349    0.0645237    0.0141066
      705.000     -2.05475      3.88060    0.0741078    0.0159517
      715.000     -2.37156      3.91207    0.0762458    0.0155021
      725.000     -2.64631      3.94547    0.0809049    0.0154504
      735.000     -2.88681      4.00880    0.0867098    0.0161052
      745.000     -2.86645      4.10260    0.0980685    0.0175684
      755.000     -2.65179      4.19749     0.101880    0.0176643
      765.000     -2.34996      4.29893    0.0908230    0.0159872
      775.000     -2.36331      4.34172    0.0828047    0.0151870
      785.000     -2.40347      4.30883    0.0865046    0.0159954
      795.000     -2.21275      4.23686    0.0996606    0.0178166
      805.000     -2.12352      4.17443     0.102753    0.0177811
      815.000     -2.09599      4.08669     0.101848    0.0174130
      825.000     -2.26932      4.01260     0.110681    0.0192028
      835.000     -1.86550      3.99509     0.118142    0.0208052
      845.000     -1.64420      3.92462     0.107770    0.0195654
      855.000     -2.30619      3.80542     0.104195    0.0194292
      865.000     -2.04666      3.76897    0.0994499    0.0188315
      875.000     -1.39169      3.74842     0.106459    0.0189894
      885.000     -1.59467      3.68451     0.108628    0.0189236
      895.000     -1.25992      3.69057     0.125116    0.0201389
      905.000     -1.41987      3.71414     0.134543    0.0213342
      915.000     -2.34379      3.68379     0.137808    0.0214191
      925.000     -1.68823      3.78127     0.145353    0.0230194
      935.000    -0.290496      3.99681     0.149502    0.0238895
      945.000    -0.431223      4.13705     0.143521    0.0236828
      955.000    -0.977084      4.21364     0.143956    0.0238220
      965.000    -0.823439      4.21757     0.165843    0.0274351
      975.000    -0.986667      4.21398     0.194248    0.0341204
      985.000     -1.08684      4.28450     0.194341    0.0362037
      995.000     -999.000     -999.000     -999.000     -999.000
       2      10       6      99       4      45       0     -999.000
      Alt            U            V       U_quality    V_quality
      15.0000     -2.77201      3.08156     0.154166    0.0187248
      25.0000     -2.41378      4.01031     0.126537    0.0154290
      35.0000     -1.75681      5.23591    0.0998385    0.0122003
      45.0000     -1.05229      6.39210    0.0827861    0.0101584
      55.0000    -0.447741      7.32505    0.0669181   0.00821126
      65.0000   -0.0399562      7.97206    0.0591023   0.00725565
      75.0000     0.254876      8.43642    0.0611655   0.00750394
      85.0000     0.571010      8.80747    0.0520142   0.00638145
      95.0000     0.715497      9.04989    0.0441620   0.00543174
      105.000      1.44776      9.20152    0.0132771   0.00377323
      115.000      1.59883      9.20986    0.0106850   0.00382150
      125.000      1.60434      9.16293   0.00904409   0.00393107
      135.000      1.58032      9.10476   0.00833650   0.00372130
      145.000      1.51968      9.01410   0.00891140   0.00391448
      155.000      1.41013      8.89711   0.00855022   0.00388847
      165.000      1.29306      8.76039   0.00823012   0.00376249
      175.000      1.17586      8.60702   0.00925518   0.00421645
      185.000      1.02780      8.47090   0.00972161   0.00429083
      195.000     0.866396      8.32816   0.00891437   0.00396024
      205.000     0.767938      8.17294   0.00812493   0.00372116
      215.000     0.702505      8.04782   0.00759253   0.00348847
      225.000     0.653514      7.95056   0.00805526   0.00368211
      235.000     0.653311      7.85317   0.00857887   0.00379800
      245.000     0.677515      7.72660   0.00773502   0.00353638
      255.000     0.692228      7.59594   0.00760176   0.00356624
      265.000     0.684719      7.47950   0.00714245   0.00338135
      275.000     0.659524      7.37486   0.00712598   0.00335347
      285.000     0.639543      7.27157   0.00760197   0.00350607
      295.000     0.647820      7.15961   0.00698303   0.00336765
      305.000     0.666295      7.06215   0.00651061   0.00318538
      315.000     0.678611      6.98416   0.00708501   0.00350163
      325.000     0.695744      6.92751   0.00727859   0.00353113
      335.000     0.726261      6.86924   0.00750806   0.00364207
      345.000     0.775446      6.81023   0.00717597   0.00362672
      355.000     0.827565      6.77210   0.00666459   0.00341084
      365.000     0.872707      6.73729   0.00790225   0.00405928
      375.000     0.906089      6.70971   0.00942734   0.00472630
      385.000     0.940819      6.67501   0.00889448   0.00453486
      395.000     0.964034      6.64323   0.00769490   0.00406052
      405.000     0.980718      6.62102   0.00674618   0.00359387
      415.000     0.995053      6.59849   0.00709079   0.00379006
      425.000     0.986236      6.56647   0.00776496   0.00404844
      435.000     0.932222      6.48702   0.00734281   0.00396083
      445.000     0.863691      6.38069   0.00728278   0.00400889
      455.000     0.815739      6.26419   0.00769080   0.00427595
      465.000     0.758492      6.14541   0.00840970   0.00463278
      475.000     0.670095      6.02841   0.00944777   0.00513824
      485.000     0.595111      5.89705   0.00887247   0.00498495
      495.000     0.534250      5.73574   0.00834769   0.00474101
      505.000     0.491328      5.57382   0.00860716   0.00488292
      515.000     0.474051      5.42884   0.00912453   0.00507236
      525.000     0.479126      5.29790   0.00955767   0.00532219
      535.000     0.447256      5.15429   0.00909945   0.00522803
      545.000     0.381978      5.01798   0.00900209   0.00518601
      555.000     0.278713      4.87030    0.0100783   0.00571234
      565.000     0.138418      4.69900    0.0115419   0.00622366
      575.000   -0.0217025      4.51267    0.0119587   0.00632757
      585.000    -0.213753      4.31856    0.0124741   0.00640338
      595.000    -0.426200      4.15974    0.0132101   0.00639010
      605.000    -0.679374      4.05776    0.0170517   0.00749424
      615.000    -0.982152      3.99447    0.0216109   0.00844951
      625.000     -1.37729      3.94036    0.0227360   0.00861431
      635.000     -1.74545      3.91177    0.0244843   0.00902730
      645.000     -1.98304      3.92712    0.0262782   0.00937513
      655.000     -2.24243      3.93920    0.0328741    0.0109091
      665.000     -2.63815      3.92318    0.0426888    0.0133227
      675.000     -2.87172      3.92744    0.0450815    0.0145453
      685.000     -2.96978      4.02135    0.0407287    0.0137681
      695.000     -3.03730      4.11947    0.0398005    0.0144025
      705.000     -3.08102      4.18902    0.0448291    0.0163562
      715.000     -3.06534      4.26168    0.0431231    0.0158818
      725.000     -2.83601      4.34398    0.0408370    0.0152981
      735.000     -2.74830      4.45655    0.0413651    0.0151088
      745.000     -2.89959      4.56211    0.0457011    0.0159660
      755.000     -3.01451      4.63755    0.0500898    0.0160957
      765.000     -2.62700      4.70554    0.0473287    0.0150938
      775.000     -2.42814      4.72517    0.0450938    0.0141614
      785.000     -2.39903      4.68259    0.0437407    0.0134023
      795.000     -2.29729      4.60200    0.0468449    0.0140950
      805.000     -2.26320      4.51003    0.0548639    0.0154749
      815.000     -2.26445      4.41636    0.0526053    0.0150970
      825.000     -2.29901      4.32647    0.0594107    0.0163269
      835.000     -2.28146      4.24048    0.0651294    0.0180846
      845.000     -2.25637      4.15026    0.0677770    0.0176313
      855.000     -2.32209      4.10325    0.0687491    0.0173885
      865.000     -1.99923      4.10545    0.0650737    0.0166988
      875.000     -1.63781      4.02979    0.0653900    0.0171354
      885.000     -1.49761      3.93972    0.0710836    0.0179951
      895.000     -1.52144      3.91540    0.0721734    0.0177688
      905.000     -1.40738      3.96236    0.0727053    0.0179929
      915.000     -1.32139      3.99004    0.0720723    0.0182266
      925.000     -1.24031      4.01918    0.0751018    0.0185667
      935.000     -1.24992      4.08807    0.0796245    0.0188915
      945.000     -1.30454      4.19109    0.0910725    0.0201158
      955.000     -1.15525      4.29673     0.101756    0.0223073
      965.000     -1.01226      4.33309     0.103602    0.0231808
      975.000    -0.580884      4.36762     0.128028    0.0288412
      985.000    -0.243527      4.42753     0.160319    0.0348891
      995.000    -0.258581      4.42610     0.187051    0.0389499
       2      10       6      99       4      60       0     -999.000
      Alt            U            V       U_quality    V_quality
      15.0000     -3.30020      2.68018     0.116619    0.0135905
      25.0000     -3.34112      3.54386    0.0990080    0.0115908
      35.0000     -3.34742      4.74417    0.0839122   0.00986964
      45.0000     -2.95457      5.94959    0.0745998   0.00881508
      55.0000     -1.99793      7.00318    0.0671863   0.00797808
      65.0000    -0.728399      7.84119    0.0564376   0.00673599
      75.0000     0.255989      8.39575    0.0449770   0.00539258
      85.0000     0.442968      8.64444    0.0365378   0.00438784
      95.0000     0.301906      8.73129    0.0403734   0.00485716
      105.000      1.14895      8.78844    0.0164432   0.00453568
      115.000      1.47957      8.87104    0.0115159   0.00420322
      125.000      1.52351      8.91041   0.00963252   0.00427602
      135.000      1.50979      8.91739   0.00921760   0.00421131
      145.000      1.45695      8.90052   0.00907032   0.00408377
      155.000      1.35564      8.83913   0.00839050   0.00391578
      165.000      1.25515      8.75198   0.00816407   0.00382881
      175.000      1.15599      8.64820   0.00921721   0.00430336
      185.000      1.01603      8.54896   0.00976549   0.00441072
      195.000     0.860519      8.41953   0.00906898   0.00411648
      205.000     0.771143      8.27565   0.00813017   0.00379187
      215.000     0.705357      8.16718   0.00728691   0.00340292
      225.000     0.652972      8.07646   0.00780298   0.00361757
      235.000     0.650131      7.97312   0.00858912   0.00385722
      245.000     0.681271      7.83278   0.00799512   0.00370268
      255.000     0.705199      7.69277   0.00736678   0.00349458
      265.000     0.700133      7.56444   0.00758983   0.00362768
      275.000     0.668742      7.45001   0.00794041   0.00377252
      285.000     0.642399      7.34711   0.00852972   0.00397448
      295.000     0.658080      7.24263   0.00785722   0.00382911
      305.000     0.677289      7.15629   0.00680913   0.00337286
      315.000     0.686101      7.08701   0.00702671   0.00351647
      325.000     0.700017      7.03077   0.00733196   0.00360230
      335.000     0.730096      6.96452   0.00756575   0.00371322
      345.000     0.781637      6.89978   0.00681627   0.00348918
      355.000     0.832490      6.84251   0.00643556   0.00334112
      365.000     0.874061      6.78942   0.00774910   0.00403921
      375.000     0.904279      6.74933   0.00865105   0.00439483
      385.000     0.938870      6.70448   0.00775843   0.00400943
      395.000     0.966861      6.66508   0.00684065   0.00365007
      405.000     0.985387      6.62975   0.00636171   0.00342047
      415.000     0.995822      6.58707   0.00707130   0.00380214
      425.000     0.984977      6.54263   0.00776197   0.00407154
      435.000     0.932228      6.46265   0.00741472   0.00402210
      445.000     0.866432      6.36351   0.00754390   0.00418327
      455.000     0.818820      6.25301   0.00751544   0.00419919
      465.000     0.755515      6.12884   0.00792951   0.00439923
      475.000     0.666037      6.01516   0.00878411   0.00481182
      485.000     0.594729      5.88753   0.00860896   0.00488416
      495.000     0.538347      5.73743   0.00834880   0.00478686
      505.000     0.498424      5.60427   0.00882281   0.00506180
      515.000     0.476937      5.47879   0.00935061   0.00525258
      525.000     0.480080      5.36457   0.00976260   0.00549791
      535.000     0.457574      5.25120   0.00932633   0.00542067
      545.000     0.405036      5.14398   0.00906152   0.00529478
      555.000     0.303495      5.01063   0.00988382   0.00571739
      565.000     0.161114      4.84500    0.0110095   0.00611356
      575.000   0.00875516      4.68917    0.0117933   0.00649524
      585.000    -0.170483      4.55751    0.0129349   0.00699172
      595.000    -0.382063      4.47506    0.0144511   0.00746309
      605.000    -0.644728      4.44613    0.0189430   0.00903418
      615.000    -0.952642      4.45156    0.0243244    0.0104821
      625.000     -1.35040      4.51043    0.0248290    0.0104404
      635.000     -1.72562      4.58951    0.0267410    0.0109672
      645.000     -1.97456      4.69683    0.0292622    0.0115392
      655.000     -2.21649      4.83145    0.0366064    0.0132757
      665.000     -2.52359      4.97664    0.0445272    0.0148606
      675.000     -2.60485      5.17731    0.0415135    0.0140910
      685.000     -2.67515      5.34902    0.0376485    0.0131594
      695.000     -2.79315      5.45561    0.0368466    0.0136410
      705.000     -2.85859      5.53378    0.0381134    0.0140951
      715.000     -2.85357      5.61019    0.0377586    0.0139479
      725.000     -2.62459      5.63158    0.0381334    0.0142651
      735.000     -2.50985      5.63164    0.0365528    0.0133412
      745.000     -2.68956      5.64758    0.0361159    0.0127194
      755.000     -2.85746      5.61074    0.0441479    0.0143073
      765.000     -2.50194      5.55859    0.0479650    0.0154484
      775.000     -2.32132      5.53186    0.0452647    0.0141832
      785.000     -2.24929      5.47768    0.0412537    0.0126237
      795.000     -2.14259      5.36978    0.0434936    0.0131034
      805.000     -2.16097      5.26956    0.0544273    0.0154492
      815.000     -2.13906      5.21415    0.0539219    0.0157093
      825.000     -2.05858      5.09162    0.0539656    0.0150272
      835.000     -1.98616      4.96865    0.0562332    0.0158360
      845.000     -1.96523      4.89361    0.0605708    0.0159850
      855.000     -2.02909      4.84510    0.0645944    0.0165294
      865.000     -1.76976      4.79363    0.0626734    0.0162323
      875.000     -1.41158      4.71485    0.0645669    0.0168291
      885.000     -1.13866      4.66152    0.0716258    0.0180093
      895.000     -1.17399      4.63220    0.0686002    0.0168503
      905.000     -1.13305      4.61943    0.0674862    0.0168004
      915.000    -0.892062      4.60819    0.0748199    0.0191374
      925.000    -0.815802      4.65624    0.0726722    0.0182134
      935.000    -0.950116      4.70424    0.0741358    0.0178068
      945.000    -0.898310      4.73482    0.0881297    0.0195543
      955.000    -0.584040      4.78016    0.0950735    0.0207800
      965.000    -0.443153      4.86146    0.0875812    0.0192011
      975.000    -0.285337      4.85580    0.0996601    0.0219660
      985.000     0.122042      4.85929     0.136892    0.0287556
      995.000     0.294694      4.91634     0.181529    0.0364104
       2      10       6      99       5      15       0     -999.000
      Alt            U            V       U_quality    V_quality
      15.0000     -2.52853      2.40909    0.0880249    0.0140260
      25.0000     -2.88086      3.23318    0.0773664    0.0123416
      35.0000     -3.16152      4.37613    0.0731935    0.0116923
      45.0000     -3.29178      5.61892    0.0761738    0.0121543
      55.0000     -2.69743      6.76845    0.0780283    0.0124187
      65.0000     -1.23205      7.70127    0.0699045    0.0110676
      75.0000     0.258165      8.26803    0.0512123   0.00806099
      85.0000     0.893785      8.43047    0.0414966   0.00648923
      95.0000     0.791286      8.42955    0.0440278   0.00682960
      105.000     0.594913      8.45399    0.0468802   0.00721166
      115.000     0.557894      8.51815    0.0482452   0.00735654
      125.000     0.677426      8.57418    0.0444962   0.00672999
      135.000     0.967786      8.57142    0.0428942   0.00643433
      145.000      1.10712      8.55520    0.0444182   0.00660432
      155.000      1.07101      8.53758    0.0453504   0.00668970
      165.000      1.00023      8.49307    0.0470367   0.00687228
      175.000      1.04231      8.42321    0.0495466   0.00717715
      185.000      1.07865      8.35051    0.0482877   0.00691494
      195.000      1.06219      8.26785    0.0445319   0.00631749
      205.000      1.14128      8.16831    0.0448133   0.00630241
      215.000      1.11601      8.08273    0.0469577   0.00656099
      225.000      1.09081      7.99661    0.0454040   0.00629855
      235.000      1.16103      7.89222    0.0437940   0.00603808
      245.000      1.20682      7.76037    0.0455930   0.00626465
      255.000      1.15444      7.62719    0.0470318   0.00645606
      265.000      1.08067      7.50107    0.0469804   0.00646089
      275.000     0.979742      7.37462    0.0463000   0.00637971
      285.000     0.762969      7.27335    0.0457861   0.00631391
      295.000     0.615794      7.18738    0.0467570   0.00644341
      305.000     0.520894      7.12154    0.0436990   0.00600906
      315.000     0.476123      7.06033    0.0424454   0.00582882
      325.000     0.443984      7.00144    0.0453368   0.00622156
      335.000     0.457877      6.93357    0.0475092   0.00651498
      345.000     0.572335      6.87400    0.0418466   0.00573286
      355.000     0.540377      6.82103    0.0403719   0.00553694
      365.000     0.659534      6.76055    0.0449207   0.00615741
      375.000     0.785762      6.70349    0.0458621   0.00628641
      385.000     0.706280      6.67277    0.0433836   0.00591709
      395.000     0.532103      6.64952    0.0437864   0.00598157
      405.000     0.426963      6.61109    0.0473726   0.00646354
      415.000     0.549558      6.54836    0.0468612   0.00641299
      425.000     0.658279      6.48516    0.0471232   0.00643423
      435.000     0.637158      6.41049    0.0506581   0.00692345
      445.000     0.624537      6.31963    0.0527058   0.00721666
      455.000     0.714648      6.19559    0.0538559   0.00739738
      465.000     0.755151      6.03959    0.0614713   0.00847251
      475.000     0.588907      5.93529    0.0582074   0.00803023
      485.000     0.470785      5.83316    0.0536973   0.00738311
      495.000     0.403949      5.71256    0.0550723   0.00753834
      505.000     0.325542      5.59662    0.0576183   0.00787407
      515.000     0.135047      5.47914    0.0591273   0.00809905
      525.000    0.0705397      5.36862    0.0618301   0.00847568
      535.000   0.00849592      5.28948    0.0604758   0.00826976
      545.000   -0.0379440      5.20671    0.0605222   0.00822359
      555.000   -0.0712805      5.07672    0.0623528   0.00842985
      565.000    -0.131446      4.94232    0.0646717   0.00876556
      575.000    -0.320036      4.85623    0.0678394   0.00918819
      585.000    -0.532086      4.80179    0.0747202    0.0101211
      595.000    -0.757765      4.77780    0.0876809    0.0118467
      605.000    -0.875589      4.79076    0.0977591    0.0132447
      615.000    -0.962466      4.83311     0.103944    0.0141024
      625.000     -1.26650      4.90580     0.109857    0.0149611
      635.000     -1.41645      5.01705     0.115015    0.0157086
      645.000     -1.43076      5.11444     0.122925    0.0168498
      655.000     -1.35080      5.23378     0.130437    0.0178302
      665.000     -1.34220      5.43090     0.127118    0.0174284
      675.000     -1.62976      5.63966     0.127474    0.0174760
      685.000     -1.92608      5.79093     0.133552    0.0183270
      695.000     -1.95886      5.86537     0.132081    0.0180646
      705.000     -1.94732      5.90752     0.128497    0.0175488
      715.000     -2.14453      5.92532     0.141943    0.0193416
      725.000     -2.35242      5.94063     0.144707    0.0197078
      735.000     -2.49925      5.92991     0.132343    0.0180210
      745.000     -2.86370      5.93931     0.119074    0.0162580
      755.000     -2.51269      5.87076     0.113337    0.0155102
      765.000     -2.33718      5.80575     0.121064    0.0166405
      775.000     -2.46674      5.78368     0.120508    0.0166037
      785.000     -2.75405      5.76154     0.119068    0.0164444
      795.000     -2.79656      5.71286     0.126688    0.0175984
      805.000     -2.72053      5.66110     0.151358    0.0211522
      815.000     -2.45516      5.57536     0.159996    0.0224398
      825.000     -2.23883      5.49216     0.146663    0.0205753
      835.000     -2.12953      5.43248     0.144388    0.0201636
      845.000     -1.92110      5.32429     0.143778    0.0199862
      855.000     -1.55137      5.20246     0.148939    0.0205586
      865.000     -1.50237      5.13264     0.152845    0.0212640
      875.000     -1.73352      5.09379     0.155738    0.0216387
      885.000     -1.69623      5.04831     0.160632    0.0223611
      895.000     -1.19598      4.95316     0.152746    0.0212538
      905.000     -1.02337      4.88657     0.159728    0.0222935
      915.000     -1.07815      4.88377     0.180688    0.0252622
      925.000     -1.41874      4.97401     0.176867    0.0245289
      935.000     -1.61574      5.03535     0.174232    0.0239837
      945.000     -1.52881      5.06801     0.174469    0.0241061
      955.000     -1.01327      5.08825     0.168048    0.0235044
      965.000    -0.871615      5.13644     0.167529    0.0237815
      975.000     -1.16550      5.20504     0.182466    0.0258758
      985.000     -999.000     -999.000     -999.000     -999.000
      995.000     -999.000     -999.000     -999.000     -999.000
       2      10       6      99       5      30       0     -999.000
      Alt            U            V       U_quality    V_quality
      15.0000     -2.60366      2.43134    0.0338688   0.00593708
      25.0000     -2.70745      3.18660    0.0303537   0.00531918
      35.0000     -2.79072      4.26366    0.0287345   0.00503444
      45.0000     -2.61573      5.39562    0.0305842   0.00535747
      55.0000     -2.15945      6.54412    0.0340205   0.00595841
      65.0000     -1.67956      7.69138    0.0341774   0.00598241
      75.0000     -1.32262      8.50922    0.0280651   0.00490838
      85.0000     -1.16098      8.78558    0.0236407   0.00413117
      95.0000     -1.09320      8.75449    0.0229369   0.00400309
      105.000    -0.774784      8.65027    0.0245669   0.00428230
      115.000    -0.160418      8.56521    0.0286166   0.00498061
      125.000     0.405048      8.53410    0.0297746   0.00517471
