year          day          dechr          hour          min          sec          rh          esh          clong          clat          HGIlong          br          bt          bn          vp1r          vp1t          vp1n          crot          np1          vp1          Tp1          vaz          vel          Bx          By          Bz          sBx          sBy          sBz          nal          val          Tal          np2          vp2
   1975.0000      93.0000       0.0064       0.0000       0.0000      23.0000       0.4900     158.6800     312.9400       7.1900     276.0880      19.0800      -8.8500       0.9900     650.1805     -12.2571      -2.2700    1626.0000      12.8800     650.3000  334192.0000      -1.0800       0.2000     -19.0800       8.8500       0.9900       0.3600       0.8700       0.6500       0.0000       0.0000       0.0000      11.4800     648.7000
   1975.0000      93.0000       0.0175       0.0000       1.0000       3.0000       0.4900     158.6800     312.9300       7.1900     276.0846      17.2400     -11.4100      -0.1200     662.6821       0.2313       4.8578    1626.0000      13.5600     662.7000  384644.0000       0.0200      -0.4200     -17.2400      11.4100      -0.1200       1.1300       1.5200       1.0900       0.3600     764.0000  926824.0000      11.5400     657.9000
   1975.0000      93.0000       0.0289       0.0000       1.0000      44.0000       0.4900     158.6800     312.9300       7.1900     276.0913      15.4500     -12.6200      -0.3600     670.8004       8.4300      24.4818    1626.0000      13.8400     671.3000  478644.0000       0.7200      -2.0900     -15.4500      12.6200      -0.3600       1.0100       1.9300       2.3300       0.4300     775.8000 1282335.0000      11.9300     670.1000
   1975.0000      93.0000       0.0400       0.0000       2.0000      24.0000       0.4900     158.6800     312.9200       7.1900     276.0879      16.2600      -9.5000       7.3600     665.8063      -0.1162     -22.9014    1626.0000      13.4200     666.2000  418138.0000      -0.0100       1.9700     -16.2600       9.5000       7.3600       0.5000       1.6300       2.2100       0.3800     769.7000  917469.0000      11.9900     662.5000
   1975.0000      93.0000       0.0514       0.0000       3.0000       5.0000       0.4900     158.6800     312.9200       7.1900     276.0946      16.3500     -11.2200       1.7700     669.2968       3.9717     -16.0069    1626.0000      13.1500     669.5000  471861.0000       0.3400       1.3700     -16.3500      11.2200       1.7700       0.4700       1.0700       2.2100       0.0000       0.0000       0.0000      11.4600     666.0000
   1975.0000      93.0000       0.0625       0.0000       3.0000      45.0000       0.4900     158.6800     312.9100       7.1900     276.0912      16.0000     -11.5200      -0.0500     677.2224      -4.7280     -14.7774    1626.0000      12.8000     677.4000  392290.0000      -0.4000       1.2500     -16.0000      11.5200      -0.0500       0.4000       0.9800       0.6400       0.0000       0.0000       0.0000      11.8700     675.2000
   1975.0000      93.0000       0.0739       0.0000       4.0000      26.0000       0.4900     158.6800     312.9100       7.1900     276.0979      16.0600     -10.1200       2.4800     673.5309      -5.2900     -24.5803    1626.0000      13.3000     674.0000  497664.0000      -0.4500       2.0900     -16.0600      10.1200       2.4800       0.6100       0.9200       1.8400       0.0000       0.0000       0.0000      11.8800     672.0000
   1975.0000      93.0000       0.0850       0.0000       5.0000       6.0000       0.4900     158.6800     312.9000       7.1900     276.0945      16.1700      -8.4000       3.4400     669.0635     -11.5617      -7.0077    1626.0000      13.8000     669.2000  448437.0000      -0.9900       0.6000     -16.1700       8.4000       3.4400       0.5000       0.9100       2.4200       0.0000       0.0000       0.0000      12.2600     670.7000
   1975.0000      93.0000       0.0964       0.0000       5.0000      47.0000       0.4900     158.6800     312.8900       7.1900     276.0912      16.5900      -6.8300       2.9400     664.1055     -25.1641       4.8717    1626.0000      13.2700     664.6000  469961.0000      -2.1700      -0.4200     -16.5900       6.8300       2.9400       0.3600       1.3800       2.6300       0.5600     758.8000 1343666.0000      11.7600     664.0000
   1975.0000      93.0000       0.1075       0.0000       6.0000      27.0000       0.4900     158.6900     312.8900       7.1900     276.0978      17.8200      -3.0800       2.5100     656.5663     -48.1000      -9.8821    1626.0000      13.4000     658.4000  397394.0000      -4.1900       0.8600     -17.8200       3.0800       2.5100       0.5100       2.1800       2.0100       0.0000       0.0000       0.0000      12.2200     663.2000
   1975.0000      93.0000       0.1189       0.0000       7.0000       8.0000       0.4900     158.6900     312.8800       7.1900     276.0945      17.4000      -4.6700       2.8700     662.6388     -31.4811      -4.2840    1626.0000      13.3900     663.4000  465988.0000      -2.7200       0.3700     -17.4000       4.6700       2.8700       0.4700       1.4500       2.7300       0.0000       0.0000       0.0000      11.8000     661.6000
   1975.0000      93.0000       0.1300       0.0000       7.0000      48.0000       0.4900     158.6900     312.8800       7.1900     276.1011      15.8000      -1.2400       9.6400     676.2753     -55.9565     -62.9506    1626.0000      12.4500     681.5000  526965.0000      -4.7300       5.3000     -15.8000       1.2400       9.6400       0.8900       1.7000       1.2900       0.4200     757.4000  969236.0000      11.2000     678.9000
   1975.0000      93.0000       0.1414       0.0000       8.0000      29.0000       0.4900     158.6900     312.8700       7.1900     276.0978      13.1500       2.9200      12.5300     678.2546     -89.1735     -78.6682    1626.0000      13.9500     688.6000  541895.0000      -7.4900       6.5600     -13.1500      -2.9200      12.5300       1.7400       2.0200       2.4200       0.4600     775.1000  967157.0000      11.9300     697.1000
   1975.0000      93.0000       0.1525       0.0000       9.0000       9.0000       0.4900     158.6900     312.8700       7.1900     276.1044      11.7800       3.4800      13.7200     685.5725     -72.7825     -92.4789    1626.0000      13.7300     695.6000  551250.0000      -6.0600       7.6400     -11.7800      -3.4800      13.7200       1.4600       2.0300       1.7100       0.0000       0.0000       0.0000      11.9200     696.9000
   1975.0000      93.0000       0.1639       0.0000       9.0000      50.0000       0.4900     158.6900     312.8600       7.1900     276.1011      12.1000       0.0900       5.8800     670.6904     -71.6761     -71.6080    1626.0000      11.0400     678.3000  504326.0000      -6.1000       6.0600     -12.1000      -0.0900       5.8800       9.4800       3.3800       6.4800       0.4600     772.5000 1034725.0000       9.5000     676.7000
   1975.0000      93.0000       0.1750       0.0000      10.0000      30.0000       0.4900     158.6900     312.8600       7.1900     276.1076      15.0200      -2.4900       3.8000     659.4494     -68.0311     -50.8948    1626.0000      12.8700     664.9000  423953.0000      -5.8900       4.3900     -15.0200       2.4900       3.8000       2.2700       3.3400       7.1500       0.0000       0.0000       0.0000      11.5400     670.6000
   1975.0000      93.0000       0.1864       0.0000      11.0000      11.0000       0.4900     158.6900     312.8500       7.1900     276.1044      15.9200      -6.4000       6.6200     668.4104     -29.1834     -29.5622    1626.0000      13.1600     669.7000  478394.0000      -2.5000       2.5300     -15.9200       6.4000       6.6200       1.7100       1.8600       1.7600       0.0000       0.0000       0.0000      11.6800     667.5000
   1975.0000      93.0000       0.1975       0.0000      11.0000      51.0000       0.4900     158.6900     312.8500       7.1900     276.1110      16.7000      -5.6800       5.1800     662.7892     -43.6739     -35.9732    1626.0000      12.8300     665.2000  416699.0000      -3.7700       3.1000     -16.7000       5.6800       5.1800       0.0800       0.4100       0.5700       0.4600     789.0000 1466328.0000      11.6400     668.5000
   1975.0000      93.0000       0.2089       0.0000      12.0000      32.0000       0.4900     158.6900     312.8400       7.1900     276.1077      -0.0000      -0.0000       0.0000     665.9694     -43.8834     -32.4084    1626.0000      13.5300     668.2000  480843.0000      -3.7700       2.7800       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      11.9600     667.1000
   1975.0000      93.0000       0.2200       0.0000      13.0000      12.0000       0.4900     158.6900     312.8400       7.1900     276.1143      -0.0000      -0.0000       0.0000     690.9507    -122.3307     -42.7947    1626.0000      13.3200     703.0000  586230.0000     -10.0400       3.4900       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.4500     779.9000 1307491.0000      12.1300     704.8000
   1975.0000      93.0000       0.2314       0.0000      13.0000      53.0000       0.4900     158.6900     312.8300       7.1900     276.1110       8.3800      15.2000      -3.0800     682.3239    -130.9009      -6.7908    1626.0000      14.0100     694.8000  563101.0000     -10.8600       0.5600      -8.3800     -15.2000      -3.0800       1.2100       1.1400       1.0500       0.0000       0.0000       0.0000      12.8400     705.5000
   1975.0000      93.0000       0.2425       0.0000      14.0000      33.0000       0.4900     158.7000     312.8300       7.1900     276.1175      13.7400       8.5000      -3.4000     687.2082    -133.2064       0.9774    1626.0000      10.0500     700.0000  650991.0000     -10.9700      -0.0800     -13.7400      -8.5000      -3.4000       3.7500       5.5800       3.2200       0.0000       0.0000       0.0000       8.9300     712.5000
   1975.0000      93.0000       0.2539       0.0000      15.0000      14.0000       0.4900     158.7000     312.8200       7.1900     276.1143      16.7800      -5.8100       6.6800     676.4570     -12.7524     -42.3295    1626.0000      13.9300     677.9000  518740.0000      -1.0800       3.5800     -16.7800       5.8100       6.6800       1.0100       1.8700       2.7500       0.0000       0.0000       0.0000      12.2600     672.3000
   1975.0000      93.0000       0.2650       0.0000      15.0000      54.0000       0.4900     158.7000     312.8100       7.1900     276.1108      13.9000       5.0700      11.1900     673.4919    -102.6979     -51.2255    1626.0000      12.7800     683.2000  419201.0000      -8.6700       4.3000     -13.9000      -5.0700      11.1900       2.2600       2.7900       3.1100       0.4000     769.9000  665908.0000      11.7500     689.0000
   1975.0000      93.0000       0.2764       0.0000      16.0000      35.0000       0.4900     158.7000     312.8100       7.1900     276.1176       5.6100       3.8000      18.3900     721.1600     -98.6584     -98.4129    1626.0000      15.2600     734.5000  651303.0000      -7.7900       7.7000      -5.6100      -3.8000      18.3900       2.6700       2.5000       2.9300       0.0000       0.0000       0.0000      13.3500     736.1000
   1975.0000      93.0000       0.2875       0.0000      17.0000      15.0000       0.4900     158.7000     312.8100       7.1900     276.1241       3.5700      -0.6800      19.5500     737.7802     -83.7986    -122.1253    1626.0000      13.8800     752.5000  577238.0000      -6.4800       9.3400      -3.5700       0.6800      19.5500       2.6300       3.4200       1.4800       0.0000       0.0000       0.0000      12.1500     752.4000
