year          day          dechr          hour          min          sec          rh          esh          clong          clat          HGIlong          br          bt          bn          vp1r          vp1t          vp1n          crot          np1          vp1          Tp1          vaz          vel          Bx          By          Bz          sBx          sBy          sBz          nal          val          Tal          np2          vp2
   1977.0000     294.0000       0.0172       0.0000       1.0000       2.0000       0.3200     227.2600     315.8000      -0.1100     178.8131     -29.3200      10.7900      -8.2800     581.8341      37.8295     -29.3326    1661.0000      42.1600     583.8000  436797.0000       3.7200       2.8800      29.3200     -10.7900      -8.2800       1.2100       2.7900       1.8800       0.0000       0.0000       0.0000      31.1700     578.7000
   1977.0000     294.0000       0.0397       0.0000       2.0000      23.0000       0.3200     227.2700     315.7900      -0.1100     178.8164     -28.6000      11.7800     -10.6600     579.8063      28.6616     -42.9359    1661.0000      41.4600     582.1000  413256.0000       2.8300       4.2300      28.6000     -11.7800     -10.6600       0.9500       1.1700       2.5800       0.0000       0.0000       0.0000      29.8000     583.7000
   1977.0000     294.0000       0.0622       0.0000       3.0000      44.0000       0.3200     227.2700     315.7800      -0.1100     178.8197     -28.7800      16.1300      -0.4000     584.5522      52.9927     -20.2916    1661.0000      40.2900     587.3000  410300.0000       5.1800       1.9800      28.7800     -16.1300      -0.4000       0.8700       1.4200       1.9600       0.0000       0.0000       0.0000      29.2600     580.0000
   1977.0000     294.0000       0.0847       0.0000       5.0000       5.0000       0.3200     227.2800     315.7800      -0.1100     178.8330     -31.9000       4.7200       1.0800     571.9805      11.6817      -0.4993    1661.0000      41.4400     572.1000  332746.0000       1.1700       0.0500      31.9000      -4.7200       1.0800       0.5300       1.2900       0.5600       0.0000       0.0000       0.0000      30.7600     568.9000
   1977.0000     294.0000       0.1072       0.0000       6.0000      26.0000       0.3200     227.2800     315.7700      -0.1100     178.8362     -31.0800       5.8300       8.9200     576.9011      11.8829      25.7988    1661.0000      40.9800     577.6000  393726.0000       1.1800      -2.5600      31.0800      -5.8300       8.9200       0.5200       1.8900       3.2800       0.0000       0.0000       0.0000      30.1100     574.7000
   1977.0000     294.0000       0.1297       0.0000       7.0000      47.0000       0.3200     227.2900     315.7600      -0.1100     178.8396     -19.5900      13.6200     -13.6400     603.9825      39.9047     -45.4064    1661.0000      34.2000     607.0000  456165.0000       3.7800       4.2900      19.5900     -13.6200     -13.6400       9.4400       3.4800      11.0100       0.0000       0.0000       0.0000      26.4700     600.5000
   1977.0000     294.0000       0.1522       0.0000       9.0000       8.0000       0.3200     227.2900     315.7600      -0.1100     178.8529      -6.4600      23.2100     -23.6500     649.5478      76.8791       4.9089    1661.0000      42.7900     654.1000  585470.0000       6.7500      -0.4300       6.4600     -23.2100     -23.6500       3.1800       2.0100       1.5400       0.0000       0.0000       0.0000      30.7800     645.9000
   1977.0000     294.0000       0.1747       0.0000      10.0000      29.0000       0.3200     227.3000     315.7500      -0.1100     178.8561     -25.3300      22.0900      -3.4800     599.2400      76.1267       7.2749    1661.0000      41.2800     604.1000  460956.0000       7.2400      -0.6900      25.3300     -22.0900      -3.4800       1.0200       1.5900       1.9000       0.0000       0.0000       0.0000      29.4000     594.7000
   1977.0000     294.0000       0.1972       0.0000      11.0000      50.0000       0.3200     227.3000     315.7400      -0.1100     178.8594     -24.1900      21.5900      -5.6200     595.5354      64.9062     -12.8624    1661.0000      42.1600     599.2000  468291.0000       6.2200       1.2300      24.1900     -21.5900      -5.6200       1.4100       2.1600       2.2600       1.3500     678.4000 1153228.0000      31.0700     590.1000
   1977.0000     294.0000       0.2197       0.0000      13.0000      11.0000       0.3200     227.3100     315.7400      -0.1100     178.8727     -26.5100      17.6300      -8.6700     583.1033      51.1175     -20.5428    1661.0000      40.2500     585.7000  376552.0000       5.0100       2.0100      26.5100     -17.6300      -8.6700       1.5500       3.3300       3.8200       0.0000       0.0000       0.0000      30.7800     583.5000
