Export Name|PCHA/FireFamily Plus
Version|2.0
Creation Date|01/29/2008 10:38
Selection Criteria|BIA - Eastern Oklahoma Region - Okmulgee Field Office (OKOMA)|Fire Cause Natural, Human and not specified|All fire reports (complete and incomplete)|01/01/1972 through 12/31/2007|All fire types and protection types
Record Count|379
FireId|Organization|Unit|UnitIdentifier|FireName|FireNumber|FireCode|FireType|ProtectionType|StartTime|InitAttTime|ControlTime|ControlAcres|GeneralCause|Datum|Latitude|Longitude|Slope|Elevation|Aspect|MsgcModel|Owner|CompletionCode
516483|BIA|EOR|OKOMA|Thloppthlo|33|B9AB|1|1|11/17/2005 10:00|11/17/2005 11:00|11/20/2005 17:17|367.0|5|NAD83|35.3189|-96.2742|1|1|0||02|Complete
514035|BIA|EOR|OKOMA|SimpsonTig|35|B9AW|1|1|11/17/2005 11:30|11/18/2005 07:00|11/20/2005 23:00|4080.0|5|NAD83|35.1883|-96.0447|3|1|1|E|02|Complete
516482|BIA|EOR|OKOMA|SlipGerber|32|B89T|1|1|11/17/2005 12:00|11/17/2005 12:00|11/19/2005 22:00|300.0|5|NAD83|35.2414|-96.1264|1|1|0|E|02|Complete
514040|BIA|EOR|OKOMA|Proctor|36|B9B5|1|1|11/17/2005 14:00|11/17/2005 14:00|11/19/2005 23:00|7680.0|5|NAD83|35.2269|-95.9750|1|1|1|E|02|Complete
518828|BIA|EOR|OKOMA|MuddyWater|58|B9EV|1|1|11/17/2005 18:00|11/17/2005 18:30|11/17/2005 23:59|33.0|9|NAD83|35.2005|-95.9611|1|1|0|L|02|Complete
514036|BIA|EOR|OKOMA|SilverSpur|48|B9D0|1|5|11/18/2005 09:00|11/22/2005 12:00|11/22/2005 22:00|477.0|5|NAD83|35.5553|-95.7630|3|1|1|E|08|Complete
516485|BIA|EOR|OKOMA|N Canadian|44|B9B8|1|5|11/19/2005 10:30|11/19/2005 13:31|11/22/2005 20:00|2300.0|5|NAD83|35.3197|-96.0344|1|1|5||08|Complete
514038|BIA|EOR|OKOMA|BrushHill2|57|B9EQ|1|3|11/19/2005 15:00|11/19/2005 16:00|11/24/2005 21:30|3000.0|5|NAD83|35.4194|-95.7500|1|1|0|E|08|Complete
514039|BIA|EOR|OKOMA|Cadillac|37|B9BH|1|5|11/20/2005 12:00|11/20/2005 12:15|11/20/2005 12:30|0.3|6|NAD83|35.1450|-96.0619|1|1|0|A|08|Complete
514047|BIA|EOR|OKOMA|Ash|41|B9B0|1|5|11/20/2005 16:00|11/20/2005 16:00|11/21/2005 18:00|15.0|5|NAD83|35.5955|-96.0367|1|1|0|E|08|Complete
514044|BIA|EOR|OKOMA|Corky Kilo|40|B9BZ|1|3|11/21/2005 10:00|11/21/2005 14:00|11/21/2005 16:00|33.0|4|NAD83|35.3936|-96.1053|1|1|3|E|08|Complete
518811|BIA|EOR|OKOMA|Blue|39|B9BT|1|1|11/21/2005 14:30|11/21/2005 15:00|11/21/2005 23:59|0.3|9|NAD83|35.2844|-95.6978|1|1|0|L|02|Complete
514073|BIA|EOR|OKOMA|Ashbrook|42|B9B2|1|5|11/21/2005 15:00|11/21/2005 15:05|11/21/2005 19:30|42.0|5|NAD83|35.9450|-96.3505|2|1|0|E|08|Complete
