Statistics (+/- 3 hr window)
***************************************************************************************************
Lwn412
In Situ data flags applied: SHADE
---------------------------------------------------------------------------------------------------
dataid      cruise      mon dd yyyy hh:mm      lat       lon    tdiff    pix      SAT         ENV     ratio  % diff     filename
104569 boussole_buoy_e  Jan 10 2006  9:43AM  43.3700    7.9000     44     25    0.227762    0.247401   0.921   7.938  T2006010102500.L2_LAC
104576 boussole_buoy_e  Jan  3 2006 10:43AM  43.3700    7.9000    -22     25    0.231409    0.291950   0.793  20.737  T2006003102000.L2_LAC
104541 boussole_buoy_e  Aug  3 2005 12:00PM  43.3700    7.9000    -92     25    0.370800    0.304414   1.218  21.808  T2005215102500.L2_LAC
211965             a22  Nov  2 2003  6:15PM  24.8727  -65.9910   -165     18    0.283176    0.232508   1.218  21.792  T2003306153000.L2_LAC
104398 boussole_buoy_e  Jun  5 2004 11:45AM  43.3700    7.9000    -28     25    0.271632    0.305425   0.889  11.064  T2004157111500.L2_LAC
113919          car119  Feb  7 2006  4:29PM  10.5000  -64.6700   -130     25    0.372667    0.346106   1.077   7.674  T2006038141500.L2_LAC
104603 boussole_buoy_e  May 27 2006  8:45AM  43.3700    7.9000     97     25    0.393238    0.206713   1.902  90.234  T2006147102000.L2_LAC
104691 boussole_buoy_l  Jun 10 2004 11:30AM  43.3700    7.9000    -92     25    0.359095    0.373863   0.961   3.950  T2004162095500.L2_LAC
104509 boussole_buoy_e  Jul 11 2005 12:45PM  43.3700    7.9000   -143     25    0.309450    0.282464   1.096   9.554  T2005192102000.L2_LAC
104672 boussole_buoy_l  Mar 29 2004 11:45AM  43.3700    7.9000   -101     25    0.337318    0.231197   1.459  45.901  T2004089100000.L2_LAC
104861 boussole_buoy_l  Jul 13 2005  9:30AM  43.3700    7.9000     39     25    0.403400    0.308876   1.306  30.603  T2005194100500.L2_LAC
  1341         hot-132  Nov 16 2001 10:32PM  22.7500 -158.0000    -46     25    0.264591    0.305811   0.865  13.479  T2001320214500.L2_LAC
104515 boussole_buoy_e  Jul 14 2005 11:30AM  43.3700    7.9000    -38     25    0.329273    0.284580   1.157  15.705  T2005195105000.L2_LAC
104449 boussole_buoy_e  Oct  1 2005  9:30AM  43.3700    7.9000     39     25    0.337810    0.222224   1.520  52.013  T2005274100500.L2_LAC
104578 boussole_buoy_e  Feb 10 2006 10:15AM  43.3700    7.9000    -31     25    0.276381    0.193334   1.430  42.955  T2006041094000.L2_LAC
104894 boussole_buoy_l  Aug  4 2005 12:45PM  43.3700    7.9000    -94     25    0.294600    0.286017   1.030   3.001  T2005216111000.L2_LAC
104695 boussole_buoy_l  Jun 15 2004 12:00PM  43.3700    7.9000   -104     25    0.366136    0.352215   1.040   3.952  T2004167101500.L2_LAC
104375 boussole_buoy_e  Jun 10 2004 11:30AM  43.3700    7.9000    -92     25    0.359095    0.311823   1.152  15.160  T2004162095500.L2_LAC
104465 boussole_buoy_e  Oct  9 2005 10:15AM  43.3700    7.9000     43     25    0.282455    0.262960   1.074   7.414  T2005282105500.L2_LAC
104592 boussole_buoy_e  Apr  7 2006 12:45PM  43.3700    7.9000   -131     25    0.465000    0.456045   1.020   1.964  T2006097103000.L2_LAC
104468 boussole_buoy_e  Nov 10 2005 10:15AM  43.3700    7.9000     43     25    0.219130    0.255165   0.859  14.122  T2005314105500.L2_LAC
104797 boussole_buoy_l  Oct 10 2005  9:45AM  43.3700    7.9000     18     25    0.356095    0.294422   1.210  20.947  T2005283100000.L2_LAC
104669 boussole_buoy_l  Mar 24 2004 11:30AM  43.3700    7.9000   -104     25    0.279136    0.284607   0.981   1.922  T2004084094500.L2_LAC
104883 boussole_buoy_l  Aug 17 2005  9:30AM  43.3700    7.9000     70     25    0.326304    0.361318   0.903   9.690  T2005229104000.L2_LAC
104521 boussole_buoy_e  Jul  2 2005 11:45AM  43.3700    7.9000    -77     20    0.270647    0.275760   0.982   1.854  T2005183102500.L2_LAC
104787 boussole_buoy_l  Sep 27 2004 12:00PM  43.3700    7.9000    -56     25    0.287870    0.335982   0.857  14.320  T2004271110000.L2_LAC
104471 boussole_buoy_e  Nov  8 2005  9:00AM  43.3700    7.9000    130     25    0.215250    0.263403   0.817  18.281  T2005312111000.L2_LAC
  1343         hot-134  Jan 14 2002 11:01PM  21.3400 -158.2700    -95     25    0.242609    0.279847   0.867  13.307  T2002014212500.L2_LAC
104720 boussole_buoy_l  Jun  9 2004 11:15AM  43.3700    7.9000    -22     25    0.326455    0.276251   1.182  18.173  T2004161105000.L2_LAC
  5258         bats177  Jul  4 2003  3:42PM  31.6122  -64.2617     -8     25    0.191000    0.222095   0.860  14.001  T2003185153000.L2_LAC
104419 boussole_buoy_e  Jul  9 2004  9:45AM  43.3700    7.9000     80     25    0.176091    0.325789   0.540  45.949  T2004191110500.L2_LAC
104554 boussole_buoy_e  Sep 13 2005 11:45AM  43.3700    7.9000    -84     25    0.309650    0.295688   1.047   4.722  T2005256102000.L2_LAC
104511 boussole_buoy_e  Jul 12 2005 11:45AM  43.3700    7.9000    -40     25    0.316333    0.276630   1.143  14.352  T2005193110000.L2_LAC
104694 boussole_buoy_l  Jun 12 2004 11:45AM  43.3700    7.9000   -120     13    0.443000    0.371361   1.193  19.291  T2004164094500.L2_LAC
113928          car130  Feb  6 2007  4:38PM  10.5000  -64.6700   -113     25    0.321652    0.313062   1.027   2.744  T2007037144500.L2_LAC
 19472       gp6-00-ka  Oct 18 2000 10:03PM   0.0000 -154.9990    -38     16    0.242067    0.238377   1.016   1.548  T2000292212000.L2_LAC
  1340         hot-132  Nov 15 2001 10:50PM  21.3400 -158.2700   -107     25    0.259238    0.259339   1.000   0.039  T2001319210000.L2_LAC
104438 boussole_buoy_e  Sep 25 2004 12:15PM  43.3700    7.9000    -58     25    0.208095    0.287886   0.723  27.716  T2004269111500.L2_LAC
104379 boussole_buoy_e  Jun 15 2004 12:00PM  43.3700    7.9000   -104     25    0.366136    0.287910   1.272  27.170  T2004167101500.L2_LAC
104539 boussole_buoy_e  Aug 28 2005 12:30PM  43.3700    7.9000   -128     25    0.339227    0.289277   1.173  17.267  T2005240102000.L2_LAC
104415 boussole_buoy_e  Jul  3 2004  9:15AM  43.3700    7.9000     49     17    0.413857    0.270013   1.533  53.273  T2004185100000.L2_LAC
104442 boussole_buoy_e  Sep 27 2004 12:00PM  43.3700    7.9000    -56     25    0.287870    0.318415   0.904   9.593  T2004271110000.L2_LAC
104923 boussole_buoy_l  Jan  3 2006 10:43AM  43.3700    7.9000    -22     25    0.231409    0.290082   0.798  20.226  T2006003102000.L2_LAC
104387 boussole_buoy_e  Jun 21 2004  1:00PM  43.3700    7.9000   -103     22    0.217842    0.290944   0.749  25.126  T2004173111500.L2_LAC
 10686           car73  Dec 11 2001  3:56PM  10.5000  -64.6700    -49     25    0.337750    0.307983   1.097   9.665  T2001345150500.L2_LAC
 10684           car72  Nov  6 2001  3:38PM  10.5000  -64.6700    -61     25    0.307478    0.274536   1.120  11.999  T2001310143500.L2_LAC
104378 boussole_buoy_e  Jun 12 2004 11:45AM  43.3700    7.9000   -120     13    0.443000    0.317212   1.397  39.654  T2004164094500.L2_LAC
104731 boussole_buoy_l  Jul  3 2004  9:15AM  43.3700    7.9000     49     17    0.413857    0.343729   1.204  20.402  T2004185100000.L2_LAC
104452 boussole_buoy_e  Oct 10 2005  9:45AM  43.3700    7.9000     18     25    0.356095    0.271972   1.309  30.931  T2005283100000.L2_LAC
104620 boussole_buoy_e  Jun  3 2006  9:15AM  43.3700    7.9000     73     24    0.354682    0.203039   1.747  74.687  T2006154102500.L2_LAC
104916 boussole_buoy_l  Jan 10 2006  9:43AM  43.3700    7.9000     44     25    0.227762    0.257349   0.885  11.497  T2006010102500.L2_LAC
104774 boussole_buoy_l  Sep 19 2004 12:00PM  43.3700    7.9000   -104     25    0.327167    0.335271   0.976   2.417  T2004263101500.L2_LAC
104547 boussole_buoy_e  Aug  4 2005 12:45PM  43.3700    7.9000    -94     25    0.294600    0.280751   1.049   4.933  T2005216111000.L2_LAC
104472 boussole_buoy_e  Dec 15 2005 10:43AM  43.3700    7.9000    -52     25    0.217609    0.194027   1.122  12.154  T2005349095000.L2_LAC
104954 boussole_buoy_l  May  5 2006  9:30AM  43.3700    7.9000     88     20    0.571588    0.546749   1.045   4.543  T2006125105500.L2_LAC
212457          i8si9n  Mar 31 2007  5:52AM -19.6331   95.0008   -132     17    0.340625    0.304627   1.118  11.817  T2007090034000.L2_LAC
104893 boussole_buoy_l  Aug 31 2005  1:00PM  43.3700    7.9000   -128     25    0.364143    0.287736   1.266  26.554  T2005243105000.L2_LAC
104704 boussole_buoy_l  Jun 24 2004 11:30AM  43.3700    7.9000    -80     25    0.367048    0.276589   1.327  32.705  T2004176101000.L2_LAC
104925 boussole_buoy_l  Feb 10 2006 10:15AM  43.3700    7.9000    -31     25    0.276381    0.265761   1.040   3.996  T2006041094000.L2_LAC
104658 boussole_buoy_l  Oct 16 2004  9:30AM  43.3700    7.9000     27     25    0.324400    0.304891   1.064   6.399  T2004290095500.L2_LAC
104967 boussole_buoy_l  Jun  3 2006  9:15AM  43.3700    7.9000     73     24    0.354682    0.340487   1.042   4.169  T2006154102500.L2_LAC
104527 boussole_buoy_e  Jul 30 2005 11:30AM  43.3700    7.9000    -38     25    0.382200    0.343647   1.112  11.219  T2005211105000.L2_LAC
104971 boussole_buoy_l  Jun  6 2006  9:30AM  43.3700    7.9000     89     25    0.404565    0.339533   1.192  19.154  T2006157105500.L2_LAC
  5193         bats164  May 13 2002  3:20PM  32.1100  -64.4703    -27     15    0.322000    0.239121   1.347  34.660  T2002133145000.L2_LAC
104388 boussole_buoy_e  Jun 24 2004 11:30AM  43.3700    7.9000    -80     25    0.367048    0.271709   1.351  35.088  T2004176101000.L2_LAC
210827         cal0411  Nov  3 2004  5:34PM  32.3465 -118.5550     28     25    0.334136    0.319469   1.046   4.591  T2004308180000.L2_LAC
113917          car118  Jan 12 2006  3:41PM  10.5000  -64.6700    -21     25    0.353286    0.324071   1.090   9.015  T2006012152000.L2_LAC
  1405         hot-126  May 15 2001 10:13PM  22.7500 -158.0000    -16     22    0.182722    0.269777   0.677  32.269  T2001135215500.L2_LAC
104805 boussole_buoy_l  Oct 29 2005  9:45AM  43.3700    7.9000     49     25    0.251000    0.290176   0.865  13.501  T2005302103000.L2_LAC
104854 boussole_buoy_l  Jul  1 2005 12:45PM  43.3700    7.9000   -180     25    0.338217    0.314438   1.076   7.563  T2005182094500.L2_LAC
104426 boussole_buoy_e  Sep 17 2004  9:30AM  43.3700    7.9000     58     25    0.333800    0.296683   1.125  12.511  T2004261102500.L2_LAC
212479          i8si9n  Apr 24 2007  4:12AM  12.1872   88.1825      9     25    0.305238    0.306114   0.997   0.286  T2007114042000.L2_LAC
104798 boussole_buoy_l  Oct 13 2005  9:45AM  43.3700    7.9000     49     25    0.304300    0.298685   1.019   1.880  T2005286103000.L2_LAC
104421 boussole_buoy_e  Sep 13 2004 10:00AM  43.3700    7.9000     52     25    0.356130    0.294405   1.210  20.966  T2004257105000.L2_LAC
---------------------------------------------------------------------------------------------------
             Median  Median   %Diff
     Band    Ratio   %Diff    StDev      N      In Situ Range        Satellite Range
     ----    ------  ------   -----     ---   -------------------  -------------------
    Lwn551   1.0670  12.5110  15.9609   213  [ 0.18382  0.57608]  [ 0.17609  0.63386]
---------------------------------------------------------------------------------------------------
Slope statistics for Lwn551
  slope   intercept   rsq      bias     RMSE
  -----   ---------   ---      ----     ----
  1.1611   -0.0304   0.5794   0.0188   0.0624
***************************************************************************************************
Lwn667
In Situ data flags applied: SHADE
---------------------------------------------------------------------------------------------------
dataid      cruise      mon dd yyyy hh:mm      lat       lon    tdiff    pix      SAT         ENV     ratio  % diff     filename
------ ---------------  --- -- ---- -------  -------   -------  -----    ---    ---------   --------  ------ ------- -----------------------
104921 boussole_buoy_l  Jan 20 2006  9:43AM  43.3700    7.9000     81     25   2.7182e-02  1.4033e-02   1.937  93.696  T2006020110000.L2_LAC
104354 boussole_buoy_e  Mar 25 2004 10:00AM  43.3700    7.9000     29     25   2.4474e-02  1.7289e-02   1.416  41.556  T2004085102500.L2_LAC
104738 boussole_buoy_l  Aug 11 2004 11:15AM  43.3700    7.9000    -65     25   2.9657e-02  1.2712e-02   2.333 133.297  T2004224101000.L2_LAC
104201 boussole_spmr_e  Jul 31 2004  8:03AM  43.3700    7.9000    145     25   2.7365e-02  2.5896e-02   1.057   5.673  T2004213102500.L2_LAC
104463 boussole_buoy_e  Oct  8 2005 12:15PM  43.3700    7.9000   -120     25   1.0130e-02  1.3380e-02   0.757  24.292  T2005281101500.L2_LAC
104118 boussole_spmr_e  Jan 28 2004 11:00AM  43.3700    7.9000    -25     15   1.5485e-02  2.0433e-02   0.758  24.217  T2004028103500.L2_LAC
104981 boussole_buoy_l  Jul 14 2006 12:45PM  43.3700    7.9000   -143     25   2.6483e-02  1.4600e-02   1.814  81.382  T2006195102000.L2_LAC
 26405         ioffe01  Apr 19 2002 12:51PM  29.9680  -17.6730    -26     25   9.4476e-03  9.7112e-03   0.973   2.714  T2002109122500.L2_LAC
  9858         cal0010  Oct 13 2000  8:31PM  32.5130 -118.2140    -73     25   2.2543e-02  3.0887e-02   0.730  27.014  T2000287191500.L2_LAC
104670 boussole_buoy_l  Mar 25 2004 10:00AM  43.3700    7.9000     29     25   2.4474e-02  1.9644e-02   1.246  24.585  T2004085102500.L2_LAC
104574 boussole_buoy_e  Jan 20 2006  9:43AM  43.3700    7.9000     81     25   2.7182e-02  1.0927e-02   2.488 148.751  T2006020110000.L2_LAC
104401 boussole_buoy_e  Jun  7 2004 11:30AM  43.3700    7.9000    -25     25   1.2470e-02  1.6786e-02   0.743  25.714  T2004159110500.L2_LAC
104613 boussole_buoy_e  Jun 13 2006 11:45AM  43.3700    7.9000    -40     25   2.0460e-02  2.2537e-02   0.908   9.217  T2006164110500.L2_LAC
104929 boussole_buoy_l  Feb 11 2006  9:45AM  43.3700    7.9000     42     25   7.9450e-03  1.3757e-02   0.578  42.249  T2006042102500.L2_LAC
104507 boussole_buoy_e  Jul  1 2005 12:45PM  43.3700    7.9000   -180     25   1.4270e-02  1.2622e-02   1.131  13.061  T2005182094500.L2_LAC
  1363         hot-145  Feb 27 2003  9:12PM  22.7500 -158.0000      6     25   1.7341e-02  1.3933e-02   1.245  24.455  T2003058211500.L2_LAC
104881 boussole_buoy_l  Aug 12 2005 12:45PM  43.3700    7.9000   -143     25   2.7138e-02  2.4955e-02   1.088   8.748  T2005224102000.L2_LAC
210839         cal0411  Nov 16 2004  5:04PM  33.1501 -123.2220    125     25   2.1838e-02  2.6394e-02   0.827  17.262  T2004321190500.L2_LAC
104813 boussole_buoy_l  Nov 10 2005 10:15AM  43.3700    7.9000     43     25   5.3455e-03  1.5257e-02   0.350  64.964  T2005314105500.L2_LAC
104999 boussole_buoy_l  Aug 26 2006 12:45PM  43.3700    7.9000   -161     25   1.2332e-02  1.7364e-02   0.710  28.981  T2006238100000.L2_LAC
104725 boussole_buoy_l  Jul 14 2004 12:00PM  43.3700    7.9000   -135     25   -4.9455e-03  1.1355e-02  -0.435 143.554  T2004196094500.L2_LAC
104481 boussole_buoy_e  Mar  9 2005 12:15PM  43.3700    7.9000   -138     15   2.4709e-02  4.9136e-03   5.029 402.871  T2005068095500.L2_LAC
104661 boussole_buoy_l  Nov 13 2004 12:00PM  43.3700    7.9000    -99     24   8.7810e-03  1.0762e-02   0.816  18.410  T2004318102000.L2_LAC
103975 boussole_spmr_e  Jul 22 2002 11:11AM  43.3700    7.9000    -16     25   2.6833e-02  2.1325e-02   1.258  25.830  T2002203105500.L2_LAC
104177 boussole_spmr_e  Jun  5 2004 12:07PM  43.3700    7.9000    -50     25   9.1238e-03  2.9800e-02   0.306  69.383  T2004157111500.L2_LAC
 26299         ioffe01  Mar 10 2002  4:05PM -47.1415  -58.5980   -149     25   4.8950e-02  5.9568e-02   0.822  17.825  T2002069133500.L2_LAC
104953 boussole_buoy_l  May  4 2006 12:30PM  43.3700    7.9000   -134     25   3.9400e-02  3.8968e-02   1.011   1.108  T2006124101500.L2_LAC
104497 boussole_buoy_e  May 19 2005 12:30PM  43.3700    7.9000   -147     25   1.6343e-02  1.7232e-02   0.948   5.158  T2005139100000.L2_LAC
104380 boussole_buoy_e  Jun 16 2004 12:30PM  43.3700    7.9000    -91     25   2.2455e-02  1.4749e-02   1.522  52.247  T2004168105500.L2_LAC
104714 boussole_buoy_l  Jun  5 2004 11:45AM  43.3700    7.9000    -28     25   9.1238e-03  1.5072e-02   0.605  39.466  T2004157111500.L2_LAC
 14837 rv_point_sur_ap  Apr 22 2003  8:30PM  36.4823 -122.3710    -92     25   2.8919e-02  3.1530e-02   0.917   8.281  T2003112185500.L2_LAC
104827 boussole_buoy_l  Mar  9 2005 12:15PM  43.3700    7.9000   -138     15   2.4709e-02  9.8506e-03   2.508 150.838  T2005068095500.L2_LAC
114013 hab_gulf_of_mex  Aug 17 2006  5:00PM  26.5552  -94.6058    -10     13   3.6050e-02  1.2535e-01   0.288  71.240  T2006229165000.L2_LAC
 54930         hot-176  Dec 14 2005  9:19PM  22.7500 -158.0000    -34     25   1.9427e-02  1.7416e-02   1.116  11.546  T2005348204500.L2_LAC
212436          i8si9n  Feb 25 2007  6:27AM -54.3683   86.1369   -145     25   1.1419e-02  1.7676e-02   0.646  35.397  T2007056040000.L2_LAC
104785 boussole_buoy_l  Sep 26 2004 10:00AM  43.3700    7.9000     22     25   1.8796e-02  9.2145e-03   2.040 103.979  T2004270102000.L2_LAC
104750 boussole_buoy_l  Aug 26 2004 11:30AM  43.3700    7.9000    -26     25   1.4175e-02  8.1335e-03   1.743  74.279  T2004239110000.L2_LAC
211960             a22  Oct 25 2003  4:11PM  12.3740  -65.9883    -87     20   2.1017e-02  5.2890e-03   3.974 297.369  T2003298144000.L2_LAC
  9862         cal0010  Oct 24 2000  9:23PM  33.1740 -121.5820   -143     23   1.6145e-02  1.5234e-02   1.060   5.977  T2000298185500.L2_LAC
104498 boussole_buoy_e  May 24 2005 11:45AM  43.3700    7.9000    -83     25   1.9296e-02  1.6270e-02   1.186  18.595  T2005144102000.L2_LAC
  9556    imecocal0201  Jan 21 2002  4:41PM  30.1020 -118.3840     91     25   1.9762e-02  0.0000e+00 -999.000 -999.000  T2002021181000.L2_LAC
104938 boussole_buoy_l  Apr 29 2006  9:15AM  43.3700    7.9000     42     25   4.1195e-02  4.1170e-02   1.001   0.061  T2006119095500.L2_LAC
  9774         cal0211  Nov 11 2002  7:11PM  32.3470 -118.5780      0     25   1.5505e-02  5.2947e-02   0.293  70.716  T2002315191000.L2_LAC
104448 boussole_buoy_e  Sep  9 2004 12:45PM  43.3700    7.9000    -88     25   2.3209e-02  1.1927e-02   1.946  94.592  T2004253111500.L2_LAC
113926          car128  Nov  2 2006  4:08PM  10.5000  -64.6700    -84     13   1.1573e-02  1.1959e-02   0.968   3.233  T2006306144000.L2_LAC
104777 boussole_buoy_l  Sep 22 2004 11:45AM  43.3700    7.9000    -59     25   1.6981e-02  8.7358e-03   1.944  94.384  T2004266104500.L2_LAC
  9872         cal0010  Oct 25 2000  9:35PM  33.7350 -119.4920   -113     25   3.1500e-02  1.6790e-02   1.876  87.616  T2000299194000.L2_LAC
104638 boussole_buoy_e  Jul 25 2006 12:30PM  43.3700    7.9000   -146     25   9.5500e-03  1.3699e-02   0.697  30.285  T2006206100000.L2_LAC
104552 boussole_buoy_e  Sep 12 2005 12:00PM  43.3700    7.9000    -44     25   2.9500e-02  1.4865e-02   1.985  98.457  T2005255111500.L2_LAC
104404 boussole_buoy_e  Jun  9 2004 11:15AM  43.3700    7.9000    -22     25   1.7700e-02  1.2369e-02   1.431  43.104  T2004161105000.L2_LAC
104766 boussole_buoy_l  Sep 13 2004 10:00AM  43.3700    7.9000     52     25   3.9795e-02  1.2628e-02   3.151 215.135  T2004257105000.L2_LAC
104353 boussole_buoy_e  Mar 24 2004 11:30AM  43.3700    7.9000   -104     25   7.4762e-04  1.0652e-02   0.070  92.981  T2004084094500.L2_LAC
104637 boussole_buoy_e  Jul 23 2006 12:45PM  43.3700    7.9000   -149     25   1.8386e-02  1.3784e-02   1.334  33.386  T2006204101500.L2_LAC
 19018       gp7-01-ka  Oct 17 2001 11:41PM   4.7000 -170.0080   -121     25   2.2200e-02  1.4466e-02   1.535  53.466  T2001290214000.L2_LAC
104602 boussole_buoy_e  May 24 2006  9:30AM  43.3700    7.9000     21     25   8.9850e-03  1.3506e-02   0.665  33.473  T2006144095000.L2_LAC
 25909         hot-165  Nov 26 2004 10:39PM  21.3400 -158.2700    -71     25   1.0824e-02  9.5063e-03   1.139  13.860  T2004331212500.L2_LAC
104845 boussole_buoy_l  May 25 2005 12:15PM  43.3700    7.9000    -70     25   2.3700e-02  1.0370e-02   2.286 128.547  T2005145110000.L2_LAC
104427 boussole_buoy_e  Sep 18 2004 12:30PM  43.3700    7.9000    -79     25   1.4348e-02  1.3374e-02   1.073   7.279  T2004262111000.L2_LAC
104216 boussole_spmr_e  Aug 11 2004 12:01PM  43.3700    7.9000   -111     25   2.9657e-02  2.4613e-02   1.205  20.493  T2004224101000.L2_LAC
104151 boussole_spmr_e  Apr 11 2004 11:22AM  43.3700    7.9000    -11     25   4.6210e-02  4.1081e-02   1.125  12.486  T2004102111000.L2_LAC
104727 boussole_buoy_l  Jul 15 2004 12:00PM  43.3700    7.9000    -92     19   2.8512e-02  1.4813e-02   1.925  92.485  T2004197102500.L2_LAC
104874 boussole_buoy_l  Jul 30 2005 11:30AM  43.3700    7.9000    -38     25   3.1577e-02  2.3314e-02   1.354  35.443  T2005211105000.L2_LAC
104582 boussole_buoy_e  Feb 11 2006  9:45AM  43.3700    7.9000     42     25   7.9450e-03  9.0539e-03   0.878  12.248  T2006042102500.L2_LAC
104960 boussole_buoy_l  Jun 13 2006 11:45AM  43.3700    7.9000    -40     25   2.0460e-02  1.4321e-02   1.429  42.871  T2006164110500.L2_LAC
104771 boussole_buoy_l  Sep 17 2004  9:30AM  43.3700    7.9000     58     25   2.1414e-02  1.3441e-02   1.593  59.321  T2004261102500.L2_LAC
104735 boussole_buoy_l  Jul  9 2004  9:45AM  43.3700    7.9000     80     25   1.2381e-04  1.7060e-02   0.007  99.274  T2004191110500.L2_LAC
104867 boussole_buoy_l  Jul 19 2005 11:45AM  43.3700    7.9000    -34     25   2.4495e-02  2.0302e-02   1.207  20.655  T2005200111000.L2_LAC
104485 boussole_buoy_e  Apr 21 2005  9:45AM  43.3700    7.9000     92     25   3.7774e-02  1.8725e-02   2.017 101.727  T2005111111500.L2_LAC
104998 boussole_buoy_l  Aug 21 2006 12:30PM  43.3700    7.9000   -165     25   -6.1955e-03  9.2860e-03  -0.667 166.718  T2006233094500.L2_LAC
104815 boussole_buoy_l  Nov 11 2005  9:45AM  43.3700    7.9000     18     25   2.6524e-03  1.7467e-02   0.152  84.815  T2005315100000.L2_LAC
103885 boussole_spmr_e  Sep  2 2001  9:27AM  43.3700    7.9000     62     25   1.6173e-02  3.0530e-02   0.530  47.027  T2001245102500.L2_LAC
  5765         bats154  Jul 21 2001  3:28PM  32.1409  -63.9964     20     19   2.1331e-02  6.7760e-03   3.148 214.807  T2001202154500.L2_LAC
104903 boussole_buoy_l  Sep 14 2005 12:30PM  43.3700    7.9000    -86     25   2.5381e-02  1.8213e-02   1.394  39.356  T2005257110000.L2_LAC
212481          i8si9n  Apr 26 2007  3:44AM  15.9994   89.8494     23     25   2.4888e-02  4.8640e-03   5.117 411.670  T2007116040500.L2_LAC
 10654           car55  Jun  6 2000  2:10PM  10.5000  -64.6700     75     25   2.5414e-02  2.1406e-02   1.187  18.722  T2000158152500.L2_LAC
104699 boussole_buoy_l  Jun 17 2004  9:15AM  43.3700    7.9000     49     25   1.4835e-02  1.4234e-02   1.042   4.225  T2004169100000.L2_LAC
104520 boussole_buoy_e  Jul 19 2005 11:45AM  43.3700    7.9000    -34     25   2.4495e-02  1.9818e-02   1.236  23.600  T2005200111000.L2_LAC
104862 boussole_buoy_l  Jul 14 2005 11:30AM  43.3700    7.9000    -38     25   2.2686e-02  1.4621e-02   1.552  55.159  T2005195105000.L2_LAC
 19482       gp6-00-ka  Oct 31 2000 11:40PM   0.0000 -169.9680    -68     25   4.8619e-03  1.6621e-02   0.293  70.748  T2000305223000.L2_LAC
  9509         cal0004  Apr 12 2000  4:21PM  32.0820 -120.6430    130     25   3.0141e-02  0.0000e+00 -999.000 -999.000  T2000103183000.L2_LAC
104594 boussole_buoy_e  May 14 2006  9:45AM  43.3700    7.9000     67     25   3.4377e-02  2.1715e-02   1.583  58.315  T2006134105000.L2_LAC
104634 boussole_buoy_e  Jul 14 2006 12:45PM  43.3700    7.9000   -143     25   2.6483e-02  1.8543e-02   1.428  42.814  T2006195102000.L2_LAC
104356 boussole_buoy_e  Mar 29 2004 11:45AM  43.3700    7.9000   -101     25   1.5291e-02  1.1491e-02   1.331  33.069  T2004089100000.L2_LAC
104365 boussole_buoy_e  May 21 2004 11:30AM  43.3700    7.9000    -68     25   1.7557e-02  1.2318e-02   1.425  42.523  T2004142102000.L2_LAC
104606 boussole_buoy_e  May  4 2006 12:30PM  43.3700    7.9000   -134     25   3.9400e-02  2.8712e-02   1.372  37.223  T2006124101500.L2_LAC
104676 boussole_buoy_l  May 15 2004 12:30PM  43.3700    7.9000    -91     25   2.1736e-02  1.0323e-02   2.106 110.569  T2004136105500.L2_LAC
  9975      cats_feb01  Feb 20 2001  2:51PM  17.6000  -67.0000     59     24   7.0600e-03  1.4845e-02   0.476  52.443  T2001051155000.L2_LAC
104546 boussole_buoy_e  Aug 31 2005  1:00PM  43.3700    7.9000   -128     25   2.8945e-02  1.4735e-02   1.964  96.436  T2005243105000.L2_LAC
104444 boussole_buoy_e  Sep  3 2004 12:00PM  43.3700    7.9000   -104     25   2.1190e-03  1.0499e-02   0.202  79.816  T2004247101500.L2_LAC
 26288         ioffe01  Feb 27 2002  1:57PM -56.9480  -64.6960      0     25   2.9375e-02  0.0000e+00 -999.000 -999.000  T2002058135500.L2_LAC
104772 boussole_buoy_l  Sep 18 2004 12:30PM  43.3700    7.9000    -79     25   1.4348e-02  1.4079e-02   1.019   1.907  T2004262111000.L2_LAC
104847 boussole_buoy_l  May 28 2005 12:45PM  43.3700    7.9000   -168     25   8.0450e-03  6.9545e-03   1.157  15.680  T2005148095500.L2_LAC
104782 boussole_buoy_l  Sep 23 2004  9:45AM  43.3700    7.9000      6     25   -2.9524e-04  1.2698e-02  -0.023 102.325  T2004267095000.L2_LAC
104901 boussole_buoy_l  Sep 13 2005 11:45AM  43.3700    7.9000    -84     25   1.3740e-02  1.7807e-02   0.772  22.839  T2005256102000.L2_LAC
211276   amlr2004_leg1  Jan 21 2004  4:07PM -60.9983  -57.5162   -111     23   3.4226e-02  4.7737e-03   7.170 616.980  T2004021141500.L2_LAC
  9583         jes0003  Mar 15 2000  3:55AM  46.4810  138.9930   -142     25   1.0505e-02  0.0000e+00 -999.000 -999.000  T2000075013000.L2_LAC
104752 boussole_buoy_l  Aug 28 2004 11:15AM  43.3700    7.9000    -23     25   2.3191e-02  1.1263e-02   2.059 105.894  T2004241105000.L2_LAC
104793 boussole_buoy_l  Sep  9 2004 12:45PM  43.3700    7.9000    -88     25   2.3209e-02  1.4762e-02   1.572  57.222  T2004253111500.L2_LAC
104593 boussole_buoy_e  May 11 2006  9:45AM  43.3700    7.9000     37     25   3.3643e-02  1.8503e-02   1.818  81.825  T2006131102000.L2_LAC
 26308         ioffe01  Mar 11 2002 12:54PM -42.6045  -56.4140     83     25   2.9191e-02  0.0000e+00 -999.000 -999.000  T2002070141500.L2_LAC
