Statistics (+/- 3 hr window)
***************************************************************************************************
Lwn412
In Situ data flags applied: SHADE
---------------------------------------------------------------------------------------------------
dataid      cruise      mon dd yyyy hh:mm      lat       lon    tdiff    pix      SAT         ENV     ratio  % diff     filename
104953 boussole_buoy_l  May  4 2006 12:30PM  43.3700    7.9000   -134     25    0.787050    0.947159   0.831  16.904  T2006124101500.L2_LAC
104497 boussole_buoy_e  May 19 2005 12:30PM  43.3700    7.9000   -147     25    0.641762    0.719000   0.893  10.742  T2005139100000.L2_LAC
104380 boussole_buoy_e  Jun 16 2004 12:30PM  43.3700    7.9000    -91     25    0.875714    0.801557   1.093   9.252  T2004168105500.L2_LAC
104714 boussole_buoy_l  Jun  5 2004 11:45AM  43.3700    7.9000    -28     25    0.763273    0.937633   0.814  18.596  T2004157111500.L2_LAC
 14837 rv_point_sur_ap  Apr 22 2003  8:30PM  36.4823 -122.3710    -92     25    0.503091    0.513856   0.979   2.095  T2003112185500.L2_LAC
104827 boussole_buoy_l  Mar  9 2005 12:15PM  43.3700    7.9000   -138     15    1.152500    0.915945   1.258  25.826  T2005068095500.L2_LAC
114013 hab_gulf_of_mex  Aug 17 2006  5:00PM  26.5552  -94.6058    -10     13    1.428636    1.151142   1.241  24.106  T2006229165000.L2_LAC
 54930         hot-176  Dec 14 2005  9:19PM  22.7500 -158.0000    -34     25    1.189364    1.271799   0.935   6.482  T2005348204500.L2_LAC
212436          i8si9n  Feb 25 2007  6:27AM -54.3683   86.1369   -145     25    1.060238    1.329634   0.797  20.261  T2007056040000.L2_LAC
104785 boussole_buoy_l  Sep 26 2004 10:00AM  43.3700    7.9000     22     25    0.904727    0.919845   0.984   1.644  T2004270102000.L2_LAC
104750 boussole_buoy_l  Aug 26 2004 11:30AM  43.3700    7.9000    -26     25    0.646381    0.786926   0.821  17.860  T2004239110000.L2_LAC
211960             a22  Oct 25 2003  4:11PM  12.3740  -65.9883    -87     20    1.150250    1.030121   1.117  11.662  T2003298144000.L2_LAC
  9862         cal0010  Oct 24 2000  9:23PM  33.1740 -121.5820   -143     23    0.654381    1.076842   0.608  39.231  T2000298185500.L2_LAC
104498 boussole_buoy_e  May 24 2005 11:45AM  43.3700    7.9000    -83     25    0.793955    0.811129   0.979   2.117  T2005144102000.L2_LAC
  9556    imecocal0201  Jan 21 2002  4:41PM  30.1020 -118.3840     91     25    0.928000    1.001303   0.927   7.321  T2002021181000.L2_LAC
104938 boussole_buoy_l  Apr 29 2006  9:15AM  43.3700    7.9000     42     25    0.879857    0.812700   1.083   8.263  T2006119095500.L2_LAC
  9774         cal0211  Nov 11 2002  7:11PM  32.3470 -118.5780      0     25    0.594261    1.128161   0.527  47.325  T2002315191000.L2_LAC
104448 boussole_buoy_e  Sep  9 2004 12:45PM  43.3700    7.9000    -88     25    0.781727    0.846652   0.923   7.668  T2004253111500.L2_LAC
113926          car128  Nov  2 2006  4:08PM  10.5000  -64.6700    -84     13    0.882700    0.935088   0.944   5.602  T2006306144000.L2_LAC
104777 boussole_buoy_l  Sep 22 2004 11:45AM  43.3700    7.9000    -59     25    0.865409    0.824483   1.050   4.964  T2004266104500.L2_LAC
  9872         cal0010  Oct 25 2000  9:35PM  33.7350 -119.4920   -113     25    0.687955    0.840715   0.818  18.170  T2000299194000.L2_LAC
104638 boussole_buoy_e  Jul 25 2006 12:30PM  43.3700    7.9000   -146     25    0.937091    0.826305   1.134  13.407  T2006206100000.L2_LAC
104552 boussole_buoy_e  Sep 12 2005 12:00PM  43.3700    7.9000    -44     25    0.696700    0.869944   0.801  19.914  T2005255111500.L2_LAC
104404 boussole_buoy_e  Jun  9 2004 11:15AM  43.3700    7.9000    -22     25    0.958273    0.993528   0.965   3.548  T2004161105000.L2_LAC
104612 boussole_buoy_e  Jun 12 2006  9:30AM  43.3700    7.9000     52     25    0.907727    0.865612   1.049   4.865  T2006163102000.L2_LAC
104766 boussole_buoy_l  Sep 13 2004 10:00AM  43.3700    7.9000     52     25    0.839348    0.822081   1.021   2.100  T2004257105000.L2_LAC
104353 boussole_buoy_e  Mar 24 2004 11:30AM  43.3700    7.9000   -104     25    0.585238    0.446612   1.310  31.040  T2004084094500.L2_LAC
104637 boussole_buoy_e  Jul 23 2006 12:45PM  43.3700    7.9000   -149     25    0.906381    0.855592   1.059   5.936  T2006204101500.L2_LAC
 19018       gp7-01-ka  Oct 17 2001 11:41PM   4.7000 -170.0080   -121     25    1.013500    0.952108   1.065   6.448  T2001290214000.L2_LAC
104602 boussole_buoy_e  May 24 2006  9:30AM  43.3700    7.9000     21     25    0.759304    0.543175   1.398  39.790  T2006144095000.L2_LAC
 25909         hot-165  Nov 26 2004 10:39PM  21.3400 -158.2700    -71     25    1.011952    1.206001   0.839  16.090  T2004331212500.L2_LAC
104845 boussole_buoy_l  May 25 2005 12:15PM  43.3700    7.9000    -70     25    0.698350    0.676785   1.032   3.186  T2005145110000.L2_LAC
104427 boussole_buoy_e  Sep 18 2004 12:30PM  43.3700    7.9000    -79     25    0.722952    0.792668   0.912   8.795  T2004262111000.L2_LAC
104470 boussole_buoy_e  Nov 11 2005  9:45AM  43.3700    7.9000     18     25    0.702739    0.701949   1.001   0.113  T2005315100000.L2_LAC
104216 boussole_spmr_e  Aug 11 2004 12:01PM  43.3700    7.9000   -111     25    1.140850    1.047662   1.089   8.895  T2004224101000.L2_LAC
104151 boussole_spmr_e  Apr 11 2004 11:22AM  43.3700    7.9000    -11     25    0.368400    0.346047   1.065   6.460  T2004102111000.L2_LAC
104727 boussole_buoy_l  Jul 15 2004 12:00PM  43.3700    7.9000    -92     19    0.971812    0.879279   1.105  10.524  T2004197102500.L2_LAC
104874 boussole_buoy_l  Jul 30 2005 11:30AM  43.3700    7.9000    -38     25    0.857435    0.918819   0.933   6.681  T2005211105000.L2_LAC
104582 boussole_buoy_e  Feb 11 2006  9:45AM  43.3700    7.9000     42     25    0.794087    0.823240   0.965   3.541  T2006042102500.L2_LAC
104960 boussole_buoy_l  Jun 13 2006 11:45AM  43.3700    7.9000    -40     25    0.752850    0.878911   0.857  14.343  T2006164110500.L2_LAC
104771 boussole_buoy_l  Sep 17 2004  9:30AM  43.3700    7.9000     58     25    0.855227    0.879425   0.973   2.752  T2004261102500.L2_LAC
104735 boussole_buoy_l  Jul  9 2004  9:45AM  43.3700    7.9000     80     25    0.546857    0.977284   0.560  44.043  T2004191110500.L2_LAC
104867 boussole_buoy_l  Jul 19 2005 11:45AM  43.3700    7.9000    -34     25    0.642333    0.688557   0.933   6.713  T2005200111000.L2_LAC
104485 boussole_buoy_e  Apr 21 2005  9:45AM  43.3700    7.9000     92     25    0.131750    0.341992   0.385  61.476  T2005111111500.L2_LAC
104998 boussole_buoy_l  Aug 21 2006 12:30PM  43.3700    7.9000   -165     25    0.765667    0.679021   1.128  12.760  T2006233094500.L2_LAC
104815 boussole_buoy_l  Nov 11 2005  9:45AM  43.3700    7.9000     18     25    0.702739    0.841527   0.835  16.492  T2005315100000.L2_LAC
103885 boussole_spmr_e  Sep  2 2001  9:27AM  43.3700    7.9000     62     25    0.806000    0.982116   0.821  17.932  T2001245102500.L2_LAC
  5765         bats154  Jul 21 2001  3:28PM  32.1409  -63.9964     20     19    1.257471    1.153718   1.090   8.993  T2001202154500.L2_LAC
104903 boussole_buoy_l  Sep 14 2005 12:30PM  43.3700    7.9000    -86     25    0.812667    0.890016   0.913   8.691  T2005257110000.L2_LAC
212481          i8si9n  Apr 26 2007  3:44AM  15.9994   89.8494     23     25    1.122478    1.036012   1.084   8.346  T2007116040500.L2_LAC
 10654           car55  Jun  6 2000  2:10PM  10.5000  -64.6700     75     25    0.677714    0.763418   0.888  11.226  T2000158152500.L2_LAC
104699 boussole_buoy_l  Jun 17 2004  9:15AM  43.3700    7.9000     49     25    0.963400    0.876536   1.099   9.910  T2004169100000.L2_LAC
104520 boussole_buoy_e  Jul 19 2005 11:45AM  43.3700    7.9000    -34     25    0.642333    0.906924   0.708  29.175  T2005200111000.L2_LAC
104862 boussole_buoy_l  Jul 14 2005 11:30AM  43.3700    7.9000    -38     25    0.864955    0.892634   0.969   3.101  T2005195105000.L2_LAC
 19482       gp6-00-ka  Oct 31 2000 11:40PM   0.0000 -169.9680    -68     25    0.739000    0.789427   0.936   6.388  T2000305223000.L2_LAC
  9509         cal0004  Apr 12 2000  4:21PM  32.0820 -120.6430    130     25    1.139750    1.492243   0.764  23.622  T2000103183000.L2_LAC
104594 boussole_buoy_e  May 14 2006  9:45AM  43.3700    7.9000     67     25    0.514952    0.697980   0.738  26.223  T2006134105000.L2_LAC
104634 boussole_buoy_e  Jul 14 2006 12:45PM  43.3700    7.9000   -143     25    1.055000    1.030616   1.024   2.366  T2006195102000.L2_LAC
104356 boussole_buoy_e  Mar 29 2004 11:45AM  43.3700    7.9000   -101     25    0.696750    0.414308   1.682  68.172  T2004089100000.L2_LAC
104365 boussole_buoy_e  May 21 2004 11:30AM  43.3700    7.9000    -68     25    0.878667    0.884002   0.994   0.603  T2004142102000.L2_LAC
104606 boussole_buoy_e  May  4 2006 12:30PM  43.3700    7.9000   -134     25    0.787050    0.861696   0.913   8.663  T2006124101500.L2_LAC
104676 boussole_buoy_l  May 15 2004 12:30PM  43.3700    7.9000    -91     25    0.756810    0.841133   0.900  10.025  T2004136105500.L2_LAC
  9975      cats_feb01  Feb 20 2001  2:51PM  17.6000  -67.0000     59     24    1.018200    1.026016   0.992   0.762  T2001051155000.L2_LAC
104546 boussole_buoy_e  Aug 31 2005  1:00PM  43.3700    7.9000   -128     25    0.834143    0.811712   1.028   2.763  T2005243105000.L2_LAC
104444 boussole_buoy_e  Sep  3 2004 12:00PM  43.3700    7.9000   -104     25    0.781136    0.901899   0.866  13.390  T2004247101500.L2_LAC
 26288         ioffe01  Feb 27 2002  1:57PM -56.9480  -64.6960      0     25    1.270318    1.361707   0.933   6.711  T2002058135500.L2_LAC
104772 boussole_buoy_l  Sep 18 2004 12:30PM  43.3700    7.9000    -79     25    0.722952    0.844330   0.856  14.376  T2004262111000.L2_LAC
104847 boussole_buoy_l  May 28 2005 12:45PM  43.3700    7.9000   -168     25    0.862957    0.724759   1.191  19.068  T2005148095500.L2_LAC
104782 boussole_buoy_l  Sep 23 2004  9:45AM  43.3700    7.9000      6     25    1.021318    0.919415   1.111  11.083  T2004267095000.L2_LAC
104901 boussole_buoy_l  Sep 13 2005 11:45AM  43.3700    7.9000    -84     25    0.766476    0.921442   0.832  16.818  T2005256102000.L2_LAC
211276   amlr2004_leg1  Jan 21 2004  4:07PM -60.9983  -57.5162   -111     23    0.856300    0.729671   1.173  17.354  T2004021141500.L2_LAC
  9583         jes0003  Mar 15 2000  3:55AM  46.4810  138.9930   -142     25    0.628227    0.814295   0.772  22.850  T2000075013000.L2_LAC
104752 boussole_buoy_l  Aug 28 2004 11:15AM  43.3700    7.9000    -23     25    0.764609    0.809688   0.944   5.568  T2004241105000.L2_LAC
104793 boussole_buoy_l  Sep  9 2004 12:45PM  43.3700    7.9000    -88     25    0.781727    0.881241   0.887  11.292  T2004253111500.L2_LAC
104593 boussole_buoy_e  May 11 2006  9:45AM  43.3700    7.9000     37     25    0.669773    0.649026   1.032   3.197  T2006131102000.L2_LAC
 26308         ioffe01  Mar 11 2002 12:54PM -42.6045  -56.4140     83     25    0.604048    0.839677   0.719  28.062  T2002070141500.L2_LAC
103933 boussole_spmr_e  May 21 2002 11:18AM  43.3700    7.9000    -36     25    0.904667    0.971327   0.931   6.863  T2002141104000.L2_LAC
104985 boussole_buoy_l  Jul 25 2006 12:30PM  43.3700    7.9000   -146     25    0.937091    0.911506   1.028   2.807  T2006206100000.L2_LAC
103924 boussole_spmr_e  May 20 2002 11:10AM  43.3700    7.9000    -70     25    0.876476    0.976955   0.897  10.285  T2002140095500.L2_LAC
104312 boussole_spmr_e  Jun 12 2006  9:45AM  43.3700    7.9000     37     25    0.907727    0.850077   1.068   6.782  T2006163102000.L2_LAC
  9969      cats_aug00  Aug  2 2000  4:11PM  17.6000  -67.0000    -55     25    1.007095    0.850890   1.184  18.358  T2000215151500.L2_LAC
104888 boussole_buoy_l  Aug  3 2005 12:00PM  43.3700    7.9000    -92     25    0.802857    0.894385   0.898  10.234  T2005215102500.L2_LAC
104607 boussole_buoy_e  May  5 2006  9:30AM  43.3700    7.9000     88     20    0.774529    0.865717   0.895  10.533  T2006125105500.L2_LAC
 10656           car56  Jul  7 2000  2:46PM  10.5000  -64.6700     -4     25    0.280333    0.399071   0.703  29.753  T2000189144000.L2_LAC
  9905         cal0104  Apr 16 2001  7:41PM  32.3060 -123.3330    -32     25    0.857091    1.054283   0.813  18.704  T2001106190500.L2_LAC
104486 boussole_buoy_e  Apr 25 2005 11:30AM  43.3700    7.9000    -37     25    0.356045    0.552566   0.644  35.565  T2005115105000.L2_LAC
104959 boussole_buoy_l  Jun 12 2006  9:30AM  43.3700    7.9000     52     25    0.907727    0.853803   1.063   6.316  T2006163102000.L2_LAC
104818 boussole_buoy_l  Dec 15 2005 10:43AM  43.3700    7.9000    -52     25    0.538955    0.659829   0.817  18.319  T2005349095000.L2_LAC
104808 boussole_buoy_l  Oct  8 2005 12:15PM  43.3700    7.9000   -120     25    0.708900    0.845697   0.838  16.176  T2005281101500.L2_LAC
  9515         cal0004  Apr 12 2000  8:59PM  32.2640 -120.2740   -148     25    0.987227    1.260957   0.783  21.708  T2000103183000.L2_LAC
104911 boussole_buoy_l  Sep 30 2005 10:00AM  43.3700    7.9000     64     25    0.560952    0.766424   0.732  26.809  T2005273110000.L2_LAC
104662 boussole_buoy_l  Nov 17 2004 12:00PM  43.3700    7.9000   -123     25    0.670333    0.787396   0.851  14.867  T2004322095500.L2_LAC
104832 boussole_buoy_l  Apr 25 2005 11:30AM  43.3700    7.9000    -37     25    0.356045    0.450572   0.790  20.979  T2005115105000.L2_LAC
104949 boussole_buoy_l  May 24 2006  9:30AM  43.3700    7.9000     21     25    0.759304    0.736682   1.031   3.071  T2006144095000.L2_LAC
104437 boussole_buoy_e  Sep 23 2004  9:45AM  43.3700    7.9000      6     25    1.021318    0.958845   1.065   6.515  T2004267095000.L2_LAC
  9794         cal0211  Nov 25 2002  9:35PM  33.5050 -119.4790   -131     25    0.437957    0.817068   0.536  46.399  T2002329192000.L2_LAC
104453 boussole_buoy_e  Oct 13 2005  9:45AM  43.3700    7.9000     49     25    0.677048    0.681994   0.993   0.725  T2005286103000.L2_LAC
104411 boussole_buoy_e  Jul 15 2004 12:00PM  43.3700    7.9000    -92     19    0.971812    1.020108   0.953   4.734  T2004197102500.L2_LAC
104336 boussole_spmr_e  Jul  8 2006  8:55AM  43.3700    7.9000    124     25    0.873762    0.931750   0.938   6.224  T2006189105500.L2_LAC
104514 boussole_buoy_e  Jul 13 2005  9:30AM  43.3700    7.9000     39     25    1.001381    0.954234   1.049   4.941  T2005194100500.L2_LAC
 26289         ioffe01  Feb 27 2002  3:57PM -57.3360  -64.3270   -120     25    1.321818    1.768321   0.748  25.250  T2002058135500.L2_LAC
 11282         hot-152  Oct 13 2003 11:22PM  21.3400 -158.2700   -149     21    1.223056    1.115321   1.097   9.660  T2003286205000.L2_LAC
104383 boussole_buoy_e  Jun 17 2004  9:15AM  43.3700    7.9000     49     25    0.963400    0.801329   1.202  20.225  T2004169100000.L2_LAC
104125 boussole_spmr_e  Jan 30 2004  1:01PM  43.3700    7.9000   -158     25    0.619682    0.695052   0.892  10.844  T2004030102000.L2_LAC
  1331         hot-121  Dec 19 2000 10:34PM  22.7500 -158.0000    -64     25    1.245250    1.309549   0.951   4.910  T2000354213000.L2_LAC
104360 boussole_buoy_e  May 15 2004 12:30PM  43.3700    7.9000    -91     25    0.756810    0.768019   0.985   1.460  T2004136105500.L2_LAC
104988 boussole_buoy_l  Jul 29 2006 12:00PM  43.3700    7.9000    -43     15    0.684667    0.831813   0.823  17.690  T2006210111500.L2_LAC
104096 boussole_spmr_e  Sep 24 2003 11:08AM  43.3700    7.9000    -46     20    1.109444    1.151375   0.964   3.642  T2003267102000.L2_LAC
104685 boussole_buoy_l  May 29 2004 12:00PM  43.3700    7.9000    -49     25    0.790652    0.826523   0.957   4.340  T2004150111000.L2_LAC
104843 boussole_buoy_l  May 19 2005 12:30PM  43.3700    7.9000   -147     25    0.641762    0.707858   0.907   9.337  T2005139100000.L2_LAC
  4698        amlr2002  Jan 22 2002  1:45PM -60.9990  -56.4980     39     20    0.862600    0.984213   0.876  12.356  T2002022142000.L2_LAC
104858 boussole_buoy_l  Jul 12 2005 11:45AM  43.3700    7.9000    -40     25    0.781714    0.864100   0.905   9.534  T2005193110000.L2_LAC
 23520              c4  Mar  1 2001  3:25PM  23.9087  -76.0387     17     25    1.384316    1.324956   1.045   4.480  T2001060154000.L2_LAC
104681 boussole_buoy_l  May 21 2004 11:30AM  43.3700    7.9000    -68     25    0.878667    0.897784   0.979   2.129  T2004142102000.L2_LAC
104783 boussole_buoy_l  Sep 25 2004 12:15PM  43.3700    7.9000    -58     25    0.565762    0.986058   0.574  42.624  T2004269111500.L2_LAC
  5975       batsval32  Oct 24 2002  4:40PM  25.6683  -65.0547   -130     25    1.596182    1.413793   1.129  12.901  T2002297143000.L2_LAC
104751 boussole_buoy_l  Aug 27 2004 12:15PM  43.3700    7.9000   -126     25    0.791044    0.786955   1.005   0.519  T2004240100500.L2_LAC
 26314         ioffe01  Mar 11 2002  3:05PM -42.1255  -56.1980    -48     25    0.606591    0.906883   0.669  33.113  T2002070141500.L2_LAC
104940 boussole_buoy_l  May 11 2006  9:45AM  43.3700    7.9000     37     25    0.669773    0.752323   0.890  10.973  T2006131102000.L2_LAC
 54931         hot-177  Jan 23 2006 10:34PM  21.3400 -158.2700    -60     25    1.039950    1.098555   0.947   5.335  T2006023213000.L2_LAC
104941 boussole_buoy_l  May 14 2006  9:45AM  43.3700    7.9000     67     25    0.514952    0.809826   0.636  36.412  T2006134105000.L2_LAC
104545 boussole_buoy_e  Aug 30 2005  9:30AM  43.3700    7.9000     39     25    0.767000    0.808053   0.949   5.080  T2005242100500.L2_LAC
104673 boussole_buoy_l  Apr  7 2004 12:45PM  43.3700    7.9000   -167     25    0.637609    0.540713   1.179  17.920  T2004098095500.L2_LAC
104950 boussole_buoy_l  May 27 2006  8:45AM  43.3700    7.9000     97     25    0.779864    0.864278   0.902   9.767  T2006147102000.L2_LAC
104919 boussole_buoy_l  Jan 14 2006  9:43AM  43.3700    7.9000     19     25    0.831182    0.820719   1.013   1.275  T2006014100000.L2_LAC
104703 boussole_buoy_l  Jun 21 2004  1:00PM  43.3700    7.9000   -103     22    0.679850    0.988676   0.688  31.236  T2004173111500.L2_LAC
104909 boussole_buoy_l  Sep 23 2005 12:00PM  43.3700    7.9000    -62     25    0.814143    0.828565   0.983   1.741  T2005266105500.L2_LAC
212476          i8si9n  Apr 21 2007  4:18AM   9.9531   85.6631     71     20    0.927444    1.069587   0.867  13.289  T2007111052500.L2_LAC
 26403         ioffe01  Apr 18 2002  1:13PM  26.2190  -19.9940    -90     15    1.307714    0.995970   1.313  31.301  T2002108114000.L2_LAC
  5184         bats163  Apr 18 2002  4:16PM  32.0561  -64.2247    -77     25    1.296857    1.222465   1.061   6.085  T2002108145500.L2_LAC
104899 boussole_buoy_l  Sep 12 2005 12:00PM  43.3700    7.9000    -44     25    0.696700    0.830962   0.838  16.157  T2005255111500.L2_LAC
104850 boussole_buoy_l  May  7 2005 12:00PM  43.3700    7.9000    -43     25    0.619043    0.574104   1.078   7.828  T2005127111500.L2_LAC
104564 boussole_buoy_e  Sep 30 2005 10:00AM  43.3700    7.9000     64     25    0.560952    0.656738   0.854  14.585  T2005273110000.L2_LAC
 26241         ioffe01  Oct 11 2001  1:26PM  39.2530  -13.2880    -72     25    0.770091    1.208282   0.637  36.266  T2001284121000.L2_LAC
104856 boussole_buoy_l  Jul 11 2005 12:45PM  43.3700    7.9000   -143     25    0.809429    0.910877   0.889  11.137  T2005192102000.L2_LAC
 10704           car86  Feb 11 2003  4:53PM  10.5000  -64.6700   -127     25    0.321875    0.266291   1.209  20.873  T2003042144500.L2_LAC
104409 boussole_buoy_e  Jul 14 2004 12:00PM  43.3700    7.9000   -135     25    0.954000    0.961931   0.992   0.824  T2004196094500.L2_LAC
  9904         cal0104  Apr 16 2001  6:20PM  32.2260 -123.4840     49     25    0.861238    1.040381   0.828  17.219  T2001106190500.L2_LAC
  9559    imecocal0201  Feb  5 2002  9:48PM  25.4760 -115.3820   -160     25    0.679800    0.991836   0.685  31.460  T2002036190500.L2_LAC
 14836 rv_point_sur_ap  Apr 22 2003  5:19PM  36.5442 -122.1420     99     22    0.539882    0.432778   1.248  24.748  T2003112185500.L2_LAC
 10690           car76  Mar 12 2002  4:10PM  10.5000  -64.6700    -84     25    0.381545    0.322245   1.184  18.402  T2002071144500.L2_LAC
104429 boussole_buoy_e  Sep 19 2004 12:00PM  43.3700    7.9000   -104     25    0.869917    0.809867   1.074   7.415  T2004263101500.L2_LAC
104534 boussole_buoy_e  Aug 12 2005 12:45PM  43.3700    7.9000   -143     25    0.909952    0.962859   0.945   5.495  T2005224102000.L2_LAC
104817 boussole_buoy_l  Nov  8 2005  9:00AM  43.3700    7.9000    130     25    0.404333    0.805475   0.502  49.802  T2005312111000.L2_LAC
104975 boussole_buoy_l  Jul  1 2006  9:30AM  43.3700    7.9000     83     25    0.978286    0.920268   1.063   6.304  T2006182105000.L2_LAC
104243 boussole_spmr_e  May 27 2005 10:31AM  43.3700    7.9000     21     25    0.739143    0.909495   0.813  18.730  T2005147105000.L2_LAC
104358 boussole_buoy_e  May 14 2004 11:45AM  43.3700    7.9000    -89     25    0.689850    0.667177   1.034   3.398  T2004135101500.L2_LAC
104139 boussole_spmr_e  Mar  4 2004 10:00AM  43.3700    7.9000     11     25    0.730900    0.796842   0.917   8.275  T2004064101000.L2_LAC
104792 boussole_buoy_l  Sep  8 2004 12:15PM  43.3700    7.9000   -101     25    0.869364    0.715782   1.215  21.456  T2004252103000.L2_LAC
 26240         ioffe01  Oct 11 2001 12:32PM  39.4010  -13.1680    -18     25    0.746381    1.229039   0.607  39.271  T2001284121000.L2_LAC
  9513         cal0004  Apr 12 2000  8:30PM  32.2240 -120.3560   -119     25    1.126478    1.472507   0.765  23.499  T2000103183000.L2_LAC
104717 boussole_buoy_l  Jun  7 2004 11:30AM  43.3700    7.9000    -25     25    0.842130    0.955069   0.882  11.825  T2004159110500.L2_LAC
104844 boussole_buoy_l  May 24 2005 11:45AM  43.3700    7.9000    -83     25    0.793955    0.798699   0.994   0.594  T2005144102000.L2_LAC
104892 boussole_buoy_l  Aug 30 2005  9:30AM  43.3700    7.9000     39     25    0.767000    0.881087   0.871  12.948  T2005242100500.L2_LAC
104447 boussole_buoy_e  Sep  8 2004 12:15PM  43.3700    7.9000   -101     25    0.869364    0.847517   1.026   2.578  T2004252103000.L2_LAC
104789 boussole_buoy_l  Sep  3 2004 12:00PM  43.3700    7.9000   -104     25    0.781136    0.818865   0.954   4.607  T2004247101500.L2_LAC
  4990         bats168  Sep 19 2002  3:26PM  32.1542  -64.3578     10     16    1.271600    1.061058   1.198  19.843  T2002262153500.L2_LAC
104432 boussole_buoy_e  Sep 22 2004 11:45AM  43.3700    7.9000    -59     25    0.865409    0.958524   0.903   9.714  T2004266104500.L2_LAC
  5748         bats153  Jun  4 2001  4:12PM  31.7736  -64.2797    -78     20    1.449125    1.278272   1.134  13.366  T2001155145000.L2_LAC
  5044         bats169  Oct  9 2002  3:38PM  32.1681  -64.4978    -27     15    1.127417    0.969422   1.163  16.298  T2002282151000.L2_LAC
104674 boussole_buoy_l  May 14 2004 11:45AM  43.3700    7.9000    -89     25    0.689850    0.727335   0.949   5.154  T2004135101500.L2_LAC
  1404         hot-126  May 14 2001 10:46PM  21.3400 -158.2700    -91     25    1.298364    1.229355   1.056   5.613  T2001134211500.L2_LAC
  1890         cal0004  Apr 12 2000  5:33PM  32.4200 -119.9630     58     25    0.862091    1.231630   0.700  30.004  T2000103183000.L2_LAC
104939 boussole_buoy_l  Apr  7 2006 12:45PM  43.3700    7.9000   -131     25    0.446667    0.497018   0.899  10.131  T2006097103000.L2_LAC
  4714        amlr2002  Feb  9 2002  1:00PM -61.0900  -68.1860     71     13    1.485917    1.787576   0.831  16.875  T2002040141000.L2_LAC
 16359           car96  Jan 13 2004  3:07PM  10.5000  -64.6700    -21     25    0.558682    0.531237   1.052   5.166  T2004013144500.L2_LAC
104562 boussole_buoy_e  Sep 23 2005 12:00PM  43.3700    7.9000    -62     25    0.814143    0.797744   1.021   2.056  T2005266105500.L2_LAC
104440 boussole_buoy_e  Sep 26 2004 10:00AM  43.3700    7.9000     22     25    0.904727    0.980027   0.923   7.683  T2004270102000.L2_LAC
104794 boussole_buoy_l  Oct  1 2005  9:30AM  43.3700    7.9000     39     25    0.810150    0.754006   1.075   7.446  T2005274100500.L2_LAC
104810 boussole_buoy_l  Oct  9 2005 10:15AM  43.3700    7.9000     43     25    0.577412    0.821254   0.703  29.691  T2005282105500.L2_LAC
104868 boussole_buoy_l  Jul  2 2005 11:45AM  43.3700    7.9000    -77     20    0.684563    0.920793   0.743  25.655  T2005183102500.L2_LAC
  9576         jes0003  Mar 12 2000 12:50AM  42.1600  136.3530    111     25    0.677238    0.712211   0.951   4.910  T2000072024000.L2_LAC
104170 boussole_spmr_e  Jun  4 2004  9:58AM  43.3700    7.9000     37     25    0.859571    0.949774   0.905   9.497  T2004156103000.L2_LAC
104645 boussole_buoy_e  Jul  7 2006 12:45PM  43.3700    7.9000   -149     21    0.998353    1.098071   0.909   9.081  T2006188101500.L2_LAC
  1333         hot-124  Mar 21 2001 10:28PM  22.7500 -158.0000    -36     22    1.286150    1.372786   0.937   6.311  T2001080215000.L2_LAC
104624 boussole_buoy_e  Jun  6 2006  9:30AM  43.3700    7.9000     89     25    0.766429    0.588965   1.301  30.132  T2006157105500.L2_LAC
  9857         cal0010  Oct 13 2000  7:14PM  32.6070 -118.0380      4     25    0.919750    1.003445   0.917   8.341  T2000287191500.L2_LAC
  9578         jes0003  Mar 13 2000  1:56AM  43.1700  135.3380    -10     25    0.619550    0.813783   0.761  23.868  T2000073014500.L2_LAC
104417 boussole_buoy_e  Jul  5 2004 12:30PM  43.3700    7.9000   -159     25    0.934682    1.036043   0.902   9.784  T2004187095000.L2_LAC
104651 boussole_buoy_e  Aug 21 2006 12:30PM  43.3700    7.9000   -165     25    0.765667    0.764879   1.001   0.103  T2006233094500.L2_LAC
  1329         hot-120  Nov 28 2000 10:52PM  21.3400 -158.2700   -100     19    1.088333    1.065628   1.021   2.131  T2000333211000.L2_LAC
104556 boussole_buoy_e  Sep 14 2005 12:30PM  43.3700    7.9000    -86     25    0.812667    0.893984   0.909   9.096  T2005257110000.L2_LAC
104460 boussole_buoy_e  Oct 29 2005  9:45AM  43.3700    7.9000     49     25    0.575333    0.780204   0.737  26.259  T2005302103000.L2_LAC
104763 boussole_buoy_l  Sep  1 2004 12:00PM  43.3700    7.9000    -92     25    0.858727    0.736744   1.166  16.557  T2004245102500.L2_LAC
 10666           car63  Feb 16 2001  3:37PM  10.5000  -64.6700    -59     25    0.339046    0.260632   1.301  30.086  T2001047143500.L2_LAC
 23521              c4  Mar  1 2001  4:27PM  23.9509  -76.0847    -45     25    1.364773    1.259556   1.084   8.354  T2001060154000.L2_LAC
 26242         ioffe01  Oct 11 2001  2:19PM  39.0870  -13.4190   -125     25    0.798044    1.221568   0.653  34.671  T2001284121000.L2_LAC
104733 boussole_buoy_l  Jul  5 2004 12:30PM  43.3700    7.9000   -159     25    0.934682    1.046599   0.893  10.693  T2004187095000.L2_LAC
