cd_name,file_path,file_compressed_name,file_name,woce_date,latitude,longitude,depth_min,depth_max,temperature_min,temperature_max,salinity_min,salinity_max
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,923707.nc,19970309,45.4500,-40.4600,0.00000,1220.00,4.40000,12.9000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,923703.nc,19970309,45.5500,-39.8600,0.00000,1221.00,4.50000,12.3000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,923682.nc,19970310,46.6000,-31.0000,0.00000,1221.00,4.50000,12.7000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,923660.nc,19970311,47.4600,-23.4000,0.00000,1210.00,4.80000,12.0000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,923684.nc,19970320,45.0500,-32.5300,2.00000,1199.00,4.40000,13.9000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,924060.nc,19970321,43.5300,-40.9600,2.00000,938.000,4.60000,10.8000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,904949.nc,19970211,-11.8000,-1.95000,0.00000,512.000,7.20000,23.6000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,919129.nc,19970215,4.4333,-13.4667,0.00000,512.000,7.10000,27.6000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,919130.nc,19970215,6.4167,-14.3333,0.00000,512.000,7.50000,28.5000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,900900.nc,19970124,2.1667,-11.0000,0.00000,512.000,6.40000,25.6000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918086.nc,19970112,47.4833,-55.7833,2.00000,13.0000,3.00000,3.10000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918087.nc,19970113,47.5000,-55.7667,2.00000,12.0000,2.80000,4.10000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918088.nc,19970119,47.5333,-55.3667,2.00000,26.0000,2.90000,4.00000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918083.nc,19970119,47.5333,-54.8667,2.00000,26.0000,3.10000,3.30000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918084.nc,19970120,47.5833,-54.8500,2.00000,36.0000,2.70000,3.20000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918089.nc,19970122,47.4833,-55.3500,2.00000,109.000,2.30000,3.00000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918090.nc,19970123,47.5333,-55.4000,2.00000,48.0000,2.60000,3.70000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918091.nc,19970125,47.6500,-55.3667,2.00000,34.0000,1.90000,3.40000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918092.nc,19970125,47.6500,-55.3833,2.00000,197.000,1.40000,3.90000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918093.nc,19970128,47.6333,-55.0667,2.00000,96.0000,2.50000,3.40000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918094.nc,19970128,47.5667,-55.1000,2.00000,48.0000,2.20000,2.50000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918085.nc,19970131,47.5167,-54.9000,2.00000,59.0000,1.80000,2.30000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918095.nc,19970131,47.5833,-55.0167,2.00000,43.0000,1.80000,2.50000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918096.nc,19970203,47.4833,-55.7667,2.00000,54.0000,1.30000,2.00000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918097.nc,19970204,47.4667,-55.6833,2.00000,109.000,1.30000,2.70000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918098.nc,19970205,47.6167,-55.1667,2.00000,83.0000,1.50000,2.50000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,901170.nc,19970114,45.3000,-56.4833,2.00000,348.000,1.90000,2.20000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,927427.nc,19970321,50.5833,-49.3833,2.00000,759.000,0.00000,3.30000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,927428.nc,19970321,51.0500,-49.4333,2.00000,759.000,3.00000,4.00000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,927429.nc,19970321,51.4833,-49.8000,2.00000,236.000,2.90000,3.90000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,927430.nc,19970321,51.9000,-50.1833,2.00000,759.000,2.80000,3.50000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,927431.nc,19970321,52.3167,-50.6000,2.00000,754.000,2.40000,3.40000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,927432.nc,19970321,52.7333,-51.0333,2.00000,759.000,2.90000,3.60000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,927433.nc,19970322,53.1833,-51.3500,2.00000,759.000,2.50000,3.00000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,927434.nc,19970322,53.5833,-51.7833,2.00000,759.000,2.20000,3.30000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,927435.nc,19970322,54.0000,-52.2500,2.00000,759.000,2.00000,3.10000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,927436.nc,19970322,54.4000,-52.6833,2.00000,759.000,2.10000,3.60000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,927438.nc,19970322,54.6000,-53.3833,2.00000,441.000,-1.50000,4.40000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,927439.nc,19970322,54.9500,-53.9667,2.00000,503.000,-0.500000,3.90000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,927440.nc,19970322,55.3167,-54.5833,2.00000,635.000,0.00000,3.30000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,927441.nc,19970322,55.6333,-55.2833,2.00000,759.000,0.500000,3.80000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,927443.nc,19970323,55.9333,-56.0000,2.00000,740.000,-0.200000,3.70000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,927444.nc,19970323,56.2167,-56.7167,2.00000,759.000,2.80000,3.50000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,927446.nc,19970323,56.5000,-57.4667,2.00000,759.000,-0.900000,3.40000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,927447.nc,19970323,56.7500,-58.3000,2.00000,614.000,-1.60000,4.90000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920467.nc,19970311,24.6167,-70.8667,0.00000,760.000,8.40000,24.6000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,919523.nc,19970311,23.9500,-75.6500,0.00000,760.000,8.60000,24.9000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,922483.nc,19970318,24.9333,-77.6167,0.00000,970.000,6.80000,24.4000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,917753.nc,19970225,43.7600,-63.3800,0.00000,144.700,0.900000,9.00000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,917754.nc,19970225,43.9800,-63.4500,0.00000,200.000,0.300000,9.10000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,917755.nc,19970225,43.8100,-63.4000,0.00000,180.900,2.00000,9.50000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,917756.nc,19970225,43.9833,-63.5833,0.00000,175.000,0.100000,8.60000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,917760.nc,19970226,44.1167,-63.5833,0.00000,155.000,0.00000,11.1000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,917761.nc,19970226,44.0833,-63.5167,31.0000,155.000,0.00000,8.00000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,917762.nc,19970226,44.0167,-63.5167,16.5000,175.700,0.400000,8.90000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,917757.nc,19970226,43.9833,-63.5000,0.00000,196.400,0.100000,9.00000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,917763.nc,19970227,44.1000,-63.1000,51.7000,182.900,2.40000,8.30000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918396.nc,19970302,42.5667,-63.3667,0.00000,785.500,4.00000,12.1000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918401.nc,19970302,43.9333,-63.4000,0.00000,191.200,0.400000,9.40000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918393.nc,19970303,40.7167,-63.4167,0.00000,646.000,5.00000,12.6000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918394.nc,19970303,40.3000,-63.7167,0.00000,785.500,5.00000,12.7000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918390.nc,19970303,39.9333,-63.6333,0.00000,785.500,4.90000,13.2000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918377.nc,19970303,38.8000,-63.7333,0.00000,1000.00,3.50000,14.5000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918378.nc,19970303,38.5500,-63.7333,0.00000,785.500,5.20000,14.2000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918379.nc,19970304,38.1833,-63.5167,0.00000,785.500,5.50000,15.8000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918373.nc,19970304,37.4833,-63.3333,0.00000,682.200,12.8000,22.5000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918368.nc,19970304,36.0500,-63.3500,0.00000,816.500,14.3000,19.3000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918365.nc,19970304,34.7833,-63.8500,0.00000,785.500,12.2000,18.8000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918722.nc,19970305,33.3800,-64.1800,0.00000,785.500,12.6000,19.4000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918699.nc,19970305,31.5800,-63.9500,0.00000,775.200,12.2000,20.6000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918700.nc,19970305,31.2333,-63.9500,0.00000,785.500,11.6000,20.8000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918696.nc,19970305,30.5500,-63.9333,0.00000,775.200,12.5000,22.5000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918713.nc,19970306,26.8833,-64.2833,0.00000,760.000,11.3000,22.3000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918710.nc,19970306,25.3333,-64.4333,0.00000,764.900,10.7000,24.3000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918918.nc,19970307,24.1500,-64.6333,0.00000,785.500,11.3000,23.8000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918927.nc,19970307,21.6667,-65.1833,0.00000,785.500,10.1000,25.2000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918928.nc,19970307,21.4167,-65.1500,0.00000,971.600,7.50000,25.4000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918923.nc,19970308,19.1667,-65.1667,0.00000,785.500,8.80000,25.8000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,919502.nc,19970310,17.5000,-65.6833,0.00000,775.200,7.40000,26.1000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,919503.nc,19970310,17.4833,-65.7333,0.00000,785.500,7.40000,26.0000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,919504.nc,19970310,17.5167,-65.6167,0.00000,775.200,7.50000,26.2000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920433.nc,19970311,17.7667,-65.6167,0.00000,775.200,7.70000,25.7000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,919505.nc,19970311,17.5833,-65.7000,0.00000,1066.00,5.30000,25.9000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920434.nc,19970311,17.4667,-65.7667,0.00000,785.500,7.50000,25.7000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920435.nc,19970312,17.8167,-65.3500,0.00000,775.200,7.50000,25.8000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920436.nc,19970312,17.5167,-65.9000,0.00000,1725.00,4.30000,25.2000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920455.nc,19970312,18.9167,-65.1333,0.00000,785.500,8.00000,25.6000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920437.nc,19970312,17.2833,-65.7833,0.00000,785.500,7.10000,26.1000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920456.nc,19970313,18.9167,-65.2000,0.00000,785.500,8.50000,25.5000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920432.nc,19970313,18.6833,-64.8167,0.00000,108.500,24.7000,26.0000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920774.nc,19970314,17.1100,-65.1800,0.00000,785.500,9.20000,26.5000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920789.nc,19970314,18.0300,-65.6100,0.00000,775.200,8.70000,25.8000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920763.nc,19970314,17.8800,-64.9600,0.00000,785.500,8.10000,25.7000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920775.nc,19970315,17.7600,-65.0300,0.00000,785.500,7.50000,25.8000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920764.nc,19970315,17.6833,-64.9833,0.00000,790.700,6.80000,25.9000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920776.nc,19970315,17.7167,-65.6833,0.00000,785.500,7.30000,25.9000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920765.nc,19970316,17.7833,-64.9500,0.00000,775.200,7.20000,26.1000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,922450.nc,19970316,17.6800,-65.2100,0.00000,775.200,7.40000,25.8000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920777.nc,19970316,17.7833,-65.0167,0.00000,785.500,7.50000,25.6000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,922451.nc,19970316,17.7500,-65.0500,0.00000,785.500,7.30000,25.8000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,922452.nc,19970316,17.7500,-65.1100,0.00000,785.500,7.30000,25.9000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,922453.nc,19970317,17.7100,-65.1600,0.00000,785.500,7.40000,25.5000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,922454.nc,19970317,17.3333,-65.4333,0.00000,785.500,6.80000,26.3000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,924091.nc,19970321,24.7600,-77.7000,0.00000,785.500,9.10000,24.9000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,924092.nc,19970321,24.7300,-77.7000,0.00000,785.500,9.60000,24.7000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,902367.nc,19970203,43.8167,-63.6833,0.00000,248.100,1.00000,9.20000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,902368.nc,19970203,43.5833,-63.4333,0.00000,191.200,1.00000,9.10000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,903286.nc,19970204,43.4167,-63.4500,0.00000,180.900,1.90000,9.50000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918403.nc,19970302,44.0167,-63.3833,0.00000,184.000,0.400000,9.00000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918395.nc,19970303,40.0333,-63.6667,0.00000,785.500,4.60000,13.3000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918719.nc,19970306,28.6500,-64.1833,0.00000,785.500,10.9000,22.1000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918929.nc,19970307,21.7333,-65.1000,0.00000,558.100,13.1000,25.0000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,922455.nc,19970315,17.7100,-65.0600,0.00000,785.500,6.80000,25.8000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,922456.nc,19970316,17.7000,-65.1000,0.00000,785.500,6.60000,26.0000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,922457.nc,19970317,17.5000,-65.5667,0.00000,785.500,7.20000,26.3000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,924077.nc,19970322,18.7667,-65.6833,0.00000,696.600,9.00000,26.4000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,924083.nc,19970323,23.1667,-66.0000,0.00000,787.600,8.30000,25.5000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,924080.nc,19970324,27.0167,-65.4167,0.00000,785.500,10.2000,22.5000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,924075.nc,19970324,30.2000,-64.8500,0.00000,785.500,11.1000,22.2000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,878381.nc,19970103,15.5167,-58.7500,2.00000,459.000,10.0000,27.4000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,878382.nc,19970107,14.9000,-59.0333,2.00000,459.000,10.2000,27.5000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,878383.nc,19970107,14.6667,-59.1333,2.00000,459.000,9.80000,27.8000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,878384.nc,19970107,14.5333,-59.2000,2.00000,459.000,10.0000,27.6000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,902077.nc,19970131,0.4500,7.05000,0.00000,512.000,7.10000,28.5000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,902086.nc,19970201,-0.1667,6.11670,0.00000,512.000,7.20000,28.7000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918689.nc,19970305,3.6333,-11.9000,0.00000,512.000,7.20000,28.1000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918691.nc,19970305,4.7333,-12.7167,0.00000,512.000,7.20000,28.5000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,1141170.nc,19970306,9.1833,-15.9500,0.00000,512.000,7.90000,29.5000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,1141173.nc,19970307,10.2500,-17.0500,0.00000,512.000,8.10000,28.4000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,917427.nc,19970101,26.5167,-21.0333,0.00000,512.000,11.9000,22.7000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,900923.nc,19970124,-3.6833,-32.7000,0.00000,512.000,6.90000,27.2000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,922371.nc,19970313,-8.5800,-33.7500,0.00000,512.000,6.50000,27.7000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,892487.nc,19970112,46.1667,-11.1833,2.00000,759.000,9.70000,12.8000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,892754.nc,19970113,5.5600,-51.5300,0.00000,512.000,6.30000,27.6000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,900666.nc,19970123,15.8667,-61.4000,0.00000,512.000,10.0000,27.5000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,922431.nc,19970318,5.5167,-51.2833,0.00000,300.000,8.70000,26.5000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,922397.nc,19970219,4.2500,-44.0500,2.00000,759.000,4.90000,27.5000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,923699.nc,19970220,0.2100,-38.2800,2.00000,591.000,5.70000,27.8000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,923705.nc,19970319,1.0700,-40.1000,2.00000,759.000,,,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,903282.nc,19970206,29.2167,-54.0000,2.00000,760.000,10.0000,21.1000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,1141056.nc,19970124,-74.7300,-26.0000,0.00000,120.000,-1.50000,-1.10000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,924071.nc,19970325,30.0000,-60.0000,2.00000,764.000,,,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,922471.nc,19970316,33.3600,-75.8100,0.00000,198.000,21.5000,25.1000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,923738.nc,19970319,33.2500,-75.6500,0.00000,305.000,18.9000,24.0000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,922472.nc,19970315,33.4300,-75.8300,0.00000,607.000,15.3000,25.3000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918687.nc,19970206,34.9167,-10.2000,0.00000,439.000,11.1000,16.4000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918690.nc,19970206,34.4667,-11.2000,0.00000,457.000,11.7000,16.7000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918693.nc,19970206,33.6167,-13.1500,0.00000,457.000,11.6000,17.1000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918694.nc,19970207,32.4000,-17.7333,0.00000,457.000,12.5000,17.7000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918911.nc,19970208,31.1333,-20.7167,0.00000,457.000,12.8000,18.1000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,919487.nc,19970211,30.0000,-44.4000,0.00000,457.000,15.0000,20.0000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,919489.nc,19970211,30.1167,-46.1833,0.00000,457.000,14.6000,20.4000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,919491.nc,19970212,29.9000,-52.1833,0.00000,457.000,16.5000,20.1000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,919492.nc,19970212,30.9333,-52.3833,0.00000,457.000,16.9000,20.3000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920429.nc,19970213,30.0333,-58.8333,0.00000,457.000,16.5000,20.6000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920550.nc,19970213,31.9500,-57.1333,0.00000,457.000,17.2000,19.4000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920461.nc,19970214,31.3667,-66.1000,0.00000,457.000,16.9000,21.0000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920793.nc,19970215,32.9800,-68.7600,0.00000,457.000,17.5000,19.4000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920795.nc,19970215,34.1100,-70.6500,0.00000,457.000,15.6000,20.0000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920470.nc,19970312,33.7500,-74.9000,0.00000,457.000,17.4000,23.7000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920473.nc,19970313,33.4667,-75.5000,0.00000,466.000,14.9000,25.7000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920489.nc,19970313,33.3833,-76.4167,0.00000,366.000,10.6000,26.1000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920490.nc,19970313,33.2667,-76.7000,0.00000,457.000,8.80000,22.9000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920800.nc,19970313,33.4800,-75.9100,0.00000,366.000,17.8000,26.1000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920807.nc,19970314,33.3500,-76.8300,0.00000,579.000,9.60000,22.7000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918360.nc,19970302,46.9833,-47.2833,96.0000,300.000,0.100000,2.70000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918354.nc,19970302,47.0000,-44.5000,,,,,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918355.nc,19970302,47.4833,-44.5500,0.00000,300.000,3.00000,3.50000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918356.nc,19970302,47.9833,-44.5500,0.00000,300.000,2.80000,3.60000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918357.nc,19970302,48.4833,-44.5500,0.00000,300.000,2.80000,3.80000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918358.nc,19970302,49.0000,-44.5333,0.00000,218.000,3.10000,3.90000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,918359.nc,19970302,49.4833,-44.5333,0.00000,300.000,2.70000,4.70000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920759.nc,19970315,46.0000,-47.0000,0.00000,300.000,4.20000,4.70000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920751.nc,19970315,46.5000,-44.8833,0.00000,175.000,6.10000,6.80000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920753.nc,19970315,46.5167,-45.3500,0.00000,211.000,2.90000,4.70000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920754.nc,19970315,46.5333,-45.7000,0.00000,300.000,3.40000,4.60000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920756.nc,19970315,46.5333,-46.0500,0.00000,300.000,3.50000,5.00000,,
woce-uot,./data/basins/sc/atlantic/1997/q1/,atq11997.tgz,920757.nc,19970315,46.5333,-46.8167,0.00000,102.000,2.00000,3.30000,,
