        CERES Azimuth Position File

 Terra Satellite Orbit Inclination:  98.140
    GERB longitude:   -3.4  (if different - recompile!!)
    * DOY 2004001 = 01 January 2004

------------------------------------------------------------
--DOY*------ hhmmss ---orbit -- XT_Azimuth     (lat  lon)
------------------------------------------------------------
2006004     094739     32169      247.01      -35.81   4.25
2006004     094839     32169      249.13      -39.36   3.18
2006004     094951     32169      251.25      -43.68   1.77
2006004     095124     32169      253.43      -49.15  -0.32
2006004     095256     32169      180.00      -54.59  -2.78

2006004     110200     32170      263.93       52.68   2.52
2006004     110451     32170      261.74       42.50  -1.50
2006004     110643     32170      259.63       35.79  -3.59
2006004     110809     32170      257.37       30.64  -5.01
2006004     110915     32170      255.04       26.67  -6.03
2006004     111008     32170      252.61       23.49  -6.81
2006004     111048     32170      250.34       21.11  -7.38
2006004     111121     32170      248.04       19.12  -7.84
2006004     111147     32170      245.86       17.52  -8.21
2006004     111213     32170      243.30       15.93  -8.57
2006004     111233     32170      241.08       14.74  -8.83
2006004     111253     32170      238.53       13.54  -9.10
2006004     111313     32170      235.62       12.35  -9.36
2006004     111326     32170      233.44       11.55  -9.54
2006004     111339     32170      231.04       10.75  -9.71
2006004     111352     32170      228.39        9.95  -9.89
2006004     111406     32170      225.48        9.16 -10.06
2006004     111419     32170      222.28        8.36 -10.23
2006004     111432     32170      218.75        7.56 -10.41
2006004     111445     32170      214.89        6.76 -10.58
2006004     111458     32170      210.68        5.97 -10.75
2006004     111505     32170      208.45        5.57 -10.83
2006004     111512     32170      206.14        5.17 -10.92
2006004     111518     32170      203.75        4.77 -11.00
2006004     111525     32170      201.28        4.37 -11.09
2006004     111531     32170      198.74        3.97 -11.18
2006004     111538     32170      196.14        3.57 -11.26
2006004     111545     32170      193.49        3.17 -11.35
2006004     111551     32170      190.80        2.78 -11.43
2006004     111558     32170      188.07        2.38 -11.52
2006004     111604     32170      185.33        1.98 -11.60
2006004     111611     32170      182.58        1.58 -11.69
2006004     111618     32170      179.83        1.18 -11.77
2006004     111624     32170      177.11        0.78 -11.86
2006004     111631     32170      174.41        0.38 -11.94
2006004     111637     32170      171.76       -0.02 -12.03
2006004     111644     32170      169.16       -0.41 -12.11
2006004     111651     32170      166.62       -0.81 -12.20
2006004     111657     32170      164.15       -1.21 -12.28
2006004     111704     32170      161.76       -1.61 -12.37
2006004     111710     32170      159.44       -2.01 -12.45
2006004     111717     32170      157.21       -2.41 -12.54
2006004     111724     32170      155.07       -2.81 -12.62
2006004     111737     32170      151.03       -3.60 -12.79
2006004     111750     32170      147.34       -4.40 -12.96
2006004     111803     32170      143.98       -5.20 -13.13
2006004     111816     32170      140.92       -6.00 -13.30
2006004     111830     32170      138.15       -6.79 -13.47
2006004     111843     32170      135.63       -7.59 -13.65
2006004     111856     32170      133.34       -8.39 -13.82
2006004     111916     32170      130.30       -9.58 -14.08
2006004     111936     32170      127.65      -10.78 -14.34
2006004     111955     32170      125.34      -11.97 -14.60
2006004     112022     32170      122.69      -13.56 -14.95
2006004     112048     32170      120.44      -15.16 -15.30
2006004     112121     32170      118.09      -17.15 -15.75
2006004     112201     32170      115.77      -19.53 -16.30
2006004     112247     32170      113.61      -22.31 -16.95
2006004     112346     32170      111.44      -25.88 -17.82
2006004     112506     32170      109.30      -30.63 -19.03
2006004     112704     32170      107.13      -37.74 -21.04
2006004     113042     32170      105.00      -50.67 -25.68
2006004     113055     32170      180.00      -51.44 -26.00

2006004     124100     32171      233.10       52.27 -22.39
2006004     124206     32171      230.92       48.36 -24.06
2006004     124305     32171      228.66       44.83 -25.41
2006004     124358     32171      226.40       41.68 -26.49
2006004     124444     32171      224.23       38.92 -27.37
2006004     124530     32171      221.84       36.16 -28.20
2006004     124610     32171      219.60       33.78 -28.88
2006004     124649     32171      217.18       31.41 -29.53
2006004     124722     32171      215.03       29.42 -30.05
2006004     124755     32171      212.74       27.44 -30.56
2006004     124828     32171      210.33       25.45 -31.05
2006004     124901     32171      207.79       23.46 -31.54
2006004     124928     32171      205.66       21.87 -31.92
2006004     124954     32171      203.45       20.28 -32.29
2006004     125021     32171      201.17       18.69 -32.66
2006004     125047     32171      198.82       17.10 -33.02
2006004     125113     32171      196.41       15.50 -33.38
2006004     125140     32171      193.94       13.91 -33.74
2006004     125206     32171      191.43       12.31 -34.09
2006004     125233     32171      188.89       10.72 -34.44
2006004     125259     32171      186.33        9.13 -34.79
2006004     125325     32171      183.75        7.53 -35.13
2006004     125352     32171      181.19        5.94 -35.48
2006004     125418     32171      178.63        4.34 -35.82
2006004     125445     32171      176.11        2.75 -36.16
2006004     125511     32171      173.62        1.15 -36.50
2006004     125537     32171      171.19       -0.45 -36.84
2006004     125604     32171      168.81       -2.04 -37.18
2006004     125630     32171      166.50       -3.64 -37.52
2006004     125657     32171      164.26       -5.23 -37.86
2006004     125723     32171      162.10       -6.82 -38.20
2006004     125756     32171      159.52       -8.82 -38.63
2006004     125829     32171      157.07      -10.81 -39.06
2006004     125902     32171      154.75      -12.80 -39.50
2006004     125935     32171      152.57      -14.79 -39.94
2006004     130015     32171      150.13      -17.18 -40.48
2006004     130054     32171      147.88      -19.56 -41.03
2006004     130140     32171      145.48      -22.34 -41.68
2006004     130227     32171      143.30      -25.12 -42.35
2006004     130319     32171      141.07      -28.29 -43.15
2006004     130419     32171      138.86      -31.85 -44.08
2006004     130445     32171      180.00      -33.43 -44.51

2006005     083200     32183      133.20       36.53  35.26
2006005     083306     32183      135.31       32.57  34.14
2006005     083405     32183      137.54       29.01  33.19
2006005     083458     32183      139.80       25.83  32.39
2006005     083544     32183      142.04       23.05  31.71
2006005     083624     32183      144.17       20.66  31.15
2006005     083703     32183      146.49       18.27  30.60
2006005     083736     32183      148.60       16.28  30.15
2006005     083809     32183      150.86       14.29  29.70
2006005     083842     32183      153.29       12.30  29.26
2006005     083915     32183      155.88       10.30  28.82
2006005     083942     32183      158.08        8.71  28.48
2006005     084008     32183      160.38        7.11  28.13
2006005     084034     32183      162.79        5.52  27.79
2006005     084101     32183      165.30        3.92  27.45
2006005     084127     32183      167.91        2.33  27.11
2006005     084154     32183      170.60        0.73  26.77
2006005     084220     32183      173.36       -0.86  26.43
2006005     084240     32183      175.48       -2.06  26.17
2006005     084300     32183      177.62       -3.25  25.92
2006005     084319     32183      179.78       -4.45  25.66
2006005     084339     32183      181.96       -5.65  25.41
2006005     084359     32183      184.15       -6.84  25.15
2006005     084419     32183      186.34       -8.04  24.89
2006005     084439     32183      188.52       -9.23  24.63
2006005     084458     32183      190.69      -10.43  24.37
2006005     084518     32183      192.84      -11.62  24.11
2006005     084538     32183      194.95      -12.82  23.85
2006005     084604     32183      197.72      -14.41  23.50
2006005     084631     32183      200.42      -16.00  23.14
2006005     084657     32183      203.04      -17.59  22.78
2006005     084724     32183      205.56      -19.18  22.41
2006005     084750     32183      207.99      -20.77  22.05
2006005     084816     32183      210.31      -22.36  21.67
2006005     084843     32183      212.53      -23.95  21.29
2006005     084909     32183      214.64      -25.53  20.90
2006005     084942     32183      217.13      -27.51  20.41
2006005     085015     32183      219.46      -29.49  19.90
2006005     085048     32183      221.64      -31.47  19.38
2006005     085128     32183      224.05      -33.84  18.72
2006005     085207     32183      226.26      -36.21  18.05
2006005     085254     32183      228.61      -38.97  17.23
2006005     085340     32183      230.73      -41.72  16.34
2006005     085433     32183      232.90      -44.86  15.25
2006005     085532     32183      235.06      -48.37  13.91
2006005     085645     32183      237.32      -52.65  12.06
2006005     085651     32183      180.00      -53.04  11.89

2006005     100700     32184      101.01       50.41  15.41
2006005     101150     32184      103.13       33.09   9.56
2006005     101355     32184      105.23       25.55   7.60
2006005     101515     32184      107.39       20.78   6.46
2006005     101614     32184      109.74       17.20   5.63
2006005     101654     32184      111.87       14.81   5.09
2006005     101727     32184      114.18       12.81   4.65
2006005     101753     32184      116.50       11.22   4.30
2006005     101813     32184      118.61       10.02   4.04
2006005     101833     32184      121.15        8.83   3.78
2006005     101852     32184      124.22        7.63   3.52
2006005     101906     32184      126.65        6.83   3.35
2006005     101919     32184      129.46        6.04   3.18
2006005     101932     32184      132.72        5.24   3.01
2006005     101945     32184      136.52        4.44   2.84
2006005     101952     32184      138.66        4.04   2.75
2006005     101958     32184      140.97        3.64   2.67
2006005     102005     32184      143.48        3.24   2.58
2006005     102012     32184      146.18        2.85   2.50
2006005     102018     32184      149.10        2.45   2.41
2006005     102025     32184      152.25        2.05   2.33
2006005     102031     32184      155.62        1.65   2.24
2006005     102038     32184      159.22        1.25   2.16
2006005     102045     32184      163.04        0.85   2.07
2006005     102051     32184      167.07        0.45   1.99
2006005     102058     32184      171.29        0.05   1.90
2006005     102104     32184      175.64       -0.35   1.82
2006005     102111     32184      180.09       -0.74   1.73
2006005     102118     32184      184.59       -1.14   1.65
2006005     102124     32184      189.07       -1.54   1.56
2006005     102131     32184      193.50       -1.94   1.48
2006005     102137     32184      197.81       -2.34   1.39
2006005     102144     32184      201.97       -2.74   1.31
2006005     102151     32184      205.94       -3.14   1.22
2006005     102157     32184      209.69       -3.54   1.14
2006005     102204     32184      213.23       -3.93   1.05
2006005     102210     32184      216.53       -4.33   0.97
2006005     102217     32184      219.60       -4.73   0.88
2006005     102224     32184      222.46       -5.13   0.80
2006005     102230     32184      225.10       -5.53   0.71
2006005     102237     32184      227.54       -5.93   0.63
2006005     102243     32184      229.80       -6.33   0.54
2006005     102257     32184      233.81       -7.12   0.37
2006005     102310     32184      237.26       -7.92   0.20
2006005     102323     32184      240.22       -8.72   0.02
2006005     102336     32184      242.78       -9.51  -0.15
2006005     102349     32184      245.00      -10.31  -0.32
2006005     102409     32184      247.83      -11.50  -0.58
2006005     102429     32184      250.19      -12.70  -0.85
2006005     102455     32184      252.74      -14.29  -1.20
2006005     102528     32184      255.28      -16.28  -1.65
2006005     102608     32184      257.62      -18.67  -2.19
2006005     102701     32184      259.95      -21.84  -2.93
2006005     102807     32184      262.07      -25.81  -3.89
2006005     102946     32184      264.25      -31.75  -5.42
2006005     103218     32184      266.37      -40.82  -8.09
2006005     103555     32184      180.00      -53.70 -13.15

2006005     114500     32185      250.66       53.54  -7.88
2006005     114639     32185      248.41       47.68 -10.41
2006005     114758     32185      246.12       42.97 -12.15
2006005     114904     32185      243.81       39.03 -13.43
2006005     114957     32185      241.62       35.87 -14.38
2006005     115043     32185      239.41       33.09 -15.15
2006005     115122     32185      237.24       30.72 -15.80
2006005     115202     32185      234.77       28.34 -16.42
2006005     115235     32185      232.47       26.35 -16.92
2006005     115308     32185      229.90       24.37 -17.41
2006005     115334     32185      227.63       22.77 -17.79
2006005     115401     32185      225.15       21.18 -18.17
2006005     115427     32185      222.46       19.59 -18.54
2006005     115447     32185      220.28       18.40 -18.82
2006005     115507     32185      217.96       17.20 -19.09
2006005     115527     32185      215.49       16.01 -19.36
2006005     115546     32185      212.88       14.81 -19.63
2006005     115606     32185      210.12       13.62 -19.89
2006005     115626     32185      207.21       12.42 -20.15
2006005     115646     32185      204.16       11.23 -20.42
2006005     115659     32185      202.05       10.43 -20.59
2006005     115712     32185      199.89        9.63 -20.77
2006005     115725     32185      197.68        8.83 -20.94
2006005     115739     32185      195.42        8.04 -21.11
2006005     115752     32185      193.13        7.24 -21.28
2006005     115805     32185      190.80        6.44 -21.45
2006005     115818     32185      188.45        5.64 -21.63
2006005     115831     32185      186.08        4.85 -21.80
2006005     115845     32185      183.71        4.05 -21.97
2006005     115858     32185      181.34        3.25 -22.14
2006005     115911     32185      178.98        2.45 -22.31
2006005     115924     32185      176.63        1.66 -22.48
2006005     115937     32185      174.32        0.86 -22.65
2006005     115951     32185      172.03        0.06 -22.82
2006005     120004     32185      169.79       -0.74 -22.99
2006005     120017     32185      167.59       -1.53 -23.16
2006005     120030     32185      165.45       -2.33 -23.33
2006005     120050     32185      162.34       -3.53 -23.58
2006005     120110     32185      159.37       -4.72 -23.84
2006005     120130     32185      156.54       -5.92 -24.09
2006005     120149     32185      153.87       -7.12 -24.35
2006005     120209     32185      151.34       -8.31 -24.61
2006005     120229     32185      148.97       -9.51 -24.87
2006005     120249     32185      146.73      -10.70 -25.13
2006005     120315     32185      143.97      -12.29 -25.48
2006005     120342     32185      141.44      -13.89 -25.83
2006005     120408     32185      139.12      -15.48 -26.18
2006005     120434     32185      137.00      -17.07 -26.54
2006005     120507     32185      134.61      -19.06 -27.00
2006005     120540     32185      132.47      -21.04 -27.46
2006005     120620     32185      130.19      -23.43 -28.03
2006005     120706     32185      127.88      -26.20 -28.71
2006005     120759     32185      125.63      -29.37 -29.51
2006005     120858     32185      123.50      -32.93 -30.46
2006005     121011     32185      121.40      -37.27 -31.71
2006005     121150     32185      119.18      -43.17 -33.59
2006005     121256     32185      180.00      -47.08 -35.00

2006005     132600     32186      216.84       46.01 -35.79
2006005     132652     32186      214.64       42.87 -36.90
2006005     132745     32186      212.27       39.71 -37.93
2006005     132831     32186      210.05       36.95 -38.77
2006005     132918     32186      207.68       34.18 -39.57
2006005     132957     32186      205.54       31.80 -40.23
2006005     133037     32186      203.31       29.42 -40.86
2006005     133116     32186      200.99       27.04 -41.47
2006005     133156     32186      198.58       24.66 -42.06
2006005     133236     32186      196.10       22.27 -42.63
2006005     133309     32186      193.98       20.28 -43.10
2006005     133342     32186      191.83       18.29 -43.56
2006005     133415     32186      189.64       16.30 -44.01
2006005     133448     32186      187.44       14.31 -44.46
2006005     133521     32186      185.23       12.32 -44.90
2006005     133554     32186      183.01       10.33 -45.34
2006005     133627     32186      180.80        8.33 -45.77
2006005     133700     32186      178.61        6.34 -46.20
2006005     133733     32186      176.44        4.34 -46.62
2006005     133806     32186      174.31        2.35 -47.05
2006005     133845     32186      171.82       -0.04 -47.56
2006005     133925     32186      169.39       -2.44 -48.07
2006005     134004     32186      167.05       -4.83 -48.58
2006005     134044     32186      164.80       -7.22 -49.09
2006005     134124     32186      162.65       -9.61 -49.61
2006005     134210     32186      160.27      -12.40 -50.22
2006005     134249     32186      180.00      -14.79 -50.75

2006006     074300     32197      160.06       12.55  43.23
2006006     074346     32197      162.45        9.76  42.62
2006006     074425     32197      164.61        7.36  42.10
2006006     074505     32197      166.87        4.97  41.58
2006006     074545     32197      169.23        2.58  41.07
2006006     074624     32197      171.67        0.19  40.56
2006006     074704     32197      174.18       -2.21  40.05
2006006     074737     32197      176.33       -4.20  39.63
2006006     074810     32197      178.50       -6.19  39.20
2006006     074843     32197      180.71       -8.19  38.77
2006006     074916     32197      182.93      -10.18  38.34
2006006     074949     32197      185.16      -12.17  37.91
2006006     075022     32197      187.39      -14.16  37.46
2006006     075055     32197      189.61      -16.15  37.02
2006006     075128     32197      191.81      -18.14  36.57
2006006     075201     32197      193.97      -20.12  36.11
2006006     075234     32197      196.10      -22.11  35.64
2006006     075313     32197      198.60      -24.49  35.07
2006006     075353     32197      201.02      -26.87  34.49
2006006     075433     32197      203.36      -29.25  33.88
2006006     075512     32197      205.60      -31.62  33.25
2006006     075552     32197      207.74      -33.99  32.60
2006006     075638     32197      210.12      -36.75  31.80
2006006     075724     32197      212.36      -39.51  30.96
2006006     075817     32197      214.75      -42.65  29.94
2006006     075850     32197      180.00      -44.61  29.26

2006006     091300     32198      118.48       44.57  27.04
2006006     091445     32198      120.71       38.26  24.97
2006006     091604     32198      122.91       33.52  23.59
2006006     091710     32198      125.22       29.55  22.53
2006006     091803     32198      127.45       26.38  21.72
2006006     091849     32198      129.74       23.59  21.04
2006006     091929     32198      132.00       21.21  20.47
2006006     092002     32198      134.13       19.22  20.01
2006006     092035     32198      136.51       17.23  19.55
2006006     092101     32198      138.61       15.64  19.19
2006006     092128     32198      140.92       14.04  18.84
2006006     092154     32198      143.44       12.45  18.48
2006006     092221     32198      146.20       10.85  18.13
2006006     092240     32198      148.44        9.66  17.87
2006006     092300     32198      150.81        8.46  17.61
2006006     092320     32198      153.34        7.26  17.36
2006006     092340     32198      156.03        6.07  17.10
2006006     092400     32198      158.86        4.87  16.84
2006006     092419     32198      161.85        3.68  16.59
2006006     092439     32198      164.98        2.48  16.33
2006006     092452     32198      167.14        1.68  16.16
2006006     092506     32198      169.35        0.88  15.99
2006006     092519     32198      171.61        0.09  15.82
2006006     092532     32198      173.92       -0.71  15.65
2006006     092545     32198      176.26       -1.51  15.48
2006006     092558     32198      178.63       -2.31  15.31
2006006     092612     32198      181.02       -3.10  15.14
2006006     092625     32198      183.42       -3.90  14.97
2006006     092638     32198      185.82       -4.70  14.80
2006006     092651     32198      188.22       -5.50  14.63
2006006     092704     32198      190.60       -6.29  14.46
2006006     092718     32198      192.96       -7.09  14.29
2006006     092731     32198      195.28       -7.89  14.12
2006006     092744     32198      197.57       -8.68  13.94
2006006     092757     32198      199.81       -9.48  13.77
2006006     092810     32198      202.00      -10.28  13.60
2006006     092824     32198      204.13      -11.07  13.42
2006006     092843     32198      207.21      -12.27  13.16
2006006     092903     32198      210.16      -13.46  12.90
2006006     092923     32198      212.95      -14.66  12.63
2006006     092943     32198      215.59      -15.85  12.37
2006006     093003     32198      218.07      -17.04  12.10
2006006     093022     32198      220.42      -18.24  11.82
2006006     093042     32198      222.61      -19.43  11.55
2006006     093109     32198      225.33      -21.02  11.18
2006006     093135     32198      227.82      -22.61  10.80
2006006     093201     32198      230.09      -24.19  10.42
2006006     093234     32198      232.68      -26.18   9.93
2006006     093307     32198      234.99      -28.16   9.44
2006006     093347     32198      237.45      -30.53   8.82
2006006     093427     32198      239.63      -32.90   8.18
2006006     093513     32198      241.85      -35.67   7.40
2006006     093606     32198      244.03      -38.82   6.46
2006006     093712     32198      246.35      -42.75   5.18
2006006     093824     32198      248.45      -47.06   3.62
2006006     093950     32198      180.00      -52.12   1.51

2006006     105000     32199      267.62       51.27   4.98
2006006     105337     32199      265.51       38.31   0.27
2006006     105549     32199      263.37       30.39  -1.97
2006006     105715     32199      261.27       25.23  -3.28
2006006     105821     32199      258.95       21.25  -4.24
2006006     105907     32199      256.73       18.47  -4.89
2006006     105947     32199      254.23       16.08  -5.43
2006006     110013     32199      252.13       14.48  -5.79
2006006     110040     32199      249.54       12.89  -6.14
2006006     110100     32199      247.17       11.69  -6.40
2006006     110119     32199      244.34       10.50  -6.66
2006006     110133     32199      242.13        9.70  -6.84
2006006     110146     32199      239.58        8.90  -7.01
2006006     110159     32199      236.66        8.11  -7.18
2006006     110212     32199      233.28        7.31  -7.35
2006006     110225     32199      229.35        6.51  -7.53
2006006     110232     32199      227.15        6.11  -7.61
2006006     110239     32199      224.78        5.71  -7.70
2006006     110245     32199      222.22        5.32  -7.78
2006006     110252     32199      219.47        4.92  -7.87
2006006     110258     32199      216.52        4.52  -7.95
2006006     110305     32199      213.36        4.12  -8.04
2006006     110312     32199      209.98        3.72  -8.12
2006006     110318     32199      206.40        3.32  -8.21
2006006     110325     32199      202.62        2.92  -8.29
2006006     110331     32199      198.67        2.52  -8.38
2006006     110338     32199      194.56        2.13  -8.46
2006006     110345     32199      190.34        1.73  -8.55
2006006     110351     32199      186.05        1.33  -8.63
2006006     110358     32199      181.73        0.93  -8.72
2006006     110404     32199      177.44        0.53  -8.80
2006006     110411     32199      173.22        0.13  -8.89
2006006     110418     32199      169.12       -0.27  -8.97
2006006     110424     32199      165.16       -0.67  -9.06
2006006     110431     32199      161.39       -1.07  -9.14
2006006     110437     32199      157.81       -1.46  -9.23
2006006     110444     32199      154.43       -1.86  -9.31
2006006     110451     32199      151.27       -2.26  -9.40
2006006     110457     32199      148.32       -2.66  -9.48
2006006     110504     32199      145.57       -3.06  -9.57
2006006     110510     32199      143.02       -3.46  -9.65
2006006     110517     32199      140.65       -3.86  -9.74
2006006     110524     32199      138.46       -4.25  -9.82
2006006     110537     32199      134.53       -5.05 -10.00
2006006     110550     32199      131.15       -5.85 -10.17
2006006     110603     32199      128.23       -6.65 -10.34
2006006     110616     32199      125.70       -7.44 -10.51
2006006     110630     32199      123.49       -8.24 -10.68
2006006     110649     32199      120.66       -9.44 -10.94
2006006     110709     32199      118.31      -10.63 -11.20
2006006     110736     32199      115.74      -12.22 -11.55
2006006     110809     32199      113.20      -14.21 -11.99
2006006     110848     32199      110.84      -16.60 -12.52
2006006     110941     32199      108.51      -19.78 -13.25
2006006     111054     32199      106.25      -24.15 -14.29
2006006     111239     32199      104.13      -30.49 -15.89
2006006     111557     32199      102.01      -42.31 -19.38
2006006     111756     32199      180.00      -49.36 -22.00

2006006     122900     32200      236.11       50.85 -19.92
2006006     123006     32200      233.91       46.94 -21.52
2006006     123105     32200      231.62       43.40 -22.80
2006006     123158     32200      229.31       40.25 -23.85
2006006     123244     32200      227.07       37.49 -24.70
2006006     123324     32200      224.96       35.11 -25.39
2006006     123403     32200      222.64       32.74 -26.06
2006006     123443     32200      220.12       30.36 -26.70
2006006     123516     32200      217.86       28.38 -27.21
2006006     123549     32200      215.43       26.39 -27.72
2006006     123622     32200      212.85       24.40 -28.20
2006006     123648     32200      210.66       22.81 -28.59
2006006     123715     32200      208.38       21.22 -28.97
2006006     123741     32200      205.99       19.63 -29.34
2006006     123807     32200      203.50       18.04 -29.70
2006006     123834     32200      200.92       16.45 -30.07
2006006     123900     32200      198.26       14.85 -30.43
2006006     123927     32200      195.52       13.26 -30.78
2006006     123953     32200      192.72       11.66 -31.13
2006006     124013     32200      190.59       10.47 -31.39
2006006     124033     32200      188.44        9.27 -31.65
2006006     124052     32200      186.28        8.08 -31.91
2006006     124112     32200      184.11        6.88 -32.17
2006006     124132     32200      181.94        5.68 -32.42
2006006     124152     32200      179.78        4.49 -32.68
2006006     124212     32200      177.63        3.29 -32.94
2006006     124231     32200      175.51        2.09 -33.19
2006006     124258     32200      172.72        0.50 -33.53
2006006     124324     32200      170.00       -1.10 -33.87
2006006     124351     32200      167.35       -2.69 -34.21
2006006     124417     32200      164.79       -4.29 -34.55
2006006     124443     32200      162.32       -5.88 -34.89
2006006     124510     32200      159.96       -7.47 -35.24
2006006     124536     32200      157.69       -9.07 -35.58
2006006     124603     32200      155.54      -10.66 -35.93
2006006     124636     32200      152.99      -12.65 -36.36
2006006     124709     32200      150.61      -14.64 -36.80
2006006     124742     32200      148.39      -16.63 -37.25
2006006     124821     32200      145.93      -19.02 -37.80
2006006     124901     32200      143.68      -21.40 -38.35
2006006     124947     32200      141.31      -24.18 -39.02
2006006     125033     32200      139.18      -26.96 -39.70
2006006     125126     32200      137.03      -30.12 -40.52
2006006     125225     32200      134.91      -33.68 -41.48
2006006     125338     32200      132.72      -38.02 -42.74
2006006     125345     32200      180.00      -38.41 -42.86

2006007     082000     32212      136.88       35.09  37.95
2006007     082106     32212      139.07       31.13  36.86
2006007     082205     32212      141.36       27.56  35.93
2006007     082258     32212      143.66       24.38  35.14
2006007     082344     32212      145.91       21.60  34.48
2006007     082424     32212      148.03       19.21  33.92
2006007     082503     32212      150.32       16.82  33.37
2006007     082543     32212      152.81       14.43  32.84
2006007     082616     32212      155.03       12.44  32.40
2006007     082649     32212      157.39       10.45  31.96
2006007     082722     32212      159.88        8.45  31.53
2006007     082755     32212      162.51        6.46  31.10
2006007     082821     32212      164.70        4.87  30.76
2006007     082848     32212      166.98        3.27  30.41
2006007     082914     32212      169.32        1.68  30.07
2006007     082940     32212      171.74        0.08  29.73
2006007     083007     32212      174.21       -1.52  29.39
2006007     083033     32212      176.72       -3.11  29.05
2006007     083100     32212      179.28       -4.70  28.71
2006007     083126     32212      181.86       -6.30  28.37
2006007     083152     32212      184.45       -7.89  28.03
2006007     083219     32212      187.04       -9.49  27.68
2006007     083245     32212      189.61      -11.08  27.34
2006007     083312     32212      192.17      -12.67  26.99
2006007     083338     32212      194.68      -14.27  26.63
2006007     083404     32212      197.15      -15.86  26.28
2006007     083431     32212      199.56      -17.45  25.92
2006007     083457     32212      201.91      -19.04  25.56
2006007     083524     32212      204.18      -20.63  25.18
2006007     083550     32212      206.38      -22.22  24.81
2006007     083616     32212      208.50      -23.80  24.43
2006007     083649     32212      211.02      -25.79  23.95
2006007     083722     32212      213.42      -27.77  23.45
2006007     083755     32212      215.67      -29.75  22.94
2006007     083828     32212      217.81      -31.72  22.41
2006007     083908     32212      220.19      -34.10  21.76
2006007     083948     32212      222.40      -36.46  21.08
2006007     084034     32212      224.77      -39.22  20.25
2006007     084120     32212      226.92      -41.97  19.36
2006007     084213     32212      229.14      -45.11  18.27
2006007     084312     32212      231.36      -48.62  16.92
2006007     084352     32212      180.00      -50.96  15.95

2006007     095500     32213      104.89       48.99  17.92
2006007     095824     32213      107.04       36.79  13.73
2006007     100016     32213      109.15       30.06  11.86
2006007     100136     32213      111.34       25.30  10.65
2006007     100235     32213      113.57       21.72   9.78
2006007     100321     32213      115.81       18.93   9.14
2006007     100401     32213      118.22       16.54   8.59
2006007     100434     32213      120.70       14.55   8.14
2006007     100500     32213      123.06       12.96   7.79
2006007     100527     32213      125.88       11.36   7.44
2006007     100546     32213      128.34       10.17   7.18
2006007     100606     32213      131.18        8.97   6.92
2006007     100619     32213      133.31        8.17   6.75
2006007     100633     32213      135.66        7.38   6.57
2006007     100646     32213      138.26        6.58   6.40
2006007     100659     32213      141.12        5.78   6.23
2006007     100712     32213      144.29        4.98   6.06
2006007     100725     32213      147.79        4.19   5.89
2006007     100739     32213      151.63        3.39   5.72
2006007     100752     32213      155.83        2.59   5.55
2006007     100758     32213      158.07        2.19   5.46
2006007     100805     32213      160.40        1.79   5.38
2006007     100812     32213      162.82        1.39   5.29
2006007     100818     32213      165.31        1.00   5.21
2006007     100825     32213      167.89        0.60   5.12
2006007     100831     32213      170.53        0.20   5.04
2006007     100838     32213      173.23       -0.20   4.95
2006007     100845     32213      175.98       -0.60   4.87
2006007     100851     32213      178.77       -1.00   4.78
2006007     100858     32213      181.59       -1.40   4.70
2006007     100904     32213      184.41       -1.80   4.61
2006007     100911     32213      187.23       -2.19   4.53
2006007     100918     32213      190.04       -2.59   4.44
2006007     100924     32213      192.81       -2.99   4.36
2006007     100931     32213      195.55       -3.39   4.27
2006007     100937     32213      198.23       -3.79   4.19
2006007     100944     32213      200.84       -4.19   4.10
2006007     100951     32213      203.39       -4.59   4.02
2006007     100957     32213      205.86       -4.99   3.93
2006007     101004     32213      208.24       -5.38   3.85
2006007     101010     32213      210.54       -5.78   3.76
2006007     101017     32213      212.75       -6.18   3.68
2006007     101024     32213      214.87       -6.58   3.59
2006007     101037     32213      218.83       -7.38   3.42
2006007     101050     32213      222.43       -8.17   3.25
2006007     101103     32213      225.71       -8.97   3.08
2006007     101116     32213      228.68       -9.77   2.90
2006007     101130     32213      231.36      -10.56   2.73
2006007     101143     32213      233.79      -11.36   2.55
2006007     101156     32213      236.00      -12.16   2.38
2006007     101216     32213      238.94      -13.35   2.12
2006007     101236     32213      241.49      -14.55   1.85
2006007     101255     32213      243.72      -15.74   1.59
2006007     101322     32213      246.28      -17.33   1.22
2006007     101348     32213      248.45      -18.92   0.86
2006007     101421     32213      250.75      -20.91   0.40
2006007     101501     32213      253.00      -23.29  -0.17
2006007     101547     32213      255.13      -26.07  -0.84
2006007     101646     32213      257.29      -29.63  -1.75
2006007     101806     32213      259.48      -34.37  -3.04
2006007     101951     32213      261.59      -40.68  -4.93
2006007     102223     32213      263.70      -49.68  -8.24
2006007     102256     32213      180.00      -51.62  -9.06

2006007     113300     32214      254.08       52.12  -5.44
2006007     113445     32214      251.86       45.86  -8.01
2006007     113604     32214      249.71       41.14  -9.65
2006007     113710     32214      247.51       37.19 -10.88
2006007     113803     32214      245.39       34.03 -11.79
2006007     113849     32214      243.22       31.26 -12.55
2006007     113929     32214      241.07       28.88 -13.17
2006007     114009     32214      238.58       26.49 -13.78
2006007     114042     32214      236.21       24.51 -14.27
2006007     114108     32214      234.10       22.92 -14.65
2006007     114134     32214      231.76       21.33 -15.03
2006007     114201     32214      229.15       19.74 -15.40
