"uscode","sic","empflag","emp","qp1","ap","est","f1_4","e1_4","q1_4","a1_4","n1_4","f5_9","e5_9","q5_9","a5_9","n5_9","f10_19","e10_19","q10_19","a10_19","n10_19","f20_49","e20_49","q20_49","a20_49","n20_49","f50_99","e50_99","q50_99","a50_99","n50_99","f100_249","e100_249","q100_249","a100_249","n100_249","f250_499","e250_499","q250_499","a250_499","n250_499","f500_999","e500_999","q500_999","a500_999","n500_999","f1000","e1000","q1000","a1000","n1000"
"98","2044",,4336,24676,95526,60,,25,194,884,12,"D",0,0,0,3,,97,367,1794,7,"D",0,0,0,13,,890,4268,17950,12,,1553,11494,42808,10,"D",0,0,0,2,"D",0,0,0,1,,0,0,0,0
"98","2045",,12635,79095,319266,143,,41,168,858,23,,96,500,2463,14,,215,1001,3990,15,,960,4832,21182,30,,1453,8108,33676,19,,4817,32178,128807,30,,3136,20022,79709,9,,1917,12286,48581,3,,0,0,0,0
"98","2046",,8611,75766,319901,54,,19,93,1020,8,,35,112,596,5,,113,709,2761,8,"D",0,0,0,2,,399,2698,11940,6,"D",0,0,0,12,,3077,27128,116597,9,"D",0,0,0,4,,0,0,0,0
"98","2047",,13766,102661,395998,169,,43,122,813,21,,114,587,2027,16,,376,1656,6630,26,,1255,7085,30740,37,,1904,10997,39612,27,,4406,32808,129253,28,,3875,27628,120131,11,,1793,21778,66792,3,,0,0,0,0
"98","2048",,35431,202518,819847,1616,"D",0,0,0,344,,2344,10526,44356,334,,5611,29488,122494,394,,12316,72153,294517,398,,7239,43904,173970,107,,4921,29484,118827,34,"D",0,0,0,4,"D",0,0,0,1,,0,0,0,0
"98","2050",,217004,1291824,5298677,3093,,1442,3755,39175,855,,3168,8473,35990,467,,6669,18819,81498,478,,15649,61367,258847,495,,18826,88457,366988,266,,47273,280109,1151086,293,,59932,385401,1576354,167,,38748,270390,1095247,59,,25297,175053,693492,13
"98","2051",,154779,937371,3828848,2027,,907,2497,14171,445,,1970,5579,23620,289,,4557,13186,56966,325,,11429,46821,197632,359,,14483,70202,287180,204,,37303,229045,938283,228,,47103,305045,1250578,134,,21874,152013,612192,34,,15153,112983,448226,9
"98","2052",,46685,283066,1155816,361,,116,239,3206,65,,381,986,4191,55,,646,2070,9019,48,,1962,7819,33571,59,,2699,11525,52311,38,,7139,36117,149521,46,,11032,69437,277270,28,,12566,92803,381461,18,,10144,62070,245266,4
"98","2053",,10646,53304,225678,129,,50,174,900,22,,127,425,1690,18,,250,833,3700,17,,777,2956,11997,24,,1340,5858,23766,19,"D",0,0,0,18,,1797,10919,48506,5,"D",0,0,0,6,,0,0,0,0
"98","2060",,91327,570382,2338903,1126,,524,1361,19544,298,,1090,3088,13636,158,,1896,6463,26743,141,,5490,22712,94387,174,,9483,50859,211849,131,,18515,108974,450739,121,,25532,159366,629576,71,,17226,129304,519500,25,,11571,88255,372929,7
"98","2061",,7266,49874,173607,43,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,239,954,4477,7,,892,5188,22572,14,"D",0,0,0,9,,2868,25375,78633,8,"D",0,0,0,3,,0,0,0,0
"98","2062",,5146,44318,185631,20,,5,49,178,3,,0,0,0,0,"D",0,0,0,2,"D",0,0,0,1,,252,1395,5562,4,"D",0,0,0,2,"D",0,0,0,4,,2767,23883,101229,4,,0,0,0,0
"98","2063",,6712,50956,197084,38,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,"D",0,0,0,9,,2804,22166,86734,17,,3241,22478,81944,10,,0,0,0,0,,0,0,0,0
"98","2064",,44705,252432,1067686,629,,297,763,14623,159,"D",0,0,0,86,,1260,3988,17026,92,,3524,15058,62519,110,,4883,22628,95533,66,,10676,56883,240874,68,,11952,62207,252251,34,,8719,64388,269439,12,"D",0,0,0,2
"98","2066",,12002,83056,338508,186,"D",0,0,0,50,"D",0,0,0,47,,319,1223,4676,25,,873,3314,13155,29,,1036,6458,25114,15,,1634,10535,42624,12,"D",0,0,0,3,,1895,14321,57175,3,"D",0,0,0,2
"98","2067",,6132,42548,164620,13,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,"D",0,0,0,2,,0,0,0,0,,1859,10384,43468,5,"D",0,0,0,3,"D",0,0,0,2
"98","2068",,8734,45777,205562,87,"D",0,0,0,16,,23,181,792,3,,100,587,2255,7,"D",0,0,0,19,"D",0,0,0,21,"D",0,0,0,13,,2742,13665,67964,7,,0,0,0,0,"D",0,0,0,1
"98","2070",,28998,183901,763584,564,,156,1341,7805,77,,506,2368,9726,74,,908,5214,21322,68,,4789,29305,119353,144,,9057,56184,234297,128,,8981,54969,236271,59,,4601,34520,134810,14,,0,0,0,0,,0,0,0,0
"98","2074",,2500,12345,50957,45,"D",0,0,0,3,"D",0,0,0,2,"D",0,0,0,5,,401,1797,7501,10,,1535,7691,30821,22,"D",0,0,0,3,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","2075",,6959,46567,194157,106,,39,130,1145,18,,95,264,1112,14,,60,347,1511,5,,877,5246,21854,22,,1791,11650,48234,26,,2049,13531,59184,14,,2048,15399,61117,7,,0,0,0,0,,0,0,0,0
"98","2076",,900,5550,21906,29,"D",0,0,0,7,"D",0,0,0,5,"D",0,0,0,2,,312,2092,8550,9,,264,1851,7842,4,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","2077",,8679,54093,225692,280,,86,1022,4129,42,,264,1444,6042,39,,635,3743,14870,46,,2740,17611,70642,89,,3712,22969,98388,54,,1242,7304,31621,10,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","2079",,9960,65346,270872,104,,14,111,711,7,,100,529,2092,14,,121,599,2770,10,,459,2559,10806,14,,1755,12023,49012,22,,4958,30404,131788,30,,2553,19121,73693,7,,0,0,0,0,,0,0,0,0
"98","2080",,148859,1100250,4594627,2035,,879,4637,24453,482,,1649,8090,34366,244,,3916,19302,86158,279,,12284,68841,301005,377,,18188,115597,478419,261,,40470,270652,1134514,261,,30769,220064,927147,90,,22295,189733,764699,32,,18409,203334,843866,9
"98","2082",,33952,364112,1478210,154,,45,299,1752,35,,171,686,3072,24,,210,663,4302,14,"D",0,0,0,29,"D",0,0,0,11,"D",0,0,0,9,,3641,32665,133208,10,,10729,123776,493224,14,"D",0,0,0,8
"98","2083",,1381,11111,46152,28,"D",0,0,0,6,"D",0,0,0,1,"D",0,0,0,1,,378,2787,11553,10,"D",0,0,0,5,"D",0,0,0,5,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","2084",,14557,93299,392479,521,"D",0,0,0,201,,614,2785,11834,92,"D",0,0,0,88,,2658,11665,53488,86,,1909,10336,43269,29,"D",0,0,0,14,"D",0,0,0,10,,0,0,0,0,"D",0,0,0,1
"98","2085",,6886,53400,228124,62,,7,72,310,4,"D",0,0,0,1,,112,787,3023,8,"D",0,0,0,16,,641,5018,19103,10,,2530,21428,90273,15,"D",0,0,0,7,"D",0,0,0,1,,0,0,0,0
"98","2086",,82716,507738,2152799,941,"D",0,0,0,128,"D",0,0,0,61,,1648,7905,34840,117,,6229,34704,148994,186,,12847,79818,341355,178,,30741,193430,812942,196,,20436,134677,580135,59,"D",0,0,0,16,,0,0,0,0
"98","2087",,8962,69203,289911,266,,155,838,4990,74,"D",0,0,0,53,,545,4337,18964,39,,1423,10464,47136,45,,1749,12004,50121,28,,2927,23685,99041,22,"D",0,0,0,4,"D",0,0,0,1,,0,0,0,0
"98","2090",,161257,792821,3440409,3764,"D",0,0,0,1113,,4084,14745,76353,601,,8036,30588,152690,585,,21567,87828,403976,686,,25586,115232,498300,364,,44191,218473,922429,287,,32313,185489,760632,95,,18015,109329,453209,29,"D",0,0,0,4
"98","2091",,6528,26690,124872,172,"D",0,0,0,50,,159,420,3706,23,,361,2048,10606,26,,952,3475,16574,28,,1816,7031,33791,26,,2293,8172,38795,17,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0
"98","2092",,37819,146851,665053,617,"D",0,0,0,137,"D",0,0,0,81,,1190,4568,34216,84,,4520,15463,84742,137,,5595,19426,92106,80,,10031,37607,166588,65,,7998,33942,128262,23,,5841,26931,108582,9,"D",0,0,0,1
"98","2095",,10951,84882,340090,147,,40,153,846,25,,114,547,2653,17,"D",0,0,0,17,,981,5993,24162,30,"D",0,0,0,26,,3058,23484,93094,20,,3377,28949,110064,10,"D",0,0,0,2,,0,0,0,0
"98","2096",,31652,168803,710929,332,"D",0,0,0,53,,317,1099,5002,47,,565,1838,7244,39,,2141,8568,37297,68,,3143,15019,64506,44,,7354,37766,156860,42,,8783,51762,217788,26,,6624,41416,172588,11,"D",0,0,0,2
"98","2097",,4408,16419,84623,489,,444,1534,8167,231,,696,2415,12461,105,,1299,4806,25123,96,,1357,5345,27530,50,"D",0,0,0,6,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","2098",,6834,37675,155255,199,,133,359,1993,57,,281,854,3812,43,,576,1805,7218,44,,658,2987,11798,21,,678,3783,15109,9,,3111,17457,71311,21,,1397,10430,44014,4,,0,0,0,0,,0,0,0,0
"98","2099",,58933,301682,1296605,1410,"D",0,0,0,328,,1483,4942,21681,215,,3295,12846,54669,241,,9678,42491,186589,309,,11344,54733,227532,164,,17496,91917,382134,116,,10035,58332,248146,30,"D",0,0,0,6,"D",0,0,0,1
"98","2100",,40231,366694,1473906,143,"D",0,0,0,40,"D",0,0,0,12,"D",0,0,0,9,"D",0,0,0,17,,1277,6206,23854,16,,4260,23378,95657,25,,3495,17856,69770,10,,4872,34415,130145,6,,25455,281416,1141344,8
"98","2110",,27494,297879,1197704,16,"D",0,0,0,2,,0,0,0,0,"D",0,0,0,1,"D",0,0,0,2,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,"D",0,0,0,2,,25455,281416,1141344,8
"98","2120",,2172,8634,35208,23,,4,5,53,5,,0,0,0,0,,40,74,349,3,,121,321,1392,3,"D",0,0,0,4,,986,4755,16426,6,"D",0,0,0,2,,0,0,0,0,,0,0,0,0
"98","2130",,3453,20684,86498,31,"D",0,0,0,7,"D",0,0,0,2,,0,0,0,0,"D",0,0,0,5,,579,2145,8672,7,,1255,8040,32517,7,"D",0,0,0,2,"D",0,0,0,1,,0,0,0,0
"98","2140",,7029,39306,153714,62,,42,165,733,19,,54,120,390,8,"D",0,0,0,4,,192,598,1988,6,"D",0,0,0,4,,2019,10583,46714,12,"D",0,0,0,6,"D",0,0,0,3,,0,0,0,0
"98","2200",,655010,2953796,12098216,6213,,2388,11620,78197,1371,,4533,19262,84213,676,,11087,46340,199234,790,,33471,139251,598623,1043,,51238,221578,913091,720,,138910,630465,2617455,860,,161002,726035,2965527,458,,157257,721159,2909716,237,,95124,438086,1732160,58
"98","2210",,67399,306153,1202835,302,,140,585,3233,89,,196,792,3228,30,,328,1068,4555,25,,1007,3836,16767,30,,1528,5821,22984,22,,5173,21842,89054,30,,13180,58720,236149,34,,21581,99419,394275,31,,24266,114070,432590,11
"98","2220",,82563,401977,1608251,418,,122,999,3594,64,,306,1095,4617,46,,408,1646,6776,30,,1483,7500,29373,49,,2404,13416,52803,34,,13053,68533,277363,79,,22898,108038,427674,62,,28400,133141,532311,43,,13489,67609,273740,11
"98","2230",,12574,58263,231944,118,,40,183,1378,19,,115,436,2008,18,,227,1083,4278,17,,719,2879,11157,22,,940,3942,14882,13,"D",0,0,0,15,,2027,9060,36377,7,"D",0,0,0,5,"D",0,0,0,2
"98","2240",,19112,82753,342992,265,"D",0,0,0,44,,154,741,3101,22,,593,2668,11091,42,,1844,7498,31754,54,,2835,12363,52081,41,,6283,26468,109963,41,,5559,22888,95560,18,"D",0,0,0,3,,0,0,0,0
"98","2250",,198465,775843,3245248,2028,,688,3429,23977,383,,1341,5834,26742,197,,4089,15615,71183,285,,13127,48227,209150,414,,20906,77398,320519,293,,41266,155249,675254,256,,41048,164231,668258,116,,46804,183784,752932,68,,29196,122076,497233,16
"98","2251",,26794,98919,416633,144,,58,449,2266,29,,54,142,563,8,,265,945,3695,18,,498,1531,6055,16,,1423,4861,19650,20,"D",0,0,0,17,,4380,14105,61002,13,,14251,56169,240287,21,"D",0,0,0,2
"98","2252",,38453,131292,540679,414,,126,417,2505,63,"D",0,0,0,27,,702,2170,8677,48,"D",0,0,0,103,,4414,13884,54872,62,,12114,40917,172837,69,,10224,38072,157284,32,,6028,20807,83584,9,"D",0,0,0,1
"98","2253",,56153,205572,888130,693,,256,1394,9486,142,"D",0,0,0,77,,1586,6125,30206,113,,4893,16935,80747,153,,6743,20361,88080,96,,10258,35461,169830,67,,8175,26430,106145,22,,10913,42528,172763,16,"D",0,0,0,7
"98","2254",,18397,67213,279769,61,,14,41,212,6,"D",0,0,0,4,,60,120,363,4,"D",0,0,0,13,"D",0,0,0,11,"D",0,0,0,6,"D",0,0,0,8,"D",0,0,0,6,"D",0,0,0,3
"98","2257",,34612,159678,649855,309,"D",0,0,0,43,,215,1098,5042,32,,678,3252,14840,47,,1567,6980,29102,51,,3235,14932,63264,45,,8349,36333,153028,52,,9767,46279,186495,26,,6921,30901,114015,10,"D",0,0,0,3
"98","2258",,19007,95205,389845,220,,40,286,2045,18,,184,924,3762,27,,373,1695,7535,25,,1701,8917,37730,52,,3279,17926,71366,44,,5404,26003,110167,36,,4563,24642,96233,13,,3463,14812,61007,5,,0,0,0,0
"98","2259",,3805,14361,61736,73,,42,123,745,22,,40,105,472,6,,155,520,2160,11,,479,1643,7455,14,,541,1937,9086,8,"D",0,0,0,9,"D",0,0,0,2,"D",0,0,0,1,,0,0,0,0
"98","2260",,56515,283488,1179153,716,"D",0,0,0,184,,659,2468,9685,100,,1325,5485,22210,92,,3334,16251,67946,106,,5366,29767,131175,77,,15569,81125,345138,95,,14596,72172,306413,43,,10179,48922,198791,15,"D",0,0,0,4
"98","2261",,16988,84975,357977,268,,107,311,2414,79,,270,991,3965,39,,528,2105,8201,37,,1002,4430,17673,34,,1802,9160,39523,26,,5739,30622,129064,36,,4189,21458,90695,12,,3351,15898,66442,5,,0,0,0,0
"98","2262",,26922,142175,579967,262,,163,485,3959,70,"D",0,0,0,39,,392,1726,7060,27,,1147,5677,23778,34,,1914,13124,57007,29,,5447,30219,131514,31,,7490,39483,166477,21,,4962,24477,97404,7,"D",0,0,0,4
"98","2269",,12013,53643,229322,172,"D",0,0,0,29,,105,540,1897,17,"D",0,0,0,27,,1163,6078,26178,37,,1650,7483,34645,22,,4383,20284,84560,28,,2917,11231,49241,10,"D",0,0,0,2,,0,0,0,0
"98","2270",,51764,258855,1064284,428,,181,789,4215,94,,302,1065,4361,45,,757,3221,14703,56,,2582,12033,45561,82,,2335,10730,43963,32,,8877,43948,181394,55,,12860,57353,242934,36,,14131,76815,307354,21,,9739,52901,219799,7
"98","2280",,108984,470402,1907620,621,,127,742,5398,64,,223,1493,7398,35,,558,2596,10445,42,,2245,9473,53500,65,,5861,24773,99533,79,,30638,132462,522508,184,,36697,160808,648911,108,,23423,100118,408746,38,,9212,37937,151181,6
"98","2281",,85052,360862,1473535,416,"D",0,0,0,31,,108,926,5041,18,,293,1190,4972,22,,1116,4902,34982,31,,3596,15510,60333,47,,24263,101897,404990,143,,30292,130516,527496,90,,18238,76542,315583,30,"D",0,0,0,4
"98","2282",,17782,80532,322581,138,,46,286,1468,23,"D",0,0,0,7,,168,953,3549,13,,769,3163,12813,23,,1603,6628,28156,23,,4299,20399,79984,27,,5358,24138,99478,15,,3361,15750,61379,5,"D",0,0,0,2
"98","2284",,6082,28787,110363,59,,16,54,303,8,,49,250,1042,7,,68,362,1409,5,,340,1340,5310,10,,662,2635,11044,9,,2076,10166,37534,14,,1047,6154,21937,3,,1824,7826,31784,3,,0,0,0,0
"98","2290",,53757,302601,1254833,940,"D",0,0,0,215,"D",0,0,0,126,,2098,10477,42957,149,,5988,28314,120214,185,,8120,40228,162617,115,,15282,87229,362586,102,,12137,72765,303251,34,,7629,53378,213633,13,"D",0,0,0,1
"98","2295",,9438,59971,251719,176,,69,438,5435,33,,162,724,3388,23,,422,2453,10413,30,,1470,8082,33127,44,,1280,7408,30578,17,,3665,23374,97973,23,,2370,17492,70805,6,,0,0,0,0,,0,0,0,0
"98","2296",,5062,22234,94339,14,"D",0,0,0,1,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,525,2515,9894,3,"D",0,0,0,4,"D",0,0,0,3,"D",0,0,0,1
"98","2297",,14887,94361,392887,121,"D",0,0,0,13,"D",0,0,0,8,"D",0,0,0,9,,819,3676,15982,26,,1488,7407,29820,22,,3629,20599,88578,24,,3477,20549,89749,10,"D",0,0,0,9,,0,0,0,0
"98","2298",,7156,33303,137669,187,"D",0,0,0,47,,157,586,2513,24,,402,1742,7001,30,,1306,5906,25694,42,,2000,8900,37908,27,,1760,9288,36916,13,"D",0,0,0,4,,0,0,0,0,,0,0,0,0
"98","2299",,17152,92528,377310,434,"D",0,0,0,118,"D",0,0,0,67,,1103,5429,21503,77,,2393,10650,45411,73,,3352,16513,64311,49,,5703,31453,129225,39,,3418,22411,88133,10,"D",0,0,0,1,,0,0,0,0
"98","2300",,1027456,3547048,14718723,23862,,12213,44345,348639,7758,,24084,80152,336350,3566,,47724,158206,666083,3428,,132351,439684,1829990,4176,,162121,528411,2219647,2306,,279604,901754,3655755,1812,,210667,710964,2912103,614,,112601,417276,1708402,172,,46091,266256,1041754,30
"98","2310",,48435,185941,741455,298,,78,366,1962,35,,141,830,3952,22,,304,1159,5209,20,,1696,8281,34399,50,,3504,10639,41264,49,,9304,34231,135123,57,,14025,50077,201334,43,,12402,50641,200164,17,,6981,29717,118048,5
"98","2320",,255318,797141,3219385,2044,,422,3335,21719,251,,966,4738,18574,140,,2194,9559,38338,157,,10646,39356,154100,315,,24226,73728,289403,332,,90194,262049,1060386,563,,76584,235093,954524,220,,36979,119945,490458,56,,13107,49338,191883,10
"98","2321",,69079,214738,849659,514,,103,875,3532,54,,194,1157,4781,28,,424,2007,7337,30,,2786,9526,37620,82,,6306,18752,70252,86,,22798,69893,265001,143,,26098,79086,327258,75,,10370,33442,133878,16,,0,0,0,0
"98","2322",,19247,57710,244075,90,"D",0,0,0,6,"D",0,0,0,3,,117,552,3158,8,,378,1439,5532,12,,821,2386,11122,11,"D",0,0,0,24,,7347,20921,89209,19,"D",0,0,0,4,"D",0,0,0,3
"98","2323",,6876,30488,122340,121,,25,134,721,17,,70,733,1628,10,,252,1032,4224,17,,1251,5289,21911,37,,1414,5766,21171,20,,2113,8557,36920,15,"D",0,0,0,4,"D",0,0,0,1,,0,0,0,0
"98","2325",,78029,243176,993928,428,,51,1014,4837,29,,165,648,3208,23,,241,1782,7443,20,,1657,8631,31341,47,,3848,11331,45102,52,,26033,70351,299416,158,,24398,73214,297107,70,,16431,54146,222353,25,,5205,22059,83121,4
"98","2326",,30001,84791,346569,228,,24,136,486,8,"D",0,0,0,11,"D",0,0,0,20,"D",0,0,0,23,,3930,10494,40786,53,,15614,43985,179907,93,,4659,13126,51641,14,,3577,9317,42014,5,"D",0,0,0,1
"98","2329",,50206,160624,637538,591,"D",0,0,0,97,,398,1305,4986,59,"D",0,0,0,51,,3596,11626,45313,109,,7609,24229,98400,106,,18948,56903,226388,125,,12651,42285,163732,37,,3555,12172,49528,5,"D",0,0,0,2
"98","2330",,297734,1026543,4344485,8272,,3317,12957,123215,2233,,8085,26515,107646,1189,,18777,59221,248713,1334,,59982,193601,813604,1903,,64857,215597,940953,923,,81825,270694,1101434,549,,37926,140314,587968,111,,16219,60736,252010,26,,6746,46908,168942,4
"98","2331",,55898,184745,774451,1057,,267,1057,6432,149,,779,2951,11650,116,,2424,7692,31100,170,,9476,31191,133682,286,,12087,37365,152041,166,,21372,69848,275500,145,,7747,26911,130504,22,,1746,7730,33542,3,,0,0,0,0
"98","2335",,88839,307345,1314776,3122,"D",0,0,0,710,,3382,10492,39027,494,,8036,25021,104041,575,,26067,83746,349570,833,,25168,88342,399719,359,,19669,70014,288982,135,,4126,20430,84119,14,"D",0,0,0,2,,0,0,0,0
"98","2337",,42458,170999,759961,788,,281,1896,17910,158,,576,3067,14387,84,,1436,6746,30812,98,,6041,26067,120901,193,,9399,38262,182377,136,,14296,51466,217004,94,,6156,25836,107719,19,"D",0,0,0,5,"D",0,0,0,1
"98","2339",,101218,340555,1389621,2632,,1106,3631,50054,914,"D",0,0,0,380,,5369,15298,64330,384,,14871,44357,175522,473,,16728,48812,195276,241,,25439,77220,311722,167,,19284,65847,260406,54,,10144,34825,146763,16,"D",0,0,0,3
"98","2340",,60606,203237,838642,484,,120,741,3616,55,,185,986,4010,28,,701,2590,10972,48,,2592,10538,41666,80,,6573,20961,89560,92,,18616,60009,238224,115,,16936,51661,217189,48,"D",0,0,0,16,"D",0,0,0,2
"98","2341",,48565,154447,639600,369,"D",0,0,0,42,,141,882,3581,21,,446,1706,6932,31,,1990,8438,33462,62,,5236,16147,69529,73,,14306,44608,175554,87,,13832,41214,173610,39,,7985,23484,98311,12,"D",0,0,0,2
"98","2342",,12037,48787,199003,113,"D",0,0,0,11,,44,104,429,7,,255,884,4040,17,,602,2100,8204,18,,1337,4814,20031,19,,4310,15401,62670,28,,3104,10447,43579,9,"D",0,0,0,4,,0,0,0,0
"98","2350",,17560,60524,251138,355,"D",0,0,0,79,,342,1088,4852,54,,780,2386,10821,57,,2230,7149,30125,72,,3373,11003,46800,47,,4953,15101,59247,35,,2875,11502,46322,8,"D",0,0,0,2,"D",0,0,0,1
"98","2360",,61070,200459,796343,672,,150,683,4018,76,,347,1601,6199,52,,1094,4714,18309,75,,4904,17544,69448,145,,9419,31800,128949,135,,19886,62459,249695,129,,15053,47222,180102,43,,10217,34436,139623,17,,0,0,0,0
"98","2361",,26465,88335,346326,367,,86,451,2303,43,,191,1018,3999,28,,729,3412,11994,49,,3072,10848,41801,89,,5473,18062,69541,78,,9001,27939,116474,59,,6166,20855,77866,18,,1747,5750,22348,3,,0,0,0,0
"98","2369",,34605,112124,450017,305,,64,232,1715,33,,156,583,2200,24,,365,1302,6315,26,,1832,6696,27647,56,,3946,13738,59408,57,,10885,34520,133221,70,,8887,26367,102236,25,,8470,28686,117275,14,,0,0,0,0
"98","2370",,1391,8355,32918,287,,367,2393,8517,205,,307,1988,8457,45,,316,1902,6804,24,,401,2072,9140,13,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","2380",,43130,147191,615350,991,,464,1774,13812,244,,941,3316,14390,142,,2215,7365,31010,159,,7153,24078,100863,216,,8866,27511,116367,128,,10863,36412,143655,71,,8454,30181,128832,25,,4174,16554,66421,6,,0,0,0,0
"98","2381",,4070,11576,48039,71,"D",0,0,0,7,"D",0,0,0,5,,150,637,2662,10,,701,1996,8678,21,"D",0,0,0,17,,1219,3308,12953,9,"D",0,0,0,2,,0,0,0,0,,0,0,0,0
"98","2384",,7662,24468,97731,82,,11,110,348,7,"D",0,0,0,3,,160,525,1896,11,,641,2117,7405,18,"D",0,0,0,22,,2143,6606,24295,14,,1629,5582,22997,5,"D",0,0,0,2,,0,0,0,0
"98","2385",,5853,22902,96639,59,"D",0,0,0,12,"D",0,0,0,5,"D",0,0,0,8,,426,2062,8027,13,,411,2434,9415,6,,772,2488,10780,5,,2793,10606,46015,8,"D",0,0,0,2,,0,0,0,0
"98","2386",,2285,8352,39586,134,,110,475,3240,65,,129,394,1619,20,,196,737,2903,15,,665,2159,9348,22,,480,1469,7816,7,,705,3118,14660,5,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","2387",,9778,39837,162820,240,"D",0,0,0,46,"D",0,0,0,36,"D",0,0,0,48,,2033,7384,29368,61,,1925,6687,28256,27,,2607,11814,47631,16,,1533,6911,30340,5,"D",0,0,0,1,,0,0,0,0
"98","2389",,13405,39871,169896,403,"D",0,0,0,106,,483,1587,6848,73,,916,2869,12586,67,,2687,8360,38037,81,,3181,9557,39799,48,,3417,9078,33336,22,"D",0,0,0,5,"D",0,0,0,1,,0,0,0,0
"98","2390",,205860,838296,3501341,7259,,5428,16721,93541,2883,,9442,31547,134798,1404,,14898,55407,236286,1083,,30449,111176,471482,989,,33407,120416,501512,483,,39805,151532,632581,263,,38287,143597,590510,114,,20856,90778,377703,32,,13288,117122,462928,8
"98","2391",,24487,83685,346222,1115,,1029,2783,12405,518,,1505,4648,18537,226,,2090,7760,31335,151,,3465,13557,53844,118,,3897,13335,56326,56,,4135,16087,66614,26,,4785,14804,56145,15,"D",0,0,0,4,"D",0,0,0,1
"98","2392",,49361,180667,756572,830,,376,1146,5155,192,"D",0,0,0,140,"D",0,0,0,129,,4690,16059,68354,144,,6458,22855,93796,91,,12832,46284,200922,83,,12091,43444,181321,36,,8868,36417,148063,14,"D",0,0,0,1
"98","2393",,10402,38398,164230,265,,136,387,2730,64,,279,866,4158,41,,553,2067,8917,41,,1878,6671,27324,57,,2149,8401,34341,31,,3741,12850,54868,26,,1666,7156,31892,5,,0,0,0,0,,0,0,0,0
"98","2394",,16787,69265,292874,1220,,1127,3262,16297,530,,1821,6910,30529,272,,3091,12909,56638,227,,4214,17212,71682,141,,2111,8691,37968,30,,2047,8340,34403,13,,2376,11941,45357,7,,0,0,0,0,,0,0,0,0
"98","2395",,14680,48714,206772,645,"D",0,0,0,266,,738,2123,9324,109,,1261,4350,17209,94,,3134,9569,42682,100,,3346,11102,48423,52,,2513,9440,36516,16,,2109,7379,30739,6,"D",0,0,0,2,,0,0,0,0
"98","2396",,47656,257796,1059722,1583,"D",0,0,0,695,,2187,6836,29288,325,,2561,9744,40839,186,,5958,22927,97702,194,,7202,27982,115583,105,,6789,28877,118885,46,,6168,27865,115250,19,,4526,20884,90082,7,"D",0,0,0,6
"98","2397",,5575,22932,98471,215,,180,837,4074,78,,339,1552,7176,51,,493,2292,11478,36,,687,3403,15618,23,,1221,4354,18861,17,,666,3496,14302,5,,1989,6998,26962,5,,0,0,0,0,,0,0,0,0
"98","2399",,31797,122881,506872,834,,462,1954,10833,248,,916,3645,15007,132,,2010,7160,29446,144,,4768,16916,72068,155,,5852,21073,85119,83,,6875,25713,105113,46,,7103,24010,102844,21,,3811,22410,86442,5,,0,0,0,0
"98","2400",,706949,3309700,13974016,34788,,27016,92030,525974,14845,,46604,165627,706352,6945,,75709,292102,1231387,5585,,126523,552838,2320782,4141,,124300,585447,2427090,1797,,175664,905843,3723178,1174,,83091,448971,1842023,245,,29666,163335,674246,46,,18376,103507,522984,10
