Ophelia                  20050909I1
 
  TIME       Lat       Lon     Head   Track      GnSpd     TAS    GeoAl    Press     WndDr     WndSp   Tempr    Dewpt   D Val     PrAlt      JW    VtWnd     Pitch     Roll                                      
 HHMMSS     Deg N     Deg W     Deg    Deg        m/s       m/s      m       mb       Deg       m/s      C        C       m         m       g/m3      m/s      Deg      Deg                             
 104010     27.842   82.525   220.30   219.70      9.5      8.9      1.0   1010.5   331.40     4.10    25.31    21.30    -22.3     23.0    0.000     0.20    -0.10    -0.10                              
 104020     27.842   82.527   220.80   220.30      8.6      8.3      1.0   1010.3   327.60     3.60    25.45    21.20    -23.4     24.0    0.000     0.10    -0.30     0.00                              
 104030     27.842   82.527   220.00   219.60      9.0      3.2      1.0   1010.6    24.60     6.40    25.51    21.30    -21.1     22.0    0.000     0.00    -0.50     0.20                              
 104040     27.840   82.527   220.60   219.90      9.6      6.9      1.0   1010.6   355.50     5.40    25.52    21.30    -21.4     22.0    0.000     0.30    -0.50     0.00                              
 104050     27.840   82.528   220.00   219.10      9.9      1.5      1.0   1010.7    33.10     8.90    25.60    21.40    -20.1     21.0    0.000     0.10    -0.70     0.00                              
 104100     27.840   82.528   220.10   219.30      9.4      9.4      1.0   1010.5   321.70     3.90    25.47    21.30    -22.1     23.0    0.000     1.10    -0.30     0.10                              
 104110     27.838   82.528   220.80   219.70      9.4      6.1      1.0   1010.6     2.20     5.60    25.54    21.40    -20.9     22.0    0.000     0.40    -0.60     0.10                              
 104120     27.838   82.530   220.60   219.60      9.5      6.3      1.0   1010.6   359.90     5.50    25.47    21.30    -20.8     22.0    0.000     0.20    -0.60     0.10                              
 104130     27.837   82.530   220.20   219.30      8.5      1.5      1.0   1010.6    40.60     8.00    25.58    21.40    -21.5     22.0    0.000     1.40    -0.60     0.10                              
 104140     27.837   82.532   246.20   241.60      6.2      1.5      1.0   1010.5    63.90     5.30    25.68    21.30    -22.3     23.0    0.000     0.00    -0.70     0.00                              
 104150     27.837   82.532   300.60   296.90      5.5     11.0      1.0   1010.5   332.60     5.60    25.68    21.40    -21.7     23.0    0.000     0.40    -0.70    -0.30                              
 104200     27.837   82.532   310.90   310.10      5.6     10.5      1.0   1010.6   355.00     5.70    25.77    21.40    -21.5     22.0    0.000     0.40    -0.80     0.00                              
 104210     27.838   82.532   315.20   312.50      4.6      7.6      1.0   1010.7   347.70     3.00    25.73    21.40    -20.3     21.0    0.000     0.20    -0.40     0.10                              
 104220     27.838   82.532    38.50    39.50      3.1      1.5      1.0   1010.6   253.10     2.50    25.66    21.50    -21.1     22.0    0.000     0.10    -0.80     0.00                              
 104230     27.838   82.532    39.80   155.10      0.2      1.5      1.0   1010.6   357.40     1.60    25.65    21.30    -21.3     22.0    0.000    -0.30    -0.80     0.00                              
 104240     27.838   82.532    39.80    41.40     11.6     14.1      1.0   1010.7   333.70     4.70    25.53    21.40    -20.6     22.0    0.000    -0.30    -0.80     0.00                              
 104250     27.840   82.530    40.50    41.10     32.5     35.6      1.0   1010.5   343.70     5.20    25.38    21.50    -21.6     23.0    0.000     0.60    -1.00     0.10                              
 104300     27.842   82.528    40.10    41.00     51.0     52.7      1.0   1010.8   326.20     5.50    25.39    21.40    -19.3     20.0    0.000     1.40    -1.20     0.20                              
 104310     27.847   82.523    39.80    40.70     66.8     67.7      2.0   1011.1   321.80     4.20    25.32    21.50    -16.2     18.0    0.000     2.20    -1.50     0.20                              
 104320     27.852   82.518    40.40    40.70     76.8     77.1      8.0   1010.6   312.10     4.70    25.45    21.30    -14.3     22.0    0.000     0.70     6.20     1.70                              
 104330     27.857   82.513    37.50    41.00     80.6     83.9     40.0   1005.6   335.60     7.30    25.16    21.10    -23.9     64.0    0.000     0.30     5.20     1.50                              
 104340     27.862   82.508    42.10    46.00     85.2     86.7     78.0   1001.9   322.70     8.70    24.91    20.90    -17.3     95.0    0.000     0.20     5.90     9.70                              
 104350     27.867   82.502    52.30    56.20     90.4     91.2    121.0    997.3   329.00     7.30    24.46    20.70    -13.1    134.0    0.000     0.50     6.20    10.90                              
 104400     27.872   82.493    67.60    71.30     96.0     93.7    166.0    992.2   323.50     9.30    24.04    20.50    -10.4    176.0    0.000     0.30     5.80    18.70                              
 104410     27.873   82.483    79.80    83.00    101.4     97.5    217.0    987.0   328.10    10.50    23.70    20.30     -3.8    221.0    0.000     0.20     6.10    -0.50                              
 104420     27.873   82.473    79.60    84.10    105.7    102.2    259.0    982.3   331.40    10.40    23.35    20.20     -2.3    261.0    0.000     0.30     6.60     0.90                              
 104430     27.875   82.462    78.90    84.90    107.7    105.0    316.0    975.7   338.30    12.20    22.86    20.10     -1.5    317.0    0.000    -0.20     6.60     0.90                              
 104440     27.875   82.452    79.70    85.20    109.3    108.3    378.0    968.9   346.70    11.60    23.09    20.30      2.1    376.0    0.000     0.30     6.40    -0.80                              
 104450     27.877   82.440    77.80    83.30    109.3    110.7    448.0    961.2   355.60    11.60    23.02    20.30      4.9    443.0    0.000     0.10     6.70    -0.90                              
 104500     27.878   82.428    79.10    83.50    108.9    110.0    524.0    952.4   355.00    10.90    23.02    20.00      4.3    519.0    0.000    -0.30     7.60    -0.90                              
 104510     27.878   82.418    80.80    85.70    107.5    107.7    621.0    942.3   351.70    10.50    22.47    19.50     13.0    608.0    0.000     0.30     8.40    17.40                              
 104520     27.878   82.407   102.50   105.20    111.0    106.7    686.0    934.2   349.10    11.30    22.19    19.10      6.2    680.0    0.000    -0.90     6.80    23.50                              
 104530     27.873   82.397   122.00   123.90    114.3    106.3    694.0    926.8   347.20    11.80    21.71    18.70    -51.1    745.0    0.000    -7.30     6.60    18.70                              
 104540     27.868   82.387   127.70   130.40    116.5    107.9    814.0    920.3   344.00    10.80    21.46    18.60     10.0    804.0    0.000     3.40     6.80     3.30                              
 104550     27.860   82.378   129.00   131.30    116.6    108.0    884.0    912.8   343.10    10.60    21.28    18.20     12.3    872.0    0.000     1.30     7.40     0.50                              
 104600     27.853   82.370   129.60   131.20    117.0    108.6    958.0    905.1   341.40    10.10    20.93    17.80     15.9    942.0    0.000     0.80     6.50    -0.50                              
 104610     27.847   82.360   127.80   130.10    117.7    109.4   1016.0    898.4   343.30    10.30    20.76    16.50     12.5   1004.0    0.000    -0.20     6.40    -0.30                              
 104620     27.840   82.352   127.90   129.90    117.8    109.7   1083.0    891.5   344.10    10.30    20.28    16.80     16.0   1067.0    0.000    -0.30     7.40     0.50                              
 104630     27.833   82.342   128.00   130.30    117.7    108.3   1152.0    883.8   344.40    11.90    19.79    16.90     13.5   1138.0    0.000    -0.50     7.00     0.40                              
 104640     27.827   82.333   128.40   130.90    119.0    108.2   1210.0    877.9   341.00    12.90    19.42    16.80     16.4   1193.0    0.000     0.00     6.20     0.40                              
 104650     27.820   82.323   127.70   130.50    120.9    109.1   1254.0    872.9   339.20    13.70    19.39    15.90     13.9   1240.0    0.000    -0.40     6.00    -1.30                              
 104700     27.812   82.315   127.40   130.10    123.2    111.2   1292.0    868.5   339.90    14.20    19.14    15.60     10.0   1282.0    0.000    -0.50     5.20    -0.30                              
 104710     27.805   82.305   127.40   130.30    125.4    113.3   1337.0    864.1   341.20    14.50    18.98    15.50     14.1   1322.0    0.000     0.20     5.10     0.50                              
 104720     27.798   82.295   127.20   130.50    126.8    114.5   1388.0    859.0   341.10    14.70    18.73    15.20     17.3   1371.0    0.000     0.10     5.60     0.90                              
 104730     27.790   82.285   128.60   130.70    127.1    114.9   1446.0    852.8   335.80    13.80    18.27    15.40     16.1   1430.0    0.000    -1.00     6.30    -0.30                              
 104740     27.783   82.275   128.00   130.60    126.7    114.3   1513.0    845.8   337.90    14.50    17.97    15.40     16.0   1497.0    0.000     0.10     6.90     0.80                              
 104750     27.775   82.267   128.60   130.20    125.5    114.4   1585.0    838.1   332.20    12.30    17.96    15.00     13.4   1572.0    0.000    -0.60     7.20    -1.50                              
 104800     27.768   82.257   127.50   129.20    123.4    112.9   1669.0    829.6   333.20    11.90    17.43    14.90     14.1   1655.0    0.000    -0.20     7.00    -0.60                              
 104810     27.762   82.247   120.70   123.40    122.8    113.5   1732.0    823.4   332.00    10.80    17.32    14.60     15.7   1716.0    0.000    -0.20     6.30   -15.70                              
 104820     27.757   82.235   108.00   111.40    121.1    112.6   1802.0    817.5   329.00    11.10    17.34    14.00     28.0   1774.0    0.000     0.90     6.80   -14.10                              
 104830     27.753   82.223    97.60   101.90    119.5    113.0   1857.0    811.8   333.60    11.20    17.28    13.10     25.7   1831.0    0.000    -0.30     6.90    -8.80                              
 104840     27.752   82.212    90.30    95.30    118.5    112.6   1915.0    806.1   331.00    11.30    16.88    12.70     27.1   1888.0    0.000    -0.20     6.60    -0.70                              
 104850     27.752   82.200    89.90    94.10    118.6    112.5   1973.0    800.7   329.30    11.60    16.41    12.70     30.8   1942.0    0.000    -0.30     6.40    -2.50                              
 104900     27.750   82.188    88.60    92.70    119.4    113.2   2027.0    796.1   327.40    11.60    15.93    12.90     38.1   1988.0    0.000     0.40     5.70    -1.00                              
 104910     27.750   82.175    89.40    93.20    121.5    115.0   2051.0    792.6   326.90    11.70    15.63    12.80     26.2   2024.0    0.000    -1.00     5.20     1.90                              
 104920     27.750   82.163    90.00    93.70    122.6    116.2   2103.0    788.4   328.20    11.80    15.27    12.70     37.4   2066.0    0.000    -0.50     6.10    -1.30                              
 104930     27.748   82.152    89.90    93.60    123.3    116.9   2167.0    783.4   327.70    11.80    14.97    11.80     49.9   2118.0    0.000     0.90     5.70     1.30                              
 104940     27.748   82.138    90.30    93.70    123.7    117.1   2233.0    778.2   324.80    11.30    15.25     9.20     61.8   2171.0    0.000     1.70     6.10    -0.50                              
 104950     27.747   82.127    90.40    93.70    124.1    117.4   2284.0    773.0   323.70    11.10    15.43     5.80     59.5   2225.0    0.000    -0.30     5.80     0.30                              
 105000     27.747   82.113    91.20    94.10    124.5    118.1   2333.0    768.2   323.90    10.50    15.53     3.10     58.2   2275.0    0.000    -0.60     5.80    -0.40                              
 105010     27.745   82.100    90.30    93.70    124.5    118.7   2389.0    763.2   328.00    10.70    15.15     0.80     61.6   2327.0    0.000    -0.30     5.80    -1.30                              
 105020     27.745   82.088    90.00    93.60    124.2    118.4   2443.0    758.0   329.30    11.10    14.84     0.10     61.2   2382.0    0.000    -0.20     6.00     0.20                              
 105030     27.743   82.075    90.00    93.80    123.6    117.5   2504.0    752.7   328.60    11.50    14.32     0.40     66.0   2438.0    0.000    -0.50     6.80    -1.00                              
 105040     27.743   82.063    88.20    92.60    122.5    116.7   2570.0    746.9   329.00    11.60    13.77     0.60     70.2   2500.0    0.000     0.30     6.50     0.00                              
 105050     27.743   82.050    88.70    92.90    122.2    116.4   2632.0    741.5   330.30    11.70    13.35     0.40     75.2   2556.0    0.000     0.20     6.20     0.50                              
 105100     27.742   82.038    90.30    93.40    122.5    116.7   2673.0    737.2   326.60    10.30    13.56    -1.80     69.2   2603.0    0.000    -0.70     6.10     0.90                              
 105110     27.742   82.027    91.20    94.20    123.2    117.5   2709.0    733.2   326.80    10.00    13.03    -1.70     63.7   2646.0    0.000    -0.90     5.70     1.90                              
 105120     27.742   82.013    90.50    93.80    123.8    118.8   2745.0    729.1   331.80    10.20    12.87     0.80     54.9   2691.0    0.000    -2.20     5.50     0.50                              
 105130     27.740   82.002    90.30    93.60    123.9    118.8   2802.0    725.5   328.90     9.70    12.49    -0.10     72.5   2730.0    0.000    -0.30     6.00    -0.80                              
 105140     27.740   81.988    88.70    91.80    125.3    120.3   2838.0    722.7   327.00     9.20    12.02     5.80     77.7   2761.0    0.000     0.70     4.70    -1.20                              
 105150     27.740   81.975    90.00    92.60    127.9    123.2   2852.0    720.9   328.20     8.80    11.72     3.80     72.5   2780.0    0.000     0.40     1.70     0.60                              
 105200     27.738   81.962    90.10    92.80    131.3    126.7   2850.0    721.3   330.50     9.10    11.82     3.30     74.6   2776.0    0.000     0.00     2.60     0.10                              
 105210     27.738   81.948    90.80    92.90    133.9    129.4   2845.0    721.5   331.30     9.10    11.78     4.20     71.6   2774.0    0.000    -0.40     2.60    -0.30                              
 105220     27.737   81.935    91.40    93.40    134.4    129.9   2840.0    721.5   331.20     8.90    11.67     4.90     67.0   2773.0    0.000    -0.60     2.70    -0.70                              
 105230     27.737   81.922    91.50    93.50    134.8    130.1   2848.0    721.5   330.20     9.00    11.49     8.10     74.4   2774.0    0.000    -0.10     2.70    -1.10                              
 105240     27.737   81.908    91.60    93.40    135.1    130.8   2851.0    721.4   330.80     8.30    11.60     8.80     77.0   2774.0    0.000     0.20     2.70    -1.40                              
 105250     27.735   81.895    91.60    93.40    134.7    130.4   2850.0    721.4   331.30     8.40    11.63     8.80     75.3   2775.0    0.000    -0.20     2.60    -1.30                              
 105300     27.735   81.882    91.50    93.40    134.3    129.9   2843.0    721.4   331.20     8.60    11.56     9.00     68.9   2774.0    0.000    -0.80     2.60    -1.10                              
 105310     27.733   81.867    91.40    93.50    133.9    129.5   2838.0    721.5   332.30     9.00    11.39     9.10     64.8   2773.0    0.000    -0.80     2.70    -1.10                              
 105320     27.733   81.853    91.40    93.60    133.5    129.0   2836.0    721.5   332.70     9.20    11.33     8.90     62.9   2773.0    0.000    -0.90     2.70    -1.10                              
 105330     27.732   81.840    91.50    93.60    133.1    128.6   2844.0    721.6   331.40     8.70    11.43     9.10     71.5   2773.0    0.000     2.90     2.70    -1.30                              
 105340     27.732   81.827    90.70    92.80    132.5    128.6   2858.0    721.6   333.80     8.60    11.56     9.10     85.5   2773.0    0.000     2.60     2.80    -1.70                              
 105350     27.732   81.813    90.60    92.50    132.0    128.4   2855.0    721.5   334.40     8.20    11.74     8.80     81.7   2773.0    0.000     0.40     2.80    -1.30                              
 105400     27.730   81.800    90.40    92.40    131.7    127.8   2852.0    721.6   332.70     8.30    11.66     8.80     79.4   2773.0    0.000    -0.20     2.80    -1.30                              
 105410     27.730   81.787    90.30    92.40    131.3    127.1   2864.0    721.6   332.00     8.70    11.60     8.90     92.0   2772.0    0.000     1.30     2.90    -1.00                              
 105420     27.730   81.773    90.20    92.40    131.0    126.7   2851.0    721.6   331.80     8.90    11.48     8.90     78.5   2773.0    0.000    -1.40     2.90    -1.10                              
 105430     27.730   81.760    89.90    92.40    130.7    126.5   2850.0    721.7   334.20     9.50    11.58     9.00     78.7   2772.0    0.000    -0.60     3.00    -1.00                              
 105440     27.728   81.747    89.90    92.50    130.4    126.2   2853.0    721.7   334.90     9.60    11.64     9.00     81.4   2772.0    0.000    -0.10     3.00    -0.90                              
 105450     27.728   81.733    89.80    92.50    130.2    126.1   2846.0    721.6   335.40     9.70    11.71     9.00     73.4   2773.0    0.000    -0.80     3.00    -0.90                              
 105500     27.728   81.720    89.70    92.50    130.2    126.1   2843.0    721.6   336.20     9.90    11.66     9.00     70.9   2772.0    0.000    -0.80     3.00    -0.80                              
 105510     27.727   81.708    89.60    92.60    130.2    126.5   2814.0    721.7   339.20    10.30    11.73     8.00     42.5   2772.0    0.000    -3.10     3.00    -0.60                              
 105520     27.727   81.695    89.60    92.70    130.2    126.6   2816.0    721.6   340.50    10.50    11.71     7.70     43.4   2773.0    0.000    -1.60     2.90    -0.50                              
 105530     27.727   81.682    89.90    92.90    130.4    126.7   2847.0    721.5   339.90    10.40    11.73     7.80     73.8   2773.0    0.000     2.50     2.80    -0.70                              
 105540     27.725   81.668    90.00    93.00    130.6    126.6   2847.0    721.6   337.70    10.30    11.68     7.80     74.3   2773.0    0.000     0.90     2.90    -0.90                              
 105550     27.725   81.655    90.10    93.00    130.7    126.4   2846.0    721.6   335.90    10.10    11.73     8.20     73.9   2772.0    0.000     0.10     3.00    -0.80                              
 105600     27.725   81.642    90.10    93.10    130.8    126.7   2845.0    721.6   338.00    10.50    11.80     8.40     72.6   2773.0    0.000     0.00     2.90    -0.70                              
 105610     27.723   81.628    90.00    93.20    130.9    127.0   2842.0    721.5   339.60    10.70    11.89     8.60     68.2   2774.0    0.000    -0.10     2.80    -0.80                              
 105620     27.723   81.615    89.90    93.40    131.1    126.9   2840.0    721.5   339.20    11.30    11.83     8.40     66.7   2774.0    0.000    -0.30     2.80    -0.70                              
 105630     27.722   81.602    89.90    93.40    131.3    127.3   2838.0    721.4   340.40    11.50    11.79     8.90     63.6   2775.0    0.000    -0.10     2.70    -0.90                              
 105640     27.722   81.588    89.80    93.50    131.7    127.5   2833.0    721.4   340.20    11.70    11.73     8.80     58.9   2774.0    0.000    -0.20     2.70    -0.90                              
 105650     27.722   81.575    90.00    93.40    131.8    127.5   2836.0    721.5   338.70    11.30    11.68     9.10     62.9   2773.0    0.000     0.00     2.90    -0.80                              
 105700     27.720   81.562    90.10    93.30    131.6    128.3   2841.0    721.6   342.90    10.60    11.86     9.40     68.3   2773.0    0.000     0.40     2.90    -1.00                              
 105710     27.720   81.548    89.90    93.10    131.5    128.6   2843.0    721.5   344.80    10.40    11.81     9.50     69.7   2774.0    0.000    -0.20     2.80    -1.00                              
 105720     27.720   81.535    89.80    93.10    131.3    128.2   2842.0    721.5   343.40    10.60    11.78     9.40     68.3   2774.0    0.000    -0.10     2.80    -0.80                              
 105730     27.718   81.522    90.10    93.00    131.4    127.6   2840.0    721.6   339.00    10.10    11.83     9.30     67.7   2773.0    0.000     0.50     2.90    -1.10                              
 105740     27.718   81.508    90.00    93.00    131.4    127.7   2842.0    721.6   339.20    10.00    11.84     9.40     69.4   2773.0    0.000     0.40     2.80    -1.00                              
 105750     27.717   81.495    90.30    92.90    131.4    127.8   2853.0    721.5   337.50     9.20    11.87     9.30     79.3   2774.0    0.000     1.50     2.70    -1.00                              
 105800     27.717   81.482    90.30    92.90    131.7    127.4   2863.0    721.5   334.40     9.50    11.90     9.30     89.1   2774.0    0.000     2.00     2.70    -0.80                              
 105810     27.717   81.468    90.10    92.90    131.8    127.6   2859.0    721.6   335.50    10.00    11.93     9.30     86.4   2773.0    0.000     0.20     2.80    -0.70                              
 105820     27.715   81.455    90.20    92.80    131.9    127.1   2857.0    721.6   332.10     9.90    11.80     9.40     85.0   2772.0    0.000     0.00     2.80    -0.90                              
 105830     27.715   81.442    90.50    92.70    131.9    127.6   2863.0    721.7   333.00     9.20    12.76     8.80     91.5   2772.0    0.000     0.70     2.90    -1.50                              
 105840     27.715   81.428    89.90    92.60    132.0    127.2   2868.0    721.5   332.20    10.00    12.41     9.00     94.7   2774.0    0.000     0.40     2.80    -0.90                              
 105850     27.713   81.415    90.10    92.60    132.1    127.1   2865.0    721.6   330.90    10.10    12.52     9.00     92.8   2772.0    0.000    -0.20     2.90    -1.30                              
 105900     27.713   81.402    90.10    92.40    132.2    127.2   2868.0    721.6   328.20     9.20    12.92     8.70     95.5   2773.0    0.000    -0.30     2.90    -1.00                              
 105910     27.713   81.388    90.00    92.10    132.0    126.6   2860.0    721.7   322.60     8.90    12.61     9.00     88.9   2771.0    0.000    -0.60     3.00    -1.00                              
 105920     27.713   81.375    89.60    92.30    132.0    126.3   2860.0    721.6   328.10    10.70    11.87     9.50     87.9   2772.0    0.000    -0.40     2.90    -0.50                              
 105930     27.712   81.362    89.80    92.40    132.1    126.0   2859.0    721.6   325.40    10.50    11.75     9.60     87.2   2772.0    0.000     0.00     3.00    -0.80                              
 105940     27.712   81.348    90.00    92.40    132.3    125.8   2859.0    721.7   322.60    10.40    11.74     9.50     87.2   2772.0    0.000    -0.10     2.90    -0.70                              
 105950     27.712   81.335    90.00    92.40    132.4    125.9   2854.0    721.8   321.70    10.30    11.84     9.40     83.5   2771.0    0.000    -0.60     3.00    -0.90                              
 110000     27.710   81.322    90.30    92.40    132.3    125.6   2846.0    721.8   318.70    10.00    11.95     9.40     75.3   2771.0    0.000    -1.20     3.10    -1.10                              
 110010     27.710   81.308    90.10    92.40    131.6    125.4   2861.0    721.1   321.70     9.90    11.65     9.50     83.4   2778.0    0.000     0.70     3.20    -0.50                              
 110020     27.710   81.295    89.80    92.40    130.9    124.8   2863.0    720.2   325.00    10.60    11.85     9.30     75.0   2788.0    0.000    -0.60     3.20    -0.60                              
 110030     27.710   81.282    89.70    92.50    131.2    124.8   2860.0    720.2   324.20    10.70    11.54     9.50     72.5   2788.0    0.000    -0.50     3.10    -0.70                              
 110040     27.708   81.268    89.90    92.70    131.5    124.8   2870.0    720.3   324.90    11.30    11.52     9.50     83.3   2787.0    0.000     0.90     3.10    -0.40                              
 110050     27.708   81.255    90.20    93.00    131.7    124.9   2875.0    720.3   324.10    11.40    11.58     9.50     88.0   2787.0    0.000     0.60     3.10    -0.60                              
 110100     27.707   81.242    90.20    93.10    132.0    125.5   2877.0    720.2   326.50    11.40    11.62     9.50     89.2   2788.0    0.000     0.40     3.00    -0.70                              
 110110     27.707   81.228    90.20    93.20    132.2    125.8   2880.0    720.2   327.20    11.40    11.61     9.60     92.1   2788.0    0.000     0.20     3.00    -0.70                              
 110120     27.707   81.215    90.30    93.30    132.3    126.1   2878.0    720.2   327.60    11.40    11.61     9.60     90.1   2788.0    0.000     0.00     2.90    -0.70                              
 110130     27.705   81.202    90.30    93.30    132.6    126.4   2880.0    720.1   327.40    11.00    11.63     9.60     91.5   2789.0    0.000     0.10     2.90    -0.80                              
 110140     27.705   81.188    90.70    93.20    132.7    126.3   2879.0    720.2   323.10    10.30    11.58     9.60     90.8   2788.0    0.000     0.00     2.90    -1.00                              
 110150     27.705   81.175    90.70    93.00    132.9    126.5   2882.0    720.1   322.00    10.10    11.62     9.40     93.2   2789.0    0.000     0.30     2.80    -0.90                              
 110200     27.703   81.162    90.90    92.90    133.2    126.3   2880.0    720.2   318.50    10.10    11.57     9.00     91.8   2788.0    0.000    -0.10     2.90    -1.00                              
 110210     27.703   81.148    90.70    92.80    133.3    125.6   2883.0    720.2   314.80    10.60    11.55     9.10     95.7   2788.0    0.000     0.30     3.00    -0.90                              
 110220     27.703   81.135    90.50    92.70    133.5    125.5   2878.0    720.3   315.00    11.00    11.62     9.00     91.5   2787.0    0.000    -0.70     3.10    -1.00                              
 110230     27.702   81.122    90.40    92.70    133.4    125.5   2874.0    720.4   316.30    11.30    11.63     9.00     88.0   2786.0    0.000    -1.00     3.20    -0.70                              
 110240     27.702   81.108    90.30    92.70    133.4    125.5   2876.0    720.4   316.70    11.30    11.58     9.00     90.0   2786.0    0.000    -0.30     3.10    -0.80                              
 110250     27.702   81.093    90.90    92.90    132.9    125.1   2861.0    721.3   316.10    11.00    11.66     9.20     85.8   2775.0    0.000    -0.30     1.70    -1.30                              
 110300     27.700   81.080    90.90    92.90    132.2    124.5   2817.0    725.2   315.80    10.90    12.05     9.40     83.9   2733.0    0.000    -0.20     0.90    -1.50                              
 110310     27.700   81.067    90.80    92.90    132.2    124.4   2759.0    730.1   315.60    11.10    12.56     9.50     79.6   2680.0    0.000     0.10     0.50    -1.30                              
 110320     27.698   81.053    90.80    92.90    132.3    124.1   2701.0    735.0   314.80    11.50    12.91     9.80     74.3   2627.0    0.000    -0.50     0.60    -1.30                              
 110330     27.698   81.040    90.60    93.10    132.4    124.3   2643.0    740.1   317.30    11.90    12.98    10.20     70.5   2572.0    0.000    -0.40     0.60    -1.00                              
 110340     27.698   81.027    90.70    93.50    132.5    124.1   2587.0    745.1   318.40    12.40    12.97    11.00     68.6   2518.0    0.000    -0.10     0.60    -0.90                              
 110350     27.697   81.013    91.10    93.60    132.4    123.9   2532.0    750.1   316.80    12.30    13.35    11.20     66.2   2466.0    0.000     0.20     0.60    -1.10                              
 110400     27.697   81.000    91.00    93.80    132.3    123.2   2475.0    755.1   316.40    13.00    13.72    11.50     62.4   2413.0    0.000    -0.20     0.60    -1.20                              
 110410     27.695   80.987    90.00    93.40    132.3    122.3   2416.0    760.4   315.70    14.10    13.83    11.60     59.6   2356.0    0.000    -0.20     0.60    -1.80                              
 110420     27.695   80.973    89.70    93.00    132.4    121.9   2357.0    765.7   313.20    14.50    14.21    11.30     56.6   2300.0    0.000     0.20     0.60    -1.60                              
 110430     27.695   80.960    89.80    92.60    132.8    122.4   2294.0    771.1   311.20    13.80    14.57    10.10     49.8   2244.0    0.000    -0.30     0.40    -1.80                              
 110440     27.693   80.947    89.50    92.30    133.0    122.9   2233.0    776.5   311.10    13.60    14.89    11.10     44.9   2188.0    0.000    -0.30     0.30    -1.50                              
 110450     27.693   80.933    89.50    92.10    133.4    123.3   2175.0    782.1   309.70    13.30    15.16    12.50     43.9   2131.0    0.000     0.00     0.30    -1.50                              
 110500     27.693   80.920    89.60    91.90    133.7    123.3   2114.0    787.6   306.40    13.00    15.61    12.50     39.7   2075.0    0.000    -0.10     0.30    -1.60                              
 110510     27.693   80.907    90.20    91.90    134.0    123.1   2060.0    793.0   302.00    12.90    16.03    12.10     40.1   2019.0    0.000     0.40     0.30    -0.90                              
 110520     27.692   80.893    90.10    92.10    134.2    123.6   2003.0    798.3   304.60    12.90    16.41    12.80     36.7   1966.0    0.000     0.10     0.30    -0.90                              
 110530     27.692   80.878    90.20    92.40    134.3    123.3   1949.0    803.4   305.80    13.60    16.98    12.80     34.4   1914.0    0.000     0.20     0.30    -0.90                              
 110540     27.692   80.865    90.50    92.60    134.4    123.6   1895.0    808.6   305.60    13.30    17.51    12.90     32.4   1862.0    0.000     0.20     0.30    -1.00                              
 110550     27.690   80.852    91.00    92.60    134.5    123.6   1842.0    813.7   301.30    12.60    17.87    13.20     30.3   1812.0    0.000     0.30     0.30    -1.50                              
 110600     27.690   80.838    90.90    92.50    134.4    124.0   1791.0    818.8   301.70    12.10    18.36    12.70     30.1   1761.0    0.000     0.40     0.30    -1.50                              
 110610     27.690   80.825    91.20    92.30    134.2    123.9   1740.0    823.9   299.00    11.80    18.49    13.30     28.9   1711.0    0.000     0.40     0.40    -1.60                              
 110620     27.690   80.812    91.00    92.10    133.7    124.5   1691.0    828.7   299.80    10.60    18.49    14.40     27.7   1663.0    0.000     0.00     0.40    -1.60                              
 110630     27.688   80.798    90.90    91.80    133.0    123.9   1647.0    833.3   297.60    10.20    18.57    15.30     28.7   1618.0    0.000     0.20     0.70    -1.80                              
 110640     27.688   80.785    90.50    91.60    131.7    123.2   1610.0    837.1   301.80    10.00    18.80    15.60     28.7   1582.0    0.000     0.20     1.20    -1.40                              
 110650     27.688   80.772    90.40    91.50    129.8    121.3   1592.0    838.9   300.10     9.80    19.13    15.50     28.1   1564.0    0.000     0.00     2.60    -1.30                              
 110700     27.688   80.758    90.20    91.30    129.5    121.1   1591.0    838.9   300.60     9.80    19.23    15.30     27.1   1564.0    0.000     0.10     2.80    -0.90                              
 110710     27.688   80.745    90.10    91.20    130.3    122.2   1582.0    839.5   302.20     9.60    19.27    15.60     24.1   1558.0    0.000     0.10     2.20    -1.00                              
 110720     27.687   80.732    90.00    91.30    130.9    122.8   1577.0    840.2   303.90     9.80    19.36    16.20     25.6   1552.0    0.000     0.10     2.50    -0.70                              
 110730     27.687   80.718    91.30    92.40    131.0    122.7   1579.0    840.0   304.70    10.00    19.31    16.60     25.7   1553.0    0.000     0.30     2.60     1.50                              
 110740     27.687   80.705    92.40    93.70    131.2    122.7   1580.0    839.8   306.40    10.20    19.32    16.40     24.8   1555.0    0.000     0.20     2.50     0.20                              
 110750     27.685   80.692    93.30    94.30    131.5    122.6   1579.0    839.8   302.10    10.10    19.46    16.00     23.9   1555.0    0.000    -0.10     2.40    -0.60                              
 110800     27.685   80.678    93.60    94.40    131.6    122.8   1578.0    840.0   301.00     9.90    19.54    15.90     24.5   1554.0    0.000     0.10     2.60    -0.60                              
 110810     27.683   80.665    93.00    93.90    131.4    122.7   1577.0    840.0   301.00     9.80    19.47    16.10     24.0   1553.0    0.000     0.00     2.70    -2.00                              
 110820     27.683   80.652    92.10    93.10    131.3    122.4   1578.0    839.9   300.50    10.10    19.36    16.30     23.4   1555.0    0.000     0.20     2.60    -2.50                              
