Isabel                   20030916H1
 
  TIME       Lat       Lon     Head   Track      GnSpd     TAS    GeoAl    Press     WndDr     WndSp   Tempr    Dewpt   D Val     PrAlt      JW    VtWnd     Pitch     Roll                                      
 HHMMSS     Deg N     Deg W     Deg    Deg        m/s       m/s      m       mb       Deg       m/s      C        C       m         m       g/m3      m/s      Deg      Deg                             
 100000     17.700   64.787   355.50   355.50      2.6     11.5      2.0   1013.1   332.00     9.00    27.68    23.70      0.4      2.0    0.000    -0.30     0.10     0.10                              
 100010     17.702   64.787   355.30   355.30      3.5     11.5      1.0   1013.1   334.00     7.80    27.71    23.70     -0.4      1.0    0.000    -2.70    -0.60     0.20                              
 100020     17.702   64.787   303.20   305.10      2.8     11.4      2.0   1013.0   307.50     9.00    27.62    23.60     -0.2      2.0    0.000    -0.20    -0.10    -0.60                              
 100030     17.702   64.787   264.80   232.90      0.5     11.4      1.0   1013.1   261.20    11.00    27.49    23.60     -0.6      2.0    0.000    -1.00    -0.30    -0.20                              
 100040     17.702   64.787   264.80   172.10      0.3     12.3      2.0   1012.9   260.90    12.30    27.36    23.60     -1.2      3.0    0.000     0.90    -0.20    -0.20                              
 100050     17.702   64.787   264.80   172.40      0.3     12.4      2.0   1012.9   276.70    11.60    27.44    23.60     -1.2      3.0    0.000     4.40    -0.20    -0.20                              
 100100     17.702   64.788   264.80   172.00      0.3     11.4      2.0   1012.9   266.10    11.50    27.36    23.60     -0.6      3.0    0.000     0.00    -0.20    -0.20                              
 100110     17.702   64.788   264.80   175.60      0.3     13.1      1.0   1012.7   263.40    11.30    27.25    23.60     -3.7      5.0    0.000     6.40    -0.30    -0.20                              
 100120     17.702   64.788   264.80   171.90      0.3     11.4      1.0   1013.1   306.60    10.90    27.50    23.60     -0.2      1.0    0.000    -4.20    -0.70    -0.20                              
 100130     17.702   64.788   263.80   262.50     12.8     14.1      1.0   1013.5   203.20     2.30    27.88    23.70      3.2     -2.0    0.000    -0.70    -0.30    -0.10                              
 100140     17.702   64.790   263.90   263.30     32.1     32.6      1.0   1013.1   188.90     1.70    28.02    23.90     -0.4      1.0    0.000     0.40    -0.30    -0.20                              
 100150     17.700   64.793   264.20   263.70     49.3     48.4      2.0   1012.8   148.10     2.20    27.98    23.80     -1.9      4.0    0.000     1.20    -0.50     0.00                              
 100200     17.700   64.800   263.90   263.50     64.6     62.5      2.0   1013.0   127.20     3.00    28.08    23.90      0.2      2.0    0.000     1.90    -1.20     0.10                              
 100210     17.700   64.807   263.10   263.70     76.6     71.7      1.0   1014.7   102.60     5.10    28.11    23.90     13.0    -12.0    0.000     0.90     5.40     0.70                              
 100220     17.698   64.813   265.10   264.00     79.0     76.3     26.0   1009.0   119.70     3.50    28.03    23.90     -9.8     36.0    0.000     0.40     8.20     0.20                              
 100230     17.698   64.822   262.40   262.30     81.0     77.6     65.0   1004.4   123.40     4.70    27.90    23.60     -9.2     74.0    0.000     0.70     7.80    -1.60                              
 100240     17.697   64.828   262.90   262.50     84.0     80.8    102.0   1000.9   127.40     4.70    27.52    23.80     -1.7    104.0    0.000     1.70     6.30     1.20                              
 100250     17.697   64.837   263.60   263.10     86.4     82.9    134.0    997.1   123.50     4.70    27.33    23.30     -1.3    135.0    0.000     1.30     5.50    -0.10                              
 100300     17.695   64.845   263.70   263.70     89.9     86.2    163.0    994.5   123.40     5.00    27.12    23.30      5.7    157.0    0.000     1.30     5.90     0.70                              
 100310     17.695   64.853   264.60   264.50     95.2     91.8    183.0    992.5   128.90     5.00    26.91    23.20      8.8    174.0    0.000     0.70     4.00    -0.40                              
 100320     17.693   64.863   264.20   264.80    100.3     97.2    199.0    990.7   132.70     4.90    26.80    23.40      8.9    190.0    0.000     0.30     4.30     0.10                              
 100330     17.693   64.872   266.20   265.80    104.8    101.7    220.0    988.1   133.90     4.90    26.67    23.20      8.3    211.0    0.000    -0.20     6.10     0.50                              
 100340     17.692   64.882   265.70   266.90    108.6    104.2    259.0    984.3   128.40     5.90    26.33    23.20     15.0    244.0    0.000     1.00     5.60     1.30                              
 100350     17.692   64.893   265.80   266.60    111.2    107.4    311.0    979.9   131.60     5.50    26.07    22.80     29.5    281.0    0.000     0.60     7.40    -0.70                              
 100400     17.692   64.903   266.50   267.20    108.6    105.5    402.0    969.9   136.50     5.60    25.33    22.90     34.7    368.0    0.000     0.00     9.10     1.10                              
 100410     17.690   64.913   266.70   268.10    106.8    104.1    495.0    959.6   144.10     5.70    24.51    22.20     39.1    456.0    0.000     0.40     7.90     0.60                              
 100420     17.690   64.923   266.50   267.90    107.8    104.9    559.0    952.8   146.40     6.00    23.93    21.80     42.9    516.0    0.000     0.50     6.90    -1.80                              
 100430     17.690   64.933   265.10   266.80    108.7    105.9    619.0    946.1   147.10     6.30    23.51    21.50     44.3    575.0    0.000     0.10     6.60    -0.30                              
 100440     17.690   64.943   265.00   266.90    110.6    108.0    670.0    940.8   150.90     6.50    23.04    21.30     48.2    622.0    0.000     0.00     6.00     2.80                              
 100450     17.690   64.955   274.30   275.70    113.8    110.6    712.0    936.1   155.70     7.00    23.14    19.70     48.8    663.0    0.000    -0.60     5.00    12.00                              
 100500     17.692   64.965   288.40   288.60    117.8    112.9    743.0    932.9   151.50     7.10    22.94    19.60     51.5    691.0    0.000    -0.50     5.50    16.90                              
 100510     17.697   64.975   304.50   304.00    121.2    114.9    781.0    928.8   152.50     7.30    22.95    18.50     52.3    728.0    0.000    -0.20     4.30    16.30                              
 100520     17.703   64.983   320.40   319.20    124.7    117.6    807.0    925.9   153.10     7.50    22.79    18.20     52.6    754.0    0.000    -0.80     4.70    19.40                              
 100530     17.713   64.990   337.80   335.70    124.0    116.5    874.0    918.9   153.70     7.80    22.38    18.20     57.1    816.0    0.000    -0.20     6.30    16.60                              
 100540     17.723   64.993   347.30   345.00    119.9    112.9    975.0    908.3   152.20     7.90    21.66    18.10     62.3    913.0    0.000    -0.30     8.80     4.80                              
 100550     17.733   64.997   350.20   347.80    117.7    110.7   1070.0    898.4   152.50     7.60    20.87    17.20     67.3   1003.0    0.000     0.30     6.80     1.80                              
 100600     17.745   64.998   351.50   348.80    118.3    111.7   1129.0    892.4   151.20     7.10    21.21    15.30     70.5   1059.0    0.000     0.10     6.00     0.20                              
 100610     17.755   65.000   351.70   349.30    119.3    112.1   1176.0    887.6   153.00     7.60    20.76    15.90     73.4   1103.0    0.000    -0.10     5.90    -0.20                              
 100620     17.765   65.003   352.00   349.40    121.0    113.7   1214.0    883.0   151.80     7.70    20.55    15.40     68.7   1145.0    0.000     0.00     5.20    -0.30                              
 100630     17.777   65.005   351.30   349.20    123.5    116.6   1252.0    879.5   154.70     7.10    19.81    16.40     73.5   1178.0    0.000     0.30     4.40    -3.30                              
 100640     17.788   65.008   348.40   346.50    125.8    119.1   1284.0    876.1   150.50     7.00    19.50    15.90     73.5   1210.0    0.000    -0.10     4.90    -4.20                              
 100650     17.798   65.010   345.10   343.50    125.6    119.2   1345.0    870.0   150.20     6.80    19.73    13.60     77.8   1267.0    0.000    -0.10     6.10    -4.10                              
 100700     17.810   65.015   342.70   341.10    125.2    117.7   1410.0    863.5   153.20     7.70    19.36    12.60     80.6   1329.0    0.000    -0.20     6.20    -3.50                              
 100710     17.820   65.018   340.60   339.10    125.6    118.2   1467.0    857.8   151.60     7.50    18.79    12.30     84.4   1383.0    0.100     0.00     5.30    -0.60                              
 100720     17.832   65.023   340.10   338.90    124.9    117.3   1530.0    851.6   151.40     7.90    18.47    11.70     88.5   1442.0    0.100     0.30     6.90     0.20                              
 100730     17.842   65.027   339.30   337.90    124.1    117.3   1606.0    844.3   154.40     7.10    17.71    12.10     93.5   1513.0    0.100     0.70     6.70    -2.30                              
 100740     17.852   65.032   337.00   336.70    122.2    115.5   1689.0    836.2   158.30     7.00    16.98    11.90     98.2   1591.0    0.100     0.50     7.30     2.60                              
 100750     17.862   65.037   339.00   337.40    119.7    113.4   1778.0    827.6   151.30     6.70    16.66    11.80    103.4   1674.0    0.100     0.20     8.00     0.40                              
 100800     17.872   65.040   339.40   337.40    117.6    111.5   1860.0    819.7   146.80     6.40    16.20    11.00    107.3   1752.0    0.100    -0.40     7.90     0.60                              
 100810     17.882   65.045   340.70   338.70    116.5    111.3   1928.0    813.3   146.40     5.50    16.24     8.60    112.3   1816.0    0.100     0.20     6.50     0.90                              
 100820     17.892   65.048   341.40   339.60    117.0    111.4   1978.0    808.5   152.10     5.80    16.36     6.80    114.5   1864.0    0.100     0.00     5.90     0.30                              
 100830     17.902   65.052   341.90   340.00    118.4    112.3   2012.0    805.2   152.90     6.20    16.00     6.70    115.4   1897.0    0.100    -0.50     5.70    -0.40                              
 100840     17.912   65.057   340.90   339.30    120.4    114.3   2042.0    802.3   153.00     6.10    15.79     7.20    116.4   1926.0    0.100    -0.10     5.00    -4.00                              
 100850     17.922   65.060   338.20   336.40    122.3    116.8   2068.0    800.0   149.80     5.60    15.65     8.50    118.7   1949.0    0.100    -0.50     5.90    -4.30                              
 100900     17.932   65.065   334.70   333.40    122.4    117.6   2117.0    795.4   153.50     4.90    15.38     8.30    121.2   1996.0    0.100    -0.20     6.10    -4.80                              
 100910     17.942   65.070   331.70   330.20    121.9    117.1   2172.0    790.2   149.30     5.00    15.03     9.40    123.4   2049.0    0.100    -0.20     6.20    -4.10                              
 100920     17.950   65.077   328.50   327.40    121.5    116.7   2230.0    784.8   151.40     5.00    14.33     9.30    126.8   2103.0    0.100     0.60     5.80    -4.60                              
 100930     17.960   65.083   326.40   325.10    121.8    117.2   2281.0    780.1   147.70     4.70    14.11     9.00    129.6   2151.0    0.100     0.20     5.90    -1.30                              
 100940     17.968   65.090   326.40   324.90    122.2    117.6   2330.0    775.7   145.70     4.70    14.16     6.60    132.9   2197.0    0.100     0.50     5.50    -0.30                              
 100950     17.978   65.097   326.20   324.50    123.1    118.9   2371.0    771.9   141.00     4.20    13.86     6.20    134.5   2236.0    0.100     0.10     5.30    -1.30                              
 101000     17.987   65.103   325.90   324.70    124.1    120.6   2400.0    768.5   147.30     3.60    13.23     8.30    128.7   2272.0    0.100    -0.90     4.60    -0.30                              
 101010     17.997   65.110   325.70   324.40    125.2    121.5   2430.0    765.7   143.60     3.70    13.44     8.00    129.3   2301.0    0.100    -0.70     4.70    -1.90                              
 101020     18.005   65.117   324.90   323.60    126.4    122.3   2458.0    763.0   142.10     4.20    13.38     7.30    129.1   2329.0    0.000    -0.30     4.80    -1.00                              
 101030     18.015   65.125   324.30   323.30    127.5    123.3   2489.0    760.2   140.10     4.20    12.85     8.40    130.4   2359.0    0.100     0.00     4.40    -1.30                              
 101040     18.023   65.132   323.70   322.80    128.0    125.9   2528.0    756.6   130.60     2.10    12.66     8.70    132.1   2396.0    0.100    -0.10     5.30    -0.90                              
 101050     18.033   65.138   323.40   322.90    125.2    123.8   2608.0    749.7   187.80     2.40    12.75     6.40    139.1   2469.0    0.100     0.50     6.90     0.10                              
 101100     18.042   65.145   324.00   323.20    122.6    121.1   2693.0    742.4   173.40     2.00    12.09     6.80    145.5   2547.0    0.100     0.50     6.90    -1.00                              
 101110     18.052   65.153   323.70   323.00    121.7    120.3   2754.0    736.9   190.30     2.10    11.87     3.80    147.0   2607.0    0.100     0.70     5.40    -0.10                              
 101120     18.060   65.160   323.20   323.30    122.5    121.2   2795.0    733.2   205.00     2.80    11.91     1.70    148.1   2646.0    0.100     0.80     4.70    -0.60                              
 101130     18.068   65.167   323.30   323.60    123.7    123.3   2830.0    730.0   224.20     3.00    11.57     1.10    149.4   2681.0    0.100     0.50     4.10     0.60                              
 101140     18.078   65.173   323.80   324.10    125.1    123.4   2856.0    727.6   205.30     3.60    11.25     1.50    149.6   2707.0    0.100    -0.10     4.50    -0.30                              
 101150     18.087   65.180   324.10   324.20    126.0    124.0   2885.0    725.1   195.20     3.30    11.07     1.80    151.0   2734.0    0.100    -0.60     4.60    -0.60                              
 101200     18.097   65.188   324.70   324.10    126.8    125.2   2911.0    723.0   192.00     2.60    10.72     2.10    154.4   2757.0    0.100    -0.50     5.40    -0.90                              
 101210     18.105   65.195   324.40   324.30    127.0    125.0   2956.0    719.1   181.40     2.60    10.94     1.30    156.6   2800.0    0.100     1.00     4.10    -0.30                              
 101220     18.115   65.202   325.30   324.20    127.0    124.3   2998.0    715.6   157.10     2.90    10.92     0.90    159.1   2839.0    0.100     0.40     5.50    -0.10                              
 101230     18.125   65.208   324.70   324.40    126.7    123.0   3046.0    711.5   157.70     3.90    10.65     1.10    161.9   2884.0    0.100     0.40     5.20    -0.20                              
 101240     18.133   65.215   325.20   324.40    126.9    123.6   3090.0    707.9   155.90     3.40    10.02     2.90    166.5   2923.0    0.100     0.60     4.90    -0.40                              
 101250     18.143   65.223   324.70   324.60    127.3    122.9   3130.0    704.9   168.50     4.90     9.95     1.90    172.5   2957.0    0.100     0.90     5.50     0.30                              
 101300     18.153   65.230   324.60   325.10    127.8    125.4   3166.0    701.5   199.50     4.20     9.48     2.20    170.4   2995.0    0.100     0.70     4.30    -0.20                              
 101310     18.162   65.237   324.40   325.00    127.8    126.7   3205.0    698.4   216.50     3.70     9.51     1.80    174.0   3031.0    0.100     0.60     5.00    -1.00                              
 101320     18.172   65.243   324.20   324.60    127.9    125.8   3246.0    694.5   201.60     4.00     8.51     2.50    172.9   3074.0    0.100     0.10     4.70    -0.80                              
 101330     18.182   65.250   322.90   324.30    127.9    126.2   3291.0    691.2   215.10     5.40     8.74     1.40    179.6   3112.0    0.100     0.30     5.30    -0.60                              
 101340     18.190   65.257   323.80   324.00    127.4    125.3   3333.0    687.6   191.10     3.30     8.80     0.40    180.4   3153.0    0.100    -0.30     5.20    -0.90                              
 101350     18.200   65.265   324.50   324.10    127.3    126.2   3369.0    684.3   207.00     2.70     8.59     1.20    178.6   3191.0    0.100    -0.50     4.90    -0.40                              
 101400     18.208   65.272   323.20   323.60    127.9    126.5   3405.0    681.4   208.20     3.50     7.84     2.00    182.0   3223.0    0.100     1.70     3.90    -1.20                              
 101410     18.218   65.278   322.90   323.30    128.3    128.3   3443.0    678.4   231.90     4.10     7.50     1.50    184.6   3258.0    0.100     0.50     4.80    -0.90                              
 101420     18.228   65.287   322.90   323.40    128.7    128.7   3477.0    675.5   232.20     3.90     7.19     1.20    186.1   3291.0    0.100    -0.30     5.00     0.20                              
 101430     18.237   65.293   323.40   324.10    128.0    128.4   3522.0    671.9   238.00     4.20     6.81     0.80    188.7   3333.0    0.100    -0.10     5.20    -0.10                              
 101440     18.247   65.300   323.70   324.40    126.9    127.0   3571.0    668.2   233.00     4.40     6.29     1.30    194.6   3376.0    0.100    -0.20     6.00     0.00                              
 101450     18.255   65.307   324.60   325.10    126.2    125.9   3623.0    664.1   229.20     3.90     5.61     1.70    199.1   3423.0    0.100     0.70     4.90     0.70                              
 101500     18.265   65.315   324.70   325.40    127.1    126.6   3648.0    662.0   226.90     4.10     5.40     0.90    200.0   3448.0    0.100     0.00     4.80    -0.10                              
 101510     18.275   65.322   325.10   325.50    127.1    126.2   3687.0    658.8   218.40     3.60     4.65     2.40    201.4   3486.0    0.100     0.40     4.10     0.20                              
 101520     18.283   65.328   325.40   325.70    127.6    126.6   3716.0    656.7   217.70     3.60     4.81     0.70    205.2   3511.0    0.100     0.10     5.10    -0.80                              
 101530     18.293   65.335   325.30   325.50    127.5    126.3   3756.0    653.5   214.80     3.60     4.34     0.90    207.6   3549.0    0.100     0.00     5.20     0.00                              
 101540     18.303   65.342   325.30   325.60    127.6    125.9   3793.0    650.4   208.90     3.90     3.93     0.90    206.8   3586.0    0.100     0.30     4.80    -1.20                              
 101550     18.313   65.348   324.90   325.20    128.3    127.0   3825.0    648.1   214.60     3.80     3.87     0.60    211.5   3613.0    0.100     0.10     4.50    -1.00                              
 101600     18.322   65.355   324.80   324.90    128.8    127.2   3852.0    646.2   207.20     3.60     4.07     0.40    215.4   3637.0    0.100     0.00     5.00    -1.10                              
 101610     18.332   65.362   324.20   324.40    129.1    127.9   3884.0    643.5   212.00     3.30     3.76     0.40    215.3   3668.0    0.100     0.60     4.50    -1.10                              
 101620     18.342   65.370   323.60   323.90    129.9    128.7   3914.0    641.0   213.40     3.60     3.47     0.80    214.9   3699.0    0.100     0.40     4.40    -0.50                              
 101630     18.350   65.377   323.70   324.10    130.4    128.2   3948.0    638.5   200.40     4.10     3.81    -1.00    218.3   3729.0    0.100     0.40     4.50     0.40                              
 101640     18.360   65.383   324.00   324.10    131.3    129.4   3975.0    636.2   200.40     3.60     3.72    -1.30    218.5   3756.0    0.100     0.10     4.30    -1.00                              
 101650     18.370   65.392   323.80   324.00    132.7    130.4   3993.0    634.7   198.00     4.00     3.55    -1.40    217.9   3775.0    0.100     0.30     3.60    -0.70                              
 101700     18.380   65.398   323.60   323.70    132.4    130.3   4030.0    632.0   197.00     3.70     3.50    -1.60    223.2   3807.0    0.000     0.10     5.10    -1.10                              
 101710     18.390   65.407   323.90   323.50    131.6    129.5   4074.0    628.5   187.40     3.10     3.72    -4.30    224.0   3850.0    0.000     0.30     5.20    -0.60                              
 101720     18.398   65.413   324.00   323.80    131.4    129.2   4118.0    625.3   189.60     3.30     3.75    -4.90    228.4   3890.0    0.000     0.40     4.80     1.20                              
 101730     18.408   65.422   324.90   324.60    131.7    129.8   4152.0    622.8   192.70     2.90     3.63    -3.60    231.6   3920.0    0.000     0.30     4.50     0.00                              
 101740     18.418   65.428   324.90   324.80    131.8    129.7   4181.0    620.6   193.60     3.40     3.27    -4.50    232.8   3948.0    0.000     0.10     5.50    -1.00                              
 101750     18.428   65.435   324.50   324.40    131.7    129.7   4222.0    617.5   194.90     3.10     2.89    -3.50    235.3   3987.0    0.000     0.00     4.90    -0.90                              
 101800     18.438   65.443   325.00   324.80    131.8    129.6   4253.0    615.1   190.60     3.20     2.75    -4.70    237.1   4016.0    0.000    -0.10     4.70     0.80                              
 101810     18.448   65.450   326.50   325.80    131.6    129.5   4287.0    612.7   179.90     2.60     2.88    -6.10    240.0   4047.0    0.000     0.20     5.10     0.20                              
 101820     18.458   65.457   326.10   325.60    131.3    129.0   4322.0    609.9   179.40     2.80     2.53    -5.70    240.7   4081.0    0.000    -0.10     5.10    -1.30                              
 101830     18.467   65.463   325.40   325.00    131.8    129.2   4348.0    608.0   174.50     3.00     2.46    -6.50    242.5   4105.0    0.000    -0.10     4.60    -1.60                              
 101840     18.477   65.472   325.10   324.40    130.7    128.7   4384.0    605.0   175.90     2.40     2.24    -6.80    241.0   4143.0    0.000     0.10     5.30    -1.10                              
 101850     18.487   65.478   324.90   324.30    130.5    128.5   4422.0    602.1   176.90     2.40     1.99    -6.80    243.1   4179.0    0.000     0.20     4.80    -0.60                              
 101900     18.497   65.485   325.00   324.00    131.0    129.4   4454.0    600.0   160.80     1.70     1.62    -5.70    247.4   4207.0    0.000     0.40     4.70    -0.80                              
 101910     18.505   65.493   324.80   324.10    131.2    129.2   4482.0    597.9   173.20     2.30     1.31    -6.40    249.2   4233.0    0.000     0.00     5.10    -0.30                              
 101920     18.515   65.500   324.60   324.20    131.3    129.8   4514.0    595.5   190.60     2.30     0.96    -6.20    250.9   4263.0    0.000     0.40     4.60     0.30                              
 101930     18.525   65.507   324.90   324.20    132.3    130.1   4533.0    594.0   175.80     2.50     0.87    -6.30    249.8   4283.0    0.000     0.30     4.10    -0.80                              
 101940     18.535   65.515   325.80   324.90    133.0    130.5   4554.0    592.5   166.10     2.70     0.84    -6.80    252.2   4302.0    0.000     0.10     4.60     0.90                              
 101950     18.545   65.522   327.30   326.40    133.4    131.3   4580.0    590.5   177.10     2.50     0.57    -9.00    252.4   4328.0    0.000     0.10     4.30     1.30                              
 102000     18.555   65.528   329.00   328.10    133.9    132.3   4601.0    588.9   191.70     2.20     0.30    -7.40    252.4   4348.0    0.000    -0.10     4.10     1.60                              
 102010     18.565   65.535   331.00   330.40    134.7    133.2   4619.0    587.7   202.50     2.50     0.20    -8.10    255.1   4364.0    0.000    -0.10     3.90     3.30                              
 102020     18.577   65.542   333.20   332.80    135.7    134.7   4632.0    586.9   220.30     2.60     0.08    -8.00    256.8   4375.0    0.000    -0.10     4.20     1.40                              
 102030     18.587   65.547   334.00   333.70    135.6    134.5   4656.0    584.9   219.10     2.70     0.00    -9.80    254.9   4401.0    0.000    -0.10     4.40     0.00                              
 102040     18.598   65.553   334.20   334.00    135.6    134.3   4687.0    582.7   215.90     3.00    -0.28    -9.40    257.9   4429.0    0.000     0.50     4.10    -0.60                              
 102050     18.608   65.558   334.10   333.70    136.2    134.1   4712.0    580.9   199.00     3.00    -0.49    -9.40    259.4   4452.0    0.000     0.60     3.90    -1.20                              
 102100     18.620   65.565   334.50   334.30    136.4    133.9   4738.0    579.2   191.30     3.30    -0.74    -7.90    263.7   4475.0    0.000     0.00     4.80     0.90                              
 102110     18.632   65.570   336.00   335.60    135.4    132.8   4778.0    576.2   188.80     3.20    -1.11    -6.70    263.9   4514.0    0.000     0.10     5.00     0.30                              
 102120     18.642   65.575   336.40   335.90    134.6    131.6   4816.0    573.5   190.00     3.70    -1.36    -7.10    266.0   4550.0    0.000     0.20     4.90    -0.40                              
 102130     18.653   65.580   336.80   336.20    134.4    130.4   4846.0    571.4   178.70     4.30    -1.58    -7.30    268.0   4578.0    0.000     0.20     5.00    -0.30                              
 102140     18.665   65.585   336.70   336.20    134.1    129.8   4879.0    569.0   183.10     4.90    -1.96    -7.40    269.9   4609.0    0.000     0.20     4.80    -0.70                              
 102150     18.677   65.590   337.00   336.50    134.1    129.6   4904.0    567.2   177.70     4.90    -2.20    -7.50    270.5   4633.0    0.000     0.10     4.90     0.00                              
 102200     18.687   65.595   337.50   336.70    134.4    129.8   4934.0    565.1   173.30     4.80    -2.37    -7.40    273.2   4661.0    0.000     0.50     4.50    -0.50                              
 102210     18.698   65.600   337.20   336.60    134.8    129.9   4956.0    563.6   171.90     5.10    -2.63    -6.20    274.6   4681.0    0.000     0.10     4.90    -0.60                              
 102220     18.710   65.605   337.10   336.60    134.0    129.6   4990.0    561.0   177.10     4.80    -2.52    -6.00    273.9   4716.0    0.000     0.20     5.20     0.00                              
 102230     18.720   65.610   337.30   336.70    134.1    129.7   5021.0    559.0   180.10     4.80    -2.75    -6.10    277.9   4743.0    0.000     0.30     5.20    -0.10                              
 102240     18.732   65.615   338.00   337.00    134.0    130.0   5052.0    556.8   172.90     4.20    -3.03    -7.20    278.2   4773.0    0.000     0.40     4.80     0.00                              
 102250     18.743   65.620   338.50   337.50    135.1    131.1   5067.0    555.6   165.10     4.00    -3.33    -7.10    278.3   4789.0    0.000     0.20     4.10     0.50                              
 102300     18.755   65.625   339.30   338.30    135.5    131.8   5086.0    554.1   162.10     3.80    -3.21    -9.50    277.7   4809.0    0.000     0.00     4.50     0.50                              
 102310     18.765   65.630   340.60   339.20    135.6    132.4   5112.0    552.3   159.40     3.20    -3.39    -9.90    279.1   4833.0    0.000    -0.10     4.60     0.50                              
 102320     18.777   65.635   340.80   339.70    135.7    132.7   5138.0    550.4   160.70     3.00    -3.67   -10.00    278.7   4860.0    0.000     0.50     3.70    -0.70                              
 102330     18.788   65.638   340.70   339.90    137.1    134.0   5150.0    549.7   176.10     3.20    -3.87    -9.50    280.3   4870.0    0.000     0.80     3.30     0.00                              
 102340     18.800   65.643   341.60   340.40    139.1    135.4   5154.0    549.3   171.50     3.70    -3.97    -9.40    279.7   4875.0    0.000     0.80     2.90     0.70                              
 102350     18.812   65.648   342.40   341.30    141.8    138.0   5146.0    549.9   169.40     3.90    -3.93    -8.70    279.6   4867.0    0.000     0.50     2.50    -0.80                              
 102400     18.825   65.652   342.90   341.80    142.7    139.1   5146.0    549.8   175.30     3.70    -3.79    -9.20    278.1   4868.0    0.000     0.40     3.40     0.00                              
 102410     18.837   65.657   342.60   342.00    143.2    139.3   5157.0    549.2   179.50     4.00    -3.68    -9.40    281.0   4876.0    0.000     0.80     2.50     0.10                              
 102420     18.850   65.660   343.10   342.70    144.2    141.5   5152.0    549.4   194.00     3.20    -3.77    -9.20    279.2   4873.0    0.000     0.50     2.00     1.00                              
 102430     18.862   65.665   343.90   343.60    145.0    142.2   5146.0    550.0   200.70     3.50    -3.50   -10.30    280.7   4866.0    0.000    -0.30     3.10     0.70                              
 102440     18.875   65.668   345.50   344.60    145.6    142.1   5140.0    550.4   188.80     3.80    -3.60   -10.90    280.4   4860.0    0.000    -0.10     2.30     1.60                              
 102450     18.887   65.672   346.80   345.90    145.4    141.2   5141.0    550.3   185.50     4.50    -3.76    -9.80    279.9   4861.0    0.000    -0.40     3.70     0.40                              
 102500     18.900   65.675   347.60   346.80    144.8    140.5   5156.0    549.2   185.70     4.60    -3.91    -8.50    280.8   4875.0    0.000     0.00     3.60     0.40                              
 102510     18.913   65.678   347.40   346.80    145.0    140.7   5162.0    548.7   190.70     4.70    -4.01    -6.40    279.7   4883.0    0.000     0.30     2.70    -4.10                              
 102520     18.925   65.682   344.40   344.00    145.5    141.9   5164.0    548.8   187.50     3.90    -3.49    -9.30    282.8   4881.0    0.000     0.90     3.00    -6.30                              
 102530     18.938   65.687   340.70   340.30    145.9    143.0   5162.0    548.8   195.10     3.50    -3.49    -8.10    281.2   4881.0    0.000     0.40     2.80    -6.30                              
 102540     18.950   65.692   336.30   336.00    146.1    143.6   5164.0    548.8   196.10     3.30    -3.44    -8.60    282.7   4882.0    0.000     0.60     2.70    -7.60                              
 102550     18.962   65.697   332.50   332.30    146.5    144.4   5163.0    548.9   204.10     3.40    -3.53    -8.70    282.8   4881.0    0.000     0.40     2.70    -5.80                              
 102600     18.973   65.703   329.80   329.50    146.6    144.2   5162.0    548.8   191.80     3.30    -3.47    -9.30    281.2   4881.0    0.000     0.20     2.60    -5.40                              
 102610     18.985   65.712   327.00   326.90    147.0    144.2   5164.0    548.8   189.60     3.90    -3.39    -7.60    282.5   4882.0    0.000     0.80     2.40    -4.30                              
 102620     18.997   65.718   325.50   325.50    147.4    145.2   5161.0    549.0   200.90     3.90    -3.41    -9.60    282.9   4878.0    0.000     0.30     2.60    -2.60                              
 102630     19.007   65.727   324.00   324.10    147.5    145.3   5162.0    549.0   198.30     3.80    -3.50   -10.40    283.2   4879.0    0.000     0.20     2.50    -3.50                              
 102640     19.018   65.735   322.50   322.40    147.6    145.0   5161.0    549.0   190.00     3.90    -3.65    -9.40    282.6   4879.0    0.000     0.10     2.60    -2.90                              
 102650     19.028   65.745   321.20   321.10    147.6    145.3   5160.0    549.0   193.80     3.90    -3.60    -9.60    281.5   4879.0    0.000    -0.10     2.70    -3.00                              
 102700     19.038   65.753   320.40   320.30    147.7    145.5   5161.0    548.9   192.70     3.50    -3.67    -9.00    281.4   4880.0    0.000     0.20     2.50    -0.90                              
 102710     19.048   65.762   320.30   320.00    147.9    146.2   5160.0    549.0   196.40     3.00    -3.55   -10.20    280.9   4879.0    0.000    -0.30     2.50     0.10                              
 102720     19.058   65.772   319.90   319.80    147.8    146.9   5162.0    548.9   211.90     2.90    -3.17   -11.10    282.3   4880.0    0.000     0.00     2.50    -1.70                              
 102730     19.070   65.780   319.40   319.40    147.8    147.2   5161.0    549.0   219.60     3.30    -2.97   -11.30    281.9   4879.0    0.000     0.00     2.60    -1.10                              
 102740     19.080   65.790   319.10   319.40    147.8    146.9   5162.0    548.9   214.50     3.90    -2.93   -11.40    282.4   4880.0    0.000     0.10     2.50    -0.80                              
 102750     19.090   65.798   319.20   319.30    148.0    146.9   5164.0    548.9   209.70     3.40    -2.93   -11.60    283.7   4881.0    0.000     0.80     2.30    -0.70                              
 102800     19.100   65.808   319.20   319.10    148.5    147.5   5163.0    548.9   209.90     3.00    -3.04   -10.90    283.1   4880.0    0.000     0.50     2.20    -0.80                              
