UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
N,2,2005,58,3338406,1614563,1723843,1394878,1458436,137374,171037,11999,12574,55388,64819,1805,1904,13119,15073,1405843,1470915,140145,174705,20447,22493,58981,68669,3399,3533,1494786,1593336,1283354,1337418,133230,165987,10079,10713,54719,63998,1553,1608,11851,13612,1293204,1348609,135461,168987,17897,19953,58007,67522,3023,3090,119777,130507,111524,121018,4144,5050,1920,1861,669,821,252,296,1268,1461,112639,122306,4684,5718,2550,2540,974,1147,376,443
N,2,2005,59,2729041,1312290,1416751,1118882,1181345,121514,153678,9985,10811,49387,56587,1740,1826,10782,12504,1127748,1191531,123893,156788,16659,18704,52492,60043,3173,3344,1201892,1295876,1016036,1068828,117689,149155,8310,9188,48753,55888,1488,1583,9616,11234,1023872,1077912,119558,151674,14431,16500,51601,59044,2805,2973,110398,120875,102846,112517,3825,4523,1675,1623,634,699,252,243,1166,1270,103876,113619,4335,5114,2228,2204,891,999,368,371
N,2,2005,60,2727401,1308725,1418676,1122204,1190070,117478,149530,9455,10430,47461,54883,1610,1754,10517,12009,1130851,1199953,119688,152385,16119,18117,50452,58150,3035,3251,1207092,1305541,1027138,1084534,114105,145488,7977,8863,46915,54221,1409,1523,9548,10912,1034945,1093453,115877,147858,14174,16028,49683,57221,2713,2907,101633,113135,95066,105536,3373,4042,1478,1567,546,662,201,231,969,1097,95906,106500,3811,4527,1945,2089,769,929,322,344
N,2,2005,61,2742761,1310428,1432333,1134447,1215805,111642,143368,9295,9949,43459,49742,1448,1516,10137,11953,1142873,1225690,113793,146186,15832,17859,46225,52791,2781,2936,1216495,1324987,1046680,1115605,108475,139564,7873,8564,42967,49104,1271,1308,9229,10842,1054317,1124530,110220,141884,13990,15940,45517,51893,2483,2602,93933,107346,87767,100200,3167,3804,1422,1385,492,638,177,208,908,1111,88556,101160,3573,4302,1842,1919,708,898,298,334
N,2,2005,62,2686495,1279209,1407286,1108531,1195789,108209,140601,8649,9510,42593,48829,1401,1464,9826,11093,1116779,1205018,110249,143254,15092,16811,45213,51630,2592,2721,1191340,1304657,1026395,1099963,105161,136865,7463,8206,42120,48238,1228,1287,8973,10098,1033892,1108320,106834,139081,13488,15031,44544,50821,2332,2449,87869,102629,82136,95826,3048,3736,1186,1304,473,591,173,177,853,995,82887,96698,3415,4173,1604,1780,669,809,260,272
N,2,2005,63,2367863,1120780,1247083,968986,1055658,95156,126805,7829,8473,38913,44995,1297,1307,8599,9845,976131,1063811,96935,129081,13491,14901,41221,47584,2312,2460,1040881,1155613,894070,970197,92564,123522,6735,7309,38504,44487,1133,1118,7875,8980,900586,977572,94046,125431,12047,13334,40625,46855,2058,2199,79899,91470,74916,85461,2592,3283,1094,1164,409,508,164,189,724,865,75545,86239,2889,3650,1444,1567,596,729,254,261
N,2,2005,64,2242773,1056290,1186483,907117,999140,93427,124214,7514,8071,38917,44365,1264,1312,8051,9381,913841,1006832,95063,126486,12649,14115,41240,46865,2242,2461,977836,1095164,833665,913696,90695,120897,6453,7051,38521,43889,1108,1124,7394,8507,839823,920619,92029,122774,11289,12685,40676,46202,2012,2180,78454,91319,73452,85444,2732,3317,1061,1020,396,476,156,188,657,874,74018,86213,3034,3712,1360,1430,564,663,230,281
N,2,2005,65,2146463,1009441,1137022,867162,956981,89389,120222,6780,7651,37288,42098,1173,1310,7649,8760,873545,964178,90999,122300,11662,13161,39453,44547,2071,2374,935352,1050036,797795,875586,86833,117051,5839,6648,36867,41622,1025,1141,6993,7988,803617,882114,88144,118772,10401,11786,38876,43893,1861,2131,74089,86986,69367,81395,2556,3171,941,1003,421,476,148,169,656,772,69928,82064,2855,3528,1261,1375,577,654,210,243
N,2,2005,66,2075535,971903,1103632,840319,936041,82590,112245,6569,7182,34168,38864,1051,1140,7206,8160,846353,942795,84093,114139,11271,12376,36133,41071,1875,2126,902599,1021190,775365,858976,80244,109147,5649,6218,33805,38423,922,987,6614,7439,780895,865083,81490,110701,10054,11108,35629,40455,1679,1900,69304,82442,64954,77065,2346,3098,920,964,363,441,129,153,592,721,65458,77712,2603,3438,1217,1268,504,616,196,226
N,2,2005,67,1986803,925991,1060812,799181,897087,80294,109429,6036,6780,32725,38582,1057,1163,6698,7771,804762,903448,81723,111315,10306,11696,34641,40723,1887,2085,860708,982211,737961,823724,78060,106455,5234,5781,32388,38139,922,1021,6143,7091,743055,829494,79257,108014,9249,10416,34166,40113,1684,1871,65283,78601,61220,73363,2234,2974,802,999,337,443,135,142,555,680,61707,73954,2466,3301,1057,1280,475,610,203,214
N,2,2005,68,1884475,870772,1013703,753166,860222,74407,102831,5575,6236,30514,36263,928,980,6182,7171,758314,866091,75729,104510,9515,10711,32280,38353,1621,1845,809527,937917,695674,789256,72339,100084,4811,5336,30224,35859,805,872,5674,6510,700377,794547,73446,101480,8516,9511,31853,37780,1448,1664,61245,75786,57492,70966,2068,2747,764,900,290,404,123,108,508,661,57937,71544,2283,3030,999,1200,427,573,173,181
N,2,2005,69,1857869,851168,1006701,735897,851902,74541,104159,5266,6185,28729,36314,821,1001,5914,7140,740812,857744,75797,105881,9009,10721,30422,38320,1528,1811,792062,932645,680345,782520,72543,101449,4558,5348,28450,35941,736,863,5430,6524,684831,787823,73598,102924,8087,9591,30018,37788,1398,1617,59106,74056,55552,69382,1998,2710,708,837,279,373,85,138,484,616,55981,69921,2199,2957,922,1130,404,532,130,194
N,2,2005,70,1807603,823552,984051,714486,837016,70689,99415,4813,5784,27073,34163,886,964,5605,6709,719203,842537,71850,101012,8358,9931,28663,36105,1553,1761,767179,913330,661507,770660,68816,96976,4163,4973,26783,33801,798,822,5112,6098,665791,775654,69760,98301,7487,8855,28243,35575,1410,1551,56373,70721,52979,66356,1873,2439,650,811,290,362,88,142,493,611,53412,66883,2090,2711,871,1076,420,530,143,210
N,2,2005,71,1654696,746877,907819,650240,772674,61947,90618,4307,5195,24519,32362,751,849,5113,6121,654547,777744,62974,92066,7499,8986,26010,34117,1373,1581,697342,843847,603602,712687,60342,88290,3729,4476,24274,32054,668,740,4727,5600,607576,717288,61212,89512,6758,8031,25651,33691,1242,1420,49535,63972,46638,59987,1605,2328,578,719,245,308,83,109,386,521,46971,60456,1762,2554,741,955,359,426,131,161
N,2,2005,72,1682588,751735,930853,655470,794059,62507,92487,4292,5312,23835,32057,747,816,4884,6122,659541,799059,63577,94013,7298,9154,25256,33727,1338,1565,703339,867508,609954,734689,60938,90231,3716,4597,23596,31710,651,708,4484,5573,613673,739220,61831,91499,6530,8199,24934,33252,1202,1392,48396,63345,45516,59370,1569,2256,576,715,239,347,96,108,400,549,45868,59839,1746,2514,768,955,322,475,136,173
N,2,2005,73,1606265,713490,892775,632784,774823,51297,78636,3643,4569,20775,28513,610,760,4381,5474,636478,779385,52236,79945,6424,7985,21997,30032,1144,1381,668323,834101,590071,719488,49947,76705,3153,3970,20588,28227,535,656,4029,5055,593450,723677,50758,77838,5759,7194,21719,29641,1027,1229,45167,58674,42713,55335,1350,1931,490,599,187,286,75,104,352,419,43028,55708,1478,2107,665,791,278,391,117,152
N,2,2005,74,1630075,715222,914853,632243,792755,52753,80838,3851,4539,21398,30300,660,756,4317,5665,635869,797457,53673,82157,6532,8059,22686,31882,1184,1443,669753,854271,589393,735773,51296,78770,3320,3881,21201,30020,588,649,3955,5178,592696,740051,52059,79879,5832,7176,22396,31485,1072,1287,45469,60582,42850,56982,1457,2068,531,658,197,280,72,107,362,487,43173,57406,1614,2278,700,883,290,397,112,156
N,2,2005,75,1558401,675952,882449,599014,764743,48974,79431,3490,4267,19898,27990,549,684,4027,5334,602401,769097,49819,80759,6006,7557,21077,29528,1051,1335,633808,825658,559198,711310,47685,77519,3020,3635,19723,27680,472,591,3710,4923,562310,715303,48408,78675,5377,6738,20819,29120,939,1194,42144,56791,39816,53433,1289,1912,470,632,175,310,77,93,317,411,40091,53794,1411,2084,629,819,258,408,112,141
N,2,2005,76,1485558,636668,848890,567728,740731,43782,72735,3051,3867,17815,25915,526,636,3766,5006,570951,744834,44536,74010,5453,7005,18844,27282,977,1233,598206,795871,531316,690874,42681,70884,2627,3303,17643,25662,465,556,3474,4592,534274,694639,43314,71960,4896,6262,18601,26913,885,1104,38462,53019,36412,49857,1101,1851,424,564,172,253,61,80,292,414,36677,50195,1222,2050,557,743,243,369,92,129
N,2,2005,77,1455098,615447,839651,549805,734768,41680,71108,2846,3771,17148,24507,451,639,3517,4858,552845,738786,42337,72255,5087,6847,18148,25832,830,1242,580323,790749,516550,688643,40672,69516,2452,3266,16992,24270,399,563,3258,4491,519352,692345,41244,70511,4562,6179,17924,25509,741,1109,35124,48902,33255,46125,1008,1592,394,505,156,237,52,76,259,367,33493,46441,1093,1744,525,668,224,323,89,133
N,2,2005,78,1360598,566018,794580,506999,698186,37827,65576,2532,3400,15154,22330,371,603,3135,4485,509672,701873,38459,66681,4536,6260,16036,23563,720,1135,534009,748854,476700,655111,36832,64048,2220,2931,15018,22099,327,531,2912,4134,479173,658503,37372,65005,4125,5614,15840,23247,651,1020,32009,45726,30299,43075,995,1528,312,469,136,231,44,72,223,351,30499,43370,1087,1676,411,646,196,316,69,115
N,2,2005,79,1304881,531415,773466,474953,679074,36352,64856,2300,3203,14456,21481,342,503,3012,4349,477507,682648,36996,65994,4192,5956,15307,22594,701,996,502045,730183,447087,638299,35529,63378,2018,2795,14338,21265,299,442,2774,4004,449442,641585,36081,64336,3791,5414,15121,22293,627,902,29370,43283,27866,40775,823,1478,282,408,118,216,43,61,238,345,28065,41063,915,1658,401,542,186,301,74,94
N,2,2005,80,1248958,500367,748591,448956,663138,32400,58463,2282,3097,13701,19358,362,468,2666,4067,451208,666516,32970,59453,3987,5742,14445,20406,650,915,473664,708644,423674,625473,31651,57117,1983,2681,13578,19178,316,408,2462,3787,425754,628620,32129,57973,3588,5207,14273,20144,576,818,26703,39947,25282,37665,749,1346,299,416,123,180,46,60,204,280,25454,37896,841,1480,399,535,172,262,74,97
N,2,2005,81,1131141,447713,683428,402615,607739,28543,52040,1862,2695,12095,16914,275,399,2323,3641,404608,610819,29024,52899,3331,5076,12735,17834,541,786,422940,648296,379062,574563,27890,50892,1605,2354,11994,16768,237,348,2152,3371,380913,577411,28290,51629,2994,4612,12595,17622,484,700,24773,35132,23553,33176,653,1148,257,341,101,146,38,51,171,270,23695,33408,734,1270,337,464,140,212,57,86
N,2,2005,82,1035501,402235,633266,360682,561925,26231,49215,1706,2440,11246,15896,249,381,2121,3409,362484,564755,26685,50077,3038,4678,11836,16749,514,751,380682,601223,340272,531712,25595,48147,1480,2137,11171,15740,215,336,1949,3151,341924,534324,25984,48883,2726,4261,11724,16531,453,674,21553,32043,20410,30213,636,1068,226,303,75,156,34,45,172,258,20560,30431,701,1194,312,417,112,218,61,77
N,2,2005,83,987932,378841,609091,342986,546485,22731,43465,1540,2320,9431,13344,208,300,1945,3177,344650,549136,23141,44225,2751,4468,9991,14101,450,680,359929,580210,325018,519179,22230,42556,1342,2042,9364,13213,173,256,1802,2964,326564,521646,22584,43222,2482,4094,9882,13908,398,596,18912,28881,17968,27306,501,909,198,278,67,131,35,44,143,213,18086,27490,557,1003,269,374,109,193,52,84
N,2,2005,84,862194,323602,538592,292502,481643,19467,39050,1277,2083,8474,12728,204,266,1678,2822,293898,484015,19864,39743,2306,3939,9005,13435,404,576,307521,512036,277257,456654,18977,38079,1112,1837,8432,12630,172,241,1571,2595,278565,458830,19327,38658,2099,3600,8926,13280,355,525,16081,26556,15245,24989,490,971,165,246,42,98,32,25,107,227,15333,25185,537,1085,207,339,79,155,49,51
N,2,2005,85,726709,267076,459633,238590,406557,18411,37563,1063,1839,7508,10891,139,262,1365,2521,239726,408634,18701,38199,1934,3534,7908,11503,294,528,253538,437609,225768,385785,18040,36820,912,1631,7435,10792,120,226,1263,2355,226819,387731,18283,37376,1727,3246,7809,11358,267,477,13538,22024,12822,20772,371,743,151,208,73,99,19,36,102,166,12907,20903,418,823,207,288,99,145,27,51
N,2,2005,86,637442,230058,407384,208751,366803,13357,28021,927,1541,5694,8652,162,225,1167,2142,209770,368603,13609,28571,1672,2979,6005,9135,303,472,219311,389124,198605,349640,13035,27372,806,1362,5642,8574,136,196,1087,1980,199559,351313,13257,27844,1518,2720,5925,9021,263,415,10747,18260,10146,17163,322,649,121,179,52,78,26,29,80,162,10211,17290,352,727,154,259,80,114,40,57
N,2,2005,87,540880,192223,348657,174524,312991,11072,24557,703,1307,4833,7757,146,180,945,1865,175324,314536,11288,25022,1301,2578,5093,8182,275,389,183173,332687,165928,297884,10828,24010,621,1184,4800,7690,122,171,874,1748,166670,299330,11014,24424,1185,2402,5040,8083,238,361,9050,15970,8596,15107,244,547,82,123,33,67,24,9,71,117,8654,15206,274,598,116,176,53,99,37,28
N,2,2005,88,455857,157242,298615,142198,267296,9471,21684,566,1119,4082,6644,99,174,826,1698,142910,268744,9637,22100,1083,2298,4317,6998,198,347,149985,285263,135337,254719,9242,21218,490,1017,4059,6582,83,143,774,1584,136002,256079,9389,21586,982,2139,4281,6905,170,296,7257,13352,6861,12577,229,466,76,102,23,62,16,31,52,114,6908,12665,248,514,101,159,36,93,28,51
N,2,2005,89,385060,129353,255707,117280,229556,7537,17786,499,1063,3283,5688,82,147,672,1467,117850,230777,7685,18161,927,2062,3465,5999,165,328,123055,243807,111305,218299,7350,17412,443,958,3255,5653,69,127,633,1358,111842,219427,7484,17730,852,1906,3425,5936,143,291,6298,11900,5975,11257,187,374,56,105,28,35,13,20,39,109,6008,11350,201,431,75,156,40,63,22,37
N,2,2005,90,334457,108595,225862,97470,201016,7147,17664,424,912,2886,4812,66,118,602,1340,97992,202150,7286,18009,810,1857,3051,5089,137,240,103146,215065,92300,190816,7012,17289,369,821,2862,4777,54,103,549,1259,92779,191881,7129,17598,734,1733,3010,5029,116,213,5449,10797,5170,10200,135,375,55,91,24,35,12,15,53,81,5213,10269,157,411,76,124,41,60,21,27
N,2,2005,91,262143,82855,179288,74487,159359,5403,14189,297,813,2175,3718,51,94,442,1115,74858,160308,5516,14452,561,1592,2304,3944,100,219,78370,170080,70248,150656,5264,13887,262,735,2147,3675,40,84,409,1043,70592,151545,5360,14126,511,1474,2265,3882,85,201,4485,9208,4239,8703,139,302,35,78,28,43,11,10,33,72,4266,8763,156,326,50,118,39,62,15,18
N,2,2005,92,219822,67013,152809,59502,134721,4869,13190,349,731,1824,3162,60,84,409,921,59845,135497,4977,13437,605,1364,1942,3344,105,176,63340,144823,56036,127167,4776,12919,298,669,1806,3137,52,72,372,859,56352,127892,4861,13131,539,1274,1910,3307,88,154,3673,7986,3466,7554,93,271,51,62,18,25,8,12,37,62,3493,7605,116,306,66,90,32,37,17,22
N,2,2005,93,160616,48256,112360,43157,100603,3134,8140,230,527,1413,2315,42,73,280,702,43389,101201,3213,8306,409,1003,1493,2467,86,172,45425,106191,40479,94784,3057,7921,199,485,1401,2289,36,63,253,649,40689,95338,3121,8056,364,944,1472,2429,70,148,2831,6169,2678,5819,77,219,31,42,12,26,6,10,27,53,2700,5863,92,250,45,59,21,38,16,24
N,2,2005,94,135170,37793,97377,32586,84442,3434,9691,207,553,1259,2001,36,57,271,633,32816,84957,3499,9888,352,980,1349,2141,78,121,35364,91975,30315,79311,3354,9539,181,496,1244,1982,30,47,240,600,30521,79802,3407,9718,311,905,1321,2112,66,103,2429,5402,2271,5131,80,152,26,57,15,19,6,10,31,33,2295,5155,92,170,41,75,28,29,12,18
N,2,2005,95,93397,26121,67276,23047,59515,1967,5686,156,329,765,1277,21,37,165,432,23193,59888,2011,5800,257,625,809,1362,44,89,24519,63645,21517,56106,1938,5539,135,301,761,1274,15,30,153,395,21653,56447,1976,5633,234,581,800,1351,35,73,1602,3631,1530,3409,29,147,21,28,4,3,6,7,12,37,1540,3441,35,167,23,44,9,11,9,16
N,2,2005,96,72294,18890,53404,16578,47375,1479,4430,84,245,596,954,18,26,135,374,16686,47698,1519,4520,167,492,648,1042,39,68,17585,50459,15352,44582,1442,4345,70,226,585,941,15,15,121,350,15449,44883,1477,4431,146,462,631,1017,34,57,1305,2945,1226,2793,37,85,14,19,11,13,3,11,14,24,1237,2815,42,89,21,30,17,25,5,11
N,2,2005,97,52319,13612,38707,11719,33753,1271,3682,86,215,423,721,13,37,100,299,11799,34003,1306,3775,146,420,449,778,32,75,12594,36476,10760,31652,1255,3621,68,196,412,710,11,30,88,267,10831,31879,1282,3700,125,386,432,754,26,58,1018,2231,959,2101,16,61,18,19,11,11,2,7,12,32,968,2124,24,75,21,34,17,24,6,17
N,2,2005,98,36369,8896,27473,7643,23949,811,2581,42,157,308,570,15,24,77,192,7700,24111,836,2643,85,288,335,612,31,50,8175,25818,6970,22372,790,2540,29,146,304,560,12,23,70,177,7023,22522,810,2593,70,272,329,593,26,42,721,1655,673,1577,21,41,13,11,4,10,3,1,7,15,677,1589,26,50,15,16,6,19,5,8
N,2,2005,99,25269,5847,19422,4890,16500,638,2293,35,119,221,365,9,16,54,129,4930,16613,657,2336,66,193,239,401,15,36,5293,18127,4383,15276,628,2254,22,111,215,360,5,12,40,114,4416,15377,639,2291,47,179,226,389,8,27,554,1295,507,1224,10,39,13,8,6,5,4,4,14,15,514,1236,18,45,19,14,13,12,7,9
N,2,2005,100,44493,10208,34285,7984,28237,1451,4403,129,314,359,819,41,62,244,450,8144,28545,1573,4617,264,569,480,972,105,159,8907,31596,6927,25845,1349,4281,86,263,341,795,30,43,174,369,7042,26102,1428,4448,178,479,412,909,65,116,1301,2689,1057,2392,102,122,43,51,18,24,11,19,70,81,1102,2443,145,169,86,90,68,63,40,43
N,3,2005,999,289630939,141533120,148097819,114888262,118240543,16821624,19489273,1382129,1410814,6000700,6421043,252523,249818,2187882,2286328,116787907,120207950,17674287,20401544,2131230,2225058,6817829,7251621,478891,484932,120221444,127792585,95121396,99514842,16077505,18689269,1058641,1116242,5871910,6287859,195571,197361,1896421,1987012,96761710,101218235,16796245,19462547,1700833,1820307,6604993,7030667,390551,399597,21311676,20305234,19766866,18725701,744119,800004,323488,294572,128790,133184,56952,52457,291461,299316,20026197,18989715,878042,938997,430397,404751,212836,220954,88340,85335
N,3,2005,0,4083587,2089369,1994218,1585634,1510456,316586,305716,21041,20223,92526,87242,4233,3858,69349,66723,1649664,1572051,357776,345439,26681,25867,118662,112210,6670,6127,1599146,1523628,1133318,1076229,296024,286136,18201,17515,89198,83964,2904,2620,59501,57164,1188105,1128831,331622,320452,22544,21876,112020,105706,4961,4546,490223,470590,452316,434227,20562,19580,2840,2708,3328,3278,1329,1238,9848,9559,461559,443220,26154,24987,4137,3991,6642,6504,1709,1581
N,3,2005,1,4083732,2089161,1994571,1597474,1521636,308330,299056,20578,19909,90424,85231,3989,3598,68366,65141,1660739,1581993,349212,338014,26241,25460,115880,109227,6171,5704,1615171,1539869,1154539,1096742,293678,285036,17836,17207,87685,82514,2899,2610,58534,55760,1208533,1148257,328897,318617,22235,21504,109899,103438,4715,4378,473990,454702,442935,424894,14652,14020,2742,2702,2739,2717,1090,988,9832,9381,452206,433736,20315,19397,4006,3956,5981,5789,1456,1326
N,3,2005,2,4014420,2053531,1960889,1573837,1498225,303356,294869,19833,19406,88075,83263,3672,3323,64758,61803,1633589,1555312,342167,332038,25374,24648,111514,105419,6339,5938,1595421,1521728,1142208,1084422,291844,283828,17323,16936,86044,81258,2891,2591,55111,52693,1193010,1133051,325183,315907,21563,21032,106437,100407,4903,4571,458110,439161,431629,413803,11512,11041,2510,2470,2031,2005,781,732,9647,9110,440579,422261,16984,16131,3811,3616,5077,5012,1436,1367
N,3,2005,3,4016219,2051720,1964499,1573084,1500976,308426,300200,19677,19255,83853,79682,3260,3248,63420,61138,1631621,1557361,346820,337168,25136,24648,106176,101273,6021,5871,1604221,1534631,1150892,1095553,297362,289486,17224,16822,81988,77967,2583,2586,54172,52217,1200869,1143663,330520,321370,21545,21028,101335,96767,4642,4576,447499,429868,422192,405423,11064,10714,2453,2433,1865,1715,677,662,9248,8921,430752,413698,16300,15798,3591,3620,4841,4506,1379,1295
N,3,2005,4,4041235,2065769,1975466,1580896,1505960,313270,304697,20137,19482,85264,81391,3454,3307,62748,60629,1638669,1561858,350467,340961,26316,25556,107626,102739,6434,6056,1629096,1557634,1170864,1113857,301293,293122,17341,16759,83230,79506,2699,2608,53669,51782,1220239,1161535,333509,324373,22146,21516,102664,98132,4979,4706,436673,417832,410032,392103,11977,11575,2796,2723,2034,1885,755,699,9079,8847,418430,400323,16958,16588,4170,4040,4962,4607,1455,1350
N,3,2005,5,3844426,1967672,1876754,1506644,1428843,290786,282388,23861,22781,75333,73766,4303,4077,66745,64899,1567279,1487751,325107,316157,38408,36830,99798,97303,9724,9302,1559662,1487968,1136655,1076782,273185,265568,17171,16395,72134,70665,3022,2869,57495,55689,1189042,1127512,303241,294996,28542,27249,93588,91241,7304,7005,408010,388786,369989,352061,17601,16820,6690,6386,3199,3101,1281,1208,9250,9210,378237,360239,21866,21161,9866,9581,6210,6062,2420,2297
N,3,2005,6,3894410,1989828,1904582,1523076,1447851,297660,289347,24311,23284,75152,76478,4385,4194,65244,63428,1582340,1505399,331131,322316,38627,37186,98876,99304,9830,9270,1588885,1520578,1159159,1100068,280294,272383,17721,17072,72024,73453,3167,2974,56520,54628,1210628,1149779,309831,301271,29008,27922,92836,93417,7583,7034,400943,384004,363917,347783,17366,16964,6590,6212,3128,3025,1218,1220,8724,8800,371712,355620,21300,21045,9619,9264,6040,5887,2247,2236
N,3,2005,7,3855314,1971802,1883512,1507712,1432243,297013,286854,23579,22893,77787,77504,4291,4036,61420,59982,1563356,1486529,328460,317787,37166,36038,100172,99295,9410,8948,1576605,1506547,1148278,1089946,280184,270634,17216,16707,74786,74588,3106,2890,53035,51782,1196461,1136919,307817,297741,27823,27043,94433,93738,7216,6835,395197,376965,359434,342297,16829,16220,6363,6186,3001,2916,1185,1146,8385,8200,366895,349610,20643,20046,9343,8995,5739,5557,2194,2113
N,3,2005,8,3909107,1997835,1911272,1532864,1456760,298151,289925,23950,23183,79072,79343,4336,4076,59462,57985,1586677,1509092,327908,319239,37618,36398,100832,100489,9428,9089,1601081,1532710,1171472,1112310,281445,273820,17484,16991,76096,76469,3108,2923,51476,50197,1218164,1157718,307566,299640,28324,27471,95301,95048,7248,6975,396754,378562,361392,344450,16706,16105,6466,6192,2976,2874,1228,1153,7986,7788,368513,351374,20342,19599,9294,8927,5531,5441,2180,2114
N,3,2005,9,4007625,2051998,1955627,1573576,1491270,310240,300655,24285,23353,80583,79545,4465,4298,58849,56506,1626576,1542047,339318,329063,38239,36642,102233,100116,9742,9237,1650389,1572304,1207478,1141939,293293,284381,17834,17209,77645,76772,3205,3124,50934,48879,1253432,1185987,318750,309347,28981,27847,96772,94782,7522,7122,401609,383323,366098,349331,16947,16274,6451,6144,2938,2773,1260,1174,7915,7627,373144,356060,20568,19716,9258,8795,5461,5334,2220,2115
N,3,2005,10,4044291,2070836,1973455,1583775,1501383,321151,311894,24851,23908,80143,77051,4574,4306,56342,54913,1634277,1550525,348519,339019,38782,37408,100805,97038,9744,9245,1673409,1594123,1221409,1155939,304263,295524,18356,17671,77300,74243,3315,3131,48766,47615,1265189,1198650,328236,319325,29516,28534,95594,91900,7538,7145,397427,379332,362366,345444,16888,16370,6495,6237,2843,2808,1259,1175,7576,7298,369088,351875,20283,19694,9266,8874,5211,5138,2206,2100
N,3,2005,11,4096030,2097200,1998830,1600378,1517284,332288,323301,25462,24986,80167,75883,4558,4461,54347,52915,1649035,1564477,358023,348931,39571,38797,100195,94932,9623,9394,1703265,1622136,1241014,1174332,315427,306773,19031,18709,77391,73209,3353,3347,47049,45766,1283226,1215212,337940,329217,30405,29873,95080,89986,7518,7384,393935,376694,359364,342952,16861,16528,6431,6277,2776,2674,1205,1114,7298,7149,365809,349265,20083,19714,9166,8924,5115,4946,2105,2010
N,3,2005,12,4198378,2149822,2048556,1640318,1555248,344544,334104,26566,26042,80825,76938,4623,4424,52946,51800,1687520,1601298,368762,358327,40865,40361,100758,95790,9663,9382,1755324,1671162,1280228,1211393,327808,317788,19949,19569,78011,74227,3430,3273,45898,44912,1321210,1251384,348952,338977,31571,31265,95744,90903,7596,7358,394498,377394,360090,343855,16736,16316,6617,6473,2814,2711,1193,1151,7048,6888,366310,349914,19810,19350,9294,9096,5014,4887,2067,2024
N,3,2005,13,4239049,2166551,2072498,1657294,1578452,345060,336431,27270,26702,80460,75722,4708,4327,51759,50864,1703297,1623548,367888,359419,42170,41263,99910,94418,9768,9340,1780550,1702606,1304816,1241571,328731,320352,20747,20339,77773,73090,3585,3265,44898,43989,1344742,1280584,348648,340340,32979,32226,95056,89655,7773,7448,386001,369892,352478,336881,16329,16079,6523,6363,2687,2632,1123,1062,6861,6875,358555,342964,19240,19079,9191,9037,4854,4763,1995,1892
N,3,2005,14,4332606,2216533,2116073,1699989,1613991,350974,343936,27684,27152,81920,76624,4729,4621,51237,49749,1745359,1657968,372785,365527,42734,42020,101715,95326,9970,9681,1833271,1749461,1350204,1280434,334593,327869,21091,20618,79201,73973,3585,3466,44597,43101,1389732,1318585,353643,346718,33519,32796,96868,90526,7943,7673,383262,366612,349785,333557,16381,16067,6593,6534,2719,2651,1144,1155,6640,6648,355627,339383,19142,18809,9215,9224,4847,4800,2027,2008
N,3,2005,15,4302053,2198546,2103507,1688949,1605429,346536,342189,27911,27123,81332,76406,4561,4495,49257,47865,1732591,1647704,366843,362367,43094,42026,100118,94487,9639,9318,1832311,1751905,1354799,1285202,331055,326902,21398,20838,78736,73993,3489,3433,42834,41537,1392819,1321915,348641,344392,34049,33205,95519,90083,7723,7476,366235,351602,334150,320227,15481,15287,6513,6285,2596,2413,1072,1062,6423,6328,339772,325789,18202,17975,9045,8821,4599,4404,1916,1842
N,3,2005,16,4141039,2111058,2029981,1630221,1555330,321618,321977,26557,26083,82554,77312,4497,4181,45611,45098,1670534,1594962,339680,340298,41013,40705,100422,94473,9287,8833,1767184,1699563,1316425,1253923,307276,307972,20323,20148,80092,74958,3435,3217,39633,39345,1351431,1288579,322918,323965,32337,32339,96074,90318,7432,7114,343874,330418,313796,301407,14342,14005,6234,5935,2462,2354,1062,964,5978,5753,319103,306383,16762,16333,8676,8366,4348,4155,1855,1719
