        CERES Azimuth Position File

 Terra Satellite Orbit Inclination:  98.140
    GERB longitude:   -6.6  (if different - recompile!!)
    * DOY 2006001 = 01 January 2006

------------------------------------------------------------
--DOY*------ hhmmss ---orbit -- XT_Azimuth     (lat  lon)
------------------------------------------------------------
2006190     084642     34877      219.17      -35.16  19.88
2006190     084721     34877      221.30      -37.52  19.18
2006190     084807     34877      223.58      -40.28  18.33
2006190     084900     34877      225.95      -43.42  17.30
2006190     084953     34877      228.09      -46.55  16.17
2006190     085052     34877      230.23      -50.06  14.76
2006190     085052     34877      180.00      -50.06  14.76

2006190     100200     34878      106.65       49.95  16.70
2006190     100511     34878      108.82       38.55  12.64
2006190     100703     34878      110.99       31.82  10.71
2006190     100822     34878      113.21       27.06   9.48
2006190     100922     34878      115.40       23.49   8.60
2006190     101008     34878      117.56       20.70   7.94
2006190     101048     34878      119.83       18.31   7.39
2006190     101121     34878      122.10       16.32   6.94
2006190     101147     34878      124.23       14.73   6.58
2006190     101213     34878      126.70       13.13   6.23
2006190     101233     34878      128.81       11.94   5.96
2006190     101253     34878      131.19       10.74   5.70
2006190     101313     34878      133.88        9.54   5.44
2006190     101333     34878      136.93        8.35   5.18
2006190     101346     34878      139.18        7.55   5.01
2006190     101359     34878      141.64        6.75   4.84
2006190     101412     34878      144.30        5.96   4.67
2006190     101425     34878      147.20        5.16   4.50
2006190     101439     34878      150.34        4.36   4.33
2006190     101452     34878      153.73        3.56   4.16
2006190     101505     34878      157.38        2.77   3.99
2006190     101518     34878      161.28        1.97   3.82
2006190     101531     34878      165.42        1.17   3.65
2006190     101538     34878      167.57        0.77   3.56
2006190     101545     34878      169.77        0.37   3.48
2006190     101551     34878      172.01       -0.03   3.39
2006190     101558     34878      174.30       -0.43   3.31
2006190     101604     34878      176.61       -0.82   3.22
2006190     101611     34878      178.95       -1.22   3.14
2006190     101618     34878      181.31       -1.62   3.05
2006190     101624     34878      183.67       -2.02   2.97
2006190     101631     34878      186.04       -2.42   2.88
2006190     101637     34878      188.40       -2.82   2.80
2006190     101644     34878      190.74       -3.22   2.71
2006190     101651     34878      193.06       -3.62   2.63
2006190     101657     34878      195.35       -4.02   2.54
2006190     101704     34878      197.61       -4.41   2.46
2006190     101710     34878      199.82       -4.81   2.37
2006190     101717     34878      201.98       -5.21   2.29
2006190     101724     34878      204.09       -5.61   2.20
2006190     101737     34878      208.13       -6.41   2.03
2006190     101750     34878      211.93       -7.20   1.86
2006190     101803     34878      215.48       -8.00   1.69
2006190     101816     34878      218.77       -8.80   1.52
2006190     101830     34878      221.81       -9.60   1.34
2006190     101843     34878      224.61      -10.39   1.17
2006190     101856     34878      227.19      -11.19   1.00
2006190     101909     34878      229.57      -11.99   0.82
2006190     101922     34878      231.76      -12.78   0.65
2006190     101942     34878      234.71      -13.98   0.38
2006190     102002     34878      237.33      -15.17   0.12
2006190     102022     34878      239.65      -16.36  -0.15
2006190     102048     34878      242.35      -17.96  -0.51
2006190     102115     34878      244.68      -19.55  -0.88
2006190     102148     34878      247.16      -21.53  -1.34
2006190     102221     34878      249.26      -23.52  -1.81
2006190     102300     34878      251.38      -25.90  -2.39
2006190     102353     34878      253.69      -29.07  -3.19
2006190     102459     34878      255.96      -33.02  -4.24
2006190     102618     34878      258.07      -37.76  -5.61
2006190     102810     34878      260.26      -44.44  -7.79
2006190     103049     34878      262.40      -53.79 -11.67
2006190     103055     34878      180.00      -54.18 -11.85

2006190     114000     34879      256.35       53.08  -6.61
2006190     114158     34879      254.11       46.05  -9.57
2006190     114324     34879      252.01       40.93 -11.33
2006190     114437     34879      249.73       36.59 -12.67
2006190     114536     34879      247.44       33.03 -13.68
2006190     114622     34879      245.31       30.25 -14.42
2006190     114702     34879      243.17       27.87 -15.04
2006190     114742     34879      240.69       25.49 -15.63
2006190     114815     34879      238.31       23.50 -16.12
2006190     114841     34879      236.16       21.91 -16.50
2006190     114907     34879      233.75       20.32 -16.87
2006190     114934     34879      231.07       18.72 -17.24
2006190     114954     34879      228.84       17.53 -17.51
2006190     115013     34879      226.41       16.33 -17.78
2006190     115033     34879      223.77       15.14 -18.05
2006190     115053     34879      220.89       13.94 -18.32
2006190     115113     34879      217.77       12.75 -18.58
2006190     115126     34879      215.55       11.95 -18.76
2006190     115139     34879      213.21       11.15 -18.93
2006190     115152     34879      210.75       10.36 -19.10
2006190     115206     34879      208.18        9.56 -19.28
2006190     115219     34879      205.49        8.76 -19.45
2006190     115232     34879      202.70        7.96 -19.62
2006190     115245     34879      199.81        7.17 -19.79
2006190     115258     34879      196.83        6.37 -19.97
2006190     115312     34879      193.78        5.57 -20.14
2006190     115325     34879      190.67        4.77 -20.31
2006190     115338     34879      187.51        3.97 -20.48
2006190     115351     34879      184.34        3.18 -20.65
2006190     115404     34879      181.16        2.38 -20.82
2006190     115418     34879      178.00        1.58 -20.99
2006190     115431     34879      174.87        0.78 -21.16
2006190     115444     34879      171.81       -0.01 -21.33
2006190     115457     34879      168.81       -0.81 -21.50
2006190     115510     34879      165.90       -1.61 -21.67
2006190     115524     34879      163.09       -2.41 -21.84
2006190     115537     34879      160.38       -3.20 -22.01
2006190     115550     34879      157.78       -4.00 -22.17
2006190     115603     34879      155.30       -4.80 -22.35
2006190     115616     34879      152.94       -5.60 -22.52
2006190     115630     34879      150.69       -6.39 -22.69
2006190     115643     34879      148.56       -7.19 -22.86
2006190     115703     34879      145.58       -8.39 -23.12
2006190     115722     34879      142.83       -9.58 -23.37
2006190     115742     34879      140.31      -10.78 -23.63
2006190     115802     34879      138.00      -11.97 -23.90
2006190     115822     34879      135.89      -13.17 -24.16
2006190     115848     34879      133.33      -14.76 -24.51
2006190     115915     34879      131.06      -16.35 -24.87
2006190     115948     34879      128.54      -18.34 -25.32
2006190     120021     34879      126.35      -20.33 -25.78
2006190     120100     34879      124.07      -22.71 -26.34
2006190     120146     34879      121.83      -25.49 -27.01
2006190     120239     34879      119.69      -28.66 -27.81
2006190     120345     34879      117.53      -32.62 -28.86
2006190     120511     34879      115.36      -37.75 -30.33
2006190     120710     34879      113.22      -44.82 -32.65
2006190     120756     34879      180.00      -47.56 -33.66

2006190     132000     34880      224.12       49.12 -33.09
2006190     132059     34880      221.83       45.60 -34.45
2006190     132152     34880      219.59       42.45 -35.56
2006190     132238     34880      217.46       39.69 -36.45
2006190     132324     34880      215.15       36.92 -37.29
2006190     132404     34880      213.02       34.55 -37.98
2006190     132443     34880      210.77       32.17 -38.63
2006190     132523     34880      208.39       29.79 -39.26
2006190     132603     34880      205.87       27.41 -39.88
2006190     132636     34880      203.68       25.43 -40.37
2006190     132709     34880      201.41       23.44 -40.85
2006190     132742     34880      199.06       21.45 -41.33
2006190     132815     34880      196.65       19.46 -41.79
2006190     132848     34880      194.18       17.47 -42.25
2006190     132921     34880      191.65       15.48 -42.70
2006190     132954     34880      189.09       13.48 -43.14
2006190     133027     34880      186.51       11.49 -43.58
2006190     133100     34880      183.92        9.50 -44.01
2006190     133133     34880      181.33        7.50 -44.44
2006190     133206     34880      178.76        5.51 -44.87
2006190     133239     34880      176.22        3.51 -45.30
2006190     133312     34880      173.72        1.52 -45.72
2006190     133345     34880      171.28       -0.47 -46.14
2006190     133418     34880      168.91       -2.47 -46.57
2006190     133451     34880      166.61       -4.46 -46.99
2006190     133524     34880      164.39       -6.46 -47.42
2006190     133557     34880      162.26       -8.45 -47.85
2006190     133636     34880      159.82      -10.84 -48.37
2006190     133716     34880      157.52      -13.23 -48.89
2006190     133755     34880      155.35      -15.62 -49.42
2006190     133842     34880      152.99      -18.40 -50.05
2006190     133928     34880      150.81      -21.18 -50.70
2006190     133948     34880      180.00      -22.38 -50.98

2006191     074200     34891      173.96       -2.36  41.52
2006191     074239     34891      176.15       -4.75  41.01
2006191     074319     34891      178.38       -7.14  40.50
2006191     074358     34891      180.65       -9.53  39.99
2006191     074438     34891      182.94      -11.92  39.46
2006191     074518     34891      185.23      -14.31  38.94
2006191     074557     34891      187.53      -16.70  38.40
2006191     074637     34891      189.81      -19.08  37.86
2006191     074716     34891      192.07      -21.47  37.30
2006191     074756     34891      194.29      -23.85  36.74
2006191     074836     34891      196.47      -26.23  36.15
2006191     074915     34891      198.59      -28.61  35.55
2006191     075001     34891      200.99      -31.38  34.83
2006191     075048     34891      203.30      -34.14  34.07
2006191     075134     34891      205.51      -36.90  33.27
2006191     075154     34891      180.00      -38.09  32.93

2006191     090800     34892      123.73       44.18  28.39
2006191     090932     34892      125.86       38.67  26.58
2006191     091045     34892      127.96       34.32  25.30
2006191     091151     34892      130.30       30.35  24.23
2006191     091243     34892      132.51       27.18  23.41
2006191     091330     34892      134.73       24.40  22.73
2006191     091409     34892      136.88       22.01  22.15
2006191     091449     34892      139.29       19.62  21.59
2006191     091522     34892      141.51       17.63  21.14
2006191     091555     34892      143.95       15.64  20.69
2006191     091621     34892      146.07       14.05  20.33
2006191     091648     34892      148.35       12.45  19.98
2006191     091714     34892      150.79       10.86  19.63
2006191     091740     34892      153.40        9.26  19.29
2006191     091807     34892      156.18        7.67  18.94
2006191     091827     34892      158.39        6.47  18.68
2006191     091846     34892      160.68        5.28  18.43
2006191     091906     34892      163.08        4.08  18.17
2006191     091926     34892      165.56        2.88  17.92
2006191     091946     34892      168.12        1.69  17.66
2006191     092006     34892      170.76        0.49  17.41
2006191     092025     34892      173.47       -0.71  17.15
2006191     092045     34892      176.23       -1.90  16.90
2006191     092105     34892      179.03       -3.10  16.64
2006191     092125     34892      181.85       -4.30  16.39
2006191     092145     34892      184.69       -5.49  16.13
2006191     092204     34892      187.53       -6.69  15.88
2006191     092224     34892      190.35       -7.88  15.62
2006191     092244     34892      193.13       -9.08  15.36
2006191     092304     34892      195.87      -10.28  15.10
2006191     092324     34892      198.55      -11.47  14.84
2006191     092343     34892      201.16      -12.67  14.58
2006191     092403     34892      203.69      -13.86  14.32
2006191     092423     34892      206.14      -15.05  14.05
2006191     092443     34892      208.50      -16.25  13.78
2006191     092503     34892      210.76      -17.44  13.51
2006191     092522     34892      212.93      -18.63  13.24
2006191     092549     34892      215.67      -20.22  12.87
2006191     092615     34892      218.25      -21.81  12.50
2006191     092642     34892      220.65      -23.40  12.12
2006191     092708     34892      222.90      -24.99  11.74
2006191     092741     34892      225.49      -26.97  11.25
2006191     092814     34892      227.86      -28.95  10.74
2006191     092847     34892      230.03      -30.93  10.23
2006191     092927     34892      232.39      -33.30   9.58
2006191     093006     34892      234.51      -35.67   8.91
2006191     093052     34892      236.71      -38.43   8.10
2006191     093145     34892      238.92      -41.58   7.10
2006191     093245     34892      241.08      -45.11   5.88
2006191     093357     34892      243.30      -49.40   4.23
2006191     093450     34892      180.00      -52.51   2.85

2006191     104500     34893       93.46       50.90   6.29
2006191     105414     34893       91.33       17.68  -3.57
2006191     105858     34893      209.34        0.54  -7.30
2006191     105904     34893      181.98        0.14  -7.39
2006191     105911     34893      155.39       -0.26  -7.47
2006191     105918     34893      137.42       -0.66  -7.56
2006191     105924     34893      126.51       -1.06  -7.64
2006191     105931     34893      119.64       -1.45  -7.73
2006191     105937     34893      115.05       -1.85  -7.81
2006191     105944     34893      111.80       -2.25  -7.90
2006191     105951     34893      109.40       -2.65  -7.98
2006191     110004     34893      106.09       -3.45  -8.15
2006191     110017     34893      103.94       -4.25  -8.32
2006191     110037     34893      101.83       -5.44  -8.58
2006191     110116     34893       99.49       -7.83  -9.09
2006191     110242     34893       97.33      -13.01 -10.22
2006191     111355     34893      180.00      -53.24 -22.21

2006191     122300     34894      243.31       54.02 -16.97
2006191     122419     34894      241.19       49.34 -19.07
2006191     122525     34894      239.08       45.42 -20.60
2006191     122624     34894      236.85       41.88 -21.83
2006191     122717     34894      234.58       38.73 -22.84
2006191     122803     34894      232.32       35.96 -23.67
2006191     122843     34894      230.17       33.59 -24.34
2006191     122922     34894      227.79       31.21 -24.99
2006191     122955     34894      225.61       29.23 -25.51
2006191     123028     34894      223.25       27.24 -26.01
2006191     123101     34894      220.67       25.26 -26.51
2006191     123128     34894      218.46       23.67 -26.89
2006191     123154     34894      216.09       22.08 -27.28
2006191     123221     34894      213.59       20.48 -27.65
2006191     123247     34894      210.93       18.89 -28.02
2006191     123313     34894      208.13       17.30 -28.38
2006191     123333     34894      205.93       16.10 -28.65
2006191     123353     34894      203.65       14.91 -28.92
2006191     123413     34894      201.30       13.71 -29.18
2006191     123433     34894      198.88       12.52 -29.45
2006191     123452     34894      196.40       11.32 -29.71
2006191     123512     34894      193.87       10.12 -29.97
2006191     123532     34894      191.29        8.93 -30.23
2006191     123552     34894      188.68        7.73 -30.49
2006191     123612     34894      186.05        6.53 -30.74
2006191     123631     34894      183.41        5.34 -31.00
2006191     123651     34894      180.78        4.14 -31.26
2006191     123711     34894      178.16        2.94 -31.51
2006191     123731     34894      175.57        1.75 -31.77
2006191     123751     34894      173.02        0.55 -32.02
2006191     123810     34894      170.52       -0.65 -32.28
2006191     123830     34894      168.07       -1.84 -32.53
2006191     123850     34894      165.70       -3.04 -32.79
2006191     123910     34894      163.39       -4.23 -33.04
2006191     123930     34894      161.16       -5.43 -33.30
2006191     123949     34894      159.02       -6.63 -33.55
2006191     124016     34894      156.29       -8.22 -33.90
2006191     124042     34894      153.71       -9.81 -34.24
2006191     124109     34894      151.28      -11.41 -34.59
2006191     124135     34894      149.00      -13.00 -34.94
2006191     124201     34894      146.86      -14.59 -35.29
2006191     124234     34894      144.39      -16.58 -35.74
2006191     124307     34894      142.12      -18.57 -36.19
2006191     124347     34894      139.65      -20.96 -36.74
2006191     124427     34894      137.42      -23.34 -37.31
2006191     124513     34894      135.11      -26.12 -37.98
2006191     124606     34894      132.80      -29.29 -38.79
2006191     124705     34894      130.57      -32.85 -39.73
2006191     124818     34894      128.30      -37.19 -40.98
2006191     124943     34894      126.14      -42.30 -42.59
2006191     124950     34894      180.00      -42.69 -42.72

2006191     140800     34895      200.21       32.16 -49.46
2006191     140846     34895      197.92       29.38 -50.19
2006191     140932     34895      195.54       26.61 -50.89
2006191     141018     34895      193.11       23.82 -51.58
2006191     141058     34895      190.97       21.44 -52.15
2006191     141137     34895      188.82       19.05 -52.70
2006191     141217     34895      186.65       16.66 -53.25
2006191     141257     34895      184.46       14.27 -53.78
2006191     141336     34895      182.28       11.88 -54.31
2006191     141349     34895      180.00       11.08 -54.48

2006192     081700     34906      145.20       27.58  37.41
2006192     081752     34906      147.33       24.40  36.63
2006192     081845     34906      149.69       21.22  35.87
2006192     081931     34906      151.96       18.43  35.23
2006192     082018     34906      154.42       15.65  34.59
2006192     082057     34906      156.69       13.26  34.06
2006192     082137     34906      159.11       10.86  33.54
2006192     082210     34906      161.24        8.87  33.11
2006192     082243     34906      163.47        6.88  32.68
2006192     082316     34906      165.80        4.88  32.25
2006192     082349     34906      168.22        2.89  31.82
2006192     082422     34906      170.72        0.89  31.40
2006192     082455     34906      173.29       -1.10  30.98
2006192     082521     34906      175.39       -2.70  30.64
2006192     082548     34906      177.53       -4.29  30.30
2006192     082614     34906      179.69       -5.89  29.95
2006192     082640     34906      181.87       -7.48  29.61
2006192     082707     34906      184.06       -9.07  29.27
2006192     082733     34906      186.25      -10.67  28.92
2006192     082800     34906      188.44      -12.26  28.57
2006192     082826     34906      190.61      -13.85  28.22
2006192     082852     34906      192.76      -15.45  27.87
2006192     082919     34906      194.88      -17.04  27.51
2006192     082952     34906      197.47      -19.03  27.06
2006192     083025     34906      200.00      -21.01  26.59
2006192     083058     34906      202.45      -23.00  26.13
2006192     083131     34906      204.82      -24.98  25.64
2006192     083204     34906      207.09      -26.96  25.15
2006192     083237     34906      209.26      -28.94  24.65
2006192     083316     34906      211.74      -31.32  24.03
2006192     083356     34906      214.07      -33.69  23.38
2006192     083436     34906      216.28      -36.06  22.70
2006192     083522     34906      218.66      -38.82  21.88
2006192     083608     34906      220.85      -41.57  21.00
2006192     083701     34906      223.14      -44.71  19.93
2006192     083754     34906      180.00      -47.84  18.76

2006192     095000     34907      110.46       48.70  19.27
2006192     095231     34907      112.62       39.66  16.08
2006192     095410     34907      114.75       33.73  14.32
2006192     095523     34907      116.87       29.37  13.16
2006192     095622     34907      119.07       25.79  12.25
2006192     095709     34907      121.18       23.01  11.57
2006192     095748     34907      123.32       20.62  11.01
2006192     095828     34907      125.87       18.23  10.46
2006192     095901     34907      128.36       16.24  10.01
2006192     095927     34907      130.64       14.65   9.65
2006192     095954     34907      133.22       13.05   9.30
2006192     100013     34907      135.39       11.86   9.03
2006192     100033     34907      137.78       10.66   8.77
2006192     100053     34907      140.41        9.47   8.51
2006192     100113     34907      143.30        8.27   8.25
2006192     100133     34907      146.49        7.07   8.00
2006192     100146     34907      148.79        6.28   7.83
2006192     100159     34907      151.23        5.48   7.65
2006192     100212     34907      153.82        4.68   7.48
2006192     100225     34907      156.56        3.88   7.31
2006192     100239     34907      159.44        3.08   7.14
2006192     100252     34907      162.47        2.29   6.97
2006192     100305     34907      165.64        1.49   6.80
2006192     100318     34907      168.92        0.69   6.63
2006192     100331     34907      172.32       -0.11   6.46
2006192     100345     34907      175.80       -0.90   6.30
2006192     100358     34907      179.35       -1.70   6.13
2006192     100411     34907      182.93       -2.50   5.96
2006192     100424     34907      186.52       -3.30   5.79
2006192     100437     34907      190.09       -4.09   5.62
2006192     100451     34907      193.62       -4.89   5.45
2006192     100504     34907      197.06       -5.69   5.27
2006192     100517     34907      200.41       -6.49   5.10
2006192     100530     34907      203.65       -7.28   4.93
2006192     100543     34907      206.75       -8.08   4.76
2006192     100557     34907      209.72       -8.88   4.59
2006192     100610     34907      212.54       -9.67   4.42
2006192     100623     34907      215.22      -10.47   4.24
2006192     100636     34907      217.75      -11.27   4.07
2006192     100649     34907      220.12      -12.07   3.90
2006192     100703     34907      222.36      -12.86   3.72
2006192     100716     34907      224.47      -13.66   3.54
2006192     100736     34907      227.38      -14.85   3.28
2006192     100755     34907      230.03      -16.05   3.01
2006192     100815     34907      232.44      -17.24   2.74
2006192     100835     34907      234.63      -18.43   2.47
2006192     100901     34907      237.24      -20.02   2.10
2006192     100928     34907      239.56      -21.61   1.73
2006192     101001     34907      242.08      -23.60   1.26
2006192     101034     34907      244.28      -25.58   0.77
2006192     101113     34907      246.55      -27.96   0.18
2006192     101200     34907      248.77      -30.73  -0.54
2006192     101252     34907      250.90      -33.89  -1.39
2006192     101358     34907      253.07      -37.84  -2.54
2006192     101524     34907      255.30      -42.95  -4.18
2006192     101716     34907      257.50      -49.59  -6.69
2006192     101756     34907      180.00      -51.93  -7.69

2006192     112800     34908      259.93       51.84  -4.10
2006192     113012     34908      257.78       44.00  -7.21
2006192     113151     34908      255.53       38.09  -9.13
2006192     113303     34908      253.39       33.74 -10.40
2006192     113403     34908      251.17       30.17 -11.36
2006192     113449     34908      249.06       27.39 -12.07
2006192     113528     34908      246.91       25.01 -12.66
2006192     113601     34908      244.80       23.02 -13.15
2006192     113634     34908      242.35       21.03 -13.61
2006192     113701     34908      240.08       19.44 -13.99
2006192     113727     34908      237.50       17.85 -14.35
2006192     113747     34908      235.31       16.65 -14.62
2006192     113807     34908      232.89       15.46 -14.89
2006192     113827     34908      230.19       14.26 -15.16
2006192     113846     34908      227.18       13.07 -15.42
2006192     113900     34908      224.98       12.27 -15.60
2006192     113913     34908      222.63       11.47 -15.77
2006192     113926     34908      220.10       10.68 -15.95
2006192     113939     34908      217.39        9.88 -16.12
2006192     113952     34908      214.50        9.08 -16.29
2006192     114006     34908      211.41        8.28 -16.46
2006192     114019     34908      208.15        7.49 -16.64
2006192     114032     34908      204.70        6.69 -16.81
2006192     114045     34908      201.08        5.89 -16.98
2006192     114058     34908      197.31        5.09 -17.15
2006192     114112     34908      193.42        4.29 -17.32
2006192     114125     34908      189.43        3.50 -17.49
2006192     114138     34908      185.40        2.70 -17.66
2006192     114151     34908      181.34        1.90 -17.83
2006192     114204     34908      177.31        1.10 -18.00
2006192     114218     34908      173.35        0.31 -18.17
2006192     114231     34908      169.49       -0.49 -18.34
2006192     114244     34908      165.77       -1.29 -18.51
2006192     114257     34908      162.19       -2.09 -18.68
2006192     114310     34908      158.80       -2.88 -18.85
2006192     114324     34908      155.58       -3.68 -19.02
2006192     114337     34908      152.56       -4.48 -19.19
2006192     114350     34908      149.72       -5.28 -19.36
2006192     114403     34908      147.06       -6.07 -19.53
2006192     114416     34908      144.59       -6.87 -19.70
2006192     114430     34908      142.29       -7.67 -19.87
2006192     114443     34908      140.14       -8.47 -20.04
2006192     114503     34908      137.20       -9.66 -20.30
2006192     114522     34908      134.56      -10.86 -20.56
2006192     114542     34908      132.20      -12.05 -20.82
2006192     114602     34908      130.06      -13.25 -21.09
2006192     114628     34908      127.55      -14.84 -21.44
2006192     114655     34908      125.35      -16.43 -21.79
2006192     114728     34908      122.98      -18.42 -22.25
2006192     114807     34908      120.57      -20.80 -22.80
2006192     114854     34908      118.25      -23.58 -23.46
2006192     114946     34908      116.11      -26.76 -24.24
2006192     115052     34908      113.98      -30.72 -25.25
2006192     115225     34908      111.77      -36.25 -26.80
2006192     115437     34908      109.64      -44.11 -29.31
2006192     115556     34908      180.00      -48.80 -31.07

2006192     130700     34909      229.06       51.42 -29.01
2006192     130806     34909      226.74       47.51 -30.63
2006192     130858     34909      224.63       44.37 -31.81
2006192     130951     34909      222.32       41.22 -32.87
2006192     131037     34909      220.09       38.46 -33.74
2006192     131124     34909      217.67       35.69 -34.56
2006192     131203     34909      215.42       33.32 -35.23
2006192     131243     34909      213.02       30.94 -35.88
2006192     131316     34909      210.91       28.96 -36.39
2006192     131349     34909      208.68       26.97 -36.90
2006192     131422     34909      206.34       24.99 -37.39
2006192     131455     34909      203.90       23.00 -37.87
2006192     131528     34909      201.37       21.01 -38.34
2006192     131601     34909      198.74       19.02 -38.81
2006192     131627     34909      196.58       17.43 -39.17
2006192     131654     34909      194.38       15.83 -39.53
2006192     131720     34909      192.14       14.24 -39.88
2006192     131746     34909      189.87       12.64 -40.24
2006192     131813     34909      187.58       11.05 -40.58
2006192     131839     34909      185.27        9.45 -40.93
2006192     131906     34909      182.96        7.86 -41.28
2006192     131932     34909      180.66        6.26 -41.62
2006192     131958     34909      178.37        4.67 -41.96
2006192     132025     34909      176.11        3.07 -42.30
2006192     132051     34909      173.89        1.48 -42.64
2006192     132118     34909      171.70       -0.12 -42.98
2006192     132144     34909      169.56       -1.71 -43.32
2006192     132217     34909      166.96       -3.71 -43.74
2006192     132250     34909      164.46       -5.70 -44.17
2006192     132323     34909      162.06       -7.70 -44.60
2006192     132356     34909      159.77       -9.69 -45.03
2006192     132429     34909      157.58      -11.68 -45.46
2006192     132509     34909      155.11      -14.07 -45.99
2006192     132548     34909      152.81      -16.46 -46.52
2006192     132628     34909      150.66      -18.84 -47.07
2006192     132714     34909      148.35      -21.62 -47.71
2006192     132800     34909      146.24      -24.40 -48.38
2006192     132853     34909      144.06      -27.58 -49.16
2006192     132946     34909      180.00      -30.74 -49.98

2006193     085700     34921      128.84       39.34  29.87
2006193     085819     34921      131.13       34.60  28.47
2006193     085925     34921      133.45       30.64  27.39
2006193     090018     34921      135.62       27.46  26.57
2006193     090104     34921      137.77       24.68  25.88
2006193     090150     34921      140.21       21.90  25.21
2006193     090230     34921      142.54       19.51  24.66
2006193     090303     34921      144.67       17.52  24.20
2006193     090336     34921      146.99       15.52  23.75
2006193     090409     34921      149.49       13.53  23.31
2006193     090435     34921      151.64       11.94  22.96
2006193     090501     34921      153.92       10.34  22.61
2006193     090528     34921      156.34        8.75  22.26
2006193     090554     34921      158.89        7.15  21.92
2006193     090621     34921      161.57        5.56  21.58
2006193     090647     34921      164.39        3.96  21.24
2006193     090707     34921      166.57        2.77  20.98
2006193     090727     34921      168.82        1.57  20.73
2006193     090746     34921      171.13        0.37  20.47
2006193     090806     34921      173.49       -0.82  20.22
2006193     090826     34921      175.89       -2.02  19.96
2006193     090846     34921      178.32       -3.22  19.71
2006193     090906     34921      180.78       -4.41  19.45
2006193     090925     34921      183.25       -5.61  19.20
2006193     090945     34921      185.73       -6.81  18.94
2006193     091005     34921      188.20       -8.00  18.68
2006193     091025     34921      190.65       -9.20  18.43
2006193     091045     34921      193.08      -10.39  18.17
2006193     091104     34921      195.47      -11.59  17.91
2006193     091124     34921      197.82      -12.78  17.64
2006193     091144     34921      200.11      -13.98  17.38
2006193     091204     34921      202.35      -15.17  17.11
2006193     091224     34921      204.52      -16.36  16.84
2006193     091243     34921      206.63      -17.56  16.58
2006193     091310     34921      209.33      -19.15  16.21
2006193     091336     34921      211.90      -20.74  15.84
2006193     091403     34921      214.33      -22.33  15.47
2006193     091429     34921      216.64      -23.91  15.09
2006193     091455     34921      218.80      -25.50  14.70
2006193     091528     34921      221.35      -27.48  14.21
2006193     091601     34921      223.69      -29.46  13.70
2006193     091634     34921      225.87      -31.44  13.18
2006193     091714     34921      228.25      -33.81  12.53
2006193     091754     34921      230.41      -36.18  11.86
2006193     091840     34921      232.69      -38.94  11.03
2006193     091933     34921      235.00      -42.08  10.01
2006193     092032     34921      237.27      -45.61   8.78
2006193     092138     34921      239.44      -49.52   7.25
2006193     092251     34921      180.00      -53.79   5.33

2006193     103200     34922       97.27       53.19  10.43
2006193     104021     34922       99.39       23.21   0.81
2006193     104220     34922      101.53       16.05  -0.85
2006193     104326     34922      103.83       12.06  -1.74
2006193     104406     34922      106.06        9.67  -2.26
2006193     104432     34922      108.22        8.07  -2.60
2006193     104452     34922      110.41        6.88  -2.86
2006193     104512     34922      113.39        5.68  -3.12
2006193     104525     34922      116.03        4.88  -3.29
2006193     104538     34922      119.44        4.09  -3.46
2006193     104545     34922      121.54        3.69  -3.54
2006193     104551     34922      123.99        3.29  -3.63
2006193     104558     34922      126.85        2.89  -3.71
2006193     104604     34922      130.24        2.49  -3.80
2006193     104611     34922      134.28        2.09  -3.88
2006193     104618     34922      139.13        1.69  -3.97
2006193     104624     34922      144.94        1.29  -4.05
2006193     104631     34922      151.89        0.89  -4.14
2006193     104637     34922      160.08        0.50  -4.22
2006193     104644     34922      169.43        0.10  -4.31
2006193     104651     34922      179.64       -0.30  -4.39
2006193     104657     34922      190.11       -0.70  -4.48
2006193     104704     34922      200.20       -1.10  -4.56
2006193     104710     34922      209.34       -1.50  -4.65
2006193     104717     34922      217.29       -1.90  -4.73
2006193     104724     34922      224.01       -2.30  -4.82
2006193     104730     34922      229.62       -2.69  -4.90
2006193     104737     34922      234.29       -3.09  -4.99
2006193     104743     34922      238.20       -3.49  -5.07
2006193     104750     34922      241.48       -3.89  -5.16
2006193     104757     34922      244.25       -4.29  -5.24
2006193     104803     34922      246.63       -4.69  -5.33
2006193     104816     34922      250.45       -5.49  -5.50
2006193     104830     34922      253.36       -6.28  -5.67
2006193     104843     34922      255.65       -7.08  -5.84
2006193     104903     34922      258.28       -8.28  -6.10
2006193     104929     34922      260.82       -9.87  -6.44
2006193     105002     34922      263.02      -11.86  -6.88
2006193     105055     34922      265.34      -15.05  -7.58
2006193     105221     34922      267.55      -20.22  -8.76
2006193     105506     34922      269.68      -30.13 -11.20
2006193     110055     34922      180.00      -50.96 -18.07

2006193     121100     34923      246.60       52.78 -14.48
2006193     121225     34923      244.39       47.70 -16.65
2006193     121338     34923      242.08       43.38 -18.24
2006193     121437     34923      239.84       39.83 -19.40
2006193     121530     34923      237.53       36.67 -20.37
2006193     121616     34923      235.21       33.90 -21.16
2006193     121656     34923      232.95       31.53 -21.82
2006193     121736     34923      230.45       29.15 -22.44
2006193     121809     34923      228.12       27.16 -22.95
2006193     121842     34923      225.57       25.18 -23.44
2006193     121908     34923      223.34       23.59 -23.83
2006193     121934     34923      220.95       21.99 -24.20
2006193     122001     34923      218.36       20.40 -24.58
2006193     122027     34923      215.60       18.81 -24.95
2006193     122047     34923      213.39       17.62 -25.22
