  Tick      DoY      hits
 1150255  273.01794   1
 1150830  273.10524   1
 1151181  273.15844   1
 1151259  273.17024   1
 1151489  273.20514   1
 1151504  273.20744   1
 1151960  273.27654   1
 1152121  273.30094   1
 1152122  273.30114   1
 1152269  273.32344   1
 1152980  273.43124   1
 1152991  273.43284   1
 1152992  273.43304   1
 1153205  273.46534   1
 1153327  273.48384   1
 1153417  273.49744   1
 1154706  273.69294   1
 1154707  273.69314   1
 1154744  273.69874   1
 1155572  273.82424   1
 1155593  273.82744   1
 1155810  273.86034   1
 1155813  273.86084   1
 1156016  273.89154   1
 1156439  273.95574   1
 1158151  274.21534   1
 1158154  274.21584   1
 1158156  274.21614   1
 1158200  274.22274   1
 1158387  274.25114   1
 1158590  274.28194   1
 1159039  274.34994   1
 1159105  274.36004   1
 1159452  274.41264   1
 1159461  274.41394   1
 1159558  274.42864   1
 1159874  274.47664   1
 1159892  274.47934   1
 1159893  274.47954   1
 1160201  274.52624   1
 1160314  274.54334   1
 1160318  274.54394   1
 1160340  274.54724   1
 1160739  274.60784   1
 1160740  274.60794   1
 1160747  274.60894   1
 1160895  274.63144   1
 1161177  274.67424   1
 1161184  274.67524   1
 1161475  274.71944   1
 1161594  274.73744   1
 1161615  274.74064   1
 1162029  274.80334   1
 1162505  274.87554   1
 1163767  275.06694   1
 1163773  275.06784   1
 1164189  275.13094   1
 1164197  275.13214   1
 1164383  275.16034   1
 1164630  275.19784   1
 1165052  275.26184   1
 1165528  275.33404   1
 1165903  275.39084   1
 1166353  275.45904   1
 1166745  275.51854   1
 1166785  275.52464   1
 1167624  275.65184   1
 1167634  275.65334   1
 1168052  275.71674   1
 1168088  275.72214   1
 1168488  275.78284   1
 1169790  275.98024   1
 1169807  275.98284   1
 1170641  276.10934   1
 1170936  276.15404   1
 1171081  276.17604   1
 1171115  276.18124   1
 1171310  276.21074   1
 1171510  276.24114   1
 1171514  276.24174   1
 1171947  276.30734   1
 1172817  276.43924   1
 1173709  276.57454   1
 1174090  276.63234   1
 1174100  276.63384   1
 1174117  276.63644   1
 1174523  276.69794   1
 1174530  276.69904   1
 1174534  276.69964   1
 1174569  276.70494   1
 1174965  276.76504   1
 1175219  276.80354   1
 1175391  276.82964   1
 1175407  276.83204   1
 1175824  276.89524   1
 1175828  276.89584   1
 1176260  276.96134   1
 1176685  277.02584   1
 1177096  277.08814   1
 1177134  277.09394   1
 1177537  277.15504   1
 1177539  277.15534   1
 1177549  277.15684   1
 1177569  277.15984   1
 1177577  277.16104   1
 1178409  277.28724   1
 1178420  277.28894   1
 1178513  277.30304   1
 1178667  277.32634   1
 1178850  277.35414   1
 1179307  277.42344   1
 1179587  277.46594   1
 1179711  277.48464   1
 1180552  277.61224   1
 1180824  277.65344   1
 1180996  277.67954   1
 1181415  277.74304   1
 1181857  277.81014   1
 1182096  277.84634   1
 1182279  277.87414   1
 1182715  277.94024   1
 1183132  278.00344   1
 1184012  278.13684   1
 1184429  278.20014   1
 1184629  278.23044   1
 1185202  278.31734   1
 1185289  278.33054   1
 1185293  278.33114   1
 1185728  278.39714   1
 1186158  278.46234   1
 1186192  278.46744   1
 1187003  278.59044   1
 1187015  278.59224   1
 1187367  278.64564   1
 1187425  278.65444   1
 1187883  278.72384   1
 1188124  278.76044   1
 1188326  278.79104   1
 1188739  278.85364   1
 1189164  278.91814   1
 1190030  279.04944   1
 1190401  279.10574   1
 1190488  279.11894   1
 1190936  279.18684   1
 1191322  279.24534   1
 1192011  279.34984   1
 1192187  279.37654   1
 1193497  279.57514   1
 1194538  279.73304   1
 1194759  279.76654   1
 1196715  280.06314   1
 1197779  280.22454   1
 1199067  280.41984   1
 1199927  280.55024   1
 1204670  281.26944   1
 1205095  281.33394   1
 1205511  281.39694   1
 1207232  281.65794   1
 1207573  281.70964   1
 1209818  282.05004   1
 1209830  282.05194   1
 1210070  282.08834   1
 1211559  282.31414   1
 1212405  282.44244   1
 1212423  282.44514   1
 1213714  282.64084   1
 1213940  282.67514   1
 1214555  282.76844   1
 1215873  282.96824   1
 1217576  283.22654   1
 1218010  283.29234   1
 1218019  283.29364   1
 1218427  283.35554   1
 1218929  283.43164   1
 1221890  283.88064   1
 1222548  283.98044   1
 1222671  283.99914   1
 1225144  284.37414   1
 1225335  284.40304   1
 1225655  284.45164   1
 1226628  284.59914   1
 1226630  284.59944   1
 1227709  284.76304   1
 1229195  284.98844   1
 1229837  285.08574   1
 1231044  285.26874   1
 1231781  285.38054   1
 1233510  285.64274   1
 1234618  285.81074   1
 1234915  285.85574   1
 1235244  285.90564   1
 1235890  286.00364   1
 1236639  286.11724   1
 1236948  286.16404   1
 1238254  286.36214   1
 1240936  286.76884   1
 1241386  286.83704   1
 1242236  286.96594   1
 1242976  287.07814   1
 1248422  287.90394   1
 1249442  288.05864   1
 1250741  288.25564   1
 1251401  288.35574   1
 1251485  288.36844   1
 1251664  288.39554   1
 1253125  288.61714   1
 1253126  288.61724   1
 1253721  288.70754   1
 1257619  289.29864   1
 1259011  289.50964   1
 1260208  289.69124   1
 1261071  289.82204   1
 1262660  290.06304   1
 1263206  290.14584   1
 1263213  290.14694   1
 1263454  290.18344   1
 1263650  290.21314   1
 1264512  290.34384   1
 1264600  290.35714   1
 1264963  290.41224   1
 1265808  290.54034   1
 1265938  290.56014   1
 1267098  290.73604   1
 1267440  290.78784   1
 1267839  290.84834   1
 1268949  291.01664   1
 1271523  291.40704   1
 1274317  291.83064   1
 1275192  291.96334   1
 1275963  292.08024   1
 1277553  292.32144   1
 1277869  292.36934   1
 1278432  292.45464   1
 1278462  292.45924   1
 1278486  292.46284   1
 1278504  292.46554   1
 1278505  292.46574   1
 1278749  292.50274   1
 1278765  292.50514   2
 1278766  292.50534   1
 1278776  292.50684   1
 1278780  292.50744   1
 1278781  292.50764   2
 1279950  292.68484   1
 1280860  292.82284   1
 1280869  292.82424   1
 1281039  292.84994   1
 1281306  292.89044   1
 1281465  292.91464   1
 1281557  292.92854   1
 1282585  293.08444   1
 1283028  293.15164   1
 1283639  293.24424   1
 1284691  293.40374   1
 1286034  293.60744   1
 1286138  293.62324   1
 1286242  293.63894   1
 1286244  293.63934   1
 1286450  293.67054   1
 1286566  293.68814   1
 1286980  293.75094   1
 1287463  293.82414   1
 1287751  293.86784   1
 1288172  293.93164   1
 1288762  294.02114   1
 1288959  294.05094   1
 1289873  294.18954   1
 1290778  294.32684   1
 1291191  294.38944   1
 1292895  294.64784   1
 1294628  294.91064   1
 1295003  294.96744   1
 1295189  294.99574   1
 1295226  295.00134   1
 1295369  295.02294   1
 1295374  295.02374   1
 1296347  295.17134   1
 1296801  295.24014   1
 1297008  295.27154   1
 1299929  295.71444   1
 1300209  295.75694   1
 1300969  295.87214   1
 1301118  295.89474   1
 1301665  295.97774   1
 1303695  296.28554   1
 1304672  296.43374   1
 1305621  296.57754   1
 1305984  296.63264   1
 1307133  296.80684   1
 1307858  296.91684   1
 1308393  296.99794   1
 1309268  297.13064   1
 1310053  297.24964   1
 1313149  297.71914   1
 1315967  298.14644   1
 1316919  298.29084   1
 1318269  298.49554   1
 1319023  298.60984   1
 1319626  298.70134   1
 1324639  299.46144   1
 1326899  299.80414   1
 1327359  299.87394   1
 1329842  300.25044   1
 1330740  300.38664   1
 1330940  300.41694   1
 1333822  300.85394   1
 1333829  300.85504   1
 1334664  300.98164   1
 1336399  301.24474   1
 1336595  301.27444   1
 1338987  301.63714   1
 1339293  301.68364   1
 1339396  301.69924   1
 1339775  301.75674   1
 1340286  301.83414   1
 1341564  302.02794   1
 1342010  302.09564   1
 1344999  302.54884   1
 1345826  302.67424   1
 1347517  302.93064   1
 1347904  302.98934   1
 1348028  303.00814   1
 1349311  303.20274   1
 1351001  303.45904   1
 1351023  303.46234   1
 1353535  303.84324   1
 1354468  303.98474   1
 1357060  304.37774   1
 1357463  304.43884   1
 1357494  304.44354   1
 1359051  304.67974   1
 1360071  304.83434   1
 1360073  304.83464   1
 1360078  304.83544   1
 1361363  305.03024   1
 1362077  305.13854   1
 1362678  305.22964   1
 1365783  305.70054   1
 1366129  305.75304   1
 1369099  306.20334   1
 1369358  306.24264   1
 1369545  306.27104   1
 1370778  306.45794   1
 1371266  306.53194   1
 1372504  306.71974   1
 1372934  306.78494   1
 1375124  307.11694   1
 1375147  307.12044   1
 1375518  307.17674   1
 1376450  307.31804   1
 1377284  307.44454   1
 1380292  307.90064   1
 1380684  307.96014   1
 1381176  308.03474   1
 1381748  308.12144   1
 1384991  308.61324   1
 1385322  308.66344   1
 1387630  309.01334   1
 1388054  309.07764   1
 1388521  309.14854   1
 1388895  309.20524   1
 1393238  309.86374   1
 1394956  310.12434   1
 1397990  310.58434   1
 1404369  311.55164   1
 1405301  311.69304   1
 1406532  311.87964   1
 1410048  312.41284   1
 1410448  312.47344   1
 1410778  312.52354   1
 1412287  312.75234   1
 1415281  313.20634   1
 1416057  313.32404   1
 1422745  314.33824   1
 1426300  314.87734   1
 1426706  314.93884   1
 1426838  314.95884   1
 1428770  315.25184   1
 1429121  315.30504   1
 1433056  315.90174   1
 1433058  315.90204   1
 1433742  316.00574   1
 1435989  316.34654   1
 1436625  316.44294   1
 1436685  316.45204   1
 1436686  316.45224   1
 1439095  316.81754   1
 1440068  316.96504   1
 1440261  316.99434   1
 1440811  317.07774   1
 1441844  317.23434   1
 1442144  317.27984   1
 1443397  317.46984   1
 1443932  317.55094   1
 1444190  317.59014   1
 1444612  317.65414   1
 1444633  317.65734   1
 1445470  317.78424   1
 1446229  317.89934   1
 1448058  318.17664   1
 1450396  318.53124   1
 1453082  318.93844   1
 1453094  318.94034   1
 1453122  318.94454   1
 1453124  318.94484   1
 1453146  318.94824   1
 1453163  318.95074   1
 1453508  319.00314   1
 1454224  319.11164   1
 1454994  319.22844   1
 1457565  319.61834   1
 1457714  319.64084   1
 1458018  319.68704   1
 1461301  320.18484   1
 1461873  320.27154   1
 1466260  320.93674   1
 1468182  321.22824   1
 1468205  321.23174   1
 1468233  321.23594   1
 1469765  321.46834   1
 1470307  321.55044   1
 1470494  321.57884   1
 1470591  321.59354   1
 1470634  321.60004   1
 1470980  321.65254   1
 1470987  321.65364   1
 1474422  322.17444   1
 1475222  322.29574   1
 1476537  322.49514   1
 1477381  322.62314   1
 1480839  323.14754   1
 1481278  323.21414   1
 1481899  323.30824   1
 1483501  323.55124   1
 1483557  323.55974   1
 1484371  323.68314   1
 1485293  323.82294   1
 1485979  323.92694   1
 1486670  324.03174   1
 1486966  324.07664   1
 1489018  324.38784   1
 1490308  324.58344   1
 1490427  324.60144   1
 1490446  324.60434   1
 1490707  324.64394   1
 1490826  324.66194   2
 1491566  324.77414   1
 1491739  324.80044   1
 1491750  324.80204   1
 1493453  325.06034   1
 1494767  325.25954   1
 1494904  325.28034   1
 1496495  325.52164   1
 1498320  325.79834   1
 1498321  325.79854   1
 1498322  325.79864   2
 1498323  325.79884   3
 1498324  325.79894   1
 1498325  325.79914   5
 1498326  325.79924   2
 1498327  325.79944   1
 1498328  325.79954   2
 1498329  325.79974   1
 1498330  325.79984   1
 1498480  325.82264   1
 1499317  325.94954   1
 1500189  326.08174   1
 1500452  326.12164   1
 1502177  326.38324   1
 1502773  326.47364   1
 1503101  326.52334   1
 1504285  326.70294   1
 1505373  326.86784   1
 1506375  327.01984   1
 1506883  327.09684   1
 1509879  327.55114   1
 1510532  327.65014   1
 1510928  327.71024   1
 1511158  327.74514   1
 1513272  328.06564   1
 1513851  328.15344   1
 1514692  328.28094   1
 1514693  328.28114   1
 1515831  328.45374   1
 1517255  328.66964   1
 1519567  329.02024   1
 1519865  329.06544   1
 1520331  329.13604   1
 1520438  329.15234   1
 1521404  329.29884   1
 1521723  329.34714   1
 1522365  329.44454   1
 1523006  329.54174   1
 1529471  330.52204   1
 1529673  330.55264   1
 1532057  330.91424   1
 1532384  330.96374   1
 1532578  330.99324   1
 1533594  331.14724   1
 1534525  331.28844   1
 1534862  331.33954   1
 1535671  331.46224   1
 1536548  331.59524   1
 1536610  331.60464   1
 1537641  331.76094   1
 1541810  332.39314   1
 1541841  332.39784   1
 1542223  332.45574   1
 1542293  332.46634   1
 1542382  332.47984   1
 1544795  332.84574   1
 1547048  333.18744   1
 1547358  333.23444   1
 1547850  333.30904   1
 1548346  333.38424   2
 1549631  333.57914   1
 1552973  334.08584   1
 1554152  334.26464   1
 1554689  334.34614   1
 1554690  334.34624   1
 1554787  334.36094   1
 1555193  334.42254   1
 1557565  334.78224   1
 1559095  335.01424   1
 1559134  335.02014   1
 1562987  335.60444   1
 1563820  335.73074   1
 1563891  335.74154   1
 1564213  335.79034   1
 1564263  335.79794   1
 1564971  335.90524   1
 1565111  335.92654   1
 1565560  335.99454   1
 1565573  335.99654   1
 1566416  336.12434   1
 1566584  336.14984   1
 1566693  336.16644   1
 1567718  336.32184   1
 1568998  336.51594   1
 1569002  336.51654   1
 1570605  336.75964   1
 1572446  337.03874   1
 1572482  337.04424   1
 1573193  337.15204   1
 1573578  337.21044   1
 1575030  337.43064   1
 1575055  337.43444   1
 1575479  337.49874   1
 1577229  337.76404   1
 1577441  337.79624   1
 1578494  337.95584   1
 1578922  338.02084   1
 1579204  338.06354   1
 1580218  338.21734   1
 1580461  338.25414   1
 1581902  338.47264   1
 1582377  338.54464   1
 1582687  338.59174   1
 1583259  338.67844   1
 1585044  338.94914   1
 1589725  339.65894   1
 1590457  339.76994   1
 1590992  339.85104   1
 1592974  340.15164   1
 1593595  340.24584   1
 1594138  340.32814   1
 1595548  340.54194   1
 1597217  340.79504   1
 1598161  340.93814   1
 1599215  341.09804   1
 1599253  341.10374   1
 1599254  341.10394   1
 1600140  341.23824   1
 1600142  341.23854   1
 1600172  341.24314   1
 1600174  341.24344   1
 1600642  341.31444   3
 1600643  341.31454   2
 1600645  341.31484   2
 1602060  341.52944   1
 1603054  341.68014   1
 1604148  341.84604   1
 1609021  342.58494   1
 1609068  342.59214   1
 1609791  342.70174   1
 1610428  342.79834   1
 1610624  342.82804   1
 1617167  343.82024   1
 1617729  343.90544   1
 1618381  344.00434   1
 1618686  344.05054   1
 1618875  344.07924   1
 1619254  344.13674   1
 1621158  344.42544   1
 1622111  344.56994   1
 1622114  344.57034   1
 1622488  344.62714   1
 1622898  344.68924   1
 1623712  344.81274   1
 1624161  344.88084   1
 1624641  344.95364   1
 1625027  345.01214   1
 1625112  345.02504   1
 1627330  345.36134   1
 1627469  345.38244   1
 1629148  345.63704   1
 1631548  346.00094   1
 1631841  346.04534   1
 1635169  346.55004   1
 1637095  346.84214   1
 1640568  347.36874   1
 1641934  347.57584   1
 1644012  347.89104   1
 1645048  348.04804   1
 1647505  348.42064   1
 1648638  348.59244   1
 1651081  348.96294   1
 1652141  349.12364   1
 1654051  349.41334   1
 1654053  349.41364   2
 1654054  349.41374   5
 1654055  349.41384   4
 1654056  349.41404   6
 1654057  349.41424   6
 1654058  349.41434   3
 1654061  349.41484   1
 1654093  349.41964   1
 1654094  349.41984   3
 1654095  349.41994   4
 1655211  349.58924   1
 1655892  349.69244   1
 1656569  349.79514   1
 1659161  350.18814   1
 1660768  350.43184   1
 1663283  350.81324   1
 1663634  350.86644   1
 1665174  351.09994   1
 1667031  351.38154   1
 1673974  352.43444   1
 1676813  352.86494   1
 1677542  352.97544   1
 1678181  353.07234   1
 1681857  353.62974   1
 1686959  354.40344   1
 1691253  355.05454   1
 1691493  355.09094   1
 1691512  355.09384   1
 1691666  355.11724   1
 1694214  355.50354   1
 1697171  355.95194   1
 1698398  356.13804   1
 1699700  356.33544   1
 1704870  357.11944   1
 1705026  357.14314   1
 1706288  357.33444   1
 1707571  357.52904   1
 1709451  357.81414   1
 1711382  358.10694   1
 1711942  358.19184   1
 1714851  358.63294   1
 1715785  358.77464   1
 1716135  358.82764   1
 1731677  361.18444   1
 1732949  361.37734   1
 1734605  361.62844   1
 1736468  361.91094   1
 1741071  362.60894   1
 1744342  363.10494   1
 1744343  363.10514   1
 1744345  363.10544  10
 1744346  363.10554   7
 1744347  363.10574   5
 1744348  363.10584   3
 1744349  363.10604   3
 1744388  363.11194   1
 1744389  363.11214   4
 1744390  363.11224   4
 1744391  363.11244   1
 1747630  363.60354   1
 1753569  364.50414   1
 1754022  364.57284   1
 1761028  365.63524   1
 1764821  366.21044   1
 1765719  366.34654   1
 1766831  366.51514   1
 1770152  367.01874   1
 1771163  367.17214   1
 1771713  367.25544   1
 1772996  367.45004   1
 1774271  367.64334   1
 1781610  368.75624   1
 1783970  369.11414   1
 1788366  369.78074   1
 1790971  370.17574   1
 1794747  370.74834   1
 1794975  370.78294   1
 1795270  370.82764   1
 1795659  370.88664   1
 1796922  371.07814   1
 1797336  371.14094   1
 1800449  371.61294   1
 1800773  371.66214   1
 1801506  371.77324   1
 1803708  372.10714   1
 1804777  372.26934   1
 1806854  372.58424   1
 1807858  372.73654   1
 1813054  373.52444   1
 1816099  373.98614   1
 1824633  375.28024   1
 1825725  375.44584   1
 1832536  376.47864   1
 1837728  377.26594   1
 1842765  378.02974   1
 1844112  378.23404   1
 1844572  378.30374   1
 1845577  378.45614   1
 1845592  378.45844   1
 1846517  378.59874   1
 1851303  379.32444   1
 1852625  379.52494   1
 1852652  379.52904   1
 1862116  380.96414   1
 1864012  381.25164   1
 1868663  381.95694   1
 1869401  382.06884   1
 1875855  383.04754   1
 1881078  383.83954   1
 1881410  383.88984   1
 1883317  384.17904   1
 1887724  384.84734   1
 1887728  384.84794   1
 1887732  384.84854   1
 1887742  384.85004   1
 1887748  384.85094   1
 1887749  384.85114   1
 1887753  384.85174   1
 1887754  384.85184   1
 1887756  384.85214   1
 1887757  384.85234   3
 1887760  384.85284   1
 1887761  384.85294   2
 1887770  384.85424   1
 1887771  384.85444   1
 1887779  384.85564   1
 1887839  384.86474   1
 1887848  384.86614   1
 1888257  384.92814   1
 1888374  384.94584   1
 1888674  384.99134   1
 1889295  385.08554   1
 1889336  385.09174   1
 1889470  385.11204   1
 1890970  385.33954   1
 1891824  385.46904   1
 1891888  385.47874   1
 1893228  385.68194   1
 1894117  385.81674   1
 1896388  386.16114   1
 1897145  386.27594   1
 1899746  386.67034   1
 1903290  387.20774   1
 1904331  387.36554   1
 1905245  387.50424   1
 1907685  387.87414   1
 1908591  388.01154   1
 1911219  388.41004   1
 1914944  388.97494   1
 1915955  389.12824   1
 1916784  389.25394   1
 1917297  389.33174   1
 1918800  389.55964   1
 1924797  390.46904   1
 1925166  390.52504   1
 1927181  390.83054   1
 1928567  391.04074   1
 1931152  391.43274   1
 1932898  391.69744   1
 1932908  391.69894   2
 1932910  391.69924   2
 1932918  391.70054   1
 1932921  391.70094   1
 1932922  391.70114   1
 1932923  391.70124   1
 1932929  391.70214   1
 1932932  391.70264   1
 1932934  391.70294   1
 1932939  391.70364   1
 1932940  391.70384   1
 1932942  391.70414   1
 1932948  391.70504   1
 1932950  391.70534   2
 1932954  391.70594   2
 1932973  391.70884   1
 1932978  391.70964   1
 1932980  391.70994   1
 1932981  391.71004   1
 1932985  391.71064   1
 1932992  391.71174   1
 1933311  391.76014   1
 1933315  391.76074   2
 1933316  391.76084   1
 1933317  391.76104   1
 1933322  391.76174   1
 1933323  391.76194   1
 1933326  391.76234   1
 1933328  391.76264   1
 1933329  391.76284   1
 1933335  391.76374   1
 1933338  391.76424   1
 1933342  391.76484   1
 1933343  391.76494   1
 1933346  391.76544   1
 1933353  391.76644   2
 1933362  391.76784   1
 1933377  391.77014   1
 1933391  391.77224   1
 1933394  391.77264   1
 1933403  391.77404   1
 1933408  391.77484   1
 1933411  391.77524   1
 1933751  391.82684   2
 1933752  391.82694   1
 1933770  391.82974   1
 1933773  391.83014   1
 1933785  391.83194   1
 1933788  391.83244   1
 1933799  391.83414   1
 1933835  391.83954   1
 1934580  391.95254   1
 1934581  391.95264   2
 1934606  391.95654   1
 1934615  391.95784   1
 1934635  391.96084   1
 1935052  392.02414   1
 1935054  392.02444   1
 1935059  392.02514   1
 1935083  392.02884   1
 1935491  392.09064   1
 1936337  392.21894   1
 1936342  392.21974   1
 1936343  392.21984   1
 1936344  392.22004   1
 1936351  392.22104   1
 1936352  392.22124   1
 1936355  392.22164   1
 1936360  392.22244   1
 1936747  392.28114   1
 1938487  392.54504   1
 1938548  392.55424   1
 1938917  392.61024   1
 1938932  392.61244   1
 1938947  392.61474   1
 1938952  392.61544   1
 1939350  392.67584   2
 1939353  392.67634   1
 1939358  392.67704   1
 1939362  392.67764   1
 1939368  392.67854   1
 1939373  392.67934   1
 1939374  392.67944   1
 1939376  392.67974   1
 1939377  392.67994   1
 1939379  392.68024   1
 1939793  392.74304   1
 1939797  392.74364   1
 1940231  392.80944   1
 1940244  392.81144   2
 1940624  392.86904   1
 1940660  392.87454   1
 1940665  392.87524   1
 1941061  392.93534   1
 1941070  392.93664   1
 1941494  393.00094   1
 1941533  393.00684   1
 1941923  393.06604   1
 1941924  393.06614   1
 1941930  393.06704   1
 1941947  393.06964   1
 1942360  393.13224   1
 1942385  393.13604   1
 1942796  393.19844   1
 1942801  393.19914   1
 1942806  393.19994   2
 1942810  393.20054   1
 1942811  393.20064   2
 1942813  393.20094   1
 1942817  393.20154   1
 1942818  393.20174   1
 1942820  393.20204   1
 1942821  393.20214   2
 1942823  393.20254   1
 1942828  393.20324   1
 1943266  393.26964   1
 1943280  393.27184   1
 1943504  393.30574   1
 1943669  393.33074   1
 1943685  393.33324   1
 1944097  393.39574   1
 1944109  393.39754   1
 1944552  393.46464   1
 1944961  393.52674   1
 1945372  393.58904   1
 1945373  393.58914   1
 1945374  393.58934   1
 1945819  393.65684   1
 1945824  393.65754   1
 1945832  393.65884   1
 1946232  393.71944   1
 1946240  393.72064   1
 1946246  393.72154   2
 1946247  393.72174   1
 1946250  393.72214   2
 1946255  393.72294   1
 1946382  393.74214   1
 1946677  393.78694   1
 1946682  393.78764   1
 1946687  393.78844   1
 1946692  393.78924   2
 1946695  393.78964   1
 1946706  393.79134   1
 1947115  393.85334   1
 1947140  393.85714   2
 1947146  393.85804   1
 1947148  393.85834   1
 1947535  393.91704   1
 1947545  393.91854   1
 1947549  393.91914   1
 1947557  393.92034   1
 1947563  393.92124   1
 1947572  393.92264   1
 1947576  393.92324   1
 1948003  393.98794   1
 1948004  393.98814   1
 1948386  394.04604   1
 1948420  394.05124   1
 1948822  394.11224   1
 1948852  394.11674   1
 1949252  394.17734   1
 1949257  394.17814   1
 1949274  394.18074   1
 1949275  394.18084   1
 1949617  394.23274   1
 1949680  394.24224   1
 1949685  394.24304   1
 1949704  394.24594   1
 1950101  394.30614   1
 1950111  394.30764   1
 1950120  394.30904   1
 1950122  394.30934   1
 1950150  394.31354   1
 1950563  394.37624   1
 1950989  394.44074   1
 1951433  394.50814   1
 1951691  394.54724   1
 1951826  394.56774   1
 1951862  394.57314   1
 1952130  394.61384   1
 1952256  394.63294   1
 1952268  394.63474   1
 1952316  394.64204   1
 1952713  394.70224   1
 1953149  394.76834   1
 1953150  394.76844   1
 1953573  394.83264   1
 1953898  394.88194   1
 1953990  394.89584   2
 1954409  394.95944   1
 1954435  394.96334   1
 1955277  395.09104   1
 1956580  395.28864   1
 1956583  395.28904   1
 1956986  395.35014   1
 1957885  395.48654   1
 1958131  395.52374   1
 1958730  395.61464   1
 1958749  395.61754   1
 1960035  395.81254   1
 1960230  395.84204   1
 1960456  395.87634   1
 1960471  395.87864   1
 1963007  396.26324   1
 1963044  396.26884   1
 1963434  396.32794   1
 1965160  396.58964   1
 1965602  396.65664   1
 1966880  396.85044   1
 1967175  396.89524   1
 1967330  396.91874   1
 1967340  396.92024   1
 1967615  396.96194   1
 1967747  396.98194   1
 1967770  396.98544   1
 1968166  397.04544   1
 1968599  397.11114   1
 1968601  397.11144   2
 1969256  397.21084   1
 1969486  397.24564   1
 1970348  397.37634   1
 1970355  397.37744   1
 1971177  397.50204   1
 1971640  397.57224   1
 1971654  397.57444   1
 1972515  397.70494   1
 1972516  397.70514   1
 1972920  397.76644   1
 1972950  397.77094   1
 1973026  397.78244   1
 1973346  397.83094   1
 1973381  397.83624   1
 1976551  398.31704   1
 1977603  398.47654   1
 1978089  398.55024   1
 1980690  398.94464   1
 1982334  399.19394   1
 1986335  399.80064   2
 1986357  399.80394   1
 1986466  399.82054   1
 1986560  399.83474   2
 1988054  400.06124   1
 1990501  400.43234   1
 2001354  402.07814   1
 2001360  402.07904   1
 2003481  402.40064   1
 2006848  402.91124   1
 2012843  403.82034   1
 2014640  404.09274   1
 2016071  404.30974   1
 2016399  404.35954   1
 2019328  404.80364   1
 2021899  405.19354   1
 2021923  405.19714   1
 2022388  405.26764   1
 2022788  405.32834   1
 2023218  405.39354   1
 2028589  406.20794   1
 2029814  406.39374   1
 2031768  406.69004   1
 2032390  406.78434   1
 2032396  406.78524   1
 2032605  406.81704   1
 2032606  406.81714   1
 2032673  406.82724   1
 2032693  406.83034   1
 2033271  406.91794   1
 2033875  407.00954   1
 2034785  407.14754   1
 2035712  407.28814   1
 2036889  407.46664   1
 2036892  407.46704   1
 2038513  407.71284   1
 2039890  407.92164   1
 2040407  408.00004   1
 2041633  408.18594   1
 2042675  408.34404   1
 2043016  408.39574   1
 2046024  408.85184   1
 2046967  408.99484   1
 2047978  409.14814   1
 2051866  409.73774   1
 2053628  410.00494   1
 2054209  410.09304   1
 2054867  410.19274   1
 2055475  410.28494   1
 2057736  410.62784   1
 2058498  410.74334   1
 2059005  410.82024   1
 2059761  410.93484   1
 2059875  410.95214   1
 2062751  411.38834   1
 2065487  411.80314   1
 2068297  412.22924   1
 2070657  412.58714   1
 2073653  413.04144   1
 2075868  413.37734   1
 2076392  413.45684   1
 2079643  413.94984   1
 2082546  414.39004   1
 2085553  414.84594   1
 2086154  414.93714   1
 2088577  415.30454   1
 2091279  415.71424   1
 2093067  415.98544   1
 2099339  416.93644   1
 2102457  417.40924   1
 2103618  417.58534   1
 2103620  417.58564   1
 2106808  418.06904   1
 2107586  418.18704   1
 2113669  419.10944   1
 2117192  419.64364   1
 2119820  420.04224   1
 2123049  420.53184   1
 2126134  420.99964   1
 2128986  421.43214   1
 2131350  421.79064   1
 2131720  421.84674   1
 2136036  422.50124   1
 2139728  423.06104   1
 2139833  423.07694   1
 2144357  423.76294   1
 2149869  424.59884   1
 2155303  425.42284   1
 2155897  425.51284   1
 2162945  426.58164   1
 2163633  426.68594   1
 2164005  426.74234   1
 2168043  427.35474   1
 2170123  427.67014   1
 2172228  427.98934   1
 2173454  428.17524   1
 2173551  428.18994   1
 2173659  428.20634   1
 2174342  428.30984   1
 2175263  428.44954   1
 2178706  428.97164   1
 2180389  429.22684   1
 2182156  429.49484   1
 2183233  429.65814   1
 2184244  429.81144   1
 2185638  430.02284   1
 2189042  430.53894   1
 2189838  430.65964   1
 2190746  430.79734   1
 2192337  431.03864   1
 2195927  431.58304   1
 2197010  431.74724   1
 2198485  431.97094   1
 2205474  433.03074   1
 2209321  433.61404   1
 2209427  433.63014   1
 2210145  433.73904   1
 2211104  433.88444   1
 2212030  434.02484   1
 2212972  434.16774   1
 2213117  434.18974   1
 2214080  434.33574   1
 2214834  434.45004   1
 2216537  434.70834   1
 2218534  435.01114   1
 2219288  435.12544   1
 2219672  435.18374   1
 2220089  435.24694   1
 2223047  435.69544   1
 2223238  435.72444   1
 2223382  435.74624   1
 2226417  436.20654   1
 2229237  436.63414   1
 2230564  436.83534   1
 2239089  438.12814   1
 2241203  438.44864   1
 2241627  438.51294   1
 2242061  438.57874   1
 2243269  438.76194   1
 2248007  439.48034   1
 2249986  439.78054   1
 2250177  439.80944   1
 2252334  440.13654   1
 2252700  440.19204   1
 2254092  440.40314   1
 2254408  440.45104   1
 2254522  440.46834   4
 2254784  440.50804   1
 2254953  440.53374   1
 2255383  440.59884   6
