  Tick      DoY      hits
  512547  176.31630   1
  520293  177.49090   1
  520713  177.55460   1
  520902  177.58330   1
  521362  177.65300   1
  521599  177.68900   1
  523173  177.92760  14
  523174  177.92780   4
  523175  177.92790   4
  523176  177.92810   3
  523177  177.92830   2
  523178  177.92840   1
  523180  177.92870   3
  523181  177.92890   5
  523182  177.92900   1
  523185  177.92950   1
  523186  177.92960   1
  523188  177.92990   2
  523189  177.93010   1
  523190  177.93020   2
  523192  177.93050   1
  523193  177.93070   5
  523194  177.93080   2
  523195  177.93100   2
  523197  177.93130   6
  523198  177.93140   6
  523199  177.93160   7
  523200  177.93170   7
  523201  177.93190   2
  523205  177.93250   1
  523487  177.97530   1
  523752  178.01540   1
  526050  178.36390   1
  528036  178.66510   1
  529854  178.94080   1
  532749  179.37970   1
  536621  179.96690   1
  537660  180.12450   1
  537661  180.12460   1
  538086  180.18900   1
  538094  180.19030   1
  538095  180.19040   1
  539372  180.38400   1
  539436  180.39380   1
  540095  180.49370   1
  540410  180.54150   1
  540951  180.62350   1
  542813  180.90590   1
  542872  180.91480   1
  544718  181.19470   1
  546107  181.40530   1
  547121  181.55910   1
  547142  181.56230   1
  547279  181.58310   1
  549721  181.95340   1
  552728  182.40930   1
  554225  182.63640   1
  554251  182.64030   1
  554252  182.64040   1
  554581  182.69030   1
  554735  182.71370   1
  555727  182.86410   1
  559376  183.41740   1
  565049  184.27770   1
  569763  184.99250   1
  569767  184.99310   1
  569955  185.02160   1
  570160  185.05270   1
  570168  185.05390   1
  570169  185.05410   1
  570171  185.05440   1
  570192  185.05760   1
  570511  185.10600   1
  570924  185.16860   1
  571317  185.22820   1
  574290  185.67900   1
  575240  185.82310   1
  576212  185.97040   1
  576269  185.97910   1
  577551  186.17350   1
  581701  186.80280   1
  582267  186.88860   1
  583068  187.01010   1
  583247  187.03720   1
  587086  187.61940   1
  589574  187.99670   1
  590013  188.06320   1
  591758  188.32780   1
  592299  188.40990   1
  592588  188.45370   1
  592593  188.45450   1
  592596  188.45490   1
  593059  188.52510   1
  594823  188.79260   1
  595938  188.96170   1
  596365  189.02640   1
  596466  189.04170   1
  596501  189.04710   1
  596508  189.04810   1
  596880  189.10450   1
  596900  189.10760   1
  597346  189.17520   1
  598104  189.29010   1
  598106  189.29040   1
  599401  189.48680   1
  600339  189.62910   1
  602558  189.96550   1
  602826  190.00620   1
  603284  190.07560   1
  603722  190.14200   1
  604100  190.19940   1
  605207  190.36720   1
  607674  190.74130   1
  607697  190.74480   1
  608114  190.80800   1
  609176  190.96910   1
  609378  190.99970   1
  609395  191.00230   1
  611468  191.31670   1
  611499  191.32140   2
  611926  191.38610   1
  612231  191.43230   1
  612566  191.48310   1
  613254  191.58750   1
  613677  191.65160   1
  613710  191.65660   1
  614715  191.80900   1
  615027  191.85630   1
  615849  191.98100   1
  619757  192.57360   1
  620189  192.63910   1
  621425  192.82650   1
  626463  193.59050   1
  627500  193.74770   1
  629290  194.01920   1
  629565  194.06090   1
  631199  194.30860   1
  631697  194.38420   1
  633576  194.66910   1
  637107  195.20450   1
  637432  195.25380   1
  639559  195.57630   1
  639900  195.62810   1
  642028  195.95070   1
  643486  196.17180   1
  643511  196.17560   1
  644803  196.37150   1
  645541  196.48350   1
  646115  196.57050   1
  646486  196.62680   1
  646568  196.63920   1
  646928  196.69380   1
  647802  196.82630   1
  650786  197.27880   1
  652461  197.53280   1
  654132  197.78620   1
  655080  197.92990   1
  655111  197.93460   1
  656870  198.20140   1
  657199  198.25130   1
  657578  198.30870   1
  659770  198.64114   1
  660311  198.72324   1
  661473  198.89944   1
  661663  198.92824   1
  662703  199.08594   1
  663238  199.16704   1
  663810  199.25384   1
  664215  199.31524   1
  664467  199.35344   1
  665499  199.50994   1
  666266  199.62624   1
  666368  199.64164   1
  666732  199.69684   1
  666911  199.72404   1
  667218  199.77054   1
  668526  199.96894   1
  671956  200.48904   1
  673202  200.67794   1
  673320  200.69584   1
  673729  200.75794   1
  673743  200.76004   1
  674579  200.88684   1
  675280  200.99314   1
  677089  201.26744   1
  678028  201.40984   1
  679302  201.60304   1
  680620  201.80284   1
  680932  201.85014   1
  682638  202.10884   1
  682832  202.13824   1
  682839  202.13934   1
  683750  202.27744   1
  684913  202.45384   1
  685969  202.61394   1
  686001  202.61884   1
  686550  202.70204   1
  687899  202.90664   1
  687922  202.91014   1
  690926  203.36564   1
  691147  203.39914   1
  693894  203.81574   1
  693999  203.83164   1
  695234  204.01894   1
  696308  204.18174   1
  697439  204.35324   1
  697818  204.41074   1
  699051  204.59774   1
  700387  204.80034   1
  700623  204.83614   1
  701329  204.94314   1
  702993  205.19544   1
  703440  205.26324   1
  704920  205.48764   1
  705330  205.54984   1
  706645  205.74924   1
  706856  205.78124   1
  707300  205.84854   1
  707898  205.93924   1
  708138  205.97564   1
  709491  206.18084   1
  709807  206.22874   1
  710121  206.27634   1
  710353  206.31154   1
  711222  206.44334   1
  711502  206.48574   1
  712937  206.70334   1
  713157  206.73674   1
  713180  206.74024   1
  715895  207.15194   1
  717450  207.38774   1
  718096  207.48564   1
  718504  207.54754   1
  718514  207.54904   1
  721219  207.95924   1
  722459  208.14724   1
  723264  208.26934   1
  723443  208.29654   2
  723444  208.29664   2
  723453  208.29804   1
  723580  208.31724   1
  723660  208.32944   1
  723681  208.33264   1
  724492  208.45554   1
  725420  208.59634   1
  725486  208.60634   1
  725487  208.60644   2
  725488  208.60664   1
  725489  208.60674   2
  725491  208.60704   1
  725548  208.61574   1
  725820  208.65694   1
  726073  208.69534   1
  730178  209.31774   1
  730544  209.37334   1
  731397  209.50264   1
  731460  209.51224   1
  731833  209.56874   1
  733138  209.76664   1
  735290  210.09294   1
  735345  210.10134   1
  736152  210.22364   1
  737435  210.41824   1
  737449  210.42034   1
  738301  210.54954   1
  738948  210.64764   1
  739175  210.68214   1
  739425  210.72004   1
  741052  210.96674   1
  741102  210.97434   1
  741319  211.00724   1
  741748  211.07224   1
  742164  211.13534   1
  742614  211.20354   1
  743068  211.27244   1
  744335  211.46454   1
  744344  211.46594   1
  745157  211.58924   1
  745208  211.59694   1
  745246  211.60274   1
  746317  211.76514   1
  746627  211.81214   1
  746935  211.85884   1
  749089  212.18544   1
  749951  212.31614   1
  749975  212.31984   1
  750214  212.35604   1
  751668  212.57654   1
  752063  212.63644   1
  753239  212.81474   1
  755099  213.09684   1
  756379  213.29094   1
  756556  213.31774   1
  756650  213.33204   1
  756798  213.35444   1
  757229  213.41984   1
  757239  213.42134   1
  757479  213.45774   1
  757859  213.51534   1
  758358  213.59104   1
  758820  213.66104   1
  759224  213.72234   1
  761134  214.01194   1
  761583  214.08004   1
  762012  214.14504   1
  763091  214.30874   1
  763268  214.33554   1
  763298  214.34004   1
  763675  214.39724   1
  764581  214.53464   1
  765014  214.60034   1
  766252  214.78804   1
  766515  214.82794   1
  769920  215.34424   1
  770428  215.42124   1
  770613  215.44934   1
  770857  215.48634   2
  770858  215.48644   3
  770859  215.48664   3
  771097  215.52274   1
  771278  215.55014   1
  771288  215.55174   1
  771289  215.55184   2
  771291  215.55214   1
  771292  215.55234   2
  771720  215.61724   3
  771721  215.61734   1
  772149  215.68224   1
  772150  215.68244   2
  772152  215.68274   3
  772153  215.68284   1
  772487  215.73354   1
  772580  215.74764   3
  772581  215.74774   4
  772582  215.74794   1
  772990  215.80974   1
  773011  215.81294   2
  773012  215.81314   1
  773203  215.84204   1
  773415  215.87424   1
  773441  215.87814   1
  773710  215.91894   1
  773867  215.94274   1
  773871  215.94334   1
  774246  216.00024   1
  774300  216.00844   1
  774303  216.00884   1
  774471  216.03434   1
  774734  216.07424   1
  774923  216.10294   1
  775149  216.13714   1
  775586  216.20344   1
  776017  216.26884   1
  776199  216.29634   1
  776718  216.37504   1
  776853  216.39554   1
  777318  216.46604   1
  777468  216.48884   1
  777748  216.53124   1
  778180  216.59674   1
  778609  216.66184   1
  778737  216.68124   1
  779221  216.75464   1
  779232  216.75634   1
  779238  216.75724   1
  780518  216.95134   1
  782212  217.20824   1
  783616  217.42114   1
  783689  217.43214   1
  784169  217.50494   1
  784760  217.59454   1
  784761  217.59474   1
  784816  217.60304   1
  784825  217.60444   1
  785070  217.64154   1
  785104  217.64674   1
  785120  217.64914   1
  785147  217.65324   1
  785174  217.65734   1
  785258  217.67004   1
  786095  217.79704   1
  788124  218.10464   1
  788132  218.10594   1
  788347  218.13854   1
  788489  218.16004   2
  788567  218.17184   1
  788573  218.17274   1
  788613  218.17884   1
  788928  218.22664   1
  789392  218.29694   1
  790846  218.51744   1
  791185  218.56884   1
  791345  218.59314   1
  791547  218.62374   1
  791575  218.62804   1
  791581  218.62894   1
  791626  218.63574   1
  792060  218.70154   1
  792350  218.74554   1
  792437  218.75874   1
  793845  218.97224   1
  793941  218.98674   2
  793942  218.98694   2
  793943  218.98704   1
  793944  218.98724   1
  793945  218.98734   1
  793946  218.98754   1
  793950  218.98814   1
  793951  218.98834   1
  793952  218.98844   1
  793953  218.98864   1
  794153  219.01894   1
  794175  219.02224   1
  794205  219.02684   1
  794593  219.08564   1
  795008  219.14854   1
  795037  219.15294   1
  795038  219.15314   1
  795446  219.21504   1
  795453  219.21604   1
  795469  219.21844   1
  795492  219.22194   1
  795627  219.24244   1
  795642  219.24474   1
  795645  219.24514   1
  795656  219.24684   1
  795659  219.24734   1
  795664  219.24804   1
  795880  219.28084   1
  795886  219.28174   1
  795891  219.28244   1
  795949  219.29124   1
  795950  219.29144   1
  795958  219.29264   1
  795967  219.29404   2
  795970  219.29444   2
  795981  219.29614   1
  795982  219.29624   1
  795987  219.29704   1
  795993  219.29794   1
  795997  219.29854   1
  796005  219.29974   1
  796007  219.30004   2
  796025  219.30274   1
  796037  219.30464   1
  796080  219.31114   1
  796101  219.31434   1
  796124  219.31784   1
  796339  219.35044   2
  796340  219.35054   1
  796342  219.35084   2
  796347  219.35164   2
  796348  219.35174   1
  796349  219.35194   1
  796378  219.35634   1
  796384  219.35724   1
  796388  219.35784   1
  796403  219.36014   1
  796421  219.36284   1
  796426  219.36364   1
  796443  219.36614   1
  796475  219.37104   1
  796737  219.41074   1
  796769  219.41564   1
  796806  219.42124   1
  796822  219.42364   1
  796840  219.42634   1
  796881  219.43264   1
  796882  219.43274   1
  797204  219.48154   1
  797254  219.48914   1
  797632  219.54644   1
  797636  219.54704   1
  797639  219.54754   1
  797650  219.54924   1
  797694  219.55584   1
  798004  219.60284   1
  798007  219.60334   2
  798023  219.60574   1
  798024  219.60594   1
  798025  219.60604   1
  798034  219.60744   1
  798036  219.60774   1
  798052  219.61014   1
  798063  219.61184   1
  798089  219.61574   1
  798110  219.61894   1
  798441  219.66914   1
  798462  219.67234   1
  798477  219.67464   1
  798478  219.67474   1
  798486  219.67594   1
  798487  219.67614   1
  798491  219.67674   1
  798499  219.67794   1
  798605  219.69404   1
  798860  219.73274   1
  798864  219.73334   1
  798870  219.73424   1
  798907  219.73984   1
  798909  219.74014   1
  798925  219.74254   1
  798926  219.74274   2
  798973  219.74984   1
  799322  219.80274   1
  799366  219.80944   1
  799739  219.86594   1
  799801  219.87534   1
  801058  220.06594   1
  801059  220.06614   1
  801077  220.06884   1
  801091  220.07104   1
  801460  220.12694   1
  801483  220.13044   1
  801492  220.13184   1
  801493  220.13194   1
  801494  220.13214   1
  801519  220.13584   1
  801522  220.13634   1
  801531  220.13774   1
  801557  220.14164   1
  801622  220.15154   1
  801912  220.19544   1
  801913  220.19564   1
  801926  220.19764   1
  801927  220.19774   1
  801931  220.19834   1
  801933  220.19864   1
  801981  220.20594   1
  802353  220.26234   1
  802364  220.26404   1
  802368  220.26464   1
  802429  220.27384   1
  802432  220.27434   1
  802758  220.32374   1
  802775  220.32634   1
  802779  220.32694   1
  802804  220.33074   1
  803177  220.38734   1
  803184  220.38834   1
  803193  220.38974   1
  803209  220.39214   1
  803222  220.39414   1
  803277  220.40244   1
  803282  220.40324   1
  803619  220.45434   1
  803645  220.45824   1
  803668  220.46174   1
  803713  220.46864   1
  804052  220.52004   1
  804077  220.52374   1
  804112  220.52914   1
  804396  220.57214   1
  804505  220.58874   1
  804510  220.58944   1
  804514  220.59004   1
  804567  220.59814   1
  804577  220.59964   1
  804935  220.65394   1
  804951  220.65634   1
  804954  220.65674   1
  804957  220.65724   1
  805306  220.71014   1
  805318  220.71194   1
  805366  220.71924   1
  805380  220.72134   1
  805782  220.78234   1
  805793  220.78404   1
  805794  220.78414   1
  805803  220.78554   1
  806204  220.84634   1
  806220  220.84874   1
  806234  220.85084   1
  806235  220.85104   1
  806248  220.85304   1
  806619  220.90924   1
  806674  220.91764   2
  806675  220.91774   1
  806680  220.91854   1
  807212  220.99914   1
  807498  221.04254   1
  807505  221.04364   1
  807508  221.04404   1
  807509  221.04424   1
  807954  221.11164   1
  807963  221.11304   2
  807982  221.11594   1
  808402  221.17964   1
  808776  221.23634   1
  808829  221.24434   1
  809229  221.30504   1
  810043  221.42844   1
  810062  221.43134   1
  810157  221.44574   1
  810506  221.49864   1
  810542  221.50414   1
  810596  221.51234   1
  811422  221.63754   1
  812269  221.76604   1
  812278  221.76734   1
  813582  221.96514   1
  813997  222.02804   1
  814530  222.10884   1
  815031  222.18484   1
  815336  222.23114   1
  816147  222.35404   1
  816149  222.35434   1
  816846  222.46004   1
  816921  222.47144   1
  817246  222.52074   1
  817376  222.54044   1
  818939  222.77744   1
  820891  223.07344   1
  821618  223.18374   1
  822924  223.38174   1
  824220  223.57824   1
  824347  223.59754   1
  824686  223.64894   1
  824749  223.65844   1
  825055  223.70484   1
  825247  223.73394   1
  826071  223.85894   1
  826531  223.92874   1
  826537  223.92964   1
  827811  224.12284   1
  828596  224.24184   1
  829769  224.41974   1
  829788  224.42254   1
  829887  224.43764   1
  829890  224.43804   1
  830006  224.45564   1
  830748  224.56814   1
  830925  224.59504   1
  832042  224.76434   1
  832563  224.84344   1
  832905  224.89524   2
  833705  225.01654   1
  833865  225.04084   1
  834021  225.06444   1
  835055  225.22124   1
  836778  225.48254   1
  836814  225.48804   1
  837165  225.54124   1
  838187  225.69624   1
  838880  225.80134   1
  839796  225.94024   1
  841652  226.22164   1
  843242  226.46274   1
  843305  226.47234   1
  843447  226.49384   1
  844108  226.59404   1
  844246  226.61494   1
  844618  226.67144   1
  844634  226.67384   1
  845413  226.79194   1
  845909  226.86714   1
  846257  226.91994   1
  847988  227.18244   1
  848340  227.23584   1
  850805  227.60964   1
  851065  227.64904   1
  851847  227.76764   1
  851912  227.77744   1
  852027  227.79494   1
  852292  227.83504   1
  852589  227.88014   1
  854453  228.16274   1
  856715  228.50574   1
  857906  228.68634   1
  858184  228.72854   1
  858382  228.75854   1
  858465  228.77114   1
  859195  228.88184   1
  861616  229.24894   1
  861833  229.28184   1
  862162  229.33174   1
  862445  229.37464   1
  862991  229.45744   1
  863487  229.53264   1
  863975  229.60664   1
  864398  229.67084   1
  864399  229.67094   1
  864422  229.67444   1
  864501  229.68644   1
  864820  229.73484   1
  865833  229.88844   1
  866020  229.91674   1
  866490  229.98804   1
  866567  229.99974   1
  866667  230.01494   1
  867392  230.12484   1
  868208  230.24854   1
  868278  230.25924   1
  868703  230.32364   1
  869925  230.50894   1
  869979  230.51714   1
  870903  230.65724   1
  871219  230.70514   1
  872671  230.92534   1
  873302  231.02104   1
  873427  231.03994   1
  873806  231.09744   1
  873812  231.09834   1
  873929  231.11614   1
  873993  231.12584   1
  874183  231.15464   1
  874309  231.17374   1
  874386  231.18544   1
  875097  231.29324   1
  875103  231.29414   1
  875165  231.30354   1
  875593  231.36844   1
  875949  231.42244   1
  876467  231.50094   1
  877244  231.61874   1
  877671  231.68354   1
  877763  231.69744   1
  878204  231.76434   1
  878621  231.82764   1
  879396  231.94514   1
  879498  231.96054   1
  880270  232.07764   1
  880329  232.08654   1
  881125  232.20734   1
  881221  232.22184   1
  882034  232.34514   1
  882072  232.35094   1
  882424  232.40424   1
  882500  232.41584   1
  882934  232.48164   1
  883266  232.53194   1
  883299  232.53694   1
  884494  232.71814   1
  884633  232.73924   1
  885431  232.86024   1
  885507  232.87174   1
  885539  232.87664   1
  886237  232.98244   1
  886728  233.05694   1
  886810  233.06934   1
  887136  233.11884   1
  888014  233.25194   1
  888080  233.26194   1
  888426  233.31444   1
  888497  233.32514   1
  888544  233.33234   1
  888867  233.38134   1
  888887  233.38434   1
  888898  233.38604   1
  889004  233.40204   1
  889242  233.43814   1
  889391  233.46074   1
  890094  233.56734   1
  890997  233.70424   1
  891054  233.71294   1
  891103  233.72034   1
  891572  233.79144   1
  891884  233.83874   1
  892250  233.89424   1
  892843  233.98424   1
  893619  234.10184   1
  894106  234.17574   1
  894466  234.23034   1
  895743  234.42394   1
  895825  234.43644   1
  897070  234.62524   1
  897121  234.63294   1
  897543  234.69694   1
  898076  234.77774   1
  898755  234.88074   1
  899174  234.94424   1
  899424  234.98214   1
  899558  235.00244   1
  900568  235.15564   1
  902589  235.46214   1
  903012  235.52624   1
  903965  235.67074   1
  904008  235.67724   1
  905283  235.87064   1
  906720  236.08854   1
  908032  236.28744   1
  911502  236.81364   1
  912376  236.94614   1
  912800  237.01044   1
  916728  237.60614   1
  917642  237.74474   1
  917751  237.76124   1
  921072  238.26484   1
  921488  238.32794   1
  923715  238.66564   1
  926863  239.14294   1
  929637  239.56364   1
  930614  239.71174   1
  935038  240.38264   1
  938290  240.87574   1
  940488  241.20904   1
  941371  241.34294   1
  942452  241.50694   1
  945138  241.91424   1
  949166  242.52494   1
  949255  242.53854   1
  949612  242.59264   1
  951076  242.81464   1
  954700  243.36414   1
  954819  243.38224   1
  954820  243.38234   1
  954821  243.38254   2
  954822  243.38264   2
  954823  243.38284   2
  954824  243.38294   2
  954825  243.38314   2
  954826  243.38324   1
  954828  243.38354   2
  954829  243.38374   1
  954830  243.38384   2
  954831  243.38404   1
  954834  243.38444   1
  955047  243.41674   1
  955689  243.51414   1
  955695  243.51504   1
  955696  243.51524   1
  956112  243.57824   2
  956113  243.57844   1
  956119  243.57934   1
  956546  243.64404   1
  956548  243.64434   1
  956550  243.64474   2
  956551  243.64484   1
  956552  243.64504   1
  956553  243.64514   1
  956554  243.64534   1
  956979  243.70974   1
  956982  243.71024   1
  956986  243.71084   1
  956987  243.71094   1
  957194  243.74234   1
  957407  243.77464   2
  958282  243.90734   1
  958377  243.92174   1
  958706  243.97164   1
  959128  244.03564   1
  959426  244.08084   1
  959560  244.10114   1
  959562  244.10144   1
  959993  244.16674   2
  959995  244.16714   1
  960419  244.23144   1
  961914  244.45814   1
  962553  244.55494   1
  964026  244.77834   1
  964242  244.81114   1
  965078  244.93784   1
  966823  245.20254   1
  967713  245.33744   1
  967716  245.33794   1
  968483  245.45424   1
  968909  245.51884   1
  970191  245.71324   1
  970750  245.79794   1
  971299  245.88124   1
  971427  245.90064   1
  971537  245.91734   1
  972339  246.03894   1
  972758  246.10244   1
  973173  246.16544   1
  973316  246.18704   1
  973710  246.24684   1
  974479  246.36344   1
  974740  246.40304   1
  975338  246.49374   1
  975773  246.55964   1
  976185  246.62214   1
  976192  246.62324   1
  976340  246.64564   1
  976560  246.67904   1
  976626  246.68904   1
  977195  246.77534   1
  978347  246.94994   1
  978354  246.95104   1
  979041  247.05524   1
  979651  247.14774   1
  980843  247.32844   1
  981636  247.44874   1
  983528  247.73564   1
  983941  247.79824   1
  983952  247.79994   1
  983958  247.80084   1
  984649  247.90564   1
  984788  247.92674   1
  984796  247.92794   1
  985550  248.04224   1
  986880  248.24394   1
  986948  248.25424   1
  988553  248.49764   1
  988835  248.54034   1
  989374  248.62214   1
  990209  248.74874   1
  990401  248.77784   1
  990854  248.84654   1
  991447  248.93644   1
  991686  248.97274   1
  991877  249.00164   1
  992118  249.03824   1
  993262  249.21164   1
  993271  249.21304   1
  993788  249.29144   1
  994219  249.35684   1
  994265  249.36374   1
  994990  249.47374   1
  995158  249.49914   1
  995411  249.53754   1
  995570  249.56164   1
  995775  249.59274   1
  997576  249.86584   1
  997708  249.88584   1
  997996  249.92954   1
  998381  249.98794   1
  998921  250.06984   1
 1000582  250.32164   1
 1000771  250.35034   1
 1001182  250.41264   1
 1001594  250.47514   1
 1002019  250.53964   1
 1003297  250.73334   1
 1003361  250.74304   1
 1003538  250.76994   1
 1003587  250.77734   1
 1004324  250.88914   1
 1004611  250.93264   1
 1004612  250.93284   1
 1005040  250.99774   1
 1005182  251.01924   1
 1005464  251.06204   1
 1008761  251.56194   1
 1008810  251.56934   1
 1009010  251.59974   1
 1009445  251.66564   1
 1012701  252.15944   1
 1012828  252.17864   1
 1014467  252.42724   1
 1015212  252.54014   1
 1016075  252.67104   1
 1016866  252.79094   1
 1017167  252.83664   1
 1018893  253.09834   1
 1020017  253.26884   1
 1021715  253.52624   1
 1022756  253.68414   1
 1022949  253.71344   1
 1023600  253.81214   1
 1023606  253.81304   1
 1023852  253.85034   1
 1024072  253.88374   1
 1024148  253.89524   1
 1025994  254.17514   1
 1026433  254.24174   1
 1026596  254.26644   1
 1026685  254.27994   1
 1026806  254.29824   1
 1026946  254.31954   1
 1027064  254.33744   1
 1027065  254.33754   1
 1027066  254.33774   1
 1027926  254.46814   1
 1028742  254.59184   2
 1028744  254.59214   3
 1028791  254.59924   1
 1028796  254.60004   1
 1028887  254.61384   1
 1028890  254.61424   1
 1029265  254.67114   1
 1029584  254.71954   1
 1029652  254.72984   1
 1029703  254.73754   1
 1030396  254.84264   1
 1030965  254.92894   1
 1031056  254.94274   1
 1031174  254.96064   1
 1031860  255.06464   1
 1032759  255.20094   1
 1033495  255.31254   1
 1034214  255.42164   1
 1034263  255.42904   1
 1034318  255.43734   1
 1035073  255.55184   1
 1037072  255.85504   1
 1038334  256.04634   1
 1038372  256.05214   1
 1039361  256.20214   1
 1041082  256.46304   1
 1041791  256.57064   1
 1042198  256.63234   1
 1042638  256.69904   1
 1043241  256.79044   1
 1043498  256.82944   1
 1044408  256.96744   1
 1044413  256.96814   1
 1045080  257.06934   1
 1045272  257.09844   1
 1045980  257.20574   1
 1046685  257.31274   1
 1047446  257.42814   1
 1047699  257.46644   2
 1047700  257.46664   5
 1047701  257.46674   3
 1047703  257.46704   1
 1047704  257.46724   7
 1047705  257.46734   5
 1047706  257.46754   3
 1047707  257.46774   2
 1047708  257.46784   3
 1047709  257.46804   1
 1047710  257.46814   1
 1047711  257.46834   2
 1048230  257.54704   1
 1048242  257.54884   1
 1048728  257.62254   2
 1049159  257.68784   1
 1049160  257.68804   2
 1049590  257.75324   2
 1049591  257.75334   2
 1049592  257.75354   3
 1050018  257.81814   1
 1050022  257.81874   1
 1050023  257.81884   2
 1050024  257.81904   1
 1050450  257.88364   2
 1050451  257.88384   2
 1050452  257.88394   3
 1050453  257.88404   1
 1050454  257.88424   1
 1050827  257.94084   1
 1050883  257.94924   2
 1050884  257.94944   2
 1051311  258.01424   1
 1051312  258.01434   2
 1051313  258.01454   2
 1051499  258.04274   1
 1051739  258.07904   1
 1051744  258.07984   1
 1052155  258.14224   1
 1052173  258.14494   1
 1052238  258.15474   1
 1052594  258.20874   1
 1052603  258.21014   1
 1052604  258.21024   1
 1052776  258.23634   1
 1053033  258.27534   1
 1053035  258.27564   1
 1053261  258.30984   1
 1053465  258.34084   1
 1053892  258.40554   1
 1054326  258.47134   1
 1054725  258.53194   1
 1054756  258.53664   1
 1054758  258.53694   1
 1055188  258.60214   1
 1055618  258.66734   1
 1055875  258.70624   1
 1056049  258.73264   1
 1056418  258.78864   1
 1058191  259.05744   1
 1058633  259.12454   1
 1059617  259.27374   1
 1060785  259.45084   1
 1062502  259.71124   1
 1062817  259.75894   1
 1065407  260.15174   1
 1067357  260.44744   1
 1067615  260.48654   1
 1067781  260.51174   1
 1068373  260.60144   1
 1069568  260.78264   1
 1070246  260.88544   1
 1070368  260.90394   1
 1070952  260.99254   1
 1071069  261.01034   1
 1071304  261.04594   1
 1072394  261.21124   1
 1072680  261.25454   1
 1072684  261.25514   2
 1072685  261.25534   1
 1072687  261.25564   1
 1072690  261.25604   1
 1072691  261.25624   1
 1072693  261.25654   1
 1072697  261.25714   4
 1072698  261.25734   2
 1072699  261.25744   4
 1072700  261.25764   3
 1073868  261.43474   1
 1074323  261.50374   1
 1075062  261.61584   1
 1075973  261.75394   1
 1076019  261.76094   1
 1077568  261.99584   1
 1079420  262.27664   1
 1080123  262.38324   1
 1080983  262.51364   1
 1081413  262.57884   1
 1081414  262.57894   5
 1081416  262.57934   1
 1081844  262.64424   1
 1081845  262.64434   2
 1082272  262.70904   1
 1082275  262.70954   3
 1082706  262.77494   3
 1083136  262.84014   2
 1083564  262.90504   2
 1083566  262.90534   1
 1083567  262.90544   2
 1083698  262.92534   1
 1083880  262.95294   1
 1083997  262.97064   1
 1083998  262.97084   2
 1084312  263.01844   1
 1084427  263.03584   2
 1084797  263.09194   1
 1084858  263.10124   2
 1085715  263.23114   1
 1085718  263.23164   1
 1085720  263.23194   1
 1086139  263.29544   1
 1086572  263.36114   1
 1086574  263.36144   2
 1087007  263.42714   1
 1087729  263.53664   1
 1087869  263.55784   1
 1090186  263.90914   1
 1090363  263.93604   1
 1090883  264.01484   1
 1091330  264.08264   1
 1091609  264.12494   1
 1091633  264.12864   1
 1091694  264.13784   1
 1091815  264.15624   1
 1093261  264.37544   1
 1093467  264.40674   1
 1094319  264.53594   1
 1095061  264.64844   1
 1095092  264.65314   1
 1096362  264.84574   1
 1096616  264.88424   1
 1097660  265.04254   1
 1097842  265.07014   1
 1098281  265.13674   1
 1098935  265.23584   1
 1099425  265.31014   1
 1100691  265.50214   1
 1100781  265.51574   1
 1101185  265.57704   1
 1101980  265.69764   1
 1102387  265.75934   1
 1102590  265.79014   1
 1103804  265.97424   1
 1104132  266.02394   1
 1104234  266.03944   1
 1106868  266.43884   1
 1107253  266.49724   1
 1107681  266.56214   1
 1107701  266.56514   1
 1109687  266.86624   1
 1109833  266.88844   1
 1110576  267.00114   1
 1110601  267.00494   1
 1110775  267.03134   1
 1112848  267.34564   1
 1114842  267.64794   1
 1115286  267.71534   1
 1115316  267.71984   1
 1115740  267.78414   1
 1116145  267.84564   1
 1116718  267.93244   1
 1117871  268.10734   1
 1118299  268.17224   1
 1118328  268.17664   1
 1118731  268.23774   1
 1118732  268.23784   1
 1119163  268.30324   1
 1119590  268.36804   1
 1119648  268.37674   1
 1120166  268.45534   1
 1120170  268.45594   1
 1121751  268.69564   1
 1122631  268.82914   1
 1122724  268.84324   1
 1122742  268.84594   1
 1123035  268.89034   1
 1123475  268.95714   1
 1123476  268.95724   1
 1123478  268.95754   1
 1123484  268.95844   1
 1123485  268.95864   1
 1123492  268.95964   1
 1123913  269.02354   1
 1123921  269.02474   1
 1125415  269.25134   1
 1125873  269.32074   1
 1126113  269.35714   1
 1126520  269.41884   1
 1126646  269.43794   1
 1127006  269.49254   1
 1127056  269.50014   1
 1127376  269.54864   1
 1128784  269.76214   1
 1128906  269.78064   1
 1130388  270.00534   1
 1130832  270.07274   1
 1134932  270.69404   5
 1136022  270.85974   1
 1136615  270.94964   1
 1136623  270.95084   1
 1137053  271.01604   1
 1137476  271.08024   1
 1137747  271.12124   1
 1137908  271.14574   1
 1138659  271.25964   1
 1138766  271.27584   1
 1139534  271.39224   1
 1139627  271.40634   1
 1139690  271.41594   1
 1140057  271.47154   1
 1140783  271.58164   1
 1140920  271.60244   1
 1141021  271.61774   1
 1141154  271.63794   1
 1141248  271.65214   1
 1141353  271.66814   1
 1141711  271.72244   1
 1141783  271.73334   1
 1142216  271.79894   1
 1143077  271.92954   1
 1145651  272.31984   1
 1146096  272.38734   1
 1146519  272.45144   1
 1146520  272.45164   1
 1148124  272.69484   1
 1148239  272.71224   1
 1148477  272.74844   1
 1148492  272.75064   1
 1149533  272.90854   1
 1149637  272.92434   1
