Begin Header
	version	6.0.0
	Date	Wed May 04 16:46:14 EDT 2005
	Image File	C:\My Documents\Results\LBL samples\2005_03_E39_KCl\E39_Qiang_N_Cy3_13090826.tif
	Page	0
	Page Name	
	Inverted	false
	Begin Field Dimensions
		Field	Metarows	Metacols	Rows	Cols
		A	8	4	16	18
	End Field Dimensions
	Begin Measurement parameters
		Segmentation Method	auto
		Signal Low	0.0
		Signal High	0.0
		Background Low	0.0
		Background High	0.0
		Background Buffer	3.0
		Background Width	3.0
	End Measurement parameters
	Begin Alerts
		Control Type	Minimum threshold	If tested	Percentage allowed	If failed	Maximum threshold	If tested	Percentage allowed	If failed	CV threshold	If tested	If failed
	End Alerts
	Begin Quality Flags
		Begin Flagging Settings
			Empty Spots	true	Threshold:	3.0
			Poor Spots	true
			Begin Poor Spots Parameters
				Background contamination flag	true	Threshold:	0.9995
				Background tested against subgrid data only	true
				Signal contamination flag	false	Threshold:	0.9995
				Signal contamination test connected to background contamination threshold	false
				Ignored percentage flag	true	Threshold:	25.0
				Open perimeter flag	true	Threshold:	25.0
				Shape regularity flag	true	Threshold:	0.6
				Area To Perimeter Ratio flag	false	Threshold:	0.65
				Offset flag	true	Threshold:	60.0
			End Poor Spots Parameters
			Negative Spots	true
		End Flagging Settings
		Begin Flagged spots
			# of Empty Spots: 2503
			# of Poor Spots: 116
			# of Negative Spots: 12
			# of Manually Flagged Spots: 0
		End Flagged spots
		
	End Quality Flags
End Header
Begin Raw Data
	Field	Meta Row	Meta Column	Row	Column	Gene ID	Flag	Signal Mean	Background Mean	Signal Median	Background Median	Signal Mode	Background Mode	Signal Area	Background Area	Signal Total	Background Total	Signal Stdev	Background Stdev	Shape Regularity	Ignored Area	Spot Area	Ignored Median	Area To Perimeter	Open Perimeter	XCoord	YCoord	Diameter	Position offset	Offset X	Offset Y	Expected X	Expected Y	CM-X	CM-Y	CM Offset	CM Offset-X	CM Offset-Y	Min Diam	Max Diam	Control	Failed Control	Background contamination present	Signal contamination present	Ignored % failed	Open perimeter failed	Shape regularity failed	Perim-to-area failed	Offset failed	Empty spot	Negative spot	Selected spot	Saturated spot
	A	1	2	12	17	ORF04586	0	8504.5458	501.2824	8430.0	442.5	8446.6904	332.4031	108.0	354.0	918491.0	177454.0	3067.2639	308.9047	0.7105	0.0	108.0	0.0	1.0	0.0	936.5	374.5	11.0	1.0557	-0.1972	1.0371	936.6972	373.4628	936.5	374.3981	0.9558	-0.1972	0.9352	11.0989	12.5277		0	0	0	0	0	0	0	0	0	0	0	0
	A	1	2	12	18	ORF04542	0	8537.9335	438.5672	8566.5	390.0	11759.9707	343.5606	120.0	342.0	1024552.0	149990.0	3809.7722	283.6054	0.8	0.0	120.0	0.0	1.0	0.0	957.5	374.5	11.0	1.1966	-0.2585	1.1684	957.7585	373.3315	958.025	374.0833	0.7976	0.2664	0.7517	11.7926	13.0898		0	0	0	0	0	0	0	0	0	0	0	0
	A	1	2	13	1	blank	2	376.5254	388.0146	339.0	362.0	446.1538	279.9137	59.0	273.0	22215.0	105928.0	174.2071	195.0016	0.7468	1.0	60.0	1021.0	0.9456	0.0	605.5	396.5	9.0	3.7953	3.7937	0.1084	601.7062	396.3915	605.4576	396.4406	3.7517	3.7514	0.0491	8.6059	8.8974		0	0	0	0	0	0	0	0	1	1	0	0
	A	1	2	13	2	blank	2	515.5	427.7607	483.0	393.5	494.3333	196.4652	16.0	464.0	8248.0	198481.0	234.2829	246.8839	0.5	0.0	16.0	0.0	0.7853	0.0	620.5	396.5	5.0	1.5956	-1.5781	0.2354	622.0781	396.2645	620.5	396.5	1.5956	-1.5781	0.2354	4.6188	4.6188		0	0	0	0	0	1	0	0	1	0	0	0
	A	1	2	13	3	blank	2	490.4137	403.4557	474.0	357.0	486.7	299.4154	87.0	441.0	42666.0	177924.0	249.7464	238.2108	0.7631	1.0	88.0	2168.0	1.0	0.0	645.5	393.5	11.0	3.7483	2.6657	-2.6351	642.8342	396.1351	645.4483	393.4712	3.7321	2.614	-2.6638	10.4557	10.6889		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	13	4	blank	2	400.5229	383.576	355.0	358.5	345.0909	302.6363	109.0	368.0	43657.0	141156.0	224.6825	208.482	1.0	1.0	110.0	1085.0	1.0	0.0	666.0	398.0	12.0	2.7273	1.8566	1.9977	664.1433	396.0022	666.0	398.0	2.7273	1.8566	1.9977	11.8404	11.8404		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	13	5	blank	2	580.3437	421.7986	507.0	380.5	532.6666	189.8223	32.0	452.0	18571.0	190653.0	271.3559	246.8166	0.6153	0.0	32.0	0.0	1.0	0.0	687.5	397.5	7.0	2.4684	1.8521	1.6318	685.6478	395.8681	687.5	397.5	2.4684	1.8521	1.6318	6.4291	6.4291		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	13	6	blank	2	388.8197	416.5979	371.0	370.5	405.8599	270.3578	172.0	286.0	66877.0	119147.0	223.5903	230.7189	0.8269	0.0	172.0	0.0	1.0	0.0	708.5	396.5	15.0	2.1232	1.9818	0.7619	706.5181	395.738	708.5	396.5	2.1232	1.9818	0.7619	14.8459	14.8459		0	0	0	0	0	0	0	0	1	1	0	0
	A	1	2	13	7	blank	2	431.1162	396.8432	371.5	349.0	368.619	239.4705	172.0	268.0	74152.0	106354.0	257.1827	236.7032	0.8269	0.0	172.0	0.0	1.0	0.0	726.5	394.5	15.0	1.1994	-0.453	-1.1106	726.953	395.6106	726.5	394.5	1.1994	-0.453	-1.1106	14.8459	14.8459		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	13	8	blank	2	406.9354	395.0633	363.0	362.0	389.909	252.7815	31.0	489.0	12615.0	193186.0	196.9674	209.8576	0.5961	1.0	32.0	923.0	0.9738	0.0	746.5	397.5	7.0	2.526	-1.5158	2.0207	748.0158	395.4792	746.4515	397.5806	2.6196	-1.5642	2.1013	6.1721	6.5286		0	0	0	0	0	1	0	0	1	0	0	0
	A	1	2	13	9	blank	2	446.6238	380.7002	379.0	338.0	485.2666	226.3516	109.0	397.0	48682.0	151138.0	265.605	257.4514	1.0	0.0	109.0	0.0	1.0	0.0	773.0	396.0	12.0	3.421	3.3576	0.6555	769.6423	395.3444	773.0	396.0	3.421	3.3576	0.6555	11.8404	11.8404		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	13	10	blank	2	451.4663	415.3978	395.0	394.0	383.862	395.45	193.0	186.0	87133.0	77264.0	337.1275	221.3769	1.0	1.0	194.0	1363.0	1.0	0.0	791.0	395.0	16.0	1.3753	1.3576	-0.2197	789.6423	395.2197	791.0	395.0	1.3753	1.3576	-0.2197	15.7179	15.7179		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	13	11	blank	2	442.1875	435.6008	436.0	389.5	462.0	299.4318	16.0	446.0	7075.0	194278.0	256.2555	250.4528	0.5	0.0	16.0	0.0	0.7853	0.0	810.5	393.5	5.0	1.6901	-0.5839	-1.586	811.0839	395.086	810.5	393.5	1.6901	-0.5839	-1.586	4.6188	4.6188		0	0	0	0	0	1	0	0	1	0	0	0
	A	1	2	13	12	blank	2	455.75	381.1019	405.0	343.0	415.0	317.6792	16.0	520.0	7292.0	198173.0	223.5652	208.9959	0.5	0.0	16.0	0.0	0.7853	0.0	832.5	395.5	5.0	0.8624	0.6698	0.5433	831.8301	394.9566	832.5	395.5	0.8624	0.6698	0.5433	4.6188	4.6188		0	0	0	0	0	1	0	0	1	0	0	0
	A	1	2	13	13	open	2	496.3977	403.9931	408.0	354.0	405.2692	296.4178	88.0	441.0	43683.0	178161.0	306.5225	249.8852	0.7857	0.0	88.0	0.0	1.0	0.0	856.5	393.5	11.0	3.5479	3.2918	-1.3233	853.2081	394.8233	856.5	393.5	3.5479	3.2918	-1.3233	10.6287	10.6287		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	13	14	open	2	424.48	432.2857	379.0	387.0	385.3333	384.5454	25.0	371.0	10612.0	160378.0	238.6455	258.9783	1.0	0.0	25.0	0.0	0.7853	0.0	876.0	394.0	6.0	1.7501	1.6078	-0.6913	874.3921	394.6913	876.0	394.0	1.7501	1.6078	-0.6913	5.7735	5.7735		0	0	0	0	0	0	0	0	1	1	0	0
	A	1	2	13	15	open	2	487.0	406.9955	482.0	360.5	508.75	294.5167	16.0	446.0	7792.0	181520.0	231.2341	246.9815	0.5	0.0	16.0	0.0	0.7853	0.0	890.5	393.5	5.0	4.0976	-3.9565	-1.0661	894.4565	394.5661	890.5	393.5	4.0976	-3.9565	-1.0661	4.6188	4.6188		0	0	0	0	0	1	0	0	1	0	0	0
	A	1	2	13	16	gDNA_5ng	0	2637.9323	478.2581	2367.5	403.5	2553.8696	327.1506	74.0	430.0	195207.0	205651.0	1252.8242	313.7868	0.6607	0.0	74.0	0.0	1.0	0.0	916.0	395.0	8.0	0.592	0.17	0.567	915.8299	394.4329	915.9189	394.9729	0.5473	0.0889	0.54	9.4777	10.1909		0	0	0	0	0	0	0	0	0	0	0	0
	A	1	2	13	17	gDNA_75ng	0	19766.4824	603.7343	20468.5	519.0	22204.4179	307.4049	108.0	350.0	2134780.0	211307.0	11578.1787	381.0042	0.7058	4.0	112.0	61972.5	0.8073	0.0	936.5	394.5	9.0	0.2827	-0.2026	0.1972	936.7026	394.3027	936.4732	394.4464	0.2706	-0.2294	0.1436	11.2743	12.8424		0	0	0	0	0	0	0	0	0	0	0	0
	A	1	2	13	18	gDNA_300ng	0	37851.0156	817.7957	46160.5	610.5	64222.6093	409.0411	178.0	284.0	6737481.0	232254.0	25461.705	639.8919	0.8811	0.0	178.0	0.0	1.0	0.0	957.0	394.0	12.0	0.8488	-0.8314	-0.171	957.8314	394.171	956.8258	394.4662	1.0479	-1.0055	0.2952	14.6027	15.7886		0	0	0	0	0	0	0	0	0	0	0	0
	A	1	2	14	1	blank	2	390.4813	360.4756	357.0	318.5	370.8214	288.1764	214.0	246.0	83563.0	88677.0	224.9004	226.783	0.8359	2.0	216.0	1085.0	1.0	0.0	602.5	418.5	17.0	0.7867	0.6675	0.4163	601.8324	418.0836	602.4486	418.4486	0.7161	0.6161	0.3649	16.419	16.6858		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	14	2	blank	2	410.8048	412.1428	374.0	371.5	392.027	335.0759	123.0	336.0	50529.0	138480.0	223.7491	249.179	0.7935	1.0	124.0	1099.0	0.966	0.0	622.5	420.5	13.0	2.6125	0.6054	2.5414	621.8945	417.9585	622.4552	420.5203	2.6224	0.5607	2.5617	12.4754	12.6658		0	0	0	0	0	0	0	0	1	1	0	0
	A	1	2	14	3	blank	2	523.5625	394.1388	436.0	348.0	462.0	182.2762	16.0	468.0	8377.0	184457.0	322.7561	247.0622	0.5	0.0	16.0	0.0	0.7853	0.0	641.5	418.5	5.0	2.1304	-2.0202	0.6762	643.5202	417.8237	641.5	418.5	2.1304	-2.0202	0.6762	4.6188	4.6188		0	0	0	0	0	1	0	0	1	0	0	0
	A	1	2	14	4	blank	2	430.8951	417.4578	374.0	381.0	362.9666	348.5635	124.0	380.0	53431.0	158634.0	238.9944	242.006	0.7948	0.0	124.0	0.0	0.9738	0.0	666.5	417.5	13.0	1.9891	1.9797	-0.1927	664.5202	417.6927	666.5	417.5	1.9891	1.9797	-0.1927	12.615	12.615		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	14	5	blank	2	516.3599	416.9802	491.0	368.0	707.625	327.3223	25.0	355.0	12909.0	148028.0	278.9778	238.8991	1.0	0.0	25.0	0.0	0.7853	0.0	688.0	417.0	6.0	2.4169	2.3509	-0.561	685.649	417.561	688.0	417.0	2.4169	2.3509	-0.561	5.7735	5.7735		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	14	6	blank	2	471.1111	420.7653	422.5	392.0	445.8076	230.0925	108.0	375.0	50880.0	157787.0	243.2987	232.2965	0.9729	1.0	109.0	1301.0	1.0	0.0	705.0	419.0	12.0	2.1432	-1.4603	1.5687	706.4603	417.4312	704.9722	418.9537	2.1289	-1.488	1.5224	11.6789	11.8946		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	14	7	blank	2	581.4375	418.3667	406.5	372.0	411.0	363.1728	16.0	559.0	9303.0	233867.0	327.3612	249.6213	0.5	0.0	16.0	0.0	0.7853	0.0	729.5	416.5	5.0	2.5431	2.4131	-0.8026	727.0868	417.3026	729.5	416.5	2.5431	2.4131	-0.8026	4.6188	4.6188		0	0	0	0	0	1	0	0	1	0	0	0
	A	1	2	14	8	blank	2	540.875	399.0544	504.5	347.0	652.25	256.1958	16.0	404.0	8654.0	161218.0	286.9043	241.2997	0.5	0.0	16.0	0.0	0.7853	0.0	749.5	415.5	5.0	1.8727	0.851	-1.6682	748.6489	417.1682	749.5	415.5	1.8727	0.851	-1.6682	4.6188	4.6188		0	0	0	0	0	1	0	0	1	0	0	0
	A	1	2	14	9	blank	2	491.0799	390.2548	398.0	337.5	408.2	273.4342	25.0	416.0	12277.0	162346.0	311.4961	255.2118	1.0	0.0	25.0	0.0	0.7853	0.0	768.0	418.0	6.0	1.2722	-0.8375	0.9576	768.8375	417.0423	768.0	418.0	1.2722	-0.8375	0.9576	5.7735	5.7735		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	14	10	blank	2	429.2138	406.0387	386.0	365.0	414.0799	363.0582	145.0	361.0	62236.0	146580.0	234.7402	244.0832	1.0	0.0	145.0	0.0	1.0	0.0	790.0	414.0	14.0	2.9266	0.2905	-2.9122	789.7094	416.9122	790.0	414.0	2.9266	0.2905	-2.9122	13.6238	13.6238		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	14	11	blank	2	455.0988	407.5655	431.5	358.0	475.5714	296.253	172.0	290.0	78277.0	118194.0	236.2554	231.4656	0.8269	0.0	172.0	0.0	1.0	0.0	810.5	415.5	15.0	1.4337	-0.6488	-1.2785	811.1488	416.7785	810.5	415.5	1.4337	-0.6488	-1.2785	14.8459	14.8459		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	14	12	blank	2	464.1818	394.7897	465.0	357.0	474.4444	237.3659	88.0	352.0	40848.0	138966.0	232.5189	244.5332	0.7857	0.0	88.0	0.0	1.0	0.0	831.5	418.5	11.0	1.8534	-0.1264	1.8491	831.6264	416.6508	831.5	418.5	1.8534	-0.1264	1.8491	10.6287	10.6287		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	14	13	open	2	531.875	401.5982	565.5	351.5	581.5999	268.7178	16.0	468.0	8510.0	187948.0	163.9248	279.9328	0.5	0.0	16.0	0.0	0.7853	0.0	854.5	417.5	5.0	1.5729	1.227	0.9841	853.2729	416.5158	854.5	417.5	1.5729	1.227	0.9841	4.6188	4.6188		0	0	0	0	0	1	0	0	1	0	0	0
	A	1	2	14	14	open	2	387.9581	409.4925	352.0	360.0	362.5394	312.4603	215.0	201.0	83411.0	82308.0	224.4413	232.1656	0.8359	1.0	216.0	1023.0	1.0	0.1632	875.5	414.5	17.0	2.1206	0.9747	-1.8833	874.5252	416.3833	875.4744	414.5255	2.0862	0.9492	-1.8577	16.5197	16.6561		0	0	0	0	0	0	0	0	1	1	0	0
	A	1	2	14	15	open	2	496.1166	375.0636	473.0	324.5	468.3333	240.5771	60.0	424.0	29767.0	159027.0	267.7859	226.2186	0.75	0.0	60.0	0.0	0.9617	0.0	892.5	418.5	9.0	2.8556	-1.7714	2.2397	894.2714	416.2602	892.5	418.5	2.8556	-1.7714	2.2397	8.8242	8.8242		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	14	16	open	2	427.4145	383.3386	377.0	354.0	375.5319	245.6915	193.0	313.0	82491.0	119985.0	261.7198	234.208	1.0	0.0	193.0	0.0	1.0	0.0	918.0	414.0	16.0	2.6218	1.54	-2.1218	916.4599	416.1218	918.0	414.0	2.6218	1.54	-2.1218	15.7179	15.7179		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	14	17	open	2	373.5057	365.7245	375.0	339.0	400.6551	255.8588	87.0	363.0	32495.0	132758.0	197.2476	192.0371	0.7631	2.0	89.0	1113.5	1.0	0.0	936.5	416.5	11.0	0.6827	-0.4584	0.5059	936.9584	415.994	936.5402	416.5402	0.6878	-0.4182	0.5461	10.4735	10.6889		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	14	18	open	2	425.4861	411.0639	373.0	363.0	378.4931	246.2624	216.0	266.0	91905.0	109343.0	255.5121	233.8132	0.8437	0.0	216.0	0.0	1.0	0.0	959.5	415.5	17.0	1.524	1.4802	-0.3627	958.0197	415.8627	959.5	415.5	1.524	1.4802	-0.3627	16.6177	16.6177		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	15	1	blank	2	486.1931	374.746	471.0	344.5	581.7222	307.6285	88.0	374.0	42785.0	140155.0	238.7548	206.2734	0.7857	0.0	88.0	0.0	1.0	0.0	603.5	439.5	11.0	1.8181	1.5349	0.9744	601.965	438.5255	603.5	439.5	1.8181	1.5349	0.9744	10.6287	10.6287		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	15	2	blank	2	464.3125	421.3603	452.5	367.0	560.2	337.0625	16.0	383.0	7429.0	161381.0	261.7729	254.7768	0.5	0.0	16.0	0.0	0.7853	0.0	624.5	440.5	5.0	3.0158	2.163	2.1015	622.3369	438.3984	624.5	440.5	3.0158	2.163	2.1015	4.6188	4.6188		0	0	0	0	0	1	0	0	1	0	0	0
	A	1	2	15	3	blank	2	494.6802	384.6632	458.5	344.0	468.3013	148.5978	172.0	288.0	85085.0	110783.0	300.2943	234.8105	0.8269	0.0	172.0	0.0	1.0	0.0	641.5	437.5	15.0	1.7689	-1.593	-0.7691	643.093	438.2691	641.5	437.5	1.7689	-1.593	-0.7691	14.8459	14.8459		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	15	4	blank	2	479.3999	436.9189	472.0	392.0	511.5	423.1619	25.0	481.0	11985.0	210158.0	212.3029	258.7251	1.0	0.0	25.0	0.0	0.7853	0.0	663.0	437.0	6.0	1.8046	-1.402	-1.1362	664.402	438.1362	663.0	437.0	1.8046	-1.402	-1.1362	5.7735	5.7735		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	15	5	blank	2	421.5199	398.3572	333.0	362.0	322.0	200.047	25.0	459.0	10538.0	182846.0	240.2818	233.7869	1.0	0.0	25.0	0.0	0.7853	0.0	687.0	434.0	6.0	4.1488	1.0933	-4.0021	685.9066	438.0021	687.0	434.0	4.1488	1.0933	-4.0021	5.7735	5.7735		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	15	6	blank	2	530.8125	404.9268	442.5	381.5	436.3999	411.4132	16.0	424.0	8493.0	171689.0	323.0863	224.7907	0.5	0.0	16.0	0.0	0.7853	0.0	705.5	438.5	5.0	1.423	-1.2769	0.6279	706.7769	437.872	705.5	438.5	1.423	-1.2769	0.6279	4.6188	4.6188		0	0	0	0	0	1	0	0	1	0	0	0
	A	1	2	15	7	blank	2	474.6	400.319	433.0	340.0	433.75	250.6009	60.0	445.0	28476.0	178142.0	222.041	250.2288	0.75	0.0	60.0	0.0	0.9617	0.0	726.5	442.5	9.0	4.8083	-0.7117	4.7554	727.2117	437.7445	726.5	442.5	4.8083	-0.7117	4.7554	8.8242	8.8242		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	15	8	blank	2	447.9651	432.3653	392.5	359.0	393.826	387.6514	172.0	312.0	77050.0	134898.0	298.1871	578.125	0.8269	0.0	172.0	0.0	1.0	0.0	750.5	438.5	15.0	2.3955	2.2254	0.8867	748.2745	437.6132	750.5	438.5	2.3955	2.2254	0.8867	14.8459	14.8459		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	15	9	blank	2	409.8145	365.6133	370.0	326.5	363.8405	165.0545	248.0	150.0	101634.0	54842.0	232.8709	223.7332	0.988	1.0	249.0	1140.0	1.0	0.0	769.0	437.0	18.0	1.0201	-0.901	-0.4784	769.901	437.4784	768.9677	437.0161	1.0415	-0.9333	-0.4622	17.737	17.8825		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	15	10	blank	2	440.6136	412.0249	358.0	357.0	338.3888	212.0361	88.0	441.0	38774.0	181703.0	259.5061	275.6819	0.7857	0.0	88.0	0.0	1.0	0.0	787.5	438.5	11.0	2.6606	-2.401	1.1462	789.901	437.3537	787.5	438.5	2.6606	-2.401	1.1462	10.6287	10.6287		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	15	11	blank	2	366.4583	376.3388	298.0	323.0	310.75	222.8716	24.0	481.0	8795.0	181019.0	209.7101	235.8611	0.8888	1.0	25.0	1034.0	0.8354	0.0	813.0	436.0	6.0	2.0579	1.6572	-1.22	811.3427	437.22	813.0833	435.9166	2.1745	1.7406	-1.3033	5.3954	5.8878		0	0	0	0	0	0	0	0	1	1	0	0
	A	1	2	15	12	blank	2	413.88	357.5746	353.0	321.0	381.6666	248.0564	25.0	395.0	10347.0	141242.0	281.6132	215.353	1.0	0.0	25.0	0.0	0.7853	0.0	832.0	435.0	6.0	2.0925	-0.0888	-2.0906	832.0888	437.0906	832.0	435.0	2.0925	-0.0888	-2.0906	5.7735	5.7735		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	15	13	open	2	372.0666	392.2539	371.0	350.0	445.6666	339.5036	15.0	445.0	5581.0	174553.0	112.5755	224.2956	0.5	1.0	16.0	749.0	0.8377	0.0	852.5	435.5	5.0	1.7489	-0.9669	-1.4573	853.4669	436.9573	852.4	435.6	1.7264	-1.0668	-1.3573	4.1888	4.7609		0	0	0	0	0	1	0	0	1	1	0	0
	A	1	2	15	14	open	2	371.5509	402.8971	338.0	351.0	344.6031	293.388	216.0	243.0	80255.0	97904.0	216.7624	218.1452	0.8437	2.0	218.0	1287.0	1.0	0.0	875.5	437.5	17.0	1.0845	0.8491	0.6747	874.6508	436.8252	875.5	437.5	1.0845	0.8491	0.6747	16.6177	16.6177		0	0	0	0	0	0	0	0	1	1	0	0
	A	1	2	15	15	open	2	356.5312	355.5384	319.0	318.0	319.2857	205.8313	32.0	338.0	11409.0	120172.0	210.2682	191.2869	0.6153	0.0	32.0	0.0	1.0	0.0	894.5	437.5	7.0	0.8282	-0.2153	0.7998	894.7153	436.7001	894.5	437.5	0.8282	-0.2153	0.7998	6.4291	6.4291		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	15	16	open	2	414.0312	375.7278	330.0	319.5	330.8571	258.1391	32.0	474.0	13249.0	178095.0	262.2843	278.3905	0.6153	0.0	32.0	0.0	1.0	0.0	914.5	437.5	7.0	1.8424	-1.5887	0.933	916.0887	436.5669	914.5	437.5	1.8424	-1.5887	0.933	6.4291	6.4291		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	15	17	open	2	403.1875	369.1792	372.0	328.0	406.5	274.8205	16.0	424.0	6451.0	156532.0	276.315	206.9273	0.5	0.0	16.0	0.0	0.7853	0.0	937.5	437.5	5.0	1.1918	0.5386	1.0632	936.9613	436.4367	937.5	437.5	1.1918	0.5386	1.0632	4.6188	4.6188		0	0	0	0	0	1	0	0	1	0	0	0
	A	1	2	15	18	open	2	570.4375	385.6255	457.0	344.5	479.0	338.1944	16.0	446.0	9127.0	171989.0	350.6167	232.6687	0.5	0.0	16.0	0.0	0.7853	0.0	958.5	433.5	5.0	2.8347	0.4097	-2.805	958.0902	436.305	958.5	433.5	2.8347	0.4097	-2.805	4.6188	4.6188		0	0	0	0	0	1	0	0	1	0	0	0
	A	1	2	16	1	blank	2	520.6875	401.9066	476.0	366.0	502.3333	223.8214	16.0	375.0	8331.0	150715.0	241.1883	241.7726	0.5	0.0	16.0	0.0	0.7853	0.0	604.5	462.5	5.0	3.7222	2.4122	2.8347	602.0877	459.6652	604.5	462.5	3.7222	2.4122	2.8347	4.6188	4.6188		0	0	0	0	0	1	0	0	1	0	0	0
	A	1	2	16	2	blank	2	400.1875	386.3887	338.5	367.0	325.5	314.0	16.0	409.0	6403.0	158033.0	169.4241	186.1466	0.5	4.0	20.0	882.0	0.7853	0.0	621.5	460.5	5.0	1.1591	-0.6499	0.9598	622.1499	459.5401	621.5	460.5	1.1591	-0.6499	0.9598	4.6188	4.6188		0	0	0	0	0	1	0	0	1	0	0	0
	A	1	2	16	3	blank	2	435.8425	425.1145	424.0	388.0	540.1538	362.6107	108.0	489.0	47071.0	207881.0	215.5349	239.9258	0.9729	1.0	109.0	1599.0	0.9913	0.0	647.0	463.0	12.0	4.8289	3.2243	3.5947	643.7756	459.4052	647.037	463.037	4.8812	3.2614	3.6317	11.6917	11.8945		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	16	4	blank	2	434.3437	389.0	399.0	355.0	452.125	373.9874	32.0	468.0	13899.0	182052.0	245.2049	222.006	0.6153	0.0	32.0	0.0	1.0	0.0	665.5	460.5	7.0	1.4237	0.7244	1.2256	664.7755	459.2743	665.5	460.5	1.4237	0.7244	1.2256	6.4291	6.4291		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	16	5	blank	2	454.4833	397.7417	426.5	365.0	451.25	335.7633	60.0	515.0	27269.0	204837.0	238.1755	217.4353	0.75	0.0	60.0	0.0	0.9617	0.0	686.5	458.5	9.0	0.8762	0.5956	-0.6426	685.9043	459.1426	686.5	458.5	0.8762	0.5956	-0.6426	8.8242	8.8242		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	16	6	blank	2	443.5599	412.6471	366.0	361.0	416.3999	292.0632	25.0	479.0	11089.0	197658.0	285.0934	246.9401	1.0	0.0	25.0	0.0	0.7853	0.0	711.0	461.0	6.0	4.7227	4.2843	1.9871	706.7156	459.0128	711.0	461.0	4.7227	4.2843	1.9871	5.7735	5.7735		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	16	7	blank	2	417.3125	362.7421	344.0	340.5	338.3333	357.5428	16.0	318.0	6677.0	115352.0	172.7131	189.3338	0.5	0.0	16.0	0.0	0.7853	0.0	726.5	458.5	5.0	0.9257	-0.8422	-0.3842	727.3422	458.8842	726.5	458.5	0.9257	-0.8422	-0.3842	4.6188	4.6188		0	0	0	0	0	1	0	0	1	0	0	0
	A	1	2	16	8	blank	2	400.875	384.2334	340.0	352.0	364.3999	196.8488	16.0	407.0	6414.0	156383.0	185.6457	201.3104	0.5	0.0	16.0	0.0	0.7853	0.0	750.5	458.5	5.0	1.6151	1.5957	-0.2497	748.9042	458.7497	750.5	458.5	1.6151	1.5957	-0.2497	4.6188	4.6188		0	0	0	0	0	1	0	0	1	0	0	0
	A	1	2	16	9	blank	2	407.6532	381.2851	406.0	339.0	431.1875	256.1212	124.0	256.0	50549.0	97609.0	206.8319	220.041	0.7948	0.0	124.0	0.0	0.9738	0.0	766.5	455.5	13.0	4.0597	-2.5928	-3.1239	769.0928	458.6239	766.5	455.5	4.0597	-2.5928	-3.1239	12.615	12.615		0	0	0	0	0	0	0	0	1	0	0	0
	A	1	2	16	10	blank	2	435.125	380.9507	503.0	337.0	550.1666	280.4194	16.0	467.0	6962.0	177904.0	179.6635	255.5677	0.5	0.0	16.0	0.0	0.7853	0.0	789.5	458.5	5.0	0.4648	-0.4648	0.0062	789.9648	458.4937	789.5	458.5	0.4648	-0.4648	0.0062	4.6188	4.6188		0	0	0	0	0	1	0	0	1	0	0	0
	A	1	2	16	11	blank	2	370.6604	364.4798	322.0	348.0	322.3695	136.0727	215.0	223.0	79692.0	81279.0	221.3658	199.4362	0.8398	2.0	217.0	1112.5	1.0	0.0	811.5	456.5	17.0	1.8625	0.0958	-1.86	811.4041	458.36	811.4697	456.479	1.8821	0.0656	-1.881	16.5152	16.6561		0	0	0	0	0	0	0	0	1	0	0	0
