SUMLEV,ST,CTY,STNAME,CTYNAME,TIME,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
050,24,023,Maryland,Garrett County,6,30098,14865,15233,1610,849,761,3649,1867,1782,1789,943,846,2560,1318,1242,23984,11694,12290,23050,11206,11844,11961,6044,5917,7769,3835,3934,4683,2040,2643,620,213,407,39.6,38.5,40.7
050,24,023,Maryland,Garrett County,7,30043,14850,15193,1593,836,757,3592,1857,1735,1772,936,836,2577,1316,1261,23977,11687,12290,23086,11221,11865,11848,5962,5886,7889,3921,3968,4683,2049,2634,649,235,414,39.8,38.6,40.9
050,24,023,Maryland,Garrett County,8,29909,14795,15114,1602,857,745,3518,1791,1727,1815,979,836,2489,1266,1223,23882,11654,12228,22974,11168,11806,11675,5880,5795,7964,3940,4024,4697,2074,2623,656,243,413,40.0,38.7,41.1
050,24,025,Maryland,Harford County,1,218590,107081,111509,15776,8054,7722,31919,16457,15462,13270,6809,6461,14767,7440,7327,164103,79100,85003,157625,75761,81864,93607,45946,47661,51710,25545,26165,22160,9336,12824,1888,533,1355,36.2,35.5,36.8
050,24,025,Maryland,Harford County,2,218590,107081,111509,15776,8054,7722,31919,16457,15462,13270,6809,6461,14767,7440,7327,164103,79100,85003,157625,75761,81864,93607,45946,47661,51710,25545,26165,22160,9336,12824,1888,533,1355,36.2,35.5,36.8
050,24,025,Maryland,Harford County,3,219506,107571,111935,15850,8093,7757,31998,16504,15494,13366,6853,6513,14923,7526,7397,164810,79478,85332,158292,76121,82171,93729,46039,47690,52141,25764,26377,22360,9426,12934,1932,551,1381,36.3,35.6,36.9
050,24,025,Maryland,Harford County,4,222664,109194,113470,15454,7929,7525,31956,16496,15460,13703,6964,6739,16048,8142,7906,168259,81215,87044,161551,77805,83746,94527,46405,48122,54050,26727,27323,23121,9829,13292,2009,592,1417,36.7,36.0,37.3
050,24,025,Maryland,Harford County,5,227339,111458,115881,15217,7801,7416,32086,16515,15571,14117,7201,6916,17532,8940,8592,172870,83476,89394,165919,79941,85978,96157,47253,48904,56483,27900,28583,23817,10144,13673,2193,676,1517,37.0,36.2,37.6
050,24,025,Maryland,Harford County,6,231893,113731,118162,15160,7765,7395,31967,16443,15524,14602,7467,7135,18989,9759,9230,177323,85684,91639,170164,82056,88108,97563,47953,49610,58884,29125,29759,24506,10473,14033,2400,768,1632,37.2,36.2,37.9
050,24,025,Maryland,Harford County,7,235290,115366,119924,14984,7654,7330,31789,16348,15441,15186,7798,7388,20015,10260,9755,180668,87311,93357,173331,83566,89765,98468,48423,50045,60880,30091,30789,25180,10791,14389,2609,874,1735,37.3,36.3,38.1
050,24,025,Maryland,Harford County,8,239259,117314,121945,14962,7632,7330,31712,16262,15450,15614,8056,7558,20928,10734,10194,184565,89269,95296,176971,85364,91607,99727,49073,50654,62969,31112,31857,25922,11169,14753,2905,985,1920,37.3,36.3,38.2
050,24,027,Maryland,Howard County,1,247842,121774,126068,18248,9432,8816,36816,19004,17812,14479,7464,7015,15575,7927,7648,185346,89534,95812,178299,85874,92425,111482,54643,56839,59077,29030,30047,18468,7755,10713,2143,585,1558,35.5,34.8,36.1
050,24,027,Maryland,Howard County,2,247842,121774,126068,18248,9432,8816,36816,19004,17812,14479,7464,7015,15575,7927,7648,185346,89534,95812,178299,85874,92425,111482,54643,56839,59077,29030,30047,18468,7755,10713,2143,585,1558,35.5,34.8,36.1
050,24,027,Maryland,Howard County,3,249578,122650,126928,18484,9560,8924,37109,19154,17955,14633,7540,7093,15735,8016,7719,186462,90088,96374,179352,86396,92956,111870,54841,57029,59656,29326,30330,18681,7848,10833,2190,604,1586,35.5,34.8,36.1
050,24,027,Maryland,Howard County,4,255383,125501,129882,18255,9369,8886,37441,19326,18115,15289,7890,7399,16913,8710,8203,191863,92773,99090,184398,88916,95482,113531,55702,57829,62596,30725,31871,19556,8288,11268,2263,640,1623,35.8,35.1,36.5
050,24,027,Maryland,Howard County,5,259883,127717,132166,18122,9263,8859,37565,19427,18138,15759,8091,7668,18069,9255,8814,196130,94869,101261,188437,90936,97501,114366,56159,58207,65517,32142,33375,20285,8671,11614,2274,663,1611,36.2,35.4,36.9
050,24,027,Maryland,Howard County,6,263866,129696,134170,18102,9237,8865,37375,19384,17991,16308,8329,7979,19263,9805,9458,200046,96842,103204,192081,92746,99335,114501,56258,58243,68413,33490,34923,21191,9163,12028,2351,688,1663,36.5,35.7,37.3
050,24,027,Maryland,Howard County,7,266532,130987,135545,18181,9294,8887,37049,19164,17885,16831,8672,8159,20550,10511,10039,202641,98065,104576,194471,93857,100614,114007,55964,58043,70774,34583,36191,22176,9697,12479,2431,735,1696,36.9,35.9,37.7
050,24,027,Maryland,Howard County,8,269457,132491,136966,18148,9312,8836,36749,19006,17743,17269,8870,8399,22043,11358,10685,205715,99571,106144,197291,95303,101988,113592,55859,57733,73269,35763,37506,23232,10247,12985,2570,779,1791,37.1,36.1,38.0
050,24,029,Maryland,Kent County,1,19197,9192,10005,888,483,405,2130,1067,1063,967,485,482,2098,989,1109,15684,7376,8308,15212,7157,8055,7349,3510,3839,4855,2388,2467,3708,1601,2107,466,150,316,41.3,40.2,42.3
050,24,029,Maryland,Kent County,2,19197,9192,10005,888,483,405,2130,1067,1063,967,485,482,2098,989,1109,15684,7376,8308,15212,7157,8055,7349,3510,3839,4855,2388,2467,3708,1601,2107,466,150,316,41.3,40.2,42.3
050,24,029,Maryland,Kent County,3,19275,9236,10039,881,480,401,2122,1063,1059,969,487,482,2115,1000,1115,15776,7426,8350,15303,7206,8097,7376,3529,3847,4910,2415,2495,3719,1606,2113,473,153,320,41.5,40.4,42.4
050,24,029,Maryland,Kent County,4,19429,9341,10088,879,487,392,2050,1034,1016,1006,524,482,2286,1061,1225,15977,7544,8433,15494,7296,8198,7546,3645,3901,4977,2444,2533,3726,1604,2122,503,162,341,41.4,40.3,42.6
050,24,029,Maryland,Kent County,5,19592,9406,10186,869,476,393,1974,1011,963,1011,519,492,2509,1179,1330,16242,7674,8568,15738,7400,8338,7699,3752,3947,5040,2443,2597,3763,1614,2149,555,185,370,41.4,40.2,42.7
050,24,029,Maryland,Kent County,6,19701,9464,10237,858,463,395,1904,995,909,1035,515,520,2627,1226,1401,16436,7771,8665,15904,7491,8413,7839,3814,4025,5065,2450,2615,3787,1626,2161,560,186,374,41.3,40.2,42.6
050,24,029,Maryland,Kent County,7,19761,9494,10267,850,451,399,1841,973,868,1035,502,533,2749,1267,1482,16543,7813,8730,16035,7568,8467,7913,3849,4064,5091,2450,2641,3796,1636,2160,596,199,397,41.3,40.2,42.6
050,24,029,Maryland,Kent County,8,19899,9554,10345,823,427,396,1814,962,852,1049,520,529,2855,1325,1530,16724,7883,8841,16213,7645,8568,8091,3949,4142,5092,2437,2655,3821,1640,2181,618,213,405,41.3,40.0,42.6
050,24,031,Maryland,Montgomery County,1,873341,418622,454719,60173,30679,29494,114327,58566,55761,47258,24220,23038,60139,30388,29751,674658,316995,357663,651583,305157,346426,377494,183382,194112,211012,99899,111113,98157,39957,58200,12983,3828,9155,36.8,35.6,37.9
050,24,031,Maryland,Montgomery County,2,874165,419034,455131,60268,30722,29546,114427,58615,55812,47303,24242,23061,60247,30447,29800,675272,317304,357968,652167,305455,346712,377994,183643,194351,211113,99948,111165,98181,39964,58217,12989,3830,9159,36.8,35.6,37.9
050,24,031,Maryland,Montgomery County,3,878545,421289,457256,60775,30968,29807,114946,58871,56075,47638,24390,23248,60793,30762,30031,678408,318959,359449,655186,307060,348126,379070,184287,194783,212624,100684,111940,98889,40314,58575,13189,3930,9259,36.9,35.7,37.9
050,24,031,Maryland,Montgomery County,4,893927,429150,464777,61696,31395,30301,115945,59398,56547,48571,24971,23600,63087,32245,30842,691655,325835,365820,667715,313386,354329,381214,185657,195557,221816,105013,116803,100952,41363,59589,13889,4281,9608,37.2,36.0,38.3
050,24,031,Maryland,Montgomery County,5,906863,435611,471252,62947,32023,30924,115842,59323,56519,50199,25665,24534,65210,33814,31396,702698,331326,371372,677875,318600,359275,381417,186232,195185,230863,109268,121595,102810,42186,60624,14447,4563,9884,37.5,36.2,38.6
050,24,031,Maryland,Montgomery County,6,916073,440240,475833,64647,32844,31803,115181,58872,56309,51250,26160,25090,67473,35221,32252,709963,335086,374877,684995,322364,362631,379152,185295,193857,238969,113083,125886,104880,43304,61576,15036,4880,10156,37.8,36.4,39.0
050,24,031,Maryland,Montgomery County,7,921631,443101,478530,66504,33837,32667,114050,58225,55825,52642,26994,25648,70305,36689,33616,713967,337087,376880,688435,324045,364390,374912,183566,191346,245558,116204,129354,106795,44177,62618,15853,5204,10649,38.1,36.6,39.3
050,24,031,Maryland,Montgomery County,8,927583,446627,480956,67937,34771,33166,113764,58003,55761,53608,27513,26095,73940,38642,35298,718588,339813,378775,692274,326340,365934,371661,182540,189121,251862,119140,132722,108922,45242,63680,16686,5643,11043,38.3,36.8,39.6
050,24,033,Maryland,Prince George's County,1,801515,383050,418465,57940,29477,28463,112366,57488,54878,44296,22725,21571,83346,42178,41168,608802,284626,324176,586913,273360,313553,380677,183403,197274,177119,81275,95844,61951,25497,36454,5686,1489,4197,33.3,31.8,34.5
050,24,033,Maryland,Prince George's County,2,800691,382638,418053,57845,29434,28411,112266,57439,54827,44251,22703,21548,83238,42119,41119,608188,284317,323871,586329,273062,313267,380177,183142,197035,177018,81226,95792,61927,25490,36437,5680,1487,4193,33.3,31.8,34.5
050,24,033,Maryland,Prince George's County,3,802769,383658,419111,57892,29449,28443,112242,57417,54825,44458,22787,21671,83857,42501,41356,610089,285282,324807,588177,274005,314172,380508,183395,197113,178100,81711,96389,62550,25774,36776,5787,1532,4255,33.3,31.8,34.6
050,24,033,Maryland,Prince George's County,4,816287,390430,425857,58941,30037,28904,113173,57914,55259,45143,23009,22134,85896,43820,42076,621106,290726,330380,599030,279470,319560,383234,185209,198025,184752,84631,100121,64640,26800,37840,6174,1710,4464,33.5,32.0,34.9
050,24,033,Maryland,Prince George's County,5,826609,395652,430957,60092,30566,29526,113458,58032,55426,46091,23451,22640,87162,45048,42114,629621,295100,334521,606968,283603,323365,383708,186040,197668,191127,87378,103749,66357,27518,38839,6438,1832,4606,33.8,32.2,35.2
050,24,033,Maryland,Prince George's County,6,835159,400429,434730,61652,31247,30405,112911,57822,55089,47359,24178,23181,88259,45860,42399,636328,298886,337442,613237,287182,326055,383571,186775,196796,196759,89915,106844,67878,28307,39571,6732,1969,4763,33.9,32.3,35.4
050,24,033,Maryland,Prince George's County,7,841642,404122,437520,63755,32299,31456,111861,57196,54665,49020,25037,23983,89100,46730,42370,640358,301430,338928,617006,289590,327416,381391,186495,194896,201779,92296,109483,69591,28989,40602,7162,2168,4994,34.1,32.4,35.6
050,24,033,Maryland,Prince George's County,8,846123,407066,439057,65956,33377,32579,110592,56478,54114,50380,25838,24542,89567,46940,42627,643216,303662,339554,619195,291373,327822,378804,186161,192643,206188,94527,111661,71471,29792,41679,7612,2385,5227,34.2,32.3,35.8
050,24,035,Maryland,Queen Anne's County,1,40563,20195,20368,2591,1330,1261,5443,2796,2647,2272,1190,1082,2348,1227,1121,31361,15455,15906,30257,14879,15378,16208,8112,8096,10487,5229,5258,5227,2402,2825,517,178,339,38.8,38.3,39.4
050,24,035,Maryland,Queen Anne's County,2,40563,20195,20368,2591,1330,1261,5443,2796,2647,2272,1190,1082,2348,1227,1121,31361,15455,15906,30257,14879,15378,16208,8112,8096,10487,5229,5258,5227,2402,2825,517,178,339,38.8,38.3,39.4
050,24,035,Maryland,Queen Anne's County,3,40778,20290,20488,2574,1322,1252,5443,2796,2647,2288,1199,1089,2381,1240,1141,31584,15553,16031,30473,14973,15500,16293,8140,8153,10610,5288,5322,5247,2416,2831,527,183,344,39.0,38.5,39.5
050,24,035,Maryland,Queen Anne's County,4,41454,20599,20855,2564,1291,1273,5462,2802,2660,2303,1208,1095,2626,1368,1258,32257,15878,16379,31125,15298,15827,16475,8249,8226,11051,5501,5550,5348,2458,2890,542,190,352,39.3,38.8,39.8
050,24,035,Maryland,Queen Anne's County,5,42851,21280,21571,2582,1273,1309,5505,2821,2684,2450,1294,1156,2984,1549,1435,33529,16531,16998,32314,15892,16422,17031,8560,8471,11624,5788,5836,5446,2489,2957,594,215,379,39.3,38.8,39.8
050,24,035,Maryland,Queen Anne's County,6,44191,21933,22258,2626,1287,1339,5506,2810,2696,2584,1363,1221,3343,1740,1603,34703,17129,17574,33475,16473,17002,17744,8922,8822,12058,6019,6039,5582,2546,3036,635,247,388,39.5,39.0,39.9
050,24,035,Maryland,Queen Anne's County,7,44963,22299,22664,2626,1285,1341,5422,2749,2673,2737,1439,1298,3566,1872,1694,35464,17508,17956,34178,16826,17352,17906,9006,8900,12502,6239,6263,5745,2619,3126,687,281,406,39.8,39.3,40.2
050,24,035,Maryland,Queen Anne's County,8,45612,22638,22974,2594,1261,1333,5417,2746,2671,2881,1506,1375,3649,1947,1702,36111,17851,18260,34720,17125,17595,18175,9164,9011,12788,6348,6440,5929,2750,3179,708,296,412,40.0,39.5,40.4
050,24,037,Maryland,St. Mary's County,1,86211,43495,42716,6237,3189,3048,12656,6495,6161,5187,2623,2564,7704,3887,3817,64702,32485,32217,62131,31188,30943,39668,20180,19488,18527,9437,9090,7825,3541,4284,775,266,509,34.2,34.0,34.5
050,24,037,Maryland,St. Mary's County,2,86232,43504,42728,6240,3190,3050,12659,6495,6164,5189,2625,2564,7704,3887,3817,64716,32492,32224,62144,31194,30950,39677,20185,19492,18531,9438,9093,7826,3542,4284,775,266,509,34.2,34.0,34.5
050,24,037,Maryland,St. Mary's County,3,86529,43676,42853,6263,3205,3058,12701,6515,6186,5233,2645,2588,7793,3940,3853,64921,32616,32305,62332,31311,31021,39763,20249,19514,18642,9493,9149,7854,3557,4297,788,271,517,34.2,34.0,34.5
050,24,037,Maryland,St. Mary's County,4,87463,44074,43389,6183,3098,3085,12581,6461,6120,5286,2709,2577,8299,4206,4093,66020,33126,32894,63413,31806,31607,40020,20325,19695,19263,9845,9418,8036,3611,4425,837,297,540,34.6,34.3,34.8
050,24,037,Maryland,St. Mary's County,5,89942,45240,44702,6352,3210,3142,12591,6390,6201,5498,2866,2632,8930,4520,4410,68181,34134,34047,65501,32774,32727,41250,20970,20280,20106,10205,9901,8217,3700,4517,887,305,582,34.6,34.4,34.9
050,24,037,Maryland,St. Mary's County,6,92675,46548,46127,6471,3279,3192,12615,6416,6199,5723,2963,2760,9673,4948,4725,70629,35321,35308,67866,33890,33976,42630,21694,20936,20979,10597,10382,8466,3805,4661,935,307,628,34.6,34.3,34.9
050,24,037,Maryland,St. Mary's County,7,94950,47588,47362,6618,3329,3289,12595,6408,6187,5961,3088,2873,10000,5069,4931,72673,36308,36365,69776,34763,35013,43633,22095,21538,21801,11046,10755,8768,3933,4835,989,313,676,34.6,34.3,34.9
050,24,037,Maryland,St. Mary's County,8,96518,48260,48258,6770,3340,3430,12463,6364,6099,6108,3117,2991,10194,5205,4989,74184,36992,37192,71177,35439,35738,44236,22395,21841,22411,11316,11095,9082,4065,5017,1042,310,732,34.6,34.2,34.9
050,24,039,Maryland,Somerset County,1,24747,13213,11534,1198,576,622,2330,1157,1173,1051,516,535,3884,2026,1858,20711,11232,9479,20168,10964,9204,11972,7040,4932,5493,2848,2645,3503,1474,2029,388,112,276,36.5,35.6,38.1
050,24,039,Maryland,Somerset County,2,24747,13213,11534,1198,576,622,2330,1157,1173,1051,516,535,3884,2026,1858,20711,11232,9479,20168,10964,9204,11972,7040,4932,5493,2848,2645,3503,1474,2029,388,112,276,36.5,35.6,38.1
050,24,039,Maryland,Somerset County,3,24730,13205,11525,1177,565,612,2319,1155,1164,1060,515,545,3897,2036,1861,20725,11236,9489,20174,10970,9204,11973,7038,4935,5513,2853,2660,3496,1475,2021,393,115,278,36.5,35.6,38.2
050,24,039,Maryland,Somerset County,4,25221,13428,11793,1190,578,612,2317,1137,1180,1063,541,522,4364,2227,2137,21200,11452,9748,20651,11172,9479,12367,7220,5147,5595,2886,2709,3491,1467,2024,413,117,296,36.1,35.3,37.4
050,24,039,Maryland,Somerset County,5,25448,13590,11858,1214,598,616,2329,1153,1176,1052,535,517,4403,2266,2137,21389,11568,9821,20853,11304,9549,12519,7327,5192,5673,2915,2758,3463,1470,1993,410,117,293,35.9,35.0,37.4
050,24,039,Maryland,Somerset County,6,25542,13655,11887,1248,614,634,2290,1146,1144,1063,536,527,4469,2316,2153,21478,11633,9845,20941,11359,9582,12534,7350,5184,5716,2947,2769,3478,1465,2013,414,115,299,35.7,34.8,37.4
050,24,039,Maryland,Somerset County,7,25764,13753,12011,1311,646,665,2290,1142,1148,1092,555,537,4438,2312,2126,21615,11695,9920,21071,11410,9661,12613,7390,5223,5793,2975,2818,3493,1469,2024,409,119,290,35.5,34.6,37.1
050,24,039,Maryland,Somerset County,8,25845,13779,12066,1332,664,668,2319,1145,1174,1065,525,540,4377,2296,2081,21681,11721,9960,21129,11445,9684,12548,7380,5168,5882,3012,2870,3519,1464,2055,457,142,315,35.3,34.4,36.9
050,24,041,Maryland,Talbot County,1,33812,16125,17687,1752,882,870,3848,1944,1904,1724,927,797,1886,965,921,27332,12836,14496,26488,12372,14116,11679,5739,5940,9185,4372,4813,6897,2946,3951,821,268,553,43.3,41.8,44.7
050,24,041,Maryland,Talbot County,2,33812,16125,17687,1752,882,870,3848,1944,1904,1724,927,797,1886,965,921,27332,12836,14496,26488,12372,14116,11679,5739,5940,9185,4372,4813,6897,2946,3951,821,268,553,43.3,41.8,44.7
050,24,041,Maryland,Talbot County,3,33906,16188,17718,1742,879,863,3830,1931,1899,1730,928,802,1934,1000,934,27451,12914,14537,26604,12450,14154,11733,5785,5948,9238,4397,4841,6912,2954,3958,834,275,559,43.4,41.9,44.8
050,24,041,Maryland,Talbot County,4,34087,16261,17826,1701,873,828,3793,1892,1901,1734,916,818,2111,1108,1003,27717,13019,14698,26859,12580,14279,11789,5835,5954,9319,4424,4895,7059,3002,4057,885,297,588,43.7,42.0,45.1
050,24,041,Maryland,Talbot County,5,34356,16398,17958,1693,878,815,3737,1856,1881,1750,922,828,2269,1188,1081,28059,13201,14858,27176,12742,14434,11850,5901,5949,9402,4446,4956,7236,3092,4144,951,323,628,43.9,42.2,45.4
050,24,041,Maryland,Talbot County,6,34548,16499,18049,1691,873,818,3665,1836,1829,1779,923,856,2416,1268,1148,28292,13341,14951,27413,12867,14546,11954,5957,5997,9456,4472,4984,7322,3138,4184,1005,358,647,43.9,42.3,45.5
050,24,041,Maryland,Talbot County,7,35130,16760,18370,1741,885,856,3574,1769,1805,1822,957,865,2616,1375,1241,28869,13611,15258,27993,13149,14844,12288,6122,6166,9498,4500,4998,7548,3216,4332,1114,399,715,44.0,42.2,45.6
050,24,041,Maryland,Talbot County,8,35683,17007,18676,1730,860,870,3531,1747,1784,1862,957,905,2724,1451,1273,29476,13894,15582,28560,13443,15117,12613,6301,6312,9550,4530,5020,7800,3335,4465,1267,471,796,44.0,42.3,45.6
050,24,043,Maryland,Washington County,1,131923,67410,64513,8108,4194,3914,15864,8228,7636,6942,3501,3441,10652,6019,4633,104402,53202,51200,101009,51487,49522,57137,31198,25939,30351,15309,15042,18690,7585,11105,2246,600,1646,37.4,35.9,39.0
050,24,043,Maryland,Washington County,2,131923,67410,64513,8108,4194,3914,15864,8228,7636,6942,3501,3441,10652,6019,4633,104402,53202,51200,101009,51487,49522,57137,31198,25939,30351,15309,15042,18690,7585,11105,2246,600,1646,37.4,35.9,39.0
050,24,043,Maryland,Washington County,3,132120,67505,64615,8103,4188,3915,15812,8201,7611,6973,3515,3458,10759,6076,4683,104638,53322,51316,101232,51601,49631,57147,31195,25952,30574,15426,15148,18712,7601,11111,2287,617,1670,37.4,36.0,39.1
050,24,043,Maryland,Washington County,4,132956,67925,65031,8076,4181,3895,15681,8149,7532,7085,3595,3490,11068,6228,4840,105626,53800,51826,102114,52000,50114,57325,31307,26018,31276,15720,15556,18800,7663,11137,2367,686,1681,37.7,36.2,39.4
050,24,043,Maryland,Washington County,5,134738,68920,65818,8077,4214,3863,15654,8087,7567,7254,3726,3528,11557,6488,5069,107401,54753,52648,103753,52893,50860,58145,31779,26366,32081,16163,15918,18983,7716,11267,2509,758,1751,37.8,36.2,39.5
050,24,043,Maryland,Washington County,6,136816,69951,66865,8165,4255,3910,15695,8091,7604,7358,3810,3548,12023,6726,5297,109280,55670,53610,105598,53795,51803,59088,32329,26759,32809,16467,16342,19203,7841,11362,2622,808,1814,37.8,36.2,39.6
050,24,043,Maryland,Washington County,7,139193,71011,68182,8359,4267,4092,15781,8169,7612,7572,3959,3613,12522,6924,5598,111246,56595,54651,107481,54616,52865,60310,32861,27449,33456,16831,16625,19374,7887,11487,2773,844,1929,37.7,36.0,39.5
050,24,043,Maryland,Washington County,8,141895,72261,69634,8516,4282,4234,16008,8270,7738,7721,4072,3649,12829,7211,5618,113495,57686,55809,109650,55637,54013,61647,33562,28085,34194,17148,17046,19606,7988,11618,2927,925,2002,37.5,35.9,39.4
050,24,045,Maryland,Wicomico County,1,84644,40335,44309,5317,2641,2676,10784,5605,5179,4864,2492,2372,9999,4715,5284,66104,30838,35266,63679,29597,34082,37376,17965,19411,19115,9135,9980,10823,4366,6457,1189,299,890,35.8,34.6,36.8
050,24,045,Maryland,Wicomico County,2,84644,40335,44309,5317,2641,2676,10784,5605,5179,4864,2492,2372,9999,4715,5284,66104,30838,35266,63679,29597,34082,37376,17965,19411,19115,9135,9980,10823,4366,6457,1189,299,890,35.8,34.6,36.8
050,24,045,Maryland,Wicomico County,3,84892,40461,44431,5322,2644,2678,10785,5606,5179,4890,2507,2383,10081,4755,5326,66328,30950,35378,63895,29704,34191,37452,18011,19441,19271,9209,10062,10831,4367,6464,1208,307,901,35.8,34.6,36.9
050,24,045,Maryland,Wicomico County,4,85290,40669,44621,5442,2706,2736,10568,5459,5109,4853,2495,2358,10397,4952,5445,66840,31225,35615,64427,30009,34418,37379,17993,19386,19809,9461,10348,10887,4401,6486,1245,320,925,36.1,34.8,37.2
050,24,045,Maryland,Wicomico County,5,85985,40983,45002,5452,2737,2715,10517,5422,5095,4813,2477,2336,10814,5141,5673,67638,31578,36060,65203,30347,34856,37419,18033,19386,20386,9767,10619,11043,4434,6609,1341,354,987,36.3,34.9,37.5
050,24,045,Maryland,Wicomico County,6,87362,41650,45712,5583,2818,2765,10431,5324,5107,4866,2521,2345,11145,5324,5821,68922,32249,36673,66482,30987,35495,37863,18276,19587,21027,10074,10953,11218,4501,6717,1436,386,1050,36.3,34.8,37.6
050,24,045,Maryland,Wicomico County,7,88608,42240,46368,5792,2930,2862,10315,5274,5041,4954,2539,2415,11212,5355,5857,69946,32735,37211,67547,31497,36050,38258,18499,19759,21569,10353,11216,11381,4554,6827,1524,420,1104,36.1,34.6,37.5
050,24,045,Maryland,Wicomico County,8,90402,43061,47341,5960,3010,2950,10480,5322,5158,5011,2543,2468,11541,5583,5958,71415,33448,37967,68951,32186,36765,39090,18868,20222,22083,10605,11478,11569,4627,6942,1673,465,1208,35.8,34.2,37.1
050,24,047,Maryland,Worcester County,1,46543,22695,23848,2273,1177,1096,5040,2560,2480,2246,1202,1044,2863,1466,1397,38121,18375,19746,36984,17756,19228,16829,8427,8402,12497,6024,6473,9351,4208,5143,829,235,594,43.0,41.7,44.2
050,24,047,Maryland,Worcester County,2,46543,22695,23848,2273,1177,1096,5040,2560,2480,2246,1202,1044,2863,1466,1397,38121,18375,19746,36984,17756,19228,16829,8427,8402,12497,6024,6473,9351,4208,5143,829,235,594,43.0,41.7,44.2
050,24,047,Maryland,Worcester County,3,46759,22798,23961,2271,1177,1094,5055,2570,2485,2262,1210,1052,2907,1488,1419,38316,18464,19852,37171,17841,19330,16881,8446,8435,12599,6070,6529,9399,4236,5163,843,241,602,43.0,41.8,44.2
050,24,047,Maryland,Worcester County,4,47520,23146,24374,2383,1201,1182,4960,2516,2444,2282,1201,1081,3142,1622,1520,39042,18825,20217,37895,18228,19667,17302,8690,8612,12657,6097,6560,9642,4339,5303,889,261,628,42.9,41.8,44.1
050,24,047,Maryland,Worcester County,5,48007,23351,24656,2418,1223,1195,4858,2462,2396,2273,1187,1086,3348,1741,1607,39584,19072,20512,38458,18479,19979,17558,8808,8750,12670,6131,6539,9933,4436,5497,941,291,650,43.0,41.9,44.2
050,24,047,Maryland,Worcester County,6,48566,23630,24936,2430,1229,1201,4825,2447,2378,2307,1199,1108,3513,1837,1676,40149,19364,20785,39004,18755,20249,17846,8979,8867,12607,6097,6510,10270,4581,5689,1025,348,677,43.2,42.0,44.3
050,24,047,Maryland,Worcester County,7,48790,23708,25082,2446,1239,1207,4670,2372,2298,2420,1238,1182,3527,1839,1688,40408,19456,20952,39254,18859,20395,17964,9006,8958,12577,6094,6483,10461,4655,5806,1121,391,730,43.3,42.1,44.4
050,24,047,Maryland,Worcester County,8,48750,23683,25067,2397,1224,1173,4614,2359,2255,2387,1196,1191,3567,1863,1704,40504,19486,21018,39352,18904,20448,17849,8968,8881,12635,6111,6524,10689,4747,5942,1236,447,789,43.6,42.3,44.8
050,24,510,Maryland,Baltimore city,1,651154,303687,347467,41694,21149,20545,84959,43204,41755,34700,17265,17435,71141,33542,37599,506954,230508,276446,489801,222069,267732,291789,139105,152684,137947,63230,74717,85921,32497,53424,9956,2727,7229,35.0,33.3,36.5
050,24,510,Maryland,Baltimore city,2,651154,303687,347467,41694,21149,20545,84959,43204,41755,34700,17265,17435,71141,33542,37599,506954,230508,276446,489801,222069,267732,291789,139105,152684,137947,63230,74717,85921,32497,53424,9956,2727,7229,35.0,33.3,36.5
050,24,510,Maryland,Baltimore city,3,648554,302499,346055,41155,20873,20282,84175,42805,41370,34610,17215,17395,71503,33744,37759,505688,230006,275682,488614,221606,267008,290768,138672,152096,138153,63323,74830,85522,32359,53163,10032,2771,7261,35.1,33.3,36.6
050,24,510,Maryland,Baltimore city,4,645305,300708,344597,42378,21453,20925,82344,41844,40500,34855,17511,17344,70842,33545,37297,502895,228406,274489,485728,219900,265828,285801,136369,149432,141522,64592,76930,84227,31832,52395,10330,2922,7408,35.3,33.5,36.9
050,24,510,Maryland,Baltimore city,5,636699,296930,339769,43224,21901,21323,79826,40622,39204,34900,17526,17374,70104,33422,36682,495762,225360,270402,478749,216881,261868,279199,133617,145582,143900,65569,78331,81500,30671,50829,10723,3088,7635,35.5,33.5,37.2
050,24,510,Maryland,Baltimore city,6,643304,299800,343504,45117,22842,22275,79073,40299,38774,35796,18054,17742,71864,34362,37502,500783,227420,273363,483318,218605,264713,279209,133567,145642,149533,67978,81555,81111,30415,50696,11475,3368,8107,35.5,33.5,37.3
050,24,510,Maryland,Baltimore city,7,641943,299046,342897,46519,23766,22753,77621,39462,38159,37115,18676,18439,71506,34466,37040,498659,226166,272493,480688,217142,263546,275987,132029,143958,152599,69279,83320,79332,29546,49786,11952,3513,8439,35.4,33.4,37.4
