CRUISEINFO ,,,,,,,,,,
90,COUNTRY CODE,RUSSIA,,,,,,,,
224,PROJECT,DATA ARCHAEOLOGY AND RESCUE,,,,,,,,
1037,INSTITUTE,ZOOLOGICAL INSTITUTE RUSSIAN ACADEMY OF SCIENCE,,,,,,,,
,PLATFORM,,,,,,,,,
,CRUISE,,,,,,,,,
,REFERENCE,,,,,,,,,
1037,COUNTING,ZOOLOGICAL INSTITUTE RUSSIAN ACADEMY OF SCIENCE,,,,,,,,
1037,VOUCHER,ZOOLOGICAL INSTITUTE RUSSIAN ACADEMY OF SCIENCE,,,,,,,,
,NUMBER,,,,,,,,,

STATION,5130,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,1,18,1975

HEADERS,,, , , ,,,,,
,,,,0,0,1,CALANUS GLACIALIS   Male  Cop 6
,,,,1,0,1,CALANUS GLACIALIS   Cop 5
,,,,30,11,16,CALANUS GLACIALIS   Cop 4
,,,,18,13,78,CALANUS GLACIALIS   Cop 3
,,,,8,7,4,CALANUS GLACIALIS   Cop 2
,,,,0,3,1,CALANUS GLACIALIS   Cop 1
,,,,5,0,0,CENTROPAGES HAMATUS   Female  Cop 6
,,,,5,0,0,CENTROPAGES HAMATUS   Male  Cop 6
,,,,3,2,1,CIRRIPEDIA  Naup 
,,,,400,0,1,ECHINODERMATA Larvae
,,,,400,3,1,EVADNE NORDMANNI
,,,,0,1,0,FRITILLARIA BOREALIS
,,,,20,134,3,GASTROPODA Larvae
,,,,0,0,9,METRIDIA LONGA   Female  Cop 6
,,,,0,0,1,METRIDIA LONGA   Male  Cop 6
,,,,0,0,4,METRIDIA LONGA   Cop 5
,,,,0,1,4,METRIDIA LONGA   Cop 4
,,,,0,0,1,METRIDIA LONGA   Cop 3
,,,,0,0,1,METRIDIA LONGA   Cop 2
,,,,0,2,104,METRIDIA LONGA   Cop 1
,,,,0,134,728,METRIDIA LONGA   Naup 
,,,,200,2,52,MICROSETELLA NORVEGICA
,,,,100,2,5,MICROSETELLA NORVEGICA   Cop 
,,,,400,0,1,MICROSETELLA NORVEGICA   Naup 
,,,,0,3,1,OICOPLEURA VANHOFFENIS
,,,,1500,2613,78,OITHONA SIMILIS   Female  Cop 6
,,,,100,7,5,OITHONA SIMILIS   Male  Cop 6
,,,,200,268,26,OITHONA SIMILIS   Cop 
,,,,0,7,0,OITHONA SIMILIS   Juv 
,,,,1700,134,5,OITHONA SIMILIS   Naup 
,,,,0,67,858,ONCAEA BOREALIS   Female  Cop 6
,,,,0,400,390,ONCAEA BOREALIS   Male  Cop 6
,,,,0,1172,468,ONCAEA BOREALIS   Cop 
,,,,200,7,52,PARAFAVELLA DENTICULATA
,,,,100,3,1,PODON LEUCKARTI
,,,,300,67,26,POLYCHAETA Larvae
,,,,5,7,26,PSEUDOCALANUS MINUTUS   Female  Cop 6
,,,,0,3,0,PSEUDOCALANUS MINUTUS   Male  Cop 6
,,,,10,469,494,PSEUDOCALANUS MINUTUS   Cop 5
,,,,100,667,286,PSEUDOCALANUS MINUTUS   Cop 4
,,,,200,1742,546,PSEUDOCALANUS MINUTUS   Cop 3
,,,,200,2881,676,PSEUDOCALANUS MINUTUS   Cop 2
,,,,700,2278,234,PSEUDOCALANUS MINUTUS   Cop 1,,,
,,,,100,2613,390,PSEUDOCALANUS MINUTUS   Naup ,,,
,,,,204,21,4,SAGITTA ELEGANS,,,
,,,,5,0,0,TEMORA LONGICORNIS   Female  Cop 6,,,
,,,,3,1,0,TEMORA LONGICORNIS   Naup ,,,
STATION,5294,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,7,1,1975

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
GEAR,Juday Net (Tropical or Large),,,,,,,,,
MESH SIZE,0.168,MM,,,,,,,,
MOUTH AREA,0.1,M2,,,,,,,,
MOUTH DIAM,0.36,M,,,,,
PRESERVATIVE,FORMALIN,,,,,,

DETAILS,DEPTH,TEMP,SAL,TAX CNT B0-10,TAX CNT B10-25,TAX CNT B25-65,TAX NAME
units,m,C,psu,#/M3,#/M3,#/M3,
decimal places,0,1,1,0,0,0,Name
,0,11.2,25.7,50,7,1,ACARTIA LONGIREMIS   Female  Cop 6
,5,10.5,25.8,100,7,0,ACARTIA LONGIREMIS   Male  Cop 6
,10,9.2,26.1,20,0,1,ACARTIA LONGIREMIS   Cop 
,15,5.7,26.9,20,0,0,ACARTIA LONGIREMIS   Juv 
,25,2.2,27.7,200,3,1,ACARTIA LONGIREMIS   Naup 
,50,1,28.2,16,3,0,AGLANTHA DIGITALE
,65,0.9,28.2,0,0,0,ASCIDIA Larvae
,,,,800,67,52,BIVALVIA larvae
,,,,100,2,0,BRYOZOA Larvae
,,,,0,1,1,CALANUS GLACIALIS   Male  Cop 6
,,,,0,0,2,CALANUS GLACIALIS   Cop 5
,,,,1,54,65,CALANUS GLACIALIS   Cop 4
,,,,0,67,17,CALANUS GLACIALIS   Cop 3
,,,,1,1,1,CALANUS GLACIALIS   Cop 2
,,,,10,0,0,CENTROPAGES HAMATUS   Female  Cop 6
,,,,20,0,0,CENTROPAGES HAMATUS   Male  Cop 6
,,,,20,0,0,CENTROPAGES HAMATUS   Cop 
,,,,10,0,0,CENTROPAGES HAMATUS   Juv
,,,,20,3,1,CIRRIPEDIA  Naup 
,,,,2700,67,5,ECHINODERMATA Larvae
,,,,50,2,1,EVADNE NORDMANNI
,,,,20,0,1,FRITILLARIA BOREALIS
,,,,100,13,3,GASTROPODA Larvae
,,,,0,0,7,METRIDIA LONGA   Female  Cop 6
,,,,0,0,3,METRIDIA LONGA   Male  Cop 6
,,,,0,0,4,METRIDIA LONGA   Cop 5
,,,,0,0,3,METRIDIA LONGA   Cop 4
,,,,0,0,1,METRIDIA LONGA   Cop 3
,,,,0,0,26,METRIDIA LONGA   Cop 2
,,,,0,2,26,METRIDIA LONGA   Cop 1
,,,,0,67,104,METRIDIA LONGA   Naup 
,,,,800,2,1,MICROSETELLA NORVEGICA
,,,,700,13,1,MICROSETELLA NORVEGICA   Cop 
,,,,0,3,0,MICROSETELLA NORVEGICA   Naup 
,,,,0,0,1,OICOPLEURA VANHOFFENIS
,,,,300,938,26,OITHONA SIMILIS   Female  Cop 6
,,,,10,0,0,OITHONA SIMILIS   Male  Cop 6
,,,,200,67,3,OITHONA SIMILIS   Cop 
,,,,900,67,26,OITHONA SIMILIS   Juv 
,,,,200,200,52,OITHONA SIMILIS   Naup 
,,,,3,400,1092,ONCAEA BOREALIS   Female  Cop 6
,,,,0,67,104,ONCAEA BOREALIS   Male  Cop 6
,,,,0,400,572,ONCAEA BOREALIS   Cop 
,,,,3,2,1,PARAFAVELLA DENTICULATA
,,,,13,1,1,PODON LEUCKARTI
,,,,700,67,8,POLYCHAETA Larvae
,,,,0,67,78,PSEUDOCALANUS MINUTUS   Female  Cop 6
,,,,3,3,3,PSEUDOCALANUS MINUTUS   Male  Cop 6
,,,,10,1407,1222,PSEUDOCALANUS MINUTUS   Cop 5
,,,,10,469,572,PSEUDOCALANUS MINUTUS   Cop 4
,,,,10,1206,1612,PSEUDOCALANUS MINUTUS   Cop 3
,,,,0,938,676,PSEUDOCALANUS MINUTUS   Cop 2
,,,,10,134,26,PSEUDOCALANUS MINUTUS   Cop 1
,,,,100,134,52,PSEUDOCALANUS MINUTUS   Naup 
,,,,100,35,6,SAGITTA ELEGANS
,,,,30,2,0,TEMORA LONGICORNIS   Female  Cop 6
,,,,30,0,0,TEMORA LONGICORNIS   Male  Cop 6
,,,,20,0,0,TEMORA LONGICORNIS   Cop 
,,,,30,2,0,TEMORA LONGICORNIS   Juv,,,
,,,,5,2,0,TEMORA LONGICORNIS   Naup ,,,
STATION,5302,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,7,9,1975

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
GEAR,Juday Net (Tropical or Large),,,,,,,,,
MESH SIZE,0.168,MM,,,,,,,,
MOUTH AREA,0.1,M2,,,,,,,,
MOUTH DIAM,0.36,M,,,,,,,,
PRESERVATIVE,FORMALIN,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,TAX CNT B0-10,TAX CNT B10-25,TAX CNT B25-65,TAX NAME
units,m,C,psu,#/M3,#/M3,#/M3,
decimal places,0,1,1,0,0,0,Name
,0,10.8,25.9,100,3,6,ACARTIA LONGIREMIS   Female  Cop 6
,5,10.7,25.8,100,7,0,ACARTIA LONGIREMIS   Male  Cop 6
,10,10.6,25.8,10,2,3,ACARTIA LONGIREMIS   Cop 
,15,8.3,26.4,100,7,3,ACARTIA LONGIREMIS   Juv 
,25,6,26.6,30,13,6,ACARTIA LONGIREMIS   Naup 
,50,1.2,27.9,200,8,1,AGLANTHA DIGITALE
,65,1.1,28.3,0,0,0,ASCIDIA Larvae
,,,,300,200,8,BIVALVIA larvae
,,,,100,0,0,BRYOZOA Larvae
,,,,0,0,2,CALANUS GLACIALIS   Cop 5
,,,,0,111,45,CALANUS GLACIALIS   Cop 4
,,,,0,12,5,CALANUS GLACIALIS   Cop 3
,,,,0,2,0,CALANUS GLACIALIS   Naup 
,,,,3,2,0,CENTROPAGES HAMATUS   Female  Cop 6
,,,,5,2,0,CENTROPAGES HAMATUS   Male  Cop 6
,,,,10,2,1,CENTROPAGES HAMATUS   Juv
,,,,10,7,1,CENTROPAGES HAMATUS   Naup 
,,,,30,7,1,CIRRIPEDIA  Naup 
,,,,2800,536,6,ECHINODERMATA Larvae
,,,,1100,268,9,EVADNE NORDMANNI
,,,,1300,335,1,FRITILLARIA BOREALIS
,,,,100,34,6,GASTROPODA Larvae
,,,,0,0,4,METRIDIA LONGA   Female  Cop 6
,,,,0,0,3,METRIDIA LONGA   Male  Cop 6
,,,,0,0,4,METRIDIA LONGA   Cop 5
,,,,0,0,1,METRIDIA LONGA   Cop 4
,,,,0,0,4,METRIDIA LONGA   Cop 3
,,,,0,0,112,METRIDIA LONGA   Cop 2
,,,,0,2,28,METRIDIA LONGA   Cop 1
,,,,0,7,28,METRIDIA LONGA   Naup 
,,,,10,0,0,MICROSETELLA NORVEGICA
,,,,10,2,1,MICROSETELLA NORVEGICA   Cop 
,,,,10,2,0,MICROSETELLA NORVEGICA   Juv
,,,,100,13,1,MICROSETELLA NORVEGICA   Naup 
,,,,10,268,56,OITHONA SIMILIS   Female  Cop 6
,,,,0,3,0,OITHONA SIMILIS   Male  Cop 6
,,,,200,7,0,OITHONA SIMILIS   Cop 
,,,,10,67,28,OITHONA SIMILIS   Juv 
,,,,20,67,1,OITHONA SIMILIS   Naup 
,,,,30,134,1764,ONCAEA BOREALIS   Female  Cop 6
,,,,5,13,140,ONCAEA BOREALIS   Male  Cop 6
,,,,0,13,140,ONCAEA BOREALIS   Cop 
,,,,40,23,0,PODON LEUCKARTI
,,,,200,268,8,POLYCHAETA Larvae
,,,,0,7,56,PSEUDOCALANUS MINUTUS   Female  Cop 6
,,,,0,0,1,PSEUDOCALANUS MINUTUS   Male  Cop 6,,,
,,,,10,804,1568,PSEUDOCALANUS MINUTUS   Cop 5,,,
,,,,20,400,672,PSEUDOCALANUS MINUTUS   Cop 4,,,
,,,,30,536,1680,PSEUDOCALANUS MINUTUS   Cop 3,,,
,,,,10,268,196,PSEUDOCALANUS MINUTUS   Cop 2,,,
,,,,10,200,56,PSEUDOCALANUS MINUTUS   Cop 1,,,
,,,,0,134,84,PSEUDOCALANUS MINUTUS   Naup ,,,
,,,,100,80,3,SAGITTA ELEGANS,,,
,,,,3,1,0,TEMORA LONGICORNIS   Female  Cop 6,,,
,,,,1,0,0,TEMORA LONGICORNIS   Male  Cop 6,,,
,,,,10,0,0,TEMORA LONGICORNIS   Cop ,,,
,,,,200,2,0,TEMORA LONGICORNIS   Juv,,,
,,,,10,3,1,TEMORA LONGICORNIS   Naup ,,,
STATION,5314,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,7,21,1975

HEADERS,,, , , ,,
LAT END,66,19.5,,N,,,
LONG END,33,39.4,,E,,,
BOTTOM DEPTH,65,m,,,,,
GEAR,Juday Net (Tropical or Large),,,,,,
MESH SIZE,0.168,MM,,,,,
MOUTH AREA,0.1,M2,,,,,
MOUTH DIAM,0.36,M,,,,,
PRESERVATIVE,FORMALIN,,,,,,

DETAILS,DEPTH,TEMP,SAL,TAX CNT B0-10,TAX CNT B10-25,TAX CNT B25-65,TAX NAME
units,m,C,psu,#/M3,#/M3,#/M3,
decimal places,0,1,1,0,0,0,Name
,0,11.5,26.3,10,2,0,ACARTIA LONGIREMIS   Female  Cop 6
,5,11.2,26.4,10,0,0,ACARTIA LONGIREMIS   Male  Cop 6
,10,11,26.6,50,0,0,ACARTIA LONGIREMIS   Cop 
,15,7.2,27.4,400,7,1,ACARTIA LONGIREMIS   Juv 
,25,3.5,28.2,10,0,0,ACARTIA LONGIREMIS   Naup 
,50,1.8,28.5,100,0,4,AGLANTHA DIGITALE
,65,1.8,28.6,0,0,0,ASCIDIA Larvae
,,,,100,13,5,BIVALVIA larvae
,,,,10,0,0,BRYOZOA Larvae
,,,,0,0,4,CALANUS GLACIALIS   Cop 5
,,,,0,102,33,CALANUS GLACIALIS   Cop 4
,,,,0,1,0,CALANUS GLACIALIS   Cop 3
,,,,0,1,0,CENTROPAGES HAMATUS   Male  Cop 6
,,,,20,2,0,CENTROPAGES HAMATUS   Cop 
,,,,100,3,0,CENTROPAGES HAMATUS   Juv
,,,,50,7,0,CENTROPAGES HAMATUS   Naup 
,,,,3,3,0,CIRRIPEDIA  Naup 
,,,,550,7,3,ECHINODERMATA Larvae
,,,,300,6,0,EVADNE NORDMANNI
,,,,1750,200,0,FRITILLARIA BOREALIS
,,,,150,13,3,GASTROPODA Larvae
,,,,0,0,5,METRIDIA LONGA   Female  Cop 6
,,,,0,0,2,METRIDIA LONGA   Male  Cop 6
,,,,0,0,3,METRIDIA LONGA   Cop 5
,,,,0,0,1,METRIDIA LONGA   Cop 4
,,,,0,0,7,METRIDIA LONGA   Cop 3
,,,,0,1,8,METRIDIA LONGA   Cop 2
,,,,0,3,3,METRIDIA LONGA   Cop 1
,,,,0,2,1,METRIDIA LONGA   Naup 
,,,,1,0,0,MICROSETELLA NORVEGICA
,,,,0,2,0,MICROSETELLA NORVEGICA   Naup 
,,,,0,1,0,OICOPLEURA VANHOFFENIS
,,,,200,600,5,OITHONA SIMILIS   Female  Cop 6
,,,,100,67,0,OITHONA SIMILIS   Male  Cop 6
,,,,750,335,8,OITHONA SIMILIS   Cop 
,,,,250,0,5,OITHONA SIMILIS   Juv 
,,,,0,3,12,OITHONA SIMILIS   Naup 
,,,,10,134,1612,ONCAEA BOREALIS   Female  Cop 6
,,,,10,7,156,ONCAEA BOREALIS   Male  Cop 6
,,,,3,200,78,ONCAEA BOREALIS   Cop 
,,,,0,1,0,PODON LEUCKARTI
,,,,150,67,3,POLYCHAETA Larvae
,,,,3,7,26,PSEUDOCALANUS MINUTUS   Female  Cop 6
,,,,0,3,0,PSEUDOCALANUS MINUTUS   Male  Cop 6
,,,,5,400,806,PSEUDOCALANUS MINUTUS   Cop 5
,,,,10,536,884,PSEUDOCALANUS MINUTUS   Cop 4
,,,,10,600,1378,PSEUDOCALANUS MINUTUS   Cop 3
,,,,0,469,8,PSEUDOCALANUS MINUTUS   Cop 2
,,,,0,200,8,PSEUDOCALANUS MINUTUS   Cop 1
,,,,5,134,1,PSEUDOCALANUS MINUTUS   Naup 
,,,,6,94,3,SAGITTA ELEGANS,,,
,,,,5,0,0,TEMORA LONGICORNIS   Female  Cop 6,,,
,,,,0,3,0,TEMORA LONGICORNIS   Male  Cop 6,,,
,,,,10,2,0,TEMORA LONGICORNIS   Juv,,,
,,,,20,7,0,TEMORA LONGICORNIS   Naup ,,,
STATION,5323,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,7,30,1975

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
GEAR,Juday Net (Tropical or Large),,,,,,,,,
MESH SIZE,0.168,MM,,,,,,,,
MOUTH AREA,0.1,M2,,,,,,,,
MOUTH DIAM,0.36,M,,,,,
PRESERVATIVE,FORMALIN,,,,,,

DETAILS,DEPTH,TEMP,SAL,TAX CNT B0-10,TAX CNT B10-25,TAX CNT B25-65,TAX NAME
units,m,C,psu,#/M3,#/M3,#/M3,
decimal places,0,1,1,0,0,0,Name
,0,15,25.6,200,0,1,ACARTIA LONGIREMIS   Female  Cop 6
,5,9.8,26.3,100,0,0,ACARTIA LONGIREMIS   Male  Cop 6
,10,5.8,27.2,10,0,0,ACARTIA LONGIREMIS   Cop 
,15,4.6,27.2,800,2,0,ACARTIA LONGIREMIS   Juv 
,25,3.5,27.7,3,1,0,ACARTIA LONGIREMIS   Naup 
,50,2.1,27.9,25,3,7,AGLANTHA DIGITALE
,65,2,27.9,0,0,0,ASCIDIA Larvae
,,,,2100,34,5,BIVALVIA larvae
,,,,200,0,0,BRYOZOA Larvae
,,,,2,50,79,CALANUS GLACIALIS   Cop 4
,,,,30,0,0,CENTROPAGES HAMATUS   Female  Cop 6
,,,,400,0,0,CENTROPAGES HAMATUS   Male  Cop 6
,,,,200,2,0,CENTROPAGES HAMATUS   Cop 
,,,,300,2,0,CENTROPAGES HAMATUS   Juv
,,,,10,1,1,CENTROPAGES HAMATUS   Naup 
,,,,5,1,0,CIRRIPEDIA  Naup 
,,,,400,3,1,ECHINODERMATA Larvae
,,,,1500,2,0,EVADNE NORDMANNI
,,,,1000,0,0,FRITILLARIA BOREALIS
,,,,1000,67,5,GASTROPODA Larvae
,,,,0,0,9,METRIDIA LONGA   Female  Cop 6
,,,,0,0,4,METRIDIA LONGA   Male  Cop 6
,,,,0,0,8,METRIDIA LONGA   Cop 5
,,,,0,0,5,METRIDIA LONGA   Cop 4
,,,,0,0,26,METRIDIA LONGA   Cop 3
,,,,0,0,3,METRIDIA LONGA   Cop 2
,,,,0,2,52,METRIDIA LONGA   Cop 1
,,,,10,0,0,MICROSETELLA NORVEGICA
,,,,10,3,1,MICROSETELLA NORVEGICA   Cop 
,,,,20,0,1,MICROSETELLA NORVEGICA   Juv
,,,,0,0,1,MICROSETELLA NORVEGICA   Naup 
,,,,0,1,0,OICOPLEURA VANHOFFENIS
,,,,3000,436,5,OITHONA SIMILIS   Female  Cop 6
,,,,1200,34,3,OITHONA SIMILIS   Male  Cop 6
,,,,2500,134,52,OITHONA SIMILIS   Cop 
,,,,1000,7,8,OITHONA SIMILIS   Juv 
,,,,100,0,3,OITHONA SIMILIS   Naup 
,,,,0,13,1144,ONCAEA BOREALIS   Female  Cop 6
,,,,0,13,78,ONCAEA BOREALIS   Male  Cop 6
,,,,0,34,78,ONCAEA BOREALIS   Cop 
,,,,18,0,0,PODON LEUCKARTI
,,,,100,13,1,POLYCHAETA Larvae
,,,,200,3,26,PSEUDOCALANUS MINUTUS   Female  Cop 6,,,
,,,,700,400,624,PSEUDOCALANUS MINUTUS   Cop 5,,,
,,,,500,100,338,PSEUDOCALANUS MINUTUS   Cop 4,,,
,,,,900,167,546,PSEUDOCALANUS MINUTUS   Cop 3,,,
,,,,400,7,3,PSEUDOCALANUS MINUTUS   Cop 2,,,
,,,,1000,34,5,PSEUDOCALANUS MINUTUS   Cop 1,,,
,,,,400,34,3,PSEUDOCALANUS MINUTUS   Naup ,,,
,,,,31,9,4,SAGITTA ELEGANS,,,
,,,,400,0,0,TEMORA LONGICORNIS   Female  Cop 6,,,
,,,,200,0,0,TEMORA LONGICORNIS   Male  Cop 6,,,
,,,,500,2,0,TEMORA LONGICORNIS   Cop ,,,
,,,,500,0,1,TEMORA LONGICORNIS   Juv,,,
,,,,200,2,0,TEMORA LONGICORNIS   Naup ,,,
STATION,5334,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,8,10,1975

HEADERS,,, , , ,,
LAT END,66,19.5,,N,,,
LONG END,33,39.4,,E,,,
BOTTOM DEPTH,65,m,,,,,
GEAR,Juday Net (Tropical or Large),,,,,,
MESH SIZE,0.168,MM,,,,,
MOUTH AREA,0.1,M2,,,,,
MOUTH DIAM,0.36,M,,,,,
PRESERVATIVE,FORMALIN,,,,,,

DETAILS,DEPTH,TEMP,SAL,TAX CNT B0-10,TAX CNT B10-25,TAX CNT B25-65,TAX NAME
units,m,C,psu,#/M3,#/M3,#/M3,
decimal places,0,1,1,0,0,0,Name
,0,14.4,25.2,3,13,1,ACARTIA LONGIREMIS   Female  Cop 6
,5,13.1,25.5,3,13,1,ACARTIA LONGIREMIS   Male  Cop 6
,10,12,25.8,10,13,26,ACARTIA LONGIREMIS   Cop 
,15,8.2,26.2,3,67,130,ACARTIA LONGIREMIS   Juv 
,25,4.3,26.6,0,0,1,ACARTIA LONGIREMIS   Naup 
,50,2.2,27.7,14900,8107,156,AGLANTHA DIGITALE
,65,2,27.7,0,0,0,ASCIDIA Larvae
,,,,200,536,5,BIVALVIA larvae
,,,,1200,268,1,BRYOZOA Larvae
,,,,0,0,1,CALANUS GLACIALIS   Male  Cop 6
,,,,0,0,1,CALANUS GLACIALIS   Cop 5
,,,,1,0,57,CALANUS GLACIALIS   Cop 4
,,,,5,20,1,CENTROPAGES HAMATUS   Female  Cop 6
,,,,5,67,1,CENTROPAGES HAMATUS   Male  Cop 6
,,,,0,268,0,CENTROPAGES HAMATUS   Cop 
,,,,0,335,0,CENTROPAGES HAMATUS   Juv
,,,,0,7,0,CENTROPAGES HAMATUS   Naup 
,,,,3,20,1,CIRRIPEDIA  Naup 
,,,,200,667,3,ECHINODERMATA Larvae
,,,,2300,871,3,EVADNE NORDMANNI
,,,,10,200,1,FRITILLARIA BOREALIS
,,,,30,536,52,GASTROPODA Larvae
,,,,0,0,3,METRIDIA LONGA   Cop 5
,,,,0,0,3,METRIDIA LONGA   Cop 4
,,,,0,0,8,METRIDIA LONGA   Cop 3
,,,,0,0,1,METRIDIA LONGA   Cop 2
,,,,0,0,1,METRIDIA LONGA   Cop 1
,,,,0,3,1,METRIDIA LONGA   Naup 
,,,,5,13,0,MICROSETELLA NORVEGICA   Cop 
,,,,3,13,1,MICROSETELLA NORVEGICA   Juv
,,,,20,13,1,MICROSETELLA NORVEGICA   Naup 
,,,,200,3752,312,OITHONA SIMILIS   Female  Cop 6
,,,,10,1206,52,OITHONA SIMILIS   Male  Cop 6
,,,,800,3082,130,OITHONA SIMILIS   Cop 
,,,,20,200,0,OITHONA SIMILIS   Juv 
,,,,0,67,1,OITHONA SIMILIS   Naup 
,,,,10,0,624,ONCAEA BOREALIS   Female  Cop 6
,,,,1,0,52,ONCAEA BOREALIS   Male  Cop 6
,,,,0,7,26,ONCAEA BOREALIS   Cop 
,,,,0,7,0,PARAFAVELLA DENTICULATA
,,,,420,281,1,PODON LEUCKARTI
,,,,200,67,3,POLYCHAETA Larvae
,,,,3,7,26,PSEUDOCALANUS MINUTUS   Female  Cop 6
,,,,0,0,1,PSEUDOCALANUS MINUTUS   Male  Cop 6
,,,,30,13,1248,PSEUDOCALANUS MINUTUS   Cop 5
,,,,20,0,598,PSEUDOCALANUS MINUTUS   Cop 4
,,,,20,134,728,PSEUDOCALANUS MINUTUS   Cop 3
,,,,0,67,5,PSEUDOCALANUS MINUTUS   Cop 2
,,,,0,67,26,PSEUDOCALANUS MINUTUS   Cop 1
,,,,0,0,8,PSEUDOCALANUS MINUTUS   Naup 
,,,,3,67,22,SAGITTA ELEGANS,,,
,,,,0,67,3,TEMORA LONGICORNIS   Female  Cop 6,,,
,,,,0,268,4,TEMORA LONGICORNIS   Male  Cop 6,,,
,,,,0,400,0,TEMORA LONGICORNIS   Cop ,,,
,,,,20,1139,3,TEMORA LONGICORNIS   Juv,,,
,,,,3,67,1,TEMORA LONGICORNIS   Naup ,,,
STATION,5345,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,8,21,1975

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
GEAR,Juday Net (Tropical or Large),,,,,,,,,
MESH SIZE,0.168,MM,,,,,,,,
MOUTH AREA,0.1,M2,,,,,
MOUTH DIAM,0.36,M,,,,,
PRESERVATIVE,FORMALIN,,,,,,

DETAILS,DEPTH,TEMP,SAL,TAX CNT B0-10,TAX CNT B10-25,TAX CNT B25-65,TAX NAME
units,m,C,psu,#/M3,#/M3,#/M3,
decimal places,0,1,1,0,0,0,Name
,0,12,26.1,10,67,1,ACARTIA LONGIREMIS   Female  Cop 6
,5,10.7,26.3,0,13,0,ACARTIA LONGIREMIS   Male  Cop 6
,10,9.4,26.5,20,67,3,ACARTIA LONGIREMIS   Cop 
,15,7.5,28.5,50,67,3,ACARTIA LONGIREMIS   Juv 
,25,5.6,28.6,0,0,0,ACARTIA LONGIREMIS   Naup 
,50,1.8,28.6,250,335,28,AGLANTHA DIGITALE
,65,1.7,27.5,1,0,0,ASCIDIA Larvae
,,,,100,200,112,BIVALVIA larvae
,,,,50,2,1,BRYOZOA Larvae
,,,,0,2,14,CALANUS GLACIALIS   Cop 4
,,,,5,13,0,CENTROPAGES HAMATUS   Female  Cop 6
,,,,10,13,0,CENTROPAGES HAMATUS   Male  Cop 6
,,,,10,67,0,CENTROPAGES HAMATUS   Cop 
,,,,3,2,0,CIRRIPEDIA  Naup 
,,,,20,3,3,ECHINODERMATA Larvae
,,,,18,4,1,EVADNE NORDMANNI
,,,,20,67,8,GASTROPODA Larvae
,,,,0,0,1,METRIDIA LONGA   Cop 5
,,,,0,0,2,METRIDIA LONGA   Cop 4
,,,,0,0,1,METRIDIA LONGA   Cop 3
,,,,0,0,1,METRIDIA LONGA   Cop 1
,,,,0,3,1,METRIDIA LONGA   Naup 
,,,,0,2,1,MICROSETELLA NORVEGICA   Cop 
,,,,3,0,0,MICROSETELLA NORVEGICA   Juv
,,,,0,0,1,OICOPLEURA VANHOFFENIS
,,,,750,871,28,OITHONA SIMILIS   Female  Cop 6
,,,,100,134,0,OITHONA SIMILIS   Male  Cop 6
,,,,250,737,28,OITHONA SIMILIS   Cop 
,,,,150,67,6,OITHONA SIMILIS   Juv 
,,,,0,0,1,OITHONA SIMILIS   Naup 
,,,,0,67,560,ONCAEA BOREALIS   Female  Cop 6
,,,,0,0,56,ONCAEA BOREALIS   Male  Cop 6
,,,,1,0,6,ONCAEA BOREALIS   Cop 
,,,,10,0,0,PODON LEUCKARTI
,,,,10,2,3,POLYCHAETA Larvae
,,,,0,3,28,PSEUDOCALANUS MINUTUS   Female  Cop 6
,,,,0,1,0,PSEUDOCALANUS MINUTUS   Male  Cop 6
