Export Name|PCHA/FireFamily Plus
Version|2.0
Creation Date|01/29/2008 10:38
Selection Criteria|BIA - Western Region - Western Nevada Agency (NVWNA)|Fire Cause Natural, Human and not specified|All fire reports (complete and incomplete)|01/01/1972 through 12/31/2007|All fire types and protection types
Record Count|2280
FireId|Organization|Unit|UnitIdentifier|FireName|FireNumber|FireCode|FireType|ProtectionType|StartTime|InitAttTime|ControlTime|ControlAcres|GeneralCause|Datum|Latitude|Longitude|Slope|Elevation|Aspect|MsgcModel|Owner|CompletionCode
428001|BIA|WER|NVWNA|RES|3533||1|4|06/24/1974 14:00|06/24/1974 15:25|06/25/1974 18:30|3200.0|9|NAD83|41.9832|-117.7510|2|4|7||02|Complete
428012|BIA|WER|NVWNA|MCD FLAT|3903||1|1|06/28/1974 11:30|06/28/1974 12:10|06/28/1974 15:30|7.0|9|||||0|0||02|Complete
428002|BIA|WER|NVWNA|INDIAN II|3538||1|1|06/29/1974 16:30|06/29/1974 19:40|06/30/1974 01:00|2500.0|9|NAD83|41.9332|-117.7176|2|4|0||02|Incomplete
428003|BIA|WER|NVWNA|INDIAN III|3562||1|1|07/28/1974 10:25|07/28/1974 10:40|07/28/1974 11:15|5.0|9|NAD83|41.8999|-117.6010|1|4|3||02|Complete
428004|BIA|WER|NVWNA|INDIAN IV|3563||1|4|07/28/1974 10:25|07/28/1974 10:40|07/28/1974 11:20|5.0|9|NAD83|41.9166|-117.6843|1|5|2||02|Complete
428005|BIA|WER|NVWNA|INDIAN V|3568||1|4|07/30/1974 23:40|07/30/1974 23:50|07/31/1974 01:30|35.0|9|NAD83|41.9499|-117.6843|1|5|7||02|Complete
428006|BIA|WER|NVWNA|INDIAN VI|3569||1|4|07/31/1974 09:15|07/31/1974 10:36|07/31/1974 16:30|800.0|9|NAD83|41.9666|-117.7176|2|4|0||02|Complete
428007|BIA|WER|NVWNA|INDIAN VII|3573||1|1|08/02/1974 21:05|08/02/1974 21:10|08/02/1974 23:59|40.0|9|NAD83|41.9666|-117.6676|2|5|7||02|Complete
428008|BIA|WER|NVWNA|INDIANVIII|3584||1|1|08/16/1974 22:45|08/16/1974 23:00|08/17/1974 01:00|24.0|9|NAD83|41.9499|-117.7010|2|5|3||02|Complete
428009|BIA|WER|NVWNA|INDIAN IX|3585||1|4|08/18/1974 23:00|08/18/1974 23:40|08/18/1974 23:59|1.0|9|NAD83|41.9832|-117.6343|1|4|0||02|Complete
428010|BIA|WER|NVWNA|INDIAN X|3586||1|4|08/19/1974 23:00|08/20/1974 02:00|08/20/1974 03:00|80.0|9|NAD83|41.9666|-117.6343|1|4|3||02|Complete
428011|BIA|WER|NVWNA|INDIAN XI|3588||1|4|08/21/1974 15:00|08/21/1974 16:00|08/21/1974 18:00|40.0|9|NAD83|41.9499|-117.7010|1|4|4||02|Complete
428015|BIA|WER|NVWNA|LONG WALK|3686||1|4|07/04/1975 19:15|07/04/1975 19:27|07/05/1975 08:30|5.0|1|NAD83|39.9166|-119.5010|2|4|2||02|Complete
428016|BIA|WER|NVWNA|WARRIOR PT|3741||1|4|08/12/1975 19:40|08/12/1975 20:45|08/13/1975 18:00|274.0|1|NAD83|40.0332|-119.6844|4|4|8||02|Complete
428017|BIA|WER|NVWNA|NO HELP|3742||1|4|08/12/1975 21:20|08/12/1975 21:24|08/13/1975 23:30|20.0|1|NAD83|40.3666|-119.8677|1|3|3||02|Complete
428013|BIA|WER|NVWNA|MCDERMITT|3542||1|4|08/13/1975 14:15|08/13/1975 14:35|08/13/1975 14:55|5.0|9|NAD83|41.9666|-117.7176|1|4|6||02|Complete
428018|BIA|WER|NVWNA|RESERVE|3760||1|6|08/24/1975 19:30|08/24/1975 19:32|08/24/1975 20:00|0.3|3|NAD83|38.9166|-118.7843|1|3|0||02|Complete
428019|BIA|WER|NVWNA|LAKE DUMP|3764||1|4|08/26/1975 17:30|08/26/1975 17:45|08/26/1975 19:15|0.1|4|NAD83|39.8832|-119.5510|2|5|2||02|Complete
428020|BIA|WER|NVWNA|WONDER|3767||1|4|08/30/1975 14:30|08/30/1975 14:45|08/30/1975 15:50|0.1|9|NAD83|40.0499|-119.6844|2|5|3||02|Complete
428014|BIA|WER|NVWNA|MCDMITT 2|3562||1|1|09/18/1975 15:30|09/18/1975 15:35|09/18/1975 19:41|3.0|9|NAD83|41.9666|-117.6676|1|4|0||02|Complete
428021|BIA|WER|NVWNA|MCDITT 1|3508||1|1|06/20/1976 15:30|06/20/1976 16:10|06/21/1976 08:00|200.0|9|NAD83|41.9499|-117.5176|2|3|3||02|Complete
428022|BIA|WER|NVWNA|MCDITT 2|3512||1|6|06/27/1976 05:30|06/27/1976 06:00|06/27/1976 06:00|0.5|9|NAD83|41.9499|-117.7176|1|4|0||02|Complete
428028|BIA|WER|NVWNA|NIXON|3901||1|2|07/01/1976 01:10|07/01/1976 03:10|07/01/1976 04:26|0.1|8|||||0|0||02|Complete
428023|BIA|WER|NVWNA|MCDITT 3|3522||1|1|07/09/1976 21:20|07/09/1976 21:30|07/09/1976 21:30|0.7|9|NAD83|41.9332|-117.6843|1|3|0||02|Complete
428026|BIA|WER|NVWNA|BOAT|3695||1|4|07/11/1976 15:57|07/11/1976 18:45|07/11/1976 19:00|0.3|9|NAD83|39.9332|-119.6010|1|3|9||02|Complete
428024|BIA|WER|NVWNA|MCDITT 4|3525||1|6|07/11/1976 18:15|07/11/1976 18:25|07/11/1976 18:45|12.0|9|NAD83|41.7832|-117.7176|1|3|0||01|Complete
428025|BIA|WER|NVWNA|MCDITT 5|3527||1|6|07/15/1976 22:10|07/15/1976 22:35|07/15/1976 23:15|1.0|9|NAD83|41.9499|-117.6843|1|3|0||08|Complete
428027|BIA|WER|NVWNA|RUFFS|3722||1|4|07/26/1976 18:45|07/26/1976 19:39|07/26/1976 19:46|0.1|4|NAD83|39.8999|-119.5844|2|4|5||02|Complete
428029|BIA|WER|NVWNA|MCDERMITT|3501||1|1|03/07/1977 19:15|03/07/1977 19:35|03/08/1977 03:30|3.0|9|NAD83|41.9499|-117.5176|2|4|3||02|Complete
428030|BIA|WER|NVWNA|RESERVATIO|3503||1|1|04/05/1977 16:00|04/05/1977 18:00|04/06/1977 12:00|5.0|9|||-117.5000|2|4|4||02|Complete
428031|BIA|WER|NVWNA|MCDITT 1|3505||1|4|05/31/1977 11:00|05/31/1977 11:45|05/31/1977 17:30|18.0|9|NAD83|41.9499|-117.6843|1|4|4||02|Complete
428034|BIA|WER|NVWNA|SUTCLIFF2|3673||1|4|07/05/1977 17:01|07/05/1977 17:33|07/05/1977 17:50|0.2|4|NAD83|39.8832|-119.5844|1|3|4||02|Complete
428032|BIA|WER|NVWNA|MCDITT 2|3515||1|4|07/12/1977 11:00|07/12/1977 11:25|07/12/1977 11:40|0.5|9|NAD83|41.9166|-117.6343|1|3|3||02|Complete
428035|BIA|WER|NVWNA|QUAILCANYN|3683||1|4|08/03/1977 17:52|08/03/1977 18:00|08/03/1977 22:00|0.5|1|NAD83|39.8832|-119.5343|3|5|9||02|Complete
428036|BIA|WER|NVWNA|LOG DOG|3692||1|4|08/12/1977 14:52|08/12/1977 16:06|08/12/1977 20:08|0.5|1|NAD83|38.7832|-119.6177|3|6|9||02|Complete
428037|BIA|WER|NVWNA|OVER-DUC|3696||1|4|08/12/1977 16:00|08/12/1977 17:00|08/12/1977 17:05|0.2|1|NAD83|38.7666|-119.6010|1|4|6||02|Complete
428033|BIA|WER|NVWNA|MCDITT 3|3528||1|4|08/14/1977 23:30|08/15/1977 01:00|08/15/1977 01:20|1.0|9|NAD83|41.9666|-117.6176|2|4|2||02|Complete
428041|BIA|WER|NVWNA|WARRIOR PT|3663||1|4|06/23/1978 14:30|06/23/1978 15:25|06/23/1978 15:30|0.3|4|NAD83|40.1166|-119.6677|1|3|0||02|Complete
428038|BIA|WER|NVWNA|MCDERMITT2|3522||1|1|07/30/1978 12:10|07/30/1978 13:15|07/30/1978 13:40|0.5|3|NAD83|41.9166|-117.6010|2|4|0||02|Complete
428042|BIA|WER|NVWNA|SAND|3674||1|4|07/30/1978 15:48|07/30/1978 17:18|07/30/1978 20:00|2.0|7|NAD83|40.2666|-119.7344|1|3|0||02|Complete
428039|BIA|WER|NVWNA|MCDERMITT3|3528||1|2|08/04/1978 01:10|08/04/1978 01:20|08/04/1978 04:15|5.0|4|NAD83|41.9666|-117.5843|2|4|1||02|Complete
428043|BIA|WER|NVWNA|PAH RUM|3700||1|4|08/06/1978 17:41|08/06/1978 19:19|08/06/1978 19:27|3.0|1|NAD83|40.3666|-119.6344|2|4|2||02|Complete
428040|BIA|WER|NVWNA|MCDERMITT4|3536||1|6|08/08/1978 11:15|08/08/1978 11:45|08/08/1978 12:39|0.4|6|NAD83|41.9332|-117.5843|2|4|3||02|Incomplete
428046|BIA|WER|NVWNA|MEADOW|3901||1|6|04/04/1979 14:00|04/04/1979 14:20|04/04/1979 20:30|40.0|4|||||0|0||09|Complete
428047|BIA|WER|NVWNA|W MEADOW|3902||1|6|04/30/1979 14:30|04/30/1979 15:00|04/30/1979 18:00|5.0|4|||||0|0||09|Complete
428048|BIA|WER|NVWNA|xx NONE xx|3903||1|6|06/09/1979 17:30|06/09/1979 17:50|06/09/1979 18:30|3.0|8|||||0|0||09|Complete
428044|BIA|WER|NVWNA|WOOD CYN|3667||1|1|06/24/1979 16:40|06/24/1979 18:00|06/24/1979 21:00|0.4|1|NAD83|40.0166|-119.6677|2|3|3||02|Complete
428049|BIA|WER|NVWNA|xx NONE xx|3904||1|6|06/29/1979 20:30|06/29/1979 20:50|06/30/1979 02:00|1.0|8|||||0|0||09|Complete
428045|BIA|WER|NVWNA|RESERVOIR|3675||1|4|07/03/1979 19:20|07/03/1979 19:38|07/03/1979 21:41|0.5|1|NAD83|39.9499|-119.6344|3|5|9||02|Complete
428050|BIA|WER|NVWNA|TANK|3905||1|6|07/03/1979 22:00|07/03/1979 22:15|07/04/1979 01:30|2.0|8|||||0|0||09|Complete
428051|BIA|WER|NVWNA|DUMP|3906||1|6|07/04/1979 02:00|07/04/1979 02:30|07/04/1979 03:30|20.0||||||0|0||09|Incomplete
428052|BIA|WER|NVWNA|HARDIN|3907||1|6|07/06/1979 02:15|07/06/1979 03:30|07/06/1979 03:30|1.0||||||0|0||09|Incomplete
428053|BIA|WER|NVWNA|DITCH|3908||2|3|07/16/1979 00:05|07/16/1979 00:20|07/16/1979 03:15|4.0|9|||||0|0||09|Complete
428054|BIA|WER|NVWNA|DITCH 2|3909||2|3|07/17/1979 21:30|07/17/1979 21:40|07/17/1979 22:30|9.0|9|||||0|0||09|Complete
428055|BIA|WER|NVWNA|SILVA|3910||1|6|08/23/1979 09:00|08/23/1979 09:15|08/23/1979 12:00|4.0|4|||||0|0||09|Complete
428056|BIA|WER|NVWNA|BRANDING|3911||1|6|09/29/1979 12:30|09/29/1979 12:30|09/29/1979 16:30|90.0|9|||||0|0||09|Complete
428072|BIA|WER|NVWNA|LAUGHLIN|3926||1|2|05/16/1980 12:45|05/16/1980 13:14|05/16/1980 15:00|15.0|9|NAD83|35.0667|-114.9841|2|4|0|A|02|Incomplete
428059|BIA|WER|NVWNA|THIRTEEN|3913||1|1|07/25/1980 13:00|07/25/1980 13:30|07/25/1980 14:00|3.0|4|||||0|0||02|Complete
428060|BIA|WER|NVWNA|FOURTEEN|3914||1|1|07/31/1980 21:45|07/31/1980 22:10|07/31/1980 23:00|1.0|8|||||0|0||02|Complete
428058|BIA|WER|NVWNA|xx NONE xx|3912||1|1|08/03/1980 20:45|08/03/1980 21:05|08/03/1980 22:00|4.0|9|||||0|0||02|Complete
428061|BIA|WER|NVWNA|xx NONE xx|3915||1|1|08/08/1980 21:00|08/08/1980 21:40|08/08/1980 23:30|1.0|9|||||0|0||02|Complete
428062|BIA|WER|NVWNA|SIXTEEN|3916||1|1|08/20/1980 22:30|08/20/1980 23:20|08/21/1980 01:30|4.0|8|||||0|0||02|Complete
428063|BIA|WER|NVWNA|SEVENTEEN|3917||1|1|08/22/1980 16:30|08/22/1980 16:50|08/22/1980 17:00|0.1|8|||||0|0||02|Complete
428065|BIA|WER|NVWNA|NINETEEN|3919||1|1|08/24/1980 18:00|08/24/1980 19:15|08/24/1980 22:00|12.0|5|||||0|0||02|Complete
428064|BIA|WER|NVWNA|EIGHTEEN|3918||1|1|08/24/1980 18:15|08/24/1980 19:00|08/24/1980 19:30|1.0|5|||||0|0||02|Complete
428067|BIA|WER|NVWNA|TWENTY ONE|3921||1|1|08/24/1980 21:00|08/24/1980 21:40|08/24/1980 21:40|4.0|5|||||0|0||02|Complete
428066|BIA|WER|NVWNA|TWENTY|3920||1|1|08/24/1980 21:10|08/24/1980 22:10|08/24/1980 22:30|1.0|5|||||0|0||02|Complete
428068|BIA|WER|NVWNA|TWENTY TWO|3922||1|1|08/24/1980 22:00|08/24/1980 22:40|08/24/1980 23:30|3.0|5|||||0|0||02|Complete
428069|BIA|WER|NVWNA|TWENTY THR|3923||1|1|08/24/1980 23:00|08/24/1980 23:10|08/25/1980 00:30|1.0|5|||||0|0||02|Complete
428070|BIA|WER|NVWNA|TWENTY FOU|3924||1|1|08/24/1980 23:59|08/25/1980 00:10|08/25/1980 01:30|2.0|5|||||0|0||02|Complete
428071|BIA|WER|NVWNA|TWENTY FIV|3925||1|1|08/25/1980 01:00|08/25/1980 01:00|08/25/1980 01:30|0.1|5|||||0|0||02|Complete
428057|BIA|WER|NVWNA|CURVE|3721||1|4|09/01/1980 11:11|09/01/1980 11:45|09/01/1980 12:30|0.5|7|NAD83|39.6332|-119.2843|3|5|9||02|Complete
428073|BIA|WER|NVWNA|SANDY FLAT|3684||1|1|06/30/1981 16:00|06/30/1981 17:18|07/01/1981 15:00|100.0|1|NAD83|39.1666|-118.8343|1|3|0||02|Incomplete
428076|BIA|WER|NVWNA|SMARTT|3736||1|2|07/01/1981 17:30|07/01/1981 20:00|07/02/1981 18:00|100.0|9|NAD83|41.9999|-117.8343|1|5|0|T|02|Incomplete
428074|BIA|WER|NVWNA|SLATER|3711||1|1|08/06/1981 15:58|08/06/1981 16:22|08/10/1981 17:00|1950.0|6|NAD83|38.9332|-119.5343|2|4|0||02|Complete
428075|BIA|WER|NVWNA|NAT OUT 2|3735||2|1|08/13/1981 21:25|||0.3|6|NAD83|39.7999|-119.4010|||||02|Complete
428080|BIA|WER|NVWNA|WIRE|3901||1|2|05/06/1982 16:00|05/06/1982 16:15|05/06/1982 17:00|1.0|9|||||0|0||02|Complete
428081|BIA|WER|NVWNA|ROAD|3902||1|2|05/08/1982 19:00|05/08/1982 19:10|05/08/1982 20:00|1.0|9|||||0|0||02|Complete
428082|BIA|WER|NVWNA|CHURCH|3903||1|2|05/12/1982 07:00|05/12/1982 07:10|05/12/1982 12:00|1.0|9|||||0|0||02|Complete
428083|BIA|WER|NVWNA|GIACOMETTO|3904||1|2|06/21/1982 06:00|06/21/1982 06:15|06/21/1982 09:00|1.0|9|||||0|0||02|Complete
428085|BIA|WER|NVWNA|NORTHROAD|3906||1|6|07/09/1982 22:00|07/09/1982 22:20|07/09/1982 23:59|0.1|9|||||0|0||01|Complete
428086|BIA|WER|NVWNA|MARGORIE|3907||1|2|07/10/1982 22:00|07/10/1982 22:15|07/10/1982 23:59|0.1|9|||||0|0||02|Complete
428087|BIA|WER|NVWNA|DAVE|3908||1|2|07/12/1982 04:00|07/12/1982 04:10|07/12/1982 06:00|2.0|9|||||0|0||02|Complete
428084|BIA|WER|NVWNA|BIGCANYON|3905||1|6|07/12/1982 22:43|07/13/1982 01:05|07/13/1982 04:30|20.0|1|||||0|0||01|Complete
428088|BIA|WER|NVWNA|SOUTHROAD|3909||1|2|07/15/1982 16:00|07/15/1982 16:15|07/15/1982 19:00|2.0|9|||||0|0||02|Complete
428089|BIA|WER|NVWNA|HARDIN|3910||1|2|07/22/1982 13:30|07/22/1982 13:50|07/22/1982 20:50|5.0|9|||||0|0||02|Complete
428077|BIA|WER|NVWNA|MULLEN|3703||1|6|07/26/1982 13:38|07/26/1982 14:01|07/26/1982 14:38|0.5|4|NAD83|39.8832|-119.5844|1|4|0||02|Incomplete
428078|BIA|WER|NVWNA|DRESSLER|3728||1|4|08/12/1982 12:26|08/12/1982 12:42|08/12/1982 12:45|0.4|4|NAD83|38.8832|-119.7010|1|3|0||02|Complete
428079|BIA|WER|NVWNA|DRESSLV|3732||1|4|08/17/1982 16:50|08/17/1982 17:58|08/17/1982 18:00|0.5|4|NAD83|38.8999|-119.7177|1|4|0||02|Complete
428094|BIA|WER|NVWNA|STACK|3901||1|2|01/17/1983 02:00|01/17/1983 02:30|01/17/1983 03:00|1.0|9|||||0|0||02|Complete
428095|BIA|WER|NVWNA|PARTY|3902||1|2|01/17/1983 14:00|01/17/1983 14:13|01/17/1983 14:18|1.0|2|||||0|0||02|Complete
428096|BIA|WER|NVWNA|ANNA BAR|3903||1|2|02/13/1983 01:00|02/13/1983 01:40|02/13/1983 02:00|1.0|2|||||0|0||02|Complete
428090|BIA|WER|NVWNA|DOUD SPR|3656||1|4|05/29/1983 13:20|05/29/1983 13:40|05/30/1983 12:00|1.0|1|NAD83|38.7999|-119.6677|1|4|0||02|Complete
428097|BIA|WER|NVWNA|SMITH|3904||1|2|06/13/1983 10:00|06/13/1983 10:25|06/13/1983 14:30|5.0|4|||||0|0||02|Complete
428098|BIA|WER|NVWNA|DAVIS|3905||1|2|06/14/1983 16:00|06/14/1983 16:25|06/14/1983 19:30|1.0|4|||||0|0||02|Complete
428099|BIA|WER|NVWNA|NIXON|3906||1|2|06/18/1983 15:20|06/18/1983 15:40|06/18/1983 17:45|1.0|8|||||0|0||02|Complete
428100|BIA|WER|NVWNA|LEFTHAND|3907||1|2|06/26/1983 15:00|06/26/1983 15:15|06/26/1983 16:10|1.0|4|||||0|0||02|Complete
428101|BIA|WER|NVWNA|CEMETARY|3908||1|2|06/29/1983 09:30|06/29/1983 09:40|06/29/1983 10:00|1.0|4|||||0|0||02|Complete
428102|BIA|WER|NVWNA|FIREWORKS|3909||1|2|07/04/1983 12:55|07/04/1983 13:30|07/04/1983 13:45|2.0|8|||||0|0||02|Complete
428103|BIA|WER|NVWNA|BIGFOOT|3910||1|2|07/24/1983 19:00|07/24/1983 19:35|07/24/1983 21:00|3.0|9|||||0|0||02|Complete
428104|BIA|WER|NVWNA|DUMP|3911||1|2|07/24/1983 23:59|07/25/1983 00:30|07/25/1983 01:00|4.0|9|||||0|0||02|Complete
428105|BIA|WER|NVWNA|NORTH|3912||1|2|07/28/1983 17:00|07/28/1983 17:20|07/28/1983 19:00|5.0|8|||||0|0||02|Complete
428106|BIA|WER|NVWNA|SOUTH|3913||1|6|08/02/1983 23:00|08/02/1983 23:15|08/02/1983 23:30|1.0|9|||||0|0||01|Complete
428107|BIA|WER|NVWNA|WARRIOR PT|3914||1|2|08/13/1983 14:00|08/13/1983 15:15|08/13/1983 15:30|1.0|1|||||0|0||02|Complete
428091|BIA|WER|NVWNA|STAG CYN|3786||1|4|08/13/1983 18:56|08/15/1983 01:00|08/15/1983 15:00|250.0|1|NAD83|40.2832|-119.4510|3|5|4||02|Complete
428108|BIA|WER|NVWNA|SMOKESHOP|3915||1|2|08/24/1983 09:15|08/24/1983 09:20|08/24/1983 09:35|1.0|8|||||0|0||02|Complete
428109|BIA|WER|NVWNA|LITLENIXON|3916||1|2|09/04/1983 10:30|09/04/1983 11:00|09/04/1983 14:00|6.0|4|||||0|0||02|Complete
428092|BIA|WER|NVWNA|DODGE|3811||1|4|09/06/1983 14:56|09/06/1983 15:52|09/06/1983 16:52|0.2|4|NAD83|39.6666|-119.2843|3|4|0||02|Complete
428093|BIA|WER|NVWNA|BIA 2|3824||1|4|09/15/1983 14:25|09/15/1983 14:51|09/15/1983 21:30|40.0|1|NAD83|39.8999|-119.6510|2|5|4||02|Complete
428110|BIA|WER|NVWNA|SUTCLIFFEF|3917||1|2|09/15/1983 15:00|09/15/1983 16:00|09/15/1983 20:30|10.0|4|||||0|0||02|Complete
428111|BIA|WER|NVWNA|WATERTANK|3918||1|2|09/17/1983 21:30|09/17/1983 21:45|09/17/1983 23:00|3.0|9|||||0|0||02|Complete
428112|BIA|WER|NVWNA|BIA 1|1||1|4|03/04/1984 14:31|03/04/1984 14:33|03/04/1984 16:30|1.0|8|NAD83|38.7999|-119.7510|1|5|0||02|Complete
428113|BIA|WER|NVWNA|BIA 2|2||1|4|04/17/1984 17:04|04/17/1984 17:05|04/17/1984 18:45|2.0|4|NAD83|39.6499|-119.2843|1|4|0||02|Complete
428114|BIA|WER|NVWNA|BIA 3|3||1|4|05/10/1984 12:14|05/10/1984 12:20|05/10/1984 12:35|2.0|4|NAD83|39.6499|-119.2843|1|4|0||02|Complete
428115|BIA|WER|NVWNA|BIA 4|4||1|4|06/20/1984 13:56|06/20/1984 14:40|06/21/1984 03:00|6.0|4|NAD83|39.7166|-119.3177|1|4|0||02|Complete
428116|BIA|WER|NVWNA|BIA 5|5||1|4|06/24/1984 18:57|06/24/1984 20:59|06/25/1984 06:00|300.0|1|NAD83|39.9166|-119.5677|1|4|6||02|Complete
428117|BIA|WER|NVWNA|BIA 6|6||1|4|06/25/1984 18:26|06/25/1984 19:02|06/25/1984 19:31|0.2|1|NAD83|39.6332|-119.3177|1|3|0||02|Complete
428118|BIA|WER|NVWNA|BIA 7|7||1|4|06/25/1984 20:49|06/25/1984 21:15|06/25/1984 22:20|0.4|1|NAD83|39.9499|-119.6177|1|3|0||02|Complete
428119|BIA|WER|NVWNA|BIA 8|8||1|4|06/26/1984 15:23|06/26/1984 15:43|06/26/1984 20:22|5.0|1|NAD83|39.7332|-119.3343|1|4|0||02|Complete
428120|BIA|WER|NVWNA|BIA 9|9||1|4|06/27/1984 14:10|06/27/1984 15:04|06/27/1984 17:30|0.4|1|NAD83|39.6499|-119.3010|1|3|4||02|Complete
428131|BIA|WER|NVWNA|BIA#20|20||1|1|06/28/1984 14:01|06/28/1984 14:32|07/02/1984 08:00|17000.0|5|NAD83|38.7499|-119.8177|3|5|2||02|Complete
428121|BIA|WER|NVWNA|BIA 10|10||1|4|06/30/1984 13:50|06/30/1984 13:55|06/30/1984 14:30|1.0|4|NAD83|39.6499|-119.3010|1|2|0||02|Complete
428122|BIA|WER|NVWNA|BIA 11|11||1|1|07/10/1984 12:00|07/10/1984 12:13|07/10/1984 12:23|0.5|6|NAD83|38.9499|-118.8343|1|3|0||02|Complete
428124|BIA|WER|NVWNA|BIA 13|13||1|4|07/18/1984 18:00|07/18/1984 20:00|07/19/1984 15:00|60.0|1|NAD83|40.2166|-119.7677|1|3|0||02|Complete
428123|BIA|WER|NVWNA|BIA 12|12||1|4|07/18/1984 19:19|07/18/1984 19:27|07/19/1984 19:00|15.0|1|NAD83|40.0666|-119.7010|1|3|0||02|Complete
428125|BIA|WER|NVWNA|BIA 14|14||1|4|07/19/1984 16:15|07/19/1984 16:42|07/19/1984 20:24|5.0|1|NAD83|38.8666|-119.6343|2|4|2||02|Complete
428126|BIA|WER|NVWNA|BIA 15|15||1|4|07/26/1984 20:55|07/26/1984 21:00|07/28/1984 18:00|250.0|1|NAD83|40.0332|-119.6844|2|5|4||02|Complete
428132|BIA|WER|NVWNA|NAT OUT #4|21||2|1|07/30/1984 18:10||||1|NAD83|39.7499|-119.3510|1|5|0||02|Complete
428127|BIA|WER|NVWNA|BIA 16|16||1|4|08/12/1984 12:27|08/12/1984 13:21|08/12/1984 23:20|70.0|4|NAD83|39.9332|-119.6010|1|3|0||02|Complete
428130|BIA|WER|NVWNA|BIA#19|19||1|4|08/14/1984 13:00|08/14/1984 16:00|08/15/1984 14:00|2050.0|4|NAD83|41.9666|-117.6676|2|5|3||02|Complete
428128|BIA|WER|NVWNA|BIA 17|17||1|4|08/30/1984 17:10|08/30/1984 20:00|09/01/1984 17:00|11827.0|1|NAD83|39.1666|-118.8676|1|4|5||02|Complete
428129|BIA|WER|NVWNA|BIA 18|18||1|4|09/02/1984 10:28|09/02/1984 10:49|09/02/1984 13:00|0.1|6|NAD83|39.9332|-119.6010|1|3|0||02|Complete
428133|BIA|WER|NVWNA|FALLON|1||1|2|05/10/1985 16:00|05/10/1985 16:15|05/10/1985 19:00|5.0|4|NAD83|39.5166|-118.6010|1|4|0||02|Incomplete
428134|BIA|WER|NVWNA|BIA 1 CCD|2||1|2|05/22/1985 20:25|05/22/1985 20:30|05/22/1985 21:00|0.1|8|NAD83|39.8332|-119.3510|1|4|0|T|02|Complete
428135|BIA|WER|NVWNA|BIA 2 CCD|3||1|2|05/23/1985 18:10|05/23/1985 18:20|05/23/1985 20:40|10.0|1|NAD83|39.6999|-119.3343|1|4|6|T|02|Complete
428136|BIA|WER|NVWNA|BIA 3 CCD|4||1|2|05/23/1985 18:15|05/23/1985 18:25|05/23/1985 19:00|0.5|1|NAD83|39.6832|-119.2677|1|4|0|T|02|Complete
428137|BIA|WER|NVWNA|BIA #5|5||1|2|06/10/1985 10:00|06/10/1985 10:30|06/10/1985 14:00|2.0|4|NAD83|38.8333|-118.8010|1|4|0|T|02|Complete
428138|BIA|WER|NVWNA|BIA 6 CCD|6||1|2|06/10/1985 12:00|06/10/1985 13:00|06/10/1985 20:00|10.5|4|NAD83|39.1499|-118.7343|1|4|0|T|02|Complete
428139|BIA|WER|NVWNA|BIA #7|7||1|2|06/12/1985 16:00|06/12/1985 16:10|06/12/1985 20:00|11.5|4|NAD83|38.9166|-118.7843|1|4|0|T|02|Complete
428140|BIA|WER|NVWNA|BIA #8|8||1|2|06/12/1985 17:00|06/12/1985 17:30|06/12/1985 21:00|5.0|5|NAD83|38.7999|-118.7176|1|4|0|T|02|Complete
428141|BIA|WER|NVWNA|DUMP FIRE|9||1|2|06/13/1985 12:10|06/13/1985 12:49|06/14/1985 17:00|956.0|4|NAD83|39.8999|-119.5844|1|5|0|T|02|Complete
428142|BIA|WER|NVWNA|BIA #10|10||1|2|06/14/1985 11:00|06/14/1985 11:15|06/14/1985 13:00|3.0|4|NAD83|38.8666|-118.8176|1|4|0|T|02|Complete
428143|BIA|WER|NVWNA|NEEDLES|11||1|2|06/20/1985 11:45|06/20/1985 13:30|06/21/1985 23:59|12000.0|1|NAD83|40.2832|-119.8010|2|5|2|T|02|Complete
428144|BIA|WER|NVWNA|SO MCDERMT|12||1|2|06/23/1985 16:30|06/23/1985 16:30|06/23/1985 20:30|40.0|1|NAD83|41.9499|-117.6343|1|4|0|T|02|Complete
428145|BIA|WER|NVWNA|CLUSTER|13||1|2|06/24/1985 11:20|06/24/1985 11:30|06/24/1985 12:30|5.0|8|NAD83|41.9332|-117.6676|1|4|0|T|02|Complete
428146|BIA|WER|NVWNA|BIA 5 CCD|14||1|2|06/27/1985 22:42|06/27/1985 23:42|06/28/1985 05:30|60.0|5|NAD83|38.8833|-118.8010|1|4|0|T|02|Complete
428166|BIA|WER|NVWNA|UNKNOWN|34||5|6|06/28/1985 20:00|||||||||||||Incomplete
428147|BIA|WER|NVWNA|FA 1|15||5|2|06/29/1985 05:00||||||||||||02|Incomplete
428148|BIA|WER|NVWNA|BIA 7 CCD|16||1|2|06/29/1985 17:50|06/29/1985 17:53|06/29/1985 17:55|0.1|3|NAD83|39.6332|-119.3010|1|4|0|T|02|Complete
428152|BIA|WER|NVWNA|BLACKMTN|20||1|6|07/06/1985 14:45|07/06/1985 17:25|07/06/1985 23:59|15.0|1|NAD83|38.9333|-118.9010|2|6|4||02|Complete
428153|BIA|WER|NVWNA|BIA #21|21||1|2|07/06/1985 14:45|07/06/1985 18:00|07/06/1985 19:00|130.0|1|NAD83|38.7833|-118.7510|2|5|4|T|02|Complete
