UW DIC Data - RB-98-04 Leg1 (TAO),,,,,,,,,
,,,,,,,,,
Julian Date,Date,Lat (dec),Long (dec),DIC,Chl,SST(TSG),Sal(TSG),"fCO2w, in situ",fCO2a
288.792963,10/15/98,41.401398,-124.77298,2051.6,8.352,13.07,33.25,405.05,364.93
288.8071296,10/15/98,41.328266,-124.771729,2044.4,7.909,12.89,33.31,408.27,364.71
288.8212847,10/15/98,41.254749,-124.76683,2051.9,7.793,12.88,33.34,414.29,364.71
288.835463,10/15/98,41.19051,-124.759499,2053.7,7.569,12.89,33.33,419.18,364.71
288.8496296,10/15/98,41.114368,-124.749924,2049.8,7.635,13.17,33.27,400.67,363.47
288.8637963,10/15/98,41.036652,-124.74662,2038.8,7.775,13.31,33.25,389.26,363.47
288.8779745,10/15/98,40.955151,-124.743462,2037.5,7.995,13.24,33.21,389.77,363.47
288.8921412,10/15/98,40.89447,-124.740349,2037.7,8.089,13.34,33.25,388.53,363.54
288.9063194,10/15/98,40.819553,-124.734558,2034.3,8.107,13.35,33.21,386.88,363.54
288.9204861,10/15/98,40.740734,-124.732727,2024.7,8.044,13.13,33.16,370.83,363.54
288.9346528,10/15/98,40.665298,-124.730232,2033.1,8.096,13.29,32.95,381.03,363.21
288.948831,10/15/98,40.606346,-124.728386,2017.2,8.654,13.46,32.93,369.66,363.21
288.9629977,10/15/98,40.524906,-124.72612,2028.9,8.755,12.65,33.24,391.34,363.21
288.9771759,10/15/98,40.448078,-124.704262,2056.2,8.546,11.85,33.33,444.77,364.19
289.0054977,10/16/98,40.300438,-124.645203,2056.9,8.519,12.37,33.25,415.4,364.19
289.0196759,10/16/98,40.239624,-124.62117,2059.5,8.379,12.41,33.24,421.28,364.09
289.0338657,10/16/98,40.168594,-124.590858,2044.1,8.542,13.06,33.14,374.03,364.09
289.048044,10/16/98,40.093536,-124.562645,2028.4,8.713,13.04,33.14,366.66,364.09
289.0622106,10/16/98,40.031708,-124.541176,2029.3,8.563,13.69,33.1,370.02,-999.99
289.0763773,10/16/98,39.955261,-124.510582,2016.6,8.408,13.92,33.06,346.97,-999.99
289.090544,10/16/98,39.876747,-124.478531,2007.9,8.321,13.74,33.08,347.14,-999.99
289.1047222,10/16/98,39.7967,-124.446571,2010.2,8.200,13.09,33.11,355.94,-999.99
289.1190278,10/16/98,39.721375,-124.415306,2021.5,8.226,13.03,33.1,366.78,-999.99
289.1334144,10/16/98,39.645771,-124.38298,2026.3,8.185,12.82,33.13,368.65,-999.99
289.1477431,10/16/98,39.581608,-124.35527,2037.3,8.313,12.43,33.16,392.64,-999.99
289.1620602,10/16/98,39.50721,-124.32222,2042.2,8.120,12.63,33.15,395.48,-999.99
289.1763773,10/16/98,39.43248,-124.288483,2036.3,8.256,12.66,33.14,384.92,-999.99
289.1906829,10/16/98,39.3535,-124.254143,2020.3,8.275,13.37,33.05,357.18,-999.99
289.2050116,10/16/98,39.291161,-124.22908,2017.6,8.152,13.07,33.06,365.28,-999.99
289.2193171,10/16/98,39.21291,-124.2006,2022.9,7.944,12.99,33.07,367.31,-999.99
289.2336227,10/16/98,39.133526,-124.171165,2024.4,7.997,12.98,33.06,367.64,-999.99
289.2479282,10/16/98,39.055897,-124.142693,2023.7,8.002,12.88,33.08,369.08,-999.99
289.2622454,10/16/98,38.979809,-124.114922,2026.7,7.935,12.53,33.07,376.05,-999.99
289.2765625,10/16/98,38.902237,-124.086372,2032.0,8.158,12.08,33.06,386.51,-999.99
289.2909491,10/16/98,38.839363,-124.063156,2037.8,8.060,12.02,32.96,387.47,-999.99
289.7813657,10/16/98,36.483582,-122.905907,2008.7,7.178,15.18,33.35,357.2,364.48
289.7958333,10/16/98,36.407646,-122.876839,2008.0,7.358,15.46,33.37,355.37,364.48
289.8103472,10/16/98,36.335033,-122.843498,2005.0,7.440,15.42,33.3,352.51,363.7
289.8248727,10/16/98,36.263546,-122.806702,2000.3,7.135,14.58,33.19,343.45,363.7
289.8396991,10/16/98,36.191544,-122.768364,2016.2,7.060,13.96,33.24,371.41,363.7
289.854213,10/16/98,36.11758,-122.726494,2016.2,7.206,14.42,33.18,354.82,-999.99
289.8687037,10/16/98,36.048016,-122.684517,2002.1,6.689,15.21,33.23,342.95,-999.99
289.8834259,10/16/98,35.977455,-122.645035,1997.2,6.917,15.28,33.29,343.33,-999.99
289.8979051,10/16/98,35.916721,-122.612373,1998.1,7.881,15.32,33.33,343.13,-999.99
289.912419,10/16/98,35.844627,-122.572716,1994.4,7.396,15.95,33.16,348.78,-999.99
289.9269329,10/16/98,35.77219,-122.53434,1991.3,7.946,16.17,33.26,351.47,-999.99
289.9414236,10/16/98,35.696568,-122.495483,1995.3,7.831,15.53,33.4,343.1,362.54
289.9559028,10/16/98,35.623249,-122.456932,2002.0,8.064,15.69,33.43,351.47,362.54
289.9703819,10/16/98,35.550762,-122.419792,2005.0,7.840,15.66,33.44,351.97,-999.99
289.9848611,10/16/98,35.476807,-122.383919,2003.9,8.464,15.85,33.44,349.56,-999.99
290.0138079,10/17/98,35.341595,-122.323593,2004.1,8.040,15.48,33.37,347.71,-999.99
290.0427083,10/17/98,35.18663,-122.256912,2010.8,8.046,14.88,33.35,353.64,-999.99
290.0571875,10/17/98,35.118149,-122.210159,2014.1,7.841,13.75,33.41,379.9,362.3
290.0716319,10/17/98,35.054993,-122.158936,2027.4,7.721,14.46,33.41,409.89,362.3
290.0861111,10/17/98,34.988049,-122.104599,2008.8,7.404,15.51,33.41,343.48,362.3
290.1006019,10/17/98,34.93631,-122.062553,2000.7,7.598,15.99,33.39,339.24,361.96
290.115081,10/17/98,34.869907,-122.014214,1997.9,7.932,15.81,33.41,336.99,361.96
290.1295602,10/17/98,34.793224,-121.983063,2007.9,8.096,16.01,33.38,339.38,361.96
290.1440394,10/17/98,34.719425,-121.954407,1996.2,9.439,15.64,33.4,339.95,-999.99
290.1585185,10/17/98,34.647388,-121.927605,1998.5,8.164,15.7,33.42,340.29,-999.99
290.1729745,10/17/98,34.57391,-121.900826,1997.5,8.963,15.6,33.43,337.44,-999.99
290.1874074,10/17/98,34.499062,-121.872528,1995.8,8.752,14.45,33.38,334.2,362.53
290.2018634,10/17/98,34.443508,-121.848701,2001.2,9.499,14.85,33.32,338.85,362.53
290.216331,10/17/98,34.370438,-121.818054,2001.0,8.638,15.28,33.44,339.09,362.53
290.2307755,10/17/98,34.295059,-121.788322,2002.1,8.130,15.41,33.42,340.43,362.07
290.2452315,10/17/98,34.222359,-121.762611,2001.7,7.945,15.03,33.46,335.89,362.07
290.2596644,10/17/98,34.151802,-121.729759,2007.8,8.531,14.69,33.45,342.59,362.07
290.2741204,10/17/98,34.076389,-121.694092,2005.9,7.883,15.05,33.4,334.95,362.42
290.2885764,10/17/98,34.002193,-121.659073,2005.6,7.494,15.03,33.4,338.84,362.42
290.3030208,10/17/98,33.944019,-121.633102,2015.2,7.594,14.75,33.46,338.08,362.41
290.3174769,10/17/98,33.866985,-121.594971,2004.2,7.455,15.31,33.37,342.01,362.41
290.3319213,10/17/98,33.793587,-121.557396,1996.0,7.295,16.08,33.37,338.78,362.41
290.3463773,10/17/98,33.721718,-121.52066,1994.5,7.104,16.03,33.37,339,362.2
290.3608218,10/17/98,33.646206,-121.482391,1994.0,7.053,16.25,33.36,340.18,362.2
290.3752662,10/17/98,33.570335,-121.444397,1993.0,7.037,16.77,33.36,351.09,362.2
290.3897222,10/17/98,33.498905,-121.408997,1996.2,7.184,16.89,33.43,347.16,361.95
290.4041551,10/17/98,33.428596,-121.374207,1999.2,7.170,16.82,33.4,342.5,361.95
290.4185995,10/17/98,33.368778,-121.344124,2001.6,7.013,16.94,33.4,343.77,361.95
290.4330556,10/17/98,33.298355,-121.307762,1998.9,6.929,17.24,33.5,343.75,362.01
290.4474884,10/17/98,33.22723,-121.271042,1999.3,6.923,17.3,33.52,342.83,362.01
290.4619329,10/17/98,33.152836,-121.233025,2012.3,6.913,17.24,33.49,343.25,362.01
290.4763773,10/17/98,33.081348,-121.196198,2000.3,6.776,17.23,33.46,343.43,362.8
290.4908912,10/17/98,33.012852,-121.160301,2001.8,6.736,17.18,33.44,343.19,362.8
290.5053356,10/17/98,32.956059,-121.129517,2000.2,6.666,17.11,33.42,344.88,362.8
290.5197454,10/17/98,32.88591,-121.09082,2001.4,6.526,17.03,33.4,343.45,363.25
290.5342014,10/17/98,32.816223,-121.056168,2002.7,6.514,16.96,33.38,342.42,363.25
290.5486458,10/17/98,32.745388,-121.021828,2002.9,6.456,16.83,33.32,345.11,363.25
290.5630556,10/17/98,32.67313,-120.986053,2000.6,6.448,16.83,33.24,353.15,363.47
290.5774769,10/17/98,32.603153,-120.952057,1996.6,6.526,16.8,33.22,350.47,363.47
290.5919329,10/17/98,32.532196,-120.91835,1996.6,6.500,16.83,33.23,353.24,363.47
290.6063542,10/17/98,32.470848,-120.889931,1995.0,6.551,16.86,33.26,355.2,362.94
290.620787,10/17/98,32.397884,-120.857101,1993.9,6.718,16.89,33.32,348.38,362.94
290.6355093,10/17/98,32.324131,-120.824509,1993.3,6.565,16.81,33.29,349.66,362.94
290.6500926,10/17/98,32.246742,-120.789719,1993.3,6.310,16.75,33.27,351.63,363.03
290.6647685,10/17/98,32.17177225,-120.7500878,1996.2,6.199,17.02,33.36,-999.99,363.03
290.7370255,10/17/98,31.847202,-120.533867,2002.5,6.070,18.41,33.44,352.49,361.88
290.7514468,10/17/98,31.779346,-120.485916,2001.6,6.055,18.26,33.47,352.25,361.88
290.7658449,10/17/98,31.714209,-120.440376,2001.7,6.072,18.3,33.41,354.58,361.93
290.7802894,10/17/98,31.647635,-120.396324,2004.2,6.046,18.34,33.41,356.34,361.93
290.8106481,10/17/98,31.502512,-120.324219,1997.4,6.014,18.53,33.45,354.36,361.87
290.825081,10/17/98,31.431982,-120.289787,1997.3,6.022,18.63,33.45,356.29,361.87
290.8395255,10/17/98,31.358185,-120.25515,1997.3,5.958,18.64,33.46,355.76,361.87
290.8539583,10/17/98,31.297092,-120.227844,1997.8,5.986,18.41,33.36,355.67,362.11
290.8722454,10/17/98,31.190779,-120.183029,1998.6,5.956,18.53,33.41,359.93,362.11
290.8866782,10/17/98,31.116039,-120.152725,1997.9,5.909,18.49,33.37,361.29,361.76
290.9011343,10/17/98,31.053392,-120.127731,1998.5,5.912,18.51,33.39,357.85,361.76
290.915544,10/17/98,30.976688,-120.096565,1998.2,5.904,19.12,33.53,357.02,361.76
290.9299653,10/17/98,30.903139,-120.066109,2003.8,5.883,19.38,33.6,356.12,360.99
290.9446065,10/17/98,30.828503,-120.03508,2008.4,5.910,19.32,33.59,356.03,360.99
290.9590278,10/17/98,30.751076,-120.000229,2012.0,5.915,19.41,33.61,355.62,360.99
290.9768866,10/17/98,30.661263,-119.957802,2010.9,5.933,19.41,33.62,355.4,361.25
291.0071181,10/18/98,30.510698,-119.886787,2011.5,5.900,19.12,33.53,354.72,361.25
291.0222106,10/18/98,30.435392,-119.848564,2008.5,5.906,18.93,33.49,355.03,361.42
291.0373264,10/18/98,30.364027,-119.811302,2009.3,5.911,18.79,33.47,356.64,361.42
291.053125,10/18/98,30.276146,-119.767555,2003.9,5.959,18.64,33.42,360.54,361.07
291.0675463,10/18/98,30.215559,-119.739662,2002.6,5.939,18.65,33.41,357.45,361.07
291.081956,10/18/98,30.14155,-119.705833,2002.6,5.919,18.39,33.4,354.51,361.07
291.100162,10/18/98,30.054373,-119.664825,2000.8,5.765,18.22,33.26,363.01,360.74
291.1146181,10/18/98,29.982092,-119.632774,2001.3,5.725,18.29,33.26,367.23,360.74
291.1297338,10/18/98,29.905926,-119.601028,2003.0,5.693,18.17,33.26,366.83,360.74
291.1448495,10/18/98,29.831701,-119.569939,2002.8,5.672,19.37,33.69,366.89,359.72
291.1613773,10/18/98,29.743769,-119.533493,2011.8,5.657,19.55,33.79,366.49,359.72
291.1758102,10/18/98,29.671278,-119.503502,2012.7,5.691,19.52,33.76,365.57,359.72
291.1902199,10/18/98,29.595387,-119.476707,2015.5,5.710,19.44,33.71,366.93,360.45
291.2122338,10/18/98,29.49188,-119.432632,2016.3,5.743,19.24,33.58,369.09,360.45
291.2356597,10/18/98,29.374844,-119.383446,2002.7,5.710,19.08,33.5,369.34,361.61
291.2501042,10/18/98,29.299019,-119.351784,2011.4,5.672,18.82,33.37,369.08,361.61
291.2735185,10/18/98,29.181232,-119.303177,2011.6,5.704,18.72,33.31,370.43,361.56
291.296956,10/18/98,29.076883,-119.26004,2018.7,5.704,18.89,33.41,369.51,361.56
291.7743287,10/18/98,26.708332,-118.160004,1989.7,5.278,20.36,33.64,366.14,359.06
291.7889005,10/18/98,26.634092,-118.126007,1991.3,5.272,21.01,33.8,369.53,359.06
291.8033449,10/18/98,26.56127,-118.090927,1993.5,5.223,20.54,33.67,365.83,358.35
291.8177894,10/18/98,26.501787,-118.061432,1995.3,5.246,21.24,33.85,371.97,358.35
291.8322454,10/18/98,26.428196,-118.026581,1999.7,5.270,21.21,33.85,373.89,358.35
291.8466898,10/18/98,26.356199,-117.9916,2005.1,5.333,21.47,33.93,370.33,357.92
291.8611343,10/18/98,26.282463,-117.956635,2007.4,5.417,21.36,33.92,369.76,357.92
291.8755671,10/18/98,26.207609,-117.920273,2010.5,5.394,21.07,33.86,370.34,357.92
291.89,10/18/98,26.136417,-117.885452,2013.7,5.445,21.07,33.86,369.43,357.73
291.9044329,10/18/98,26.065157,-117.849464,2018.1,5.431,21.04,33.83,368.37,357.73
291.9189468,10/18/98,26.005041,-117.817268,2020.8,5.439,20.75,33.72,365.25,357.73
291.9334838,10/18/98,25.934917,-117.781395,2021.9,5.451,20.56,33.65,366.57,357.73
291.9479167,10/18/98,25.86483,-117.748009,2020.9,5.433,20.75,33.76,368.46,357.73
291.9623264,10/18/98,25.790525,-117.71521,2023.2,5.408,20.72,33.72,367.29,357.73
291.9767361,10/18/98,25.718941,-117.679787,2024.0,5.309,20.67,33.66,366.68,357.57
292.0056597,10/19/98,25.576094,-117.611008,2029.2,5.109,21.01,33.76,369.22,357.57
292.0201852,10/19/98,25.516947,-117.583855,2034.0,5.119,21.31,33.93,371.7,357.3
292.0345949,10/19/98,25.444353,-117.552696,2036.4,5.102,21.25,33.9,373.24,357.3
292.0491551,10/19/98,25.370613,-117.520912,2041.1,5.072,22.29,34.3,379.13,357.3
292.0635417,10/19/98,25.293846,-117.489883,2045.2,4.996,21.74,34.16,377.49,356.92
292.0779398,10/19/98,25.220205,-117.461235,2057.7,4.906,21.78,34.14,376.7,356.92
292.0923727,10/19/98,25.146898,-117.433037,2066.5,4.831,22,34.12,376.05,356.92
292.1067824,10/19/98,25.084841,-117.408409,2069.7,4.790,22.47,34.16,377.72,356.41
292.1212153,10/19/98,25.013248,-117.377472,2070.6,4.745,22.75,34.18,380.25,356.41
292.1356366,10/19/98,24.940599,-117.346764,2056.8,4.743,22.77,34.17,380.8,356.41
292.1500579,10/19/98,24.863232,-117.314926,2046.7,4.701,22.84,34.18,381.94,356.48
292.1644907,10/19/98,24.786789,-117.282738,2036.3,4.714,22.91,34.19,382.3,356.48
292.178912,10/19/98,24.711739,-117.252281,2033.2,4.734,22.88,34.18,383.29,356.45
292.1933218,10/19/98,24.636847,-117.221085,2032.4,4.765,22.84,34.18,382.14,356.45
292.2077431,10/19/98,24.575483,-117.195206,2030.1,4.788,22.69,34.17,381.11,356.45
292.2221528,10/19/98,24.501644,-117.162636,2028.0,4.788,22.47,34.17,379.2,356.64
292.2366204,10/19/98,24.427135,-117.129135,2027.5,4.778,22.37,34.17,377.25,356.64
292.2511806,10/19/98,24.350212,-117.094139,2026.0,4.797,22.22,34.17,378.22,356.64
292.265625,10/19/98,24.276875,-117.060646,2024.0,4.750,22.48,34.21,378.59,357.23
292.2801157,10/19/98,24.203339,-117.02845,2024.2,4.725,22.31,34.22,376.85,357.23
292.2945486,10/19/98,24.127165,-116.993752,2025.9,4.734,22.17,34.19,376.85,357.23
292.3090278,10/19/98,24.069357,-116.965454,2028.6,4.709,22.34,34.13,379.12,356.63
292.3234954,10/19/98,23.997034,-116.930954,2031.2,4.749,22.39,34.13,379.76,356.63
292.3379282,10/19/98,23.919794,-116.89373,2031.2,4.884,22.48,34.07,380.67,356.63
292.3523495,10/19/98,23.845247,-116.857796,2031.0,4.953,22.5,34.07,380.37,356.55
292.3667824,10/19/98,23.772381,-116.823471,2032.8,4.923,22.47,34.09,380.15,356.55
292.3811921,10/19/98,23.698217,-116.787872,2035.9,4.798,22.44,34.1,379.2,356.55
292.3956019,10/19/98,23.638361,-116.75914,2040.2,4.602,22.53,34.06,379.24,356.13
292.4100231,10/19/98,23.567375,-116.725693,2039.8,4.547,22.49,34.08,380.29,356.13
292.4244792,10/19/98,23.495119,-116.692116,2033.4,4.552,22.48,34.08,379.26,356.13
292.4389352,10/19/98,23.421577,-116.657333,2040.0,4.560,22.49,34.12,379.7,356.19
292.4535185,10/19/98,23.35047,-116.624367,2043.5,4.691,22.47,34.1,379.66,356.19
292.4688079,10/19/98,23.278761,-116.592239,2047.3,4.745,22.48,34.1,379.56,356.19
292.4834144,10/19/98,23.205124,-116.55941,2049.8,4.741,22.46,34.08,377.79,356.03
292.4979977,10/19/98,23.133341,-116.52655,2050.3,4.700,22.16,33.9,373.14,356.03
292.5133333,10/19/98,23.062004,-116.494431,2052.8,4.512,22.19,33.93,374.12,356.27
292.5279167,10/19/98,22.989799,-116.464241,2058.2,4.327,22.12,33.9,374.53,356.27
292.5424884,10/19/98,22.915501,-116.432045,2057.4,4.257,22.29,33.97,377.57,356.27
292.5571296,10/19/98,22.844984,-116.401054,2063.5,4.186,23.55,34.43,378.46,355.44
292.5717361,10/19/98,22.774565,-116.369492,2065.3,4.125,23.69,34.48,378.97,355.44
292.586331,10/19/98,22.700872,-116.33651,2068.7,4.029,23.6,34.38,382.01,355.44
292.6009954,10/19/98,22.629404,-116.304131,2076.3,4.010,23.95,34.54,380.42,355.06
292.6155903,10/19/98,22.560511,-116.272614,2088.7,3.965,23.95,34.54,379.15,355.06
292.6301968,10/19/98,22.503386,-116.246162,2096.8,3.943,24.33,34.62,382.86,355.06
292.6447454,10/19/98,22.433867,-116.21376,2103.4,3.938,24.39,34.67,380.67,354.92
292.6593634,10/19/98,22.365747,-116.181847,2107.8,3.986,24.41,34.71,378.99,354.92
292.7572917,10/19/98,21.870474,-116.012268,2091.9,3.875,24.38,34.67,377.5,355.03
292.8007292,10/19/98,21.617565,-116.009193,2104.7,3.758,24.85,34.72,373.4,354.73
292.8146991,10/19/98,21.550341,-116.008644,2097.2,3.724,24.94,34.72,372.73,354.46
292.8291088,10/19/98,21.495434,-116.010841,2068.9,3.730,25.03,34.74,374.1,354.46
292.8442593,10/19/98,21.413298,-116.010437,2049.5,3.727,25.02,34.74,371.46,354.46
292.8587153,10/19/98,21.326839,-116.009285,2044.1,3.736,25.12,34.77,370.88,353.98
292.8752315,10/19/98,21.223368,-116.008507,2037.3,3.714,25.1,34.77,370.05,353.98
292.8951736,10/19/98,21.122103,-116.008812,2033.3,3.667,24.98,34.78,377.5,353.82
292.9117014,10/19/98,21.020336,-116.008598,2037.3,3.648,25.01,34.78,378.82,353.82
292.9261458,10/19/98,20.937485,-116.008659,2037.4,3.609,25.22,34.81,377.73,353.82
292.9419444,10/19/98,20.850904,-116.008858,2035.0,3.574,25.13,34.78,374.49,353.44
292.9584375,10/19/98,20.749565,-116.010277,2035.9,3.534,25.41,34.79,373.23,353.44
292.977037,10/19/98,20.648991,-116.010208,2040.0,3.455,25.4,34.79,370.43,353.05
293.0004514,10/20/98,20.512516,-116.010498,2035.1,3.366,25.61,34.77,369.69,353.05
293.0169792,10/20/98,20.430155,-116.009636,2033.7,3.348,26.04,34.67,367.45,352.8
293.0362384,10/20/98,20.311632,-116.008911,2027.4,3.289,25.93,34.67,367.41,352.8
293.2081366,10/20/98,19.321924,-116.007736,2033.1,3.050,25.71,34.71,365.43,353.69
293.7571412,10/20/98,16.200941,-116.00412,1995.3,2.722,27.3,34.73,377.28,351.97
293.7715625,10/20/98,16.112566,-116.002197,1983.8,2.715,27.39,34.72,377.44,351.59
293.7859722,10/20/98,16.028221,-116.00164,1980.3,2.714,27.35,34.72,377.63,351.59
293.8004051,10/20/98,15.942895,-116.001541,1979.4,2.715,27.31,34.72,376.94,351.59
293.8148148,10/20/98,15.869549,-116.00238,1980.1,2.722,27.12,34.72,377.88,351.51
293.8292708,10/20/98,15.782971,-116.003357,1978.9,2.729,27.03,34.73,378.06,351.51
293.8437269,10/20/98,15.69547,-116.003075,1980.1,2.732,26.9,34.68,377.07,351.51
293.8581829,10/20/98,15.603133,-116.002296,1978.0,2.762,26.99,34.69,376.31,351.35
293.8726505,10/20/98,15.513175,-116.001587,1979.5,2.749,27.16,34.59,377.68,351.35
293.8871065,10/20/98,15.426035,-116.001259,1973.7,2.759,27.34,34.6,377.16,350.81
293.9015625,10/20/98,15.338905,-116.001862,1970.3,2.761,27.47,34.56,376.05,350.81
293.9160417,10/20/98,15.267022,-116.002769,1966.6,2.761,27.65,34.52,378.36,350.81
293.9304745,10/20/98,15.180193,-116.003914,1964.6,2.768,27.76,34.5,379.63,350.29
293.9449421,10/20/98,15.091991,-116.005402,1967.2,2.772,27.71,34.41,376.72,350.29
293.9594097,10/20/98,15.000813,-116.007309,1959.2,2.763,27.68,34.39,375.58,350.29
293.9738657,10/20/98,14.914097,-116.00901,1959.8,2.751,27.83,34.39,379.64,349.74
293.9882986,10/20/98,14.827666,-116.008507,1960.8,2.753,27.8,34.37,378.13,349.74
294.0027431,10/21/98,14.737618,-116.008347,1954.8,2.750,28.09,34.26,376.11,349.74
294.0171875,10/21/98,14.668232,-116.008881,1949.4,2.738,28.03,34.24,373.77,349.7
294.0316551,10/21/98,14.582051,-116.009315,1950.0,2.736,28,34.26,375.13,349.7
294.046088,10/21/98,14.492048,-116.009346,1951.3,2.733,28.16,34.28,377.28,349.7
294.0605324,10/21/98,14.403673,-116.0103,1950.1,2.716,28.18,34.28,375.35,349.91
294.0749653,10/21/98,14.31662,-116.010803,1948.5,2.730,28.07,34.21,379.16,349.91
294.0893866,10/21/98,14.227583,-116.011292,1948.0,2.728,28.08,34.25,378.22,349.91
294.1038079,10/21/98,14.155586,-116.012085,1948.7,2.739,27.87,34.27,376.61,350.26
294.1182407,10/21/98,14.068853,-116.013367,1950.3,2.727,27.87,34.28,376.34,350.26
294.1326505,10/21/98,14.005716,-116.011253,1951.1,2.722,27.89,34.29,373.33,350.26
294.1470602,10/21/98,13.976348,-116.010925,1955.4,2.729,27.86,34.3,371.24,350.67
294.1614699,10/21/98,13.891203,-116.011299,1953.7,2.739,27.7,34.31,370.95,350.67
294.1758796,10/21/98,13.80719,-116.01152,1955.3,2.741,27.61,34.33,371.2,350.67
294.1903472,10/21/98,13.71962,-116.012146,1957.1,2.742,27.67,34.32,369.96,350.78
294.2048032,10/21/98,13.651372,-116.013268,1956.2,2.736,27.88,34.33,372.7,350.78
294.219213,10/21/98,13.56622,-116.014297,1955.2,2.744,27.94,34.34,374.19,350.78
294.2336574,10/21/98,13.476435,-116.01609,1956.4,2.745,27.94,34.31,375.31,350.58
294.2480903,10/21/98,13.38892,-116.018562,1957.8,2.741,27.97,34.38,376.09,350.58
294.2625347,10/21/98,13.303264,-116.020401,1959.4,2.735,27.8,34.33,374.37,350.76
294.2770023,10/21/98,13.216295,-116.021515,1957.1,2.733,27.76,34.35,373.38,350.76
294.2914352,10/21/98,13.145005,-116.02153,1961.1,2.767,27.77,34.27,372.98,350.76
294.3066667,10/21/98,13.068387,-115.961761,1955.2,2.749,27.91,34.29,373.09,350.42
294.3211458,10/21/98,13.013258,-115.898331,1953.4,2.779,27.92,34.28,372.84,350.42
294.3356019,10/21/98,12.966984,-115.842796,1951.3,2.775,27.99,34.28,372.1,350.42
294.3500347,10/21/98,12.912848,-115.778656,1953.1,2.748,28.07,34.33,376.01,350.16
294.3644907,10/21/98,12.85825,-115.714287,1953.3,2.745,28.12,34.32,375.67,350.16
294.3789352,10/21/98,12.800636,-115.647659,1958.5,2.771,28.09,34.2,373.47,350.16
294.3933796,10/21/98,12.744627,-115.582809,1955.3,2.769,28.1,34.17,371.96,349.92
294.4077894,10/21/98,12.690645,-115.518951,1952.8,2.776,28.16,34.13,371.21,349.92
294.4222222,10/21/98,12.637114,-115.452232,1952.8,2.777,28.16,34.08,367.94,349.92
294.4366667,10/21/98,12.592624,-115.396729,1945.0,2.803,28.14,33.97,364.73,349.87
294.4511111,10/21/98,12.539538,-115.329262,1945.7,2.820,28.08,33.94,360.19,349.87
294.4655208,10/21/98,12.485035,-115.258675,1944.7,2.854,28.03,33.95,360.98,349.87
294.4806597,10/21/98,12.430603,-115.187073,1942.3,2.854,28,33.95,362.18,349.88
294.4950926,10/21/98,12.380076,-115.118225,1942.7,2.843,27.93,33.9,363.23,349.88
294.5095255,10/21/98,12.330724,-115.048668,1941.1,2.812,27.96,33.89,363.62,349.88
294.5239583,10/21/98,12.275795,-114.977966,1933.2,2.833,27.83,33.77,359,350.02
294.5384028,10/21/98,12.23383,-114.923737,1929.8,2.816,27.7,33.65,358.3,350.02
294.5528819,10/21/98,12.18188,-114.855919,1926.7,2.824,27.65,33.66,356.93,350.02
294.5675,10/21/98,12.127855,-114.784546,1926.2,2.829,27.5,33.77,356.16,350.42
294.581956,10/21/98,12.073631,-114.717537,1929.5,2.804,27.78,34,359.07,350.42
294.5965625,10/21/98,12.019707,-114.653168,1932.5,2.811,27.75,33.96,359,350.37
294.611169,10/21/98,11.965,-114.588043,1935.9,2.797,27.77,33.97,358.18,350.37
294.6257639,10/21/98,11.909059,-114.521126,1935.0,2.820,27.89,33.9,356.13,350.37
294.6403704,10/21/98,11.855208,-114.457901,1933.3,2.812,27.8,33.87,355.48,350.55
294.655,10/21/98,11.801481,-114.394333,1930.8,2.821,27.84,33.88,355.5,350.55
294.7959954,10/21/98,11.246367,-113.804359,1915.5,2.804,27.61,33.72,345.69,350.75
294.8104282,10/21/98,11.189997,-113.738403,1921.6,2.804,27.69,33.76,348.7,350.98
294.82625,10/21/98,11.135957,-113.673782,1927.5,2.781,27.7,33.78,348.01,350.98
294.841412,10/21/98,11.080765,-113.607605,1926.6,2.758,27.72,33.82,348.88,350.98
294.8712269,10/21/98,11.000343,-113.506561,1928.7,2.750,27.78,33.83,349.54,350.59
294.8891204,10/21/98,11.002622,-113.505554,1927.2,2.766,27.75,33.77,346.56,350.73
294.9035301,10/21/98,11.002883,-113.505257,1923.5,2.770,27.69,33.62,347.08,350.73
294.9186574,10/21/98,11.002707,-113.504608,1919.8,2.783,27.72,33.68,346.16,350.73
294.933125,10/21/98,10.958348,-113.450775,1919.1,2.788,27.74,33.82,348.78,349.94
294.9483333,10/21/98,10.905104,-113.389816,1925.6,2.787,27.71,33.8,348.66,349.94
294.9648495,10/21/98,10.836782,-113.314796,1924.5,2.764,27.7,33.83,346.86,349.94
294.9799653,10/21/98,10.779037,-113.250038,1931.7,2.780,27.67,33.81,348.23,350.18
295.0034144,10/22/98,10.692305,-113.145615,1927.9,2.815,27.6,33.74,346.87,350.18
295.019213,10/22/98,10.633971,-113.081718,1927.6,2.813,27.59,33.72,344.09,351.24
295.0405671,10/22/98,10.556408,-112.98777,1925.9,2.822,27.54,33.54,341.36,351.24
295.0785532,10/22/98,10.410104,-112.810707,1919.6,2.768,27.62,33.71,340.52,351.21
295.101956,10/22/98,10.318459,-112.702888,1954.6,2.759,27.63,33.86,346.44,351.7
295.1253588,10/22/98,10.227065,-112.594269,1961.5,2.770,27.63,33.79,344.05,351.7
295.1487616,10/22/98,10.139762,-112.48838,1955.7,2.775,27.63,33.77,341.06,352.06
